"","Subject","Rating","Trial","Sex","Word","Frequency","Class"
"1556","T1",7,17,"F","elephant",6.063785,"animal"
"1557","T1",4,18,"F","badger",5.056246,"animal"
"1558","T1",2,19,"F","woodpecker",2.890372,"animal"
"1559","T1",1,20,"F","blueberry",2.484907,"plant"
"1560","T1",5,21,"F","donkey",5.541264,"animal"
"1561","T1",6,22,"F","reindeer",4.043051,"animal"
"1562","T1",2,23,"F","pigeon",5.26269,"animal"
"1563","T1",4,24,"F","squid",3.970292,"animal"
"1564","T1",5,25,"F","lion",6.098074,"animal"
"1565","T1",5,26,"F","shark",5.880533,"animal"
"1566","T1",6,27,"F","camel",6.109248,"animal"
"1567","T1",1,28,"F","asparagus",3.663562,"plant"
"1568","T1",1,29,"F","banana",5.023881,"plant"
"1569","T1",1,30,"F","lemon",5.631212,"plant"
"1570","T1",1,31,"F","cucumber",4.454347,"plant"
"1571","T1",3,32,"F","goose",5.267858,"animal"
"1572","T1",2,33,"F","frog",5.129899,"animal"
"1573","T1",1,34,"F","mushroom",5.537334,"plant"
"1574","T1",1,35,"F","carrot",4.976734,"plant"
"1575","T1",1,36,"F","lettuce",4.812184,"plant"
"1576","T1",1,37,"F","butterfly",5.214936,"animal"
"1577","T1",1,38,"F","grape",5.192957,"plant"
"1578","T1",1,39,"F","eggplant",1.791759,"plant"
"1579","T1",1,40,"F","beetroot",3.555348,"plant"
"1580","T1",2,41,"F","gull",4.418841,"animal"
"1581","T1",1,42,"F","apricot",3.828641,"plant"
"1582","T1",1,43,"F","broccoli",2.833213,"plant"
"1583","T1",1,44,"F","strawberry",4.75359,"plant"
"1584","T1",2,45,"F","squirrel",4.70953,"animal"
"1585","T1",3,46,"F","fox",5.652489,"animal"
"1586","T1",2,47,"F","owl",4.859812,"animal"
"1587","T1",6,48,"F","moose",2.70805,"animal"
"1588","T1",1,49,"F","walnut",4.49981,"plant"
"1589","T1",3,50,"F","beaver",3.951244,"animal"
"1590","T1",1,51,"F","almond",4.204693,"plant"
"1591","T1",1,52,"F","ant",5.347108,"animal"
"1592","T1",3,53,"F","snake",6.120297,"animal"
"1593","T1",1,54,"F","paprika",2.484907,"plant"
"1594","T1",4,55,"F","goat",6.228511,"animal"
"1595","T1",2,56,"F","hedgehog",3.637586,"animal"
"1596","T1",5,57,"F","tortoise",4.624973,"animal"
"1597","T1",4,58,"F","monkey",5.783825,"animal"
"1598","T1",1,59,"F","peanut",4.59512,"plant"
"1599","T1",1,60,"F","blackberry",4.060443,"plant"
"1600","T1",2,61,"F","melon",4.127134,"plant"
"1601","T1",3,62,"F","stork",3.044522,"animal"
"1602","T1",3,63,"F","eagle",5.117994,"animal"
"1603","T1",3,64,"F","vulture",4.248495,"animal"
"1604","T1",1,65,"F","orange",6.378426,"plant"
"1605","T1",4,66,"F","sheep",6.577861,"animal"
"1606","T1",1,67,"F","clove",3.663562,"plant"
"1607","T1",1,68,"F","cherry",4.997212,"plant"
"1608","T1",5,69,"F","horse",7.77191,"animal"
"1609","T1",1,70,"F","apple",6.304449,"plant"
"1610","T1",1,71,"F","mustard",4.442651,"plant"
"1611","T1",2,72,"F","bat",5.918894,"animal"
"1612","T1",1,73,"F","olive",5.587249,"plant"
"1613","T1",3,74,"F","bunny",3.332205,"animal"
"1614","T1",1,75,"F","leek",3.332205,"plant"
"1615","T1",1,76,"F","pear",4.727388,"plant"
"1616","T1",4,77,"F","pig",6.660575,"animal"
"1617","T1",1,78,"F","avocado",3.433987,"plant"
"1618","T1",1,79,"F","spider",4.844187,"animal"
"1619","T1",2,80,"F","pineapple",3.988984,"plant"
"1620","T1",1,81,"F","tomato",5.545177,"plant"
