"","Word","CelS","Fdif","Vf","Dent","Ient","NsyS","NsyC","Len","Ncou","Bigr","InBi","spelV","spelN","phonV","phonN","friendsV","friendsN","ffV","ffN","fbV","fbN","ffNonzero","NVratio"
"1978","stack",5.0751738,1.021651,1.7917595,0.45708,1.81067,2.0794415,1.3862944,5,8,9.10647,13.30069,22,7.3304052,28,7.331715,22,7.3304052,0,0,1.9459101,1.0986123,0,0.109372557
"1979","yak",2.0794415,-1.280934,1.0986123,0,1.30364,1.3862944,0.6931472,3,5,6.50065,8.81165,2,0,28,7.331715,1,0,0,0,3.2958369,7.331715,0,1.704748092
"1980","soak",4.8121844,0.9663012,1.3862944,0.03134,1.67715,2.4849066,1.0986123,4,2,8.017035,12.41231,4,3.2958369,19,5.8141305,4,3.2958369,0,0,2.7725887,5.7333413,0,-4.340553386
"1981","cant",2.1972246,0.9162907,1.0986123,0,1.68794,2.0794415,1.3862944,4,7,8.871108,12.5702,11,6.25575,11,5.3565863,10,5.2470241,0.6931472,5.805135,0.6931472,3.1354942,1,-3.17805383
"1982","sigh",5.3936275,2.503256,1.0986123,0,1.51895,1.6094379,0,4,3,8.421583,12.51689,4,6.2519039,42,9.5161325,3,6.2304814,0,0,3.6635616,9.4772328,0,-0.836388661
"1983","merge",4.1108739,1.220502,2.1972246,1.83984,1.82749,1.0986123,0,5,3,9.074313,13.10751,3,2.8903718,10,4.0073332,3,2.8903718,0,0,2.0794415,3.6375862,0,-5.361292166
"1984","drive",7.3783837,-0.1389197,2.944439,0.8905,2.13281,3.4965076,3.6375862,5,1,8.849703,11.03329,13,6.9037473,12,6.056784,11,6.056784,1.0986123,6.3456364,0.6931472,0,1,-1.854048731
"1985","kick",5.8721178,-0.4586721,2.6390573,0.44984,1.85444,2.7080502,3.5263605,4,12,7.827399,11.28078,21,5.9914645,22,5.9914645,21,5.9914645,0,0,0.6931472,0,0,-1.161560563
"1986","march",6.1548581,-0.2677393,2.5649494,0.31266,1.79186,2.3978953,2.5649494,5,4,8.947752,12.55302,5,4.9272537,5,4.9272537,5,4.9272537,0,0,0,0,0,-0.157583356
"1987","puke",1.9459101,-1.899973,1.0986123,0,1.38312,1.0986123,0,4,7,7.225596,10.97119,3,2.6390573,6,2.6390573,3,2.6390573,0,0,1.3862944,0,0,-1.299282984
"1988","yaw",1.6094379,0.3285041,1.0986123,0,1.12652,1.6094379,0,3,5,6.378555,8.81165,19,6.6846117,20,6.6908423,18,6.6846117,0,0,0.6931472,1.7917595,0,-1.945910149
"1989","push",6.6707663,-0.1746879,2.7725887,0.22366,1.71563,2.6390573,2.8332133,4,9,8.198935,10.97119,15,4.9972123,3,3.9512437,3,3.9512437,2.5649494,4.574711,0,0,1,-2.300797782
"1990","scoop",4.5643482,0.5108256,1.3862944,0.22492,1.65115,2.1972246,1.9459101,5,5,8.84345,11.1627,12,4.0775374,17,6.1484683,12,4.0775374,0,0,1.7917595,6.0161572,0,-0.685179011
"1991","kiss",6.2205902,-0.4494154,1.6094379,0.0245,1.7429,1.7917595,2.3978953,4,3,8.045702,11.28078,5,5.6903595,6,8.6019019,5,5.6903595,0,0,0.6931472,8.5461693,0,-1.216986795
"1992","haze",4.7621739,3.48124,1.9459101,0.94808,0.62664,1.3862944,0.6931472,4,12,7.744435,13.49254,12,3.8918203,32,6.6783421,12,3.8918203,0,0,3.0445224,6.6160652,0,2.006534771
"1993","drink",7.669962,-0.5086768,2.0794415,0.42913,1.90743,2.4849066,2.1972246,5,3,8.857467,11.03329,19,6.4661447,21,6.4815771,19,6.4661447,0,0,1.0986123,2.3978953,0,-0.224544187
"1994","have",11.3566575,-0.3614756,2.944439,0.52534,1.60882,3.1354942,2.4849066,4,13,8.724541,13.49254,17,8.3990851,4,8.2802042,1,8.2794435,2.8332133,6.2186001,1.3862944,1.3862944,1,-12.396969826
"1995","dare",6.20859,-0.3087858,1.9459101,0.47414,1.41629,1.6094379,1.0986123,4,15,8.599573,11.32815,21,8.51037,40,8.9438978,20,6.3508857,0.6931472,8.3879953,3.0445224,8.8662996,1,-6.06610809
"1996","right",9.6010302,-1.279376,3.9318256,0.66982,0.01682,3.2188758,4.0775374,5,8,8.757684,12.78563,18,7.8252453,33,8.1435174,18,7.8252453,0,0,2.7725887,6.8448155,0,4.544261433
"1997","tense",5.7203118,1.954471,2.8903718,1.4532,0.92804,2.1972246,2.944439,5,4,9.595235,13.30255,3,5.8171112,9,6.0799332,3,5.8171112,0,0,1.9459101,4.6249728,0,-0.438913042
"1998","tuck",4.2195077,-0.4954133,1.9459101,0.35964,1.35787,1.7917595,1.3862944,4,11,8.267585,11.72115,14,5.4930614,14,5.4930614,14,5.4930614,0,0,0,0,0,-3.610917913
"1999","poach",2.8332133,-0.05715841,1.0986123,0.96927,1.52076,1.0986123,0,5,5,8.695065,12.07807,4,3.3672958,5,3.3672958,4,3.3672958,0,0,0.6931472,0,0,-4.454347296
"2000","pitch",5.8971539,0.7875786,2.3978953,0.89677,1.42013,3.0910425,3.2188758,5,6,8.674565,11.17479,11,4.634729,14,8.2273755,11,4.634729,0,0,1.3862944,8.199739,0,0.660535595
"2001","bloat",1.6094379,0.3285041,1.0986123,0.94945,1.78416,1.3862944,0,5,3,8.836265,11.84506,12,5.2203558,23,6.3733198,12,5.2203558,0,0,2.4849066,5.9964521,0,-2.564949357
"2002","hang",6.4329401,-1.403351,3.0910425,0.39022,1.95122,2.8903718,2.8332133,4,7,9.104519,13.49254,13,4.8441871,13,4.8441871,13,4.8441871,0,0,0,0,0,-5.20086203
"2003","waste",7.0299729,0.3691417,2.6390573,0.68443,1.55872,2.8903718,3.0445224,5,5,9.522628,12.79014,7,4.7621739,7,4.8283137,6,4.7361984,0.6931472,1.3862944,0.6931472,2.4849066,1,0.360071536
"2004","pry",3.6109179,1.231372,0.6931472,0,1.71818,1.7917595,0.6931472,3,7,7.477537,12.19724,18,8.9179807,42,9.5161325,17,8.9171766,0,0,3.2188758,8.7181729,0,-4.521788577
"2005","scan",3.871201,-0.6286087,1.6094379,0.42474,1.64973,2.3025851,0.6931472,4,4,8.61151,11.1627,18,9.1018639,15,9.1010834,15,9.1010834,1.3862944,2.0794415,0,0,1,-2.627081139
"2006","hark",2.8332133,-0.9326272,1.0986123,0.469,1.74259,0.6931472,0.6931472,4,13,8.571157,13.49254,10,5.9939614,11,6.0913099,10,5.9939614,0,0,0.6931472,3.7376696,0,-3.610917913
"2007","loaf",4.5643482,-0.7239188,1.7917595,0.52015,1.11711,0.6931472,1.9459101,4,4,7.735608,12.33756,2,1.6094379,2,1.6094379,2,1.6094379,0,0,0,0,0,3.001962823
"2008","mar",3.8918203,-0.433636,0.6931472,0,1.13176,1.0986123,0,3,15,7.839797,12.55302,14,7.1959372,15,8.571492,12,6.7604147,0.6931472,6.1420374,1.0986123,8.39163,1,-4.454347296
"2009","darn",2.944439,-0.9014442,1.6094379,0,1.61548,1.3862944,0,4,7,8.183652,11.32815,5,4.060443,4,3.8501476,4,3.8501476,0.6931472,2.4849066,0,0,1,-2.420368129
"2010","drift",6.0402547,3.149883,2.4849066,0.59204,1.74915,2.4849066,1.6094379,5,1,8.521369,11.03329,9,5.0369526,9,5.0369526,9,5.0369526,0,0,0,0,0,-0.609626209
"2011","toil",4.1108739,2.136793,1.6094379,0.42465,1.59274,1.0986123,0,4,7,8.634409,13.45478,9,5.2678582,10,5.2678582,9,5.2678582,0,0,0.6931472,0,0,-0.10724553
"2012","clutch",4.7361984,-0.1282543,1.7917595,0.04505,1.6849,2.1972246,2.1972246,6,1,8.896768,11.29955,5,3.0910425,8,7.761745,5,3.0910425,0,0,1.3862944,7.7527648,0,-1.532476871
"2013","aid",6.9275579,1.908954,1.6094379,0.01877,0.93523,1.9459101,2.4849066,3,4,7.858261,12.34707,9,7.7651449,25,7.5908521,6,5.5797298,1.0986123,7.5822292,2.944439,7.3689704,1,1.86260248
"2014","hatch",4.8520303,0.6807247,1.7917595,0.60872,1.54593,1.9459101,0.6931472,5,9,9.09744,13.49254,10,5.3327188,9,4.8362819,9,4.8362819,0.6931472,4.4067192,0,0,1,0.231801614
"2015","like",10.4759349,-0.8036603,4.0943446,0.76709,0.38826,2.3025851,1.3862944,4,11,8.11425,12.78698,9,7.2991215,11,7.2997974,9,7.2991215,0,0,1.0986123,0.6931472,0,-8.675222056
"2016","mix",6.056784,0.03091804,2.6390573,1.12055,1.5851,2.1972246,2.0794415,3,5,6.922922,11.99945,4,5.5134287,13,5.6767538,3,5.4595855,0,0,2.3025851,3.8066625,0,-1.994261332
"2017","mew",1.9459101,0.6649763,1.0986123,0,1.74238,1.3862944,1.0986123,3,8,7.528798,13.10751,29,7.9905769,66,10.5997549,26,7.9882036,1.0986123,1.9459101,3.6888795,10.5234994,1,-1.558144618
"2018","weld",3.2958369,-0.2876821,1.3862944,0.61362,1.68377,1.6094379,0.6931472,4,7,8.575222,12.52566,4,5.598422,8,5.7462032,4,5.598422,0,0,1.6094379,3.7841896,0,-2.583997552
"2019","lance",3.1780538,-0.1823216,2.3025851,1.99736,1.79812,1.9459101,1.0986123,5,1,9.169306,12.44231,7,5.6167711,9,5.6524892,7,5.6167711,0,0,1.0986123,2.3978953,0,0.552068582
"2020","pour",6.0890449,0.6184563,1.0986123,0,1.6344,1.9459101,1.9459101,4,9,8.593777,12.07807,11,7.9179006,38,9.7758246,2,5.9107966,2.3025851,7.7740151,3.6109179,9.7546975,1,-7.254177846
"2021","slump",4.6728288,1.600136,1.0986123,0,1.24675,1.7917595,0,5,4,8.29925,10.60569,14,4.3694479,14,4.3694479,14,4.3694479,0,0,0,0,0,-0.363393894
"2022","tout",1.0986123,-2.747271,1.0986123,0,1.88338,1.3862944,1.0986123,4,8,9.086993,13.45478,16,7.6666902,18,7.7191298,16,7.6666902,0,0,1.0986123,4.7535902,0,-0.36772478
"2023","may",9.807307,1.834289,1.6094379,0.42418,0.87688,1.3862944,0.6931472,3,12,7.598892,12.55302,32,8.4144958,49,10.3547542,30,8.0430209,0.6931472,0,2.944439,10.1996957,0,-10.158246043
"2024","pout",2.5649494,0.1854032,1.0986123,0,1.74522,1.7917595,1.0986123,4,8,8.595415,12.07807,16,7.6666902,18,7.7191298,16,7.6666902,0,0,1.0986123,4.7535902,0,-1.495493653
"2025","doubt",7.9050728,1.320834,1.9459101,0.69332,0.94484,1.7917595,0,5,0,8.319046,12.02268,1,4.7449321,18,7.7191298,1,4.7449321,0,0,2.8903718,7.6671583,0,1.502081569
"2026","ail",4.9199809,3.639047,1.0986123,0.85623,1.17089,1.3862944,0,3,4,7.899352,12.34707,19,5.4553211,40,6.1882641,18,5.4553211,0,0,3.0910425,5.5373343,0,-5.303304908
"2027","lick",3.9702919,-1.654447,1.6094379,0.11612,1.78482,1.9459101,0.6931472,4,14,8.328921,12.78698,21,5.9914645,22,5.9914645,21,5.9914645,0,0,0.6931472,0,0,-2.147709513
"2028","tick",4.1743873,-1.340653,1.7917595,0.44522,1.85656,1.9459101,2.6390573,4,12,8.727887,13.2514,21,5.9914645,22,5.9914645,21,5.9914645,0,0,0.6931472,0,0,-1.346629105
"2029","aim",6.6012301,2.10142,1.7917595,0.32744,1.77978,2.4849066,0.6931472,3,3,7.846234,12.34707,3,4.9126549,15,7.6207051,2,4.5951199,0,0,2.5649494,7.5522373,0,0.426342693
"2030","pick",7.0774981,-1.08382,2.8332133,0.23049,1.62381,3.0910425,3.3322045,4,15,8.119658,11.17479,21,5.9914645,22,5.9914645,21,5.9914645,0,0,0.6931472,0,0,-4.631192291
"2031","shock",6.8638034,1.18842,2.1972246,0.071,1.21632,2.8903718,3.0910425,5,5,8.839741,12.41582,19,6.0306853,21,6.0544393,19,6.0306853,0,0,1.0986123,2.3978953,0,0.566443479
"2032","dance",6.7226298,0.3982708,2.7080502,0.63373,1.74356,1.9459101,3.9702919,5,2,9.037326,11.32815,7,5.6167711,9,5.6524892,7,5.6167711,0,0,1.0986123,2.3978953,0,-0.579333529
"2033","list",7.215975,0.2016999,3.0910425,0.61429,1.38408,1.9459101,2.6390573,4,11,8.723962,12.78698,11,5.710427,12,5.32301,10,5.32301,0.6931472,4.5849675,1.0986123,0,1,1.010263119
"2034","splice",1.6094379,0.3285041,1.3862944,0.4395,1.42763,1.6094379,0,6,0,9.446376,11.50982,15,6.0450053,17,6.0473722,15,6.0450053,0,0,1.0986123,0.6931472,0,-2.397895273
"2035","shoot",6.0637852,0.3640108,2.4849066,0.21785,1.62386,2.8903718,2.0794415,5,2,9.112798,12.41582,11,5.062595,22,5.4806389,9,4.4659081,1.0986123,4.2766661,2.6390573,5.0369526,1,-2.200971303
"2036","beef",5.6937321,-0.5216756,2.0794415,0.88338,0.09395,1.6094379,3.4965076,4,4,8.387328,12.85978,2,3.7841896,10,5.5947114,2,3.7841896,0,0,2.1972246,5.420535,0,4.307437778
"2037","whiz",2.9957323,-0.7701082,1.3862944,0.74087,1.71698,0.6931472,0,4,4,8.355056,12.5978,3,1.6094379,8,9.7468337,3,1.6094379,0,0,1.7917595,9.7465998,0,-1.178654996
"2038","choke",4.0775374,-0.3814502,1.6094379,0.20682,1.70483,2.5649494,2.0794415,5,2,8.879536,12.67433,12,5.6131281,19,5.8141305,12,5.6131281,0,0,2.0794415,4.1271344,0,-3.47738652
"2039","weave",4.3040651,0.3840739,1.9459101,0.79477,2.15375,1.7917595,1.9459101,5,2,9.232846,12.52566,5,5.3565863,10,5.4889377,4,5.3565863,0.6931472,0,1.9459101,3.4339872,0,-2.187655126
"2040","clump",4.2046926,0.9778486,1.0986123,0,1.62326,2.0794415,0,5,4,8.334073,11.29955,14,4.3694479,14,4.3694479,14,4.3694479,0,0,0,0,0,1.307513483
"2041","earn",5.8998974,0.3562836,1.3862944,0.5114,1.76378,1.0986123,0.6931472,4,2,8.418533,13.02967,3,4.6249728,11,5.9295891,3,4.6249728,0,0,2.1972246,5.6167711,0,-6.881411304
"2042","climb",6.4583383,0.8733393,1.6094379,0.41576,1.77492,2.1972246,1.7917595,5,0,8.655212,11.29955,2,2.8903718,14,7.4460015,1,2.5649494,0.6931472,1.7917595,2.6390573,7.4389716,1,-1.851927991
"2043","chime",2.9957323,0.3285041,1.0986123,0,1.83866,1.0986123,0.6931472,5,5,9.241344,12.67433,11,7.4372064,14,7.4460015,11,7.4372064,0,0,1.3862944,2.7725887,0,-0.414433778
"2044","frown",4.6634391,2.689358,1.3862944,0.02538,1.7722,1.0986123,1.0986123,5,4,8.807982,11.69309,16,7.8663389,9,7.190676,8,7.1899222,2.1972246,7.1569564,0.6931472,0.6931472,1,-1.078611622
"2045","bear",7.0148144,0.2828421,3.8918203,1.93412,1.97488,2.7725887,4.1743873,4,17,8.796717,12.85978,21,7.4342574,40,8.9438978,4,4.7004804,2.8903718,7.3677086,3.6109179,8.9295677,1,-1.885714988
"2046","gloat",2.1972246,0.2231436,1.0986123,0.45869,1.6319,1.3862944,0,5,3,8.491576,10.43834,12,5.2203558,23,6.3733198,12,5.2203558,0,0,2.4849066,5.9964521,0,-3.36729583
"2047","beat",6.8658911,0.1168971,2.944439,0.63106,1.66302,3.4011974,2.4849066,4,14,8.854027,12.85978,18,7.024649,28,7.1276937,14,5.9763509,1.6094379,6.5944135,2.7080502,6.7487595,1,-2.080089
"2048","broil",0.6931472,-0.5877867,1.7917595,1.53012,1.24522,1.3862944,0.6931472,5,0,8.707787,10.9819,9,5.2678582,10,5.2678582,9,5.2678582,0,0,0.6931472,0,0,-2.079441542
"2049","squash",5.0369526,-0.195225,1.9459101,0.21324,1.32588,1.6094379,3.5835189,6,0,8.82579,8.66112,25,5.1416636,7,1.9459101,3,1.0986123,3.1354942,5.1298987,1.6094379,1.6094379,1,0.551371718
"2050","rush",6.1903154,0.2272503,2.1972246,0.03753,1.73078,2.6390573,3.2958369,4,10,8.14653,11.08883,15,4.9972123,12,4.574711,12,4.574711,1.3862944,3.9512437,0,0,1,-1.198868892
"2051","squat",4.6539604,1.293585,1.6094379,0.63335,2.06648,2.0794415,0,5,3,8.363353,8.66112,24,9.8164034,28,8.9311554,3,7.557995,3.0910425,9.7060727,3.2580965,8.6392338,1,-2.026331716
"2052","snatch",4.6728288,2.005601,1.7917595,0.19344,1.74371,1.7917595,1.0986123,6,1,9.014301,9.89868,10,5.3327188,9,4.8362819,9,4.8362819,0.6931472,4.4067192,0,0,1,-1.756555834
"2053","squawk",2.1972246,-0.8754687,1.3862944,0.15374,1.93135,1.6094379,0.6931472,6,0,7.776145,8.66112,3,2.7725887,11,5.6094718,3,2.7725887,0,0,2.1972246,5.5529596,0,-1.041453875
"2054","faze",0,-1.280934,0.6931472,0,0.86691,0.6931472,0,4,12,7.389952,11.54842,12,3.8918203,32,6.6783421,12,3.8918203,0,0,3.0445224,6.6160652,0,-1.945910149
"2055","fare",5.1119878,0.1174819,2.1972246,1.33614,1.46433,1.9459101,1.9459101,4,17,8.714533,11.54842,21,8.51037,40,8.9438978,20,6.3508857,0.6931472,8.3879953,3.0445224,8.8662996,1,1.643467661
"2056","bark",5.0937502,0.7682939,2.5649494,1.47754,1.5703,2.3025851,3.2188758,4,14,8.208784,11.48169,10,5.9939614,11,6.0913099,10,5.9939614,0,0,0.6931472,3.7376696,0,-0.38692153
"2057","scheme",7.0578979,1.992774,1.9459101,0.18809,1.00068,1.6094379,1.7917595,6,1,9.714278,11.1627,2,4.4886364,15,6.3985949,2,4.4886364,0,0,2.6390573,6.2402758,0,4.259741291
"2058","rise",7.3297497,2.097572,2.1972246,0.9708,2.09472,3.3322045,1.7917595,4,11,8.683946,12.78563,5,4.9416424,25,6.776507,4,4.9344739,0.6931472,0.6931472,3.0910425,6.6052979,1,-1.413916411
"2059","stroke",5.8579332,0.3003332,2.3025851,0.16731,1.86618,2.6390573,2.3025851,6,1,9.463136,13.30069,12,5.6131281,19,5.8141305,12,5.6131281,0,0,2.0794415,4.1271344,0,0.284710302
"2060","tie",6.4551986,0.2255048,2.3978953,0.20977,1.72467,2.8903718,3.2958369,3,8,8.054414,13.2514,7,5.1357984,42,9.5161325,6,4.9904326,0,0,3.5835189,9.5036068,0,-0.585609201
"2061","romp",2.9957323,0.6161861,1.3862944,0.16543,1.78239,1.3862944,0,4,3,8.342625,12.87114,3,1.3862944,4,2.1972246,3,1.3862944,0,0,0.6931472,1.7917595,0,-0.09531018
"2062","roam",3.8066625,0.9162907,1.0986123,0.15465,1.65989,0,0,4,7,7.994323,12.87114,3,3.7841896,11,6.4281053,3,3.7841896,0,0,2.1972246,6.3561077,0,-4.882801923
"2063","thirst",4.6821312,1.609438,2.1972246,1.03132,0.20115,1.6094379,0.6931472,6,0,10.066433,14.65437,2,7.2189097,8,7.268223,2,7.2189097,0,0,1.9459101,4.2484952,0,3.295836866
"2064","risk",7.1098795,2.302585,1.7917595,0.31992,1.20562,1.6094379,1.6094379,4,3,8.225862,12.78563,5,4.4659081,7,4.5951199,5,4.4659081,0,0,1.0986123,2.5649494,0,1.393946572
"2065","roar",5.4510385,2.560667,1.3862944,0.17089,1.73892,2.1972246,0.6931472,4,7,8.240647,12.87114,5,2.7080502,38,9.7758246,5,2.7080502,0,0,3.5263605,9.775029,0,-0.711400621
"2066","nod",5.31812,1.552279,1.0986123,0,1.22313,2.0794415,0.6931472,3,16,7.452623,12.79025,12,5.9053618,16,6.0614569,11,5.8721178,0,0,1.6094379,4.1431347,0,-2.298350789
"2067","snoop",1.6094379,-0.3646431,1.3862944,0.78713,1.00543,1.0986123,0,5,6,8.652234,9.89868,12,4.0775374,17,6.1484683,12,4.0775374,0,0,1.7917595,6.0161572,0,-2.63905733
"2068","tip",6.0799332,-0.4374426,2.7080502,0.78253,1.63571,2.3978953,2.4849066,3,15,7.72949,13.2514,25,5.9427994,28,6.0637852,24,5.8833224,0,0,1.3862944,3.912023,0,0.605825485
"2069","tan",5.4930614,0.9540311,2.0794415,0.7711,1.15118,1.7917595,0,3,18,8.263741,12.49891,18,9.1018639,15,9.1010834,14,9.100079,1.3862944,2.0794415,0,0,1,-0.31121257
"2070","gaze",5.8260001,3.158772,1.6094379,0.06193,1.66442,1.0986123,0,4,10,7.195121,11.36615,12,3.8918203,32,6.6783421,12,3.8918203,0,0,3.0445224,6.6160652,0,-0.713239181
"2071","trail",5.7203118,2.359936,1.6094379,0.5221,1.71446,2.3025851,2.0794415,5,4,9.224927,12.29809,19,5.4553211,40,6.1882641,19,5.4553211,0,0,3.0910425,5.5373343,0,0.193706879
"2072","save",7.0867379,-0.09134978,2.0794415,0.3825,1.58158,2.4849066,0.6931472,4,14,8.505537,11.97534,17,8.3990851,17,6.2205902,16,6.2186001,0.6931472,8.2794435,0.6931472,0.6931472,1,-5.745289948
"2073","sprout",3.7376696,0.1541507,1.0986123,0,1.98729,1.6094379,1.6094379,6,0,9.595218,11.50982,16,7.6666902,18,7.7191298,16,7.6666902,0,0,1.0986123,4.7535902,0,-1.378451184
"2074","heed",3.871201,1.203973,2.0794415,0.90317,1.27046,1.0986123,1.0986123,4,9,9.053542,14.561,16,6.5191473,24,6.7604147,16,6.5191473,0,0,2.1972246,5.2257467,0,-0.517943092
"2075","train",7.2562972,0.06186039,2.6390573,0.4016,1.5656,2.8332133,3.1780538,5,6,9.470914,12.29809,22,6.5264949,43,6.7934661,22,6.5264949,0,0,3.0910425,5.3471075,0,0.321536453
"2076","tramp",4.0430513,-1.044545,1.7917595,1.02433,1.79877,1.3862944,0.6931472,5,2,9.027173,12.29809,13,4.9052748,12,4.8675345,12,4.8675345,0.6931472,1.7917595,0,0,1,0.156842471
"2077","knock",5.9295891,-0.9681158,2.7080502,0.21135,1.66582,2.3978953,3.0910425,5,1,8.268568,10.87338,19,6.0306853,21,6.0544393,19,6.0306853,0,0,1.0986123,2.3978953,0,-1.941760766
"2078","hug",4.4188406,1.058465,1.0986123,0,1.77389,1.3862944,1.3862944,3,15,7.188071,10.63718,17,4.7621739,17,4.7621739,16,4.7361984,0,0,0,0,0,-1.446918983
"2079","screech",3.7135721,1.334026,1.3862944,0.15838,1.73606,1.7917595,1.0986123,7,0,9.757363,11.1627,5,4.2341065,14,7.064759,4,4.2195077,0,0,2.3025851,7.004882,0,-1.108975076
"2080","throng",4.1271344,2.846201,1.0986123,0,1.5016,1.0986123,0,6,0,10.035433,14.65437,10,7.064759,10,7.064759,10,7.064759,0,0,0,0,0,0.447312218
"2081","laugh",6.9314718,-0.387333,2.0794415,0.05248,1.91713,1.6094379,2.3025851,5,2,8.591091,12.44231,1,3.3672958,8,6.0980743,1,3.3672958,0,0,2.0794415,6.0330862,0,-1.907746146
"2082","deem",2.8332133,0.8591323,0.6931472,0,1.27329,0.6931472,0,4,5,8.453138,12.82938,3,5.4424177,15,6.3985949,3,5.4424177,0,0,2.5649494,5.9162021,0,-4.663439094
"2083","deal",8.0564268,1.549746,2.1972246,0.3272,1.2595,3.0910425,1.9459101,4,15,8.701508,12.82938,13,5.3375381,23,6.313548,13,5.3375381,0,0,2.3978953,5.8435444,0,0.282460128
"2084","heal",4.4426513,0.7638221,2.4849066,0.46061,1.86358,1.3862944,1.0986123,4,14,9.098823,14.561,13,5.3375381,23,6.313548,13,5.3375381,0,0,2.3978953,5.8435444,0,-5.583496309
"2085","bob",4.4886364,-2.208398,2.4849066,0.55004,1.73802,2.4849066,1.7917595,3,17,7.254736,11.85622,16,5.7651911,18,5.7651911,15,5.6312118,0,0,1.0986123,0,0,-0.453006053
"2086","hum",4.5217886,0.8429595,1.3862944,0,1.6958,1.7917595,0,3,12,7.078539,10.63718,15,4.5951199,23,8.817594,14,4.5432948,0,0,2.1972246,8.8029735,0,-1.165132971
"2087","go",9.8453816,-1.262105,3.1354942,0.06973,2.03854,3.5553481,4.7449321,2,0,6.041162,11.57069,12,10.4920239,41,8.8378264,7,8.3487745,1.6094379,10.3474359,3.5263605,7.6207051,1,-4.780397674
"2088","scald",2.1972246,0.2231436,1.0986123,0,1.89011,1.3862944,0,5,2,9.031258,11.1627,2,1.9459101,7,6.0402547,2,1.9459101,0,0,1.7917595,6.025866,0,-1.945910149
"2089","groan",4.0253517,1.358123,1.0986123,0,1.914,1.0986123,0,5,2,8.767694,11.50271,4,3.8918203,29,7.3901814,4,3.8918203,0,0,3.2580965,7.360104,0,-1.176170523
"2090","croon",1.6094379,0.3285041,1.0986123,0.64094,1.63641,0.6931472,0,5,1,9.071508,11.27694,9,5.6970935,16,6.0137152,9,5.6970935,0,0,2.0794415,4.7184989,0,-3.610917913
"2091","scale",7.1808312,2.115708,2.3025851,0.91883,0.77082,2.944439,3.8918203,5,4,9.147444,11.1627,17,5.5012582,40,6.1882641,17,5.5012582,0,0,3.1780538,5.4930614,0,3.140914283
"2092","wish",7.7349962,0.4601009,1.9459101,0.14129,1.52884,2.4849066,0.6931472,4,5,8.689281,12.40131,5,5.0875963,5,5.0875963,5,5.0875963,0,0,0,0,0,-1.973251495
"2093","quote",5.6094718,0.4783903,2.3978953,0.80791,1.78285,1.6094379,1.0986123,5,2,7.987052,11.20298,10,5.9964521,23,6.3733198,10,5.9964521,0,0,2.6390573,5.2203558,0,-2.49732917
"2094","bore",6.1841489,2.130626,1.9459101,0.95883,1.36796,1.9459101,1.0986123,4,12,8.823825,11.85622,20,7.8709296,38,9.7758246,20,7.8709296,0,0,2.944439,9.6147382,0,-1.395120544
"2095","solve",6.0614569,2.215574,2.5649494,1.12245,1.61087,1.0986123,0,5,1,8.792983,12.41231,1,3.0445224,1,3.0445224,1,3.0445224,0,0,0,0,0,-6.844815479
"2096","hear",8.115222,-0.3288843,2.1972246,0.36924,1.32873,1.7917595,0.6931472,4,16,9.107487,14.561,21,7.4342574,36,7.8248457,17,7.3677086,1.6094379,4.7004804,2.9957323,6.8232861,1,-9.110961928
"2097","lounge",5.3327188,-0.710389,2.0794415,0.51847,1.11473,1.3862944,1.7917595,6,0,9.610599,12.33756,1,2.3025851,1,2.3025851,1,2.3025851,0,0,0,0,0,1.194403353
"2098","butt",4.804021,1.038181,1.9459101,1.01829,1.4527,2.3978953,2.8332133,4,3,8.294039,11.86562,3,2.9957323,15,8.4497705,3,2.9957323,0,0,2.5649494,8.4456972,0,1.16315081
"2099","drain",5.7268477,0.7823523,1.7917595,0.63797,1.7644,2.1972246,1.3862944,5,3,9.041788,11.03329,22,6.5264949,43,6.7934661,22,6.5264949,0,0,3.0910425,5.3471075,0,-1.285054473
"2100","hit",7.380879,-0.09649894,1.6094379,0.00623,0.88736,3.1354942,2.3025851,3,15,8.087238,13.19451,23,9.1323788,25,9.1323788,22,9.1198685,0,0,1.0986123,0,0,-2.208441745
"2101","bite",5.7170277,-0.1488736,2.0794415,0.17949,2.13462,2.3978953,2.1972246,4,10,8.548926,10.91272,13,6.8057226,33,8.1435174,13,6.8057226,0,0,3.0445224,7.8395256,0,-0.617012865
"2102","thrill",4.6249728,1.398129,1.3862944,0.63431,1.86575,2.0794415,0,6,2,9.811571,14.65437,28,8.1928471,31,8.1942293,28,8.1928471,0,0,1.3862944,1.7917595,0,-0.390336227
"2103","swoop",3.6375862,1.25804,1.3862944,0.0705,1.81273,1.9459101,0.6931472,5,5,8.541469,9.8176,12,4.0775374,17,6.1484683,12,4.0775374,0,0,1.7917595,6.0161572,0,-1.724748759
"2104","soothe",4.0430513,2.06897,0.6931472,0,1.57545,1.0986123,0,6,0,10.038012,12.41231,1,1.0986123,2,3.8066625,1,1.0986123,0,0,0.6931472,3.7612001,0,-4.875197323
"2105","laze",2.1972246,0.2231436,2.0794415,0.20014,0.86661,0.6931472,0,4,13,7.428969,12.44231,12,3.8918203,32,6.6783421,12,3.8918203,0,0,3.0445224,6.6160652,0,-2.397895273
