"","Word","Onset1Type","Onset2Type","VowelType","ConsonantType","Obstruent","Nsyll","Stress","Voice"
"1219","snerp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1220","slijt","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1221","raat","None","Sonorant","long","None","T",1,"F","voiceless"
"1222","mijd","None","Sonorant","long","None","T",1,"F","voiced"
"1223","rust","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1224","roes","None","Sonorant","iuy","None","S",1,"F","voiced"
"1225","streep","Obstruent","Sonorant","long","None","P",1,"F","voiceless"
"1226","ent","None","None","short","Sonorant","T",1,"F","voiceless"
"1227","pies","None","Obstruent","iuy","None","S",1,"F","voiceless"
"1228","schavot","None","Obstruent","short","None","T",2,"F","voiceless"
"1229","mop","None","Sonorant","short","None","P",1,"F","voiceless"
"1230","wand","None","Sonorant","short","Sonorant","T",1,"F","voiced"
"1231","schrift","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1232","maat","None","Sonorant","long","None","T",1,"F","voiceless"
"1233","paradijs","None","Obstruent","long","None","S",3,"F","voiced"
"1234","blond","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiced"
"1235","gif","None","Obstruent","short","None","F",1,"F","voiceless"
"1236","vlas","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"1237","sjerp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1238","gast","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1239","longoest","None","Obstruent","iuy","Obstruent","T",2,"F","voiceless"
"1240","sliert","Obstruent","Sonorant","iuy","Sonorant","T",1,"F","voiceless"
"1241","huif","None","Obstruent","long","None","F",1,"F","voiced"
"1242","knoet","Obstruent","Sonorant","iuy","None","T",1,"F","voiceless"
"1243","vliet","Obstruent","Sonorant","iuy","None","T",1,"F","voiceless"
"1244","bas","None","Obstruent","short","None","S",1,"F","voiceless"
"1245","krop","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"1246","vijf","None","Obstruent","long","None","F",1,"F","voiced"
"1247","scherf","Obstruent","Obstruent","short","Sonorant","F",1,"F","voiced"
"1248","boef","None","Obstruent","iuy","None","F",1,"F","voiced"
"1249","krent","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiceless"
"1250","biet","None","Obstruent","iuy","None","T",1,"F","voiceless"
"1251","toets","None","Obstruent","iuy","Obstruent","S",1,"F","voiceless"
"1252","vont","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1253","mammoet","None","Sonorant","iuy","None","T",2,"P","voiceless"
"1254","slorp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1255","meid","None","Sonorant","long","None","T",1,"F","voiced"
"1256","puit","None","Obstruent","long","None","T",1,"F","voiceless"
"1257","plaats","Obstruent","Sonorant","long","Obstruent","S",1,"F","voiceless"
"1258","hoof","None","Obstruent","long","None","F",1,"F","voiced"
"1259","plecht","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1260","abt","None","None","short","Obstruent","T",1,"F","voiceless"
"1261","vlag","Obstruent","Sonorant","short","None","X",1,"F","voiced"
"1262","kot","None","Obstruent","short","None","T",1,"F","voiceless"
"1263","tint","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1264","fis","None","Obstruent","iuy","None","S",1,"F","voiceless"
"1265","start","Obstruent","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1266","scheid","Obstruent","Obstruent","long","None","T",1,"F","voiced"
"1267","was","None","Sonorant","short","None","S",1,"F","voiceless"
"1268","roest","None","Sonorant","iuy","Obstruent","T",1,"F","voiceless"
"1269","grief","Obstruent","Sonorant","iuy","None","F",1,"F","voiced"
"1270","dief","None","Obstruent","iuy","None","F",1,"F","voiced"
"1271","zant","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1272","acht","None","None","short","Obstruent","T",1,"F","voiceless"
"1273","vreugd","Obstruent","Sonorant","long","Obstruent","T",1,"F","voiced"
"1274","kuif","None","Obstruent","long","None","F",1,"F","voiced"
"1275","smiecht","Obstruent","Sonorant","iuy","Obstruent","T",1,"F","voiceless"
"1276","roof","None","Sonorant","long","None","F",1,"F","voiced"
"1277","vorst","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1278","weef","None","Sonorant","long","None","F",1,"F","voiced"
"1279","es","None","None","short","None","S",1,"F","voiceless"
"1280","wurg","None","Sonorant","short","Sonorant","X",1,"F","voiced"
"1281","fes","None","Obstruent","short","None","S",1,"F","voiceless"
"1282","sleep","Obstruent","Sonorant","long","None","P",1,"F","voiceless"
"1283","sneef","Obstruent","Sonorant","long","None","F",1,"F","voiced"
"1284","paard","None","Obstruent","long","Sonorant","T",1,"F","voiced"
"1285","slaap","Obstruent","Sonorant","long","None","P",1,"F","voiceless"
"1286","bot","None","Obstruent","short","None","T",1,"F","voiceless"
"1287","ruif","None","Sonorant","long","None","F",1,"F","voiced"
"1288","raus","None","Sonorant","long","None","S",1,"F","voiced"
"1289","pap","None","Obstruent","short","None","P",1,"F","voiceless"
"1290","flets","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1291","knots","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1292","ruit","None","Sonorant","long","None","T",1,"F","voiceless"
"1293","karpet","None","Obstruent","short","None","T",2,"F","voiceless"
"1294","eg","None","None","short","None","X",1,"F","voiced"
"1295","klus","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"1296","whist","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1297","kas","None","Obstruent","short","None","S",1,"F","voiceless"
"1298","oogst","None","None","long","Obstruent","T",1,"F","voiceless"
"1299","durf","None","Obstruent","short","Sonorant","F",1,"F","voiced"
"1300","droef","Obstruent","Sonorant","iuy","None","F",1,"F","voiced"
"1301","drets","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1302","peet","None","Obstruent","long","None","T",1,"F","voiceless"
"1303","mets","None","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1304","rijt","None","Sonorant","long","None","T",1,"F","voiceless"
"1305","lief","None","Sonorant","iuy","None","F",1,"F","voiced"
"1306","zot","None","Obstruent","short","None","T",1,"F","voiceless"
"1307","lynx","None","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1308","leus","None","Sonorant","long","None","S",1,"F","voiced"
"1309","pleit","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1310","ruft","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1311","jaag","None","Sonorant","long","None","X",1,"F","voiced"
"1312","schaad","Obstruent","Obstruent","long","None","T",1,"F","voiced"
"1313","stort","Obstruent","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1314","amulet","None","Sonorant","short","None","T",3,"F","voiceless"
"1315","reis","None","Sonorant","long","None","S",1,"F","voiced"
"1316","violet","None","Sonorant","short","None","T",3,"F","voiceless"
"1317","heet","None","Obstruent","long","None","T",1,"F","voiceless"
"1318","hart","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1319","kornet","None","Sonorant","short","None","T",2,"F","voiceless"
"1320","snijd","Obstruent","Sonorant","long","None","T",1,"F","voiced"
"1321","friet","Obstruent","Sonorant","iuy","None","T",1,"F","voiceless"
"1322","moet","None","Sonorant","iuy","None","T",1,"F","voiceless"
"1323","marmot","None","Sonorant","short","None","T",2,"F","voiceless"
"1324","kluts","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1325","lint","None","Sonorant","short","Sonorant","T",1,"F","voiceless"
"1326","pits","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1327","adres","Obstruent","Sonorant","short","None","S",2,"F","voiceless"
"1328","trut","Obstruent","Sonorant","short","None","T",1,"F","voiceless"
"1329","schiet","Obstruent","Obstruent","iuy","None","T",1,"F","voiceless"
"1330","schuif","Obstruent","Obstruent","long","None","F",1,"F","voiced"
"1331","pets","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1332","zalf","None","Obstruent","short","Sonorant","F",1,"F","voiced"
"1333","bond","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1334","kaag","None","Obstruent","long","None","X",1,"F","voiced"
"1335","verg","None","Obstruent","short","Sonorant","X",1,"F","voiced"
"1336","raaf","None","Sonorant","long","None","F",1,"F","voiced"
"1337","golf","None","Obstruent","short","Sonorant","F",1,"F","voiceless"
"1338","hars","None","Obstruent","short","Sonorant","S",1,"F","voiceless"
"1339","glos","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"1340","fonds","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1341","enthousiast","Obstruent","Sonorant","short","Obstruent","T",3,"F","voiceless"
"1342","snoet","Obstruent","Sonorant","iuy","None","T",1,"F","voiceless"
"1343","vrees","Obstruent","Sonorant","long","None","S",1,"F","voiced"
"1344","bind","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1345","zand","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1346","kerf","None","Obstruent","short","Sonorant","F",1,"F","voiced"
"1347","weeg","None","Sonorant","long","None","X",1,"F","voiced"
"1348","pos","None","Obstruent","short","None","S",1,"F","voiceless"
"1349","wit","None","Sonorant","short","None","T",1,"F","voiceless"
"1350","feeks","None","Obstruent","long","Obstruent","S",1,"F","voiceless"
"1351","kolchoz","None","Obstruent","long","None","S",2,"F","voiced"
"1352","vlug","Obstruent","Sonorant","short","None","X",1,"F","voiced"
"1353","punt","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1354","zwalp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1355","laad","None","Sonorant","long","None","T",1,"F","voiced"
"1356","tros","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"1357","snuit","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1358","horizont","None","Obstruent","short","Sonorant","T",3,"A","voiceless"
"1359","kreeft","Obstruent","Sonorant","long","Obstruent","T",1,"F","voiceless"
"1360","maagd","None","Sonorant","long","Obstruent","T",1,"F","voiced"
"1361","schoot","Obstruent","Obstruent","long","None","T",1,"F","voiceless"
"1362","schuld","Obstruent","Obstruent","short","Sonorant","T",1,"F","voiced"
"1363","korf","None","Obstruent","short","Sonorant","F",1,"F","voiced"
"1364","schors","Obstruent","Obstruent","short","Sonorant","S",1,"F","voiceless"
"1365","dicht","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1366","wed","None","Sonorant","short","None","T",1,"F","voiced"
"1367","dos","None","Obstruent","short","None","S",1,"F","voiceless"
"1368","vent","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1369","bid","None","Obstruent","short","None","T",1,"F","voiced"
"1370","karekiet","None","Obstruent","iuy","None","T",3,"F","voiceless"
"1371","smeed","Obstruent","Sonorant","long","None","T",1,"F","voiced"
"1372","pront","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiceless"
"1373","schrijf","Obstruent","Sonorant","long","None","F",1,"F","voiced"
"1374","klief","Obstruent","Sonorant","iuy","None","F",1,"F","voiced"
"1375","gigant","None","Obstruent","short","Sonorant","T",2,"F","voiceless"
"1376","krat","Obstruent","Sonorant","short","None","T",1,"F","voiceless"
"1377","grut","Obstruent","Sonorant","short","None","T",1,"F","voiceless"
"1378","knijp","Obstruent","Sonorant","long","None","P",1,"F","voiceless"
"1379","dag","None","Obstruent","short","None","X",1,"F","voiced"
"1380","hoep","None","Obstruent","iuy","None","P",1,"F","voiceless"
"1381","toilet","None","Sonorant","short","None","T",2,"F","voiceless"
"1382","muts","None","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1383","speet","Obstruent","Obstruent","long","None","T",1,"F","voiceless"
"1384","handicap","None","Obstruent","short","None","P",3,"A","voiceless"
"1385","bout","None","Obstruent","long","None","T",1,"F","voiceless"
"1386","zeep","None","Obstruent","long","None","P",1,"F","voiceless"
"1387","hans","None","Obstruent","short","Sonorant","S",1,"F","voiced"
"1388","hout","None","Obstruent","long","None","T",1,"F","voiceless"
"1389","zwiep","Obstruent","Sonorant","iuy","None","P",1,"F","voiceless"
"1390","verf","None","Obstruent","short","Sonorant","F",1,"F","voiced"
"1391","eb","None","None","short","None","P",1,"F","voiced"
"1392","oorlog","None","Sonorant","short","None","X",2,"P","voiced"
"1393","eest","None","None","long","Obstruent","T",1,"F","voiceless"
"1394","lariks","None","Sonorant","short","Obstruent","S",2,"P","voiceless"
"1395","margriet","Obstruent","Sonorant","iuy","None","T",2,"F","voiceless"
"1396","kalot","None","Sonorant","short","None","T",2,"F","voiceless"
"1397","narcis","None","Obstruent","short","None","S",2,"F","voiceless"
"1398","schout","Obstruent","Obstruent","long","None","T",1,"F","voiceless"
"1399","serpent","None","Obstruent","short","Sonorant","T",2,"F","voiceless"
"1400","vaag","None","Obstruent","long","None","X",1,"F","voiced"
"1401","stop","Obstruent","Obstruent","short","None","P",1,"F","voiceless"
"1402","schavuit","None","Obstruent","long","None","T",2,"F","voiceless"
"1403","drens","Obstruent","Sonorant","short","Sonorant","S",1,"F","voiced"
"1404","lijd","None","Sonorant","long","None","T",1,"F","voiced"
"1405","eend","None","None","long","Sonorant","T",1,"F","voiced"
"1406","spies","Obstruent","Obstruent","iuy","None","S",1,"F","voiceless"
"1407","feit","None","Obstruent","long","None","T",1,"F","voiceless"
"1408","plicht","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1409","elegant","None","Obstruent","short","Sonorant","T",3,"F","voiceless"
"1410","koers","None","Obstruent","iuy","Sonorant","S",1,"F","voiceless"
"1411","schraag","Obstruent","Sonorant","long","None","X",1,"F","voiced"
"1412","abrikoos","None","Obstruent","long","None","S",3,"F","voiced"
"1413","zeis","None","Obstruent","long","None","S",1,"F","voiceless"
"1414","pols","None","Obstruent","short","Sonorant","S",1,"F","voiceless"
"1415","maand","None","Sonorant","long","Sonorant","T",1,"F","voiced"
"1416","wijf","None","Sonorant","long","None","F",1,"F","voiced"
"1417","zweet","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1418","veld","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1419","vlies","Obstruent","Sonorant","iuy","None","S",1,"F","voiced"
"1420","spoed","Obstruent","Obstruent","iuy","None","T",1,"F","voiced"
"1421","schroef","Obstruent","Sonorant","iuy","None","F",1,"F","voiced"
"1422","acrobaat","None","Obstruent","long","None","T",3,"F","voiceless"
"1423","heks","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1424","stad","Obstruent","Obstruent","short","None","T",1,"F","voiced"
"1425","twijg","Obstruent","Sonorant","long","None","X",1,"F","voiced"
"1426","strip","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"1427","testament","None","Sonorant","short","Sonorant","T",3,"F","voiceless"
"1428","rad","None","Sonorant","short","None","T",1,"F","voiced"
"1429","kans","None","Obstruent","short","Sonorant","S",1,"F","voiceless"
"1430","bint","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1431","knaap","Obstruent","Sonorant","long","None","P",1,"F","voiceless"
"1432","nies","None","Sonorant","iuy","None","S",1,"F","voiced"
"1433","eet","None","None","long","None","T",1,"F","voiceless"
"1434","belt","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1435","kieviet","None","Obstruent","iuy","None","T",2,"F","voiceless"
"1436","schaats","Obstruent","Obstruent","long","Obstruent","S",1,"F","voiceless"
"1437","bluf","Obstruent","Sonorant","short","None","F",1,"F","voiceless"
"1438","tsjilp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1439","keus","None","Obstruent","long","None","S",1,"F","voiced"
"1440","wacht","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1441","kleed","Obstruent","Sonorant","long","None","T",1,"F","voiced"
"1442","prins","Obstruent","Sonorant","short","Sonorant","S",1,"F","voiceless"
"1443","synagoog","None","Obstruent","long","None","X",3,"F","voiced"
"1444","x","None","None","short","Obstruent","S",1,"F","voiceless"
"1445","loof","None","Sonorant","long","None","F",1,"F","voiced"
"1446","kramp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1447","slop","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"1448","klis","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"1449","schaft","Obstruent","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1450","goot","None","Obstruent","long","None","T",1,"F","voiceless"
"1451","plet","Obstruent","Sonorant","short","None","T",1,"F","voiceless"
"1452","fuif","None","Obstruent","long","None","F",1,"F","voiced"
"1453","poos","None","Obstruent","long","None","S",1,"F","voiced"
"1454","gulp","None","Obstruent","short","Sonorant","P",1,"F","voiceless"
"1455","firmament","None","Sonorant","short","Sonorant","T",3,"F","voiceless"
"1456","land","None","Sonorant","short","Sonorant","T",1,"F","voiced"
"1457","mars","None","Sonorant","short","Sonorant","S",1,"F","voiceless"
"1458","kis","None","Obstruent","short","None","S",1,"F","voiceless"
"1459","mix","None","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1460","sabbat","None","Obstruent","short","None","T",2,"P","voiceless"
"1461","dub","None","Obstruent","short","None","P",1,"F","voiced"
"1462","erts","None","None","short","Obstruent","S",1,"F","voiceless"
"1463","sas","None","Obstruent","short","None","S",1,"F","voiceless"
"1464","bordes","None","Obstruent","short","None","S",2,"F","voiceless"
"1465","worp","None","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1466","graat","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1467","bocht","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1468","stolp","Obstruent","Obstruent","short","Sonorant","P",1,"F","voiceless"
"1469","kant","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1470","knap","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"1471","kamp","None","Obstruent","short","Sonorant","P",1,"F","voiceless"
"1472","spat","Obstruent","Obstruent","short","None","T",1,"F","voiceless"
"1473","held","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1474","brons","Obstruent","Sonorant","short","Sonorant","S",1,"F","voiced"
"1475","hand","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1476","tracht","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1477","ploert","Obstruent","Sonorant","iuy","Sonorant","T",1,"F","voiceless"
"1478","schop","Obstruent","Obstruent","short","None","P",1,"F","voiceless"
"1479","beest","None","Obstruent","long","Obstruent","T",1,"F","voiceless"
"1480","gros","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"1481","baret","None","Sonorant","short","None","T",2,"F","voiceless"
"1482","graag","Obstruent","Sonorant","long","None","X",1,"F","voiced"
"1483","kaft","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1484","plat","Obstruent","Sonorant","short","None","T",1,"F","voiceless"
"1485","woud","None","Sonorant","long","None","T",1,"F","voiced"
"1486","stijf","Obstruent","Obstruent","long","None","F",1,"F","voiced"
"1487","bijt","None","Obstruent","long","None","T",1,"F","voiceless"
"1488","lont","None","Sonorant","short","Sonorant","T",1,"F","voiceless"
"1489","feest","None","Obstruent","long","Obstruent","T",1,"F","voiceless"
"1490","spijs","Obstruent","Obstruent","long","None","S",1,"F","voiced"
"1491","fats","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1492","toep","None","Obstruent","iuy","None","P",1,"F","voiceless"
"1493","cent","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1494","sjirp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1495","boycot","None","Obstruent","short","None","T",2,"P","voiceless"
"1496","slaaf","Obstruent","Sonorant","long","None","F",1,"F","voiced"
"1497","hulp","None","Obstruent","short","Sonorant","P",1,"F","voiceless"
"1498","snif","Obstruent","Sonorant","short","None","F",1,"F","voiceless"
"1499","guts","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1500","jacht","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1501","leed","None","Sonorant","long","None","T",1,"F","voiced"
"1502","mof","None","Sonorant","short","None","F",1,"F","voiceless"
"1503","fez","None","Obstruent","short","None","S",1,"F","voiced"
"1504","woest","None","Sonorant","iuy","Obstruent","T",1,"F","voiceless"
"1505","schaars","Obstruent","Obstruent","long","Sonorant","S",1,"F","voiceless"
"1506","werst","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1507","pot","None","Obstruent","short","None","T",1,"F","voiceless"
"1508","slib","Obstruent","Sonorant","short","None","P",1,"F","voiced"
"1509","zwelg","Obstruent","Sonorant","short","Sonorant","X",1,"F","voiced"
"1510","vecht","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1511","borg","None","Obstruent","short","Sonorant","X",1,"F","voiced"
"1512","schrob","Obstruent","Sonorant","short","None","P",1,"F","voiced"
"1513","front","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiceless"
"1514","voeg","None","Obstruent","iuy","None","X",1,"F","voiced"
"1515","kluif","Obstruent","Sonorant","long","None","F",1,"F","voiced"
"1516","staat","Obstruent","Obstruent","long","None","T",1,"F","voiceless"
"1517","kras","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"1518","toet","None","Obstruent","iuy","None","T",1,"F","voiceless"
"1519","vlied","Obstruent","Sonorant","iuy","None","T",1,"F","voiced"
"1520","vries","Obstruent","Sonorant","iuy","None","S",1,"F","voiced"
"1521","noest","None","Sonorant","iuy","Obstruent","T",1,"F","voiceless"
"1522","velg","None","Obstruent","short","Sonorant","X",1,"F","voiced"
"1523","plop","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"1524","log","None","Sonorant","short","None","X",1,"F","voiced"
"1525","box","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1526","nicht","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1527","galg","None","Obstruent","short","Sonorant","X",1,"F","voiced"
"1528","stof","Obstruent","Obstruent","short","None","F",1,"F","voiceless"
"1529","snoes","Obstruent","Sonorant","iuy","None","S",1,"F","voiced"
"1530","harp","None","Obstruent","short","Sonorant","P",1,"F","voiceless"
"1531","bord","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1532","toorts","None","Obstruent","long","Obstruent","S",1,"F","voiceless"
"1533","tets","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1534","trans","Obstruent","Sonorant","short","Sonorant","S",1,"F","voiceless"
"1535","moord","None","Sonorant","long","Sonorant","T",1,"F","voiced"
"1536","gaard","None","Obstruent","long","Sonorant","T",1,"F","voiced"
"1537","web","None","Sonorant","short","None","P",1,"F","voiced"
"1538","nap","None","Sonorant","short","None","P",1,"F","voiceless"
"1539","hoed","None","Obstruent","iuy","None","T",1,"F","voiced"
"1540","gis","None","Obstruent","short","None","S",1,"F","voiceless"
"1541","pias","None","Sonorant","short","None","S",2,"F","voiceless"
"1542","pacht","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1543","moeras","None","Sonorant","short","None","S",2,"F","voiceless"
"1544","rap","None","Sonorant","short","None","P",1,"F","voiceless"
"1545","geit","None","Obstruent","long","None","T",1,"F","voiceless"
"1546","plomp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1547","satelliet","None","Sonorant","iuy","None","T",3,"F","voiceless"
"1548","kloot","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1549","boud","None","Obstruent","long","None","T",1,"F","voiceless"
"1550","wees","None","Sonorant","long","None","S",1,"F","voiced"
"1551","zwoeg","Obstruent","Sonorant","iuy","None","X",1,"F","voiced"
"1552","ambacht","None","Obstruent","short","Obstruent","T",2,"F","voiceless"
"1553","delg","None","Obstruent","short","Sonorant","X",1,"F","voiced"
"1554","kees","None","Obstruent","long","None","S",1,"F","voiced"
"1555","balts","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1556","slof","Obstruent","Sonorant","short","None","F",1,"F","voiceless"
"1557","spruit","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1558","grif","Obstruent","Sonorant","short","None","F",1,"F","voiceless"
"1559","somp","None","Obstruent","short","Sonorant","P",1,"F","voiceless"
"1560","beeld","None","Obstruent","long","Sonorant","T",1,"F","voiced"
"1561","hertog","None","Obstruent","short","None","X",2,"P","voiced"
"1562","fris","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"1563","dip","None","Obstruent","short","None","P",1,"F","voiceless"
"1564","schep","Obstruent","Obstruent","long","None","P",1,"F","voiceless"
"1565","klots","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1566","krocht","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1567","monument","None","Sonorant","short","Sonorant","T",3,"F","voiceless"
"1568","kaas","None","Obstruent","long","None","S",1,"F","voiced"
"1569","tap","None","Obstruent","short","None","P",1,"F","voiceless"
"1570","rinoceros","None","Sonorant","short","None","S",4,"F","voiceless"
"1571","baad","None","Obstruent","long","None","T",1,"F","voiced"
"1572","grift","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1573","oud","None","None","long","None","T",1,"F","voiced"
"1574","stoop","Obstruent","Obstruent","long","None","P",1,"F","voiceless"
"1575","lift","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1576","hard","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1577","diamant","None","Sonorant","short","Sonorant","T",3,"F","voiceless"
"1578","hyacint","None","Obstruent","short","Sonorant","T",3,"F","voiceless"
"1579","stijg","Obstruent","Obstruent","long","None","X",1,"F","voiced"
"1580","contact","None","Obstruent","short","Obstruent","T",2,"F","voiceless"
"1581","nes","None","Sonorant","short","None","S",1,"F","voiceless"
"1582","krot","Obstruent","Sonorant","short","None","T",1,"F","voiceless"
"1583","noot","None","Sonorant","long","None","T",1,"F","voiceless"
"1584","lub","None","Sonorant","short","None","P",1,"F","voiced"
"1585","vraag","Obstruent","Sonorant","long","None","X",1,"F","voiced"
"1586","plug","Obstruent","Sonorant","short","None","X",1,"F","voiced"
"1587","kaars","None","Obstruent","long","Sonorant","S",1,"F","voiceless"
"1588","strand","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiced"
"1589","mand","None","Sonorant","short","Sonorant","T",1,"F","voiced"
"1590","kip","None","Obstruent","short","None","P",1,"F","voiceless"
"1591","dwars","Obstruent","Sonorant","short","Sonorant","S",1,"F","voiceless"
"1592","spleet","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1593","vrucht","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1594","wijt","None","Sonorant","long","None","T",1,"F","voiceless"
"1595","sant","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1596","hengst","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1597","spant","Obstruent","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1598","haast","None","Obstruent","long","Obstruent","T",1,"F","voiceless"
"1599","puts","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1600","knuist","Obstruent","Sonorant","long","Obstruent","T",1,"F","voiceless"
"1601","speld","Obstruent","Obstruent","short","Sonorant","T",1,"F","voiced"
"1602","plag","Obstruent","Sonorant","short","None","X",1,"F","voiced"
"1603","pruts","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1604","plint","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiceless"
"1605","spied","Obstruent","Obstruent","iuy","None","T",1,"F","voiced"
"1606","kist","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1607","vest","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1608","slomp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1609","blad","Obstruent","Sonorant","short","None","T",1,"F","voiced"
"1610","sip","None","Obstruent","short","None","P",1,"F","voiceless"
"1611","boet","None","Obstruent","iuy","None","T",1,"F","voiceless"
