"","Verb","WrittenFrequency","FamilySize","LengthInLetters","VerbalSynsets","MeanBigramFrequency","NcountStem","Regularity","InflectionalEntropy","Auxiliary","Valency","NVratio","WrittenSpokenRatio"
"625","biechten",5.29330482472449,2.19722457733622,6,1,13.92,0,"regular",1.34533,"hebben",3,0.109372557147787,-0.847297860387203
"626","kletsen",6.38856140554563,2.83321334405622,5,5,13.77,7,"regular",2.44735,"hebben",6,-2.62736128985207,1.01160091167848
"627","dealen",3.76120011569356,1.38629436111989,4,1,13.99,2,"regular",2.24178,"hebben",1,0.349673748479749,-4.06902675423781
"628","porren",5.19849703126583,1.38629436111989,3,2,13.6,17,"regular",2.26077,"hebben",3,-0.687637524748976,-0.810930216216329
"629","zenden",7.46908388492123,4.33073334028633,4,1,14.67,4,"irregular",2.27046,"hebben",2,-7.46908388492123,1.43508452528932
"630","stellen",10.2065137987225,5.47227067367148,4,7,14.37,12,"regular",2.34588,"hebben",14,-3.13578969146223,0.58548516791384
"631","toetsen",6.89060912014717,3.04452243772342,5,1,14.04,2,"regular",1.57635,"hebben",2,-1.19687698134447,-2.53897387105828
"632","vliegen",8.35066624052092,4.87519732320115,5,6,13.77,3,"irregular",2.33217,"zijnheb",7,-1.69393971634253,0.310154928303839
"633","slepen",7.22402480828583,2.99573227355399,5,3,13.54,4,"regular",2.59255,"hebben",6,-3.64050586982972,0.965080896043587
"634","varen",2.07944154167984,4.30406509320417,4,3,14.7,19,"regular",1.44882,"zijnheb",14,-0.287682072451781,-1.38629436111989
"635","polsen",4.86753445045558,2.484906649788,4,1,13.14,13,"regular",1.75053,"hebben",1,2.05707794559298,-1.79175946922806
"636","varen",7.84424071814181,4.30406509320417,4,3,14.7,19,"irregular",2.2421,"zijnheb",14,-6.05248124891376,1.50407739677627
"637","stampen",6.35088571671474,2.07944154167984,5,5,13.15,2,"regular",2.70167,"hebben",8,-4.04830062372069,1.38629436111989
"638","boeien",7.19668657083435,2.07944154167984,4,2,13.25,16,"regular",2.63045,"hebben",2,-2.06678785591128,-1.09861228866811
"639","hangen",9.37135316782389,4.35670882668959,4,8,14.38,13,"irregular",2.24103,"hebben",15,-4.32792805090464,0.269332933783584
"640","twisten",5.00394630594546,2.89037175789616,5,4,13.84,1,"regular",1.69894,"hebben",3,-0.0341330063694585,0
"641","mengen",7.06817200038804,3.17805383034795,4,3,14.61,6,"regular",2.55882,"hebben",3,-7.06817200038804,2.03688192726104
"642","droppen",4.70953020131233,1.79175946922805,4,4,13.72,7,"regular",1.4893,"hebben",3,-0.0555698511548108,-1.25276296849537
"643","vouwen",7.05358572719368,2.83321334405622,4,2,13.21,9,"regular",1.92563,"hebben",4,-2.03630589037875,0.559615787935423
"644","tikken",7.40245152081824,2.63905732961526,3,3,13.93,22,"regular",2.32262,"hebben",3,-1.54166529735238,-0.619039208406223
"645","huren",6.76041469108343,3.76120011569356,4,2,13.39,9,"regular",2.35761,"hebben",1,-0.365153092967978,-1.47590651980958
"646","wensen",8.29853954537488,2.89037175789616,4,2,14.53,12,"regular",2.62214,"hebben",5,-0.377366823787865,-0.814508037564212
"647","menen",8.8305430106166,2.19722457733622,4,4,15.21,16,"regular",2.28639,"hebben",3,-8.8305430106166,0.810930216216328
"648","baren",6.25958146406492,6.18826412308259,4,1,14.16,18,"regular",2.40956,"hebben",2,-1.63460865078065,-0.693147180559945
"649","weigeren",8.15507488781144,2.19722457733622,6,3,14.41,1,"regular",2.3914,"hebben",3,-8.15507488781144,1.7730673362159
"650","knellen",5.37989735354046,2.19722457733622,4,2,13.35,9,"regular",2.70087,"hebben",2,-1.25276296849537,-1.38629436111989
"651","weiden",5.07517381523383,1.79175946922805,4,2,13.93,6,"regular",1.45789,"hebben",3,-5.07517381523383,0.693147180559945
"652","knakken",4.90527477843843,1.79175946922805,4,4,13.03,10,"regular",2.40096,"zijnheb",4,-3.11351530921037,0
"653","laden",6.7093043402583,3.58351893845611,4,5,13.89,12,"regular",1.90495,"hebben",2,-6.7093043402583,1.79175946922805
"654","schroeien",5.17048399503815,1.6094379124341,7,2,13.28,1,"regular",2.93202,"zijnheb",3,-5.17048399503815,0.693147180559945
"655","zoeken",9.54294800778096,4.00733318523247,4,4,13.95,14,"irregular",2.30172,"hebben",5,-9.54294800778096,-0.0910838293011436
"656","trainen",5.96614673912369,3.78418963391826,5,2,13.79,3,"regular",2.32439,"hebben",4,-5.96614673912369,0.492476485097794
"657","schroeven",5.4249500174814,2.89037175789616,7,1,13.31,2,"regular",2.08967,"hebben",5,0.224024220679803,-1.20397280432594
"658","nippen",5.22035582507832,0.693147180559945,3,1,13.03,15,"regular",2.04936,"hebben",1,-5.22035582507832,1.6094379124341
"659","heten",0,2.484906649788,4,1,15.02,19,"regular",0,"hebben",7,0,-7.26262860097424
"660","priemen",5.26785815906333,1.09861228866811,5,1,13.51,0,"regular",2.67594,"hebben",1,-1.3760378609527,-0.693147180559945
"661","heten",8.96110948589866,2.484906649788,4,1,15.02,19,"regular",1.70946,"hebben",7,-8.96110948589866,-0.332133835022615
"662","wagen",7.83755436088108,2.07944154167984,4,2,14.08,17,"regular",1.69342,"hebben",4,-4.84182208732709,1.28519824424852
"663","rekken",6.58340922215876,3.46573590279973,3,4,13.76,21,"regular",2.12615,"zijnheb",3,-0.675326283989834,-1.81915844341617
"664","hoeven",9.2299469016151,2.83321334405622,4,2,13.61,17,"regular",2.03986,"hebben",4,-4.61482638477384,0.0933671740116973
"665","hoeven",9.2299469016151,2.83321334405622,4,2,13.61,17,"regular",2.03986,"hebben",4,-4.61482638477384,0.0933671740116973
"666","boffen",4.70048036579242,1.6094379124341,3,1,13.12,21,"regular",2.38688,"hebben",2,-0.939280250098854,-0.154150679827258
"667","fluiten",7.00124562206948,3.2188758248682,5,5,12.89,4,"irregular",2.38186,"hebben",3,-1.55450825040317,-0.55431073570573
"668","flappen",5.01063529409626,2.484906649788,4,0,12.37,6,"regular",2.08305,"hebben",2,-0.446287102628419,0.559615787935423
"669","vitten",4.04305126783455,1.38629436111989,3,1,14.11,19,"regular",1.82277,"hebben",1,-4.04305126783455,1.6094379124341
"670","wiegen",6.33150184989369,2.07944154167984,4,2,14,9,"regular",2.7532,"hebben",2,-0.220034510391012,-0.624154309072994
"671","spijten",7.79729127354747,1.6094379124341,5,1,13.02,5,"irregular",0.658493,"hebben",1,-1.62768054105602,1.04901534752874
"672","dimmen",3.13549421592915,0.693147180559945,3,2,13.58,16,"regular",1.24067,"hebben",2,-3.13549421592915,2.07944154167984
"673","ledigen",4.86753445045558,2.63905732961526,5,0,13.78,2,"regular",2.30689,"hebben",1,-4.86753445045558,0.405465108108164
"674","kennen",9.9765056452727,3.85014760171006,3,4,15.06,23,"regular",2.43056,"hebben",3,-9.9765056452727,0.292099143448326
"675","barsten",7.37963215260955,2.19722457733622,5,3,14,7,"regular",2.21649,"zijn",3,-1.45537635519502,0.649344557901552
"676","zweren",6.61069604471776,2.94443897916644,5,5,14.18,7,"irregular",2.17552,"hebben",5,-1.05386798301822,1.90759128475318
"677","gappen",4.49980967033027,0.693147180559945,3,1,13.13,17,"regular",2.20544,"hebben",1,-4.49980967033027,1.6094379124341
"678","zweren",4.52178857704904,2.94443897916644,5,5,14.18,7,"irregular",2.01527,"hebben",5,1.0350394846505,-2.94443897916644
"679","zweren",4.52178857704904,2.94443897916644,5,5,14.18,7,"irregular",2.01527,"hebben",5,1.0350394846505,-2.94443897916644
"680","eten",9.02208122251547,4.02535169073515,3,1,15.08,19,"irregular",1.95434,"hebben",6,-9.02208122251547,0.104978763410396
"681","tekenen",7.87663846097546,4.78749174278205,5,4,14.83,13,"regular",2.38767,"hebben",6,0.381265732490211,-1.49343899857122
"682","spruiten",4.4188406077966,2.19722457733622,6,2,13.48,0,"irregular",2.18559,"zijn",2,-0.156160730755283,1.25276296849537
"683","spotten",7.13089883029635,3.25809653802148,4,4,13.34,6,"regular",1.93528,"hebben",4,-0.942634707213757,-0.356674943938732
"684","zweten",6.46925031679577,2.94443897916644,5,2,14.19,8,"regular",2.35883,"hebben",6,0.87933721413182,-1.91364928683709
"685","gillen",7.34018683532012,1.79175946922805,3,3,13.29,17,"regular",2.54328,"hebben",3,-1.56563528977571,0.826678573184468
"686","wurgen",5.63835466933375,1.94591014905531,4,1,12.7,2,"regular",2.34987,"hebben",1,-5.63835466933375,1.6094379124341
"687","kraken",7.16780918431644,2.39789527279837,5,5,13.59,11,"regular",2.71501,"hebben",3,-3.45423711761214,0.287682072451781
"688","zorgen",8.93708703617652,4.45434729625351,4,2,13.74,4,"regular",1.97154,"hebben",3,-0.397154357790797,-0.916290731874155
"689","tuffen",3.58351893845611,1.09861228866811,3,2,12.25,10,"regular",2.43013,"zijnheb",3,-1.6376087894008,0.693147180559945
"690","wrikken",4.85981240436167,1.94591014905531,4,3,13.05,7,"regular",2.2714,"hebben",3,-4.85981240436167,1.09861228866811
"691","schenken",8.22844388300403,3.29583686600433,6,3,14.16,1,"irregular",2.24546,"hebben",3,-8.22844388300403,1.88273124743378
"692","trippen",3.52636052461616,1.38629436111989,4,2,13.04,6,"regular",2.35367,"zijnheb",2,1.2776605201171,-1.38629436111989
"693","proppen",5.4424177105218,2.30258509299405,4,1,13.35,6,"regular",2.37629,"hebben",2,0.409784769252681,-0.492476485097794
"694","zwichten",4.98360662170834,0,6,1,13.58,0,"regular",2.09723,"zijnheb",2,-4.98360662170834,1.09861228866811
"695","missen",8.31727776622123,4.52178857704904,3,4,14.05,22,"regular",2.3081,"hebben",4,-2.42012389858449,-1.69548263879263
"696","volgen",9.9860348135037,4.04305126783455,4,7,13.44,4,"regular",2.6101,"zijnheb",5,-9.9860348135037,0.543615446588982
"697","ploffen",5.53338948872752,2.30258509299405,4,4,12.82,5,"regular",2.38985,"zijnheb",4,-1.01160091167848,-0.154150679827258
"698","stelen",7.39141523467536,2.56494935746154,5,1,14.47,9,"irregular",1.77808,"hebben",3,-1.41506432537742,-0.105360515657826
"699","jagen",7.68202151082687,4.00733318523247,4,5,13.32,11,"regular",2.57416,"hebben",7,-7.68202151082687,1.73460105538811
"700","jagen",7.68202151082687,4.00733318523247,4,5,13.32,11,"irregular",2.57416,"hebben",7,-7.68202151082687,1.73460105538811
