"","PlateID","Test.Substance","Teratogenicity.in.vivo","Sample","Rep..","Label","Conc..ug.ml.","Detector","Avg.delta.Ct","delta.Ct.SD","delta.delta.Ct","RQ","X..RQ","X100..Custom..","X100...Custom..","Custom..","Custom...1","RQ.Min","RQ.Max","Threshold"
"1290","A0046032","Compound A","Strong","Sample 21","Rep 2","P9 No Vehicle Ctrl",0,"ProbeType 10",5.08,0.06,0.12,0.92,91.71,9.88,8.92,0.1,0.09,0.83,1.02,0.66
"1291","A0046032","Compound A","Strong","Sample 37","Rep 2","P8",0.01,"ProbeType 10",5.17,0.07,0.22,0.86,86.05,11.38,10.05,0.11,0.1,0.76,0.97,0.66
"1292","A0046032","Compound A","Strong","Sample 55","Rep 2","P7",0.01,"ProbeType 10",5.29,0.07,0.33,0.79,79.28,9.67,8.62,0.1,0.09,0.71,0.89,0.66
"1293","A0046032","Compound A","Strong","Sample 74","Rep 2","P6",0.01,"ProbeType 10",4.86,0.05,-0.09,1.07,106.54,10.26,9.36,0.1,0.09,0.97,1.17,0.66
"1294","A0046032","Compound A","Strong","Sample 93","Rep 2","P5",0.02,"ProbeType 10",5.26,0.05,0.3,0.81,80.98,7.07,6.51,0.07,0.07,0.74,0.88,0.66
"1295","A0046032","Compound A","Strong","Sample 112","Rep 2","P4",0.03,"ProbeType 10",4.53,0.09,-0.43,1.35,134.69,21.22,18.33,0.21,0.18,1.16,1.56,0.66
"1296","A0046032","Compound A","Strong","Sample 130","Rep 2","P3",0.05,"ProbeType 10",4.76,0.11,-0.2,1.15,114.69,23.23,19.32,0.23,0.19,0.95,1.38,0.66
"1297","A0046032","Compound A","Strong","Sample 2","Rep 2","Ctrl",0,"ProbeType 12",2.27,0.03,0,1,100,4.75,4.53,0.05,0.05,0.95,1.05,0.61
"1298","A0046032","Compound A","Strong","Sample 21","Rep 2","P9 No Vehicle Ctrl",0,"ProbeType 12",2.27,0.06,0,1,99.98,11.04,9.94,0.11,0.1,0.9,1.11,0.61
"1299","A0046032","Compound A","Strong","Sample 37","Rep 2","P8",0.01,"ProbeType 12",2.33,0.06,0.06,0.96,95.82,9.61,8.73,0.1,0.09,0.87,1.05,0.61
"1300","A0046032","Compound A","Strong","Sample 55","Rep 2","P7",0.01,"ProbeType 12",2.1,0.09,-0.17,1.13,112.61,19.01,16.26,0.19,0.16,0.96,1.32,0.61
"1301","A0046032","Compound A","Strong","Sample 74","Rep 2","P6",0.01,"ProbeType 12",2.49,0.05,0.22,0.86,85.66,7.78,7.13,0.08,0.07,0.79,0.93,0.61
"1302","A0046032","Compound A","Strong","Sample 93","Rep 2","P5",0.02,"ProbeType 12",2.81,0.06,0.54,0.69,68.77,7.62,6.86,0.08,0.07,0.62,0.76,0.61
"1303","A0046032","Compound A","Strong","Sample 112","Rep 2","P4",0.03,"ProbeType 12",2.93,0.07,0.67,0.63,63.07,7.96,7.07,0.08,0.07,0.56,0.71,0.61
"1304","A0046032","Compound A","Strong","Sample 130","Rep 2","P3",0.05,"ProbeType 12",2.09,0.07,-0.18,1.13,113.33,15.29,13.47,0.15,0.13,1,1.29,0.61
"1305","A0046032","Compound A","Strong","Sample 2","Rep 2","Ctrl",0,"ProbeType 13",-4.22,0.03,0,1,100,4.38,4.2,0.04,0.04,0.96,1.04,0.62
"1306","A0046032","Compound A","Strong","Sample 21","Rep 2","P9 No Vehicle Ctrl",0,"ProbeType 13",-4.31,0.06,-0.09,1.07,106.62,12.39,11.1,0.12,0.11,0.96,1.19,0.62
"1307","A0046032","Compound A","Strong","Sample 37","Rep 2","P8",0.01,"ProbeType 13",-4.07,0.05,0.15,0.9,90.1,8.15,7.47,0.08,0.07,0.83,0.98,0.62
"1308","A0046032","Compound A","Strong","Sample 55","Rep 2","P7",0.01,"ProbeType 13",-4.02,0.04,0.2,0.87,87.06,6.56,6.1,0.07,0.06,0.81,0.94,0.62
"1309","A0046032","Compound A","Strong","Sample 74","Rep 2","P6",0.01,"ProbeType 13",-4.47,0.07,-0.25,1.19,119.17,14.49,12.92,0.14,0.13,1.06,1.34,0.62
"1310","A0046032","Compound A","Strong","Sample 93","Rep 2","P5",0.02,"ProbeType 13",-4.22,0.04,0,1,99.95,7.34,6.84,0.07,0.07,0.93,1.07,0.62
"1311","A0046032","Compound A","Strong","Sample 112","Rep 2","P4",0.03,"ProbeType 13",-4.57,0.07,-0.35,1.28,127.56,15.99,14.21,0.16,0.14,1.13,1.44,0.62
"1312","A0046032","Compound A","Strong","Sample 130","Rep 2","P3",0.05,"ProbeType 13",-4.57,0.06,-0.35,1.28,127.66,14.7,13.18,0.15,0.13,1.14,1.42,0.62
"1313","A0046032","Compound A","Strong","Sample 2","Rep 2","Ctrl",0,"ProbeType 15",-0.82,0.01,0,1,100,2.22,2.17,0.02,0.02,0.98,1.02,0.49
"1314","A0046032","Compound A","Strong","Sample 21","Rep 2","P9 No Vehicle Ctrl",0,"ProbeType 15",-1.05,0.06,-0.23,1.18,117.52,11.65,10.6,0.12,0.11,1.07,1.29,0.49
"1315","A0046032","Compound A","Strong","Sample 37","Rep 2","P8",0.01,"ProbeType 15",-0.85,0.05,-0.03,1.02,102.38,8.85,8.15,0.09,0.08,0.94,1.11,0.49
"1316","A0046032","Compound A","Strong","Sample 55","Rep 2","P7",0.01,"ProbeType 15",-0.71,0.04,0.11,0.93,92.78,7.11,6.61,0.07,0.07,0.86,1,0.49
"1317","A0046032","Compound A","Strong","Sample 74","Rep 2","P6",0.01,"ProbeType 15",-1.15,0.04,-0.33,1.26,125.68,8.43,7.9,0.08,0.08,1.18,1.34,0.49
"1318","A0046032","Compound A","Strong","Sample 93","Rep 2","P5",0.02,"ProbeType 15",-0.95,0.04,-0.13,1.1,109.53,8.01,7.46,0.08,0.07,1.02,1.18,0.49
"1319","A0046032","Compound A","Strong","Sample 112","Rep 2","P4",0.03,"ProbeType 15",-1.23,0.09,-0.42,1.33,133.43,20.7,17.92,0.21,0.18,1.16,1.54,0.49
"1320","A0046032","Compound A","Strong","Sample 130","Rep 2","P3",0.05,"ProbeType 15",-1.05,0.06,-0.23,1.17,117.35,11.63,10.58,0.12,0.11,1.07,1.29,0.49
"1321","A0046005","Compound F","Strong","Sample 9","Rep 11","Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1322","A0046005","Compound F","Strong","Sample 26","Rep 11","P9",0.01,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1323","A0046005","Compound F","Strong","Sample 44","Rep 11","P8",0.014,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1324","A0046005","Compound F","Strong","Sample 63","Rep 11","P7",0.021,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1325","A0046005","Compound F","Strong","Sample 82","Rep 11","P6",0.031,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1326","A0046005","Compound F","Strong","Sample 101","Rep 11","P5",0.046,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1327","A0046005","Compound F","Strong","Sample 149","Rep 12","Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1328","A0046005","Compound F","Strong","Sample 150","Rep 12","P9",0.01,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1329","A0046005","Compound F","Strong","Sample 9","Rep 11","Ctrl",0,"ProbeType 1",-1.65,0.06,0,1,100,11.58,10.38,0.12,0.1,0.9,1.12,0.53
"1330","A0046005","Compound F","Strong","Sample 26","Rep 11","P9",0.01,"ProbeType 1",-2.25,0.06,-0.61,1.52,152.16,15.55,14.11,0.16,0.14,1.38,1.68,0.53
"1331","A0046005","Compound F","Strong","Sample 44","Rep 11","P8",0.014,"ProbeType 1",-2.3,0.03,-0.65,1.57,156.93,8.28,7.87,0.08,0.08,1.49,1.65,0.53
"1332","A0046005","Compound F","Strong","Sample 63","Rep 11","P7",0.021,"ProbeType 1",-1.97,0.08,-0.32,1.25,124.61,16.91,14.89,0.17,0.15,1.1,1.42,0.53
"1333","A0046005","Compound F","Strong","Sample 82","Rep 11","P6",0.031,"ProbeType 1",-0.22,0.05,1.42,0.37,37.28,3.23,2.97,0.03,0.03,0.34,0.41,0.53
"1334","A0046005","Compound F","Strong","Sample 101","Rep 11","P5",0.046,"ProbeType 1",3.88,0.27,5.53,0.02,2.17,1.26,0.8,0.01,0.01,0.01,0.03,0.53
"1335","A0046005","Compound F","Strong","Sample 149","Rep 12","Ctrl",0,"ProbeType 1",-2.24,0.05,-0.59,1.51,150.57,12.6,11.62,0.13,0.12,1.39,1.63,0.53
"1336","A0046005","Compound F","Strong","Sample 150","Rep 12","P9",0.01,"ProbeType 1",-1.98,0.08,-0.33,1.26,125.51,18.54,16.15,0.19,0.16,1.09,1.44,0.53
"1337","A0046005","Compound F","Strong","Sample 9","Rep 11","Ctrl",0,"ProbeType 2",-5.81,0.05,0,1,100,9.13,8.37,0.09,0.08,0.92,1.09,0.66
"1338","A0046005","Compound F","Strong","Sample 26","Rep 11","P9",0.01,"ProbeType 2",-5.23,0.1,0.57,0.67,67.19,12.87,10.8,0.13,0.11,0.56,0.8,0.66
"1339","A0046005","Compound F","Strong","Sample 44","Rep 11","P8",0.014,"ProbeType 2",-5.75,0.02,0.06,0.96,96.16,3.79,3.65,0.04,0.04,0.93,1,0.66
"1340","A0046005","Compound F","Strong","Sample 63","Rep 11","P7",0.021,"ProbeType 2",-3.93,0.07,1.88,0.27,27.13,3.39,3.01,0.03,0.03,0.24,0.31,0.66
"1341","A0046005","Compound F","Strong","Sample 82","Rep 11","P6",0.031,"ProbeType 2",-3.35,0.04,2.46,0.18,18.2,1.29,1.2,0.01,0.01,0.17,0.19,0.66
"1342","A0046005","Compound F","Strong","Sample 101","Rep 11","P5",0.046,"ProbeType 2",1.31,0.11,7.12,0.01,0.72,0.14,0.12,0,0,0.01,0.01,0.66
"1343","A0046005","Compound F","Strong","Sample 149","Rep 12","Ctrl",0,"ProbeType 2",-4.43,0.05,1.38,0.39,38.51,3.18,2.94,0.03,0.03,0.36,0.42,0.66
"1344","A0046005","Compound F","Strong","Sample 150","Rep 12","P9",0.01,"ProbeType 2",-4.27,0.07,1.54,0.34,34.35,4.55,4.02,0.05,0.04,0.3,0.39,0.66
"1345","A0046005","Compound F","Strong","Sample 9","Rep 11","Ctrl",0,"ProbeType 3",-1.31,0.05,0,1,100,8.94,8.21,0.09,0.08,0.92,1.09,0.74
"1346","A0046005","Compound F","Strong","Sample 26","Rep 11","P9",0.01,"ProbeType 3",-1.18,0.05,0.13,0.92,91.63,8.41,7.7,0.08,0.08,0.84,1,0.74
"1347","A0046005","Compound F","Strong","Sample 44","Rep 11","P8",0.014,"ProbeType 3",-1.38,0.04,-0.08,1.06,105.62,6.73,6.32,0.07,0.06,0.99,1.12,0.74
"1348","A0046005","Compound F","Strong","Sample 63","Rep 11","P7",0.021,"ProbeType 3",-1.33,0.07,-0.02,1.01,101.39,12.61,11.22,0.13,0.11,0.9,1.14,0.74
"1349","A0046005","Compound F","Strong","Sample 82","Rep 11","P6",0.031,"ProbeType 3",0.08,0.03,1.38,0.38,38.38,2.31,2.18,0.02,0.02,0.36,0.41,0.74
"1350","A0046005","Compound F","Strong","Sample 101","Rep 11","P5",0.046,"ProbeType 3",1.33,0.09,2.64,0.16,16.06,2.6,2.24,0.03,0.02,0.14,0.19,0.74
"1351","A0046005","Compound F","Strong","Sample 149","Rep 12","Ctrl",0,"ProbeType 3",-1.16,0.04,0.15,0.9,90.3,6.59,6.14,0.07,0.06,0.84,0.97,0.74
"1352","A0046005","Compound F","Strong","Sample 150","Rep 12","P9",0.01,"ProbeType 3",-1.43,0.08,-0.12,1.09,108.67,16.83,14.58,0.17,0.15,0.94,1.26,0.74
"1353","A0046005","Compound F","Strong","Sample 9","Rep 11","Ctrl",0,"ProbeType 4",-3.93,0.05,0,1,100,9.61,8.76,0.1,0.09,0.91,1.1,0.58
"1354","A0046005","Compound F","Strong","Sample 26","Rep 11","P9",0.01,"ProbeType 4",-3.62,0.07,0.31,0.81,80.5,10.02,8.91,0.1,0.09,0.72,0.91,0.58
"1355","A0046005","Compound F","Strong","Sample 44","Rep 11","P8",0.014,"ProbeType 4",-3.56,0.06,0.38,0.77,77.09,8.28,7.48,0.08,0.07,0.7,0.85,0.58
"1356","A0046005","Compound F","Strong","Sample 63","Rep 11","P7",0.021,"ProbeType 4",-3.16,0.08,0.77,0.59,58.57,8.52,7.44,0.09,0.07,0.51,0.67,0.58
"1357","A0046005","Compound F","Strong","Sample 82","Rep 11","P6",0.031,"ProbeType 4",-2.44,0.06,1.49,0.36,35.56,4.02,3.61,0.04,0.04,0.32,0.4,0.58
"1358","A0046005","Compound F","Strong","Sample 101","Rep 11","P5",0.046,"ProbeType 4",-0.45,0.07,3.49,0.09,8.92,1.16,1.03,0.01,0.01,0.08,0.1,0.58
"1359","A0046005","Compound F","Strong","Sample 149","Rep 12","Ctrl",0,"ProbeType 4",-3.95,0.06,-0.02,1.01,101.37,11.27,10.15,0.11,0.1,0.91,1.13,0.58
"1360","A0046005","Compound F","Strong","Sample 150","Rep 12","P9",0.01,"ProbeType 4",-3.96,0.07,-0.03,1.02,101.78,13.79,12.14,0.14,0.12,0.9,1.16,0.58
"1361","A0046005","Compound F","Strong","Sample 9","Rep 11","Ctrl",0,"ProbeType 5",0.8,0.05,0,1,100,8.91,8.18,0.09,0.08,0.92,1.09,0.36
"1362","A0046005","Compound F","Strong","Sample 26","Rep 11","P9",0.01,"ProbeType 5",3.27,0.07,2.47,0.18,18.03,2.24,1.99,0.02,0.02,0.16,0.2,0.36
"1363","A0046005","Compound F","Strong","Sample 44","Rep 11","P8",0.014,"ProbeType 5",-1.55,0.04,-2.34,5.08,507.68,31.62,29.77,0.32,0.3,4.78,5.39,0.36
"1364","A0046005","Compound F","Strong","Sample 63","Rep 11","P7",0.021,"ProbeType 5",2.34,0.07,1.55,0.34,34.2,4.42,3.91,0.04,0.04,0.3,0.39,0.36
"1365","A0046005","Compound F","Strong","Sample 82","Rep 11","P6",0.031,"ProbeType 5",4.9,0.08,4.11,0.06,5.8,0.9,0.78,0.01,0.01,0.05,0.07,0.36
"1366","A0046005","Compound F","Strong","Sample 101","Rep 11","P5",0.046,"ProbeType 5",11.52,0.04,10.73,0,0.06,0,0,0,0,0,0,0.36
"1367","A0046005","Compound F","Strong","Sample 149","Rep 12","Ctrl",0,"ProbeType 5",0.4,0.06,-0.4,1.32,131.8,13.73,12.43,0.14,0.12,1.19,1.46,0.36
"1368","A0046005","Compound F","Strong","Sample 150","Rep 12","P9",0.01,"ProbeType 5",-1.95,0.08,-2.75,6.72,671.98,100.96,87.78,1.01,0.88,5.84,7.73,0.36
"1369","A0046005","Compound F","Strong","Sample 9","Rep 11","Ctrl",0,"ProbeType 8",-0.96,0.05,0,1,100,9.33,8.53,0.09,0.09,0.91,1.09,0.72
"1370","A0046005","Compound F","Strong","Sample 26","Rep 11","P9",0.01,"ProbeType 8",-1.07,0.06,-0.11,1.08,107.59,11.32,10.24,0.11,0.1,0.97,1.19,0.72
"1371","A0046005","Compound F","Strong","Sample 44","Rep 11","P8",0.014,"ProbeType 8",-2.07,0.03,-1.11,2.15,215.27,10.01,9.56,0.1,0.1,2.06,2.25,0.72
"1372","A0046005","Compound F","Strong","Sample 63","Rep 11","P7",0.021,"ProbeType 8",-1.71,0.07,-0.75,1.68,168.1,22.54,19.88,0.23,0.2,1.48,1.91,0.72
"1373","A0046005","Compound F","Strong","Sample 82","Rep 11","P6",0.031,"ProbeType 8",0.59,0.06,1.55,0.34,34.05,3.58,3.24,0.04,0.03,0.31,0.38,0.72
"1374","A0046005","Compound F","Strong","Sample 101","Rep 11","P5",0.046,"ProbeType 8",4.44,0.05,5.4,0.02,2.36,0.22,0.2,0,0,0.02,0.03,0.72
"1375","A0046005","Compound F","Strong","Sample 149","Rep 12","Ctrl",0,"ProbeType 8",-1.38,0.05,-0.42,1.34,133.63,10.87,10.05,0.11,0.1,1.24,1.44,0.72
"1376","A0046005","Compound F","Strong","Sample 150","Rep 12","P9",0.01,"ProbeType 8",-0.95,0.07,0.01,1,99.55,12.91,11.43,0.13,0.11,0.88,1.12,0.72
"1377","A0046005","Compound F","Strong","Sample 9","Rep 11","Ctrl",0,"ProbeType 10",3.86,0.06,0,1,100,11,9.91,0.11,0.1,0.9,1.11,0.56
"1378","A0046005","Compound F","Strong","Sample 26","Rep 11","P9",0.01,"ProbeType 10",3.72,0.05,-0.14,1.1,110.05,10.35,9.46,0.1,0.09,1.01,1.2,0.56
"1379","A0046005","Compound F","Strong","Sample 44","Rep 11","P8",0.014,"ProbeType 10",3.43,0.06,-0.43,1.34,134.42,15.46,13.87,0.15,0.14,1.21,1.5,0.56
"1380","A0046005","Compound F","Strong","Sample 63","Rep 11","P7",0.021,"ProbeType 10",3.26,0.12,-0.6,1.51,151.27,33.55,27.46,0.34,0.27,1.24,1.85,0.56
"1381","A0046005","Compound F","Strong","Sample 82","Rep 11","P6",0.031,"ProbeType 10",4.26,0.11,0.41,0.75,75.49,15.77,13.05,0.16,0.13,0.62,0.91,0.56
"1382","A0046005","Compound F","Strong","Sample 101","Rep 11","P5",0.046,"ProbeType 10",6.17,0.2,2.31,0.2,20.12,8.48,5.96,0.08,0.06,0.14,0.29,0.56
"1383","A0046005","Compound F","Strong","Sample 149","Rep 12","Ctrl",0,"ProbeType 10",3.35,0.08,-0.5,1.42,141.82,21.04,18.32,0.21,0.18,1.23,1.63,0.56
"1384","A0046005","Compound F","Strong","Sample 150","Rep 12","P9",0.01,"ProbeType 10",3.73,0.08,-0.13,1.09,109.28,16.09,14.03,0.16,0.14,0.95,1.25,0.56
"1385","A0046005","Compound F","Strong","Sample 9","Rep 11","Ctrl",0,"ProbeType 12",3.23,0.05,0,1,100,9.41,8.6,0.09,0.09,0.91,1.09,0.56
"1386","A0046005","Compound F","Strong","Sample 26","Rep 11","P9",0.01,"ProbeType 12",3.66,0.07,0.43,0.74,74.3,9.16,8.16,0.09,0.08,0.66,0.83,0.56
"1387","A0046005","Compound F","Strong","Sample 44","Rep 11","P8",0.014,"ProbeType 12",3.14,0.04,-0.08,1.06,105.93,8.25,7.65,0.08,0.08,0.98,1.14,0.56
"1388","A0046005","Compound F","Strong","Sample 63","Rep 11","P7",0.021,"ProbeType 12",2.17,0.09,-1.05,2.08,207.51,34.36,29.48,0.34,0.29,1.78,2.42,0.56
"1389","A0046005","Compound F","Strong","Sample 82","Rep 11","P6",0.031,"ProbeType 12",1.44,0.09,-1.78,3.44,344.47,55.56,47.85,0.56,0.48,2.97,4,0.56
"1390","A0046005","Compound F","Strong","Sample 101","Rep 11","P5",0.046,"ProbeType 12",0.61,0.1,-2.62,6.13,613.11,107.67,91.59,1.08,0.92,5.22,7.21,0.56
"1391","A0046005","Compound F","Strong","Sample 149","Rep 12","Ctrl",0,"ProbeType 12",3.92,0.09,0.69,0.62,61.88,10.37,8.88,0.1,0.09,0.53,0.72,0.56
"1392","A0046005","Compound F","Strong","Sample 150","Rep 12","P9",0.01,"ProbeType 12",3.76,0.07,0.54,0.69,68.93,9.2,8.12,0.09,0.08,0.61,0.78,0.56
"1393","A0046005","Compound F","Strong","Sample 9","Rep 11","Ctrl",0,"ProbeType 13",-3.77,0.05,0,1,100,8.94,8.21,0.09,0.08,0.92,1.09,0.52
"1394","A0046005","Compound F","Strong","Sample 26","Rep 11","P9",0.01,"ProbeType 13",-3.97,0.05,-0.2,1.15,115,10.71,9.79,0.11,0.1,1.05,1.26,0.52
"1395","A0046005","Compound F","Strong","Sample 44","Rep 11","P8",0.014,"ProbeType 13",-3.4,0.03,0.37,0.77,77.23,4.69,4.42,0.05,0.04,0.73,0.82,0.52
"1396","A0046005","Compound F","Strong","Sample 63","Rep 11","P7",0.021,"ProbeType 13",-3.02,0.07,0.76,0.59,59.23,7.27,6.48,0.07,0.06,0.53,0.67,0.52
"1397","A0046005","Compound F","Strong","Sample 82","Rep 11","P6",0.031,"ProbeType 13",-1.56,0.04,2.22,0.22,21.53,1.56,1.46,0.02,0.01,0.2,0.23,0.52
"1398","A0046005","Compound F","Strong","Sample 101","Rep 11","P5",0.046,"ProbeType 13",0.92,0.12,4.7,0.04,3.86,0.9,0.73,0.01,0.01,0.03,0.05,0.52
"1399","A0046005","Compound F","Strong","Sample 149","Rep 12","Ctrl",0,"ProbeType 13",-4.02,0.04,-0.24,1.18,118.46,8.58,8,0.09,0.08,1.1,1.27,0.52
"1400","A0046005","Compound F","Strong","Sample 150","Rep 12","P9",0.01,"ProbeType 13",-4.56,0.08,-0.79,1.73,172.97,26.12,22.69,0.26,0.23,1.5,1.99,0.52
"1401","A0046005","Compound F","Strong","Sample 9","Rep 11","Ctrl",0,"ProbeType 15",-0.72,0.07,0,1,100,11.92,10.65,0.12,0.11,0.89,1.12,0.37
"1402","A0046005","Compound F","Strong","Sample 26","Rep 11","P9",0.01,"ProbeType 15",-0.66,0.05,0.06,0.96,96,8.73,8,0.09,0.08,0.88,1.05,0.37
"1403","A0046005","Compound F","Strong","Sample 44","Rep 11","P8",0.014,"ProbeType 15",0.12,0.04,0.83,0.56,56.08,4.11,3.83,0.04,0.04,0.52,0.6,0.37
"1404","A0046005","Compound F","Strong","Sample 63","Rep 11","P7",0.021,"ProbeType 15",0.35,0.07,1.06,0.48,47.86,5.61,5.02,0.06,0.05,0.43,0.53,0.37
"1405","A0046005","Compound F","Strong","Sample 82","Rep 11","P6",0.031,"ProbeType 15",1.31,0.04,2.03,0.25,24.54,1.66,1.55,0.02,0.02,0.23,0.26,0.37
"1406","A0046005","Compound F","Strong","Sample 101","Rep 11","P5",0.046,"ProbeType 15",3.21,0.15,3.93,0.07,6.57,1.91,1.48,0.02,0.01,0.05,0.08,0.37
"1407","A0046005","Compound F","Strong","Sample 149","Rep 12","Ctrl",0,"ProbeType 15",-1.35,0.04,-0.63,1.55,155.26,11.6,10.8,0.12,0.11,1.44,1.67,0.37
"1408","A0046005","Compound F","Strong","Sample 150","Rep 12","P9",0.01,"ProbeType 15",-1.5,0.08,-0.78,1.72,171.85,24.36,21.33,0.24,0.21,1.51,1.96,0.37
"1409","A0046012","Compound F","Strong","Sample 10","Rep 12","Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
"1410","A0046012","Compound F","Strong","Sample 27","Rep 12","P9",0.01,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
"1411","A0046012","Compound F","Strong","Sample 45","Rep 12","P8",0.012,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
"1412","A0046012","Compound F","Strong","Sample 64","Rep 12","P7",0.015,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
"1413","A0046012","Compound F","Strong","Sample 83","Rep 12","P6",0.018,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
"1414","A0046012","Compound F","Strong","Sample 102","Rep 12","P5",0.021,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
"1415","A0046012","Compound F","Strong","Sample 120","Rep 12","P4",0.026,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
"1416","A0046012","Compound F","Strong","Sample 137","Rep 12","P3",0.031,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
"1417","A0046012","Compound F","Strong","Sample 10","Rep 12","Ctrl",0,"ProbeType 1",-2.83,0.05,0,1,100,8.38,7.74,0.08,0.08,0.92,1.08,0.48
"1418","A0046012","Compound F","Strong","Sample 27","Rep 12","P9",0.01,"ProbeType 1",-2.63,0.07,0.2,0.87,87.14,11.38,10.07,0.11,0.1,0.77,0.99,0.48
"1419","A0046012","Compound F","Strong","Sample 45","Rep 12","P8",0.012,"ProbeType 1",-2.2,0.07,0.63,0.65,64.64,8.54,7.55,0.09,0.08,0.57,0.73,0.48
"1420","A0046012","Compound F","Strong","Sample 64","Rep 12","P7",0.015,"ProbeType 1",-4.05,0.09,-1.22,2.33,233.44,39.71,33.93,0.4,0.34,2,2.73,0.48
"1421","A0046012","Compound F","Strong","Sample 83","Rep 12","P6",0.018,"ProbeType 1",-3.89,0.09,-1.06,2.09,208.94,35.13,30.07,0.35,0.3,1.79,2.44,0.48
"1422","A0046012","Compound F","Strong","Sample 102","Rep 12","P5",0.021,"ProbeType 1",-3.81,0.09,-0.98,1.97,196.95,32.19,27.66,0.32,0.28,1.69,2.29,0.48
"1423","A0046012","Compound F","Strong","Sample 120","Rep 12","P4",0.026,"ProbeType 1",-2.48,0.17,0.35,0.79,78.7,26.2,19.65,0.26,0.2,0.59,1.05,0.48
"1424","A0046012","Compound F","Strong","Sample 137","Rep 12","P3",0.031,"ProbeType 1",2.47,1.2,5.3,0.03,2.54,33.41,2.36,0.33,0.02,0,0.36,0.48
"1425","A0046012","Compound F","Strong","Sample 10","Rep 12","Ctrl",0,"ProbeType 2",-4.81,0.04,0,1,100,6.99,6.54,0.07,0.07,0.93,1.07,0.64
"1426","A0046012","Compound F","Strong","Sample 27","Rep 12","P9",0.01,"ProbeType 2",-4.6,0.07,0.21,0.86,86.4,10.18,9.1,0.1,0.09,0.77,0.97,0.64
"1427","A0046012","Compound F","Strong","Sample 45","Rep 12","P8",0.012,"ProbeType 2",-4.82,0.06,-0.02,1.01,101.09,11.02,9.94,0.11,0.1,0.91,1.12,0.64
"1428","A0046012","Compound F","Strong","Sample 64","Rep 12","P7",0.015,"ProbeType 2",-4.32,0.12,0.49,0.71,71.12,16.52,13.41,0.17,0.13,0.58,0.88,0.64
"1429","A0046012","Compound F","Strong","Sample 83","Rep 12","P6",0.018,"ProbeType 2",-5.15,0.11,-0.34,1.26,126.27,25.85,21.46,0.26,0.21,1.05,1.52,0.64
"1430","A0046012","Compound F","Strong","Sample 102","Rep 12","P5",0.021,"ProbeType 2",-3.96,0.1,0.85,0.56,55.65,10.76,9.02,0.11,0.09,0.47,0.66,0.64
"1431","A0046012","Compound F","Strong","Sample 120","Rep 12","P4",0.026,"ProbeType 2",-4.28,0.15,0.53,0.69,69.39,20.69,15.94,0.21,0.16,0.53,0.9,0.64
"1432","A0046012","Compound F","Strong","Sample 137","Rep 12","P3",0.031,"ProbeType 2",-3.94,0.1,0.87,0.55,54.89,11.09,9.23,0.11,0.09,0.46,0.66,0.64
"1433","A0046012","Compound F","Strong","Sample 10","Rep 12","Ctrl",0,"ProbeType 3",-1.34,0.04,0,1,100,7.77,7.21,0.08,0.07,0.93,1.08,0.82
"1434","A0046012","Compound F","Strong","Sample 27","Rep 12","P9",0.01,"ProbeType 3",-1.51,0.06,-0.17,1.12,112.42,13.01,11.66,0.13,0.12,1.01,1.25,0.82
"1435","A0046012","Compound F","Strong","Sample 45","Rep 12","P8",0.012,"ProbeType 3",-0.51,0.06,0.82,0.56,56.49,5.78,5.24,0.06,0.05,0.51,0.62,0.82
"1436","A0046012","Compound F","Strong","Sample 64","Rep 12","P7",0.015,"ProbeType 3",-0.02,0.1,1.31,0.4,40.23,7.15,6.07,0.07,0.06,0.34,0.47,0.82
"1437","A0046012","Compound F","Strong","Sample 83","Rep 12","P6",0.018,"ProbeType 3",-0.22,0.09,1.12,0.46,46.14,7.82,6.69,0.08,0.07,0.39,0.54,0.82
