"","Year","Mn","Dy","MxT","MnT","Prec","Snow","SnCv"
"33263",1991,1,26,40,3,0,0,2
"33264",1991,1,27,39,17,0,0,2
"33265",1991,1,28,40,16,0.0000000000000001,0.0000000000000001,2
"33266",1991,1,29,17,-2,13,38,4
"33267",1991,1,30,38,-2,0,0,3
"33268",1991,1,31,42,9,0,0,3
"33269",1991,2,1,54,19,0,0,2
"33270",1991,2,2,58,18,0,0,0.0000000000000001
"33271",1991,2,3,60,16,0,0,0.0000000000000001
"33272",1991,2,4,51,22,0,0,0.0000000000000001
"33273",1991,2,5,54,19,0,0,0
"33274",1991,2,6,49,25,0,0,0
"33275",1991,2,7,52,22,0,0,0
"33276",1991,2,8,58,19,0,0,0
"33277",1991,2,9,58,26,0,0,0
"33278",1991,2,10,55,21,0,0,0
"33279",1991,2,11,60,19,0,0,0
"33280",1991,2,12,53,19,0,0,0
"33281",1991,2,13,52,41,0,0,0
"33282",1991,2,14,55,27,0,0,0
"33283",1991,2,15,54,23,0.0000000000000001,0.0000000000000001,0
"33284",1991,2,16,56,31,0,0,0
"33285",1991,2,17,52,34,0.0000000000000001,0,0
"33286",1991,2,18,43,30,0,0,0
"33287",1991,2,19,48,13,0,0,0
"33288",1991,2,20,64,30,0,0,0
"33289",1991,2,21,61,37,0,0,0
"33290",1991,2,22,54,25,0,0,0
"33291",1991,2,23,51,29,0,0,0
"33292",1991,2,24,33,19,1,4,0.0000000000000001
"33293",1991,2,25,43,12,1,6,0
"33294",1991,2,26,48,13,0,0,0
"33295",1991,2,27,55,17,0,0,0
"33296",1991,2,28,52,24,0,0,0
"33297",1991,3,1,59,28,0.0000000000000001,0,0
"33298",1991,3,2,35,18,1,3,0
"33299",1991,3,3,64,23,0,0,0
"33300",1991,3,4,69,48,0,0,0
"33301",1991,3,5,60,40,4,0,0
"33302",1991,3,6,43,28,0,0,0
"33303",1991,3,7,45,20,0,0,0
"33304",1991,3,8,48,18,0,0,0
"33305",1991,3,9,60,15,0,0,0
"33306",1991,3,10,67,29,0,0,0
"33307",1991,3,11,64,33,0.0000000000000001,0,0
"33308",1991,3,12,51,33,0,0,0
"33309",1991,3,13,54,26,0,0,0
"33310",1991,3,14,47,24,0,0,0
"33311",1991,3,15,40,27,0.0000000000000001,0.0000000000000001,0
"33312",1991,3,16,42,27,0,0,0
"33313",1991,3,17,58,19,0.0000000000000001,0.0000000000000001,0
"33314",1991,3,18,64,26,0,0,0
"33315",1991,3,19,63,26,0,0,0
"33316",1991,3,20,59,41,0,0,0
"33317",1991,3,21,59,28,0,0,0
"33318",1991,3,22,54,35,0.0000000000000001,0,0
"33319",1991,3,23,58,34,0,0,0
"33320",1991,3,24,69,30,0,0,0
"33321",1991,3,25,68,31,0,0,0
"33322",1991,3,26,58,32,0,0,0
"33323",1991,3,27,50,32,10,7,0
"33324",1991,3,28,55,23,0,0,0
"33325",1991,3,29,48,31,0.0000000000000001,0.0000000000000001,0
"33326",1991,3,30,57,21,0,0,0
"33327",1991,3,31,65,27,0,0,0
"33328",1991,4,1,70,30,0,0,0
"33329",1991,4,2,66,42,0,0,0
"33330",1991,4,3,63,35,0.0000000000000001,0,0
"33331",1991,4,4,73,29,0,0,0
"33332",1991,4,5,78,37,0,0,0
"33333",1991,4,6,77,42,0,0,0
"33334",1991,4,7,70,43,1,0,0
"33335",1991,4,8,51,39,6,0.0000000000000001,0
"33336",1991,4,9,58,30,0,0,0
"33337",1991,4,10,61,33,0,0,0
"33338",1991,4,11,49,32,20,25,0.0000000000000001
"33339",1991,4,12,41,30,22,42,0.0000000000000001
"33340",1991,4,13,44,25,0.0000000000000001,0.0000000000000001,0
"33341",1991,4,14,54,31,0.0000000000000001,0.0000000000000001,0
"33342",1991,4,15,68,30,0,0,0
"33343",1991,4,16,60,34,0,0,0
"33344",1991,4,17,62,35,0,0,0
"33345",1991,4,18,55,39,12,0,0
"33346",1991,4,19,55,35,0.0000000000000001,0,0
"33347",1991,4,20,57,38,2,0,0
"33348",1991,4,21,56,40,43,0,0
"33349",1991,4,22,64,32,1,0,0
"33350",1991,4,23,62,40,0,0,0
"33351",1991,4,24,64,40,0.0000000000000001,0,0
"33352",1991,4,25,72,39,0,0,0
"33353",1991,4,26,62,42,0,0,0
"33354",1991,4,27,55,33,0.0000000000000001,0.0000000000000001,0
"33355",1991,4,28,55,36,0.0000000000000001,0,0
"33356",1991,4,29,54,38,0.0000000000000001,0,0
"33357",1991,4,30,55,33,3,0.0000000000000001,0
"33358",1991,5,1,66,29,0,0,0
"33359",1991,5,2,61,38,0,0,0
"33360",1991,5,3,63,30,0,0,0
"33361",1991,5,4,53,35,28,2,0
"33362",1991,5,5,61,34,1,0,0
"33363",1991,5,6,67,36,0.0000000000000001,0,0
"33364",1991,5,7,67,44,10,0,0
"33365",1991,5,8,79,40,0,0,0
"33366",1991,5,9,77,49,0,0,0
"33367",1991,5,10,84,47,0,0,0
"33368",1991,5,11,85,54,0,0,0
"33369",1991,5,12,78,45,0,0,0
"33370",1991,5,13,80,37,0,0,0
"33371",1991,5,14,84,44,0,0,0
"33372",1991,5,15,75,47,20,0.0000000000000001,0
"33373",1991,5,16,60,42,72,0,0
"33374",1991,5,17,65,40,0,0,0
"33375",1991,5,18,65,52,1,0,0
"33376",1991,5,19,85,53,9,0,0
"33377",1991,5,20,73,55,0.0000000000000001,0,0
"33378",1991,5,21,80,52,0,0,0
"33379",1991,5,22,73,57,3,0,0
"33380",1991,5,23,66,48,6,0,0
"33381",1991,5,24,67,49,5,0,0
"33382",1991,5,25,75,43,1,0,0
"33383",1991,5,26,75,48,46,0.0000000000000001,0
"33384",1991,5,27,73,54,0,0,0
"33385",1991,5,28,74,55,23,0.0000000000000001,0
"33386",1991,5,29,75,44,0,0,0
"33387",1991,5,30,74,45,0,0,0
"33388",1991,5,31,68,54,10,0,0
"33389",1991,6,1,68,50,77,0,0
"33390",1991,6,2,70,47,95,0.0000000000000001,0
"33391",1991,6,3,64,44,12,0,0
"33392",1991,6,4,75,48,0.0000000000000001,0,0
"33393",1991,6,5,74,50,0.0000000000000001,0,0
"33394",1991,6,6,71,53,53,0,0
"33395",1991,6,7,68,53,9,0,0
"33396",1991,6,8,82,47,0.0000000000000001,0,0
"33397",1991,6,9,79,53,0,0,0
"33398",1991,6,10,74,54,3,0,0
"33399",1991,6,11,82,49,0,0,0
"33400",1991,6,12,86,53,0.0000000000000001,0,0
"33401",1991,6,13,81,52,1,0,0
"33402",1991,6,14,81,54,51,0,0
"33403",1991,6,15,72,52,10,0,0
"33404",1991,6,16,76,51,4,0,0
"33405",1991,6,17,85,48,0.0000000000000001,0,0
"33406",1991,6,18,84,53,0,0,0
"33407",1991,6,19,80,56,0,0,0
"33408",1991,6,20,88,49,0.0000000000000001,0,0
"33409",1991,6,21,78,55,9,0.0000000000000001,0
"33410",1991,6,22,76,59,35,0.0000000000000001,0
"33411",1991,6,23,83,56,0,0,0
"33412",1991,6,24,88,59,0,0,0
"33413",1991,6,25,92,53,0,0,0
"33414",1991,6,26,83,56,0,0,0
"33415",1991,6,27,81,53,0,0,0
"33416",1991,6,28,89,56,0.0000000000000001,0,0
"33417",1991,6,29,88,59,0.0000000000000001,0,0
"33418",1991,6,30,89,60,0,0,0
"33419",1991,7,1,83,55,0,0,0
"33420",1991,7,2,82,55,0,0,0
"33421",1991,7,3,84,56,0.0000000000000001,0,0
"33422",1991,7,4,91,54,0,0,0
"33423",1991,7,5,95,54,0,0,0
"33424",1991,7,6,91,60,1,0,0
"33425",1991,7,7,81,59,0,0,0
"33426",1991,7,8,81,60,0.0000000000000001,0,0
"33427",1991,7,9,80,58,8,0,0
"33428",1991,7,10,83,58,0.0000000000000001,0,0
"33429",1991,7,11,85,61,0,0,0
"33430",1991,7,12,83,57,10,0,0
"33431",1991,7,13,82,53,0,0,0
"33432",1991,7,14,88,54,0,0,0
"33433",1991,7,15,91,54,0,0,0
"33434",1991,7,16,93,59,0,0,0
"33435",1991,7,17,94,60,0,0,0
"33436",1991,7,18,86,63,1,0,0
"33437",1991,7,19,84,58,0.0000000000000001,0,0
"33438",1991,7,20,88,59,1,0,0
"33439",1991,7,21,86,60,0.0000000000000001,0,0
"33440",1991,7,22,76,59,54,0,0
"33441",1991,7,23,65,55,51,0,0
"33442",1991,7,24,66,54,0.0000000000000001,0,0
"33443",1991,7,25,74,55,0,0,0
"33444",1991,7,26,76,52,8,0,0
"33445",1991,7,27,82,54,0.0000000000000001,0,0
"33446",1991,7,28,87,55,0,0,0
"33447",1991,7,29,91,55,0.0000000000000001,0,0
"33448",1991,7,30,94,60,0.0000000000000001,0,0
"33449",1991,7,31,89,56,0,0,0
"33450",1991,8,1,89,60,2,0,0
"33451",1991,8,2,80,55,7,0,0
"33452",1991,8,3,70,57,93,0,0
"33453",1991,8,4,71,58,1,0,0
"33454",1991,8,5,84,58,0,0,0
"33455",1991,8,6,81,55,12,0,0
"33456",1991,8,7,83,51,1,0,0
"33457",1991,8,8,82,56,3,0.0000000000000001,0
"33458",1991,8,9,79,57,0,0,0
"33459",1991,8,10,81,58,0,0,0
"33460",1991,8,11,82,56,0.0000000000000001,0,0
"33461",1991,8,12,72,58,5,0,0
"33462",1991,8,13,75,60,0.0000000000000001,0,0
"33463",1991,8,14,86,53,0,0,0
"33464",1991,8,15,87,58,20,0,0
"33465",1991,8,16,80,59,7,0,0
"33466",1991,8,17,82,54,0,0,0
"33467",1991,8,18,82,55,0,0,0
"33468",1991,8,19,82,57,0,0,0
"33469",1991,8,20,83,52,0,0,0
"33470",1991,8,21,88,52,6,0,0
"33471",1991,8,22,87,55,0.0000000000000001,0,0
"33472",1991,8,23,88,55,0,0,0
"33473",1991,8,24,90,54,0.0000000000000001,0,0
"33474",1991,8,25,91,55,0,0,0
"33475",1991,8,26,92,58,0,0,0
"33476",1991,8,27,90,59,0,0,0
"33477",1991,8,28,87,60,52,0,0
"33478",1991,8,29,88,57,12,0,0
"33479",1991,8,30,84,55,0,0,0
"33480",1991,8,31,82,52,0,0,0
"33481",1991,9,1,84,51,0,0,0
"33482",1991,9,2,83,54,0.0000000000000001,0,0
"33483",1991,9,3,77,50,0,0,0
"33484",1991,9,4,83,52,0.0000000000000001,0,0
"33485",1991,9,5,81,53,0,0,0
"33486",1991,9,6,78,56,0,0,0
"33487",1991,9,7,80,56,0.0000000000000001,0,0
"33488",1991,9,8,79,58,0,0,0
"33489",1991,9,9,76,49,14,0,0
"33490",1991,9,10,72,58,4,0,0
"33491",1991,9,11,79,51,0.0000000000000001,0,0
"33492",1991,9,12,75,52,7,0,0
"33493",1991,9,13,73,52,0.0000000000000001,0,0
"33494",1991,9,14,77,45,0.0000000000000001,0,0
"33495",1991,9,15,66,47,0.0000000000000001,0,0
"33496",1991,9,16,70,38,0,0,0
"33497",1991,9,17,64,45,0,0,0
"33498",1991,9,18,59,40,0.0000000000000001,0,0
"33499",1991,9,19,66,36,0,0,0
"33500",1991,9,20,77,38,0,0,0
"33501",1991,9,21,85,43,0,0,0
"33502",1991,9,22,62,39,0,0,0
"33503",1991,9,23,71,34,0,0,0
"33504",1991,9,24,72,33,0,0,0
"33505",1991,9,25,76,39,0,0,0
"33506",1991,9,26,78,40,0,0,0
"33507",1991,9,27,77,42,0,0,0
"33508",1991,9,28,82,41,0,0,0
"33509",1991,9,29,81,45,0.0000000000000001,0,0
"33510",1991,9,30,63,51,60,0,0
"33511",1991,10,1,80,42,0,0,0
"33512",1991,10,2,79,52,0,0,0
"33513",1991,10,3,75,45,0,0,0
"33514",1991,10,4,63,34,12,0,0
"33515",1991,10,5,55,31,0,0,0
"33516",1991,10,6,66,31,0,0,0
"33517",1991,10,7,81,34,0,0,0
"33518",1991,10,8,80,41,0,0,0
"33519",1991,10,9,77,39,0,0,0
"33520",1991,10,10,79,38,0,0,0
"33521",1991,10,11,80,40,0,0,0
"33522",1991,10,12,81,39,0,0,0
"33523",1991,10,13,73,50,0,0,0
"33524",1991,10,14,68,35,0,0,0
"33525",1991,10,15,76,40,0,0,0
"33526",1991,10,16,88,38,0,0,0
"33527",1991,10,17,83,50,0,0,0
"33528",1991,10,18,71,36,0,0,0
"33529",1991,10,19,66,29,0,0,0
"33530",1991,10,20,64,32,0,0,0
"33531",1991,10,21,72,33,0,0,0
"33532",1991,10,22,74,34,0,0,0
"33533",1991,10,23,56,36,0,0,0
"33534",1991,10,24,48,36,25,0,0
"33535",1991,10,25,53,34,3,0,0
"33536",1991,10,26,62,31,0.0000000000000001,0,0
"33537",1991,10,27,58,36,0,0,0
"33538",1991,10,28,48,21,7,4,0.0000000000000001
"33539",1991,10,29,28,10,0.0000000000000001,0.0000000000000001,0.0000000000000001
"33540",1991,10,30,21,10,22,80,5
"33541",1991,10,31,40,4,0.0000000000000001,0.0000000000000001,4
"33542",1991,11,1,29,11,5,13,3
"33543",1991,11,2,21,3,3,5,3
"33544",1991,11,3,34,-1,0,0,3
"33545",1991,11,4,47,17,0,0,1
"33546",1991,11,5,56,34,0,0,0
"33547",1991,11,6,54,25,1,0.0000000000000001,0.0000000000000001
"33548",1991,11,7,44,24,1,2,0
"33549",1991,11,8,62,21,0,0,0
"33550",1991,11,9,69,35,0.0000000000000001,0,0
"33551",1991,11,10,49,38,12,0,0
"33552",1991,11,11,51,34,0.0000000000000001,0,0
"33553",1991,11,12,66,23,0,0,0
"33554",1991,11,13,63,31,0,0,0
"33555",1991,11,14,48,26,0,0,0
"33556",1991,11,15,39,31,31,19,1
"33557",1991,11,16,34,30,17,18,3
"33558",1991,11,17,37,31,26,11,1
"33559",1991,11,18,40,25,25,3,0.0000000000000001
"33560",1991,11,19,45,29,24,24,0.0000000000000001
"33561",1991,11,20,52,18,0,0,0
"33562",1991,11,21,55,36,0.0000000000000001,0,0
"33563",1991,11,22,38,27,0,0,0
"33564",1991,11,23,41,15,0,0,0
"33565",1991,11,24,42,19,0,0,0
"33566",1991,11,25,50,21,0,0,0
"33567",1991,11,26,55,30,0,0,0
"33568",1991,11,27,56,28,0,0,0
"33569",1991,11,28,40,26,3,2,0
"33570",1991,11,29,34,25,0.0000000000000001,1,0
"33571",1991,11,30,27,14,0.0000000000000001,0.0000000000000001,0
"33572",1991,12,1,28,7,0,0,0
"33573",1991,12,2,34,11,0,0,0
"33574",1991,12,3,41,14,0,0,0
"33575",1991,12,4,50,18,0,0,0
"33576",1991,12,5,50,22,0,0,0
"33577",1991,12,6,66,22,0,0,0
"33578",1991,12,7,67,25,0,0,0
"33579",1991,12,8,45,26,0,0,0
"33580",1991,12,9,52,18,0,0,0
"33581",1991,12,10,47,20,0,0,0
"33582",1991,12,11,39,24,0,0,0
"33583",1991,12,12,49,24,0,0,0
"33584",1991,12,13,42,23,0,0,0
"33585",1991,12,14,52,11,0,0,0
"33586",1991,12,15,47,18,0,0,0
"33587",1991,12,16,62,21,0,0,0
"33588",1991,12,17,45,19,0,0,0
"33589",1991,12,18,32,15,0,0,0
"33590",1991,12,19,40,23,0.0000000000000001,1,0
"33591",1991,12,20,36,27,1,2,0
"33592",1991,12,21,48,15,0,0,0
"33593",1991,12,22,49,20,0,0,0
"33594",1991,12,23,45,30,0,0,0
"33595",1991,12,24,45,12,0,0,0
"33596",1991,12,25,50,14,0,0,0
"33597",1991,12,26,43,16,0,0,0
"33598",1991,12,27,42,13,0,0,0
"33599",1991,12,28,49,12,0,0,0
"33600",1991,12,29,50,19,0,0,0
"33601",1991,12,30,46,14,0,0,0
"33602",1991,12,31,42,17,0.0000000000000001,0.0000000000000001,0
"33603",1992,1,1,43,26,0.0000000000000001,1,0
"33604",1992,1,2,43,12,0,0,0
"33605",1992,1,3,47,18,0,0,0
"33606",1992,1,4,40,21,0,0,0
"33607",1992,1,5,49,16,0,0,0
"33608",1992,1,6,50,19,0,0,0
"33609",1992,1,7,37,25,46,68,6
"33610",1992,1,8,35,23,0,0,4
"33611",1992,1,9,35,11,0,0,4
"33612",1992,1,10,49,12,0,0,3
"33613",1992,1,11,50,15,0,0,3
"33614",1992,1,12,37,26,17,47,6
"33615",1992,1,13,34,6,0,0,6
"33616",1992,1,14,34,13,0,0,5
"33617",1992,1,15,25,-2,0,0,4
"33618",1992,1,16,56,11,0,0,3
"33619",1992,1,17,44,22,0.0000000000000001,0.0000000000000001,3
"33620",1992,1,18,33,10,0,0,3
"33621",1992,1,19,46,10,0,0,2
"33622",1992,1,20,47,14,0,0,2
"33623",1992,1,21,49,18,0,0,2
"33624",1992,1,22,46,28,0,0,1
"33625",1992,1,23,38,22,0,0,1
"33626",1992,1,24,56,26,0,0,0.0000000000000001
"33627",1992,1,25,52,24,0,0,0.0000000000000001
"33628",1992,1,26,48,24,0,0,0
"33629",1992,1,27,44,22,0,0,0
"33630",1992,1,28,53,19,0,0,0
"33631",1992,1,29,56,25,0,0,0
"33632",1992,1,30,57,22,0,0,0
"33633",1992,1,31,59,25,0,0,0
"33634",1992,2,1,59,19,0,0,0
"33635",1992,2,2,59,22,0,0,0
"33636",1992,2,3,47,37,0,0,0
"33637",1992,2,4,45,17,0,0,0
"33638",1992,2,5,46,16,0.0000000000000001,0.0000000000000001,0
"33639",1992,2,6,49,20,0,0,0
"33640",1992,2,7,45,16,0,0,0
"33641",1992,2,8,39,19,0,0,0
"33642",1992,2,9,50,19,0,0,0
"33643",1992,2,10,50,22,0.0000000000000001,0,0
"33644",1992,2,11,42,29,0,0,0
"33645",1992,2,12,48,29,0,0,0
"33646",1992,2,13,50,24,0,0,0
"33647",1992,2,14,53,31,0,0,0
"33648",1992,2,15,52,21,0,0,0
"33649",1992,2,16,50,21,0,0,0
"33650",1992,2,17,48,35,0,0,0
"33651",1992,2,18,48,30,0,0,0
"33652",1992,2,19,54,15,0,0,0
"33653",1992,2,20,60,35,0,0,0
"33654",1992,2,21,62,32,0,0,0
"33655",1992,2,22,58,27,0,0,0
"33656",1992,2,23,50,37,0.0000000000000001,0.0000000000000001,0
"33657",1992,2,24,52,19,0,0,0
"33658",1992,2,25,49,36,0.0000000000000001,0.0000000000000001,0
"33659",1992,2,26,59,27,0,0,0
"33660",1992,2,27,66,44,0,0,0
"33661",1992,2,28,70,30,0,0,0
"33662",1992,2,29,68,26,0,0,0
"33663",1992,3,1,65,31,0,0,0
"33664",1992,3,2,67,31,0,0,0
"33665",1992,3,3,61,30,0,0,0
"33666",1992,3,4,54,36,198,0,0
"33667",1992,3,5,50,34,18,0.0000000000000001,0
"33668",1992,3,6,58,29,0,0,0
"33669",1992,3,7,57,32,0,0,0
"33670",1992,3,8,49,31,33,40,4
"33671",1992,3,9,40,24,95,127,8
"33672",1992,3,10,37,10,0.0000000000000001,0.0000000000000001,7
"33673",1992,3,11,54,17,0,0,5
"33674",1992,3,12,60,39,0,0,2
"33675",1992,3,13,57,31,0,0,0.0000000000000001
"33676",1992,3,14,58,31,0,0,0
"33677",1992,3,15,62,29,0,0,0
"33678",1992,3,16,63,35,0,0,0
"33679",1992,3,17,51,33,0,0,0
"33680",1992,3,18,52,32,28,7,0.0000000000000001
"33681",1992,3,19,45,32,5,2,0
"33682",1992,3,20,60,26,0,0,0
"33683",1992,3,21,51,31,9,10,1
"33684",1992,3,22,45,26,7,16,0
"33685",1992,3,23,58,25,0,0,0
"33686",1992,3,24,55,35,0.0000000000000001,0,0
"33687",1992,3,25,60,26,0,0,0
"33688",1992,3,26,60,29,0,0,0
"33689",1992,3,27,66,36,0,0,0
"33690",1992,3,28,58,42,50,0,0
"33691",1992,3,29,51,36,0,0,0
"33692",1992,3,30,59,31,0,0,0
"33693",1992,3,31,50,32,1,0,0
"33694",1992,4,1,58,19,0,0,0
"33695",1992,4,2,60,39,0,0,0
"33696",1992,4,3,73,30,0,0,0
"33697",1992,4,4,73,38,0,0,0
"33698",1992,4,5,69,36,2,0,0
"33699",1992,4,6,61,38,0.0000000000000001,0,0
"33700",1992,4,7,58,31,0,0,0
"33701",1992,4,8,69,33,0,0,0
"33702",1992,4,9,72,33,0,0,0
"33703",1992,4,10,76,41,0,0,0
"33704",1992,4,11,61,45,0.0000000000000001,0,0
"33705",1992,4,12,66,43,0.0000000000000001,0,0
"33706",1992,4,13,79,42,0.0000000000000001,0,0
"33707",1992,4,14,75,49,17,0,0
"33708",1992,4,15,62,47,0,0,0
"33709",1992,4,16,56,43,94,0,0
"33710",1992,4,17,67,37,0,0,0
"33711",1992,4,18,64,42,10,0,0
"33712",1992,4,19,57,42,0,0,0
"33713",1992,4,20,61,38,0,0,0
"33714",1992,4,21,69,30,0,0,0
"33715",1992,4,22,64,37,0.0000000000000001,0,0
"33716",1992,4,23,60,40,0.0000000000000001,0,0
"33717",1992,4,24,60,31,0,0,0
"33718",1992,4,25,60,29,0,0,0
"33719",1992,4,26,68,33,0,0,0
"33720",1992,4,27,80,40,0.0000000000000001,0,0
"33721",1992,4,28,80,47,0,0,0
"33722",1992,4,29,79,46,0,0,0
"33723",1992,4,30,89,47,0,0,0
"33724",1992,5,1,83,49,0,0,0
"33725",1992,5,2,64,48,0.0000000000000001,0,0
"33726",1992,5,3,76,42,0,0,0
"33727",1992,5,4,73,43,0,0,0
"33728",1992,5,5,75,44,0,0,0
"33729",1992,5,6,80,43,0,0,0
"33730",1992,5,7,80,47,6,0,0
"33731",1992,5,8,79,50,0,0,0
"33732",1992,5,9,77,48,14,0,0
"33733",1992,5,10,64,44,0.0000000000000001,0,0
"33734",1992,5,11,80,41,0,0,0
"33735",1992,5,12,74,44,3,0,0
"33736",1992,5,13,69,43,4,0,0
"33737",1992,5,14,76,45,0.0000000000000001,0,0
"33738",1992,5,15,82,44,0,0,0
"33739",1992,5,16,81,46,0,0,0
"33740",1992,5,17,79,44,0,0,0
"33741",1992,5,18,86,46,0,0,0
"33742",1992,5,19,86,50,4,0,0
"33743",1992,5,20,84,52,0.0000000000000001,0,0
"33744",1992,5,21,78,56,0.0000000000000001,0,0
"33745",1992,5,22,65,47,3,0,0
"33746",1992,5,23,62,46,1,0,0
"33747",1992,5,24,73,42,0,0,0
"33748",1992,5,25,69,47,17,0,0
"33749",1992,5,26,59,40,4,0,0
"33750",1992,5,27,54,38,54,0,0
"33751",1992,5,28,56,39,9,0,0
"33752",1992,5,29,67,38,0,0,0
"33753",1992,5,30,66,46,0.0000000000000001,0,0
"33754",1992,5,31,60,42,40,0.0000000000000001,0
"33755",1992,6,1,67,43,8,0,0
"33756",1992,6,2,73,41,0,0,0
"33757",1992,6,3,79,48,2,0,0
"33758",1992,6,4,73,49,0,0,0
"33759",1992,6,5,72,47,0.0000000000000001,0,0
"33760",1992,6,6,72,48,0.0000000000000001,0,0
"33761",1992,6,7,73,51,1,0,0
"33762",1992,6,8,71,49,145,0.0000000000000001,0
"33763",1992,6,9,72,45,0,0,0
"33764",1992,6,10,78,48,0.0000000000000001,0,0
"33765",1992,6,11,78,51,0,0,0
"33766",1992,6,12,80,52,0,0,0
"33767",1992,6,13,84,54,0.0000000000000001,0,0
"33768",1992,6,14,76,51,41,0.0000000000000001,0
"33769",1992,6,15,77,57,10,0.0000000000000001,0
"33770",1992,6,16,73,52,0,0,0
"33771",1992,6,17,77,54,0,0,0
"33772",1992,6,18,83,49,0,0,0
"33773",1992,6,19,77,56,0,0,0
"33774",1992,6,20,76,56,0.0000000000000001,0,0
"33775",1992,6,21,78,49,19,0.0000000000000001,0
"33776",1992,6,22,79,56,0.0000000000000001,0,0
"33777",1992,6,23,85,58,0.0000000000000001,0,0
"33778",1992,6,24,86,50,249,5,0.0000000000000001
"33779",1992,6,25,69,56,54,0,0
"33780",1992,6,26,75,53,0.0000000000000001,0,0
"33781",1992,6,27,76,53,7,0,0
"33782",1992,6,28,82,52,42,0,0
"33783",1992,6,29,80,52,0,0,0
"33784",1992,6,30,90,58,0,0,0
"33785",1992,7,1,84,57,0.0000000000000001,0,0
"33786",1992,7,2,66,48,28,0,0
"33787",1992,7,3,80,44,0,0,0
"33788",1992,7,4,87,55,0,0,0
"33789",1992,7,5,81,53,1,0,0
"33790",1992,7,6,93,59,1,0,0
"33791",1992,7,7,82,58,9,0,0
"33792",1992,7,8,76,60,0,0,0
"33793",1992,7,9,86,56,0.0000000000000001,0,0
"33794",1992,7,10,82,58,0,0,0
"33795",1992,7,11,84,59,0.0000000000000001,0,0
"33796",1992,7,12,74,55,8,0,0
"33797",1992,7,13,80,58,0.0000000000000001,0,0
"33798",1992,7,14,87,51,0.0000000000000001,0,0
"33799",1992,7,15,79,61,21,0,0
"33800",1992,7,16,64,50,1,0,0
"33801",1992,7,17,77,48,2,0,0
"33802",1992,7,18,85,52,0,0,0
"33803",1992,7,19,80,54,0.0000000000000001,0,0
"33804",1992,7,20,72,57,94,0,0
"33805",1992,7,21,80,57,0.0000000000000001,0,0
"33806",1992,7,22,77,51,0.0000000000000001,0,0
"33807",1992,7,23,79,55,2,0,0
"33808",1992,7,24,88,55,0.0000000000000001,0,0
"33809",1992,7,25,80,62,20,0,0
"33810",1992,7,26,79,57,6,0,0
"33811",1992,7,27,90,52,0,0,0
"33812",1992,7,28,86,58,3,0,0
"33813",1992,7,29,88,54,0,0,0
"33814",1992,7,30,78,57,0,0,0
"33815",1992,7,31,82,51,0.0000000000000001,0,0
"33816",1992,8,1,88,56,4,0.0000000000000001,0
"33817",1992,8,2,80,55,1,0,0
"33818",1992,8,3,79,59,1,0,0
"33819",1992,8,4,77,52,5,0,0
"33820",1992,8,5,79,61,0,0,0
"33821",1992,8,6,79,59,1,0,0
"33822",1992,8,7,90,50,0,0,0
"33823",1992,8,8,88,61,3,0,0
"33824",1992,8,9,94,54,0,0,0
"33825",1992,8,10,81,60,2,0,0
"33826",1992,8,11,79,57,0,0,0
"33827",1992,8,12,74,58,1,0,0
"33828",1992,8,13,82,48,0,0,0
"33829",1992,8,14,77,53,0,0,0
"33830",1992,8,15,91,51,0,0,0
"33831",1992,8,16,79,58,2,0,0
"33832",1992,8,17,72,55,4,0,0
"33833",1992,8,18,77,50,0,0,0
"33834",1992,8,19,90,50,0,0,0
"33835",1992,8,20,86,53,0.0000000000000001,0,0
"33836",1992,8,21,79,54,0.0000000000000001,0,0
"33837",1992,8,22,88,60,1,0,0
"33838",1992,8,23,72,56,26,0,0
"33839",1992,8,24,60,49,154,0,0
"33840",1992,8,25,57,48,22,0,0
"33841",1992,8,26,70,46,37,0,0
"33842",1992,8,27,76,39,0,0,0
"33843",1992,8,28,83,42,0,0,0
"33844",1992,8,29,71,50,0,0,0
"33845",1992,8,30,72,46,0.0000000000000001,0,0
"33846",1992,8,31,74,47,0.0000000000000001,0,0
"33847",1992,9,1,76,49,1,0,0
"33848",1992,9,2,82,54,0,0,0
"33849",1992,9,3,82,45,0,0,0
"33850",1992,9,4,83,56,0.0000000000000001,0,0
"33851",1992,9,5,74,53,0.0000000000000001,0,0
"33852",1992,9,6,79,47,0,0,0
"33853",1992,9,7,69,49,0.0000000000000001,0,0
"33854",1992,9,8,75,42,0,0,0
"33855",1992,9,9,68,50,0,0,0
"33856",1992,9,10,72,43,0,0,0
"33857",1992,9,11,86,43,0,0,0
"33858",1992,9,12,85,55,0,0,0
"33859",1992,9,13,84,51,0,0,0
"33860",1992,9,14,82,47,0.0000000000000001,0,0
"33861",1992,9,15,86,55,0,0,0
"33862",1992,9,16,84,55,0.0000000000000001,0,0
"33863",1992,9,17,82,46,0.0000000000000001,0,0
"33864",1992,9,18,71,41,0,0,0
"33865",1992,9,19,77,44,0,0,0
"33866",1992,9,20,80,49,0,0,0
"33867",1992,9,21,74,55,1,0,0
"33868",1992,9,22,79,39,0,0,0
"33869",1992,9,23,87,44,0,0,0
"33870",1992,9,24,85,44,0,0,0
"33871",1992,9,25,69,53,0,0,0
"33872",1992,9,26,67,45,0,0,0
"33873",1992,9,27,81,38,0,0,0
"33874",1992,9,28,70,36,0,0,0
