"","Time","Year","Mon","Day","Min"
"14072",14073,1987,7,13,47
"14073",14074,1987,7,14,54
"14074",14075,1987,7,15,61
"14075",14076,1987,7,16,62
"14076",14077,1987,7,17,60
"14077",14078,1987,7,18,52
"14078",14079,1987,7,19,55
"14079",14080,1987,7,20,58
"14080",14081,1987,7,21,59
"14081",14082,1987,7,22,61
"14082",14083,1987,7,23,62
"14083",14084,1987,7,24,64
"14084",14085,1987,7,25,65
"14085",14086,1987,7,26,65
"14086",14087,1987,7,27,66
"14087",14088,1987,7,28,65
"14088",14089,1987,7,29,62
"14089",14090,1987,7,30,65
"14090",14091,1987,7,31,66
"14091",14092,1987,8,1,65
"14092",14093,1987,8,2,64
"14093",14094,1987,8,3,67
"14094",14095,1987,8,4,58
"14095",14096,1987,8,5,58
"14096",14097,1987,8,6,62
"14097",14098,1987,8,7,62
"14098",14099,1987,8,8,56
"14099",14100,1987,8,9,62
"14100",14101,1987,8,10,57
"14101",14102,1987,8,11,62
"14102",14103,1987,8,12,59
"14103",14104,1987,8,13,53
"14104",14105,1987,8,14,57
"14105",14106,1987,8,15,58
"14106",14107,1987,8,16,51
"14107",14108,1987,8,17,53
"14108",14109,1987,8,18,51
"14109",14110,1987,8,19,60
"14110",14111,1987,8,20,61
"14111",14112,1987,8,21,62
"14112",14113,1987,8,22,54
"14113",14114,1987,8,23,54
"14114",14115,1987,8,24,53
"14115",14116,1987,8,25,55
"14116",14117,1987,8,26,52
"14117",14118,1987,8,27,50
"14118",14119,1987,8,28,50
"14119",14120,1987,8,29,51
"14120",14121,1987,8,30,56
"14121",14122,1987,8,31,51
"14122",14123,1987,9,1,55
"14123",14124,1987,9,2,57
"14124",14125,1987,9,3,59
"14125",14126,1987,9,4,54
"14126",14127,1987,9,5,51
"14127",14128,1987,9,6,49
"14128",14129,1987,9,7,52
"14129",14130,1987,9,8,51
"14130",14131,1987,9,9,51
"14131",14132,1987,9,10,51
"14132",14133,1987,9,11,45
"14133",14134,1987,9,12,47
"14134",14135,1987,9,13,55
"14135",14136,1987,9,14,52
"14136",14137,1987,9,15,50
"14137",14138,1987,9,16,45
"14138",14139,1987,9,17,46
"14139",14140,1987,9,18,40
"14140",14141,1987,9,19,39
"14141",14142,1987,9,20,46
"14142",14143,1987,9,21,41
"14143",14144,1987,9,22,42
"14144",14145,1987,9,23,47
"14145",14146,1987,9,24,47
"14146",14147,1987,9,25,48
"14147",14148,1987,9,26,50
"14148",14149,1987,9,27,47
"14149",14150,1987,9,28,40
"14150",14151,1987,9,29,41
"14151",14152,1987,9,30,39
"14152",14153,1987,10,1,47
"14153",14154,1987,10,2,40
"14154",14155,1987,10,3,48
"14155",14156,1987,10,4,49
"14156",14157,1987,10,5,42
"14157",14158,1987,10,6,35
"14158",14159,1987,10,7,35
"14159",14160,1987,10,8,49
"14160",14161,1987,10,9,30
"14161",14162,1987,10,10,27
"14162",14163,1987,10,11,28
"14163",14164,1987,10,12,31
"14164",14165,1987,10,13,40
"14165",14166,1987,10,14,37
"14166",14167,1987,10,15,37
"14167",14168,1987,10,16,34
"14168",14169,1987,10,17,32
"14169",14170,1987,10,18,32
"14170",14171,1987,10,19,29
"14171",14172,1987,10,20,27
"14172",14173,1987,10,21,29
"14173",14174,1987,10,22,30
"14174",14175,1987,10,23,36
"14175",14176,1987,10,24,30
"14176",14177,1987,10,25,39
"14177",14178,1987,10,26,36
"14178",14179,1987,10,27,29
"14179",14180,1987,10,28,32
"14180",14181,1987,10,29,44
"14181",14182,1987,10,30,47
"14182",14183,1987,10,31,47
"14183",14184,1987,11,1,44
"14184",14185,1987,11,2,44
"14185",14186,1987,11,3,40
"14186",14187,1987,11,4,39
"14187",14188,1987,11,5,32
"14188",14189,1987,11,6,41
"14189",14190,1987,11,7,40
"14190",14191,1987,11,8,31
"14191",14192,1987,11,9,29
"14192",14193,1987,11,10,27
"14193",14194,1987,11,11,34
"14194",14195,1987,11,12,34
"14195",14196,1987,11,13,34
"14196",14197,1987,11,14,36
"14197",14198,1987,11,15,24
"14198",14199,1987,11,16,14
"14199",14200,1987,11,17,19
"14200",14201,1987,11,18,14
"14201",14202,1987,11,19,22
"14202",14203,1987,11,20,27
"14203",14204,1987,11,21,29
"14204",14205,1987,11,22,26
"14205",14206,1987,11,23,24
"14206",14207,1987,11,24,24
"14207",14208,1987,11,25,23
"14208",14209,1987,11,26,24
"14209",14210,1987,11,27,14
"14210",14211,1987,11,28,14
"14211",14212,1987,11,29,12
"14212",14213,1987,11,30,15
"14213",14214,1987,12,1,13
"14214",14215,1987,12,2,33
"14215",14216,1987,12,3,36
"14216",14217,1987,12,4,37
"14217",14218,1987,12,5,36
"14218",14219,1987,12,6,34
"14219",14220,1987,12,7,31
"14220",14221,1987,12,8,28
"14221",14222,1987,12,9,23
"14222",14223,1987,12,10,37
"14223",14224,1987,12,11,23
"14224",14225,1987,12,12,20
"14225",14226,1987,12,13,15
"14226",14227,1987,12,14,2
"14227",14228,1987,12,15,0
"14228",14229,1987,12,16,6
"14229",14230,1987,12,17,12
"14230",14231,1987,12,18,20
"14231",14232,1987,12,19,18
"14232",14233,1987,12,20,19
"14233",14234,1987,12,21,16
"14234",14235,1987,12,22,19
"14235",14236,1987,12,23,16
"14236",14237,1987,12,24,6
"14237",14238,1987,12,25,-2
"14238",14239,1987,12,26,-1
"14239",14240,1987,12,27,14
"14240",14241,1987,12,28,13
"14241",14242,1987,12,29,3
"14242",14243,1987,12,30,3
"14243",14244,1987,12,31,-6
"14244",14245,1988,1,1,-3
"14245",14246,1988,1,2,-6
"14246",14247,1988,1,3,-6
"14247",14248,1988,1,4,-12
"14248",14249,1988,1,5,1
"14249",14250,1988,1,6,4
"14250",14251,1988,1,7,-6
"14251",14252,1988,1,8,-4
"14252",14253,1988,1,9,0
"14253",14254,1988,1,10,15
"14254",14255,1988,1,11,30
"14255",14256,1988,1,12,13
"14256",14257,1988,1,13,12
"14257",14258,1988,1,14,20
"14258",14259,1988,1,15,30
"14259",14260,1988,1,16,22
"14260",14261,1988,1,17,16
"14261",14262,1988,1,18,20
"14262",14263,1988,1,19,6
"14263",14264,1988,1,20,4
"14264",14265,1988,1,21,14
"14265",14266,1988,1,22,14
"14266",14267,1988,1,23,24
"14267",14268,1988,1,24,10
"14268",14269,1988,1,25,10
"14269",14270,1988,1,26,16
"14270",14271,1988,1,27,19
"14271",14272,1988,1,28,33
"14272",14273,1988,1,29,32
"14273",14274,1988,1,30,32
"14274",14275,1988,1,31,19
"14275",14276,1988,2,1,10
"14276",14277,1988,2,2,12
"14277",14278,1988,2,3,19
"14278",14279,1988,2,4,19
"14279",14280,1988,2,5,9
"14280",14281,1988,2,6,9
"14281",14282,1988,2,7,24
"14282",14283,1988,2,8,25
"14283",14284,1988,2,9,24
"14284",14285,1988,2,10,5
"14285",14286,1988,2,11,4
"14286",14287,1988,2,12,31
"14287",14288,1988,2,13,34
"14288",14289,1988,2,14,28
"14289",14290,1988,2,15,28
"14290",14291,1988,2,16,24
"14291",14292,1988,2,17,11
"14292",14293,1988,2,18,13
"14293",14294,1988,2,19,20
"14294",14295,1988,2,20,32
"14295",14296,1988,2,21,32
"14296",14297,1988,2,22,24
"14297",14298,1988,2,23,20
"14298",14299,1988,2,24,20
"14299",14300,1988,2,25,24
"14300",14301,1988,2,26,30
"14301",14302,1988,2,27,26
"14302",14303,1988,2,28,30
"14303",14304,1988,2,29,27
"14304",14305,1988,3,1,31
"14305",14306,1988,3,2,25
"14306",14307,1988,3,3,20
"14307",14308,1988,3,4,28
"14308",14309,1988,3,5,25
"14309",14310,1988,3,6,30
"14310",14311,1988,3,7,28
"14311",14312,1988,3,8,23
"14312",14313,1988,3,9,30
"14313",14314,1988,3,10,28
"14314",14315,1988,3,11,27
"14315",14316,1988,3,12,17
"14316",14317,1988,3,13,16
"14317",14318,1988,3,14,17
"14318",14319,1988,3,15,22
"14319",14320,1988,3,16,14
"14320",14321,1988,3,17,13
"14321",14322,1988,3,18,16
"14322",14323,1988,3,19,28
"14323",14324,1988,3,20,36
"14324",14325,1988,3,21,43
"14325",14326,1988,3,22,41
"14326",14327,1988,3,23,30
"14327",14328,1988,3,24,36
"14328",14329,1988,3,25,30
"14329",14330,1988,3,26,32
"14330",14331,1988,3,27,31
"14331",14332,1988,3,28,24
"14332",14333,1988,3,29,20
"14333",14334,1988,3,30,27
"14334",14335,1988,3,31,19
"14335",14336,1988,4,1,17
"14336",14337,1988,4,2,29
"14337",14338,1988,4,3,35
"14338",14339,1988,4,4,45
"14339",14340,1988,4,5,38
"14340",14341,1988,4,6,35
"14341",14342,1988,4,7,45
"14342",14343,1988,4,8,31
"14343",14344,1988,4,9,28
"14344",14345,1988,4,10,22
"14345",14346,1988,4,11,29
"14346",14347,1988,4,12,39
"14347",14348,1988,4,13,45
"14348",14349,1988,4,14,35
"14349",14350,1988,4,15,36
"14350",14351,1988,4,16,40
"14351",14352,1988,4,17,38
"14352",14353,1988,4,18,33
"14353",14354,1988,4,19,44
"14354",14355,1988,4,20,43
"14355",14356,1988,4,21,38
"14356",14357,1988,4,22,29
"14357",14358,1988,4,23,29
"14358",14359,1988,4,24,35
"14359",14360,1988,4,25,37
"14360",14361,1988,4,26,26
"14361",14362,1988,4,27,29
"14362",14363,1988,4,28,39
"14363",14364,1988,4,29,45
"14364",14365,1988,4,30,51
"14365",14366,1988,5,1,35
"14366",14367,1988,5,2,32
"14367",14368,1988,5,3,28
"14368",14369,1988,5,4,35
"14369",14370,1988,5,5,40
"14370",14371,1988,5,6,48
"14371",14372,1988,5,7,43
"14372",14373,1988,5,8,42
"14373",14374,1988,5,9,37
"14374",14375,1988,5,10,46
"14375",14376,1988,5,11,42
"14376",14377,1988,5,12,46
"14377",14378,1988,5,13,51
"14378",14379,1988,5,14,55
"14379",14380,1988,5,15,47
"14380",14381,1988,5,16,47
"14381",14382,1988,5,17,55
"14382",14383,1988,5,18,52
"14383",14384,1988,5,19,40
"14384",14385,1988,5,20,40
"14385",14386,1988,5,21,44
"14386",14387,1988,5,22,38
"14387",14388,1988,5,23,45
"14388",14389,1988,5,24,49
"14389",14390,1988,5,25,49
"14390",14391,1988,5,26,49
"14391",14392,1988,5,27,51
"14392",14393,1988,5,28,51
"14393",14394,1988,5,29,57
"14394",14395,1988,5,30,57
"14395",14396,1988,5,31,47
"14396",14397,1988,6,1,42
"14397",14398,1988,6,2,49
"14398",14399,1988,6,3,50
"14399",14400,1988,6,4,55
"14400",14401,1988,6,5,59
"14401",14402,1988,6,6,55
"14402",14403,1988,6,7,59
"14403",14404,1988,6,8,59
"14404",14405,1988,6,9,60
"14405",14406,1988,6,10,55
"14406",14407,1988,6,11,56
"14407",14408,1988,6,12,54
"14408",14409,1988,6,13,53
"14409",14410,1988,6,14,52
"14410",14411,1988,6,15,56
"14411",14412,1988,6,16,53
"14412",14413,1988,6,17,60
"14413",14414,1988,6,18,64
"14414",14415,1988,6,19,62
"14415",14416,1988,6,20,63
"14416",14417,1988,6,21,65
"14417",14418,1988,6,22,62
"14418",14419,1988,6,23,61
"14419",14420,1988,6,24,64
"14420",14421,1988,6,25,62
"14421",14422,1988,6,26,59
"14422",14423,1988,6,27,60
"14423",14424,1988,6,28,60
"14424",14425,1988,6,29,63
"14425",14426,1988,6,30,59
"14426",14427,1988,7,1,51
"14427",14428,1988,7,2,57
"14428",14429,1988,7,3,63
"14429",14430,1988,7,4,63
"14430",14431,1988,7,5,58
"14431",14432,1988,7,6,68
"14432",14433,1988,7,7,60
"14433",14434,1988,7,8,60
"14434",14435,1988,7,9,55
"14435",14436,1988,7,10,55
"14436",14437,1988,7,11,56
"14437",14438,1988,7,12,61
"14438",14439,1988,7,13,61
"14439",14440,1988,7,14,68
"14440",14441,1988,7,15,65
"14441",14442,1988,7,16,63
"14442",14443,1988,7,17,61
"14443",14444,1988,7,18,58
"14444",14445,1988,7,19,50
"14445",14446,1988,7,20,53
"14446",14447,1988,7,21,51
"14447",14448,1988,7,22,57
"14448",14449,1988,7,23,64
"14449",14450,1988,7,24,57
"14450",14451,1988,7,25,60
"14451",14452,1988,7,26,61
"14452",14453,1988,7,27,59
"14453",14454,1988,7,28,63
"14454",14455,1988,7,29,60
"14455",14456,1988,7,30,59
"14456",14457,1988,7,31,61
"14457",14458,1988,8,1,62
"14458",14459,1988,8,2,61
"14459",14460,1988,8,3,60
"14460",14461,1988,8,4,60
"14461",14462,1988,8,5,62
"14462",14463,1988,8,6,65
"14463",14464,1988,8,7,61
"14464",14465,1988,8,8,56
"14465",14466,1988,8,9,57
"14466",14467,1988,8,10,60
"14467",14468,1988,8,11,61
"14468",14469,1988,8,12,62
"14469",14470,1988,8,13,59
"14470",14471,1988,8,14,59
"14471",14472,1988,8,15,62
"14472",14473,1988,8,16,62
"14473",14474,1988,8,17,59
"14474",14475,1988,8,18,58
"14475",14476,1988,8,19,57
"14476",14477,1988,8,20,59
"14477",14478,1988,8,21,63
"14478",14479,1988,8,22,62
"14479",14480,1988,8,23,59
"14480",14481,1988,8,24,58
"14481",14482,1988,8,25,60
"14482",14483,1988,8,26,66
"14483",14484,1988,8,27,58
"14484",14485,1988,8,28,53
"14485",14486,1988,8,29,53
"14486",14487,1988,8,30,51
"14487",14488,1988,8,31,59
"14488",14489,1988,9,1,61
"14489",14490,1988,9,2,57
"14490",14491,1988,9,3,48
"14491",14492,1988,9,4,46
"14492",14493,1988,9,5,48
"14493",14494,1988,9,6,51
"14494",14495,1988,9,7,59
"14495",14496,1988,9,8,53
"14496",14497,1988,9,9,50
"14497",14498,1988,9,10,59
"14498",14499,1988,9,11,47
"14499",14500,1988,9,12,41
"14500",14501,1988,9,13,43
"14501",14502,1988,9,14,45
"14502",14503,1988,9,15,41
"14503",14504,1988,9,16,49
"14504",14505,1988,9,17,43
"14505",14506,1988,9,18,48
"14506",14507,1988,9,19,41
"14507",14508,1988,9,20,37
"14508",14509,1988,9,21,51
"14509",14510,1988,9,22,45
"14510",14511,1988,9,23,42
"14511",14512,1988,9,24,45
"14512",14513,1988,9,25,45
"14513",14514,1988,9,26,50
"14514",14515,1988,9,27,47
"14515",14516,1988,9,28,42
"14516",14517,1988,9,29,35
"14517",14518,1988,9,30,36
"14518",14519,1988,10,1,47
"14519",14520,1988,10,2,40
"14520",14521,1988,10,3,43
"14521",14522,1988,10,4,40
"14522",14523,1988,10,5,36
"14523",14524,1988,10,6,37
"14524",14525,1988,10,7,36
"14525",14526,1988,10,8,41
"14526",14527,1988,10,9,38
"14527",14528,1988,10,10,37
"14528",14529,1988,10,11,38
"14529",14530,1988,10,12,42
"14530",14531,1988,10,13,45
"14531",14532,1988,10,14,47
"14532",14533,1988,10,15,46
"14533",14534,1988,10,16,46
"14534",14535,1988,10,17,49
"14535",14536,1988,10,18,42
"14536",14537,1988,10,19,39
"14537",14538,1988,10,20,33
"14538",14539,1988,10,21,36
"14539",14540,1988,10,22,38
"14540",14541,1988,10,23,28
"14541",14542,1988,10,24,32
"14542",14543,1988,10,25,31
"14543",14544,1988,10,26,34
"14544",14545,1988,10,27,33
"14545",14546,1988,10,28,25
"14546",14547,1988,10,29,33
"14547",14548,1988,10,30,36
"14548",14549,1988,10,31,34
"14549",14550,1988,11,1,33
"14550",14551,1988,11,2,44
"14551",14552,1988,11,3,43
"14552",14553,1988,11,4,40
"14553",14554,1988,11,5,30
"14554",14555,1988,11,6,31
"14555",14556,1988,11,7,33
"14556",14557,1988,11,8,25
"14557",14558,1988,11,9,29
"14558",14559,1988,11,10,23
"14559",14560,1988,11,11,31
"14560",14561,1988,11,12,28
"14561",14562,1988,11,13,30
"14562",14563,1988,11,14,30
"14563",14564,1988,11,15,25
"14564",14565,1988,11,16,19
"14565",14566,1988,11,17,20
"14566",14567,1988,11,18,22
"14567",14568,1988,11,19,17
"14568",14569,1988,11,20,21
"14569",14570,1988,11,21,20
"14570",14571,1988,11,22,29
"14571",14572,1988,11,23,37
"14572",14573,1988,11,24,33
"14573",14574,1988,11,25,24
"14574",14575,1988,11,26,19
"14575",14576,1988,11,27,13
"14576",14577,1988,11,28,26
"14577",14578,1988,11,29,21
"14578",14579,1988,11,30,19
"14579",14580,1988,12,1,26
"14580",14581,1988,12,2,28
"14581",14582,1988,12,3,20
"14582",14583,1988,12,4,19
"14583",14584,1988,12,5,20
"14584",14585,1988,12,6,21
"14585",14586,1988,12,7,12
"14586",14587,1988,12,8,2
"14587",14588,1988,12,9,14
"14588",14589,1988,12,10,16
"14589",14590,1988,12,11,22
"14590",14591,1988,12,12,25
"14591",14592,1988,12,13,34
"14592",14593,1988,12,14,25
"14593",14594,1988,12,15,3
"14594",14595,1988,12,16,2
"14595",14596,1988,12,17,22
"14596",14597,1988,12,18,30
"14597",14598,1988,12,19,29
"14598",14599,1988,12,20,26
"14599",14600,1988,12,21,20
"14600",14601,1988,12,22,27
"14601",14602,1988,12,23,17
"14602",14603,1988,12,24,14
"14603",14604,1988,12,25,17
"14604",14605,1988,12,26,-1
"14605",14606,1988,12,27,-2
"14606",14607,1988,12,28,-3
"14607",14608,1988,12,29,5
"14608",14609,1988,12,30,11
"14609",14610,1988,12,31,14
"14610",14611,1989,1,1,13
"14611",14612,1989,1,2,15
"14612",14613,1989,1,3,26
"14613",14614,1989,1,4,25
"14614",14615,1989,1,5,32
"14615",14616,1989,1,6,27
"14616",14617,1989,1,7,15
"14617",14618,1989,1,8,11
"14618",14619,1989,1,9,20
"14619",14620,1989,1,10,25
"14620",14621,1989,1,11,17
"14621",14622,1989,1,12,1
"14622",14623,1989,1,13,0
"14623",14624,1989,1,14,16
"14624",14625,1989,1,15,12
"14625",14626,1989,1,16,16
"14626",14627,1989,1,17,31
"14627",14628,1989,1,18,25
"14628",14629,1989,1,19,27
"14629",14630,1989,1,20,20
"14630",14631,1989,1,21,24
"14631",14632,1989,1,22,25
"14632",14633,1989,1,23,26
"14633",14634,1989,1,24,21
"14634",14635,1989,1,25,15
"14635",14636,1989,1,26,9
"14636",14637,1989,1,27,17
"14637",14638,1989,1,28,19
"14638",14639,1989,1,29,17
"14639",14640,1989,1,30,22
"14640",14641,1989,1,31,26
"14641",14642,1989,2,1,4
"14642",14643,1989,2,2,-11
"14643",14644,1989,2,3,-17
"14644",14645,1989,2,4,-16
"14645",14646,1989,2,5,-24
"14646",14647,1989,2,6,-11
"14647",14648,1989,2,7,-3
"14648",14649,1989,2,8,-8
"14649",14650,1989,2,9,-5
"14650",14651,1989,2,10,12
"14651",14652,1989,2,11,23
"14652",14653,1989,2,12,25
"14653",14654,1989,2,13,20
"14654",14655,1989,2,14,20
"14655",14656,1989,2,15,17
"14656",14657,1989,2,16,13
"14657",14658,1989,2,17,17
"14658",14659,1989,2,18,20
"14659",14660,1989,2,19,21
"14660",14661,1989,2,20,26
"14661",14662,1989,2,21,17
"14662",14663,1989,2,22,23
"14663",14664,1989,2,23,27
"14664",14665,1989,2,24,36
"14665",14666,1989,2,25,36
"14666",14667,1989,2,26,28
"14667",14668,1989,2,27,26
"14668",14669,1989,2,28,20
"14669",14670,1989,3,1,20
"14670",14671,1989,3,2,25
"14671",14672,1989,3,3,2
"14672",14673,1989,3,4,0
"14673",14674,1989,3,5,-5
"14674",14675,1989,3,6,13
"14675",14676,1989,3,7,29
"14676",14677,1989,3,8,33
"14677",14678,1989,3,9,40
"14678",14679,1989,3,10,42
"14679",14680,1989,3,11,41
"14680",14681,1989,3,12,42
"14681",14682,1989,3,13,33
"14682",14683,1989,3,14,30
"14683",14684,1989,3,15,26
"14684",14685,1989,3,16,33
"14685",14686,1989,3,17,25
"14686",14687,1989,3,18,28
"14687",14688,1989,3,19,32
"14688",14689,1989,3,20,21
"14689",14690,1989,3,21,18
"14690",14691,1989,3,22,38
"14691",14692,1989,3,23,31
"14692",14693,1989,3,24,32
"14693",14694,1989,3,25,34
"14694",14695,1989,3,26,37
"14695",14696,1989,3,27,41
"14696",14697,1989,3,28,36
"14697",14698,1989,3,29,36
"14698",14699,1989,3,30,29
"14699",14700,1989,3,31,26
"14700",14701,1989,4,1,35
"14701",14702,1989,4,2,34
"14702",14703,1989,4,3,36
"14703",14704,1989,4,4,29
"14704",14705,1989,4,5,29
"14705",14706,1989,4,6,45
"14706",14707,1989,4,7,42
"14707",14708,1989,4,8,32
"14708",14709,1989,4,9,17
"14709",14710,1989,4,10,11
"14710",14711,1989,4,11,31
"14711",14712,1989,4,12,29
"14712",14713,1989,4,13,31
"14713",14714,1989,4,14,37
"14714",14715,1989,4,15,38
"14715",14716,1989,4,16,47
"14716",14717,1989,4,17,42
"14717",14718,1989,4,18,37
"14718",14719,1989,4,19,39
"14719",14720,1989,4,20,49
"14720",14721,1989,4,21,55
"14721",14722,1989,4,22,55
"14722",14723,1989,4,23,52
"14723",14724,1989,4,24,45
"14724",14725,1989,4,25,49
"14725",14726,1989,4,26,47
"14726",14727,1989,4,27,39
"14727",14728,1989,4,28,32
"14728",14729,1989,4,29,31
"14729",14730,1989,4,30,30
"14730",14731,1989,5,1,27
"14731",14732,1989,5,2,44
"14732",14733,1989,5,3,42
"14733",14734,1989,5,4,37
"14734",14735,1989,5,5,36
"14735",14736,1989,5,6,37
"14736",14737,1989,5,7,49
"14737",14738,1989,5,8,51
"14738",14739,1989,5,9,46
"14739",14740,1989,5,10,44
"14740",14741,1989,5,11,46
"14741",14742,1989,5,12,45
"14742",14743,1989,5,13,42
"14743",14744,1989,5,14,43
"14744",14745,1989,5,15,43
"14745",14746,1989,5,16,43
"14746",14747,1989,5,17,42
"14747",14748,1989,5,18,45
"14748",14749,1989,5,19,50
"14749",14750,1989,5,20,44
"14750",14751,1989,5,21,51
"14751",14752,1989,5,22,49
"14752",14753,1989,5,23,53
"14753",14754,1989,5,24,56
"14754",14755,1989,5,25,48
"14755",14756,1989,5,26,38
"14756",14757,1989,5,27,44
"14757",14758,1989,5,28,53
"14758",14759,1989,5,29,59
"14759",14760,1989,5,30,48
"14760",14761,1989,5,31,44
"14761",14762,1989,6,1,48
"14762",14763,1989,6,2,48
"14763",14764,1989,6,3,48
"14764",14765,1989,6,4,46
"14765",14766,1989,6,5,43
"14766",14767,1989,6,6,54
"14767",14768,1989,6,7,52
"14768",14769,1989,6,8,53
"14769",14770,1989,6,9,52
"14770",14771,1989,6,10,51
"14771",14772,1989,6,11,53
"14772",14773,1989,6,12,50
"14773",14774,1989,6,13,50
"14774",14775,1989,6,14,46
"14775",14776,1989,6,15,46
"14776",14777,1989,6,16,54
"14777",14778,1989,6,17,57
"14778",14779,1989,6,18,58
"14779",14780,1989,6,19,62
"14780",14781,1989,6,20,66
"14781",14782,1989,6,21,46
"14782",14783,1989,6,22,46
"14783",14784,1989,6,23,52
"14784",14785,1989,6,24,52
"14785",14786,1989,6,25,57
"14786",14787,1989,6,26,54
"14787",14788,1989,6,27,53
"14788",14789,1989,6,28,57
"14789",14790,1989,6,29,63
"14790",14791,1989,6,30,55
"14791",14792,1989,7,1,55
"14792",14793,1989,7,2,58
"14793",14794,1989,7,3,64
"14794",14795,1989,7,4,59
"14795",14796,1989,7,5,64
"14796",14797,1989,7,6,65
"14797",14798,1989,7,7,62
"14798",14799,1989,7,8,68
"14799",14800,1989,7,9,66
"14800",14801,1989,7,10,59
"14801",14802,1989,7,11,62
"14802",14803,1989,7,12,64
"14803",14804,1989,7,13,57
"14804",14805,1989,7,14,60
"14805",14806,1989,7,15,58
"14806",14807,1989,7,16,58
"14807",14808,1989,7,17,59
"14808",14809,1989,7,18,56
"14809",14810,1989,7,19,58
"14810",14811,1989,7,20,60
"14811",14812,1989,7,21,60
"14812",14813,1989,7,22,59
"14813",14814,1989,7,23,60
"14814",14815,1989,7,24,61
"14815",14816,1989,7,25,59
"14816",14817,1989,7,26,58
"14817",14818,1989,7,27,61
"14818",14819,1989,7,28,62
"14819",14820,1989,7,29,59
"14820",14821,1989,7,30,59
"14821",14822,1989,7,31,55
"14822",14823,1989,8,1,63
"14823",14824,1989,8,2,63
"14824",14825,1989,8,3,61
"14825",14826,1989,8,4,61
"14826",14827,1989,8,5,62
"14827",14828,1989,8,6,55
"14828",14829,1989,8,7,55
"14829",14830,1989,8,8,53
"14830",14831,1989,8,9,62
"14831",14832,1989,8,10,63
"14832",14833,1989,8,11,63
"14833",14834,1989,8,12,61
"14834",14835,1989,8,13,57
"14835",14836,1989,8,14,56
"14836",14837,1989,8,15,53
"14837",14838,1989,8,16,56
"14838",14839,1989,8,17,53
"14839",14840,1989,8,18,62
"14840",14841,1989,8,19,56
"14841",14842,1989,8,20,52
"14842",14843,1989,8,21,51
"14843",14844,1989,8,22,58
"14844",14845,1989,8,23,52
"14845",14846,1989,8,24,56
"14846",14847,1989,8,25,53
"14847",14848,1989,8,26,52
"14848",14849,1989,8,27,56
"14849",14850,1989,8,28,56
"14850",14851,1989,8,29,50
"14851",14852,1989,8,30,62
"14852",14853,1989,8,31,62
"14853",14854,1989,9,1,60
"14854",14855,1989,9,2,55
"14855",14856,1989,9,3,55
"14856",14857,1989,9,4,51
"14857",14858,1989,9,5,58
"14858",14859,1989,9,6,60
"14859",14860,1989,9,7,58
"14860",14861,1989,9,8,49
"14861",14862,1989,9,9,44
"14862",14863,1989,9,10,41
"14863",14864,1989,9,11,37
"14864",14865,1989,9,12,33
"14865",14866,1989,9,13,34
"14866",14867,1989,9,14,40
"14867",14868,1989,9,15,47
"14868",14869,1989,9,16,47
"14869",14870,1989,9,17,55
"14870",14871,1989,9,18,57
"14871",14872,1989,9,19,49
"14872",14873,1989,9,20,51
"14873",14874,1989,9,21,46
"14874",14875,1989,9,22,41
"14875",14876,1989,9,23,40
"14876",14877,1989,9,24,44
"14877",14878,1989,9,25,47
"14878",14879,1989,9,26,46
"14879",14880,1989,9,27,55
"14880",14881,1989,9,28,52
"14881",14882,1989,9,29,47
"14882",14883,1989,9,30,52
"14883",14884,1989,10,1,45
"14884",14885,1989,10,2,36
"14885",14886,1989,10,3,37
"14886",14887,1989,10,4,38
"14887",14888,1989,10,5,41
"14888",14889,1989,10,6,34
"14889",14890,1989,10,7,37
"14890",14891,1989,10,8,40
"14891",14892,1989,10,9,45
"14892",14893,1989,10,10,45
"14893",14894,1989,10,11,51
"14894",14895,1989,10,12,48
"14895",14896,1989,10,13,48
"14896",14897,1989,10,14,47
"14897",14898,1989,10,15,33
"14898",14899,1989,10,16,30
"14899",14900,1989,10,17,31
"14900",14901,1989,10,18,28
"14901",14902,1989,10,19,26
"14902",14903,1989,10,20,30
"14903",14904,1989,10,21,39
"14904",14905,1989,10,22,42
"14905",14906,1989,10,23,38
"14906",14907,1989,10,24,36
"14907",14908,1989,10,25,45
"14908",14909,1989,10,26,38
"14909",14910,1989,10,27,33
"14910",14911,1989,10,28,31
"14911",14912,1989,10,29,23
"14912",14913,1989,10,30,18
"14913",14914,1989,10,31,25
"14914",14915,1989,11,1,20
"14915",14916,1989,11,2,20
"14916",14917,1989,11,3,29
"14917",14918,1989,11,4,36
"14918",14919,1989,11,5,34
"14919",14920,1989,11,6,28
"14920",14921,1989,11,7,31
"14921",14922,1989,11,8,26
"14922",14923,1989,11,9,39
"14923",14924,1989,11,10,36
"14924",14925,1989,11,11,39
"14925",14926,1989,11,12,40
"14926",14927,1989,11,13,36
"14927",14928,1989,11,14,24
"14928",14929,1989,11,15,16
"14929",14930,1989,11,16,12
"14930",14931,1989,11,17,26
"14931",14932,1989,11,18,29
"14932",14933,1989,11,19,44
"14933",14934,1989,11,20,33
"14934",14935,1989,11,21,26
"14935",14936,1989,11,22,25
"14936",14937,1989,11,23,21
"14937",14938,1989,11,24,35
"14938",14939,1989,11,25,31
"14939",14940,1989,11,26,25
"14940",14941,1989,11,27,19
"14941",14942,1989,11,28,16
"14942",14943,1989,11,29,21
"14943",14944,1989,11,30,21
