"","id","weight","male","catholic","Belfast","N.Eastern","Southern","S.Eastern","Western","Grammar","funemp","gcse5eq","fmpr","livboth","Jul.93","Aug.93","Sep.93","Oct.93","Nov.93","Dec.93","Jan.94","Feb.94","Mar.94","Apr.94","May.94","Jun.94","Jul.94","Aug.94","Sep.94","Oct.94","Nov.94","Dec.94","Jan.95","Feb.95","Mar.95","Apr.95","May.95","Jun.95","Jul.95","Aug.95","Sep.95","Oct.95","Nov.95","Dec.95","Jan.96","Feb.96","Mar.96","Apr.96","May.96","Jun.96","Jul.96","Aug.96","Sep.96","Oct.96","Nov.96","Dec.96","Jan.97","Feb.97","Mar.97","Apr.97","May.97","Jun.97","Jul.97","Aug.97","Sep.97","Oct.97","Nov.97","Dec.97","Jan.98","Feb.98","Mar.98","Apr.98","May.98","Jun.98","Jul.98","Aug.98","Sep.98","Oct.98","Nov.98","Dec.98","Jan.99","Feb.99","Mar.99","Apr.99","May.99","Jun.99"
"580",580,2,"no","no","no","no","no","yes","no","no","no","no","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"581",581,0.45,"yes","no","no","no","yes","no","no","no","no","yes","no","no","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"582",582,0.45,"yes","yes","no","no","yes","no","no","no","no","no","no","no","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"583",583,0.93,"yes","yes","no","no","yes","no","no","no","no","yes","no","yes","employment","employment","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"584",584,0.98,"no","yes","no","no","yes","no","no","no","no","yes","yes","yes","joblessness","joblessness","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
"585",585,0.45,"no","yes","no","no","yes","no","no","no","yes","yes","no","yes","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"586",586,0.28,"yes","yes","no","no","yes","no","no","no","no","no","yes","yes","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"587",587,1.78,"no","no","no","yes","no","no","no","yes","no","no","yes","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"588",588,2.88,"no","no","no","no","yes","no","no","no","no","no","no","no","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"589",589,0.98,"yes","yes","no","no","yes","no","no","no","yes","no","no","no","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"590",590,0.45,"yes","no","no","no","yes","no","no","no","no","no","no","yes","school","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"591",591,0.93,"yes","no","no","no","yes","no","no","no","no","no","yes","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"592",592,0.93,"no","no","no","no","yes","no","no","no","no","yes","yes","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment"
"593",593,0.93,"no","no","no","no","yes","no","no","no","yes","no","no","no","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"594",594,0.93,"no","yes","no","no","yes","no","no","no","yes","no","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
"595",595,0.4,"yes","no","no","yes","no","no","no","no","no","yes","yes","yes","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"596",596,0.4,"yes","yes","no","yes","no","no","no","no","yes","no","no","yes","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"597",597,0.4,"no","yes","no","yes","no","no","no","no","no","yes","no","no","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"598",598,0.23,"no","no","no","yes","no","no","no","no","no","no","no","yes","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"599",599,0.89,"yes","no","no","yes","no","no","no","no","no","no","no","no","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"600",600,0.87,"no","yes","no","yes","no","no","no","no","no","no","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"601",601,0.57,"no","yes","no","no","no","no","yes","no","yes","yes","no","yes","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"602",602,0.69,"yes","yes","no","no","no","yes","no","no","no","no","no","yes","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"603",603,0.4,"no","no","no","yes","no","no","no","no","no","yes","no","yes","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"604",604,3.6,"no","no","no","no","no","yes","no","no","no","yes","yes","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"605",605,0.75,"yes","yes","no","no","no","yes","no","yes","no","yes","no","yes","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"606",606,2,"no","yes","no","no","no","yes","no","no","no","no","yes","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"607",607,1.31,"no","yes","no","no","yes","no","no","yes","no","yes","yes","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"608",608,1.31,"no","yes","no","no","yes","no","no","yes","yes","yes","yes","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE"
"609",609,1.31,"no","yes","no","no","yes","no","no","yes","no","no","yes","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"610",610,0.93,"yes","yes","no","no","yes","no","no","no","no","yes","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"611",611,0.98,"no","no","no","no","yes","no","no","no","yes","no","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"612",612,0.93,"no","yes","no","no","yes","no","no","no","no","yes","yes","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"613",613,0.93,"yes","yes","no","no","yes","no","no","no","no","yes","no","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"614",614,4.1,"no","yes","yes","no","no","no","no","no","no","yes","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"615",615,1.31,"yes","yes","no","no","yes","no","no","yes","no","yes","yes","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"616",616,0.13,"no","no","no","no","yes","no","no","yes","yes","yes","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"617",617,0.28,"yes","no","no","no","yes","no","no","no","no","no","no","yes","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"618",618,0.93,"no","yes","no","no","yes","no","no","no","yes","no","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
"619",619,0.45,"no","yes","no","no","yes","no","no","no","yes","no","no","no","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"620",620,0.45,"no","yes","no","no","yes","no","no","no","no","no","yes","no","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
"621",621,0.93,"no","no","no","no","yes","no","no","no","no","no","no","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"622",622,0.45,"yes","yes","no","no","yes","no","no","no","no","yes","no","yes","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"623",623,0.93,"yes","no","no","no","yes","no","no","no","no","no","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"624",624,0.45,"yes","yes","no","no","yes","no","no","no","yes","no","no","yes","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"625",625,0.45,"yes","yes","no","no","yes","no","no","no","yes","yes","no","yes","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"626",626,0.98,"no","yes","no","no","yes","no","no","no","no","yes","yes","no","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"627",627,0.98,"yes","yes","no","no","yes","no","no","no","yes","no","no","yes","school","school","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment"
"628",628,0.98,"no","yes","no","no","yes","no","no","no","yes","yes","no","no","school","school","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"629",629,0.98,"yes","yes","no","no","yes","no","no","no","yes","yes","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"630",630,0.98,"yes","yes","no","no","yes","no","no","no","yes","no","no","yes","school","school","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness"
"631",631,0.98,"no","yes","no","no","yes","no","no","no","no","yes","yes","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","training","training","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"632",632,0.98,"yes","yes","no","no","yes","no","no","no","no","yes","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
