"","idhous","sex","birthyr","nat_1_02","plingu02","p02r01","p02r04","cspfaj","cspmoj","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","wp00tbgp","wp00tbgs"
"1753",100421,"woman",1938,"Switzerland","german","Protestant or Reformed Church","about once a month","qualified manual professions",NA,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1623.26440429688,1.44062149524689
"1704",98591,"man",1944,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,6,0,0
"67",6601,"man",1956,"Switzerland","french","Roman Catholic","only for family ceremonies","intermediate professions","other self-employed",0,0,0,0,0,0,1,1,1,1,3,3,3,6,6,6,1109.18481445312,0.984384000301361
"1078",60851,"man",1947,"Itally",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,4716.40576171875,4.18573570251465
"1831",104621,"woman",1952,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,3,3,3,3,7,7,7,7,1734.22595214844,1.53909814357758
"584",33101,"man",1956,"Switzerland","german","Roman Catholic","only for family ceremonies","qualified manual professions","unqualified non-manual and manual workers",0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,797.403625488281,0.707683086395264
"134",10031,"man",1940,"Germany","french","Roman Catholic","a few times a year","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950.79626464844,1.73130083084106
"1625",NA,"man",1937,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,1619.9375,1.43766891956329
"2360",135931,"man",1936,"Switzerland","german","no denomination or religion","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,1341.41625976562,1.19048571586609
"1016",58181,"woman",1942,"Switzerland","french","Roman Catholic","only for family ceremonies",NA,"other self-employed",0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,924.849426269531,0.820789217948914
"1536",87511,"woman",1922,"Switzerland","german","Protestant or Reformed Church","about once a month","academic professions and senior management","intermediate professions",0,0,0,0,0,5,5,5,6,6,6,6,6,6,6,6,1905.27954101562,1.6909054517746
"815",46181,"man",1953,"Switzerland","italian",NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.145263671875,0.699466466903687
"589",33241,"man",1941,"Germany","german","Roman Catholic","about once a month","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2206.13623046875,1.95791101455688
"1799",102641,"man",1930,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,918.037475585938,0.814743757247925
"792",NA,"woman",1921,NA,NA,NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1496.73645019531,1.32832992076874
"1066",60401,"woman",1953,"Switzerland","french","no denomination or religion","a few times a year","qualified non-manual professions",NA,0,0,0,0,1,1,1,3,3,6,6,6,6,6,6,6,716.8427734375,0.636186599731445
"2028",114331,"man",1949,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","intermediate professions","other self-employed",0,0,0,0,1,1,1,1,3,3,3,6,6,6,6,6,842.353820800781,0.747575700283051
"533",29701,"man",1947,"Switzerland","german","Protestant or Reformed Church","a few times a year","qualified manual professions",NA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1092.49865722656,0.96957528591156
"600",33611,"man",1954,"Switzerland","german",NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729.025939941406,0.646999001502991
"39",5301,"woman",1934,"Switzerland","french","Roman Catholic","once a week",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,1000.36895751953,0.887811660766602
"2104",118731,"woman",1937,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,1517.689453125,1.34692537784576
"1961",NA,"woman",1947,NA,NA,NA,NA,"other self-employed","other self-employed",0,0,0,1,1,6,6,6,6,6,6,6,6,6,6,6,797.559448242188,0.707821369171143
"512",28551,"woman",1937,"Switzerland","german","Protestant or Reformed Church","a few times a year","academic professions and senior management",NA,0,0,0,0,0,0,1,1,1,1,1,3,6,6,6,6,1129.51977539062,1.00243091583252
"1443",82581,"woman",1933,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","other self-employed","other self-employed",0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1150.14953613281,1.02073955535889
"1884",106821,"woman",1940,"Switzerland","german",NA,NA,NA,NA,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2363.56811523438,2.09762930870056
"685",38461,"man",1948,"Switzerland","german","Roman Catholic","a few times a year","top management",NA,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,771.804138183594,0.684963941574097
"2081",117561,"woman",1951,"Switzerland","french","Jewish","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,649.662536621094,0.576565265655518
"989",56431,"man",1950,"Switzerland","french","Roman Catholic","never","top management",NA,0,0,0,0,0,3,3,6,6,6,6,6,6,6,6,6,751.322448730469,0.666786789894104
"1766",101161,"woman",1956,"Switzerland","german","Roman Catholic","about once a month","other self-employed","intermediate professions",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,738.674499511719,0.655561923980713
"1882",NA,"man",1953,NA,NA,NA,NA,"qualified non-manual professions","qualified non-manual professions",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,913.36181640625,0.810594141483307
"779",44531,"woman",1957,"Switzerland","italian","Christian Catholic","a few times a year","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,886.682800292969,0.786916971206665
"744",42271,"man",1924,"Switzerland","german","Roman Catholic","a few times a year","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,914.559631347656,0.811657249927521
"1888",106921,"man",1955,"Switzerland","german","no denomination or religion","a few times a year","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055.080078125,0.93636691570282
"2424",139481,"man",1932,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,1170.48608398438,1.03878796100616
"1133",63941,"woman",1949,"Switzerland","german","Protestant or Reformed Church","a few times a year","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,791.756530761719,0.702671408653259
"2161",NA,"woman",1923,NA,NA,NA,NA,"academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,905.359191894531,0.803491950035095
"1601",NA,"man",1951,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,7,2727.3046875,2.42043995857239
"862",48451,"woman",1946,"Switzerland","french","Roman Catholic","once a week","qualified manual professions",NA,0,0,0,0,0,0,0,3,3,6,6,6,6,6,6,6,721.216369628906,0.640068113803864
"2102",118581,"woman",1946,"Switzerland","french","Roman Catholic","once a week","other self-employed",NA,0,0,0,0,5,5,5,5,5,5,6,6,6,6,6,6,907.817932128906,0.805674076080322
"279",17721,"woman",1944,"Switzerland","french","Roman Catholic","once a week","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,888.065979003906,0.788144528865814
"1084",60931,"man",1931,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,748.845520019531,0.664588570594788
"2139",122031,"man",1956,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,1,3,6,6,6,6,6,6,6,6,6,6,0,0
"1428",82091,"man",1952,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies",NA,NA,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,6,856.790222167969,0.760387778282166
"2152",122621,"man",1946,"Switzerland","french","Roman Catholic","once a week","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,1,3,6,6,6,645.940368652344,0.573261857032776
"103",8481,"woman",1930,"Switzerland","french","Protestant or Reformed Church","religious celebrations and family events","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,3,3,3,3,6,6,6,6,6,1304.4072265625,1.15764081478119
"596",33411,"man",1953,"Netherlands and territories","german","no denomination or religion","only for family ceremonies","top management","unqualified non-manual and manual workers",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1881.47143554688,1.66977608203888
"10",3331,"man",1943,"Switzerland","french","Roman Catholic","about once a month","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2302.64038085938,2.04355692863464
"139",10231,"woman",1929,"Switzerland","french","other","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1138.69470214844,1.01057350635529
"131",9911,"man",1925,"Switzerland","french","no denomination or religion","never","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1266.82556152344,1.12428772449493
"2093",NA,"man",1947,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1497.77282714844,1.32924973964691
"1409",80561,"man",1928,"Switzerland",NA,NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,3,3,6,6,6,6,6,896.959899902344,0.79603773355484
"2552",146361,"woman",1927,"Switzerland","german","Roman Catholic","once a week","qualified manual professions",NA,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1385.63586425781,1.22972989082336
"219",14461,"woman",1948,"Switzerland","german",NA,NA,"intermediate professions","qualified non-manual professions",0,0,0,0,0,0,0,3,3,6,6,6,6,6,6,6,764.480834960938,0.678464651107788
"2127",120901,"man",1923,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,828.819458007812,0.735564172267914
"390",23401,"man",1955,"Switzerland","german","Protestant or Reformed Church","only for religious celebrations","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320.14221191406,1.17160534858704
"875",49451,"woman",1955,"Switzerland","french","Protestant or Reformed Church","several times a week","qualified manual professions","qualified non-manual professions",0,0,0,0,0,0,0,0,1,1,6,6,6,6,6,6,641.800598144531,0.569587886333466
"570",31991,"man",1957,"Switzerland","german","Roman Catholic","a few times a year","intermediate professions",NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,888.093505859375,0.788168966770172
"2238",127041,"man",1924,"Germany","french","Protestant or Reformed Church","a few times a year","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1952.68957519531,1.73298120498657
"2255",128011,"man",1933,"Switzerland","french","Roman Catholic","once a week","other self-employed",NA,0,0,0,0,0,1,1,1,6,6,6,6,6,6,6,6,768.093139648438,0.681670486927032
"1855",105521,"woman",1930,"Switzerland","german",NA,NA,"other self-employed","other self-employed",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1034.06530761719,0.917716562747955
"1492",85151,"man",1937,"Switzerland",NA,NA,NA,"qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,1357.31030273438,1.20459151268005
"224",14741,"man",1948,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions","other self-employed",0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,1251.89672851562,1.11103856563568
"2542",NA,"woman",1909,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,2422.00341796875,2.14948987960815
"752",42961,"woman",1938,"Switzerland","german","Roman Catholic","every two weeks","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,1148.32153320312,1.01911723613739
"1926",109001,"woman",1954,"United Kingdom and territories","german","no denomination or religion","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,1,1,1,1,1,1,1,1,3,3,6,6,1889.94763183594,1.6772985458374
"452",26091,"woman",1936,"Switzerland","german","Protestant or Reformed Church","once a week",NA,"other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2456.759765625,2.180335521698
"1594",91261,"woman",1932,"Switzerland","german","other","several times a week","qualified non-manual professions","qualified non-manual professions",0,0,0,1,1,1,1,3,6,6,6,6,6,6,6,7,1127.89868164062,1.00099229812622
"1319",74941,"woman",1936,"Switzerland","german",NA,NA,"academic professions and senior management","intermediate professions",0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,6,986.484741210938,0.87548965215683
"2000",112981,"man",1933,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified non-manual professions","unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027.22314453125,0.911644279956818
"2416",138751,"man",1946,"Switzerland","german","Roman Catholic","a few times a year","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,822.549072265625,0.729999303817749
"1804",102921,"woman",1933,"Switzerland","german","Protestant or Reformed Church","once a week","intermediate professions",NA,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1101.17456054688,0.977275013923645
"1069",60461,"man",1956,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers","qualified non-manual professions",0,0,0,0,0,0,0,0,3,3,3,3,6,6,6,6,1054.27575683594,0.935653030872345
"1653",94541,"woman",1947,"Switzerland","italian","other Christian denomination","once a week",NA,NA,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1133.73181152344,1.00616908073425
"1100",62341,"woman",1927,"Switzerland","german","no denomination or religion","never",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1754.26623535156,1.55688345432281
"809",46031,"woman",1942,"Switzerland","italian","Roman Catholic","once a week","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,1262.82446289062,1.1207367181778
"923",52591,"woman",1947,"Switzerland","french","Roman Catholic","a few times a year","liberal professions",NA,0,0,0,0,0,0,0,0,3,3,3,3,3,6,6,6,628.567443847656,0.557843685150146
"1770",NA,"woman",1936,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3,3,6,6,6,6,6,6,1053.84094238281,0.935267150402069
"1377",78511,"woman",1923,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","liberal professions",NA,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,1353.90771484375,1.20157170295715
"160",11811,"man",1938,"Switzerland","german","Protestant or Reformed Church","a few times a year","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,877.647827148438,0.778898596763611
"2037",115251,"woman",1920,"Switzerland","french","Roman Catholic","once a week","intermediate professions","other self-employed",0,0,0,0,0,0,0,3,7,7,7,7,7,7,7,7,1628.12573242188,1.44493579864502
"1832",104621,"man",1954,"Switzerland","german","no denomination or religion","a few times a year","qualified non-manual professions",NA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,932.228576660156,0.827338099479675
"1727",99331,"man",1944,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,907.31396484375,0.805226802825928
"565",31881,"man",1945,"Switzerland","german","Protestant or Reformed Church","only for religious celebrations","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,897.157775878906,0.796213328838348
"1173",67141,"woman",1955,"Switzerland","german","Protestant or Reformed Church","a few times a year","qualified manual professions",NA,0,0,0,0,0,0,0,1,1,1,1,1,1,6,6,6,570.073120117188,0.50593090057373
"1931",NA,"man",1952,NA,NA,NA,NA,NA,"unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,932.228576660156,0.827338099479675
"944",53921,"man",1929,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,841.839477539062,0.747119188308716
"1916",108631,"man",1949,"Switzerland","german","Protestant or Reformed Church","about once a month","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,6,759.431457519531,0.673983454704285
"1411",80601,"man",1929,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351.70825195312,1.19961965084076
"1486",84781,"woman",1953,"Switzerland","german","Roman Catholic","every two weeks","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,6,723.024291992188,0.641672611236572
"1038",58871,"man",1943,"Switzerland","french",NA,NA,NA,NA,0,0,0,0,2,2,2,2,2,7,7,7,7,7,7,7,2353.931640625,2.08907699584961
"1677",96531,"woman",1953,"Switzerland","italian","Roman Catholic","a few times a year","intermediate professions",NA,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,733.528198242188,0.650994718074799
"2343",134301,"woman",1942,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed",NA,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1590.71081542969,1.41173076629639
"753",42971,"woman",1956,"Switzerland","german","Protestant or Reformed Church","about once a month","academic professions and senior management",NA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5,766.590209960938,0.680336654186249
"807",45751,"woman",1937,"Switzerland","italian","Roman Catholic","a few times a year","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,3,3,3,3,6,6,6,1210.18835449219,1.07402300834656
"2014",113641,"woman",1944,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions",NA,0,0,0,0,1,1,1,1,3,6,6,6,6,6,6,6,1152.54956054688,1.02286946773529
"2243",127171,"woman",1939,"Switzerland","french","Protestant or Reformed Church","religious celebrations and family events","qualified manual professions","other self-employed",0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,1362.27795410156,1.20900011062622
"2408",138301,"man",1951,"Switzerland","german","Roman Catholic","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,920.605285644531,0.817022621631622
"2103",118731,"man",1933,"Switzerland","french","Protestant or Reformed Church","a few times a year","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,760.792785644531,0.675191581249237
"2314",132231,"woman",1931,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,1,1,6,6,6,6,2205.998046875,1.95778846740723
"1044",58971,"woman",1953,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,3,3,6,6,6,6,6,6,6,6,838.303283691406,0.743980944156647
"1138",64471,"woman",1932,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1924.97180175781,1.7083820104599
"985",56051,"woman",1953,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","intermediate professions","qualified non-manual professions",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,865.354064941406,0.767988085746765
"1433",82311,"man",1944,"Switzerland","german","Roman Catholic","only for family ceremonies",NA,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,970.4384765625,0.861248791217804
"241",15651,"woman",1948,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,767.479614257812,0.681125998497009
"2010",113381,"woman",1926,"Switzerland","german","Protestant or Reformed Church","a few times a year","intermediate professions","other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,792.74267578125,0.703546583652496
"1661",95851,"woman",1915,"Switzerland",NA,NA,NA,NA,"other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660.31884765625,2.36099100112915
"1530",86911,"woman",1948,"Switzerland","german","Roman Catholic","about once a month","intermediate professions",NA,0,0,0,1,1,3,6,6,6,6,6,6,6,6,6,6,778.897888183594,0.691259562969208
"522",29101,"man",1949,"Switzerland","german",NA,NA,"unqualified non-manual and manual workers",NA,0,0,0,0,0,0,2,6,6,6,6,6,6,6,6,6,1624.552734375,1.44176495075226
"592",33261,"woman",1944,"Switzerland","german","Roman Catholic","religious celebrations and family events","intermediate professions",NA,0,0,0,0,0,0,1,1,1,1,1,3,3,6,6,6,1270.25952148438,1.12733519077301
"1945",NA,"man",1956,NA,NA,NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0
"1716",98991,"man",1929,"Switzerland","german","Protestant or Reformed Church","a few times a year",NA,"other self-employed",0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,837.414245605469,0.74319189786911
"447",25801,"man",1954,"Switzerland","german","Roman Catholic","a few times a year","unqualified non-manual and manual workers",NA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,687.28466796875,0.609954297542572
"813",46121,"man",1933,"Switzerland","italian","Roman Catholic","religious celebrations and family events","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,967.419982910156,0.858569920063019
"2471",142101,"man",1946,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","intermediate professions",NA,0,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,842.439147949219,0.74765145778656
"2368",136141,"woman",1935,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","other self-employed","other self-employed",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1485.55688476562,1.31840825080872
"1070",60471,"man",1951,"Switzerland","french","Roman Catholic","once a week","other self-employed",NA,0,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,702.924987792969,0.623834848403931
"1740",99741,"man",1939,"Switzerland","german","no denomination or religion","only for family ceremonies","intermediate professions","intermediate professions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,993.545532226562,0.881755948066711
"8",NA,"woman",1952,NA,NA,NA,NA,"intermediate professions",NA,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,6,817.636108398438,0.72563910484314
"822",46671,"man",1943,"Switzerland","italian","Christian Catholic","a few times a year",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0
"2538",145711,"man",1938,"Switzerland","german","Roman Catholic","once a week","other self-employed","other self-employed",0,0,0,0,0,1,1,1,1,1,1,1,3,6,6,6,840.798950195312,0.746195793151855
"1786",102171,"woman",1932,"Switzerland","german","Protestant or Reformed Church","about once a month","other self-employed","other self-employed",0,1,1,1,1,1,3,6,6,6,6,6,6,6,6,6,964.503784179688,0.855981826782227
"100",8361,"woman",1933,"Switzerland","french","Protestant or Reformed Church","never","other self-employed","intermediate professions",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1599.88073730469,1.41986882686615
"1686",97851,"man",1931,"Switzerland","german","Roman Catholic","once a week",NA,"unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,830.457824707031,0.737018167972565
"2192",123941,"man",1945,"Switzerland","french","no denomination or religion","never","intermediate professions",NA,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,1285.01843261719,1.14043354988098
"1617",92801,"woman",1928,"Switzerland","german","Roman Catholic","once a week","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1208.85827636719,1.07284259796143
"381",22651,"man",1937,"Switzerland","german","no denomination or religion","only for family ceremonies",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,1081.30114746094,0.959637701511383
"2291",130921,"man",1957,"Switzerland","german",NA,NA,NA,"other self-employed",0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,1104.42639160156,0.98016095161438
"2293",130971,"woman",1947,"Switzerland","german","Protestant or Reformed Church","every two weeks","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,829.61962890625,0.736274302005768
"42",5371,"man",1947,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1431.326171875,1.27027928829193
"1159",66511,"woman",1947,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed",NA,0,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,575.205200195312,0.510485529899597
"566",31881,"woman",1951,"Switzerland","german","no denomination or religion","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,737.929077148438,0.654900372028351
"897",50941,"woman",1942,"Switzerland","french","Protestant or Reformed Church","religious celebrations and family events","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1225.54309082031,1.08765017986298
"439",25581,"woman",1957,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","academic professions and senior management","qualified non-manual professions",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1453.93420410156,1.2903436422348
"1871",NA,"woman",1956,NA,NA,NA,NA,"unqualified non-manual and manual workers","qualified non-manual professions",0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,652.979187011719,0.579508721828461
"1614",92541,"man",1947,"Switzerland","german","Roman Catholic","a few times a year","intermediate professions",NA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,6,706.236755371094,0.626773953437805
"582",32931,"woman",1934,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","other self-employed",NA,0,0,0,0,0,0,0,1,1,1,3,6,6,6,6,6,987.983581542969,0.876819849014282
"766",43591,"man",1950,"Switzerland","italian","Protestant or Reformed Church","a few times a year","liberal professions",NA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1619.04040527344,1.43687272071838
"2277",129821,"woman",1948,"Switzerland","german","Roman Catholic","a few times a year","intermediate professions","intermediate professions",0,0,0,0,0,0,0,3,3,3,3,6,6,6,6,6,670.732116699219,0.595264136791229
"2111",119791,"woman",1941,"Switzerland","french","Roman Catholic","about once a month","intermediate professions","qualified non-manual professions",0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1089.9296875,0.967295348644257
"1671",96161,"man",1935,"Switzerland","italian","Roman Catholic","religious celebrations and family events","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1087.06567382812,0.964753568172455
"1622",92831,"woman",1957,"Switzerland","german","Protestant or Reformed Church","about once a month","academic professions and senior management",NA,0,0,0,0,0,0,1,1,1,1,3,3,6,6,6,6,693.732482910156,0.615676581859589
"2145",122231,"woman",1935,"Switzerland","french","Roman Catholic","once a week","other self-employed",NA,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1814.0390625,1.60993099212646
"1099",62041,"man",1957,"Itally","italian",NA,NA,"unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,2,2,6,6,6,6,6,6,1507.37963867188,1.33777558803558
"649",36441,"man",1953,"Switzerland","german","Roman Catholic","a few times a year",NA,NA,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,3,821.647705078125,0.729199349880219
"403",24071,"woman",1922,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","academic professions and senior management",NA,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1109.63500976562,0.984783470630646
"1323",75011,"man",1944,"Switzerland","german","no denomination or religion","only for family ceremonies","other self-employed","other self-employed",0,0,0,0,0,0,2,6,6,6,6,6,6,6,6,6,992.107482910156,0.880479693412781
