"","idhous00","age00","educat00","civsta00","nbadul00","nbkid00","aoldki00","ayouki00","region00","com2.00","sex","birthy","jan00","feb00","mar00","apr00","may00","jun00","jul00","aug00","sep00","oct00","nov00","dec00"
"4296",89991,36,"apprenticeship","single, never married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
"2895",61451,30,"university, higher specialized school","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","woman",1970,"B","B","B","B","B","B","B","B","B","B","B","B"
"2766",59201,47,"vocational high education","married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1953,"B","B","B","B","B","B","B","B","B","B","B","B"
"5330",110161,57,"university, higher specialized school","married",3,0,-3,-3,"Zurich","Centres","man",1943,"A","A","A","A","A","A","A","A","A","A","A","A"
"54",2331,41,"compulsory school, elementary vocational training","married",5,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1959,"C","C","C","C","C","C","C","C","C","C","C","B"
"2450",52961,57,"maturity","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1943,"C","C","C","C","C","C","C","C","C","C","C","C"
"4831",100991,14,"incomplete compulsory school","single, never married",2,4,14,7,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1986,"C","C","C","C","C","D","D","D","C","C","C","D"
"361",8811,85,"vocational high school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1915,"D","D","D","D","D","D","D","D","D","D","D","D"
"4935",102972,25,"university, higher specialized school","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1975,"A","A","A","A","A","A","A","A","A","A","A","A"
"3263",68481,34,"apprenticeship","single, never married",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
"4161",87361,24,"maturity","single, never married",5,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","man",1976,"C","C","C","C","C","C","C","C","C","C","D","D"
"513",11631,42,"apprenticeship","married",2,2,15,13,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1958,"D","D","D","D","D","D","D","D","D","D","D","D"
"1838",39211,66,"domestic science course, 1 year school of commerce","married",3,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","woman",1934,"D","D","D","D","D","D","D","D","D","D","D","D"
"6024",124541,24,"university, higher specialized school","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1976,"D","D","D","D","D","D","D","D","C","C","C","C"
"2847",60621,15,"incomplete compulsory school","single, never married",2,2,15,10,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1985,"D","D","D","D","D","D","D","D","D","D","D","D"
"5181",107711,30,"apprenticeship","married",2,2,2,0,"North-west Switzerland  (BS, BL, AG)","Centres","man",1970,"A","A","A","A","A","A","A","A","A","A","A","A"
"5225",108451,57,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1943,"A","A","A","A","A","A","A","A","A","A","A","A"
"1970",42381,51,"maturity","married",2,0,-3,-3,"Ticino","Peripheral urban communes","man",1949,"A","A","A","A","A","A","A","A","A","A","A","A"
"676",14481,33,"apprenticeship","married",2,3,12,7,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1967,"D","D","D","D","D","D","D","D","D","D","D","D"
"2744",58571,38,"incomplete compulsory school","married",2,2,13,8,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","woman",1962,"B","B","B","B","B","B","B","B","B","B","B","B"
"4834",101011,47,"university, higher specialized school","married",4,1,17,17,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
"1374",28571,54,"university, higher specialized school","married",3,0,-3,-3,"Zurich","Centres","man",1946,"A","A","A","D","D","A","A","A","A","A","A","A"
"2418",52251,46,"vocational high education","divorced",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
"5957",123272,14,"incomplete compulsory school","single, never married",1,3,15,10,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","man",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
"2484",53571,34,"technical or vocational school","married",2,2,4,2,"Lake Geneva (VD, VS, GE)","Rural commuter communes","man",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
"4901",102431,31,"apprenticeship","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral agricultural communes","woman",1969,"A","A","A","A","A","A","A","A","A","A","A","A"
"2019",43511,76,"university, higher specialized school","separated",1,0,-3,-3,"Ticino","Rural commuter communes","man",1924,"D","D","D","D","D","D","D","D","D","D","D","D"
"2674",57541,38,"university, higher specialized school","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
"4137",86831,55,"university, higher specialized school","married",3,1,17,17,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","man",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
"1084",22691,26,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1974,"A","A","A","A","A","A","A","A","A","A","A","A"
"4399",92241,42,"apprenticeship","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","man",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
"571",12401,34,"apprenticeship","married",2,3,7,4,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1966,"C","C","C","C","C","C","C","C","C","C","C","C"
"3846",80381,56,"apprenticeship","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1944,"C","C","C","C","D","D","D","D","C","C","C","D"
"3785",79262,35,"apprenticeship","single, never married",2,0,-3,-3,"Zurich","Peripheral urban communes","man",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
"3221",67991,40,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
"1713",36601,36,"apprenticeship","married",2,3,9,2,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Suburban communes","woman",1964,"C","C","C","C","C","C","C","C","C","C","C","C"
"2719",58041,33,"full-time vocational school","single, never married",2,4,8,4,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
"5956",123271,38,"maturity","separated",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","woman",1962,"B","B","B","B","B","B","B","B","B","B","B","B"
"3052",65231,49,"apprenticeship","married",3,1,12,12,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1951,"B","B","B","B","B","B","B","B","B","B","B","B"
"3425",71621,55,"general training school","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
"5510",114761,22,"maturity","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1978,"D","D","C","C","B","C","A","B","D","C","C","C"
"627",13411,49,"apprenticeship","married",2,1,15,15,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1951,"A","A","A","A","A","A","A","A","A","A","A","A"
"4310",90241,52,"apprenticeship","married",3,1,17,17,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1948,"D","D","D","D","D","C","B","B","C","C","C","B"
"3136",66421,41,"maturity","married",2,2,15,13,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1959,"C","C","C","C","C","C","C","C","C","D","D","D"
"4995",104051,67,"university, higher specialized school","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Wealthy communes","man",1933,"D","D","D","D","D","D","D","D","D","D","D","D"
"5264",108941,39,"domestic science course, 1 year school of commerce","married",2,2,6,5,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","woman",1961,"C","C","C","C","C","C","C","C","C","D","D","D"
"6770",141531,51,"vocational high education","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","man",1949,"A","A","A","A","A","A","A","A","A","A","A","A"
"706",14961,41,"compulsory school, elementary vocational training","single, never married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1959,"A","A","A","A","A","A","A","A","A","A","A","A"
"2427",52451,57,"university, higher specialized school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1943,"D","D","D","D","D","C","D","D","D","D","D","A"
"3438",71921,41,"vocational high school","married",2,1,12,12,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1959,"B","B","B","B","B","B","B","B","B","B","B","C"
"671",14251,18,"compulsory school, elementary vocational training","single, never married",2,2,17,15,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1982,"A","A","A","A","A","A","A","A","A","A","A","A"
"4377",91861,47,"full-time vocational school","married",3,1,15,15,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Rural commuter communes","woman",1953,"D","D","D","D","D","D","D","D","D","D","D","D"
"5778",120061,55,"apprenticeship","divorced",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1945,"B","B","B","B","B","B","B","B","B","B","B","B"
"4824",100921,49,"apprenticeship","married",2,1,17,17,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1951,"B","B","B","B","B","B","B","B","B","B","D","D"
"5169",107551,32,"apprenticeship","married",2,1,2,2,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1968,"B","B","B","B","B","B","B","B","D","C","C","C"
"2858",60781,33,"technical or vocational school","married",2,2,12,2,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
"3177",67201,50,"compulsory school, elementary vocational training","married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1950,"D","D","D","D","D","D","D","D","D","D","D","D"
"4847",101201,40,"technical or vocational school","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
"3915",81691,30,"university, higher specialized school","single, never married",2,0,-3,-3,"Zurich","Centres","man",1970,"A","A","A","A","A","A","A","A","A","A","A","A"
"3115",66091,71,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
"6056",125511,29,"university, higher specialized school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1971,"A","A","A","A","A","A","A","A","A","A","A","A"
"45",2101,37,"apprenticeship","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
"1162",24041,57,"vocational high school","divorced",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1943,"A","A","A","A","A","A","A","A","A","A","A","A"
"5370",111201,40,"apprenticeship","married",3,1,15,15,"Zurich","Suburban communes","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
"2172",46521,62,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1938,"A","A","A","A","A","A","A","A","A","A","A","A"
"736",15591,41,"technical or vocational school","married",2,3,13,11,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1959,"A","A","A","A","A","A","A","A","A","A","A","A"
"355",8761,50,"apprenticeship","married",2,3,17,11,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
"1253",25701,66,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Zurich","Centres","man",1934,"D","D","D","D","D","D","D","D","D","D","D","D"
"366",8831,49,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1951,"D","D","D","D","D","D","D","D","D","D","D","D"
"1082",22571,33,"apprenticeship","single, never married",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
"1777",38041,65,"compulsory school, elementary vocational training","widower/widow",1,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Suburban communes","woman",1935,"D","D","D","D","D","D","D","D","D","D","D","D"
"3125",66261,45,"apprenticeship","divorced",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1955,"A","A","A","A","A","A","A","A","A","A","A","A"
"1351",28122,22,"apprenticeship","single, never married",4,0,-3,-3,"Zurich","Centres","man",1978,"A","A","A","A","A","A","A","A","A","A","A","A"
"3609",75451,38,"full-time vocational school","divorced",2,2,8,5,"Zurich","Suburban communes","woman",1962,"C","C","C","C","C","C","C","C","C","C","C","C"
"3179",67211,40,"maturity","married",2,2,9,7,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1960,"C","C","C","C","C","C","C","C","C","C","C","C"
"4095",85711,60,"vocational high education","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","man",1940,"A","A","A","A","A","A","A","A","A","A","A","A"
"914",18881,67,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1933,"D","D","D","D","D","D","D","D","D","D","D","D"
"3291",69091,59,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","woman",1941,"B","B","B","B","B","B","B","B","B","B","B","B"
"3936",82151,33,"maturity","single, never married",2,0,-3,-3,"Zurich","Centres","man",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
"1275",26291,52,"apprenticeship","divorced",2,1,16,16,"Zurich","Centres","woman",1948,"B","B","B","B","B","B","B","B","B","B","B","B"
"1017",20911,34,"compulsory school, elementary vocational training","married",2,2,7,2,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1966,"C","C","C","C","C","C","C","C","C","C","C","C"
"1146",23681,52,"vocational high education","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1948,"A","A","A","A","A","A","A","A","A","A","A","A"
"6054",125501,27,"university, higher specialized school","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Wealthy communes","woman",1973,"A","A","A","A","A","A","A","A","A","A","A","A"
"5412",112181,17,"compulsory school, elementary vocational training","single, never married",2,2,16,16,"Zurich","Suburban communes","man",1983,"A","A","A","A","A","A","A","A","A","A","A","A"
"4784",100141,19,"full-time vocational school","single, never married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1981,"A","A","A","A","A","A","A","A","A","A","A","A"
"1125",23341,56,"maturity","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Wealthy communes","woman",1944,"B","B","B","B","B","B","B","B","B","B","B","B"
"3195",67481,76,"domestic science course, 1 year school of commerce","separated",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1924,"D","D","D","D","D","D","D","D","D","D","D","D"
"5952",123101,70,"apprenticeship","divorced",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1930,"D","D","D","D","D","D","D","D","D","D","D","D"
"5043",104981,25,"maturity","separated",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1975,"A","A","A","A","A","A","A","A","A","A","A","A"
"238",6511,76,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1924,"D","D","D","D","D","D","D","D","D","D","D","D"
"2512",54271,71,"university, higher specialized school","widower/widow",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
"3897",81471,53,"apprenticeship","divorced",2,0,-3,-3,"Zurich","Centres","woman",1947,"B","B","B","B","B","B","B","B","B","B","B","B"
"2759",59131,20,"compulsory school, elementary vocational training","single, never married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1980,"D","D","D","D","D","D","D","D","D","D","D","A"
"6423",134241,36,"apprenticeship","married",2,2,13,9,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1964,"C","C","C","C","C","C","C","C","C","C","C","C"
"2942",62521,36,"apprenticeship","married",2,1,6,6,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1964,"D","D","D","D","D","C","D","D","D","D","D","D"
"1358",28241,61,"apprenticeship","widower/widow",1,0,-3,-3,"Zurich","Wealthy communes","woman",1939,"D","D","D","D","D","D","D","D","D","D","D","D"
"2504",53971,42,"full-time vocational school","married",2,3,12,7,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","woman",1958,"B","B","B","B","B","B","B","B","B","B","B","B"
"6050",125301,30,"apprenticeship","married",2,2,4,2,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1970,"A","A","A","A","A","A","A","A","A","A","A","A"
"4931",102851,38,"technical or vocational school","married",2,2,11,9,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
"1300",26841,30,"apprenticeship","single, never married",3,0,-3,-3,"Zurich","Centres","man",1970,"A","A","A","A","A","A","A","A","A","A","A","A"
"6793",141931,51,"apprenticeship","widower/widow",3,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","woman",1949,"D","D","D","D","D","D","D","D","D","D","D","C"
"3894",81381,67,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1933,"D","D","D","D","D","D","D","D","D","D","D","D"
"3544",73911,54,"general training school","married",2,0,-3,-3,"Zurich","Centres","woman",1946,"B","B","B","B","B","B","B","B","B","B","B","B"
"2538",54811,36,"full-time vocational school","married",2,4,14,7,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1964,"D","D","D","D","D","D","D","D","D","D","D","D"
"1921",40991,56,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1944,"D","D","D","D","D","D","D","D","D","D","D","D"
"4579",96821,40,"apprenticeship","married",2,2,11,9,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1960,"D","D","D","D","D","D","D","D","D","D","D","D"
"1289",26611,67,"maturity","married",3,0,-3,-3,"Zurich","Suburban communes","man",1933,"D","D","D","D","D","D","D","D","D","D","D","D"
"5913",122511,67,"compulsory school, elementary vocational training","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1933,"D","D","D","D","D","D","D","D","D","D","D","D"
"5359",110931,60,"apprenticeship","divorced",1,0,-3,-3,"Zurich","Wealthy communes","woman",1940,"B","B","B","B","B","B","B","B","B","B","B","B"
"5814",121011,67,"university, higher specialized school","divorced",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Wealthy communes","man",1933,"D","D","D","D","D","D","D","D","D","D","D","D"
"160",4821,21,"apprenticeship","single, never married",2,1,16,16,"Lake Geneva (VD, VS, GE)","Centres","man",1979,"A","A","A","A","A","A","D","D","D","D","D","D"
"1163",24071,50,"vocational high school","married",2,2,17,14,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
"6897",143901,16,"compulsory school, elementary vocational training","single, never married",1,1,16,16,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1984,"D","D","D","D","D","D","D","D","D","D","D","D"
"2198",47061,67,"vocational high school","widower/widow",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1933,"D","D","D","D","D","D","D","D","D","D","D","D"
"1497",31921,19,"compulsory school, elementary vocational training","single, never married",3,3,17,12,"Zurich","Mixed agricultural communes","woman",1981,"A","A","A","A","A","A","A","A","A","A","A","A"
"5082",106011,35,"maturity","single, never married",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1965,"B","B","B","B","B","B","B","B","B","B","B","B"
"2980",63541,50,"apprenticeship","married",2,2,14,11,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
"2978",63501,64,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1936,"C","C","C","C","C","C","C","C","C","D","D","D"
"4301",90051,14,"incomplete compulsory school","single, never married",2,2,16,14,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Peripheral urban communes","man",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
"5374",111351,45,"apprenticeship","married",2,2,17,14,"Zurich","Wealthy communes","woman",1955,"C","C","C","C","C","C","C","C","C","C","C","C"
"183",5341,52,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1948,"D","D","D","D","C","C","C","D","D","D","D","D"
"5471",113251,54,"apprenticeship","separated",1,0,-3,-3,"Ticino","Rural commuter communes","woman",1946,"B","B","B","B","B","B","B","B","B","B","B","B"
"4622",97771,32,"apprenticeship","divorced",1,1,9,9,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","woman",1968,"C","C","C","C","C","C","C","C","C","C","C","C"
"4065",84981,31,"apprenticeship","single, never married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Tourist communes","man",1969,"A","A","A","A","A","A","A","A","A","A","A","A"
"3708",77501,29,"apprenticeship","single, never married",2,0,-3,-3,"Zurich","Centres","man",1971,"B","B","B","B","B","B","B","B","D","D","B","B"
"371",8971,36,"apprenticeship","married",2,2,5,2,"Lake Geneva (VD, VS, GE)","Centres","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
"3922",81791,22,"maturity","single, never married",4,0,-3,-3,"Zurich","Suburban communes","woman",1978,"C","C","C","C","C","C","C","C","C","C","C","C"
"1159",23961,19,"compulsory school, elementary vocational training","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1981,"D","D","D","D","D","D","D","D","D","B","B","B"
"4843",101091,30,"university, higher specialized school","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1970,"B","B","B","B","B","B","B","B","B","B","B","B"
"3682",76971,36,"apprenticeship","married",2,2,6,4,"Zurich","Centres","woman",1964,"D","D","D","D","D","D","D","D","D","D","D","D"
"1200",24681,21,"maturity","single, never married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1979,"D","D","D","D","D","D","D","D","D","D","D","D"
"3626",75841,44,"apprenticeship","single, never married",2,0,-3,-3,"Zurich","Centres","woman",1956,"B","B","B","B","B","B","B","B","B","B","B","B"
"1642",35051,50,"vocational high education","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
"6478",135611,54,"apprenticeship","married",5,2,16,15,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","man",1946,"A","A","A","A","A","A","A","A","A","A","A","A"
"3182",67291,48,"maturity","married",2,2,12,10,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1952,"B","B","B","B","B","B","B","B","B","B","B","B"
"444",10411,31,"vocational high school","married",2,1,0,0,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1969,"A","A","A","A","A","A","A","A","A","A","A","A"
"2626",56511,26,"university, higher specialized school","single, never married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1974,"D","D","D","D","D","D","D","D","D","C","C","B"
"42",2041,14,"incomplete compulsory school","single, never married",2,3,14,2,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
"594",12731,35,"vocational high education","married",2,2,7,6,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
"5069",105731,32,"technical or vocational school","married",2,2,2,0,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","man",1968,"A","A","A","A","A","A","A","A","A","A","A","A"
"421",10101,38,"apprenticeship","married",2,2,9,6,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
"5561",115821,37,"apprenticeship","married",2,2,16,10,"Lake Geneva (VD, VS, GE)","Rural commuter communes","woman",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
"3129",66311,39,"vocational high school","married",2,2,4,2,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1961,"D","D","D","D","D","D","D","D","D","D","D","D"
"943",19261,26,"apprenticeship","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1974,"A","A","A","A","A","A","A","A","A","A","A","A"
"1201",24681,19,"compulsory school, elementary vocational training","single, never married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1981,"D","D","D","D","D","D","D","D","D","D","D","D"
"1720",36771,66,"apprenticeship","married",4,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Tourist communes","man",1934,"A","A","A","A","A","A","A","A","A","A","A","A"
"3907",81621,34,"university, higher specialized school","married",2,2,4,2,"Zurich","Suburban communes","man",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
"2535",54801,41,"university, higher specialized school","married",2,2,12,9,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1959,"B","B","B","B","B","B","B","B","B","B","B","B"
"1584",33881,36,"apprenticeship","divorced",2,2,7,5,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","woman",1964,"C","C","C","C","D","D","D","C","C","C","C","C"
"4460",93441,29,"vocational high education","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Peripheral urban communes","woman",1971,"A","A","A","A","A","A","A","A","A","A","A","A"
"4747",99701,53,"apprenticeship","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1947,"C","C","C","C","C","C","C","C","C","C","C","C"
"4665",98361,15,"incomplete compulsory school","single, never married",1,2,15,12,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1985,"D","D","D","D","D","D","D","D","D","D","D","D"
"5265",108951,54,"vocational high education","married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1946,"A","A","A","A","A","A","A","A","A","A","A","A"
"5822",121131,45,"apprenticeship","married",2,1,11,11,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1955,"B","B","B","B","B","B","B","B","B","B","A","A"
"3400",71121,37,"apprenticeship","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
