"","word","syllables"
"15135","residuary",5
"15136","residue",3
"15137","residuum",4
"15138","resign",2
"15139","resignation",4
"15140","resigned",2
"15141","resilient",4
"15142","resin",2
"15143","resist",2
"15144","resistor",3
"15145","resolute",3
"15146","resolution",4
"15147","resolve",2
"15148","resonance",3
"15149","resort",2
"15150","resound",2
"15151","resource",2
"15152","respect",2
"15153","respectable",4
"15154","respective",3
"15155","respiration",4
"15156","respirator",4
"15157","respiratory",5
"15158","respire",2
"15159","respite",2
"15160","resplendent",3
"15161","respond",2
"15162","respondent",3
"15163","response",2
"15164","responsibility",6
"15165","responsible",4
"15166","rest",1
"15167","restaurant",3
"15168","restaurateur",4
"15169","restitution",4
"15170","restive",2
"15171","restless",2
"15172","restoration",4
"15173","restorative",4
"15174","restore",2
"15175","restrain",2
"15176","restraint",2
"15177","restrict",2
"15178","restriction",3
"15179","result",2
"15180","resume",3
"15182","resurrect",3
"15183","resuscitate",4
"15184","retail",2
"15185","retain",2
"15186","retake",2
"15188","retaliate",4
"15189","retard",2
"15190","retch",1
"15191","retention",3
"15192","retentive",3
"15193","reticent",3
"15194","retina",3
"15195","retinue",3
"15196","retire",2
"15197","retort",2
"15198","retouch",2
"15199","retrace",2
"15200","retract",2
"15201","retread",2
"15202","retreat",2
"15203","retrench",2
"15204","retribution",4
"15205","retributive",4
"15206","retrieve",2
"15207","retrograde",3
"15208","retrogression",4
"15209","retrospect",3
"15210","retrospection",4
"15211","return",2
"15212","reunion",3
"15213","rev",1
"15214","revamp",2
"15215","reveal",2
"15216","reveille",3
"15217","revel",2
"15218","revelation",4
"15219","revenge",2
"15220","revenue",3
"15221","reverberate",4
"15222","revere",2
"15223","reverence",3
"15224","reverential",4
"15225","revers",2
"15226","reversal",3
"15227","reverse",2
"15228","reversion",3
"15229","revert",2
"15230","revery",3
"15231","review",2
"15232","revile",2
"15233","revise",2
"15234","revitalization",6
"15235","revitalize",4
"15236","revival",3
"15237","revive",2
"15238","revivify",4
"15239","revocable",4
"15240","revocation",4
"15241","revoke",2
"15242","revolt",2
"15243","revolution",4
"15244","revolve",2
"15245","revue",2
"15246","revulsion",3
"15247","reward",2
"15248","rhapsodic",3
"15249","rhapsodize",3
"15250","rhapsody",3
"15251","rhenium",3
"15252","rheostat",3
"15253","rhesus",2
"15254","rhetoric",3
"15255","rhetorical",4
"15256","rhetorician",4
"15257","rheum",1
"15258","rheumatic",3
"15259","rheumatism",4
"15260","rhinestone",2
"15261","rhinoceros",4
"15262","rhizomatous",4
"15263","rhizome",2
"15264","rhodium",3
"15265","rhododendron",4
"15266","rhomboid",2
"15267","rhombus",2
"15268","rhubarb",2
"15269","rhyme",1
"15270","rhythm",2
"15271","rhythmic",2
"15272","rial",2
"15273","rib",1
"15274","ribald",2
"15275","riband",2
"15276","ribbon",2
"15277","riboflavin",4
"15278","rice",1
"15279","rich",1
"15280","riches",2
"15281","rick",1
"15282","rickets",2
"15283","ricochet",3
"15284","rid",1
"15285","riddance",2
"15286","ridden",2
"15287","riddle",2
"15288","ride",1
"15289","rider",2
"15290","ridge",1
"15291","ridgepole",2
"15292","ridicule",3
"15293","ridiculous",4
"15294","riding",2
"15295","riel",2
"15296","rife",1
"15297","riffraff",2
"15298","rifle",2
"15299","rift",1
"15300","rig",1
"15301","rigging",2
"15302","right",1
"15303","righteous",2
"15304","rightful",2
"15305","rigid",2
"15306","rigidity",4
"15307","rigidly",3
"15308","rigmarole",4
"15309","rigor",2
"15310","rile",1
"15311","rill",1
"15312","rim",1
"15313","rime",1
"15314","rimy",2
"15315","rind",1
"15316","ring",1
"15317","ringleader",3
"15318","ringlet",2
"15319","rink",1
"15320","rinse",1
"15321","riot",2
"15322","rip",1
"15323","riparian",4
"15324","ripe",1
"15325","ripen",2
"15326","riposte",2
"15327","ripple",2
"15328","ripsaw",2
"15329","rise",1
"15330","risen",2
"15331","riser",2
"15332","risibility",5
"15333","risible",3
"15334","rising",2
"15335","risk",1
"15336","risque",2
"15337","rite",1
"15338","ritual",3
"15339","ritualistic",5
"15340","ritually",4
"15341","rival",2
"15342","rivalry",3
"15343","rive",1
"15344","riven",2
"15345","river",2
"15346","rivet",2
"15347","riving",2
"15348","rivulet",3
"15349","riyal",2
"15350","roach",1
"15351","road",1
"15352","roadability",5
"15353","roadbed",2
"15354","roam",1
"15355","roan",1
"15356","roar",1
"15357","roast",1
"15358","rob",1
"15359","robbery",3
"15360","robe",1
"15361","robin",2
"15362","robot",2
"15363","robust",2
"15364","rock",1
"15365","rocker",2
"15366","rocket",2
"15367","rod",1
"15368","rode",1
"15369","rodent",2
"15370","rodeo",3
"15371","roe",1
"15372","roebuck",2
"15373","rogation",3
"15374","roger",2
"15375","rogue",1
"15376","roguery",3
"15377","roguish",2
"15378","roister",2
"15379","role",1
"15380","roll",1
"15381","roller",2
"15382","rollick",2
"15383","roman",2
"15384","romance",2
"15385","romanian",4
"15386","romantic",3
"15387","romanticism",5
"15388","romp",1
"15389","rood",1
"15390","roof",1
"15391","rook",1
"15392","rookie",2
"15393","room",1
"15394","roomette",2
"15395","roommate",2
"15396","roost",1
"15397","root",1
"15398","rootlet",2
"15399","rope",1
"15400","rosary",3
"15401","rose",1
"15403","roseate",3
"15404","rosemary",3
"15405","rosette",2
"15406","rosewood",2
"15407","rosin",2
"15408","roster",2
"15409","rostrum",2
"15410","rosy",2
"15411","rot",1
"15412","rotary",3
"15413","rotate",2
"15414","rotation",3
"15415","rotator",3
"15416","rotatory",4
"15417","rote",1
"15418","rotogravure",4
"15419","rotor",2
"15420","rotten",2
"15421","rotund",2
"15422","rotunda",3
"15423","rouble",2
"15424","roue",2
"15425","rouge",1
"15426","rough",1
"15427","roughage",2
"15428","roughen",2
"15429","roughhew",2
"15430","roulette",2
"15431","roumanian",4
"15432","round",1
"15433","roundabout",3
"15434","roundelay",3
"15435","roundhouse",2
"15436","roundup",2
"15437","rouse",1
"15438","roustabout",3
"15439","rout",1
"15440","route",1
"15441","routine",2
"15442","rove",1
"15443","rover",2
"15444","row",1
"15446","rowboat",2
"15447","rowdy",2
"15448","rowel",2
"15449","royal",2
"15450","rub",1
"15451","rubber",2
"15452","rubbish",2
"15453","rubble",2
"15454","rubicund",3
"15455","rubidium",4
"15456","ruble",2
"15457","rubric",2
"15458","ruby",2
"15459","rudder",2
"15460","ruddy",2
"15461","rude",1
"15462","rudiment",3
"15463","rudimentary",5
"15464","rue",1
"15465","ruff",1
"15466","ruffed",1
"15467","ruffian",3
"15468","ruffle",2
"15469","rug",1
"15470","rugby",2
"15471","rugged",2
"15472","ruin",2
"15473","ruination",4
"15474","ruinous",3
"15475","rule",1
"15476","ruler",2
"15477","rum",1
"15478","rumanian",4
"15479","rumba",2
"15480","rumble",2
"15481","ruminant",3
"15482","ruminate",3
"15483","rumination",4
"15484","rummage",2
"15485","rummy",2
"15486","rumor",2
"15487","rump",1
"15488","rumple",2
"15489","rumpus",2
"15490","rumrunner",3
"15491","run",1
"15492","runabout",3
"15493","runagate",3
"15494","runaround",3
"15495","runaway",3
"15496","rundown",2
"15497","rune",1
"15498","rung",1
"15499","runic",2
"15500","runlet",2
"15501","runnel",2
"15502","running",2
"15503","runny",2
"15504","runoff",2
"15505","runt",1
"15506","runway",2
"15507","rupee",2
"15508","rupiah",3
"15509","rupture",2
"15510","rural",2
"15511","ruse",1
"15512","rush",1
"15513","rusk",1
"15514","russet",2
"15515","russian",2
"15516","rust",1
"15517","rustic",2
"15518","rustically",4
"15519","rusticate",3
"15520","rustication",4
"15521","rusticator",4
"15522","rusticity",4
"15523","rustle",2
"15524","rut",1
"15525","rutabaga",4
"15526","ruthenium",4
"15527","ruthless",2
"15528","rye",1
"15529","sabbath",2
"15530","sable",2
"15531","sabotage",3
"15532","sabre",2
"15533","sac",1
"15534","saccharin",3
"15535","sacerdotal",4
"15536","sachem",2
"15537","sachet",2
"15538","sack",1
"15539","sacrament",3
"15540","sacramental",4
"15541","sacred",2
"15542","sacrifice",3
"15543","sacrificial",4
"15544","sacrilege",3
"15545","sacrilegious",4
"15546","sacristan",3
"15547","sacrosanct",3
"15548","sad",1
"15549","sadden",2
"15550","saddle",2
"15551","sadducean",4
"15552","sadducee",3
"15553","sadiron",3
"15554","sadism",3
"15555","sadistic",3
"15556","safe",1
"15557","safety",2
"15558","saffron",2
"15559","sag",1
"15560","saga",2
"15561","sagacious",3
"15562","sagamore",3
"15563","sage",1
"15564","sagitarius",5
"15565","sago",2
"15566","said",1
"15567","sail",1
"15568","sailor",2
"15569","saint",1
"15570","sake",1
"15571","saki",2
"15572","salacious",3
"15573","salad",2
"15574","salamander",4
"15575","salami",3
"15576","salary",3
"15577","sale",1
"15578","salesgirl",2
"15579","salient",2
"15580","saline",2
"15581","saliva",3
"15582","salivary",4
"15583","sallow",2
"15584","sally",2
"15585","salmon",2
"15586","saloon",2
"15587","salt",1
"15588","saltpetre",3
"15589","saltwater",3
"15590","salubrious",4
"15591","salutary",4
"15592","salutation",4
"15593","salute",2
"15594","salvage",2
"15595","salvation",3
"15596","salve",1
"15597","salver",2
"15598","salvo",2
"15599","samarium",4
"15600","same",1
"15601","sample",2
"15602","sanatorium",5
"15603","sanctification",5
"15604","sanctify",3
"15605","sanctimonious",5
"15606","sanction",2
"15607","sanctity",3
"15608","sanctuary",4
"15609","sanctum",2
"15610","sand",1
"15611","sandal",2
"15612","sandbank",2
"15613","sandhog",2
"15614","sandman",2
"15615","sandwich",2
"15616","sane",1
"15617","sang",1
"15618","sanguinary",4
"15619","sanguine",2
"15620","sanitarium",5
"15621","sanitary",4
"15622","sanitation",4
"15623","sanitize",3
"15624","sanity",3
"15625","sank",1
"15626","sans",1
"15627","sanskrit",2
"15628","sap",1
"15629","sapient",3
"15630","sapling",2
"15631","sapphire",2
"15632","sappy",2
"15633","sapsucker",3
"15634","sarcasm",3
"15635","sarcastic",3
"15636","sarcophagus",4
"15637","sardine",2
"15638","sardonic",3
"15639","sarsaparilla",5
"15640","sash",1
"15641","sassafras",3
"15642","sassy",2
"15643","sat",1
"15644","satan",2
"15645","satang",2
"15646","satanic",3
"15647","satchel",2
"15648","sate",1
"15649","sateen",2
"15650","satellite",3
"15651","satiate",3
"15652","satiety",4
"15653","satin",2
"15654","satire",2
"15655","satiric",3
"15656","satirist",3
"15657","satisfaction",4
"15658","satisfy",3
"15659","satrap",2
"15660","saturate",3
"15661","saturation",4
"15662","saturday",3
"15663","saturn",2
"15664","saturnine",3
"15665","satyr",2
"15666","sauce",1
"15667","saucepan",2
"15668","saucer",2
"15669","saucy",2
"15670","sauerkraut",3
"15671","saunter",2
"15672","sausage",2
"15673","saute",2
"15674","sauterne",2
"15675","savage",2
"15676","savant",2
"15677","save",1
"15679","saviour",2
"15680","savor",2
"15681","saw",1
"15682","sawdust",2
"15683","saxophone",3
"15684","say",1
"15685","scab",1
"15686","scabbard",2
"15687","scaffold",2
"15688","scald",1
"15689","scale",1
"15690","scaleless",2
"15691","scallion",2
"15692","scallop",2
"15693","scalp",1
"15694","scalpel",2
"15695","scamp",1
"15696","scamper",2
"15697","scan",1
"15698","scandal",2
"15699","scandinavian",5
"15700","scandium",3
"15701","scant",1
"15702","scapegoat",2
"15703","scar",1
"15704","scarab",2
"15705","scarce",1
"15706","scarcely",2
"15707","scarcity",3
"15708","scare",1
"15709","scarecrow",2
"15710","scarf",1
"15711","scarlatina",4
"15712","scarlet",2
"15713","scarves",1
"15714","scatter",2
"15715","scavenge",2
"15716","scavenger",3
"15717","scenario",4
"15718","scene",1
"15719","scenery",3
"15720","scenic",2
"15721","scent",1
"15722","scepter",2
"15723","sceptic",2
"15724","schedule",2
"15725","schematic",3
"15726","scheme",1
"15727","schilling",2
"15728","schism",2
"15729","schismatic",3
"15730","schizoid",2
"15731","schizophrenia",5
"15732","schizophrenic",4
"15733","scholar",2
"15734","scholastic",3
"15735","school",1
"15736","schooner",2
"15737","sciatica",4
"15738","science",2
"15739","scientific",4
"15740","scientist",3
"15741","scimitar",3
"15742","scintilla",3
"15743","scintillate",3
"15744","scintillation",4
"15745","scion",2
"15746","scissors",2
"15747","sclerosis",3
"15748","scoff",1
"15749","scold",1
"15750","scone",1
"15751","scoop",1
"15752","scope",1
"15753","scorch",1
"15754","score",1
"15755","scorn",1
"15756","scorpio",3
"15757","scorpion",3
"15758","scot",1
"15759","scotch",1
"15760","scots",1
"15761","scottish",2
"15762","scoundrel",2
"15763","scour",1
"15764","scourge",1
"15765","scout",1
"15766","scow",1
"15767","scowl",1
"15768","scrabble",2
"15769","scramble",2
"15770","scrap",1
"15771","scrape",1
"15772","scratch",1
"15773","scrawl",1
"15774","scrawny",2
"15775","scream",1
"15776","screech",1
"15777","screen",1
"15778","screw",1
"15779","scribble",2
"15780","scribe",1
"15781","scrim",1
"15782","scrimmage",2
"15783","scrimp",1
"15784","scrip",1
"15785","script",1
"15786","scripture",2
"15787","scrivener",3
"15788","scroll",1
"15789","scrotum",2
"15790","scrub",1
"15791","scruff",1
"15792","scruple",2
"15793","scrutinize",3
"15794","scrutiny",3
"15795","scuba",2
"15796","scud",1
"15797","scuffle",2
"15798","scull",1
"15799","scullery",3
"15800","scullion",2
"15801","sculptor",2
"15802","sculpture",2
"15803","scum",1
"15804","scupper",2
"15805","scurf",1
"15806","scurrilous",3
"15807","scurry",2
"15808","scurvy",2
"15809","scutcheon",2
"15810","scuttle",2
"15811","scythe",1
"15812","sea",1
"15813","seal",1
"15814","sealskin",2
"15815","seam",1
"15816","seaman",2
"15817","seamstress",2
"15818","seamy",2
"15819","seaplane",2
"15820","sear",1
"15821","search",1
"15822","seashore",2
"15823","season",2
"15824","seasonable",4
"15825","seat",1
"15826","seaward",2
"15827","sebaceous",3
"15828","secede",2
"15829","seclude",2
"15830","second",2
"15831","secondary",4
"15832","secondhand",3
"15833","secrecy",3
"15834","secret",2
"15835","secretarial",5
"15836","secretariat",5
"15837","secretary",4
"15838","secretaryship",5
"15839","secrete",2
"15840","secretion",3
"15841","secretive",3
"15842","sect",1
"15843","sectarian",4
"15844","sectary",3
"15845","section",2
"15846","sector",2
"15847","secular",3
"15848","secure",2
"15849","sedan",2
"15850","sedate",2
"15851","sedation",3
"15852","sedative",3
"15853","sedentary",4
"15854","sedge",1
"15855","sediment",3
"15856","sedimentary",5
"15857","sedition",3
"15858","seduce",2
"15859","sedulous",3
"15860","see",1
"15861","seed",1
"15862","seek",1
"15863","seem",1
"15864","seemly",2
"15865","seen",1
"15866","seep",1
"15867","seer",1
"15868","seesaw",2
"15869","seethe",1
"15870","segment",2
"15871","segregate",3
"15872","segregation",4
"15873","seigneur",2
"15874","seine",1
"15875","seismic",2
"15876","seismographic",4
"15877","seize",1
"15878","seizure",2
"15879","seldom",2
"15880","select",2
"15881","selection",3
"15882","selectman",3
"15883","selenium",4
"15884","self",1
"15885","selfish",2
"15886","selfless",2
"15887","sell",1
"15888","selvedge",2
"15889","selves",1
"15890","semantic",3
"15891","semaphore",3
"15892","semblance",2
"15893","semen",2
"15894","semester",3
"15895","semicolon",4
"15896","semiconductor",5
"15897","semifinal",4
"15899","semifluid",4
"15900","semilunar",4
"15901","seminar",3
"15902","seminarian",5
"15903","seminary",4
"15904","semite",2
"15905","semitic",3
"15906","sempstress",2
"15907","sen",1
"15908","senate",2
"15909","senator",3
"15910","senatorial",5
"15911","send",1
"15912","senegalese",4
"15913","senile",2
"15914","senility",4
"15915","senior",2
"15916","seniority",4
"15917","senna",2
"15918","sensation",3
"15919","sense",1
"15920","sensibility",5
"15921","sensible",3
"15922","sensitive",3
"15923","sensitivity",5
"15924","sensitization",5
"15925","sensitize",3
"15926","sensor",2
"15927","sensory",3
"15928","sensual",3
"15929","sensuality",5
"15930","sensually",4
"15931","sensuous",3
"15932","sent",1
"15933","sentence",2
"15934","sententious",3
"15935","sentient",3
"15936","sentiment",3
"15937","sentimental",4
"15938","sentinel",3
"15939","sentry",2
"15940","sepal",2
"15941","separable",4
"15942","separate",3
"15943","separation",4
"15944","separatist",4
"15945","sepia",3
"15946","sepses",2
"15947","sepsis",2
"15948","september",3
"15949","septic",2
"15950","septuagint",4
"15951","sepulchral",3
"15952","sepulchre",3
"15953","sepulture",3
"15954","sequel",2
"15955","sequence",2
"15956","sequential",3
"15957","sequester",3
"15958","sequestrate",3
"15959","sequestration",4
"15960","sequin",2
"15961","sequoia",3
"15962","seraglio",3
"15963","seraph",2
"15964","seraphic",3
"15965","sere",1
"15966","serenade",3
"15967","serene",2
"15968","serf",1
"15969","serge",1
"15970","sergeant",2
"15971","serial",3
"15972","series",2
"15973","serious",3
"15974","sermon",2
"15975","serpent",2
"15976","serrate",2
"15977","serrated",3
"15978","serried",2
"15979","serum",2
"15980","servant",2
"15981","serve",1
"15982","service",2
"15983","servile",2
"15984","servility",4
"15985","servitor",3
"15986","servitude",3
"15987","sesame",3
"15988","sessile",2
"15989","session",2
"15990","set",1
"15991","setback",2
"15992","settee",2
"15993","setter",2
"15994","settle",2
"15995","settlement",3
"15996","settler",3
"15997","seven",2
"15998","seventeen",3
"15999","seventy",3
"16000","sever",2
"16001","several",3
"16002","severe",2
"16003","sew",1
"16004","sewage",2
"16005","sewer",2
"16007","sewing",2
"16008","sewn",1
"16009","sex",1
"16010","sextant",2
"16011","sextet",2
"16012","sexton",2
"16013","sexual",3
"16014","sexuality",5
"16015","sexually",4
"16016","shabby",2
"16017","shack",1
"16018","shackle",2
"16019","shad",1
"16020","shade",1
"16021","shading",2
"16022","shadow",2
"16023","shaft",1
"16024","shag",1
"16025","shake",1
"16026","shaken",2
"16027","shaky",2
"16028","shale",1
"16029","shall",1
"16030","shallop",2
"16031","shallow",2
"16032","sham",1
"16033","shamble",2
"16034","shame",1
"16035","shampoo",2
"16036","shamrock",2
"16037","shanghai",2
"16038","shank",1
"16039","shanty",2
"16040","shape",1
"16041","shard",1
"16042","share",1
"16043","shark",1
"16044","sharp",1
"16045","sharpen",2
"16046","shatter",2
"16047","shave",1
"16048","shaven",2
"16049","shaves",1
"16050","shawl",1
"16051","she",1
"16052","sheaf",1
"16053","shear",1
"16054","shears",1
"16055","sheath",1
"16056","sheathe",1
"16057","sheaths",1
"16058","sheave",1
"16059","sheaves",1
"16060","shed",1
"16061","sheen",1
"16062","sheep",1
"16063","sheepskin",2
"16064","sheer",1
"16065","sheet",1
"16066","sheikh",1
"16067","shelf",1
"16068","shell",1
"16069","shellac",2
"16070","shellfish",2
"16071","shelter",2
"16072","shelve",1
"16073","shelves",1
"16074","shepherd",2
"16075","sherbet",2
"16076","sheriff",2
"16077","sherry",2
"16078","shew",1
"16079","shibboleth",3
"16080","shield",1
"16081","shift",1
"16082","shill",1
"16083","shilling",2
"16084","shimmer",2
"16085","shimmy",2
"16086","shin",1
"16087","shine",1
"16088","shiner",2
"16089","shingle",2
"16090","shinto",2
"16091","shintoistic",4
"16092","shiny",2
"16093","ship",1
"16094","shipboard",2
"16095","shipshape",2
"16096","shire",1
"16097","shirk",1
"16098","shirr",1
"16099","shirt",1
"16100","shiver",2
"16101","shoal",1
"16102","shoat",1
"16103","shock",1
"16104","shod",1
"16105","shoddy",2
"16106","shoe",1
"16107","shoemaker",3
"16108","shone",1
"16109","shook",1
"16110","shoot",1
"16111","shop",1
"16112","shore",1
"16113","shorn",1
"16114","short",1
"16115","shortcake",2
"16116","shortcoming",3
"16117","shorten",2
"16118","shorthand",2
"16119","shortstop",2
"16120","shot",1
"16121","should",1
"16122","shoulder",2
"16123","shout",1
"16124","shove",1
"16125","shovel",2
"16126","show",1
"16127","shower",2
"16128","showman",2
"16129","shown",1
"16130","showy",2
"16131","shrank",1
"16132","shrapnel",2
"16133","shred",1
"16134","shrew",1
"16135","shrewd",1
"16136","shriek",1
"16137","shrift",1
"16138","shrike",1
"16139","shrill",1
"16140","shrilly",2
"16141","shrimp",1
"16142","shrine",1
"16143","shrink",1
"16144","shrive",1
"16145","shrivel",2
"16146","shriven",2
"16147","shriving",2
"16148","shroud",1
"16149","shrove",1
"16150","shrub",1
"16151","shrug",1
"16152","shrunk",1
"16153","shuck",1
"16154","shudder",2
"16155","shuffle",2
"16156","shun",1
"16157","shunt",1
"16158","shut",1
"16159","shutter",2
"16160","shuttle",2
"16161","shy",1
"16162","shylock",2
"16163","siamese",3
"16164","sibyl",2
"16165","sick",1
"16166","sicken",2
"16167","sickle",2
"16168","side",1
"16169","sidepiece",2
"16170","sidereal",4
"16171","sidestroke",2
"16172","siding",2
"16173","sidle",2
"16174","siege",1
"16175","sierra",3
"16176","siesta",3
"16177","sieve",1
"16178","sift",1
"16179","sigh",1
"16180","sight",1
"16181","sign",1
"16182","signal",2
"16183","signalize",3
"16184","signatory",4
"16185","signature",3
"16186","signboard",2
"16187","signet",2
"16188","significance",4
"16189","signification",5
"16190","signify",3
"16191","signpost",2
"16192","sikh",1
"16193","silage",2
"16194","silence",2
"16195","silent",2
"16196","silhouette",3
"16197","silica",3
"16198","silicate",3
"16199","silicious",3
"16200","silicon",3
"16201","silicone",3
"16202","silicosis",4
"16203","silk",1
"16204","sill",1
"16205","silly",2
"16206","silo",2
"16207","silt",1
"16208","silver",2
"16209","silverware",3
"16210","simian",3
"16211","similar",3
"16212","similarity",5
"16213","similarly",4
"16214","simile",3
"16215","similitude",4
"16216","simmer",2
"16217","simonize",3
"16218","simony",3
"16219","simper",2
"16220","simple",2
"16221","simpleton",3
"16222","simplicity",4
"16223","simplification",5
"16224","simplify",3
"16225","simulate",3
"16226","simulation",4
"16227","simultaneous",5
"16228","sin",1
"16229","since",1
"16230","sincere",2
"16231","sinecure",3
"16232","sinew",2
"16233","sing",1
"16234","singe",1
"16235","single",2
"16236","singleton",3
"16237","singular",3
"16238","singularity",5
"16239","singularly",4
"16240","sinister",3
"16241","sink",1
"16242","sinuosity",5
"16243","sinuous",3
"16244","sinus",2
"16245","sip",1
"16246","siphon",2
"16247","sir",1
"16248","sire",1
"16249","siren",2
"16250","sirloin",2
"16251","sirocco",3
"16252","sisal",2
"16253","sister",2
"16254","sit",1
"16255","site",1
"16256","situated",4
"16257","situation",4
"16258","six",1
"16259","sixteen",2
"16260","sixty",2
"16261","size",1
"16262","sizeable",3
"16263","sizzle",2
"16264","skate",1
"16265","skein",1
"16266","skeleton",3
"16267","skeptic",2
"16268","sketch",1
"16269","skew",1
"16270","skewer",2
"16271","ski",1
"16272","skid",1
"16273","skiff",1
"16274","skill",1
"16275","skillet",2
"16276","skim",1
"16277","skimp",1
"16278","skin",1
"16279","skinflint",2
"16280","skintight",2
"16281","skip",1
"16282","skipper",2
"16283","skirmish",2
"16284","skirt",1
"16285","skit",1
"16286","skittish",2
"16287","skulk",1
"16288","skull",1
"16289","skunk",1
"16290","sky",1
"16291","slab",1
"16292","slack",1
"16293","slacken",2
"16294","slag",1
"16295","slain",1
"16296","slake",1
"16297","slalom",2
"16298","slam",1
"16299","slander",2
"16300","slang",1
"16301","slant",1
"16302","slap",1
"16303","slash",1
"16304","slat",1
"16305","slate",1
"16306","slattern",2
"16307","slaughter",2
"16308","slav",1
"16309","slave",1
"16310","slaver",2
"16312","slavery",3
"16313","slavic",2
"16314","slavish",2
"16315","slaw",1
"16316","slay",1
"16317","sleazy",2
"16318","sled",1
"16319","sledge",1
"16320","sleek",1
"16321","sleep",1
"16322","sleet",1
"16323","sleeve",1
"16324","sleigh",1
"16325","sleight",1
"16326","slender",2
"16327","slept",1
"16328","sleuth",1
"16329","slew",1
"16330","slice",1
"16331","slick",1
"16332","slicker",2
"16333","slid",1
"16334","slide",1
"16335","sliding",2
"16336","slight",1
"16337","slim",1
"16338","slime",1
"16339","sling",1
"16340","slink",1
"16341","slip",1
"16342","slipknot",2
"16343","slipper",2
"16344","slippery",3
"16345","slipshod",2
"16346","slit",1
"16347","slither",2
"16348","sliver",2
"16349","slobber",2
"16350","sloe",1
"16351","slogan",2
"16352","sloop",1
"16353","slop",1
"16354","slope",1
"16355","sloppy",2
"16356","slot",1
"16357","sloth",1
"16358","slouch",1
"16359","slough",1
"16361","sloven",2
"16362","slow",1
"16363","sludge",1
"16364","slug",1
"16365","sluggard",2
"16366","sluice",1
"16367","slum",1
"16368","slumber",2
"16369","slump",1
"16370","slung",1
"16371","slunk",1
"16372","slur",1
"16373","slush",1
"16374","slut",1
"16375","sly",1
"16376","smack",1
"16377","small",1
"16378","smart",1
"16379","smash",1
"16380","smattering",3
"16381","smear",1
"16382","smell",1
"16383","smelled",1
"16384","smelt",1
"16385","smilax",2
"16386","smile",1
"16387","smirch",1
"16388","smirk",1
"16389","smite",1
"16390","smith",1
"16391","smithereens",3
"16392","smithy",2
"16393","smiting",2
"16394","smitten",2
"16395","smock",1
"16396","smog",1
"16397","smoke",1
"16398","smooth",1
"16399","smorgasbord",3
"16400","smote",1
"16401","smother",2
"16402","smoulder",2
"16403","smudge",1
"16404","smug",1
"16405","smuggle",2
"16406","smut",1
"16407","smutch",1
"16408","snack",1
"16409","snaffle",2
"16410","snag",1
"16411","snail",1
"16412","snake",1
"16413","snap",1
"16414","snapdragon",3
"16415","snare",1
"16416","snarl",1
"16417","snatch",1
"16418","sneak",1
"16419","sneaker",2
"16420","sneer",1
"16421","sneeze",1
"16422","snicker",2
"16423","snide",1
"16424","sniff",1
"16425","sniffle",2
"16426","snigger",2
"16427","snip",1
"16428","snipe",1
"16429","snippy",2
"16430","snitch",1
"16431","snivel",2
"16432","snob",1
"16433","snoop",1
"16434","snooze",1
"16435","snore",1
"16436","snorkel",2
"16437","snort",1
"16438","snout",1
"16439","snub",1
"16440","snuff",1
"16441","snuffle",2
"16442","snug",1
"16443","snuggle",2
"16444","so",1
"16445","soak",1
"16446","soap",1
"16447","soapstone",2
"16448","soar",1
"16449","sob",1
"16450","sober",2
"16451","sobriety",4
"16452","sobriquet",3
"16453","soccer",2
"16454","sociability",5
"16455","sociable",3
"16456","sociably",3
"16457","social",2
"16458","socialistic",4
"16459","socialization",5
"16460","socialize",3
"16461","society",4
"16462","sociology",5
"16463","sock",1
"16464","socket",2
"16465","sod",1
"16466","soda",2
"16467","sodden",2
"16468","sodium",3
"16469","soever",3
"16470","sofa",2
"16471","soft",1
"16472","softball",2
"16473","soften",2
"16474","soggy",2
"16475","soil",1
"16476","soiree",2
"16477","sojourn",2
"16478","sol",1
"16479","solace",2
"16480","solar",2
"16481","solarium",4
"16482","sold",1
"16483","solder",2
"16484","soldier",2
"16485","sole",1
"16486","solecism",4
"16487","solely",2
"16488","solemn",2
"16489","solemnity",4
"16490","solemnization",5
"16491","solemnize",3
"16492","solemnly",3
"16493","soles",2
"16494","solicit",3
"16495","solid",2
"16496","solidarity",5
"16497","solidify",4
"16498","solidity",4
"16499","solidly",3
"16500","soliloquize",4
"16501","solitaire",3
"16502","solo",2
"16503","solstice",2
"16504","solstitial",3
"16505","solubility",5
"16506","soluble",3
"16507","solution",3
"16508","solve",1
"16509","solvency",3
"16510","somalo",3
"16511","somber",2
"16512","sombrero",3
"16513","some",1
"16514","somebody",3
"16515","somersault",3
"16516","something",2
"16517","somnolent",3
"16518","son",1
"16519","sonar",2
"16520","sonata",3
"16521","song",1
"16522","sonic",2
"16523","sonnet",2
"16524","sonority",4
"16525","sonorous",3
"16526","soon",1
"16527","soot",1
"16528","sooth",1
"16529","soothe",1
"16530","soothsayer",3
"16531","sop",1
"16532","sophism",3
"16533","sophistic",3
"16534","sophisticated",5
"16535","sophistry",3
"16536","soporific",4
"16537","soprano",3
"16538","sorcery",3
"16539","sordid",2
"16540","sore",1
"16541","sorghum",2
"16542","sorority",4
"16543","sorrel",2
"16544","sorrow",2
"16545","sorry",2
"16546","sort",1
"16547","sortie",2
"16548","sot",1
"16549","soubrette",2
"16550","souffle",2
"16551","sough",1
"16552","sought",1
"16553","soul",1
"16554","soulless",2
"16555","sound",1
