"","ID","Ubication","Level","Zone","Income","Employees","Taxes","SPAM"
"1439","AB460","c15k53","Small","C",192,57,1,"no"
"1440","AB461","c15k54","Small","C",292,13,3,"yes"
"1441","AB462","c15k55","Small","C",316,43,4,"no"
"1442","AB463","c15k56","Small","C",224,74,2,"yes"
"1443","AB464","c15k57","Small","C",252,28,2,"yes"
"1444","AB465","c15k58","Small","C",233,67,2,"yes"
"1445","AB466","c15k59","Small","C",221,54,2,"yes"
"1446","AB467","c15k60","Small","C",312,30,4,"no"
"1447","AB468","c15k61","Small","C",272,40,3,"no"
"1448","AB469","c15k62","Small","C",222,90,2,"yes"
"1449","AB470","c15k63","Small","C",265,52,3,"no"
"1450","AB471","c15k64","Small","C",216,62,2,"yes"
"1451","AB472","c15k65","Small","C",221,66,2,"yes"
"1452","AB473","c15k66","Small","C",247,91,2,"no"
"1453","AB474","c15k67","Small","C",251,51,2,"yes"
"1454","AB475","c15k68","Small","C",235,59,2,"no"
"1455","AB476","c15k69","Small","C",323,63,4,"no"
"1456","AB477","c15k70","Small","C",253,24,2,"yes"
"1457","AB478","c15k71","Small","C",243,67,2,"yes"
"1458","AB479","c15k72","Small","C",300,66,3,"yes"
"1459","AB480","c15k73","Small","C",320,71,4,"yes"
"1460","AB481","c15k74","Small","C",227,50,2,"no"
"1461","AB482","c15k75","Small","C",251,11,2,"yes"
"1462","AB483","c15k76","Small","C",262,60,2,"no"
"1463","AB484","c15k77","Small","C",286,61,3,"no"
"1464","AB485","c15k78","Small","C",237,23,2,"yes"
"1465","AB486","c15k79","Small","C",342,40,5,"no"
"1466","AB487","c15k80","Small","C",259,28,2,"yes"
"1467","AB488","c15k81","Small","C",195,61,1,"no"
"1468","AB489","c15k82","Small","C",201,57,1,"no"
"1469","AB490","c15k83","Small","C",260,32,2,"no"
"1470","AB491","c15k84","Small","C",219,10,2,"yes"
"1471","AB492","c15k85","Small","C",246,35,2,"no"
"1472","AB493","c15k86","Small","C",290,41,3,"no"
"1473","AB494","c15k87","Small","C",292,17,3,"no"
"1474","AB495","c15k88","Small","C",324,75,4,"yes"
"1475","AB496","c15k89","Small","C",235,87,2,"yes"
"1476","AB497","c15k90","Small","C",239,31,2,"yes"
"1477","AB498","c15k91","Small","C",343,84,5,"yes"
"1478","AB499","c15k92","Small","C",367,85,6,"yes"
"1479","AB500","c15k93","Small","C",278,17,3,"no"
"1480","AB501","c15k94","Small","C",275,44,3,"no"
"1481","AB502","c15k95","Small","C",268,52,3,"no"
"1482","AB503","c15k96","Small","C",234,23,2,"no"
"1483","AB504","c15k97","Small","C",305,38,4,"no"
"1484","AB505","c15k98","Small","C",219,6,2,"no"
"1485","AB506","c15k99","Small","C",258,52,2,"yes"
"1486","AB507","c16k1","Small","C",317,31,4,"no"
"1487","AB508","c16k2","Small","C",383,26,6,"no"
"1488","AB509","c16k3","Small","C",226,38,2,"yes"
"1489","AB510","c16k4","Small","C",213,50,1,"yes"
"1490","AB511","c16k5","Small","C",236,79,2,"yes"
"1491","AB512","c16k6","Small","C",250,75,2,"yes"
"1492","AB513","c16k7","Small","C",188,29,1,"yes"
"1493","AB514","c16k8","Small","C",213,58,1,"no"
"1494","AB515","c16k9","Small","C",274,44,3,"no"
"1495","AB516","c16k10","Small","C",249,27,2,"yes"
"1496","AB517","c16k11","Small","C",336,60,5,"yes"
"1497","AB518","c16k12","Small","C",223,82,2,"yes"
"1498","AB519","c16k13","Small","C",280,21,3,"yes"
"1499","AB520","c16k14","Small","C",210,26,1,"yes"
"1500","AB521","c16k15","Small","C",270,76,3,"no"
"1501","AB522","c16k16","Small","C",248,83,2,"yes"
"1502","AB523","c16k17","Small","C",299,89,3,"no"
"1503","AB524","c16k18","Small","C",266,68,3,"no"
"1504","AB525","c16k19","Small","C",274,76,3,"yes"
"1505","AB526","c16k20","Small","C",263,24,3,"yes"
"1506","AB527","c16k21","Small","C",179,40,1,"yes"
"1507","AB528","c16k22","Small","C",214,34,1,"no"
"1508","AB529","c16k23","Small","C",219,78,2,"yes"
"1509","AB530","c16k24","Small","C",328,15,4,"no"
"1510","AB531","c16k25","Small","C",289,77,3,"no"
"1511","AB532","c16k26","Small","C",245,39,2,"no"
"1512","AB533","c16k27","Small","C",228,70,2,"yes"
"1513","AB534","c16k28","Small","C",253,60,2,"yes"
"1514","AB535","c16k29","Small","C",286,41,3,"yes"
"1515","AB536","c16k30","Small","C",190,65,1,"no"
"1516","AB537","c16k31","Small","C",242,23,2,"no"
"1517","AB538","c16k32","Small","C",218,22,2,"no"
"1518","AB539","c16k33","Small","C",201,81,1,"yes"
"1519","AB540","c16k34","Small","C",283,65,3,"no"
"1520","AB541","c16k35","Small","C",227,34,2,"yes"
"1521","AB542","c16k36","Small","C",364,97,6,"no"
"1522","AB543","c16k37","Small","C",318,71,4,"yes"
"1523","AB544","c16k38","Small","C",341,16,5,"yes"
"1524","AB545","c16k39","Small","C",296,41,3,"yes"
"1525","AB546","c16k40","Small","C",209,38,1,"yes"
"1526","AB547","c16k41","Small","C",202,45,1,"yes"
"1527","AB548","c16k42","Small","C",283,77,3,"no"
"1528","AB549","c16k43","Small","C",234,11,2,"yes"
"1529","AB550","c16k44","Small","C",176,84,1,"no"
"1530","AB551","c16k45","Small","C",212,10,1,"no"
"1531","AB552","c16k46","Small","C",243,47,2,"no"
"1532","AB553","c16k47","Small","C",308,14,4,"no"
"1533","AB554","c16k48","Small","C",236,35,2,"no"
"1534","AB555","c16k49","Small","C",279,85,3,"yes"
"1535","AB556","c16k50","Small","C",237,31,2,"yes"
"1536","AB557","c16k51","Small","C",220,86,2,"no"
"1537","AB558","c16k52","Small","C",220,18,2,"yes"
"1538","AB559","c16k53","Small","C",208,78,1,"yes"
"1539","AB560","c16k54","Small","C",243,75,2,"yes"
"1540","AB561","c16k55","Small","C",191,45,1,"yes"
"1541","AB562","c16k56","Small","C",229,26,2,"no"
"1542","AB563","c16k57","Small","C",213,18,1,"yes"
"1543","AB564","c16k58","Small","C",302,30,4,"no"
"1544","AB565","c16k59","Small","C",262,16,2,"yes"
"1545","AB566","c16k60","Small","C",200,69,1,"yes"
"1546","AB567","c16k61","Small","C",246,39,2,"yes"
"1547","AB568","c16k62","Small","C",304,38,4,"yes"
"1548","AB569","c16k63","Small","C",247,15,2,"yes"
"1549","AB591","c16k64","Small","C",460,83,9,"no"
"1550","AB599","c16k65","Small","C",490,26,10.5,"no"
"1551","AB604","c16k66","Small","C",494,26,10.5,"no"
"1552","AB608","c16k67","Small","C",480,89,10,"yes"
"1553","AB623","c16k68","Small","D",486,97,10.5,"yes"
"1554","AB639","c16k69","Small","D",470,24,10,"no"
"1555","AB640","c16k70","Small","D",370,38,6,"yes"
"1556","AB641","c16k71","Small","D",430,37,8,"yes"
"1557","AB649","c16k72","Small","D",470,24,10,"no"
"1558","AB661","c16k73","Small","D",460,96,9,"no"
"1559","AB669","c16k74","Small","D",490,42,10.5,"no"
"1560","AB677","c16k75","Small","D",480,61,10,"no"
"1561","AB679","c16k76","Small","D",490,50,10.5,"yes"
"1562","AB703","c16k77","Small","D",470,68,10,"yes"
"1563","AB729","c16k78","Small","D",495,90,10.5,"no"
"1564","AB730","c16k79","Small","D",420,101,8,"yes"
"1565","AB753","c16k80","Small","D",496,30,10.5,"yes"
"1566","AB754","c16k81","Small","D",474,97,10,"no"
"1567","AB768","c16k82","Small","D",490,38,10.5,"yes"
"1568","AB800","c16k83","Small","D",492,86,10.5,"yes"
"1569","AB801","c16k84","Small","D",490,34,10.5,"yes"
"1570","AB811","c16k85","Small","D",480,73,10,"yes"
"1571","AB827","c16k86","Small","D",470,84,10,"yes"
"1572","AB833","c16k87","Small","D",470,36,10,"yes"
"1573","AB852","c16k88","Small","E",480,89,10,"yes"
"1574","AB881","c16k89","Small","E",470,32,10,"no"
"1575","AB958","c16k90","Small","E",490,38,10.5,"yes"
"1576","AB962","c16k91","Small","E",499,94,10.5,"yes"
"1577","AB049","c16k92","Medium","A",528,89,13,"yes"
"1578","AB052","c16k93","Medium","A",510,35,12,"yes"
"1579","AB058","c16k94","Medium","A",556,92,14,"yes"
"1580","AB073","c16k95","Medium","A",553,60,14,"no"
"1581","AB076","c16k96","Medium","A",500,87,11,"yes"
"1582","AB090","c16k97","Medium","A",521,57,13,"no"
"1583","AB091","c16k98","Medium","A",550,75,14,"no"
"1584","AB093","c16k99","Medium","A",651,42,22,"no"
"1585","AB094","c17k1","Medium","A",671,119,23,"yes"
"1586","AB095","c17k2","Medium","A",771,69,30,"yes"
"1587","AB096","c17k3","Medium","A",741,90,27,"yes"
"1588","AB1000","c17k4","Medium","A",610,65,18,"yes"
"1589","AB1001","c17k5","Medium","A",674,88,23,"yes"
"1590","AB1002","c17k6","Medium","A",743,127,27,"no"
"1591","AB1003","c17k7","Medium","A",759,112,29,"no"
"1592","AB1004","c17k8","Medium","A",844,141,35,"no"
"1593","AB1005","c17k9","Medium","A",822,123,34,"yes"
"1594","AB1006","c17k10","Medium","A",760,124,29,"no"
"1595","AB1007","c17k11","Medium","A",740,122,27,"no"
"1596","AB1009","c17k12","Medium","A",600,44,17,"yes"
"1597","AB1010","c17k13","Medium","A",600,96,18,"yes"
"1598","AB1011","c17k14","Medium","A",640,49,21,"no"
"1599","AB1012","c17k15","Medium","A",680,124,23,"no"
"1600","AB1013","c17k16","Medium","A",700,97,24,"yes"
"1601","AB1014","c17k17","Medium","A",740,62,27,"yes"
"1602","AB1015","c17k18","Medium","A",834,140,35,"yes"
"1603","AB1016","c17k19","Medium","A",935,119,42,"no"
"1604","AB1017","c17k20","Medium","A",553,92,14,"yes"
"1605","AB1018","c17k21","Medium","A",570,57,15,"no"
"1606","AB1019","c17k22","Medium","A",694,53,24,"no"
"1607","AB102","c17k23","Medium","A",550,67,14,"yes"
"1608","AB1020","c17k24","Medium","A",730,126,27,"no"
"1609","AB1021","c17k25","Medium","A",710,63,25,"yes"
"1610","AB1022","c17k26","Medium","A",691,57,24,"yes"
"1611","AB1023","c17k27","Medium","A",750,99,28,"yes"
"1612","AB1024","c17k28","Medium","A",925,107,42,"no"
"1613","AB1025","c17k29","Medium","A",772,53,30,"no"
"1614","AB1027","c17k30","Medium","A",950,113,43,"yes"
"1615","AB103","c17k31","Medium","A",662,50,22,"yes"
"1616","AB1030","c17k32","Medium","A",710,92,26,"yes"
"1617","AB1031","c17k33","Medium","A",900,97,40,"yes"
"1618","AB1032","c17k34","Medium","A",532,61,13,"yes"
"1619","AB1033","c17k35","Medium","A",730,101,27,"yes"
"1620","AB1034","c17k36","Medium","A",790,54,31,"yes"
"1621","AB1035","c17k37","Medium","A",902,85,41,"yes"
"1622","AB1036","c17k38","Medium","A",904,77,41,"yes"
"1623","AB1037","c17k39","Medium","A",986,96,46,"yes"
"1624","AB104","c17k40","Medium","A",504,39,12,"yes"
"1625","AB1043","c17k41","Medium","A",990,129,47,"yes"
"1626","AB1045","c17k42","Medium","A",715,124,26,"yes"
"1627","AB1046","c17k43","Medium","A",884,92,38,"yes"
"1628","AB1047","c17k44","Medium","A",601,32,18,"no"
"1629","AB1048","c17k45","Medium","A",621,63,19,"yes"
"1630","AB1049","c17k46","Medium","A",672,39,23,"yes"
"1631","AB105","c17k47","Medium","A",589,103,16,"yes"
"1632","AB1050","c17k48","Medium","A",550,75,14,"yes"
"1633","AB1051","c17k49","Medium","A",675,48,23,"no"
"1634","AB1052","c17k50","Medium","A",730,117,27,"no"
"1635","AB1053","c17k51","Medium","A",535,26,13,"yes"
"1636","AB1054","c17k52","Medium","A",600,36,18,"yes"
"1637","AB1055","c17k53","Medium","A",550,87,14,"yes"
"1638","AB1056","c17k54","Medium","A",647,93,21,"yes"
"1639","AB1057","c17k55","Medium","A",610,89,18,"no"
"1640","AB1058","c17k56","Medium","A",630,95,19,"yes"
"1641","AB1059","c17k57","Medium","A",697,77,24,"no"
"1642","AB1060","c17k58","Medium","A",705,107,25,"yes"
"1643","AB1061","c17k59","Medium","A",574,73,15,"no"
"1644","AB1062","c17k60","Medium","A",664,110,22,"no"
"1645","AB1063","c17k61","Medium","A",680,96,23,"yes"
"1646","AB1064","c17k62","Medium","A",721,105,27,"yes"
"1647","AB1065","c17k63","Medium","A",704,55,25,"no"
"1648","AB1066","c17k64","Medium","A",850,102,36,"yes"
"1649","AB1067","c17k65","Medium","A",810,97,33,"yes"
"1650","AB1068","c17k66","Medium","A",872,87,38,"no"
"1651","AB1069","c17k67","Medium","A",937,127,43,"yes"
"1652","AB107","c17k68","Medium","A",560,72,15,"yes"
"1653","AB1070","c17k69","Medium","A",820,106,34,"yes"
"1654","AB1071","c17k70","Medium","A",980,75,46,"yes"
"1655","AB1073","c17k71","Medium","A",899,93,40,"yes"
"1656","AB1074","c17k72","Medium","A",534,37,13,"yes"
"1657","AB1075","c17k73","Medium","A",563,64,15,"no"
"1658","AB1076","c17k74","Medium","A",590,47,17,"yes"
"1659","AB1077","c17k75","Medium","A",611,102,19,"yes"
"1660","AB1078","c17k76","Medium","A",670,111,22,"no"
"1661","AB1079","c17k77","Medium","A",557,32,14,"yes"
"1662","AB108","c17k78","Medium","A",635,40,20,"no"
"1663","AB1080","c17k79","Medium","A",670,75,23,"yes"
"1664","AB1081","c17k80","Medium","A",814,106,33,"no"
"1665","AB1082","c17k81","Medium","A",851,90,36,"yes"
"1666","AB1083","c17k82","Medium","A",830,127,34,"yes"
"1667","AB1085","c17k83","Medium","A",585,59,16,"no"
"1668","AB1086","c17k84","Medium","A",589,91,16,"yes"
"1669","AB1087","c17k85","Medium","A",568,44,15,"yes"
"1670","AB1088","c17k86","Medium","A",710,76,26,"no"
"1671","AB1089","c17k87","Medium","A",740,126,27,"yes"
"1672","AB109","c17k88","Medium","A",551,99,14,"yes"
"1673","AB1090","c17k89","Medium","A",760,92,29,"yes"
"1674","AB1091","c17k90","Medium","A",704,103,25,"no"
"1675","AB1092","c17k91","Medium","A",960,74,45,"yes"
"1676","AB1095","c17k92","Medium","A",986,124,46,"yes"
"1677","AB1097","c17k93","Medium","A",599,36,17,"yes"
"1678","AB1099","c17k94","Medium","A",580,97,16,"yes"
"1679","AB110","c17k95","Medium","A",520,69,12,"no"
"1680","AB1100","c17k96","Medium","A",560,52,15,"no"
"1681","AB1101","c17k97","Medium","A",610,53,18,"no"
"1682","AB1102","c17k98","Medium","A",580,62,16,"no"
"1683","AB1103","c17k99","Medium","A",640,109,21,"yes"
"1684","AB1104","c18k1","Medium","A",584,110,16,"yes"
"1685","AB1105","c18k2","Medium","A",680,80,23,"yes"
"1686","AB1106","c18k3","Medium","A",710,91,25,"yes"
"1687","AB1107","c18k4","Medium","A",837,124,35,"no"
"1688","AB1109","c18k5","Medium","A",798,63,32,"yes"
"1689","AB111","c18k6","Medium","A",990,141,47,"no"
"1690","AB1110","c18k7","Medium","A",513,96,12,"yes"
"1691","AB1111","c18k8","Medium","A",670,115,22,"no"
"1692","AB1112","c18k9","Medium","A",576,105,15,"yes"
"1693","AB1113","c18k10","Medium","A",530,61,13,"yes"
"1694","AB1114","c18k11","Medium","A",635,116,20,"yes"
"1695","AB1115","c18k12","Medium","A",870,139,38,"no"
"1696","AB1119","c18k13","Medium","A",630,80,20,"yes"
"1697","AB112","c18k14","Medium","A",780,81,30,"no"
"1698","AB1120","c18k15","Medium","A",680,52,23,"yes"
"1699","AB1121","c18k16","Medium","A",610,45,18,"yes"
"1700","AB1122","c18k17","Medium","A",820,82,34,"yes"
"1701","AB1127","c18k18","Medium","A",712,56,26,"no"
"1702","AB1128","c18k19","Medium","A",660,54,22,"no"
"1703","AB1129","c18k20","Medium","A",630,40,20,"no"
"1704","AB1131","c18k21","Medium","A",627,71,19,"yes"
"1705","AB1133","c18k22","Medium","A",570,65,15,"yes"
"1706","AB1134","c18k23","Medium","A",619,78,19,"no"
"1707","AB1136","c18k24","Medium","A",700,51,25,"yes"
"1708","AB1137","c18k25","Medium","A",874,79,38,"no"
"1709","AB1138","c18k26","Medium","A",637,104,20,"no"
"1710","AB1139","c18k27","Medium","A",510,36,12,"no"
"1711","AB114","c18k28","Medium","A",500,91,12,"no"
"1712","AB1140","c18k29","Medium","A",502,83,12,"no"
"1713","AB1141","c18k30","Medium","A",510,44,12,"no"
"1714","AB1142","c18k31","Medium","A",645,89,21,"no"
"1715","AB1143","c18k32","Medium","A",660,38,22,"yes"
"1716","AB1144","c18k33","Medium","A",675,72,23,"no"
"1717","AB1145","c18k34","Medium","A",650,117,21,"yes"
"1718","AB1146","c18k35","Medium","A",760,84,29,"no"
"1719","AB1147","c18k36","Medium","A",960,73,44,"yes"
"1720","AB1149","c18k37","Medium","A",540,38,13,"no"
"1721","AB115","c18k38","Medium","A",656,106,22,"no"
"1722","AB1150","c18k39","Medium","A",512,92,12,"no"
"1723","AB1152","c18k40","Medium","A",560,60,15,"no"
"1724","AB1154","c18k41","Medium","A",525,57,13,"no"
"1725","AB1155","c18k42","Medium","A",610,57,18,"no"
"1726","AB1156","c18k43","Medium","A",640,80,21,"no"
"1727","AB1157","c18k44","Medium","A",794,67,31,"no"
"1728","AB1158","c18k45","Medium","A",704,63,25,"no"
"1729","AB1159","c18k46","Medium","A",766,65,29,"no"
"1730","AB1160","c18k47","Medium","A",850,113,36,"no"
"1731","AB1161","c18k48","Medium","A",989,73,47,"no"
"1732","AB1162","c18k49","Medium","A",660,74,22,"yes"
"1733","AB1163","c18k50","Medium","A",620,71,19,"yes"
"1734","AB1164","c18k51","Medium","A",753,56,29,"yes"
"1735","AB1165","c18k52","Medium","A",760,68,29,"no"
"1736","AB1166","c18k53","Medium","A",880,60,38,"yes"
"1737","AB1167","c18k54","Medium","A",850,125,36,"yes"
"1738","AB1168","c18k55","Medium","A",610,69,18,"no"
"1739","AB1169","c18k56","Medium","A",985,79,46,"yes"
"1740","AB1170","c18k57","Medium","A",720,92,26,"yes"
"1741","AB1171","c18k58","Medium","A",890,140,39,"no"
"1742","AB1173","c18k59","Medium","A",550,35,14,"no"
"1743","AB1174","c18k60","Medium","A",600,108,18,"yes"
"1744","AB1175","c18k61","Medium","A",600,36,17,"no"
"1745","AB1176","c18k62","Medium","A",780,58,30,"no"
"1746","AB1177","c18k63","Medium","A",859,118,37,"yes"
"1747","AB1178","c18k64","Medium","A",668,63,22,"yes"
"1748","AB1179","c18k65","Medium","A",580,90,16,"no"
"1749","AB1180","c18k66","Medium","A",721,85,27,"yes"
"1750","AB1181","c18k67","Medium","A",810,120,32,"no"
"1751","AB1182","c18k68","Medium","A",840,76,35,"yes"
"1752","AB1183","c18k69","Medium","A",656,62,22,"no"
"1753","AB1184","c18k70","Medium","A",680,120,23,"no"
"1754","AB1185","c18k71","Medium","A",610,82,18,"no"
"1755","AB1186","c18k72","Medium","A",990,145,47,"no"
"1756","AB1188","c18k73","Medium","A",621,59,19,"yes"
"1757","AB1189","c18k74","Medium","B",542,86,14,"no"
"1758","AB119","c18k75","Medium","B",948,129,43,"no"
"1759","AB1190","c18k76","Medium","B",556,52,14,"yes"
"1760","AB1191","c18k77","Medium","B",520,49,12,"no"
"1761","AB1192","c18k78","Medium","B",552,95,14,"yes"
"1762","AB1195","c18k79","Medium","B",580,106,16,"yes"
"1763","AB1196","c18k80","Medium","B",623,95,19,"no"
"1764","AB1197","c18k81","Medium","B",730,81,27,"no"
"1765","AB1198","c18k82","Medium","B",958,149,44,"no"
"1766","AB120","c18k83","Medium","B",600,48,18,"no"
"1767","AB1200","c18k84","Medium","B",560,48,15,"no"
"1768","AB1201","c18k85","Medium","B",780,94,30,"yes"
"1769","AB1202","c18k86","Medium","B",870,74,37,"yes"
"1770","AB1203","c18k87","Medium","B",784,70,31,"yes"
"1771","AB1204","c18k88","Medium","B",820,58,33,"yes"
"1772","AB1205","c18k89","Medium","B",675,100,23,"no"
"1773","AB1207","c18k90","Medium","B",920,118,41,"yes"
"1774","AB1208","c18k91","Medium","B",678,68,23,"no"
"1775","AB1210","c18k92","Medium","B",940,99,43,"no"
"1776","AB1213","c18k93","Medium","B",530,105,13,"yes"
"1777","AB1214","c18k94","Medium","B",538,30,13,"yes"
"1778","AB1215","c18k95","Medium","B",580,41,16,"no"
"1779","AB1216","c18k96","Medium","B",632,112,20,"no"
"1780","AB1218","c18k97","Medium","B",580,102,16,"no"
"1781","AB1221","c18k98","Medium","B",500,75,11,"yes"
"1782","AB1222","c18k99","Medium","B",600,108,17,"no"
"1783","AB1223","c19k1","Medium","B",637,108,20,"no"
"1784","AB1225","c19k2","Medium","B",560,44,15,"yes"
"1785","AB1227","c19k3","Medium","B",590,79,16,"yes"
"1786","AB1228","c19k4","Medium","B",823,75,34,"yes"
"1787","AB1230","c19k5","Medium","B",600,56,17,"no"
"1788","AB1233","c19k6","Medium","B",600,84,17,"no"
"1789","AB1234","c19k7","Medium","B",704,47,25,"yes"
"1790","AB1235","c19k8","Medium","B",530,97,13,"no"
"1791","AB1236","c19k9","Medium","B",530,37,13,"no"
"1792","AB1237","c19k10","Medium","B",774,89,30,"yes"
"1793","AB1239","c19k11","Medium","B",550,95,14,"no"
"1794","AB1240","c19k12","Medium","B",660,50,22,"no"
"1795","AB1242","c19k13","Medium","B",520,85,12,"yes"
"1796","AB1243","c19k14","Medium","B",540,74,13,"yes"
"1797","AB1244","c19k15","Medium","B",590,47,17,"yes"
"1798","AB1245","c19k16","Medium","B",720,117,27,"no"
"1799","AB1246","c19k17","Medium","B",550,59,14,"no"
"1800","AB1247","c19k18","Medium","B",880,84,38,"yes"
"1801","AB1248","c19k19","Medium","B",519,92,12,"yes"
"1802","AB1249","c19k20","Medium","B",530,61,13,"no"
"1803","AB1250","c19k21","Medium","B",730,89,27,"no"
"1804","AB1253","c19k22","Medium","B",820,102,33,"no"
"1805","AB1254","c19k23","Medium","B",530,65,13,"yes"
"1806","AB1255","c19k24","Medium","B",630,79,20,"yes"
"1807","AB1256","c19k25","Medium","B",618,70,19,"yes"
"1808","AB1257","c19k26","Medium","B",750,88,28,"yes"
"1809","AB1258","c19k27","Medium","B",545,42,14,"no"
"1810","AB1259","c19k28","Medium","B",860,130,37,"no"
"1811","AB1260","c19k29","Medium","B",904,137,41,"no"
"1812","AB1261","c19k30","Medium","B",887,108,39,"yes"
"1813","AB1262","c19k31","Medium","B",510,60,12,"yes"
"1814","AB1263","c19k32","Medium","B",610,46,18,"no"
"1815","AB1264","c19k33","Medium","B",550,107,14,"yes"
"1816","AB1265","c19k34","Medium","B",589,107,16,"yes"
"1817","AB1266","c19k35","Medium","B",671,111,23,"no"
"1818","AB1267","c19k36","Medium","B",940,119,43,"yes"
"1819","AB1268","c19k37","Medium","B",580,58,16,"yes"
"1820","AB1269","c19k38","Medium","B",554,44,14,"no"
"1821","AB1270","c19k39","Medium","B",580,109,16,"yes"
"1822","AB1271","c19k40","Medium","B",505,27,12,"yes"
"1823","AB1272","c19k41","Medium","B",714,52,26,"yes"
"1824","AB1273","c19k42","Medium","B",621,43,19,"yes"
"1825","AB1274","c19k43","Medium","B",615,94,19,"no"
"1826","AB1275","c19k44","Medium","B",640,57,21,"no"
"1827","AB1276","c19k45","Medium","B",551,87,14,"yes"
"1828","AB1277","c19k46","Medium","B",821,71,34,"yes"
"1829","AB1278","c19k47","Medium","B",804,103,32,"no"
"1830","AB1279","c19k48","Medium","B",567,72,15,"yes"
"1831","AB1280","c19k49","Medium","B",963,106,45,"yes"
"1832","AB1281","c19k50","Medium","B",820,58,34,"yes"
"1833","AB1282","c19k51","Medium","B",662,94,22,"yes"
"1834","AB1284","c19k52","Medium","B",801,63,32,"yes"
"1835","AB1285","c19k53","Medium","B",669,79,22,"yes"
"1836","AB1286","c19k54","Medium","B",890,60,39,"yes"
"1837","AB1287","c19k55","Medium","B",695,53,24,"yes"
"1838","AB1288","c19k56","Medium","B",650,85,21,"yes"
"1839","AB1289","c19k57","Medium","B",957,101,43,"yes"
"1840","AB1290","c19k58","Medium","B",590,35,17,"no"
"1841","AB1291","c19k59","Medium","B",600,60,17,"yes"
"1842","AB1292","c19k60","Medium","B",675,88,23,"no"
"1843","AB1294","c19k61","Medium","B",605,81,18,"yes"
"1844","AB1295","c19k62","Medium","B",567,68,15,"yes"
"1845","AB1296","c19k63","Medium","B",674,47,23,"yes"
"1846","AB1297","c19k64","Medium","B",570,37,15,"yes"
"1847","AB1298","c19k65","Medium","B",619,46,19,"yes"
"1848","AB1299","c19k66","Medium","B",654,114,22,"yes"
"1849","AB1300","c19k67","Medium","B",896,117,40,"yes"
"1850","AB1301","c19k68","Medium","B",620,67,19,"yes"
"1851","AB1302","c19k69","Medium","B",944,131,43,"no"
"1852","AB1303","c19k70","Medium","B",503,91,12,"yes"
"1853","AB1304","c19k71","Medium","B",645,65,21,"yes"
"1854","AB1306","c19k72","Medium","B",570,101,15,"yes"
"1855","AB1307","c19k73","Medium","B",755,124,29,"no"
"1856","AB1309","c19k74","Medium","B",576,97,15,"yes"
"1857","AB1310","c19k75","Medium","B",667,102,22,"no"
"1858","AB1311","c19k76","Medium","B",623,87,19,"yes"
"1859","AB1312","c19k77","Medium","B",670,83,22,"no"
"1860","AB1313","c19k78","Medium","B",697,65,24,"yes"
"1861","AB1314","c19k79","Medium","B",980,75,46,"yes"
"1862","AB1315","c19k80","Medium","B",915,129,41,"yes"
"1863","AB1316","c19k81","Medium","B",649,117,21,"no"
"1864","AB1318","c19k82","Medium","B",511,104,12,"yes"
"1865","AB1319","c19k83","Medium","B",540,74,13,"no"
"1866","AB1320","c19k84","Medium","B",721,65,27,"yes"
"1867","AB1321","c19k85","Medium","B",619,94,19,"yes"
"1868","AB1322","c19k86","Medium","B",667,98,22,"yes"
"1869","AB1323","c19k87","Medium","B",600,96,18,"no"
"1870","AB1324","c19k88","Medium","B",564,68,15,"yes"
"1871","AB1325","c19k89","Medium","B",595,87,17,"no"
"1872","AB1326","c19k90","Medium","B",741,98,27,"yes"
"1873","AB1327","c19k91","Medium","B",500,42,11,"yes"
"1874","AB1328","c19k92","Medium","B",648,89,21,"yes"
"1875","AB1329","c19k93","Medium","B",713,52,26,"no"
"1876","AB1330","c19k94","Medium","B",672,59,23,"yes"
"1877","AB1331","c19k95","Medium","B",960,78,45,"yes"
"1878","AB1905","c19k96","Medium","C",500,59,12,"no"
"1879","AB1908","c19k97","Medium","C",600,76,17,"no"
"1880","AB1925","c19k98","Medium","C",510,24,12,"no"
"1881","AB1935","c19k99","Medium","C",519,88,12,"yes"
"1882","AB1941","c20k1","Medium","C",520,61,12,"yes"
"1883","AB1942","c20k2","Medium","C",560,84,14,"yes"
"1884","AB1959","c20k3","Medium","C",540,38,13,"no"
"1885","AB1987","c20k4","Medium","C",525,65,13,"yes"
"1886","AB2004","c20k5","Medium","C",560,100,15,"yes"
"1887","AB2012","c20k6","Medium","C",510,31,12,"no"
"1888","AB2013","c20k7","Medium","C",570,85,15,"no"
"1889","AB2014","c20k8","Medium","C",530,25,13,"yes"
"1890","AB2015","c20k9","Medium","C",520,64,12,"no"
"1891","AB2019","c20k10","Medium","C",530,89,13,"yes"
"1892","AB2020","c20k11","Medium","C",530,109,13,"no"
"1893","AB2029","c20k12","Medium","C",510,96,12,"no"
"1894","AB2031","c20k13","Medium","C",540,74,13,"no"
"1895","AB2042","c20k14","Medium","C",510,80,12,"yes"
"1896","AB2046","c20k15","Medium","C",530,69,13,"no"
"1897","AB2048","c20k16","Medium","C",530,41,13,"yes"
"1898","AB2051","c20k17","Medium","C",520,36,12,"no"
"1899","AB2052","c20k18","Medium","C",520,28,12,"yes"
"1900","AB2057","c20k19","Medium","C",500,47,12,"no"
"1901","AB2061","c20k20","Medium","C",510,84,12,"no"
"1902","AB2067","c20k21","Medium","C",539,66,13,"yes"
"1903","AB2079","c20k22","Medium","C",520,80,12,"no"
