"","chemoLowerLinearAdjust.chemoUpperLinearAdjust.Velocity.Displacement"
"5540","0.04,0.35,3.52218462025167,47.1436822634395"
"5541","0.04,0.35,4.18420353332522,52.8289042472465"
"5542","0.04,0.35,2.70059364153277,52.2657201705944"
"5543","0.04,0.35,2.32961568627083,40.7362068635713"
"5544","0.04,0.35,2.99373661918639,51.7060417950725"
"5545","0.04,0.35,3.8255937274279,50.349319738049"
"5546","0.04,0.35,3.06371226568914,47.5497767961892"
"5547","0.04,0.35,2.91677456167818,52.054126319758"
"5548","0.04,0.35,2.856109108687,46.5297671237171"
"5549","0.04,0.35,2.88332704536117,45.1204758613367"
"5550","0.04,0.35,5.02445855364434,54.8018554527199"
"5551","0.04,0.35,2.63291019082784,42.6670747642613"
"5552","0.04,0.35,2.36760649339079,40.4159767503296"
"5553","0.04,0.35,3.12426905000696,45.5016635729288"
"5554","0.04,0.35,2.94355775597839,50.2121195034037"
"5555","0.04,0.35,2.36464697436658,38.3625753069756"
"5556","0.04,0.35,3.6,58.268077385428"
"5557","0.04,0.35,2.38767531133072,43.1773479023731"
"5558","0.04,0.35,2.48146972716879,39.4805545333239"
"5559","0.04,0.35,3.61107288044913,57.9356249259799"
"5560","0.04,0.35,2.52728590408193,46.9823651200465"
"5561","0.04,0.35,2.28536530042219,44.1909605927728"
"5562","0.04,0.35,2.41818389068815,41.2117821898317"
"5563","0.04,0.35,3.11654338342486,52.6347975092374"
"5564","0.04,0.35,2.4120803177473,41.8590699073498"
"5565","0.04,0.35,2.95540712038745,42.1979861522966"
"5566","0.04,0.35,2.34311234058837,43.9459669061657"
"5567","0.04,0.35,2.93767817378866,45.6805144397759"
"5568","0.04,0.35,2.87531767445882,46.5305943838248"
"5569","0.04,0.35,2.42090966014673,42.8842291689544"
"5570","0.04,0.35,2.90074994610865,49.2325093520465"
"5571","0.04,0.35,3.68115298716663,50.6857631327615"
"5572","0.04,0.35,3.7533144366028,50.7737954234877"
"5573","0.04,0.35,3.05255502414685,50.940892274121"
"5574","0.04,0.35,2.52482612911218,40.331887935851"
"5575","0.04,0.35,2.75254450013476,44.1109087395837"
"5576","0.04,0.35,3.00233471602628,48.2633206567033"
"5577","0.04,0.35,2.31635783789191,39.6451600325875"
"5578","0.04,0.35,2.34348804212986,41.8888165160573"
"5579","0.04,0.35,3.77210535664692,46.2520188526636"
"5580","0.04,0.35,3.48089101418553,52.2954560330304"
"5581","0.04,0.35,2.58603298152903,50.3615777371027"
"5582","0.04,0.35,2.90760208152585,47.843070511993"
"5583","0.04,0.35,2.27502682828791,39.0376538619016"
"5584","0.04,0.35,2.93816083687911,48.3039341668565"
"5585","0.04,0.35,3.09026345106786,50.7243212948158"
"5586","0.04,0.35,2.42737945596745,44.4833031962916"
"5587","0.04,0.35,2.32881746400416,46.7036030224787"
"5588","0.04,0.35,2.44994419447978,41.5238410447606"
"5589","0.04,0.35,4.4099913836416,47.9714109951576"
"5590","0.04,0.35,2.3717019838917,44.0703076298432"
"5591","0.04,0.35,2.46589459191876,44.1632867695679"
"5592","0.04,0.35,2.43319181460489,43.8272810946047"
"5593","0.04,0.35,2.99362584616197,44.535984017677"
"5594","0.04,0.35,3.00078210500744,47.8382071074977"
"5595","0.04,0.35,2.449523386853,40.8404636935701"
"5596","0.04,0.35,2.34877826475828,38.1968040794481"
"5597","0.04,0.35,2.79120121931713,44.2516657951236"
"5598","0.04,0.35,3.54562609179007,49.4225337106676"
"5599","0.04,0.35,2.88090445521512,53.402883036683"
"5600","0.04,0.35,2.69553548592717,43.8064282903756"
"5601","0.04,0.35,3.57644752982757,43.7079357980651"
"5602","0.04,0.35,2.77137332407613,47.2762169191205"
"5603","0.04,0.35,2.83369985959184,45.9080063158858"
"5604","0.04,0.35,3.26821158816427,47.0985234605275"
"5605","0.04,0.35,3.76268516745349,57.5147077282112"
"5606","0.04,0.35,2.96254792163954,48.3493598314309"
"5607","0.04,0.35,3.14438911476671,49.8640436632146"
"5608","0.04,0.35,2.34066111523375,44.3272858523871"
"5609","0.04,0.35,2.96068183282504,52.3520025324582"
"5610","0.04,0.35,3.8237874377144,51.6104913151803"
"5611","0.04,0.35,2.92769704557789,44.5243319991506"
"5612","0.04,0.35,4.80882868019127,52.2873449880178"
"5613","0.04,0.35,2.41974569864157,39.2226562001293"
"5614","0.04,0.35,3.51785581732896,53.8919664688394"
"5615","0.04,0.35,2.38622297481434,42.4741023052533"
"5616","0.04,0.35,2.08513470041923,40.4472425788208"
"5617","0.04,0.35,2.97975589719729,43.19674001173"
"5618","0.04,0.35,3.73423716320356,50.0785630698735"
"5619","0.04,0.35,2.70572593423991,46.8884273315457"
"5620","0.04,0.35,2.70609152721777,43.6561052566853"
"5621","0.04,0.35,2.36220671635759,42.7224684305434"
"5622","0.04,0.35,2.3971912679475,42.3889789677095"
"5623","0.04,0.35,3.04537327198385,47.9781822397992"
"5624","0.04,0.35,3.81070162628089,55.7380833047476"
"5625","0.04,0.35,3.3900603917355,52.4273594176789"
"5626","0.04,0.35,2.28980330183852,43.3302795728513"
"5627","0.04,0.35,2.31704851082739,42.5150169135886"
"5628","0.04,0.35,2.75629581540106,49.8302267766073"
"5629","0.04,0.35,2.32831462226974,43.4440049882433"
"5630","0.04,0.35,2.48901534975727,38.9056479178106"
"5631","0.04,0.35,3.55078492479563,56.1068240806213"
"5632","0.04,0.35,2.3272322531873,39.3862363173368"
"5633","0.04,0.35,2.70920019514568,44.0216403788659"
"5634","0.04,0.35,4.74158192712494,58.709510569551"
"5635","0.04,0.35,2.67348298923171,49.7502882480551"
"5636","0.04,0.35,2.64661111483482,45.5916753462866"
"5637","0.04,0.35,3.59009765851192,53.514017323557"
"5638","0.04,0.35,2.42661218495789,43.1240470429353"
"5639","0.04,0.35,2.63596174669806,47.3370402809993"
"5640","0.04,0.35,2.8365486536535,46.1487381952682"
"5641","0.04,0.35,2.85756303188367,51.5597515751137"
"5642","0.04,0.35,2.26367110078763,39.0605407030429"
"5643","0.04,0.35,5.15547211766873,56.0922808684421"
"5644","0.04,0.35,2.37271385087432,40.8627496529774"
"5645","0.04,0.35,2.72325203479165,48.0647468687987"
"5646","0.04,0.35,2.69879341122925,46.3994248486167"
"5647","0.04,0.35,4.73922783984141,55.7009166781238"
"5648","0.04,0.35,2.67868781884216,47.2167896682292"
"5649","0.04,0.35,2.2573411785574,40.8239922124768"
"5650","0.04,0.35,2.86793242512254,43.4165583081351"
"5651","0.04,0.35,3.4079674976815,42.3625769073821"
"5652","0.04,0.35,4.41071398788348,53.9256146993064"
"5653","0.04,0.35,2.49995180073523,44.8304525564919"
"5654","0.04,0.35,4.69451587210927,56.2131908509657"
"5655","0.04,0.35,3.02388998115334,46.8669700905427"
"5656","0.04,0.35,4.34269441499908,50.9235964714936"
"5657","0.04,0.35,2.84206438390978,45.8408696331514"
"5658","0.04,0.35,2.31111810008024,40.5311881444078"
"5659","0.04,0.35,2.33015079872288,39.0059543686787"
"5660","0.04,0.35,2.71804121443213,45.4509624000212"
"5661","0.04,0.35,2.32004418004028,41.6737899649191"
"5662","0.04,0.4,2.57248377088857,48.0778065670525"
"5663","0.04,0.4,3.02541813683937,49.0591928451633"
"5664","0.04,0.4,2.6311706344707,46.3171291839979"
"5665","0.04,0.4,4.80000000000001,27.8951648591827"
"5666","0.04,0.4,2.3829476431881,42.0233323983416"
"5667","0.04,0.4,2.76405215958116,42.6795645702246"
"5668","0.04,0.4,3.41201842684069,49.4321077036368"
"5669","0.04,0.4,4.09977833957095,48.6194989522368"
"5670","0.04,0.4,3.0403941152407,45.0488444461514"
"5671","0.04,0.4,2.41409089422651,44.353494921804"
"5672","0.04,0.4,2.5337441989543,41.6683133992764"
"5673","0.04,0.4,2.44848576386182,41.9347199817373"
"5674","0.04,0.4,2.83927693552934,48.6668770699918"
"5675","0.04,0.4,2.60771655836204,46.3925647130168"
"5676","0.04,0.4,3.43498363586355,47.8459150921241"
"5677","0.04,0.4,2.43697936921302,43.6663353961776"
"5678","0.04,0.4,2.97089632377407,48.1843013652853"
"5679","0.04,0.4,4,55.9614591157205"
"5680","0.04,0.4,2.43787482653851,40.4626033761159"
"5681","0.04,0.4,2.34282872194134,40.5395478742971"
"5682","0.04,0.4,3.12039252404834,47.5204458580659"
"5683","0.04,0.4,2.22183448352309,40.8501086984448"
"5684","0.04,0.4,3.48967630849807,45.4767364975482"
"5685","0.04,0.4,2.95096480716187,46.4241187529172"
"5686","0.04,0.4,2.32518979940743,41.0038986945898"
"5687","0.04,0.4,2.53498131929859,40.504890520066"
"5688","0.04,0.4,2.82254932656938,44.7059094495617"
"5689","0.04,0.4,2.86914954127521,47.921879849208"
"5690","0.04,0.4,3.08572917056229,50.3135087709284"
"5691","0.04,0.4,2.32355760276452,37.3351967531895"
"5692","0.04,0.4,2.89068254538141,48.003599707307"
"5693","0.04,0.4,2.71396896559903,48.8818844268554"
"5694","0.04,0.4,2.79180457707001,45.2289141482204"
"5695","0.04,0.4,3.6269045737215,48.4083180680029"
"5696","0.04,0.4,3.86801669238568,46.3581688109377"
"5697","0.04,0.4,2.32826483054916,41.13474766395"
"5698","0.04,0.4,3.28972558979919,48.334640590814"
"5699","0.04,0.4,3.46096072662043,43.7992673878161"
"5700","0.04,0.4,2.1934506652925,42.4260446528047"
"5701","0.04,0.4,3.44570377419256,49.2786039919123"
"5702","0.04,0.4,2.65480115295418,42.140466768578"
"5703","0.04,0.4,2.79431142776653,48.562569857095"
"5704","0.04,0.4,2.64815530799858,50.5762670239777"
"5705","0.04,0.4,2.80482584234316,39.6735330906591"
"5706","0.04,0.4,2.43990065695521,43.2224243182759"
"5707","0.04,0.4,3.16001318029857,43.3536588426693"
"5708","0.04,0.4,2.39258882734802,43.5354438987034"
"5709","0.04,0.4,4.57855090368535,56.4275675927454"
"5710","0.04,0.4,2.90697660534388,47.7645496258511"
"5711","0.04,0.4,2.80024689050395,45.6898619500346"
"5712","0.04,0.4,2.42056128774561,42.4887959036556"
"5713","0.04,0.4,2.32119932554554,44.2691131501972"
"5714","0.04,0.4,3.07286197650701,49.6639353358451"
"5715","0.04,0.4,2.83558453050405,46.6112536657082"
"5716","0.04,0.4,3.42615011610771,47.9377284486646"
"5717","0.04,0.4,3.76013371737214,53.0125478290079"
"5718","0.04,0.4,2.90798093544053,46.1473918636934"
"5719","0.04,0.4,3.77149011530341,58.4649481674345"
"5720","0.04,0.4,2.79929561892593,44.7227891467706"
"5721","0.04,0.4,4.77758107091575,58.7556159537819"
"5722","0.04,0.4,2.3819505695698,33.1639612352698"
"5723","0.04,0.4,2.82585725628595,43.399413866991"
"5724","0.04,0.4,2.16961017510752,42.9196969868938"
"5725","0.04,0.4,3.65847886930049,49.9759800618011"
"5726","0.04,0.4,2.71946156116012,46.3176356811751"
"5727","0.04,0.4,2.76338067633591,44.672589325201"
"5728","0.04,0.4,2.37666264038098,42.6345018307394"
"5729","0.04,0.4,2.46219158476081,40.8029109570882"
"5730","0.04,0.4,3.87781387146984,57.9779201644991"
"5731","0.04,0.4,2.31341621458722,40.1187292178005"
"5732","0.04,0.4,3.65944325159932,50.5417852441164"
"5733","0.04,0.4,3.89390594917974,49.8094462765259"
"5734","0.04,0.4,2.63426045238234,44.2625025314768"
"5735","0.04,0.4,2.33521105225602,45.0610026747932"
"5736","0.04,0.4,2.34738700981664,43.0906417014317"
"5737","0.04,0.4,4.80000000000001,51.224604495246"
"5738","0.04,0.4,3.22739298789569,47.1150730791743"
"5739","0.04,0.4,2.35841235432577,41.899659536201"
"5740","0.04,0.4,2.41937558619437,40.472237397569"
"5741","0.04,0.4,2.36025585074475,42.9059305418424"
"5742","0.04,0.4,2.90771422675213,50.3747848342431"
"5743","0.04,0.4,2.21794658414133,44.2044828220642"
"5744","0.04,0.4,2.44735665767066,37.9650444336087"
"5745","0.04,0.4,2.76232666292445,45.0265206677843"
"5746","0.04,0.4,3.83250801226283,51.9850360259142"
"5747","0.04,0.4,2.70961343290555,44.7316103498119"
"5748","0.04,0.4,2.38381309098258,36.3114765362108"
"5749","0.04,0.4,2.32867159582174,49.2716105540667"
"5750","0.04,0.4,2.57609966158552,43.2637555396903"
"5751","0.04,0.4,2.57593467482802,43.6929312840463"
"5752","0.04,0.4,2.73055867656686,50.2659953444449"
"5753","0.04,0.4,3.58581527376948,51.6283328851516"
"5754","0.04,0.4,2.66139158064202,48.26797768105"
"5755","0.04,0.4,2.37386834829012,44.2012948537875"
"5756","0.04,0.4,4.45647146218612,60.1220632168354"
"5757","0.04,0.4,2.37943850719789,38.0964048791732"
"5758","0.04,0.4,2.74495466273066,46.5946867492612"
"5759","0.04,0.4,2.31912813505836,42.9738955234766"
"5760","0.04,0.4,2.84435481409758,42.3551944799057"
"5761","0.04,0.4,2.86132535023064,49.774577018061"
"5762","0.04,0.4,2.36769870246577,42.5252585388386"
"5763","0.04,0.4,2.26704709693313,41.2321858341738"
"5764","0.04,0.4,2.49445499533321,38.6475292096046"
"5765","0.04,0.4,3.53580169405575,53.9389222098894"
"5766","0.04,0.4,2.29462226834468,39.4704046034889"
"5767","0.04,0.4,4.26904463051581,54.9005254790831"
"5768","0.04,0.4,3.50934309039385,51.7858859302433"
"5769","0.04,0.4,2.99782938831369,52.1934200953169"
"5770","0.04,0.4,2.78003032984913,49.3038559578977"
"5771","0.04,0.4,2.70494777186834,46.2390846539038"
"5772","0.04,0.4,4.79153773953343,54.3287704290203"
"5773","0.04,0.4,2.37934367564259,38.3564694741783"
"5774","0.04,0.4,2.35617697065825,44.2069095269449"
"5775","0.04,0.4,3.51719692084368,55.074773576245"
"5776","0.04,0.4,3.60043711420555,53.459113205665"
"5777","0.04,0.4,2.97065591575686,47.6212091779343"
"5778","0.04,0.4,2.35939501122731,38.0785552329231"
"5779","0.04,0.4,2.34227395551388,39.2858109163121"
"5780","0.04,0.4,2.33857964499519,42.393186745016"
"5781","0.04,0.4,3.61009467773639,49.0735397368974"
"5782","0.04,0.4,4.30671014877519,57.4612145851347"
"5783","0.04,0.4,2.6218915690738,46.4968036587574"
"5784","0.04,0.4,3.68342340067255,52.5377599420108"
"5785","0.04,0.4,2.8854138949763,44.570922394401"
"5786","0.04,0.4,2.80358524875461,43.0737627791239"
"5787","0.04,0.4,2.29660881027844,38.9182358781048"
"5788","0.04,0.4,2.72942623287022,39.6059374597678"
"5789","0.04,0.4,3.87556322131122,45.0298580926686"
"5790","0.04,0.4,2.77252334511187,45.0263980261484"
"5791","0.04,0.4,4.01577112636332,50.3330218145118"
"5792","0.04,0.4,2.73185901155097,43.8315136177626"
"5793","0.04,0.4,4.44126374954951,56.2497695295705"
"5794","0.04,0.4,4.61548124020172,58.2597640559793"
"5795","0.04,0.4,4.05400450316727,48.1075805187159"
"5796","0.04,0.4,2.4006326428293,39.09613398124"
"5797","0.04,0.4,2.81958289718787,47.8128276285614"
"5798","0.04,0.4,3.12195047819124,43.6857977386358"
"5799","0.04,0.4,2.7706978927738,44.9369098579644"
"5800","0.04,0.4,3.22220849461891,43.6862166719908"
"5801","0.04,0.4,2.84050316132821,45.3421967166405"
"5802","0.04,0.4,3.22922689939784,42.6172542755728"
"5803","0.04,0.4,2.96951927704439,50.1282251288253"
"5804","0.04,0.4,3.82076732103952,57.6081732979908"
"5805","0.04,0.4,2.79569544005022,50.1857086936063"
"5806","0.04,0.4,3.75889318441142,54.6213692519222"
"5807","0.04,0.4,4.55639809600901,60.2012423544022"
"5808","0.04,0.4,2.43426324838928,40.410010510523"
"5809","0.04,0.4,2.76807190295476,45.9012023434185"
"5810","0.04,0.4,4.95669828580078,46.6372531021896"
"5811","0.04,0.4,2.80308377738269,44.6489510082128"
"5812","0.04,0.4,2.34491091403424,43.3006524071292"
"5813","0.04,0.4,2.31221640783859,37.4927255803106"
"5814","0.04,0.4,2.71737175048468,46.0803346512138"
"5815","0.04,0.4,2.78257135998295,42.8500080226005"
"5816","0.04,0.4,5.45440166486542,60.191609587123"
"5817","0.04,0.4,2.90080185143522,48.2729420043101"
"5818","0.04,0.4,3.60033049970107,50.4457604363016"
"5819","0.04,0.4,2.95706150401988,48.3372288249287"
"5820","0.04,0.4,2.97899971708046,40.7505758837938"
"5821","0.04,0.4,2.36883997753136,41.4808668641954"
"5822","0.04,0.4,2.26926454979895,41.4248467721918"
"5823","0.04,0.4,3.57275218556959,49.8198605241979"
"5824","0.04,0.4,3.00247257544999,50.8598318800306"
"5825","0.04,0.4,2.92024480367177,49.7759056469817"
"5826","0.04,0.4,2.22922143828128,41.7955763604364"
"5827","0.04,0.4,3.3046081414356,53.4139756018715"
"5828","0.04,0.4,2.96674889689318,55.2408573685118"
"5829","0.04,0.4,2.54922634917813,43.9145739888857"
"5830","0.04,0.4,3.68156433249177,47.9675367417673"
"5831","0.04,0.4,3.03471373614468,46.1379124767614"
"5832","0.04,0.4,4.47963826849584,56.4236824275213"
"5833","0.04,0.4,2.39005217209981,41.5874595404586"
"5834","0.04,0.4,2.6838804811734,48.5603972679672"
"5835","0.04,0.4,3.80255782718815,51.4185665479733"
"5836","0.04,0.4,5.11777963144965,54.0406098546939"
"5837","0.04,0.4,2.31843783909955,42.2301347470355"
"5838","0.04,0.4,2.3655310784871,40.6146599887512"
"5839","0.04,0.4,3.43779114342103,57.4845341805027"
"5840","0.04,0.4,2.39864131427775,41.0256048976717"
"5841","0.04,0.4,2.45033371188712,47.2175345001665"
"5842","0.04,0.4,2.25721014633885,40.463926648644"
"5843","0.04,0.4,2.83331412363198,53.0409655293937"
"5844","0.04,0.4,2.68389190008697,44.6857807024022"
"5845","0.04,0.4,3.01885174183729,48.290287742153"
"5846","0.04,0.4,3.77295391265178,50.1002380778174"
"5847","0.04,0.4,3.82604495714704,56.7831765313166"
"5848","0.04,0.4,2.36078815200386,36.8436575233726"
"5849","0.04,0.4,3.57973381123297,53.8872459706568"
"5850","0.04,0.4,2.20474510312846,47.1019879828351"
"5851","0.04,0.4,2.45722402458023,37.1136951717411"
"5852","0.04,0.4,2.81016921454609,49.5939932474212"
"5853","0.04,0.4,2.64457146419285,41.1654863716203"
"5854","0.04,0.4,2.86764807113172,48.5428176426536"
"5855","0.04,0.4,2.80948517515426,47.7630697654561"
"5856","0.04,0.4,2.33136207602497,43.1619057059888"
"5857","0.04,0.4,2.80239211506534,50.9998972416725"
"5858","0.04,0.4,2.85850062539764,48.2883041075569"
"5859","0.04,0.4,2.2661567922418,37.9342354190094"
"5860","0.04,0.4,4.06760985471973,52.6624717527113"
"5861","0.04,0.4,2.21025658619595,39.092749406397"
"5862","0.04,0.4,4.0362048230542,53.2421888189589"
"5863","0.04,0.4,3.62760160508813,51.632525073757"
"5864","0.04,0.4,2.2515240504357,40.7454543497347"
"5865","0.04,0.4,2.42058471613221,39.4299106011526"
"5866","0.04,0.4,4.3873744096858,57.8927739871147"
"5867","0.04,0.4,2.99726619954909,42.718292856305"
"5868","0.04,0.4,2.71989253720652,42.753046978862"
"5869","0.04,0.4,2.82863306815283,47.3233604793212"
"5870","0.04,0.4,2.61987808408588,43.9360217310797"
"5871","0.04,0.4,3.62828870383945,49.8820731700133"
"5872","0.04,0.4,2.82047366998503,46.9359506999441"
"5873","0.04,0.4,3.43234137370502,54.2063422606691"
"5874","0.04,0.4,2.3262488232223,41.2790556767296"
"5875","0.04,0.4,2.94548299126515,46.4726249755395"
"5876","0.04,0.4,3.19087612452874,51.9616623067526"
"5877","0.04,0.4,2.49345762779486,41.3881502644843"
"5878","0.04,0.4,3.1382933707963,51.990908113739"
"5879","0.04,0.4,2.21393893152982,41.684689433874"
"5880","0.04,0.4,2.19685078930143,41.3464888559848"
"5881","0.04,0.4,2.8391756174277,54.6840993555323"
"5882","0.04,0.4,2.43121889261683,41.7720422887909"
"5883","0.04,0.4,2.33569268438073,40.6740890541698"
"5884","0.04,0.4,3.06097291307314,47.0370470675649"
"5885","0.04,0.4,3.01536369561312,43.4696305639927"
"5886","0.04,0.4,2.43627623070282,42.1093160494814"
"5887","0.04,0.4,2.37810734065885,40.2836281780791"
"5888","0.04,0.4,4.34810762565587,55.8287019441342"
"5889","0.04,0.4,3.43169895086379,49.3882004520393"
"5890","0.04,0.4,4.72714973055653,63.6121742728539"
"5891","0.04,0.4,2.37669573044365,40.0639839424521"
"5892","0.04,0.4,3.37475388303213,54.5769925604703"
"5893","0.04,0.4,2.28723617962858,40.6338435629101"
"5894","0.04,0.4,4.89657656400731,60.6149039342097"
"5895","0.04,0.4,4.48698382044327,51.9483457308915"
"5896","0.04,0.4,2.78752601115451,46.0743667669341"
"5897","0.04,0.4,4.04127244671971,49.6686516084933"
"5898","0.04,0.4,2.7918639732636,51.0732498241741"
"5899","0.04,0.4,3.0037588405226,47.3868060885864"
"5900","0.04,0.4,3.7051669557252,53.478151144269"
"5901","0.04,0.4,2.50935488194966,43.9820632886812"
"5902","0.04,0.4,2.69828820365996,46.4320462195645"
"5903","0.04,0.4,2.97945555382365,40.4353809614585"
"5904","0.04,0.4,2.40429666965606,42.6794212695028"
"5905","0.04,0.4,2.37083468690853,43.4274060457422"
"5906","0.04,0.4,2.76455916036426,43.1499924236055"
"5907","0.04,0.4,2.42153035440371,39.4560561381022"
"5908","0.04,0.4,3.37515141462223,52.8284729907476"
"5909","0.04,0.4,2.79231314025981,44.4765710996483"
"5910","0.04,0.4,4.4757513772366,67.8495290352667"
"5911","0.04,0.4,2.75215732884693,50.1969873612797"
"5912","0.04,0.4,2.74144583730937,43.66056305052"
"5913","0.04,0.4,2.4528717985467,40.8673723840347"
"5914","0.04,0.4,2.34404437007474,38.9372015938308"
"5915","0.04,0.4,2.22564064590191,39.2525812746144"
"5916","0.04,0.4,2.99515283148855,49.3718010006418"
"5917","0.04,0.4,4.34162447227653,55.5098532064529"
"5918","0.04,0.4,4.90960462308332,52.6588812576918"
"5919","0.04,0.4,2.88197798170236,46.6653755609994"
"5920","0.04,0.4,3.43430419358745,49.3883909136838"
"5921","0.04,0.4,2.60055292437512,46.3314139020647"
"5922","0.04,0.4,3.24151773972009,44.9752050622441"
"5923","0.04,0.4,2.40011801687683,43.1674911231891"
"5924","0.04,0.4,3.54778888121747,51.3607391163836"
"5925","0.04,0.4,2.68245795435666,40.1308942288475"
"5926","0.04,0.4,3.935685972655,55.930407721174"
"5927","0.04,0.4,5.20006712907978,60.7414784380116"
"5928","0.04,0.4,2.47642389946765,42.1512563026713"
"5929","0.04,0.4,3.26360708121613,50.0768188208422"
"5930","0.04,0.4,3.11969298647808,46.3277576666137"
"5931","0.04,0.4,2.3341974832107,37.7951293949283"
"5932","0.04,0.4,2.9588858667597,47.0231756782602"
"5933","0.04,0.4,2.67776658812365,48.3495509756259"
"5934","0.04,0.4,2.76123537930387,46.0344478082583"
"5935","0.04,0.4,2.95222296513484,48.6155944571447"
"5936","0.04,0.4,4.43386852682866,50.2161444007803"
"5937","0.04,0.4,2.24953019034088,42.3055184764582"
"5938","0.04,0.4,3.05761823118533,46.3011437840933"
"5939","0.04,0.4,4.6769100393428,55.0696899228537"
"5940","0.04,0.4,2.82972407388687,50.0185041743004"
"5941","0.04,0.4,4.67522450819561,54.2768624546767"
"5942","0.04,0.4,2.42937416224862,45.1424942177651"
"5943","0.04,0.4,2.74336036548752,48.0881390442026"
"5944","0.04,0.4,2.28064447249435,43.6301283702969"
"5945","0.04,0.4,2.37402422553232,40.0970388709441"
"5946","0.04,0.4,2.82206902941761,47.6259860362972"
"5947","0.04,0.4,3.6892674242057,53.9646513920937"
"5948","0.04,0.4,2.85271792418588,45.3591790724105"
"5949","0.04,0.4,2.75981297745192,49.0976286542819"
"5950","0.04,0.4,2.43064916430261,44.2634195843736"
"5951","0.04,0.4,2.92213864767466,50.6814246183497"
"5952","0.04,0.4,2.93022774280315,44.6641969394988"
"5953","0.04,0.4,2.45708362052968,42.2725320060851"
"5954","0.04,0.4,4.20085728722073,53.9496500085274"
"5955","0.04,0.4,2.38626085292362,38.5706558620128"
"5956","0.04,0.4,4.96980506030481,58.3455762713578"
"5957","0.04,0.4,2.44281595830077,42.0336350814373"
"5958","0.04,0.4,3.13069937426361,47.1194062773556"
"5959","0.04,0.45,3.84346781647019,56.7613198647264"
"5960","0.04,0.45,2.89887332109891,47.250085134453"
"5961","0.04,0.45,4.35235053324857,52.1519789116041"
"5962","0.04,0.45,2.87089504072464,52.8049071275837"
"5963","0.04,0.45,2.82043706048689,44.4906635393225"
"5964","0.04,0.45,2.38223465387777,47.1589709145648"
"5965","0.04,0.45,2.43745296313413,41.9918337685773"
"5966","0.04,0.45,3.96488524589004,55.251768490224"
"5967","0.04,0.45,2.55454792573899,38.9415001163319"
"5968","0.04,0.45,2.40880864854885,43.7877227338842"
"5969","0.04,0.45,2.92317837871326,43.8486035193064"
"5970","0.04,0.45,2.85015346344557,44.6837008939597"
"5971","0.04,0.45,2.45439346834596,47.3290988614002"
"5972","0.04,0.45,2.69624184401809,48.9426911056633"
"5973","0.04,0.45,2.61271467811909,43.537817598364"
"5974","0.04,0.45,3.44865208136106,52.7620865858089"
"5975","0.04,0.45,2.28536870143309,42.6145176442034"
"5976","0.04,0.45,2.50832868431405,36.8096253841276"
"5977","0.04,0.45,2.34762261999663,44.2558651446509"
"5978","0.04,0.45,2.29420980794082,35.9476488543837"
"5979","0.04,0.45,3.7757861883819,50.1022826487526"
"5980","0.04,0.45,3.66463768277071,52.706726086706"
"5981","0.04,0.45,4.20448170432894,52.8661113249996"
"5982","0.04,0.45,2.31843445355748,46.4945238884942"
"5983","0.04,0.45,2.98877641209129,44.9200614078537"
"5984","0.04,0.45,2.90300302786251,50.2444057393216"
"5985","0.04,0.45,2.82008653286889,46.9714896063725"
"5986","0.04,0.45,2.94052879585667,44.4553478250556"
"5987","0.04,0.45,2.43794538682168,41.5760199001585"
"5988","0.04,0.45,2.93590654814706,44.0318234270076"
"5989","0.04,0.45,2.96609755899687,53.3129313419201"
"5990","0.04,0.45,2.35581066378963,42.7534309620535"
"5991","0.04,0.45,3.5317444938997,48.610707484958"
"5992","0.04,0.45,2.30404264594582,43.6203382224347"
"5993","0.04,0.45,3.94647346236819,56.1116244461449"
"5994","0.04,0.45,3.29732666583297,44.2363213170391"
"5995","0.04,0.45,2.31497775467214,43.8543556246059"
"5996","0.04,0.45,2.75998271688017,48.6226717948351"
"5997","0.04,0.45,2.38866084253716,45.401125140622"
"5998","0.04,0.45,2.81902129309218,44.4964445761852"
"5999","0.04,0.45,2.45407093274763,40.7086638500899"
"6000","0.04,0.45,2.32874219037274,43.0142830780905"
"6001","0.04,0.45,2.36009585002763,41.2103648558809"
"6002","0.04,0.45,4.94504108871508,66.7629256533307"
"6003","0.04,0.45,3.60376273253917,49.0594329294235"
"6004","0.04,0.45,2.45098287481601,37.5782516754198"
"6005","0.04,0.45,3.61989671290876,53.3773076807532"
"6006","0.04,0.45,4.13368758292059,47.6251158933054"
"6007","0.04,0.45,2.90540998910053,43.0774008183438"
"6008","0.04,0.45,2.93730230816217,52.2010430700911"
"6009","0.04,0.45,3.83049150550633,49.4317860269753"
"6010","0.04,0.45,2.27958860325735,44.722881590845"
"6011","0.04,0.45,2.32130486940988,36.7637899733954"
"6012","0.04,0.45,2.94794600656697,51.2791056930045"
"6013","0.04,0.45,4.02089022474985,46.8129181000831"
"6014","0.04,0.45,2.89485886263111,48.0400778791416"
"6015","0.04,0.45,2.80086754347181,47.1623610349798"
"6016","0.04,0.45,2.76238267090476,45.0860172271127"
"6017","0.04,0.45,2.423738018109,47.7108051419538"
"6018","0.04,0.45,4.22108988697237,58.7350183837266"
"6019","0.04,0.45,2.33084832450731,44.0798638315395"
"6020","0.04,0.45,3.72103239332768,52.8823715790068"
"6021","0.04,0.45,2.37083711546256,37.4118022207121"
"6022","0.04,0.45,2.29519496782091,36.3994967179877"
