"","day.num","day.of.week","holiday","mean.temp","rel.humid","tot.mort","resp.mort","SO2","TSP"
"1499",1499,2,0,7.9,63.3,43,2,327,198
"1500",1500,3,0,6.8,53.3,36,1,173.25,97
"1501",1501,4,0,7.3,29.7,32,1,49.75,137.5
"1502",1502,5,0,9.5,9.7,36,1,65.25,144.5
"1503",1503,6,0,7,29.3,37,4,176,105
"1504",1504,7,0,4.7,41,28,3,128.5,93
"1505",1505,1,0,2.9,41,22,3,166.75,76
"1506",1506,2,0,3.3,44.3,31,2,137,103
"1507",1507,3,0,0,61.3,38,1,117,118.5
"1508",1508,4,0,0.7,53,40,1,268.25,172
"1509",1509,5,0,1.4,44,43,2,200,168.5
"1510",1510,6,0,2.8,44.3,21,0,246.75,205.5
"1511",1511,7,0,3.2,45,39,1,189.75,173.5
"1512",1512,1,0,2.9,60.3,30,3,279,180.5
"1513",1513,2,0,3.5,54,29,3,359,267
"1514",1514,3,0,2.4,72.3,33,3,228.25,221
"1515",1515,4,0,3.6,69.3,33,1,257.75,227
"1516",1516,5,0,4.5,72.3,44,3,246,163
"1517",1517,6,0,5.2,79.3,28,5,230.11,160.21
"1518",1518,7,0,3.6,80,33,3,228.67,155.1
"1519",1519,1,0,3.6,75.7,41,3,228.87,156.94
"1520",1520,2,0,5.5,71.7,42,4,252,152
"1521",1521,3,0,6.2,66.3,35,2,129.25,78.5
"1522",1522,4,0,5.8,75.3,43,3,141.5,57.5
"1523",1523,5,0,6.4,75.3,32,4,171.75,122.5
"1524",1524,6,0,7.5,17,43,3,69.25,51
"1525",1525,7,0,8.9,31.3,40,0,134.75,67.5
"1526",1526,1,0,8.3,40.7,46,3,174.5,117
"1527",1527,2,0,9.6,48.7,37,3,218,133.63
"1528",1528,3,0,10.5,53,44,0,242.5,241.42
"1529",1529,4,0,7.2,56,34,1,113.25,123
"1530",1530,5,0,5.9,27.3,37,1,139,70.5
"1531",1531,6,0,6.3,32.7,39,4,149.23,90
"1532",1532,7,0,7.2,38.7,27,3,160.21,122
"1533",1533,1,0,7,42.3,50,6,153.42,132
"1534",1534,2,0,7,46,48,3,148.25,110.5
"1535",1535,3,0,8,47.7,28,4,168.28,177
"1536",1536,4,0,8.8,45.7,30,1,144.96,128.5
"1537",1537,5,0,9.3,49,39,3,141.97,193
"1538",1538,6,0,9.3,57,35,3,94.5,122
"1539",1539,7,0,9.9,55,36,4,106.74,124.4
"1540",1540,1,0,9.3,66,35,4,117.98,128.18
"1541",1541,2,0,7.1,44,50,5,77.5,131
"1542",1542,3,0,8.1,39,30,4,140.5,137.5
"1543",1543,4,0,10.7,34,36,5,206.5,212
"1544",1544,5,0,10.9,45.7,40,3,130.13,150
"1545",1545,6,0,10.9,51.3,44,5,103.02,164.5
"1546",1546,7,0,8.3,80.3,36,1,56.27,76
"1547",1547,1,0,7.9,69.7,39,5,158.98,102
"1548",1548,2,0,10.6,64.7,40,1,170.35,154.5
"1549",1549,3,0,10.4,69.3,28,6,113.22,119.5
"1550",1550,4,0,8.2,77,36,3,41.99,40.87
"1551",1551,5,0,11.2,35.7,26,2,80.72,62.76
"1552",1552,6,0,12,28,33,3,86.82,48
"1553",1553,7,0,8.5,78,37,2,40.5,54
"1554",1554,1,0,6.5,76,32,2,72.42,48
"1555",1555,2,0,8.1,60.3,39,6,64.5,52.5
"1556",1556,3,0,9.6,56,28,1,104.75,110
"1557",1557,4,0,7.2,81.3,31,1,81.75,53.5
"1558",1558,5,0,9.3,62.3,37,5,117.54,90.13
"1559",1559,6,0,12.6,41.3,37,3,112.75,89
"1560",1560,7,0,14.5,51,31,2,64.66,97
"1561",1561,1,0,13.3,61,37,3,68,75
"1562",1562,2,0,12.4,62.3,30,3,99.51,110.5
"1563",1563,3,0,8.9,70.7,33,1,53.25,67
"1564",1564,4,0,12.5,48.3,39,2,132.75,113.5
"1565",1565,5,0,13.9,41,35,1,91.75,97.5
"1566",1566,6,0,15.7,41.7,38,3,95.5,119
"1567",1567,7,0,16.8,43.7,30,2,64.75,106
"1568",1568,1,0,14.8,50.3,37,5,63.25,135.5
"1569",1569,2,0,10.7,59.7,23,0,40,56
"1570",1570,3,0,15.8,42,31,2,46.67,67.97
"1571",1571,4,0,13.7,45.3,31,2,51.25,93.5
"1572",1572,5,0,16.5,43.3,25,2,50.47,91.46
"1573",1573,6,0,16.8,46.7,24,1,48.75,148
"1574",1574,7,1,18.2,49,29,1,35,133
"1575",1575,1,1,19.2,44.7,41,2,25,106.5
"1576",1576,2,0,19.1,58,38,2,36.5,137.5
"1577",1577,3,1,14.8,49.3,27,2,12,111.5
"1578",1578,4,0,17.8,32.7,21,0,31.5,104.5
"1579",1579,5,0,18.5,38,34,0,28.25,127.5
"1580",1580,6,0,13.1,54,29,3,16.5,137.5
"1581",1581,7,0,9.2,59.7,34,0,12.25,64
"1582",1582,1,0,7.2,72.3,35,3,23,62.5
"1583",1583,2,1,9.6,55,38,3,51.11,72.27
"1584",1584,3,0,13.4,61.7,28,1,50.24,80.11
"1585",1585,4,0,11.4,81.7,24,2,53.75,121.5
"1586",1586,5,0,12.4,82.3,32,2,57.75,48
"1587",1587,6,0,15.5,69,37,1,54.25,38
"1588",1588,7,0,17.3,65.7,30,1,32.75,74
"1589",1589,1,0,19,59.3,32,5,42.25,54
"1590",1590,2,0,17.7,57.3,35,1,58.02,154.5
"1591",1591,3,0,13.8,50,25,1,27.05,110.5
"1592",1592,4,0,11,61.3,36,1,27.5,107.5
"1593",1593,5,0,13.5,58.7,27,1,34.75,85.5
"1594",1594,6,0,11.7,72.7,31,3,24.5,57
"1595",1595,7,0,12.5,69.7,17,2,35.19,65.81
"1596",1596,1,0,14,54.3,35,2,36.92,72.41
"1597",1597,2,0,11.3,77.3,29,4,37,76
"1598",1598,3,0,11.5,71,35,1,21.75,50.5
"1599",1599,4,0,13.7,71.3,29,2,27.89,66.5
"1600",1600,5,0,13.6,71.3,31,3,38,51
"1601",1601,6,0,13.4,74.3,33,1,31.5,21.5
"1602",1602,7,0,11.9,77.3,26,2,17.25,22
"1603",1603,1,0,13.9,60,29,1,18,49.5
"1604",1604,2,0,14.5,63.7,24,3,35,51
"1605",1605,3,0,13,60.3,37,2,24,34
"1606",1606,4,0,15.4,53.7,33,1,26.5,62.5
"1607",1607,5,0,15.5,61,41,4,36,80
"1608",1608,6,0,15.9,57.7,37,2,34,53
"1609",1609,7,0,12.4,77.7,28,3,14.5,22
"1610",1610,1,0,13.5,57,26,1,49,58
"1611",1611,2,0,11.1,73.3,31,1,34.25,46
"1612",1612,3,0,14.3,46.7,27,2,47.25,81.5
"1613",1613,4,0,16.2,53,32,5,54.25,78
"1614",1614,5,0,18.7,46.7,33,2,49.21,107.5
"1615",1615,6,0,19.3,58.4,36,2,24.5,49
"1616",1616,7,0,16.6,78,33,0,31.25,51
"1617",1617,1,0,14.2,61.4,40,2,28,35
"1618",1618,2,0,11.4,76,31,1,27.5,39
"1619",1619,3,0,15.1,60.3,31,3,46.75,73
"1620",1620,4,0,15.7,58.3,25,1,39.25,74.5
"1621",1621,5,0,17.1,50.3,28,1,15.25,66.5
"1622",1622,6,0,19.6,51,23,2,24.75,56.5
"1623",1623,7,0,19.9,57,23,0,20.5,40.5
"1624",1624,1,0,20.3,51.7,36,4,36.75,81
"1625",1625,2,0,21.7,53,32,2,44,139.5
"1626",1626,3,0,21.6,52,24,2,43.5,136
"1627",1627,4,0,23.2,53.7,36,3,40.25,169
"1628",1628,5,0,24.8,58.7,40,5,29.21,139.88
"1629",1629,6,0,22.2,58,39,3,24.18,120.02
"1630",1630,7,0,21.1,55.7,27,1,20.99,105.11
"1631",1631,1,0,24.6,48.3,38,3,21.84,95.24
"1632",1632,2,0,24.3,54.7,37,0,36.25,150
"1633",1633,3,0,25.3,58.7,37,0,52.25,201.5
"1634",1634,4,0,25.8,54,21,3,37.5,142.5
"1635",1635,5,0,25.7,54.3,35,1,47.25,150
"1636",1636,6,0,24.4,64.7,36,2,28.45,97
"1637",1637,7,0,22.1,63.4,35,3,36.95,108.5
"1638",1638,1,0,20.8,55.7,32,1,42.11,101.5
"1639",1639,2,0,25.2,45.4,30,2,60.42,125.5
"1640",1640,3,0,23.7,61,34,1,39.21,144.5
"1641",1641,4,0,22,71.3,32,2,53.77,77
"1642",1642,5,0,22.5,63.3,37,1,31.58,105.5
"1643",1643,6,0,22,59.7,29,1,20.07,99
"1644",1644,7,0,23.8,62.3,20,1,11.79,82
"1645",1645,1,0,24.7,63,34,1,47.57,112.5
"1646",1646,2,0,23.7,40.3,25,2,17.35,73.5
"1647",1647,3,0,22,49.7,27,3,29.7,74.5
"1648",1648,4,0,21,46,20,0,35.86,93.5
"1649",1649,5,0,22.4,52,31,2,56.87,134.5
"1650",1650,6,0,23.3,55.7,27,3,44.76,90.5
"1651",1651,7,0,22.2,62.3,22,0,14.05,86.5
"1652",1652,1,0,24.3,57.3,35,0,82.43,145
"1653",1653,2,0,26.4,57.3,29,2,68.4,128
"1654",1654,3,0,27.2,50.3,31,0,87.22,144.5
"1655",1655,4,0,28.4,48.3,32,2,52.11,118
"1656",1656,5,0,27.2,55.3,27,1,56.25,138.5
"1657",1657,6,0,27.1,55,30,2,26.02,128.5
"1658",1658,7,0,25.9,67.3,35,4,24.26,115.39
"1659",1659,1,0,26.8,34.3,22,3,23.43,89.62
"1660",1660,2,0,22.9,45,30,2,43.5,73.5
"1661",1661,3,0,23.2,47,25,1,26.2,50.5
"1662",1662,4,0,23.5,55.7,27,2,31.22,98
"1663",1663,5,0,23.5,61,30,0,30.89,93
"1664",1664,6,0,25.6,61.7,18,1,51.57,132
"1665",1665,7,0,26.2,63.3,24,0,33.82,105.5
"1666",1666,1,0,27.4,60,31,2,36.07,91
"1667",1667,2,0,27,59.3,30,2,36.25,71
"1668",1668,3,0,25.9,73.7,29,1,39.75,146.5
"1669",1669,4,0,23.3,50,35,0,29.25,84
"1670",1670,5,0,24.4,43.7,20,1,36.25,91
"1671",1671,6,0,24.7,51.7,21,3,21.75,59.5
"1672",1672,7,0,25.2,56.3,30,1,27.5,77
"1673",1673,1,0,25.7,64,28,0,22,73
"1674",1674,2,0,27.3,48.7,23,1,39.5,124
"1675",1675,3,0,27,49,16,2,32.75,56.5
"1676",1676,4,0,26.7,55,23,1,42,97
"1677",1677,5,0,27,59,28,2,25,109
"1678",1678,6,0,27.6,58.7,29,1,28.25,103.5
"1679",1679,7,0,26.4,67,25,0,23.71,78
"1680",1680,1,0,25.4,59.3,26,1,34.65,70.47
"1681",1681,2,0,23,62,36,0,32.25,49.5
"1682",1682,3,0,20,75.3,21,1,16.25,40.5
"1683",1683,4,0,17.6,81.7,18,2,25.5,41.5
"1684",1684,5,0,18.4,69.7,32,3,40.5,29.5
"1685",1685,6,0,20,69.3,21,2,16,38.5
"1686",1686,7,0,22.3,62,16,0,28.25,54
"1687",1687,1,0,22.1,67,28,4,18.25,58
"1688",1688,2,0,21.8,67.3,28,0,9.72,38.5
"1689",1689,3,1,22.5,63,21,1,27.48,50
"1690",1690,4,0,22.7,56.7,20,3,13.03,43
"1691",1691,5,0,21.9,60,17,1,20.16,34.5
"1692",1692,6,0,23.4,57,22,2,8.54,65.5
"1693",1693,7,0,23.1,60.7,31,1,28.64,66.5
"1694",1694,1,0,22,64,22,1,22.37,72
"1695",1695,2,0,21.7,59,25,1,13.49,70
"1696",1696,3,0,22.2,59.3,21,2,20,86
"1697",1697,4,0,22.3,63.3,16,1,22.5,89.5
"1698",1698,5,0,19.3,79.7,20,0,17,35
"1699",1699,6,0,19.4,70.1,16,1,13.75,45.5
"1700",1700,7,0,21.8,62.7,24,0,28.25,20.5
"1701",1701,1,0,23,61.7,24,1,23,62
"1702",1702,2,0,21.7,70,36,3,10,65.5
"1703",1703,3,0,22.2,67.3,30,1,41,144
"1704",1704,4,0,22.9,68.3,24,4,25.81,110.5
"1705",1705,5,0,23.8,63.3,30,2,54.86,129
"1706",1706,6,0,24.2,69.3,29,0,31.05,151
"1707",1707,7,0,24.5,67.7,31,4,21.84,128
"1708",1708,1,0,24,67.7,23,1,27.25,138
"1709",1709,2,0,22.6,74.7,21,1,29.5,82
"1710",1710,3,0,21.2,71.7,24,2,28.36,51.5
"1711",1711,4,0,17.9,51,18,0,53.14,59.5
"1712",1712,5,0,16.5,55.3,23,0,60.75,53
"1713",1713,6,0,18,59,28,4,33,53.5
"1714",1714,7,0,18.8,54.3,30,1,47.75,59
"1715",1715,1,0,19.2,55,20,1,44.25,47.5
"1716",1716,2,0,18.8,56.3,20,0,58.75,93.5
"1717",1717,3,0,20,54.3,32,0,65,71.5
"1718",1718,4,0,20.7,59,31,1,65.16,92.5
"1719",1719,5,0,20.2,67.7,25,1,86.53,90.5
"1720",1720,6,0,16.2,74.3,23,2,39.25,113.5
"1721",1721,7,0,16.8,59.7,23,0,35.75,111.56
"1722",1722,1,0,19.1,65,29,3,50.44,41.98
"1723",1723,2,0,16.2,84,38,2,34.89,65
"1724",1724,3,0,17.3,75.7,25,2,60.5,72.72
"1725",1725,4,0,18.7,65.7,25,1,76,87.5
"1726",1726,5,0,19.5,67.7,20,0,68.5,84
"1727",1727,6,0,18.2,26.7,27,0,28.25,40
"1728",1728,7,0,14.1,78.3,22,0,26.75,54
"1729",1729,1,0,15,45.3,25,2,55.09,71.75
"1730",1730,2,0,15.3,38.7,31,3,68.87,76.44
"1731",1731,3,0,14.3,54.7,32,1,75.57,86.82
"1732",1732,4,0,15.8,63.7,29,1,56.75,81.5
"1733",1733,5,0,16.1,76.7,47,2,60,96
"1734",1734,6,0,17.7,71.3,32,3,60.75,77.5
"1735",1735,7,0,18.2,75,29,3,34.25,73.5
"1736",1736,1,0,16.5,82.3,30,3,45.38,76.93
"1737",1737,2,0,16,55.7,36,1,59.18,88.43
"1738",1738,3,0,10.9,77,24,0,77.79,91.54
"1739",1739,4,0,11.6,74.3,37,3,43.72,67.5
"1740",1740,5,0,15.1,62.7,41,3,45.97,62.5
"1741",1741,6,0,14.4,72,24,2,87,76
"1742",1742,7,0,13.8,72.7,37,3,43.5,79
"1743",1743,1,0,14.8,62,32,1,77.5,87
"1744",1744,2,0,15.7,59.3,41,2,108.75,159.5
"1745",1745,3,0,15.5,63.7,38,0,103.35,159
"1746",1746,4,0,15.8,75.3,31,0,120.15,168
"1747",1747,5,0,16.9,66,31,1,94,107.5
"1748",1748,6,0,17.5,66,31,0,90.52,113.89
"1749",1749,7,0,16.2,70.3,34,2,86.65,115.18
"1750",1750,1,0,15.7,70.3,29,1,87.35,116.98
"1751",1751,2,0,16.3,69,34,1,75.75,160
"1752",1752,3,0,15,73,27,0,64.5,124.5
"1753",1753,4,0,14.4,78.3,30,1,112.25,123.03
"1754",1754,5,0,14.6,81.3,29,1,104.5,174
"1755",1755,6,0,13.6,82.3,30,1,54,80.5
"1756",1756,7,0,14.9,73,40,1,70.26,69.57
"1757",1757,1,0,15.2,71.7,40,1,128.66,106.65
"1758",1758,2,0,14.5,73.3,36,2,160,190
"1759",1759,3,0,14.9,78.7,32,2,170,145.5
"1760",1760,4,0,14.2,83,32,2,174.75,147
"1761",1761,5,0,13.9,82,34,1,110.25,148.5
"1762",1762,6,0,13,78,33,3,108.9,135.07
"1763",1763,7,0,13.7,74.3,23,2,82.75,69.5
"1764",1764,1,0,14.1,70.3,24,2,159.75,147
"1765",1765,2,0,13,62.3,30,2,194.25,169
"1766",1766,3,0,12.9,55.3,29,3,232.75,204.5
"1767",1767,4,1,13.3,57.3,16,2,216.5,190
"1768",1768,5,0,12.7,64.7,25,2,208.25,161.5
"1769",1769,6,0,10.3,70.3,32,2,189.16,151.59
"1770",1770,7,0,8.8,74,25,3,180.18,144.33
"1771",1771,1,0,8.7,81.7,31,2,172.61,131.54
"1772",1772,2,0,10.1,80.3,30,1,110.75,91.88
"1773",1773,3,0,11.2,79,29,2,184.25,108.3
"1774",1774,4,0,12,79,26,3,163.43,110.17
"1775",1775,5,0,12.3,79,33,1,165,148.45
"1776",1776,6,0,12.1,68.3,25,3,156.79,144.28
"1777",1777,7,0,9.9,78,38,4,152.95,135.34
"1778",1778,1,0,11.3,67.3,31,1,152.62,136.53
"1779",1779,2,0,9.4,52.7,28,1,158.75,135.68
"1780",1780,3,0,6.5,65.7,41,3,167.26,151
"1781",1781,4,0,6.6,79.7,26,1,120.75,86
"1782",1782,5,0,7.7,79.3,25,1,99.25,66.98
"1783",1783,6,0,7.3,78.7,21,1,119.5,121.5
"1784",1784,7,0,6,74.7,32,1,155.17,134.75
"1785",1785,1,0,7.9,74.3,38,2,164.88,138.51
"1786",1786,2,0,6.5,78.3,24,0,265.25,218
"1787",1787,3,0,6.3,73,40,4,272.13,242
"1788",1788,4,0,4.9,78.3,31,2,275.85,249.5
"1789",1789,5,0,8.5,72,41,5,226.95,239
"1790",1790,6,0,10,74,29,2,198.51,233.5
"1791",1791,7,0,9.9,80,34,2,168.95,270.5
"1792",1792,1,0,11.3,80.3,27,2,227.19,293
"1793",1793,2,0,10.8,68,37,1,159.86,165.5
"1794",1794,3,0,7.5,70,41,4,204.29,214
"1795",1795,4,0,3.8,77.3,28,2,264.75,231
"1796",1796,5,0,1.4,75,30,0,194.75,170
"1797",1797,6,0,5.3,77,30,1,208.34,165.46
"1798",1798,7,0,5.8,78,39,0,115,68.59
"1799",1799,1,0,7.4,74.7,32,2,144.09,99.83
"1800",1800,2,0,9,66,24,0,156.62,119.9
"1801",1801,3,0,7.9,72.3,34,1,213,165
"1802",1802,4,0,6.9,76.7,38,0,229.75,136
"1803",1803,5,0,3.6,86,30,3,188.75,96
"1804",1804,6,1,2.5,82.3,29,4,219,103.5
"1805",1805,7,0,2.8,74.3,39,5,334.5,127.5
"1806",1806,1,0,3.4,71.7,43,0,441,222
"1807",1807,2,0,8.4,50.3,44,2,359.5,209.5
"1808",1808,3,0,7.6,57.7,27,3,239.25,164.32
"1809",1809,4,0,8.3,73.7,29,1,289,167.5
"1810",1810,5,0,8,82,30,1,223.25,198
"1811",1811,6,0,6.6,74.3,32,1,188.25,165
"1812",1812,7,0,5.2,79.3,32,1,204,161.54
"1813",1813,1,0,7.7,69.3,35,2,200.3,164.39
"1814",1814,2,0,7.4,78.7,30,1,116.75,141
"1815",1815,3,0,8.1,65,36,2,172.25,127
"1816",1816,4,0,7.8,62,37,4,218,140.5
"1817",1817,5,0,6.8,52,30,3,237.5,151.1
"1818",1818,6,0,7.2,58.7,38,7,227.75,159.76
"1819",1819,7,0,5.6,49,36,4,140.25,99.5
"1820",1820,1,0,3.3,58.7,39,2,105.5,59
"1821",1821,2,1,1.5,73.7,37,1,136,66.5
"1822",1822,3,1,0.5,73,39,3,98.25,58.5
"1823",1823,4,0,0.8,72.7,24,0,128.5,91
"1824",1824,5,0,2.1,66.7,26,0,272.25,122
"1825",1825,6,0,4,53.7,31,0,240.5,136.5
"1826",1826,7,0,3.7,57.7,31,2,184,95.5
"1827",1827,1,0,1.4,44.3,34,3,227.13,123.31
"1828",1828,2,1,0.3,53.3,28,1,142.75,88.5
"1829",1829,3,0,-2.2,76,30,5,169,120
"1830",1830,4,0,-1.6,48.3,43,2,276.25,141
"1831",1831,5,0,-0.5,19,45,4,200.25,88.5
"1832",1832,6,0,-2.2,20.7,30,5,88.25,95
"1833",1833,7,0,-4.4,30.7,29,5,138,122.5
"1834",1834,1,0,-5.8,31.3,43,4,175,66
"1835",1835,2,0,-6,58.7,40,7,179,149.5
"1836",1836,3,0,-6.1,67,35,5,278.75,169
"1837",1837,4,0,-5.9,67.7,43,4,382.25,315.5
"1838",1838,5,0,-5.3,58,33,3,507.75,310
"1839",1839,6,0,-4.4,53.7,42,4,446.75,365.5
"1840",1840,7,0,-3.9,58,44,4,410.54,322.34
"1841",1841,1,0,-1.9,73.7,59,1,377.97,282.92
"1842",1842,2,0,-1,77,47,7,147.75,75.5
"1843",1843,3,0,0.3,77.3,42,7,246.5,105
"1844",1844,4,0,2.1,69.3,47,2,191.68,79.5
"1845",1845,5,0,0.6,75.3,51,4,165.4,113
"1846",1846,6,0,1.2,69.7,36,3,215.94,127
"1847",1847,7,0,1.8,75.7,31,4,231.5,111
"1848",1848,1,0,2.5,77,35,2,292.63,175.5
"1849",1849,2,0,1.7,77,39,2,228.67,104.5
"1850",1850,3,0,2.7,78,49,4,295.2,159
"1851",1851,4,0,4.5,35,42,4,177.29,112
"1852",1852,5,0,3.4,62.7,42,0,192.29,112.5
"1853",1853,6,0,1.4,78,37,3,172.26,102.5
"1854",1854,7,0,-0.2,76.3,33,3,184.01,104.5
"1855",1855,1,0,1.6,67,51,4,463.5,180.36
"1856",1856,2,0,4.8,67,33,2,321.75,160.53
"1857",1857,3,0,1.7,64.7,31,2,328,202
"1858",1858,4,0,3.6,57.7,48,5,448.5,352.5
"1859",1859,5,0,4.8,57.7,36,4,401.25,331.5
"1860",1860,6,0,8.1,56,33,2,215.59,140.5
"1861",1861,7,0,6.7,54.3,37,2,208.78,154.61
"1862",1862,1,0,5.2,70.7,44,4,207.57,165.42
"1863",1863,2,0,2.5,67.3,32,3,268.32,132.08
"1864",1864,3,0,4.9,65,36,5,286.99,286.5
"1865",1865,4,0,3.3,65,34,2,307.78,303
"1866",1866,5,0,2.4,86,33,1,145.44,160.5
"1867",1867,6,0,3.3,88.7,31,4,249.15,128
"1868",1868,7,0,2,88,35,2,165.4,103
"1869",1869,1,0,1.3,64.3,50,5,117.93,98
"1870",1870,2,0,0.7,36.7,29,4,103.53,124
"1871",1871,3,0,0.2,30,32,5,98.59,141.5
"1872",1872,4,0,1.2,35.7,39,3,100.37,202.5
"1873",1873,5,0,1.5,63,26,1,154.99,197.16
"1874",1874,6,0,3.7,25.3,43,5,148.82,160.11
"1875",1875,7,0,3.7,48.3,28,2,177.19,160.16
"1876",1876,1,0,1.6,56.3,38,0,198.72,159.8
"1877",1877,2,0,1,41,41,6,219.26,154.69
"1878",1878,3,0,0.8,43,37,2,231.94,152.62
"1879",1879,4,0,1.6,49.3,37,3,233.45,151.85
"1880",1880,5,0,1.8,55,44,1,231.99,153.57
"1881",1881,6,0,3,49.3,35,2,228.49,153.22
"1882",1882,7,0,5.6,44.7,28,2,253.69,208
"1883",1883,1,0,5.6,53.7,47,6,239.67,276.5
"1884",1884,2,0,7.6,57,45,5,432.63,364
"1885",1885,3,0,8.3,66,40,3,352.11,450.5
"1886",1886,4,0,7.1,78,37,1,220.75,370.5
"1887",1887,5,0,8.2,68.3,23,3,226.1,331.5
"1888",1888,6,0,6.2,76.3,44,2,115.61,144
"1889",1889,7,0,9.1,49.3,30,4,123.23,34
"1890",1890,1,0,7.8,71.3,33,4,130.92,81.46
"1891",1891,2,0,8.6,69.7,38,6,133.83,109.05
"1892",1892,3,0,8.1,77.7,34,3,135.19,34
"1893",1893,4,0,8.1,77.7,27,0,144.61,79.45
"1894",1894,5,0,11.4,50.3,44,3,182.5,126.5
"1895",1895,6,0,9.1,62,27,6,164.26,137.46
"1896",1896,7,0,7.9,44.3,38,6,163.76,141.82
"1897",1897,1,0,5.6,66.7,25,2,172.67,149.4
"1898",1898,2,0,5.8,66,29,4,109.5,97
"1899",1899,3,0,8.8,63.7,31,3,114.5,92
"1900",1900,4,0,9.5,55.3,35,1,147.25,166
"1901",1901,5,0,7.5,70.7,37,0,102.75,160
"1902",1902,6,0,3.4,78.3,39,4,68.95,54
"1903",1903,7,0,5.5,28,50,3,50.92,61
"1904",1904,1,0,6.8,22.7,34,2,107.5,123.5
"1905",1905,2,0,9,18,30,1,54.56,88.2
"1906",1906,3,0,7.7,26.7,37,3,111.25,129
"1907",1907,4,0,4.5,77.7,34,2,77.5,72.5
"1908",1908,5,0,5.8,72,32,3,103.4,85.5
"1909",1909,6,0,8.4,59,46,3,92.29,72
"1910",1910,7,0,10.5,39.3,37,6,85.31,123
"1911",1911,1,0,11.3,64.3,34,6,77.75,105
"1912",1912,2,0,12,56,39,1,82.9,113
"1913",1913,3,0,10.2,70.3,30,3,110.75,111
"1914",1914,4,0,10.4,13,41,1,56.5,100
"1915",1915,5,0,9.7,35.3,46,3,99.25,115.5
"1916",1916,6,0,11.3,36.7,25,5,97.85,113.68
"1917",1917,7,0,12.9,57.7,38,3,89.6,118.48
"1918",1918,1,0,13.6,56.7,31,2,81.54,120.58
"1919",1919,2,0,16.3,64.3,39,6,69.56,123.37
"1920",1920,3,0,15.7,56,38,1,62.34,124.45
"1921",1921,4,0,17.4,40.3,38,3,60.66,120.6
"1922",1922,5,0,14.4,59.7,30,3,61.3,123.77
"1923",1923,6,0,11.3,77,31,4,41.25,87.5
"1924",1924,7,1,13.3,43,34,3,39.25,53
"1925",1925,1,1,11.6,80.7,23,2,41.25,40.5
"1926",1926,2,0,13.1,71.3,24,0,110.75,122
"1927",1927,3,0,15.3,58.7,35,1,68.5,63.5
"1928",1928,4,0,13,60.3,26,2,68.75,98
"1929",1929,5,0,11.5,21,35,1,44.75,81
"1930",1930,6,0,13.9,18.7,36,1,47.75,79
"1931",1931,7,0,13.1,40.3,30,1,46,51.5
"1932",1932,1,0,12.4,33,28,3,48,101
"1933",1933,2,0,15.2,22.3,33,5,57.75,102
"1934",1934,3,0,13.7,30.3,37,2,44.09,85.92
"1935",1935,4,0,12.5,30,36,4,41.57,70.95
"1936",1936,5,0,15.7,31.3,40,3,33.91,136
"1937",1937,6,0,15.7,40.7,23,1,41.75,153
"1938",1938,7,0,16.3,43,30,3,43,125
"1939",1939,1,0,15.1,51.7,42,2,70.75,169.5
"1940",1940,2,0,16.3,42.7,23,1,63.5,152.5
"1941",1941,3,0,15.4,64,30,1,30.75,115.5
"1942",1942,4,1,12.1,59.7,31,4,40.52,81
"1943",1943,5,0,11,76.7,30,2,39.68,90.5
"1944",1944,6,0,12.5,56,35,1,17.13,111.5
"1945",1945,7,0,13,32.7,29,2,34.51,306.5
"1946",1946,1,0,14,17.3,29,2,-17.57,198.73
"1947",1947,2,0,15.3,36.3,34,3,31.25,86.5
"1948",1948,3,1,17.4,36,37,3,13.84,80.5
"1949",1949,4,0,17.1,62,27,2,42.75,99
"1950",1950,5,0,16.6,37.3,36,5,22.26,65.5
"1951",1951,6,0,11.8,54,27,1,29.18,73
"1952",1952,7,0,12.8,57,33,0,32.01,45
"1953",1953,1,0,12.3,79.7,31,2,37.88,93
"1954",1954,2,0,10.8,78.7,39,2,26.79,48
"1955",1955,3,0,9.3,76.7,34,2,24.32,58
"1956",1956,4,0,12,65.7,34,3,58.83,66.5
"1957",1957,5,0,13.1,73.6,36,2,74.08,116
"1958",1958,6,0,14.9,50.7,43,1,63.37,108.79
"1959",1959,7,0,14.5,79,32,3,50.17,97.18
"1960",1960,1,0,14.3,77.3,37,4,42.14,93.57
"1961",1961,2,0,16.8,64.3,35,2,54.89,73.5
"1962",1962,3,0,18.6,53.7,42,1,45.7,95.5
"1963",1963,4,0,18.1,49,26,0,36.76,73
"1964",1964,5,0,20.4,28.3,35,3,45.62,93
"1965",1965,6,0,16.6,33.3,35,1,36.3,78.32
"1966",1966,7,0,17.5,34.3,34,2,33.46,69.88
"1967",1967,1,0,15,85.7,33,3,27.89,68.41
"1968",1968,2,0,18,64.3,22,0,49.82,87
"1969",1969,3,0,18,59,27,7,54.69,77
"1970",1970,4,0,17.9,54,22,1,33.65,95
"1971",1971,5,0,19.5,55.7,26,3,50.68,115.5
"1972",1972,6,0,21.7,51,35,0,38.27,121
"1973",1973,7,0,22.2,54.3,25,1,34.47,114.86
"1974",1974,1,0,25.1,46.3,32,1,36.07,109.79
"1975",1975,2,0,23.3,62.3,29,4,39.38,122.5
"1976",1976,3,0,23.3,47.3,36,1,37.81,114.51
"1977",1977,4,0,21.9,53.3,28,3,64.86,76.5
"1978",1978,5,0,24,50,30,3,49.71,112
