"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Class"
"54463",83,-2,86,0,-2,25,4,89,86,"Bypass"
"54464",41,4,75,0,42,21,34,34,0,"Rad.Flow"
"54465",44,0,84,-6,44,0,40,40,0,"Rad.Flow"
"54466",37,4,79,0,6,0,42,74,32,"Rad.Flow"
"54467",41,0,82,-1,42,3,41,41,0,"Rad.Flow"
"54468",55,0,82,0,54,3,26,28,2,"Rad.Flow"
"54469",56,0,77,0,-4,-10,21,82,62,"High"
"54470",54,3,88,0,54,0,34,33,0,"Rad.Flow"
"54471",40,0,80,1,38,0,40,41,2,"Rad.Flow"
"54472",44,0,81,-2,42,-25,37,39,2,"Rad.Flow"
"54473",55,0,78,0,6,-7,23,73,50,"High"
"54474",53,0,87,4,54,12,34,33,0,"Rad.Flow"
"54475",46,3,87,0,46,4,41,41,0,"Rad.Flow"
"54476",37,0,77,3,36,3,40,41,0,"Rad.Flow"
"54477",48,3,106,0,46,0,58,60,2,"Rad.Flow"
"54478",45,-1,76,0,44,-10,31,32,2,"Rad.Flow"
"54479",55,-3,98,0,46,0,42,51,8,"High"
"54480",39,4,90,0,38,0,51,51,0,"Rad.Flow"
"54481",37,0,106,0,26,4,69,80,12,"Rad.Flow"
"54482",44,3,76,0,44,22,32,32,0,"Rad.Flow"
"54483",47,0,86,-4,46,0,39,40,0,"Rad.Flow"
"54484",43,0,81,2,42,-4,38,40,2,"Rad.Flow"
"54485",37,0,75,-7,34,0,38,41,2,"Rad.Flow"
"54486",37,0,81,1,16,0,44,65,22,"Rad.Flow"
"54487",44,0,79,0,42,-7,35,37,2,"Rad.Flow"
"54488",44,0,86,-5,44,0,42,42,0,"Rad.Flow"
"54489",56,0,78,-4,0,0,22,78,56,"High"
"54490",44,4,76,-1,44,2,32,32,0,"Rad.Flow"
"54491",37,0,75,-3,24,-16,38,52,14,"Rad.Flow"
"54492",38,1,76,0,36,-17,38,40,2,"Rad.Flow"
"54493",40,2,84,0,38,0,44,46,2,"Rad.Flow"
"54494",42,1,76,-2,42,0,34,35,0,"Rad.Flow"
"54495",53,0,102,2,52,-24,49,51,2,"Rad.Flow"
"54496",45,-1,79,0,44,-17,33,35,2,"Rad.Flow"
"54497",37,-4,90,0,24,1,53,66,14,"Rad.Flow"
"54498",55,-1,98,0,50,-10,42,49,6,"High"
"54499",37,0,77,0,28,3378,40,48,8,"Rad.Flow"
"54500",44,-1,86,0,44,6,43,42,0,"Rad.Flow"
"54501",37,0,76,0,24,8,39,52,14,"Rad.Flow"
"54502",37,-5,77,0,28,0,40,48,8,"Rad.Flow"
"54503",55,0,77,0,2,7,22,75,52,"High"
"54504",55,0,76,0,-14,-26,21,92,70,"High"
"54505",56,4,96,0,54,16,40,42,2,"Rad.Flow"
"54506",37,0,106,0,30,3,69,75,6,"Rad.Flow"
"54507",50,-2,88,1,50,0,38,39,0,"Rad.Flow"
"54508",42,0,79,-3,42,0,37,38,2,"Rad.Flow"
"54509",37,0,97,0,12,15,59,84,24,"Rad.Flow"
"54510",51,0,84,0,50,-14,33,35,2,"Rad.Flow"
"54511",51,3,78,-2,50,-25,27,29,2,"Rad.Flow"
"54512",52,-1,109,0,52,0,57,57,0,"Rad.Flow"
"54513",57,-4,88,0,56,0,31,31,0,"Rad.Flow"
"54514",52,0,86,-1,52,0,35,35,0,"Rad.Flow"
"54515",41,0,77,0,42,3,37,36,0,"Rad.Flow"
"54516",42,0,86,5,42,0,44,45,2,"Rad.Flow"
"54517",46,2,81,4,46,9,35,35,0,"Rad.Flow"
"54518",41,5,86,0,38,0,45,47,2,"Rad.Flow"
"54519",79,0,83,0,-30,9,4,114,110,"Bypass"
"54520",80,3,84,0,-40,15,4,125,122,"Bypass"
"54521",37,0,77,0,26,19,40,51,12,"Rad.Flow"
"54522",44,-5,76,-1,44,0,32,32,0,"Rad.Flow"
"54523",37,0,77,0,26,13,40,51,12,"Rad.Flow"
"54524",43,-1,79,0,44,28,35,35,0,"Rad.Flow"
"54525",37,0,106,-7,28,0,69,78,8,"Rad.Flow"
"54526",43,0,83,0,42,-8,40,42,2,"Rad.Flow"
"54527",53,1,78,0,52,-10,25,26,2,"Rad.Flow"
"54528",80,1,84,0,-36,1,4,121,116,"Bypass"
"54529",55,-2,81,0,-22,-5,26,105,78,"High"
"54530",55,-7,76,-18,0,0,21,76,54,"High"
"54531",56,0,95,0,52,4,40,44,4,"High"
"54532",46,5,85,2,46,11,39,39,0,"Rad.Flow"
"54533",53,-5,79,0,52,-20,26,27,2,"Rad.Flow"
"54534",45,0,85,1,46,12,40,39,0,"Rad.Flow"
"54535",44,0,88,0,44,2,45,44,0,"Rad.Flow"
"54536",55,0,78,0,6,-29,23,73,50,"High"
"54537",44,0,85,-4,44,0,41,41,0,"Rad.Flow"
"54538",82,0,86,1,-40,7,5,128,124,"Bypass"
"54539",37,0,104,4,28,0,67,76,8,"Rad.Flow"
"54540",47,0,83,3,46,0,36,37,0,"Rad.Flow"
"54541",37,0,104,0,20,22,67,84,16,"Rad.Flow"
"54542",46,1,83,0,46,7,37,36,0,"Rad.Flow"
"54543",37,0,77,-1,26,13,40,51,10,"Rad.Flow"
"54544",62,-2,111,0,62,0,49,49,0,"Rad.Flow"
"54545",43,0,81,6,42,-4,37,39,2,"Rad.Flow"
"54546",37,0,80,0,20,29,43,59,16,"Rad.Flow"
"54547",56,0,97,0,50,-22,41,48,6,"High"
"54548",49,3,102,0,46,-13,53,55,2,"Rad.Flow"
"54549",37,0,75,0,18,-31,38,57,18,"Rad.Flow"
"54550",108,2,109,0,72,5,1,36,36,"Bypass"
"54551",43,0,85,0,42,-13,42,44,2,"Rad.Flow"
"54552",54,0,83,0,54,0,28,28,0,"Rad.Flow"
"54553",37,0,76,0,34,5,39,42,2,"Rad.Flow"
"54554",41,-4,86,0,42,6,46,45,0,"Rad.Flow"
"54555",48,-3,84,0,50,30,36,35,0,"Rad.Flow"
"54556",37,0,80,0,30,-10,43,49,6,"Rad.Flow"
"54557",49,-5,89,0,50,0,40,40,0,"Rad.Flow"
"54558",53,0,83,0,52,-5,30,32,2,"Rad.Flow"
"54559",48,0,88,0,46,-2,39,41,2,"Rad.Flow"
"54560",55,5,78,-1,42,0,23,37,14,"High"
"54561",56,0,78,0,8,-6,22,70,48,"High"
"54562",84,0,87,0,0,4,3,87,84,"Bypass"
"54563",37,0,104,0,16,-12,67,88,22,"Rad.Flow"
"54564",43,0,87,4,42,0,44,46,2,"Rad.Flow"
"54565",58,0,86,0,56,0,28,29,0,"Rad.Flow"
"54566",37,0,84,4,30,0,47,53,6,"Rad.Flow"
"54567",41,0,79,0,38,0,38,40,2,"Rad.Flow"
"54568",49,3,106,0,50,5,56,57,0,"Rad.Flow"
"54569",46,5,88,0,46,14,42,41,0,"Rad.Flow"
"54570",46,0,76,1,46,15,30,30,0,"Rad.Flow"
"54571",55,0,77,0,20,-20,22,57,34,"High"
"54572",51,0,80,0,52,28,29,28,0,"Rad.Flow"
"54573",46,-2,86,0,46,0,40,39,0,"Rad.Flow"
"54574",49,1,84,0,46,-4,35,37,2,"Rad.Flow"
"54575",56,5,95,0,46,0,39,49,10,"High"
"54576",43,0,79,0,44,31,36,35,0,"Rad.Flow"
"54577",37,0,76,0,34,-2,39,43,4,"Rad.Flow"
"54578",37,0,76,-7,20,0,39,55,16,"Rad.Flow"
"54579",52,-1,86,0,52,-1,33,34,0,"Rad.Flow"
"54580",56,5,97,0,38,0,41,58,18,"High"
"54581",56,-1,96,0,50,-16,40,47,6,"High"
"54582",47,0,102,-1,46,0,55,55,0,"Rad.Flow"
"54583",37,0,92,8,6,0,54,86,32,"Rad.Flow"
"54584",41,-5,88,0,42,0,47,46,0,"Rad.Flow"
"54585",37,0,81,0,18,-14,44,63,18,"Rad.Flow"
"54586",43,0,87,0,42,-2,44,46,2,"Rad.Flow"
"54587",42,0,85,-2,42,0,43,44,0,"Rad.Flow"
"54588",105,-4,107,-2,70,0,2,37,34,"Bypass"
"54589",37,-84,106,0,34,0,69,72,4,"Fpv.Open"
"54590",55,0,77,0,26,16,21,51,30,"High"
"54591",83,0,86,0,-4,25,3,92,88,"Bypass"
"54592",37,0,81,0,26,-22,44,55,10,"Rad.Flow"
"54593",37,0,83,0,2,6,46,80,34,"Rad.Flow"
"54594",50,-5,81,8,50,0,32,32,0,"Rad.Flow"
"54595",55,0,77,0,20,-8,22,57,34,"High"
"54596",49,0,83,-1,50,0,33,33,0,"Rad.Flow"
"54597",37,0,80,0,20,14,43,59,16,"Rad.Flow"
"54598",56,0,86,0,56,5,30,29,0,"Rad.Flow"
"54599",55,-3,80,0,-2,0,25,83,58,"High"
"54600",105,5,107,9,72,5,1,35,34,"Bypass"
"54601",37,-3,86,0,38,8,48,47,0,"Rad.Flow"
"54602",43,1,80,-7,42,0,37,39,2,"Rad.Flow"
"54603",53,0,81,3,54,0,28,27,0,"Rad.Flow"
"54604",43,0,84,1,42,-1,41,43,2,"Rad.Flow"
"54605",37,0,82,0,38,26,45,43,0,"Rad.Flow"
"54606",55,0,95,0,46,-14,40,49,8,"High"
"54607",37,0,93,0,28,-26,56,65,8,"Rad.Flow"
"54608",41,1,78,0,42,21,37,37,0,"Rad.Flow"
"54609",48,3,89,0,46,0,41,42,2,"Rad.Flow"
"54610",44,0,81,0,44,15,37,37,0,"Rad.Flow"
"54611",42,-1,88,0,42,0,46,47,2,"Rad.Flow"
"54612",37,-2,76,-7,36,-11,39,40,0,"Rad.Flow"
"54613",37,0,106,0,28,5,68,77,8,"Rad.Flow"
"54614",39,-3,78,0,0,8,39,78,40,"Rad.Flow"
"54615",41,0,87,0,42,29,46,46,0,"Rad.Flow"
"54616",102,0,103,3,70,-4,1,33,32,"Bypass"
"54617",44,0,76,-1,44,6,32,32,0,"Rad.Flow"
"54618",37,0,75,0,28,-17,38,46,8,"Rad.Flow"
"54619",56,3,81,0,56,22,25,24,0,"Rad.Flow"
"54620",44,0,86,5,44,6,43,42,0,"Rad.Flow"
"54621",49,2,79,0,50,0,30,30,0,"Rad.Flow"
"54622",41,3,81,2,38,0,41,43,2,"Rad.Flow"
"54623",51,1,78,-3,52,3,27,26,0,"Rad.Flow"
"54624",37,0,75,7,24,22,38,52,14,"Rad.Flow"
"54625",55,0,82,-1,-20,8,26,103,76,"High"
"54626",56,0,78,0,12,22,22,65,42,"High"
"54627",49,5,78,0,50,1,29,29,0,"Rad.Flow"
"54628",37,0,76,-1,30,16,40,45,6,"Rad.Flow"
"54629",37,0,96,0,38,17,59,57,0,"Rad.Flow"
"54630",37,0,79,0,24,25,42,55,14,"Rad.Flow"
"54631",37,0,79,3,2,4,42,76,34,"Rad.Flow"
"54632",37,0,77,0,38,29,40,39,0,"Rad.Flow"
"54633",37,0,86,0,36,-15,48,50,2,"Rad.Flow"
"54634",42,-5,99,0,42,0,57,58,2,"Rad.Flow"
"54635",41,0,79,0,42,23,38,37,0,"Rad.Flow"
"54636",38,1,102,0,38,1,64,63,0,"Rad.Flow"
"54637",55,0,95,-1,42,-15,40,54,14,"High"
"54638",41,1,78,0,38,0,37,39,2,"Rad.Flow"
"54639",56,0,77,0,18,30,22,59,38,"High"
"54640",37,0,84,0,28,1,47,55,8,"Rad.Flow"
"54641",59,-4,108,0,60,0,49,49,0,"Rad.Flow"
"54642",55,-2,77,0,34,-9,22,44,22,"High"
"54643",56,3,86,0,56,12,30,29,0,"Rad.Flow"
"54644",55,0,98,0,50,-14,42,49,6,"High"
"54645",37,3,83,1,34,0,45,49,4,"Rad.Flow"
"54646",41,-3,77,0,38,-17,36,38,2,"Rad.Flow"
"54647",45,0,85,2,44,-12,40,41,2,"Rad.Flow"
"54648",42,2,82,1,42,0,40,41,0,"Rad.Flow"
"54649",51,0,83,-7,52,9,32,32,0,"Rad.Flow"
"54650",55,0,91,0,54,0,35,37,2,"Rad.Flow"
"54651",51,0,83,5,52,0,31,31,0,"Rad.Flow"
"54652",46,0,86,0,46,-1,40,39,0,"Rad.Flow"
"54653",41,-1,76,0,42,0,34,34,0,"Rad.Flow"
"54654",52,-2,84,0,52,-3,31,32,0,"Rad.Flow"
"54655",45,0,77,0,44,-27,32,34,2,"Rad.Flow"
"54656",49,0,84,0,46,-19,35,37,2,"Rad.Flow"
"54657",84,4,86,-2,-4,0,3,92,88,"Bypass"
"54658",37,-3,90,-2,6,0,53,85,32,"Rad.Flow"
"54659",38,3,102,0,38,2,64,63,0,"Rad.Flow"
"54660",56,0,81,0,54,-18,25,26,2,"Rad.Flow"
"54661",44,-536,88,0,44,0,44,44,0,"Rad.Flow"
"54662",37,13,77,-4,-22,5,41,101,60,"Rad.Flow"
"54663",55,0,95,0,46,-27,40,49,8,"High"
"54664",45,3,93,0,44,0,49,50,0,"Rad.Flow"
"54665",51,-4,82,0,50,-12,31,33,2,"Rad.Flow"
"54666",41,0,85,0,42,12,44,44,0,"Rad.Flow"
"54667",49,0,77,0,46,-3,29,31,2,"Rad.Flow"
"54668",46,0,83,-7,46,0,36,36,0,"Rad.Flow"
"54669",41,0,77,0,38,-21,36,38,2,"Rad.Flow"
"54670",56,0,96,0,52,11,40,44,4,"High"
"54671",37,0,77,0,38,30,39,38,0,"Rad.Flow"
"54672",38,0,77,3,38,0,39,39,0,"Rad.Flow"
"54673",37,-1,79,0,18,0,42,61,18,"Rad.Flow"
"54674",45,0,107,0,44,-16,62,63,2,"Rad.Flow"
"54675",51,0,83,0,50,-10,32,33,2,"Rad.Flow"
"54676",37,0,99,5,30,0,61,68,6,"Rad.Flow"
"54677",55,2,93,0,54,0,38,39,2,"Rad.Flow"
"54678",55,-5,78,0,54,0,23,24,0,"Rad.Flow"
"54679",55,-5,97,0,50,0,42,48,6,"High"
"54680",49,3,95,0,50,26,47,46,0,"Rad.Flow"
"54681",41,1,106,-1,42,4,65,65,0,"Rad.Flow"
"54682",43,0,77,-1,42,-2,34,35,2,"Rad.Flow"
"54683",55,4,87,0,54,0,32,33,0,"Rad.Flow"
"54684",37,0,106,0,24,2,69,82,14,"Rad.Flow"
"54685",56,0,97,-4,52,18,41,45,4,"High"
"54686",44,0,86,-6,44,0,43,42,0,"Rad.Flow"
"54687",38,-3,86,0,38,0,48,47,0,"Rad.Flow"
"54688",37,0,75,0,28,-18,38,46,8,"Rad.Flow"
"54689",38,0,82,-2,38,-3,44,43,0,"Rad.Flow"
"54690",37,0,79,0,36,0,43,43,0,"Rad.Flow"
"54691",43,0,77,-1,44,13,34,33,0,"Rad.Flow"
"54692",44,-2,76,0,44,6,32,32,0,"Rad.Flow"
"54693",55,0,93,2,10,0,37,82,46,"High"
"54694",46,4,76,2,46,0,30,30,0,"Rad.Flow"
"54695",37,0,79,-3,0,0,42,79,36,"Rad.Flow"
"54696",45,3,86,1,44,-3,41,42,2,"Rad.Flow"
"54697",56,0,95,-7,44,0,39,51,12,"High"
"54698",38,0,80,1,38,0,42,41,0,"Rad.Flow"
"54699",45,0,82,0,44,-7,37,38,2,"Rad.Flow"
"54700",37,-1,106,-2,30,67,69,75,6,"Rad.Flow"
"54701",43,0,77,-1,42,-4,34,36,2,"Rad.Flow"
"54702",46,0,81,3,44,-30,35,37,2,"Rad.Flow"
"54703",37,0,76,0,34,25,39,43,4,"Rad.Flow"
"54704",85,0,88,0,2,23,3,86,82,"Bypass"
"54705",53,-5,88,0,54,7,35,34,0,"Rad.Flow"
"54706",39,-2,76,6,38,0,37,37,0,"Rad.Flow"
"54707",38,3,79,0,38,10,41,40,0,"Rad.Flow"
"54708",37,0,81,0,20,16,44,60,16,"Rad.Flow"
"54709",40,1,79,0,38,0,39,41,2,"Rad.Flow"
"54710",53,0,108,0,54,6,55,54,0,"Rad.Flow"
"54711",37,0,94,-5,16,0,57,79,22,"Rad.Flow"
"54712",45,-3,77,0,44,-11,31,33,2,"Rad.Flow"
"54713",49,0,81,0,46,-20,32,34,2,"Rad.Flow"
"54714",50,-5,89,0,50,0,39,40,0,"Rad.Flow"
"54715",44,0,90,-4,44,2,46,46,0,"Rad.Flow"
"54716",37,0,79,0,26,-5,42,53,12,"Rad.Flow"
"54717",55,0,81,0,-20,7,26,102,76,"High"
"54718",46,5,84,0,46,0,38,38,0,"Rad.Flow"
"54719",37,0,77,0,18,0,40,59,18,"Rad.Flow"
"54720",44,0,76,0,42,-17,32,35,2,"Rad.Flow"
"54721",37,2,86,0,36,0,49,50,0,"Rad.Flow"
"54722",43,-1,86,0,42,-14,42,44,2,"Rad.Flow"
"54723",37,0,76,-4,24,0,40,53,14,"Rad.Flow"
"54724",45,2,83,0,44,0,38,39,2,"Rad.Flow"
"54725",44,0,83,0,44,16,40,39,0,"Rad.Flow"
"54726",37,0,97,0,34,-6,59,63,4,"Rad.Flow"
"54727",56,0,96,0,56,23,40,39,0,"Rad.Flow"
"54728",55,0,93,0,16,-1,38,78,40,"High"
"54729",46,0,102,0,46,0,57,56,0,"Rad.Flow"
"54730",41,1,102,0,42,25,61,60,0,"Rad.Flow"
"54731",50,1,77,1,50,0,27,28,0,"Rad.Flow"
"54732",37,0,95,0,10,29,58,84,26,"Rad.Flow"
"54733",55,0,74,-13,0,0,19,74,54,"High"
"54734",51,-3,78,0,52,20,27,26,0,"Rad.Flow"
"54735",36,0,76,0,36,0,39,39,0,"Rad.Flow"
"54736",55,0,96,0,52,-6,41,44,4,"High"
"54737",79,0,83,-1,-40,0,4,125,120,"Bypass"
"54738",53,0,81,0,54,0,28,27,0,"Rad.Flow"
"54739",52,-4,83,0,52,0,31,32,0,"Rad.Flow"
"54740",53,1,81,0,54,5,28,27,0,"Rad.Flow"
"54741",42,-1,80,-4,42,-6,38,39,0,"Rad.Flow"
"54742",55,-3,91,0,54,-15,35,37,2,"Rad.Flow"
"54743",55,-1,86,0,54,-7,31,32,2,"Rad.Flow"
"54744",37,-2,106,-6,36,-11,69,69,0,"Rad.Flow"
"54745",41,-3,83,0,42,0,42,42,0,"Rad.Flow"
"54746",48,3,90,0,46,0,42,43,2,"Rad.Flow"
"54747",43,0,84,5,42,-10,41,43,2,"Rad.Flow"
"54748",52,0,81,0,52,-3,29,30,0,"Rad.Flow"
"54749",42,-1,77,-6,42,0,35,35,0,"Rad.Flow"
"54750",44,0,85,0,42,-20,41,44,2,"Rad.Flow"
"54751",56,0,98,5,50,22,42,49,6,"High"
"54752",79,0,84,0,-40,1,4,125,120,"Bypass"
"54753",55,0,77,-1,0,8,22,77,56,"High"
"54754",53,0,102,0,52,-7,49,50,2,"Rad.Flow"
"54755",51,1,87,0,52,4,36,35,0,"Rad.Flow"
"54756",56,4,78,0,18,26,22,60,38,"High"
"54757",37,0,78,-2,8,0,41,70,30,"Rad.Flow"
"54758",37,0,104,0,24,1,67,80,14,"Rad.Flow"
"54759",45,-1,79,0,46,12,34,33,0,"Rad.Flow"
"54760",49,0,81,0,50,0,32,32,0,"Rad.Flow"
"54761",37,0,79,-2,26,-11,42,53,10,"Rad.Flow"
"54762",56,0,82,2,-12,6,26,95,68,"High"
"54763",50,-2,87,3,50,0,37,38,0,"Rad.Flow"
"54764",56,1,95,0,42,-5,40,54,14,"High"
"54765",105,-5,106,1,72,3,2,34,32,"Bypass"
"54766",37,0,106,0,28,-19,68,77,8,"Rad.Flow"
"54767",41,-5,106,0,42,0,64,64,0,"Rad.Flow"
"54768",37,0,79,0,26,1,42,53,10,"Rad.Flow"
"54769",51,0,83,0,52,17,31,31,0,"Rad.Flow"
"54770",56,2,77,0,-24,7,21,103,82,"High"
"54771",39,-5,100,0,38,0,62,62,0,"Rad.Flow"
"54772",38,0,79,2,38,0,41,40,0,"Rad.Flow"
"54773",38,1,81,0,38,7,43,42,0,"Rad.Flow"
"54774",57,-5,88,6,56,0,32,31,0,"Rad.Flow"
"54775",55,0,73,-12,0,5,18,73,54,"High"
"54776",46,3,79,-5,46,0,33,32,0,"Rad.Flow"
"54777",37,0,83,0,-2,-19,46,85,40,"Rad.Flow"
"54778",41,0,80,-3,42,0,39,39,0,"Rad.Flow"
"54779",43,0,82,-5,42,0,39,41,2,"Rad.Flow"
"54780",37,0,81,0,24,-2,44,57,14,"Rad.Flow"
"54781",37,0,77,0,28,27,40,48,8,"Rad.Flow"
"54782",56,0,80,0,54,-27,24,26,2,"Rad.Flow"
"54783",56,-3,86,0,56,0,29,29,0,"Rad.Flow"
"54784",56,0,78,-1,8,-4,22,70,48,"High"
"54785",56,-1,97,0,46,2,41,51,10,"High"
"54786",37,-6,90,-3,8,-8,53,82,30,"Rad.Flow"
"54787",80,-1,84,-7,-20,0,4,105,100,"Bypass"
"54788",56,-1,80,-6,24,14,24,57,32,"High"
"54789",76,2,81,0,-42,0,4,125,120,"Bypass"
"54790",46,0,78,-7,46,21,32,32,0,"Rad.Flow"
"54791",56,-2,92,0,56,0,36,35,0,"Rad.Flow"
"54792",52,0,103,6,52,-6,51,51,0,"Rad.Flow"
"54793",55,0,96,1,42,-1,41,55,14,"High"
"54794",41,0,78,0,42,2,37,37,0,"Rad.Flow"
"54795",56,0,81,0,-20,-2,25,102,76,"High"
"54796",55,0,82,0,-40,15,26,123,96,"High"
"54797",55,0,96,0,42,-11,41,55,14,"High"
"54798",41,0,79,0,42,9,39,38,0,"Rad.Flow"
"54799",45,0,81,-2,44,-4,36,37,2,"Rad.Flow"
"54800",41,-1,86,0,38,-23,46,48,2,"Rad.Flow"
"54801",54,2,77,0,-22,0,23,101,78,"High"
"54802",52,4,79,0,52,0,26,27,0,"Rad.Flow"
"54803",51,0,77,0,50,-23,26,28,2,"Rad.Flow"
"54804",41,0,84,0,42,9,43,43,0,"Rad.Flow"
"54805",49,0,78,8,50,0,29,29,0,"Rad.Flow"
"54806",51,0,90,0,50,-30,38,41,2,"Rad.Flow"
"54807",43,-1,87,0,42,0,44,46,2,"Rad.Flow"
"54808",52,-3,102,0,52,0,50,50,0,"Rad.Flow"
"54809",40,-2,84,0,38,0,45,46,2,"Rad.Flow"
"54810",37,0,77,0,34,15,40,44,4,"Rad.Flow"
"54811",77,0,81,0,-42,0,4,125,122,"Bypass"
"54812",43,-3,77,0,42,-9,34,36,2,"Rad.Flow"
"54813",37,0,98,0,28,-8,61,70,8,"Rad.Flow"
"54814",104,5,106,6,70,-29,1,36,34,"Bypass"
"54815",42,4,79,0,42,2,37,37,0,"Rad.Flow"
"54816",39,1,93,0,36,17,54,57,2,"Rad.Flow"
"54817",36,0,83,0,36,0,46,46,0,"Rad.Flow"
"54818",56,0,79,0,12,7,23,66,42,"High"
"54819",103,-2,104,-1,70,0,1,35,34,"Bypass"
"54820",82,0,86,-1,-10,3,3,96,92,"Bypass"
"54821",50,-1,87,-5,50,0,37,38,0,"Rad.Flow"
"54822",101,-2,102,-3,72,0,1,29,28,"Bypass"
"54823",53,1,87,0,54,22,34,33,0,"Rad.Flow"
"54824",41,0,86,4,38,-30,45,48,2,"Rad.Flow"
"54825",45,0,90,0,44,-6,45,46,2,"Rad.Flow"
"54826",37,1,77,0,34,0,40,43,4,"Rad.Flow"
"54827",45,0,86,-2,44,0,42,42,0,"Rad.Flow"
"54828",56,0,81,-2,-14,0,25,97,72,"High"
"54829",51,0,81,0,50,-19,30,32,2,"Rad.Flow"
"54830",49,0,81,1,46,-10,33,35,2,"Rad.Flow"
"54831",56,0,95,-4,50,0,39,46,6,"High"
"54832",79,-1,83,0,-32,85,4,117,112,"Bypass"
"54833",41,0,77,0,38,-30,36,38,2,"Rad.Flow"
"54834",45,0,86,0,46,28,41,39,0,"Rad.Flow"
"54835",55,0,92,0,-4,-6,36,97,60,"High"
"54836",55,0,79,3,26,24,23,53,30,"High"
"54837",45,3,83,0,44,-6,37,39,2,"Rad.Flow"
"54838",46,5,83,0,46,4,37,37,0,"Rad.Flow"
"54839",56,-4,97,0,42,0,41,55,14,"High"
"54840",45,0,79,0,44,-19,34,35,2,"Rad.Flow"
"54841",55,0,78,0,18,25,23,60,38,"High"
"54842",39,3,106,0,38,0,67,67,0,"Rad.Flow"
"54843",45,0,82,-8,44,0,37,38,0,"Rad.Flow"
"54844",38,0,93,0,30,22,55,62,8,"Rad.Flow"
"54845",87,2,89,0,8,1,2,81,78,"Bypass"
"54846",44,0,86,0,44,11,42,42,0,"Rad.Flow"
"54847",45,2,76,0,44,0,32,32,0,"Rad.Flow"
"54848",44,1,102,0,44,8,59,58,0,"Rad.Flow"
"54849",45,0,87,1,46,28,42,41,0,"Rad.Flow"
"54850",37,0,77,0,8,-19,41,70,28,"Rad.Flow"
"54851",37,0,82,-1,36,-2,45,46,2,"Rad.Flow"
"54852",55,-1,96,0,52,-5,41,44,4,"High"
"54853",37,-5,97,0,34,-8,61,64,2,"Rad.Flow"
"54854",42,0,76,4,42,0,34,35,2,"Rad.Flow"
"54855",84,0,87,6,-2,0,3,90,86,"Bypass"
"54856",39,0,81,3,38,0,42,43,0,"Rad.Flow"
"54857",55,0,77,-5,10,12,22,67,46,"High"
"54858",41,0,88,0,38,0,47,49,2,"Rad.Flow"
"54859",46,0,87,2,46,3,41,41,0,"Rad.Flow"
"54860",37,0,76,6,26,0,39,50,12,"Rad.Flow"
"54861",37,0,78,0,-2,-12,42,81,40,"Rad.Flow"
"54862",37,0,79,0,38,28,42,41,0,"Rad.Flow"
"54863",37,0,94,0,16,27,57,79,22,"Rad.Flow"
"54864",44,-4,87,0,44,0,43,43,0,"Rad.Flow"
"54865",52,0,79,0,54,31,26,24,0,"Rad.Flow"
"54866",41,-3,86,0,38,-22,45,47,2,"Rad.Flow"
"54867",76,0,80,0,-42,-17,4,124,120,"Bypass"
"54868",53,1,88,0,54,29,35,33,0,"Rad.Flow"
"54869",45,-1,88,8,44,15,43,44,2,"Rad.Flow"
"54870",85,0,89,0,2,-11,4,86,82,"Bypass"
"54871",80,1,84,0,-38,0,4,123,118,"Bypass"
"54872",37,0,81,-7,28,15,45,53,8,"Rad.Flow"
"54873",37,-4,90,0,26,0,53,64,12,"Rad.Flow"
"54874",45,0,83,5,46,31,37,36,0,"Rad.Flow"
"54875",37,0,79,-2,36,-4,42,43,0,"Rad.Flow"
"54876",37,0,82,4,-4,0,45,87,42,"Rad.Flow"
"54877",55,0,77,0,24,11,22,54,32,"High"
"54878",37,0,78,0,16,-12,42,63,22,"Rad.Flow"
"54879",52,3,81,0,52,0,28,29,0,"Rad.Flow"
"54880",48,-3,81,-2,46,0,33,34,2,"Rad.Flow"
"54881",37,0,75,0,20,22,38,54,16,"Rad.Flow"
"54882",82,0,86,3,-12,0,4,99,94,"Bypass"
"54883",37,0,79,0,34,5,42,46,4,"Rad.Flow"
"54884",44,4,76,0,44,4,32,32,0,"Rad.Flow"
"54885",38,5,106,1,36,-3,68,70,2,"Rad.Flow"
"54886",37,0,103,0,30,8,66,72,6,"Rad.Flow"
"54887",44,3,107,0,44,13,63,63,0,"Rad.Flow"
"54888",56,0,76,0,-4,-22,20,81,62,"High"
"54889",56,0,97,0,44,-1,41,53,12,"High"
"54890",45,5,85,0,44,0,41,41,0,"Rad.Flow"
"54891",56,0,81,0,-10,10,25,92,66,"High"
"54892",57,2,96,0,56,0,39,39,0,"Rad.Flow"
"54893",46,1,86,0,46,0,40,39,0,"Rad.Flow"
"54894",37,-1,76,0,36,-17,38,39,2,"Rad.Flow"
"54895",82,2561,106,-4,34,-20,24,72,48,"Bpv.Close"
"54896",41,0,79,0,38,-22,38,40,2,"Rad.Flow"
"54897",44,0,81,-2,44,12,37,37,0,"Rad.Flow"
"54898",102,4,102,1,72,18,1,30,30,"Bypass"
"54899",55,0,98,0,50,-24,42,49,6,"High"
"54900",46,5,77,0,46,22,32,31,0,"Rad.Flow"
"54901",49,-1,107,0,50,11,58,58,0,"Rad.Flow"
"54902",41,0,84,0,42,16,43,43,0,"Rad.Flow"
"54903",55,0,81,0,54,0,26,27,2,"Rad.Flow"
