"","day","month","year","hour","minute","second","latitude","longitude","depth","magnitude"
"1336",19,6,2002,10,7,33,42.93,-7.52,12,1.5
"1337",22,6,2002,18,5,22,42.28,-7.95,20,2
"1338",22,6,2002,20,0,24,42.28,-8.3,NA,1.3
"1339",24,6,2002,20,46,26,42.16,-6.66,6,1.7
"1340",28,6,2002,23,44,57,42.18,-7.21,5,1
"1341",29,6,2002,0,16,55,43.31,-9.42,5,1.6
"1342",30,6,2002,4,38,32,42.79,-7.33,NA,0.7
"1343",30,6,2002,6,58,4,42.34,-7.34,21,1.7
"1344",6,7,2002,7,48,23,42.8,-7.43,NA,1.7
"1345",6,7,2002,19,28,23,42.78,-7.29,NA,1.5
"1346",11,7,2002,20,46,50,42.78,-7.25,NA,1.5
"1347",11,7,2002,20,47,59,42.8,-7.27,NA,1.4
"1348",11,7,2002,20,56,2,42.8,-7.25,NA,1.7
"1349",13,7,2002,3,25,28,43.16,-8.82,NA,1.6
"1350",13,7,2002,17,14,35,42.79,-7.23,7,1.5
"1351",14,7,2002,5,31,14,42.93,-8.43,NA,1.1
"1352",14,7,2002,15,46,39,42.06,-7.81,10,1.4
"1353",15,7,2002,6,7,11,42.79,-7.2,NA,1.4
"1354",28,7,2002,4,6,16,42.42,-9.48,NA,1.6
"1355",4,8,2002,0,57,9,42.31,-9.25,20,1.5
"1356",4,8,2002,3,32,51,42.73,-8.89,NA,1
"1357",6,8,2002,0,0,21,42.79,-7.26,11,0.8
"1358",6,8,2002,20,33,19,41.51,-7.09,11,1.7
"1359",10,8,2002,16,43,2,42.73,-7.04,NA,2
"1360",10,8,2002,16,46,13,42.74,-7.02,10,1.2
"1361",10,8,2002,16,49,54,42.74,-7.05,NA,1.1
"1362",12,8,2002,0,33,2,42.21,-7.95,21,1.7
"1363",14,8,2002,22,27,59,42.67,-6.6,NA,1.5
"1364",15,8,2002,5,39,7,42.81,-7.26,12,1.1
"1365",15,8,2002,16,16,2,42.6,-7.19,NA,1.3
"1366",16,8,2002,1,34,2,42.2,-8.04,NA,1.1
"1367",16,8,2002,15,43,40,41.13,-8.22,NA,1.6
"1368",17,8,2002,0,1,2,42.28,-8.06,NA,0.7
"1369",17,8,2002,9,55,26,41.13,-8.17,NA,1.3
"1370",18,8,2002,5,53,7,42.72,-7.24,8,2.6
"1371",18,8,2002,6,4,49,42.7,-7.22,NA,1.5
"1372",18,8,2002,15,7,12,42.82,-7.21,NA,1.3
"1373",18,8,2002,15,7,41,42.81,-7.23,11,2.2
"1374",18,8,2002,15,14,36,42.8,-7.21,11,1.2
"1375",18,8,2002,15,18,8,42.82,-7.2,8,1.4
"1376",18,8,2002,20,51,17,43.97,-8.42,NA,2.4
"1377",20,8,2002,0,23,1,42.17,-7.25,NA,1.5
"1378",21,8,2002,15,31,21,41.53,-8.28,NA,1.3
"1379",26,8,2002,19,59,56,43.23,-7.24,NA,1.4
"1380",31,8,2002,22,31,48,43.17,-8.52,NA,1.2
"1381",2,9,2002,15,59,2,41.26,-6.68,12,1.4
"1382",2,9,2002,18,23,7,42.14,-8.35,26,1.4
"1383",2,9,2002,20,11,7,42.78,-7.17,NA,1.3
"1384",2,9,2002,20,17,5,42.79,-7.21,10,1.5
"1385",2,9,2002,20,32,10,42.77,-7.22,10,1.4
"1386",2,9,2002,22,38,17,41.23,-7.52,NA,1.6
"1387",5,9,2002,4,50,5,42.08,-6.87,NA,1.3
"1388",5,9,2002,22,40,58,42.76,-7.18,10,1.3
"1389",5,9,2002,22,45,4,42.78,-7.19,11,1.5
"1390",5,9,2002,22,48,19,42.78,-7.22,11,1.6
"1391",7,9,2002,2,58,54,41.7,-7.36,10,1.5
"1392",7,9,2002,12,0,40,41.91,-6.44,11,2
"1393",7,9,2002,16,18,31,41.54,-8.26,11,1.1
"1394",11,9,2002,12,11,33,42.61,-9.08,7,1.8
"1395",12,9,2002,17,7,59,42.8,-7.19,10,2.2
"1396",14,9,2002,6,29,18,42.96,-7.2,5,1.7
"1397",14,9,2002,8,25,58,42.45,-7.9,11,1.4
"1398",16,9,2002,1,12,42,42.49,-7.24,7,1.1
"1399",16,9,2002,1,32,36,42.48,-7.24,7,1
"1400",17,9,2002,1,30,23,42.8,-7.25,11,1.4
"1401",19,9,2002,15,28,29,41.27,-6.41,11,2.9
"1402",22,9,2002,14,26,24,42.54,-8.44,NA,1.3
"1403",25,9,2002,3,31,34,42.25,-8.32,12,2.1
"1404",26,9,2002,21,40,20,42.79,-7.2,11,1.5
"1405",28,9,2002,4,38,24,42.8,-7.19,NA,1.2
"1406",29,9,2002,4,21,11,42.69,-7.1,15,1.7
"1407",30,9,2002,5,18,29,42.38,-7.02,NA,0.4
"1408",2,10,2002,0,36,15,42.79,-7.19,7,1.1
"1409",2,10,2002,0,39,23,42.79,-7.22,NA,0.9
"1410",2,10,2002,0,44,48,42.79,-7.18,11,0.6
"1411",3,10,2002,3,55,36,42.82,-7.24,NA,0.9
"1412",3,10,2002,4,1,23,42.8,-7.25,10,1.5
"1413",3,10,2002,10,37,23,42.33,-7.1,NA,2.6
"1414",3,10,2002,10,37,32,42.33,-7.08,NA,2.7
"1415",3,10,2002,11,8,28,43.14,-7.96,NA,1
"1416",3,10,2002,11,30,8,42.34,-7.09,NA,1.3
"1417",3,10,2002,11,32,34,42.34,-7.1,NA,1.6
"1418",3,10,2002,22,34,53,42.34,-7.09,NA,2
"1419",4,10,2002,23,53,55,42.1,-7.75,NA,1.1
"1420",5,10,2002,9,32,1,42.91,-8.58,NA,1.5
"1421",16,10,2002,21,51,53,42.78,-7.23,4,1.6
"1422",22,10,2002,7,7,47,42.26,-8.49,21,2.1
"1423",27,10,2002,21,30,12,42.78,-7.2,NA,1.3
"1424",2,11,2002,2,48,6,42.81,-7.21,NA,1.4
"1425",2,11,2002,2,52,20,42.8,-7.22,NA,1.5
"1426",5,11,2002,5,45,21,42.92,-8.28,4,1.3
"1427",8,11,2002,6,10,38,41.51,-8.47,4,1.6
"1428",15,11,2002,11,47,32,41.83,-7.44,NA,1.5
"1429",17,11,2002,23,16,46,42.25,-8.06,12,1.6
"1430",18,11,2002,1,31,58,42.24,-8.07,12,1.2
"1431",21,11,2002,3,51,1,42.82,-7.21,6,2.2
"1432",21,11,2002,15,31,16,42.25,-8.05,NA,2.1
"1433",2,12,2002,11,8,30,42.26,-8.08,NA,2.4
"1434",7,12,2002,22,44,7,41.51,-8.44,NA,1.3
"1435",12,12,2002,20,11,26,43.72,-7.05,11,1.7
"1436",15,12,2002,13,39,9,42.36,-8.74,8,2.1
"1437",16,12,2002,21,0,18,42.78,-7.23,10,1.8
"1438",16,12,2002,21,1,18,42.76,-7.23,11,2.1
"1439",16,12,2002,21,19,11,42.78,-7.23,11,1.6
"1440",20,12,2002,4,28,23,42.15,-8.19,NA,1.7
"1441",21,12,2002,1,50,33,42.2,-8.05,11,1.3
"1442",25,12,2002,3,29,47,42.79,-7.21,NA,1.4
"1443",27,12,2002,23,55,48,42.35,-8.48,11,2.7
"1444",1,1,2003,15,32,19,42.09,-8.83,1,2.5
"1445",4,1,2003,17,14,31,41.01,-7.17,NA,1.9
"1446",8,1,2003,1,5,36,42.78,-7.21,NA,1.2
"1447",8,1,2003,1,5,39,42.77,-7.19,11,1.8
"1448",8,1,2003,1,7,12,42.79,-7.22,10,1.1
"1449",8,1,2003,1,7,33,42.78,-7.2,NA,1.3
"1450",8,1,2003,1,10,43,42.78,-7.21,NA,1.4
"1451",8,1,2003,1,10,53,42.78,-7.21,NA,1.5
"1452",8,1,2003,1,11,52,42.78,-7.22,NA,1.1
"1453",8,1,2003,1,13,6,42.77,-7.21,NA,1.7
"1454",8,1,2003,1,14,10,42.78,-7.2,NA,1.9
"1455",8,1,2003,1,14,26,42.76,-7.23,11,2.2
"1456",8,1,2003,1,16,52,42.76,-7.21,11,1.6
"1457",8,1,2003,1,16,58,42.77,-7.2,NA,1.8
"1458",8,1,2003,1,17,22,42.76,-7.19,NA,1.4
"1459",9,1,2003,0,23,24,42.11,-7.74,7,2
"1460",12,1,2003,16,54,56,41.55,-6,4,2.1
"1461",12,1,2003,19,22,36,41.53,-6,8,1.7
"1462",13,1,2003,3,40,27,41.59,-6,20,1.6
"1463",13,1,2003,8,22,55,41.52,-6.01,NA,1.8
"1464",15,1,2003,12,34,20,42.64,-7.96,11,2.3
"1465",18,1,2003,16,26,41,41.55,-6.01,11,1.9
"1466",22,1,2003,21,1,17,41.54,-6.01,NA,1.8
"1467",23,1,2003,10,13,18,41.57,-6,10,4.4
"1468",23,1,2003,10,43,14,41.56,-6,4,2.2
"1469",24,1,2003,18,16,6,41.53,-6,4,2.2
"1470",25,1,2003,12,54,25,41.56,-6.01,11,1.9
"1471",29,1,2003,0,21,54,43,-6.63,11,1.7
"1472",30,1,2003,19,28,38,41.55,-6.01,11,2.2
"1473",30,1,2003,21,33,18,41.58,-6.01,11,2.1
"1474",31,1,2003,19,58,48,41.57,-6,11,2.4
"1475",3,2,2003,1,2,23,41.55,-6.08,7,1.6
"1476",8,2,2003,12,22,44,42.07,-7.7,NA,1.6
"1477",9,2,2003,4,58,15,42.28,-8.14,20,1.5
"1478",10,2,2003,10,53,42,42.78,-7.24,NA,1.5
"1479",12,2,2003,10,5,51,42.13,-9.61,8,2.2
"1480",12,2,2003,10,35,52,42.11,-8.11,NA,1.3
"1481",12,2,2003,11,13,47,42.11,-8.11,NA,1.6
"1482",12,2,2003,19,55,52,42.09,-8.12,12,1.9
"1483",12,2,2003,23,19,41,42.08,-8.12,16,2.1
"1484",15,2,2003,1,40,40,42.11,-8.12,NA,1.5
"1485",18,2,2003,2,57,4,41.23,-8.45,16,2
"1486",23,2,2003,12,23,26,43.15,-8.82,NA,1.3
"1487",23,2,2003,12,25,32,42.27,-7.88,NA,1.6
"1488",24,2,2003,3,13,51,43.14,-8.86,NA,1.8
"1489",24,2,2003,21,48,46,41.62,-6.1,NA,1.9
"1490",25,2,2003,12,23,28,42.78,-7.19,NA,1.5
"1491",5,3,2003,4,45,11,41.61,-6,NA,1.6
"1492",5,3,2003,19,29,51,41.59,-6.06,10,2
"1493",8,3,2003,9,16,43,42.79,-7.25,NA,1.8
"1494",9,3,2003,2,48,0,42.44,-8.06,20,2.4
"1495",9,3,2003,11,34,47,42.73,-7.22,NA,1.7
"1496",12,3,2003,23,4,23,42.2,-6.08,11,2.1
"1497",13,3,2003,18,27,26,42.11,-7.97,NA,1.5
"1498",15,3,2003,6,55,38,42.11,-7.99,NA,1
"1499",15,3,2003,10,17,15,42.1,-7.93,NA,1.9
"1500",15,3,2003,10,38,53,42.1,-8.03,NA,1.2
"1501",18,3,2003,0,48,32,41.36,-7.92,11,2.5
"1502",18,3,2003,1,55,59,41.5,-6.03,NA,1.8
"1503",18,3,2003,2,9,0,41.56,-6.01,11,2.3
"1504",18,3,2003,2,14,9,41.56,-6.02,11,2.1
"1505",21,3,2003,23,38,15,41.57,-6.08,10,1.3
"1506",21,3,2003,23,56,44,42.8,-7.26,5,2.4
"1507",23,3,2003,1,40,57,42.76,-7.25,NA,1.9
"1508",23,3,2003,2,42,14,42.77,-7.23,NA,1.6
"1509",23,3,2003,8,39,59,43.1,-6.65,NA,2.2
"1510",23,3,2003,11,37,5,41.74,-8.48,NA,1.7
"1511",23,3,2003,13,12,2,41.49,-6.76,NA,1.8
"1512",30,3,2003,10,37,57,42.78,-7.27,NA,1.4
"1513",1,4,2003,2,49,5,42.8,-9.06,NA,1.6
"1514",3,4,2003,20,8,59,42.68,-7.7,NA,1.4
"1515",5,4,2003,10,53,13,42.28,-9.38,11,3
"1516",5,4,2003,21,8,46,42.29,-9.31,NA,1.4
"1517",6,4,2003,6,21,10,43.66,-6.46,7,2
"1518",6,4,2003,6,28,20,42.39,-8.56,6,1.6
"1519",6,4,2003,9,32,28,42.12,-8.14,NA,1.2
"1520",6,4,2003,20,26,21,42.06,-7.63,NA,1
"1521",8,4,2003,23,41,21,42.78,-8.6,NA,1.7
"1522",16,4,2003,0,57,17,41.59,-6,NA,1.8
"1523",16,4,2003,1,4,34,41.36,-6.73,NA,1.2
"1524",21,4,2003,18,59,52,42.78,-7.25,5,2.8
"1525",21,4,2003,19,46,17,42.78,-7.22,11,1.9
"1526",26,4,2003,17,2,5,42.17,-8.2,NA,1.2
"1527",27,4,2003,20,39,48,41.69,-7.48,9,1.6
"1528",28,4,2003,1,41,49,43.13,-6.64,8,1.4
"1529",6,5,2003,15,41,8,41.52,-8.04,10,1.6
"1530",7,5,2003,12,19,39,41.46,-8.03,NA,1.6
"1531",7,5,2003,23,36,58,42.23,-8.11,24,1
"1532",9,5,2003,0,34,3,42.42,-8.12,NA,1.1
"1533",13,5,2003,4,59,1,42.26,-8.12,12,1.4
"1534",13,5,2003,23,52,45,42.77,-7.21,3,2
"1535",14,5,2003,14,4,33,42.77,-7.22,15,2.2
"1536",15,5,2003,1,43,44,42.75,-7.22,11,1.4
"1537",16,5,2003,3,53,53,42.76,-7.2,NA,1.7
"1538",16,5,2003,19,53,13,41.52,-8.29,NA,1.3
"1539",17,5,2003,0,15,54,42.75,-7.21,16,1.7
"1540",17,5,2003,15,6,1,42.23,-8.07,17,2
"1541",22,5,2003,3,48,5,42.36,-6.67,NA,1.4
"1542",22,5,2003,3,51,54,42.34,-6.7,6,2.1
"1543",25,5,2003,23,7,16,41.8,-8.55,20,1.6
"1544",28,5,2003,14,44,31,42.69,-7.28,16,1.8
"1545",29,5,2003,16,57,38,41.45,-8.11,11,1.2
"1546",3,6,2003,2,16,32,43.37,-6.63,NA,2.3
"1547",10,6,2003,11,15,21,42.06,-8.54,NA,1.5
"1548",10,6,2003,23,17,5,42.46,-6.86,13,1.4
"1549",11,6,2003,16,39,39,41.12,-8.26,NA,1.7
"1550",11,6,2003,22,15,49,42.93,-7.22,NA,2.1
"1551",12,6,2003,5,26,12,42.73,-9.05,NA,1.6
"1552",15,6,2003,22,5,46,42.71,-8.3,NA,1.5
"1553",16,6,2003,6,28,19,42.48,-8.94,20,2.3
"1554",19,6,2003,3,16,4,41.99,-9.23,13,2.9
"1555",20,6,2003,1,13,39,42.13,-8.15,NA,1.7
"1556",21,6,2003,20,49,15,42.08,-9.65,NA,1.7
"1557",22,6,2003,2,8,0,42.79,-7.21,NA,1.6
"1558",22,6,2003,4,57,6,42.59,-8.86,NA,1.3
"1559",22,6,2003,19,38,0,42.16,-7.14,NA,1.3
"1560",24,6,2003,19,37,41,41.41,-8.23,NA,1.6
"1561",24,6,2003,20,46,20,42.81,-7.25,NA,0.9
"1562",26,6,2003,11,4,54,42.82,-7.15,NA,1.8
"1563",26,6,2003,19,7,4,41.41,-8.22,NA,1.6
"1564",27,6,2003,18,47,49,41.16,-8.29,10,1.6
"1565",1,7,2003,17,8,6,41.13,-8.26,NA,1.7
"1566",1,7,2003,23,27,18,42.64,-7.19,NA,1.7
"1567",4,7,2003,1,30,47,42.26,-8.37,NA,1.7
"1568",5,7,2003,12,37,50,41.52,-6.57,NA,1.4
"1569",7,7,2003,2,42,6,41.79,-6.91,NA,1.4
"1570",7,7,2003,23,10,9,42.35,-8.75,NA,1.6
"1571",8,7,2003,0,33,46,42.24,-7.7,NA,1.9
"1572",8,7,2003,3,52,43,42.23,-7.69,NA,1.4
"1573",9,7,2003,3,17,5,42.26,-8.37,NA,1.4
"1574",9,7,2003,7,24,53,43.8,-9.09,5,1.8
"1575",9,7,2003,7,40,27,43.74,-9.11,6,1.9
"1576",13,7,2003,8,30,34,42.31,-8.29,NA,1.5
"1577",13,7,2003,10,39,18,42.23,-8.34,14,1.7
"1578",13,7,2003,14,43,7,42.63,-8.56,NA,1.4
"1579",13,7,2003,18,3,38,42.26,-8.32,NA,1.5
"1580",14,7,2003,4,4,39,42.25,-8.32,NA,1.4
"1581",14,7,2003,4,50,49,42.78,-8.87,NA,1.7
"1582",14,7,2003,19,38,58,43.17,-7.23,NA,1.1
"1583",19,7,2003,16,10,38,41.59,-8.28,NA,1.4
"1584",20,7,2003,22,3,29,41.63,-6.15,11,2.2
"1585",24,7,2003,5,10,12,42.05,-6.77,11,1.5
"1586",25,7,2003,19,10,33,42.16,-8.03,18,1.9
"1587",26,7,2003,7,48,7,42.23,-8.35,23,1.8
"1588",28,7,2003,20,42,16,42.23,-8.02,7,1.9
"1589",29,7,2003,12,19,4,42.31,-9.75,6,1.9
"1590",29,7,2003,12,23,31,42.25,-9.82,NA,1.8
"1591",30,7,2003,12,25,2,43.52,-8.34,NA,2.1
"1592",30,7,2003,16,12,58,43.7,-7.34,NA,1.5
"1593",31,7,2003,14,3,35,43.25,-9.13,11,2.2
"1594",31,7,2003,23,54,54,41.61,-6.07,NA,1.4
"1595",4,8,2003,14,57,10,42.47,-9.48,3,1.8
"1596",12,8,2003,12,18,36,43.48,-8.74,6,2.3
"1597",12,8,2003,22,54,48,42.12,-8.19,18,1.3
"1598",13,8,2003,19,0,18,41.76,-7.48,15,0.9
"1599",14,8,2003,3,50,19,41.57,-6.03,11,1.5
"1600",14,8,2003,17,54,53,41.73,-8.58,18,1.7
"1601",18,8,2003,11,42,11,41.78,-6.15,NA,1.2
"1602",18,8,2003,16,30,15,41.85,-6.06,NA,1.5
"1603",20,8,2003,10,1,39,41.5,-6.26,NA,0.8
"1604",23,8,2003,20,32,0,42.11,-8.21,20,1.7
"1605",24,8,2003,20,16,22,42.17,-8.02,11,1
"1606",25,8,2003,4,5,2,42.12,-8.19,21,2
"1607",27,8,2003,8,19,4,42.79,-7.2,10,2.1
"1608",28,8,2003,1,46,14,42.8,-7.15,12,2
"1609",1,9,2003,11,48,40,41.57,-6,7,1.3
"1610",1,9,2003,21,45,59,42.24,-9.33,14,1.9
"1611",2,9,2003,19,6,8,41.88,-7.47,NA,1.1
"1612",5,9,2003,2,38,12,41.9,-7.67,NA,1.2
"1613",8,9,2003,1,6,48,42.8,-7.32,NA,1.1
"1614",10,9,2003,14,31,36,42.15,-8.02,20,2.4
"1615",13,9,2003,9,3,19,41.51,-6.03,5,1.2
"1616",13,9,2003,13,48,32,42.2,-8.27,12,1.6
"1617",13,9,2003,19,29,56,42.28,-8.22,NA,1
"1618",15,9,2003,5,8,50,41.36,-8.44,1,1.5
"1619",15,9,2003,23,53,14,42.47,-8.11,NA,1
"1620",19,9,2003,2,56,15,42.4,-6.66,1,1.3
"1621",20,9,2003,2,28,44,41.21,-8.41,11,1.9
"1622",21,9,2003,16,44,46,41.53,-6.01,4,0.9
"1623",22,9,2003,20,21,36,42.55,-7.36,12,1.4
"1624",25,9,2003,7,52,55,43.34,-7.22,22,2.3
"1625",3,10,2003,4,9,13,41.39,-8.51,21,2.1
"1626",3,10,2003,21,20,15,42.17,-7.8,NA,1.5
"1627",4,10,2003,23,4,48,42.57,-7.89,17,1.5
"1628",9,10,2003,20,25,15,42.8,-7.22,NA,1.9
"1629",9,10,2003,20,35,56,42.82,-7.23,NA,1.3
"1630",12,10,2003,19,21,37,42.22,-8.08,21,2.8
"1631",15,10,2003,22,41,16,41.04,-8.42,22,2.2
"1632",17,10,2003,7,43,3,41.58,-6,7,1.6
"1633",20,10,2003,1,17,21,42.29,-6.95,NA,1.1
"1634",20,10,2003,21,27,27,42.43,-7.63,NA,1.9
"1635",20,10,2003,22,57,35,43.33,-7.24,17,1.9
"1636",22,10,2003,0,43,21,42.85,-9.15,NA,2
"1637",23,10,2003,6,37,3,42.24,-7.92,NA,2.4
"1638",26,10,2003,5,29,50,43.05,-6.64,NA,1.2
"1639",2,11,2003,19,42,25,42.16,-8.03,16,1.7
"1640",4,11,2003,1,33,36,42.35,-8.52,NA,1.1
"1641",13,11,2003,2,20,59,42.58,-7.59,NA,1.2
"1642",15,11,2003,17,48,32,41.89,-6.86,NA,1.4
"1643",19,11,2003,0,51,0,41.36,-8.48,NA,1.5
"1644",19,11,2003,10,23,27,42.76,-7.01,11,2.4
"1645",19,11,2003,23,6,54,43.48,-6.97,21,1.9
"1646",21,11,2003,5,44,39,42.37,-8.53,NA,1.4
"1647",22,11,2003,15,42,14,42.1,-7.22,NA,1.8
"1648",23,11,2003,0,50,40,42.11,-7.19,NA,0.9
"1649",23,11,2003,10,34,58,41.31,-7.13,11,2.9
"1650",4,12,2003,3,27,30,42.38,-8.51,NA,1.2
"1651",13,12,2003,21,59,10,42.24,-7.9,NA,1
"1652",14,12,2003,2,19,4,42.3,-6.79,NA,0.5
"1653",14,12,2003,8,5,15,42.39,-7.77,11,1.2
"1654",14,12,2003,14,11,56,42.93,-8.72,1,1.5
"1655",15,12,2003,4,33,36,42.84,-7.41,NA,1.2
"1656",15,12,2003,4,36,44,42.85,-7.35,NA,1.2
"1657",15,12,2003,5,59,46,41.21,-8.44,14,2.5
"1658",16,12,2003,21,39,0,42.63,-9.16,3,1.7
"1659",18,12,2003,0,43,9,42.8,-7.19,NA,1.6
"1660",19,12,2003,1,3,29,42.81,-6.57,NA,1.3
"1661",23,12,2003,13,2,40,42.77,-7.22,NA,1.4
"1662",23,12,2003,13,44,18,41.77,-8.63,9,1.2
"1663",24,12,2003,21,10,36,41.21,-8.42,6,1.9
"1664",25,12,2003,0,8,32,43.55,-9.47,NA,1.6
"1665",25,12,2003,1,48,52,42.81,-7.16,1,1.2
"1666",25,12,2003,6,49,25,42.31,-9.17,35,2.1
"1667",25,12,2003,14,56,3,42,-7.24,11,0.8
"1668",27,12,2003,6,53,8,42.82,-7.2,NA,1
"1669",27,12,2003,6,53,55,42.83,-7.24,NA,1.6
"1670",27,12,2003,6,54,34,42.8,-7.2,6,1.2
"1671",27,12,2003,6,56,13,42.81,-7.22,NA,1.2
"1672",27,12,2003,6,59,22,42.81,-7.22,5,1.4
"1673",27,12,2003,6,59,44,42.8,-7.18,NA,2.1
"1674",27,12,2003,6,59,50,42.81,-7.2,NA,2.3
"1675",27,12,2003,7,0,16,42.8,-7.2,NA,2.3
"1676",27,12,2003,7,0,21,42.83,-7.2,NA,2.3
"1677",27,12,2003,7,0,59,42.8,-7.2,10,3
"1678",27,12,2003,7,2,37,42.79,-7.16,NA,2
"1679",27,12,2003,7,3,40,42.8,-7.14,NA,2
"1680",27,12,2003,7,3,51,42.79,-7.21,NA,1.9
"1681",27,12,2003,7,4,39,42.8,-7.18,NA,2.7
"1682",27,12,2003,7,5,33,42.71,-7.24,NA,1.8
"1683",27,12,2003,7,7,6,42.79,-7.19,1,1.6
"1684",27,12,2003,7,9,34,42.81,-7.19,NA,3
"1685",27,12,2003,7,11,46,42.8,-7.18,5,2.5
"1686",27,12,2003,7,16,2,42.87,-7.16,NA,0.9
"1687",27,12,2003,7,16,39,42.82,-7.23,7,1.2
"1688",27,12,2003,7,22,50,42.82,-7.2,NA,0.8
"1689",27,12,2003,7,23,24,42.81,-7.2,2,1.5
"1690",31,12,2003,15,56,58,42.58,-9.52,20,2.8
"1691",3,1,2004,6,10,35,42.03,-6.96,NA,1.3
"1692",3,1,2004,6,10,52,42.01,-6.97,4,1.9
"1693",5,1,2004,15,13,0,41.81,-7.41,NA,1.8
"1694",6,1,2004,1,25,17,42.82,-7.2,11,2
"1695",6,1,2004,15,0,53,43.04,-8.5,NA,1.9
"1696",6,1,2004,18,26,8,42.81,-7.2,10,1.5
"1697",6,1,2004,18,27,5,42.8,-7.21,10,1.4
"1698",10,1,2004,20,2,38,42.16,-6.8,NA,1.7
"1699",14,1,2004,1,27,30,41.22,-8.49,NA,1.6
"1700",19,1,2004,0,10,15,42.33,-8.45,6,1.6
"1701",19,1,2004,18,50,36,42.09,-8.68,NA,1.3
"1702",20,1,2004,3,16,0,42.17,-7.06,13,2.2
"1703",21,1,2004,5,38,56,42.81,-7.21,NA,1.7
"1704",23,1,2004,10,5,1,41.66,-7.22,21,2
"1705",24,1,2004,4,59,26,43.04,-6.71,NA,0.7
"1706",24,1,2004,23,24,34,42.59,-8.34,NA,1.8
"1707",25,1,2004,19,45,4,42.28,-8.44,NA,1.4
"1708",27,1,2004,2,41,17,42.8,-7.2,11,2.2
"1709",28,1,2004,2,1,42,42.28,-7.92,18,2.2
"1710",28,1,2004,16,0,8,42.17,-8.01,11,1.7
"1711",28,1,2004,18,51,15,42.8,-7.2,11,2.3
"1712",28,1,2004,18,53,5,42.79,-7.16,11,1.1
"1713",28,1,2004,18,53,27,42.8,-7.19,10,1.6
"1714",28,1,2004,18,59,17,42.79,-7.2,11,1.7
"1715",28,1,2004,19,20,34,42.79,-7.2,10,2
"1716",28,1,2004,21,12,39,42.78,-7.2,11,2.5
"1717",28,1,2004,21,41,53,42.8,-7.21,10,2.2
"1718",28,1,2004,22,3,39,42.79,-7.16,11,1.1
"1719",28,1,2004,22,4,30,42.79,-7.19,10,1.3
"1720",2,2,2004,6,55,13,42.59,-9.12,NA,1.4
"1721",5,2,2004,2,30,9,42.26,-7.33,11,2.3
"1722",5,2,2004,3,50,40,42.31,-8.69,NA,1.5
"1723",7,2,2004,17,8,40,41.18,-8.14,NA,1.4
"1724",8,2,2004,3,19,26,42.75,-6.74,NA,1.2
"1725",9,2,2004,5,41,33,43.2,-6.72,NA,1.9
"1726",9,2,2004,18,4,18,41.72,-7.94,NA,1.4
"1727",10,2,2004,7,20,35,42.82,-7.22,10,1.9
"1728",10,2,2004,21,40,44,41.99,-7.59,NA,0.9
"1729",11,2,2004,1,22,2,41.23,-6.93,NA,1.3
"1730",15,2,2004,5,35,7,43.17,-6.53,NA,1.1
"1731",18,2,2004,21,11,2,43.32,-8.82,NA,2
"1732",20,2,2004,0,9,5,42.29,-8.37,7,1.9
"1733",20,2,2004,0,49,34,42.3,-8.37,NA,1.3
"1734",20,2,2004,2,56,39,42.8,-7.19,NA,1.4
"1735",20,2,2004,3,20,3,42.22,-7.27,NA,1.1
"1736",20,2,2004,3,39,30,42.28,-8.38,15,2.5
"1737",20,2,2004,10,7,41,42.29,-8.35,12,2.4
"1738",21,2,2004,0,26,41,42.18,-8.03,8,1.4
"1739",22,2,2004,4,59,8,42.31,-8.36,NA,1.6
"1740",22,2,2004,4,59,25,42.29,-8.37,5,1.9
"1741",28,2,2004,8,23,53,41.29,-6.96,NA,1.1
"1742",28,2,2004,8,24,47,41.28,-6.96,NA,1.6
"1743",2,3,2004,0,45,31,42.17,-8.02,16,1.7
"1744",4,3,2004,0,15,9,42.29,-8.37,NA,2.2
"1745",4,3,2004,6,2,23,43.27,-9.68,NA,1.9
"1746",6,3,2004,18,9,37,42.82,-7.18,NA,1.6
"1747",7,3,2004,8,0,58,43.54,-6.22,NA,1.9
"1748",8,3,2004,0,38,25,42.79,-7.2,11,1.3
"1749",10,3,2004,23,32,26,42.34,-7.18,NA,1.1
"1750",14,3,2004,7,47,34,42.8,-7.19,NA,2
"1751",14,3,2004,18,25,5,42.81,-7.17,NA,1.4
"1752",16,3,2004,7,56,49,42.54,-8.37,NA,1.2
"1753",18,3,2004,1,16,54,42.41,-6.71,NA,0.8
"1754",20,3,2004,12,34,33,42.76,-8.93,18,2
"1755",21,3,2004,21,41,39,42.16,-7.76,NA,0.8
"1756",21,3,2004,22,7,13,42.4,-8.09,6,2
"1757",22,3,2004,20,54,16,42.24,-7.83,NA,1.7
"1758",23,3,2004,4,3,29,42.63,-8.21,NA,2
"1759",23,3,2004,22,17,27,42.59,-7.87,NA,0.8
"1760",27,3,2004,5,20,47,41.67,-6.02,NA,1.3
"1761",27,3,2004,21,29,17,42.21,-7.4,NA,1.3
"1762",28,3,2004,15,37,31,43.31,-7.09,20,2.3
"1763",2,4,2004,16,19,11,42.87,-9.05,14,3
"1764",3,4,2004,22,23,23,42.8,-7.23,10,1.4
"1765",4,4,2004,3,41,19,42.81,-7.22,11,2
"1766",4,4,2004,4,3,18,42.49,-9.74,11,1.5
"1767",4,4,2004,4,9,14,42.8,-7.21,11,0.9
