"","ID","XCOO","YCOO","Ag","Al","As","B","Ba","Bi","Ca","Cd","Co","Cr","Cu","Fe","Hg","K","Mg","Mn","Mo","Na","Ni","P","Pb","Rb","S","Sb","Si","Sr","Th","Tl","U","V","Zn"
"341",443,541130,7763100,0.019,119,0.099,3.47,30,0.007,2960,0.039,0.19,0.33,5.21,99.6,0.041,3970,1330,644,0.048,57.3,3.13,1340,1.44,7.85,853,0.019,181,11.5,0.01,0.01,0.006,0.58,36.4
"342",444,850684.2,7538382,0.035,176,0.11,2.79,17.6,0.012,2480,0.062,0.29,0.38,6.23,121,0.032,4890,912,585,0.045,166,4.75,1030,2.04,18.5,853,0.027,141,49.3,0.026,0.013,0.01,1.47,36.5
"343",445,798791.1,7465742,0.065,339,0.184,2.73,27,0.035,2910,0.128,0.83,0.6,17.7,295,0.072,5390,943,549,0.103,97,17.4,1160,4,17.9,916,0.059,235,17.1,0.047,0.045,0.017,3.25,33
"344",447,726451.3,7742858,0.05,206,0.145,2.78,20.6,0.019,2220,0.106,0.58,0.85,13,253,0.04,5310,1070,343,0.056,371,14.4,1300,3.9,7.92,847,0.118,178,7.65,0.044,0.024,0.01,2.19,27.2
"345",448,611379,7805800,0.034,1510,0.375,3.58,17.9,0.023,1930,0.057,0.75,2.1,7.95,1430,0.071,4310,1260,495,0.065,71.9,6.47,1360,3.5,4.8,894,0.029,588,9.99,0.334,0.026,0.072,3.32,35.9
"346",452,560450,7756750,0.02,157,0.166,2.77,27.4,0.007,3210,0.078,0.43,0.31,5.95,218,0.037,3390,1020,271,0.072,72.2,4.36,911,1.96,7.65,823,0.025,273,16.8,0.017,0.012,0.01,0.97,24.9
"347",453,675508.3,7590987,0.058,164,0.127,1.58,15.5,0.018,1960,0.143,0.39,0.41,7.05,159,0.026,4700,994,410,0.045,87.1,5.81,1100,2.6,18.1,806,0.032,185,7.1,0.014,0.012,0.002,1.44,26.6
"348",454,540620,7858000,0.028,119,0.107,2.43,15.6,0.011,3200,0.049,0.2,0.48,5.45,138,0.038,3890,1440,225,0.077,174,2.58,1160,2.63,4.49,833,0.032,173,18.6,0.022,0.016,0.015,1.07,13.7
"349",455,401650,7693100,0.017,109,0.063,1.4,21.1,0.008,2850,0.045,0.14,0.1,2.63,54.5,0.026,3910,924,481,0.022,44.8,1.48,1030,1.83,13.3,709,0.026,116,5.01,0.013,0.005,0.002,0.51,25.7
"350",456,700690.1,7612044,0.067,150,0.113,2,24.4,0.021,2740,0.122,0.73,0.46,15.9,181,0.03,5710,1200,309,0.077,70.2,16.6,1230,2.54,14,919,0.041,209,8.18,0.018,0.029,0.006,1.82,24.9
"351",457,421257.2,7404360,0.038,226,0.195,1.61,24.6,0.026,3100,0.122,0.21,1.67,5.48,195,0.05,3910,780,569,0.2,36.2,1.92,1180,6.68,16.8,925,0.06,196,7.8,0.027,0.113,0.011,2.41,35.3
"352",458,527338.8,7419504,0.022,169,0.138,2.27,20.4,0.024,2560,0.071,0.2,0.73,5.13,172,0.041,4270,1010,695,0.091,35.5,1.88,1190,3.57,14,870,0.05,211,4.33,0.034,0.031,0.012,1.43,57.3
"353",459,695675.7,7595470,0.033,132,0.088,2.38,20.2,0.016,2110,0.09,0.52,0.36,7.75,117,0.031,4330,1050,376,0.049,135,8.38,927,1.49,13,771,0.05,155,11.1,0.017,0.016,0.008,1.04,27.4
"354",460,829415.8,7486012,0.095,587,0.337,3.27,7.95,0.032,2530,0.128,1.07,0.91,25.4,454,0.082,4550,914,360,0.165,112,20.8,1340,5.61,10.5,1050,0.077,315,17,0.054,0.124,0.03,3.92,29
"355",461,742425,7639655,0.06,270,0.352,3.09,18.2,0.047,2400,0.145,0.89,1.12,18.6,363,0.052,5410,1050,441,0.145,98.3,18,1710,3.94,18.1,1010,0.08,204,16.9,0.033,0.043,0.019,6.15,43.2
"356",462,552178.7,7653707,0.029,143,0.206,1.24,16.2,0.024,1940,0.094,0.37,0.5,7.31,136,0.034,3870,799,580,0.078,37.2,6.79,1190,2.7,17.4,770,0.038,134,5.96,0.022,0.127,0.005,1.09,27.1
"357",463,486405.6,7448192,0.034,298,0.211,2.25,20.8,0.023,2790,0.11,0.29,1.49,5.89,307,0.06,3460,748,942,0.129,35.9,2.42,1200,4.83,15.4,878,0.06,234,6.76,0.054,0.057,0.018,2.23,40.3
"358",466,834260,7529338,0.039,288,0.189,3.09,21.5,0.025,2450,0.075,0.43,0.49,9.5,215,0.048,4630,868,741,0.113,66.7,7.77,1420,3.25,22.2,940,0.053,245,27.4,0.039,0.028,0.023,2.85,33.8
"359",468,599609.3,7526860,0.023,238,0.19,1.76,16.4,0.017,2390,0.071,0.38,0.82,6.2,271,0.056,4000,783,952,0.072,41.4,3.95,1270,2.52,17.9,924,0.031,259,6.68,0.1,0.058,0.032,1.54,25.7
"360",469,385000,7647000,0.025,168,0.118,1.52,27.9,0.014,2940,0.1,0.28,0.55,4.87,201,0.067,4550,1160,502,0.053,26.5,2.75,1400,3.83,11.6,947,0.038,208,11.4,0.032,0.015,0.014,1.19,64.6
"361",470,530949,7832556,0.038,247,0.161,2.16,20.5,0.027,3000,0.058,0.48,0.52,6.86,258,0.068,4040,1550,83.2,0.059,121,5.92,865,7.86,3.19,823,0.059,250,20.7,0.032,0.013,0.02,2.17,21.6
"362",471,628462.6,7590110,0.024,98.4,0.135,2.3,26.8,0.013,2580,0.083,0.3,0.35,5.94,112,0.075,4420,946,399,0.058,176,4.38,1380,1.85,10.1,849,0.057,135,10.4,0.019,0.012,0.002,1.22,36.8
"363",472,626200,7397600,0.028,81.6,0.089,3.28,30.6,0.016,2810,0.086,0.27,0.26,5.75,82.8,0.052,5450,1500,664,0.069,20.7,2.48,1810,1.87,12.5,875,0.025,134,4.29,0.012,0.012,0.005,0.84,48.3
"364",474,759920.8,7610899,0.11,285,0.394,1.75,12.3,0.069,2000,0.258,1.88,1.05,36.1,656,0.071,3800,825,448,0.264,98.9,38.8,889,3.55,9.3,814,0.064,254,13.4,0.051,0.02,0.025,3.26,20.9
"365",475,767144.3,7626489,0.108,201,0.221,2.12,16.6,0.041,2580,0.167,1.39,0.6,29.7,395,0.04,4970,1060,383,0.12,127,29.2,1100,3.41,11.5,820,0.053,210,10.4,0.029,0.021,0.015,3.61,27.7
"366",476,853360.4,7438232,0.036,218,0.18,2.96,20.4,0.022,2750,0.079,0.39,0.41,8.54,211,0.061,4400,997,566,0.101,77.2,6.8,1310,3.45,14.9,921,0.046,208,8.12,0.025,0.071,0.013,2.15,27.9
"367",478,504166,7759766,0.012,71.5,0.093,1.39,13.3,0.005,1990,0.067,0.2,0.27,3.82,84.9,0.067,3170,984,393,0.196,53,1.85,673,1.36,5.06,731,0.019,500,7.31,0.009,0.013,0.002,0.54,24.9
"368",481,433200,7775000,0.011,166,0.083,3.17,20.4,0.006,2810,0.041,0.35,0.49,3.7,177,0.062,3810,1320,385,0.039,99.6,1.64,988,1.6,4.88,742,0.021,204,9.44,0.023,0.011,0.008,0.79,18.5
"369",482,686160.6,7516745,0.039,173,0.206,1.63,19,0.033,2410,0.079,0.56,0.5,12.2,241,0.073,4030,861,534,0.106,46.1,10.2,1150,2.43,14.6,816,0.043,186,8.41,0.022,0.024,0.015,1.97,34.6
"370",483,525639.5,7437697,0.027,234,0.128,0.71,10.9,0.02,2040,0.06,0.26,1.02,4.35,272,0.075,3700,772,571,0.075,40.2,1.65,953,2.66,21,718,0.037,290,2.96,0.035,0.035,0.009,1.51,47.3
"371",484,554727.6,7548650,0.022,86.6,0.08,0.82,14.4,0.01,1880,0.032,0.12,0.3,3.84,73.1,0.036,2260,518,490,0.042,16.6,1.82,542,1.99,9.36,543,0.024,108,2.47,0.01,0.019,0.002,0.72,35.5
"372",485,451140,7702690,0.017,140,0.092,0.89,18.6,0.011,2490,0.046,0.24,0.47,4.03,127,0.084,3690,1120,523,0.045,33.7,2.15,1260,1.52,10.8,714,0.019,154,4.24,0.016,0.012,0.006,0.69,25.4
"373",487,783213,7459406,0.067,392,0.295,2.41,24.9,0.026,3300,0.101,0.73,0.63,19.7,366,0.068,4370,1120,494,0.138,33.3,15.9,1670,3.11,12.9,1130,0.063,283,12.6,0.03,0.059,0.019,3.02,43.1
"374",488,832165.4,7462840,0.06,521,0.306,2.16,17.9,0.032,2760,0.122,0.8,1.17,16.2,472,0.052,4620,1260,398,0.137,72.3,13.4,1580,3.87,12.8,993,0.055,367,15.1,0.049,0.06,0.021,3.04,37.5
"375",489,738790.6,7705361,0.028,134,0.199,2.45,11.8,0.019,2720,0.083,0.55,0.68,11.4,202,0.045,3960,1360,194,0.086,283,12,1420,2.44,5.65,888,0.038,142,16,0.014,0.01,0.008,3.25,21
"376",490,574619.5,7706635,0.023,104,0.2,1.37,14.4,0.012,2620,0.058,0.49,0.49,10.2,189,0.093,3920,1040,695,0.056,65.6,11.9,1210,2.31,15.2,879,0.028,140,4.36,0.022,0.029,0.059,0.87,61.1
"377",491,451200,7875100,0.021,644,0.124,2.36,14.8,0.012,2280,0.041,0.53,1.38,4.02,757,0.092,3370,1970,88.6,0.084,329,2.76,1010,1.79,6.32,661,0.022,409,18.9,0.108,0.026,0.039,2.02,13.3
"378",492,510465.7,7679296,0.02,200,0.127,1.97,17.1,0.016,2540,0.053,0.18,0.1,5.1,83.5,0.052,3900,1200,602,0.016,37.9,3.1,1330,1.88,11.9,798,0.021,156,4.43,0.009,0.005,0.002,0.71,29.7
"379",493,837232.5,7657498,0.051,281,0.164,2.08,18.5,0.023,2770,0.081,0.66,0.34,13.2,342,0.068,4690,1400,215,0.044,139,13.9,1230,4.09,4.49,930,0.039,274,16.3,0.061,0.008,0.016,2.19,32.2
"380",496,783627.6,7695288,0.092,340,0.233,2.03,24.5,0.03,2650,0.156,0.87,0.69,23.2,386,0.064,6330,1300,206,0.096,248,20.1,1580,4.43,9.9,951,0.089,268,51.1,0.036,0.012,0.019,5.62,31.3
"381",497,582756,7817622,0.027,2680,0.441,5.06,175,0.023,3490,0.088,1.48,2.71,6.55,2070,0.043,4580,2280,170,0.06,95.4,7.71,1370,3.34,6.69,967,0.024,710,29.3,0.319,0.027,0.231,3.83,22
"382",498,422319,7742095,0.013,278,0.124,1.82,61.6,0.005,2690,0.056,3.22,0.1,4.51,265,0.044,3100,1050,270,0.032,81.5,4.07,742,2.12,4.85,681,0.029,150,16.6,0.013,0.014,0.008,1.08,26.7
"383",499,690785.4,7713005,0.072,179,0.395,2.56,14,0.021,2590,0.086,1.49,2.57,28.3,617,0.047,3920,1440,138,0.097,162,46,1240,3.08,7.16,901,0.052,235,10.2,0.026,0.017,0.011,1.83,33.1
"384",500,630500,7733700,0.04,171,0.747,2.32,12.7,0.029,2400,0.104,2.29,2.09,44.4,867,0.047,3830,1260,275,0.074,77.6,64.7,1260,3.39,8.15,954,0.049,238,7.91,0.022,0.03,0.011,1.85,25
"385",501,741204.4,7613091,0.158,245,0.358,2.96,21.3,0.068,2450,0.221,2.77,1.02,67.2,337,0.048,5530,886,552,0.229,333,63.4,1250,4.02,13.1,1050,0.092,236,8.73,0.027,0.017,0.013,3.47,21.1
"386",504,507900,7811150,0.014,84.9,0.103,1.88,9.65,0.009,2630,0.073,0.25,0.31,3.68,80.4,0.063,3670,1030,499,0.045,40.7,1.95,1160,1.52,7.42,794,0.018,70.2,4.37,0.009,0.015,0.002,0.6,31
"387",505,633670.8,7520183,0.046,166,0.155,3.07,14.5,0.028,2670,0.103,0.36,0.63,7.57,167,0.043,3820,1200,563,0.078,69.1,4.21,1310,2.28,15.5,848,0.039,139,6.92,0.019,0.014,0.009,1.6,28
"388",506,494802.1,7536655,0.018,206,0.125,1.07,12.3,0.012,2240,0.076,0.22,0.67,4.29,168,0.053,3730,1260,330,0.075,16.3,1.98,1180,2.9,13.2,778,0.034,158,4.67,0.021,0.02,0.007,1.2,25.5
"389",507,542832.5,7628437,0.021,133,0.166,1.14,12.1,0.019,2070,0.085,0.29,0.5,6.42,139,0.056,3690,1040,702,0.054,51.3,4.22,1290,2.41,8.65,833,0.023,107,6.25,0.02,0.025,0.004,0.98,30.5
"390",508,733850.3,7469706,0.137,2990,0.694,4.27,26.2,0.203,2400,0.254,2.24,2.23,36.2,3150,0.081,4930,868,696,0.366,92.5,39.8,1500,14.8,25.5,1010,0.209,270,18.5,0.047,0.115,0.031,31.5,30.8
"391",511,762599.4,7514323,0.181,1950,0.589,3.91,28.1,0.038,2900,0.207,3.33,1.76,59.5,1480,0.065,5250,1060,349,0.344,119,59,1720,3.81,21.1,959,0.069,465,61.5,0.185,0.023,0.069,8.04,29.8
"392",512,563600,7840700,0.029,112,0.093,1.38,23.4,0.012,2110,0.048,0.18,0.43,3.8,130,0.05,4640,1490,156,0.056,197,2.35,867,3.57,3.52,681,0.028,108,18.1,0.018,0.007,0.014,0.91,19.5
"393",513,462215.5,7449342,0.027,166,0.151,1.18,25.7,0.024,2610,0.09,0.18,1.1,5.18,139,0.045,3800,900,860,0.126,18.6,1.83,1320,3.96,22.6,858,0.048,205,6.02,0.021,0.322,0.01,1.55,35.4
"394",514,412412,7804689,0.031,300,0.173,0.98,16.3,0.018,2570,0.043,0.3,0.63,5.74,331,0.074,3280,1550,47.7,0.091,122,2.49,1040,3.9,5.68,867,0.038,285,20.5,0.067,0.026,0.174,1.44,21.6
"395",515,739220.5,7480682,0.13,913,0.404,3.92,13.3,0.091,2430,0.222,2.22,1.61,40.8,1090,0.061,6350,1020,487,0.252,103,40.3,1440,6.33,27.1,1120,0.095,242,14,0.035,0.071,0.021,16.2,33.2
"396",516,418170,7694100,0.018,97,0.107,1.03,8.64,0.011,2220,0.052,0.17,0.34,3.88,62.1,0.033,3460,1260,367,0.042,51.8,1.77,1260,1.35,12.4,668,0.017,50.7,3.44,0.006,0.008,0.002,0.52,29
"397",517,631400,7808600,0.043,571,0.304,2.57,23.7,0.027,2420,0.078,0.79,1.03,8.57,672,0.102,5140,1800,356,0.08,152,8.78,1210,4.86,3.54,792,0.045,439,9.18,0.065,0.019,0.029,2.46,36.5
"398",518,566086,7745086,0.031,117,0.179,1.24,20.6,0.014,3270,0.09,0.39,0.52,7.57,161,0.057,4610,1310,352,0.074,59.2,7.3,1250,2.74,12.5,849,0.034,143,8.26,0.014,0.012,0.025,0.99,35.9
"399",519,712086.4,7704946,0.032,327,0.199,6.14,18.2,0.015,2940,0.097,1.06,1.89,14,448,0.036,5440,1580,130,0.08,245,21.3,1360,1.88,10.9,1020,0.137,249,17.2,0.076,0.012,0.02,2.66,44.1
"400",520,475110.2,7618971,0.023,155,0.19,1.93,20.7,0.014,2950,0.055,0.23,0.52,4.88,146,0.053,3370,866,716,0.071,35,2.23,970,2.41,4.99,825,0.035,124,9.38,0.024,0.032,0.006,1.08,31.2
"401",522,415550,7874700,0.021,471,0.15,9.51,24.1,0.016,3520,0.053,0.41,0.96,4.24,705,0.09,3000,1940,108,0.141,435,2.35,780,3.56,2.97,801,0.039,380,22.8,0.168,0.052,0.104,2.37,19.2
"402",523,418692,7762975,0.013,332,0.111,3.7,27.9,0.009,3340,0.039,0.79,0.54,3.81,405,0.057,3690,1090,717,0.053,87.6,2,946,1.71,5.87,778,0.033,262,5.33,0.048,0.016,0.012,0.98,17.5
"403",526,600600,7612000,0.036,186,0.151,4.01,20.8,0.014,2650,0.084,0.35,0.51,6.71,207,0.054,5780,1110,469,0.043,60.5,5.77,1780,1.63,15.5,985,0.039,192,8.64,0.028,0.036,0.005,1.04,36.4
"404",527,651285.1,7390165,0.039,200,0.23,11.7,20.1,0.028,3220,0.084,0.35,0.47,7.25,181,0.07,4070,1050,866,0.122,30.6,3.93,1380,3.38,12.5,983,0.083,183,6.98,0.037,0.055,0.014,1.93,34.1
"405",528,658575.6,7719584,0.098,309,1,3.93,13.1,0.022,3170,0.176,8.89,8.59,134,2520,0.057,7300,2120,236,0.103,301,276,1630,2.04,10.5,1790,0.05,344,8.92,0.032,0.015,0.017,3.5,33.1
"406",529,448271.2,7480429,0.021,153,0.122,1.11,12.4,0.015,1970,0.068,0.19,1.24,4.52,192,0.068,3620,747,838,0.085,21.9,1.84,1110,3.61,17.6,740,0.053,150,4.53,0.024,0.056,0.011,1.54,23.3
"407",530,764267.6,7595234,0.133,358,0.579,4.55,19.9,0.054,2760,0.517,2.2,1.15,44.3,958,0.061,5200,1280,525,0.292,116,42.6,1470,4.12,8.05,946,0.085,267,15.9,0.048,0.021,0.031,4.52,42.5
"408",531,465214.2,7430200,0.025,282,0.132,1.18,30.7,0.013,2480,0.082,0.23,1.08,4.72,198,0.058,3890,798,547,0.122,19.1,1.68,1270,4.36,20.6,862,0.054,159,8.35,0.027,0.078,0.016,1.65,27.1
"409",532,642530.1,7687554,0.037,152,0.698,5.5,18.8,0.024,3260,0.134,2.65,1.67,51.3,598,0.034,6620,1200,659,0.043,221,92.2,1990,2.27,18.3,1360,0.097,231,9.12,0.012,0.013,0.002,1.31,37.5
"410",534,699810.2,7648750,0.036,164,0.23,7.84,16.3,0.016,2630,0.087,0.63,0.51,13.1,195,0.039,5010,1260,445,0.083,101,15,1600,1.49,8.91,993,0.029,155,9,0.031,0.012,0.007,1.43,48.8
"411",535,641315,7499424,0.049,683,0.249,5.14,29.7,0.039,4730,0.118,1.26,1.72,11.7,1390,0.046,4270,1920,285,0.132,73.4,13,1670,2.7,16.2,939,0.043,482,43.7,0.197,0.045,0.077,20,20.1
"412",536,753556.8,7514249,0.23,594,0.7,6.78,54.3,0.065,4400,0.196,4.02,1.25,59.5,652,0.034,4560,942,230,0.449,85.6,79.7,1320,5.42,9.89,985,0.11,283,29.9,0.054,0.03,0.031,4.9,18.5
"413",537,690132.8,7653129,0.041,122,0.26,6.22,21,0.024,2760,0.115,0.68,0.45,13.9,166,0.037,4540,1140,528,0.087,71,17.5,1430,1.62,11.3,909,0.026,157,10.9,0.013,0.01,0.005,1.49,38.3
"414",541,712659.5,7595521,0.085,200,0.2,4.02,14,0.032,2320,0.156,1.39,0.67,30.6,236,0.044,3750,848,438,0.097,76.6,30.4,939,3.7,10.9,822,0.058,159,5.84,0.024,0.018,0.01,2.06,21.2
"415",542,463449,7827765,0.017,165,0.094,1.87,18.7,0.005,2680,0.031,0.14,0.1,3.19,164,0.052,2560,1320,116,0.053,223,1.19,760,3.84,3.11,727,0.028,140,23.9,0.033,0.018,0.109,0.72,19.1
"416",543,476359.7,7525810,0.024,238,0.143,0.86,16.9,0.021,2230,0.068,0.28,1.33,5.15,298,0.065,3210,877,736,0.095,15.9,2.12,1060,4.09,18,713,0.044,226,4.32,0.03,0.034,0.015,2.03,26.2
"417",544,625574.6,7677046,0.045,541,0.77,3.25,18.9,0.036,1980,0.154,2.35,1.7,38.8,679,0.043,5060,986,276,0.065,108,59.6,1530,3.3,10.2,1140,0.041,275,13.4,0.038,0.023,0.011,1.89,28.4
"418",545,585115.2,7494573,0.026,180,0.159,1.1,13.8,0.015,2310,0.067,0.21,0.61,4.73,186,0.05,3590,778,571,0.069,32.9,2.5,1090,3.19,11.9,800,0.037,196,6.85,0.028,0.042,0.009,1.29,45.9
"419",547,506997.2,7640312,0.032,159,0.226,1.55,17.4,0.018,2300,0.073,0.26,0.37,6.77,149,0.05,3430,880,807,0.072,60,4.29,1140,2.63,11.2,843,0.031,108,4.55,0.026,0.062,0.007,1.18,26.1
"420",548,402839.7,7584885,0.012,78.7,0.064,0.96,13.6,0.005,2800,0.077,0.16,0.24,2.87,75.3,0.033,4420,1330,500,0.04,42,1.14,1270,1.99,12.9,778,0.023,67.6,4.18,0.008,0.006,0.004,0.69,37.9
"421",549,640674,7603964,0.029,95.3,0.174,5.33,14,0.012,2510,0.072,0.3,0.25,6.49,107,0.043,5160,1320,495,0.051,57.6,4.8,1560,1.51,9.94,986,0.024,104,7.27,0.011,0.008,0.005,0.98,62.5
"422",550,709967,7423565,0.051,228,0.185,4.36,25.5,0.03,2970,0.089,0.43,0.42,10.5,279,0.054,3960,936,435,0.116,56.2,8.02,1510,3.13,13,997,0.058,174,9.15,0.028,0.118,0.012,2.11,36.5
"423",551,450370.3,7639263,0.026,167,0.136,0.81,13.4,0.013,2600,0.083,0.17,0.34,3.9,143,0.038,3700,810,378,0.049,52.4,2.28,969,2.54,19.6,750,0.026,114,4.52,0.015,0.033,0.006,0.94,41.3
"424",552,373701.7,7418305,0.069,150,0.117,1.12,11.8,0.024,2400,0.09,0.16,0.75,4.16,152,0.046,4150,845,657,0.152,33.7,1.2,1150,5.11,18.9,848,0.041,142,3.93,0.038,0.12,0.011,1.95,29
"425",553,574194.6,7383219,0.035,156,0.17,1.33,20.2,0.021,2500,0.062,0.2,0.41,4.25,154,0.054,4080,772,916,0.086,44.5,1.83,1180,3.62,18.6,832,0.047,261,5.86,0.027,0.045,0.01,1.28,38.5
"426",556,590930,7841400,0.029,349,0.167,1.29,33.7,0.014,2360,0.06,0.37,0.49,4.63,307,0.064,4420,1700,72.7,0.077,178,3.35,1000,4.31,3.38,799,0.03,344,17.7,0.045,0.014,0.037,1.56,21.5
"427",557,625409.4,7721645,0.097,352,1.44,5.54,21.8,0.047,2930,0.264,5.72,5.13,112,2160,0.062,7180,1490,269,0.135,312,165,1400,6.14,19.3,1320,0.087,292,7.13,0.03,0.087,0.018,3.22,31.4
"428",559,401650,7854002,0.023,148,0.14,3.53,11.6,0.012,2200,0.031,0.13,0.33,4.16,155,0.132,2670,1560,79.1,0.1,361,1.72,888,2.47,2.34,764,0.03,132,18,0.021,0.02,0.023,0.97,12.4
"429",560,441350,7888750,0.023,270,0.157,7.61,16,0.014,3680,0.039,0.17,0.53,5.43,253,0.111,3240,2380,39.7,0.166,453,1.61,1050,3.81,2.62,936,0.144,202,33.3,0.05,0.019,0.073,1.36,13
"430",561,492653,7613424,0.021,94.7,0.126,1.31,23.7,0.011,2800,0.07,0.19,0.32,4.59,77.8,0.052,4040,997,352,0.056,24,2.26,1030,2.24,12.4,725,0.029,65.3,7.26,0.012,0.03,0.005,0.73,30.2
"431",562,501700,7821700,0.11,118,0.149,2.31,11.4,0.009,2270,0.034,0.21,0.33,3.81,115,0.077,3060,1450,237,0.054,148,1.71,1120,1.6,4.13,702,0.023,101,11.6,0.018,0.012,0.011,0.67,20.1
"432",563,443900,7677750,0.02,555,0.106,1.03,17.2,0.013,2350,0.082,0.25,0.36,3.8,104,0.07,4140,1200,305,0.056,26,2.2,1170,2.44,11.9,802,0.031,106,6.05,0.014,0.01,0.006,0.8,48
"433",564,630800,7428400,0.079,448,0.249,1.88,29.3,0.046,2740,0.141,0.49,1.02,9.41,383,0.05,3880,873,669,0.134,74,7.36,1340,6.66,15.8,860,0.066,302,9.12,0.064,0.032,0.016,3.13,41.6
"434",566,729722,7621519,0.093,229,0.383,4.33,15.8,0.038,2620,0.18,1.27,0.72,28.5,254,0.075,4640,1180,311,0.185,92.6,30,1580,2.67,15.7,1010,0.064,164,8.11,0.023,0.021,0.011,3.64,31.9
"435",567,721992.1,7540033,0.051,289,0.199,2.69,20,0.093,2230,0.154,0.6,0.5,11.2,184,0.03,4000,812,320,0.123,384,10.9,1110,2.42,10.2,790,0.046,139,12.9,0.014,0.013,0.007,1.37,34
"436",568,426630,7470683,0.03,204,0.147,1.63,25.2,0.019,2910,0.07,0.17,0.76,4.64,186,0.084,3910,1020,1170,0.083,21.6,1.47,1480,3.95,19.6,929,0.042,258,5.48,0.032,0.07,0.012,1.36,27.6
"437",571,470552,7511776,0.026,206,0.144,0.56,21.4,0.017,1970,0.08,0.23,1.32,4.64,191,0.08,3110,835,495,0.117,24.1,1.79,1030,3.75,12.2,733,0.043,146,8.16,0.023,0.03,0.01,1.5,27.7
"438",572,771074.6,7438320,0.074,385,0.254,3.53,26.1,0.036,3120,0.097,0.79,0.96,12.7,586,0.076,4390,1120,506,0.135,147,9.58,1420,4.31,15.8,1020,0.054,253,10.7,0.041,0.047,0.022,3.2,37.7
"439",573,570700,7584600,0.062,141,0.224,2.44,17.8,0.028,2710,0.117,0.28,0.7,7.26,145,0.05,3310,735,202,0.075,58.5,5.26,607,3.26,5.82,739,0.039,123,10.5,0.021,0.02,0.007,1.25,25.4
"440",574,452800,7883400,0.023,195,0.128,2.07,14.1,0.014,2460,0.045,0.2,0.44,4.11,200,0.092,3030,1530,83.3,0.159,291,1.76,726,4.18,3.54,760,0.036,284,17.5,0.035,0.025,0.103,1.74,16.4
"441",575,391700,7681530,0.019,254,0.078,0.25,27.2,0.011,2320,0.067,0.22,0.26,3.38,201,0.043,5130,1000,272,0.036,28.8,1.74,1270,3.16,16.8,770,0.025,106,6.69,0.013,0.013,0.006,1.08,27.6
"442",576,525539.6,7554948,0.029,272,0.132,1.13,44.3,0.017,4040,0.098,0.26,0.5,5.36,175,0.098,3350,1810,260,0.083,74.8,2.53,745,3.79,10.1,818,0.04,229,43.8,0.03,0.044,0.011,1.47,40.9
"443",577,623500,7745100,0.039,427,0.465,2.18,13.2,0.024,2750,0.141,1.57,2.19,26,1490,0.057,3770,1400,141,0.127,246,39,931,3.17,5.47,856,0.037,354,13.3,0.109,0.049,0.451,2.46,27.5
"444",578,603334,7781963,0.049,428,0.255,3.03,68.2,0.035,4180,0.127,0.72,0.84,12.9,401,0.097,4970,1910,368,0.066,113,13.4,1290,5.85,6.91,961,0.064,316,20.3,0.039,0.018,0.028,2.1,24.9
"445",579,785074.8,7647756,0.091,236,0.234,2.15,21.6,0.078,2590,0.2,1.22,0.8,25.2,384,0.07,5120,1190,302,0.107,153,25.6,1340,4.47,7.01,947,0.062,207,11.1,0.03,0.013,0.018,4.35,37
"446",581,558726,7401312,0.017,160,0.138,1.88,11.8,0.027,2640,0.075,0.24,0.48,4.49,140,0.045,3980,1180,458,0.075,20.6,1.77,997,2.37,17.6,778,0.027,126,5.4,0.023,0.042,0.01,1.17,33.5
"447",582,579700,7782700,0.028,129,0.091,1.02,16.2,0.011,2170,0.06,0.4,0.45,6.82,168,0.033,5890,1290,753,0.036,68.8,7.16,1510,1.9,7.2,878,0.023,118,4.77,0.021,0.011,0.006,0.93,25
"448",583,664255.1,7710897,0.057,231,0.575,3.05,14.1,0.018,2900,0.112,5.54,4.4,81,1480,0.065,6070,1770,213,0.078,277,159,1210,2.51,9.82,1370,0.14,331,8.88,0.025,0.034,0.013,2.18,17.7
"449",586,672812.4,7488614,0.07,368,0.125,2.18,24.5,0.034,3020,0.108,0.63,1.05,9.37,424,0.032,5840,1010,524,0.079,124,7.65,1340,2.01,30,898,0.033,283,18,0.039,0.023,0.013,2.26,29.4
"450",588,596460.6,7538655,0.024,127,0.147,1.45,17.6,0.017,2610,0.056,0.25,0.37,5.31,117,0.074,3850,791,505,0.064,30.9,3.34,1190,2.29,13.8,844,0.027,188,11.9,0.015,0.024,0.012,1.07,32.6
"451",592,836289.3,7506397,0.032,264,0.218,2.58,20.2,0.023,2360,0.097,0.48,0.51,9.39,255,0.115,3520,815,824,0.109,107,7.29,1420,3.09,11.7,962,0.041,213,24.7,0.035,0.031,0.018,2.22,34.4
"452",593,535635.4,7527409,0.019,130,0.095,1.72,22.8,0.011,3080,0.073,0.2,0.55,4.34,115,0.099,3640,980,581,0.061,33.3,1.74,1070,2.17,11.8,863,0.029,267,6.72,0.015,0.035,0.009,0.84,49
"453",594,501849.3,7504419,0.021,196,0.131,1.91,19.3,0.017,2890,0.092,0.35,1.22,4.41,249,0.081,3340,1150,542,0.08,39.4,2.04,1110,2.69,11.9,826,0.032,265,6.06,0.028,0.041,0.011,1.32,58.9
"454",595,686609.3,7579206,0.059,186,0.203,2.34,14,0.024,2400,0.124,0.42,0.51,8.1,171,0.049,3670,833,624,0.081,53.5,6.73,923,2.72,5.75,804,0.03,195,8.15,0.02,0.019,0.007,1.77,23
