"","ID","CNo","XCOO","YCOO","SiO2_B","TiO2_B","Al2O3_B","Fe2O3_B","MnO_B","MgO_B","CaO_B","Na2O_B","K2O_B","P2O5_B","SO3_B","Cl_B","F_B","LOI_B","As_B","Ba_B","Bi_B","Ce_B","Co_B","Cr_B","Cs_B","Cu_B","Ga_B","Hf_B","La_B","Mo_B","Nb_B","Ni_B","Pb_B","Rb_B","Sb_B","Sc_B","Sn_B","Sr_B","Ta_B","Th_B","U_B","V_B","W_B","Y_B","Zn_B","Zr_B"
"289",5320,64,427129,7020490,21.48,0.251,5.21,2.26,0.048,0.51,1.5,0.77,0.73,0.177,0.11,0.002,0.031,66.75,2,277,1.5,62,1.5,22,2.5,5,5,2.5,33,1,6,1.5,5,38,2.5,9,1,95,2.5,9,3,32,1.5,11,13,51
"290",5321,97,448090,7677170,62.15,0.661,12.78,7.96,0.147,3.69,4.73,3.34,1.36,0.112,0.005,0.082,0.01,2.78,1,455,1.5,52,21,215,2.5,22,13,2.5,38,5,12,65,8,55,6,22,1,229,2.5,8,5,138,3,28,77,168
"291",5322,102,415734,7319771,75.83,0.273,11.2,1.94,0.028,0.62,1.67,3.12,2.39,0.067,0.005,0.103,0.104,2.48,1,633,1.5,15,1.5,31,2.5,5,11,2.5,15,1,4,1.5,11,103,2.5,6,1,189,2.5,9,3,38,5,1.5,11,115
"292",5323,3,437696.9,6213974.2,73.45,0.301,6.38,1.85,0.05,2.3,5.17,0.65,2.08,0.083,0.005,0.051,0.045,7.37,3,315,1.5,46,6,33,2.5,12,7,7,29,1,6,5,7,98,2.5,6,1,76,2.5,13,1.5,27,4,14,21,214
"293",5324,15,375150,6771295,66.68,0.58,14.48,4.43,0.051,1.5,2.05,2.88,2.2,0.119,0.005,0.092,0.01,4.69,8,589,1.5,66,8,56,5,5,18,8,29,4,10,12,10,97,2.5,13,1,191,2.5,14,7,57,1.5,23,77,256
"294",5325,107,367253,7370551,64.64,0.765,13.79,6.04,0.083,1.96,2.8,3.38,2.67,0.221,0.005,0.095,0.01,3.31,8,651,1.5,52,14,66,2.5,5,16,2.5,59,1,11,17,4,94,2.5,16,1,221,8,14,4,101,1.5,31,46,289
"295",5326,90,341686.9,7659744.7,65.06,0.668,13.18,5,0.059,2.55,3.65,3.92,1.58,0.157,0.005,0.131,0.01,3.83,2,505,1.5,36,10,92,2.5,5,15,7,15,3,7,21,2,77,2.5,16,1,245,2.5,11,6,97,3,10,32,227
"296",5327,129,576170,7522488,66.51,0.891,14.42,6.51,0.087,2.45,2.56,2.51,1.64,0.066,0.005,0.106,0.01,1.95,1,575,1.5,57,17,146,2.5,5,17,6,42,1,12,30,5,80,2.5,18,1,191,2.5,11,5,118,9,17,76,297
"297",5328,15,467758.1,6414392,82.29,0.368,7.8,1.67,0.035,0.39,0.54,0.87,2.6,0.094,0.005,0.005,0.01,3.07,1,383,1.5,53,1.5,24,2.5,5,9,2.5,36,1,7,1.5,15,85,6,5,1,71,2.5,16,3,26,1.5,16,22,263
"298",5329,317,571771,7425528,0.53,0.009,0.58,0.99,0.005,0.05,0.31,0.03,0.02,0.122,0.04,0.036,0.024,97.18,1,25,1.5,15,1.5,27,2.5,5,1.5,2.5,15,1,4,1.5,2,4,2.5,2,1,8,2.5,7,1.5,2.5,1.5,1.5,1.5,1.5
"299",5330,99,571122,7268841,68.79,0.529,13.89,3.85,0.053,1.75,2.87,3.45,1.99,0.078,0.005,0.096,0.01,2.45,1,617,1.5,25,13,68,2.5,13,16,2.5,15,1,8,27,14,76,2.5,12,1,227,2.5,10,5,73,1.5,13,32,148
"300",5331,30,-419182.8,6927265.8,58.58,0.592,16.14,6.08,0.1,3.36,5.43,3.51,1.51,0.188,0.005,0.093,0.01,4.11,1,858,1.5,42,17,101,2.5,5,17,2.5,15,1,5,30,5,63,2.5,20,1,776,2.5,2.5,6,113,1.5,13,56,91
"301",5332,215,-156072.8,7264253,64,1.034,12.33,6.56,0.091,2.6,2.34,2.25,1.12,0.139,0.005,0.092,0.01,7.23,4,224,1.5,46,15,175,2.5,5,12,2.5,15,1,12,44,12,61,2.5,18,1,115,2.5,9,6,121,5,20,57,232
"302",5334,7,392677.9,6516855.4,77.57,0.399,10.18,2.31,0.045,0.52,1.31,1.63,2.51,0.115,0.005,0.103,0.01,3.08,1,439,1.5,48,1.5,29,2.5,5,11,8,34,1,5,3,16,107,2.5,7,3,126,2.5,13,7,35,1.5,18,23,319
"303",5335,11,526289,6727014,23.62,0.235,5.06,1.71,0.037,0.44,0.96,0.56,0.83,0.183,0.005,0.065,0.01,66.18,3,227,1.5,61,1.5,22,2.5,5,6,2.5,15,1,9,1.5,2,48,2.5,8,1,68,2.5,11,3,29,1.5,11,24,49
"304",5336,123,561575,7458215,11.05,0.156,2.9,0.74,0.01,0.34,1.27,0.61,0.29,0.158,0.18,0.004,0.01,82.2,1,122,1.5,15,1.5,41,2.5,5,1.5,2.5,15,7,5,7,2,14,2.5,5,1,72,2.5,6,6,19,1.5,1.5,3,21
"305",5337,23,372351,6823473,63.1,0.844,15.26,5.89,0.139,2.28,2.49,3.22,3.3,0.187,0.005,0.083,0.035,2.86,7,745,1.5,85,12,73,2.5,5,18,5,28,3,17,24,14,137,2.5,17,1,204,2.5,15,7,89,5,32,91,181
"306",5338,82,575270,7121650,0.36,0.007,0.28,1.13,0.008,0.18,0.52,0.03,0.01,0.087,0.13,0.02,0.01,97.16,1,50,1.5,15,1.5,1.5,2.5,5,1.5,2.5,15,1,1,1.5,2,10,2.5,1,1,15,2.5,2.5,1.5,5,1.5,1.5,1.5,1.5
"307",5339,7,361409,6130592,73.38,0.421,8.73,3.09,0.061,1.72,2.74,0.52,2.56,0.082,0.005,0.058,0.119,6.28,5,346,1.5,68,4,40,2.5,5,8,2.5,57,1,8,12,9,113,2.5,11,1,64,2.5,16,4,47,1.5,19,35,226
"308",5340,35,-393882.8,7135772.8,67.17,0.712,12.66,4.57,0.085,2.06,3.87,2.68,1.31,0.126,0.005,0.064,0.01,4.46,3,363,1.5,28,11,102,2.5,14,14,2.5,15,1,11,28,8,77,2.5,19,2,271,2.5,12,9,109,4,16,44,159
"309",5341,1,342144.9,6556259.4,81.82,0.178,5.99,1.78,0.037,0.34,2.76,0.79,1.65,0.068,0.02,0.077,0.01,4.35,4,250,1.5,49,1.5,16,2.5,5,4,2.5,15,1,2,1.5,8,72,2.5,4,1,70,2.5,14,1.5,23,1.5,12,22,84
"310",5342,100,618852,7270691,65.45,0.584,13.01,3.32,0.053,1.73,3.33,3.26,1.72,0.115,0.005,0.1,0.188,7.01,1,550,1.5,35,13,84,2.5,5,14,2.5,15,4,9,23,8,51,2.5,13,1,244,2.5,8,1.5,71,7,15,31,206
"311",5344,20,-348695.2,6950536.2,79.94,0.555,8.69,2.72,0.046,0.79,0.98,1.69,2.39,0.094,0.005,0.007,0.027,1.82,1,388,1.5,47,5,28,2.5,5,9,8,27,1,12,1.5,13,91,2.5,8,1,70,2.5,12,5,42,4,19,28,252
"312",5345,114,-682290.4,6798689.3,64.37,0.636,14.05,5.14,0.225,0.98,2.81,3.16,1.83,0.504,0.005,0.088,0.01,5.98,3,458,1.5,30,1.5,44,7,5,21,8,34,1,12,1.5,16,97,5,15,3,250,7,9,6,64,1.5,37,47,229
"313",5346,17,471511,6768596,71.2,0.416,13.84,3.07,0.048,0.75,1.53,2.77,3.51,0.089,0.005,0.12,0.01,2.36,4,665,1.5,96,5,32,2.5,5,17,8,48,3,11,6,16,163,7,10,3,175,6,22,6,46,4,27,45,348
"314",5347,79,425230,7123949,1.4,0.01,0.85,2.04,0.028,0.15,0.95,0.02,0.02,0.287,0.1,0.029,0.01,94.05,6,88,1.5,15,1.5,9,2.5,5,1.5,2.5,15,1,3,1.5,2,10,2.5,1,1,36,2.5,7,1.5,8,1.5,3,1.5,1.5
"315",5348,54,477709,6973510,60.89,0.632,12.04,2.84,0.05,1.17,2.22,2.72,2.19,0.166,0.005,0.091,0.01,14.72,5,563,1.5,101,6,50,2.5,5,14,2.5,68,1,9,9,9,92,2.5,13,1,196,2.5,15,6,61,4,26,40,243
"316",5350,28,622401,6819724,65.55,0.644,14.44,5.49,0.099,1.61,1.85,2.55,2.82,0.199,0.005,0.088,0.01,4.33,4,606,1.5,88,11,71,2.5,16,16,2.5,60,1,12,25,17,119,2.5,15,1,255,2.5,16,8,71,1.5,22,65,207
"317",5351,47,618752,6927429,75.58,0.223,12.55,1.7,0.024,0.72,2.03,3.38,1.7,0.068,0.005,0.061,0.106,1.7,3,560,1.5,15,1.5,31,2.5,5,11,2.5,15,1,2,1.5,9,65,2.5,6,1,256,2.5,8,1.5,27,1.5,6,22,88
"318",5352,40,283986,6917234,58.65,0.51,10.7,3.24,0.049,0.88,2.04,2.51,1.96,0.128,0.12,0.006,0.01,18.94,16,508,1.5,61,1.5,38,2.5,5,12,2.5,45,1,9,12,13,92,2.5,9,1,170,2.5,15,6,55,4,19,39,253
"319",5353,100,424020,7824620,67.67,0.712,13.24,4.4,0.077,0.88,1.92,2.2,1.86,0.184,0.005,0.068,0.092,6.46,4,589,1.5,85,1.5,37,2.5,5,13,2.5,45,1,13,9,8,98,2.5,14,3,246,2.5,16,5,61,5,21,45,293
"320",5354,23,-371623.7,6805117,72.24,0.689,11.58,3.8,0.104,0.94,1.61,2.75,2.47,0.208,0.005,0.081,0.122,3.16,1,549,1.5,94,1.5,38,2.5,5,12,2.5,43,6,41,6,14,99,5,9,1,209,10,13,5,58,1.5,23,77,382
"321",5355,18,528389,6775793,65.25,0.558,13.06,3.82,0.056,1.18,2.09,2.68,2.78,0.135,0.005,0.006,0.01,8.03,4,637,1.5,90,1.5,42,6,18,14,2.5,55,3,14,10,17,116,2.5,11,1,213,2.5,11,7,63,1.5,31,61,278
"322",5356,75,520592,7074269,62.33,0.854,15.04,6.28,0.092,2.61,2.46,3.04,2.67,0.16,0.005,0.012,0.043,4.08,5,685,1.5,53,18,88,2.5,32,19,2.5,50,3,1,31,12,112,2.5,17,2,203,2.5,14,7,103,7,27,72,228
"323",5357,74,43739.5,7602148.8,63.22,0.835,14.6,5.01,0.086,0.26,2.08,3.97,4.05,0.189,0.005,0.101,0.01,5.31,4,1083,1.5,30,1.5,1.5,2.5,5,26,7,42,1,19,1.5,18,116,2.5,9,1,203,2.5,8,1.5,11,1.5,34,62,580
"324",5358,8,438173.7,6533039.5,72.42,0.443,10.52,3.02,0.076,1.15,2.25,1.42,2.92,0.202,0.02,0.039,0.067,5.19,2,436,1.5,73,6,40,2.5,5,11,6,34,1,6,8,25,105,2.5,8,1,108,2.5,14,5,43,9,25,51,270
"325",5359,16,424230,6775093,60.38,0.776,16.1,6.92,0.106,2.44,2.14,2.55,3.18,0.182,0.005,0.035,0.059,4.83,5,706,1.5,100,16,99,6,32,21,6,71,2,17,39,17,153,2.5,17,2,198,9,19,9,115,5,30,105,185
"326",5360,104,526989,7321370,0.17,0.003,0.14,0.11,0.001,0.04,0.16,0.04,0.005,0.033,0.03,0.002,0.01,99.17,1,21,1.5,15,1.5,1.5,2.5,5,1.5,2.5,15,1,1,1.5,2,4,2.5,1,1,9,2.5,2.5,1.5,2.5,1.5,1.5,1.5,1.5
"327",5361,26,256628,6058277,69.62,0.406,7.85,3.06,0.052,1.29,6.16,0.65,2.17,0.1,0.03,0.043,0.068,8.26,5,353,1.5,45,4,51,2.5,17,8,2.5,50,1,7,1.5,11,117,2.5,6,1,88,2.5,14,4,51,1.5,15,36,212
"328",5362,14,-126041.4,7261721.3,52.23,0.908,16.78,9.51,0.167,5.15,3.59,3.6,0.92,0.179,0.005,0.046,0.01,6.69,12,165,1.5,49,39,272,2.5,43,15,6,47,5,11,70,4,68,2.5,38,1,94,7,11,7,250,1.5,26,107,97
"329",5363,11,422810.1,6360819.5,81.52,0.362,7.73,2.66,0.048,0.67,0.69,0.65,2.3,0.078,0.005,0.052,0.111,2.94,3,352,1.5,49,6,144,2.5,5,9,8,34,20,6,101,10,81,2.5,8,1,67,2.5,11,4,38,4,23,28,223
"330",5364,76,577419,7075768,65.08,0.773,14.38,5.48,0.104,2.43,2.43,3.03,2.59,0.155,0.005,0.048,0.01,3.23,1,651,1.5,59,20,92,2.5,18,16,2.5,31,2,15,34,14,117,5,15,1,187,2.5,16,4,108,1.5,20,69,204
"331",5365,105,569372,7325218,75.04,0.358,11.33,2.58,0.034,1,1.83,3.17,2.22,0.093,0.005,0.078,0.01,2.08,1,500,3,32,9,46,2.5,5,12,2.5,15,3,6,10,11,86,2.5,8,1,150,2.5,6,1.5,45,3,8,17,141
"332",5366,14,439942.1,6425868,86.29,0.238,6,1.36,0.037,0.3,0.59,0.73,2.19,0.14,0.005,0.08,0.04,1.82,1,326,1.5,28,1.5,13,2.5,5,4,2.5,15,1,3,1.5,8,81,2.5,5,1,61,2.5,12,4,20,1.5,9,23,263
"333",5367,3,-333232,6852855.1,79.32,0.54,8.8,2.9,0.046,0.99,0.96,1.47,2.41,0.101,0.005,0.053,0.01,2.19,1,406,1.5,39,1.5,41,2.5,5,9,2.5,15,1,9,8,12,87,2.5,8,1,70,2.5,17,1.5,46,7,15,33,239
"334",5368,38,-448350.1,6992637,59.71,0.771,15.51,5.87,0.115,2.42,4.49,3.03,2.2,0.343,0.005,0.004,0.01,5.17,4,815,1.5,92,13,86,6,14,16,2.5,31,1,9,23,9,111,9,19,1,474,2.5,9,5,113,1.5,20,82,207
"335",5369,117,571771,7425528,0.31,0.006,0.39,0.71,0.003,0.04,0.16,0.01,0.005,0.089,0.03,0.016,0.01,98.15,1,18,1.5,15,1.5,19,2.5,5,1.5,2.5,15,1,3,1.5,2,6,2.5,1,1,5,2.5,2.5,1.5,11,1.5,1.5,1.5,1.5
"336",5370,37,-437891.1,7019010.2,52.93,0.694,15.63,6.35,0.147,3.61,3.54,2.51,2.6,0.325,0.04,0.044,0.063,11.19,5,776,1.5,64,25,157,2.5,26,17,2.5,64,1,11,75,5,147,2.5,18,3,279,2.5,16,8,136,7,16,139,133
"337",5371,72,372051,7070471,70.83,0.637,12.95,3.61,0.06,1.25,2.4,3.08,2.42,0.145,0.005,0.041,0.02,2.28,5,569,1.5,58,10,47,2.5,5,14,2.5,41,1,10,12,7,91,2.5,12,2,223,2.5,14,5,73,1.5,23,40,316
"338",5372,10,-224114.5,7205325.5,63.47,0.761,15.26,5.05,0.104,1.8,2.07,3.3,2.76,0.242,0.005,0.034,0.093,4.81,4,479,1.5,68,7,56,2.5,5,17,6,30,1,16,17,18,144,2.5,15,3,225,2.5,18,6,93,7,21,72,214
"339",5373,221,181056.8,6366922.7,65.37,0.41,9.23,3.08,0.045,1.96,6.93,0.79,2.5,0.092,0.06,0.059,0.035,9.22,2,376,1.5,65,13,39,2.5,5,11,2.5,32,1,7,7,12,130,2.5,9,3,95,2.5,14,4,58,6,11,45,118
"340",5374,80,-73894.6,7462179.1,66.16,0.676,14.45,4.56,0.082,1.88,3.75,2.43,2.5,0.183,0.005,0.062,0.045,2.95,1,545,1.5,40,8,52,2.5,5,17,2.5,15,1,14,1.5,24,120,2.5,14,1,399,2.5,10,8,82,1.5,18,68,243
"341",5375,290,341686.9,7659744.7,64.94,0.653,12.98,4.94,0.058,2.53,3.61,3.91,1.69,0.185,0.005,0.101,0.01,4.15,1,527,1.5,42,12,83,2.5,5,11,2.5,15,4,7,18,5,63,2.5,14,4,260,2.5,12,5,93,1.5,14,32,233
"342",5376,35,525090,6874151,74.45,0.373,11.88,2.03,0.039,0.78,2.14,2.88,2.08,0.109,0.005,0.006,0.01,2.95,1,539,1.5,48,1.5,28,2.5,5,14,8,15,1,5,1.5,13,79,5,8,1,236,2.5,12,6,34,1.5,12,25,277
"343",5377,81,521691,7122949,73.91,0.393,11.57,2.16,0.035,0.76,2,3.12,2.22,0.091,0.005,0.081,0.01,3.43,1,582,1.5,38,5,36,2.5,5,10,5,15,1,6,1.5,7,96,2.5,9,3,202,2.5,12,1.5,52,3,6,20,192
"344",5378,134,514894,7584862,66.39,0.825,16.54,7.7,0.072,2.26,0.4,0.77,2.62,0.068,0.005,0.051,0.034,2,4,762,1.5,83,15,115,2.5,20,18,2.5,62,1,19,27,12,116,6,21,1,100,2.5,19,6,103,1.5,28,89,156
"345",5380,61,282487,7015693,75.48,0.484,11.7,2.27,0.058,0.73,2.09,3.11,2.53,0.1,0.005,0.048,0.024,1.1,2,558,1.5,45,1.5,28,2.5,5,12,2.5,15,1,9,1.5,12,91,2.5,10,1,194,2.5,13,6,35,1.5,16,24,354
"346",5381,223,273624.6,6312364.8,80.13,0.142,5.38,1.2,0.037,0.94,4.26,0.77,1.8,0.054,0.005,0.047,0.01,5.03,2,305,1.5,28,1.5,18,2.5,5,5,2.5,26,1,4,1.5,6,90,2.5,2,1,79,2.5,12,1.5,26,1.5,9,16,78
"347",5382,62,326469,7027688,47.62,0.297,8.22,3.11,0.04,0.81,1.69,1.97,1.47,0.102,0.12,0.005,0.01,34.31,3,387,1.5,52,1.5,26,2.5,5,9,2.5,25,1,7,1.5,8,70,2.5,8,1,148,2.5,7,6,32,1.5,13,28,131
"348",5383,36,961863.2,6776263,70.76,0.591,12.17,4.69,0.081,1.58,1.55,2.35,2.07,0.108,0.005,0.009,0.01,3.81,7,522,1.5,55,11,66,2.5,37,15,2.5,23,3,3,32,14,84,2.5,13,5,176,2.5,10,1.5,79,2.5,17,57,168
"349",5385,7,601998.5,6719644,73.72,0.42,12.69,2.62,0.039,0.72,2.14,2.96,2.69,0.146,0.005,0.009,0.01,1.57,5,608,1.5,81,5,28,2.5,5,13,8,54,1,7,1.5,18,103,2.5,8,1,223,2.5,11,1.5,42,2.5,24,42,357
"350",5386,7,498321.9,6041519.5,88.48,0.282,5.22,1.02,0.042,0.15,0.33,0.57,1.79,0.055,0.005,0.007,0.03,1.81,4,321,1.5,36,1.5,13,2.5,5,5,2.5,27,1,3,1.5,13,41,2.5,3,1,52,2.5,10,1.5,22,2.5,12,17,256
"351",5387,40,843830.2,6701258.5,88.98,0.239,5.23,1.03,0.025,0.15,0.55,0.95,1.57,0.058,0.005,0.006,0.027,0.98,1,352,1.5,33,1.5,14,2.5,5,6,2.5,26,1,5,1.5,7,43,2.5,3,1,84,2.5,6,1.5,14,11,7,17,238
"352",5388,24,640608.7,6085035.3,82.04,0.283,6.12,1.5,0.03,0.74,1.9,0.78,1.92,0.075,0.005,0.006,0.022,4.36,3,350,1.5,45,1.5,16,2.5,5,6,2.5,10,3,7,1.5,11,66,2.5,5,1,77,2.5,10,1.5,27,2.5,12,20,233
"353",5389,13,600062.2,6622088,76.62,0.467,10.58,3.29,0.075,0.45,0.74,1.43,2.94,0.066,0.005,0.005,0.029,2.99,6,575,1.5,69,5,23,2.5,13,11,2.5,48,1,9,1.5,36,103,2.5,7,1,104,2.5,16,3,41,11,24,46,345
"354",5390,16,694242.5,6528844.2,83.03,0.394,7.23,2.92,0.042,0.49,0.2,0.29,1.74,0.064,0.005,0.004,0.01,3.44,7,269,1.5,45,1.5,33,2.5,26,9,2.5,10,1,9,7,7,75,2.5,9,3,38,2.5,16,1.5,47,2.5,12,27,224
"355",5391,6,-662538,6202946.4,83.48,0.392,5.72,1.48,0.025,0.51,2.01,0.95,1.59,0.067,0.03,0.006,0.057,3.48,8,309,1.5,35,1.5,33,2.5,5,4,2.5,10,1,7,1.5,10,50,2.5,6,1,81,2.5,7,1.5,27,6,15,27,304
"356",5392,101,-764173,6098983.4,92.61,0.196,2.54,0.58,0.026,0.04,0.14,0.34,0.83,0.161,0.005,0.006,0.01,2.4,1,185,1.5,10,1.5,17,2.5,88,4,7,10,1,3,1.5,10,35,2.5,1,2,27,2.5,7,1.5,6,2.5,1.5,12,234
"357",5394,15,669160.9,6579915,71.63,0.465,9.35,3.72,0.069,1.93,2.54,0.81,2.76,0.122,0.005,0.01,0.01,6.28,5,407,1.5,97,3,36,2.5,14,13,2.5,48,1,12,1.5,33,102,2.5,9,5,73,2.5,15,1.5,42,13,29,81,286
"358",5396,215,-449236.5,6064485.6,81.43,0.406,7.56,2.72,0.041,0.55,0.73,0.8,1.88,0.093,0.005,0.005,0.01,3.54,8,334,1.5,40,1.5,41,2.5,16,9,5,10,1,6,5,15,66,2.5,6,1,66,2.5,12,1.5,55,2.5,18,39,239
"359",5397,9,652980.6,6693758.3,76.56,0.316,11.41,2.29,0.032,0.42,1.17,1.98,2.66,0.116,0.005,0.007,0.01,2.74,7,591,1.5,53,1.5,24,2.5,10,10,2.5,42,1,8,1.5,22,88,2.5,6,1,154,2.5,13,1.5,23,10,15,45,248
"360",5398,3,655534.9,6734663.8,74.16,0.332,12.49,2.81,0.038,0.73,1.32,2.33,2.46,0.083,0.005,0.002,0.01,3.01,6,540,1.5,56,5,35,2.5,25,14,2.5,24,3,6,7,15,87,2.5,9,1,179,2.5,11,1.5,46,2.5,12,37,160
"361",5399,17,427429.1,6036606.6,85.44,0.401,6.53,1.57,0.071,0.29,0.41,0.69,2.12,0.063,0.005,0.008,0.01,2.18,4,374,1.5,21,1.5,30,2.5,10,6,7,10,1,6,1.5,15,51,7,5,1,62,2.5,10,1.5,36,2.5,13,23,307
"362",5401,21,551187.9,6030476.3,87.32,0.273,4.83,1.07,0.063,0.1,0.44,0.54,1.51,0.114,0.005,0.006,0.01,3.64,3,293,1.5,10,1.5,16,2.5,18,4,2.5,23,1,2,1.5,15,45,2.5,1,1,54,2.5,12,1.5,10,8,8,27,273
"363",5402,23,-645804.6,6134939.7,91.38,0.259,3.87,0.88,0.014,0.04,0.16,0.39,1.22,0.023,0.005,0.004,0.035,1.55,3,269,1.5,20,1.5,25,2.5,5,1.5,2.5,10,1,4,1.5,11,52,2.5,3,1,34,2.5,9,1.5,13,2.5,3,14,236
"364",5403,28,610334.3,6152850.7,86.93,0.347,6.16,1.1,0.042,0.14,0.57,0.87,2.05,0.073,0.005,0.005,0.028,1.41,3,404,1.5,54,10,20,2.5,5,4,6,10,1,4,1.5,12,63,2.5,3,1,76,2.5,10,1.5,11,2.5,9,14,400
"365",5404,46,767235,6887783.7,74.13,0.217,12.94,1.83,0.027,0.58,1.81,4.01,1.89,0.049,0.005,0.02,0.034,2.23,4,639,1.5,24,5,28,2.5,5,14,2.5,23,1,3,3,10,61,2.5,4,1,326,2.5,6,1.5,31,2.5,1.5,26,93
"366",5405,133,-770208.9,6006233.4,91.24,0.263,3.99,0.66,0.011,0.12,0.21,0.56,1.06,0.023,0.005,0.007,0.039,1.66,1,230,1.5,10,1.5,24,2.5,5,3,8,23,1,2,1.5,6,42,2.5,4,1,39,2.5,11,1.5,13,2.5,6,12,337
"367",5407,10,351862.4,5894348.2,74.68,0.408,8.59,2.83,0.051,1.21,2.69,0.67,2.35,0.108,0.005,0.004,0.01,6.17,5,356,1.5,52,7,39,2.5,15,10,2.5,27,1,1,6,14,72,2.5,7,1,74,2.5,11,1.5,45,8,19,46,213
"368",5408,31,864553.9,6736112.3,76.08,0.476,11.02,2.9,0.05,0.81,1.17,1.97,2.09,0.069,0.005,0.004,0.01,3.07,3,528,1.5,41,6,35,2.5,16,15,6,10,1,3,7,19,62,2.5,9,1,152,2.5,14,1.5,50,2.5,14,38,204
"369",5409,14,384952.4,5980726,86.66,0.328,5.84,1.2,0.048,0.23,0.35,0.55,1.86,0.076,0.005,0.004,0.01,2.63,4,329,1.5,25,5,24,2.5,5,5,6,24,1,7,1.5,13,52,2.5,3,2,50,2.5,9,1.5,24,2.5,11,27,320
"370",5410,18,623591.1,6488884,78.78,0.45,9.4,3.1,0.048,0.67,0.49,0.71,2.63,0.088,0.005,0.005,0.094,3.29,5,402,1.5,67,10,44,2.5,23,11,8,39,1,4,10,16,79,2.5,8,1,64,2.5,16,1.5,46,2.5,21,43,244
"371",5411,58,758358.7,6534749.7,86.93,0.135,5.63,1.94,0.128,0.21,0.62,1.09,1.39,0.116,0.005,0.005,0.01,1.63,3,303,1.5,27,5,6,2.5,5,9,10,10,1,1,1.5,24,34,2.5,3,1,90,2.5,8,1.5,17,2.5,10,35,58
"372",5413,78,596456.8,6237721.8,86.07,0.349,6.5,1.26,0.048,0.23,0.7,1.02,2.22,0.099,0.005,0.006,0.01,1.24,3,405,1.5,38,1.5,21,2.5,5,8,14,10,3,7,1.5,10,77,2.5,5,2,93,2.5,13,1.5,18,2.5,11,15,433
"373",5414,282,-420948,6096573.4,84.61,0.358,6.44,2.27,0.038,0.46,0.39,0.66,1.71,0.074,0.005,0.005,0.01,2.77,5,319,1.5,37,4,34,2.5,12,7,8,35,1,7,5,14,56,2.5,4,2,60,2.5,9,1.5,28,2.5,17,35,227
"374",5415,4,646961.5,6776583.4,60.59,0.824,16.07,6.65,0.087,2.75,2.36,2.81,2.85,0.175,0.005,0.01,0.01,4.49,7,735,4,87,27,99,2.5,36,22,2.5,35,18,14,43,19,120,2.5,17,3,202,2.5,13,1.5,123,2.5,24,115,162
"375",5416,14,587250.5,6584074,63.89,0.835,15.47,5.78,0.092,1.55,1.13,1.31,3.42,0.143,0.005,0.006,0.01,6.08,7,592,1.5,98,9,65,7,26,20,2.5,70,4,17,24,20,134,2.5,13,3,122,2.5,14,1.5,90,9,36,83,224
"376",5417,31,517058.2,6134588,67.12,0.732,12.64,4.67,0.084,1.14,0.85,0.75,3.16,0.179,0.005,0.004,0.01,8.36,6,480,4,74,15,64,2.5,26,18,9,44,1,14,15,19,120,2.5,15,1,97,2.5,16,4,86,2.5,24,74,318
"377",5418,25,703067.9,6086911.5,89.07,0.291,5.03,1.1,0.02,0.09,0.42,0.8,1.75,0.027,0.005,0.006,0.01,1.16,3,347,1.5,30,1.5,12,2.5,5,1.5,7,10,2,4,1.5,12,65,2.5,3,1,66,2.5,13,1.5,18,9,7,13,381
"378",5421,56,734485.2,6482989.5,53.02,0.939,19.55,8.57,0.092,2.41,0.8,0.9,3.39,0.126,0.005,0.007,0.01,9.87,10,626,1.5,108,22,113,6,34,26,2.5,59,18,16,59,18,153,2.5,20,3,115,2.5,17,5,137,2.5,36,106,167
"379",5422,57,759688,6500400.6,58.22,0.912,17.85,7.22,0.056,1.85,0.61,0.86,3,0.098,0.005,0.004,0.01,9,8,517,1.5,110,23,98,2.5,37,22,2.5,57,16,32,30,18,121,5,18,4,97,8,18,3,125,2.5,28,77,192
"380",5423,121,-779738.4,6033073.6,93.38,0.208,3.22,0.49,0.01,0.04,0.16,0.42,0.93,0.016,0.005,0.005,0.01,1.01,2,206,1.5,10,1.5,18,2.5,5,4,2.5,25,1,4,1.5,6,40,2.5,1,1,30,2.5,7,1.5,7,2.5,1.5,9,268
"381",5424,35,955546.8,6795179.6,74.42,0.583,11,4.06,0.055,1.13,1.24,1.9,1.88,0.081,0.005,0.018,0.05,3.35,7,474,1.5,58,10,59,2.5,23,12,2.5,10,1,8,21,10,58,2.5,9,1,140,2.5,10,1.5,83,11,16,49,195
"382",5426,23,727985.2,6640807.5,79.67,0.439,9.56,2.48,0.04,0.56,0.97,1.53,2.3,0.069,0.005,0.009,0.032,2.12,3,485,1.5,44,5,38,2.5,5,10,2.5,42,1,9,4,20,83,2.5,7,1,129,2.5,11,1.5,32,2.5,13,36,268
"383",5427,64,920147.1,6923361.2,67.74,0.694,11.61,7.52,0.101,2.06,1.64,2.23,1.7,0.107,0.005,0.007,0.01,4.35,27,534,3,10,17,81,2.5,131,13,2.5,25,19,6,66,28,47,7,17,1,147,7,2.5,1.5,158,2.5,14,95,106
"384",5429,237,-432669.9,6011839.4,90.95,0.117,4.19,0.93,0.024,0.12,0.52,0.75,1.22,0.05,0.005,0.008,0.043,0.94,5,251,4,20,1.5,19,2.5,5,1.5,2.5,10,1,4,1.5,4,53,2.5,3,1,54,2.5,5,1.5,11,2.5,6,16,68
