"","ID","XCOO","YCOO","Ag","Al","As","B","Ba","Be","Bi","Ca","Cd","Co","Cr","Cu","Fe","Hg","K","La","Mg","Mn","Mo","Na","Ni","P","Pb","Rb","S","Sb","Sc","Si","Sr","Th","Tl","U","V","Y","Zn","C","H","N","LOI","pH","Cond"
"263",323,615300,7717500,0.589,3250,1.63,3.33,62.5,0.1,0.141,4760,0.63,8.1,3.8,40.7,3910,0.27,1200,7.2,1450,98.7,0.435,80,59.1,1200,14.5,4.76,1820,0.193,1.2,550,44.6,0.345,0.116,0.271,4.7,2.6,42,46.8,6.4,1.4,93.8,4.2,128.1
"264",324,668497,7640050,0.124,759,1.11,2.19,59.7,0.01,0.167,2990,0.256,1.39,2.32,21,1150,0.222,1000,1.3,800,169,0.226,50,27.5,932,20.1,6.16,1650,0.232,0.2,490,24.8,0.222,0.08,0.038,3.78,0.3,53.7,45.9,6.1,1.3,92.9,3.7,140.5
"265",325,803802,7520840,0.304,5100,1.54,2.13,130,0.49,0.246,4270,0.558,1.68,3.85,18.7,2620,0.269,1400,30.1,570,244,0.54,500,21,1610,39.9,10.1,1350,0.242,0.4,530,296,1.1,0.115,0.409,18.7,5.9,71.9,41.4,5.6,1.1,87.8,4.2,133.4
"266",326,640005,7507740,0.18,3070,0.763,1.35,96,0.1,0.189,2240,0.242,1.62,5.57,10.6,3220,0.172,600,2.5,570,121,0.138,70,9.7,599,27.3,5.09,544,0.063,0.7,490,30,0.364,0.097,0.129,8.09,1.2,37.2,19.6,2.2,0.6,52.5,4,81.3
"267",327,767356,7459080,0.268,2020,1.14,2.12,38.1,0.03,0.211,2660,0.357,1.87,2.68,18.3,1590,0.202,1100,1.7,490,194,0.301,100,33.1,884,28.4,7.1,1340,0.326,0.3,530,17.6,0.159,0.144,0.055,4.74,0.5,43.6,48.1,6.6,1.3,91.6,3.7,143.1
"268",328,793829,7512730,0.447,10900,2.06,2.22,79.7,0.53,0.205,2620,0.305,1.55,7.8,11.4,4720,0.2,1200,27.1,720,173,0.466,900,8.84,1310,31,11.2,943,0.12,0.7,400,189,3.06,0.114,0.754,11.3,6.6,43.7,21.8,3.3,0.8,43.5,4.5,56.8
"269",331,749014,7456400,0.457,1520,1.14,2.43,93.7,0.05,0.213,3920,0.361,1.99,2.59,22.3,1490,0.201,1400,2,640,302,0.566,50,30.1,1090,28.5,11.1,1460,0.325,0.4,540,30.4,0.174,0.131,0.073,5.14,0.5,63.4,47.2,6.1,1.3,92.9,3.8,177.9
"270",332,414790,7673850,0.307,5950,0.784,1.84,105,0.16,0.094,2540,0.283,2.14,3.43,6.53,5220,0.286,800,5.7,540,46.2,0.173,40,8.64,1410,14.8,5.56,1760,0.056,1.9,540,29,0.704,0.055,0.211,4.63,2.6,28.3,44.5,6.2,1.6,86.8,4.1,99.7
"271",333,808244,7663810,0.095,2900,1.06,2.87,69.5,0.07,0.098,3110,0.302,1.73,1.99,10.4,1820,0.216,700,3.1,1230,22.9,0.266,170,14.4,859,15.5,2.54,1910,0.169,0.6,500,46.8,0.215,0.046,0.085,3.76,1.2,30,47.3,6.4,1.6,94.7,4,87.2
"272",334,557350,7779850,0.04,1820,0.729,2.5,36.6,0.04,0.06,2660,0.12,1.05,3.89,7.87,3130,0.229,900,1.9,1030,111,0.265,100,4.54,838,11.4,4.75,1380,0.09,0.7,430,18.9,0.571,0.041,0.119,6.75,1.1,36.5,37,5.3,1,82.9,3.5,127.7
"273",335,545132,7408760,0.133,1130,1.42,1.81,41.7,0.02,0.285,2820,0.279,0.53,2.71,5.78,1220,0.227,1100,1,520,328,0.26,40,4.23,795,30,11,1320,0.34,0.2,500,13.7,0.173,0.152,0.055,4.47,0.3,44.5,48.3,6.5,1.2,94.6,3.4,161.9
"274",336,762263,7640390,0.21,801,1.4,2.15,47.9,0.01,0.14,2700,0.305,2.67,2.22,33.8,1440,0.291,1100,1.9,840,155,0.318,60,53.1,932,14.6,6.24,1730,0.228,0.2,470,31.8,0.177,0.066,0.051,5.49,0.5,43.8,47.6,6.3,1.4,91.5,3.8,166.5
"275",337,826526,7555040,4.79,10800,2.38,2.51,128,1.87,0.14,1960,0.191,1.69,12.1,8.44,4240,0.244,1000,59,520,902,0.431,2350,13.5,192,21.5,11,955,0.068,0.05,380,372,15.4,0.069,3.68,8.14,68.8,67.4,24,3.5,0.8,56.9,4.2,57.3
"276",338,729669,7571650,0.406,1750,1.94,2.63,82.2,0.03,0.288,2250,0.301,9.2,4.96,97.8,2400,0.232,900,2.6,480,236,0.477,80,224,903,23.5,5.44,1300,0.281,0.5,540,21.2,0.307,0.103,0.078,6.79,0.9,56.8,41.6,5.5,1.3,85.9,3.6,143.3
"277",339,484940,7858160,0.067,961,0.903,6.15,42.6,0.01,0.074,3040,0.249,0.32,1.34,5.77,1000,0.25,1100,1.3,1440,36.4,0.211,250,2.44,720,12.4,3.09,1780,0.09,0.3,540,34,0.247,0.054,0.093,3.02,0.9,31.1,42.9,6.1,1.3,87.3,3.9,91.5
"278",340,679228,7650550,0.12,836,1.29,2.16,96.5,0.01,0.165,3010,0.183,1.68,2.2,25.5,1030,0.247,1100,1.3,640,245,0.268,50,36.6,1010,19.2,7.45,1720,0.25,0.2,490,31.7,0.221,0.073,0.048,4.36,0.3,60,47,6.3,1.5,94.5,3.7,153.6
"279",342,711037,7485190,0.419,838,1.88,1.5,53.3,0.03,0.216,2610,0.4,1.72,1.73,21.1,910,0.181,1000,0.7,510,146,0.323,40,33.2,790,23.5,4.66,1500,0.443,0.2,460,20.3,0.121,0.106,0.038,3.51,0.3,52.5,45.9,7.1,1.4,96.6,3.6,157.5
"280",343,502099,7630120,0.246,1480,0.999,2.58,97.1,0.01,0.162,3130,0.234,0.75,2.3,7.11,1410,0.223,1000,4.4,730,353,0.217,20,5.58,943,17,6.84,1440,0.2,0.5,520,32,1.48,0.12,0.112,4.2,0.9,66.9,45.3,6.2,1.2,89.5,3.8,129.2
"281",346,472310,7754510,0.093,3960,1.15,3.18,100,0.08,0.144,4590,0.313,4.49,7.42,9.23,3130,0.229,900,7.5,1130,170,0.247,60,11.6,852,18.2,4.14,1640,0.137,1.2,570,74.7,0.453,0.063,0.076,7.45,3,33.7,39.7,5.8,1.3,84.7,4.1,100.4
"282",347,745000,7468780,0.819,3650,1.53,2.68,116,0.13,0.275,4100,0.461,3.69,5.7,42.1,3240,0.205,1500,2.8,830,506,0.546,90,64.4,1310,35.9,10.7,1400,0.226,0.7,570,33.9,0.268,0.171,0.152,11.6,1.2,82.5,35,4.5,1.5,85,4.1,188.2
"283",348,448721,7465240,0.583,1630,1.17,2.05,83.2,0.03,0.376,2180,0.346,0.57,3.54,6.09,1460,0.243,1400,2.2,510,246,0.333,50,3.79,1130,36.2,10.9,1240,0.344,0.4,560,18.4,0.575,0.211,0.129,5.36,0.6,47.9,43.3,6.1,1.2,81.8,3.6,180.2
"284",349,443745,7790050,0.056,1580,0.638,2.79,41.2,0.03,0.095,2790,0.212,0.54,2.55,6.73,1360,0.17,1300,1.4,970,97.4,0.163,70,3.52,767,13.1,4.54,1670,0.109,0.4,580,20.8,0.389,0.053,0.078,3.3,0.8,33.6,40.5,5.4,1.3,86.7,3.8,124.2
"285",350,486256,7479730,0.363,1840,1.43,1.24,73.5,0.03,0.294,1840,0.297,1.26,5.58,5.17,2070,0.188,900,5.3,700,97.2,0.219,40,4.74,738,29,6.45,1100,0.187,0.9,520,16.5,2.43,0.124,0.199,7.42,1.3,47.7,39.4,5.2,1,82.4,3.6,128.4
"286",351,647829,7519250,0.384,1420,1.07,1.79,82.1,0.02,0.159,3880,0.325,1,2.38,9.21,1470,0.265,1000,1.8,650,215,0.273,60,8.09,856,19.9,4.47,1260,0.26,0.4,490,37.4,0.211,0.083,0.075,3.92,0.6,51.9,45,5.7,1.1,86.6,3.6,127.3
"287",352,518792,7767010,0.054,1060,0.794,1.87,75.8,0.01,0.053,3200,0.178,0.74,1.53,3.83,1070,0.208,600,1.6,1010,31.2,0.094,70,2.53,729,7.16,2.31,1660,0.095,0.4,450,41.2,0.349,0.035,0.057,2.7,0.5,58.6,45.9,6.2,1.3,92.8,3.8,96.8
"288",353,543432,7544100,0.093,940,0.716,1.88,53.9,0.01,0.188,2380,0.227,0.68,2.22,6.99,1100,0.226,1200,1.5,480,509,0.249,5,5.88,895,25.7,9.99,1350,0.283,0.3,510,12.8,0.188,0.179,0.044,3.76,0.6,74.3,47.4,6.4,1.3,93,3.6,161.3
"289",354,414050,7620250,0.143,2320,1.32,1.46,69.7,0.03,0.199,2790,0.209,3.61,6.62,7.41,2980,0.228,800,1.9,550,121,0.196,20,7.25,1120,24.8,6.57,1470,0.085,1,560,17.1,0.422,0.063,0.17,8.73,1.3,35.3,34.9,5.1,1.3,73.8,3.8,119.3
"290",355,446072,7501220,1.28,3270,11.6,3.02,77.8,0.09,0.261,2950,0.321,2.78,15.6,23.8,19800,0.19,1300,3.8,1110,865,1.31,10,11.8,1230,30.2,7.65,1210,0.307,1.7,600,12.3,0.64,0.16,0.431,30.8,1.7,63.2,35.8,5,1.5,65.9,3.9,134.8
"291",356,659679,7511060,0.427,815,0.783,1.74,57.8,0.01,0.15,2950,0.245,1.04,1.88,10.1,1460,0.273,1100,1.4,660,252,0.208,10,11.8,912,17.8,6.97,1360,0.274,0.3,520,25.7,0.146,0.102,0.061,4.41,0.4,38.4,45.5,6.3,1.4,94.1,3.6,154.8
"292",357,809293,7629510,0.083,1460,0.918,1.7,48.5,0.01,0.105,3110,0.259,1.92,2.55,15.2,1760,0.186,800,2,1250,25.5,0.222,130,30.4,876,13.1,3.45,1940,0.135,0.3,510,50,0.222,0.036,0.067,4.67,0.5,42.4,41.9,5.8,1.6,86.1,3.7,100.8
"293",358,696271,7526470,0.219,999,1.45,1.56,72.6,0.01,0.22,2820,0.382,1.5,2.04,16.1,1090,0.197,900,1.6,590,174,0.296,5,22.3,679,25.8,6.13,1610,0.287,0.2,480,25.2,0.235,0.091,0.051,5.16,0.4,55.2,43.8,6.3,1.4,93,3.6,122.7
"294",362,394150,7801800,0.04,674,0.456,4.42,61.7,0.01,0.084,4330,0.158,0.59,2.16,8.07,730,0.136,1200,0.9,1640,126,0.182,210,6.53,961,14.6,2.39,1840,0.223,0.2,510,31.9,0.127,0.035,0.049,2.82,0.4,33.8,47.7,6.6,1.5,95.8,3.9,141
"295",363,699335,7493900,0.328,1220,1.25,2.81,65,0.01,0.184,3690,0.39,2.6,2.13,21.2,1510,0.223,1300,1.5,850,306,0.328,40,31.1,942,18,7.83,1300,0.287,0.5,510,28.3,0.14,0.179,0.065,4.32,0.6,45.5,48.5,6.7,1.1,94.5,3.6,152.9
"296",364,393244,7410910,0.206,1780,1.62,2.53,142,0.03,0.331,2750,0.426,1.08,2.63,6.68,3890,0.25,1100,2.8,590,145,0.322,40,3.39,1190,31.8,8.05,1500,0.367,0.7,610,20.6,0.275,0.114,0.106,4.15,0.9,43.3,45.5,6.3,1.4,89.9,3.5,183.6
"297",365,511100,7839250,0.035,390,0.526,4.65,37.7,0.01,0.066,3670,0.179,0.29,0.54,7.2,480,0.258,800,0.35,1310,23,0.141,160,2.07,761,9.7,2.95,1920,0.159,0.1,330,22.1,0.081,0.034,0.034,1.39,0.2,39.8,48.5,6.6,1.5,97.4,4,95.1
"298",366,764494,7650470,0.115,1710,1.29,2.7,57.9,0.02,0.135,3070,0.322,2.62,2.31,26.2,1670,0.268,1000,3.7,910,66.4,0.293,80,40.2,913,16.5,4.03,1750,0.2,0.5,490,39.7,0.379,0.069,0.07,6.96,0.9,31.8,45.8,6.3,1.3,91.1,3.8,121.9
"299",367,734891,7577890,0.475,2260,1.12,4.66,179,0.07,0.166,9450,0.438,6.11,9.84,21.7,5260,0.243,1900,3.1,1520,1540,0.94,90,25,1450,54.9,14.7,1730,0.509,0.7,530,66.8,0.435,0.133,0.128,10.1,0.8,93.6,47.5,6.3,1.2,89.8,3.6,88.5
"300",368,463695,7598600,0.132,3220,1.08,1.82,106,0.09,0.182,2480,0.372,2.74,1.83,9.69,2430,0.265,800,2.1,620,102,0.223,50,7.17,1250,20.7,7.77,1670,0.252,0.9,570,26.8,0.174,0.098,0.096,3.13,1.2,57.9,46.7,6.5,1.6,94.3,3.6,138.7
"301",369,474428,7809370,0.082,894,0.501,3.05,47,0.01,0.058,3070,0.219,0.4,1.11,5.7,690,0.171,700,0.35,1540,27.4,0.139,150,2.15,792,8.16,2.37,2090,0.128,0.3,440,37.6,0.15,0.03,0.054,1.73,0.3,45.6,48.4,6.7,1.5,96.2,3.7,93.5
"302",370,494352,7509070,0.472,1050,1.38,2.35,56.8,0.01,0.246,3530,0.187,0.87,3.82,8.19,1220,0.23,1000,1.1,750,125,0.212,50,6.72,1120,22.9,5.95,2070,0.311,0.5,530,16.3,0.16,0.092,0.081,4.53,0.5,36.5,43.3,6.1,1.8,91.1,3.6,158.7
"303",371,685401,7683930,0.187,1520,1.36,2.4,84.2,0.02,0.146,3180,0.322,2.59,2.51,27.1,1400,0.215,1000,1.9,1160,53,0.476,80,51.3,927,18.1,4.66,1870,0.202,0.3,390,47.1,0.2,0.06,0.091,3.6,0.5,51.9,48.5,6.4,1.5,95.3,3.6,118.7
"304",372,773113,7574680,0.408,1930,2.06,2.45,79.8,0.04,0.229,3550,0.48,8,4.67,65.1,5260,0.325,1200,5.3,680,119,0.658,110,145,872,20,6.37,1410,0.259,0.6,560,53.3,0.365,0.139,0.115,6.6,1.3,61,46.4,6.4,0.9,89.7,3.6,161.7
"305",376,853146,7421710,0.333,1180,0.906,3.37,66.9,0.01,0.188,3200,0.436,1.26,2.59,14.8,1190,0.264,1500,1.8,790,364,0.357,50,21.6,1030,26.2,10.1,1410,0.343,0.4,600,26.4,0.203,0.139,0.052,5.95,0.6,58.2,38.5,5.6,1.3,83.5,3.9,167.7
"306",377,557776,7434100,0.4,1470,1.39,1.71,87.9,0.01,0.223,2130,0.322,0.77,3.73,6.55,1210,0.203,900,1.1,740,199,0.23,60,6.83,1010,29.3,7.84,1450,0.272,0.4,590,17,0.259,0.105,0.083,4.9,0.5,52.2,44.1,6,1.4,86.5,3.6,157
"307",378,854972,7517070,0.404,1440,1.31,1.8,86.1,0.01,0.218,2120,0.347,0.81,3.9,6.54,1190,0.193,900,1,740,220,0.233,60,6.55,993,29,7.93,1440,0.255,0.4,600,16.8,0.234,0.11,0.076,4.78,0.4,52.3,38.3,5.1,1.3,72.4,3.9,159.3
"308",380,631390,7549800,0.238,1430,1.05,1.58,105,0.01,0.208,2390,0.348,0.7,2.65,9.93,1240,0.286,1000,1.4,460,188,0.2,20,8.26,731,26.6,8.01,1090,0.236,0.3,450,33.1,0.136,0.157,0.035,3.23,0.5,47,44.2,5.8,1,89.3,3.6,142.5
"309",382,677234,7503110,0.487,2870,1.5,2.01,73.7,0.05,0.181,3480,0.226,2.21,5.41,10.6,6220,0.295,900,3,820,173,0.235,40,11.3,810,21.1,8.02,1170,0.215,1,530,26.7,0.354,0.17,0.103,10.6,1.3,52.2,40.6,5.5,1,78.3,3.7,105.7
"310",384,506550,7792700,0.052,1680,0.564,3.79,108,0.03,0.072,3720,0.168,0.76,2.37,6.39,1380,0.18,1100,1.2,990,71.5,0.134,70,3.68,903,8.79,4.39,1970,0.092,0.4,550,35.3,0.38,0.044,0.094,2.86,0.6,54,47.1,6.2,1.8,94.4,3.7,109.5
"311",386,693438,7434430,0.722,3040,2.88,1.24,93.6,0.05,0.215,3110,0.462,18.8,3.83,282,2440,0.393,300,3.3,400,175,0.649,40,584,751,15.7,2.22,1430,0.317,0.8,510,27.8,0.183,0.105,0.078,6.92,1.1,54,40.6,5.5,1.7,73.8,4.7,223
"312",387,643621,7587170,0.682,4870,1.14,2.46,110,0.13,0.2,3860,0.309,3.59,5.08,17.4,4970,0.242,1400,5.6,780,118,0.258,100,15,2040,21.9,8.81,1570,0.175,2.1,540,28.6,0.382,0.117,0.173,7.92,3.3,42.3,39.7,5.1,1.5,81.8,4.2,150
"313",388,661908,7525340,0.204,1230,1.41,2.17,59.6,0.01,0.25,3170,0.397,0.91,1.88,11.3,1280,0.276,1100,1.4,580,365,0.286,30,11.1,904,28.6,10.6,1420,0.359,0.3,440,17.4,0.197,0.292,0.065,4.43,0.4,48.6,47.8,6.4,1.2,93.5,3.7,140.5
"314",391,606107,7472930,0.18,1120,1.29,1.6,63,0.01,0.316,2060,0.403,0.52,3.48,5.74,1000,0.235,800,1.5,430,161,0.27,60,5.08,794,33.3,7.18,1330,0.368,0.3,590,21.6,0.312,0.176,0.068,4.64,0.4,56.2,45.9,6.3,1.2,91.6,3.5,145.4
"315",392,749081,7708080,0.047,2540,1.22,4.31,49.9,0.04,0.119,2760,0.406,1.27,2.61,9.64,1980,0.307,800,5.5,1330,19.3,0.268,220,10.5,746,15,2.51,1820,0.176,0.5,440,46.3,0.349,0.066,0.107,4.81,1.2,36.7,44.1,6.2,1.3,91.4,4.1,86.7
"316",393,442462,7757560,0.042,3430,0.517,1.77,32.7,0.05,0.062,3130,0.111,3.61,24.3,10.2,7040,0.201,1000,2.8,2160,175,0.12,170,12,789,7.83,6.09,1020,0.037,1.4,420,12.2,0.874,0.042,0.182,20.4,1.9,34.9,24.4,3.6,1,59.9,4,112.1
"317",394,833075,7694720,0.043,1050,0.786,3.04,33.8,0.01,0.073,3030,0.15,0.43,1.38,5.75,1180,0.281,600,2,1050,26,0.165,220,4.63,757,10.8,1.67,1720,0.129,0.4,400,41.9,0.517,0.038,0.107,2.73,0.6,42,42.3,5.6,1.4,81.3,4,85.3
"318",395,650230,7485220,0.37,3150,1.19,1.72,106,0.1,0.203,3270,0.364,3.28,1.56,8.26,1960,0.291,900,3.1,670,146,0.222,20,8.04,984,19.3,4.05,1510,0.383,0.6,450,41.9,0.212,0.084,0.124,4.79,1.1,38.9,46.9,6.1,1.3,95.9,3.9,116.7
"319",396,493653,7678350,0.11,3130,0.953,2.07,102,0.05,0.116,3410,0.255,1.59,1.61,6.22,1980,0.188,800,2.6,650,77.5,0.175,40,7,849,14.4,3.96,1570,0.185,0.6,480,34.7,0.262,0.063,0.045,3.55,1.2,52.3,45.6,6.2,1.4,94.2,3.9,115.4
"320",397,850935,7558530,0.28,1080,0.982,2.29,70.9,0.03,0.167,2220,0.339,1.52,1.94,19,1210,0.243,1600,2.9,580,277,0.368,40,26.5,1090,19.6,10.5,1500,0.297,0.3,460,63.2,0.226,0.119,0.092,4.24,0.8,53.1,47.8,6.2,1.4,94.7,3.7,171.8
"321",398,517343,7526460,0.291,2190,1.86,1.34,61.4,0.03,0.244,2100,0.396,1.41,2.55,5.75,3430,0.436,800,1.4,500,33,0.204,30,5.42,827,21.8,5.24,1590,0.254,0.6,520,17.7,0.251,0.137,0.084,3.7,0.6,38.7,45.7,6,1.4,93,3.6,154.1
"322",399,584700,7647900,0.176,1990,1.39,2.23,80.4,0.04,0.125,3110,0.267,1.13,2.2,10.9,2280,0.271,1000,4.4,610,84,0.295,50,10.2,644,14.8,6.98,1300,0.119,0.8,500,25.3,1.13,0.205,0.161,4.79,1.3,36.5,41.7,5.3,1,85,3.8,121.5
"323",400,551629,7712630,0.179,2560,1.41,1.4,142,0.05,0.16,3170,0.265,1.08,1.73,9.55,2020,0.265,700,3.2,770,51,0.225,60,8.81,845,18.7,4.38,1730,0.128,0.6,500,47.2,0.693,0.061,0.174,3.9,1.3,58.4,44.5,5.6,1.4,87.4,4,108.8
"324",401,791454,7640130,0.135,1200,1.21,3.11,66.1,0.01,0.143,3500,0.218,1.92,2.08,23.2,1110,0.265,800,2.2,950,48.1,0.22,80,37.8,871,15.8,3.55,1890,0.213,0.3,500,45.8,0.288,0.049,0.068,4.47,0.5,44.6,46.8,6.2,1.5,95.1,3.8,104.1
"325",406,514194,7480580,0.331,3230,1.31,2.02,89,0.06,0.203,4050,0.461,3.15,8.7,8.88,4850,0.269,1100,3.6,850,126,0.259,30,7.37,1300,22.2,5.89,1600,0.185,1.9,520,23.4,0.548,0.203,0.217,8.3,2.1,45.7,41.5,6.1,1.5,90,4,121.6
"326",407,735148,7541210,0.37,3550,3.35,3.09,61,0.04,0.329,6990,0.73,9.99,5.8,113,3290,0.264,1000,4.3,930,285,1.23,150,213,793,27.9,4.3,1740,0.372,0.7,590,27.1,0.385,0.119,0.145,10.3,1.4,50.1,45.1,5.9,1.6,90.5,4.1,180.1
"327",408,482101,7847290,0.209,758,1.03,4.3,62,0.01,0.142,3220,0.227,0.36,0.94,7.2,730,0.308,1000,0.9,1670,64.1,0.311,280,3.05,890,21.6,3.13,2050,0.238,0.2,480,44.2,0.141,0.063,0.076,2.5,0.4,45.2,46.6,6.7,1.5,95.7,4.1,108.1
"328",409,406188,7598130,0.114,1990,1.07,1.28,70.4,0.06,0.216,2630,0.262,0.66,3.54,5.31,1840,0.199,1000,2.8,600,122,0.21,60,4.12,1220,21.1,10.3,1510,0.125,0.6,600,22.6,0.731,0.091,0.198,5.44,1,36.8,41.4,6,1.4,85,3.8,154.5
"329",410,553128,7443090,0.946,3360,1.77,1.62,73.5,0.06,0.252,2470,0.699,4.97,21.5,13,8050,0.234,1100,2.5,1230,155,0.432,80,16.7,1400,34.4,6.41,1630,0.179,2,630,14.7,0.49,0.148,0.182,12.5,1.5,41.6,38.4,5.6,1.4,80.4,3.9,147.7
"330",411,625776,7636070,0.356,917,1.28,1.8,129,0.01,0.172,2720,0.325,1.05,1.74,11.8,1060,0.225,1100,1.1,540,218,0.232,50,14.5,913,17.4,5.58,1480,0.229,0.3,550,30.3,0.183,0.081,0.042,3.18,0.4,59,46.3,6.4,1.2,94.7,3.7,147.7
"331",412,592915,7790280,0.102,1810,1.03,4.09,94,0.04,0.111,3120,0.266,1.14,1.88,6.9,1250,0.354,1300,1.4,950,295,0.133,80,5.55,1080,14.7,4.95,1720,0.185,0.4,570,19.7,0.334,0.1,0.058,3.19,0.5,55.7,46,6.5,1.4,92.2,3.9,123.3
"332",413,616800,7822800,0.077,5320,1.79,9.46,52.9,0.23,0.107,2530,0.11,1.82,5.85,9.41,7240,0.312,2800,4.5,2500,125,0.294,170,6.66,1020,11.1,11.7,1750,0.066,1.5,660,37.2,1.38,0.09,0.337,10.3,3.1,37.9,46.2,6.9,1.6,78.5,4.1,86.1
"333",414,640450,7675990,0.101,1400,3.19,2.45,85.9,0.01,0.208,4060,0.268,4.67,5.72,59.5,5900,0.223,1100,3.2,820,1090,1,30,87.2,926,18.9,5.54,1650,0.159,0.5,430,25.8,0.562,0.11,0.147,11.4,0.8,39.8,41.5,6,1.4,79.8,4.1,131.6
"334",415,753970,7530680,0.645,4770,3.92,3.92,133,0.17,0.36,4450,0.613,28.8,12.8,251,7980,0.289,1300,17.5,800,298,1.93,140,559,1370,21,7.06,1700,0.351,1.4,460,83.3,0.663,0.222,0.403,16.9,4.8,48.2,41.3,6,1.4,86.4,4.3,122.8
"335",416,673124,7675890,0.101,711,2.02,2.69,62.7,0.01,0.178,3450,0.378,4.99,3.06,69.1,1440,0.235,1200,1.3,1050,168,0.312,60,115,1060,18.1,5.19,1910,0.22,0.3,430,31.4,0.17,0.08,0.043,5.05,0.4,67.5,47.1,6.5,1.4,95.4,3.7,143.2
"336",417,663618,7499480,0.346,2220,1.19,1.64,61.4,0.02,0.215,2760,0.284,1.3,2.7,9.71,2370,0.267,1100,2,610,218,0.245,40,11.3,871,24.9,10.4,1000,0.249,0.5,490,35.3,0.247,0.221,0.076,6.56,0.6,47.5,45,6,0.9,88.7,3.7,151.9
"337",418,562025,7540950,0.123,1680,1.02,2.07,106,0.01,0.187,2940,0.208,0.98,2.68,8.35,1820,0.233,1000,2,560,571,0.214,10,5.96,939,25.4,5.41,1770,0.259,0.7,510,18.6,0.339,0.103,0.067,5.19,0.8,95,44.5,6.1,1.5,88.8,4,127.9
"338",421,399891,7515360,0.218,1300,1.51,1.78,81.6,0.01,0.322,3230,0.343,0.99,3.08,7.2,1760,0.242,1300,0.9,680,267,0.256,60,4.51,961,30,9.8,1440,0.29,0.4,510,16.9,0.234,0.144,0.077,7.39,0.5,58.6,46,6.1,1.2,91,3.7,168.5
"339",422,575100,7637100,0.281,2110,1.29,2.03,73,0.01,0.175,2750,0.256,0.84,2.88,8.16,2130,0.278,700,2.8,720,219,0.179,50,8.06,855,16.4,2.93,1380,0.172,0.6,540,23.1,0.752,0.075,0.066,5.23,0.9,37.5,46,6.1,1.2,89.5,3.9,109
"340",423,406350,7648600,0.108,2390,0.85,1.65,56.8,0.04,0.165,2790,0.273,0.67,3.05,5.88,1730,0.279,800,2,600,118,0.151,20,3.62,1030,19.8,4.64,1510,0.184,0.5,460,22.8,0.582,0.059,0.15,4.92,0.9,48.6,42.4,5.9,1.4,88.4,3.9,113.3
"341",424,701633,7670140,0.422,2810,1.12,1.84,98.2,0.09,0.118,4470,0.402,4.21,2.95,19.5,3130,0.21,1100,5.6,890,83.5,5.12,60,25.1,1190,13,6.77,1860,0.152,1,460,50.7,0.425,0.121,0.251,4.97,1.9,42,46,6.2,1.5,94.1,4.1,141.6
"342",425,646549,7437130,0.202,1730,0.689,0.88,50.4,0.01,0.129,1820,0.219,0.72,2.8,8.53,1580,0.163,1000,1.1,440,115,0.196,50,6.45,848,21.8,6.27,1270,0.226,0.3,460,17.9,0.158,0.086,0.039,4.14,0.4,47.1,42.3,5.3,1.2,89.5,3.6,137.8
"343",427,795826,7593390,0.198,2500,1.44,1.25,67.8,0.04,0.178,2520,0.323,5,3.7,45.3,3230,0.237,1100,3.8,820,52,0.378,50,95,1220,17.9,5.23,1860,0.171,0.7,510,39.1,0.361,0.062,0.1,6.06,1.1,39.3,44.3,6,1.5,90.8,3.9,136.1
"344",428,781927,7609030,0.229,993,1.93,2.51,97.2,0.01,0.207,4730,0.393,4.26,3.64,46.5,1820,0.209,1100,3,1100,78,0.492,40,85.9,794,17.1,4.76,1820,0.222,0.4,440,52.6,0.197,0.065,0.056,5.68,0.7,50.6,44.3,6.1,1.3,89.6,4,116.7
"345",429,685992,7663580,0.14,5530,1.01,1.67,57.4,0.05,0.093,1570,0.248,2.64,1.78,20.3,2140,0.208,900,14.1,460,56.9,0.234,30,27.3,1260,12.8,5.39,1800,0.187,0.8,370,21.6,0.49,0.078,0.189,2.27,3.4,23,46.4,6.5,1.5,96.1,3.9,116.7
"346",430,727133,7549180,0.129,5420,1.56,1.6,83.2,0.03,0.155,3590,0.441,2.61,3.72,20.1,3510,0.24,1100,3.4,570,163,0.323,40,29.9,991,19.7,6.64,1770,0.146,0.8,510,23.8,0.28,0.095,0.078,8.23,1.4,59.4,42.6,6.2,1.5,87.1,4.2,90.3
"347",432,765916,7400110,0.658,858,0.746,3.45,69.7,0.01,0.119,2930,0.286,1.61,1.85,12.2,1520,0.25,1400,1.3,830,318,0.41,60,15.1,1050,15.3,12.1,1410,0.239,0.3,440,19.9,0.125,0.107,0.058,3.21,0.4,56.8,47.8,6.6,1.3,95.7,3.8,167.2
"348",436,469463,7479330,0.16,2040,1.42,1.71,62,0.03,0.347,2140,0.292,0.81,3.82,5.95,1900,0.236,900,1.4,580,135,0.277,40,4.83,791,35.1,10.2,1250,0.263,0.4,530,18,0.326,0.208,0.089,5.7,0.7,40.2,44.6,6.4,1,90.9,3.5,161.2
"349",437,633082,7487970,0.204,3720,1.08,1.65,58.7,0.03,0.2,1890,0.21,1.57,10.4,8.4,4290,0.216,1000,2.3,840,166,0.247,50,14.6,843,21.7,13.3,1240,0.097,0.8,520,21.7,0.513,0.115,0.161,11.9,0.9,45.6,38.1,5.6,1.3,81.2,3.7,164.6
