"","ID","XCOO","YCOO","Ag","Ag_INAA","Al","Al2O3","As","As_INAA","Au_INAA","B","Ba","Ba_INAA","Be","Bi","Br_IC","Br_INAA","Ca","Ca_INAA","CaO","Cd","Ce_INAA","Cl_IC","Co","Co_INAA","EC","Cr","Cr_INAA","Cs_INAA","Cu","Eu_INAA","F_IC","Fe","Fe_INAA","Fe2O3","Hf_INAA","Hg","Hg_INAA","Ir_INAA","K","K2O","La","La_INAA","Li","LOI","Lu_INAA","wt_INAA","Mg","MgO","Mn","MnO","Mo","Mo_INAA","Na","Na_INAA","Na2O","Nd_INAA","Ni","Ni_INAA","NO3_IC","P","P2O5","Pb","pH","PO4_IC","Rb","S","Sb","Sb_INAA","Sc","Sc_INAA","Se","Se_INAA","Si","SiO2","Sm_INAA","Sn_INAA","SO4_IC","Sr","Sr_INAA","SUM_XRF","Ta_INAA","Tb_INAA","Te","Th","Th_INAA","Ti","TiO2","U_INAA","V","W_INAA","Y","Yb_INAA","Zn","Zn_INAA","ELEV","COUN","ASP","TOPC","LITO","Al_XRF","Ca_XRF","Fe_XRF","K_XRF","Mg_XRF","Mn_XRF","Na_XRF","P_XRF","Si_XRF","Ti_XRF"
"453",577,623500,7745100,0.009,2.5,9680,14.4,0.4,0.25,0.001,1.5,37.5,670,0.32,0.04,0.001,5.4,4700,20000,3.23,0.025,54,0.001,6.5,10,0.29,35,76,0.5,26.9,1.1,5e-04,15700,26900,4.08,4,0.01,0.5,0.0025,1500,2.19,23,30,13.3,1.47,0.18,38.16,6710,1.96,168,0.06,0.1,0.5,280,30100,3.96,19,22.1,10,5e-04,819,0.17,2.1,5.6,0.002,50,25,0.005,0.05,3.2,11,0.037,1.5,140,67.4,4,50,4,21.2,250,99.41,0.25,0.25,0.007,9,6.4,1140,0.49,1.7,39.3,0.5,6.1,1.2,36.5,89,45,2,2,68,20,7.62,2.3,2.85,1.81,1.18,0.046,2.93,0.074,31.5,0.293
"454",578,603334,7781960,0.005,2.5,4850,7.11,2.3,2.7,0.003,3,23,360,0.36,0.077,0.001,1.7,220,5000,0.42,0.018,40,0.003,6.6,7,0.3,11.2,28,1,13.2,0.6,5e-04,15600,18300,2.42,7,0.03,0.5,0.0025,600,1.85,6.8,19,7,1.41,0.31,35.38,1760,0.49,343,0.05,0.1,0.5,40,11600,1.36,14,9.3,10,5e-04,212,0.05,4.4,5.7,0.002,55,30,0.024,0.2,2.1,5.4,0.093,1.5,110,83.18,2.5,50,5,4.3,250,98.74,1.1,0.25,0.01,6,6.4,137,0.41,2.3,14,0.5,4.3,2.1,23.3,25,160,2,8.45084745762712,35,9,3.76,0.3,1.69,1.53,0.29,0.038,1,0.021,38.87,0.245
"455",579,785075,7647760,0.005,2.5,5690,14.33,0.2,0.25,0.001,1.5,25.6,370,0.12,0.011,0.001,3.4,2270,30000,4.11,0.016,36,0.001,4.7,11,0.23,21.5,130,0.5,9.3,0.8,5e-04,9320,28200,4.19,5,0.01,0.5,0.0025,900,1.21,7.6,18,4.1,0.85,0.22,33.13,2170,1.86,84.2,0.07,0.1,6,270,30800,3.68,14,16.3,10,5e-04,380,0.11,0.7,5.8,0.002,44,18,0.005,0.05,1.3,12,0.019,1.5,110,68.88,2.5,50,2,13.7,800,99.67,1.4,0.25,0.008,3,5.2,468,0.38,0.25,22.9,0.5,2.3,1.4,9.8,25,230,3,0,34,4,7.58,2.93,2.93,1,1.12,0.054,2.73,0.048,32.19,0.227
"456",581,558726,7401310,0.004,2.5,6740,11.34,0.5,0.25,0.001,1.5,20.5,480,0.19,0.026,0.001,3.7,1290,20000,2.13,0.012,31,0.003,4.8,9,0.32,40.7,100,0.5,6.8,0.6,5e-04,13400,22900,3.08,5,0.02,0.5,0.0025,600,2.07,14.4,17,4.7,1.29,0.21,36.2,3020,1.39,83,0.04,0.1,3,120,24400,3.02,10,13.8,10,5e-04,176,0.05,1.5,6.2,0.002,59,24,0.017,0.05,2.2,9.2,0.012,1.5,90,74.78,1.9,50,6,4.4,250,99.63,0.25,0.25,0.0015,9,6.1,914,0.44,2.4,31.7,0.5,4.4,1.4,7.6,25,245,1,14,51,7,6,1.52,2.15,1.71,0.83,0.03,2.24,0.021,34.95,0.263
"457",582,579700,7782700,0.006,2.5,10500,8.72,4.4,5.8,0.001,6,26.3,330,0.71,0.125,0.001,6,340,5000,0.25,0.015,54,0.002,9.5,10,0.47,15.2,38,3,12,0.7,5e-04,21700,22700,3.22,7,0.03,0.5,0.0025,1500,2.54,6.1,28,14.7,2.92,0.34,32.37,3140,0.81,335,0.04,0.2,1,40,7300,0.81,19,15.5,10,5e-04,555,0.11,6.8,5.7,0.002,87,50,0.068,0.3,2.7,6.7,0.079,1.5,140,78.42,3.5,50,6,6.1,250,98.28,0.5,0.25,0.019,5,8.4,80.4,0.44,2.4,17.7,0.5,6.1,2.3,53.3,25,80,2,14,25,9,4.61,0.17,2.25,2.1,0.48,0.03,0.6,0.048,36.65,0.263
"458",583,664255,7710900,0.007,2.5,11500,13.47,1.1,0.25,0.001,1.5,32.5,560,0.26,0.074,0.001,14,2320,30000,2.98,0.024,35,0.003,11.7,16,0.36,26.8,64,2,35.7,0.9,5e-04,18900,32700,4.5,3,0.02,0.5,0.0025,1400,1.82,13.2,20,11.1,2.59,0.23,31.47,4700,1.76,236,0.07,0.3,0.5,90,29900,3.61,13,19.1,10,5e-04,427,0.1,4.6,5.7,0.002,36,67,0.005,0.05,2.5,12,0.052,1.5,100,67.73,2.5,50,9,9.3,250,99.11,1.2,0.25,0.013,7,5.6,1250,0.48,0.25,39.1,0.5,3.9,1.3,28.2,25,110,3,2,38,20,7.12,2.12,3.14,1.51,1.06,0.054,2.67,0.043,31.65,0.287
"459",586,672812,7488610,0.021,2.5,8070,14.09,0.4,0.25,0.001,1.5,32.3,430,0.19,0.063,0.001,2,1580,20000,3.62,0.016,14,0.001,4.1,9,0.22,24,93,1,8.9,0.6,5e-04,9840,20900,3.87,4,0.01,0.5,0.0025,800,1.44,6.6,7.8,10.2,1.39,0.09,34.59,2540,1.69,89.1,0.06,0.1,0.5,130,31500,3.73,7,13,10,5e-04,358,0.08,1.3,6.1,0.002,51,19,0.015,0.2,1.9,8.1,0.01,1.5,90,68.61,1.2,50,6,5.7,250,99.04,0.25,0.25,0.01,4,2.8,726,0.47,1.4,22.3,0.5,2.2,1,15.8,62,250,3,32,52,1,7.45,2.58,2.7,1.19,1.01,0.046,2.76,0.034,32.06,0.281
"460",592,836289,7506400,0.008,2.5,14400,14.96,0.9,1.8,0.002,1.5,92.8,720,1.32,0.018,0.001,0.25,2350,5000,2.81,0.028,230,0.002,6.4,9,0.38,44.1,99,1,14.7,2.6,5e-04,12400,34600,4.94,17,0.01,0.5,0.0025,1500,3.45,66.6,140,7.6,2.48,0.35,32.63,3680,1.53,302,0.13,0.2,0.5,270,35500,4.46,72,21.8,120,5e-04,304,0.11,1.9,6.4,0.002,100,30,0.031,0.3,1.7,8.1,0.005,1.5,100,63.85,8.9,50,8,133,250,99.58,11,1,0.0015,12,16,1180,0.86,3.6,26,0.5,15.4,2.5,32.6,57,220,3,4,45,52,7.91,2,3.45,2.86,0.92,0.1,3.3,0.048,29.84,0.515
"461",593,535635,7527410,0.002,2.5,14400,11.87,1,1.2,0.004,1.5,123,660,0.43,0.016,0.001,4.2,1720,20000,2.91,0.028,88,0.003,16.4,24,0.44,51.8,140,0.5,23.6,1.4,5e-04,56400,66700,10.84,5,0.03,0.5,0.0025,1900,1.85,23.6,41,5.5,3.35,0.29,37.02,4630,2.39,1020,0.2,0.7,4,100,15900,1.89,31,22.6,10,5e-04,982,0.24,0.7,5.7,0.002,53,34,0.01,0.05,5.3,15,0.043,1.5,120,62.8,5.4,50,7,16.1,250,99.23,0.25,0.6,0.007,12,6.6,995,0.89,2.9,65.8,0.5,8.1,2.3,23.5,87,270,1,14,64,51,6.28,2.07,7.58,1.53,1.44,0.154,1.4,0.104,29.35,0.533
"462",594,501849,7504420,0.003,2.5,11900,12.13,1.2,1.7,0.001,1.5,26.8,380,0.25,0.023,0.001,5.4,1740,30000,3.73,0.017,25,0.001,12.2,26,0.32,132,420,0.5,32.7,0.7,5e-04,23300,50200,6.65,5,0.01,0.5,0.0025,1200,1.26,10.1,14,4.4,2.71,0.27,31.78,6080,3.91,136,0.09,0.1,0.5,160,30300,3.31,11,47,100,5e-04,202,0.05,0.6,5.8,0.002,35,25,0.005,0.2,4.1,21,0.062,1.5,100,65.13,2.3,50,5,5.5,250,99.75,1,0.7,0.004,5,3.3,994,0.78,0.25,52.1,0.5,4.2,1.9,12.1,25,230,1,4,51,51,6.42,2.66,4.65,1.04,2.35,0.069,2.45,0.021,30.44,0.467
"463",595,686609,7579210,0.008,2.5,18700,16.58,0.4,0.25,0.001,1.5,162,530,0.24,0.007,0.001,2.8,6750,50000,5.86,0.022,81,0.001,15.2,28,0.38,28.8,110,0.5,58.7,1.4,5e-04,27700,62300,8.7,7,0.01,0.5,0.0025,3500,1.19,15.3,31,15.8,3.05,0.41,33.46,9660,3.65,265,0.12,0.1,0.5,410,27800,3.42,27,26.3,10,5e-04,1060,0.24,0.8,6,0.002,28,24,0.005,0.05,3.3,18,0.017,1.5,120,54.87,5.4,50,2,14.8,250,98.64,1.3,0.8,0.0015,5,1.9,1880,0.96,1.1,61.4,0.5,5.4,2.8,43.9,186,140,3,3,38,1,8.77,4.18,6.08,0.98,2.2,0.092,2.53,0.104,25.64,0.575
"464",596,570171,7522260,0.005,2.5,11600,13.06,0.6,1.1,0.001,1.5,23.3,700,0.23,0.071,0.001,3.9,300,5000,1.47,0.009,33,0.001,3.8,6,0.33,18.4,63,2,6.5,0.6,5e-04,9200,16200,2.48,4,0.01,0.5,0.0025,600,2.78,10.9,16,14.7,2.69,0.15,31.22,1870,0.92,84,0.03,0.1,0.5,40,23000,2.95,8,10.3,10,5e-04,106,0.03,2,5.5,0.002,120,27,0.018,0.05,1.6,5.5,0.019,1.5,130,73.7,1.8,50,4,2.7,250,100.47,0.25,0.25,0.009,8,9,624,0.36,2.2,19.2,0.5,2.7,1.1,17.2,25,275,1,2,67,1,6.91,1.05,1.73,2.3,0.55,0.023,2.18,0.013,34.44,0.215
"465",597,544482,7748420,0.009,2.5,3940,12.94,0.2,0.25,0.001,1.5,14.4,540,0.1,0.022,0.001,7.7,1880,20000,3.42,0.022,26,0.002,2,10,0.23,7.9,59,1,6.8,0.9,5e-04,6040,32700,4.54,4,0.01,0.5,0.0025,400,1.32,8.2,16,2.8,1.09,0.38,32.91,1450,1.69,61.7,0.08,0.1,0.5,130,27700,3.2,13,4.2,10,5e-04,387,0.09,1.3,5.5,0.002,45,21,0.005,0.05,1.3,15,0.005,1.5,90,70.64,2.5,50,3,5.5,250,99.48,0.25,0.25,0.0015,1.5,3.3,383,0.47,1,12.6,0.5,3.6,2.5,9.5,25,220,1,12,55,20,6.84,2.44,3.17,1.09,1.01,0.061,2.37,0.039,33.01,0.281
"466",598,814146,7580900,0.008,2.5,10300,15.37,0.3,0.25,0.001,1.5,53.9,500,0.22,0.017,0.001,3.3,2750,30000,3.91,0.028,44,0.004,7.8,14,0.25,30.4,120,0.5,19.1,1,5e-04,13600,31200,4.34,5,0.01,0.5,0.0025,1900,1.52,12.2,24,7.2,1.51,0.22,32.93,3830,1.87,122,0.07,0.1,0.5,300,33300,3.86,18,21.7,10,5e-04,493,0.11,0.9,5.8,0.002,37,21,0.005,0.05,2.3,12,0.012,1.5,120,68.12,3.3,50,3,19.9,250,101.16,0.25,0.25,0.0015,5,6,947,0.47,0.25,33.7,0.5,3.4,1.4,21.9,106,195,3,0,44,20,8.13,2.79,3.03,1.26,1.12,0.054,2.86,0.048,31.83,0.281
"467",601,551960,7875100,0.011,2.5,13800,12.76,4.8,6.1,0.002,1.5,13.1,640,0.25,0.229,0.001,56,820,5000,0.18,0.017,70,0.006,9.6,11,1.12,14.8,53,4,15.6,1,5e-04,44800,49600,7.02,10,0.04,0.5,0.0025,1500,2.93,20.5,26,7.8,9.54,0.67,35.46,3520,1.02,390,0.07,0.3,0.5,40,11200,1.42,21,14.8,10,0.0036,938,0.22,13.6,5.4,0.002,120,146,0.656,3,1.1,11,0.336,1.5,100,63.82,4.2,50,10,9.3,250,99.79,0.25,0.7,0.017,12,15,565,0.82,4.1,18,0.5,5.9,4.2,39.7,65,60,2,1,41.9101694915254,10,6.75,0.12,4.9,2.43,0.61,0.054,1.05,0.096,29.82,0.491
"468",602,505348,7390690,0.01,2.5,5660,12.84,0.3,0.25,0.001,1.5,19.5,620,0.32,0.014,0.001,2.4,870,10000,2.14,0.012,41,0.002,3.2,7,0.39,21.5,61,0.5,6.5,0.7,5e-04,10300,19400,2.68,6,0.04,0.5,0.0025,300,2.81,15.3,21,5.6,1.32,0.22,35.38,1740,1,59.7,0.04,0.1,0.5,100,28900,3.4,14,8,10,5e-04,189,0.04,1.3,5.7,0.002,79,35,0.005,0.05,1.5,7.5,0.04,1.5,120,72.88,2.1,50,8,3.6,250,99.57,1.2,0.25,0.0015,8,8.2,688,0.41,0.8,19.6,0.5,5,1.2,6.8,25,190,1,1,55,7,6.79,1.52,1.87,2.33,0.6,0.03,2.52,0.017,34.06,0.245
"469",603,488405,7759360,0.035,2.5,16700,13.28,0.5,0.25,0.001,1.5,79.1,530,0.33,0.39,0.001,8.7,1010,10000,2.23,0.037,40,0.005,8.1,13,0.6,57.4,130,0.5,74.7,0.9,5e-04,77700,84900,12.19,4,0.02,0.5,0.0025,2300,1.59,8,22,8.4,5.65,0.26,34.04,6890,2.2,128,0.05,1.7,4,140,19900,2.49,18,31.1,10,5e-04,439,0.12,1.4,5.3,0.002,40,386,0.16,0.05,5.4,14,0.958,1.5,140,59.23,3,50,11,6.1,250,99.64,0.25,0.25,0.016,14,6,1420,0.61,0.25,81.9,0.5,3.2,1.5,45.4,113,180,1,1,45,31,7.02,1.59,8.52,1.32,1.32,0.038,1.84,0.052,27.68,0.365
"470",604,532500,7784500,0.017,2.5,11600,14.37,0.5,1.6,0.001,1.5,67.4,450,0.23,0.018,0.001,6.6,2290,20000,3.58,0.021,37,0.001,8,15,0.34,46.1,140,1,26.5,1,5e-04,18400,42200,6.53,5,0.01,0.5,0.0025,1100,1.52,10.6,23,8.3,2.33,0.34,32.23,5920,3.11,124,0.08,0.1,0.5,190,24000,2.96,16,27.4,10,5e-04,519,0.12,1.1,5.7,0.002,42,34,0.005,0.05,2.8,17,0.062,1.5,90,64.88,3.2,50,2,8.2,250,100.16,0.25,0.25,0.007,5,4.6,927,0.68,1.2,45.1,0.5,4.6,2.2,26.1,25,70,2,0,38,10,7.6,2.55,4.56,1.26,1.87,0.061,2.19,0.052,30.32,0.407
"471",605,402010,7722710,0.004,2.5,3280,12.13,0.2,0.25,0.001,1.5,19.3,560,0.08,0.014,0.001,4,1460,30000,2.94,0.013,36,0.001,3.3,8,0.24,9.4,47,0.5,8.5,0.8,5e-04,6190,19300,2.85,5,0.01,0.5,0.0025,1100,1.64,8.3,20,4.8,0.79,0.14,32.47,1790,1.07,75.5,0.04,0.1,0.5,90,33900,3.68,14,6.2,10,5e-04,362,0.09,1.8,5.4,0.002,38,12,0.005,0.05,0.8,7.9,0.016,1.5,100,73.58,2.4,50,3,5.1,250,99.15,0.25,0.25,0.0015,5,3.8,389,0.34,0.25,12.6,0.5,2,1,9.2,52,400,2,0,41,1,6.42,2.1,1.99,1.36,0.64,0.03,2.73,0.039,34.39,0.203
"472",607,728750,7604730,0.005,2.5,7640,14.97,0.2,0.25,0.001,1.5,74.4,470,0.16,0.012,0.001,11,2230,40000,4.58,0.023,50,0.003,7.8,15,0.33,33.8,190,0.5,19.3,1.1,5e-04,11300,33800,4.86,5,0.01,0.5,0.0025,1600,0.99,10.4,25,5.5,1.87,0.23,37.1,5150,2.73,85.6,0.07,0.1,0.5,170,31500,3.83,15,43,10,5e-04,667,0.16,1.3,5.8,0.002,31,41,0.005,0.05,1.7,13,0.034,1.5,110,64.97,3.4,50,4,12.4,250,99.48,0.25,0.6,0.005,3,3.1,700,0.46,1.1,29,0.5,2.5,1.7,16.6,91,170,3,0,50,20,7.92,3.27,3.39,0.82,1.64,0.054,2.84,0.069,30.36,0.275
"473",608,655175,7608800,0.003,2.5,10100,15.05,0.2,0.25,0.001,1.5,67.2,700,0.16,0.012,0.001,4.5,1940,40000,3.57,0.016,58,0.001,8.3,21,0.3,32.6,210,0.5,21,1.4,5e-04,14700,62100,8.11,7,0.01,0.5,0.0025,1200,1.44,10.6,31,4.4,1.81,0.73,35.28,3530,3.36,95.3,0.1,0.3,0.5,220,21400,2.35,20,22.6,10,5e-04,415,0.11,1.2,5.9,0.002,32,35,0.005,0.2,2.6,25,0.04,1.5,120,62.86,4.7,50,4,6.2,250,99.6,0.25,1,0.0015,5,6.4,773,0.84,0.25,40.6,0.5,4.2,4.7,18.1,112,100,3,32,61,32,7.96,2.55,5.67,1.19,2.02,0.077,1.74,0.048,29.38,0.503
"474",609,629082,7613580,0.003,2.5,6010,15.07,0.1,0.25,0.001,1.5,51.8,670,0.16,0.009,0.001,2.5,2620,30000,4.09,0.021,69,0.001,5.7,14,0.21,27.3,95,0.5,6.6,1.8,5e-04,14100,50400,6.75,8,0.01,0.5,0.0025,900,1.26,12.5,38,3.1,0.89,0.54,34.02,1850,2.45,77,0.09,0.1,0.5,200,24600,2.75,29,12.7,10,5e-04,942,0.18,1.4,5.7,0.002,31,27,0.005,0.05,1.8,20,0.021,1.5,130,66.17,5.2,50,1,7.7,250,100.62,0.25,0.8,0.0015,4,5.2,631,0.92,0.25,54.6,0.5,6.9,3.5,18.5,84,150,3,2,36,32,7.97,2.92,4.72,1.04,1.47,0.069,2.04,0.078,30.92,0.551
"475",610,602200,7710470,0.006,2.5,7010,14.07,1.1,2,0.004,1.5,20.7,370,0.13,0.039,0.001,4.6,2910,30000,4.08,0.031,24,0.001,5.1,13,0.3,12.6,55,1,15.8,0.7,5e-04,9900,32900,4.66,4,0.02,0.5,0.0025,500,1.06,7.1,10,5.3,1.48,0.25,35.26,2780,1.77,115,0.08,0.1,0.5,210,32200,3.78,9,9.5,10,5e-04,471,0.1,1.7,5.6,0.002,31,27,0.015,0.05,2.2,14,0.059,1.5,150,69.51,1.9,50,4,6.5,250,101.12,0.25,0.25,0.008,4,2.9,599,0.53,0.25,22.8,0.5,3.3,1.6,13.2,84,105,2,2,42,20,7.44,2.91,3.25,0.88,1.06,0.061,2.8,0.043,32.48,0.317
"476",611,780361,7508510,0.007,2.5,12900,14.24,0.6,0.25,0.001,1.5,91.7,590,0.64,0.018,0.001,3.5,3320,30000,4.23,0.034,64,0.001,7.2,17,0.35,32.6,200,0.5,30.9,1.1,5e-04,13300,38100,5.46,6,0.02,0.5,0.0025,1300,1.79,13.2,21,5.5,2.05,0.26,37.6,4130,2.66,195,0.1,0.1,0.5,490,28600,3.4,16,21.5,10,5e-04,478,0.11,1.5,5.8,0.002,48,23,0.005,0.05,2.3,14,0.028,1.5,120,64.86,2.8,50,9,54.2,250,99.52,1.5,0.25,0.005,9,3.9,875,0.62,1.8,28.3,0.5,4.7,1.6,21.8,94,230,3,14,29,52,7.53,3.02,3.81,1.48,1.6,0.077,2.52,0.048,30.31,0.371
"477",612,649606,7536100,0.006,2.5,4470,13.38,0.1,0.25,0.001,1.5,16.4,690,0.13,0.014,0.001,3.2,780,20000,1.97,0.024,16,0.001,1.6,7,0.31,5.9,86,0.5,2.8,0.5,5e-04,3990,18000,1.52,5,0.01,0.5,0.0025,300,2.77,4.5,9.3,7.6,1.18,0.14,33.06,890,0.59,54.4,0.02,0.1,0.5,60,32100,3.61,10,5.5,10,0.0015,114,0.03,1.4,5.9,0.002,77,15,0.005,0.05,0.6,6.2,0.005,1.5,250,74.67,1.3,50,5,8.5,250,99.88,0.25,0.25,0.0015,4,4.6,270,0.15,0.25,7.3,0.5,0.9,0.7,13,58,180,3,1,40,1,7.08,1.4,1.06,2.29,0.35,0.015,2.67,0.013,34.9,0.089
"478",613,607560,7746540,0.005,2.5,5900,14.8,0.3,0.25,0.001,1.5,20.2,670,0.23,0.03,0.001,3.4,2180,20000,2.51,0.016,29,0.002,4.1,8,0.23,10.7,40,0.5,8.3,0.6,5e-04,11500,20900,2.85,3,0.01,0.5,0.0025,1000,2.67,9.9,16,15.4,1.06,0.14,31.29,3750,1.07,125,0.04,0.1,0.5,80,36500,4.31,12,8.8,10,5e-04,351,0.07,1.6,5.9,0.002,90,24,0.005,0.05,1.5,6.7,0.005,1.5,140,71.32,2.2,50,1,7,800,101.05,0.25,0.25,0.0015,7,5.9,779,0.34,0.25,25.7,0.5,3.6,1,24.9,25,50,2,0,71,107,7.83,1.79,1.99,2.21,0.64,0.03,3.19,0.03,33.33,0.203
"479",616,418200,7633500,0.005,2.5,7300,12.82,0.5,2.2,0.001,1.5,34.3,460,0.18,0.024,0.001,0.25,3110,40000,6.18,0.033,24,0.002,10,33,0.25,59.6,240,0.5,34.4,1,5e-04,15400,66700,9.32,4,0.01,0.5,0.0025,900,1.06,7.9,13,3.7,1.24,0.34,29.69,3990,4.49,164,0.14,0.1,0.5,270,27200,3.05,10,32.7,10,5e-04,336,0.09,1.4,6,0.002,25,21,0.01,0.05,3.2,26,0.069,1.5,130,60.43,2.7,50,1,7.1,250,99.94,1,0.25,0.013,4,3.4,938,1.13,2,41.2,0.5,3.4,2,16,131,340,2,0,39,51,6.78,4.41,6.51,0.88,2.7,0.108,2.26,0.039,28.24,0.677
"480",617,529688,7707390,0.016,2.5,7910,13.7,0.2,1.8,0.005,1.5,46.9,640,0.22,0.02,0.001,3.7,1740,20000,2.86,0.021,59,0.003,5,13,0.27,15.9,91,0.5,11.3,1.2,5e-04,9240,40200,5.46,7,0.01,0.5,0.0025,800,1.52,11.4,33,3.6,1.02,0.49,34.74,2400,1.94,95.3,0.08,0.1,0.5,230,22800,2.39,21,9.3,10,5e-04,266,0.07,1.4,5.9,0.002,45,16,0.005,0.05,2,18,0.013,1.5,110,69.82,4.1,50,3,7,250,99.39,0.9,0.9,0.0015,5,8.3,488,0.51,0.25,21,0.5,3.4,3.2,13.5,100,235,1,2,45,20,7.25,2.04,3.81,1.26,1.16,0.061,1.77,0.03,32.63,0.305
"481",619,598150,7764600,0.003,2.5,10600,13.55,1.6,3.7,0.001,3,72.2,630,0.26,0.044,0.001,16,3010,5000,2.86,0.022,37,0.003,5.5,12,0.35,24.4,71,2,21,0.9,5e-04,15600,34700,4.48,6,0.02,0.5,0.0025,1500,2.02,13.2,23,13.1,2.71,0.34,33.45,5290,1.75,145,0.06,1.2,3,220,26100,3.19,10,15.1,10,5e-04,520,0.12,3.1,5.7,0.002,94,288,0.02,0.05,3,12,0.109,1.5,130,67.76,3.2,50,6,9.5,250,99.06,2.5,0.25,0.0015,7,7.1,883,0.55,0.25,34.3,0.5,4.9,1.6,23.5,160,95,2,32,54,20,7.17,2.04,3.13,1.67,1.05,0.046,2.36,0.052,31.67,0.329
"482",620,489604,7686340,0.016,2.5,12400,16.36,0.3,0.25,0.001,1.5,101,830,0.3,0.016,0.001,4.4,710,20000,1.96,0.031,88,0.003,15.4,27,0.33,39.2,250,0.5,31.4,1.6,5e-04,16200,67100,8.95,8,0.02,0.5,0.0025,1700,1.84,13.3,47,3.8,1.7,0.77,37.4,4550,3.77,218,0.11,0.5,0.5,110,11900,1.44,35,45.5,10,5e-04,181,0.07,2,5.9,0.002,71,46,0.005,0.05,2.8,23,0.072,1.5,120,62.82,6,50,7,5.4,250,99.97,0.25,0.25,0.007,8,14,723,0.96,0.25,36.2,0.5,3.4,4.9,25.4,148,240,1,1,45,31,8.65,1.4,6.25,1.52,2.27,0.085,1.06,0.03,29.36,0.575
"483",621,839243,7585560,0.005,2.5,5700,14.13,0.2,0.25,0.001,1.5,35.6,520,0.19,0.013,0.001,3.5,1080,5000,3.38,0.018,37,0.001,4.4,10,0.19,20.8,81,1,8.1,1,5e-04,8230,27000,4.01,5,0.01,0.5,0.0025,1000,1.43,8.1,23,4.4,1.16,0.21,32.2,1890,1.42,82.2,0.07,0.1,0.5,120,31300,3.79,18,14.2,10,5e-04,286,0.09,1.1,5.8,0.002,7.5,19,0.005,0.05,1,9,0.027,1.5,100,68.54,2.8,50,4,14.2,250,98.42,0.25,0.25,0.0015,4,5.9,525,0.39,0.25,19.8,0.5,1.9,1.2,16.4,25,190,3,0,60,20,7.47,2.41,2.8,1.18,0.85,0.054,2.81,0.039,32.03,0.233
"484",622,403440,7433750,0.004,2.5,6870,13.19,0.3,0.25,0.001,1.5,19.4,860,0.23,0.01,0.001,2.4,1500,5000,1.96,0.008,35,0.002,4.1,6,0.35,20.8,45,0.5,3.4,0.8,5e-04,13800,21600,2.78,5,0.02,0.5,0.0025,400,2.96,13.1,20,3.5,1.73,0.16,35.91,1560,0.78,94.1,0.04,0.1,3,100,26900,3.58,7,6.6,10,5e-04,624,0.12,2,5.8,0.002,94,31,0.019,0.05,1.3,5.7,0.057,1.5,120,73.68,2.2,50,4,6.4,250,101.18,3.3,0.25,0.0015,8,7,611,0.37,2,28.3,0.5,3.2,1.1,12.3,25,165,1,2,54,7,6.98,1.4,1.94,2.45,0.47,0.03,2.65,0.052,34.43,0.221
"485",623,586000,7568100,0.009,2.5,20900,17.31,0.9,0.25,0.001,1.5,105,780,0.28,0.028,0.001,8.2,650,30000,1.87,0.025,96,0.001,10.4,20,0.32,41.2,180,0.5,38.6,1.8,5e-04,23900,71500,9.53,9,0.03,0.5,0.0025,1700,2.45,19.8,49,6.8,2.57,0.74,33.25,4910,3.47,95.7,0.09,0.5,0.5,110,11400,1.32,31,44.3,180,5e-04,218,0.08,4.7,6.1,0.002,82,57,0.005,0.05,5,24,0.154,1.5,130,60.04,6.3,50,3,6.3,250,99.61,0.25,0.25,0.012,13,13,832,0.88,2.9,46,0.5,5.7,5.1,38,176,130,3,3,45,31,9.16,1.33,6.66,2.03,2.09,0.069,0.97,0.034,28.06,0.527
"486",624,646901,7460480,0.015,2.5,35900,17.14,1.5,1.8,0.001,1.5,155,710,0.59,0.117,0.001,9.1,1610,5000,2.94,0.042,62,0.004,16.2,20,0.43,83.8,160,3,29.7,1.1,5e-04,32700,46200,6.24,6,0.04,0.5,0.0025,4500,1.98,20.3,29,29.4,5.5,0.22,31.96,11500,2.94,245,0.07,0.1,0.5,190,23400,3.09,26,52,10,5e-04,376,0.1,4.4,5.4,0.002,75,81,0.03,0.05,5.4,13,0.098,1.5,150,59.27,3.7,50,13,10.7,250,100,0.25,0.25,0.0015,11,7.9,2110,0.74,0.25,62.8,0.5,4.1,1.4,56.9,186,280,3,1,38,1,9.07,2.1,4.36,1.64,1.77,0.054,2.29,0.043,27.7,0.443
"487",625,532787,7613720,0.021,2.5,18300,15.95,0.5,0.25,0.001,1.5,117,940,0.45,0.014,0.001,5.3,580,5000,1.32,0.033,92,0.002,10.6,16,0.39,34.4,110,0.5,32.4,1.7,5e-04,21000,53200,6.84,7,0.01,0.5,0.0025,2600,2.52,18.1,51,8.9,2.67,0.63,30.82,5610,2.23,98.1,0.06,0.3,0.5,110,13600,1.63,41,34,10,5e-04,301,0.1,4,5.7,0.002,63,71,0.005,0.05,3.7,16,0.102,1.5,110,65.01,6.1,50,9,6.2,250,99.03,0.25,0.25,0.0015,10,14,1070,0.7,0.25,45.8,0.5,4.8,3.6,40.5,111,195,1,1,42,31,8.44,0.94,4.78,2.09,1.34,0.046,1.2,0.043,30.38,0.419
