"","ID","CNo","XCOO","YCOO","SiO2_T","TiO2_T","Al2O3_T","Fe2O3_T","MnO_T","MgO_T","CaO_T","Na2O_T","K2O_T","P2O5_T","SO3_T","Cl_T","F_T","LOI_T","As_T","Ba_T","Bi_T","Ce_T","Co_T","Cr_T","Cs_T","Cu_T","Ga_T","Hf_T","La_T","Mo_T","Nb_T","Ni_T","Pb_T","Rb_T","Sb_T","Sc_T","Sn_T","Sr_T","Ta_T","Th_T","U_T","V_T","W_T","Y_T","Zn_T","Zr_T"
"284",5315,44,474110,6921132,27.43,0.302,6.87,2.24,0.052,0.42,1.54,1.09,1.01,0.47,0.005,0.009,0.01,58.33,5,352,1.5,75,1.5,22,2.5,24,9,2.5,58,2,6,5,11,31,2.5,12,1,148,2.5,9,4,42,2.5,17,22,63
"285",5316,46,-562082.4,6632400.9,69.73,0.354,11.18,2.11,0.041,0.35,1.61,2.63,2.62,0.259,0.005,0.019,0.122,8.69,3,506,8,10,1.5,9,2.5,5,18,2.5,33,1,9,1.5,37,93,2.5,4,4,185,2.5,2.5,1.5,40,2.5,15,41,201
"286",5317,6,336740,6189589,74.3,0.359,6.82,1.8,0.033,0.8,2.16,0.73,2.13,0.151,0.09,0.016,0.121,10.22,3,367,5,26,1.5,33,2.5,5,6,2.5,71,1,6,1.5,13,52,2.5,5,1,87,2.5,8,1.5,15,2.5,17,26,315
"287",5318,19,171987.6,6289381,68.16,0.428,7.84,2.58,0.049,0.71,0.47,0.63,2.25,0.087,0.005,0.017,0.042,16.42,4,344,1.5,46,5,39,2.5,10,10,2.5,85,1,10,6,18,78,6,6,1,56,2.5,12,1.5,33,7,11,45,206
"288",5319,78,-64405.9,7417755.6,67.91,0.725,11.28,4.63,0.065,1.04,1.57,2.28,1.62,0.186,0.005,0.025,0.01,8.32,8,313,1.5,28,8,43,2.5,5,14,2.5,74,1,13,6,15,59,2.5,10,3,135,2.5,6,1.5,78,2.5,16,43,215
"289",5320,64,427129,7020490,37.71,0.427,8.51,3.68,0.075,1.35,3.52,1.6,1.49,0.502,0.3,0.004,0.061,40.49,5,433,5,66,4,37,2.5,36,12,2.5,32,1,10,11,12,54,2.5,10,1,383,2.5,2.5,4,50,2.5,17,42,144
"290",5321,97,448090,7677170,57.42,0.674,12.75,8.27,0.169,3.66,4.66,3.25,1.29,0.159,0.005,0.029,0.073,7.28,3,451,5,60,31,204,2.5,22,13,2.5,51,25,12,63,2,43,2.5,22,4,238,2.5,2.5,1.5,152,5,26,94,185
"291",5322,102,415734,7319771,72.89,0.431,10.2,1.28,0.035,0.44,1.45,2.75,2.3,0.115,0.005,0.017,0.01,7.82,1,596,1.5,34,1.5,25,2.5,5,12,2.5,10,1,3,1.5,12,60,2.5,4,1,173,2.5,6,1.5,30,2.5,5,24,285
"292",5323,3,437696.9,6213974.2,82.86,0.317,5.85,1.51,0.045,0.51,1.07,0.65,1.94,0.183,0.04,0.012,0.102,4.66,1,325,4,49,1.5,20,2.5,5,6,2.5,27,1,6,1.5,12,59,2.5,7,2,116,2.5,6,1.5,23,2.5,13,23,270
"293",5324,15,375150,6771295,38.69,0.299,8.06,2.16,0.028,0.57,1.84,1.59,1.27,0.362,0.005,0.007,0.037,44.87,4,343,1.5,36,1.5,25,2.5,14,10,2.5,36,1,5,1.5,11,48,2.5,10,1,134,2.5,2.5,1.5,38,2.5,8,33,116
"294",5325,107,367253,7370551,59.68,0.708,12.76,5.05,0.062,1.61,2.62,3.07,2.35,0.284,0.005,0.026,0.01,11.44,5,597,1.5,42,6,68,2.5,5,16,2.5,43,1,8,8,9,78,2.5,14,1,214,2.5,10,1.5,73,2.5,21,48,271
"295",5326,90,341686.9,7659744.7,58.81,0.628,11.55,4.36,0.078,2.12,3.34,3.46,1.4,0.338,0.005,0.046,0.01,13.56,1,488,1.5,36,6,80,2.5,5,15,2.5,32,2,11,16,7,38,2.5,15,1,259,2.5,6,1.5,92,2.5,14,57,227
"296",5327,129,576170,7522488,67.91,0.918,13.17,6.29,0.092,2.04,2.17,2.22,1.47,0.098,0.005,0.028,0.01,3.27,1,500,1.5,25,15,134,2.5,5,19,6,29,1,1,22,4,39,2.5,15,1,169,2.5,5,1.5,107,2.5,20,74,320
"297",5328,15,467758.1,6414392,81.09,0.356,7.26,1.6,0.043,0.36,0.65,0.85,2.51,0.123,0.005,0.005,0.01,4.87,3,376,1.5,48,4,21,2.5,5,9,6,32,1,6,1.5,10,74,2.5,4,1,77,6,10,1.5,19,2.5,14,26,279
"298",5329,317,571771,7425528,2.4,0.019,0.61,1.38,0.004,0.31,1,0.06,0.05,0.288,0.17,0.006,0.064,93.53,1,51,1.5,22,1.5,23,2.5,54,1.5,2.5,10,1,5,1.5,2,1,2.5,1,1,63,2.5,5,1.5,11,2.5,5,1.5,1.5
"299",5330,99,571122,7268841,63.11,0.599,13.28,3.99,0.045,1.47,2.52,2.93,1.82,0.143,0.005,0.012,0.01,9.81,3,566,1.5,31,5,76,2.5,21,17,2.5,22,1,6,24,9,50,2.5,11,1,204,2.5,8,1.5,79,2.5,9,34,173
"300",5331,30,-419182.8,6927265.8,52.93,0.709,13.94,6.56,0.104,3.12,5.14,2.9,1.26,0.296,0.07,0.011,0.103,12.5,4,728,1.5,31,16,112,2.5,15,16,2.5,26,16,1,30,9,30,2.5,19,1,640,9,2.5,1.5,142,2.5,14,61,106
"301",5332,215,-156072.8,7264253,65.97,1.015,10.22,3.21,0.052,1.31,1.79,2.14,1.17,0.199,0.02,0.014,0.033,12.58,6,245,1.5,27,1.5,126,2.5,5,14,2.5,10,1,12,14,11,37,2.5,15,1,109,2.5,9,1.5,101,2.5,15,31,238
"302",5334,7,392677.9,6516855.4,68.89,0.403,9.82,2.06,0.03,0.53,1.49,1.41,2.29,0.191,0.02,0.011,0.023,12.51,3,401,1.5,63,1.5,31,2.5,11,12,7,38,1,7,5,16,66,7,10,2,128,2.5,12,1.5,33,2.5,20,29,271
"303",5335,11,526289,6727014,15.25,0.164,3.8,1.44,0.017,0.37,1.04,0.45,0.6,0.284,0.05,0.008,0.104,76.27,1,183,1.5,70,1.5,16,2.5,12,4,2.5,32,1,6,5,5,18,2.5,6,1,70,2.5,8,1.5,17,2.5,13,10,37
"304",5336,123,561575,7458215,12.13,0.105,2.07,1.06,0.012,0.31,1.22,0.4,0.21,0.236,0.03,5e-04,0.01,82.13,1,93,1.5,24,1.5,28,2.5,13,1.5,2.5,10,9,6,7,2,1,2.5,4,1,107,2.5,5,3,18,2.5,9,5,16
"305",5337,23,372351,6823473,58.45,0.828,14.74,7,0.2,2.23,2.23,2.84,3,0.224,0.005,0.018,0.092,7.79,15,717,1.5,74,24,73,2.5,24,20,2.5,49,9,4,32,14,121,2.5,17,4,192,2.5,13,6,99,7,30,103,176
"306",5338,82,575270,7121650,49.36,0.326,8.2,2.46,0.037,1.05,2,2.03,1.47,0.267,0.06,0.014,0.067,32.42,4,440,1.5,36,4,41,2.5,57,7,2.5,23,1,8,9,7,37,2.5,7,1,176,2.5,2.5,1.5,39,2.5,11,40,108
"307",5339,7,361409,6130592,82.98,0.355,6.31,1.55,0.033,0.42,0.62,0.62,2.17,0.13,0.02,0.012,0.031,4.43,1,335,1.5,10,1.5,27,2.5,5,8,9,25,1,4,1.5,11,65,2.5,6,1,66,2.5,9,1.5,27,2.5,10,27,271
"308",5340,35,-393882.8,7135772.8,67.55,0.716,12.51,4.5,0.086,2,3.92,2.62,1.23,0.147,0.005,0.015,0.088,4.38,3,332,1.5,57,15,94,2.5,20,14,7,10,5,15,28,8,32,2.5,19,3,276,2.5,6,1.5,98,2.5,25,40,165
"309",5341,1,342144.9,6556259.4,78.26,0.212,6.36,2.2,0.057,0.35,1.58,0.75,1.83,0.151,0.07,0.016,0.01,7.88,5,258,1.5,21,1.5,17,2.5,5,6,2.5,33,1,4,1.5,15,58,2.5,5,2,81,2.5,10,1.5,43,2.5,12,45,101
"310",5342,100,618852,7270691,17.55,0.136,3.02,1.1,0.017,0.5,1.75,0.68,0.36,0.428,0.04,0.011,0.042,74.18,1,154,1.5,31,1.5,19,2.5,59,4,2.5,22,1,6,7,2,8,2.5,5,1,172,2.5,2.5,3,30,2.5,7,5,29
"311",5344,20,-348695.2,6950536.2,76.06,0.57,8.46,2.82,0.062,0.69,0.96,1.49,2.16,0.267,0.005,0.004,0.01,6.16,1,374,4,40,1.5,28,2.5,5,12,8,27,1,10,6,14,66,2.5,8,1,77,2.5,7,1.5,47,2.5,17,49,278
"312",5345,114,-682290.4,6798689.3,63.11,0.565,13,4.29,0.173,0.77,2.76,2.99,1.74,0.654,0.005,0.014,0.049,9.6,5,431,1.5,38,1.5,32,2.5,5,18,5,10,1,10,1.5,31,99,2.5,13,1,263,2.5,2.5,1.5,73,2.5,33,47,222
"313",5346,17,471511,6768596,70.16,0.374,12.56,2.38,0.068,0.5,1.4,2.6,3.42,0.196,0.005,0.02,0.036,5.93,4,645,1.5,56,5,23,2.5,5,17,6,38,1,9,1.5,20,138,2.5,7,6,171,2.5,17,1.5,29,2.5,16,70,382
"314",5347,79,425230,7123949,34.91,0.277,5.97,3.58,0.046,0.65,1.84,1.3,1.06,0.342,0.01,0.015,0.01,49.78,9,340,3,42,1.5,30,2.5,5,5,2.5,24,1,6,1.5,4,28,2.5,5,1,133,2.5,2.5,1.5,31,7,9,25,100
"315",5348,54,477709,6973510,20.63,0.206,4.52,1.43,0.021,0.46,1.88,0.71,0.6,0.56,0.06,0.011,0.05,68.63,1,203,1.5,92,1.5,21,2.5,40,4,2.5,52,1,7,1.5,2,16,2.5,9,1,185,2.5,5,5,27,2.5,19,10,61
"316",5350,28,622401,6819724,61.77,0.588,13.16,3.89,0.079,1.13,1.37,2.21,2.5,0.172,0.005,0.018,0.096,12.73,4,562,1.5,62,10,53,2.5,15,16,2.5,40,1,5,14,20,90,2.5,10,1,220,2.5,11,1.5,66,7,11,61,160
"317",5351,47,618752,6927429,73.86,0.234,10.87,1.1,0.02,0.4,1.98,3,1.24,0.094,0.005,0.013,0.046,6.87,2,443,1.5,10,1.5,19,2.5,5,13,8,23,1,6,1.5,9,37,2.5,6,1,237,2.5,6,1.5,16,2.5,6,17,122
"318",5352,40,283986,6917234,48.49,0.455,9.4,4.97,0.073,0.83,1.98,2.03,1.71,0.28,0.05,0.005,0.01,29.49,11,468,1.5,55,1.5,37,2.5,11,10,2.5,26,1,8,1.5,9,49,2.5,9,1,155,2.5,6,1.5,37,2.5,22,40,213
"319",5353,100,424020,7824620,57.92,0.595,9.96,2.98,0.069,0.62,1.7,1.84,1.57,0.486,0.005,0.014,0.078,21.82,2,492,1.5,62,1.5,32,2.5,5,11,2.5,26,1,12,1.5,12,53,2.5,9,1,318,2.5,8,1.5,48,2.5,19,56,310
"320",5354,23,-371623.7,6805117,70.02,0.667,11.01,3.59,0.131,0.82,1.71,2.61,2.33,0.309,0.02,0.015,0.051,6.35,6,534,1.5,67,7,43,2.5,5,10,2.5,58,3,35,7,12,91,2.5,8,1,204,2.5,9,1.5,49,2.5,23,100,381
"321",5355,18,528389,6775793,50.72,0.481,11.29,3.35,0.05,0.79,1.82,1.85,2.06,0.313,0.01,0.012,0.039,26.89,4,529,1.5,117,3,42,2.5,17,15,2.5,52,1,11,10,18,81,2.5,11,1,170,2.5,12,5,54,2.5,28,60,201
"322",5356,75,520592,7074269,57.28,0.867,14.7,6.26,0.126,2.42,2.29,2.55,2.36,0.232,0.02,0.018,0.01,10.47,4,656,1.5,70,15,93,2.5,18,20,7,35,11,2,32,13,93,5,16,3,182,2.5,12,1.5,102,2.5,17,91,200
"323",5357,74,43739.5,7602148.8,65.01,0.737,14.22,4.04,0.065,0.15,1.71,4.01,4.08,0.121,0.005,0.019,0.13,5.31,5,1006,1.5,24,1.5,3,2.5,5,25,8,10,1,16,1.5,17,85,2.5,6,6,180,2.5,2.5,1.5,13,2.5,28,56,665
"324",5358,8,438173.7,6533039.5,68.46,0.388,9.32,2.73,0.085,1.19,3.36,1.27,2.67,0.322,0.07,0.014,0.044,9.77,6,427,1.5,72,3,31,2.5,15,9,2.5,29,1,9,1.5,23,77,6,8,1,127,2.5,8,1.5,30,2.5,22,77,253
"325",5359,16,424230,6775093,62.73,0.649,14.09,4.96,0.094,1.67,2,2.58,2.57,0.208,0.005,0.016,0.089,8.02,3,599,1.5,61,11,72,2.5,5,19,2.5,45,1,1,21,18,103,7,14,1,199,2.5,13,1.5,78,6,23,113,241
"326",5360,104,526989,7321370,3.2,0.019,0.56,0.43,0.004,0.18,0.74,0.1,0.09,0.131,0.13,0.004,0.01,94.3,1,83,1.5,10,1.5,1.5,2.5,5,1.5,2.5,10,1,3,1.5,2,1,2.5,2,1,75,2.5,6,1.5,7,2.5,4,1.5,1.5
"327",5361,26,256628,6058277,80.01,0.346,6.73,2.1,0.041,0.41,0.97,0.84,1.91,0.125,0.02,0.015,0.01,6.16,6,327,1.5,53,5,34,2.5,5,9,8,38,1,7,1.5,11,62,2.5,5,1,79,2.5,12,3,25,2.5,19,38,309
"328",5362,14,-126041.4,7261721.3,51.61,0.91,16.19,9.37,0.139,4.89,3.54,3.59,0.96,0.229,0.005,0.009,0.027,8.22,13,176,1.5,24,31,254,2.5,28,16,2.5,46,22,5,63,5,31,2.5,36,1,104,2.5,8,3,258,2.5,25,109,107
"329",5363,11,422810.1,6360819.5,81.77,0.399,6.76,1.68,0.041,0.39,0.63,0.73,2.33,0.118,0.005,0.01,0.049,4.83,2,364,1.5,30,1.5,25,2.5,5,7,2.5,21,5,10,7,11,72,2.5,5,1,74,2.5,9,1.5,37,2.5,16,27,342
"330",5364,76,577419,7075768,60.35,0.769,13.89,5.44,0.088,2.15,2.01,2.67,2.28,0.218,0.005,0.017,0.031,9.77,5,603,1.5,55,15,95,2.5,21,17,2.5,42,4,1,33,9,80,2.5,14,4,160,2.5,13,4,87,2.5,17,83,194
"331",5365,105,569372,7325218,65.67,0.398,10,2.53,0.055,0.81,1.57,2.54,2.03,0.407,0.005,0.012,0.01,13.75,2,503,1.5,29,1.5,54,2.5,5,12,2.5,10,1,5,1.5,12,60,2.5,7,3,140,2.5,10,1.5,43,2.5,10,34,180
"332",5366,14,439942.1,6425868,83,0.32,6.34,1.43,0.059,0.34,0.61,0.7,2.53,0.181,0.005,0.008,0.01,4.2,1,367,1.5,32,1.5,14,5,5,8,9,33,1,7,1.5,13,66,5,5,4,73,2.5,8,4,32,2.5,11,41,354
"333",5367,3,-333232,6852855.1,74.64,0.587,9.1,3.4,0.141,1.01,1.17,1.51,2.15,0.299,0.005,0.014,0.08,5.61,3,415,1.5,39,7,47,2.5,5,10,2.5,45,1,11,10,13,78,2.5,10,1,87,6,9,1.5,46,2.5,18,73,265
"334",5368,38,-448350.1,6992637,55.17,0.74,14.33,6.06,0.122,2.58,4.76,2.86,2.01,0.547,0.005,0.004,0.01,10.48,3,766,6,44,20,84,5,30,15,2.5,57,1,1,23,11,75,2.5,19,2,533,2.5,2.5,1.5,118,5,22,100,196
"335",5369,117,571771,7425528,3.01,0.027,0.76,1.69,0.006,0.52,1.31,0.08,0.08,0.334,0.11,0.012,0.06,91.87,1,58,1.5,10,1.5,30,2.5,66,1.5,2.5,10,1,5,5,2,1,2.5,1,1,57,2.5,6,1.5,9,2.5,6,1.5,1.5
"336",5370,37,-437891.1,7019010.2,53.1,0.675,14.54,6.08,0.136,3.25,3.29,2.41,2.45,0.347,0.005,0.013,0.062,13.28,2,706,1.5,71,15,148,2.5,45,17,2.5,39,1,1,63,15,98,2.5,17,1,296,2.5,11,1.5,115,6,21,131,145
"337",5371,72,372051,7070471,30.92,0.314,5.67,2.55,0.042,0.55,1.79,1.19,0.98,0.403,0.02,0.005,0.114,55.25,6,255,1.5,41,1.5,30,2.5,40,5,2.5,35,1,6,1.5,2,26,2.5,6,1,139,2.5,2.5,1.5,34,2.5,10,17,170
"338",5372,10,-224114.5,7205325.5,61.32,0.74,14.39,5.02,0.135,1.73,2.27,3.21,2.43,0.496,0.005,0.012,0.132,7.79,5,446,8,84,12,54,2.5,22,18,6,45,4,4,14,16,102,2.5,15,4,270,2.5,7,1.5,94,2.5,29,94,225
"339",5373,221,181056.8,6366922.7,74.49,0.372,8.28,2.41,0.029,0.6,1.18,0.91,2.19,0.166,0.06,0.013,0.01,9.01,4,373,1.5,41,5,34,2.5,10,10,8,26,1,5,3,15,65,2.5,7,3,78,2.5,10,1.5,48,2.5,16,38,142
"340",5374,80,-73894.6,7462179.1,68.11,0.574,13.85,3.82,0.076,1.66,3.62,2.41,2.41,0.167,0.005,0.009,0.096,2.92,1,550,1.5,49,6,50,2.5,5,15,2.5,10,1,10,7,20,85,2.5,11,1,428,2.5,2.5,1.5,66,2.5,20,59,195
"341",5375,290,341686.9,7659744.7,62.78,0.653,12.27,4.38,0.068,2.3,3.54,3.68,1.4,0.286,0.005,0.049,0.141,8.23,1,496,1.5,10,9,75,2.5,10,16,2.5,33,1,1,20,7,25,2.5,14,3,251,2.5,10,1.5,90,2.5,14,45,222
"342",5376,35,525090,6874151,50.82,0.273,8.53,1.53,0.025,0.62,1.93,1.94,1.4,0.344,0.005,0.002,0.021,32.33,2,392,1.5,35,1.5,22,2.5,18,10,2.5,28,1,6,1.5,11,45,2.5,10,1,206,2.5,2.5,1.5,33,2.5,10,24,156
"343",5377,81,521691,7122949,75.18,0.282,8.86,0.85,0.02,0.21,1.17,2.26,2.1,0.131,0.005,0.007,0.097,8.59,4,538,1.5,30,1.5,17,2.5,13,10,2.5,10,1,5,1.5,5,55,2.5,3,1,160,2.5,6,1.5,12,2.5,7,12,175
"344",5378,134,514894,7584862,68.61,0.705,14.33,7.27,0.053,1.68,0.3,0.62,2.19,0.068,0.005,0.014,0.032,3.83,4,635,1.5,86,16,94,2.5,20,19,2.5,70,9,1,19,12,63,2.5,16,1,88,6,16,1.5,103,2.5,25,79,165
"345",5380,61,282487,7015693,40.44,0.328,7.17,2.94,0.047,0.63,1.78,1.55,1.29,0.302,0.03,0.016,0.01,43.18,3,333,5,75,3,31,2.5,13,8,7,44,1,6,5,13,31,2.5,9,1,128,2.5,8,1.5,61,2.5,27,28,168
"346",5381,223,273624.6,6312364.8,82.74,0.318,5.79,1.45,0.049,0.6,1.48,0.66,2.17,0.114,0.02,0.007,0.065,4.23,1,337,1.5,44,1.5,24,2.5,48,3,2.5,23,1,9,7,12,56,2.5,3,3,81,2.5,2.5,3,26,6,17,31,271
"347",5382,62,326469,7027688,19.13,0.198,4.19,4.71,0.042,0.69,2.39,0.75,0.75,0.449,0.08,0.008,0.01,66.5,2,228,1.5,23,1.5,26,2.5,16,5,2.5,10,1,6,1.5,2,25,2.5,6,1,133,2.5,2.5,1.5,32,2.5,9,17,58
"348",5383,36,961863.2,6776263,70.34,0.648,11.24,3.73,0.066,1.15,1.35,1.96,1.98,0.131,0.005,0.008,0.01,7.14,8,503,1.5,27,9,59,2.5,47,13,2.5,49,1,11,13,17,76,2.5,11,1,152,7,8,1.5,68,2.5,13,48,192
"349",5385,7,601998.5,6719644,64.86,0.481,12.33,3.31,0.049,0.85,2.12,2.36,2.55,0.297,0.04,0.006,0.01,10.41,8,581,1.5,85,1.5,39,2.5,87,16,7,69,1,11,7,25,97,5,10,3,189,2.5,12,1.5,53,2.5,20,62,320
"350",5386,7,498321.9,6041519.5,85.82,0.264,4.83,1.05,0.052,0.23,0.51,0.5,1.59,0.199,0.005,0.006,0.01,4.71,2,298,1.5,31,1.5,21,2.5,20,6,8,25,1,5,1.5,16,57,2.5,3,3,52,2.5,9,1.5,13,2.5,6,26,251
"351",5387,40,843830.2,6701258.5,81.63,0.371,5.8,1.34,0.043,0.18,0.71,0.85,1.39,0.311,0.005,0.006,0.043,7.09,16,341,1.5,36,1.5,16,2.5,12,9,9,49,1,6,1.5,23,58,2.5,5,1,88,2.5,10,1.5,25,2.5,7,28,364
"352",5388,24,640608.7,6085035.3,79.12,0.304,6.8,1.74,0.031,0.85,2.01,0.76,1.91,0.11,0.03,0.003,0.051,5.99,3,354,1.5,46,5,25,2.5,133,8,9,10,1,4,3,15,76,2.5,5,1,76,2.5,10,1.5,16,2.5,9,29,221
"353",5389,13,600062.2,6622088,69.97,0.432,9.39,2.91,0.106,0.39,1,1.17,2.48,0.222,0.02,0.006,0.01,11.58,9,520,1.5,38,5,21,2.5,31,12,2.5,68,1,10,1.5,32,97,2.5,6,1,103,2.5,16,1.5,31,2.5,17,70,290
"354",5390,16,694242.5,6528844.2,77.37,0.496,8.77,2.28,0.089,0.54,1.05,1.2,1.96,0.135,0.005,0.002,0.021,5.81,7,438,1.5,42,7,30,2.5,23,9,7,34,1,6,1.5,19,80,2.5,7,1,114,2.5,10,1.5,31,2.5,14,50,309
"355",5391,6,-662538,6202946.4,73.49,0.523,8.25,3.05,0.058,1.01,2.38,0.83,1.8,0.292,0.08,0.004,0.139,7.86,18,295,1.5,42,8,63,2.5,80,11,8,40,1,10,8,29,81,2.5,8,3,90,2.5,12,1.5,73,2.5,15,78,283
"356",5392,101,-764173,6098983.4,87.16,0.253,2.89,0.85,0.026,0.04,0.25,0.33,0.86,0.246,0.005,0.006,0.01,6.95,4,197,1.5,10,1.5,23,2.5,24,1.5,8,26,1,1,1.5,41,38,2.5,3,4,28,2.5,9,1.5,31,2.5,5,32,266
"357",5394,15,669160.9,6579915,83.49,0.372,6.33,1.95,0.048,0.38,0.57,0.78,1.76,0.158,0.005,0.017,0.02,3.89,8,326,1.5,39,4,32,2.5,15,6,6,10,1,9,1.5,27,68,2.5,5,1,74,2.5,12,1.5,33,6,10,38,249
"358",5396,215,-449236.5,6064485.6,73.98,0.433,8.39,2.13,0.045,0.55,1.12,0.92,2.41,0.172,0.05,0.006,0.01,9.51,6,432,5,56,1.5,23,2.5,24,10,6,43,1,7,3,22,74,9,8,1,87,2.5,10,1.5,34,8,15,40,263
"359",5397,9,652980.6,6693758.3,71.42,0.314,10.12,2.29,0.062,0.42,2,1.81,2.51,0.953,0.06,0.007,0.01,7.74,7,586,1.5,57,1.5,23,2.5,64,11,2.5,27,1,7,1.5,26,82,2.5,6,2,170,2.5,11,1.5,18,2.5,16,93,266
"360",5398,3,655534.9,6734663.8,70.31,0.246,10.44,2.24,0.055,0.47,1.6,2.1,2.28,0.35,0.02,0.003,0.01,9.71,5,513,1.5,55,1.5,28,2.5,17,10,2.5,27,1,6,6,25,89,2.5,8,3,193,2.5,11,1.5,20,2.5,10,49,121
"361",5399,17,427429.1,6036606.6,82.54,0.509,6.9,1.62,0.08,0.37,0.61,0.77,2.41,0.121,0.005,0.008,0.01,3.71,7,422,1.5,62,1.5,32,2.5,75,5,2.5,26,1,9,1.5,13,68,2.5,4,1,73,2.5,13,4,14,7,17,30,487
"362",5401,21,551187.9,6030476.3,86.75,0.258,4.85,1.02,0.059,0.13,0.49,0.6,1.56,0.149,0.005,0.008,0.01,3.92,3,301,1.5,27,1.5,19,2.5,37,5,2.5,23,1,4,1.5,25,34,6,2,1,59,2.5,10,1.5,10,2.5,10,26,260
"363",5402,23,-645804.6,6134939.7,85.52,0.33,3.55,1.22,0.031,0.09,0.46,0.34,0.94,0.179,0.005,0.004,0.01,7.15,5,211,1.5,22,1.5,32,2.5,27,5,6,10,1,4,1.5,19,36,2.5,3,1,35,2.5,10,1.5,30,2.5,7,37,295
"364",5403,28,610334.3,6152850.7,82.05,0.429,6.45,1.41,0.062,0.3,0.81,0.86,2.09,0.179,0.01,0.013,0.01,5.03,5,433,1.5,65,1.5,26,2.5,50,5,6,28,1,5,1.5,12,71,2.5,4,2,81,2.5,12,1.5,10,2.5,14,24,464
"365",5404,46,767235,6887783.7,67.03,0.367,12.57,2.51,0.049,0.49,2.04,3.1,1.6,0.339,0.005,0.009,0.05,9.58,7,617,1.5,10,3,34,2.5,27,16,2.5,23,1,4,5,36,54,2.5,7,4,266,2.5,7,1.5,42,2.5,4,94,145
"366",5405,133,-770208.9,6006233.4,92.8,0.149,2.11,0.32,0.026,0.005,0.15,0.23,0.59,0.176,0.005,0.005,0.057,3.31,3,143,1.5,10,1.5,15,2.5,67,1.5,2.5,10,1,1,1.5,15,35,2.5,1,1,18,2.5,10,1.5,20,2.5,1.5,17,246
"367",5407,10,351862.4,5894348.2,86.92,0.234,5.29,1.21,0.042,0.23,0.54,0.68,1.64,0.114,0.005,0.008,0.05,2.84,6,299,1.5,10,1.5,16,2.5,22,4,2.5,20,1,5,1.5,13,60,2.5,3,2,56,2.5,9,1.5,16,2.5,6,26,158
"368",5408,31,864553.9,6736112.3,73.21,0.468,9.32,2.69,0.077,0.63,1.3,1.4,1.93,0.141,0.02,0.008,0.01,8.55,6,459,5,40,4,37,2.5,51,11,2.5,26,3,10,8,16,71,2.5,7,1,122,2.5,8,1.5,50,2.5,10,41,207
"369",5409,14,384952.4,5980726,85.43,0.301,5.17,1.22,0.058,0.23,0.47,0.59,1.68,0.13,0.005,0.023,0.067,4.41,4,317,1.5,27,1.5,27,2.5,81,4,5,10,1,5,1.5,22,61,2.5,4,2,55,2.5,10,3,23,10,8,38,336
"370",5410,18,623591.1,6488884,78.51,0.414,6.92,1.93,0.089,0.38,0.79,0.73,2.41,0.207,0.02,0.009,0.01,7.38,5,424,1.5,44,1.5,22,2.5,26,10,9,45,3,9,1.5,14,86,7,5,1,94,2.5,10,1.5,27,2.5,14,41,317
"371",5411,58,758358.7,6534749.7,78.4,0.227,6.54,1.78,0.161,0.31,1.45,1.15,1.79,0.351,0.04,0.006,0.045,7.5,3,405,1.5,37,1.5,17,6,17,7,2.5,38,1,6,1.5,21,80,2.5,4,1,120,2.5,9,1.5,21,2.5,7,63,129
"372",5413,78,596456.8,6237721.8,78.5,0.276,6.28,1.52,0.043,0.27,1.19,0.94,1.93,0.23,0.03,0.005,0.037,8.5,5,388,8,49,1.5,13,2.5,15,7,2.5,10,1,8,1.5,13,63,2.5,5,1,95,2.5,2.5,1.5,22,2.5,9,31,254
"373",5414,282,-420948,6096573.4,86.85,0.303,5.01,1.32,0.057,0.19,0.38,0.63,1.43,0.197,0.005,0.002,0.01,3.44,6,291,1.5,29,1.5,22,2.5,45,6,7,24,2,6,1.5,18,39,2.5,4,3,55,2.5,8,1.5,25,2.5,11,30,249
"374",5415,4,646961.5,6776583.4,51.11,0.616,12.95,4.26,0.046,1.47,5.04,1.68,1.88,0.272,0.11,0.004,0.01,20.25,8,519,5,99,7,74,2.5,57,20,6,59,10,15,28,27,91,6,15,2,151,2.5,11,30,79,7,19,82,131
"375",5416,14,587250.5,6584074,71.67,0.521,10.31,2.44,0.038,0.43,0.81,1.02,2.48,0.164,0.005,0.003,0.02,9.8,9,493,1.5,73,1.5,31,2.5,46,13,2.5,49,1,9,1.5,26,105,2.5,7,1,85,2.5,17,1.5,30,2.5,15,42,237
"376",5417,31,517058.2,6134588,69.99,0.688,10.78,3.95,0.109,0.83,0.92,0.81,2.92,0.269,0.01,0.002,0.044,8.34,9,475,5,74,4,50,2.5,22,14,7,52,3,7,8,22,110,2.5,10,1,97,7,13,3,60,6,18,65,347
"377",5418,25,703067.9,6086911.5,84.94,0.248,4.65,1.01,0.02,0.2,0.64,0.55,1.45,0.117,0.01,0.008,0.01,5.98,4,303,1.5,33,1.5,16,2.5,5,1.5,5,10,1,4,1.5,12,53,2.5,3,1,56,2.5,10,1.5,16,2.5,8,19,301
"378",5421,56,734485.2,6482989.5,56.94,0.862,16.06,6.52,0.067,1.34,0.91,0.74,2.73,0.273,0.005,0.004,0.01,13.26,11,509,1.5,92,14,85,2.5,52,19,2.5,49,7,15,22,21,122,2.5,17,1,108,2.5,14,1.5,101,8,21,90,206
