"","id","nhood","hour","month","reason","resident","age","male","race","citation"
"3756",3756,"2",16,"Jan","MV danger",1,"18-29",0,"H",1
"3757",3757,"7",6,"Feb","MV nodanger",0,"30-39",1,"H",1
"3758",3758,"3",15,"Feb","MV danger",0,"18-29",1,"A",1
"3759",3759,"2",1,"Feb","MV nodanger",1,"30-39",1,"B",0
"3760",3760,"4",14,"Mar","MV nodanger",0,"under 18",1,"W",1
"3761",3761,"7",15,"Feb","MV nodanger",0,"18-29",1,"A",1
"3762",3762,"2",2,"Jan","MV nodanger",0,"30-39",1,"B",1
"3763",3763,"2",9,"Feb","MV danger",0,"40+",1,"B",1
"3764",3764,"4",13,"Jan","MV nodanger",0,"40+",0,"B",1
"3765",3765,"7",6,"Feb","MV danger",1,"18-29",1,"B",1
"3766",3766,"7",3,"Jan","MV nodanger",0,"40+",1,"B",0
"3767",3767,"4",17,"Feb","MV danger",0,"40+",1,"H",1
"3768",3768,"3",7,"Feb","mech/reg",0,"18-29",1,"W",0
"3769",3769,"6",14,"Jan","MV danger",0,"30-39",1,"A",1
"3770",3770,"1",12,"Jan","MV danger",0,"18-29",1,"A",1
"3771",3771,"4",6,"Feb","MV nodanger",0,"18-29",1,"B",0
"3772",3772,"2",4,"Feb","MV nodanger",0,"18-29",0,"H",0
"3773",3773,"5",4,"Jan","mech/reg",1,"40+",1,"W",0
"3774",3774,"7",12,"Jan","MV nodanger",1,"30-39",1,"A",1
"3775",3775,"7",18,"Feb","MV nodanger",0,"18-29",1,"W",1
"3776",3776,"2",15,"Jan","MV nodanger",0,"40+",1,"B",1
"3777",3777,"5",20,"Jan","MV nodanger",0,"40+",1,"B",1
"3778",3778,"3",15,"Jan","MV danger",1,"18-29",0,"A",1
"3779",3779,"5",13,"Jan","MV nodanger",0,"18-29",1,"B",0
"3780",3780,"7",5,"Jan","MV nodanger",0,"18-29",1,"W",1
"3781",3781,"6",16,"Feb","MV nodanger",1,"18-29",1,"H",1
"3782",3782,"1",0,"Feb","mech/reg",1,"18-29",0,"B",1
"3783",3783,"7",21,"Feb","mech/reg",0,"30-39",1,"B",0
"3784",3784,"3",2,"Jan","MV danger",0,"18-29",1,"B",1
"3785",3785,"1",4,"Feb","MV nodanger",1,"40+",1,"H",0
"3786",3786,"4",20,"Feb","mech/reg",1,"40+",1,"H",1
"3787",3787,"5",9,"Jan","MV nodanger",1,"18-29",1,"B",1
"3788",3788,"1",0,"Jan","MV nodanger",0,"40+",1,"B",0
"3789",3789,"5",0,"Feb","MV nodanger",0,"18-29",1,"B",0
"3790",3790,"6",0,"Jan","MV nodanger",1,"40+",1,"B",0
"3791",3791,"4",20,"Feb","MV danger",0,"30-39",0,"H",1
"3792",3792,"7",11,"Feb","mech/reg",1,"18-29",1,"A",1
"3793",3793,"7",15,"Feb","MV nodanger",1,"under 18",1,"H",1
"3794",3794,"4",18,"Feb","MV danger",0,"under 18",1,"W",1
"3795",3795,"6",3,"Jan","mech/reg",1,"18-29",1,"B",1
"3796",3796,"7",2,"Feb","MV nodanger",1,"40+",1,"B",0
"3797",3797,"3",17,"Jan","mech/reg",0,"18-29",1,"W",0
"3798",3798,"7",16,"Jan","MV nodanger",0,"40+",0,"W",1
"3799",3799,"6",3,"Jan","MV nodanger",0,"18-29",0,"B",1
"3800",3800,"4",8,"Jan","MV nodanger",0,"30-39",0,"H",0
"3801",3801,"3",8,"Feb","MV nodanger",1,"18-29",0,"W",1
"3802",3802,"3",10,"Jan","MV nodanger",0,"18-29",1,"W",1
"3803",3803,"1",3,"Jan","MV nodanger",1,"18-29",0,"W",0
"3804",3804,"5",22,"Feb","MV danger",1,"18-29",0,"B",1
"3805",3805,"4",2,"Jan","mech/reg",1,"40+",0,"A",0
"3806",3806,"1",7,"Feb","MV danger",0,"30-39",0,"H",1
"3807",3807,"5",15,"Feb","MV danger",0,"40+",0,"W",1
"3808",3808,"2",14,"Feb","mech/reg",0,"18-29",0,"H",1
"3809",3809,"5",14,"Jan","MV nodanger",1,"40+",1,"H",1
"3810",3810,"1",1,"Feb","MV danger",1,"18-29",0,"B",0
"3811",3811,"5",8,"Feb","MV danger",0,"18-29",0,"B",1
"3812",3812,"5",19,"Feb","MV danger",1,"30-39",0,"B",1
"3813",3813,"6",21,"Jan","MV nodanger",1,"18-29",1,"B",0
"3814",3814,"3",18,"Jan","MV nodanger",1,"40+",1,"W",1
"3815",3815,"6",22,"Jan","MV nodanger",0,"30-39",1,"B",1
"3816",3816,"3",11,"Feb","MV danger",1,"30-39",1,"B",0
"3817",3817,"4",1,"Feb","mech/reg",0,"18-29",1,"B",0
"3818",3818,"6",5,"Jan","MV nodanger",0,"30-39",1,"A",1
"3819",3819,"3",1,"Feb","MV danger",0,"40+",1,"B",1
"3820",3820,"4",17,"Jan","mech/reg",1,"18-29",0,"A",1
"3821",3821,"5",20,"Jan","MV danger",0,"18-29",1,"B",0
"3822",3822,"7",6,"Feb","MV nodanger",1,"30-39",1,"A",0
"3823",3823,"2",6,"Jan","MV danger",0,"18-29",1,"W",1
"3824",3824,"4",20,"Jan","MV nodanger",0,"18-29",1,"H",1
"3825",3825,"7",11,"Jan","MV nodanger",1,"40+",1,"H",0
"3826",3826,"5",1,"Feb","mech/reg",0,"30-39",1,"B",1
"3827",3827,"5",21,"Feb","MV danger",1,"30-39",1,"B",1
"3828",3828,"5",23,"Feb","MV nodanger",0,"40+",1,"W",0
"3829",3829,"1",20,"Jan","mech/reg",1,"18-29",1,"A",0
"3830",3830,"7",7,"Jan","MV nodanger",1,"30-39",1,"B",0
"3831",3831,"3",15,"Jan","MV nodanger",1,"40+",1,"W",0
"3832",3832,"1",11,"Feb","mech/reg",1,"18-29",1,"B",1
"3833",3833,"3",18,"Jan","MV danger",0,"40+",1,"W",1
"3834",3834,"6",19,"Feb","MV nodanger",1,"18-29",1,"B",0
"3835",3835,"5",4,"Feb","MV nodanger",0,"18-29",1,"B",1
"3836",3836,"7",8,"Jan","mech/reg",0,"18-29",0,"W",1
"3837",3837,"2",3,"Jan","MV nodanger",0,"40+",0,"H",0
"3838",3838,"4",4,"Feb","mech/reg",1,"18-29",1,"B",1
"3839",3839,"7",14,"Feb","MV danger",0,"30-39",0,"B",1
"3840",3840,"3",6,"Feb","MV nodanger",1,"18-29",1,"W",0
"3841",3841,"2",15,"Feb","MV danger",0,"30-39",1,"H",1
"3842",3842,"6",1,"Feb","MV nodanger",0,"18-29",1,"H",1
"3843",3843,"3",16,"Feb","MV nodanger",0,"40+",1,"W",0
"3844",3844,"4",10,"Feb","MV nodanger",0,"18-29",0,"B",1
"3845",3845,"5",6,"Jan","MV nodanger",1,"30-39",1,"B",0
"3846",3846,"5",3,"Jan","MV danger",1,"30-39",1,"B",1
"3847",3847,"2",21,"Jan","mech/reg",1,"18-29",1,"H",0
"3848",3848,"1",23,"Jan","mech/reg",1,"30-39",1,"W",1
"3849",3849,"4",6,"Jan","MV danger",1,"18-29",1,"H",1
"3850",3850,"2",1,"Jan","mech/reg",1,"40+",0,"B",0
"3851",3851,"7",15,"Jan","MV danger",0,"40+",1,"A",1
"3852",3852,"3",19,"Jan","MV danger",0,"40+",0,"W",1
"3853",3853,"5",13,"Feb","MV nodanger",1,"30-39",0,"B",0
"3854",3854,"3",0,"Feb","MV danger",0,"18-29",1,"B",0
"3855",3855,"2",0,"Feb","MV nodanger",0,"30-39",0,"B",1
"3856",3856,"5",16,"Feb","MV nodanger",0,"18-29",0,"W",1
"3857",3857,"1",10,"Feb","mech/reg",0,"30-39",1,"H",1
"3858",3858,"2",0,"Jan","MV danger",0,"18-29",1,"B",1
"3859",3859,"7",19,"Feb","MV danger",1,"18-29",1,"H",1
"3860",3860,"4",12,"Jan","mech/reg",0,"40+",1,"H",1
"3861",3861,"1",3,"Jan","MV danger",0,"40+",1,"B",1
"3862",3862,"4",4,"Feb","MV nodanger",0,"40+",1,"H",0
"3863",3863,"4",13,"Feb","MV danger",0,"40+",1,"A",1
"3864",3864,"7",3,"Jan","MV danger",1,"30-39",1,"B",1
"3865",3865,"4",6,"Jan","MV nodanger",0,"18-29",1,"H",1
"3866",3866,"2",20,"Feb","MV nodanger",0,"18-29",1,"H",1
"3867",3867,"5",13,"Jan","MV nodanger",1,"30-39",1,"B",1
"3868",3868,"7",8,"Feb","MV nodanger",0,"40+",1,"A",1
"3869",3869,"2",19,"Feb","MV nodanger",1,"40+",0,"B",1
"3870",3870,"4",17,"Feb","mech/reg",1,"40+",0,"H",1
"3871",3871,"6",14,"Feb","MV nodanger",0,"40+",1,"W",1
"3872",3872,"6",13,"Feb","MV danger",0,"30-39",0,"W",1
"3873",3873,"4",13,"Feb","mech/reg",1,"30-39",1,"H",1
"3874",3874,"2",15,"Feb","MV nodanger",0,"18-29",1,"B",1
"3875",3875,"6",9,"Jan","mech/reg",0,"30-39",1,"B",1
"3876",3876,"2",1,"Jan","MV nodanger",1,"30-39",1,"B",1
"3877",3877,"6",5,"Feb","mech/reg",1,"40+",1,"B",1
"3878",3878,"4",22,"Feb","mech/reg",1,"30-39",1,"B",1
"3879",3879,"6",15,"Feb","MV danger",1,"18-29",1,"B",1
"3880",3880,"7",15,"Feb","MV danger",1,"30-39",0,"B",1
"3881",3881,"5",22,"Feb","MV nodanger",0,"40+",1,"B",0
"3882",3882,"7",7,"Jan","MV danger",1,"18-29",0,"H",1
"3883",3883,"4",5,"Feb","MV danger",1,"18-29",1,"H",1
"3884",3884,"1",20,"Feb","MV nodanger",1,"40+",1,"B",1
"3885",3885,"2",18,"Jan","MV nodanger",0,"18-29",1,"B",1
"3886",3886,"2",3,"Feb","MV nodanger",1,"18-29",1,"B",0
"3887",3887,"4",4,"Feb","mech/reg",1,"18-29",1,"B",1
"3888",3888,"1",1,"Feb","MV nodanger",0,"40+",1,"W",0
"3889",3889,"4",1,"Jan","MV nodanger",0,"18-29",1,"B",0
"3890",3890,"1",12,"Feb","MV nodanger",1,"18-29",1,"B",1
"3891",3891,"4",8,"Feb","MV nodanger",0,"30-39",1,"W",1
"3892",3892,"7",2,"Jan","MV danger",1,"40+",1,"B",0
"3893",3893,"4",10,"Feb","MV nodanger",1,"40+",1,"H",0
"3894",3894,"7",19,"Jan","MV nodanger",1,"30-39",1,"B",1
"3895",3895,"1",9,"Feb","MV nodanger",0,"18-29",1,"W",0
"3896",3896,"4",18,"Jan","mech/reg",0,"30-39",1,"B",1
"3897",3897,"4",20,"Feb","MV nodanger",0,"18-29",1,"H",0
"3898",3898,"6",1,"Jan","MV nodanger",1,"40+",1,"B",0
"3899",3899,"7",8,"Feb","MV nodanger",0,"18-29",1,"B",0
"3900",3900,"2",4,"Feb","MV danger",0,"40+",1,"B",1
"3901",3901,"4",18,"Jan","mech/reg",0,"30-39",1,"W",1
"3902",3902,"2",22,"Jan","MV danger",1,"18-29",1,"H",0
"3903",3903,"4",8,"Feb","MV nodanger",1,"18-29",1,"B",1
"3904",3904,"5",22,"Jan","MV nodanger",1,"40+",1,"H",0
"3905",3905,"3",12,"Feb","MV nodanger",1,"under 18",1,"B",0
"3906",3906,"6",2,"Jan","MV danger",0,"30-39",0,"H",1
"3907",3907,"2",2,"Jan","MV nodanger",1,"30-39",1,"B",1
"3908",3908,"4",9,"Jan","mech/reg",1,"18-29",0,"B",1
"3909",3909,"4",13,"Jan","MV nodanger",1,"30-39",1,"H",1
"3910",3910,"7",11,"Feb","MV danger",0,"18-29",1,"W",1
"3911",3911,"7",2,"Jan","MV danger",1,"under 18",1,"B",1
"3912",3912,"4",9,"Feb","MV nodanger",0,"18-29",1,"B",1
"3913",3913,"5",3,"Feb","MV danger",0,"18-29",1,"B",0
"3914",3914,"1",16,"Jan","MV nodanger",0,"18-29",1,"B",1
"3915",3915,"6",7,"Jan","mech/reg",1,"30-39",0,"W",0
"3916",3916,"7",20,"Feb","MV danger",1,"40+",1,"B",0
"3917",3917,"7",19,"Feb","mech/reg",0,"40+",1,"B",0
"3918",3918,"5",20,"Feb","MV danger",0,"30-39",0,"B",1
"3919",3919,"3",18,"Feb","MV nodanger",1,"40+",1,"W",0
"3920",3920,"4",12,"Jan","MV nodanger",0,"18-29",1,"A",1
"3921",3921,"5",4,"Feb","MV nodanger",0,"40+",1,"A",1
"3922",3922,"3",4,"Feb","MV danger",0,"18-29",1,"B",0
"3923",3923,"5",5,"Feb","MV nodanger",1,"40+",1,"W",0
"3924",3924,"7",11,"Jan","MV danger",1,"under 18",0,"B",1
"3925",3925,"7",11,"Feb","MV nodanger",1,"18-29",0,"B",0
"3926",3926,"2",22,"Feb","MV nodanger",0,"30-39",0,"B",1
"3927",3927,"4",10,"Jan","MV nodanger",1,"18-29",1,"B",0
"3928",3928,"1",15,"Jan","MV danger",0,"30-39",0,"B",1
"3929",3929,"4",13,"Feb","MV nodanger",1,"40+",1,"B",1
"3930",3930,"7",11,"Feb","MV danger",0,"18-29",1,"A",1
"3931",3931,"3",6,"Jan","MV nodanger",0,"18-29",0,"H",1
"3932",3932,"1",4,"Feb","MV nodanger",1,"30-39",1,"B",1
"3933",3933,"5",5,"Mar","MV nodanger",1,"30-39",1,"W",0
"3934",3934,"1",18,"Jan","MV nodanger",1,"18-29",0,"B",0
"3935",3935,"6",4,"Feb","mech/reg",0,"40+",0,"H",1
"3936",3936,"6",8,"Feb","MV nodanger",1,"40+",0,"W",1
"3937",3937,"1",15,"Jan","MV danger",0,"18-29",1,"A",1
"3938",3938,"1",16,"Mar","MV nodanger",1,"18-29",1,"B",0
"3939",3939,"4",22,"Feb","MV danger",0,"40+",1,"H",1
"3940",3940,"4",14,"Mar","MV nodanger",0,"40+",0,"W",1
"3941",3941,"1",0,"Feb","mech/reg",1,"18-29",0,"B",0
"3942",3942,"3",5,"Jan","MV nodanger",1,"30-39",0,"W",0
"3943",3943,"1",1,"Jan","MV danger",1,"18-29",1,"B",1
"3944",3944,"3",9,"Feb","MV danger",1,"18-29",1,"H",1
"3945",3945,"7",7,"Feb","MV nodanger",1,"18-29",1,"B",0
"3946",3946,"1",4,"Jan","MV nodanger",0,"30-39",1,"B",1
"3947",3947,"7",7,"Jan","mech/reg",1,"30-39",1,"B",0
"3948",3948,"7",8,"Feb","mech/reg",0,"under 18",1,"A",1
"3949",3949,"1",3,"Feb","MV danger",1,"40+",1,"B",1
"3950",3950,"5",14,"Jan","mech/reg",0,"30-39",1,"H",1
"3951",3951,"1",18,"Jan","MV danger",0,"18-29",1,"W",1
"3952",3952,"2",11,"Feb","MV nodanger",1,"18-29",1,"B",1
"3953",3953,"5",2,"Jan","MV nodanger",0,"30-39",1,"B",1
"3954",3954,"2",1,"Jan","mech/reg",1,"18-29",1,"H",0
"3955",3955,"4",23,"Feb","MV danger",1,"18-29",0,"H",1
"3956",3956,"1",21,"Jan","MV nodanger",0,"40+",1,"A",1
"3957",3957,"2",14,"Feb","MV danger",1,"18-29",1,"B",1
"3958",3958,"6",16,"Feb","MV nodanger",0,"30-39",1,"H",1
"3959",3959,"4",10,"Feb","mech/reg",0,"30-39",1,"H",1
"3960",3960,"4",22,"Jan","mech/reg",1,"30-39",1,"H",0
"3961",3961,"2",16,"Feb","mech/reg",0,"40+",1,"B",0
"3962",3962,"5",11,"Jan","mech/reg",1,"18-29",0,"B",1
"3963",3963,"1",3,"Feb","mech/reg",0,"18-29",1,"B",1
"3964",3964,"7",4,"Feb","MV nodanger",0,"40+",1,"A",0
"3965",3965,"6",1,"Jan","MV nodanger",0,"40+",0,"B",0
"3966",3966,"5",2,"Feb","MV danger",0,"18-29",1,"W",0
"3967",3967,"6",20,"Feb","MV danger",1,"18-29",1,"W",1
"3968",3968,"5",11,"Jan","MV nodanger",1,"30-39",1,"B",0
"3969",3969,"7",2,"Jan","MV nodanger",1,"30-39",1,"H",0
"3970",3970,"7",17,"Feb","MV nodanger",0,"30-39",1,"H",1
"3971",3971,"3",3,"Feb","MV nodanger",0,"40+",1,"B",1
"3972",3972,"1",8,"Mar","MV nodanger",0,"30-39",0,"B",1
"3973",3973,"6",22,"Jan","MV nodanger",0,"40+",1,"H",1
"3974",3974,"5",0,"Mar","MV nodanger",1,"30-39",1,"B",0
"3975",3975,"2",19,"Jan","mech/reg",0,"40+",0,"B",0
"3976",3976,"4",23,"Jan","mech/reg",1,"18-29",1,"H",0
"3977",3977,"6",13,"Feb","MV danger",1,"18-29",1,"H",1
"3978",3978,"4",5,"Feb","MV danger",1,"18-29",1,"W",1
"3979",3979,"7",8,"Feb","MV nodanger",1,"40+",1,"B",1
"3980",3980,"2",13,"Feb","mech/reg",0,"40+",1,"B",0
"3981",3981,"1",14,"Feb","mech/reg",1,"40+",1,"B",1
"3982",3982,"5",8,"Feb","MV danger",1,"40+",1,"B",0
"3983",3983,"3",0,"Jan","MV nodanger",1,"18-29",1,"B",0
"3984",3984,"3",19,"Feb","MV nodanger",1,"18-29",1,"W",0
"3985",3985,"6",22,"Jan","MV nodanger",1,"18-29",1,"B",0
"3986",3986,"4",21,"Jan","MV nodanger",1,"40+",1,"H",1
"3987",3987,"7",13,"Jan","MV danger",1,"18-29",1,"H",1
"3988",3988,"3",14,"Jan","MV nodanger",0,"40+",1,"B",0
"3989",3989,"5",3,"Jan","mech/reg",0,"under 18",1,"B",1
"3990",3990,"7",20,"Feb","mech/reg",1,"30-39",0,"H",1
"3991",3991,"1",1,"Jan","MV nodanger",0,"18-29",1,"B",0
"3992",3992,"3",18,"Feb","MV nodanger",0,"40+",1,"W",0
"3993",3993,"4",17,"Jan","MV danger",0,"18-29",1,"B",1
"3994",3994,"5",10,"Jan","MV danger",0,"18-29",1,"W",1
"3995",3995,"7",14,"Feb","MV danger",0,"18-29",1,"A",1
"3996",3996,"7",11,"Feb","MV nodanger",1,"under 18",1,"A",1
"3997",3997,"2",6,"Feb","MV nodanger",0,"40+",1,"W",1
"3998",3998,"4",17,"Jan","MV danger",0,"18-29",1,"A",1
"3999",3999,"1",0,"Jan","MV nodanger",0,"18-29",1,"B",1
"4000",4000,"4",16,"Feb","mech/reg",1,"18-29",1,"H",1
"4001",4001,"3",3,"Feb","MV nodanger",1,"18-29",1,"H",0
"4002",4002,"7",12,"Feb","MV nodanger",1,"18-29",1,"A",1
"4003",4003,"6",0,"Jan","mech/reg",1,"40+",0,"B",0
"4004",4004,"5",11,"Feb","mech/reg",1,"30-39",0,"H",1
"4005",4005,"7",19,"Feb","MV nodanger",0,"30-39",1,"H",1
"4006",4006,"2",21,"Jan","MV danger",0,"30-39",1,"B",1
"4007",4007,"2",23,"Jan","MV nodanger",0,"18-29",1,"B",1
"4008",4008,"5",9,"Jan","MV danger",0,"30-39",1,"B",1
"4009",4009,"6",3,"Jan","MV nodanger",0,"40+",1,"B",1
"4010",4010,"4",2,"Feb","MV nodanger",0,"30-39",1,"B",0
"4011",4011,"4",6,"Mar","MV danger",0,"30-39",0,"B",0
"4012",4012,"2",0,"Feb","MV nodanger",1,"40+",0,"B",1
"4013",4013,"6",18,"Jan","MV danger",0,"under 18",1,"W",1
"4014",4014,"5",19,"Feb","MV danger",0,"18-29",0,"B",1
"4015",4015,"7",12,"Mar","MV nodanger",0,"40+",1,"B",0
"4016",4016,"3",13,"Feb","MV nodanger",1,"18-29",1,"B",1
"4017",4017,"7",19,"Feb","MV nodanger",0,"40+",0,"B",1
"4018",4018,"4",10,"Jan","MV danger",0,"40+",1,"B",1
"4019",4019,"1",8,"Jan","MV nodanger",0,"30-39",1,"B",1
"4020",4020,"7",9,"Feb","MV nodanger",1,"18-29",1,"B",1
"4021",4021,"3",7,"Jan","mech/reg",1,"40+",0,"B",0
"4022",4022,"6",2,"Jan","MV danger",0,"30-39",1,"A",1
"4023",4023,"7",23,"Feb","MV nodanger",1,"18-29",0,"A",1
"4024",4024,"6",19,"Jan","MV nodanger",0,"40+",0,"H",1
"4025",4025,"4",9,"Jan","MV nodanger",1,"40+",1,"B",1
"4026",4026,"6",6,"Feb","MV nodanger",0,"40+",0,"W",0
"4027",4027,"1",23,"Jan","MV nodanger",0,"18-29",1,"B",1
"4028",4028,"5",13,"Feb","MV nodanger",1,"30-39",1,"H",1
"4029",4029,"4",23,"Feb","MV nodanger",0,"18-29",0,"A",1
"4030",4030,"6",21,"Feb","mech/reg",0,"40+",0,"W",0
"4031",4031,"5",12,"Feb","mech/reg",1,"18-29",0,"A",1
"4032",4032,"1",3,"Jan","MV danger",0,"40+",0,"B",1
"4033",4033,"5",0,"Jan","MV nodanger",0,"30-39",1,"B",0
"4034",4034,"3",18,"Feb","mech/reg",1,"under 18",1,"W",1
"4035",4035,"6",12,"Jan","mech/reg",1,"40+",1,"B",0
"4036",4036,"4",23,"Jan","MV nodanger",1,"18-29",1,"B",0
"4037",4037,"1",22,"Jan","MV danger",0,"40+",0,"W",0
"4038",4038,"2",2,"Feb","MV danger",1,"40+",1,"B",1
"4039",4039,"4",6,"Jan","MV nodanger",0,"40+",1,"H",0
"4040",4040,"1",20,"Feb","MV danger",0,"30-39",1,"W",1
"4041",4041,"3",11,"Jan","mech/reg",0,"40+",1,"W",1
"4042",4042,"6",3,"Jan","MV nodanger",1,"40+",0,"B",0
"4043",4043,"2",15,"Jan","MV nodanger",1,"40+",1,"H",1
"4044",4044,"1",1,"Jan","MV nodanger",0,"40+",1,"B",1
"4045",4045,"4",3,"Jan","mech/reg",0,"18-29",1,"B",0
"4046",4046,"7",20,"Feb","mech/reg",0,"18-29",1,"B",1
"4047",4047,"2",11,"Jan","MV danger",0,"40+",1,"B",1
"4048",4048,"5",2,"Jan","MV danger",1,"40+",1,"W",1
"4049",4049,"6",23,"Jan","mech/reg",1,"40+",1,"B",0
"4050",4050,"4",9,"Jan","MV nodanger",0,"40+",1,"B",1
"4051",4051,"5",8,"Jan","MV danger",1,"18-29",1,"B",0
"4052",4052,"3",14,"Feb","MV nodanger",0,"18-29",0,"W",0
"4053",4053,"4",21,"Feb","mech/reg",0,"40+",1,"A",0
"4054",4054,"4",4,"Jan","MV danger",1,"18-29",1,"H",1
"4055",4055,"1",22,"Feb","mech/reg",1,"30-39",0,"B",0
"4056",4056,"1",3,"Jan","MV nodanger",1,"18-29",0,"B",0
"4057",4057,"4",9,"Feb","MV danger",1,"18-29",1,"B",1
"4058",4058,"2",10,"Jan","MV nodanger",1,"18-29",1,"H",1
"4059",4059,"1",23,"Jan","MV nodanger",1,"18-29",1,"B",1
"4060",4060,"5",7,"Jan","MV nodanger",1,"18-29",1,"W",0
"4061",4061,"7",3,"Feb","MV nodanger",1,"under 18",1,"B",0
"4062",4062,"4",6,"Feb","MV danger",0,"40+",1,"A",1
"4063",4063,"1",10,"Feb","mech/reg",0,"40+",1,"B",1
"4064",4064,"7",20,"Feb","MV danger",1,"40+",1,"B",1
"4065",4065,"2",17,"Jan","MV nodanger",0,"30-39",1,"B",1
"4066",4066,"7",14,"Jan","mech/reg",0,"30-39",0,"B",0
"4067",4067,"6",3,"Jan","mech/reg",0,"40+",1,"B",0
"4068",4068,"1",7,"Feb","MV nodanger",0,"40+",1,"B",0
"4069",4069,"7",4,"Feb","MV nodanger",1,"40+",1,"B",0
"4070",4070,"7",23,"Feb","MV nodanger",1,"30-39",1,"H",1
"4071",4071,"2",12,"Feb","MV nodanger",1,"40+",1,"H",0
"4072",4072,"7",16,"Jan","MV nodanger",0,"40+",1,"A",1
"4073",4073,"6",10,"Jan","mech/reg",1,"40+",1,"W",1
"4074",4074,"1",5,"Jan","MV nodanger",1,"40+",0,"B",0
"4075",4075,"3",16,"Jan","mech/reg",0,"30-39",1,"B",0
"4076",4076,"7",21,"Jan","MV nodanger",0,"18-29",1,"B",0
"4077",4077,"2",13,"Jan","MV nodanger",0,"40+",0,"H",1
"4078",4078,"4",0,"Jan","MV nodanger",0,"18-29",1,"H",0
"4079",4079,"7",8,"Feb","MV nodanger",0,"18-29",1,"B",0
"4080",4080,"2",19,"Feb","MV nodanger",1,"30-39",1,"B",1
"4081",4081,"1",13,"Jan","MV nodanger",0,"30-39",0,"B",1
"4082",4082,"4",12,"Jan","MV nodanger",1,"40+",1,"B",1
"4083",4083,"1",8,"Feb","MV nodanger",1,"18-29",1,"B",1
"4084",4084,"3",8,"Jan","MV nodanger",1,"40+",1,"W",0
"4085",4085,"3",18,"Jan","MV danger",1,"18-29",1,"W",1
"4086",4086,"6",1,"Jan","MV nodanger",1,"18-29",0,"A",0
"4087",4087,"3",14,"Jan","MV nodanger",1,"40+",1,"W",0
"4088",4088,"6",18,"Jan","mech/reg",1,"30-39",1,"B",1
"4089",4089,"5",7,"Feb","MV nodanger",1,"30-39",1,"B",0
"4090",4090,"1",20,"Jan","MV nodanger",0,"18-29",1,"A",1
"4091",4091,"1",14,"Jan","MV nodanger",1,"30-39",1,"W",0
"4092",4092,"3",16,"Feb","mech/reg",0,"18-29",1,"W",0
"4093",4093,"3",15,"Feb","MV nodanger",1,"18-29",1,"W",1
"4094",4094,"4",4,"Feb","MV nodanger",1,"40+",1,"A",1
"4095",4095,"6",21,"Feb","MV danger",0,"18-29",1,"B",1
"4096",4096,"5",16,"Jan","MV danger",0,"40+",1,"A",1
"4097",4097,"6",1,"Jan","MV nodanger",0,"18-29",0,"B",1
"4098",4098,"7",15,"Feb","mech/reg",0,"18-29",1,"A",0
"4099",4099,"1",17,"Feb","MV nodanger",1,"18-29",0,"B",1
"4100",4100,"4",3,"Feb","MV nodanger",1,"18-29",0,"H",1
"4101",4101,"5",16,"Jan","MV nodanger",0,"18-29",1,"W",1
"4102",4102,"2",15,"Jan","MV nodanger",1,"30-39",1,"B",1
"4103",4103,"1",1,"Feb","MV danger",1,"40+",1,"H",1
"4104",4104,"2",15,"Jan","MV nodanger",0,"40+",1,"B",1
"4105",4105,"7",20,"Jan","mech/reg",0,"30-39",1,"B",1
"4106",4106,"6",18,"Feb","MV danger",0,"40+",1,"W",1
"4107",4107,"5",5,"Feb","MV danger",0,"18-29",1,"B",1
"4108",4108,"7",6,"Feb","mech/reg",0,"40+",1,"H",0
"4109",4109,"7",0,"Jan","MV nodanger",0,"18-29",1,"W",1
"4110",4110,"6",9,"Feb","mech/reg",1,"18-29",0,"B",1
"4111",4111,"5",5,"Feb","MV nodanger",0,"30-39",1,"B",1
"4112",4112,"3",13,"Feb","MV nodanger",1,"18-29",0,"H",1
"4113",4113,"2",23,"Feb","MV nodanger",1,"18-29",0,"B",0
"4114",4114,"5",15,"Feb","MV nodanger",1,"18-29",0,"B",0
"4115",4115,"7",19,"Jan","mech/reg",1,"18-29",1,"B",0
"4116",4116,"1",19,"Feb","mech/reg",1,"18-29",1,"A",1
"4117",4117,"4",1,"Feb","MV nodanger",0,"18-29",1,"B",1
"4118",4118,"3",23,"Feb","MV danger",1,"40+",1,"B",1
"4119",4119,"7",12,"Feb","MV nodanger",0,"40+",1,"B",1
"4120",4120,"5",11,"Jan","MV danger",0,"30-39",1,"H",1
"4121",4121,"3",9,"Jan","mech/reg",0,"18-29",1,"A",0
"4122",4122,"1",4,"Jan","MV danger",1,"40+",1,"B",1
"4123",4123,"6",19,"Feb","mech/reg",1,"18-29",1,"W",1
"4124",4124,"1",19,"Jan","MV nodanger",1,"40+",1,"B",0
"4125",4125,"2",21,"Feb","MV nodanger",0,"18-29",1,"B",1
"4126",4126,"6",17,"Feb","mech/reg",1,"18-29",1,"B",1
"4127",4127,"1",8,"Jan","MV danger",1,"18-29",1,"H",1
"4128",4128,"7",20,"Jan","mech/reg",0,"40+",1,"W",0
"4129",4129,"5",9,"Jan","MV nodanger",0,"40+",1,"B",1
"4130",4130,"2",5,"Jan","MV danger",1,"18-29",0,"B",1
"4131",4131,"4",18,"Feb","MV nodanger",1,"18-29",1,"H",1
"4132",4132,"6",1,"Feb","MV nodanger",1,"40+",0,"W",1
"4133",4133,"7",17,"Jan","mech/reg",0,"40+",1,"B",1
