"Package","Item","Title","csv","doc"
"survival","veteran","Veterans' Administration Lung Cancer study",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/survival/veteran.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/survival/veteran.html">DOC</a>
"vcd","Arthritis","Arthritis Treatment Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Arthritis.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Arthritis.html">DOC</a>
"vcd","Baseball","Baseball Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Baseball.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Baseball.html">DOC</a>
"vcd","BrokenMarriage","Broken Marriage Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/BrokenMarriage.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/BrokenMarriage.html">DOC</a>
"vcd","Bundesliga","Ergebnisse der Fussball-Bundesliga",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Bundesliga.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Bundesliga.html">DOC</a>
"vcd","Bundestag2005","Votes in German Bundestag Election 2005",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Bundestag2005.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Bundestag2005.html">DOC</a>
"vcd","Butterfly","Butterfly Species in Malaya",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Butterfly.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Butterfly.html">DOC</a>
"vcd","CoalMiners","Breathlessness and Wheeze in Coal Miners",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/CoalMiners.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/CoalMiners.html">DOC</a>
"vcd","DanishWelfare","Danish Welfare Study Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/DanishWelfare.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/DanishWelfare.html">DOC</a>
"vcd","Employment","Employment Status",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Employment.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Employment.html">DOC</a>
"vcd","Federalist","'May' in Federalist Papers",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Federalist.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Federalist.html">DOC</a>
"vcd","Hitters","Hitters Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Hitters.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Hitters.html">DOC</a>
"vcd","HorseKicks","Death by Horse Kicks",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/HorseKicks.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/HorseKicks.html">DOC</a>
"vcd","Hospital","Hospital data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Hospital.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Hospital.html">DOC</a>
"vcd","JobSatisfaction","Job Satisfaction Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/JobSatisfaction.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/JobSatisfaction.html">DOC</a>
"vcd","JointSports","Opinions About Joint Sports",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/JointSports.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/JointSports.html">DOC</a>
"vcd","Lifeboats","Lifeboats on the Titanic",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Lifeboats.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Lifeboats.html">DOC</a>
"vcd","NonResponse","Non-Response Survey Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/NonResponse.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/NonResponse.html">DOC</a>
"vcd","OvaryCancer","Ovary Cancer Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/OvaryCancer.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/OvaryCancer.html">DOC</a>
"vcd","PreSex","Pre-marital Sex and Divorce",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/PreSex.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/PreSex.html">DOC</a>
"vcd","Punishment","Corporal Punishment Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Punishment.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Punishment.html">DOC</a>
"vcd","RepVict","Repeat Victimization Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/RepVict.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/RepVict.html">DOC</a>
"vcd","Saxony","Families in Saxony",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Saxony.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Saxony.html">DOC</a>
"vcd","SexualFun","Sex is Fun",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/SexualFun.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/SexualFun.html">DOC</a>
"vcd","SpaceShuttle","Space Shuttle O-ring Failures",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/SpaceShuttle.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/SpaceShuttle.html">DOC</a>
"vcd","Suicide","Suicide Rates in Germany",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Suicide.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Suicide.html">DOC</a>
"vcd","Trucks","Truck Accidents Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/Trucks.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/Trucks.html">DOC</a>
"vcd","UKSoccer","UK Soccer Scores",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/UKSoccer.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/UKSoccer.html">DOC</a>
"vcd","VisualAcuity","Visual Acuity in Left and Right Eyes",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/VisualAcuity.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/VisualAcuity.html">DOC</a>
"vcd","VonBort","Von Bortkiewicz Horse Kicks Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/VonBort.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/VonBort.html">DOC</a>
"vcd","WeldonDice","Weldon's Dice Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/WeldonDice.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/WeldonDice.html">DOC</a>
"vcd","WomenQueue","Women in Queues",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/vcd/WomenQueue.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/vcd/WomenQueue.html">DOC</a>
"Zelig","MatchIt.url","Table of links for Zelig",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/MatchIt.url.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/MatchIt.url.html">DOC</a>
"Zelig","PErisk","Political Economic Risk Data from 62 Countries in 1987",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/PErisk.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/PErisk.html">DOC</a>
"Zelig","SupremeCourt","U.S. Supreme Court Vote Matrix",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/SupremeCourt.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/SupremeCourt.html">DOC</a>
"Zelig","Weimar","1932 Weimar election data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/Weimar.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/Weimar.html">DOC</a>
"Zelig","Zelig.url","Table of links for Zelig",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/Zelig.url.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/Zelig.url.html">DOC</a>
"Zelig","approval","U.S. Presidential Approval Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/approval.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/approval.html">DOC</a>
"Zelig","bivariate","Sample data for bivariate probit regression",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/bivariate.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/bivariate.html">DOC</a>
"Zelig","coalition","Coalition Dissolution in Parliamentary Democracies",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/coalition.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/coalition.html">DOC</a>
"Zelig","coalition2","Coalition Dissolution in Parliamentary Democracies, Modified Version",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/coalition2.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/coalition2.html">DOC</a>
"Zelig","eidat","Simulation Data for Ecological Inference",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/eidat.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/eidat.html">DOC</a>
"Zelig","free1","Freedom of Speech Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/free1.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/free1.html">DOC</a>
"Zelig","free2","Freedom of Speech Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/free2.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/free2.html">DOC</a>
"Zelig","friendship","Simulated Example of Schoolchildren Friendship Network",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/friendship.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/friendship.html">DOC</a>
"Zelig","grunfeld","Simulation Data for model Seemingly Unrelated Regression (sur) that corresponds to method SUR of systemfit",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/grunfeld.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/grunfeld.html">DOC</a>
"Zelig","hoff","Social Security Expenditure Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/hoff.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/hoff.html">DOC</a>
"Zelig","homerun","Sample Data on Home Runs Hit By Mark McGwire and Sammy Sosa in 1998.",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/homerun.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/homerun.html">DOC</a>
"Zelig","immi1","Individual Preferences Over Immigration Policy",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/immi1.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/immi1.html">DOC</a>
"Zelig","immi2","Individual Preferences Over Immigration Policy",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/immi2.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/immi2.html">DOC</a>
"Zelig","immi3","Individual Preferences Over Immigration Policy",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/immi3.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/immi3.html">DOC</a>
"Zelig","immi4","Individual Preferences Over Immigration Policy",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/immi4.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/immi4.html">DOC</a>
"Zelig","immi5","Individual Preferences Over Immigration Policy",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/immi5.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/immi5.html">DOC</a>
"Zelig","immigration","Individual Preferences Over Immigration Policy",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/immigration.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/immigration.html">DOC</a>
"Zelig","klein","Simulation Data for model Two-Stage Least Square (twosls) that corresponds to method 2SLS of systemfit",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/klein.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/klein.html">DOC</a>
"Zelig","kmenta","Simulation Data for model Three-Stage Least Square (threesls) that corresponds to method 3SLS of systemfit",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/kmenta.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/kmenta.html">DOC</a>
"Zelig","macro","Macroeconomic Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/macro.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/macro.html">DOC</a>
"Zelig","mexico","Voting Data from the 1988 Mexican Presidental Election",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/mexico.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/mexico.html">DOC</a>
"Zelig","mid","Militarized Interstate Disputes",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/mid.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/mid.html">DOC</a>
"Zelig","newpainters","The Discretized Painter's Data of de Piles",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/newpainters.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/newpainters.html">DOC</a>
"Zelig","sanction","Multilateral Economic Sanctions",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/sanction.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/sanction.html">DOC</a>
"Zelig","sna.ex","Simulated Example of Social Network Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/sna.ex.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/sna.ex.html">DOC</a>
"Zelig","swiss","Swiss Fertility and Socioeconomic Indicators (1888) Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/swiss.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/swiss.html">DOC</a>
"Zelig","tobin","Tobin's Tobit Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/tobin.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/tobin.html">DOC</a>
"Zelig","turnout","Turnout Data Set from the National Election Survey",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/turnout.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/turnout.html">DOC</a>
"Zelig","voteincome","Sample Turnout and Demographic Data from the 2000 Current Population Survey",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/Zelig/voteincome.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/Zelig/voteincome.html">DOC</a>
"HSAUR","BCG","BCG Vaccine Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/BCG.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/BCG.html">DOC</a>
"HSAUR","BtheB","Beat the Blues Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/BtheB.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/BtheB.html">DOC</a>
"HSAUR","CYGOB1","CYG OB1 Star Cluster Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/CYGOB1.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/CYGOB1.html">DOC</a>
"HSAUR","Forbes2000","The Forbes 2000 Ranking of the World's Biggest Companies (Year 2004)",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/Forbes2000.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/Forbes2000.html">DOC</a>
"HSAUR","GHQ","General Health Questionnaire",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/GHQ.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/GHQ.html">DOC</a>
"HSAUR","Lanza","Prevention of Gastointestinal Damages",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/Lanza.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/Lanza.html">DOC</a>
"HSAUR","agefat","Total Body Composision Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/agefat.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/agefat.html">DOC</a>
"HSAUR","aspirin","Aspirin Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/aspirin.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/aspirin.html">DOC</a>
"HSAUR","birthdeathrates","Birth and Death Rates Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/birthdeathrates.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/birthdeathrates.html">DOC</a>
"HSAUR","bladdercancer","Bladder Cancer Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/bladdercancer.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/bladdercancer.html">DOC</a>
"HSAUR","clouds","Cloud Seeding Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/clouds.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/clouds.html">DOC</a>
"HSAUR","epilepsy","Epilepsy Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/epilepsy.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/epilepsy.html">DOC</a>
"HSAUR","foster","Foster Feeding Experiment",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/foster.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/foster.html">DOC</a>
"HSAUR","heptathlon","Olympic Heptathlon Seoul 1988",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/heptathlon.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/heptathlon.html">DOC</a>
"HSAUR","mastectomy","Survival Times after Mastectomy of Breast Cancer Patients",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/mastectomy.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/mastectomy.html">DOC</a>
"HSAUR","meteo","Meteorological Measurements for 11 Years",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/meteo.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/meteo.html">DOC</a>
"HSAUR","orallesions","Oral Lesions in Rural India",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/orallesions.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/orallesions.html">DOC</a>
"HSAUR","phosphate","Phosphate Level Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/phosphate.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/phosphate.html">DOC</a>
"HSAUR","pistonrings","Piston Rings Failures",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/pistonrings.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/pistonrings.html">DOC</a>
"HSAUR","planets","Exoplanets Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/planets.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/planets.html">DOC</a>
"HSAUR","plasma","Blood Screening Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/plasma.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/plasma.html">DOC</a>
"HSAUR","polyps","Familial Andenomatous Polyposis",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/polyps.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/polyps.html">DOC</a>
"HSAUR","polyps3","Familial Andenomatous Polyposis",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/polyps3.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/polyps3.html">DOC</a>
"HSAUR","pottery","Romano-British Pottery Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/pottery.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/pottery.html">DOC</a>
"HSAUR","rearrests","Rearrests of Juvenile Felons",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/rearrests.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/rearrests.html">DOC</a>
"HSAUR","respiratory","Respiratory Illness Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/respiratory.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/respiratory.html">DOC</a>
"HSAUR","roomwidth","Students Estimates of Lecture Room Width",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/roomwidth.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/roomwidth.html">DOC</a>
"HSAUR","schizophrenia","Age of Onset of Schizophrenia Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/schizophrenia.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/schizophrenia.html">DOC</a>
"HSAUR","schizophrenia2","Schizophrenia Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/schizophrenia2.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/schizophrenia2.html">DOC</a>
"HSAUR","schooldays","Days not Spent at School",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/schooldays.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/schooldays.html">DOC</a>
"HSAUR","skulls","Egyptian Skulls",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/skulls.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/skulls.html">DOC</a>
"HSAUR","smoking","Nicotine Gum and Smoking Cessation",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/smoking.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/smoking.html">DOC</a>
"HSAUR","students","Student Risk Taking",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/students.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/students.html">DOC</a>
"HSAUR","suicides","Crowd Baiting Behaviour and Suicides",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/suicides.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/suicides.html">DOC</a>
"HSAUR","toothpaste","Toothpaste Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/toothpaste.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/toothpaste.html">DOC</a>
"HSAUR","voting","House of Representatives Voting Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/voting.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/voting.html">DOC</a>
"HSAUR","water","Mortality and Water Hardness",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/water.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/water.html">DOC</a>
"HSAUR","watervoles","Water Voles Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/watervoles.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/watervoles.html">DOC</a>
"HSAUR","waves","Electricity from Wave Power at Sea",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/waves.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/waves.html">DOC</a>
"HSAUR","weightgain","Gain in Weight of Rats",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/weightgain.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/weightgain.html">DOC</a>
"HSAUR","womensrole","Womens Role in Society",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HSAUR/womensrole.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HSAUR/womensrole.html">DOC</a>
"psych","Bechtoldt","Seven data sets showing a bifactor solution.",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/psych/Bechtoldt.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/psych/Bechtoldt.html">DOC</a>
"psych","Bechtoldt.1","Seven data sets showing a bifactor solution.",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/psych/Bechtoldt.1.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/psych/Bechtoldt.1.html">DOC</a>
