"","year","pop","rgdppc","savrat","country","com","opec","name"
"1370",1977,6365,2517,12.5,60,0,0,"GUATEMALA"
"1371",1978,6543,2576,13.1,60,0,0,"GUATEMALA"
"1372",1979,6727,2578,11,60,0,0,"GUATEMALA"
"1373",1980,6917,2574,9.2,60,0,0,"GUATEMALA"
"1374",1981,7113,2534,10.5,60,0,0,"GUATEMALA"
"1375",1982,7315,2349,8.9,60,0,0,"GUATEMALA"
"1376",1983,7524,2214,7.6,60,0,0,"GUATEMALA"
"1377",1984,7740,2185,7.9,60,0,0,"GUATEMALA"
"1378",1985,7963,2090,6.5,60,0,0,"GUATEMALA"
"1379",1960,3857,924,2.5,61,0,0,"HAITI"
"1380",1961,3923,879,2.3,61,0,0,"HAITI"
"1381",1962,3990,908,2.4,61,0,0,"HAITI"
"1382",1963,4058,889,2.4,61,0,0,"HAITI"
"1383",1964,4127,878,2.1,61,0,0,"HAITI"
"1384",1965,4197,894,2.1,61,0,0,"HAITI"
"1385",1966,4256,892,1.8,61,0,0,"HAITI"
"1386",1967,4316,837,1.9,61,0,0,"HAITI"
"1387",1968,4377,839,2.1,61,0,0,"HAITI"
"1388",1969,4437,849,2.5,61,0,0,"HAITI"
"1389",1970,4535,834,3.7,61,0,0,"HAITI"
"1390",1971,4598,894,3.4,61,0,0,"HAITI"
"1391",1972,4677,882,4.1,61,0,0,"HAITI"
"1392",1973,4757,856,4.8,61,0,0,"HAITI"
"1393",1974,4838,883,5.1,61,0,0,"HAITI"
"1394",1975,4920,843,6.5,61,0,0,"HAITI"
"1395",1976,5003,911,7.1,61,0,0,"HAITI"
"1396",1977,5087,920,7.2,61,0,0,"HAITI"
"1397",1978,5173,943,7.6,61,0,0,"HAITI"
"1398",1979,5261,966,8.5,61,0,0,"HAITI"
"1399",1980,5353,1033,7.9,61,0,0,"HAITI"
"1400",1981,5448,1010,8.9,61,0,0,"HAITI"
"1401",1982,5546,933,7.9,61,0,0,"HAITI"
"1402",1983,5648,927,8.3,61,0,0,"HAITI"
"1403",1984,5754,902,8.7,61,0,0,"HAITI"
"1404",1985,5865,911,7.3,61,0,0,"HAITI"
"1405",1960,1934,1039,11.5,62,0,0,"HONDURAS"
"1406",1961,2001,1031,10.1,62,0,0,"HONDURAS"
"1407",1962,2071,1046,12.7,62,0,0,"HONDURAS"
"1408",1963,2142,1052,14.1,62,0,0,"HONDURAS"
"1409",1964,2217,1076,13.3,62,0,0,"HONDURAS"
"1410",1965,2294,1121,13.4,62,0,0,"HONDURAS"
"1411",1966,2356,1150,14.4,62,0,0,"HONDURAS"
"1412",1967,2422,1168,17.9,62,0,0,"HONDURAS"
"1413",1968,2489,1207,16.9,62,0,0,"HONDURAS"
"1414",1969,2556,1190,16.9,62,0,0,"HONDURAS"
"1415",1970,2627,1237,16.1,62,0,0,"HONDURAS"
"1416",1971,2706,1239,12.7,62,0,0,"HONDURAS"
"1417",1972,2792,1275,11.7,62,0,0,"HONDURAS"
"1418",1973,2884,1320,13.9,62,0,0,"HONDURAS"
"1419",1974,2980,1266,18.7,62,0,0,"HONDURAS"
"1420",1975,3081,1274,14.1,62,0,0,"HONDURAS"
"1421",1976,3186,1378,13.5,62,0,0,"HONDURAS"
"1422",1977,3296,1471,16.5,62,0,0,"HONDURAS"
"1423",1978,3411,1533,18.9,62,0,0,"HONDURAS"
"1424",1979,3533,1532,18.9,62,0,0,"HONDURAS"
"1425",1980,3662,1519,16.6,62,0,0,"HONDURAS"
"1426",1981,3798,1503,13.6,62,0,0,"HONDURAS"
"1427",1982,3941,1439,9,62,0,0,"HONDURAS"
"1428",1983,4089,1374,9.5,62,0,0,"HONDURAS"
"1429",1984,4237,1381,11.5,62,0,0,"HONDURAS"
"1430",1985,4383,1387,11.7,62,0,0,"HONDURAS"
"1431",1960,1622,1773,31.1,63,0,0,"JAMAICA"
"1432",1961,1645,1771,28.4,63,0,0,"JAMAICA"
"1433",1962,1669,1810,25.7,63,0,0,"JAMAICA"
"1434",1963,1692,1809,25.1,63,0,0,"JAMAICA"
"1435",1964,1716,1980,26.8,63,0,0,"JAMAICA"
"1436",1965,1741,2104,26.7,63,0,0,"JAMAICA"
"1437",1966,1766,2179,27.5,63,0,0,"JAMAICA"
"1438",1967,1791,2234,29.2,63,0,0,"JAMAICA"
"1439",1968,1816,2497,32.2,63,0,0,"JAMAICA"
"1440",1969,1843,2604,32,63,0,0,"JAMAICA"
"1441",1970,1869,2645,31,63,0,0,"JAMAICA"
"1442",1971,1896,2724,29.8,63,0,0,"JAMAICA"
"1443",1972,1925,3099,22.8,63,0,0,"JAMAICA"
"1444",1973,1955,2838,32.9,63,0,0,"JAMAICA"
"1445",1974,1985,2922,23.6,63,0,0,"JAMAICA"
"1446",1975,2013,2916,25.8,63,0,0,"JAMAICA"
"1447",1976,2039,2787,18.7,63,0,0,"JAMAICA"
"1448",1977,2063,2719,12.6,63,0,0,"JAMAICA"
"1449",1978,2086,2601,15.1,63,0,0,"JAMAICA"
"1450",1979,2109,2508,14.8,63,0,0,"JAMAICA"
"1451",1980,2133,2362,12,63,0,0,"JAMAICA"
"1452",1981,2158,2366,14.5,63,0,0,"JAMAICA"
"1453",1982,2185,2389,15,63,0,0,"JAMAICA"
"1454",1983,2211,2395,15.3,63,0,0,"JAMAICA"
"1455",1984,2236,2354,14,63,0,0,"JAMAICA"
"1456",1985,2260,2215,14.6,63,0,0,"JAMAICA"
"1457",1960,38227,2836,14.5,64,0,0,"MEXICO"
"1458",1961,39472,2864,14.4,64,0,0,"MEXICO"
"1459",1962,40754,2897,13.6,64,0,0,"MEXICO"
"1460",1963,42074,3019,14.9,64,0,0,"MEXICO"
"1461",1964,43446,3258,16,64,0,0,"MEXICO"
"1462",1965,44854,3351,16.9,64,0,0,"MEXICO"
"1463",1966,46337,3467,16.3,64,0,0,"MEXICO"
"1464",1967,47868,3582,16.7,64,0,0,"MEXICO"
"1465",1968,49451,3766,16.2,64,0,0,"MEXICO"
"1466",1969,51081,3846,16.7,64,0,0,"MEXICO"
"1467",1970,52770,3987,17.7,64,0,0,"MEXICO"
"1468",1971,51982,4213,16.1,64,0,0,"MEXICO"
"1469",1972,53690,4404,16.5,64,0,0,"MEXICO"
"1470",1973,55429,4609,17.6,64,0,0,"MEXICO"
"1471",1974,57165,4782,19.3,64,0,0,"MEXICO"
"1472",1975,58876,4928,19.1,64,0,0,"MEXICO"
"1473",1976,60560,4973,18,64,0,0,"MEXICO"
"1474",1977,62211,4900,17.7,64,0,0,"MEXICO"
"1475",1978,63836,5208,18.2,64,0,0,"MEXICO"
"1476",1979,65445,5621,19.4,64,0,0,"MEXICO"
"1477",1980,67046,6054,21.4,64,0,0,"MEXICO"
"1478",1981,68637,6467,22.5,64,0,0,"MEXICO"
"1479",1982,70225,5942,18.1,64,0,0,"MEXICO"
"1480",1983,71791,5401,14.2,64,0,0,"MEXICO"
"1481",1984,73309,5524,14.4,64,0,0,"MEXICO"
"1482",1985,74766,5621,15.3,64,0,0,"MEXICO"
"1483",1960,1578,1606,8.6,65,0,0,"NICARAGUA"
"1484",1961,1625,1684,8.7,65,0,0,"NICARAGUA"
"1485",1962,1674,1826,9.9,65,0,0,"NICARAGUA"
"1486",1963,1724,1928,10,65,0,0,"NICARAGUA"
"1487",1964,1766,2083,12.1,65,0,0,"NICARAGUA"
"1488",1965,1804,2246,12.7,65,0,0,"NICARAGUA"
"1489",1966,1848,2272,13.6,65,0,0,"NICARAGUA"
"1490",1967,1895,2427,12.6,65,0,0,"NICARAGUA"
"1491",1968,1945,2339,10.9,65,0,0,"NICARAGUA"
"1492",1969,1998,2343,12.2,65,0,0,"NICARAGUA"
"1493",1970,2053,2359,11.7,65,0,0,"NICARAGUA"
"1494",1971,2132,2344,11.7,65,0,0,"NICARAGUA"
"1495",1972,2204,2278,7.8,65,0,0,"NICARAGUA"
"1496",1973,2277,2357,14.9,65,0,0,"NICARAGUA"
"1497",1974,2352,2629,18.2,65,0,0,"NICARAGUA"
"1498",1975,2426,2531,10.9,65,0,0,"NICARAGUA"
"1499",1976,2500,2581,10.6,65,0,0,"NICARAGUA"
"1500",1977,2573,2761,15.9,65,0,0,"NICARAGUA"
"1501",1978,2647,2459,7.4,65,0,0,"NICARAGUA"
"1502",1979,2723,1707,-4.5,65,0,0,"NICARAGUA"
"1503",1980,2802,1853,11.2,65,0,0,"NICARAGUA"
"1504",1981,2884,1889,16.4,65,0,0,"NICARAGUA"
"1505",1982,2969,1839,13.5,65,0,0,"NICARAGUA"
"1506",1983,3056,1919,13.6,65,0,0,"NICARAGUA"
"1507",1984,3143,1889,13.6,65,0,0,"NICARAGUA"
"1508",1985,3229,1790,13.9,65,0,0,"NICARAGUA"
"1509",1960,1145,1575,15.9,66,0,0,"PANAMA"
"1510",1961,1180,1690,18.3,66,0,0,"PANAMA"
"1511",1962,1215,1780,18.9,66,0,0,"PANAMA"
"1512",1963,1251,1886,19.5,66,0,0,"PANAMA"
"1513",1964,1288,1908,17.1,66,0,0,"PANAMA"
"1514",1965,1327,2014,17.9,66,0,0,"PANAMA"
"1515",1966,1366,2117,21.9,66,0,0,"PANAMA"
"1516",1967,1405,2233,21.3,66,0,0,"PANAMA"
"1517",1968,1446,2314,22.6,66,0,0,"PANAMA"
"1518",1969,1488,2434,23.9,66,0,0,"PANAMA"
"1519",1970,1531,2584,25.8,66,0,0,"PANAMA"
"1520",1971,1574,2772,28.6,66,0,0,"PANAMA"
"1521",1972,1618,2855,30.9,66,0,0,"PANAMA"
"1522",1973,1662,2903,30.7,66,0,0,"PANAMA"
"1523",1974,1705,2919,28.3,66,0,0,"PANAMA"
"1524",1975,1748,2884,27,66,0,0,"PANAMA"
"1525",1976,1790,2854,26.4,66,0,0,"PANAMA"
"1526",1977,1831,2793,18.3,66,0,0,"PANAMA"
"1527",1978,1872,3004,20.8,66,0,0,"PANAMA"
"1528",1979,1914,3062,21.5,66,0,0,"PANAMA"
"1529",1980,1956,3392,22.2,66,0,0,"PANAMA"
"1530",1981,1999,3492,23.8,66,0,0,"PANAMA"
"1531",1982,2043,3593,21,66,0,0,"PANAMA"
"1532",1983,2088,3480,16.8,66,0,0,"PANAMA"
"1533",1984,2134,3437,14.8,66,0,0,"PANAMA"
"1534",1985,2180,3499,15.2,66,0,0,"PANAMA"
"1535",1960,2397,3102,23.6,67,0,0,"PUERTO RICO"
"1536",1961,2428,3342,28.5,67,0,0,"PUERTO RICO"
"1537",1962,2459,3624,27,67,0,0,"PUERTO RICO"
"1538",1963,2490,3846,28.5,67,0,0,"PUERTO RICO"
"1539",1964,2520,4162,32.7,67,0,0,"PUERTO RICO"
"1540",1965,2551,4414,30.9,67,0,0,"PUERTO RICO"
"1541",1966,2582,4647,30.1,67,0,0,"PUERTO RICO"
"1542",1967,2613,4805,30.7,67,0,0,"PUERTO RICO"
"1543",1968,2645,4915,33.3,67,0,0,"PUERTO RICO"
"1544",1969,2677,5540,32.5,67,0,0,"PUERTO RICO"
"1545",1970,2710,5780,31.8,67,0,0,"PUERTO RICO"
"1546",1971,2762,6006,33.2,67,0,0,"PUERTO RICO"
"1547",1972,2817,6318,33.5,67,0,0,"PUERTO RICO"
"1548",1973,2879,6324,26.4,67,0,0,"PUERTO RICO"
"1549",1974,2939,6100,21.9,67,0,0,"PUERTO RICO"
"1550",1975,2994,5990,24.2,67,0,0,"PUERTO RICO"
"1551",1976,3044,6122,20.5,67,0,0,"PUERTO RICO"
"1552",1977,3089,6393,14.7,67,0,0,"PUERTO RICO"
"1553",1978,3129,6649,15.6,67,0,0,"PUERTO RICO"
"1554",1979,3168,6949,14.9,67,0,0,"PUERTO RICO"
"1555",1980,3206,6924,16.2,67,0,0,"PUERTO RICO"
"1556",1981,3243,6917,13.8,67,0,0,"PUERTO RICO"
"1557",1982,3278,6585,9.1,67,0,0,"PUERTO RICO"
"1558",1983,3312,6611,9.7,67,0,0,"PUERTO RICO"
"1559",1984,3344,7029,13.2,67,0,0,"PUERTO RICO"
"1560",1985,3377,7120,12.1,67,0,0,"PUERTO RICO"
"1561",1960,776,5627,15.7,71,0,0,"TRINIDAD&TOBAGO"
"1562",1961,807,6116,12.4,71,0,0,"TRINIDAD&TOBAGO"
"1563",1962,838,6002,13.7,71,0,0,"TRINIDAD&TOBAGO"
"1564",1963,859,6385,11.1,71,0,0,"TRINIDAD&TOBAGO"
"1565",1964,884,6643,10.5,71,0,0,"TRINIDAD&TOBAGO"
"1566",1965,906,6428,12.2,71,0,0,"TRINIDAD&TOBAGO"
"1567",1966,925,6472,10.4,71,0,0,"TRINIDAD&TOBAGO"
"1568",1967,939,6553,9.6,71,0,0,"TRINIDAD&TOBAGO"
"1569",1968,949,6186,9.2,71,0,0,"TRINIDAD&TOBAGO"
"1570",1969,956,7092,6.7,71,0,0,"TRINIDAD&TOBAGO"
"1571",1970,971,6795,7.8,71,0,0,"TRINIDAD&TOBAGO"
"1572",1971,981,7349,11.2,71,0,0,"TRINIDAD&TOBAGO"
"1573",1972,989,7560,9.6,71,0,0,"TRINIDAD&TOBAGO"
"1574",1973,995,7670,8.4,71,0,0,"TRINIDAD&TOBAGO"
"1575",1974,1003,7918,11.7,71,0,0,"TRINIDAD&TOBAGO"
"1576",1975,1012,7990,13.9,71,0,0,"TRINIDAD&TOBAGO"
"1577",1976,1023,8775,14.4,71,0,0,"TRINIDAD&TOBAGO"
"1578",1977,1037,9387,13.7,71,0,0,"TRINIDAD&TOBAGO"
"1579",1978,1051,10249,15.8,71,0,0,"TRINIDAD&TOBAGO"
"1580",1979,1067,10802,15.3,71,0,0,"TRINIDAD&TOBAGO"
"1581",1980,1082,11262,17.7,71,0,0,"TRINIDAD&TOBAGO"
"1582",1981,1097,11738,14,71,0,0,"TRINIDAD&TOBAGO"
"1583",1982,1113,11368,15,71,0,0,"TRINIDAD&TOBAGO"
"1584",1983,1129,10433,14.3,71,0,0,"TRINIDAD&TOBAGO"
"1585",1984,1144,8273,17.6,71,0,0,"TRINIDAD&TOBAGO"
"1586",1985,1160,9701,15.4,71,0,0,"TRINIDAD&TOBAGO"
"1587",1960,180673,9895,20.7,72,0,0,"U.S.A."
"1588",1961,183687,9946,20.3,72,0,0,"U.S.A."
"1589",1962,186537,10358,21.3,72,0,0,"U.S.A."
"1590",1963,189244,10642,21.8,72,0,0,"U.S.A."
"1591",1964,191889,11072,21.9,72,0,0,"U.S.A."
"1592",1965,194309,11649,23.3,72,0,0,"U.S.A."
"1593",1966,196564,12164,23.4,72,0,0,"U.S.A."
"1594",1967,198717,12318,22.4,72,0,0,"U.S.A."
"1595",1968,200706,12723,22.3,72,0,0,"U.S.A."
"1596",1969,202675,12975,22.4,72,0,0,"U.S.A."
"1597",1970,205052,12963,20.4,72,0,0,"U.S.A."
"1598",1971,207661,13233,21.8,72,0,0,"U.S.A."
"1599",1972,209896,13747,22.1,72,0,0,"U.S.A."
"1600",1973,211909,14379,23,72,0,0,"U.S.A."
"1601",1974,213854,14078,21.7,72,0,0,"U.S.A."
"1602",1975,215973,13682,18.5,72,0,0,"U.S.A."
"1603",1976,218035,14271,20.1,72,0,0,"U.S.A."
"1604",1977,220239,14832,21.8,72,0,0,"U.S.A."
"1605",1978,222585,15440,22.8,72,0,0,"U.S.A."
"1606",1979,225055,15637,22.3,72,0,0,"U.S.A."
"1607",1980,227757,15295,20.3,72,0,0,"U.S.A."
"1608",1981,230138,15502,21.1,72,0,0,"U.S.A."
"1609",1982,232520,14897,18.8,72,0,0,"U.S.A."
"1610",1983,234799,15290,19.9,72,0,0,"U.S.A."
"1611",1984,237001,16255,23.1,72,0,0,"U.S.A."
"1612",1985,239279,16570,22.3,72,0,0,"U.S.A."
"1613",1960,20618,4462,17.4,73,0,0,"ARGENTINA"
"1614",1961,20939,4777,17.5,73,0,0,"ARGENTINA"
"1615",1962,21267,4528,16.8,73,0,0,"ARGENTINA"
"1616",1963,21603,4293,14.3,73,0,0,"ARGENTINA"
"1617",1964,21941,4705,16.2,73,0,0,"ARGENTINA"
"1618",1965,22283,5018,16.1,73,0,0,"ARGENTINA"
"1619",1966,22609,4956,14.9,73,0,0,"ARGENTINA"
"1620",1967,22940,5018,15.1,73,0,0,"ARGENTINA"
"1621",1968,23278,5169,16,73,0,0,"ARGENTINA"
"1622",1969,23618,5501,18,73,0,0,"ARGENTINA"
"1623",1970,23962,5637,18.5,73,0,0,"ARGENTINA"
"1624",1971,24348,5817,19.6,73,0,0,"ARGENTINA"
"1625",1972,24757,5810,19.5,73,0,0,"ARGENTINA"
"1626",1973,25183,5926,17.9,73,0,0,"ARGENTINA"
"1627",1974,25617,6168,17.1,73,0,0,"ARGENTINA"
"1628",1975,26052,6052,17.4,73,0,0,"ARGENTINA"
"1629",1976,26489,5852,19,73,0,0,"ARGENTINA"
"1630",1977,26928,6132,21.5,73,0,0,"ARGENTINA"
"1631",1978,27367,5849,18.7,73,0,0,"ARGENTINA"
"1632",1979,27804,6306,18.8,73,0,0,"ARGENTINA"
"1633",1980,28237,6506,19.6,73,0,0,"ARGENTINA"
"1634",1981,28666,6068,17.3,73,0,0,"ARGENTINA"
"1635",1982,29089,5487,15.7,73,0,0,"ARGENTINA"
"1636",1983,29507,5608,15.1,73,0,0,"ARGENTINA"
"1637",1984,29921,5724,14.1,73,0,0,"ARGENTINA"
"1638",1985,30331,5324,12.3,73,0,0,"ARGENTINA"
"1639",1960,3428,1148,17.7,74,0,0,"BOLIVIA"
"1640",1961,3507,1150,13.9,74,0,0,"BOLIVIA"
"1641",1962,3588,1219,20.7,74,0,0,"BOLIVIA"
"1642",1963,3670,1264,19.9,74,0,0,"BOLIVIA"
"1643",1964,3755,1277,20.2,74,0,0,"BOLIVIA"
"1644",1965,3841,1346,21.8,74,0,0,"BOLIVIA"
"1645",1966,3933,1396,21,74,0,0,"BOLIVIA"
"1646",1967,4028,1429,19.2,74,0,0,"BOLIVIA"
"1647",1968,4124,1545,24.1,74,0,0,"BOLIVIA"
"1648",1969,4224,1555,21.8,74,0,0,"BOLIVIA"
"1649",1970,4325,1661,21.2,74,0,0,"BOLIVIA"
"1650",1971,4431,1699,22.5,74,0,0,"BOLIVIA"
"1651",1972,4540,1693,26.9,74,0,0,"BOLIVIA"
"1652",1973,4653,1803,21.9,74,0,0,"BOLIVIA"
"1653",1974,4771,1838,20.8,74,0,0,"BOLIVIA"
"1654",1975,4894,1835,29,74,0,0,"BOLIVIA"
"1655",1976,5022,1950,24.1,74,0,0,"BOLIVIA"
"1656",1977,5156,1977,23.8,74,0,0,"BOLIVIA"
"1657",1978,5295,2015,23,74,0,0,"BOLIVIA"
"1658",1979,5437,2044,19,74,0,0,"BOLIVIA"
"1659",1980,5581,1989,14.5,74,0,0,"BOLIVIA"
"1660",1981,5728,2012,13.7,74,0,0,"BOLIVIA"
"1661",1982,5878,1864,10.9,74,0,0,"BOLIVIA"
"1662",1983,6030,1816,6.4,74,0,0,"BOLIVIA"
"1663",1984,6185,1780,4.9,74,0,0,"BOLIVIA"
"1664",1985,6342,1754,5.2,74,0,0,"BOLIVIA"
"1665",1960,72594,1784,18.9,75,0,0,"BRAZIL"
"1666",1961,74799,1873,19.1,75,0,0,"BRAZIL"
"1667",1962,77061,1924,19,75,0,0,"BRAZIL"
"1668",1963,79400,1893,16.9,75,0,0,"BRAZIL"
"1669",1964,81815,1892,17.8,75,0,0,"BRAZIL"
"1670",1965,84288,1871,19,75,0,0,"BRAZIL"
"1671",1966,86483,1903,19.8,75,0,0,"BRAZIL"
"1672",1967,88735,1969,17.2,75,0,0,"BRAZIL"
"1673",1968,91045,2154,18.6,75,0,0,"BRAZIL"
"1674",1969,93412,2236,21.7,75,0,0,"BRAZIL"
"1675",1970,95847,2434,19.8,75,0,0,"BRAZIL"
"1676",1971,98215,2659,20.2,75,0,0,"BRAZIL"
"1677",1972,100612,2907,21,75,0,0,"BRAZIL"
"1678",1973,103045,3228,23,75,0,0,"BRAZIL"
"1679",1974,105517,3458,24.5,75,0,0,"BRAZIL"
"1680",1975,108032,3505,26,75,0,0,"BRAZIL"
"1681",1976,110590,3781,23.7,75,0,0,"BRAZIL"
"1682",1977,113187,3860,22.6,75,0,0,"BRAZIL"
"1683",1978,115830,3886,22.7,75,0,0,"BRAZIL"
"1684",1979,118528,4078,21.1,75,0,0,"BRAZIL"
"1685",1980,121286,4303,22,75,0,0,"BRAZIL"
"1686",1981,124098,3997,20.1,75,0,0,"BRAZIL"
"1687",1982,126962,3968,18,75,0,0,"BRAZIL"
"1688",1983,129853,3753,14.4,75,0,0,"BRAZIL"
"1689",1984,132730,3833,14.3,75,0,0,"BRAZIL"
"1690",1985,135564,4017,15.6,75,0,0,"BRAZIL"
"1691",1960,7695,2885,20.4,76,0,0,"CHILE"
"1692",1961,7883,3012,22.1,76,0,0,"CHILE"
"1693",1962,8071,3068,21,76,0,0,"CHILE"
"1694",1963,8258,3142,22.4,76,0,0,"CHILE"
"1695",1964,8446,3177,20.7,76,0,0,"CHILE"
"1696",1965,8633,3264,21.5,76,0,0,"CHILE"
"1697",1966,8808,3431,20.8,76,0,0,"CHILE"
"1698",1967,8981,3435,19.4,76,0,0,"CHILE"
"1699",1968,9156,3493,20.1,76,0,0,"CHILE"
"1700",1969,9330,3563,21.3,76,0,0,"CHILE"
"1701",1970,9504,3605,21.6,76,0,0,"CHILE"
"1702",1971,9680,3881,19.5,76,0,0,"CHILE"
"1703",1972,9853,3852,17.3,76,0,0,"CHILE"
"1704",1973,10023,3615,17.9,76,0,0,"CHILE"
"1705",1974,10189,3561,11,76,0,0,"CHILE"
"1706",1975,10350,2986,20.6,76,0,0,"CHILE"
"1707",1976,10508,2942,15,76,0,0,"CHILE"
"1708",1977,10661,3203,15.4,76,0,0,"CHILE"
"1709",1978,10815,3419,15.8,76,0,0,"CHILE"
"1710",1979,10975,3699,14.5,76,0,0,"CHILE"
"1711",1980,11145,3892,14.5,76,0,0,"CHILE"
"1712",1981,11325,4120,14.3,76,0,0,"CHILE"
"1713",1982,11516,3460,23.2,76,0,0,"CHILE"
"1714",1983,11714,3200,21.4,76,0,0,"CHILE"
"1715",1984,11917,3373,14.5,76,0,0,"CHILE"
"1716",1985,12122,3467,19.8,76,0,0,"CHILE"
"1717",1960,15754,1684,17.8,77,0,0,"COLOMBIA"
"1718",1961,16275,1734,18.5,77,0,0,"COLOMBIA"
"1719",1962,16815,1768,16.1,77,0,0,"COLOMBIA"
"1720",1963,17868,1728,15.1,77,0,0,"COLOMBIA"
"1721",1964,17906,1861,15.9,77,0,0,"COLOMBIA"
"1722",1965,18489,1816,15.4,77,0,0,"COLOMBIA"
"1723",1966,19022,1915,17,77,0,0,"COLOMBIA"
"1724",1967,19618,1880,14.6,77,0,0,"COLOMBIA"
"1725",1968,20179,1957,16.6,77,0,0,"COLOMBIA"
"1726",1969,20647,2043,15.7,77,0,0,"COLOMBIA"
"1727",1970,21360,2140,16.7,77,0,0,"COLOMBIA"
"1728",1971,21871,2234,16.3,77,0,0,"COLOMBIA"
"1729",1972,22350,2337,14.9,77,0,0,"COLOMBIA"
"1730",1973,22812,2440,15.2,77,0,0,"COLOMBIA"
"1731",1974,23282,2511,17.3,77,0,0,"COLOMBIA"
"1732",1975,23776,2504,14,77,0,0,"COLOMBIA"
"1733",1976,24291,2592,14.4,77,0,0,"COLOMBIA"
"1734",1977,24828,2648,16.1,77,0,0,"COLOMBIA"
"1735",1978,25383,2797,15.9,77,0,0,"COLOMBIA"
"1736",1979,25950,2878,15.1,77,0,0,"COLOMBIA"
"1737",1980,26525,2946,16,77,0,0,"COLOMBIA"
"1738",1981,27109,2967,17.6,77,0,0,"COLOMBIA"
"1739",1982,27703,2943,18.3,77,0,0,"COLOMBIA"
"1740",1983,28301,2916,17.7,77,0,0,"COLOMBIA"
"1741",1984,28896,2949,16.1,77,0,0,"COLOMBIA"
"1742",1985,29481,2968,14.2,77,0,0,"COLOMBIA"
"1743",1960,4563,1461,23,78,0,0,"ECUADOR"
"1744",1961,4701,1465,22.8,78,0,0,"ECUADOR"
"1745",1962,4844,1454,21.1,78,0,0,"ECUADOR"
"1746",1963,4990,1445,21.7,78,0,0,"ECUADOR"
"1747",1964,5142,1549,20.9,78,0,0,"ECUADOR"
"1748",1965,5298,1591,19.7,78,0,0,"ECUADOR"
"1749",1966,5440,1716,17.8,78,0,0,"ECUADOR"
"1750",1967,5587,1821,19.8,78,0,0,"ECUADOR"
"1751",1968,5738,1844,21.3,78,0,0,"ECUADOR"
"1752",1969,5892,1918,23.4,78,0,0,"ECUADOR"
"1753",1970,6051,1789,24.1,78,0,0,"ECUADOR"
"1754",1971,6241,1870,28.3,78,0,0,"ECUADOR"
"1755",1972,6433,1961,22.8,78,0,0,"ECUADOR"
"1756",1973,6630,2241,21.4,78,0,0,"ECUADOR"
"1757",1974,6830,2498,25.9,78,0,0,"ECUADOR"
"1758",1975,7035,2666,27.6,78,0,0,"ECUADOR"
"1759",1976,7244,2785,24.3,78,0,0,"ECUADOR"
"1760",1977,7458,2986,26.7,78,0,0,"ECUADOR"
"1761",1978,7675,3077,28.2,78,0,0,"ECUADOR"
"1762",1979,7897,3128,26.2,78,0,0,"ECUADOR"
"1763",1980,8123,3238,26.8,78,0,0,"ECUADOR"
"1764",1981,8353,3205,22.8,78,0,0,"ECUADOR"
"1765",1982,8588,3193,25,78,0,0,"ECUADOR"
"1766",1983,8826,2919,18.3,78,0,0,"ECUADOR"
"1767",1984,9067,2897,17.7,78,0,0,"ECUADOR"
"1768",1985,9309,2913,18.5,78,0,0,"ECUADOR"
"1769",1960,538,1596,33,79,0,0,"GUYANA"
"1770",1961,551,1632,31.7,79,0,0,"GUYANA"
"1771",1962,565,1497,21,79,0,0,"GUYANA"
"1772",1963,579,1332,29.8,79,0,0,"GUYANA"
"1773",1964,594,1542,31.7,79,0,0,"GUYANA"
"1774",1965,609,1575,26.7,79,0,0,"GUYANA"
"1775",1966,621,1716,35.6,79,0,0,"GUYANA"
"1776",1967,633,1777,36.4,79,0,0,"GUYANA"
"1777",1968,645,1742,30.1,79,0,0,"GUYANA"
"1778",1969,658,1781,27.4,79,0,0,"GUYANA"
"1779",1970,670,1816,27,79,0,0,"GUYANA"
"1780",1971,680,1729,23.8,79,0,0,"GUYANA"
"1781",1972,692,1728,19.6,79,0,0,"GUYANA"
"1782",1973,706,1998,24.8,79,0,0,"GUYANA"
"1783",1974,719,1935,22.6,79,0,0,"GUYANA"
"1784",1975,730,2426,30.6,79,0,0,"GUYANA"
"1785",1976,739,2652,23.8,79,0,0,"GUYANA"
"1786",1977,745,2249,19.5,79,0,0,"GUYANA"
"1787",1978,750,1873,16.1,79,0,0,"GUYANA"
"1788",1979,754,1887,21.9,79,0,0,"GUYANA"
"1789",1980,760,1927,21,79,0,0,"GUYANA"
"1790",1981,766,1974,18.5,79,0,0,"GUYANA"
"1791",1982,773,1529,15.5,79,0,0,"GUYANA"
"1792",1983,780,1407,13.4,79,0,0,"GUYANA"
"1793",1984,786,1190,19.9,79,0,0,"GUYANA"
"1794",1985,790,1265,23,79,0,0,"GUYANA"
"1795",1960,1825,1177,7.1,80,0,0,"PARAGUAY"
"1796",1961,1873,1208,7.4,80,0,0,"PARAGUAY"
"1797",1962,1921,1236,6.9,80,0,0,"PARAGUAY"
"1798",1963,1970,1245,6.4,80,0,0,"PARAGUAY"
"1799",1964,2020,1272,6.9,80,0,0,"PARAGUAY"
"1800",1965,2073,1277,8.5,80,0,0,"PARAGUAY"
"1801",1966,2126,1275,9.6,80,0,0,"PARAGUAY"
"1802",1967,2180,1319,10.1,80,0,0,"PARAGUAY"
"1803",1968,2235,1351,9.3,80,0,0,"PARAGUAY"
"1804",1969,2289,1381,9.3,80,0,0,"PARAGUAY"
