"","date","jyspot","jyfwd","jys30","dmspot","dmfwd","dms30","bpspot","bpfwd","bps30","quote"
"756",19890623,139.7,139.18,142.3,1.948,1.9433,1.892,0.6407,0.6428,0.6146,"23jun1989"
"757",19890630,143.8,143.25,136.65,1.9525,1.9482,1.8557,0.6456,0.6481,0.6075,"30jun1989"
"758",19890707,139.5,139,139.18,1.8863,1.8823,1.8972,0.6163,0.6185,0.6173,"07jul1989"
"759",19890714,139.65,139.18,142.25,1.889,1.8855,1.9433,0.6167,0.6191,0.6347,"14jul1989"
"760",19890721,141.5,141.02,142.73,1.895,1.8914,1.9485,0.613,0.6155,0.6367,"21jul1989"
"761",19890728,139.3,138.85,143.4,1.878,1.8748,1.9377,0.6039,0.6064,0.6299,"28jul1989"
"762",19890804,137.75,137.32,146.6,1.875,1.8721,1.979,0.6109,0.6135,0.646,"04aug1989"
"763",19890811,141.25,140.77,146.9,1.9235,1.9203,1.9815,0.627,0.6295,0.6445,"11aug1989"
"764",19890818,143.07,142.61,145.9,1.962,1.9586,1.9472,0.6402,0.6427,0.6347,"18aug1989"
"765",19890825,143.65,143.19,140.55,1.9613,1.9579,1.878,0.6377,0.6402,0.618,"25aug1989"
"766",19890901,145.15,144.73,141,1.9708,1.9678,1.8772,0.639,0.6416,0.6223,"01sep1989"
"767",19890908,146.45,146.05,143.45,1.9825,1.9795,1.8865,0.646,0.6486,0.638,"08sep1989"
"768",19890915,146.95,146.55,142.5,1.9758,1.9731,1.8657,0.6427,0.6452,0.6345,"15sep1989"
"769",19890922,145.25,144.83,142.1,1.9433,1.9405,1.847,0.6329,0.6354,0.6277,"22sep1989"
"770",19890929,139.33,138.85,143.25,1.8685,1.8663,1.8397,0.6154,0.6182,0.6335,"29sep1989"
"771",19891006,143.4,142.96,143,1.8973,1.8954,1.8425,0.6237,0.6268,0.6303,"06oct1989"
"772",19891013,144,143.68,143.55,1.9015,1.9005,1.841,0.6416,0.6451,0.6314,"13oct1989"
"773",19891020,142.05,141.73,144.1,1.851,1.8496,1.819,0.6281,0.6315,0.6363,"20oct1989"
"774",19891027,142.45,142.16,143.9,1.8453,1.8442,1.7988,0.6331,0.6367,0.6404,"27oct1989"
"775",19891103,143.3,143,143.8,1.8408,1.8399,1.7857,0.6366,0.6399,0.6395,"03nov1989"
"776",19891110,142.7,142.42,144.3,1.8513,1.8502,1.7515,0.6304,0.6336,0.6239,"10nov1989"
"777",19891117,144.15,143.87,143.95,1.841,1.8399,1.7327,0.6353,0.6387,0.6232,"17nov1989"
"778",19891124,143.6,143.37,143.15,1.7998,1.7989,1.705,0.6398,0.6432,0.6177,"24nov1989"
