"","age","ethnicity","mstatus"
"8816",60,"European","Married/Partnered"
"8817",22,"European","Single"
"8819",21,"European","Single"
"8821",37,"European","Married/Partnered"
"8826",44,"European","Married/Partnered"
"8827",39,"European","Married/Partnered"
"8833",48,"European","Married/Partnered"
"8834",38,"European","Married/Partnered"
"8835",65,"European","Married/Partnered"
"8837",36,"European","Married/Partnered"
"8838",56,"European","Married/Partnered"
"8840",36,"European","Married/Partnered"
"8841",31,"European","Married/Partnered"
"8842",36,"European","Single"
"8845",33,"European","Married/Partnered"
"8846",35,"European","Married/Partnered"
"8847",43,"European","Married/Partnered"
"8848",40,"European","Married/Partnered"
"8850",32,"European","Married/Partnered"
"8851",21,"European","Single"
"8852",26,"European","Single"
"8854",38,"European","Married/Partnered"
"8856",31,"European","Married/Partnered"
"8859",32,"European","Married/Partnered"
"8860",46,"European","Married/Partnered"
"8862",41,"European","Married/Partnered"
"8863",34,"European","Married/Partnered"
"8864",44,"European","Married/Partnered"
"8866",44,"European","Married/Partnered"
"8868",35,"European","Married/Partnered"
"8870",31,"European","Married/Partnered"
"8871",44,"European","Married/Partnered"
"8872",40,"European","Married/Partnered"
"8873",29,"European","Married/Partnered"
"8874",33,"European","Married/Partnered"
"8876",55,"European","Married/Partnered"
"8877",39,"European","Married/Partnered"
"8879",20,"European","Single"
"8881",40,"European","Married/Partnered"
"8882",29,"European","Married/Partnered"
"8883",27,"European","Married/Partnered"
"8884",35,"European","Married/Partnered"
"8885",35,"European","Married/Partnered"
"8886",33,"European","Married/Partnered"
"8887",38,"European","Married/Partnered"
"8888",42,"European","Married/Partnered"
"8889",45,"European","Married/Partnered"
"8890",44,"European","Married/Partnered"
"8891",30,"European","Single"
"8892",51,"European","Married/Partnered"
"8893",35,"European","Married/Partnered"
"8895",21,"European","Single"
"8896",22,"European","Single"
"8899",34,"European","Married/Partnered"
"8901",55,"European","Married/Partnered"
"8905",34,"European","Married/Partnered"
"8907",18,"European","Single"
"8908",23,"European","Married/Partnered"
"8910",41,"European","Married/Partnered"
"8911",36,"European","Married/Partnered"
"8912",35,"European","Married/Partnered"
"8914",20,"European","Married/Partnered"
"8915",53,"European","Married/Partnered"
"8916",57,"European","Widowed"
"8918",35,"European","Divorced/Separated"
"8921",55,"European","Married/Partnered"
"8922",22,"European","Single"
"8924",35,"European","Married/Partnered"
"8925",39,"European","Married/Partnered"
"8926",37,"European","Married/Partnered"
"8927",39,"European","Married/Partnered"
"8928",32,"European","Married/Partnered"
"8929",46,"European","Married/Partnered"
"8931",29,"European","Single"
"8932",37,"European","Married/Partnered"
"8934",34,"European","Married/Partnered"
"8937",40,"European","Married/Partnered"
"8938",54,"European","Single"
"8939",31,"European","Single"
"8940",23,"European","Single"
"8941",34,"European","Married/Partnered"
"8942",36,"European","Married/Partnered"
"8943",28,"European","Married/Partnered"
"8944",34,"European","Married/Partnered"
"8945",33,"European","Married/Partnered"
"8946",30,"European","Married/Partnered"
"8947",35,"European","Married/Partnered"
"8948",27,"European","Single"
"8949",20,"European","Single"
"8950",19,"European","Single"
"8951",48,"European","Married/Partnered"
"8952",56,"European","Married/Partnered"
"8953",45,"European","Married/Partnered"
"8954",35,"European","Divorced/Separated"
"8956",56,"European","Married/Partnered"
"8957",19,"European","Single"
"8958",20,"European","Married/Partnered"
"8959",37,"European","Divorced/Separated"
"8960",22,"European","Single"
"8961",36,"European","Married/Partnered"
"8962",42,"European","Married/Partnered"
"8963",19,"European","Single"
"8964",35,"European","Married/Partnered"
"8965",35,"European","Married/Partnered"
"8966",51,"European","Married/Partnered"
"8967",45,"European","Married/Partnered"
"8968",55,"European","Married/Partnered"
"8969",45,"European","Married/Partnered"
"8971",32,"European","Married/Partnered"
"8972",48,"European","Married/Partnered"
"8974",39,"European","Married/Partnered"
"8975",54,"European","Married/Partnered"
"8976",29,"European","Divorced/Separated"
"8977",16,"European","Single"
"8980",17,"European","Single"
"8981",44,"European","Married/Partnered"
"8982",60,"European","Married/Partnered"
"8983",28,"European","Married/Partnered"
"8984",18,"European","Single"
"8985",36,"European","Married/Partnered"
"8988",24,"European","Single"
"8989",24,"European","Single"
"8990",25,"European","Married/Partnered"
"8991",56,"European","Married/Partnered"
"8993",41,"European","Married/Partnered"
"9000",21,"European","Single"
"9001",22,"European","Single"
"9003",31,"European","Married/Partnered"
"9004",42,"European","Married/Partnered"
"9006",42,"European","Married/Partnered"
"9007",35,"European","Married/Partnered"
"9008",45,"European","Married/Partnered"
"9009",50,"European","Married/Partnered"
"9010",52,"European","Divorced/Separated"
"9011",48,"European","Married/Partnered"
"9012",54,"European","Married/Partnered"
"9013",58,"European","Married/Partnered"
"9015",52,"European","Married/Partnered"
"9016",53,"European","Married/Partnered"
"9017",48,"European","Married/Partnered"
"9018",56,"European","Married/Partnered"
"9021",40,"European","Married/Partnered"
"9023",59,"European","Married/Partnered"
"9025",29,"European","Single"
"9027",54,"European","Married/Partnered"
"9030",30,"European","Single"
"9031",51,"European","Divorced/Separated"
"9032",28,"European","Single"
"9033",41,"European","Married/Partnered"
"9034",44,"European","Married/Partnered"
"9035",50,"European","Married/Partnered"
"9036",40,"European","Married/Partnered"
"9037",47,"European","Married/Partnered"
"9038",38,"European","Married/Partnered"
"9039",34,"European","Single"
"9040",42,"European","Married/Partnered"
"9041",44,"European","Married/Partnered"
"9042",23,"European","Married/Partnered"
"9043",27,"European","Single"
"9047",40,"European","Married/Partnered"
"9051",29,"European","Married/Partnered"
"9052",39,"European","Married/Partnered"
"9053",28,"European","Single"
"9055",54,"European","Married/Partnered"
"9056",48,"European","Married/Partnered"
"9059",52,"European","Married/Partnered"
"9063",23,"European","Married/Partnered"
"9064",52,"European","Married/Partnered"
"9067",33,"European","Married/Partnered"
"9069",46,"European","Married/Partnered"
"9070",45,"European","Married/Partnered"
"9071",48,"European","Married/Partnered"
"9072",45,"European","Married/Partnered"
"9073",41,"European","Married/Partnered"
"9074",47,"European","Married/Partnered"
"9075",36,"European","Married/Partnered"
"9076",37,"European","Married/Partnered"
"9078",45,"European","Married/Partnered"
"9079",47,"European","Married/Partnered"
"9080",47,"European","Married/Partnered"
"9081",37,"European","Married/Partnered"
"9083",43,"European","Married/Partnered"
"9085",33,"European","Married/Partnered"
"9086",28,"European","Single"
"9089",32,"European","Married/Partnered"
"9090",29,"European","Single"
"9091",48,"European","Married/Partnered"
"9094",44,"European","Married/Partnered"
"9097",31,"European","Divorced/Separated"
"9098",45,"European","Married/Partnered"
"9099",39,"European","Married/Partnered"
"9103",32,"European","Married/Partnered"
"9104",45,"European","Married/Partnered"
"9105",59,"European","Married/Partnered"
"9106",31,"European","Married/Partnered"
"9107",59,"European","Married/Partnered"
"9108",42,"European","Married/Partnered"
"9109",37,"European","Married/Partnered"
"9110",42,"European","Married/Partnered"
"9111",47,"European","Married/Partnered"
"9113",38,"European","Married/Partnered"
"9117",21,"European","Single"
"9119",41,"European","Married/Partnered"
"9122",40,"European","Married/Partnered"
"9123",28,"European","Married/Partnered"
"9125",20,"European","Single"
"9126",38,"European","Single"
"9128",28,"European","Married/Partnered"
"9129",37,"European","Married/Partnered"
"9130",36,"European","Married/Partnered"
"9133",37,"European","Married/Partnered"
"9134",37,"European","Married/Partnered"
"9135",45,"European","Married/Partnered"
"9136",39,"European","Married/Partnered"
"9138",25,"European","Married/Partnered"
"9139",47,"European","Married/Partnered"
"9140",55,"European","Married/Partnered"
"9142",40,"European","Married/Partnered"
"9143",36,"European","Married/Partnered"
"9144",34,"European","Married/Partnered"
"9145",36,"European","Married/Partnered"
"9148",34,"European","Married/Partnered"
"9149",54,"European","Divorced/Separated"
"9150",20,"European","Single"
"9151",20,"European","Single"
"9154",54,"European","Married/Partnered"
"9155",44,"European","Married/Partnered"
"9156",29,"European","Married/Partnered"
"9157",26,"European","Single"
"9158",20,"European","Single"
"9159",37,"European","Divorced/Separated"
"9160",24,"European","Single"
"9161",56,"European","Married/Partnered"
"9162",45,"European","Married/Partnered"
"9163",57,"European","Married/Partnered"
"9164",53,"European","Married/Partnered"
"9166",56,"European","Married/Partnered"
"9167",30,"European","Married/Partnered"
"9170",55,"European","Married/Partnered"
"9171",23,"European","Single"
"9172",45,"European","Married/Partnered"
"9173",37,"European","Married/Partnered"
"9174",51,"European","Married/Partnered"
"9175",54,"European","Married/Partnered"
"9176",55,"European","Married/Partnered"
"9177",44,"European","Married/Partnered"
"9178",26,"European","Married/Partnered"
"9179",57,"European","Married/Partnered"
"9180",40,"European","Married/Partnered"
"9182",64,"European","Married/Partnered"
"9184",17,"European","Single"
"9185",21,"European","Married/Partnered"
"9186",29,"European","Married/Partnered"
"9187",26,"European","Single"
"9189",32,"European","Married/Partnered"
"9190",49,"European","Married/Partnered"
"9191",36,"European","Married/Partnered"
"9192",57,"European","Married/Partnered"
"9193",34,"European","Married/Partnered"
"9197",34,"European","Married/Partnered"
"9200",38,"European","Married/Partnered"
"9202",51,"European","Married/Partnered"
"9203",32,"European","Married/Partnered"
"9204",49,"European","Divorced/Separated"
"9205",40,"European","Divorced/Separated"
"9206",61,"European","Married/Partnered"
"9207",46,"European","Married/Partnered"
"9208",50,"European","Married/Partnered"
"9209",45,"European","Married/Partnered"
"9210",19,"European","Single"
"9211",51,"European","Married/Partnered"
"9212",27,"European","Married/Partnered"
"9213",46,"European","Married/Partnered"
"9214",59,"European","Married/Partnered"
"9216",33,"European","Married/Partnered"
"9220",46,"European","Divorced/Separated"
"9221",30,"European","Married/Partnered"
"9223",44,"European","Married/Partnered"
"9225",35,"European","Married/Partnered"
"9228",31,"European","Married/Partnered"
"9229",41,"European","Divorced/Separated"
"9231",37,"European","Married/Partnered"
"9232",25,"European","Single"
"9236",54,"European","Married/Partnered"
"9237",43,"European","Married/Partnered"
"9238",36,"European","Married/Partnered"
"9239",45,"European","Married/Partnered"
"9240",42,"European","Married/Partnered"
"9243",33,"European","Married/Partnered"
"9246",50,"European","Married/Partnered"
"9248",45,"European","Married/Partnered"
"9249",50,"European","Married/Partnered"
"9250",52,"European","Married/Partnered"
"9251",53,"European","Married/Partnered"
"9252",33,"European","Married/Partnered"
"9253",26,"European","Single"
"9254",39,"European","Married/Partnered"
"9255",45,"European","Married/Partnered"
"9256",39,"European","Married/Partnered"
"9257",29,"European","Married/Partnered"
"9258",40,"European","Married/Partnered"
"9259",41,"European","Single"
"9260",49,"European","Married/Partnered"
"9261",26,"European","Single"
"9262",34,"European","Single"
"9263",41,"European","Married/Partnered"
"9264",48,"European","Married/Partnered"
"9265",42,"European","Married/Partnered"
"9267",41,"European","Married/Partnered"
"9268",43,"European","Married/Partnered"
"9270",30,"European","Married/Partnered"
"9271",31,"European","Married/Partnered"
"9272",43,"European","Married/Partnered"
"9273",42,"European","Married/Partnered"
"9274",45,"European","Married/Partnered"
"9275",44,"European","Married/Partnered"
"9276",22,"European","Single"
"9278",36,"European","Married/Partnered"
"9280",50,"European","Married/Partnered"
"9281",26,"European","Married/Partnered"
"9282",40,"European","Married/Partnered"
"9283",35,"European","Married/Partnered"
"9284",40,"European","Divorced/Separated"
"9286",31,"European","Married/Partnered"
"9289",33,"European","Married/Partnered"
"9290",36,"European","Married/Partnered"
"9293",39,"European","Married/Partnered"
"9295",28,"European","Single"
"9296",25,"European","Single"
"9297",40,"European","Married/Partnered"
"9299",31,"European","Married/Partnered"
"9300",44,"European","Married/Partnered"
"9302",26,"European","Married/Partnered"
"9304",54,"European","Married/Partnered"
"9305",36,"European","Married/Partnered"
"9307",22,"European","Married/Partnered"
"9308",33,"European","Married/Partnered"
"9309",22,"European","Single"
"9310",35,"European","Divorced/Separated"
"9311",42,"European","Married/Partnered"
"9312",43,"European","Married/Partnered"
"9313",53,"European","Married/Partnered"
"9314",46,"European","Married/Partnered"
"9315",45,"European","Married/Partnered"
"9319",40,"European","Married/Partnered"
"9321",33,"European","Married/Partnered"
"9322",42,"European","Married/Partnered"
"9323",44,"European","Married/Partnered"
"9324",58,"European","Married/Partnered"
"9325",46,"European","Married/Partnered"
"9329",52,"European","Married/Partnered"
"9332",63,"European","Married/Partnered"
"9335",32,"European","Married/Partnered"
"9336",55,"European","Married/Partnered"
"9339",21,"European","Single"
"9340",41,"European","Married/Partnered"
"9344",21,"European","Single"
"9345",20,"European","Single"
"9346",39,"European","Single"
"9347",37,"European","Married/Partnered"
"9348",44,"European","Married/Partnered"
"9350",29,"European","Married/Partnered"
"9351",31,"European","Single"
"9352",40,"European","Married/Partnered"
"9353",33,"European","Married/Partnered"
"9354",33,"European","Married/Partnered"
"9357",50,"European","Married/Partnered"
"9359",52,"European","Married/Partnered"
"9361",37,"European","Married/Partnered"
"9366",43,"European","Married/Partnered"
"9367",51,"European","Married/Partnered"
"9369",23,"European","Single"
"9370",24,"European","Single"
"9371",23,"European","Single"
"9372",23,"European","Married/Partnered"
"9373",28,"European","Single"
"9375",42,"European","Married/Partnered"
"9376",42,"European","Married/Partnered"
"9377",52,"European","Married/Partnered"
"9378",56,"European","Divorced/Separated"
"9379",56,"European","Married/Partnered"
"9380",44,"European","Married/Partnered"
"9381",24,"European","Single"
"9382",53,"European","Married/Partnered"
"9383",25,"European","Married/Partnered"
"9384",49,"European","Married/Partnered"
"9385",44,"European","Married/Partnered"
"9388",41,"European","Divorced/Separated"
"9390",23,"European","Single"
"9392",39,"European","Married/Partnered"
"9393",43,"European","Married/Partnered"
"9394",49,"European","Divorced/Separated"
"9395",41,"European","Married/Partnered"
"9397",48,"European","Married/Partnered"
"9398",29,"European","Married/Partnered"
"9399",55,"European","Married/Partnered"
"9400",39,"European","Married/Partnered"
"9401",27,"European","Married/Partnered"
"9402",36,"European","Married/Partnered"
"9403",21,"European","Married/Partnered"
"9404",44,"European","Married/Partnered"
"9405",28,"European","Married/Partnered"
"9407",47,"European","Married/Partnered"
"9409",44,"European","Married/Partnered"
"9410",42,"European","Single"
"9415",35,"European","Married/Partnered"
"9416",41,"European","Married/Partnered"
"9417",32,"European","Married/Partnered"
"9421",31,"European","Married/Partnered"
"9422",20,"European","Single"
"9423",47,"European","Married/Partnered"
"9424",30,"European","Single"
"9425",37,"European","Married/Partnered"
"9426",56,"European","Married/Partnered"
"9427",50,"European","Married/Partnered"
"9428",43,"European","Divorced/Separated"
"9429",58,"European","Married/Partnered"
"9433",32,"European","Married/Partnered"
"9434",56,"European","Married/Partnered"
"9435",28,"European","Married/Partnered"
"9437",26,"European","Single"
"9438",25,"European","Married/Partnered"
"9439",50,"European","Divorced/Separated"
"9440",42,"European","Married/Partnered"
"9441",21,"European","Single"
"9442",45,"European","Married/Partnered"
"9443",21,"European","Married/Partnered"
"9444",20,"European","Married/Partnered"
"9445",53,"European","Married/Partnered"
"9446",43,"European","Married/Partnered"
"9447",38,"European","Single"
"9448",56,"European","Married/Partnered"
"9449",40,"European","Married/Partnered"
"9450",25,"European","Single"
"9451",50,"European","Married/Partnered"
"9452",34,"European","Single"
"9453",52,"European","Married/Partnered"
"9454",45,"European","Married/Partnered"
"9455",29,"European","Married/Partnered"
"9456",51,"European","Married/Partnered"
"9457",29,"European","Married/Partnered"
"9459",34,"European","Married/Partnered"
"9460",43,"European","Divorced/Separated"
"9461",35,"European","Single"
"9463",44,"European","Married/Partnered"
"9464",42,"European","Single"
"9465",42,"European","Married/Partnered"
"9466",23,"European","Single"
"9467",45,"European","Married/Partnered"
"9468",53,"European","Married/Partnered"
"9469",49,"European","Married/Partnered"
"9471",30,"European","Married/Partnered"
"9472",25,"European","Single"
"9473",22,"European","Married/Partnered"
"9474",57,"European","Married/Partnered"
"9475",28,"European","Married/Partnered"
"9477",33,"European","Married/Partnered"
"9478",32,"European","Married/Partnered"
"9479",49,"European","Married/Partnered"
"9480",30,"European","Married/Partnered"
"9483",26,"European","Divorced/Separated"
"9484",22,"European","Married/Partnered"
"9485",37,"European","Married/Partnered"
"9486",51,"European","Married/Partnered"
"9487",56,"European","Divorced/Separated"
"9488",58,"European","Married/Partnered"
"9490",48,"European","Married/Partnered"
"9491",23,"European","Single"
"9492",38,"European","Single"
"9493",26,"European","Married/Partnered"
"9496",36,"European","Single"
"9500",48,"European","Married/Partnered"
"9502",58,"European","Married/Partnered"
"9504",48,"European","Married/Partnered"
"9505",39,"European","Married/Partnered"
"9506",48,"European","Married/Partnered"
"9507",35,"European","Married/Partnered"
"9508",55,"European","Married/Partnered"
"9509",52,"European","Divorced/Separated"
"9510",37,"European","Married/Partnered"
"9511",42,"European","Divorced/Separated"
"9512",47,"European","Married/Partnered"
"9513",33,"European","Married/Partnered"
"9514",25,"European","Single"
"9515",50,"European","Married/Partnered"
"9516",35,"European","Married/Partnered"
"9517",33,"European","Married/Partnered"
"9518",50,"European","Married/Partnered"
"9519",48,"European","Divorced/Separated"
"9520",44,"European","Married/Partnered"
"9521",37,"European","Married/Partnered"
"9522",60,"European","Married/Partnered"
"9523",21,"European","Married/Partnered"
"9524",20,"European","Married/Partnered"
"9525",23,"European","Single"
"9526",22,"European","Single"
"9528",30,"European","Married/Partnered"
"9529",33,"European","Single"
"9531",35,"European","Married/Partnered"
"9532",50,"European","Married/Partnered"
"9533",31,"European","Single"
"9534",35,"European","Divorced/Separated"
"9535",33,"European","Married/Partnered"
"9537",25,"European","Married/Partnered"
"9538",22,"European","Single"
"9546",38,"European","Married/Partnered"
"9547",20,"European","Single"
"9548",52,"European","Married/Partnered"
"9551",44,"European","Married/Partnered"
"9553",29,"European","Single"
"9555",42,"European","Married/Partnered"
"9557",45,"European","Married/Partnered"
"9559",20,"European","Single"
"9560",29,"European","Married/Partnered"
"9561",51,"European","Married/Partnered"
"9562",39,"European","Married/Partnered"
"9566",37,"European","Married/Partnered"
"9567",46,"European","Married/Partnered"
"9568",33,"European","Married/Partnered"
"9569",43,"European","Married/Partnered"
"9570",27,"European","Divorced/Separated"
"9572",39,"European","Single"
"9573",46,"European","Married/Partnered"
"9574",46,"European","Married/Partnered"
"9575",49,"European","Married/Partnered"
"9576",20,"European","Single"
"9577",46,"European","Married/Partnered"
"9578",41,"European","Single"
"9579",20,"European","Single"
"9580",23,"European","Single"
"9581",23,"European","Married/Partnered"
"9583",32,"European","Single"
"9584",30,"European","Married/Partnered"
"9585",23,"European","Single"
"9586",50,"European","Married/Partnered"
"9587",34,"European","Married/Partnered"
"9588",31,"European","Married/Partnered"
"9589",20,"European","Single"
"9590",34,"European","Single"
"9591",24,"European","Single"
"9592",33,"European","Single"
"9593",54,"European","Married/Partnered"
"9594",23,"European","Married/Partnered"
"9595",33,"European","Single"
"9596",48,"European","Married/Partnered"
"9597",31,"European","Married/Partnered"
"9598",58,"European","Married/Partnered"
"9599",37,"European","Married/Partnered"
"9600",23,"European","Single"
"9601",38,"European","Married/Partnered"
"9602",57,"European","Married/Partnered"
"9603",50,"European","Divorced/Separated"
"9604",58,"European","Married/Partnered"
"9606",53,"European","Divorced/Separated"
"9607",26,"European","Married/Partnered"
"9608",32,"European","Married/Partnered"
"9609",48,"European","Married/Partnered"
"9610",41,"European","Married/Partnered"
"9611",59,"European","Married/Partnered"
"9612",29,"European","Married/Partnered"
"9613",33,"European","Married/Partnered"
"9614",32,"European","Married/Partnered"
"9616",45,"European","Married/Partnered"
"9617",24,"European","Married/Partnered"
"9619",33,"European","Married/Partnered"
"9620",20,"European","Single"
"9621",23,"European","Single"
"9622",54,"European","Married/Partnered"
"9623",56,"European","Married/Partnered"
"9624",30,"European","Married/Partnered"
"9625",21,"European","Married/Partnered"
"9626",22,"European","Married/Partnered"
"9627",53,"European","Married/Partnered"
"9628",24,"European","Single"
"9629",29,"European","Married/Partnered"
"9631",23,"European","Single"
"9632",48,"European","Married/Partnered"
"9633",51,"European","Married/Partnered"
"9634",27,"European","Single"
"9635",26,"European","Single"
"9636",28,"European","Married/Partnered"
"9638",48,"European","Married/Partnered"
"9639",58,"European","Married/Partnered"
"9640",57,"European","Married/Partnered"
"9641",29,"European","Divorced/Separated"
"9642",48,"European","Divorced/Separated"
"9643",44,"European","Married/Partnered"
"9644",54,"European","Married/Partnered"
"9645",22,"European","Divorced/Separated"
"9646",34,"European","Divorced/Separated"
"9647",48,"European","Married/Partnered"
"9648",30,"European","Single"
"9650",55,"European","Divorced/Separated"
"9652",34,"European","Married/Partnered"
"9653",22,"European","Single"
"9654",55,"European","Married/Partnered"
"9655",42,"European","Divorced/Separated"
"9656",58,"European","Married/Partnered"
"9657",24,"European","Married/Partnered"
"9658",33,"European","Married/Partnered"
"9659",22,"European","Single"
"9664",33,"European","Married/Partnered"
"9666",56,"European","Married/Partnered"
"9667",55,"European","Divorced/Separated"
"9668",59,"European","Married/Partnered"
"9669",45,"European","Married/Partnered"
"9670",21,"European","Single"
"9671",52,"European","Married/Partnered"
"9673",22,"European","Single"
"9674",35,"European","Married/Partnered"
"9675",35,"European","Married/Partnered"
"9676",52,"European","Married/Partnered"
"9677",47,"European","Married/Partnered"
"9678",48,"European","Married/Partnered"
"9679",51,"European","Married/Partnered"
"9680",33,"European","Married/Partnered"
"9681",38,"European","Divorced/Separated"
"9682",53,"European","Married/Partnered"
"9683",49,"European","Divorced/Separated"
"9684",28,"European","Married/Partnered"
"9685",46,"European","Married/Partnered"
"9688",54,"European","Married/Partnered"
"9690",26,"European","Married/Partnered"
"9691",38,"European","Married/Partnered"
"9692",36,"European","Married/Partnered"
"9693",35,"European","Divorced/Separated"
"9694",28,"European","Married/Partnered"
"9695",40,"European","Married/Partnered"
"9697",44,"European","Married/Partnered"
"9699",30,"European","Married/Partnered"
"9700",33,"European","Married/Partnered"
"9702",44,"European","Married/Partnered"
"9703",41,"European","Married/Partnered"
"9705",22,"European","Single"
"9706",34,"European","Divorced/Separated"
"9707",33,"European","Married/Partnered"
"9708",51,"European","Married/Partnered"
"9709",21,"European","Single"
"9710",41,"European","Married/Partnered"
"9711",30,"European","Married/Partnered"
"9712",57,"European","Married/Partnered"
"9713",32,"European","Married/Partnered"
"9715",21,"European","Single"
"9716",47,"European","Married/Partnered"
"9717",24,"European","Single"
"9718",63,"European","Married/Partnered"
"9719",21,"European","Single"
"9720",47,"European","Married/Partnered"
"9721",29,"European","Single"
"9722",50,"European","Married/Partnered"
"9723",48,"European","Married/Partnered"
"9724",40,"European","Married/Partnered"
"9725",54,"European","Married/Partnered"
"9726",54,"European","Married/Partnered"
"9727",56,"European","Married/Partnered"
"9728",51,"European","Married/Partnered"
"9729",36,"European","Married/Partnered"
"9731",37,"European","Married/Partnered"
"9733",21,"European","Single"
"9735",48,"European","Married/Partnered"
"9737",44,"European","Married/Partnered"
"9738",47,"European","Divorced/Separated"
"9739",55,"European","Married/Partnered"
"9740",44,"European","Divorced/Separated"
"9741",30,"European","Married/Partnered"
"9742",28,"European","Married/Partnered"
"9743",23,"European","Divorced/Separated"
"9744",25,"European","Married/Partnered"
"9745",50,"European","Married/Partnered"
"9746",55,"European","Married/Partnered"
"9747",36,"European","Married/Partnered"
"9748",48,"European","Married/Partnered"
"9749",37,"European","Married/Partnered"
"9750",34,"European","Married/Partnered"
"9751",38,"European","Single"
"9756",36,"European","Married/Partnered"
"9757",43,"European","Married/Partnered"
"9758",30,"European","Married/Partnered"
"9759",36,"European","Married/Partnered"
"9760",50,"European","Married/Partnered"
"9761",50,"European","Married/Partnered"
"9762",26,"European","Married/Partnered"
"9763",25,"European","Married/Partnered"
"9764",30,"European","Married/Partnered"
"9765",26,"European","Single"
"9766",33,"European","Married/Partnered"
"9768",36,"European","Single"
"9769",43,"European","Married/Partnered"
"9771",33,"European","Married/Partnered"
"9772",47,"European","Married/Partnered"
"9776",37,"European","Married/Partnered"
"9777",54,"European","Married/Partnered"
"9778",32,"European","Single"
"9779",19,"European","Married/Partnered"
"9781",33,"European","Divorced/Separated"
"9782",45,"European","Married/Partnered"
"9783",19,"European","Single"
"9786",45,"European","Married/Partnered"
"9787",44,"European","Married/Partnered"
"9790",30,"European","Married/Partnered"
"9791",60,"European","Married/Partnered"
"9792",42,"European","Married/Partnered"
"9795",35,"European","Married/Partnered"
"9796",31,"European","Married/Partnered"
"9798",35,"European","Married/Partnered"
"9799",34,"European","Divorced/Separated"
"9800",40,"European","Married/Partnered"
"9801",61,"European","Married/Partnered"
"9804",32,"European","Divorced/Separated"
"9805",49,"European","Married/Partnered"
"9806",44,"European","Married/Partnered"
"9808",42,"European","Married/Partnered"
"9810",41,"European","Married/Partnered"
"9813",47,"European","Married/Partnered"
"9814",41,"European","Married/Partnered"
"9817",54,"European","Married/Partnered"
"9818",29,"European","Married/Partnered"
"9819",33,"European","Divorced/Separated"
"9820",27,"European","Single"
"9821",36,"European","Married/Partnered"
"9822",32,"European","Married/Partnered"
"9824",46,"European","Married/Partnered"
"9825",41,"European","Married/Partnered"
"9827",52,"European","Married/Partnered"
"9829",51,"European","Married/Partnered"
"9832",40,"European","Married/Partnered"
"9833",49,"European","Married/Partnered"
"9835",24,"European","Married/Partnered"
"9836",34,"European","Single"
"9839",55,"European","Married/Partnered"
"9840",43,"European","Married/Partnered"
"9842",47,"European","Married/Partnered"
"9843",57,"European","Married/Partnered"
"9844",62,"European","Married/Partnered"
"9845",38,"European","Married/Partnered"
"9846",63,"European","Married/Partnered"
"9847",25,"European","Single"
"9848",41,"European","Married/Partnered"
"9849",31,"European","Married/Partnered"
"9850",48,"European","Married/Partnered"
"9851",42,"European","Single"
"9852",51,"European","Married/Partnered"
"9853",30,"European","Married/Partnered"
"9854",37,"European","Single"
"9857",58,"European","Married/Partnered"
"9858",36,"European","Married/Partnered"
"9859",35,"European","Married/Partnered"
"9860",24,"European","Single"
"9862",46,"European","Divorced/Separated"
"9863",45,"European","Married/Partnered"
"9864",46,"European","Married/Partnered"
"9866",58,"European","Married/Partnered"
"9867",17,"European","Single"
"9868",31,"European","Married/Partnered"
"9869",29,"European","Married/Partnered"
"9871",60,"European","Single"
"9872",44,"European","Married/Partnered"
"9877",25,"European","Married/Partnered"
"9878",42,"European","Married/Partnered"
"9879",54,"European","Widowed"
"9880",18,"European","Single"
"9883",56,"European","Single"
"9884",34,"European","Divorced/Separated"
"9886",34,"European","Married/Partnered"
"9889",39,"European","Married/Partnered"
"9890",48,"European","Married/Partnered"
"9893",33,"European","Single"
"9894",40,"European","Married/Partnered"
"9895",34,"European","Single"
"9896",45,"European","Married/Partnered"
"9897",31,"European","Married/Partnered"
"9898",52,"European","Married/Partnered"
"9901",34,"European","Married/Partnered"
"9902",59,"European","Married/Partnered"
"9903",43,"European","Single"
"9904",45,"European","Single"
"9906",34,"European","Married/Partnered"
"9907",42,"European","Single"
"9909",41,"European","Married/Partnered"
"9910",59,"European","Single"
"9911",36,"European","Married/Partnered"
"9912",38,"European","Married/Partnered"
"9913",36,"European","Single"
"9914",50,"European","Divorced/Separated"
"9915",51,"European","Married/Partnered"
"9916",55,"European","Single"
"9917",29,"European","Married/Partnered"
"9920",24,"European","Single"
"9921",41,"European","Married/Partnered"
"9925",59,"European","Married/Partnered"
"9926",28,"European","Single"
"9927",51,"European","Married/Partnered"
"9928",33,"European","Married/Partnered"
"9930",31,"European","Single"
"9931",52,"European","Married/Partnered"
"9933",45,"European","Married/Partnered"
"9936",44,"European","Married/Partnered"
"9937",42,"European","Married/Partnered"
"9938",46,"European","Married/Partnered"
"9939",38,"European","Married/Partnered"
"9942",37,"European","Married/Partnered"
"9943",40,"European","Married/Partnered"
"9944",52,"European","Married/Partnered"
"9945",40,"European","Married/Partnered"
"9949",33,"European","Married/Partnered"
"9951",32,"European","Married/Partnered"
"9952",49,"European","Married/Partnered"
"9953",34,"European","Married/Partnered"
"9954",32,"European","Married/Partnered"
"9958",35,"European","Married/Partnered"
"9960",56,"European","Married/Partnered"
"9961",23,"European","Single"
"9962",41,"European","Married/Partnered"
"9963",23,"European","Married/Partnered"
"9965",39,"European","Married/Partnered"
"9966",65,"European","Married/Partnered"
