"","start","ad.O3","ad.NOx","ad.NO","ad.WS","ad.WD","ad.T","ad.Td","sz.O3","sz.NOx","sz.NO","sz.WS","sz.WD","sz.T","sz.Td","lu.O3","lu.NOx","lu.NO","lu.WS","lu.WD","lu.T","lu.Td"
"15914","27.11.2004 12:30",20.4,11,3.1,0.41,358,8.3,3.016,10.9,36.3,18.8,0.36,273,9,4.426,12.2,28.3,15.4,1.78,150,8.8,3.938
"15915","27.11.2004 13:00",15.3,19.1,6.5,0.53,214,8.1,3.086,17.6,22.7,10.1,0.63,151,9.5,4.103,16.6,20,11.1,1.49,155,9.1,3.884
"15916","27.11.2004 13:30",11.8,31.9,14.9,0.98,219,8,2.87,22.2,15.6,5.5,0.62,157,9.6,3.675,21,16.3,7.3,1.26,157,9.4,3.653
"15917","27.11.2004 14:00",5.9,58.9,33.4,1.32,190,7.6,2.686,22.4,24.1,12,0.53,272,10.1,3.518,22.5,13.2,4.5,1.07,156,9.9,3.571
"15918","27.11.2004 14:30",4.5,47.8,25.3,1.5,157,6.4,2.741,22.1,17.6,6,0.5,235,9.7,3.381,12.2,22.1,8.8,0.78,83,9.5,3.749
"15919","27.11.2004 15:00",4.3,51.5,27.7,0.51,148,6.4,2.558,22.6,23.4,11.2,1.04,292,9,3.081,13.5,19.9,6.6,1.99,43,8.7,4.35
"15920","27.11.2004 15:30",2.9,68.2,42.1,0.63,202,5.4,2.459,19.1,25.7,11.4,0.96,307,8.6,3.465,13.9,16,3.5,1.33,34,8.5,3.55
"15921","27.11.2004 16:00",1.7,72.5,46.8,0.8,143,4.7,2.182,8,45,21.8,0.55,284,7.8,3.424,14.5,14.1,1,1.06,25,8.3,4.192
"15922","27.11.2004 16:30",1.3,102.4,73.8,1.22,173,4.3,1.74,1.3,78.3,53.1,0.23,133,6.4,2.993,10.7,15.7,0,1.42,62,7.8,4.445
"15923","27.11.2004 17:00",1.2,93.3,67.7,1.51,163,3.4,1.253,0.7,95.3,71.6,0.07,303,5.7,2.734,9.1,17.4,0,1.39,77,7.3,4.505
"15924","27.11.2004 17:30",1.3,87.8,61.1,1.71,178,3.7,1.302,0.9,101.8,79.6,0.08,123,4.8,2.213,5,21.7,1.1,1.9,72,6.7,4.377
"15925","27.11.2004 18:00",1.4,69,43,1.09,154,3.4,0.876,1.2,60.1,39.9,0.08,121,4.6,1.899,5.2,42.4,21.9,1.07,88,6.2,4.25
"15926","27.11.2004 18:30",1.4,65.3,39.5,0.71,170,3.6,0.633,1.3,72.7,51.8,0.15,57,3.9,1.498,0.5,59.7,37.4,0.36,2,5.6,3.837
"15927","27.11.2004 19:00",1.2,68.6,44.7,0.79,173,2.9,0.386,1.2,58.6,39.2,0.08,101,3.7,1.236,0.3,64.5,42.3,0.89,294,5.2,3.233
"15928","27.11.2004 19:30",1.2,59,35.3,1.01,152,1.7,-0.072,1,59.2,39.9,0.16,9,3.3,1.041,0.4,54.5,34.7,0.94,277,4.5,3.052
"15929","27.11.2004 20:00",1.5,43.6,20.4,1.32,153,1.5,-0.537,1.2,57.8,37.3,0.15,16,3.2,0.91,0.5,37.1,21.1,1.48,262,4.2,2.693
"15930","27.11.2004 20:30",1.2,45,23.8,0.59,162,0.9,-0.752,0.9,60,40.4,0.14,82,2.7,0.321,0.5,31.7,17.3,1.2,276,3.9,2.145
"15931","27.11.2004 21:00",1.1,49.9,28.8,0.85,132,0.3,-1.268,1.4,39.3,19.9,0.3,17,2.5,0.093,0.5,47.7,33.4,0.81,283,3.5,1.924
"15932","27.11.2004 21:30",1,54.8,33.8,1.06,154,0.5,-1.193,1.2,53.8,34.1,0.14,303,2.4,-0.122,0.4,34.4,20.6,1.35,269,3.2,1.86
"15933","27.11.2004 22:00",0.6,47.9,26.6,1.06,168,0.8,-1.162,2.6,35.3,16.5,0.14,326,2.2,-0.22,0.4,41.8,28,1.33,268,2.9,1.486
"15934","27.11.2004 22:30",1.2,47.8,27.7,0.88,155,-0.1,-1.675,1.5,32.3,13.5,0.17,113,2.1,-0.499,0.4,53.8,40.5,0.88,289,2.6,1.343
"15935","27.11.2004 23:00",0.9,57.6,37.4,1.12,165,0.3,-1.498,2,29.1,11.2,0.18,355,1.8,-0.71,0.4,53.2,42.2,1.12,293,2,0.945
"15936","27.11.2004 23:30",0.7,56.8,37.8,0.28,173,-0.2,-1.729,1.1,38.9,19.3,0.13,47,1.4,-0.939,0.2,46.1,34.1,1.32,297,1.6,0.77
"15937","28.11.2004 00:00",0.5,43.5,26.2,1.36,148,-0.5,-2.146,2.2,28.8,10.7,0.09,59,1.6,-1.004,0.5,26.4,15.6,0.83,277,1.9,1.504
"15938","28.11.2004 00:30",1,39.9,22.7,1.63,164,-0.1,-1.998,3.1,24.6,9,0.19,359,1.1,-1.314,0.2,28.6,18.6,1.28,278,2.3,1.874
"15939","28.11.2004 01:00",0.6,37.2,19.2,1.16,146,-0.2,-2.113,2.4,21.6,5,0.11,114,0.8,-1.608,0.3,35,23.6,0.66,325,2.1,1.66
"15940","28.11.2004 01:30",0.5,32,13.9,0.91,155,-0.4,-2.217,3.1,20.7,4.1,0.12,18,0.8,-1.673,0.2,29.2,17,0.46,17,2,1.647
"15941","28.11.2004 02:00",0.5,32.9,16.2,1.52,167,-0.9,-2.602,6.2,15,2.5,0.22,22,0.8,-1.706,0.2,25.9,15.9,0.08,295,2,1.831
"15942","28.11.2004 02:30",0.6,27.1,10.7,1.3,148,-0.7,-2.698,5.4,16,3.6,0.11,77,0.4,-2.13,0.3,22.4,14.3,0.16,263,2.1,1.689
"15943","28.11.2004 03:00",1.2,21.1,4.7,0.97,168,-0.6,-2.694,3.1,17.8,3.8,0.12,4,0.4,-1.968,1.5,14.1,6.2,0.62,328,2,1.401
"15944","28.11.2004 03:30",0.9,21.8,5.6,0.51,171,-0.9,-2.864,3,18.1,3.7,0.16,131,0.3,-2.066,4.8,10.5,0.3,0.53,278,2,1.661
"15945","28.11.2004 04:00",0.8,21.1,6,0.95,152,-1.6,-3.187,5,16.9,4.6,0.16,122,0.1,-2.278,4.6,11.1,0.8,0.83,269,1.7,1.39
"15946","28.11.2004 04:30",1.1,20,5.4,1.58,156,-1.2,-3.143,4.4,14.3,2.8,0.06,17,0,-2.328,4,10.9,0.8,1.07,267,1.4,0.746
"15947","28.11.2004 05:00",2,16.8,3.2,1.46,136,-1.2,-3.143,3.2,17.7,4.6,0.04,57,0.2,-2.18,3.5,11,0.7,0.66,201,1.1,0.607
"15948","28.11.2004 05:30",3.2,16.6,2.4,1.31,143,-0.4,-3.025,1.5,22.9,7.4,0.17,358,0.2,-2.197,2.8,11.2,0.9,0.64,202,1.2,0.834
"15949","28.11.2004 06:00",2.2,17,2.3,1.37,164,-0.9,-3.177,1.7,25.9,9.8,0.08,42,0.2,-2.375,3,11.6,1.1,1.05,257,1.5,1.034
"15950","28.11.2004 06:30",1.3,25.8,10.7,0.97,164,-1.4,-3.402,1.3,25.8,9,0.08,39,0,-2.425,3.6,11,0.8,0.58,188,1,0.692
"15951","28.11.2004 07:00",0.9,23.1,7.8,1.28,163,-1.2,-3.283,0.7,35.5,17.5,0.1,40,0.1,-2.343,2.1,11.7,1.6,1.41,273,1,0.349
"15952","28.11.2004 07:30",1.5,24.1,8.9,1.25,148,-1.7,-3.605,0.8,43.6,25.2,0.12,54,-0.2,-2.364,2.2,12.5,2.7,1.49,276,0.8,0.063
"15953","28.11.2004 08:00",NA,NA,NA,0.7,166,-1.2,-3.236,1.4,33.7,17.5,0.03,196,0,-2.376,4.6,11.6,2.3,2.07,272,0.7,-0.228
"15954","28.11.2004 08:30",NA,NA,NA,0.84,141,-0.7,-3.045,3.6,31.4,16.2,0.68,309,0.5,-1.694,3.5,11.7,4,2.32,267,0.5,-0.412
"15955","28.11.2004 09:00",3.4,37.6,22.4,0.69,167,-0.7,-2.698,8.6,18.5,7.7,0.55,346,1.7,-1.189,7.4,11.5,4.4,1.56,265,0.6,-0.052
"15956","28.11.2004 09:30",4.3,38.5,23.3,0.9,135,0.2,-2.213,7.5,24.2,12.4,0.16,250,1.9,-0.843,8.6,10.6,3.3,0.6,232,1.3,0.604
"15957","28.11.2004 10:00",4.6,41.6,25.8,1.22,146,1.3,-1.151,7.7,24.8,12.8,0.15,219,2.6,-0.395,6.9,11.6,6.4,0.43,185,1.7,1.001
"15958","28.11.2004 10:30",7.4,30.6,16.2,0.64,149,2.6,-1.091,8.6,27.3,13.5,0.38,150,3.2,-0.208,6.9,13.7,10.2,0.85,303,1.7,0.632
"15959","28.11.2004 11:00",13.6,17.8,7.2,0.07,145,4.3,0.12,11,26.9,13.9,0.41,279,4.1,0.455,9.8,11.3,7,1.01,308,1.9,0.665
"15960","28.11.2004 11:30",15.1,14.4,5.4,0.39,353,4.6,0.613,15.5,20,10.5,1.09,291,4.7,0.32,11.2,10.8,6.1,0.74,3,2,0.551
"15961","28.11.2004 12:00",17.8,8.5,2.6,0.66,306,5,1.074,13.4,22.5,12.1,0.39,269,5.1,0.438,9.7,12.7,9.6,1.06,113,2.6,1.067
"15962","28.11.2004 12:30",16.4,10.7,3.3,1.09,312,5.4,1.183,14,20.9,10.1,0.23,251,5,0.168,9.1,17.4,12.5,0.31,45,3,1.036
"15963","28.11.2004 13:00",17.9,10.8,3.2,1.15,332,5.9,1.419,14.5,20.4,9.3,0.6,284,5.3,0.339,9.3,15.9,11.6,0.7,1,3.5,1.27
"15964","28.11.2004 13:30",18.1,9.9,2.5,0.27,69,6.2,1.536,14.2,22,9.5,0.13,168,5.7,0.284,8.7,18.3,12.6,0.81,357,3.9,1.695
"15965","28.11.2004 14:00",15.9,11.1,2.7,1.05,156,5.9,1.647,12.9,22,9.5,1.15,289,6.1,1.068,10.3,15.5,9.6,1.13,8,4.2,1.676
"15966","28.11.2004 14:30",15.4,12,2.6,0.05,196,5.6,1.111,13.9,23.9,12.1,1.08,288,6,1.011,10.8,12.9,6.2,0.45,358,4.7,2.081
"15967","28.11.2004 15:00",8.9,22.7,7.7,0.53,246,5.3,1.835,10.3,22.3,7.5,0.72,293,6.1,1.362,11.7,11.5,3.6,0.74,359,4.9,2.243
"15968","28.11.2004 15:30",8.8,21.9,6.7,1.06,277,5.7,1.733,6.9,27.1,10.8,0.65,331,5.9,1.982,4.1,15.1,5.2,0.71,33,4.7,2.115
"15969","28.11.2004 16:00",7.4,22,4.9,0.09,193,5.1,1.905,3.9,29.9,11.3,0.18,294,5.7,1.935,2.4,20.7,6.9,0.78,105,4.5,2.415
"15970","28.11.2004 16:30",1.9,45.9,22.5,1.3,154,4.5,1.46,1.6,37.2,17.8,0.62,298,5.1,2.286,1.2,26.5,11,0.44,119,4.6,2.578
"15971","28.11.2004 17:00",2.1,37.4,15.5,0.35,78,4.2,1.407,1.9,41.7,21.9,0.21,41,5,2.068,0.3,40.2,26.4,0.35,92,4.3,2.444
"15972","28.11.2004 17:30",1.1,51.6,28.9,0.73,278,4.1,1.511,0.8,45,25.1,0.5,330,4.9,2.022,0.2,44.3,29.6,0.25,25,4.2,2.473
"15973","28.11.2004 18:00",7.5,22.9,7,1.71,310,5.3,2.1,1.1,46.8,26.2,0.22,130,4.4,1.585,0.3,39.9,24,0.33,34,3.9,2.35
"15974","28.11.2004 18:30",2.8,28.6,8.2,1.89,118,4.4,1.653,1,53.8,34.4,0.06,53,4.2,1.424,0.4,41,26.2,0.68,125,3.8,2.469
"15975","28.11.2004 19:00",1.4,41.6,19.2,0.45,175,3.8,1.416,1,47.7,26.8,0.38,323,4.5,1.494,NA,NA,NA,0.67,117,3.9,2.506
"15976","28.11.2004 19:30",1.5,36.4,15.8,1.02,139,3.6,1.335,1.2,49.5,29.2,0.13,357,4.4,1.414,NA,NA,NA,0.36,11,3.5,2.233
"15977","28.11.2004 20:00",1.3,38.4,18,0.48,145,3.7,1.417,0.9,61.3,39.3,0.07,337,4.5,1.163,0.2,50.7,37.9,0.27,54,3.4,2.012
"15978","28.11.2004 20:30",1.1,37.1,16.8,0.68,172,3.8,1.334,0.7,41.7,20.4,0.27,297,4.5,0.969,0.4,56.8,45.7,0.2,45,3.4,2.196
"15979","28.11.2004 21:00",0.9,34.4,14.8,0.86,303,3.6,1.204,1.2,34.9,13.9,0.19,123,4.5,0.735,0.2,41.9,30.1,0.84,281,3.4,2.241
"15980","28.11.2004 21:30",0.8,33.7,14.3,0.52,211,3.8,1.613,0.8,43.6,23.2,0.1,39,4.3,0.881,0.3,37.7,24.6,0.35,354,3.3,2.173
"15981","28.11.2004 22:00",0.7,29.5,10.9,0.47,163,3.9,1.564,0.7,46.6,25.9,0.08,327,4.4,0.907,0.2,57.8,48.1,0.28,55,3.4,2.226
"15982","28.11.2004 22:30",2.7,23.5,5.2,1.75,288,5,2.051,0.8,44.6,21.4,0.12,251,4.3,0.649,0.3,40.1,28.7,0.86,331,2.9,1.867
"15983","28.11.2004 23:00",6.4,15.5,1,1.66,343,6.1,2.522,1.3,30.5,11,0.28,28,4.5,0.969,0.2,48.9,39.7,0.43,76,3.3,2.203
"15984","28.11.2004 23:30",10.5,14.2,1.1,2.18,328,6.5,2.226,1.2,25.2,6.5,0.23,293,4.7,1.585,0.2,50.4,41.6,0.34,289,3.2,2.224
"15985","29.11.2004 00:00",12.5,12.4,0.9,1.74,307,6.5,1.901,1.2,26.3,7.7,0.11,15,4.2,0.854,0.3,45.7,35.7,0.25,315,3.1,2.185
"15986","29.11.2004 00:30",9.7,12.6,0.5,1.19,4,5.8,1.475,0.6,27.2,9.8,0.09,254,4.4,1.397,0.3,46.8,37.9,0.6,334,3.2,2.209
"15987","29.11.2004 01:00",11.2,12,0.8,1.1,334,6.2,1.38,0.8,24.2,6.6,0.08,81,4.3,1.126,0.1,42.5,34.5,1.07,279,3.3,2.112
"15988","29.11.2004 01:30",10.7,12.5,1.4,0.92,291,5.7,1.751,1.4,21.7,5.1,0.04,341,4.1,1.156,0.1,28.3,17.5,1.02,274,3.4,2.058
"15989","29.11.2004 02:00",11.7,11.9,1.1,1.67,335,6.2,1.993,0.9,22.9,5.9,0.35,326,4.3,1.351,0.2,23,14.5,0.83,254,3.5,1.94
"15990","29.11.2004 02:30",8.9,12,0.9,0.33,104,5.5,1.868,1.6,21.3,4.6,0.04,53,4.3,0.951,0.2,28.6,20,0.36,240,3.6,2.069
"15991","29.11.2004 03:00",5.6,15.1,1.9,0.68,168,4.5,1.751,1.8,22.8,5.1,0.06,3,4.9,1.623,0.2,28.1,20.6,0.79,323,3.4,2.042
"15992","29.11.2004 03:30",6.5,16.4,3,0.86,293,5,1.738,1.8,23,5.6,0.65,304,5,2.239,0.2,29.1,21.6,1.13,346,3.2,1.752
"15993","29.11.2004 04:00",14.1,11,0.7,1.96,311,6.6,1.686,0.4,24.9,7.6,0.42,317,4.8,2.513,0.2,30.2,22.3,1.13,304,3.6,1.834
"15994","29.11.2004 04:30",15.2,9.1,0.3,2.37,326,6.9,1.309,0.5,27.4,11.1,0.09,202,4.7,2.481,0.2,40,33.1,0.49,320,3.8,1.903
"15995","29.11.2004 05:00",14.8,11,1,2.54,308,6.9,1.452,0.4,27.1,10.7,0.24,271,5.1,2.724,0.2,28.7,19.6,0.28,336,3.7,2.106
"15996","29.11.2004 05:30",12,11.9,0.5,0.69,82,6.3,1.378,0.5,36.5,19.6,0.19,118,4.8,2.611,0.4,28.9,18.7,0.45,101,3.8,2.314
"15997","29.11.2004 06:00",13.4,13.6,1.3,0.62,315,6.7,1.723,0.5,43.7,26.4,0.35,322,5,2.726,0.2,84.1,75.5,0.46,129,4.2,1.891
"15998","29.11.2004 06:30",11.6,18.1,4.7,0.59,41,6.2,1.477,0.7,45.3,26.6,0.29,299,5.2,2.621,0.2,94.9,84.4,0.49,349,3.6,1.465
"15999","29.11.2004 07:00",1.8,55,29.8,1.21,135,5.5,1.705,0.8,62.9,45.2,0.13,127,4.8,2.027,0.2,94.2,83.5,0.79,348,3.6,1.77
"16000","29.11.2004 07:30",1.4,133.6,103.4,0.89,161,5.2,1.702,0.9,77.1,59.2,0.21,9,4.8,2.078,0.2,61.1,50.7,0.71,17,3.7,2.277
"16001","29.11.2004 08:00",1.1,168.9,136.6,0.53,142,4.7,1.81,0.9,101.1,81.4,0.07,119,5.1,2.235,0.4,69.4,58.9,0.4,98,3.9,2.319
"16002","29.11.2004 08:30",1.4,216.4,184.7,1.08,159,4.7,1.997,0.9,94.8,75.6,0.12,281,5,2.256,0.4,130.3,113.9,1.06,112,4.3,2.524
"16003","29.11.2004 09:00",1.6,174,145.2,1.22,185,5.1,2.131,1.2,85.8,66.8,0.29,315,5.3,2.447,0.3,111.6,97.2,0.64,349,4.1,2.406
"16004","29.11.2004 09:30",1.6,156.8,129.1,0.78,144,5.2,2.298,1,79.4,59.4,0.15,169,5.6,2.515,0.4,115.2,100.8,0.64,45,4.1,2.563
"16005","29.11.2004 10:00",1.5,124.2,98.8,0.93,138,5.5,2.487,1,78.5,58.5,0.26,276,5.8,2.779,0.4,95.8,81.3,0.91,354,4.2,2.425
"16006","29.11.2004 10:30",1.1,200.2,168.8,0.55,146,6,2.817,1.2,84.7,64.5,0.18,147,5.9,2.912,0.4,115.8,100.9,0.86,356,4.4,2.169
"16007","29.11.2004 11:00",1.6,213.2,178.6,0.35,189,6.4,2.503,1.2,74.1,53.7,0.51,350,6.4,3.312,0.6,108.9,92.8,0.52,325,4.5,2.641
"16008","29.11.2004 11:30",1.4,183,151.1,0.45,189,6.5,2.618,1.9,61.7,41.8,0.61,295,6.7,3.675,1.7,41.8,28.2,0.34,69,4.9,3.067
"16009","29.11.2004 12:00",1.7,146.9,118.1,0.34,147,6.8,3.019,2,50.6,30.9,0.68,281,6.9,3.641,2.1,44.7,30.8,0.22,62,5.5,3.299
"16010","29.11.2004 12:30",2,87.4,60.8,0.37,153,6.9,2.969,1.5,64.9,45.1,0.83,293,6.7,3.901,1.8,40.2,26.4,0.53,344,5.5,3.183
"16011","29.11.2004 13:00",1.6,89.2,62.5,0.67,326,7,2.633,1.3,60.9,40.5,0.85,329,6.7,3.797,1.6,41.4,27.4,1.45,342,5.6,3.381
"16012","29.11.2004 13:30",3.2,46.2,23.5,1.99,327,7,3.195,1.5,52.3,31.2,0.92,344,6.7,3.657,3.1,34.5,18.7,1.06,327,5.8,3.872
"16013","29.11.2004 14:00",3.7,40.3,19.5,2.49,326,7.1,3.511,2,48.3,26,1.02,328,6.9,3.782,2.2,38.7,20,1.49,353,6,4.118
"16014","29.11.2004 14:30",3.4,43.1,20.6,2.1,307,7.2,3.37,1.7,48,24.7,0.72,327,6.6,3.578,2.1,36.3,18.2,1.55,347,6,3.905
"16015","29.11.2004 15:00",3.2,48.6,25.6,1.81,301,7.2,3.352,1.1,55.3,31.2,0.8,330,6.6,3.734,1.8,33.5,16.2,1.57,5,5.9,3.609
"16016","29.11.2004 15:30",2.1,35,12.7,1.17,0,6.9,3.462,1,62.3,37.7,0.58,332,6.6,3.924,1.7,31.6,15.3,1.43,349,6,3.268
"16017","29.11.2004 16:00",1.9,32.9,9.2,0.62,352,7,3.213,0.6,64.6,40.6,0.41,314,6.5,3.877,1.5,28.7,11.6,0.88,328,6,3.285
"16018","29.11.2004 16:30",0.8,65.1,37,0.41,251,7,3.433,0.6,60.4,36.1,0.61,0,6.3,3.766,1,35.2,15.2,0.75,317,6,3.131
"16019","29.11.2004 17:00",0.5,68,40.8,0.62,243,6.5,3.757,0.9,64.9,41.1,0.26,344,6.3,3.783,1,29.1,9.9,0.73,311,6.1,3.263
"16020","29.11.2004 17:30",0.9,66.5,43.4,0.58,127,6.2,3.719,0.8,110.4,86.8,0.13,24,6.1,3.587,1.8,26.8,8.4,0.55,1,6,3.234
"16021","29.11.2004 18:00",1.1,138.2,110.5,0.56,164,6,3.69,1.1,98.4,77.7,0.19,32,5.7,3.329,1.3,36.2,15.9,1.22,331,6,3.131
"16022","29.11.2004 18:30",1.4,190.8,161.1,1.08,159,5.3,3.234,1,98.1,79,0.11,117,5.4,3.068,2.4,23.1,6,1.08,319,6.1,3.159
"16023","29.11.2004 19:00",1.4,177.8,150.2,0.81,162,5,2.988,1.1,102,84.2,0.11,11,4.9,2.594,2.1,22.6,5,1.13,345,5.9,2.981
"16024","29.11.2004 19:30",1.6,174.9,148.8,1.04,159,4.7,2.934,0.8,83.5,66.7,0.1,119,4.2,1.957,4,18.4,2.8,1.28,2,5.8,2.901
"16025","29.11.2004 20:00",1.7,163.4,137.8,0.33,245,4.9,2.954,0.7,64.2,47.9,0.21,32,3.4,1.269,5.2,16.4,2.2,1.86,0,5.7,2.769
"16026","29.11.2004 20:30",1,147.1,126.2,0.44,147,4.6,2.93,0.8,62.2,45.5,0.05,39,3.9,1.514,6.3,15.5,1.1,2.58,359,5.7,2.734
"16027","29.11.2004 21:00",1.7,111.3,92.3,1.05,119,4.9,2.938,0.8,60.7,42.9,0.08,269,3.7,1.433,7.8,13.5,0.7,2.78,1,5.7,2.7
"16028","29.11.2004 21:30",0.6,86.5,67.8,1.1,175,5.1,3.119,1.1,69.5,52.8,0.14,343,3.7,1.515,7.8,13.3,0.5,2.21,359,5.6,2.671
"16029","29.11.2004 22:00",0.7,75.3,58.4,0.73,161,4.9,3.051,0.8,67.8,51.2,0.04,86,3.6,1.482,9.2,11.9,0,1.61,3,5.5,2.608
"16030","29.11.2004 22:30",0.8,88.8,72.2,0.56,143,4.9,3.195,0.6,48.1,32.2,0.13,36,3.5,1.448,10.1,11.3,0,2.06,356,5.5,2.591
"16031","29.11.2004 23:00",0.8,120.4,101.4,0.55,144,5,3.277,0.5,38.8,22.1,0.08,349,3.9,1.825,11,11.1,0,2.09,351,5.4,2.476
"16032","29.11.2004 23:30",0.8,142.1,122.7,0.89,159,5,3.309,0.5,34.8,19,0.19,138,4.1,1.875,10.8,11.2,0.3,1.78,0,5.3,2.292
"16033","30.11.2004 00:00",0.3,114.7,97.3,1.34,158,5,3.341,0.6,33.1,17.9,0.28,298,4.3,2.088,11,11.2,0,1.92,3,5.2,2.212
"16034","30.11.2004 00:30",0.9,103.4,84.3,0.87,157,5.1,3.312,0.5,33.5,17.1,0.04,111,4.4,2.005,12.4,10.2,0,2.13,9,5.1,2.045
"16035","30.11.2004 01:00",0.3,106.5,89.3,1.18,162,5.1,3.408,0.5,33.8,18.3,0.09,130,4.5,2.202,13.6,10,0,2.04,4,5,1.982
"16036","30.11.2004 01:30",0.6,100.9,83.5,0.73,136,5,3.373,0.5,27.5,12.9,0.1,132,4.5,2.202,14.1,10.2,0.1,1.88,358,4.9,1.902
"16037","30.11.2004 02:00",0.2,81.5,65.2,0.95,159,5,3.388,0.5,29.3,13.6,0.17,330,4.6,2.3,13.9,9.7,0,2.24,1,4.9,1.867
"16038","30.11.2004 02:30",0.4,70.6,53.6,0.58,118,5.3,3.428,0.5,29.8,14.9,0.03,36,4.7,2.431,13.3,10.1,0,1.94,2,4.7,1.724
"16039","30.11.2004 03:00",0.7,58.7,41.1,0.67,112,5.4,3.511,0.4,24.1,9.5,0.12,121,4.6,2.25,13.3,10.2,0,2.02,358,4.6,1.626
"16040","30.11.2004 03:30",0.4,49.7,33.3,0.21,104,5.5,3.349,0.6,21.7,6.8,0.19,124,4.6,2.051,12.6,9.8,0,2.21,353,4.5,1.546
"16041","30.11.2004 04:00",0.6,38.2,20.5,0.16,118,5.6,3.298,0.5,24.6,10,0.11,99,4.8,2.48,11.6,10,0,1.92,359,4.4,1.482
"16042","30.11.2004 04:30",0.5,41.7,24.7,0.6,116,5.4,3.381,0.5,21,6,0.11,77,4.8,2.48,11,10.2,0,1.62,354,4.3,1.402
"16043","30.11.2004 05:00",1,39,21.9,0.31,337,5.6,3.198,NA,NA,NA,0.19,130,5,2.709,9.6,10.8,0.6,1.42,357,4.3,1.402
"16044","30.11.2004 05:30",6.7,12.4,1.9,2.36,330,5.7,3.178,NA,NA,NA,0.12,115,5.1,2.89,8.8,11.9,1.6,1.89,359,4.3,1.419
"16045","30.11.2004 06:00",6.9,17.1,5.1,2.53,328,5.7,3.178,1.9,28.6,11.6,0.26,130,5.1,2.939,7.3,13.1,2.2,1.53,2,4.2,1.287
"16046","30.11.2004 06:30",7,17.8,5.5,2.74,329,5.5,3.05,2.5,36.6,18.6,0.45,131,5,3.052,9.6,11.5,0.9,1.31,359,4.1,1.275
"16047","30.11.2004 07:00",4.1,25,9.2,1.81,347,5.5,3.2,1.5,39.1,19.8,0.15,339,5.2,3.281,8.5,12.8,2.7,1.83,0,4.1,1.241
"16048","30.11.2004 07:30",5.1,22.2,7.5,1.89,344,5.4,3.168,3.9,27.4,9.9,0.59,337,5,2.841,7.1,15.5,5.1,1.68,335,4,1.245
"16049","30.11.2004 08:00",3.4,30,13.6,1.26,333,5.4,3.348,4,24.8,8,0.87,327,4.9,2.905,5.8,20.6,9.9,1.46,338,4,1.279
"16050","30.11.2004 08:30",2.5,26.3,9.3,0.58,351,5.3,3.217,2.5,30.3,11.7,0.6,314,4.9,3.019,6.5,17.8,7.2,1.46,333,4,1.313
"16051","30.11.2004 09:00",5.6,17.9,4.7,2.62,339,5.3,2.854,2.9,32.8,14.6,0.51,293,4.9,3.131,6,21.5,11.2,1.69,336,4,1.612
"16052","30.11.2004 09:30",7.1,14.6,3.2,3.67,334,5.3,2.618,1.5,35.6,16.2,0.44,302,4.9,3.21,2,37.6,22.3,1.67,319,3.9,1.646
"16053","30.11.2004 10:00",7.4,15.1,3.6,3.64,332,5.4,2.63,1.3,35,15.2,0.22,316,5,3.117,1.2,42.3,25.5,1.26,306,3.9,2.209
"16054","30.11.2004 10:30",6.3,17.7,4.8,3.06,333,5.4,2.389,1.6,45.7,25.8,0.08,52,4.9,3.067,3.4,21.1,9.1,1.55,310,3.8,2.11
"16055","30.11.2004 11:00",3.9,25.7,9.4,0.58,19,5.6,2.775,1.4,50.7,29.9,0.49,129,4.8,3,3.3,23.7,10.6,1.42,332,3.8,1.823
"16056","30.11.2004 11:30",2.8,26.3,9.8,1.11,114,5.5,2.728,1.7,39.9,20.1,0.28,126,4.9,3.083,3,26.7,13.4,1.11,350,3.9,1.597
"16057","30.11.2004 12:00",2.5,33.7,16.6,1.24,171,5.4,3.151,1.6,41.1,21.5,0.16,356,5,3.133,2.9,26,12.3,0.99,301,3.7,1.964
"16058","30.11.2004 12:30",5.3,22.3,7.9,0.37,11,5.4,3.018,2.1,40.6,21.4,0.36,3,5,3.085,3.7,21,9.4,0.72,352,3.7,2.106
"16059","30.11.2004 13:00",4.6,32,16.5,0.49,233,5.6,2.86,2.2,37.5,18.9,0.76,315,4.9,2.841,5.3,18.3,8,1.29,1,3.7,2.121
"16060","30.11.2004 13:30",5.9,26.6,12.8,2.13,328,5.8,2.866,2.4,30.1,11.1,1.03,308,5,2.726,3,21,9.3,1.16,347,3.9,1.906
"16061","30.11.2004 14:00",7,20.4,7.9,3.74,331,5.7,2.56,2.8,30.5,11.9,0.9,302,5,2.476,3.4,20.7,9.5,1.24,357,4.1,1.478
"16062","30.11.2004 14:30",6.1,22.1,8.5,3.55,326,5.7,2.595,2.7,29.2,9.8,0.89,317,5,2.409,4.6,19.3,8.8,1.81,351,4,1.279
"16063","30.11.2004 15:00",5.3,22.4,7.6,3.5,321,5.5,2.47,2.9,28.4,9.6,0.86,304,4.9,2.176,2.4,23.6,10.2,1.54,7,4.1,1.661
"16064","30.11.2004 15:30",3.6,24.8,8.4,2.66,317,5.5,2.33,1.9,30.8,11.6,0.5,331,5.1,2.252,1.7,22.2,8,1.28,24,4.2,1.642
"16065","30.11.2004 16:00",3.3,23.9,6.9,3.35,328,5.5,2.207,1.7,35.9,15.4,0.52,327,5.1,2.422,1.2,25.3,10.4,1.2,36,4.1,1.36
