"","id","name","location","river","stationDescription","catchmentDescription","hydrometricArea","operator","haName","gridReference","stationType","catchmentArea","gdfStart","gdfEnd","farText","categories","altitude","sensitivity","lat","lon","Region","RecordedYears"
"1348","75017","Ellen at Bullgill","Bullgill","Ellen","Flat V weir, 11 m wide, installed in 1975. Full range covered with stable rating; drowns above 0.631 m. Some bypassing below road bridge, cutting off bend on lb. Permanent cableway. Suffers from slight accretion. Minor abstractions in headwaters and small discharges of sewage and industrial effluent; very limited net impact on runoff.","Steep headwaters drain Uldale Fells and flow westward. Lower reaches follow the E-W trend of the Coal Measures with Carboniferous Limestone to the south. Extensively overlain by Boulder Clay with alluvium within the main river valley.","75","Environment Agency - Cumbria and Lancashire","Derwent Group (Cumbria)","NY096384","Flat V",96,1976,2014,NA,"BENCHMARK,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",26.6,16.8,54.7324207779551,-3.40539407613578,"North West (England)",38
"1349","76001","Haweswater Beck at Burnbanks","Burnbanks","Haweswater Beck","Velocity-area station 1951-61; compound thin-plate, 4 stage weir to 1/4/78; compound Crump profile weir thereafter. Unlikely to drown. 500m d/s of Haweswater Res. which imports water from Lowther tributaries. Measures compensation and overspill only. Major exports to Shap aqueduct for PWS. Some monthly naturalised data available. Peak flow in Dec 2006 exceeds all previous peaks in the NRFA series.","High relief, very wet catchment draining Ordovician Borrowdale Volcanics with igneous intrusions. Extensively peat covered in W with Boulder Clay and sands and gravels in the main valley. Entirely moorland, heathland and rough pasture.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY507159","Compound Crump weir",33,1953,2014,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",189,22.9,54.5359569345061,-2.7634206531738,"North West (England)",61
"1350","76002","Eden at Warwick Bridge","Warwick Bridge","Eden","VA cableway station subject to bypassing over 3.8m on LB and severe weed growth months 5-12 replaced in 1996 by non-standard triangular profile compound weir sited on a natural rock step at Great Corby. Influenced by major abstractions from Haweswater and Wet Sleddale.","Large catchment with mixed geology. Horseshoe shaped outcrop of Carboniferous Limestone forms south and east watersheds in Pennines; lakes drain Ordovician Borrowdale volcanics. Main Vale of Eden is Boulder Clay overlying Sherwood sandstone. Land-use variable; moorland to arable.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY470567","Velocity-area",1366.7,1959,1998,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",17.5,8,54.9021966452233,-2.82803691978137,"North West (England)",39
"1351","76003","Eamont at Udford","Udford","Eamont","Velocity-area station. Permanent cableway 120m u/s of recorder, wading d/s for low flows. All flows contained. High flow data quality good; low flows very poor (especially from 1989) prior to Jan 2005; frequent bed shifts and weed growth. 1983 minimum may have been eclipsed in 1984 (data under review). Values on NRFA for 2005-06 currently (Sep 09) under review. Artificially influenced by Ullswater (controls 37% of the catchment), Haweswater and Wet Sleddale - abstractions average 5 m3/s (equivalent to 398 mm runoff per year). Naturalised monthly flows 1962-1965.","65% of the catchment drains Ordovician Borrowdale Volcanics of peat moorland headwaters; broad band of Carboniferous L'st in middle reaches; Coal Measures and Permo-Triassic s'st nearer station. Extensive Boulder Clay in valleys and lower reaches. Land-use mostly grazing.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY575304","Velocity-area",396.2,1961,2014,"S: Reservoir(s) in catchment affect runoff.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",90.9,NA,54.6668738976436,-2.66044457334038,"North West (England)",53
"1352","76004","Lowther at Eamont Bridge","Eamont Bridge","Lowther","Velocity-area station with permanent cableway. All flows contained. Affected by seasonal weed growth. Original station building rebuilt July - October 1973; possible change in datum. Site landscaping caused bed instability (1988). Strongly influenced by Haweswater and Wet Sleddale, which naturally control approx. 26% of the catchment, although the actual proportion may be much higher (approx. 60%) due to diversions from Lowther tributaries. Monthly naturalised flows from Oct 1962 to Sep 1965.","Majority of the catchment (approx. 50%) drains Ordovician Borrowdale Volcanics of the peat moorland headwaters. The centre of the catchment is dominated by a broad band of Carboniferous Limestone followed by Millstone Grit and Permian Sandstone close to the gauging gstation. Extensive Boulder Clay in the valleys and lower third of the catchment. Land-use mostly grazing.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY525285","Velocity-area",158.5,1962,2014,"S: Reservoir(s) in catchment affect runoff.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",113.3,11.6,54.6493531640837,-2.73764909018082,"North West (England)",52
"1353","76005","Eden at Temple Sowerby","Temple Sowerby","Eden","Velocity-area station with cableway. Non-standard shallow V bed control constructed in 2002 in an attempt to stabilise the gravel bed. Severe summer weed growth requires numerous rating changes. Before May 1995 floods above 3.3m inundated wide floodplain on lb. Banks then raised to 4.2m to contain the previous highest flood. Floods cause considerable scour and erosion. Sewage discharge d/s of Appleby.","Rural catchment except for Appleby. Geology mainly Carboniferous Limestone with rough grazing, moorland on highest ground. Boulder Clay covered Permian Sandstones in the main valley supports arable farming.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY604283","Velocity-area",616.4,1964,2014,"E: Runoff increased by effluent returns.","FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",92.4,8.9,54.6482398158039,-2.6152002501106,"North West (England)",50
"1354","76007","Eden at Sheepmount","Sheepmount","Eden","Velocity-area station. Permanent cableway. Full-range. Most floods contained in immediate channel. Pre-1970 (when floodbanks constructed) bypassed via Caldew floodplain. Inlet may block at high flows; gravel movement around d/s bridge and weed growth may affect low flows. Highly influenced by Ullswater, Haweswater and Wet Sleddale especially at low flows. Periodic recalibration.","Rural catchment except for Carlisle, Penrith and Appleby. Headwaters in Carboniferous Limestone of Pennines to east, impervious Lower Palaeozoics of Lake District massif to west; moorland. Extensive Boulder Clay covered Permo-Triassic sandstone in Vale of Eden. Land-use: arable and grazing.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY390571","Velocity-area",2286.5,1967,2014,NA,"FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NHMP,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",9.9,3.5,54.9048763687673,-2.95285982570443,"North West (England)",47
"1355","76008","Irthing at Greenholme","Greenholme","Irthing","Velocity-area station. Permanent cableway. Before 1/9/75 gabion control effective over most of flow range. D/s gravel abstractions caused scour, rating changes frequent. Now informal Flat V, insensitive at low flows. Moderately affected by Castle Carrock Reservoir. Medium-high flows can be affected by backing-up from the Eden.  Afforestation began in the 1950s, peaked in the 1970s and, by 2000, constituted almost 20% of the catchment.","Tributaries rising in the Pennines are short, steep and flashy through heather and moorland cover. Solid geology dominated by Carboniferous L'st - outcrops on steep slopes. Extensive hill peat, Boulder Clay, and glacial sands and gravels. Land-use: moorland to arable.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY486580","Miscellaneous",334.6,1967,2014,NA,"FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",18.4,15,54.9140451698229,-2.80332113671035,"North West (England)",47
"1356","76009","Caldew at Holm Hill","Holm Hill","Caldew","Natural channel with low flow gabion control, severely affected by gravel deposition. Rating changes due to gabion suffering damage at high velocities. Full range of flows contained. Permanent cableway. Natural catchment. Station closed 10/04/2000.","Rises on impervious Skiddaw Slates and flows northward over Carboniferous Limestone and Coal Measures. Hill peat; Boulder Clay extensive below 200m. Rural catchment, heath and moorland in headwaters, arable farming confined to lower reaches.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY378468","Velocity-area",147.2,1968,1999,"N: Natural to within 10% at the 95 percentile flow.","HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",59.7,10.2,54.8121818971388,-2.96934879440391,"North West (England)",31
"1357","76010","Petteril at Harraby Green","Harraby Green","Petteril","Velocity-area station with sharp-edged rectangular weir; d/s concrete apron. Weir nearly full width of channel. Rarely overtopped. Permanent cableway. Weed growth affects rating (severely in 1973 and 1974). Accuracy of December 2010 flows affected by freezing conditions. Natural catchment. Station scheduled to be replaced by new site 4km u/s.","Long, thin catchment rising in moorland W of Penrith, flowing N to Carlisle. Carboniferous Limestone in headwaters; remainder: Millstone Grit and Penrith Sandstones covered with Boulder Clay and valley gravel.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY411545","Miscellaneous",160,1970,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",20.1,25.1,54.8817673995336,-2.91958134597988,"North West (England)",44
"1358","76011","Coal Burn at Coalburn","Coalburn","Coal Burn","Compound broad-crested weir (with V-notch for low flows); full-range but gaugings suggest that high flows may be underestimated. Replaced Crump profile weir in Aug 1991. Exceptional August 1975 flood (triggered by 70-80 mm rain; runoff approached 70%) was fully contained. Natural, very responsive regime with zero flows common in the summer months. Central climate station and areal rainfall derived by CEH using a small network of within-catchment raingauges. Jointly managed by EA, CEH and the Forestry Commission. Small experimental catchment (with boundary ditches) to show the effects of afforestation from planting to canopy closure. >40-yr record; a time series of major strategic importance.","Undulating upland catchment (270-330 m) on Carboniferous L'st with Boulder Clay and blanket peat cover. Usage was entirely moorland before being afforested. Drained summer 1972 in preparation for planting, creating stream density of about 200 km/km2 (about 60 times greater than original stream network). Sitka spruce planted 1973. Runoff (especially low and moderate flows) calculated to have increased after drainage; baseflow index also increased.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY693777","Compound broad-crested weir",1.5,1967,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_POOLING,FEH_QMED,FRIEND-EWA,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",275.3,NA,55.0927719535824,-2.4825587695833,"North East (England)",47
"1359","76014","Eden at Kirkby Stephen","Kirkby Stephen","Eden","Non-standard compound broad-crested weir, built to stabilise the bed and act as a low flow control (crest corrosion a problem prior to addition of iron crest). Insensitive at low flows. Low flows gauged by wading; cableway measures higher flows. Structure drowns and modest bypassing occurs at highest flows (some gauged evidence of its magnitude). Natural catchment, the highest on the Eden.","High relief catchment draining Carboniferous Limestone which forms most of the watershed. Middle reaches floored by Permian Sandstone. Hill peat and moorland, variable Boulder Clay cover.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY773097","Broad-crested weir/Velocity-area",69.4,1971,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,TRENDS,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",158.1,26.1,54.4821359734853,-2.35186445704625,"North West (England)",43
"1360","76015","Eamont at Pooley Bridge","Pooley Bridge","Eamont","Compound Crump profile weir, 29.3m wide with low crest 9.1m wide, just d/s of Ullswater. Rarely drowns: crest tappings not used. Some bypassing can occur on right bank at high flows. Variable compensation releases from Ullswater and Haweswater (connected to Ullswater by pipeline). Ullswater is used for public water supply, although not continuously, and pumped to Haweswater at times of higher flow. Temporary weir installed at the outlet of Ullswater to raise lake levels to facilitate abstraction under Drought Orders of 1989 and 1995/6.","Geology largely Borrowdale Volcanics with Skiddaw Slates further downstream. Some Boulder Clay cover. Sheep grazing on rough pasture predominates with some arable in lower reaches, moorland on high ground.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY472249","Compound Crump weir",145,1970,2014,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",144.2,11.8,54.6164762080766,-2.81912641513035,"North West (England)",44
"1361","76017","Eden at Great Corby","Great Corby","Eden","Velocity-area station. Influenced by major abstractions from Haweswater and Wet Sleddale. Dec 2010 flow values may have been affected by freezing conditions.","Large catchment with mixed geology. Horseshoe shaped outcrop of Carboniferous Limestone forms south and east watersheds in Pennines; lakes drain Ordovician Borrowdale volcanics. Main Vale of Eden is Boulder Clay overlying Sherwood sandstone. Land-use variable; moorland to arable.","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY468553","Compound Crump weir",1373,2003,2014,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HR2008,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",19,NA,54.8895958403595,-2.83089636465188,"North West (England)",11
"1362","76019","Roe Beck at Stockdalewath","Stockdalewath","Roe Beck","","","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY387450","Miscellaneous",63,NA,NA,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,54.7961195906895,-2.95496553516627,"North West (England)",NA
"1363","76806","Eden at Great Musgrave Bridge","Great Musgrave Bridge","Eden","","","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY764131","Flat V/Velocity-area",223.1,NA,NA,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,54.5126495658941,-2.36602795104664,"North West (England)",NA
"1364","76809","Caldew at Cummersdale","Cummersdale","Caldew","","","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY394527","Flat V",244,NA,NA,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,54.8653906980616,-2.94569585936944,"North West (England)",NA
"1365","76811","Dacre Beck at Dacre Bridge","Dacre Bridge","Dacre Beck","","","76","Environment Agency - Cumbria and Lancashire","Eden (Cumbria)","NY460263","Velocity-area",36,NA,NA,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,54.6289291064588,-2.83796487252821,"North West (England)",NA
"1366","77001","Esk at Netherby","Netherby","Esk","Velocity-area station. Permanent cableway. Full-range. Re-grading of natural control after high flows and gravel abstractions d/s affect rating. High flow gauging difficult because flashy. Gravel extraction 1.3 km d/s caused drop in levels in 1973, so station rebuilt July-October 1973, causing datum change. New stilling well in 1974 as inlet pipes were dry during low flows. Stepping stones placed in channel in January 1990 have since considerably affected flow. Black Esk Reservoir 47km u/s. Station closed in 2004.","Catchment comprises Silurian rocks with igneous intrusions in north, Carboniferous Limestone in centre, and Permo-Triassic succession in the south. Widely blanketed by Boulder Clay. Rural catchment, heavily forested in the north, arable in the south.","77","Environment Agency - Cumbria and Lancashire","Esk (Dumfriesshire)","NY390717","Velocity-area",841.7,1963,2003,"N: Natural to within 10% at the 95 percentile flow.","FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_QMED,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",14.3,7.3,55.0360566373897,-2.95597136762294,"North West (England)",40
"1367","77002","Esk at Canonbie","Canonbie","Esk","Velocity-area station located on straight reach with natural channel control. Cableway. Steep bed, not high banks but all bar highest floods contained. Rating applied since 12/10/2005 has been well gauged to c.100 cumecs; historic high flow gaugings provide confidence in the rating to c.350 cumecs. Gravel bed; erosion possibly due to gravel extraction d/s. Black Esk Res. impounds about 1% of flows for export.","Natural upland catchment area around Eskdalemuir. Mostly impermeable bedrock with approx. 2/3 superficial deposits. Landuse predominantly rough grazing with more than a third forestry.","77","Scottish Environment Protection Agency - South West","Esk (Dumfriesshire)","NY396750","Velocity-area",495,1962,2014,NA,"FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",22.4,8,55.0657800188536,-2.94728477060537,"Scotland",52
"1368","77003","Liddel Water at Rowanburnfoot","Rowanburnfoot","Liddel Water","Velocity-area station with cableway on straight gravel bedded reach. Gravel shoal gives low flow control. Highest floods overtop right hand floodbank. Current rating considered fit for extrapolation to ~200 cumecs but only backed by gaugings to ~50 cumecs in the last 5 years and confidence towards the upper end of extrapolation is low. Above 200 cumecs flow bypasses station. Natural flow regime.","Silurian shales, often with peat cover, form the hills; Lower Carboniferous series overlain by Boulder Clay in the valleys. Landuse mainly dairy and hill farming with approx. 25% forestry.","77","Scottish Environment Protection Agency - South West","Esk (Dumfriesshire)","NY414759","Velocity-area",319,1973,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",27.1,8.8,55.0740824482735,-2.91928972597351,"North West (England)",41
"1369","77004","Kirtle Water at Mossknowe","Mossknowe","Kirtle Water","Velocity-area station with cableway. Sited on straight reach above fall over rock bar acting as control. Rating applied since 1/1/05 has been well gauged between 0.05 and 40 cumecs; historic high flow gaugings extend this to c.45 cumecs and indicate rating has remained stable over time. Natural flow regime.","Silurian shales of the upper catchment give way briefly to the Carboniferous series, then to Triassic s'sts in the lower catchment. Generally overlain by Boulder Clay. Landuse: mixed dairy and hill farming, with some forest.","77","Scottish Environment Protection Agency - South West","Esk (Dumfriesshire)","NY285692","Velocity-area",72,1979,2014,"N: Natural to within 10% at the 95 percentile flow.","FUTURE_FLOWS,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",20.8,17.8,55.012194389924,-3.11960083089036,"Scotland",35
"1370","77005","Lyne at Cliff Bridge","Cliff Bridge","Lyne","Flat V weir with a cableway 30m u/s. Subject to severe accretion from gravel shoals which disturb rating and cause weir to drown early. Regular maintenance necessary. No data 23/05/2007 to 11/06/2007 due to instrument fault. POR maximum under review. All flows from 01/01/1997 onwards removed from NRFA because annual losses indicate a serious rating problem. Revised data should be available in 2012.","Moderate relief catchment draining the Bewcastle fells. Carboniferous Limestone solid geology is covered by peat on the moorland and Boulder Clay on the lower slopes. Entirely rural.","77","Environment Agency - Cumbria and Lancashire","Esk (Dumfriesshire)","NY411661","Flat V",191,1976,2013,"N: Natural to within 10% at the 95 percentile flow.","HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",12.3,13.3,54.9859944522897,-2.92196318365095,"North West (England)",37
"1371","78001","Annan at St Mungos Manse","St Mungos Manse","Annan","River section 45m u/s of St Mungo's Manse near Lockerbie. Affected by weedgrowth primarily in the summer month. Discontinued as a flow station in 1961.","","78","Scottish Environment Protection Agency - South West","Annan","NY125755","Velocity-area",730.3,1958,1961,NA,"HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",34,NA,55.0662314032932,-3.37165810701079,"Scotland",3
"1372","78003","Annan at Brydekirk","Brydekirk","Annan","Velocity-area station with cableway located on straight section below bend and with slightly curving channel below. Gauged up to 3.7m (approx. 450 cumecs); good performance at high flows. Natural flow regime.","Silurain shales in the north; Carboniferous series in the south. Centre of catchment is dominated by Triassic sandstone aquifer of the Lochmaben basin, with a smaller ribbon aquifer extending up the valley to Moffat. Rural catchment, some arable land use, mostly pasture and forestry.","78","Scottish Environment Protection Agency - South West","Annan","NY190704","Velocity-area",925,1967,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",10,7.3,55.0215175776925,-3.26845742061245,"Scotland",47
"1373","78004","Kinnel Water at Redhall","Redhall","Kinnel Water","Velocity-area station located in straight gravel-bedded reach. Informal concrete low-flow control installed in 1966 - good hydraulic performance. D/s gravel had a short-term impact on modularity. Ratings extrapolated above 1.8m (approx. 55 cumecs).","Silurian shales in upper catchment; Triassic sandstone aquifer in lower catchment. Land use: predominantly hill pasture with a third forestry.","78","Scottish Environment Protection Agency - South West","Annan","NY077868","Velocity-area",76.1,1963,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_POOLING,FEH_QMED,FRIEND-EWA,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",53.7,31.2,55.1668707115514,-3.45046758809185,"Scotland",51
"1374","78005","Kinnel Water at Bridgemuir","Bridgemuir","Kinnel Water","Velocity-area station on small channel at well confined section. Large bend u/s but straight at gauge. Natural channel control. Cableway. Ratings extrapolated above 3.6m (approx. 130 cumecs).","Silurian shales in upper catchment; Triassic sandstone aquifer in lower catchment. Catchment supports hill pasture and forestry (drains Forest of Ae).","78","Scottish Environment Protection Agency - South West","Annan","NY090844","Velocity-area",229,1979,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",44.9,12.4,55.1455522691002,-3.42929593417145,"Scotland",35
"1375","78006","Annan at Woodfoot","Woodfoot","Annan","Velocity area station; cableway span 52m. Good approach, steep lb. Cableway spans immediate rb and subsidiary flood bank. Responsive, natural catchment.","High relief upland catchment draining Silurian slates, shales and mudstones. Boulder Clay and alluvium overlay bedrock in the valleys with sands and gravels near the station.","78","Scottish Environment Protection Agency - South West","Annan","NT099009","Velocity-area",217,1983,2014,"N: Natural to within 10% at the 95 percentile flow.","FUTURE_FLOWS,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",82.3,9.9,55.2939377373491,-3.42045176573753,"Scotland",31
"1376","79001","Afton Water at Afton Reservoir","Afton Reservoir","Afton Water","Compound sharp-edged weir below Afton Reservoir (major water supply abstraction) - measures compensation flows and spillage.","","79","Scottish Environment Protection Agency - South West","Nith","NS631050","Rectangular thin-plate weir",8.5,1965,1981,NA,"HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",386,NA,55.3199609076878,-4.15897903815174,"Scotland",16
