"","IDREGION","LBREGION","IDDISTRI","LBDISTRI","IDMUNICI","LBMUNICI","SURFAC05","POP00","POP10","HOMES00","HOMES10","POPMAL00","POPMAL10","POPFEM00","POPFEM10","INLANG00","INLANG10","INCOME00","INCOME01","INCOME02","INCOME03","PTREES00","PTREES01","PTREES02","PTREES03","MARRIA07","MARRIA08","MARRIA09","HARVBE07","HARVBE08","HARVBE09","VALUBE07","VALUBE08","VALUBE09","VOLUBE07","VOLUBE08","VOLUBE09","sHOMES00","sSURFAC","SIZEDIST","sSW_10_3"
"330",1,"CANADA",5,"CUICATLAN",330,"San Pedro Teutila",147.6,4173,4277,902,1005,2069,2094,2104,2183,876,819,1310,1913,4863,8486,0,0,2000,0,0,0,0,13,12,15,81,82,99,8,8,9,1,1,20,0
"331",4,"MIXTECA",10,"NOCHIXTLAN",331,"San Pedro Tidaa",50.48,850,894,255,309,410,415,440,479,388,346,1253,2229,2523,2545,51680,4400,40000,29822,0,0,0,40,40,40,255,286,370,29,29,26,0,1,32,0
"332",4,"MIXTECA",9,"TEPOSCOLULA",332,"San Pedro Topiltepec",34.87,420,406,128,131,203,199,217,207,8,6,560,2089,2153,1920,0,0,0,0,0,0,0,85,85,42,348,632,320,36,57,21,0,0,21,0
"333",8,"VALLES CENTRALES",20,"TLACOLULA",333,"San Pedro Totolapa",418.61,2684,2603,668,714,1281,1227,1403,1376,244,224,970,3085,NA,3904,0,0,0,2000,1,0,0,20,18,0,100,158,0,10,13,0,1,1,25,0
"334",2,"COSTA",22,"JUQUILA",334,"Villa de Tututepec de Melchor Ocampo",1208.49,42645,43913,9254,11015,20954,21372,21691,22541,2525,2623,5964,45518,NA,5807,39112,50000,50000,14233,205,186,228,50,50,0,420,455,0,35,35,0,1,1,12,0
"335",5,"SIERRA NORTE",12,"IXTLAN",335,"San Pedro Yaneri",21.58,991,1002,254,275,492,485,499,517,838,866,1089,4002,2068,1040,0,0,25000,0,0,0,0,41,41,41,206,241,237,17,17,17,1,0,26,0
"336",5,"SIERRA NORTE",12,"IXTLAN",336,"San Pedro Yolox",124.8,2546,2267,488,547,1208,1059,1338,1208,2175,1957,2686,3332,4593,3949,25605,34000,30000,14500,0,0,0,51,51,51,245,314,286,20,22,20,0,1,26,0
"337",5,"SIERRA NORTE",14,"MIXE",337,"San Pedro y San Pablo Ayutla",145.53,5504,5602,1196,1404,2600,2597,2904,3005,4622,4576,1682,6161,6220,11112,0,0,65000,21300,71,68,94,223,223,223,1338,1268,1273,95,92,91,1,1,17,0
"338",8,"VALLES CENTRALES",11,"ETLA",338,"Villa de Etla",8.56,7819,9280,1656,2247,3803,4426,4016,4854,803,806,NA,NA,8085,9049,0,23910,2000,7050,548,493,438,22,26,30,220,279,321,16,23,23,1,0,23,0
"339",4,"MIXTECA",9,"TEPOSCOLULA",339,"San Pedro y San Pablo Teposcolula",159.92,3486,3989,851,1017,1670,1907,1816,2082,91,106,1734,NA,5216,NA,0,8370,6000,500,73,64,45,200,200,119,1238,1399,1001,122,126,66,1,1,21,0
"340",4,"MIXTECA",2,"HUAJUAPAM",340,"San Pedro y San Pablo Tequixtepec",183.91,2061,1878,602,632,918,851,1143,1027,288,277,990,3952,2284,2180,0,6750,6000,10500,5,12,3,140,140,140,298,368,861,35,42,57,1,1,28,0
"341",4,"MIXTECA",9,"TEPOSCOLULA",341,"San Pedro Yucunama",31.34,246,232,62,66,108,99,138,133,1,0,705,1496,975,NA,0,100,0,0,0,0,0,25,26,13,89,147,100,9,14,7,0,0,21,0
"342",8,"VALLES CENTRALES",19,"CENTRO",342,"San Raymundo Jalpan",4.66,1584,2079,374,524,722,953,862,1126,86,77,1144,2667,1226,3248,0,0,0,0,1,0,3,41,62,50,390,645,424,30,53,29,0,0,21,0
"343",8,"VALLES CENTRALES",20,"TLACOLULA",343,"San Sebastian Abasolo",16.65,2029,1849,430,434,969,882,1060,967,700,533,1842,3018,2126,1984,0,5300,3000,1100,0,0,1,32,25,30,336,270,337,22,23,27,1,0,25,0
"344",6,"SIERRA SUR",26,"MIAHUATLAN",344,"San Sebastian Coatlan",189.26,2366,2613,506,639,1136,1261,1230,1352,36,27,1505,5800,4982,5211,0,0,0,200,1,6,4,0,0,0,0,0,0,0,0,0,0,1,32,0
"345",2,"COSTA",21,"JAMILTEPEC",345,"San Sebastian Ixcapa",94.35,3722,3968,765,960,1824,1954,1898,2014,270,317,1339,4038,4720,2230,0,0,0,0,7,7,4,0,0,0,0,0,0,0,0,0,1,1,24,0
"346",4,"MIXTECA",9,"TEPOSCOLULA",346,"San Sebastian Nicananduta",45.06,1633,1449,446,448,724,624,909,825,684,760,877,2207,2836,2843,0,200,0,0,1,4,2,220,117,59,1478,917,535,141,82,35,1,1,21,0
"347",6,"SIERRA SUR",26,"MIAHUATLAN",347,"San Sebastian Rio Hondo",99.92,3288,3664,593,776,1605,1803,1683,1861,257,257,1759,3987,5877,6155,0,22500,25000,9000,4,2,0,0,0,0,0,0,0,0,0,0,1,1,32,0
"348",4,"MIXTECA",8,"JUXTLAHUACA",348,"San Sebastian Tecomaxtlahuaca",237.17,8671,8246,1807,1993,4071,3929,4600,4317,2827,2581,3000,14327,10484,12692,0,185,75000,20360,6,2,1,127,128,129,962,935,1753,107,102,116,1,1,7,0
"349",8,"VALLES CENTRALES",20,"TLACOLULA",349,"San Sebastian Teitipac",32.57,2062,1976,458,540,938,906,1124,1070,661,580,984,3244,2913,3846,0,8200,0,500,1,0,0,0,12,2,0,106,18,0,8,1,0,0,25,0
"350",8,"VALLES CENTRALES",19,"CENTRO",350,"San Sebastian Tutla",7.03,15690,16241,3957,4389,7301,7515,8389,8726,974,817,7698,12826,12732,18573,0,3300,0,120,1,5,9,14,14,7,110,133,52,9,11,4,1,0,21,0
"351",6,"SIERRA SUR",26,"MIAHUATLAN",351,"San Simon Almolongas",52.58,2470,2623,576,681,1140,1214,1330,1409,15,7,1934,4729,4210,3850,0,1000,0,1500,1,0,3,34,34,23,416,335,248,34,27,17,1,1,32,0
"352",4,"MIXTECA",2,"HUAJUAPAM",352,"San Simon Zahuatlan",46.25,2225,3833,239,404,1156,1903,1069,1930,1775,3134,1452,2805,4337,4522,0,0,0,0,1,0,0,42,41,42,64,72,151,8,8,10,0,0,28,0
"353",6,"SIERRA SUR",26,"MIAHUATLAN",353,"Santa Ana",53.15,1867,1978,369,460,892,957,975,1021,8,6,2611,6640,4031,4596,0,0,0,0,0,1,3,33,32,20,415,313,223,33,26,15,1,1,32,0
"354",1,"CANADA",4,"TEOTITLAN",354,"Santa Ana Ateixtlahuaca",16.03,524,510,115,126,254,257,270,253,446,451,727,2275,1742,2105,0,0,0,0,0,0,0,7,7,10,22,44,65,2,4,6,0,1,25,0
"355",1,"CANADA",5,"CUICATLAN",355,"Santa Ana Cuauhtemoc",38.15,864,738,193,206,425,347,439,391,419,305,1011,2558,3282,938,0,0,0,0,2,0,0,10,10,10,58,63,66,6,6,6,0,1,20,0
"356",8,"VALLES CENTRALES",20,"TLACOLULA",356,"Santa Ana del Valle",28.47,2140,1993,491,539,986,966,1154,1027,1727,1518,2024,6244,5004,NA,0,0,0,0,1,0,0,0,7,3,0,53,22,0,4,2,0,0,25,0
"357",6,"SIERRA SUR",27,"YAUTEPEC",357,"Santa Ana Tavela",101.4,993,908,276,279,492,442,501,466,11,14,2065,2894,3156,2382,0,0,0,0,1,0,0,21,4,4,158,33,48,13,4,3,1,1,12,0
"358",8,"VALLES CENTRALES",18,"ZIMATLAN",358,"Santa Ana Tlapacoyan",52.21,1990,1854,545,569,889,875,1101,979,10,25,NA,5810,3609,4303,0,500,0,2200,0,0,1,195,408,386,2818,4642,4475,227,380,315,0,1,13,0
"359",5,"SIERRA NORTE",12,"IXTLAN",359,"Santa Ana Yareni",47.71,1149,809,287,251,503,347,646,462,991,752,1024,2297,3822,2688,0,0,0,2000,1,0,1,18,18,18,86,98,101,7,7,7,0,1,26,1
"360",8,"VALLES CENTRALES",25,"OCOTLAN",360,"Santa Ana Zegache",25.83,3415,3592,687,931,1586,1684,1829,1908,1035,936,1930,7145,6471,6409,0,0,0,1850,3,5,4,100,64,57,977,645,510,77,52,36,1,0,20,0
"361",6,"SIERRA SUR",27,"YAUTEPEC",361,"Santa Catalina Quieri",73.19,977,922,205,247,471,415,506,507,833,812,1168,2779,2537,2836,0,0,0,5700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"362",6,"SIERRA SUR",26,"MIAHUATLAN",362,"Santa Catarina Cuixtla",26.37,1545,1496,399,378,691,673,854,823,341,244,1538,3844,2642,3037,0,1000,0,0,1,0,0,22,22,12,300,186,71,23,15,5,0,1,32,0
"363",5,"SIERRA NORTE",12,"IXTLAN",363,"Santa Catarina Ixtepeji",209.52,2532,2633,586,662,1265,1267,1267,1366,152,127,983,2829,3708,4612,72566,33135,0,32500,0,0,0,75,75,75,446,518,518,37,37,37,1,1,26,0
"364",2,"COSTA",22,"JUQUILA",364,"Santa Catarina Juquila",622.54,14036,14710,2674,3008,6875,7145,7161,7565,3825,3994,2232,NA,NA,NA,0,36250,15000,8000,180,171,179,130,130,140,1344,1134,1184,112,91,93,1,1,12,0
"365",5,"SIERRA NORTE",12,"IXTLAN",365,"Santa Catarina Lachatao",100.21,1542,1307,398,395,772,636,770,671,642,478,1543,2360,1292,922,0,0,0,500,0,0,0,70,70,70,360,419,438,30,30,31,0,1,26,0
"366",2,"COSTA",30,"POCHUTLA",366,"Santa Catarina Loxicha",126.8,4440,3986,818,829,2217,1985,2223,2001,487,272,7612,9890,14083,17458,0,2800,0,1000,48,21,28,0,0,0,0,0,0,0,0,0,1,1,14,0
"367",2,"COSTA",21,"JAMILTEPEC",367,"Santa Catarina Mechoacan",51.45,4230,4543,749,956,2099,2232,2131,2311,3556,3944,3523,5598,5322,5937,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,24,0
"368",8,"VALLES CENTRALES",25,"OCOTLAN",368,"Santa Catarina Minas",34.83,1604,1816,356,446,787,889,817,927,16,15,853,4261,5777,5350,0,1000,0,0,1,1,2,48,38,21,493,386,185,38,31,13,0,0,20,0
"369",8,"VALLES CENTRALES",18,"ZIMATLAN",369,"Santa Catarina Quiane",22.09,1758,1847,423,510,795,887,963,960,8,14,1679,3951,1860,3267,0,0,0,200,0,0,0,83,75,59,794,767,681,61,62,48,1,0,13,0
"370",4,"MIXTECA",16,"TLAXIACO",370,"Santa Catarina Tayata",37.22,725,679,178,192,347,312,378,367,71,71,1391,1858,1623,996,0,20600,0,15500,0,0,0,115,112,118,1002,945,844,101,95,83,0,1,35,0
"371",4,"MIXTECA",16,"TLAXIACO",371,"Santa Catarina Ticua",17.34,858,954,250,327,379,423,479,531,547,552,NA,2032,2658,3143,0,1000,2000,1000,0,0,0,15,16,22,90,95,108,9,10,10,0,0,35,0
"372",4,"MIXTECA",16,"TLAXIACO",372,"Santa Catarina Yosonotu",36.88,1848,1886,462,487,813,845,1035,1041,1519,1470,1554,2856,2432,NA,0,4100,7000,68300,2,1,1,48,50,51,186,212,213,19,21,21,0,0,35,0
"373",4,"MIXTECA",2,"HUAJUAPAM",373,"Santa Catarina Zapoquila",117.78,573,448,144,132,298,214,275,234,8,2,899,784,715,998,0,0,0,0,1,0,1,17,17,17,41,45,76,5,5,5,0,1,28,0
"374",1,"CANADA",4,"TEOTITLAN",374,"Santa Cruz Acatepec",6.97,1263,1470,295,342,624,710,639,760,1043,1166,1597,3136,2695,3023,0,0,0,0,7,0,0,10,10,13,32,59,76,3,6,7,0,0,25,0
"375",8,"VALLES CENTRALES",19,"CENTRO",375,"Santa Cruz Amilpas",2.27,6457,10120,1541,2547,3014,4746,3443,5374,575,1317,2253,4446,5944,6238,0,1200,6000,500,3,6,4,0,0,0,0,0,0,0,0,0,1,0,21,0
"376",4,"MIXTECA",1,"SILACAYOAPAM",376,"Santa Cruz de Bravo",18.84,410,364,101,109,196,177,214,187,2,11,697,1161,920,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"377",6,"SIERRA SUR",15,"PUTLA",377,"Santa Cruz Itundujia",548.43,10688,10975,2142,2547,5177,5278,5511,5697,908,707,2215,15242,15623,11663,25350,500,13000,2000,37,37,32,26,28,28,113,113,125,11,12,13,1,1,10,0
"378",8,"VALLES CENTRALES",18,"ZIMATLAN",378,"Santa Cruz Mixtepec",47.32,3311,3615,724,892,1593,1720,1718,1895,600,753,2190,3762,1382,NA,0,250,80000,18080,4,0,0,324,300,292,3652,3243,3241,294,272,247,1,0,13,0
"379",4,"MIXTECA",16,"TLAXIACO",379,"Santa Cruz Nundaco",44.86,2672,2958,570,669,1245,1359,1427,1599,2092,2346,1135,3537,3749,4280,21000,1200,10000,5400,5,4,1,0,0,0,0,0,0,0,0,0,1,1,35,1
"380",8,"VALLES CENTRALES",20,"TLACOLULA",380,"Santa Cruz Papalutla",15.59,1833,1972,435,534,890,950,943,1022,707,637,2076,3005,2827,1163,0,0,0,1000,0,0,1,15,0,4,45,0,43,3,0,2,0,0,25,0
"381",4,"MIXTECA",2,"HUAJUAPAM",381,"Santa Cruz Tacache de Mina",28.73,2625,2606,558,661,1251,1235,1374,1371,18,4,925,2390,2559,2707,0,0,0,500,0,0,0,21,22,21,56,78,105,6,9,7,0,0,28,0
"382",4,"MIXTECA",16,"TLAXIACO",382,"Santa Cruz Tacahua",37.45,1158,1170,286,314,547,551,611,619,484,575,978,2881,2776,3823,0,0,0,3500,0,0,1,68,70,69,471,450,439,48,46,43,0,0,35,0
"383",4,"MIXTECA",16,"TLAXIACO",383,"Santa Cruz Tayata",19.91,567,608,132,154,271,294,296,314,6,8,NA,1865,1007,2362,0,0,0,0,0,0,0,158,160,166,1385,1353,4398,141,136,432,0,0,35,0
"384",6,"SIERRA SUR",26,"MIAHUATLAN",384,"Santa Cruz Xitla",59.86,4061,4514,739,913,1919,2153,2142,2361,2523,2715,1409,5505,4713,1864,0,0,13000,2000,0,2,1,20,21,15,257,200,128,20,16,9,0,1,32,0
"385",8,"VALLES CENTRALES",19,"CENTRO",385,"Santa Cruz Xoxocotlan",48.09,52806,77833,12300,19076,25079,36822,27727,41011,4666,6658,14889,NA,7034,NA,0,44960,22000,13315,88,237,281,15,15,7,157,154,53,12,12,4,1,1,21,0
"386",6,"SIERRA SUR",23,"SOLA DE VEGA",386,"Santa Cruz Zenzontepec",490.07,15054,17897,2735,3586,7537,8669,7517,9228,8042,10434,29155,32037,35758,4980,52700,1500,0,1650,77,11,12,738,785,271,6363,7711,1085,528,644,75,1,1,16,0
"387",8,"VALLES CENTRALES",18,"ZIMATLAN",387,"Santa Gertrudis",28.34,3549,2858,860,790,1646,1368,1903,1490,25,9,1151,2909,3113,1496,0,0,0,300,4,1,5,450,258,233,4837,2705,2135,379,224,154,1,0,13,0
"388",8,"VALLES CENTRALES",17,"ZAACHILA",388,"Santa Ines del Monte",49.57,2212,2535,383,517,1077,1233,1135,1302,21,10,NA,4713,3562,2963,0,1950,0,900,1,0,1,87,99,55,735,985,503,60,79,35,1,1,6,0
"389",8,"VALLES CENTRALES",18,"ZIMATLAN",389,"Santa Ines Yatzeche",2.19,1177,921,215,213,496,389,681,532,1040,828,1502,3321,2814,3660,0,400,0,0,1,1,0,51,67,32,483,667,299,38,54,21,0,0,13,0
"390",8,"VALLES CENTRALES",19,"CENTRO",390,"Santa Lucia del Camino",10.15,44364,47356,10712,12085,21574,22857,22790,24499,5961,5921,15292,NA,5078,31249,0,7370,1000,2840,2,5,21,0,0,0,0,0,0,0,0,0,1,0,21,0
"391",6,"SIERRA SUR",26,"MIAHUATLAN",391,"Santa Lucia Miahuatlan",62.48,2808,3356,557,723,1393,1634,1415,1722,2446,2855,1346,7074,6652,6991,0,0,0,0,0,0,0,5,5,5,65,42,43,5,3,3,1,1,32,0
"392",6,"SIERRA SUR",15,"PUTLA",392,"Santa Lucia Monteverde",160.1,6663,6678,1389,1607,3156,3184,3507,3494,3831,3426,NA,NA,14134,16182,14000,1400,5000,22600,11,35,47,805,808,805,3327,3343,3363,330,331,324,1,1,10,0
"393",8,"VALLES CENTRALES",25,"OCOTLAN",393,"Santa Lucia Ocotlan",11.69,3455,3604,652,801,1664,1615,1791,1989,2803,2761,1551,4055,4591,5249,0,1000,10000,650,0,1,3,2,2,9,16,20,83,1,2,6,1,0,20,0
"394",5,"SIERRA NORTE",14,"MIXE",394,"Santa Maria Alotepec",98.32,2660,2778,662,746,1297,1381,1363,1397,2322,2454,713,3696,1970,1243,0,2000,0,0,0,10,2,149,149,149,894,852,874,62,62,62,1,0,17,0
"395",4,"MIXTECA",10,"NOCHIXTLAN",395,"Santa Maria Apazco",78.61,2531,1898,565,534,1215,870,1316,1028,2150,1552,NA,296,7746,3215,0,0,0,23500,0,0,0,37,35,26,158,184,186,18,19,13,0,1,32,0
"396",1,"CANADA",4,"TEOTITLAN",396,"Santa Maria la Asuncion",7.77,3329,3252,724,849,1531,1440,1798,1812,2862,2860,4632,5515,4032,5381,0,0,0,0,0,0,0,12,16,16,42,97,97,4,9,9,1,0,25,0
"397",4,"MIXTECA",16,"TLAXIACO",397,"Heroica Ciudad de Tlaxiaco",350.22,29026,38453,6339,9312,13712,17987,15314,20466,8548,10684,9870,NA,12758,41073,97500,136937,118000,119032,258,326,334,32,34,38,307,315,606,31,32,59,1,1,35,0
"398",8,"VALLES CENTRALES",18,"ZIMATLAN",398,"Ayoquezco de Aldama",101.33,5597,4406,1279,1225,2666,2053,2931,2353,450,394,NA,6027,6080,7462,0,920,0,2700,0,0,1,545,626,417,5202,6409,3581,410,526,249,1,1,13,0
"399",8,"VALLES CENTRALES",19,"CENTRO",399,"Santa Maria Atzompa",28.94,15749,27465,3541,6967,7533,13029,8216,14436,1862,3242,5022,22277,19075,22783,0,17350,27000,4685,3,2,5,39,81,36,298,828,296,23,66,21,1,0,21,0
"400",4,"MIXTECA",2,"HUAJUAPAM",400,"Santa Maria Camotlan",95.31,1562,1632,389,472,744,750,818,882,6,8,916,2101,NA,979,35000,19200,0,200,3,0,3,26,27,29,88,99,235,10,10,15,0,1,28,0
"401",2,"COSTA",30,"POCHUTLA",401,"Santa Maria Colotepec",421.18,18120,22562,3671,5477,9032,11104,9088,11458,1479,1557,5828,15772,7885,4698,227000,499891,15000,0,63,60,49,0,0,0,0,0,0,0,0,0,1,1,14,0
"402",2,"COSTA",21,"JAMILTEPEC",402,"Santa Maria Cortijo",89.52,1016,1083,207,264,487,516,529,567,67,41,867,2248,1708,1739,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,24,0
"403",8,"VALLES CENTRALES",19,"CENTRO",403,"Santa Maria Coyotepec",6.25,1658,2772,375,674,815,1316,843,1456,109,134,691,3366,3502,2966,0,1000,28000,2300,1,1,2,44,20,12,483,203,98,37,16,7,1,0,21,0
"404",4,"MIXTECA",10,"NOCHIXTLAN",404,"Santa Maria Chachoapam",66.01,808,766,215,235,379,355,429,411,7,5,790,2747,2312,2777,0,0,0,34000,1,0,1,465,456,461,4140,4496,4771,466,454,340,0,1,32,0
"405",4,"MIXTECA",9,"TEPOSCOLULA",405,"Villa de Chilapa de Diaz",174.61,1711,1932,461,570,735,844,976,1088,140,218,NA,2221,2441,2566,0,700,0,4125,0,0,0,80,80,40,461,477,276,46,46,18,1,1,21,0
"406",1,"CANADA",4,"TEOTITLAN",406,"Santa Maria Chilchotla",284.78,21436,20584,4398,4838,10765,10098,10671,10486,17877,17567,3837,32927,33251,38143,0,3050,8000,1600,131,110,108,134,138,131,804,1001,965,80,94,84,1,1,25,0
"407",3,"ISTMO",29,"JUCHITAN",407,"Santa Maria Chimalapa",4361.86,7106,8506,1411,1657,3607,4256,3499,4250,2861,2936,NA,NA,8786,9275,40000,10600,41000,0,39,48,42,0,0,0,0,0,0,0,0,0,1,1,22,0
"408",4,"MIXTECA",16,"TLAXIACO",408,"Santa Maria del Rosario",27.55,414,480,99,133,209,249,205,231,43,41,805,1443,1382,1721,0,0,0,6000,0,0,0,61,65,66,550,582,536,56,59,52,0,1,35,0
"409",8,"VALLES CENTRALES",19,"CENTRO",409,"Santa Maria del Tule",8.81,7272,8165,1769,2208,3325,3754,3947,4411,470,501,3675,6989,6013,10256,0,380,13000,5320,0,3,6,15,34,29,153,363,234,12,29,16,1,0,21,0
"410",6,"SIERRA SUR",27,"YAUTEPEC",410,"Santa Maria Ecatepec",555.93,3369,3461,816,922,1696,1703,1673,1758,701,988,1317,3696,4832,4046,0,2055,7000,0,22,11,18,27,40,52,115,336,499,14,28,42,1,1,12,0
"411",8,"VALLES CENTRALES",20,"TLACOLULA",411,"Santa Maria Guelace",1.47,759,816,154,187,345,360,414,456,192,154,NA,NA,1895,1193,0,0,0,0,0,0,0,2,4,1,14,38,9,1,3,1,0,0,25,0
"412",3,"ISTMO",28,"TEHUANTEPEC",412,"Santa Maria Guienagati",345.45,3021,3286,624,760,1519,1639,1502,1647,750,846,981,3804,5247,2060,0,0,0,74530,7,18,26,258,240,300,826,798,1203,97,95,143,0,1,19,0
"413",2,"COSTA",30,"POCHUTLA",413,"Santa Maria Huatulco",496.74,28327,38629,6914,9943,13941,18726,14386,19903,1136,1326,53844,84838,87973,65887,48475,422552,10000,0,251,235,314,40,40,40,336,375,351,28,30,28,1,1,14,0
"414",2,"COSTA",21,"JAMILTEPEC",414,"Santa Maria Huazolotitlan",244.05,10118,10794,2154,2775,4944,5277,5174,5517,3094,3219,1944,10362,11265,2863,0,0,0,0,77,73,101,0,0,0,0,0,0,0,0,0,1,1,24,0
"415",6,"SIERRA SUR",15,"PUTLA",415,"Santa Maria Ipalapa",160.28,4910,4888,927,1135,2372,2290,2538,2598,938,661,1419,5304,1755,2631,0,1000,6000,0,0,2,0,80,78,77,859,808,686,81,73,61,1,1,10,0
"416",1,"CANADA",4,"TEOTITLAN",416,"Santa Maria Ixcatlan",189.93,594,516,172,175,286,243,308,273,31,33,2399,3217,3216,3484,10500,0,0,0,1,1,2,6,12,9,36,76,47,4,7,4,0,1,25,0
"417",7,"PAPALOAPAN",6,"TUXTEPEC",417,"Santa Maria Jacatepec",345.59,9783,9240,2068,2248,4778,4380,5005,4860,5718,5230,7820,NA,7977,9383,297331,88410,130000,4235,66,135,108,900,50,0,7020,340,0,1080,50,0,1,1,14,0
"418",3,"ISTMO",28,"TEHUANTEPEC",418,"Santa Maria Jalapa del Marques",654.28,10491,11888,2543,3206,4955,5707,5536,6181,497,585,1751,10243,10957,10250,0,0,0,1350,68,100,97,88,88,80,449,436,384,53,55,48,1,1,19,0
"419",5,"SIERRA NORTE",12,"IXTLAN",419,"Santa Maria Jaltianguis",54.5,598,575,153,173,277,257,321,318,286,274,1016,2794,2774,2351,0,6350,10000,0,0,0,0,26,26,26,125,149,149,10,11,11,0,1,26,0
"420",6,"SIERRA SUR",23,"SOLA DE VEGA",420,"Santa Maria Lachixio",54.5,1070,1680,186,349,507,776,563,904,908,1407,1040,2719,2094,2864,5000,24350,0,0,95,11,20,20,22,14,171,211,52,14,17,4,0,0,16,0
"421",3,"ISTMO",28,"TEHUANTEPEC",421,"Santa Maria Mixtequilla",162.12,4041,4442,1010,1231,1973,2158,2068,2284,66,60,3118,6687,6232,5972,0,0,0,0,34,29,29,14,14,18,56,57,72,6,7,9,1,1,19,0
"422",4,"MIXTECA",3,"COIXTLAHUACA",422,"Santa Maria Nativitas",43.44,770,681,210,203,358,308,412,373,204,260,779,2135,2294,2746,0,1200,13000,33000,0,0,0,30,30,15,103,117,80,10,11,5,0,0,13,0
"423",4,"MIXTECA",9,"TEPOSCOLULA",423,"Santa Maria Nduayaco",78.08,606,550,163,168,305,280,301,270,11,8,782,1975,2428,3141,0,800,0,0,0,0,0,60,61,31,246,226,143,25,20,9,0,1,21,0
"424",6,"SIERRA SUR",26,"MIAHUATLAN",424,"Santa Maria Ozolotepec",139.48,4156,3992,797,867,2028,1915,2128,2077,995,846,975,2156,5757,NA,0,0,0,11400,16,21,20,7,6,5,87,50,30,7,4,2,1,1,32,0
"425",1,"CANADA",5,"CUICATLAN",425,"Santa Maria Papalo",87.92,2081,2209,481,595,1029,1104,1052,1105,1803,1775,1144,3996,1433,1864,0,0,0,0,0,0,0,12,12,15,70,76,99,7,7,9,1,1,20,0
"426",8,"VALLES CENTRALES",11,"ETLA",426,"Santa Maria Penoles",236.45,6914,7865,1116,1407,3348,3799,3566,4066,5508,6450,NA,2284,17838,5778,0,30000,45000,25650,22,25,15,473,470,123,7981,4766,1021,614,394,72,1,1,23,0
"427",3,"ISTMO",29,"JUCHITAN",427,"Santa Maria Petapa",158.21,13648,15387,3237,4050,6607,7439,7041,7948,3744,3791,1907,10794,14352,3613,0,0,50000,0,27,30,31,40,50,50,400,425,700,40,50,50,1,1,22,0
"428",6,"SIERRA SUR",27,"YAUTEPEC",428,"Santa Maria Quiegolani",143.13,1506,1770,293,397,759,886,747,884,1166,1423,NA,3085,2912,2941,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,1,1,12,0
"429",6,"SIERRA SUR",23,"SOLA DE VEGA",429,"Santa Maria Sola",52.45,1675,1524,368,380,835,719,840,805,27,33,2504,3724,3606,1693,0,14000,0,1325,1,0,1,79,89,36,808,912,366,66,77,28,0,1,16,0
"430",4,"MIXTECA",16,"TLAXIACO",430,"Santa Maria Tataltepec",38.74,272,253,85,85,124,122,148,131,38,38,NA,1864,1648,1273,0,0,0,2500,0,0,0,10,10,12,80,75,52,8,8,5,0,0,35,0
"431",1,"CANADA",4,"TEOTITLAN",431,"Santa Maria Tecomavaca",361.68,1831,1774,425,450,892,847,939,927,310,235,NA,1949,2130,3091,0,1500,5000,500,1,10,0,32,32,36,354,368,393,35,34,34,1,1,25,0
"432",5,"SIERRA NORTE",13,"VILLA ALTA",432,"Santa Maria Temaxcalapa",7.06,958,968,260,286,453,465,505,503,845,870,1036,2080,1803,2817,5000,0,0,300,1,3,1,24,24,24,120,132,140,10,10,10,0,0,25,0
"433",2,"COSTA",22,"JUQUILA",433,"Santa Maria Temaxcaltepec",35.51,2219,2595,412,565,1102,1204,1117,1391,1750,2056,1130,4217,4741,5814,0,0,0,0,0,1,0,40,40,40,408,350,341,34,28,27,1,1,12,0
"434",1,"CANADA",4,"TEOTITLAN",434,"Santa Maria Teopoxco",33.42,4843,4651,891,974,2353,2208,2490,2443,4086,4016,1294,4537,5256,6466,0,0,0,5500,2,3,1,15,16,22,90,104,145,9,10,13,1,0,25,0
"435",5,"SIERRA NORTE",14,"MIXE",435,"Santa Maria Tepantlali",85.97,2752,3505,553,802,1354,1714,1398,1791,2333,3065,1212,4651,5785,5417,0,1000,0,0,0,1,0,76,76,76,456,447,436,30,32,31,0,1,17,0
"436",1,"CANADA",5,"CUICATLAN",436,"Santa Maria Texcatitlan",36.19,1204,1113,260,265,590,539,614,574,1046,966,903,1710,2905,1674,0,0,0,3000,0,0,0,17,16,15,125,132,112,13,12,10,1,0,20,0
"437",5,"SIERRA NORTE",14,"MIXE",437,"Santa Maria Tlahuitoltepec",134.19,8406,9663,1668,2081,4096,4680,4310,4983,7225,8473,1719,10299,16225,9922,300000,128890,0,95250,0,0,0,218,218,218,1308,1251,1221,87,89,87,1,1,17,0
"438",1,"CANADA",5,"CUICATLAN",438,"Santa Maria Tlalixtac",29.59,1562,1754,327,403,791,841,771,913,832,732,1341,4032,1387,4999,0,0,0,0,76,58,41,5,5,8,30,32,55,3,3,5,0,1,20,0
"439",2,"COSTA",30,"POCHUTLA",439,"Santa Maria Tonameca",530.46,20228,24318,3869,5377,10053,12000,10175,12318,6438,7818,3451,20750,20435,17340,19500,0,0,6000,1,2,4,20,20,15,168,195,135,14,15,11,1,1,14,0
