"","id","enter","exit","event","birthdate","sex","parish","ses","immigrant"
"29338",1362,50,52.753,0,1842.078,"male","5","upper","no"
"29341",1363,50,59.488,0,1835.343,"male","5","lower","yes"
"29363",1364,50,77.339,1,1763.953,"female","5","lower","no"
"29364",1365,50,80,0,1768.06,"female","5","lower","no"
"29389",1366,50,68.569,1,1771.091,"female","5","lower","no"
"29408",1367,50,68.057,1,1782.051,"male","5","lower","no"
"29430",1368,50,62.423,1,1777.681,"male","5","lower","no"
"29444",1369,50,52.178,0,1813.654,"female","5","lower","yes"
"29447",1370,50,61.372,1,1767.923,"male","5","lower","yes"
"29460",1371,50,65.41,1,1778.286,"female","5","lower","yes"
"29476",1372,50,67.578,1,1821.966,"male","5","lower","no"
"29478",1373,50,64.597,1,1790.615,"male","5","upper","yes"
"29494",1374,50,75.74,0,1819.091,"male","5","upper","no"
"29520",1375,50,64.931,0,1829.9,"female","5","lower","no"
"29535",1376,50,61.993,0,1832.838,"male","5","upper","no"
"29571",1377,50,68.159,1,1774.157,"male","5","upper","no"
"29591",1378,50,69.388,1,1776.841,"female","5","upper","no"
"29612",1379,50,58.992,1,1796.151,"male","5","lower","no"
"29625",1380,50,60.986,0,1833.845,"female","5","upper","no"
"29636",1381,50,50.825,0,1844.005,"male","5","lower","yes"
"29649",1382,50,67.003,1,1764.903,"male","5","upper","no"
"29668",1383,50,53.985,1,1813.938,"female","5","lower","no"
"29673",1384,50,71.841,0,1822.99,"female","5","lower","no"
"29706",1385,50,77.043,1,1799.439,"male","5","lower","no"
"29763",1386,50,51.677,1,1784.422,"female","5","lower","no"
"29766",1387,50,74.68,1,1788.342,"male","5","lower","no"
"29793",1388,50,55.357,1,1829.547,"female","5","lower","no"
"29800",1389,50,60.37,0,1834.461,"male","5","lower","no"
"29811",1390,50,76.789,1,1786.861,"female","5","lower","no"
"29839",1391,50,78.845,1,1803.51,"female","5","lower","no"
"29870",1392,50,76.071,1,1799.077,"male","5","upper","yes"
"29898",1393,50,61.339,0,1829.676,"male","5","lower","no"
"29911",1394,50,57.24,0,1833.774,"male","5","lower","no"
"29943",1395,50,67.86,1,1810.664,"female","5","upper","no"
"29962",1396,50,64.372,1,1817.692,"female","5","lower","no"
"30005",1397,50,61.016,1,1766.029,"female","5","lower","no"
"30017",1398,50,56.819,1,1769.525,"female","5","upper","no"
"30026",1399,50,71.734,0,1764.096,"female","5","lower","yes"
"30048",1400,50,60.556,1,1765.684,"male","5","lower","yes"
"30061",1401,50,80,0,1772.561,"female","5","lower","yes"
"30096",1402,50,51.641,0,1764.95,"female","5","lower","no"
"30097",1403,50,80,0,1811.598,"male","5","lower","yes"
"30129",1404,50,62.53,1,1818.015,"female","5","lower","yes"
"30142",1405,50,55.17,0,1824.66,"male","5","lower","yes"
"30152",1406,50,50.511,0,1828.32,"male","5","lower","yes"
"30153",1407,50,72.501,1,1770.869,"female","5","lower","no"
"30220",1408,50,80,0,1763.836,"male","5","lower","no"
"30266",1409,50,77.002,1,1766.22,"female","5","lower","no"
"30307",1410,50,71.502,1,1769.689,"female","5","lower","no"
"30340",1411,50,80,0,1775.187,"male","5","upper","no"
"30375",1412,50,80,0,1777.818,"male","5","upper","no"
"30409",1413,50,71.606,1,1782.322,"male","5","upper","no"
"30432",1414,50,66.91,1,1787.296,"male","5","lower","no"
"30455",1415,50,55.381,1,1776.813,"female","5","lower","no"
"30462",1416,50,61.418,1,1775.253,"male","5","lower","yes"
"30475",1417,50,80,0,1784.255,"female","5","lower","yes"
"30485",1418,50,80,0,1805.15,"male","5","lower","yes"
"30516",1419,50,65.081,0,1829.749,"male","5","lower","no"
"30546",1420,50,52.936,0,1796.183,"female","5","lower","no"
"30550",1421,50,57.656,1,1816.433,"female","5","lower","no"
"30560",1422,50,72.942,0,1821.889,"male","5","lower","no"
"30606",1423,50,67.748,1,1764.255,"female","5","lower","no"
"30624",1424,50,67.699,1,1825.413,"male","5","lower","yes"
"30646",1425,50,66.669,1,1772.862,"male","5","upper","no"
"30663",1426,50,75.225,1,1781.76,"male","5","lower","no"
"30709",1427,50,54.639,1,1778.746,"female","5","lower","yes"
"30715",1428,50,72.873,1,1811.444,"female","5","lower","no"
"30739",1429,50,74.387,0,1820.444,"female","5","lower","no"
"30765",1430,50,80,0,1788.074,"male","5","lower","yes"
"30797",1431,50,75.253,1,1798.732,"female","5","lower","yes"
"30824",1432,50,57.295,1,1820.86,"female","5","lower","no"
"30837",1433,50,53.643,0,1823.19,"female","5","lower","no"
"30843",1434,50,59.395,0,1835.436,"male","5","lower","no"
"30852",1435,50,55.025,0,1839.806,"male","5","lower","no"
"30858",1436,50,80,0,1803.244,"female","5","upper","yes"
"30890",1437,50,54.275,0,1833.927,"female","5","lower","no"
"30895",1438,50,51.138,0,1837.065,"female","5","lower","no"
"30897",1439,50,57.407,1,1808.126,"male","5","lower","yes"
"30906",1440,50,58.823,0,1799.009,"male","5","lower","yes"
"30917",1441,50,63.726,1,1766.582,"male","5","upper","no"
"30935",1442,50,59.715,1,1796.46,"female","5","lower","yes"
"30954",1443,50,64.86,0,1823.343,"female","5","lower","no"
"30980",1444,50,74.122,0,1820.709,"female","5","lower","yes"
"31006",1445,50,80,0,1783.348,"male","5","lower","yes"
"31040",1446,50,71.83,0,1823.001,"male","5","lower","no"
"31059",1447,50,78.338,1,1768.225,"female","5","upper","no"
"31088",1448,50,66.45,1,1769.99,"female","5","upper","no"
"31105",1449,50,69.265,1,1776.786,"male","5","lower","no"
"31132",1450,50,52.09,1,1780.172,"female","5","lower","no"
"31135",1451,50,73.618,1,1775.833,"female","5","lower","yes"
"31159",1452,50,63.6,1,1811.472,"female","5","lower","no"
"31173",1453,50,50.568,1,1819.565,"male","5","lower","no"
"31175",1454,50,56.835,0,1837.996,"female","5","lower","no"
"31182",1455,50,50.817,0,1810.015,"male","5","lower","yes"
"31183",1456,50,55.146,1,1776.326,"male","5","upper","no"
"31189",1457,50,60.375,1,1781.67,"male","5","upper","no"
"31203",1458,50,60.315,1,1828.216,"female","5","lower","no"
"31204",1459,50,61.774,0,1823.759,"male","5","lower","no"
"31248",1460,50,66.234,1,1793.834,"male","5","upper","no"
"31269",1461,50,58.634,0,1786.193,"male","5","lower","no"
"31278",1462,50,56.75,1,1795.584,"male","5","lower","yes"
"31286",1463,50,75.305,1,1773.815,"male","5","upper","yes"
"31314",1464,50,71.581,0,1823.25,"male","5","lower","yes"
"31336",1465,50,76.923,0,1817.908,"female","5","lower","yes"
"31363",1466,50,72.222,1,1786.382,"male","5","lower","no"
"31387",1467,50,73.569,1,1797.128,"male","5","lower","no"
"31412",1468,50,55.713,1,1801.262,"male","5","lower","no"
"31414",1469,50,55.984,1,1812.068,"female","5","lower","no"
"31420",1470,50,62.223,0,1821.607,"female","5","lower","no"
"31431",1471,50,74.741,1,1808.545,"female","5","upper","yes"
"31458",1472,50,60.441,1,1832.509,"male","5","lower","no"
"31479",1473,50,69.172,0,1825.659,"male","5","lower","no"
"31499",1474,50,53.744,0,1841.087,"female","5","lower","yes"
"31504",1475,50,69.974,0,1824.857,"female","5","lower","yes"
"31524",1476,50,52.329,0,1842.502,"male","5","upper","yes"
"31543",1477,50,67.622,1,1780.372,"female","5","lower","yes"
"31563",1478,50,70.505,1,1791.759,"male","5","lower","yes"
"31585",1479,50,80,0,1790.223,"female","5","lower","yes"
"31617",1480,50,71.491,0,1823.34,"female","5","lower","no"
"31641",1481,50,58.968,1,1807.047,"male","5","lower","yes"
"31651",1482,50,73.12,1,1805.884,"female","5","lower","yes"
"31676",1483,50,71.992,0,1822.839,"female","5","lower","yes"
"31699",1484,50,51.165,0,1843.666,"male","5","upper","yes"
"31701",1485,50,50.004,0,1844.827,"male","5","lower","yes"
"31702",1486,50,51.102,0,1843.729,"female","5","lower","yes"
"31704",1487,50,52.928,1,1802.185,"male","5","lower","yes"
"31708",1488,50,50.108,1,1772.222,"male","5","lower","no"
"31709",1489,50,75.57,1,1781.823,"male","5","lower","no"
"31737",1490,50,67.959,0,1826.872,"female","5","upper","no"
"31755",1491,50,53.32,0,1833.511,"female","5","upper","no"
"31759",1492,50,58.817,0,1836.014,"male","5","lower","yes"
"31769",1493,50,77.955,1,1799.863,"male","5","upper","yes"
"31799",1494,50,56.301,1,1797.002,"female","5","upper","yes"
"31806",1495,50,72.255,1,1770.089,"male","5","lower","yes"
"31859",1496,50,76.049,1,1815.387,"male","5","lower","yes"
"31876",1497,50,63.661,1,1791.554,"female","5","lower","yes"
"31891",1498,50,74.029,0,1820.802,"female","5","lower","no"
"31922",1499,50,53.161,1,1821.046,"female","5","lower","no"
"31961",1500,50,80,0,1768.126,"female","5","lower","no"
"31992",1501,50,80,0,1764.695,"male","5","lower","no"
"32026",1502,50,74.439,1,1766.048,"male","5","upper","no"
"32052",1503,50,55.808,0,1778.319,"female","5","lower","no"
"32059",1504,50,80,0,1791.387,"male","5","upper","no"
"32091",1505,50,52.06,1,1790.004,"female","5","lower","no"
"32094",1506,50,68.194,1,1789.695,"female","5","upper","no"
"32114",1507,50,50.379,1,1792.693,"female","5","upper","no"
"32116",1508,50,53.67,0,1841.161,"female","5","upper","no"
"32121",1509,50,67.365,1,1815.943,"male","5","lower","yes"
"32140",1510,50,80,0,1801.799,"male","5","lower","yes"
"32174",1511,50,76.301,1,1781.322,"male","5","lower","no"
"32203",1512,50,75.042,0,1819.789,"female","5","lower","no"
"32249",1513,50,72.449,0,1822.382,"male","5","upper","yes"
"32272",1514,50,69.117,0,1825.714,"female","5","upper","yes"
"32292",1515,50,62.902,1,1787.606,"male","5","lower","no"
"32307",1516,50,72.649,1,1800.646,"female","5","lower","no"
"32332",1517,50,65.503,1,1814.804,"male","5","lower","yes"
"32350",1518,50,51.499,0,1843.332,"female","5","lower","no"
"32352",1519,50,50.125,0,1844.706,"male","5","upper","no"
"32353",1520,50,71.409,1,1815.997,"female","5","lower","yes"
"32374",1521,50,72.925,1,1819.633,"male","5","lower","yes"
"32398",1522,50,51.255,0,1767.565,"male","5","lower","yes"
"32399",1523,50,76.296,1,1807.436,"female","5","lower","no"
"32403",1524,50,80,0,1808.345,"female","5","lower","no"
"32434",1525,50,70.617,1,1785.878,"male","5","lower","yes"
"32457",1526,50,67.745,0,1827.086,"female","5","lower","no"
"32475",1527,50,59.658,0,1835.173,"male","5","lower","yes"
"32485",1528,50,55.11,0,1839.721,"female","5","lower","yes"
"32508",1529,50,70.533,1,1809.369,"female","5","lower","no"
"32529",1530,50,54.749,1,1793.509,"male","5","lower","yes"
"32536",1531,50,54.902,0,1821.93,"male","5","lower","no"
"32541",1532,50,65.092,0,1829.739,"male","5","lower","no"
"32559",1533,50,52.548,0,1842.283,"female","5","lower","no"
"32562",1534,50,57.194,1,1837.103,"male","5","upper","no"
"32570",1535,50,69.971,1,1771.945,"male","5","lower","no"
"32592",1536,50,77.035,0,1817.796,"male","5","lower","yes"
"32620",1537,50,79.743,0,1815.088,"female","5","lower","yes"
"32650",1538,50,80,0,1805.99,"female","5","lower","no"
"32676",1539,50,53.41,1,1779.502,"female","5","lower","yes"
"32683",1540,50,72.942,0,1821.889,"male","5","lower","yes"
"32706",1541,50,72.255,0,1822.576,"female","5","lower","yes"
"32729",1542,50,52.454,0,1834.376,"male","5","lower","yes"
"32732",1543,50,60.427,1,1834.294,"male","5","lower","yes"
"32738",1544,50,54.951,1,1794.404,"male","5","lower","yes"
"32744",1545,50,72.049,1,1791.964,"female","5","lower","yes"
"32766",1546,50,59.532,1,1825.711,"female","5","lower","no"
"32778",1547,50,68.906,0,1825.925,"male","5","lower","yes"
"32797",1548,50,70.341,1,1813.306,"male","5","lower","yes"
"32823",1549,50,51.08,0,1833.752,"female","5","lower","yes"
"32825",1550,50,62.601,1,1825.377,"male","5","lower","yes"
"32840",1551,50,58.407,0,1836.424,"female","5","lower","yes"
"32860",1552,50,79.146,1,1778.267,"male","5","upper","no"
"32892",1553,50,65.32,1,1784.192,"male","5","lower","no"
"32910",1554,50,80,0,1790.114,"male","5","lower","no"
"32942",1555,50,70.768,0,1824.063,"male","5","lower","no"
"32963",1556,50,65.711,1,1826.42,"male","5","lower","no"
"32980",1557,50,62.335,1,1812.698,"male","5","lower","yes"
"32995",1558,50,51.02,1,1829.262,"male","5","lower","yes"
"32998",1559,50,53.238,1,1823.639,"female","5","lower","yes"
"33003",1560,50,56.296,1,1828.939,"male","5","lower","yes"
"33010",1561,50,53.503,0,1841.328,"female","5","lower","yes"
"33024",1562,50,66.226,1,1784.969,"female","5","lower","no"
"33042",1563,50,73.5,0,1821.331,"male","5","lower","yes"
"33067",1564,50,50.645,0,1844.186,"female","5","lower","no"
"33068",1565,50,51.814,1,1763.398,"female","5","lower","yes"
"33080",1566,50,61.541,1,1799.882,"male","5","lower","yes"
"33092",1567,50,62.456,0,1827.855,"female","5","lower","no"
"33105",1568,50,64.137,0,1830.694,"female","5","lower","no"
"33132",1569,50,52.145,0,1842.686,"male","5","lower","no"
"33135",1570,50,53.93,0,1840.901,"female","5","lower","no"
"33140",1571,50,50.352,0,1843.671,"male","5","lower","no"
"33141",1572,50,60.901,1,1767.307,"male","5","lower","no"
"33154",1573,50,62.812,0,1832.019,"female","5","lower","yes"
"33162",1574,50,62.01,1,1772.482,"male","5","lower","yes"
"33179",1575,50,50.732,1,1773.613,"female","5","lower","yes"
"33183",1576,50,52.882,1,1764.446,"male","5","lower","no"
"33197",1577,50,59.444,1,1772.077,"male","5","lower","no"
"33210",1578,50,78.834,1,1777.303,"female","5","lower","yes"
"33239",1579,50,66.853,1,1780.326,"female","5","upper","yes"
"33258",1580,50,80,0,1804.964,"male","5","upper","no"
"33290",1581,50,72.156,0,1811.674,"female","5","lower","no"
"33313",1582,50,74.248,0,1809.582,"male","5","lower","yes"
"33352",1583,50,67.775,1,1799.324,"male","5","upper","no"
"33401",1584,50,71.628,1,1804.531,"male","5","lower","yes"
"33425",1585,50,65.221,1,1817.815,"female","5","lower","yes"
"33443",1586,50,66.297,1,1773.352,"female","5","lower","no"
"33460",1587,50,73.955,1,1777.29,"male","5","upper","no"
"33488",1588,50,65.996,1,1782.806,"female","5","upper","no"
"33505",1589,50,58.182,1,1802.585,"male","5","upper","no"
"33514",1590,50,80,0,1805.84,"male","5","lower","no"
"33546",1591,50,80,0,1808.517,"male","5","lower","no"
"33570",1592,50,76.485,1,1815.633,"female","5","lower","no"
"33618",1593,50,55.266,0,1770.913,"female","5","lower","no"
"33624",1594,50,66.85,1,1774.475,"male","5","lower","no"
"33656",1595,50,51.48,1,1769.766,"female","5","lower","no"
"33659",1596,50,64.674,1,1785.692,"male","5","lower","no"
"33676",1597,50,50.155,0,1844.676,"male","5","lower","yes"
"33677",1598,50,56.706,1,1782.502,"female","5","upper","yes"
"33686",1599,50,64.471,1,1810.765,"male","5","lower","yes"
"33702",1600,50,55.258,0,1839.573,"female","5","lower","no"
"33708",1601,50,51.984,0,1842.847,"male","5","lower","yes"
"33710",1602,50,57.481,1,1836.939,"female","5","lower","yes"
"33718",1603,50,50.804,0,1774.023,"male","5","upper","yes"
"33719",1604,50,63.069,1,1767.639,"female","5","upper","no"
"33733",1605,50,80,0,1773.095,"male","5","lower","no"
"33764",1606,50,80,0,1773.095,"male","5","lower","no"
"33805",1607,50,54.341,1,1771.91,"male","5","lower","yes"
"33810",1608,50,66.678,1,1779.31,"female","5","upper","yes"
"33829",1609,50,75.116,1,1809.963,"male","5","lower","no"
"33855",1610,50,80,0,1814.01,"female","5","lower","no"
"33856",1611,50,68.433,1,1817.317,"female","5","lower","no"
"33875",1612,50,74.658,1,1819.762,"female","5","upper","no"
"33901",1613,50,72.101,0,1822.73,"male","5","lower","no"
"33924",1614,50,62.582,1,1784.728,"male","5","upper","yes"
"33938",1615,50,74.637,1,1782.604,"female","5","upper","yes"
"33967",1616,50,59.581,1,1779.201,"male","5","lower","yes"
"33977",1617,50,59.789,1,1782.171,"female","5","lower","yes"
"33989",1618,50,69.851,1,1768.605,"female","5","upper","no"
"34010",1619,50,62.212,1,1774.196,"female","5","lower","no"
"34024",1620,50,50.185,1,1781.736,"female","5","lower","no"
"34025",1621,50,51.222,1,1780.756,"male","5","upper","no"
"34028",1622,50,59.504,1,1796.643,"female","5","lower","no"
"34040",1623,50,70.905,0,1823.926,"male","5","lower","no"
"34061",1624,50,55.146,0,1839.685,"male","5","lower","yes"
"34067",1625,50,50.275,0,1844.556,"female","5","lower","no"
"34078",1626,50,54.491,0,1824.339,"male","5","upper","yes"
"34083",1627,50,50.215,0,1828.616,"female","5","upper","yes"
"34084",1628,50,62.891,1,1816.126,"male","5","lower","yes"
"34102",1629,50,65.164,0,1823.669,"female","5","lower","yes"
"34119",1630,50,65.405,1,1783.754,"male","5","lower","yes"
"34136",1631,50,70.768,1,1815.316,"male","5","lower","no"
"34158",1632,50,68.764,1,1787.713,"male","5","lower","yes"
"34178",1633,50,78.303,1,1785.999,"female","5","lower","yes"
"34208",1634,50,54.656,0,1826.177,"female","5","lower","no"
"34213",1635,50,57.18,0,1793.624,"female","5","upper","yes"
"34222",1636,50,75.978,0,1818.853,"female","5","lower","no"
"34249",1637,50,73.221,0,1821.61,"male","5","upper","no"
"34274",1638,50,60.994,1,1824.178,"female","5","lower","no"
"34286",1639,50,64.047,0,1830.784,"male","5","lower","no"
"34319",1640,50,61.906,1,1801.503,"male","5","lower","no"
"34333",1641,50,80,0,1803.543,"male","5","upper","no"
"34365",1642,50,68.016,1,1797.785,"female","5","lower","yes"
"34406",1643,50,62.475,1,1795.65,"female","5","lower","no"
"34420",1644,50,59.496,1,1810.637,"female","5","lower","yes"
"34431",1645,50,52.345,0,1835.485,"male","5","lower","no"
"34435",1646,50,58.404,0,1836.427,"male","5","upper","no"
"34454",1647,50,52.539,0,1842.292,"male","5","lower","no"
"34478",1648,50,55.009,1,1788.868,"female","5","lower","no"
"34484",1649,50,58.557,1,1786.675,"male","5","lower","yes"
"34494",1650,50,73.922,1,1786.798,"female","5","lower","yes"
"34520",1651,50,61.533,1,1817.673,"male","5","lower","no"
"34534",1652,50,79.836,1,1768.12,"male","5","lower","no"
"34536",1653,50,62.1,0,1819.732,"female","5","lower","no"
"34550",1654,50,72.632,0,1822.198,"female","5","lower","no"
"34574",1655,50,64.022,0,1830.809,"male","5","lower","no"
"34589",1656,50,52.112,0,1796.101,"female","5","lower","no"
"34592",1657,50,59.751,1,1798.7,"female","5","upper","no"
"34593",1658,50,53.352,0,1841.478,"female","5","lower","yes"
"34597",1659,50,65.528,0,1829.303,"male","5","upper","yes"
"34613",1660,50,64.966,0,1829.864,"female","5","upper","yes"
"34628",1661,50,64.739,1,1764.082,"female","5","lower","no"
"34642",1662,50,70.218,1,1766.114,"female","5","lower","no"
"34663",1663,50,61.336,1,1771.893,"male","5","lower","no"
"34700",1664,50,53.741,0,1797.73,"female","5","lower","no"
"34725",1665,50,66.122,1,1809.117,"female","5","lower","yes"
"34754",1666,50,63.116,1,1781.005,"female","5","lower","yes"
"34768",1667,50,56.238,1,1816.378,"male","5","lower","yes"
"34775",1668,50,58.029,0,1836.802,"male","5","lower","no"
"34785",1669,50,56.14,0,1838.691,"female","5","lower","no"
"34792",1670,50,56.101,0,1838.779,"male","5","lower","yes"
"34804",1671,50,54.585,0,1840.246,"female","5","upper","yes"
"34809",1672,50,72.928,1,1799.077,"male","5","lower","yes"
"34834",1673,50,67.061,1,1789.114,"female","5","lower","yes"
"34852",1674,50,56.52,0,1829.311,"female","5","lower","no"
"34858",1675,50,75.034,1,1784.074,"male","5","lower","yes"
"34887",1676,50,71.086,0,1823.745,"male","5","lower","no"
"34951",1677,50,80,0,1771.431,"male","5","upper","yes"
"34988",1678,50,51.113,1,1775.685,"female","5","upper","yes"
"34990",1679,50,64.474,1,1799.08,"male","5","lower","no"
"35008",1680,50,58.292,1,1801.681,"male","5","upper","no"
"35018",1681,50,64.381,1,1803.789,"female","5","lower","no"
"35035",1682,50,77.577,1,1806.524,"male","5","lower","no"
"35064",1683,50,66.538,1,1766.721,"female","5","lower","yes"
"35083",1684,50,51.392,0,1830.439,"male","5","lower","yes"
"35086",1685,50,70.149,1,1772.049,"female","5","lower","no"
"35087",1686,50,72.542,1,1772.925,"female","5","lower","yes"
"35104",1687,50,68.934,1,1797.864,"male","5","lower","yes"
"35124",1688,50,52.843,1,1797.185,"female","5","lower","no"
"35128",1689,50,74.335,1,1808.975,"male","5","upper","no"
"35156",1690,50,67.86,1,1771.198,"male","5","lower","yes"
"35179",1691,50,58.513,1,1773.21,"female","5","lower","no"
"35189",1692,50,75.485,1,1807.225,"male","5","upper","yes"
"35216",1693,50,78.141,1,1810.809,"female","5","lower","no"
"35247",1694,50,52.731,1,1805.81,"male","5","lower","yes"
"35251",1695,50,56.857,0,1805.974,"female","5","lower","yes"
"35259",1696,50,56.6,1,1775.567,"female","5","lower","no"
"35260",1697,50,78.015,1,1780.972,"male","5","upper","no"
"35316",1698,50,80,0,1773.117,"female","5","upper","no"
"35354",1699,50,51.636,0,1820.235,"female","5","lower","no"
"35355",1700,50,58.286,1,1822.798,"male","5","lower","no"
"35365",1701,50,52.643,0,1830.188,"female","5","lower","no"
"35368",1702,50,50.519,0,1844.312,"female","5","lower","yes"
"35369",1703,50,61.645,1,1768.715,"female","5","lower","yes"
"35382",1704,50,68.49,0,1826.341,"male","5","lower","no"
"35421",1705,50,55.406,0,1836.424,"female","5","lower","no"
"35429",1706,50,56.312,0,1838.519,"male","5","lower","no"
"35441",1707,50,80,0,1772.189,"male","5","lower","yes"
"35473",1708,50,80,0,1807.904,"male","5","lower","no"
"35505",1709,50,66.445,1,1810.472,"female","5","lower","no"
"35554",1710,50,50.067,1,1782.053,"male","5","lower","yes"
"35555",1711,50,77.158,1,1777.24,"female","5","lower","yes"
"35584",1712,50,50.212,0,1833.618,"male","5","lower","yes"
"35585",1713,50,79.491,1,1796.263,"male","5","upper","no"
"35615",1714,50,64.835,1,1768.52,"male","5","lower","yes"
"35652",1715,50,68.843,1,1818.086,"male","5","lower","yes"
"35672",1716,50,71.113,1,1817.725,"female","5","lower","yes"
"35719",1717,50,56.252,1,1771.34,"female","5","lower","yes"
"35728",1718,50,64.211,1,1809.043,"male","5","lower","no"
"35741",1719,50,73.925,0,1820.906,"male","5","lower","yes"
"35767",1720,50,64.569,0,1830.261,"female","5","lower","yes"
"35784",1721,50,65.396,1,1770.505,"male","5","lower","no"
"35809",1722,50,67.239,1,1763.428,"male","5","lower","no"
"35828",1723,50,52.876,0,1841.955,"male","5","lower","yes"
"35831",1724,50,66.442,1,1776.731,"male","5","lower","yes"
"35850",1725,50,50.316,1,1834.344,"male","5","lower","yes"
"35851",1726,50,56.972,0,1834.858,"female","5","lower","yes"
"35858",1727,50,57.506,1,1784.496,"female","5","lower","no"
"35862",1728,50,53.246,1,1792.077,"male","5","lower","no"
"35866",1729,50,65.804,1,1794.62,"female","5","lower","no"
"35880",1730,50,62.001,1,1795.869,"female","5","lower","no"
"35893",1731,50,64.014,1,1798.114,"female","5","lower","yes"
"35898",1732,50,60.26,0,1834.571,"female","5","lower","yes"
"35911",1733,50,63.997,1,1772.643,"female","5","lower","yes"
"35915",1734,50,67.455,0,1827.376,"male","5","lower","yes"
"35936",1735,50,51.343,0,1843.488,"male","5","lower","yes"
"35938",1736,50,80,0,1766.01,"male","5","lower","no"
"35970",1737,50,74.795,1,1769.999,"male","5","lower","no"
"35996",1738,50,55.203,1,1779.439,"female","5","lower","no"
"36006",1739,50,56.816,0,1834.015,"female","5","lower","no"
"36020",1740,50,71.68,1,1808.504,"male","5","lower","yes"
"36043",1741,50,68.047,1,1817.596,"female","5","lower","yes"
"36059",1742,50,51.6,0,1843.231,"female","5","lower","yes"
"36079",1743,50,80,0,1777.856,"female","5","lower","no"
"36110",1744,50,73.421,1,1764.706,"male","5","lower","yes"
"36136",1745,50,52.008,0,1814.823,"male","5","lower","yes"
"36155",1746,50,54.059,1,1767.05,"female","5","lower","yes"
"36160",1747,50,68.613,1,1810.387,"female","5","lower","no"
"36180",1748,50,55.554,1,1814.185,"male","5","lower","no"
"36204",1749,50,67.759,1,1767.003,"female","5","upper","yes"
"36223",1750,50,66.782,1,1805.443,"female","5","upper","no"
"36262",1751,50,65.153,1,1765.47,"male","5","lower","no"
"36279",1752,50,57.068,0,1800.764,"female","5","lower","no"
"36287",1753,50,58.82,1,1785.112,"male","5","lower","yes"
"36299",1754,50,67.023,1,1780.98,"male","5","upper","yes"
"36337",1755,50,54.554,1,1788.151,"male","5","lower","no"
"36342",1756,50,68.153,1,1791.201,"female","5","lower","no"
"36361",1757,50,52.315,1,1808.047,"male","5","upper","no"
"36364",1758,50,66.182,1,1774.171,"male","5","upper","no"
"36382",1759,50,72.068,1,1778.735,"male","5","upper","no"
"36413",1760,50,60.542,1,1777.791,"male","5","upper","yes"
"36435",1761,50,69.339,1,1763.737,"male","5","upper","no"
"36456",1762,50,78.182,1,1770.031,"female","5","lower","no"
"36486",1763,50,74.251,1,1773.013,"male","5","lower","no"
"36565",1764,50,57.662,1,1780.646,"female","5","upper","no"
"36574",1765,50,57.881,1,1779.192,"female","5","upper","no"
"36583",1766,50,80,0,1803.296,"male","5","upper","yes"
"36618",1767,50,78.322,1,1763.524,"male","5","lower","yes"
"36649",1768,50,71.713,1,1771.496,"female","5","lower","yes"
"36673",1769,50,63.452,1,1778.877,"female","5","upper","no"
"36691",1770,50,70.617,1,1781.695,"male","5","upper","no"
"36714",1771,50,80,0,1791.622,"female","5","lower","no"
"36746",1772,50,80,0,1794.793,"female","5","lower","yes"
"36791",1773,50,72.063,1,1784.715,"female","5","upper","yes"
"36814",1774,50,64.049,1,1812.205,"male","5","lower","no"
"36829",1775,50,60.561,0,1820.271,"female","5","lower","no"
"36877",1776,50,77.782,1,1773.128,"female","5","lower","no"
"36905",1777,50,57.911,1,1790.133,"male","5","lower","no"
"36913",1778,50,79.198,0,1815.633,"female","5","lower","yes"
"36957",1779,50,69.802,1,1775.88,"female","5","lower","no"
"36969",1780,50,56.942,1,1779.211,"female","5","upper","no"
"36977",1781,50,72.055,1,1785.147,"female","5","lower","no"
"37001",1782,50,73.593,1,1793.087,"female","5","lower","no"
"37026",1783,50,65.194,0,1815.639,"male","5","lower","yes"
"37030",1784,50,51.915,0,1817.916,"male","5","lower","yes"
"37032",1785,50,51.22,0,1839.611,"male","5","lower","yes"
"37035",1786,50,80,0,1812.162,"female","5","lower","yes"
"37066",1787,50,59.105,1,1773.224,"male","5","lower","yes"
"37080",1788,50,57.881,0,1825.949,"female","5","lower","no"
"37086",1789,50,52.646,1,1833.402,"male","5","lower","yes"
"37090",1790,50,53.749,0,1841.081,"female","5","lower","yes"
"37094",1791,50,52.101,0,1842.73,"female","5","lower","yes"
"37110",1792,50,50.587,0,1844.244,"female","5","upper","yes"
"37111",1793,50,61.103,0,1833.728,"female","5","lower","yes"
"37137",1794,50,65.99,1,1782.612,"female","5","upper","no"
"37154",1795,50,77.487,1,1785.875,"male","5","lower","no"
"37183",1796,50,54.141,0,1840.69,"female","5","lower","yes"
"37188",1797,50,62.754,0,1832.077,"male","5","lower","yes"
"37201",1798,50,59.786,0,1805.046,"male","5","upper","yes"
"37215",1799,50,66.319,0,1828.11,"male","5","lower","yes"
"37219",1800,50,55.31,1,1839.118,"female","5","lower","yes"
"37220",1801,50,80,0,1800.682,"female","5","lower","yes"
"37251",1802,50,60.419,0,1834.412,"female","5","lower","no"
"37264",1803,50,55.398,1,1836.914,"male","5","lower","no"
"37286",1804,50,72.92,1,1767.181,"female","5","lower","yes"
"37312",1805,50,75.964,1,1799.132,"male","5","upper","no"
"37339",1806,50,52.271,0,1780.561,"male","5","upper","no"
"37342",1807,50,62.672,1,1769.728,"female","5","upper","yes"
