"","id","parity","age","year","next.ivl","event","prev.ivl","ses","parish"
"8707",1340,0,35,1874,0.12,1,NA,"lower","SKL"
"8708",1340,1,35,1874,1.917,1,0.12,"lower","SKL"
"8709",1340,2,37,1876,3.718,1,1.917,"lower","SKL"
"8710",1340,3,41,1880,2.927,1,3.718,"lower","SKL"
"8711",1340,4,44,1883,3.484,0,2.927,"lower","SKL"
"8712",1341,0,23,1863,0.808,1,NA,"lower","SKL"
"8713",1341,1,24,1864,2.032,1,0.808,"lower","SKL"
"8714",1341,2,26,1866,3.116,1,2.032,"lower","SKL"
"8715",1341,3,29,1869,14.462,0,3.116,"lower","SKL"
"8716",1342,0,20,1859,0.548,1,NA,"unknown","SKL"
"8717",1342,1,20,1860,1.558,1,0.548,"unknown","SKL"
"8718",1342,2,22,1861,1.908,1,1.558,"unknown","SKL"
"8719",1342,3,24,1863,2.032,1,1.908,"unknown","SKL"
"8720",1342,4,26,1865,1.938,1,2.032,"unknown","SKL"
"8721",1342,5,28,1867,1.854,1,1.938,"unknown","SKL"
"8722",1342,6,29,1869,2.021,1,1.854,"unknown","SKL"
"8723",1342,7,31,1871,2.412,1,2.021,"unknown","SKL"
"8724",1342,8,34,1873,1.788,1,2.412,"unknown","SKL"
"8725",1342,9,36,1875,1.865,1,1.788,"unknown","SKL"
"8726",1342,10,38,1877,1.917,1,1.865,"unknown","SKL"
"8727",1342,11,39,1879,1.374,1,1.917,"unknown","SKL"
"8728",1342,12,41,1880,4.2,1,1.374,"unknown","SKL"
"8729",1342,14,45,1884,1.95,0,0,"unknown","SKL"
"8730",1343,0,36,1875,0.214,1,NA,"lower","SKL"
"8731",1343,1,36,1875,2.418,1,0.214,"lower","SKL"
"8732",1343,2,38,1878,2.582,1,2.418,"lower","SKL"
"8733",1343,3,41,1880,2.809,1,2.582,"lower","SKL"
"8734",1343,4,44,1883,3.192,1,2.809,"lower","SKL"
"8735",1343,5,47,1886,0.234,0,3.192,"lower","SKL"
"8736",1344,0,33,1872,1.385,1,NA,"farmer","SKL"
"8737",1344,1,34,1874,2.262,1,1.385,"farmer","SKL"
"8738",1344,2,37,1876,1.342,1,2.262,"farmer","SKL"
"8739",1344,3,38,1877,8.835,0,1.342,"farmer","SKL"
"8740",1345,0,22,1861,1.774,1,NA,"farmer","SKL"
"8741",1345,1,24,1863,3.825,1,1.774,"farmer","SKL"
"8742",1345,2,28,1867,4.698,1,3.825,"farmer","SKL"
"8743",1345,3,32,1872,3.57,1,4.698,"farmer","SKL"
"8744",1345,4,36,1875,4.26,1,3.57,"farmer","SKL"
"8745",1345,5,40,1880,5.21,1,4.26,"farmer","SKL"
"8746",1345,6,45,1885,1.734,0,5.21,"farmer","SKL"
"8747",1346,0,28,1867,0.709,1,NA,"farmer","SKL"
"8748",1346,1,29,1868,1.076,1,0.709,"farmer","SKL"
"8749",1346,2,30,1869,1.377,1,1.076,"farmer","SKL"
"8750",1346,3,31,1871,1.834,1,1.377,"farmer","SKL"
"8751",1346,4,33,1872,11.477,0,1.834,"farmer","SKL"
"8752",1347,0,25,1865,1.927,1,NA,"farmer","SKL"
"8753",1347,1,27,1867,2.713,1,1.927,"farmer","SKL"
"8754",1347,2,30,1870,1.684,1,2.713,"farmer","SKL"
"8755",1347,3,32,1871,2.606,1,1.684,"farmer","SKL"
"8756",1347,4,34,1874,1.53,0,2.606,"farmer","SKL"
"8757",1348,0,19,1859,0.873,1,NA,"unknown","SKL"
"8758",1348,1,20,1860,2.188,1,0.873,"unknown","SKL"
"8759",1348,2,22,1862,1.021,1,2.188,"unknown","SKL"
"8760",1348,3,23,1863,2.185,1,1.021,"unknown","SKL"
"8761",1348,4,25,1865,3.225,1,2.185,"unknown","SKL"
"8762",1348,5,29,1868,2.842,1,3.225,"unknown","SKL"
"8763",1348,6,32,1871,2.563,1,2.842,"unknown","SKL"
"8764",1348,7,34,1874,4.249,1,2.563,"unknown","SKL"
"8765",1348,8,38,1878,3.077,1,4.249,"unknown","SKL"
"8766",1348,9,41,1881,4.063,0,3.077,"unknown","SKL"
"8767",1349,0,25,1864,1.205,1,NA,"farmer","SKL"
"8768",1349,1,26,1866,3.146,1,1.205,"farmer","SKL"
"8769",1349,2,29,1869,2.782,0,3.146,"farmer","SKL"
"8770",1350,0,22,1862,0.397,1,NA,"farmer","SKL"
"8771",1350,1,23,1862,1.073,1,0.397,"farmer","SKL"
"8772",1350,2,24,1863,1.769,1,1.073,"farmer","SKL"
"8773",1350,3,26,1865,2.634,1,1.769,"farmer","SKL"
"8774",1350,4,28,1868,2.407,1,2.634,"farmer","SKL"
"8775",1350,5,31,1870,2.554,1,2.407,"farmer","SKL"
"8776",1350,6,33,1873,2.491,1,2.554,"farmer","SKL"
"8777",1350,7,36,1875,2.93,1,2.491,"farmer","SKL"
"8778",1350,8,39,1878,1.966,1,2.93,"farmer","SKL"
"8779",1350,9,41,1880,2.237,1,1.966,"farmer","SKL"
"8780",1350,10,43,1882,4.22,0,2.237,"farmer","SKL"
"8781",1351,0,20,1860,0.78,1,NA,"farmer","SKL"
"8782",1351,1,21,1861,3.428,1,0.78,"farmer","SKL"
"8783",1351,2,24,1864,2.179,1,3.428,"farmer","SKL"
"8784",1351,3,27,1866,2.899,1,2.179,"farmer","SKL"
"8785",1351,4,29,1869,2.587,1,2.899,"farmer","SKL"
"8786",1351,5,32,1872,2.634,1,2.587,"farmer","SKL"
"8787",1351,6,35,1874,3.266,1,2.634,"farmer","SKL"
"8788",1351,7,38,1878,2.645,1,3.266,"farmer","SKL"
"8789",1351,8,41,1880,6.089,0,2.645,"farmer","SKL"
"8790",1352,0,22,1861,0.805,1,NA,"farmer","SKL"
"8791",1352,1,22,1862,1.158,1,0.805,"farmer","SKL"
"8792",1352,2,23,1863,1.295,1,1.158,"farmer","SKL"
"8793",1352,3,25,1865,2.669,1,1.295,"farmer","SKL"
"8794",1352,4,27,1867,2.905,1,2.669,"farmer","SKL"
"8795",1352,5,30,1870,1.246,1,2.905,"farmer","SKL"
"8796",1352,6,32,1871,1.955,1,1.246,"farmer","SKL"
"8797",1352,7,34,1873,2.486,1,1.955,"farmer","SKL"
"8798",1352,8,36,1876,2.68,1,2.486,"farmer","SKL"
"8799",1352,9,39,1878,2.522,1,2.68,"farmer","SKL"
"8800",1352,10,41,1881,5.742,0,2.522,"farmer","SKL"
"8801",1353,0,24,1863,0.397,1,NA,"lower","SKL"
"8802",1353,1,24,1864,2.105,1,0.397,"lower","SKL"
"8803",1353,2,26,1866,3.932,1,2.105,"lower","SKL"
"8804",1353,3,30,1870,2.431,1,3.932,"lower","SKL"
"8805",1353,4,32,1872,2.04,1,2.431,"lower","SKL"
"8806",1353,5,34,1874,2.949,1,2.04,"lower","SKL"
"8807",1353,6,37,1877,2.319,1,2.949,"lower","SKL"
"8808",1353,7,40,1879,2.705,1,2.319,"lower","SKL"
"8809",1353,8,42,1882,4.541,0,2.705,"lower","SKL"
"8810",1354,0,37,1876,1.005,1,NA,"unknown","SKL"
"8811",1354,1,38,1877,9.373,0,1.005,"unknown","SKL"
"8812",1355,0,25,1865,0.142,1,NA,"unknown","SKL"
"8813",1355,1,25,1865,2.021,1,0.142,"unknown","SKL"
"8814",1355,2,27,1867,2.913,1,2.021,"unknown","SKL"
"8815",1355,3,30,1870,2.155,1,2.913,"unknown","SKL"
"8816",1355,4,32,1872,2.3,1,2.155,"unknown","SKL"
"8817",1355,5,34,1874,1.692,1,2.3,"unknown","SKL"
"8818",1355,6,36,1876,2.182,1,1.692,"unknown","SKL"
"8819",1355,7,38,1878,1.383,1,2.182,"unknown","SKL"
"8820",1355,8,40,1879,1.947,1,1.383,"unknown","SKL"
"8821",1355,9,42,1881,5.469,0,1.947,"unknown","SKL"
"8822",1356,0,31,1871,0.819,1,NA,"unknown","SKL"
"8823",1356,1,32,1872,1.807,1,0.819,"unknown","SKL"
"8824",1356,2,34,1874,1.974,1,1.807,"unknown","SKL"
"8825",1356,3,36,1876,2.924,0,1.974,"unknown","SKL"
"8826",1357,0,26,1865,0.928,1,NA,"unknown","SKL"
"8827",1357,1,27,1866,2.675,1,0.928,"unknown","SKL"
"8828",1357,2,29,1869,0.501,0,2.675,"unknown","SKL"
"8829",1358,0,30,1870,1.602,1,NA,"farmer","SKL"
"8830",1358,1,32,1872,1.016,1,1.602,"farmer","SKL"
"8831",1358,2,33,1873,2.231,1,1.016,"farmer","SKL"
"8832",1358,3,35,1875,0.739,1,2.231,"farmer","SKL"
"8833",1358,5,36,1876,1.413,1,0,"farmer","SKL"
"8834",1358,6,37,1877,4.151,1,1.413,"farmer","SKL"
"8835",1358,7,42,1881,1.418,1,4.151,"farmer","SKL"
"8836",1358,8,43,1883,3.996,0,1.418,"farmer","SKL"
"8837",1359,0,35,1875,0.162,1,NA,"unknown","SKL"
"8838",1359,1,35,1875,1.99,1,0.162,"unknown","SKL"
"8839",1359,2,37,1877,3.012,1,1.99,"unknown","SKL"
"8840",1359,3,40,1880,0.055,0,3.012,"unknown","SKL"
"8841",1360,0,22,1861,1.147,1,NA,"farmer","SKL"
"8842",1360,1,23,1863,2.39,1,1.147,"farmer","SKL"
"8843",1360,2,25,1865,2.976,1,2.39,"farmer","SKL"
"8844",1360,3,28,1868,2.738,1,2.976,"farmer","SKL"
"8845",1360,4,31,1871,1.191,1,2.738,"farmer","SKL"
"8846",1360,5,32,1872,2.138,1,1.191,"farmer","SKL"
"8847",1360,6,34,1874,2.519,1,2.138,"farmer","SKL"
"8848",1360,7,37,1877,2.045,1,2.519,"farmer","SKL"
"8849",1360,8,39,1879,8.264,0,2.045,"farmer","SKL"
"8850",1361,0,22,1862,0.293,1,NA,"lower","SKL"
"8851",1361,1,22,1862,2.272,1,0.293,"lower","SKL"
"8852",1361,2,24,1864,2.609,1,2.272,"lower","SKL"
"8853",1361,3,27,1867,4.698,1,2.609,"lower","SKL"
"8854",1361,4,32,1871,3.6,1,4.698,"lower","SKL"
"8855",1361,5,35,1875,3.652,1,3.6,"lower","SKL"
"8856",1361,6,39,1879,4.216,1,3.652,"lower","SKL"
"8857",1361,7,43,1883,4.015,0,4.216,"lower","SKL"
"8858",1362,0,30,1870,0.657,1,NA,"farmer","SKL"
"8859",1362,1,31,1870,1.358,1,0.657,"farmer","SKL"
"8860",1362,2,32,1872,1.708,1,1.358,"farmer","SKL"
"8861",1362,3,34,1874,1.303,1,1.708,"farmer","SKL"
"8862",1362,4,35,1875,1.136,1,1.303,"farmer","SKL"
"8863",1362,5,36,1876,0.942,1,1.136,"farmer","SKL"
"8864",1362,6,37,1877,0.997,1,0.942,"farmer","SKL"
"8865",1362,7,38,1878,1.703,1,0.997,"farmer","SKL"
"8866",1362,8,40,1880,1.265,1,1.703,"farmer","SKL"
"8867",1362,10,41,1881,1.383,1,0,"farmer","SKL"
"8868",1362,11,42,1882,1.177,1,1.383,"farmer","SKL"
"8869",1362,12,44,1883,3.44,0,1.177,"farmer","SKL"
"8870",1363,0,23,1863,0.082,1,NA,"farmer","SKL"
"8871",1363,1,23,1863,2.5,1,0.082,"farmer","SKL"
"8872",1363,2,25,1865,2.426,1,2.5,"farmer","SKL"
"8873",1363,3,28,1868,2.108,1,2.426,"farmer","SKL"
"8874",1363,4,30,1870,2.387,1,2.108,"farmer","SKL"
"8875",1363,5,32,1872,2.256,1,2.387,"farmer","SKL"
"8876",1363,6,34,1874,3.39,1,2.256,"farmer","SKL"
"8877",1363,7,38,1878,2.99,1,3.39,"farmer","SKL"
"8878",1363,8,41,1881,5.67,1,2.99,"farmer","SKL"
"8879",1363,9,47,1886,0.458,0,5.67,"farmer","SKL"
"8880",1364,0,24,1864,0.676,1,NA,"farmer","SKL"
"8881",1364,1,24,1864,0.931,1,0.676,"farmer","SKL"
"8882",1364,2,25,1865,2.171,1,0.931,"farmer","SKL"
"8883",1364,3,28,1867,1.678,1,2.171,"farmer","SKL"
"8884",1364,4,29,1869,1.725,1,1.678,"farmer","SKL"
"8885",1364,5,31,1871,2.374,1,1.725,"farmer","SKL"
"8886",1364,6,33,1873,3.283,1,2.374,"farmer","SKL"
"8887",1364,7,37,1877,2.648,1,3.283,"farmer","SKL"
"8888",1364,8,39,1879,1.52,1,2.648,"farmer","SKL"
"8889",1364,9,41,1881,2.13,1,1.52,"farmer","SKL"
"8890",1364,10,43,1883,3.025,1,2.13,"farmer","SKL"
"8891",1364,11,46,1886,1.083,0,3.025,"farmer","SKL"
"8892",1365,0,31,1870,1.101,1,NA,"unknown","SKL"
"8893",1365,1,32,1872,1.681,0,1.101,"unknown","SKL"
"8894",1366,0,22,1862,1.643,1,NA,"farmer","SKL"
"8895",1366,1,24,1864,1.906,1,1.643,"farmer","SKL"
"8896",1366,2,25,1865,3.201,1,1.906,"farmer","SKL"
"8897",1366,3,29,1869,0.331,0,3.201,"farmer","SKL"
"8898",1367,0,33,1872,1.369,1,NA,"lower","JRN"
"8899",1367,2,34,1873,1.224,0,0,"lower","JRN"
"8900",1368,0,30,1870,1.884,1,NA,"farmer","NOR"
"8901",1368,1,32,1871,1.741,1,1.884,"farmer","NOR"
"8902",1368,2,34,1873,1.574,1,1.741,"farmer","NOR"
"8903",1368,3,36,1875,1.922,1,1.574,"farmer","NOR"
"8904",1368,4,38,1877,2.568,1,1.922,"farmer","NOR"
"8905",1368,5,40,1879,1.949,1,2.568,"farmer","NOR"
"8906",1368,6,42,1881,4.929,0,1.949,"farmer","NOR"
"8907",1369,0,25,1864,0.742,1,NA,"farmer","NOR"
"8908",1369,1,26,1865,1.585,1,0.742,"farmer","NOR"
"8909",1369,2,27,1867,1.528,1,1.585,"farmer","NOR"
"8910",1369,3,29,1868,1.602,1,1.528,"farmer","NOR"
"8911",1369,4,31,1870,2.136,1,1.602,"farmer","NOR"
"8912",1369,5,33,1872,1.621,1,2.136,"farmer","NOR"
"8913",1369,6,34,1873,1.509,1,1.621,"farmer","NOR"
"8914",1369,7,36,1875,1.133,1,1.509,"farmer","NOR"
"8915",1369,8,37,1876,1.656,1,1.133,"farmer","NOR"
"8916",1369,9,39,1878,1.725,1,1.656,"farmer","NOR"
"8917",1369,10,40,1880,3.669,1,1.725,"farmer","NOR"
"8918",1369,11,44,1883,2.961,0,3.669,"farmer","NOR"
"8919",1370,0,30,1869,0.747,1,NA,"unknown","NOR"
"8920",1370,1,31,1870,0.715,0,0.747,"unknown","NOR"
"8921",1371,0,32,1871,1.117,1,NA,"farmer","NOR"
"8922",1371,1,33,1872,1.755,1,1.117,"farmer","NOR"
"8923",1371,2,35,1874,2.27,1,1.755,"farmer","NOR"
"8924",1371,3,37,1876,2.199,1,2.27,"farmer","NOR"
"8925",1371,4,39,1879,2.812,1,2.199,"farmer","NOR"
"8926",1371,5,42,1881,2.256,1,2.812,"farmer","NOR"
"8927",1371,6,44,1884,2.523,0,2.256,"farmer","NOR"
"8928",1372,0,23,1863,0.758,1,NA,"farmer","NOR"
"8929",1372,1,24,1864,2.623,1,0.758,"farmer","NOR"
"8930",1372,2,27,1866,2.62,1,2.623,"farmer","NOR"
"8931",1372,3,29,1869,2.724,1,2.62,"farmer","NOR"
"8932",1372,4,32,1872,2.262,0,2.724,"farmer","NOR"
"8933",1373,0,28,1868,0.934,1,NA,"farmer","NOR"
"8934",1373,1,29,1869,0.851,0,0.934,"farmer","NOR"
"8935",1374,0,17,1857,0.441,1,NA,"farmer","NOR"
"8936",1374,1,18,1857,2.47,1,0.441,"farmer","NOR"
"8937",1374,2,20,1860,2.242,1,2.47,"farmer","NOR"
"8938",1374,3,22,1862,2.272,1,2.242,"farmer","NOR"
"8939",1374,4,25,1864,3.176,1,2.272,"farmer","NOR"
"8940",1374,5,28,1867,2.407,1,3.176,"farmer","NOR"
"8941",1374,6,30,1870,2.491,1,2.407,"farmer","NOR"
"8942",1374,7,33,1872,2.694,1,2.491,"farmer","NOR"
"8943",1374,8,35,1875,2.491,1,2.694,"farmer","NOR"
"8944",1374,9,38,1877,3.839,1,2.491,"farmer","NOR"
"8945",1374,10,42,1881,5.343,0,3.839,"farmer","NOR"
"8946",1375,0,24,1864,0.638,1,NA,"lower","SKL"
"8947",1375,1,25,1865,1.856,1,0.638,"lower","SKL"
"8948",1375,2,27,1867,2.606,1,1.856,"lower","SKL"
"8949",1375,3,30,1870,2.869,1,2.606,"lower","SKL"
"8950",1375,4,32,1872,0.564,0,2.869,"lower","SKL"
"8951",1376,0,20,1860,0.233,1,NA,"unknown","SKL"
"8952",1376,1,21,1861,2.374,1,0.233,"unknown","SKL"
"8953",1376,2,23,1863,1.982,1,2.374,"unknown","SKL"
"8954",1376,3,25,1865,4.361,1,1.982,"unknown","SKL"
"8955",1376,4,29,1869,3.565,1,4.361,"unknown","SKL"
"8956",1376,5,33,1873,2.724,1,3.565,"unknown","SKL"
"8957",1376,6,36,1876,11.265,0,2.724,"unknown","SKL"
"8958",1377,0,24,1864,0.186,1,NA,"farmer","SKL"
"8959",1377,1,24,1864,1.897,1,0.186,"farmer","SKL"
"8960",1377,2,26,1866,1.092,1,1.897,"farmer","SKL"
"8961",1377,3,27,1867,2.888,1,1.092,"farmer","SKL"
"8962",1377,4,30,1870,0.296,0,2.888,"farmer","SKL"
"8963",1378,0,24,1864,0.033,1,NA,"farmer","SKL"
"8964",1378,1,24,1864,3.398,1,0.033,"farmer","SKL"
"8965",1378,2,27,1867,2.412,1,3.398,"farmer","SKL"
"8966",1378,3,30,1870,4.006,1,2.412,"farmer","SKL"
"8967",1378,4,34,1874,4.539,1,4.006,"farmer","SKL"
"8968",1378,5,38,1878,8.68,0,4.539,"farmer","SKL"
"8969",1379,0,22,1862,1.435,1,NA,"farmer","SKL"
"8970",1379,1,24,1864,2.127,1,1.435,"farmer","SKL"
"8971",1379,2,26,1866,3.11,1,2.127,"farmer","SKL"
"8972",1379,3,29,1869,1.654,1,3.11,"farmer","SKL"
"8973",1379,4,31,1871,2.828,1,1.654,"farmer","SKL"
"8974",1379,5,34,1874,2.831,1,2.828,"farmer","SKL"
"8975",1379,6,36,1876,2.856,1,2.831,"farmer","SKL"
"8976",1379,7,39,1879,4.367,1,2.856,"farmer","SKL"
"8977",1379,8,44,1884,3.443,0,4.367,"farmer","SKL"
"8978",1380,0,19,1859,1.717,1,NA,"farmer","SKL"
"8979",1380,1,21,1861,2.412,1,1.717,"farmer","SKL"
"8980",1380,2,23,1863,2.253,1,2.412,"farmer","SKL"
"8981",1380,3,25,1865,1.295,1,2.253,"farmer","SKL"
"8982",1380,4,27,1867,3.061,1,1.295,"farmer","SKL"
"8983",1380,5,30,1870,1.599,1,3.061,"farmer","SKL"
"8984",1380,6,31,1871,2.93,1,1.599,"farmer","SKL"
"8985",1380,7,34,1874,2.905,1,2.93,"farmer","SKL"
"8986",1380,8,37,1877,3.6,1,2.905,"farmer","SKL"
"8987",1380,9,41,1881,6.227,0,3.6,"farmer","SKL"
"8988",1381,0,24,1864,0.904,1,NA,"farmer","SKL"
"8989",1381,2,25,1865,1.136,1,0,"farmer","SKL"
"8990",1381,3,26,1866,17.868,0,1.136,"farmer","SKL"
"8991",1382,0,21,1861,1.533,1,NA,"farmer","SKL"
"8992",1382,1,22,1863,1.342,1,1.533,"farmer","SKL"
"8993",1382,2,24,1864,2.075,1,1.342,"farmer","SKL"
"8994",1382,3,26,1866,3.934,1,2.075,"farmer","SKL"
"8995",1382,4,30,1870,0.025,0,3.934,"farmer","SKL"
"8996",1383,0,27,1867,0.337,1,NA,"farmer","SKL"
"8997",1383,1,27,1867,3.573,1,0.337,"farmer","SKL"
"8998",1383,2,31,1871,2.168,1,3.573,"farmer","SKL"
"8999",1383,3,33,1873,2.152,1,2.168,"farmer","SKL"
"9000",1383,4,35,1875,2.519,1,2.152,"farmer","SKL"
"9001",1383,5,37,1878,2.738,1,2.519,"farmer","SKL"
"9002",1383,6,40,1880,6.78,0,2.738,"farmer","SKL"
"9003",1384,0,21,1862,3.373,1,NA,"farmer","SKL"
"9004",1384,1,25,1865,2.067,1,3.373,"farmer","SKL"
"9005",1384,2,27,1867,2.524,1,2.067,"farmer","SKL"
"9006",1384,3,29,1869,2.62,1,2.524,"farmer","SKL"
"9007",1384,4,32,1872,3.02,1,2.62,"farmer","SKL"
"9008",1384,5,35,1875,12.037,0,3.02,"farmer","SKL"
"9009",1385,0,36,1876,0.72,1,NA,"unknown","SKL"
"9010",1385,1,36,1876,10.676,0,0.72,"unknown","SKL"
"9011",1386,0,29,1869,0.78,1,NA,"farmer","SKL"
"9012",1386,1,29,1870,3.592,1,0.78,"farmer","SKL"
"9013",1386,2,33,1873,5.728,1,3.592,"farmer","SKL"
"9014",1386,3,39,1879,2.103,1,5.728,"farmer","SKL"
"9015",1386,4,41,1881,6.208,0,2.103,"farmer","SKL"
"9016",1387,0,21,1861,0.687,1,NA,"lower","SKL"
"9017",1387,1,22,1862,0.35,0,0.687,"lower","SKL"
"9018",1388,0,25,1865,0.43,1,NA,"farmer","SKL"
"9019",1388,1,25,1865,1.615,1,0.43,"farmer","SKL"
"9020",1388,2,27,1867,2.574,1,1.615,"farmer","SKL"
"9021",1388,3,29,1870,3.34,1,2.574,"farmer","SKL"
"9022",1388,4,33,1873,4.063,1,3.34,"farmer","SKL"
"9023",1388,5,37,1877,4.57,1,4.063,"farmer","SKL"
"9024",1388,7,41,1882,5.726,0,0,"farmer","SKL"
"9025",1389,0,29,1869,1.303,1,NA,"lower","SKL"
"9026",1389,1,30,1870,2.431,1,1.303,"lower","SKL"
"9027",1389,2,32,1873,2.689,1,2.431,"lower","SKL"
"9028",1389,3,35,1875,2.491,1,2.689,"lower","SKL"
"9029",1389,4,38,1878,2.535,1,2.491,"lower","SKL"
"9030",1389,5,40,1880,2.793,1,2.535,"lower","SKL"
"9031",1389,6,43,1883,4.138,0,2.793,"lower","SKL"
"9032",1390,0,20,1860,1.139,1,NA,"lower","SKL"
"9033",1390,1,21,1862,2.327,1,1.139,"lower","SKL"
"9034",1390,2,24,1864,2.278,1,2.327,"lower","SKL"
"9035",1390,3,26,1866,3.061,1,2.278,"lower","SKL"
"9036",1390,4,29,1869,2.283,1,3.061,"lower","SKL"
"9037",1390,5,31,1872,0.03,0,2.283,"lower","SKL"
"9038",1391,0,26,1866,0.501,1,NA,"upper","SKL"
"9039",1391,1,26,1867,0.274,0,0.501,"upper","SKL"
"9040",1392,0,22,1863,1.051,1,NA,"farmer","SKL"
"9041",1392,1,23,1864,2.585,1,1.051,"farmer","SKL"
"9042",1392,2,26,1866,5.164,1,2.585,"farmer","SKL"
"9043",1392,3,31,1872,15.848,0,5.164,"farmer","SKL"
"9044",1393,0,23,1864,0.925,1,NA,"lower","SKL"
"9045",1393,1,24,1865,1.413,1,0.925,"lower","SKL"
"9046",1393,2,26,1866,3.392,1,1.413,"lower","SKL"
"9047",1393,3,29,1870,1.394,1,3.392,"lower","SKL"
"9048",1393,4,30,1871,2.429,1,1.394,"lower","SKL"
"9049",1393,5,33,1873,2.023,1,2.429,"lower","SKL"
"9050",1393,6,35,1875,3.228,1,2.023,"lower","SKL"
"9051",1393,7,38,1879,2.242,1,3.228,"lower","SKL"
"9052",1393,8,40,1881,6.613,0,2.242,"lower","SKL"
"9053",1394,0,23,1863,0.238,1,NA,"farmer","SKL"
"9054",1394,1,23,1864,3.587,1,0.238,"farmer","SKL"
"9055",1394,2,27,1867,3.244,1,3.587,"farmer","SKL"
"9056",1394,3,30,1870,2.773,1,3.244,"farmer","SKL"
"9057",1394,4,33,1873,14.307,0,2.773,"farmer","SKL"
"9058",1395,0,33,1874,2.552,1,NA,"lower","SKL"
"9059",1395,1,36,1876,6.82,1,2.552,"lower","SKL"
"9060",1395,2,42,1883,2.346,0,6.82,"lower","SKL"
"9061",1396,0,33,1874,1.133,1,NA,"lower","SKL"
"9062",1396,1,34,1875,1.67,1,1.133,"lower","SKL"
"9063",1396,2,36,1877,1.604,1,1.67,"lower","SKL"
"9064",1396,3,38,1878,1.372,1,1.604,"lower","SKL"
"9065",1396,4,39,1880,0.712,0,1.372,"lower","SKL"
"9066",1397,0,29,1870,0.876,1,NA,"unknown","SKL"
"9067",1397,1,30,1871,2.015,1,0.876,"unknown","SKL"
"9068",1397,2,32,1873,2.196,1,2.015,"unknown","SKL"
"9069",1397,3,34,1875,1.936,1,2.196,"unknown","SKL"
"9070",1397,4,36,1877,3.77,1,1.936,"unknown","SKL"
"9071",1397,5,40,1881,7.002,0,3.77,"unknown","SKL"
"9072",1398,0,23,1864,0.862,1,NA,"farmer","SKL"
"9073",1398,1,24,1865,2.571,1,0.862,"farmer","SKL"
"9074",1398,2,27,1867,3.395,1,2.571,"farmer","SKL"
"9075",1398,3,30,1871,4.474,1,3.395,"farmer","SKL"
"9076",1398,4,34,1875,4.561,0,4.474,"farmer","SKL"
"9077",1399,0,32,1873,0.192,1,NA,"lower","SKL"
"9078",1399,1,32,1873,2.084,1,0.192,"lower","SKL"
"9079",1399,2,34,1875,2.333,0,2.084,"lower","SKL"
"9080",1400,0,29,1870,0.701,1,NA,"lower","SKL"
"9081",1400,1,30,1871,1.098,1,0.701,"lower","SKL"
"9082",1400,2,31,1872,0.914,1,1.098,"lower","SKL"
"9083",1400,3,32,1873,2.037,1,0.914,"lower","SKL"
"9084",1400,4,34,1875,2.743,1,2.037,"lower","SKL"
"9085",1400,5,37,1878,1.232,1,2.743,"lower","SKL"
"9086",1400,6,38,1879,2.36,1,1.232,"lower","SKL"
"9087",1400,7,41,1881,2.576,1,2.36,"lower","SKL"
"9088",1400,8,43,1884,3.848,0,2.576,"lower","SKL"
"9089",1401,0,23,1863,0.898,1,NA,"farmer","SKL"
"9090",1401,1,23,1864,2.196,1,0.898,"farmer","SKL"
"9091",1401,2,26,1866,2.437,1,2.196,"farmer","SKL"
"9092",1401,3,28,1869,1.938,1,2.437,"farmer","SKL"
"9093",1401,4,30,1871,2.96,1,1.938,"farmer","SKL"
"9094",1401,5,33,1874,4.841,1,2.96,"farmer","SKL"
"9095",1401,6,38,1879,2.272,1,4.841,"farmer","SKL"
"9096",1401,7,40,1881,6.928,0,2.272,"farmer","SKL"
"9097",1402,0,26,1867,0.096,1,NA,"lower","SKL"
"9098",1402,1,26,1867,2.976,1,0.096,"lower","SKL"
"9099",1402,2,29,1870,2.508,1,2.976,"lower","SKL"
"9100",1402,3,31,1872,2.007,1,2.508,"lower","SKL"
"9101",1402,4,33,1874,2.708,1,2.007,"lower","SKL"
"9102",1402,5,36,1877,5.78,1,2.708,"lower","SKL"
"9103",1402,6,42,1883,5.165,0,5.78,"lower","SKL"
"9104",1403,0,30,1870,0.854,1,NA,"farmer","SKL"
"9105",1403,1,31,1871,0.945,1,0.854,"farmer","SKL"
"9106",1403,2,31,1872,1.96,1,0.945,"farmer","SKL"
"9107",1403,3,33,1874,2.344,1,1.96,"farmer","SKL"
"9108",1403,4,36,1877,2.264,1,2.344,"farmer","SKL"
"9109",1403,5,38,1879,2.056,1,2.264,"farmer","SKL"
"9110",1403,6,40,1881,2.237,1,2.056,"farmer","SKL"
"9111",1403,7,42,1883,4.677,0,2.237,"farmer","SKL"
"9112",1404,0,42,1883,1.016,1,NA,"farmer","SKL"
"9113",1404,1,43,1884,4.291,0,1.016,"farmer","SKL"
"9114",1405,0,20,1861,0.654,1,NA,"unknown","SKL"
"9115",1405,1,21,1862,1.615,1,0.654,"unknown","SKL"
"9116",1405,2,22,1863,2.015,1,1.615,"unknown","SKL"
"9117",1405,3,24,1865,2.437,1,2.015,"unknown","SKL"
"9118",1405,4,27,1868,2.96,1,2.437,"unknown","SKL"
"9119",1405,5,30,1871,2.823,1,2.96,"unknown","SKL"
"9120",1405,6,33,1873,2.845,1,2.823,"unknown","SKL"
"9121",1405,7,35,1876,2.204,1,2.845,"unknown","SKL"
