"","s","pA","Z"
"28073",27.7171,2483.37,11.5524
"28074",27.7172,2933.35,11.628
"28075",27.7173,3262.02,11.705
"28076",27.7174,3452.91,11.7874
"28077",27.7175,3547.36,11.8729
"28078",27.7176,3591.16,11.9621
"28079",27.7177,3614.04,12.0514
"28080",27.7178,3630.52,12.1445
"28081",27.7179,3644.71,12.2398
"28082",27.718,3657.38,12.3375
"28083",27.7181,3668.82,12.4352
"28084",27.7182,3678.13,12.5351
"28085",27.7183,3686.52,12.6358
"28086",27.7184,3693.85,12.7388
"28087",27.7185,3700.56,12.8418
"28088",27.7186,3706.36,12.9456
"28089",27.7187,3710.94,13.0508
"28090",27.7188,3715.21,13.1561
"28091",27.7189,3718.87,13.2607
"28092",27.719,3722.38,13.3675
"28093",27.7191,3725.43,13.4743
"28094",27.7192,3728.03,13.5811
"28095",27.7193,3730.47,13.6871
"28096",27.7194,3732.15,13.7939
"28097",27.7195,3733.98,13.9015
"28098",27.7196,3735.05,14.0083
"28099",27.7197,3736.88,14.1136
"28100",27.7198,3738.56,14.2174
"28101",27.7199,3740.23,14.3166
"28102",27.72,3741.3,14.4135
"28103",27.7201,3741.91,14.505
"28104",27.7202,3742.22,14.5866
"28105",27.7203,3742.83,14.6614
"28106",27.7204,3744.05,14.7285
"28107",27.7205,3744.66,14.7881
"28108",27.7206,3745.42,14.8392
"28109",27.7207,3746.03,14.8819
"28110",27.7208,3746.8,14.917
"28111",27.7209,3747.41,14.9498
"28112",27.721,3748.02,14.975
"28113",27.7211,3748.32,14.9971
"28114",27.7212,3748.78,15.0162
"28115",27.7213,3749.24,15.0307
"28116",27.7214,3749.69,15.0414
"28117",27.7215,3750.61,15.052
"28118",27.7216,3751.07,15.0604
"28119",27.7217,3751.07,15.065
"28120",27.7218,3751.53,15.0703
"28121",27.7219,3751.53,15.0749
"28122",27.722,3752.14,15.0787
"28123",27.7221,3752.29,15.0803
"28124",27.7222,3752.29,15.0833
"28125",27.7223,3751.83,15.0841
"28126",27.7224,3751.98,15.0841
"28127",27.7225,3752.44,15.0848
"28128",27.7226,3752.9,15.0856
"28129",27.7227,3753.66,15.0856
"28130",27.7228,3753.66,15.0856
"28131",27.7229,3754.58,15.0856
"28132",27.723,3754.27,15.0856
"28133",27.7231,3754.58,15.0848
"28134",27.7232,3753.97,15.0848
"28135",27.7233,3753.66,15.0841
"28136",27.7234,3753.51,15.0848
"28137",27.7235,3753.51,15.0841
"28138",27.7236,3753.66,15.0833
"28139",27.7237,3753.66,15.0826
"28140",27.7238,3753.81,15.0818
"28141",27.7239,3753.81,15.0818
"28142",27.724,3754.58,15.081
"28143",27.7241,3754.58,15.0833
"28144",27.7242,3754.73,15.081
"28145",27.7243,3754.43,15.0818
"28146",27.7244,3754.88,15.081
"28147",27.7245,3755.04,15.0803
"28148",27.7246,3755.49,15.081
"28149",27.7247,3755.49,15.0795
"28150",27.7248,3755.95,15.081
"28151",27.7249,3756.1,15.0803
"28152",27.725,3756.26,15.0787
"28153",27.7251,3756.1,15.0787
"28154",27.7252,3755.95,15.078
"28155",27.7253,3755.8,15.078
"28156",27.7254,3755.95,15.078
"28157",27.7255,3756.26,15.0772
"28158",27.7256,3756.1,15.078
"28159",27.7257,3756.71,15.078
"28160",27.7258,3757.02,15.078
"28161",27.7259,3757.63,15.0757
"28162",27.726,3757.63,15.0734
"28163",27.7261,3757.63,15.0711
"28164",27.7262,3757.32,15.0673
"28165",27.7263,3757.17,15.062
"28166",27.7264,3756.71,15.0551
"28167",27.7265,3756.56,15.0452
"28168",27.7266,3756.1,15.0368
"28169",27.7267,3756.71,15.0253
"28170",27.7268,3756.87,15.0146
"28171",27.7269,3757.02,15.0009
"28172",27.727,3756.71,14.9887
"28173",27.7271,3756.71,14.9734
"28174",27.7272,3756.71,14.9574
"28175",27.7273,3756.56,14.9414
"28176",27.7274,3756.56,14.9239
"28177",27.7275,3756.41,14.9071
"28178",27.7276,3756.71,14.8903
"28179",27.7277,3756.71,14.8735
"28180",27.7278,3756.87,14.8544
"28181",27.7279,3756.41,14.8354
"28182",27.728,3756.41,14.817
"28183",27.7281,3756.1,14.7987
"28184",27.7282,3756.56,14.7781
"28185",27.7283,3756.71,14.7591
"28186",27.7284,3757.17,14.7392
"28187",27.7285,3757.17,14.7194
"28188",27.7286,3757.78,14.7003
"28189",27.7287,3757.93,14.6805
"28190",27.7288,3758.54,14.6599
"28191",27.7289,3757.93,14.6393
"28192",27.729,3757.48,14.6194
"28193",27.7291,3757.02,14.5996
"28194",27.7292,3757.32,14.579
"28195",27.7293,3756.71,14.5569
"28196",27.7294,3756.87,14.5378
"28197",27.7295,3756.87,14.518
"28198",27.7296,3756.56,14.4966
"28199",27.7297,3756.56,14.4768
"28200",27.7298,3756.41,14.4554
"28201",27.7299,3756.71,14.4341
"28202",27.73,3757.17,14.4135
"28203",27.7301,3757.32,14.3936
"28204",27.7302,3757.32,14.3738
"28205",27.7303,3757.17,14.3524
"28206",27.7304,3756.71,14.3311
"28207",27.7305,3757.02,14.3105
"28208",27.7306,3756.87,14.2899
"28209",27.7307,3757.48,14.27
"28210",27.7308,3757.17,14.2494
"28211",27.7309,3757.32,14.2281
"28212",27.731,3757.63,14.2075
"28213",27.7311,3758.24,14.1869
"28214",27.7312,3758.7,14.167
"28215",27.7313,3759,14.1457
"28216",27.7314,3759,14.1251
"28217",27.7315,3758.54,14.1045
"28218",27.7316,3758.09,14.0839
"28219",27.7317,3758.09,14.0633
"28220",27.7318,3757.78,14.0434
"28221",27.7319,3757.78,14.0221
"28222",27.732,3757.93,14.0022
"28223",27.7321,3757.93,13.9816
"28224",27.7322,3757.93,13.961
"28225",27.7323,3757.93,13.9397
"28226",27.7324,3758.7,13.9191
"28227",27.7325,3758.7,13.8985
"28228",27.7326,3758.85,13.8771
"28229",27.7327,3758.54,13.8573
"28230",27.7328,3758.7,13.8359
"28231",27.7329,3758.85,13.8153
"28232",27.733,3758.7,13.7947
"28233",27.7331,3758.7,13.7741
"28234",27.7332,3758.39,13.7527
"28235",27.7333,3758.85,13.7314
"28236",27.7334,3759.16,13.7115
"28237",27.7335,3759.16,13.6909
"28238",27.7336,3758.7,13.6711
"28239",27.7337,3758.24,13.6505
"28240",27.7338,3757.93,13.6299
"28241",27.7339,3757.63,13.6093
"28242",27.734,3757.63,13.5895
"28243",27.7341,3758.09,13.5681
"28244",27.7342,3758.24,13.549
"28245",27.7343,3758.54,13.5277
"28246",27.7344,3758.54,13.5071
"28247",27.7345,3759.31,13.4865
"28248",27.7346,3759,13.4659
"28249",27.7347,3759.16,13.446
"28250",27.7348,3758.85,13.4247
"28251",27.7349,3758.85,13.4048
"28252",27.735,3758.54,13.3842
"28253",27.7351,3758.09,13.3629
"28254",27.7352,3758.09,13.3423
"28255",27.7353,3758.09,13.3224
"28256",27.7354,3758.39,13.3003
"28257",27.7355,3758.24,13.2797
"28258",27.7356,3758.54,13.2599
"28259",27.7357,3758.39,13.2401
"28260",27.7358,3758.85,13.2195
"28261",27.7359,3758.54,13.1989
"28262",27.736,3758.54,13.179
"28263",27.7361,3758.39,13.1577
"28264",27.7362,3758.39,13.1363
"28265",27.7363,3758.24,13.1165
"28266",27.7364,3758.39,13.0951
"28267",27.7365,3758.24,13.0753
"28268",27.7366,3757.78,13.0547
"28269",27.7367,3757.63,13.0348
"28270",27.7368,3757.93,13.0142
"28271",27.7369,3758.39,12.9936
"28272",27.737,3758.54,12.973
"28273",27.7371,3758.39,12.9517
"28274",27.7372,3758.24,12.9311
"28275",27.7373,3758.39,12.9112
"28276",27.7374,3758.39,12.8906
"28277",27.7375,3758.7,12.8708
"28278",27.7376,3758.39,12.8502
"28279",27.7377,3758.54,12.8296
"28280",27.7378,3758.24,12.809
"28281",27.7379,3758.39,12.7899
"28282",27.738,3758.09,12.7686
"28283",27.7381,3758.39,12.748
"28284",27.7382,3758.24,12.7266
"28285",27.7383,3758.54,12.706
"28286",27.7384,3758.24,12.6862
"28287",27.7385,3758.09,12.6663
"28288",27.7386,3758.39,12.6457
"28289",27.7387,3758.39,12.6251
"28290",27.7388,3758.24,12.6053
"28291",27.7389,3757.93,12.5839
"28292",27.739,3758.39,12.5626
"28293",27.7391,3758.09,12.5427
"28294",27.7392,3757.93,12.5229
"28295",27.7393,3757.78,12.5015
"28296",27.7394,3757.93,12.4817
"28297",27.7395,3758.09,12.4611
"28298",27.7396,3758.39,12.4405
"28299",27.7397,3758.39,12.4207
"28300",27.7398,3758.24,12.4001
"28301",27.7399,3758.24,12.3787
"28302",27.74,3758.54,12.3596
"28303",27.7401,3758.09,12.339
"28304",27.7402,3757.93,12.3184
"28305",27.7403,3757.63,12.2971
"28306",27.7404,3757.48,12.2765
"28307",27.7405,3757.32,12.2559
"28308",27.7406,3757.02,12.2353
"28309",27.7407,3757.17,12.2154
"28310",27.7408,3757.02,12.1933
"28311",27.7409,3757.78,12.1742
"28312",27.741,3758.24,12.1536
"28313",27.7411,3758.24,12.1323
"28314",27.7412,3758.54,12.1132
"28315",27.7413,3758.24,12.0926
"28316",27.7414,3757.78,12.0728
"28317",27.7415,3757.78,12.0529
"28318",27.7416,3757.02,12.0316
"28319",27.7417,3757.17,12.0117
"28320",27.7418,3756.87,11.9911
"28321",27.7419,3757.17,11.9705
"28322",27.742,3757.02,11.9499
"28323",27.7421,3756.71,11.9301
"28324",27.7422,3756.56,11.9095
"28325",27.7423,3756.26,11.8889
"28326",27.7424,3756.1,11.8683
"28327",27.7425,3755.95,11.8484
"28328",27.7426,3755.8,11.8271
"28329",27.7427,3755.49,11.8073
"28330",27.7428,3755.34,11.7867
"28331",27.7429,3755.19,11.7668
"28332",27.743,3755.19,11.7455
"28333",27.7431,3755.49,11.7264
"28334",27.7432,3755.49,11.705
"28335",27.7433,3755.04,11.6844
"28336",27.7434,3754.58,11.6646
"28337",27.7435,3753.36,11.6432
"28338",27.7436,3752.75,11.6234
"28339",27.7437,3751.68,11.6035
"28340",27.7438,3750.76,11.5829
"28341",27.7439,3749.85,11.5623
"28342",27.744,3748.63,11.5417
"28343",27.7441,3747.56,11.5219
"28344",27.7442,3745.27,11.5013
"28345",27.7443,3742.98,11.4822
"28346",27.7444,3739.93,11.4609
"28347",27.7445,3736.27,11.4403
"28348",27.7446,3732.15,11.4204
"28349",27.7447,3726.81,11.4006
"28350",27.7448,3719.02,11.38
"28351",27.7449,3705.9,11.3594
"28352",27.745,3681.64,11.3396
"28353",27.7451,3634.8,11.3197
"28354",27.7452,3558.5,11.2991
"28355",27.7453,3440.09,11.2793
"28356",27.7454,3242.03,11.2579
"28357",27.7455,2903.75,11.2381
"28358",27.7456,2444.31,11.2167
"28359",27.7457,1964.26,11.1984
"28360",27.7458,1619.11,11.1801
"28361",27.7459,1544.65,11.1649
"28362",27.746,1737.82,11.1549
"28363",27.7461,2080.54,11.1496
"28364",27.7462,2435,11.1519
"28365",27.7463,2716.37,11.161
"28366",27.7464,2898.25,11.1801
"28367",27.7465,2976.38,11.2061
"28368",27.7466,2941.89,11.2419
"28369",27.7467,2738.04,11.2846
"28370",27.7468,2348.63,11.3342
"28371",27.7469,1978.76,11.3914
"28372",27.747,1932.53,11.454
"28373",27.7471,2238.46,11.5196
"28374",27.7472,2695.47,11.5921
"28375",27.7473,3104.25,11.6684
"28376",27.7474,3363.95,11.7485
"28377",27.7475,3502.96,11.8324
"28378",27.7476,3568.57,11.9194
"28379",27.7477,3600.31,12.0079
"28380",27.7478,3619.84,12.1002
"28381",27.7479,3635.56,12.1933
"28382",27.748,3649.29,12.2894
"28383",27.7481,3661.5,12.3878
"28384",27.7482,3671.57,12.4878
"28385",27.7483,3680.88,12.5877
"28386",27.7484,3688.51,12.6907
"28387",27.7485,3695.68,12.7922
"28388",27.7486,3701.63,12.8952
"28389",27.7487,3707.12,12.9997
"28390",27.7488,3711.7,13.1042
"28391",27.7489,3716.13,13.2103
"28392",27.749,3719.64,13.3156
"28393",27.7491,3723.14,13.4232
"28394",27.7492,3725.43,13.5292
"28395",27.7493,3728.03,13.6353
"28396",27.7494,3729.71,13.7421
"28397",27.7495,3731.84,13.8481
"28398",27.7496,3733.67,13.9557
"28399",27.7497,3735.96,14.061
"28400",27.7498,3737.34,14.1663
"28401",27.7499,3738.56,14.2685
"28402",27.75,3739.62,14.3669
"28403",27.7501,3740.84,14.4608
"28404",27.7502,3742.37,14.5477
"28405",27.7503,3743.29,14.6271
"28406",27.7504,3744.66,14.6988
"28407",27.7505,3744.96,14.7614
"28408",27.7506,3745.27,14.8148
"28409",27.7507,3745.42,14.8636
"28410",27.7508,3745.88,14.9025
"28411",27.7509,3746.64,14.9361
"28412",27.751,3747.41,14.9658
"28413",27.7511,3748.47,14.9895
"28414",27.7512,3748.93,15.0093
"28415",27.7513,3749.08,15.0253
"28416",27.7514,3749.39,15.0383
"28417",27.7515,3749.69,15.0482
"28418",27.7516,3750,15.0581
"28419",27.7517,3750,15.0658
"28420",27.7518,3750.46,15.0703
"28421",27.7519,3750.61,15.0757
"28422",27.752,3750.92,15.0795
"28423",27.7521,3751.37,15.0826
"28424",27.7522,3751.83,15.0841
"28425",27.7523,3751.98,15.0864
"28426",27.7524,3751.83,15.0864
"28427",27.7525,3752.14,15.0871
"28428",27.7526,3752.14,15.0871
"28429",27.7527,3752.44,15.0887
"28430",27.7528,3752.59,15.0879
"28431",27.7529,3752.75,15.0879
"28432",27.753,3752.9,15.0871
"28433",27.7531,3753.2,15.0871
"28434",27.7532,3753.05,15.0856
"28435",27.7533,3753.36,15.0864
"28436",27.7534,3753.36,15.0871
"28437",27.7535,3753.81,15.0856
"28438",27.7536,3753.97,15.0856
"28439",27.7537,3754.12,15.0864
"28440",27.7538,3754.27,15.0856
"28441",27.7539,3754.12,15.0848
"28442",27.754,3754.43,15.0856
"28443",27.7541,3754.43,15.0848
"28444",27.7542,3754.58,15.0848
"28445",27.7543,3754.27,15.0833
"28446",27.7544,3754.58,15.0841
"28447",27.7545,3754.73,15.0833
"28448",27.7546,3755.34,15.0833
"28449",27.7547,3755.19,15.0826
"28450",27.7548,3755.19,15.081
"28451",27.7549,3755.34,15.081
"28452",27.755,3755.65,15.0818
"28453",27.7551,3755.95,15.0818
"28454",27.7552,3756.26,15.0818
"28455",27.7553,3756.41,15.0803
"28456",27.7554,3755.95,15.0795
"28457",27.7555,3755.8,15.0803
"28458",27.7556,3755.8,15.081
"28459",27.7557,3756.26,15.0803
"28460",27.7558,3756.26,15.0795
"28461",27.7559,3756.41,15.0795
"28462",27.756,3756.1,15.0772
"28463",27.7561,3756.1,15.0749
"28464",27.7562,3755.49,15.0696
"28465",27.7563,3755.49,15.0658
"28466",27.7564,3754.88,15.0589
"28467",27.7565,3754.88,15.0528
"28468",27.7566,3754.88,15.0436
"28469",27.7567,3755.34,15.0337
"28470",27.7568,3755.49,15.023
"28471",27.7569,3755.8,15.0101
"28472",27.757,3755.8,14.9979
"28473",27.7571,3755.95,14.9826
"28474",27.7572,3755.95,14.9666
"28475",27.7573,3755.8,14.9513
"28476",27.7574,3755.95,14.9361
"28477",27.7575,3756.1,14.9185
"28478",27.7576,3756.41,14.901
"28479",27.7577,3756.26,14.8842
"28480",27.7578,3756.56,14.8666
"28481",27.7579,3756.26,14.8476
"28482",27.758,3756.1,14.8277
"28483",27.7581,3755.8,14.8087
"28484",27.7582,3756.41,14.7903
"28485",27.7583,3756.26,14.7705
"28486",27.7584,3756.71,14.7507
"28487",27.7585,3756.71,14.7316
"28488",27.7586,3757.02,14.711
"28489",27.7587,3757.02,14.6919
"28490",27.7588,3757.17,14.6721
"28491",27.7589,3757.02,14.653
"28492",27.759,3756.87,14.6317
"28493",27.7591,3756.71,14.6118
"28494",27.7592,3756.87,14.5912
"28495",27.7593,3756.41,14.5706
"28496",27.7594,3756.41,14.5508
"28497",27.7595,3756.87,14.5287
"28498",27.7596,3757.02,14.5096
"28499",27.7597,3757.02,14.489
"28500",27.7598,3756.87,14.4691
"28501",27.7599,3757.02,14.447
"28502",27.76,3757.17,14.4264
"28503",27.7601,3757.63,14.4058
"28504",27.7602,3757.78,14.3852
"28505",27.7603,3757.63,14.3646
"28506",27.7604,3757.78,14.344
"28507",27.7605,3757.78,14.3234
"28508",27.7606,3758.09,14.3028
"28509",27.7607,3757.93,14.2815
"28510",27.7608,3757.17,14.2616
"28511",27.7609,3757.32,14.2403
"28512",27.761,3757.48,14.2189
"28513",27.7611,3757.93,14.1998
"28514",27.7612,3758.54,14.1792
"28515",27.7613,3758.24,14.1586
"28516",27.7614,3758.39,14.1373
"28517",27.7615,3758.24,14.1174
"28518",27.7616,3757.78,14.0968
"28519",27.7617,3757.63,14.0755
"28520",27.7618,3757.32,14.0556
"28521",27.7619,3757.78,14.0343
"28522",27.762,3757.93,14.0137
"28523",27.7621,3758.24,13.9923
"28524",27.7622,3758.39,13.9717
"28525",27.7623,3758.54,13.9511
"28526",27.7624,3759.31,13.9313
"28527",27.7625,3758.85,13.9107
"28528",27.7626,3758.7,13.8908
"28529",27.7627,3758.24,13.8687
"28530",27.7628,3758.54,13.8496
"28531",27.7629,3757.78,13.829
"28532",27.763,3757.02,13.8077
"28533",27.7631,3757.17,13.7878
"28534",27.7632,3757.17,13.7665
"28535",27.7633,3757.63,13.7451
"28536",27.7634,3757.63,13.7253
"28537",27.7635,3757.63,13.7047
"28538",27.7636,3757.48,13.6841
"28539",27.7637,3757.48,13.6627
"28540",27.7638,3757.48,13.6429
"28541",27.7639,3757.32,13.6215
"28542",27.764,3757.17,13.6024
"28543",27.7641,3757.48,13.5811
"28544",27.7642,3757.48,13.5605
"28545",27.7643,3757.78,13.5384
"28546",27.7644,3757.78,13.5185
"28547",27.7645,3758.09,13.4987
"28548",27.7646,3757.78,13.4781
"28549",27.7647,3757.78,13.4567
"28550",27.7648,3757.02,13.4369
"28551",27.7649,3757.32,13.4163
"28552",27.765,3757.48,13.3965
"28553",27.7651,3758.24,13.3743
"28554",27.7652,3758.39,13.3545
"28555",27.7653,3758.39,13.3347
"28556",27.7654,3758.39,13.3148
"28557",27.7655,3758.09,13.2927
"28558",27.7656,3758.54,13.2729
"28559",27.7657,3758.54,13.253
"28560",27.7658,3758.7,13.2317
"28561",27.7659,3758.24,13.2118
"28562",27.766,3758.09,13.1905
"28563",27.7661,3757.63,13.1699
"28564",27.7662,3758.09,13.15
"28565",27.7663,3757.78,13.1294
"28566",27.7664,3757.63,13.1088
"28567",27.7665,3757.32,13.0882
"28568",27.7666,3757.63,13.0676
"28569",27.7667,3758.09,13.047
"28570",27.7668,3758.24,13.0264
"28571",27.7669,3758.09,13.0051
"28572",27.767,3757.32,12.986
"28573",27.7671,3757.32,12.9654
"28574",27.7672,3757.17,12.9456
"28575",27.7673,3757.93,12.9242
"28576",27.7674,3758.09,12.9028
"28577",27.7675,3758.54,12.8845
"28578",27.7676,3758.24,12.8632
"28579",27.7677,3757.93,12.8433
"28580",27.7678,3757.32,12.8227
"28581",27.7679,3757.48,12.8014
"28582",27.768,3757.63,12.7808
"28583",27.7681,3757.93,12.7602
"28584",27.7682,3757.78,12.7411
"28585",27.7683,3758.09,12.7205
"28586",27.7684,3757.93,12.6991
"28587",27.7685,3758.39,12.6785
"28588",27.7686,3758.54,12.6572
"28589",27.7687,3758.85,12.6366
"28590",27.7688,3759.16,12.6175
"28591",27.7689,3759.16,12.5961
"28592",27.769,3759.16,12.5763
"28593",27.7691,3758.39,12.5542
"28594",27.7692,3758.09,12.5343
"28595",27.7693,3757.78,12.5145
"28596",27.7694,3757.93,12.4939
"28597",27.7695,3757.78,12.4741
"28598",27.7696,3758.09,12.4535
"28599",27.7697,3758.54,12.4344
"28600",27.7698,3759,12.4123
"28601",27.7699,3759.16,12.3917
"28602",27.77,3759.46,12.3718
"28603",27.7701,3759.16,12.3512
"28604",27.7702,3759.16,12.3306
"28605",27.7703,3758.7,12.31
"28606",27.7704,3758.7,12.2887
"28607",27.7705,3758.7,12.2688
"28608",27.7706,3758.7,12.2482
"28609",27.7707,3758.85,12.2269
"28610",27.7708,3758.09,12.207
"28611",27.7709,3758.54,12.1864
"28612",27.771,3758.54,12.1666
"28613",27.7711,3758.54,12.1452
"28614",27.7712,3758.54,12.1254
"28615",27.7713,3758.24,12.1063
"28616",27.7714,3757.78,12.0842
"28617",27.7715,3757.63,12.0644
"28618",27.7716,3757.32,12.0438
"28619",27.7717,3757.32,12.0239
"28620",27.7718,3756.71,12.0033
"28621",27.7719,3756.56,11.9843
"28622",27.772,3755.95,11.9629
"28623",27.7721,3756.1,11.9431
"28624",27.7722,3756.1,11.9225
"28625",27.7723,3755.95,11.9019
"28626",27.7724,3755.95,11.8813
"28627",27.7725,3755.49,11.8599
"28628",27.7726,3755.04,11.8401
"28629",27.7727,3754.88,11.8202
"28630",27.7728,3754.88,11.7989
"28631",27.7729,3755.04,11.7783
"28632",27.773,3754.73,11.7584
"28633",27.7731,3754.43,11.7378
"28634",27.7732,3753.97,11.718
"28635",27.7733,3753.81,11.6974
"28636",27.7734,3753.2,11.6768
"28637",27.7735,3752.14,11.657
"28638",27.7736,3751.37,11.6386
"28639",27.7737,3750.31,11.6165
"28640",27.7738,3750.31,11.5952
"28641",27.7739,3749.85,11.5761
"28642",27.774,3749.39,11.5547
"28643",27.7741,3748.63,11.5341
"28644",27.7742,3746.95,11.515
"28645",27.7743,3744.66,11.4944
"28646",27.7744,3741.46,11.4746
"28647",27.7745,3738.1,11.454
"28648",27.7746,3734.44,11.4326
"28649",27.7747,3729.55,11.4136
"28650",27.7748,3722.53,11.393
"28651",27.7749,3712.01,11.3716
"28652",27.775,3694.46,11.3525
"28653",27.7751,3660.89,11.3319
"28654",27.7752,3601.53,11.3113
"28655",27.7753,3509.52,11.2915
"28656",27.7754,3367.31,11.2709
"28657",27.7755,3119.35,11.2511
"28658",27.7756,2727.2,11.2305
"28659",27.7757,2247.01,11.2106
"28660",27.7758,1802.22,11.19
"28661",27.7759,1553.34,11.1725
"28662",27.776,1592.1,11.158
"28663",27.7761,1865.39,11.1473
"28664",27.7762,2234.95,11.1427
"28665",27.7763,2577.67,11.1458
"28666",27.7764,2833.4,11.1557
"28667",27.7765,2991.64,11.1748
"28668",27.7766,3057.86,11.2022
"28669",27.7767,3029.63,11.2366
"28670",27.7768,2850.34,11.2793
"28671",27.7769,2474.21,11.3289
"28672",27.777,2070.47,11.3846
"28673",27.7771,1961.82,11.4487
"28674",27.7772,2223.51,11.5173
"28675",27.7773,2665.71,11.5891
"28676",27.7774,3083.34,11.6661
"28677",27.7775,3354.49,11.7447
"28678",27.7776,3501.89,11.8286
"28679",27.7777,3570.86,11.9148
"28680",27.7778,3603.06,12.0049
"28681",27.7779,3621.67,12.0964
"28682",27.778,3637.24,12.1902
"28683",27.7781,3651.12,12.2864
"28684",27.7782,3663.48,12.384
"28685",27.7783,3673.86,12.484
"28686",27.7784,3683.01,12.5847
"28687",27.7785,3690.64,12.6854
"28688",27.7786,3697.36,12.7899
"28689",27.7787,3703.16,12.8929
"28690",27.7788,3708.8,12.9974
"28691",27.7789,3713.68,13.1027
"28692",27.779,3717.65,13.208
"28693",27.7791,3720.7,13.3141
"28694",27.7792,3723.75,13.4193
"28695",27.7793,3726.35,13.5254
"28696",27.7794,3728.64,13.6337
"28697",27.7795,3731.08,13.7398
"28698",27.7796,3733.22,13.8466
"28699",27.7797,3735.35,13.9526
"28700",27.7798,3736.57,14.0587
"28701",27.7799,3738.25,14.1647
"28702",27.78,3739.32,14.2662
"28703",27.7801,3741,14.3654
"28704",27.7802,3742.07,14.4585
"28705",27.7803,3742.68,14.5447
"28706",27.7804,3743.29,14.6248
"28707",27.7805,3743.74,14.6957
"28708",27.7806,3744.35,14.7583
"28709",27.7807,3745.12,14.8132
"28710",27.7808,3746.19,14.8605
"28711",27.7809,3747.56,14.901
"28712",27.781,3748.47,14.9353
"28713",27.7811,3748.78,14.9628
"28714",27.7812,3749.54,14.9872
"28715",27.7813,3749.69,15.007
"28716",27.7814,3749.85,15.0223
"28717",27.7815,3749.54,15.0368
"28718",27.7816,3749.85,15.0482
"28719",27.7817,3750.15,15.0566
"28720",27.7818,3751.07,15.0635
"28721",27.7819,3751.07,15.0688
"28722",27.782,3751.83,15.0726
"28723",27.7821,3751.68,15.0757
"28724",27.7822,3752.29,15.0787
"28725",27.7823,3752.29,15.0803
"28726",27.7824,3752.44,15.0826
"28727",27.7825,3752.44,15.0833
"28728",27.7826,3752.59,15.0841
"28729",27.7827,3753.36,15.0856
"28730",27.7828,3753.81,15.0848
"28731",27.7829,3754.73,15.0848
"28732",27.783,3754.58,15.0856
"28733",27.7831,3754.73,15.0864
"28734",27.7832,3754.27,15.0841
"28735",27.7833,3753.97,15.0841
"28736",27.7834,3753.2,15.0841
"28737",27.7835,3753.51,15.0833
"28738",27.7836,3753.36,15.0833
"28739",27.7837,3753.36,15.0841
"28740",27.7838,3753.36,15.0826
"28741",27.7839,3753.36,15.0826
"28742",27.784,3754.12,15.0833
"28743",27.7841,3753.97,15.0826
"28744",27.7842,3754.27,15.0818
"28745",27.7843,3754.12,15.0818
"28746",27.7844,3753.97,15.0818
"28747",27.7845,3753.66,15.0818
"28748",27.7846,3754.27,15.0818
"28749",27.7847,3754.73,15.0803
"28750",27.7848,3755.04,15.0803
"28751",27.7849,3755.19,15.0795
"28752",27.785,3755.49,15.0787
"28753",27.7851,3755.19,15.0787
"28754",27.7852,3755.49,15.0787
"28755",27.7853,3755.8,15.0795
"28756",27.7854,3755.65,15.0787
"28757",27.7855,3755.19,15.0787
"28758",27.7856,3754.58,15.078
"28759",27.7857,3754.88,15.078
"28760",27.7858,3754.73,15.0772
"28761",27.7859,3755.49,15.078
"28762",27.786,3755.49,15.0764
"28763",27.7861,3755.95,15.0749
"28764",27.7862,3755.8,15.0734
"28765",27.7863,3755.8,15.0688
"28766",27.7864,3755.8,15.0642
"28767",27.7865,3756.26,15.0581
"28768",27.7866,3756.26,15.0497
"28769",27.7867,3757.02,15.0421
"28770",27.7868,3756.87,15.0322
"28771",27.7869,3757.17,15.0208
"28772",27.787,3756.56,15.0085
"28773",27.7871,3756.56,14.9948
"28774",27.7872,3756.26,14.9803
"28775",27.7873,3756.26,14.9651
"28776",27.7874,3756.26,14.949
"28777",27.7875,3756.1,14.9345
"28778",27.7876,3756.26,14.9162
"28779",27.7877,3756.1,14.8994
"28780",27.7878,3756.87,14.8819
"28781",27.7879,3756.71,14.8636
"28782",27.788,3757.02,14.8453
"28783",27.7881,3756.87,14.8262
"28784",27.7882,3757.02,14.8071
"28785",27.7883,3757.02,14.7881
"28786",27.7884,3757.17,14.769
"28787",27.7885,3756.87,14.7499
"28788",27.7886,3757.17,14.7293
"28789",27.7887,3756.71,14.7095
"28790",27.7888,3757.48,14.6896
"28791",27.7889,3757.32,14.6698
"28792",27.789,3757.48,14.6492
"28793",27.7891,3757.17,14.6309
"28794",27.7892,3757.48,14.6103
"28795",27.7893,3757.32,14.5897
"28796",27.7894,3757.63,14.5683
"28797",27.7895,3757.78,14.5485
"28798",27.7896,3757.93,14.5271
"28799",27.7897,3758.24,14.5073
"28800",27.7898,3757.63,14.4852
"28801",27.7899,3757.48,14.4653
"28802",27.79,3757.32,14.4455
"28803",27.7901,3757.17,14.4241
"28804",27.7902,3757.17,14.4035
"28805",27.7903,3757.17,14.3814
"28806",27.7904,3757.02,14.3623
"28807",27.7905,3757.02,14.3417
"28808",27.7906,3756.56,14.3211
"28809",27.7907,3757.17,14.3005
"28810",27.7908,3756.87,14.2799
"28811",27.7909,3757.48,14.2593
"28812",27.791,3757.48,14.238
"28813",27.7911,3757.78,14.2181
"28814",27.7912,3757.63,14.1968
"28815",27.7913,3757.02,14.1769
"28816",27.7914,3756.56,14.1556
