"","twotheta","nontronite","montmorillonite","clinochlore","antigorite","chamosite","hematite","goethite"
"2333",28.32,29.7731,16.21451,4.868595,2.768444,2.456,23.05,15.38879
"2334",28.33,22.74904,24.19515,15.87623,17.75387,19.533,49.007,18.36447
"2335",28.34,31.72676,25.17627,22.58686,7.876526,0.523,30.691,8.341843
"2336",28.35,35.70462,15.15785,4.405636,17.86166,16.456,9.353,18.3251
"2337",28.36,14.68265,29.19273,21.59924,10.84663,7.447,34.597,23.30824
"2338",28.37,22.6608,14.17523,10.60406,15.83142,16.438,13.547,20.29123
"2339",28.38,24.64076,13.15819,1.748962,28.81602,29.432,44.497,19.27409
"2340",28.39,34.62086,22.1416,12.75689,5.800468,22.425,18.446,39.2569
"2341",28.4,26.60114,4.125481,16.76476,15.78474,9.418,12.394,23.23956
"2342",28.41,10.58156,18.10981,5.772549,12.76888,9.41,4.657,35.22209
"2343",28.42,43.56213,14.0946,17.78027,12.75285,4.403,23.288,9.795502
"2344",28.43,20.54295,10.07983,15.78793,25.73666,9.396,53.237,32.18098
"2345",28.44,7.52446,32.32216,5.751808,1.721962,7.388,25.186,14.15735
"2346",28.45,0.506134,29.30845,0.240665,9.707108,9.064,30.391,2.133591
"2347",28.46,35.48788,11.29519,31.76639,18.69209,17.056,21.346,1.890091
"2348",28.47,21.46982,15.28243,23.77338,13.37272,0.048,24.301,16.08449
"2349",28.48,41.4519,19.27129,21.78063,25.62483,0.96,53.255,7.05896
"2350",28.49,21.43413,8.260605,6.787827,11.61022,28.031,45.424,6.96669
"2351",28.5,6.416519,22.25097,33.79497,1.418697,5.023,36.378,22.00346
"2352",28.51,19.39906,22.24179,22.8029,11.4038,9.015,31.331,30.97762
"2353",28.52,22.38179,23.23305,14.81078,5.388756,18.006,45.285,41.93198
"2354",28.53,30.36469,21.39037,15.81859,11.37358,17.998,57.238,33.90588
"2355",28.54,23.34775,35.38281,24.82634,24.35828,26.989,34.191,36.88013
"2356",28.55,27.33098,22.37746,5.165981,12.34293,2.123,2.856,35.85426
"2357",28.56,23.50932,24.37254,6.838631,8.327457,28.114,17.094,14.82826
"2358",28.57,7.492874,1.368057,13.84318,2.311855,10.105,39.044,16.80215
"2359",28.58,22.47987,10.36423,15.84829,12.29613,13.096,51.994,12.77592
"2360",28.59,37.46707,31.36159,12.85332,4.280281,9.087,10.943,49.7496
"2361",28.6,34.45438,7.359398,16.8583,12.26432,30.078,18.892,10.72313
"2362",28.61,22.44186,0.357635,21.86321,23.25019,12.068,21.842,10.69684
"2363",28.62,24.4295,10.35632,23.86806,11.23595,5.059,48.79,4.329559
"2364",28.63,22.4173,5.644547,6.112133,10.22237,27.049,26.739,42.64108
"2365",28.64,29.40524,14.3532,1.889076,4.208687,21.04,21.687,8.611603
"2366",28.65,24.39442,16.35139,20.89099,8.194889,20.03,43.636,37.58202
"2367",28.66,6.386475,21.35002,7.892841,2.180992,12.042,2.416,17.55232
"2368",28.67,45.37866,16.3491,9.049461,9.166988,14.032,46.529,40.52252
"2369",28.68,13.37102,10.34861,2.051411,18.15288,7.905,31.475,0.49263
"2370",28.69,20.36353,24.3492,15.05328,7.13868,27.896,7.421,15.46231
"2371",28.7,15.35617,13.37437,23.05557,17.12438,27.886,31.369,9.431915
"2372",28.71,43.34898,12.37589,5.057793,13.10999,4.877,60.316,12.4014
"2373",28.72,40.34195,16.37784,9.059929,11.0955,13.867,36.263,2.629211
"2374",28.73,36.33507,16.38023,19.062,13.07963,25.883,28.211,21.33817
"2375",28.74,31.32921,26.38306,30.06475,8.065231,4.873,6.842,1.30545
"2376",28.75,46.3235,25.56083,7.066658,5.050751,22.863,7.1,24.27261
"2377",28.76,4.318756,24.62396,19.06944,5.112564,8.854,34.042,2.76033
"2378",28.77,25.31418,12.62808,2.92786,21.09792,15.666,36.984,6.205185
"2379",28.78,17.30975,19.63263,10.07291,7.915287,3.003,46.926,25.17062
"2380",28.79,6.305466,13.63759,15.0736,22.06699,6.985,36.867,33.13599
"2381",28.8,10.30133,13.64298,14.07421,5.049198,20.973,38.809,13.10124
"2382",28.81,23.29735,29.64879,9.076012,15.01594,29.963,41.75,21.56885
"2383",28.82,23.54749,3.655022,24.07775,12.99801,9.954,28.691,16.53398
"2384",28.83,19.54387,9.661674,3.079411,4.980019,36.945,60.632,2.500916
"2385",28.84,6.541443,29.66873,18.08112,6.960911,24.936,38.572,24.46245
"2386",28.85,19.53928,14.67622,13.08286,11.94279,30.928,13.513,16.42574
"2387",28.86,17.53731,25.68411,27.08454,2.075367,17.919,45.453,22.38901
"2388",28.87,37.53554,17.53368,20.08616,7.905079,13.91,27.393,23.3522
"2389",28.88,8.533981,22.54421,15.0877,5.885483,21.901,17.333,13.31537
"2390",28.89,31.53265,15.55518,13.08918,12.86584,18.891,21.273,13.2785
"2391",28.9,16.28169,26.6454,14.0906,0.846165,22.882,52.214,21.24159
"2392",28.91,23.28192,25.68166,24.09195,11.82645,25.873,14.154,31.20465
"2393",28.92,30.28238,38.69391,30.09459,12.80669,18.941,49.094,18.16763
"2394",28.93,23.28307,17.70657,0.780102,1.786911,3.931,33.034,10.13062
"2395",28.94,18.28667,19.72042,10.78262,15.76814,8.922,13.974,18.09355
"2396",28.95,26.29047,20.73468,14.7851,4.749336,22.912,28.914,19.05644
"2397",28.96,34.29451,21.76236,4.534756,0.730503,11.903,34.853,25.21599
"2398",28.97,4.298767,23.77746,21.53714,0.288353,13.893,28.792,29.75354
"2399",28.98,29.30327,17.79298,14.53949,8.692436,15.883,38.732,34.7169
"2400",28.99,31.30801,4.42498,15.5418,20.6732,10.874,29.673,67.68018
"2401",29,34.31299,23.44135,18.54408,21.65396,9.773,4.386,14.64339
"2402",29.01,16.31818,19.45845,8.546326,3.634697,2.236,30.552,8.606537
"2403",29.02,2.673508,37.63718,15.54854,6.384583,20.754,19.489,23.56963
"2404",29.03,3.201004,12.65517,25.55072,7.59309,1.743,26.708,7.532623
"2405",29.04,11.20856,41.6736,4.553993,5.570755,4.733,8.354,7.49559
"2406",29.05,13.21634,33.78616,6.557232,11.54842,3.378,32.578,21.45847
"2407",29.06,0.058472,29.80547,14.56043,7.526104,28.609,31.51,34.42131
"2408",29.07,2.06662,27.8252,11.5636,30.50379,23.596,28.442,22.38409
"2409",29.08,18.07501,11.84576,26.56674,23.48324,16.584,22.373,23.3468
"2410",29.09,37.08362,21.86691,4.569836,15.46272,12.571,37.305,14.30946
"2411",29.1,25.09244,19.8885,19.5729,16.4422,12.559,42.238,18.27206
"2412",29.11,13.10333,40.88008,16.57593,5.422112,21.515,42.17,8.234634
"2413",29.12,15.11446,24.97505,33.57893,1.402042,21.502,9.892,41.1268
"2414",29.13,39.12579,30.99794,9.58189,12.38313,16.49,38.04,21.08929
"2415",29.14,4.86264,17.02123,12.58482,20.36619,29.477,2.972,30.05171
"2416",29.15,31.14679,18.04495,16.5877,3.650719,2.536,18.904,14.10501
"2417",29.16,10.15749,15.06909,5.590561,18.33037,2.55,36.837,28.06734
"2418",29.17,0.458298,23.09366,19.59338,17.31368,3.434,16.769,39.02963
"2419",29.18,6.552521,30.11865,8.596169,26.29702,0.418,24.117,23.99188
"2420",29.19,22.56357,10.14513,9.634041,11.28041,11.402,37.049,25.95412
"2421",29.2,20.57478,26.17096,20.6368,6.263832,12.386,32.981,18.91629
"2422",29.21,1.586197,26.19721,16.63951,1.247864,12.37,47.913,15.8714
"2423",29.22,31.59784,26.26157,24.64219,19.23434,23.354,53.845,21.83351
"2424",29.23,27.60966,19.28864,13.64483,2.220879,16.338,38.777,31.79558
"2425",29.24,8.621674,14.46872,14.64743,2.293892,11.324,54.705,32.75761
"2426",29.25,4.633896,14.49667,21.64999,1.717892,24.31,45.637,22.71964
"2427",29.26,31.36101,29.52503,7.591419,10.26937,7.296,40.568,30.68161
"2428",29.27,8.373642,16.55377,2.406086,17.25667,7.282,33.499,2.64357
"2429",29.28,28.38647,33.66371,4.59494,4.929928,14.268,19.431,39.60548
"2430",29.29,27.39954,21.69323,5.078072,17.91734,10.254,50.363,27.5674
"2431",29.3,4.412796,36.72314,11.07902,0.904831,17.24,23.297,32.5293
"2432",29.31,16.42627,19.75345,10.07991,1.892384,29.226,44.231,2.491165
"2433",29.32,29.43994,27.78413,18.08074,15.88001,22.208,52.164,30.45302
"2434",29.33,8.453812,12.81521,3.08152,25.8677,19.194,33.098,2.414856
"2435",29.34,12.46793,29.84666,30.08358,10.85547,20.18,22.032,19.37674
"2436",29.35,15.02057,23.8785,21.0837,16.84332,0.834,20.966,22.34421
"2437",29.36,17.03513,10.91071,11.08713,13.83125,10.151,48.901,2.688339
"2438",29.37,21.01886,39.94408,22.26006,13.96472,16.136,16.164,17.27733
"2439",29.38,5.057312,17.97782,11.26191,11.9528,7.239,21.761,18.24298
"2440",29.39,5.927414,28.01194,25.26368,8.940945,13.748,33.686,22.20865
"2441",29.4,16.08527,28.04642,17.26539,10.93089,15.733,14.613,4.174286
"2442",29.41,6.888733,12.08128,14.26704,16.92206,8.718,64.466,15.13992
"2443",29.42,54.90195,14.11651,6.268623,14.91332,21.703,56.393,34.10555
"2444",29.43,5.084564,36.15211,12.27014,2.608192,1.688,22.32,24.17227
"2445",29.44,2.927795,15.18806,10.27159,5.599628,19.677,0.753,15.13988
"2446",29.45,25.94043,23.22438,23.27298,11.59119,16.662,30.173,34.10999
"2447",29.46,47.95337,19.26107,8.274319,7.582855,17.647,37.099,19.08009
"2448",29.47,1.966583,37.29957,18.2756,6.574615,8.633,34.025,7.050186
"2449",29.48,7.980118,20.33842,11.27683,22.56648,13.451,38.925,36.02028
"2450",29.49,10.99393,23.37764,17.278,12.55845,6.437,15.85,17.08189
"2451",29.5,32.00804,17.41723,2.720875,12.55053,20.422,30.778,20.05209
"2452",29.51,19.02243,10.45718,4.721577,6.542709,11.409,40.705,30.02238
"2453",29.52,24.03775,18.49748,9.275581,32.535,12.216,27.632,24.99281
"2454",29.53,14.05338,23.53816,14.27268,2.472603,9.203,11.44,56.37744
"2455",29.54,31.06926,5.579193,13.27102,4.518654,19.186,38.481,34.34811
"2456",29.55,34.08545,1.37941,15.97322,0.510021,20.174,26.698,23.31888
"2457",29.56,15.1019,14.66184,11.97147,19.5015,16.161,46.619,24.28972
"2458",29.57,5.118637,15.70344,1.713646,14.49309,23.709,26.54,14.26064
"2459",29.58,26.13565,22.74551,16.28326,21.4848,13.696,50.461,12.2395
"2460",29.59,14.15292,23.78793,20.2801,12.47662,14.684,38.383,21.21059
"2461",29.6,29.17049,22.8307,18.27687,9.468571,16.671,52.304,6.181763
"2462",29.61,1.188309,16.87383,20.27359,13.46064,33.659,25.819,20.15303
"2463",29.62,37.20642,7.917297,8.270241,17.45283,22.646,30.741,13.45651
"2464",29.63,17.33348,5.012711,3.26683,14.44514,15.634,60.663,20.42799
"2465",29.64,27.35211,30.02921,19.26359,29.43758,17.621,13.585,33.40085
"2466",29.65,2.370987,20.07149,15.22271,16.43012,10.61,49.986,6.410263
"2467",29.66,23.39014,25.11411,33.21935,2.422798,5.599,33.92,28.21249
"2468",29.67,24.40953,17.42488,11.28539,4.583069,20.578,15.853,5.185745
"2469",29.68,25.42918,19.46817,21.28271,3.408859,28.499,3.213,8.159164
"2470",29.69,38.4491,6.647133,9.279972,19.40091,9.736,31.719,34.67935
"2471",29.7,10.46925,23.69122,3.47271,12.39389,22.725,21.65,3.620514
"2472",29.71,16.48972,12.7356,27.46983,4.386982,0.714,32.582,32.59435
"2473",29.72,8.510422,3.219696,8.466888,21.3802,10.703,14.514,45.56842
"2474",29.73,10.5314,11.88488,11.46386,4.373554,20.692,22.445,7.632263
"2475",29.74,5.552658,5.928734,15.46077,2.381218,2.318,29.377,17.60658
"2476",29.75,4.425827,1.972885,14.11017,28.37482,24.67,23.034,16.58104
"2477",29.76,32.59418,24.01758,8.106956,25.36855,7.658,10.966,16.5556
"2478",29.77,19.61444,10.06256,26.23999,7.362419,9.646,31.897,26.53026
"2479",29.78,6.634964,14.10782,16.23666,36.3564,7.635,28.829,18.50504
"2480",29.79,13.65573,4.153358,23.23327,11.35113,0.624,36.76,4.479965
"2481",29.8,18.67674,10.19917,11.2298,18.34598,27.613,10.692,17.48911
"2482",29.81,20.69803,2.245247,28.22629,3.340958,19.603,43.623,41.46423
"2483",29.82,19.71957,7.291595,0.22271,28.51028,15.593,28.555,54.11974
"2484",29.83,19.74136,8.170822,33.81189,12.5055,24.584,55.487,37.09677
"2485",29.84,18.76341,30.21773,20.80799,23.50084,13.575,61.418,17.07393
"2486",29.85,27.41885,18.2649,4.804058,31.49629,0.435,13.35,18.05122
"2487",29.86,15.44138,17.31236,2.199921,21.49187,13.556,26.039,15.02866
"2488",29.87,4.464096,16.36009,19.79467,22.48756,9.546,20.141,4.006241
"2489",29.88,19.48703,9.408108,23.78922,14.48337,6.537,13.073,24.96692
"2490",29.89,31.51016,0.543617,16.78373,23.47989,6.529,56.371,32.94479
"2491",29.9,20.53352,21.50992,10.77819,13.47654,18.521,39.302,13.92392
"2492",29.91,8.557098,5.558456,5.772617,18.47331,9.514,28.356,31.90317
"2493",29.92,11.58086,1.607262,16.76699,18.4702,0.493,37.288,22.67299
"2494",29.93,0.604828,3.656338,0.761333,14.46723,1.499,52.219,12.65256
"2495",29.94,28.62901,3.294334,6.755619,18.46518,9.492,33.634,32.63229
"2496",29.95,40.82799,1.246296,13.96404,1.53754,25.486,26.566,23.61218
"2497",29.96,17.85255,7.801422,5.958229,31.45913,11.48,19.498,35.48331
"2498",29.97,18.8773,34.84941,2.741734,2.455921,5.525,29.431,13.46648
"2499",29.98,26.90225,6.897636,26.73599,9.936047,33.262,12.365,2.449799
"2500",29.99,11.92738,12.9462,5.730217,19.93394,22.254,31.298,20.4333
"2501",30,36.95268,7.994949,9.724396,5.933327,4.534,32.232,40.41698
"2502",30.01,10.97818,24.04395,14.72002,24.93295,2.003,16.166,36.403
"2503",30.02,3.007065,6.093216,17.7156,19.93274,14.995,49.1,21.38919
"2504",30.03,12.25894,9.142715,13.72619,18.93266,8.987,25.033,17.19252
"2505",30.04,17.28996,6.192474,11.73726,8.932751,19.979,28.967,4.179077
"2506",30.05,27.32117,8.24247,18.73314,9.932991,11.971,13.901,3.165787
"2507",30.06,31.35249,26.29271,12.72897,22.78763,23.963,15.835,40.15269
"2508",30.07,33.384,12.3553,14.72475,25.78979,20.956,40.769,2.139771
"2509",30.08,28.41566,9.408379,13.72049,18.79211,9.948,21.703,13.12704
"2510",30.09,24.70761,1.538177,4.716171,13.79459,24.94,12.637,29.1145
"2511",30.1,18.74069,0.485245,15.71181,18.79724,13.932,61.571,24.10214
"2512",30.11,12.77391,12.56765,19.85188,14.80004,1.076,23.505,25.08998
"2513",30.12,19.8073,12.62077,27.84741,10.80301,18.916,53.439,20.07799
"2514",30.13,30.46472,6.67411,5.843719,28.04404,14.907,52.374,20.06619
"2515",30.14,2.49913,12.72768,29.8405,5.047318,17.899,41.308,23.05457
"2516",30.15,34.53362,0.218548,8.837219,19.05074,14.89,48.243,3.956863
"2517",30.16,43.56821,21.83527,30.83498,13.05432,19.882,38.178,9.969894
"2518",30.17,16.60779,2.889309,19.8327,10.02834,14.874,6.113,41.01227
"2519",30.18,29.6474,7.943546,26.83035,10.03222,21.865,6.048,26.99463
"2520",30.19,22.68225,21.99966,21.82793,9.036243,1.036,52.983,10.97882
"2521",30.2,17.71719,4.055973,10.82571,2.040424,9.956,30.567,15.96321
"2522",30.21,30.4278,2.883907,26.82343,19.04532,7.795,2.502,11.94775
"2523",30.22,30.34424,21.17498,1.821091,18.64111,6.787,22.438,41.9325
"2524",30.23,34.37999,3.234051,12.81869,16.64689,11.778,35.377,25.91743
"2525",30.24,23.4158,1.706657,9.816223,7.654453,12.77,57.738,13.90256
"2526",30.25,2.548325,11.35195,12.81369,1.662189,11.541,36.677,9.887848
"2527",30.26,14.48499,12.41172,12.81109,18.6704,12.533,53.617,17.87335
"2528",30.27,30.52092,20.47167,17.80843,10.67879,17.526,11.556,29.85904
"2529",30.28,42.5569,13.5318,13.8057,0.68734,7.518,63.496,26.84489
"2530",30.29,41.59293,11.5921,13.80291,0.696056,13.511,47.665,13.83095
"2531",30.3,24.0489,22.65257,16.80005,6.704937,24.503,9.605,25.81717
"2532",30.31,22.08502,1.286652,5.797127,12.71398,24.496,8.548,18.80362
"2533",30.32,27.12119,11.7736,2.794147,9.980801,21.489,37.821,28.79062
"2534",30.33,30.15738,26.83401,15.79111,4.99015,22.482,9.764,5.777817
"2535",30.34,13.92993,12.89456,20.78802,23.99964,13.474,26.708,2.234818
"2536",30.35,25.19275,7.955276,13.78487,11.77803,13.302,38.752,16.75185
"2537",30.36,5.77095,5.016129,17.78166,21.7879,9.129,18.695,12.73871
"2538",30.37,1.240662,3.077122,19.7784,7.797916,5.123,7.361,2.725739
"2539",30.38,19.27374,0.141491,0.224907,2.808067,13.116,30.579,11.71297
"2540",30.39,18.30687,6.202705,14.77134,6.818363,10.11,30.52,20.70038
"2541",30.4,21.34,14.26406,27.76752,10.95286,24.104,23.46,1.687988
"2542",30.41,11.37317,5.674454,9.764931,14.96345,8.098,25.401,19.67586
"2543",30.42,15.40637,17.38551,15.76228,4.974174,6.092,6.342,11.66389
"2544",30.43,14.43958,2.53944,27.75957,2.014969,10.086,2.283,17.65213
"2545",30.44,27.47281,16.51947,18.75681,14.9952,4.08,32.224,29.64055
"2546",30.45,1.493927,9.578499,13.754,4.8964,12.074,7.165,29.62915
"2547",30.46,2.540024,1.637646,7.752712,21.90683,10.068,20.107,4.619095
"2548",30.47,17.57397,1.303093,9.590675,3.082615,7.062,9.048,4.609192
"2549",30.48,27.60796,4.755524,7.410713,21.92873,12.057,27.99,23.59952
"2550",30.49,8.641953,1.81456,8.583725,18.9402,24.051,9.461,23.59001
"2551",30.5,32.67593,26.87389,6.578117,13.95181,17.046,49.403,12.58072
"2552",30.51,33.71007,6.933327,16.57247,7.963547,20.04,13.345,19.57164
"2553",30.52,33.74419,12.99286,6.566776,14.97542,2.035,25.288,19.56274
"2554",30.53,41.78145,14.05249,6.561039,12.98743,4.031,8.23,28.55405
"2555",30.54,18.81871,17.1122,10.55525,17.99957,13.027,16.173,40.54553
"2556",30.55,5.857986,4.172009,0.549461,1.011837,12.969,14.115,33.53722
"2557",30.56,38.89726,16.2319,2.456398,2.975765,13.965,4.058,19.33524
"2558",30.57,0.063262999,15.29186,11.53616,3.035454,2.039,28.938,16.32727
"2559",30.58,25.97585,6.351902,25.52868,15.04681,15.957,47.881,8.319473
"2560",30.59,19.69513,12.41201,1.521141,17.30093,10.954,23.319,15.31186
"2561",30.6,16.73427,9.472183,27.51357,16.31252,6.951,33.262,5.304443
"2562",30.61,17.77856,10.53242,19.50594,1.324238,18.948,21.207,13.29721
"2563",30.62,33.82285,1.592712,12.49828,5.336067,25.946,33.151,2.256409
"2564",30.63,35.76712,8.653069,8.490574,24.3493,0.057,16.095,29.73709
"2565",30.64,9.811417,6.71347,8.48357,10.36266,3.942,32.949,13.73085
"2566",30.65,32.8557,7.775257,14.47806,16.37611,27.94,25.894,38.72476
"2567",30.66,15.89996,15.83708,23.47251,8.389687,12.939,2.839,17.71884
"2568",30.67,17.94421,2.898945,21.46692,10.40337,14.937,40.784,10.71307
"2569",30.68,30.98848,8.960838,16.46127,6.417171,18.937,19.734,16.70744
"2570",30.69,12.03271,4.024902,6.455597,8.431084,7.936,22.08,27.71005
"2571",30.7,31.07693,12.08899,14.25016,39.4451,5.936,40.03,1.716614
"2572",30.71,22.12112,16.1531,1.08242,8.459229,14.936,12.981,10.72606
"2573",30.72,14.16537,1.218609,7.076649,37.47346,27.936,23.931,7.264359
"2574",30.73,19.20956,22.28413,8.070854,30.35041,11.936,12.154,24.74178
"2575",30.74,8.253738,1.349888,16.06503,5.364864,9.937,38.105,11.74803
"2576",30.75,25.29788,12.36282,16.06047,11.37964,9.938,14.059,8.754456
"2577",30.76,16.3427,5.428616,4.944107,4.394539,9.062,54.013,21.761
"2578",30.77,23.38745,18.51813,10.91164,5.409561,0.934,8.01,0.232285
"2579",30.78,28.43219,9.58392,2.904274,14.42471,15.93,9.964,11.77443
"2580",30.79,15.47688,9.6497,14.89689,1.441929,16.927,24.919,9.781281
"2581",30.8,22.5215,9.715469,10.88949,0.45731,15.924,33.874,12.7883
"2582",30.81,3.566086,2.781357,13.88207,13.47281,13.921,43.831,22.79546
"2583",30.82,1.389389,0.152775,11.87464,10.4894,21.923,38.788,26.80566
"2584",30.83,27.65404,2.657799,15.86719,8.506172,26.924,21.752,21.09801
"2585",30.84,15.69737,2.724827,15.85972,14.52327,30.925,23.283,0.89151
"2586",30.85,27.74069,25.79198,16.85244,23.54049,7.926,27.662,15.11867
"2587",30.86,21.78395,4.140896,0.973667,2.557812,29.928,37.607,16.12978
"2588",30.87,28.82716,3.923874,21.01834,14.30866,0.071,2.552,6.141037
"2589",30.88,23.8703,2.011383,13.01032,24.32621,4.069,32.282,0.84761
"2590",30.89,25.91336,24.0874,2.997711,21.34388,9.931,15.227,15.83438
"2591",30.9,7.961136,24.15087,23.9925,2.36166,14.93,31.173,11.17073
"2592",30.91,21.00883,11.21494,2.982681,12.37955,27.93,42.118,23.17593
"2593",30.92,16.05643,0.881119,11.97284,2.397568,15.93,33.063,1.818726
"2594",30.93,44.10394,5.181648,15.96297,0.584309,5.93,7.009,31.18587
"2595",30.94,8.151367,2.244461,14.95308,13.43375,8.787,58.954,26.1906
"2596",30.95,27.00374,15.36502,14.94468,18.45192,11.787,54.901,17.19547
"2597",30.96,30.05098,7.427788,2.063755,7.470196,10.787,27.848,5.20047
"2598",30.97,26.09814,1.490494,11.92655,13.48857,21.07,27.795,11.2056
"2599",30.98,11.14522,12.55314,12.91684,18.63902,9.07,14.742,19.21086
"2600",30.99,29.19263,8.615711,17.9071,15.6576,11.07,20.689,0.783752
"2601",31,34.24167,8.678207,1.897346,6.676262,32.07,7.636,3.221359
"2602",31.01,31.29062,9.741051,13.88757,3.304981,9.355,26.584,22.22662
"2603",31.02,13.33945,1.196186,13.86272,10.71232,26.355,10.531,28.60843
"2604",31.03,18.38818,15.86908,14.85466,2.729698,13.355,5.479,21.61536
"2605",31.04,9.563187,21.93426,27.84657,10.74717,10.356,22.426,14.62236
"2606",31.05,40.47989,20.99934,4.838459,1.764729,1.334,21.374,20.62947
"2607",31.06,10.52284,10.06433,20.67549,8.782364,41.334,2.677,14.6367
"2608",31.07,23.56567,22.12922,14.66735,3.800087,6.335,2.27,5.644058
"2609",31.08,14.6084,10.194,14.65921,22.94788,18.336,5.782,15.65166
"2610",31.09,12.65152,0.234543,16.65105,8.965748,24.684,42.162,18.90718
"2611",31.1,19.69453,5.300354,11.64288,1.983692,15.685,1.894,15.91496
"2612",31.11,24.73741,18.36605,18.6347,19.0017,21.686,25.05,29.92285
"2613",31.12,27.78015,8.431622,6.626522,16.0198,5.661,18.993,3.931747
"2614",31.13,16.82275,13.49708,17.61756,0.037955999,7.661,17.936,3.940735
"2615",31.14,2.134445,5.387913,3.39064,17.05615,23.013,31.882,3.949814
"2616",31.15,20.90659,24.39458,9.599262,12.99804,11.014,8.828,1.354614
"2617",31.16,13.9475,16.46056,25.58915,12.01639,25.014,44.133,40.65456
"2618",31.17,31.98825,21.52681,14.60939,15.22197,14.673,33.079,3.663788
"2619",31.18,21.02898,0.594391,13.60019,30.24265,11.675,31.025,8.67305
"2620",31.19,5.069687,22.66183,14.59099,8.575089,4.324,24.971,21.68234
"2621",31.2,28.11021,10.72913,3.926498,3.595848,7.325,22.917,1.691681
"2622",31.21,29.1506,7.796291,15.91726,5.616638,13.67,27.864,14.70107
"2623",31.22,2.809174,5.863312,0.0028609999,11.63745,1.664,52.81,2.710449
"2624",31.23,5.64003,19.93018,0.00666,17.65829,29.659,11.757,14.72072
"2625",31.24,21.67784,1.996899,9.983566,18.67915,5.654,26.703,9.731018
"2626",31.25,36.71548,11.06347,13.97376,14.07236,12.648,3.65,21.74135
"2627",31.26,33.7529,0.131756,1.963924,18.09392,14.643,28.597,7.751678
"2628",31.27,3.790115,16.58067,8.954048,26.11547,3.637,23.544,0.762039
"2629",31.28,3.172882,7.677734,18.94414,18.13702,10.632,18.491,17.77298
"2630",31.29,40.86157,4.665791,4.934189,22.15857,20.628,54.438,1.783951
"2631",31.3,24.89581,11.70978,2.075783,7.180111,7.625,51.388,24.79491
"2632",31.31,7.929825,10.778,12.91291,20.20164,17.544,18.339,23.80591
"2633",31.32,8.859787,17.84602,6.901573,3.776833,6.54,33.291,23.81693
"2634",31.33,36.16841,26.91382,9.890213,13.24259,6.539,22.242,6.827927
"2635",31.34,31.19637,14.98141,18.87881,8.262009,8.537,15.265,25.83897
"2636",31.35,3.22406,8.035793,25.86738,8.281738,7.536,24.217,14.65334
"2637",31.36,2.251526,13.10323,17.8559,12.30146,16.534,44.168,35.09032
"2638",31.37,2.278687,14.17044,28.84439,33.32133,25.532,34.119,24.10144
"2639",31.38,17.30553,6.237419,24.83284,18.34119,1.469,28.071,24.48703
"2640",31.39,27.33212,7.304157,11.86995,11.36102,17.451,10.023,25.49821
"2641",31.4,9.641541,26.22186,18.85833,5.502975,21.448,13.976,19.50948
"2642",31.41,1.381058,14.12688,3.846687,20.64488,17.446,31.021,13.52074
"2643",31.42,15.40385,23.19279,4.835003,20.66674,8.444,25.974,17.53204
"2644",31.43,33.42638,11.2636,8.823284,23.06146,17.442,30.93,16.54337
"2645",31.44,16.44865,3.235207,9.811531,21.08321,8.44,10.889,2.554718
"2646",31.45,22.31305,5.523605,7.799744,17.16435,13.439,42.848,13.56609
"2647",31.46,27.33484,14.58831,18.78793,7.185959,28.438,11.807,29.57748
"2648",31.47,15.35634,4.652699,13.77609,13.20749,14.437,31.796,8.588913
"2649",31.48,13.37761,23.71677,13.76423,20.22894,11.436,3.245,5.600327
"2650",31.49,5.596359,22.78051,23.75235,7.250324,20.434,8.711,32.61179
"2651",31.5,28.42574,17.84393,16.74044,6.271622,17.433,24.275,24.62325
"2652",31.51,23.44757,17.83447,30.73072,3.707165,4.432,27.233,3.63475
"2653",31.52,24.46912,23.89721,33.72096,14.31172,25.431,32.194,13.64625
"2654",31.53,17.49042,21.95962,48.7112,12.33054,11.43,31.158,37.65778
"2655",31.54,2.487396,21.02168,35.70141,22.34927,10.557,0.878,21.5784
"2656",31.55,10.53249,18.0834,36.6916,15.38457,30.557,20.086,2.589951
"2657",31.56,28.17876,18.1451,77.68179,23.40417,42.557,13.051,27.60152
"2658",31.57,6.199432,2.207844,99.67192,11.42368,17.557,48.6,35.61313
"2659",31.58,29.21983,15.26913,117.627,26.44309,40.557,37.564,6.624741
"2660",31.59,27.23996,7.33112,134.6171,1.534657,37.557,7.529,21.6364
"2661",31.6,5.259857,8.392742,184.9,20.48637,26.557,44.494,15.64807
"2662",31.61,23.27946,6.10598,168.8901,15.50729,44.557,16.458,10.65977
"2663",31.62,14.29883,1.167091,134.8802,24.52811,54.557,74.423,27.67149
"2664",31.63,23.31813,14.08764,131.8702,13.4624,53.557,25.389,21.68324
"2665",31.64,14.33714,5.147877,94.86016,12.48302,68.557,28.355,6.695023
"2666",31.65,22.24838,15.20775,68.14567,18.50413,72.557,16.322,34.95319
"2667",31.66,14.26688,13.26726,106.1356,31.52602,59.557,38.288,29.96609
"2668",31.67,13.28508,8.245621,100.1261,26.39715,49.557,6.254,18.979
"2669",31.68,22.30301,6.373127,109.6346,20.4192,45.557,7.78,19.99194
"2670",31.69,47.32065,14.47425,104.6255,11.44114,46.575,21.182,37.00488
"2671",31.7,39.35886,16.53226,80.61652,8.462971,55.575,27.143,10.01782
"2672",31.71,32.37593,19.5899,70.60744,12.48469,48.574,9.105,2.030762
