"","county","population","top","second","third"
"2478","tennessee,loudon",39086,"American","English","German"
"2479","tennessee,mcminn",49015,"American","English","Irish"
"2480","tennessee,mcnairy",24653,"American","Irish","English"
"2481","tennessee,macon",20386,"American","English","Irish"
"2482","tennessee,madison",91837,"American","English","Irish"
"2483","tennessee,marion",27776,"American","English","Irish"
"2484","tennessee,marshall",26767,"American","English","German"
"2485","tennessee,maury",69498,"American","Irish","English"
"2486","tennessee,meigs",11086,"American","Irish","German"
"2487","tennessee,monroe",38961,"American","Irish","English"
"2488","tennessee,montgomery",134768,"American","German","Irish"
"2489","tennessee,moore",5740,"American","Irish","German"
"2490","tennessee,morgan",19757,"American","German","Irish"
"2491","tennessee,obion",32450,"American","Irish","English"
"2492","tennessee,overton",20118,"American","English","Irish"
"2493","tennessee,perry",7631,"American","Irish","English"
"2494","tennessee,pickett",4945,"American","English","Irish"
"2495","tennessee,polk",16050,"American","English","Irish"
"2496","tennessee,putnam",62315,"American","English","Irish"
"2497","tennessee,rhea",28400,"American","English","German"
"2498","tennessee,roane",51910,"American","English","German"
"2499","tennessee,robertson",54433,"American","English","Irish"
"2500","tennessee,rutherford",182023,"American","English","Irish"
"2501","tennessee,scott",21127,"American","English","Irish"
"2502","tennessee,sequatchie",11370,"American","Irish","English"
"2503","tennessee,sevier",71170,"American","English","German"
"2504","tennessee,shelby",897472,"American","English","Irish"
"2505","tennessee,smith",17712,"American","English","Irish"
"2506","tennessee,stewart",12370,"American","German","Irish"
"2507","tennessee,sullivan",153048,"American","English","Irish"
"2508","tennessee,sumner",130449,"American","English","Irish"
"2509","tennessee,tipton",51271,"American","Irish","English"
"2510","tennessee,trousdale",7259,"American","English","Irish"
"2511","tennessee,unicoi",17667,"American","English","Irish"
"2512","tennessee,union",17808,"American","Irish","English"
"2513","tennessee,van buren",5508,"American","English","Irish"
"2514","tennessee,warren",38276,"American","Irish","English"
"2515","tennessee,washington",107198,"American","English","German"
"2516","tennessee,wayne",16842,"American","Irish","English"
"2517","tennessee,weakley",34895,"American","Irish","English"
"2518","tennessee,white",23102,"American","Irish","English"
"2519","tennessee,williamson",126638,"American","English","German"
"2520","tennessee,wilson",88809,"American","English","German"
"2521","texas,anderson",55109,"American","Irish","English"
"2522","texas,andrews",13004,"American","German","Irish"
"2523","texas,angelina",80130,"American","Irish","English"
"2524","texas,aransas",22497,"German","Irish","English"
"2525","texas,archer",8854,"German","American","Irish"
"2526","texas,armstrong",2148,"American","German","English"
"2527","texas,atascosa",38628,"German","Irish","American"
"2528","texas,austin",23590,"German","American","Czech"
"2529","texas,bailey",6594,"American","English","German"
"2530","texas,bandera",17645,"German","English","Irish"
"2531","texas,bastrop",57733,"German","American","English"
"2532","texas,baylor",4093,"American","German","Irish"
"2533","texas,bee",32359,"German","American","English"
"2534","texas,bell",237974,"German","American","Irish"
"2535","texas,bexar",1392931,"German","English","American"
"2536","texas,blanco",8418,"German","English","American"
"2537","texas,borden",729,"American","English","Irish"
"2538","texas,bosque",17204,"German","American","Irish"
"2539","texas,bowie",89306,"American","Irish","English"
"2540","texas,brazoria",241767,"German","American","English"
"2541","texas,brazos",152415,"German","English","Irish"
"2542","texas,brewster",8866,"English","German","American"
"2543","texas,briscoe",1790,"American","Irish","German"
"2544","texas,brooks",7976,"American","German","Irish"
"2545","texas,brown",37674,"American","German","English"
"2546","texas,burleson",16470,"German","American","Czech"
"2547","texas,burnet",34147,"German","American","English"
"2548","texas,caldwell",32194,"German","American","Irish"
"2549","texas,calhoun",20647,"German","American","English"
"2550","texas,callahan",12905,"American","Irish","German"
"2551","texas,cameron",335227,"American","German","English"
"2552","texas,camp",11549,"American","English","Irish"
"2553","texas,carson",6516,"American","German","English"
"2554","texas,cass",30438,"American","Irish","English"
"2555","texas,castro",8285,"American","German","English"
"2556","texas,chambers",26031,"American","German","Irish"
"2557","texas,cherokee",46659,"American","Irish","English"
"2558","texas,childress",7688,"American","English","German"
"2559","texas,clay",11006,"American","German","Irish"
"2560","texas,cochran",3730,"American","German","Irish"
"2561","texas,coke",3864,"American","German","English"
"2562","texas,coleman",9235,"American","German","Irish"
"2563","texas,collin",491675,"German","American","English"
"2564","texas,collingsworth",3206,"American","English","Irish"
"2565","texas,colorado",20390,"German","Czech","American"
"2566","texas,comal",78021,"German","American","English"
"2567","texas,comanche",14026,"American","German","English"
"2568","texas,concho",3966,"German","American","English"
"2569","texas,cooke",36363,"German","American","English"
"2570","texas,coryell",74978,"German","American","Irish"
"2571","texas,cottle",1904,"American","English","Irish"
"2572","texas,crane",3996,"American","German","Irish"
"2573","texas,crockett",4099,"American","German","English"
"2574","texas,crosby",7072,"American","English","Irish"
"2575","texas,culberson",2975,"English","American","Irish"
"2576","texas,dallam",6222,"American","German","Irish"
"2577","texas,dallas",2218899,"American","German","English"
"2578","texas,dawson",14985,"American","English","German"
"2579","texas,deaf smith",18561,"American","German","English"
"2580","texas,delta",5327,"American","Irish","English"
"2581","texas,denton",432976,"German","American","English"
"2582","texas,de witt",20013,"German","American","Czech"
"2583","texas,dickens",2762,"American","English","Irish"
"2584","texas,dimmit",10248,"American","German","Irish"
"2585","texas,donley",3828,"American","English","Irish"
"2586","texas,duval",13120,"American","German","Irish"
"2587","texas,eastland",18297,"American","English","Irish"
"2588","texas,ector",121123,"American","English","German"
"2589","texas,edwards",2162,"American","English","German"
"2590","texas,ellis",111360,"American","German","English"
"2591","texas,el paso",679622,"German","American","English"
"2592","texas,erath",33001,"American","English","German"
"2593","texas,falls",18576,"German","American","Irish"
"2594","texas,fannin",31242,"American","Irish","English"
"2595","texas,fayette",21804,"German","Czech","American"
"2596","texas,fisher",4344,"American","Irish","German"
"2597","texas,floyd",7771,"American","English","Irish"
"2598","texas,foard",1622,"American","German","English"
"2599","texas,fort bend",354452,"German","American","English"
"2600","texas,franklin",9458,"American","English","German"
"2601","texas,freestone",17867,"American","English","German"
"2602","texas,frio",16252,"American","German","English"
"2603","texas,gaines",14467,"German","American","Irish"
"2604","texas,galveston",250158,"German","American","English"
"2605","texas,garza",4872,"American","Irish","German"
"2606","texas,gillespie",20814,"German","American","English"
"2607","texas,glasscock",1406,"German","American","English"
"2608","texas,goliad",6928,"German","English","American"
"2609","texas,gonzales",18628,"German","American","Irish"
"2610","texas,gray",22744,"American","German","English"
"2611","texas,grayson",110595,"American","German","English"
"2612","texas,gregg",111379,"American","Irish","English"
"2613","texas,grimes",23552,"German","American","Polish"
"2614","texas,guadalupe",89023,"German","American","English"
"2615","texas,hale",36602,"American","English","German"
"2616","texas,hall",3782,"American","English","German"
"2617","texas,hamilton",8229,"American","German","English"
"2618","texas,hansford",5369,"American","German","English"
"2619","texas,hardeman",4724,"American","English","Irish"
"2620","texas,hardin",48073,"American","Irish","German"
"2621","texas,harris",3400578,"German","American","English"
"2622","texas,harrison",62110,"American","Irish","English"
"2623","texas,hartley",5537,"American","German","English"
"2624","texas,haskell",6093,"American","German","Irish"
"2625","texas,hays",97589,"German","English","Irish"
"2626","texas,hemphill",3351,"American","German","Irish"
"2627","texas,henderson",73277,"American","English","Irish"
"2628","texas,hidalgo",569463,"American","German","English"
"2629","texas,hill",32321,"American","German","English"
"2630","texas,hockley",22716,"American","German","Irish"
"2631","texas,hood",41100,"American","German","English"
"2632","texas,hopkins",31960,"American","Irish","English"
"2633","texas,houston",23185,"American","English","Irish"
"2634","texas,howard",33627,"American","German","English"
"2635","texas,hudspeth",3344,"American","Irish","English"
"2636","texas,hunt",76596,"American","English","Irish"
"2637","texas,hutchinson",23857,"American","English","German"
"2638","texas,irion",1771,"American","German","English"
"2639","texas,jack",8763,"American","English","Irish"
"2640","texas,jackson",14391,"German","American","Czech"
"2641","texas,jasper",35604,"American","English","Irish"
"2642","texas,jeff davis",2207,"English","Irish","German"
"2643","texas,jefferson",252051,"American","French (except Basque)","German"
"2644","texas,jim hogg",5281,"American","German","English"
"2645","texas,jim wells",39326,"German","American","English"
"2646","texas,johnson",126811,"American","German","English"
"2647","texas,jones",20785,"American","English","German"
"2648","texas,karnes",15446,"German","Polish","American"
"2649","texas,kaufman",71313,"American","Irish","English"
"2650","texas,kendall",23743,"German","English","American"
"2651","texas,kenedy",414,"Irish","French (except Basque)","Czech"
"2652","texas,kent",859,"English","American","German"
"2653","texas,kerr",43653,"German","English","American"
"2654","texas,kimble",4468,"German","American","English"
"2655","texas,king",356,"American","German","Irish"
"2656","texas,kinney",3379,"German","American","English"
"2657","texas,kleberg",31549,"German","American","English"
"2658","texas,knox",4253,"American","German","Irish"
"2659","texas,lamar",48499,"American","Irish","German"
"2660","texas,lamb",14709,"American","German","English"
"2661","texas,lampasas",17762,"German","American","English"
"2662","texas,la salle",5866,"American","German","English"
"2663","texas,lavaca",19210,"Czech","German","American"
"2664","texas,lee",15657,"German","American","Irish"
"2665","texas,leon",15335,"American","German","Irish"
"2666","texas,liberty",70154,"American","Irish","German"
"2667","texas,limestone",22051,"American","Irish","German"
"2668","texas,lipscomb",3057,"German","American","English"
"2669","texas,live oak",12309,"German","American","Irish"
"2670","texas,llano",17044,"German","American","English"
"2671","texas,loving",67,"Irish","English","American"
"2672","texas,lubbock",242628,"American","German","English"
"2673","texas,lynn",6550,"American","German","Irish"
"2674","texas,mcculloch",8205,"American","German","Irish"
"2675","texas,mclennan",213517,"German","American","English"
"2676","texas,mcmullen",851,"American","English","Irish"
"2677","texas,madison",12940,"American","Irish","German"
"2678","texas,marion",10941,"American","German","Irish"
"2679","texas,martin",4746,"American","German","English"
"2680","texas,mason",3738,"German","English","Irish"
"2681","texas,matagorda",37957,"German","American","English"
"2682","texas,maverick",47297,"American","German","Irish"
"2683","texas,medina",39304,"German","American","English"
"2684","texas,menard",2360,"American","German","Irish"
"2685","texas,midland",116009,"American","German","English"
"2686","texas,milam",24238,"American","German","English"
"2687","texas,mills",5151,"American","German","English"
"2688","texas,mitchell",9698,"American","English","Irish"
"2689","texas,montague",19117,"American","Irish","German"
"2690","texas,montgomery",293768,"American","German","English"
"2691","texas,moore",20121,"American","German","Irish"
"2692","texas,morris",13048,"American","Irish","English"
"2693","texas,motley",1426,"American","English","Irish"
"2694","texas,nacogdoches",59203,"American","English","Irish"
"2695","texas,navarro",45124,"American","Irish","English"
"2696","texas,newton",15072,"American","English","Irish"
"2697","texas,nolan",15802,"American","German","Irish"
"2698","texas,nueces",313645,"German","American","Irish"
"2699","texas,ochiltree",9006,"American","German","English"
"2700","texas,oldham",2185,"American","German","English"
"2701","texas,orange",84966,"American","French (except Basque)","Irish"
"2702","texas,palo pinto",27026,"American","Irish","German"
"2703","texas,panola",22756,"American","Irish","English"
"2704","texas,parker",88495,"American","German","English"
"2705","texas,parmer",10016,"American","German","English"
"2706","texas,pecos",16809,"American","German","Irish"
"2707","texas,polk",41133,"American","English","Irish"
"2708","texas,potter",113546,"American","German","Irish"
"2709","texas,presidio",7304,"American","German","English"
"2710","texas,rains",9139,"American","Irish","German"
"2711","texas,randall",104312,"American","German","English"
"2712","texas,reagan",3326,"American","German","Irish"
"2713","texas,real",3047,"English","American","German"
"2714","texas,red river",14314,"American","Irish","English"
"2715","texas,reeves",13137,"American","English","German"
"2716","texas,refugio",7828,"German","Irish","American"
"2717","texas,roberts",887,"American","German","Irish"
"2718","texas,robertson",16000,"American","German","English"
"2719","texas,rockwall",43080,"American","German","English"
"2720","texas,runnels",11495,"German","American","English"
"2721","texas,rusk",47372,"American","English","Irish"
"2722","texas,sabine",10469,"American","English","Irish"
"2723","texas,san augustine",8946,"American","English","Irish"
"2724","texas,san jacinto",22246,"American","Irish","German"
"2725","texas,san patricio",67138,"German","American","Irish"
"2726","texas,san saba",6186,"American","German","English"
"2727","texas,schleicher",2935,"American","German","Irish"
"2728","texas,scurry",16361,"American","Irish","English"
"2729","texas,shackelford",3302,"American","English","German"
"2730","texas,shelby",25224,"American","English","Irish"
"2731","texas,sherman",3186,"American","German","English"
"2732","texas,smith",174706,"American","English","Irish"
"2733","texas,somervell",6809,"American","English","German"
"2734","texas,starr",53597,"American","German","Subsaharan African"
"2735","texas,stephens",9674,"American","English","German"
"2736","texas,sterling",1393,"American","English","German"
"2737","texas,stonewall",1693,"American","Irish","German"
"2738","texas,sutton",4077,"American","German","English"
"2739","texas,swisher",8378,"American","German","English"
"2740","texas,tarrant",1446219,"American","German","English"
"2741","texas,taylor",126555,"American","German","English"
"2742","texas,terrell",1081,"German","English","American"
"2743","texas,terry",12761,"American","German","English"
"2744","texas,throckmorton",1850,"American","English","Irish"
"2745","texas,titus",28118,"American","Irish","English"
"2746","texas,tom green",104010,"German","American","English"
"2747","texas,travis",812280,"German","English","Irish"
"2748","texas,trinity",13779,"American","Irish","German"
"2749","texas,tyler",20871,"American","English","Irish"
"2750","texas,upshur",35291,"American","Irish","English"
"2751","texas,upton",3404,"American","English","German"
"2752","texas,uvalde",25926,"German","American","English"
"2753","texas,val verde",44856,"American","German","English"
"2754","texas,van zandt",48140,"American","Irish","English"
"2755","texas,victoria",84088,"German","American","English"
"2756","texas,walker",61758,"American","German","Irish"
"2757","texas,waller",32663,"German","American","Irish"
"2758","texas,ward",10909,"American","German","Irish"
"2759","texas,washington",30373,"German","American","English"
"2760","texas,webb",193117,"American","German","English"
"2761","texas,wharton",41188,"Czech","German","American"
"2762","texas,wheeler",5284,"American","Irish","English"
"2763","texas,wichita",131664,"American","German","English"
"2764","texas,wilbarger",14676,"American","German","Irish"
"2765","texas,willacy",20082,"American","German","English"
"2766","texas,williamson",249967,"German","English","American"
"2767","texas,wilson",32408,"German","Polish","English"
"2768","texas,winkler",7173,"American","English","Irish"
"2769","texas,wise",48793,"American","Irish","German"
"2770","texas,wood",36752,"American","English","Irish"
"2771","texas,yoakum",7322,"American","German","Irish"
"2772","texas,young",17943,"American","Irish","English"
"2773","texas,zapata",12182,"American","German","English"
"2774","texas,zavala",11600,"German","American","English"
"2775","utah,beaver",6005,"English","American","German"
"2776","utah,box elder",42745,"English","Danish","German"
"2777","utah,cache",91391,"English","German","American"
"2778","utah,carbon",20422,"English","German","Italian"
"2779","utah,daggett",921,"English","German","American"
"2780","utah,davis",238994,"English","German","American"
"2781","utah,duchesne",14371,"English","American","German"
"2782","utah,emery",10860,"English","Danish","American"
"2783","utah,garfield",4735,"English","American","German"
"2784","utah,grand",8485,"English","German","American"
"2785","utah,iron",33779,"English","American","German"
"2786","utah,juab",8238,"English","American","Danish"
"2787","utah,kane",6046,"English","American","German"
"2788","utah,millard",12405,"English","American","Danish"
"2789","utah,morgan",7129,"English","American","German"
"2790","utah,piute",1435,"English","American","Danish"
"2791","utah,rich",1961,"English","American","German"
"2792","utah,salt lake",898387,"English","German","American"
"2793","utah,san juan",14413,"English","American","German"
"2794","utah,sanpete",22763,"English","Danish","American"
"2795","utah,sevier",18842,"English","Danish","American"
"2796","utah,summit",29736,"English","German","American"
"2797","utah,tooele",40735,"English","American","German"
"2798","utah,uintah",25224,"English","American","German"
"2799","utah,utah",368536,"English","American","German"
"2800","utah,wasatch",15215,"English","German","American"
"2801","utah,washington",90354,"English","American","German"
"2802","utah,wayne",2509,"English","American","German"
"2803","utah,weber",196533,"English","German","American"
"2804","vermont,addison",35974,"English","American","French (except Basque)"
"2805","vermont,bennington",36994,"Irish","English","French (except Basque)"
"2806","vermont,caledonia",29702,"English","French (except Basque)","American"
"2807","vermont,chittenden",146571,"Irish","English","French Canadian"
"2808","vermont,essex",6459,"French (except Basque)","English","American"
"2809","vermont,franklin",45417,"French Canadian","French (except Basque)","American"
"2810","vermont,grand isle",6901,"French (except Basque)","French Canadian","English"
"2811","vermont,lamoille",23233,"English","American","Irish"
"2812","vermont,orange",28226,"English","French (except Basque)","American"
"2813","vermont,orleans",26277,"French (except Basque)","English","French Canadian"
"2814","vermont,rutland",63400,"Irish","English","French (except Basque)"
"2815","vermont,washington",58039,"English","Irish","French (except Basque)"
"2816","vermont,windham",44216,"English","Irish","French (except Basque)"
"2817","vermont,windsor",57418,"English","Irish","American"
"2818","virginia,accomack",38305,"American","English","German"
"2819","virginia,albemarle",79236,"English","American","German"
"2820","virginia,alleghany",12926,"American","German","English"
"2821","virginia,amelia",11400,"American","English","German"
"2822","virginia,amherst",31894,"American","English","German"
"2823","virginia,appomattox",13705,"American","English","Irish"
"2824","virginia,arlington",189453,"Irish","English","German"
"2825","virginia,augusta",65615,"American","German","English"
"2826","virginia,bath",5048,"American","German","English"
"2827","virginia,bedford",60371,"American","English","German"
"2828","virginia,bland",6871,"American","German","English"
"2829","virginia,botetourt",30496,"American","German","English"
"2830","virginia,brunswick",18419,"American","English","German"
"2831","virginia,buchanan",26978,"American","English","Irish"
"2832","virginia,buckingham",15623,"American","English","German"
"2833","virginia,campbell",51078,"American","English","German"
"2834","virginia,caroline",22121,"American","English","German"
"2835","virginia,carroll",29245,"American","English","German"
"2836","virginia,charles city",6926,"American","English","German"
"2837","virginia,charlotte",12472,"American","English","German"
"2838","virginia,chesterfield",259903,"American","English","German"
"2839","virginia,clarke",12652,"American","German","English"
"2840","virginia,craig",5091,"American","German","English"
"2841","virginia,culpeper",34262,"American","German","English"
"2842","virginia,cumberland",9017,"American","German","Irish"
"2843","virginia,dickenson",16395,"American","Irish","English"
"2844","virginia,dinwiddie",24533,"American","English","German"
"2845","virginia,essex",9989,"American","English","Irish"
"2846","virginia,fairfax",969749,"German","Irish","English"
"2847","virginia,fauquier",55139,"American","German","English"
"2848","virginia,floyd",13874,"American","English","German"
"2849","virginia,fluvanna",20047,"American","German","English"
"2850","virginia,franklin",47286,"American","German","English"
"2851","virginia,frederick",59209,"American","German","English"
"2852","virginia,giles",16657,"American","German","Irish"
"2853","virginia,gloucester",34780,"American","English","German"
"2854","virginia,goochland",16863,"American","English","Irish"
"2855","virginia,grayson",17917,"American","English","German"
"2856","virginia,greene",15244,"American","German","English"
"2857","virginia,greensville",11560,"American","English","German"
"2858","virginia,halifax",37355,"American","English","German"
"2859","virginia,hanover",86320,"American","English","German"
"2860","virginia,henrico",262300,"English","American","German"
"2861","virginia,henry",57930,"American","English","Irish"
"2862","virginia,highland",2536,"German","American","English"
"2863","virginia,isle of wight",29728,"American","English","German"
"2864","virginia,james city",48102,"English","German","Irish"
"2865","virginia,king and queen",6630,"American","English","Irish"
"2866","virginia,king george",16803,"German","American","English"
"2867","virginia,king william",13146,"American","English","German"
"2868","virginia,lancaster",11567,"English","American","German"
"2869","virginia,lee",23589,"American","English","Irish"
"2870","virginia,loudoun",169599,"German","Irish","English"
"2871","virginia,louisa",25627,"American","English","German"
"2872","virginia,lunenburg",13146,"American","English","German"
"2873","virginia,madison",12520,"American","German","English"
"2874","virginia,mathews",9207,"American","English","Irish"
"2875","virginia,mecklenburg",32380,"American","English","German"
"2876","virginia,middlesex",9932,"English","American","German"
"2877","virginia,montgomery",83629,"American","German","English"
"2878","virginia,nelson",14445,"American","English","Irish"
"2879","virginia,new kent",13462,"American","English","German"
"2880","virginia,northampton",13093,"English","American","German"
"2881","virginia,northumberland",12259,"American","English","German"
"2882","virginia,nottoway",15725,"American","English","German"
"2883","virginia,orange",25881,"American","English","German"
"2884","virginia,page",23177,"American","German","English"
"2885","virginia,patrick",19407,"American","English","German"
"2886","virginia,pittsylvania",61745,"American","English","Irish"
"2887","virginia,powhatan",22377,"American","English","German"
"2888","virginia,prince edward",19720,"American","English","German"
"2889","virginia,prince george",33047,"American","English","German"
"2890","virginia,prince william",280813,"German","Irish","American"
"2891","virginia,pulaski",35127,"American","English","German"
"2892","virginia,rappahannock",6983,"American","English","German"
"2893","virginia,richmond",8809,"American","English","German"
"2894","virginia,roanoke",85778,"American","English","German"
"2895","virginia,rockbridge",20808,"American","German","English"
"2896","virginia,rockingham",67725,"German","American","English"
"2897","virginia,russell",30308,"American","English","German"
"2898","virginia,scott",23403,"American","English","Irish"
"2899","virginia,shenandoah",35075,"German","American","English"
"2900","virginia,smyth",33081,"American","English","German"
"2901","virginia,southampton",17482,"American","English","German"
"2902","virginia,spotsylvania",90395,"American","German","Irish"
"2903","virginia,stafford",92446,"German","American","Irish"
"2904","virginia,surry",6829,"American","English","Irish"
"2905","virginia,sussex",12504,"American","English","German"
"2906","virginia,tazewell",44598,"American","Irish","English"
"2907","virginia,warren",31584,"American","German","English"
"2908","virginia,washington",51103,"American","English","German"
"2909","virginia,westmoreland",16718,"American","English","German"
"2910","virginia,wise",40123,"American","English","Irish"
"2911","virginia,wythe",27599,"American","German","English"
"2912","virginia,york",56297,"English","German","American"
"2913","virginia,alexandria",128283,"Irish","English","German"
"2914","virginia,bedford",6299,"American","English","German"
"2915","virginia,bristol",17367,"American","English","Irish"
"2916","virginia,buena vista",6349,"American","German","Irish"
"2917","virginia,charlottesville",45049,"English","German","American"
"2918","virginia,chesapeake",199184,"American","English","German"
"2919","virginia,clifton forge",4289,"American","Irish","German"
"2920","virginia,colonial heights",16897,"English","American","German"
"2921","virginia,covington",6303,"American","German","Irish"
"2922","virginia,danville",48411,"American","English","Irish"
"2923","virginia,emporia",5665,"American","English","Irish"
"2924","virginia,fairfax",21498,"German","Irish","English"
"2925","virginia,falls church",10377,"English","Irish","German"
"2926","virginia,franklin",8346,"English","American","Irish"
"2927","virginia,fredericksburg",19279,"English","German","Irish"
"2928","virginia,galax",6837,"American","English","German"
"2929","virginia,hampton",146437,"American","German","English"
"2930","virginia,harrisonburg",40468,"German","American","Irish"
"2931","virginia,hopewell",22354,"American","English","German"
"2932","virginia,lexington",6867,"English","Irish","German"
"2933","virginia,lynchburg",65269,"American","English","German"
"2934","virginia,manassas",35135,"German","Irish","English"
"2935","virginia,manassas park",10290,"American","German","Irish"
"2936","virginia,martinsville",15416,"American","English","German"
"2937","virginia,newport news",180150,"American","German","English"
"2938","virginia,norfolk",234403,"German","Irish","American"
"2939","virginia,norton",3904,"American","Irish","English"
"2940","virginia,petersburg",33740,"American","English","German"
"2941","virginia,poquoson",11566,"English","American","German"
"2942","virginia,portsmouth",100565,"American","English","Irish"
"2943","virginia,radford",15859,"American","German","English"
"2944","virginia,richmond",197790,"English","American","German"
"2945","virginia,roanoke",94911,"American","English","German"
"2946","virginia,salem",24747,"American","German","English"
"2947","virginia,staunton",23853,"American","German","English"
"2948","virginia,suffolk",63677,"American","English","German"
"2949","virginia,virginia beach",425257,"German","English","Irish"
"2950","virginia,waynesboro",19520,"American","German","English"
"2951","virginia,williamsburg",11998,"English","German","Irish"
"2952","virginia,winchester",23585,"American","German","English"
"2953","washington,adams",16428,"German","American","English"
"2954","washington,asotin",20551,"German","English","Irish"
"2955","washington,benton",142475,"German","English","American"
"2956","washington,chelan",66616,"German","English","American"
"2957","washington,clallam",64525,"German","English","Irish"
"2958","washington,clark",345238,"German","English","Irish"
"2959","washington,columbia",4064,"German","American","English"
"2960","washington,cowlitz",92948,"German","American","English"
"2961","washington,douglas",32603,"German","English","American"
"2962","washington,ferry",7260,"German","American","Irish"
"2963","washington,franklin",49347,"German","American","English"
"2964","washington,garfield",2397,"German","American","English"
"2965","washington,grant",74698,"German","American","English"
"2966","washington,grays harbor",67194,"German","American","English"
"2967","washington,island",71558,"German","English","Irish"
"2968","washington,jefferson",25953,"German","English","Irish"
"2969","washington,king",1737034,"German","English","Irish"
"2970","washington,kitsap",231969,"German","English","Irish"
"2971","washington,kittitas",33362,"German","English","Irish"
"2972","washington,klickitat",19161,"German","American","English"
"2973","washington,lewis",68600,"German","American","English"
"2974","washington,lincoln",10184,"German","English","American"
"2975","washington,mason",49405,"German","Irish","English"
"2976","washington,okanogan",39564,"German","English","American"
"2977","washington,pacific",20984,"German","English","Irish"
"2978","washington,pend oreille",11732,"German","English","American"
"2979","washington,pierce",700820,"German","Irish","English"
"2980","washington,san juan",14077,"English","German","Irish"
"2981","washington,skagit",102979,"German","English","Norwegian"
"2982","washington,skamania",9872,"German","English","Irish"
"2983","washington,snohomish",606024,"German","English","Irish"
"2984","washington,spokane",417939,"German","Irish","English"
"2985","washington,stevens",40066,"German","American","English"
"2986","washington,thurston",207355,"German","English","Irish"
"2987","washington,wahkiakum",3824,"German","Norwegian","American"
"2988","washington,walla walla",55180,"German","English","American"
"2989","washington,whatcom",166814,"German","English","Dutch"
"2990","washington,whitman",40740,"German","English","Irish"
"2991","washington,yakima",222581,"German","American","English"
"2992","west virginia,barbour",15557,"American","German","Irish"
"2993","west virginia,berkeley",75905,"German","American","English"
"2994","west virginia,boone",25535,"American","English","Irish"
"2995","west virginia,braxton",14702,"American","German","Irish"
"2996","west virginia,brooke",25447,"Italian","German","Irish"
"2997","west virginia,cabell",96784,"American","English","German"
"2998","west virginia,calhoun",7582,"American","German","Irish"
"2999","west virginia,clay",10330,"American","Irish","English"
"3000","west virginia,doddridge",7403,"American","Irish","German"
"3001","west virginia,fayette",47579,"American","English","Irish"
"3002","west virginia,gilmer",7160,"American","German","English"
"3003","west virginia,grant",11299,"American","German","Irish"
"3004","west virginia,greenbrier",34453,"American","German","Irish"
"3005","west virginia,hampshire",20203,"American","German","Irish"
"3006","west virginia,hancock",32667,"Italian","German","American"
"3007","west virginia,hardy",12669,"German","American","English"
"3008","west virginia,harrison",68652,"American","German","Italian"
"3009","west virginia,jackson",28000,"American","German","English"
"3010","west virginia,jefferson",42190,"German","American","English"
"3011","west virginia,kanawha",200073,"American","English","German"
"3012","west virginia,lewis",16919,"American","German","English"
"3013","west virginia,lincoln",22108,"American","Irish","English"
"3014","west virginia,logan",37710,"American","Irish","English"
"3015","west virginia,mcdowell",27329,"American","Irish","German"
"3016","west virginia,marion",56598,"German","American","Irish"
"3017","west virginia,marshall",35519,"American","German","Irish"
"3018","west virginia,mason",25957,"American","German","English"
"3019","west virginia,mercer",62980,"American","English","Irish"
"3020","west virginia,mineral",27078,"German","American","Irish"
"3021","west virginia,mingo",28253,"American","Irish","English"
"3022","west virginia,monongalia",81866,"German","American","Irish"
"3023","west virginia,monroe",14583,"American","German","English"
"3024","west virginia,morgan",14943,"American","German","Irish"
"3025","west virginia,nicholas",26562,"American","Irish","German"
"3026","west virginia,ohio",47427,"German","Irish","English"
"3027","west virginia,pendleton",8196,"German","American","English"
"3028","west virginia,pleasants",7514,"American","English","German"
"3029","west virginia,pocahontas",9131,"American","German","Irish"
"3030","west virginia,preston",29334,"American","German","Irish"
"3031","west virginia,putnam",51589,"American","German","English"
"3032","west virginia,raleigh",79220,"American","English","German"
"3033","west virginia,randolph",28262,"American","German","Irish"
"3034","west virginia,ritchie",10343,"American","German","Irish"
"3035","west virginia,roane",15446,"American","German","Irish"
"3036","west virginia,summers",12999,"American","English","Irish"
"3037","west virginia,taylor",16089,"American","German","Irish"
"3038","west virginia,tucker",7321,"American","German","English"
"3039","west virginia,tyler",9592,"American","German","English"
"3040","west virginia,upshur",23404,"American","German","English"
"3041","west virginia,wayne",42903,"American","English","Irish"
"3042","west virginia,webster",9719,"American","German","Irish"
"3043","west virginia,wetzel",17693,"American","German","English"
"3044","west virginia,wirt",5873,"American","German","Irish"
"3045","west virginia,wood",87986,"American","German","English"
"3046","west virginia,wyoming",25708,"American","English","Irish"
"3047","wisconsin,adams",18643,"German","Polish","Norwegian"
"3048","wisconsin,ashland",16866,"German","Finnish","Polish"
"3049","wisconsin,barron",44963,"German","Norwegian","Irish"
"3050","wisconsin,bayfield",15013,"German","Norwegian","Swedish"
"3051","wisconsin,brown",226778,"German","Polish","Belgian"
"3052","wisconsin,buffalo",13804,"German","Norwegian","Polish"
"3053","wisconsin,burnett",15674,"German","Swedish","Norwegian"
"3054","wisconsin,calumet",40631,"German","Irish","American"
"3055","wisconsin,chippewa",55195,"German","Norwegian","Irish"
"3056","wisconsin,clark",33557,"German","Polish","Norwegian"
"3057","wisconsin,columbia",52468,"German","Norwegian","Irish"
"3058","wisconsin,crawford",17243,"German","Norwegian","Irish"
