"","Age","Sex","Year","Population"
"9331",30,"Male",1962,1.126289
"9332",31,"Male",1962,1.131675
"9333",32,"Male",1962,1.147201
"9334",33,"Male",1962,1.164983
"9335",34,"Male",1962,1.190269
"9336",35,"Male",1962,1.204685
"9337",36,"Male",1962,1.214734
"9338",37,"Male",1962,1.223523
"9339",38,"Male",1962,1.232803
"9340",39,"Male",1962,1.235188
"9341",40,"Male",1962,1.224723
"9342",41,"Male",1962,1.203774
"9343",42,"Male",1962,1.179972
"9344",43,"Male",1962,1.153983
"9345",44,"Male",1962,1.130525
"9346",45,"Male",1962,1.114769
"9347",46,"Male",1962,1.10587
"9348",47,"Male",1962,1.093445
"9349",48,"Male",1962,1.074689
"9350",49,"Male",1962,1.052405
"9351",50,"Male",1962,1.02907
"9352",51,"Male",1962,1.001992
"9353",52,"Male",1962,0.979719
"9354",53,"Male",1962,0.967051
"9355",54,"Male",1962,0.954584
"9356",55,"Male",1962,0.932216
"9357",56,"Male",1962,0.905182
"9358",57,"Male",1962,0.870919
"9359",58,"Male",1962,0.826339
"9360",59,"Male",1962,0.780629
"9361",60,"Male",1962,0.744578
"9362",61,"Male",1962,0.713745
"9363",62,"Male",1962,0.686775
"9364",63,"Male",1962,0.664487
"9365",64,"Male",1962,0.645709
"9366",65,"Male",1962,0.627693
"9367",66,"Male",1962,0.609499
"9368",67,"Male",1962,0.591091
"9369",68,"Male",1962,0.573781
"9370",69,"Male",1962,0.553022
"9371",70,"Male",1962,0.525232
"9372",71,"Male",1962,0.492478
"9373",72,"Male",1962,0.457977
"9374",73,"Male",1962,0.421965
"9375",74,"Male",1962,0.385595
"9376",0,"Female",1962,2.007126
"9377",1,"Female",1962,2.045372
"9378",2,"Female",1962,1.983105
"9379",3,"Female",1962,2.000257
"9380",4,"Female",1962,2.027604
"9381",5,"Female",1962,2.031188
"9382",6,"Female",1962,1.954714
"9383",7,"Female",1962,1.946998
"9384",8,"Female",1962,1.877087
"9385",9,"Female",1962,1.840651
"9386",10,"Female",1962,1.824125
"9387",11,"Female",1962,1.773482
"9388",12,"Female",1962,1.712221
"9389",13,"Female",1962,1.697686
"9390",14,"Female",1962,1.741074
"9391",15,"Female",1962,1.851446
"9392",16,"Female",1962,1.330137
"9393",17,"Female",1962,1.359825
"9394",18,"Female",1962,1.392683
"9395",19,"Female",1962,1.442828
"9396",20,"Female",1962,1.299799
"9397",21,"Female",1962,1.225651
"9398",22,"Female",1962,1.163121
"9399",23,"Female",1962,1.145909
"9400",24,"Female",1962,1.140132
"9401",25,"Female",1962,1.105763
"9402",26,"Female",1962,1.093649
"9403",27,"Female",1962,1.10101
"9404",28,"Female",1962,1.072772
"9405",29,"Female",1962,1.095428
"9406",30,"Female",1962,1.13943
"9407",31,"Female",1962,1.148379
"9408",32,"Female",1962,1.170384
"9409",33,"Female",1962,1.193445
"9410",34,"Female",1962,1.224882
"9411",35,"Female",1962,1.244936
"9412",36,"Female",1962,1.260908
"9413",37,"Female",1962,1.275028
"9414",38,"Female",1962,1.288628
"9415",39,"Female",1962,1.293143
"9416",40,"Female",1962,1.282263
"9417",41,"Female",1962,1.258917
"9418",42,"Female",1962,1.232238
"9419",43,"Female",1962,1.202888
"9420",44,"Female",1962,1.175928
"9421",45,"Female",1962,1.157351
"9422",46,"Female",1962,1.146273
"9423",47,"Female",1962,1.13141
"9424",48,"Female",1962,1.110063
"9425",49,"Female",1962,1.086082
"9426",50,"Female",1962,1.062803
"9427",51,"Female",1962,1.036692
"9428",52,"Female",1962,1.01606
"9429",53,"Female",1962,1.00628
"9430",54,"Female",1962,0.997008
"9431",55,"Female",1962,0.977052
"9432",56,"Female",1962,0.951289
"9433",57,"Female",1962,0.9186
"9434",58,"Female",1962,0.875779
"9435",59,"Female",1962,0.832717
"9436",60,"Female",1962,0.800986
"9437",61,"Female",1962,0.775901
"9438",62,"Female",1962,0.755702
"9439",63,"Female",1962,0.74146
"9440",64,"Female",1962,0.731173
"9441",65,"Female",1962,0.719837
"9442",66,"Female",1962,0.707507
"9443",67,"Female",1962,0.693418
"9444",68,"Female",1962,0.678085
"9445",69,"Female",1962,0.657148
"9446",70,"Female",1962,0.627831
"9447",71,"Female",1962,0.592339
"9448",72,"Female",1962,0.554379
"9449",73,"Female",1962,0.514256
"9450",74,"Female",1962,0.474039
"9451",0,"Male",1963,2.041991
"9452",1,"Male",1963,2.070958
"9453",2,"Male",1963,2.088512
"9454",3,"Male",1963,2.052519
"9455",4,"Male",1963,2.089397
"9456",5,"Male",1963,2.105237
"9457",6,"Male",1963,2.091034
"9458",7,"Male",1963,2.035209
"9459",8,"Male",1963,1.982145
"9460",9,"Male",1963,1.958005
"9461",10,"Male",1963,1.947671
"9462",11,"Male",1963,1.881245
"9463",12,"Male",1963,1.839304
"9464",13,"Male",1963,1.749139
"9465",14,"Male",1963,1.79961
"9466",15,"Male",1963,1.781807
"9467",16,"Male",1963,1.893178
"9468",17,"Male",1963,1.38197
"9469",18,"Male",1963,1.408979
"9470",19,"Male",1963,1.394933
"9471",20,"Male",1963,1.510299
"9472",21,"Male",1963,1.319719
"9473",22,"Male",1963,1.234779
"9474",23,"Male",1963,1.155399
"9475",24,"Male",1963,1.147072
"9476",25,"Male",1963,1.127211
"9477",26,"Male",1963,1.088288
"9478",27,"Male",1963,1.082309
"9479",28,"Male",1963,1.084743
"9480",29,"Male",1963,1.058056
"9481",30,"Male",1963,1.10518
"9482",31,"Male",1963,1.114209
"9483",32,"Male",1963,1.133943
"9484",33,"Male",1963,1.143824
"9485",34,"Male",1963,1.17131
"9486",35,"Male",1963,1.189176
"9487",36,"Male",1963,1.202885
"9488",37,"Male",1963,1.212366
"9489",38,"Male",1963,1.221111
"9490",39,"Male",1963,1.230309
"9491",40,"Male",1963,1.232075
"9492",41,"Male",1963,1.221014
"9493",42,"Male",1963,1.199506
"9494",43,"Male",1963,1.174844
"9495",44,"Male",1963,1.147721
"9496",45,"Male",1963,1.123497
"9497",46,"Male",1963,1.107588
"9498",47,"Male",1963,1.095714
"9499",48,"Male",1963,1.079858
"9500",49,"Male",1963,1.059987
"9501",50,"Male",1963,1.039005
"9502",51,"Male",1963,1.014726
"9503",52,"Male",1963,0.993352
"9504",53,"Male",1963,0.978282
"9505",54,"Male",1963,0.967811
"9506",55,"Male",1963,0.951479
"9507",56,"Male",1963,0.927695
"9508",57,"Male",1963,0.891913
"9509",58,"Male",1963,0.846839
"9510",59,"Male",1963,0.797128
"9511",60,"Male",1963,0.753833
"9512",61,"Male",1963,0.717755
"9513",62,"Male",1963,0.691043
"9514",63,"Male",1963,0.669899
"9515",64,"Male",1963,0.650341
"9516",65,"Male",1963,0.630112
"9517",66,"Male",1963,0.609716
"9518",67,"Male",1963,0.590393
"9519",68,"Male",1963,0.570071
"9520",69,"Male",1963,0.550945
"9521",70,"Male",1963,0.528875
"9522",71,"Male",1963,0.500709
"9523",72,"Male",1963,0.465799
"9524",73,"Male",1963,0.428951
"9525",74,"Male",1963,0.39166
"9526",0,"Female",1963,1.970519
"9527",1,"Female",1963,2.000644
"9528",2,"Female",1963,2.017343
"9529",3,"Female",1963,1.988119
"9530",4,"Female",1963,2.021529
"9531",5,"Female",1963,2.031827
"9532",6,"Female",1963,2.023417
"9533",7,"Female",1963,1.96948
"9534",8,"Female",1963,1.910463
"9535",9,"Female",1963,1.889083
"9536",10,"Female",1963,1.877402
"9537",11,"Female",1963,1.814138
"9538",12,"Female",1963,1.777966
"9539",13,"Female",1963,1.695035
"9540",14,"Female",1963,1.746279
"9541",15,"Female",1963,1.719732
"9542",16,"Female",1963,1.831024
"9543",17,"Female",1963,1.346625
"9544",18,"Female",1963,1.376576
"9545",19,"Female",1963,1.374216
"9546",20,"Female",1963,1.483443
"9547",21,"Female",1963,1.30255
"9548",22,"Female",1963,1.230651
"9549",23,"Female",1963,1.16642
"9550",24,"Female",1963,1.163181
"9551",25,"Female",1963,1.14518
"9552",26,"Female",1963,1.106755
"9553",27,"Female",1963,1.101937
"9554",28,"Female",1963,1.105308
"9555",29,"Female",1963,1.074165
"9556",30,"Female",1963,1.117218
"9557",31,"Female",1963,1.126826
"9558",32,"Female",1963,1.151968
"9559",33,"Female",1963,1.16878
"9560",34,"Female",1963,1.202772
"9561",35,"Female",1963,1.22633
"9562",36,"Female",1963,1.246493
"9563",37,"Female",1963,1.261707
"9564",38,"Female",1963,1.274982
"9565",39,"Female",1963,1.287821
"9566",40,"Female",1963,1.291716
"9567",41,"Female",1963,1.280233
"9568",42,"Female",1963,1.256309
"9569",43,"Female",1963,1.228957
"9570",44,"Female",1963,1.198791
"9571",45,"Female",1963,1.171493
"9572",46,"Female",1963,1.153121
"9573",47,"Female",1963,1.13921
"9574",48,"Female",1963,1.120912
"9575",49,"Female",1963,1.098833
"9576",50,"Female",1963,1.077076
"9577",51,"Female",1963,1.053465
"9578",52,"Female",1963,1.03423
"9579",53,"Female",1963,1.022174
"9580",54,"Female",1963,1.015565
"9581",55,"Female",1963,1.002934
"9582",56,"Female",1963,0.981373
"9583",57,"Female",1963,0.947345
"9584",58,"Female",1963,0.903636
"9585",59,"Female",1963,0.855607
"9586",60,"Female",1963,0.814565
"9587",61,"Female",1963,0.782475
"9588",62,"Female",1963,0.76204
"9589",63,"Female",1963,0.749115
"9590",64,"Female",1963,0.739126
"9591",65,"Female",1963,0.727735
"9592",66,"Female",1963,0.715569
"9593",67,"Female",1963,0.701296
"9594",68,"Female",1963,0.683657
"9595",69,"Female",1963,0.665079
"9596",70,"Female",1963,0.642381
"9597",71,"Female",1963,0.612049
"9598",72,"Female",1963,0.573512
"9599",73,"Female",1963,0.532212
"9600",74,"Female",1963,0.490058
"9601",0,"Male",1964,2.011685
"9602",1,"Male",1964,2.034643
"9603",2,"Male",1964,2.042873
"9604",3,"Male",1964,2.091903
"9605",4,"Male",1964,2.081351
"9606",5,"Male",1964,2.091078
"9607",6,"Male",1964,2.092928
"9608",7,"Male",1964,2.108654
"9609",8,"Male",1964,2.002719
"9610",9,"Male",1964,1.998582
"9611",10,"Male",1964,2.002242
"9612",11,"Male",1964,1.927425
"9613",12,"Male",1964,1.888335
"9614",13,"Male",1964,1.817407
"9615",14,"Male",1964,1.797575
"9616",15,"Male",1964,1.786888
"9617",16,"Male",1964,1.760388
"9618",17,"Male",1964,1.908243
"9619",18,"Male",1964,1.398204
"9620",19,"Male",1964,1.387456
"9621",20,"Male",1964,1.434533
"9622",21,"Male",1964,1.504612
"9623",22,"Male",1964,1.311881
"9624",23,"Male",1964,1.227339
"9625",24,"Male",1964,1.170731
"9626",25,"Male",1964,1.143312
"9627",26,"Male",1964,1.12169
"9628",27,"Male",1964,1.0932
"9629",28,"Male",1964,1.085371
"9630",29,"Male",1964,1.086948
"9631",30,"Male",1964,1.08601
"9632",31,"Male",1964,1.086597
"9633",32,"Male",1964,1.116145
"9634",33,"Male",1964,1.128861
"9635",34,"Male",1964,1.151905
"9636",35,"Male",1964,1.169053
"9637",36,"Male",1964,1.186315
"9638",37,"Male",1964,1.199631
"9639",38,"Male",1964,1.20944
"9640",39,"Male",1964,1.218396
"9641",40,"Male",1964,1.227073
"9642",41,"Male",1964,1.22844
"9643",42,"Male",1964,1.216687
"9644",43,"Male",1964,1.193976
"9645",44,"Male",1964,1.167959
"9646",45,"Male",1964,1.140073
"9647",46,"Male",1964,1.115483
"9648",47,"Male",1964,1.097203
"9649",48,"Male",1964,1.082908
"9650",49,"Male",1964,1.066553
"9651",50,"Male",1964,1.04797
"9652",51,"Male",1964,1.026374
"9653",52,"Male",1964,1.006851
"9654",53,"Male",1964,0.991098
"9655",54,"Male",1964,0.977227
"9656",55,"Male",1964,0.963031
"9657",56,"Male",1964,0.945189
"9658",57,"Male",1964,0.913353
"9659",58,"Male",1964,0.86788
"9660",59,"Male",1964,0.818382
"9661",60,"Male",1964,0.771059
"9662",61,"Male",1964,0.727739
"9663",62,"Male",1964,0.695727
"9664",63,"Male",1964,0.674655
"9665",64,"Male",1964,0.656218
"9666",65,"Male",1964,0.635435
"9667",66,"Male",1964,0.613111
"9668",67,"Male",1964,0.591498
"9669",68,"Male",1964,0.56988
"9670",69,"Male",1964,0.547352
"9671",70,"Male",1964,0.526665
"9672",71,"Male",1964,0.504137
"9673",72,"Male",1964,0.47367
"9674",73,"Male",1964,0.436419
"9675",74,"Male",1964,0.398441
"9676",0,"Female",1964,1.935168
"9677",1,"Female",1964,1.963475
"9678",2,"Female",1964,1.970712
"9679",3,"Female",1964,2.023407
"9680",4,"Female",1964,2.009648
"9681",5,"Female",1964,2.022975
"9682",6,"Female",1964,2.0265
"9683",7,"Female",1964,2.036033
"9684",8,"Female",1964,1.933137
"9685",9,"Female",1964,1.923266
"9686",10,"Female",1964,1.931532
"9687",11,"Female",1964,1.85946
"9688",12,"Female",1964,1.819053
"9689",13,"Female",1964,1.763087
"9690",14,"Female",1964,1.740844
"9691",15,"Female",1964,1.727055
"9692",16,"Female",1964,1.702094
"9693",17,"Female",1964,1.850689
"9694",18,"Female",1964,1.364638
"9695",19,"Female",1964,1.364558
"9696",20,"Female",1964,1.412207
"9697",21,"Female",1964,1.480212
"9698",22,"Female",1964,1.306507
"9699",23,"Female",1964,1.232705
"9700",24,"Female",1964,1.187823
"9701",25,"Female",1964,1.165603
"9702",26,"Female",1964,1.144008
"9703",27,"Female",1964,1.116252
"9704",28,"Female",1964,1.105923
"9705",29,"Female",1964,1.105662
"9706",30,"Female",1964,1.101041
"9707",31,"Female",1964,1.098255
"9708",32,"Female",1964,1.13055
"9709",33,"Female",1964,1.148828
"9710",34,"Female",1964,1.18014
"9711",35,"Female",1964,1.203272
"9712",36,"Female",1964,1.227263
"9713",37,"Female",1964,1.246763
"9714",38,"Female",1964,1.26134
"9715",39,"Female",1964,1.274067
"9716",40,"Female",1964,1.286476
"9717",41,"Female",1964,1.289995
"9718",42,"Female",1964,1.277873
"9719",43,"Female",1964,1.253003
"9720",44,"Female",1964,1.22462
"9721",45,"Female",1964,1.194011
"9722",46,"Female",1964,1.166648
"9723",47,"Female",1964,1.146031
"9724",48,"Female",1964,1.1297
"9725",49,"Female",1964,1.111253
"9726",50,"Female",1964,1.091247
"9727",51,"Female",1964,1.069471
"9728",52,"Female",1964,1.051615
"9729",53,"Female",1964,1.039189
"9730",54,"Female",1964,1.029226
"9731",55,"Female",1964,1.019512
"9732",56,"Female",1964,1.005353
"9733",57,"Female",1964,0.97618
"9734",58,"Female",1964,0.932149
"9735",59,"Female",1964,0.883844
"9736",60,"Female",1964,0.837844
"9737",61,"Female",1964,0.796332
"9738",62,"Female",1964,0.769126
"9739",63,"Female",1964,0.75621
"9740",64,"Female",1964,0.747776
"9741",65,"Female",1964,0.736831
"9742",66,"Female",1964,0.72496
"9743",67,"Female",1964,0.710464
"9744",68,"Female",1964,0.691858
"9745",69,"Female",1964,0.670405
"9746",70,"Female",1964,0.650009
"9747",71,"Female",1964,0.626373
"9748",72,"Female",1964,0.592876
"9749",73,"Female",1964,0.55091
"9750",74,"Female",1964,0.507638
"9751",0,"Male",1965,1.916766
"9752",1,"Male",1965,2.001515
"9753",2,"Male",1965,2.004312
"9754",3,"Male",1965,2.047132
"9755",4,"Male",1965,2.120072
"9756",5,"Male",1965,2.081094
"9757",6,"Male",1965,2.080795
"9758",7,"Male",1965,2.108461
"9759",8,"Male",1965,2.07543
"9760",9,"Male",1965,2.020083
"9761",10,"Male",1965,2.049184
"9762",11,"Male",1965,1.973573
"9763",12,"Male",1965,1.935008
"9764",13,"Male",1965,1.869228
"9765",14,"Male",1965,1.865141
"9766",15,"Male",1965,1.786893
"9767",16,"Male",1965,1.766658
"9768",17,"Male",1965,1.774111
"9769",18,"Male",1965,1.928843
"9770",19,"Male",1965,1.383976
"9771",20,"Male",1965,1.428339
"9772",21,"Male",1965,1.426411
"9773",22,"Male",1965,1.49337
"9774",23,"Male",1965,1.302768
"9775",24,"Male",1965,1.248401
"9776",25,"Male",1965,1.16678
"9777",26,"Male",1965,1.136166
"9778",27,"Male",1965,1.127364
"9779",28,"Male",1965,1.095698
"9780",29,"Male",1965,1.086428
"9781",30,"Male",1965,1.121099
"9782",31,"Male",1965,1.060876
"9783",32,"Male",1965,1.087881
"9784",33,"Male",1965,1.109158
"9785",34,"Male",1965,1.138552
"9786",35,"Male",1965,1.148435
"9787",36,"Male",1965,1.165227
"9788",37,"Male",1965,1.182374
"9789",38,"Male",1965,1.196367
"9790",39,"Male",1965,1.206539
"9791",40,"Male",1965,1.214897
"9792",41,"Male",1965,1.223181
"9793",42,"Male",1965,1.223584
"9794",43,"Male",1965,1.210282
"9795",44,"Male",1965,1.18616
"9796",45,"Male",1965,1.159584
"9797",46,"Male",1965,1.131323
"9798",47,"Male",1965,1.105123
"9799",48,"Male",1965,1.085431
"9800",49,"Male",1965,1.071067
"9801",50,"Male",1965,1.055734
"9802",51,"Male",1965,1.03662
"9803",52,"Male",1965,1.018596
"9804",53,"Male",1965,1.00301
"9805",54,"Male",1965,0.987524
"9806",55,"Male",1965,0.97013
"9807",56,"Male",1965,0.95438
"9808",57,"Male",1965,0.929346
"9809",58,"Male",1965,0.889021
"9810",59,"Male",1965,0.839804
"9811",60,"Male",1965,0.792523
"9812",61,"Male",1965,0.745047
"9813",62,"Male",1965,0.705705
"9814",63,"Male",1965,0.679114
"9815",64,"Male",1965,0.660692
"9816",65,"Male",1965,0.641224
"9817",66,"Male",1965,0.618587
"9818",67,"Male",1965,0.594958
"9819",68,"Male",1965,0.570736
"9820",69,"Male",1965,0.546687
"9821",70,"Male",1965,0.522526
"9822",71,"Male",1965,0.501476
"9823",72,"Male",1965,0.476634
"9824",73,"Male",1965,0.443685
"9825",74,"Male",1965,0.405039
"9826",0,"Female",1965,1.853283
"9827",1,"Female",1965,1.926903
"9828",2,"Female",1965,1.931053
"9829",3,"Female",1965,1.977316
"9830",4,"Female",1965,2.045489
"9831",5,"Female",1965,2.008366
"9832",6,"Female",1965,2.020272
"9833",7,"Female",1965,2.036746
"9834",8,"Female",1965,1.999377
"9835",9,"Female",1965,1.946948
"9836",10,"Female",1965,1.971596
"9837",11,"Female",1965,1.905385
"9838",12,"Female",1965,1.865021
"9839",13,"Female",1965,1.807019
"9840",14,"Female",1965,1.80772
"9841",15,"Female",1965,1.723631
"9842",16,"Female",1965,1.710019
"9843",17,"Female",1965,1.719255
"9844",18,"Female",1965,1.875506
"9845",19,"Female",1965,1.357839
"9846",20,"Female",1965,1.400058
"9847",21,"Female",1965,1.402882
"9848",22,"Female",1965,1.480917
"9849",23,"Female",1965,1.305566
"9850",24,"Female",1965,1.257727
"9851",25,"Female",1965,1.18654
"9852",26,"Female",1965,1.161595
"9853",27,"Female",1965,1.154509
"9854",28,"Female",1965,1.119882
"9855",29,"Female",1965,1.105248
"9856",30,"Female",1965,1.139052
"9857",31,"Female",1965,1.07616
"9858",32,"Female",1965,1.102511
"9859",33,"Female",1965,1.12652
"9860",34,"Female",1965,1.162978
"9861",35,"Female",1965,1.180613
"9862",36,"Female",1965,1.204671
"9863",37,"Female",1965,1.228189
"9864",38,"Female",1965,1.247162
"9865",39,"Female",1965,1.261107
"9866",40,"Female",1965,1.273223
"9867",41,"Female",1965,1.285103
"9868",42,"Female",1965,1.287608
"9869",43,"Female",1965,1.274158
"9870",44,"Female",1965,1.248166
"9871",45,"Female",1965,1.219428
"9872",46,"Female",1965,1.188665
"9873",47,"Female",1965,1.159805
"9874",48,"Female",1965,1.137848
"9875",49,"Female",1965,1.121861
"9876",50,"Female",1965,1.105188
"9877",51,"Female",1965,1.085357
"9878",52,"Female",1965,1.068087
"9879",53,"Female",1965,1.055173
"9880",54,"Female",1965,1.043755
"9881",55,"Female",1965,1.030885
"9882",56,"Female",1965,1.01966
"9883",57,"Female",1965,0.998611
"9884",58,"Female",1965,0.960556
"9885",59,"Female",1965,0.912624
"9886",60,"Female",1965,0.866328
"9887",61,"Female",1965,0.819715
"9888",62,"Female",1965,0.783398
"9889",63,"Female",1965,0.763871
"9890",64,"Female",1965,0.75548
"9891",65,"Female",1965,0.745983
"9892",66,"Female",1965,0.734664
"9893",67,"Female",1965,0.719902
"9894",68,"Female",1965,0.700233
"9895",69,"Female",1965,0.677317
"9896",70,"Female",1965,0.654099
"9897",71,"Female",1965,0.632945
"9898",72,"Female",1965,0.606128
"9899",73,"Female",1965,0.569087
"9900",74,"Female",1965,0.525087
"9901",0,"Male",1966,1.812116
"9902",1,"Male",1966,1.907281
"9903",2,"Male",1966,1.97177
"9904",3,"Male",1966,2.012338
"9905",4,"Male",1966,2.076639
"9906",5,"Male",1966,2.120868
"9907",6,"Male",1966,2.075671
"9908",7,"Male",1966,2.096908
"9909",8,"Male",1966,2.078276
"9910",9,"Male",1966,2.096455
"9911",10,"Male",1966,2.07894
"9912",11,"Male",1966,2.013664
"9913",12,"Male",1966,1.983241
"9914",13,"Male",1966,1.920198
"9915",14,"Male",1966,1.917101
"9916",15,"Male",1966,1.85761
"9917",16,"Male",1966,1.769597
"9918",17,"Male",1966,1.781387
"9919",18,"Male",1966,1.792056
"9920",19,"Male",1966,1.917488
"9921",20,"Male",1966,1.424834
"9922",21,"Male",1966,1.415031
"9923",22,"Male",1966,1.41093
"9924",23,"Male",1966,1.477725
"9925",24,"Male",1966,1.327633
"9926",25,"Male",1966,1.242619
"9927",26,"Male",1966,1.157794
"9928",27,"Male",1966,1.143538
"9929",28,"Male",1966,1.130906
"9930",29,"Male",1966,1.0975
"9931",30,"Male",1966,1.127721
"9932",31,"Male",1966,1.09017
"9933",32,"Male",1966,1.063491
"9934",33,"Male",1966,1.081028
"9935",34,"Male",1966,1.122173
"9936",35,"Male",1966,1.135444
"9937",36,"Male",1966,1.144996
"9938",37,"Male",1966,1.161721
"9939",38,"Male",1966,1.179825
"9940",39,"Male",1966,1.19444
"9941",40,"Male",1966,1.204083
"9942",41,"Male",1966,1.212198
"9943",42,"Male",1966,1.219344
"9944",43,"Male",1966,1.217756
"9945",44,"Male",1966,1.202681
"9946",45,"Male",1966,1.177869
"9947",46,"Male",1966,1.150561
"9948",47,"Male",1966,1.121184
"9949",48,"Male",1966,1.094518
"9950",49,"Male",1966,1.075328
"9951",50,"Male",1966,1.061897
"9952",51,"Male",1966,1.0463
"9953",52,"Male",1966,1.029712
"9954",53,"Male",1966,1.013969
"9955",54,"Male",1966,0.997687
"9956",55,"Male",1966,0.978858
"9957",56,"Male",1966,0.959782
"9958",57,"Male",1966,0.937693
"9959",58,"Male",1966,0.905439
"9960",59,"Male",1966,0.862033
"9961",60,"Male",1966,0.814827
"9962",61,"Male",1966,0.767185
"9963",62,"Male",1966,0.723547
"9964",63,"Male",1966,0.689283
"9965",64,"Male",1966,0.664974
"9966",65,"Male",1966,0.645418
"9967",66,"Male",1966,0.624057
"9968",67,"Male",1966,0.599793
"9969",68,"Male",1966,0.573132
"9970",69,"Male",1966,0.546248
"9971",70,"Male",1966,0.520532
"9972",71,"Male",1966,0.496128
"9973",72,"Male",1966,0.472838
"9974",73,"Male",1966,0.445622
"9975",74,"Male",1966,0.411363
"9976",0,"Female",1966,1.74323
"9977",1,"Female",1966,1.846898
"9978",2,"Female",1966,1.894955
"9979",3,"Female",1966,1.940909
"9980",4,"Female",1966,2.001838
"9981",5,"Female",1966,2.04391
"9982",6,"Female",1966,2.01076
"9983",7,"Female",1966,2.030573
"9984",8,"Female",1966,2.003414
"9985",9,"Female",1966,2.016661
"9986",10,"Female",1966,2.003206
"9987",11,"Female",1966,1.939074
"9988",12,"Female",1966,1.913512
"9989",13,"Female",1966,1.857563
"9990",14,"Female",1966,1.85119
"9991",15,"Female",1966,1.792999
"9992",16,"Female",1966,1.708331
"9993",17,"Female",1966,1.726538
"9994",18,"Female",1966,1.743462
"9995",19,"Female",1966,1.872331
"9996",20,"Female",1966,1.391748
"9997",21,"Female",1966,1.385634
"9998",22,"Female",1966,1.402767
"9999",23,"Female",1966,1.477716
"10000",24,"Female",1966,1.336401
"10001",25,"Female",1966,1.254009
"10002",26,"Female",1966,1.181315
"10003",27,"Female",1966,1.1748
"10004",28,"Female",1966,1.159501
"10005",29,"Female",1966,1.119775
"10006",30,"Female",1966,1.145907
"10007",31,"Female",1966,1.108213
"10008",32,"Female",1966,1.082063
"10009",33,"Female",1966,1.09858
"10010",34,"Female",1966,1.144066
"10011",35,"Female",1966,1.163864
"10012",36,"Female",1966,1.182686
"10013",37,"Female",1966,1.206274
"10014",38,"Female",1966,1.229402
"10015",39,"Female",1966,1.247904
"10016",40,"Female",1966,1.261367
"10017",41,"Female",1966,1.273116
"10018",42,"Female",1966,1.283865
"10019",43,"Female",1966,1.284704
"10020",44,"Female",1966,1.269847
"10021",45,"Female",1966,1.243342
"10022",46,"Female",1966,1.21411
"10023",47,"Female",1966,1.1824
"10024",48,"Female",1966,1.153174
"10025",49,"Female",1966,1.132043
"10026",50,"Female",1966,1.117516
"10027",51,"Female",1966,1.101184
"10028",52,"Female",1966,1.084569
"10029",53,"Female",1966,1.070351
"10030",54,"Female",1966,1.057399
"10031",55,"Female",1966,1.043389
"10032",56,"Female",1966,1.029065
"10033",57,"Female",1966,1.011789
"10034",58,"Female",1966,0.983111
"10035",59,"Female",1966,0.94182
"10036",60,"Female",1966,0.895823
"10037",61,"Female",1966,0.848658
"10038",62,"Female",1966,0.807541
"10039",63,"Female",1966,0.77913
"10040",64,"Female",1966,0.764084
"10041",65,"Female",1966,0.754492
"10042",66,"Female",1966,0.744682
"10043",67,"Female",1966,0.729876
"10044",68,"Female",1966,0.709106
"10045",69,"Female",1966,0.684618
"10046",70,"Female",1966,0.659985
"10047",71,"Female",1966,0.63618
"10048",72,"Female",1966,0.611836
"10049",73,"Female",1966,0.581361
"10050",74,"Female",1966,0.542169
"10051",0,"Male",1967,1.756823
"10052",1,"Male",1967,1.800459
"10053",2,"Male",1967,1.875801
"10054",3,"Male",1967,1.97973
"10055",4,"Male",1967,2.039407
"10056",5,"Male",1967,2.074905
"10057",6,"Male",1967,2.116695
"10058",7,"Male",1967,2.089332
"10059",8,"Male",1967,2.067288
"10060",9,"Male",1967,2.100317
"10061",10,"Male",1967,2.163648
"10062",11,"Male",1967,2.035667
"10063",12,"Male",1967,2.0249
"10064",13,"Male",1967,1.972164
"10065",14,"Male",1967,1.966585
"10066",15,"Male",1967,1.910343
"10067",16,"Male",1967,1.838824
"10068",17,"Male",1967,1.78073
"10069",18,"Male",1967,1.793774
"10070",19,"Male",1967,1.7865
"10071",20,"Male",1967,1.969182
"10072",21,"Male",1967,1.404395
"10073",22,"Male",1967,1.393333
"10074",23,"Male",1967,1.390644
"10075",24,"Male",1967,1.507466
"10076",25,"Male",1967,1.3181
"10077",26,"Male",1967,1.22896
"10078",27,"Male",1967,1.164534
"10079",28,"Male",1967,1.14564
"10080",29,"Male",1967,1.13105
"10081",30,"Male",1967,1.144373
"10082",31,"Male",1967,1.089568
"10083",32,"Male",1967,1.092403
"10084",33,"Male",1967,1.055161
"10085",34,"Male",1967,1.095783
"10086",35,"Male",1967,1.11833
"10087",36,"Male",1967,1.131547
"10088",37,"Male",1967,1.14137
"10089",38,"Male",1967,1.15949
"10090",39,"Male",1967,1.178518
"10091",40,"Male",1967,1.192682
"10092",41,"Male",1967,1.202239
"10093",42,"Male",1967,1.209045
"10094",43,"Male",1967,1.213826
"10095",44,"Male",1967,1.210207
"10096",45,"Male",1967,1.19441
"10097",46,"Male",1967,1.1686
"10098",47,"Male",1967,1.14077
"10099",48,"Male",1967,1.111939
"10100",49,"Male",1967,1.086366
"10101",50,"Male",1967,1.068021
"10102",51,"Male",1967,1.0546
"10103",52,"Male",1967,1.040451
"10104",53,"Male",1967,1.024383
"10105",54,"Male",1967,1.006833
"10106",55,"Male",1967,0.987255
