"","rate.male","LCL95.male","UCL95.male","rate.female","LCL95.female","UCL95.female","state","county"
"tennessee,van buren",272.3,192.4,378.8,189.1,128.3,275.8,"Tennessee","Van Buren County"
"tennessee,haywood",271.5,222.7,328.4,159.2,129.4,194.6,"Tennessee","Haywood County"
"tennessee,montgomery",270.4,245.9,297.1,178,162.2,195,"Tennessee","Montgomery County"
"tennessee,putnam",269.9,242.8,299.6,184.5,165.4,205.4,"Tennessee","Putnam County"
"tennessee,sumner",269.9,248.9,292.4,171.9,158.4,186.3,"Tennessee","Sumner County"
"tennessee,cannon",268.9,210.8,340.3,160.1,122.9,206.2,"Tennessee","Cannon County"
"tennessee,robertson",268.7,237.4,303.8,171.8,150.8,195.1,"Tennessee","Robertson County"
"tennessee,rutherford",268.2,247.6,290.5,167.8,154.6,182,"Tennessee","Rutherford County"
"tennessee,bradley",266.3,242.4,292.4,155,139.8,171.6,"Tennessee","Bradley County"
"tennessee,weakley",264.8,229.4,304.5,142.5,120.8,167.8,"Tennessee","Weakley County"
"tennessee,johnson",264.1,219.6,316.3,186.8,152.5,228.8,"Tennessee","Johnson County"
"tennessee,warren",263.6,229.9,301.6,137.6,117.3,160.9,"Tennessee","Warren County"
"tennessee,anderson",263.4,240.3,288.4,155.5,140.5,172,"Tennessee","Anderson County"
"tennessee,hawkins",262.2,233.3,294.3,153.3,135,173.7,"Tennessee","Hawkins County"
"tennessee,hardeman",261.2,221.5,307.1,185,155.8,218.7,"Tennessee","Hardeman County"
"tennessee,knox",261,249.5,273.1,168.9,161.5,176.6,"Tennessee","Knox County"
"tennessee,cheatham",260.2,219.8,307.7,197.4,167.1,232,"Tennessee","Cheatham County"
"tennessee,loudon",260,228.3,295.9,174.7,153.3,199,"Tennessee","Loudon County"
"tennessee,madison",260,236.7,285.1,173.2,157.6,189.9,"Tennessee","Madison County"
"tennessee,sevier",258.8,233.6,286.5,168.9,151.9,187.6,"Tennessee","Sevier County"
"tennessee,fayette",258.5,220.7,301.6,149.3,124.7,177.8,"Tennessee","Fayette County"
"tennessee,dyer",256.2,221.3,295.8,180.8,157,207.5,"Tennessee","Dyer County"
"tennessee,pickett",256.2,178.4,362.4,151.7,101.2,232.3,"Tennessee","Pickett County"
"tennessee,unicoi",254.2,210.8,305.3,184.4,153,222.6,"Tennessee","Unicoi County"
"tennessee,dickson",252.6,219.4,290.4,166.6,144.1,191.8,"Tennessee","Dickson County"
"tennessee,wayne",251.6,205.4,306.3,158.6,124.8,200.6,"Tennessee","Wayne County"
"tennessee,morgan",250.1,202.4,307.5,172.1,138.7,211.9,"Tennessee","Morgan County"
"tennessee,crockett",249.1,199.9,307.5,112.6,84.4,148.5,"Tennessee","Crockett County"
"tennessee,jefferson",247.6,215.9,283.4,157.6,137.1,180.8,"Tennessee","Jefferson County"
"tennessee,smith",246.3,199.5,301.4,138.4,108.8,174.7,"Tennessee","Smith County"
"tennessee,williamson",243.7,219.7,270.2,146,131.4,161.8,"Tennessee","Williamson County"
"tennessee,cumberland",241.1,216.5,268.4,154.2,136.5,174.2,"Tennessee","Cumberland County"
"tennessee,de kalb",237.7,191.9,292.1,143.4,113.8,179.8,"Tennessee","DeKalb County"
"tennessee,bledsoe",230.6,174.4,305.1,144.1,105,194.7,"Tennessee","Bledsoe County"
"tennessee,moore",220.4,146,324,189.3,131.5,268.7,"Tennessee","Moore County"
"tennessee,sequatchie",213.5,158.8,284.1,162.3,121.8,213.7,"Tennessee","Sequatchie County"
"texas,anderson",446,408.6,486.1,197.9,174.8,223.6,"Texas","Anderson County"
"texas,hall",402.3,288.8,555.5,137.6,87,223.5,"Texas","Hall County"
"texas,cochran",367.3,248.1,536.4,155.2,90.3,262.9,"Texas","Cochran County"
"texas,liberty",353.6,320.7,389.7,209,187.8,232.1,"Texas","Liberty County"
"texas,morris",330.5,271.2,400.8,187.7,149.4,235.2,"Texas","Morris County"
"texas,upshur",328.8,290.1,371.9,193.8,168.8,222,"Texas","Upshur County"
"texas,stonewall",328.5,196.8,565.8,NA,NA,NA,"Texas","Stonewall County"
"texas,cottle",327.6,202.3,577.4,NA,NA,NA,"Texas","Cottle County"
"texas,mills",326.7,246.7,438.1,125.6,83.8,204.7,"Texas","Mills County"
"texas,hopkins",325.2,286,368.6,167.5,143.2,195.2,"Texas","Hopkins County"
"texas,delta",325.1,239,435.8,205.5,144.5,289.2,"Texas","Delta County"
"texas,chambers",320.9,268,383.6,167.3,135,205.5,"Texas","Chambers County"
"texas,rains",318.7,249.3,405.3,192.7,148.1,250.2,"Texas","Rains County"
"texas,garza",316.6,218.7,445,130.5,77.1,212.9,"Texas","Garza County"
"texas,hardeman",312.8,226.3,430.8,159.9,104.1,245.6,"Texas","Hardeman County"
"texas,jack",311.5,241.2,397.5,151.3,108.6,209.7,"Texas","Jack County"
"texas,mcculloch",310.8,242.9,396.5,181.3,135.6,242.7,"Texas","McCulloch County"
"texas,hardin",310.3,275.8,348.9,178.1,156.1,202.4,"Texas","Hardin County"
"texas,marion",306.7,250,375.3,174.7,135.5,225,"Texas","Marion County"
"texas,baylor",306.1,217.3,439,244.6,171.6,360.9,"Texas","Baylor County"
"texas,camp",302.9,241.7,376.5,175.3,135.9,224.7,"Texas","Camp County"
"texas,shelby",302.7,260.8,349.8,143.2,118.4,172.6,"Texas","Shelby County"
"texas,bowie",301.8,277.6,327.7,195.3,178.9,212.9,"Texas","Bowie County"
"texas,lamar",300.3,269.8,333.5,157.5,138.7,178.5,"Texas","Lamar County"
"texas,matagorda",299.1,261,342,179.7,154.7,207.9,"Texas","Matagorda County"
"texas,potter",298.9,276,323.5,174.5,159.8,190.2,"Texas","Potter County"
"texas,upton",298.3,186.2,470.2,NA,NA,NA,"Texas","Upton County"
"texas,san patricio",297,265.9,331.2,177.8,157.6,199.9,"Texas","San Patricio County"
"texas,polk",296.4,266.6,329,194.2,172,219.1,"Texas","Polk County"
"texas,houston",295.1,255.3,340.4,166.6,138.1,200.7,"Texas","Houston County"
"texas,brown",293.6,260.3,330.3,178.8,156.3,204.4,"Texas","Brown County"
"texas,edwards",292.7,156.9,517.6,NA,NA,NA,"Texas","Edwards County"
"texas,callahan",292.5,238.8,357.1,168.7,132.1,215.7,"Texas","Callahan County"
"texas,gregg",292,269.9,315.6,170.8,157,185.5,"Texas","Gregg County"
"texas,childress",291.2,217,384.6,184.6,132.9,255.3,"Texas","Childress County"
"texas,robertson",290.1,240.1,349,187.3,153.8,227.8,"Texas","Robertson County"
"texas,dawson",289.6,234.8,354.3,143.8,109.8,187.1,"Texas","Dawson County"
"texas,limestone",289,246,337.7,168.9,140.6,202.5,"Texas","Limestone County"
"texas,palo pinto",288.8,250.2,332.2,168.9,143.2,198.7,"Texas","Palo Pinto County"
"texas,leon",288,240.4,344.2,158.6,127.5,197.7,"Texas","Leon County"
"texas,red river",287.7,239.1,345.3,197.1,159.7,242.7,"Texas","Red River County"
"texas,orange",286.2,261.3,313.3,181.2,164.6,199.2,"Texas","Orange County"
"texas,galveston",284.5,269,300.8,185.9,175.6,196.6,"Texas","Galveston County"
"texas,kaufman",283.4,254.9,314.9,186.2,167.1,206.9,"Texas","Kaufman County"
"texas,rusk",282.7,253.1,314.9,147.7,129,168.9,"Texas","Rusk County"
"texas,bell",282.6,265.3,300.9,167,155.9,178.8,"Texas","Bell County"
"texas,ector",282.5,259.5,307.3,170,155.6,185.5,"Texas","Ector County"
"texas,jones",282.5,236.4,335.5,150.1,119.9,188.3,"Texas","Jones County"
"texas,nacogdoches",281.3,251.3,314.3,149.3,130.7,170,"Texas","Nacogdoches County"
"texas,nolan",279.5,230.6,337.1,160.6,128.5,200.3,"Texas","Nolan County"
"texas,wharton",279.3,245.5,316.7,170.8,148.6,195.9,"Texas","Wharton County"
"texas,wood",279.1,248.8,312.8,138.5,120.5,159.4,"Texas","Wood County"
"texas,dickens",278.8,176.3,438.4,174.7,104.3,312.9,"Texas","Dickens County"
"texas,hood",278.8,248.7,312.3,192.1,170.3,216.7,"Texas","Hood County"
"texas,brazoria",278.7,261.5,297,177.5,166,189.6,"Texas","Brazoria County"
"texas,harrison",278.5,250.6,309.1,172,153.4,192.4,"Texas","Harrison County"
"texas,henderson",278.4,255.9,302.6,185.2,169.1,202.9,"Texas","Henderson County"
"texas,johnson",278.4,255.9,302.8,166.9,152.7,182.1,"Texas","Johnson County"
"texas,haskell",278.2,209.2,374.9,148.8,104.9,218.3,"Texas","Haskell County"
"texas,wichita",277.2,256.9,298.8,183.4,169.6,198.1,"Texas","Wichita County"
"texas,ellis",277,252.6,303.5,174.2,158.5,191,"Texas","Ellis County"
"texas,eastland",274.6,232.6,324,159.6,130.7,195.3,"Texas","Eastland County"
"texas,trinity",274.6,227.5,330.7,163,130.2,204.3,"Texas","Trinity County"
"texas,franklin",274.4,215.2,346.7,158.4,120.4,208.7,"Texas","Franklin County"
"texas,navarro",273.8,242.6,308.1,183.5,161.6,207.8,"Texas","Navarro County"
"texas,donley",273.7,189.3,396.6,120.7,73.4,207.8,"Texas","Donley County"
"texas,hill",273.7,240.3,310.9,159.3,136.5,185.4,"Texas","Hill County"
"texas,taylor",273.2,252.7,295.1,170.3,156.8,184.7,"Texas","Taylor County"
"texas,montague",272.7,231,320.9,180.8,151,216.6,"Texas","Montague County"
"texas,waller",272.5,228.5,324.3,163.7,135.7,196,"Texas","Waller County"
"texas,comanche",272,224.6,328.8,176.5,140.4,221.6,"Texas","Comanche County"
"texas,grimes",272,230.3,319.7,170.3,139.7,206.2,"Texas","Grimes County"
"texas,wilbarger",270.3,219.2,330.7,164.5,129.3,208.3,"Texas","Wilbarger County"
"texas,mclennan",269.7,254.2,285.9,172,161.7,182.8,"Texas","McLennan County"
"texas,jefferson",269,255.2,283.4,167.4,158.2,177.1,"Texas","Jefferson County"
"texas,angelina",268.9,244.4,295.5,167,150.6,184.8,"Texas","Angelina County"
"texas,parker",268.7,243.3,296.5,177,159.8,195.5,"Texas","Parker County"
"texas,coleman",267.8,214.5,335.3,169.2,128,224.5,"Texas","Coleman County"
"texas,montgomery",267.8,252.1,284.5,181.4,171.2,192.1,"Texas","Montgomery County"
"texas,refugio",267.6,199.4,354.5,147,105.8,204.3,"Texas","Refugio County"
"texas,panola",267.5,225.6,315.6,148.1,122.1,179.1,"Texas","Panola County"
"texas,aransas",266.4,229.4,309.1,199.5,170.1,234.2,"Texas","Aransas County"
"texas,runnels",265.9,213.6,330.1,140.6,107.4,185.5,"Texas","Runnels County"
"texas,de witt",265.4,224.8,312.1,175.9,146,212,"Texas","DeWitt County"
"texas,jackson",265.4,214.5,325.7,182.3,145.7,227.2,"Texas","Jackson County"
"texas,mitchell",265.4,202.6,343.8,168.5,121.8,233.2,"Texas","Mitchell County"
"texas,lampasas",265,218.2,319.3,152.9,122.2,190.1,"Texas","Lampasas County"
"texas,wise",263.8,231.1,300.4,164.7,142.6,189.3,"Texas","Wise County"
"texas,milam",263.3,225.4,306.5,175.9,147.8,208.7,"Texas","Milam County"
"texas,jasper",263,228.9,301.4,157.7,135.7,182.9,"Texas","Jasper County"
"texas,madison",263,206.2,331.7,153.1,115.8,201.9,"Texas","Madison County"
"texas,tyler",262.7,222.8,308.8,159.7,130.7,194.5,"Texas","Tyler County"
"texas,cass",261.8,228.1,299.9,153.3,130.6,179.6,"Texas","Cass County"
"texas,burnet",261.6,231,295.8,148.3,127.8,171.9,"Texas","Burnet County"
"texas,freestone",261.1,216.6,312.5,149,119.2,185.8,"Texas","Freestone County"
"texas,van zandt",260.5,233.4,290.3,163.6,144.7,184.8,"Texas","Van Zandt County"
"texas,falls",259.8,215.6,312.2,177.2,145.8,214.7,"Texas","Falls County"
"texas,gray",259.5,221.1,303.3,134.5,109.4,165.1,"Texas","Gray County"
"texas,grayson",259.4,240.3,279.8,166,153,179.9,"Texas","Grayson County"
"texas,walker",259.1,227.1,295,162.1,139.9,187.1,"Texas","Walker County"
"texas,atascosa",258.6,222.8,299.1,159.5,135,187.1,"Texas","Atascosa County"
"texas,kimble",258.6,181,368.9,204,139.8,298.4,"Texas","Kimble County"
"texas,cherokee",258.5,229.2,290.8,166,145.5,189,"Texas","Cherokee County"
"texas,crane",257.8,158,405.9,176.7,105.9,284.5,"Texas","Crane County"
"texas,bastrop",257.6,227.7,290.9,160.5,140.2,183,"Texas","Bastrop County"
"texas,jim hogg",257.4,175.5,367.7,130.1,80.1,206.8,"Texas","Jim Hogg County"
"texas,coke",255.9,172.9,398.7,128.7,83.1,217.2,"Texas","Coke County"
"texas,titus",255.7,215.1,302.3,187.6,158.1,221.6,"Texas","Titus County"
"texas,sabine",255,208.3,314.9,178.6,140.7,228.4,"Texas","Sabine County"
"texas,ward",253.8,194.4,328.3,165.4,123.6,220.3,"Texas","Ward County"
"texas,san saba",253.5,187,344.4,159.6,109.9,236.3,"Texas","San Saba County"
"texas,lamb",253.4,206.2,309.8,156.9,123,199,"Texas","Lamb County"
"texas,clay",253,195.2,324.6,131.3,95.2,180.1,"Texas","Clay County"
"texas,karnes",253,203.5,311.5,130.2,98.8,171,"Texas","Karnes County"
"texas,austin",252.9,214,297.4,164.3,136.1,197.4,"Texas","Austin County"
"texas,sherman",252.9,142.7,423.4,NA,NA,NA,"Texas","Sherman County"
"texas,stephens",252.5,194.4,324.7,172.1,130.5,227.9,"Texas","Stephens County"
"texas,llano",252.1,215.3,296.8,136.1,112.7,167.8,"Texas","Llano County"
"texas,scurry",250.8,202.3,308.5,168.5,134.4,210.8,"Texas","Scurry County"
"texas,fannin",250.5,217.7,287.4,167.3,143.3,195.1,"Texas","Fannin County"
"texas,nueces",250.5,237.6,264.1,160.8,152.1,169.8,"Texas","Nueces County"
"texas,fisher",249.8,175,363.5,157.7,104.4,246.9,"Texas","Fisher County"
"texas,burleson",249.7,203.5,304.5,149.2,118.4,187,"Texas","Burleson County"
"texas,harris",249.7,244.8,254.6,168.2,165.1,171.4,"Texas","Harris County"
"texas,hockley",249.5,205.5,300.9,131,104.5,163,"Texas","Hockley County"
"texas,gonzales",249.3,206.6,298.9,177.8,145.3,216.5,"Texas","Gonzales County"
"texas,washington",248.4,214.7,286.3,141.3,119,167.3,"Texas","Washington County"
"texas,howard",248,213,287.7,163.5,138.8,192,"Texas","Howard County"
"texas,hunt",248,224.2,274,159.2,142.8,177.1,"Texas","Hunt County"
"texas,andrews",247.5,187.5,323.8,167.1,126.7,217.6,"Texas","Andrews County"
"texas,coryell",247.2,212.4,286.8,172.9,149,199.8,"Texas","Coryell County"
"texas,tarrant",245.8,238.8,253,164.4,159.9,169.1,"Texas","Tarrant County"
"texas,armstrong",245.6,141.3,416.9,NA,NA,NA,"Texas","Armstrong County"
"texas,dallas",245.2,239.5,251.1,170.3,166.5,174.1,"Texas","Dallas County"
"texas,smith",244.9,229.5,261.2,171.6,160.7,183.1,"Texas","Smith County"
"texas,lubbock",244.1,229.4,259.7,148.9,139.4,158.9,"Texas","Lubbock County"
"texas,shackelford",243.6,151.9,384.7,250.3,172.1,369.8,"Texas","Shackelford County"
"texas,young",242.9,201.4,291.9,177.9,147.1,215.1,"Texas","Young County"
"texas,colorado",242.6,204.5,287.2,171.2,141.6,207,"Texas","Colorado County"
"texas,newton",241.8,193.7,299.7,149.2,115.1,191.7,"Texas","Newton County"
"texas,reagan",241.7,135.2,419.8,NA,NA,NA,"Texas","Reagan County"
"texas,wheeler",241.6,171,339.6,157.2,106.6,235.3,"Texas","Wheeler County"
"texas,hutchinson",241.5,202.7,286.5,168,139.6,201.6,"Texas","Hutchinson County"
"texas,erath",240.5,206,279.4,145.2,121.6,172.7,"Texas","Erath County"
"texas,bailey",240.3,169.3,333,122.2,78.5,186.2,"Texas","Bailey County"
"texas,dimmit",240.2,179.6,316.5,106,71.3,154.1,"Texas","Dimmit County"
"texas,jim wells",240.1,207.7,276.5,146.7,124.3,172.1,"Texas","Jim Wells County"
"texas,zavala",239.9,177.6,317.9,113.8,78.2,161.8,"Texas","Zavala County"
"texas,victoria",239.5,216.4,264.6,154.3,138.6,171.3,"Texas","Victoria County"
"texas,kleberg",238,198.6,283.7,161.6,134.1,193.5,"Texas","Kleberg County"
"texas,la salle",238,157.3,353.9,141.5,87.2,222.6,"Texas","La Salle County"
"texas,brazos",237.2,214.3,262.1,154,139,170.2,"Texas","Brazos County"
"texas,somervell",237.1,164.4,333.6,146.1,98,214,"Texas","Somervell County"
"texas,wilson",236.7,200.2,278.7,122.6,100,149.2,"Texas","Wilson County"
"texas,goliad",236.4,173.9,319.4,143.1,99.9,204.8,"Texas","Goliad County"
"texas,cooke",236,204.6,271.4,169.6,146.7,195.7,"Texas","Cooke County"
"texas,kendall",235.9,196.7,281.6,159.5,132.1,192.3,"Texas","Kendall County"
"texas,hamilton",233.3,179.3,303.8,192.7,145.7,256.2,"Texas","Hamilton County"
"texas,bexar",232.9,226.7,239.1,150.4,146.3,154.5,"Texas","Bexar County"
"texas,fort bend",232.6,216.2,250.2,146.8,136.8,157.5,"Texas","Fort Bend County"
"texas,lynn",232.6,161.3,328.3,147.5,98.4,218.6,"Texas","Lynn County"
"texas,uvalde",232.3,195,275.1,149.4,122.5,181,"Texas","Uvalde County"
"texas,castro",232.1,155.2,337.2,133.8,90,194.7,"Texas","Castro County"
"texas,crosby",231.3,163,322.2,142.3,97.5,206.2,"Texas","Crosby County"
"texas,duval",231.2,179.3,294.2,137,101.6,182.7,"Texas","Duval County"
"texas,blanco",230.7,172.6,304.7,159.5,117.1,217.4,"Texas","Blanco County"
"texas,knox",230.7,158,344.1,194.8,130.9,297.5,"Texas","Knox County"
"texas,kerr",230.4,207.2,256.3,168.8,149.9,190.4,"Texas","Kerr County"
"texas,san jacinto",230.2,194.1,272.9,156.6,128.3,190.3,"Texas","San Jacinto County"
"texas,mason",230.1,155.3,353,155.9,101.9,253.2,"Texas","Mason County"
"texas,lavaca",229.2,192.5,272.6,157.7,130.6,191.1,"Texas","Lavaca County"
"texas,ochiltree",229.2,160.3,322.9,108.4,70.7,160.6,"Texas","Ochiltree County"
"texas,winkler",229.2,162.7,315.8,189.2,134.1,262.6,"Texas","Winkler County"
"texas,crockett",228.9,135.7,366.1,150.4,90.5,245.8,"Texas","Crockett County"
"texas,tom green",228.5,209,249.5,147.7,134.4,162.2,"Texas","Tom Green County"
"texas,dallam",227.2,145.2,342.1,197.5,131,288,"Texas","Dallam County"
"texas,guadalupe",227.2,205.6,250.9,137.6,122.9,153.5,"Texas","Guadalupe County"
"texas,denton",226.4,210.9,242.9,147.6,138.1,157.6,"Texas","Denton County"
"texas,caldwell",224.8,190.2,264.1,181.3,154.5,211.6,"Texas","Caldwell County"
"texas,brooks",224.1,159.5,309.9,126.2,84.2,185.5,"Texas","Brooks County"
"texas,bandera",222.2,181.9,270.6,170,137.1,210.4,"Texas","Bandera County"
"texas,floyd",221.9,157.6,305.8,153.4,108.9,214,"Texas","Floyd County"
"texas,gillespie",221.9,189.6,260.2,135.3,113.3,163.4,"Texas","Gillespie County"
"texas,calhoun",221.1,178,273.9,150,119.3,186.8,"Texas","Calhoun County"
"texas,lee",220.1,175.7,273.2,139.3,107,179.4,"Texas","Lee County"
"texas,bosque",219.9,182.9,264.1,184.4,152.7,223.2,"Texas","Bosque County"
"texas,val verde",219.5,189.3,253.9,137.3,116.3,161.2,"Texas","Val Verde County"
"texas,midland",219,199.9,239.8,157.2,143.4,172.1,"Texas","Midland County"
"texas,pecos",218.8,169.2,280.3,182.4,141,232.9,"Texas","Pecos County"
"texas,brewster",217.5,157.7,295.6,111.1,74.1,163.9,"Texas","Brewster County"
"texas,hartley",217.4,139.1,329.6,144.8,88.1,237.8,"Texas","Hartley County"
"texas,frio",216.5,167.1,277.4,148.5,111.9,194.2,"Texas","Frio County"
"texas,real",215.5,133.8,352.7,164.4,96.8,283.7,"Texas","Real County"
"texas,travis",215.5,206.1,225.3,153.6,147.2,160.2,"Texas","Travis County"
"texas,moore",215.3,166.9,275.6,138.4,106.5,177.4,"Texas","Moore County"
"texas,medina",214.7,184.5,248.7,147.9,125.5,173.4,"Texas","Medina County"
"texas,concho",214.5,126.9,355,151.2,86.9,272.2,"Texas","Concho County"
"texas,comal",214.2,194.2,235.9,140,125.9,155.5,"Texas","Comal County"
"texas,fayette",213.7,181.3,251.8,133.2,108.4,164.1,"Texas","Fayette County"
"texas,el paso",213.6,204.9,222.7,146.4,140.5,152.6,"Texas","El Paso County"
"texas,sutton",213.4,124,366.5,210.4,133.2,323.8,"Texas","Sutton County"
"texas,terry",213.3,162.7,276.7,135.3,100.4,181.1,"Texas","Terry County"
"texas,hale",212.4,180.4,248.8,140.6,117.6,167.2,"Texas","Hale County"
"texas,collin",211.6,198,226.1,144.9,136.3,154,"Texas","Collin County"
"texas,hays",209.8,186.2,235.9,141,124.5,159,"Texas","Hays County"
"texas,san augustine",207.8,158.2,272.4,162.3,123.4,214.6,"Texas","San Augustine County"
"texas,yoakum",207.4,139.9,301.4,143.3,93.5,213.2,"Texas","Yoakum County"
"texas,hemphill",206.4,117.2,359.4,170.2,100.2,287.5,"Texas","Hemphill County"
"texas,lipscomb",206.4,119.6,345.7,NA,NA,NA,"Texas","Lipscomb County"
"texas,williamson",206.2,191,222.5,144.8,134.2,155.9,"Texas","Williamson County"
"texas,reeves",205.2,154.7,269.2,168.1,126.2,221.2,"Texas","Reeves County"
"texas,rockwall",204.1,172.2,241.9,174.7,149.4,203.3,"Texas","Rockwall County"
"texas,randall",201.1,181.2,222.9,159,144.5,174.7,"Texas","Randall County"
"texas,menard",199.3,116.5,354.5,181,102.4,337.8,"Texas","Menard County"
"texas,bee",197.6,162.8,238.4,135.9,110.1,166.4,"Texas","Bee County"
"texas,schleicher",195.6,111.7,335,NA,NA,NA,"Texas","Schleicher County"
"texas,gaines",195.5,141.8,265.5,173.4,131.1,225.8,"Texas","Gaines County"
"texas,kinney",194.3,123.6,305.9,NA,NA,NA,"Texas","Kinney County"
"texas,maverick",193.4,162.8,228.8,120.9,100.5,144.4,"Texas","Maverick County"
"texas,carson",193.3,132.2,278.2,173.7,123,245.6,"Texas","Carson County"
"texas,parmer",190.2,135.3,261.1,144.1,101.4,200.1,"Texas","Parmer County"
"texas,live oak",184.2,141.3,238.5,140.9,106.6,187.5,"Texas","Live Oak County"
"texas,martin",178.4,106.3,284.7,151.3,90.6,243.9,"Texas","Martin County"
"texas,webb",178,161.4,196,121.3,110.4,133.1,"Texas","Webb County"
"texas,cameron",173.7,163.5,184.5,120.7,113.2,128.5,"Texas","Cameron County"
"texas,deaf smith",168.7,128.6,218.4,122.1,93.1,158.4,"Texas","Deaf Smith County"
"texas,collingsworth",168,96.7,292.9,167.3,106,277.4,"Texas","Collingsworth County"
"texas,swisher",166.3,116.8,232.4,173.2,124.2,239,"Texas","Swisher County"
"texas,hidalgo",163,155.1,171.3,109.2,103.4,115.2,"Texas","Hidalgo County"
"texas,hansford",160.1,99.7,248.1,144.4,91.6,224.6,"Texas","Hansford County"
"texas,presidio",149.3,98.8,220.1,NA,NA,NA,"Texas","Presidio County"
"texas,archer",147.3,100.2,212.7,148.6,105.3,207.9,"Texas","Archer County"
"texas,starr",146.2,120.5,176.5,100.6,82.3,122,"Texas","Starr County"
"texas,willacy",134.6,100.7,177.5,126.7,96.7,163.6,"Texas","Willacy County"
"texas,zapata",128,90.2,178,102.5,70.2,146.6,"Texas","Zapata County"
"utah,beaver",306,220.6,415.5,154.2,98.2,236.3,"Utah","Beaver County"
"utah,grand",279.4,208.6,369.6,119.6,79.4,174.8,"Utah","Grand County"
"utah,duchesne",279,210.4,367,126.5,87.7,177.8,"Utah","Duchesne County"
"utah,carbon",264.7,219.4,317.7,129,101.3,163.2,"Utah","Carbon County"
"utah,uintah",247,202.4,299.7,146,116,181.7,"Utah","Uintah County"
"utah,garfield",229.2,141.7,354,149.4,88.9,244.1,"Utah","Garfield County"
"utah,kane",224.1,156.7,318.3,132.5,87.2,202.1,"Utah","Kane County"
"utah,emery",220.2,158.3,301.3,119,80.6,171.2,"Utah","Emery County"
"utah,juab",211.6,144.5,300.3,114.2,70.2,177.6,"Utah","Juab County"
"utah,tooele",209.2,171.6,254.1,140.8,114.2,171.8,"Utah","Tooele County"
"utah,sanpete",191.4,152.6,237.7,119.6,91.2,155.1,"Utah","Sanpete County"
"utah,salt lake",187,179.5,194.7,126.8,121.6,132.2,"Utah","Salt Lake County"
"utah,weber",184.1,170.1,199.1,126.8,116.6,137.6,"Utah","Weber County"
"utah,box elder",180.7,151.4,214.6,124.4,102.8,149.4,"Utah","Box Elder County"
"utah,davis",179.4,164.6,195.5,117.5,107.4,128.4,"Utah","Davis County"
"utah,wasatch",175.2,126.2,239.7,136.2,97.1,186.7,"Utah","Wasatch County"
"utah,summit",174.6,125,242.2,122.5,87.7,167.6,"Utah","Summit County"
"utah,san juan",170.1,120,234.9,98.7,64.3,146.1,"Utah","San Juan County"
"utah,utah",169.5,157.3,182.5,120.2,111.2,129.7,"Utah","Utah County"
"utah,iron",168.2,134.4,208.7,126,99.9,157.2,"Utah","Iron County"
"utah,sevier",164.1,127.6,208.9,158.3,124.8,199.3,"Utah","Sevier County"
"utah,millard",161,115.5,219.9,122.8,88,169.6,"Utah","Millard County"
"utah,cache",157,135.4,181.3,115,98.8,133.2,"Utah","Cache County"
"utah,washington",156.1,140.8,172.9,113.9,101.7,127.6,"Utah","Washington County"
"utah,morgan",137.8,76.5,235.7,NA,NA,NA,"Utah","Morgan County"
"vermont,franklin",270.8,236.5,309.2,163.3,141,188.4,"Vermont","Franklin County"
"vermont,windham",258.4,228.4,291.7,181.3,159.6,205.8,"Vermont","Windham County"
"vermont,orleans",255.2,217.1,299,166.4,140.5,197.2,"Vermont","Orleans County"
"vermont,essex",254.8,181.7,352.5,165.7,114.6,239.1,"Vermont","Essex County"
"vermont,rutland",248,223.9,274.3,157.9,141.4,176.5,"Vermont","Rutland County"
"vermont,washington",237.4,210.7,266.8,154.6,136.9,174.5,"Vermont","Washington County"
"vermont,caledonia",234.9,200.6,274.1,170.7,145.3,200.3,"Vermont","Caledonia County"
"vermont,chittenden",233.6,214.2,254.5,168.3,155,182.6,"Vermont","Chittenden County"
"vermont,addison",231.9,197.9,270.6,156.9,132.7,184.9,"Vermont","Addison County"
"vermont,bennington",227,198.5,259.1,171.9,150.2,196.9,"Vermont","Bennington County"
"vermont,orange",225.4,188.8,267.9,150.7,125.3,180.7,"Vermont","Orange County"
"vermont,lamoille",222.1,181.7,269.5,170.4,139.3,207.1,"Vermont","Lamoille County"
"vermont,windsor",218.7,196,243.7,154.1,137.4,173,"Vermont","Windsor County"
"vermont,grand isle",196,125.5,302.5,146.6,95.9,219.6,"Vermont","Grand Isle County"
"virginia,williamsburg city",447.6,352.5,566.8,189.8,141.9,258,"Virginia","Williamsburg City"
"virginia,covington city",382.1,297,486.7,145.4,101.1,210.6,"Virginia","Covington City"
"virginia,norton city",379.6,257.2,548.3,202.3,136.8,300.8,"Virginia","Norton City"
"virginia,essex",375.8,306.1,458.7,166.6,128.1,216.5,"Virginia","Essex County"
"virginia,brunswick",372.5,314.3,439.9,191.6,157.2,233,"Virginia","Brunswick County"
"virginia,petersburg city",370.7,328.5,417.3,236.1,208.8,266.4,"Virginia","Petersburg City"
"virginia,bristol city",354.3,300.6,415.7,169.3,141.1,204,"Virginia","Bristol City"
"virginia,greensville",352.2,274.7,449.5,171.9,126.9,231.9,"Virginia","Greensville County"
"virginia,westmoreland",350.4,299.7,409.1,189.3,156.6,229.4,"Virginia","Westmoreland County"
"virginia,isle of wight",342,294,397.6,165.8,139.9,195.7,"Virginia","Isle of Wight County"
"virginia,amelia",341.5,274.1,421.6,182.1,139.7,235.9,"Virginia","Amelia County"
"virginia,northampton",339.9,284.6,405.6,238.4,197.8,288.3,"Virginia","Northampton County"
