"","lon","lat","raw","anomaly","infill"
"10387",-122.23,47.38,93,1.06637,1
"10388",-122.62,47.7,104,1.12073,0
"10389",-122.62,46.37,250,1.8862,0
"10390",-122.18,46.5,124,0.43376,0
"10391",-117.82,46.8,44,0.91431,0
"10392",-117.88,46.82,42,0.8172,0
"10393",-122.32,46.83,92,0.32146,1
"10394",-121.07,47.25,48,0.34275,0
"10395",-121.2,47.27,72,-0.05564,0
"10396",-121.33,47.32,114,-0.04255,0
"10397",-123.7,48.08,78,0.05198,0
"10398",-120.8,47.83,49,0.30203,0
"10399",-121.97,47.38,138,0.67483,0
"10400",-118.23,49,81,1.54948,0
"10401",-120.65,47.6,32,0.37868,0
"10402",-119.62,48.72,80,1.35663,1
"10403",-118.58,47,41,1.38253,0
"10404",-118.03,46.58,38,1.28394,1
"10405",-124.03,46.37,155,0.31353,0
"10406",-124.03,46.38,155,0.31355,1
"10407",-121.82,46.75,181,0.78988,0
"10408",-122.92,46.15,88,0.14626,0
"10409",-119.02,48.48,69,1.62339,1
"10410",-118.53,46.57,40,1.87733,1
"10411",-119.63,47.82,42,1.43045,0
"10412",-122.6,48.83,36,-1.2934,0
"10413",-123.47,47.23,207,0.31281,1
"10414",-123.4,47.15,164,0.00204,1
"10415",-122.58,46.5,199,1.54388,1
"10416",-120.33,48.53,45,1.02665,0
"10417",-120.43,48.6,47,0.77635,1
"10418",-122.27,47.13,95,0.5736,0
"10419",-119.3,45.95,30,1.35514,1
"10420",-117.37,48.87,47,0.35122,0
"10421",-120.02,48.1,55,1.55603,1
"10422",-120.05,48.13,59,1.60573,1
"10423",-118.12,46.02,135,1.0136,0
"10424",-118.27,46.07,64,0.95523,0
"10425",-122.2,46.7,172,0.56892,1
"10426",-121.98,47.85,113,0.56292,0
"10427",-119.23,47.02,30,1.4853,0
"10428",-121.53,46,90,1.2135,0
"10429",-121.67,48.87,317,2.88037,0
"10430",-117.12,47.92,171,1.47472,1
"10431",-122.38,48.43,55,-0.2469,1
"10432",-120.43,46.58,19,0.59788,1
"10433",-120.17,46.52,25,0.77169,0
"10434",-121.93,47.15,128,0.08753,0
"10435",-120.63,46.65,15,0.19323,1
"10436",-123.82,46.37,241,0.99427,0
"10437",-124.6,48.37,157,-0.10846,0
"10438",-118.98,48.13,81,2.17334,0
"10439",-121.25,48.68,131,0.33918,1
"10440",-117.05,48.18,84,1.3488,0
"10441",-124.08,46.3,118,-0.26737,0
"10442",-117.78,48.92,81,1.84029,0
"10443",-123.23,46.85,104,0.2267,0
"10444",-118.7,47.32,44,1.72362,0
"10445",-119.58,48.37,67,1.96791,1
"10446",-122.8,48.62,43,-0.3576,0
"10447",-122.77,47.07,126,1.1764,1
"10448",-122.88,47.07,134,1.10513,0
"10449",-122.9,46.97,121,0.90325,0
"10450",-119.53,48.42,57,1.58018,1
"10451",-119.53,48.43,69,1.955,0
"10452",-119.5,48.97,88,2.73328,0
"10453",-119.07,46.83,32,1.27379,0
"10454",-121.67,46.62,110,0.54659,1
"10455",-121.83,47.3,229,0.61654,0
"10456",-121.53,46.92,101,-0.48046,0
"10457",-122.2,46.05,263,0.78192,0
"10458",-120.67,47.77,17,-0.68367,0
"10459",-118.33,46.52,54,1.82302,0
"10460",-124.28,47.3,209,0.77272,0
"10461",-117.58,46.48,48,0.97459,0
"10462",-123.43,48.12,32,0.03328,0
"10463",-123.4,48.13,23,-0.41248,0
"10464",-122.75,48.12,41,-0.07788,0
"10465",-119.9,46.65,14,0.63795,1
"10466",-122.17,45.58,155,0.94446,0
"10467",-119.77,46.2,25,0.80043,0
"10468",-119.75,46.25,23,0.68336,0
"10469",-117.17,46.73,65,0.94352,0
"10470",-117.18,46.77,69,1.12392,0
"10471",-122.33,47.2,74,0.2076,0
"10472",-122.92,47.82,78,0.03302,0
"10473",-124.55,47.95,244,0.66709,1
"10474",-123.85,47.47,284,0.97097,0
"10475",-119.87,47.18,19,0.68956,0
"10476",-123.23,46.63,137,0.829,0
"10477",-121.92,47,156,0.26623,0
"10478",-121.57,46.73,91,-0.50595,0
"10479",-121.73,46.78,252,0.1764,0
"10480",-121.93,46.53,225,2.20942,0
"10481",-123.72,46.65,205,0.64833,0
"10482",-118.73,48.65,68,1.67565,1
"10483",-119.3,46.3,24,1.19977,0
"10484",-121.13,46.65,31,0.08231,0
"10485",-118.37,47.12,36,0.97521,0
"10486",-120.15,47.38,26,0.92307,1
"10487",-117.37,47.23,67,1.45272,0
"10488",-121.05,48.73,86,0.39699,1
"10489",-119.05,47.13,42,1.92475,0
"10490",-117.58,47.1,58,1.24049,1
"10491",-124.12,48.07,192,0.47345,1
"10492",-123.53,46.97,137,0.2002,1
"10493",-123.5,47,134,0.39331,1
"10494",-120.67,45.95,21,0.03511,1
"10495",-121.15,47.7,157,0.16105,0
"10496",-122.3,47.65,75,0.59217,0
"10497",-122.32,47.73,70,0.42829,1
"10498",-122.32,47.7,71,0.58151,0
"10499",-122.27,47.68,68,0.32364,0
"10500",-122.3,47.43,95,1.1908,0
"10501",-122.33,47.6,72,0.6528,1
"10502",-122.23,48.5,68,-0.57051,0
"10503",-123.1,48.08,18,-0.70369,0
"10504",-123.05,48.08,23,-0.10897,1
"10505",-123.1,47.2,132,0.69421,0
"10506",-122.22,45.63,178,0.46201,1
"10507",-121.37,47.7,194,0.30576,0
"10508",-119.67,46.83,22,1.00914,1
"10509",-121.85,47.55,116,0.00631,0
"10510",-121.42,47.42,192,0.49888,0
"10511",-123.58,47.23,273,0.68412,0
"10512",-122.15,46.27,236,1.05066,1
"10513",-117.42,47.67,71,1.93923,1
"10514",-117.53,47.63,65,1.63372,0
"10515",-117.98,47.3,56,1.7116,0
"10516",-124.07,47.8,267,0.47645,0
"10517",-121.33,47.28,124,0.09302,0
"10518",-121.72,47.87,174,0.80528,0
"10519",-120.72,48.35,54,0.45322,0
"10520",-121.08,47.75,132,0.11718,1
"10521",-120.33,48.37,53,0.99911,0
"10522",-120,46.32,13,0.335,0
"10523",-122.42,47.25,78,0.66927,1
"10524",-122.43,47.25,89,0.94925,0
"10525",-124.73,48.38,141,0.05747,0
"10526",-117.08,47.22,77,1.745,0
"10527",-121,46.67,29,0.07349,0
"10528",-122.82,46.48,131,1.17388,1
"10529",-121.68,47.7,233,0.57213,1
"10530",-119.42,48.77,49,1.54207,1
"10531",-117.98,46.12,113,0.44399,1
"10532",-120,47.22,25,1.05552,0
"10533",-121.68,48.65,154,0.34332,1
"10534",-122.65,45.68,93,0.72041,0
"10535",-122.67,45.62,93,0.89444,0
"10536",-122.5,47.45,106,1.13812,0
"10537",-119.72,46.65,16,0.69089,1
"10538",-118.4,46.05,55,1.19926,0
"10539",-118.28,46.1,65,1.03582,0
"10540",-118.33,46.03,55,1.14572,0
"10541",-120.42,46.43,18,0.62128,0
"10542",-120.07,47.65,52,1.5775,0
"10543",-122.7,47.37,91,0.41447,0
"10544",-117.4,46.65,42,0.91518,0
"10545",-117.98,47.88,92,1.95843,0
"10546",-120.32,47.42,22,0.80157,0
"10547",-120.35,47.43,23,0.60156,1
"10548",-121.42,45.75,46,0.02989,0
"10549",-120.73,46.38,5,-0.46157,0
"10550",-118.45,46.05,45,0.90171,1
"10551",-118.67,47.75,48,1.42556,0
"10552",-123.78,46.68,194,0.53069,0
"10553",-119.12,47.42,31,1.30662,0
"10554",-121.93,45.8,225,0.94874,0
"10555",-120.18,48.47,52,1.64323,0
"10556",-122.4,45.87,175,0.6565,1
"10557",-120.43,46.62,18,0.3887,0
"10558",-120.53,46.57,12,0.18875,0
"10559",-80.3,39.07,163,1.55666,0
"10560",-79.63,39.48,159,1.24046,1
"10561",-80.63,37.72,169,1.91648,0
"10562",-79.67,38.92,206,1.65062,0
"10563",-79.82,38.43,125,1.01378,0
"10564",-81.02,37.42,106,0.66771,0
"10565",-79.78,38.53,119,0.73807,0
"10566",-79.37,39.27,123,0.41078,0
"10567",-81.2,37.77,114,0.75661,0
"10568",-81.12,37.78,118,0.88164,1
"10569",-79.93,39.03,138,0.77062,0
"10570",-81.75,39.15,195,2.20949,0
"10571",-81.2,38.23,136,1.09053,1
"10572",-80.55,39.15,170,1.71599,0
"10573",-81.12,39.45,181,1.94181,0
"10574",-78.23,39.62,120,1.06773,1
"10575",-80.43,38.95,123,0.65126,0
"10576",-80.78,38.42,138,0.68034,1
"10577",-81.22,37.27,134,1.1742,0
"10578",-81.22,37.3,109,0.62491,1
"10579",-80.88,37.63,146,1.6062,0
"10580",-82.2,38.22,174,1.84589,0
"10581",-79.62,39.67,173,1.42623,0
"10582",-79.23,38.63,98,0.93329,1
"10583",-80.48,39,130,0.8167,0
"10584",-79.25,38.83,97,0.86756,0
"10585",-80.13,38.18,148,1.33462,1
"10586",-80.22,38.98,134,0.76814,0
"10587",-80.67,38.87,130,0.835,1
"10588",-82.35,37.98,225,2.51672,1
"10589",-78.3,39.5,142,1.23619,1
"10590",-81.17,39.17,252,3.04992,0
"10591",-81.15,39.2,188,2.01056,0
"10592",-80.6,38.37,158,1.02345,0
"10593",-79.43,39.05,125,0.35932,0
"10594",-80.57,38.62,136,0.78957,1
"10595",-81.6,38.37,164,1.96452,0
"10596",-81.65,38.35,163,1.93836,0
"10597",-80.35,39.27,181,2.24873,0
"10598",-81.08,38.45,159,1.36502,1
"10599",-81.35,38.48,175,1.88132,1
"10600",-79.78,39.68,197,1.74299,1
"10601",-81.27,38.48,161,1.65174,1
"10602",-80.27,38.18,172,1.126,0
"10603",-80.43,38.87,131,0.66604,0
"10604",-81.27,38.95,163,1.5637,0
"10605",-79.88,38.82,123,0.6145,0
"10606",-81.47,37.87,156,1.08012,1
"10607",-82.38,37.98,199,2.09928,1
"10608",-80.75,37.97,133,0.84388,0
"10609",-81.4,39.12,189,2.20286,1
"10610",-80.23,39.18,150,1.37433,1
"10611",-79.85,38.88,127,0.83028,1
"10612",-80.15,39.47,172,1.9189,0
"10613",-81.12,37.58,141,0.8157,0
"10614",-79.33,38.7,102,0.99513,1
"10615",-81.55,37.37,124,0.77189,0
"10616",-80.77,38.68,138,0.91039,1
"10617",-79.72,38.8,143,0.56756,1
"10618",-80.82,38.93,151,1.353,0
"10619",-80,39.35,170,1.75683,0
"10620",-81.1,38.93,171,2.04127,0
"10621",-80.43,39.13,146,1.24606,0
"10622",-80.38,38.65,183,1.18501,1
"10623",-80.12,39.05,106,0.09281,0
"10624",-82.1,38.28,185,2.05465,0
"10625",-77.73,39.32,124,1.03583,0
"10626",-80.67,39.55,189,1.82629,0
"10627",-81,38.12,123,0.74751,1
"10628",-80.88,37.67,142,1.56743,0
"10629",-82.18,38.68,195,2.24307,0
"10630",-79.52,39.43,168,1.17204,1
"10631",-80.37,38.98,133,1.08328,1
"10632",-80.13,39.5,185,2.17595,0
"10633",-82.43,38.42,179,1.95063,0
"10634",-82.45,38.42,173,1.84076,1
"10635",-82.55,38.37,182,2.06015,1
"10636",-81.82,37.47,177,1.65002,0
"10637",-80.47,38.82,119,0.38624,0
"10638",-80.42,39.1,154,1.39066,0
"10639",-81.45,38.02,202,2.06777,0
"10640",-77.88,39.38,115,0.85167,0
"10641",-82.4,37.83,223,2.51191,1
"10642",-79,39.37,130,1.24028,0
"10643",-81.58,37.73,188,1.58797,1
"10644",-80.08,38.58,169,1.28986,0
"10645",-79.85,39.72,166,1.88712,0
"10646",-80.4,37.85,166,2.00311,0
"10647",-80.67,37.45,122,1.085,0
"10648",-82,37.85,204,2.15957,0
"10649",-81.37,38.2,161,1.46022,0
"10650",-81.82,38.05,164,1.45019,0
"10651",-81.88,37.73,168,1.51343,0
"10652",-80.35,39.55,219,2.67585,0
"10653",-80.5,39.53,256,3.18068,0
"10654",-80.08,38.22,142,1.21557,0
"10655",-77.98,39.4,133,1.22736,0
"10656",-78.87,38.87,109,1.05391,1
"10657",-81.25,37.43,121,1.06145,1
"10658",-80.73,39.98,120,0.70759,0
"10659",-78.9,39.15,74,0.27009,0
"10660",-80.75,37.98,152,1.14191,1
"10661",-80.87,39.48,219,2.735,0
"10662",-80.08,38.95,150,1.00365,0
"10663",-78.97,39.07,75,0.61853,1
"10664",-79.92,39.63,163,1.84798,0
"10665",-79.95,39.63,172,1.92185,0
"10666",-79.97,39.63,180,2.08245,0
"10667",-80.75,39.9,134,0.9957,1
"10668",-80.33,39.22,161,1.71519,0
"10669",-79.23,39.28,122,0.6802,1
"10670",-81.48,37.87,166,1.28556,1
"10671",-80.62,40.5,172,2.26302,0
"10672",-80.87,39.65,182,1.99277,0
"10673",-81.15,37.97,106,0.27195,0
"10674",-78.28,39.5,124,0.90954,1
"10675",-81.43,39.35,184,2.2013,1
"10676",-81.57,39.27,171,2.0537,0
"10677",-79.67,39.1,131,0.35596,0
"10678",-81.93,37.37,162,1.32673,1
"10679",-79.12,39,94,1.09126,0
"10680",-80.03,39.15,122,0.54358,0
"10681",-80.22,38.67,226,1.56571,1
"10682",-80.18,38.62,260,1.89577,0
"10683",-79.03,39.48,145,1.35754,0
"10684",-80.7,40.15,131,1.15638,1
"10685",-81.53,37.58,166,1.41507,0
"10686",-82.13,38.85,183,1.93097,0
"10687",-82.12,38.92,174,1.8071,1
"10688",-81.08,37.37,115,0.87864,0
"10689",-81.92,38.92,185,2.11074,1
"10690",-80.78,37.97,140,0.96102,0
"10691",-81.77,38.95,173,2.1077,0
"10692",-79.83,39.5,175,1.38397,1
"10693",-80.35,38,147,1.46856,0
"10694",-80.37,38,122,0.90498,1
"10695",-80.55,38.25,144,0.92519,0
"10696",-81.72,38.82,168,1.62899,0
"10697",-80.48,38.93,109,0.27511,0
"10698",-80.33,39.13,151,1.36156,0
"10699",-78.75,39.35,106,0.92353,0
"10700",-79.67,39.35,166,0.78381,0
"10701",-81.47,38.65,180,2.03644,1
"10702",-81.2,39.38,186,2.09399,1
"10703",-80.57,39.28,207,2.49649,0
"10704",-79.9,38.33,148,1.23633,1
"10705",-80.3,39.38,195,2.43288,0
"10706",-80,38.42,183,0.84962,1
"10707",-81.35,38.8,192,2.32203,0
"10708",-78.72,39.43,105,0.86568,0
"10709",-79.53,38.7,154,1.27534,1
"10710",-79.52,38.68,131,0.98292,1
"10711",-79.3,39.13,120,0.70089,0
"10712",-80.85,38.28,139,0.87846,0
"10713",-80.88,38.23,140,0.95175,1
"10714",-80.7,38.67,137,0.92173,0
"10715",-80.72,38.67,138,0.9423,0
"10716",-79.5,39.15,145,0.38643,0
"10717",-80.53,37.6,114,0.88164,0
"10718",-79.28,38.78,85,0.49931,1
"10719",-79.93,38.77,149,1.07689,1
"10720",-80.4,39.1,148,1.29327,0
"10721",-80.03,38.55,153,1.02121,0
"10722",-80.4,38.93,129,0.76544,0
"10723",-81.53,39.35,173,2.05331,1
"10724",-78.58,39.1,112,1.0925,0
"10725",-81.7,39.25,187,2.22089,0
"10726",-82.43,38.22,190,2.05573,0
"10727",-80.42,38.48,146,1.0552,0
"10728",-80.6,40.4,139,1.40491,1
"10729",-80.62,40.28,152,1.62075,0
"10730",-80.47,39.03,153,1.30188,0
"10731",-80.77,39.3,201,2.30507,1
"10732",-80.7,40.1,127,1.03959,0
"10733",-80.3,37.8,130,1.27178,0
"10734",-82.28,37.67,232,2.63122,0
"10735",-81.92,38.53,163,1.71769,0
"10736",-91.92,44.33,57,-0.33948,1
"10737",-92.35,45.32,59,-0.05565,1
"10738",-89.15,45.15,67,0.18597,1
"10739",-88.38,44.25,68,0.0356,1
"10740",-89.43,43.03,82,0.22648,1
"10741",-89.37,43.33,69,-0.01043,1
"10742",-89.35,43.3,68,-0.01234,1
"10743",-90.97,46.57,101,1.3028,0
"10744",-92.38,44.97,42,-0.65929,0
"10745",-89.73,43.47,71,-0.00452,1
"10746",-91.83,45.5,60,-0.07713,1
"10747",-90.83,46.8,98,1.29162,1
"10748",-88.83,43.47,73,-0.03092,1
"10749",-89.03,42.5,55,-0.63838,1
"10750",-88.95,43.97,63,-0.1261,1
"10751",-90.95,45.55,49,-0.44906,1
"10752",-89.53,45.92,54,0.02291,1
"10753",-91.23,44.3,52,-0.54966,1
"10754",-89.87,42.78,70,-0.09366,1
"10755",-91.48,45.1,68,0.13299,1
"10756",-89.82,42.97,66,-0.13532,1
"10757",-88.98,44.87,83,0.48668,0
"10758",-88.25,45.83,63,0.22676,1
"10759",-88.43,45.07,69,0.06682,1
"10760",-88.07,44.18,57,-0.11153,1
"10761",-89.38,42.62,52,-0.82514,0
"10762",-91.58,46.53,97,1.25447,1
"10763",-88.22,45.95,64,0.2583,1
"10764",-88.27,42.67,57,-0.64725,1
"10765",-88.73,43.52,63,-0.25298,1
"10766",-90.78,43.75,62,-0.33292,1
"10767",-90.7,43.7,58,-0.45238,1
"10768",-88.45,44.67,57,-0.21999,1
"10769",-91.88,44.93,74,0.18764,1
"10770",-89.47,43.05,71,-0.09164,1
"10771",-88.15,44.03,61,-0.17922,1
"10772",-88.87,42.62,54,-0.83518,1
"10773",-88.75,44.62,67,0.15409,1
"10774",-89.53,44.37,61,-0.16862,1
"10775",-91.08,46.87,129,2.01386,1
"10776",-91.3,45.8,56,-0.0215,1
"10777",-88.2,45.28,59,-0.00276,1
"10778",-92.02,45.53,66,0.03894,1
"10779",-90.43,44.95,51,-0.37854,0
"10780",-92.37,46,56,0.08317,1
"10781",-90.12,42.68,81,0.17245,0
"10782",-88.32,42.63,59,-0.62815,1
"10783",-91.55,44.13,54,-0.49943,0
"10784",-90.12,42.97,75,-0.01922,1
"10785",-92.13,45.05,51,-0.39567,1
"10786",-91.25,46.33,84,0.89517,1
"10787",-89.32,45.9,57,0.1286,1
"10788",-91.5,44.82,68,0.01994,1
"10789",-91.48,44.87,62,-0.1508,1
"10790",-88.62,43.8,61,-0.13661,1
"10791",-92.47,44.73,57,-0.34846,1
"10792",-90.97,44.6,48,-0.70313,0
"10793",-90.23,46.07,73,0.49686,1
"10794",-88.27,45.9,63,0.22679,1
"10795",-88.45,43.8,56,-0.21237,0
"10796",-88.85,42.92,62,-0.41358,1
"10797",-92.28,46.5,102,1.22457,1
"10798",-92.47,45.67,51,-0.187,0
"10799",-91.3,44.07,50,-0.56876,1
"10800",-91.22,43.58,62,-0.36412,1
"10801",-88.1,43.23,63,-0.13651,1
"10802",-88.33,45.62,57,-0.00312,1
"10803",-90.08,45.15,58,-0.05852,1
"10804",-91.8,46.25,74,0.71639,1
"10805",-89.3,43.77,65,-0.23868,1
"10806",-92.68,45.78,55,0.11257,1
"10807",-92.67,45.8,44,-0.25747,1
"10808",-87.97,44.52,62,0.05741,1
"10809",-90.5,46.47,115,1.81385,1
"10810",-89.53,44.12,55,-0.25745,0
"10811",-88.38,43.32,60,-0.19124,1
"10812",-90.73,44.4,51,-0.65885,0
"10813",-91.48,46,53,0.03904,0
"10814",-90.33,43.65,69,-0.07662,1
"10815",-91.12,45.23,59,-0.17037,1
"10816",-88.63,43.45,70,-0.00422,1
"10817",-91.4,46.58,108,1.53335,1
"10818",-89.03,42.67,53,-0.78102,1
"10819",-90.8,45.35,37,-0.88486,0
"10820",-87.83,42.58,54,-0.76269,1
"10821",-87.5,44.47,57,-0.24017,1
"10822",-89.18,45.38,71,0.1818,1
"10823",-91.23,43.82,60,-0.30864,1
"10824",-91.28,43.93,52,-0.52574,0
"10825",-91.25,43.82,68,-0.08284,0
"10826",-89.15,46.13,84,0.92195,1
"10827",-91.08,45.47,45,-0.55565,1
"10828",-88.92,43.08,73,-0.00374,1
"10829",-88.5,45.33,67,0.21888,1
"10830",-90.78,42.83,74,0.06885,0
"10831",-88.65,45.55,63,0.12454,1
"10832",-90.18,43.2,71,-0.02607,1
"10833",-89.13,45.9,66,0.28734,1
"10834",-92.47,45.57,49,-0.25273,1
"10835",-89.33,43.13,75,0.14349,0
"10836",-89.4,43.08,67,-0.15912,0
"10837",-87.68,44.1,45,-0.64194,0
"10838",-87.63,45.1,61,-0.18981,1
"10839",-90.13,44.65,67,-0.06451,0
"10840",-89.8,42.52,55,-0.63929,1
"10841",-90.35,44.15,55,-0.47586,1
"10842",-90.08,43.8,63,-0.36292,1
"10843",-90.2,44.22,56,-0.3947,1
"10844",-90.35,45.13,60,0.01435,0
"10845",-90.62,46.35,103,1.29809,1
"10846",-88.45,44.2,65,-0.02682,1
"10847",-91.93,44.9,61,-0.1123,1
"10848",-89.68,45.18,59,-0.17589,1
"10849",-88.03,43.07,71,-0.15701,0
"10850",-87.98,43.13,69,-0.20729,1
"10851",-87.9,42.95,49,-0.90308,0
"10852",-87.9,43.03,66,-0.37402,0
"10853",-89.73,45.88,52,-0.11606,0
"10854",-91.67,44.57,56,-0.41981,1
"10855",-89.65,42.6,63,-0.52889,1
"10856",-89.32,43.8,70,-0.08645,1
"10857",-89.77,43,77,0.20297,1
"10858",-90.43,43.2,63,-0.27304,1
"10859",-90.1,44.05,61,-0.16893,1
"10860",-90.6,44.57,53,-0.46006,1
"10861",-88.68,45.73,64,0.2582,1
"10862",-88.72,44.37,62,-0.03572,0
"10863",-89.25,45.63,58,0.05569,1
"10864",-88.52,43.1,66,-0.03648,1
"10865",-87.95,44.9,66,0.28719,0
"10866",-90.58,43.72,59,-0.40806,1
"10867",-92.75,45.37,44,-0.49264,1
"10868",-88.55,44.03,78,0.29203,0
"10869",-90.57,44.95,51,-0.31963,1
"10870",-90.45,45.93,66,0.28726,1
"10871",-89.05,46.05,64,0.32715,1
"10872",-89.03,44.18,67,0.03024,1
"10873",-90.12,44.43,56,-0.37066,1
"10874",-90.48,42.73,78,0.02025,1
"10875",-86.95,45.32,48,-0.30159,1
"10876",-87.98,43.75,61,-0.49718,1
"10877",-89.43,43.52,68,-0.1256,0
"10878",-87.87,43.38,66,-0.11627,1
"10879",-91.4,46.77,88,1.02731,0
"10880",-91.15,43.03,54,-0.53851,0
"10881",-89.73,43.28,63,-0.08362,1
"10882",-90.4,45.53,49,-0.33462,1
"10883",-87.77,42.7,60,-0.66029,0
"10884",-90.77,43.45,65,-0.29039,1
"10885",-90,43.53,68,-0.14563,1
"10886",-89.88,46.12,71,0.62045,1
"10887",-89.4,45.63,56,-0.01456,1
"10888",-89.9,44.97,51,-0.40633,0
"10889",-91.73,45.5,66,0.08679,1
"10890",-89.73,45.53,50,-0.39347,0
"10891",-90.38,43.33,68,-0.3186,1
"10892",-91.9,45.2,100,0.95239,0
"10893",-88.83,43.65,69,-0.00599,1
"10894",-92.63,44.87,53,-0.28426,1
"10895",-89.33,44.6,69,0.06125,1
"10896",-89.45,45.9,56,0.05947,1
"10897",-88.35,44.52,67,0.15504,1
"10898",-88.62,44.78,74,0.23933,1
"10899",-87.72,43.75,54,-0.39654,1
"10900",-90.23,42.57,91,0.34515,1
"10901",-91.82,46.35,85,0.97275,1
"10902",-89.2,45.53,61,0.05694,0
"10903",-90.8,43.95,56,-0.45637,1
"10904",-89.98,45.45,72,0.30834,0
"10905",-91.88,45.82,44,-0.25826,0
"10906",-92.23,44.83,60,-0.18133,1
"10907",-90.93,44.97,59,-0.11028,0
"10908",-89.57,44.52,66,0.02344,1
"10909",-89.22,42.92,66,-0.31825,1
"10910",-90.07,44.82,58,-0.29821,1
"10911",-87.33,44.87,61,-0.03025,1
"10912",-89.4,45.87,58,0.12802,1
"10913",-89.2,45.38,61,-0.12696,0
"10914",-92.1,46.68,134,2.06366,1
"10915",-89.75,45.43,57,-0.15002,1
"10916",-88.58,45.33,59,-0.07113,1
"10917",-87.53,44.3,60,-0.17338,1
"10918",-88.05,42.68,56,-0.67047,1
"10919",-90.45,44,65,-0.17228,1
"10920",-90.92,43.57,61,-0.35335,0
"10921",-86.85,45.4,46,-0.3859,1
"10922",-88.73,43.18,70,-0.03607,0
"10923",-88.23,43.02,68,-0.29151,1
"10924",-89.08,44.37,66,-0.02833,1
"10925",-89.62,44.92,64,-0.06828,0
"10926",-89.63,44.95,64,-0.06861,1
"10927",-87.95,45.38,53,-0.31175,0
"10928",-87.98,43.02,66,-0.3776,1
"10929",-88.18,43.42,64,-0.16057,1
"10930",-90.82,43.67,58,-0.42336,1
"10931",-91.4,45.43,62,0.01894,1
"10932",-88.73,42.83,59,-0.49821,1
"10933",-88.55,42.57,54,-0.81874,1
"10934",-89.85,45.72,48,-0.24321,1
"10935",-91.07,45.88,54,-0.06504,1
"10936",-89.77,43.63,66,-0.15486,1
"10937",-89.85,44.38,61,-0.20376,1
"10938",-89.82,44.4,59,-0.2703,1
"10939",-110.92,42.75,66,0.87406,1
"10940",-104.1,41.42,37,-0.27375,0
"10941",-106.98,42.73,14,-0.93505,1
"10942",-111.03,43.78,48,-0.01827,0
"10943",-104.33,44.65,59,0.36873,0
"10944",-108.83,43.67,28,-0.17235,1
"10945",-105.5,43.45,14,-1.08798,1
"10946",-104.65,41.15,24,-0.49658,0
"10947",-107.25,43.18,13,-0.78261,1
"10948",-106.1,44.7,55,0.74691,0
"10949",-108.77,42.53,19,-1.55837,1
"10950",-107.65,41.03,12,-0.93161,1
"10951",-108.05,44.38,20,0.1859,0
"10952",-106.38,42.63,17,-1.13472,1
"10953",-111.05,44.15,76,0.78742,1
"10954",-110.93,42.88,69,1.25774,1
"10955",-110.93,42.9,66,1.0837,0
"10956",-109.35,44.35,61,0.85334,1
"10957",-110.12,42.53,25,0.71099,1
"10958",-105.27,43.25,21,-0.71676,1
"10959",-106.73,44.13,39,0.29025,1
"10960",-108.52,41.58,10,-0.16728,1
"10961",-107.73,43.65,48,0.34101,1
"10962",-110.43,43.23,50,0.877,0
"10963",-111.03,42.25,45,0.87699,0
"10964",-108.2,43.42,31,0.01014,0
"10965",-106.8,44.37,54,0.39265,0
"10966",-106.68,44.35,56,0.6593,0
"10967",-109.18,44.5,69,1.12389,0
"10968",-107.53,44.77,84,0.458,1
"10969",-109.28,43.37,11,-0.857,1
"10970",-104.32,41.05,14,-0.85349,1
"10971",-106.3,42.87,39,0.12898,0
"10972",-106.33,42.92,32,-0.18869,0
"10973",-106.13,41.3,36,0.55175,0
"10974",-104.82,41.15,19,-0.68707,0
"10975",-104.88,41.18,14,-1.05736,0
"10976",-104.82,41.75,43,0.23421,0
"10977",-110.03,41.43,32,0.66799,1
"10978",-109.25,44.93,34,0.14388,0
"10979",-109.08,44.98,12,-0.2878,1
"10980",-105.7,43.93,18,-0.81033,0
"10981",-106.38,44.62,56,0.69185,1
"10982",-109.07,44.53,35,0.80567,0
"10983",-108.93,44.38,41,0.80201,1
"10984",-104.2,44.93,57,0.79387,0
"10985",-110,43,17,-0.79811,1
"10986",-109.67,44.9,33,-0.65984,0
"10987",-110.17,43.42,42,0.00723,1
"10988",-107.27,44.87,74,1.04156,1
"10989",-105.92,44.18,26,-0.05233,1
"10990",-108.6,44.88,16,0.71582,0
"10991",-104.72,44.58,15,-1.26521,0
"10992",-104.7,44.58,32,-0.41528,1
"10993",-105.12,44.12,22,-0.71969,0
"10994",-108.93,43.23,11,-0.89028,0
"10995",-107.53,41.03,15,-0.7468,0
"10996",-107.28,44.58,115,0.90122,1
"10997",-105.4,42.18,10,-1.4945,0
"10998",-105.38,42.77,21,-0.68187,0
"10999",-105.37,42.75,17,-0.90616,0
"11000",-105.42,42.75,20,-0.7405,1
"11001",-109.63,43.57,9,-1.13359,0
"11002",-104.98,43.42,24,-0.34561,0
"11003",-105.87,44.47,46,0.57093,1
"11004",-106.42,41.7,17,-0.84455,1
"11005",-108.37,44.52,30,0.78541,1
"11006",-106.62,41.18,34,-0.2351,0
"11007",-107.4,42.88,32,0.27515,1
"11008",-110.95,41.27,55,1.21069,0
"11009",-109.42,42.12,30,1.20041,0
"11010",-110.42,41.4,26,0.36116,0
"11011",-104.57,42.33,27,-0.5642,0
"11012",-108.87,43.02,7,-1.50544,0
"11013",-106.15,41.08,38,-0.61706,0
"11014",-107.48,42.83,12,-0.8988,1
"11015",-105.47,44.28,39,0.01377,0
