"","csp","duree","oppo","age","sexe","interdit","cableue","assurvi","soldevu","eparlog","eparliv","credhab","credcon","versesp","retresp","remiche","preltre","prelfin","viredeb","virecre","porttit"
"655","artis","d812","non","ai75","hom","non","non","oui","p1","fai","nul","non","nul","non","fai","fai","nul","nul","nul","nul","nul"
"656","agric","dp12","non","ai75","hom","non","non","oui","p4","for","nul","non","nul","oui","fai","moy","nul","nul","nul","nul","nul"
"657","agric","dp12","non","ai55","hom","non","non","non","n2","nul","nul","non","nul","non","fai","nul","nul","nul","fai","nul","nul"
"658","ouvri","d812","non","ai35","hom","non","non","non","n2","nul","nul","non","nul","non","fai","nul","fai","moy","fai","nul","nul"
"659","agric","dp12","non","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","fai","nul","nul"
"660","inter","dp12","non","ai55","hom","non","non","oui","p3","nul","for","non","fai","oui","fai","for","fai","nul","fai","fai","nul"
"661","inact","d812","non","ai45","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"662","inter","dp12","non","ai55","hom","non","non","non","p2","for","nul","oui","nul","oui","moy","fai","moy","moy","for","for","fai"
"663","ouvri","dp12","non","ai45","hom","non","oui","non","p2","nul","nul","non","nul","oui","fai","for","nul","nul","nul","fai","nul"
"664","retra","d812","non","ai75","hom","non","non","non","p3","nul","nul","non","nul","non","fai","for","nul","nul","nul","fai","for"
"665","emplo","dp12","non","ai75","hom","non","oui","oui","p3","nul","nul","non","nul","non","moy","fai","moy","nul","fai","for","fai"
"666","emplo","d812","non","ai55","hom","non","oui","oui","p3","nul","nul","oui","for","non","fai","fai","nul","nul","fai","moy","nul"
"667","agric","d812","non","ai45","hom","non","non","oui","n1","nul","nul","non","fai","non","fai","fai","fai","nul","nul","nul","nul"
"668","ouvri","d812","non","ai55","hom","non","non","non","p1","nul","nul","non","nul","non","for","nul","nul","nul","nul","moy","nul"
"669","emplo","dp12","non","ai55","hom","non","oui","non","p2","nul","fai","non","for","non","fai","fai","nul","nul","fai","for","nul"
"670","agric","dp12","oui","ai45","hom","non","non","non","p1","nul","nul","oui","nul","non","fai","nul","nul","nul","nul","fai","nul"
"671","artis","dp12","non","ai75","hom","non","non","non","p4","nul","nul","non","nul","non","moy","fai","moy","nul","nul","for","nul"
"672","inter","dp12","non","ai45","fem","non","non","non","p2","nul","nul","non","nul","non","moy","nul","nul","nul","moy","for","nul"
"673","emplo","dp12","non","ai45","hom","non","non","non","p2","for","fai","non","nul","non","fai","nul","nul","nul","fai","moy","nul"
"674","retra","dp12","non","ai75","hom","non","non","non","p3","nul","nul","non","nul","non","for","nul","nul","nul","for","for","moy"
"675","cadsu","dp12","non","ai45","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","fai","nul"
"676","cadsu","dp12","non","ai45","hom","non","oui","non","n1","nul","fai","oui","fai","non","fai","nul","nul","nul","nul","fai","nul"
"677","emplo","dp12","non","ai35","fem","oui","non","non","p1","nul","nul","non","nul","non","moy","nul","nul","moy","fai","moy","nul"
"678","inact","dp12","non","ai45","hom","non","oui","non","p3","nul","nul","non","nul","non","fai","nul","nul","nul","moy","for","nul"
"679","retra","d812","non","ai75","hom","non","non","non","p4","nul","for","non","nul","non","fai","nul","moy","nul","nul","fai","nul"
"680","retra","dp12","non","ai75","hom","non","non","oui","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"681","emplo","dp12","non","ai75","hom","non","non","non","p4","nul","nul","non","nul","non","fai","fai","moy","nul","fai","for","for"
"682","inact","d48","non","ai75","hom","non","non","non","p3","fai","for","non","nul","non","fai","for","nul","nul","fai","moy","for"
"683","inter","d812","non","ai75","hom","non","oui","non","p4","nul","fai","non","nul","non","fai","for","nul","fai","for","for","moy"
"684","emplo","dp12","non","ai55","hom","non","oui","oui","p2","nul","fai","non","fai","non","fai","nul","moy","nul","moy","for","nul"
"685","cadsu","d48","non","ai75","hom","non","non","non","p1","for","for","non","nul","non","fai","nul","nul","nul","nul","nul","for"
"686","inter","dp12","non","ai75","hom","non","oui","oui","p2","nul","nul","non","nul","oui","fai","fai","moy","moy","moy","for","nul"
"687","cadsu","dp12","non","ai45","hom","non","oui","non","p4","nul","nul","oui","nul","non","for","fai","nul","nul","fai","for","for"
"688","artis","dp12","non","ai75","hom","non","oui","non","p2","nul","fai","oui","nul","non","moy","fai","nul","nul","fai","for","moy"
"689","artis","dm2","non","ai45","hom","oui","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","for","nul","for"
"690","artis","d48","non","ai45","hom","non","oui","oui","n2","nul","nul","non","fai","non","fai","for","nul","nul","for","moy","nul"
"691","inter","dm2","non","ai35","hom","non","oui","non","p2","nul","nul","non","nul","non","fai","nul","nul","nul","nul","fai","nul"
"692","ouvri","dp12","oui","ai45","hom","non","oui","oui","p2","nul","nul","non","for","non","fai","fai","fai","fai","fai","for","nul"
"693","cadsu","dp12","oui","ai55","hom","non","non","oui","p4","nul","nul","non","nul","non","fai","moy","nul","nul","for","for","for"
"694","ouvri","dp12","non","ai55","hom","non","non","non","p2","nul","fai","non","nul","non","fai","nul","fai","nul","fai","moy","nul"
"695","ouvri","d812","non","ai35","hom","non","oui","non","p1","nul","fai","non","nul","non","fai","for","nul","nul","nul","fai","nul"
"696","emplo","dp12","oui","ai55","hom","non","non","non","p3","nul","nul","non","nul","non","fai","fai","moy","nul","nul","for","nul"
"697","ouvri","dp12","non","ai55","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","fai","nul"
"698","ouvri","dm2","non","ai45","hom","non","non","non","p3","nul","nul","non","fai","non","fai","fai","fai","nul","fai","for","nul"
"699","retra","dm2","non","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","fai","nul","nul","nul","fai","nul"
"700","retra","d24","non","ai75","hom","non","non","non","n1","nul","nul","non","fai","non","fai","nul","nul","nul","nul","nul","nul"
"701","retra","dp12","non","ai75","hom","non","non","non","p3","nul","fai","non","nul","non","for","fai","nul","nul","fai","fai","nul"
"702","inter","dp12","non","ai55","hom","non","non","non","p2","fai","nul","oui","nul","oui","fai","moy","nul","nul","fai","fai","nul"
"703","cadsu","d24","non","ai45","fem","non","non","non","p2","nul","nul","non","nul","non","for","nul","nul","nul","nul","for","nul"
"704","ouvri","dp12","non","ai35","hom","non","oui","non","p1","nul","nul","non","nul","oui","fai","nul","fai","nul","nul","fai","nul"
"705","inter","dp12","non","ai55","hom","non","non","non","p1","nul","nul","non","for","non","fai","fai","nul","nul","fai","moy","nul"
"706","emplo","dp12","non","ai45","hom","non","oui","oui","n1","nul","nul","non","for","non","fai","fai","fai","nul","fai","for","nul"
"707","ouvri","dp12","non","ai45","hom","non","oui","non","p1","nul","fai","non","nul","non","fai","nul","nul","nul","fai","fai","nul"
"708","artis","dp12","oui","ai45","hom","non","oui","oui","n1","fai","nul","non","nul","non","fai","fai","nul","nul","fai","for","for"
"709","ouvri","dp12","non","ai45","hom","non","oui","non","p2","nul","fai","oui","for","non","fai","nul","nul","nul","fai","for","nul"
"710","inter","d812","non","ai35","hom","non","oui","non","p2","nul","nul","non","nul","non","fai","for","nul","nul","fai","nul","fai"
"711","emplo","d812","non","ai35","hom","non","non","oui","n2","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"712","artis","d48","non","ai45","hom","non","non","non","p2","nul","nul","oui","nul","non","fai","nul","nul","nul","nul","fai","nul"
"713","retra","dm2","non","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","moy"
"714","ouvri","d812","oui","ai45","hom","non","non","non","p3","nul","fai","non","nul","non","moy","moy","nul","nul","nul","fai","nul"
"715","cadsu","dp12","non","ai35","hom","non","oui","non","p1","nul","fai","non","nul","oui","fai","moy","nul","nul","fai","fai","nul"
"716","ouvri","d812","non","ai45","hom","non","oui","oui","n1","fai","nul","oui","for","oui","fai","for","nul","moy","fai","fai","nul"
"717","ouvri","dp12","oui","ai45","hom","non","oui","oui","p1","nul","nul","non","nul","oui","fai","fai","fai","fai","fai","moy","nul"
"718","inter","dp12","non","ai45","hom","non","oui","non","p4","for","nul","oui","for","non","fai","moy","nul","nul","for","for","nul"
"719","ouvri","d812","non","ai45","hom","non","oui","oui","n2","nul","nul","non","for","non","fai","nul","fai","nul","fai","fai","nul"
"720","emplo","dp12","non","ai75","hom","non","non","non","p3","nul","nul","non","nul","non","moy","fai","nul","nul","nul","fai","nul"
"721","retra","dp12","non","ai75","hom","non","oui","oui","p2","nul","fai","non","nul","non","moy","nul","fai","nul","fai","for","nul"
"722","emplo","dp12","non","ai35","hom","non","non","non","p1","nul","nul","non","nul","non","fai","fai","nul","fai","fai","moy","nul"
"723","inter","dp12","non","ai45","hom","oui","non","oui","p3","for","fai","non","nul","non","fai","moy","fai","nul","moy","moy","nul"
"724","ouvri","dp12","non","ai45","hom","non","non","oui","p1","nul","nul","non","nul","non","fai","fai","nul","nul","fai","nul","nul"
"725","emplo","dp12","oui","ai55","hom","non","non","non","p3","for","fai","non","nul","non","moy","nul","nul","nul","fai","moy","nul"
"726","ouvri","dp12","non","ai55","hom","non","non","non","p2","nul","nul","non","fai","non","moy","nul","nul","nul","fai","moy","nul"
"727","ouvri","dp12","non","ai55","hom","non","oui","non","p3","nul","nul","non","nul","non","fai","nul","nul","nul","nul","moy","nul"
"728","ouvri","dp12","non","ai45","hom","non","non","non","p2","nul","nul","oui","nul","oui","fai","fai","fai","nul","fai","moy","nul"
"729","ouvri","dp12","non","ai45","hom","non","non","non","p4","nul","nul","non","fai","non","fai","moy","nul","nul","fai","for","nul"
"730","emplo","dp12","non","ai55","hom","non","oui","non","p4","nul","nul","non","nul","non","for","for","moy","nul","for","for","nul"
"731","emplo","dp12","non","ai55","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","fai","fai","nul"
"732","cadsu","dp12","non","ai55","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"733","emplo","dp12","oui","ai55","hom","non","oui","non","p2","nul","nul","non","fai","non","fai","fai","fai","moy","fai","for","nul"
"734","emplo","dp12","non","ai75","hom","non","non","non","p2","nul","nul","non","nul","non","moy","fai","nul","nul","nul","fai","nul"
"735","ouvri","d812","non","ai45","hom","non","non","non","p1","nul","fai","oui","nul","non","moy","fai","nul","nul","nul","fai","nul"
"736","cadsu","d24","non","ai55","hom","non","oui","oui","n2","nul","nul","non","nul","non","fai","nul","nul","moy","fai","nul","nul"
"737","cadsu","dp12","non","ai75","hom","non","non","non","p2","nul","nul","non","nul","non","moy","nul","fai","nul","fai","fai","nul"
"738","cadsu","dp12","non","ai75","hom","non","non","non","n2","nul","nul","oui","nul","non","fai","nul","nul","nul","nul","nul","nul"
"739","inter","dp12","non","ai75","hom","non","oui","oui","n1","nul","fai","non","nul","non","fai","fai","nul","nul","for","for","for"
"740","ouvri","dp12","non","ai45","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"741","ouvri","dp12","non","ai75","hom","non","oui","oui","n1","nul","nul","non","nul","non","fai","moy","moy","nul","fai","for","nul"
"742","ouvri","dp12","non","ai45","hom","non","non","oui","n1","nul","nul","non","nul","non","fai","nul","nul","nul","fai","nul","nul"
"743","emplo","dp12","non","ai55","hom","non","oui","non","p2","nul","fai","non","fai","non","fai","fai","nul","nul","fai","moy","nul"
"744","inter","d24","non","ai55","hom","non","non","non","p2","for","for","non","nul","non","fai","nul","nul","nul","nul","fai","moy"
"745","retra","dp12","non","ai75","hom","oui","non","oui","p4","nul","for","non","nul","non","for","nul","nul","nul","nul","for","for"
"746","artis","dp12","non","ai75","hom","non","non","oui","p1","for","for","oui","nul","non","fai","nul","nul","nul","fai","fai","fai"
"747","emplo","dp12","non","ai55","hom","non","non","non","p4","nul","nul","oui","nul","non","moy","fai","moy","nul","fai","for","nul"
"748","inter","dp12","non","ai55","hom","non","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","fai","for","moy","nul"
"749","ouvri","dp12","non","ai35","hom","non","non","non","n1","fai","nul","oui","nul","non","fai","nul","nul","nul","moy","moy","nul"
"750","ouvri","dp12","non","ai75","hom","non","oui","non","p3","nul","fai","non","fai","non","fai","fai","nul","nul","moy","for","nul"
"751","cadsu","d812","non","ai55","hom","non","oui","non","p2","nul","nul","oui","nul","non","moy","fai","nul","nul","fai","for","fai"
"752","ouvri","d812","non","ai45","hom","non","oui","non","p1","nul","nul","non","nul","non","fai","nul","nul","fai","fai","fai","nul"
"753","emplo","d812","non","ai75","hom","non","oui","non","p4","nul","nul","non","nul","non","moy","nul","nul","nul","fai","moy","nul"
"754","cadsu","dp12","non","ai55","hom","non","non","non","p3","nul","nul","non","for","non","moy","for","nul","nul","fai","for","nul"
"755","inter","d812","non","ai55","hom","non","oui","non","n2","nul","nul","non","for","non","fai","nul","nul","nul","fai","moy","nul"
"756","ouvri","dp12","non","ai55","hom","non","non","oui","p3","nul","nul","non","nul","non","fai","nul","nul","nul","fai","for","nul"
"757","inter","d812","non","ai35","hom","non","non","non","p1","nul","nul","non","nul","non","fai","fai","nul","nul","moy","nul","nul"
"758","artis","d812","oui","ai55","hom","non","non","oui","p1","fai","nul","oui","nul","non","fai","moy","moy","nul","for","nul","nul"
"759","ouvri","dp12","oui","ai35","hom","non","non","non","p1","nul","nul","oui","nul","non","fai","nul","nul","nul","nul","fai","nul"
"760","emplo","d812","non","ai45","hom","non","oui","oui","p1","nul","nul","non","for","oui","fai","fai","moy","nul","nul","moy","nul"
"761","artis","d812","non","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"762","cadsu","dm2","non","ai55","hom","non","non","non","n1","nul","nul","non","for","non","fai","nul","nul","nul","nul","fai","nul"
"763","inter","dp12","non","ai55","hom","non","oui","non","p4","nul","nul","non","nul","oui","for","for","nul","moy","for","for","for"
"764","ouvri","d812","non","ai35","hom","non","oui","oui","n1","nul","fai","non","fai","non","fai","nul","fai","fai","fai","for","nul"
"765","retra","dp12","non","ai75","hom","non","non","non","p4","nul","nul","non","nul","non","moy","fai","fai","nul","fai","for","nul"
"766","cadsu","dp12","non","ai75","hom","non","oui","oui","p4","nul","fai","non","for","non","moy","moy","nul","nul","for","for","nul"
"767","ouvri","d812","non","ai55","hom","non","oui","non","p1","nul","nul","non","nul","oui","fai","fai","nul","nul","nul","nul","nul"
"768","inter","d812","oui","ai45","hom","non","oui","non","p1","nul","nul","oui","fai","non","moy","for","nul","nul","for","nul","nul"
"769","ouvri","dp12","non","ai45","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"770","ouvri","dp12","non","ai35","hom","non","oui","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","moy","fai","nul"
"771","cadsu","dp12","non","ai45","hom","non","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","fai"
"772","ouvri","dp12","non","ai45","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"773","artis","dp12","non","ai55","hom","non","non","oui","p1","nul","nul","non","nul","non","fai","fai","nul","nul","fai","nul","nul"
"774","ouvri","dp12","non","ai55","hom","non","oui","non","p2","for","for","non","nul","non","fai","for","moy","nul","fai","nul","fai"
"775","ouvri","d48","oui","ai45","hom","non","non","non","n1","nul","nul","oui","nul","non","fai","nul","nul","nul","fai","nul","nul"
"776","ouvri","dp12","non","ai45","hom","non","non","oui","n2","nul","nul","non","for","non","fai","fai","fai","nul","fai","fai","nul"
"777","ouvri","dp12","oui","ai45","hom","non","non","non","p1","nul","nul","non","nul","oui","fai","nul","nul","nul","fai","fai","nul"
"778","ouvri","dp12","non","ai75","hom","non","non","oui","p4","fai","fai","non","nul","non","moy","for","nul","nul","nul","nul","nul"
"779","etudi","dp12","non","ai25","hom","non","non","non","p1","nul","fai","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"780","ouvri","dp12","non","ai55","hom","non","non","non","p1","nul","nul","non","nul","non","fai","fai","nul","nul","moy","fai","nul"
"781","cadsu","d812","non","ai45","hom","oui","non","oui","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"782","ouvri","dp12","non","ai75","hom","non","oui","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","moy","for","nul"
"783","artis","dp12","non","ai55","hom","oui","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"784","ouvri","d812","non","ai55","hom","non","non","non","p2","nul","for","non","nul","non","moy","nul","nul","nul","nul","nul","nul"
"785","emplo","d812","non","ai45","hom","non","oui","non","n2","nul","fai","oui","fai","non","fai","for","nul","nul","for","moy","nul"
"786","retra","dp12","non","ai75","hom","non","non","oui","p1","nul","fai","non","nul","non","fai","nul","nul","nul","nul","nul","for"
"787","emplo","d812","non","ai45","hom","non","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","fai","nul"
"788","artis","d812","non","ai75","hom","non","non","non","p2","nul","nul","oui","nul","non","fai","nul","nul","nul","nul","nul","moy"
"789","inter","d812","non","ai55","hom","non","oui","oui","n2","nul","nul","non","for","non","fai","moy","nul","nul","moy","moy","nul"
"790","cadsu","dp12","non","ai45","hom","non","oui","non","n2","nul","fai","non","nul","non","fai","moy","nul","fai","nul","fai","nul"
"791","ouvri","d812","non","ai45","hom","non","non","non","p2","nul","nul","non","nul","non","for","nul","nul","nul","fai","moy","nul"
"792","emplo","d24","non","ai25","hom","non","oui","non","p2","fai","nul","non","nul","non","fai","nul","nul","nul","nul","moy","nul"
"793","cadsu","d812","non","ai55","hom","non","oui","non","n2","nul","nul","non","for","non","fai","nul","nul","nul","nul","fai","nul"
"794","emplo","dp12","non","ai75","hom","non","non","non","n2","nul","nul","non","nul","oui","fai","moy","nul","nul","fai","fai","nul"
"795","ouvri","dp12","non","ai55","hom","non","oui","oui","p2","nul","nul","non","nul","non","fai","nul","nul","moy","fai","moy","nul"
"796","cadsu","d812","non","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","fai","nul","nul","nul","nul","nul"
"797","artis","d812","non","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"798","ouvri","d812","non","ai35","hom","non","non","oui","p1","nul","nul","non","nul","non","fai","nul","nul","nul","fai","fai","nul"
"799","cadsu","dp12","non","ai75","hom","non","non","non","p4","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"800","inter","dp12","non","ai75","hom","non","oui","oui","n2","nul","fai","non","for","non","fai","for","moy","nul","fai","for","moy"
"801","ouvri","d812","non","ai35","hom","non","non","non","p2","nul","nul","non","nul","non","fai","nul","nul","nul","nul","moy","nul"
"802","inter","d48","non","ai45","hom","non","non","non","p1","nul","nul","oui","nul","non","fai","fai","nul","nul","nul","nul","nul"
"803","ouvri","d812","non","ai35","hom","non","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"804","cadsu","dp12","non","ai45","hom","non","oui","oui","p3","nul","nul","oui","for","non","fai","for","moy","nul","fai","for","nul"
"805","cadsu","d24","non","ai45","hom","non","non","non","p1","nul","nul","oui","nul","non","fai","fai","nul","nul","nul","nul","nul"
"806","emplo","dp12","non","ai45","hom","non","non","non","p3","nul","fai","oui","fai","non","moy","nul","moy","nul","fai","for","nul"
"807","retra","d24","non","ai75","hom","non","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"808","cadsu","d48","oui","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"809","emplo","dp12","non","ai75","fem","non","non","non","n2","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"810","cadsu","d812","non","ai75","hom","non","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
