"","vote","distD66","distPvdA","distVVD","distCDA","relig","class","income","educ","age","urban"
"933","PvdA",0.31617901,0.21866591,0.91915013,2.8472693,0,1,2,2,2,0
"934","CDA",2.2523197,2.3901627,1.4441219,0.18961909,1,4,4,4,12,0
"935","CDA",0.27500435,0.35005573,0.060944137,0.69635185,1,4,6,4,4,0
"936","VVD",0.28316789,0.3274505,0.12814835,0.57973622,0,4,6,4,7,0
"937","CDA",1.369506,1.5824398,1.3358244,4.9227927,1,2,6,1,3,0
"938","VVD",0.8603716,1.0699069,0.66351396,3.4186683,1,3,5,2,11,0
"939","CDA",6.2121129,6.5783729,4.5071991,2.4251127,0,3,3,1,10,0
"940","D66",1.2181525,1.4676097,0.93588067,3.8874083,0,3,6,3,3,0
"941","VVD",0.045462702,0.023115479,0.36907983,2.1000906,1,2,4,2,3,0
"942","PvdA",1.2490019,1.5270731,0.71939105,2.9216301,1,0,3,1,12,0
"943","PvdA",2.8360469,2.4984945,4.3222476,6.837377,1,2,0,1,3,0
"944","CDA",0.73896162,0.82951357,1.0361247,4.3510947,1,3,4,3,1,0
"945","PvdA",2.1947862,2.1612187,3.1328684,7.6323236,1,3,6,2,6,0
"946","VVD",5.5148111,5.4798862,4.7740236,1.2243838,1,4,6,2,5,0
"947","CDA",9.8314357,10.030675,8.1326208,3.5492722,1,2,4,2,5,0
"948","CDA",9.3249024,9.6025082,7.4936627,3.4643256,1,2,5,2,2,0
"949","CDA",3.6141282,3.4334895,3.5536446,1.0496696,1,2,4,3,8,0
"950","VVD",1.456468,1.753678,0.74880103,2.3895175,1,2,6,2,5,0
"951","CDA",0.97589014,1.0487973,0.54717117,0.12357284,1,2,3,2,3,0
"952","VVD",1.3139728,1.3543518,1.9023967,5.8500674,1,2,5,1,3,0
"953","PvdA",0.74178028,0.62885592,1.5495206,4.2233811,0,2,5,2,3,0
"954","CDA",0.11175551,0.20135525,0.10443028,1.9488793,1,2,6,1,5,0
"955","PvdA",0.88716731,0.69570506,1.7779794,3.6592188,1,2,3.3431029,2,2,0
"956","PvdA",0.74503548,0.90766866,0.2274314,0.73815848,1,3.0524514,3,2,6,0
"957","D66",1.8066429,1.9522142,2.14014,6.4624284,0,2,6,1,6,0
"958","PvdA",0.15485906,0.24849027,0.00026620705,1.2015446,0,2,5,4,4,0
"959","PvdA",3.2323999,3.618893,1.9688553,2.30398,1,1,1,2.220446e-16,12,0
"960","CDA",0.42794927,0.59599523,0.19412489,2.1439216,1,2,5,2,9,0
"961","PvdA",0.35736919,0.45244129,0.50666543,3.183003,0,2,2,4,2,0
"962","VVD",0.57258133,0.4462316,1.3277289,3.5466857,1,2,4,2,1,0
"963","PvdA",4.4979738,4.0920029,6.3366544,9.5008118,0,0,0,2,3,0
"964","CDA",3.9809808,4.3819241,2.5565712,2.3413486,1,2,6,3,4,0
"965","PvdA",3.3264152,3.1428513,4.7490473,9.2931675,0,3,6,4,5,0
"966","VVD",0.63380743,0.8333712,0.3425692,2.4953136,1,3,4,3,4,0
"967","CDA",0.83455655,0.63712731,1.4903944,2.15756,1,2,4,2,9,0
"968","VVD",2.6656696,3.0579687,1.6177578,3.0720251,1,2,4,2,3,0
"969","D66",1.7106728,1.4391109,2.8862246,4.9155772,1,2,5,2,3,0
"970","CDA",0.55499278,0.49753759,0.60952365,0.52183707,1,2,0,2.220446e-16,12,0
"971","CDA",0.25720919,0.34177454,0.037126079,0.78787196,1,0,2,2,3,0
"972","CDA",0.41784379,0.47117263,0.18990393,0.42983313,1,2,0,2,7,0
"973","CDA",0.60454035,0.51104122,0.78101177,0.73037812,1,2,6,2,2,0
"974","CDA",1.8869248,2.225393,1.2020214,3.5766732,1,2,5,3,5,0
"975","CDA",0.51522746,0.69955039,0.20680168,2.046449,1,2,4,2,9,0
"976","CDA",0.41514054,0.53780797,0.070576009,0.80329987,1,2,5,3,8,0
"977","PvdA",0.44196172,0.32700884,1.126113,3.1782249,0,3,6,1,4,0
"978","PvdA",2.4872367,2.1668208,3.8848361,6.2358881,1,0,4,1,3,0
"979","PvdA",0.99724958,0.84888948,1.9264091,4.6440435,0,0,3,2,1,0
"980","PvdA",2.2017659,2.3440636,2.6139103,7.2627012,0,3,4,4,1,0
"981","PvdA",1.4592099,1.7527989,0.72298474,2.1722728,1,0,0,1,12,0
"982","D66",0.94021288,0.88612703,1.6958079,5.0117298,0,2,2,1,5,0
"983","CDA",2.1341101,2.3838751,1.1639308,0.83047764,1,2,4,3,3,0
"984","PvdA",0.70255392,0.54234289,1.521674,3.5335424,0,3,5,2,2,0
"985","PvdA",2.3483689,2.2348369,3.4938017,7.773335,0,2,2,2.220446e-16,6,0
"986","CDA",0.1149383,0.12519619,0.43235573,2.6276989,1,3,2.8045933,1,0,0
"987","D66",1.0553962,1.3045499,0.44044581,1.7964706,0,3,4,3,3,0
"988","PvdA",0.83239046,0.7394931,1.6369119,4.5987956,0,2,2,1,4,0
"989","PvdA",0.40463598,0.35189963,0.9992644,3.5658726,1,0,0,2.220446e-16,3,0
"990","VVD",4.1198192,4.2506959,3.082586,0.62726907,1,2,3,2,3,0
"991","VVD",0.95973576,1.2007974,0.58009606,2.9388044,0,2,6,2,1,0
"992","PvdA",0.95757154,1.2035992,0.45326397,2.2910348,0,2,0,1,3,0
"993","CDA",2.2894577,2.5955419,1.247438,1.4236931,1,2,2,2.220446e-16,5,0
"994","PvdA",0.45267422,0.34657716,0.74753758,1.0722029,1,0,2,2.220446e-16,9,0
"995","PvdA",0.39121333,0.44233705,0.71325537,3.5498467,0,0,6,1,4,0
"996","CDA",2.2023514,1.8872703,3.0399971,2.7941164,1,2,4,2,4,0
"997","CDA",0.27329331,0.19923089,0.83756369,2.9358986,1,2,4,1,2,0
"998","CDA",2.005997,1.9562876,1.7255259,0.1531771,1,2,0,2.220446e-16,10,0
"999","VVD",1.8666402,1.9657388,1.2051789,0.065392451,1,3,6,3,10,0
"1000","PvdA",0.78538267,0.64890622,1.6336843,4.1446898,1,0,0,2.220446e-16,10,0
"1001","PvdA",1.7374867,1.9679176,0.87368584,0.75602446,1,2,5,3,2,0
"1002","CDA",3.4059225,3.1656078,3.6050471,1.4384315,1,2,3.5739901,2,5,0
"1003","PvdA",0.52303004,0.45646717,1.1860691,3.8703471,0,2,5,3,1,0
"1004","PvdA",6.9710353,7.6107691,5.3361969,7.732449,0,3,2,1,2,0
"1005","CDA",1.997098,2.0612553,1.3977045,0.025357756,1,2,3,3,2,0
"1006","CDA",1.9254242,2.2610267,1.0588738,2.5214532,1,2,4,2,2,0
"1007","CDA",3.9081199,3.7628972,3.6854693,0.94256099,1,0,3,2,6,0
"1008","VVD",4.0011684,4.4892456,2.885598,5.4673893,1,2,2,2.220446e-16,9,0
"1009","PvdA",5.7416427,5.5781222,5.3855175,1.7271005,1,2,3,2.220446e-16,8,0
"1010","CDA",0.52090482,0.39632736,1.2499538,3.3709551,1,2,2,2,3,0
"1011","CDA",14.755187,15.226169,12.175648,7.4975874,1,2,1,2.220446e-16,12,0
"1012","VVD",1.7160862,1.4721909,2.9119194,5.4574202,1,2,5,2,6,0
"1013","CDA",2.7358518,3.0391515,2.5845666,6.9782193,1,0,4,1,5,0
"1014","VVD",1.967098,1.651989,3.1280633,4.4279074,0,1,4,2,3,0
"1015","CDA",0.19029725,0.24020879,0.42888942,2.8480498,1,2,4,2,2,0
"1016","PvdA",1.9354395,1.8809647,2.8842667,7.1183509,1,0,0,2.220446e-16,7,0
"1017","CDA",2.3527465,2.2691947,2.127699,0.30766698,1,2,3,2,4,0
"1018","VVD",1.3767809,1.5781956,1.3977085,5.0713044,1,3,6,4,5,0
"1019","CDA",3.0615081,2.8728604,4.4559946,8.7884978,1,2,2,2,5,0
"1020","CDA",7.0516324,7.3476288,5.3769636,2.3749901,1,3,6,2,6,0
"1021","PvdA",1.6782576,1.9977326,1.0522268,3.4206578,1,0,4,2.220446e-16,6,0
"1022","CDA",5.8275059,5.8824468,4.8070504,1.2815094,1,2,0,2.220446e-16,11,0
"1023","D66",2.9032282,2.5154726,4.2573936,5.3805175,1,2,4,2,8,0
"1024","PvdA",5.7295787,6.3101208,4.3893558,7.2977129,1,0,0,2.220446e-16,4,0
"1025","VVD",2.3439574,2.38336,1.7558182,0.062248431,0,2,2,2,2,0
"1026","PvdA",0.64216542,0.56528713,1.3627042,4.1656693,0,1,4,1,3,0
"1027","VVD",0.47680013,0.34622633,1.1785734,3.0782924,1,2,5,3,5,0
"1028","PvdA",2.7117708,2.3355519,3.9194242,4.5166993,0,2,4,1,4,0
"1029","PvdA",0.97277369,0.75304965,1.7964559,2.9284961,1,0,0,2.220446e-16,8,0
"1030","CDA",3.123192,2.7337023,4.1883073,3.9028917,1,0,3,1,6,0
"1031","CDA",0.35460372,0.24604362,0.72135246,1.3524654,1,0,0,1,8,0
"1032","CDA",2.4814855,2.6002166,1.6798798,0.16734874,1,0,1,2.220446e-16,7,0
"1033","PvdA",0.85190283,0.71625023,1.1268242,0.90834707,1,4,5,4,4,0
"1034","CDA",1.6318998,1.4404669,1.9442893,1.0598961,1,2,4,3,9,0
"1035","PvdA",0.97717683,0.7957973,1.9181083,4.1917808,1,0,0,2.220446e-16,10,0
"1036","CDA",3.199501,2.9342069,3.5367186,1.6520319,1,2.4614432,5,1,8,0
"1037","CDA",2.64048,2.315758,4.080366,6.5683982,1,2,4,2,3,0
"1038","CDA",1.1777312,1.4114116,0.97590813,4.0731255,0,0,4,1,2,0
"1039","PvdA",1.1108033,1.1172042,0.82365,0.069437355,1,0.87109882,4,2.220446e-16,7,0
"1040","PvdA",2.1492524,2.0156729,2.1294299,0.53286546,1,0,5,2.220446e-16,5,0
"1041","PvdA",0.20918143,0.25836828,0.46017663,2.9276703,0,0,4,1,3,0
"1042","CDA",0.15363879,0.23599287,0.23894202,2.4165756,1,3,6,3,4,0
"1043","PvdA",0.99268053,1.2364197,0.61672968,3.0336434,0,0,4,1,1,0
"1044","VVD",0.58929364,0.62707008,1.0170823,4.1571487,1,2,4,1,4,0
"1045","CDA",3.9886588,3.5902264,4.8561098,3.4899577,1,3,6,3,3,0
"1046","VVD",3.5338526,3.4237056,3.2377074,0.67475052,1,3,0,2,11,0
"1047","CDA",0.34062569,0.22690405,0.95166658,2.6728107,0,0,4,2,2,0
"1048","CDA",1.8678482,2.0903614,0.98397218,0.65035272,1,2,5,2.220446e-16,9,0
"1049","PvdA",1.1446739,0.95191286,2.1498268,4.5581791,1,0,3,2.220446e-16,9,0
"1050","CDA",0.4338709,0.40356033,0.43504251,0.50343777,1,2,5,1,9,0
"1051","CDA",5.1985197,4.7567984,6.0776979,4.1117833,1,2,4,2,8,0
"1052","PvdA",0.20863889,0.2880578,0.023441273,0.86304275,1,2,0,1,0,0
"1053","VVD",2.2814116,2.2996679,1.7594329,0.061876442,0,2,4,1,0,0
"1054","CDA",0.15755236,0.10038912,0.62710876,2.5285405,1,4,6,2,5,0
"1055","D66",0.71908684,0.69402666,1.3524603,4.5236557,1,2,0,2,3,0
"1056","CDA",1.1468028,1.3064604,1.2879025,4.9035381,1,2,0,1,6,0
"1057","CDA",4.8510642,4.5739518,5.007863,2.0813408,1,0,1,1,12,0
"1058","PvdA",0.27563574,0.39070319,0.016769292,1.0441677,0,1,5,2,2,0
"1059","CDA",5.3224925,5.4158905,4.2506555,1.0620448,1,2,0,2.220446e-16,12,0
"1060","PvdA",4.2626903,4.6800216,2.7829769,2.5515701,0,1,4,2,3,0
"1061","CDA",2.8454898,2.5350856,3.4665687,2.2558998,1,2,1,1,10,0
"1062","CDA",0.55829091,0.61443456,0.277915,0.30973487,1,2,4,1,10,0
"1063","CDA",1.0104069,1.1703457,0.41137084,0.49186217,0,2,5,2,1,0
"1064","D66",0.7004287,0.90656838,0.23091528,1.6307568,1,1,6,3,4,0
"1065","CDA",0.64054025,0.48024176,1.1415198,1.6306819,1,4,0,2.220446e-16,5,0
"1066","CDA",0.36862517,0.26124267,1.0070481,2.9551761,0,2,2,2,3,0
"1067","VVD",2.6142578,2.9723199,1.5007469,2.1226072,0,3,6,3,5,0
"1068","CDA",0.33292914,0.26777369,0.50195261,0.84511951,1,1,6,2,2,0
"1069","PvdA",0.34933368,0.22427305,0.92503834,2.3054109,0,1,6,3,2,1
"1070","PvdA",1.1740635,1.4441199,0.66474172,2.8425787,1,0,2,2,8,1
"1071","VVD",2.8788464,3.0938261,3.1283814,8.1007175,0,1,2,1,1,1
"1072","CDA",0.57908545,0.6196234,0.99551292,4.1230867,0,0,2,2,3,1
"1073","VVD",2.4348339,2.7832947,1.960068,5.4910112,0,1.4648052,5,2,1,1
"1074","CDA",3.0731857,2.7649276,3.635075,2.1738705,1,0.66458547,0,2.220446e-16,10,1
"1075","VVD",2.2391589,1.9465416,3.5803874,6.0830272,0,2,6,2,6,1
"1076","PvdA",0.056653201,0.10654932,0.19573202,2.1387756,0,2,4,1,11,1
"1077","D66",0.64548381,0.55941527,1.3826392,4.1258311,0,2,2,2,9,1
"1078","D66",0.23575559,0.29951384,0.44866474,2.954789,0,4,4,3,2,1
"1079","CDA",2.3810984,2.3600407,1.9568753,0.13117446,1,3,0,3,12,1
"1080","D66",1.1758614,1.4465856,0.58803187,2.4005534,0,3,4,3,5,1
"1081","CDA",0.026641098,0.069052946,0.15432738,1.9295011,1,2,2,2,12,1
"1082","CDA",1.2981114,1.3999797,0.73540837,0.10985547,1,3,2,3,2,1
"1083","CDA",0.87327991,1.0040284,1.0579031,4.4436883,1,0,1,2,8,1
"1084","PvdA",3.7296218,3.3031503,5.3436124,7.1226868,0,1,3,2,6,1
"1085","PvdA",1.2543063,1.2436283,1.9729836,5.7700076,0,0,1,2,8,1
"1086","CDA",0.61686728,0.505262,0.86645375,0.89114888,1,1,6,2,6,1
"1087","CDA",2.8747063,2.8736804,2.3249189,0.20224495,1,0,0,1,10,1
"1088","CDA",0.72809652,0.54739492,1.5284705,3.1402529,1,2,0,1,10,1
"1089","CDA",3.2814458,2.8684176,4.7126038,5.8210248,1,0,0,2.220446e-16,10,1
"1090","CDA",0.76653298,0.57344551,1.5266775,2.7584282,1,2,4,1,4,1
"1091","PvdA",2.6753095,2.8769565,1.679173,0.49258283,0,1,3,1,0,1
"1092","CDA",1.0378433,0.82114133,1.7015298,2.1142403,1,2,0,2,7,1
"1093","CDA",1.0651295,1.3025546,0.78944262,3.5901682,1,3,3,2,2,1
"1094","CDA",0.062826306,0.06310628,0.36601805,2.3421632,1,2,6,4,2,1
"1095","PvdA",0.5545134,0.70147478,0.55981358,3.3336893,0,0,5,1,1,1
"1096","VVD",5.5899304,6.1524824,4.4440332,8.0091193,0,2,4,3,8,1
"1097","VVD",2.4730208,2.6372884,2.8496736,7.6615925,0,2,4,1,6,0
"1098","PvdA",1.4364609,1.4621268,1.032175,0.009695038,1,0,0,2.220446e-16,10,0
"1099","PvdA",0.069163704,0.099171919,0.06972869,1.0490754,1,2,5,2,3,0
"1100","VVD",3.6211412,4.030993,2.2755369,2.5721358,0,2,6,2,6,0
"1101","PvdA",0.25762876,0.37741423,0.22889293,2.4282797,1,2,2,2,3,0
"1102","CDA",1.4663773,1.4899981,1.0621333,0.0088700454,1,2,2,2,3,0
"1103","PvdA",0.68760058,0.89646517,0.35551408,2.4538289,1,2.9321978,0,3,2,0
"1104","PvdA",1.2100026,1.0838531,2.1662631,5.3499969,0,2,0,2.220446e-16,12,0
"1105","D66",0.59082085,0.50770688,1.3050995,3.9836551,1,2,3,2,2,0
"1106","CDA",2.12658,1.8201377,3.4157019,5.4597072,0,2,5,2,4,0
"1107","CDA",1.802809,2.1159069,0.92575403,1.9971476,1,2,6,3,5,0
"1108","PvdA",3.8512122,3.553078,4.2312011,2.0535105,1,2,2,2,3,0
"1109","PvdA",0.48738843,0.36381411,0.85485681,1.2619399,0,0,0,1,0,0
"1110","VVD",1.4244275,1.7137243,0.94183445,3.5389905,0,3,6,2,4,0
"1111","CDA",0.090916363,0.17648779,0.045600798,1.6473457,1,3,5,3,4,0
"1112","PvdA",1.4643757,1.1947064,2.4902918,3.8327464,0,1,4,2.220446e-16,3,0
"1113","CDA",1.3601854,1.2534988,2.3161916,5.7935782,1,2,3,2,4,0
"1114","PvdA",1.3632644,1.4185885,1.9162572,5.9209173,0,0,4,1,5,0
"1115","PvdA",3.7785345,3.3314648,5.2235745,5.8826389,0,0,5,1,5,0
"1116","PvdA",3.82844,3.3783237,5.2794552,5.920937,1,0,6,1,1,0
"1117","CDA",0.95151164,0.8400633,1.8191519,4.8018223,1,0,0,2.220446e-16,6,0
"1118","CDA",1.6861422,1.4456399,2.2264735,1.6887013,1,1,0,2.220446e-16,10,0
"1119","PvdA",0.44177929,0.5777483,0.074365502,0.89934574,0,0,0,2.220446e-16,2,0
"1120","PvdA",3.3265835,2.9716397,4.9286107,7.7341466,1,2,2,2.220446e-16,8,0
"1121","PvdA",0.034010767,0.029270351,0.31696148,2.1202511,1,0,0,2.220446e-16,9,0
"1122","PvdA",0.5319494,0.56807578,0.94764314,4.0048713,0,1.0552706,0,2.220446e-16,5,0
"1123","D66",0.22182716,0.33971465,0.16791669,2.2181605,1,3,6,3,5,0
"1124","PvdA",2.2745779,2.6397286,1.5862186,4.3485944,0,2,6,2.220446e-16,2,0
"1125","VVD",1.913776,2.2258758,1.5000857,4.7722157,1,2,2,2.220446e-16,7,0
"1126","PvdA",0.71448283,0.92459551,0.40633225,2.6380202,0,1,6,4,4,0
"1127","CDA",2.9271845,3.3075981,2.3934755,6.1266439,1,2,4,2,9,0
"1128","PvdA",0.55590754,0.47010145,1.2621737,3.861626,1,2,5,1,7,0
"1129","PvdA",0.1735601,0.10613903,0.66102583,2.4926917,0,0,1,2.220446e-16,6,0
"1130","CDA",2.8152354,3.0350848,1.7666343,0.60492537,0,2,4,2,1,0
"1131","CDA",8.0582298,7.5964977,8.6476685,4.9930173,1,2,5,1,5,0
"1132","CDA",0.17278411,0.15480172,0.24514396,0.84074507,1,3,6,2,1,0
"1133","VVD",1.2556464,1.0640466,2.2972782,4.8976698,0,2,3.7255955,2,4,0
"1134","VVD",0.87291438,0.68493086,1.7604884,3.6789468,0,4,6,2,8,0
"1135","PvdA",0.24505709,0.30278002,0.077984655,0.6755602,0,3,1,2,0,0
"1136","CDA",0.3617829,0.50484037,0.27475732,2.5479759,1,0,5,2.220446e-16,6,0
"1137","PvdA",0.80573539,0.83889186,1.3050779,4.7173275,1,0,1.1462408,1,0,0
"1138","PvdA",0.16250244,0.19422253,0.095589402,0.77818472,0,0,4,1,4,0
"1139","PvdA",2.1453008,2.4837312,1.1702631,2.1568898,0,0.72408724,5.0938263,2,6,0
"1140","CDA",0.55400437,0.45079939,1.28251,3.7247143,1,3,3.0993421,3,6,0
"1141","PvdA",0.33196207,0.45554035,0.33768437,2.759316,1,0,2,1,3,0
"1142","PvdA",0.54428934,0.48243705,1.2059128,3.9547883,1,3,6,3,7,0
"1143","CDA",1.3682001,1.2773386,1.3379219,0.33855024,0,2,4,2,7,0
"1144","VVD",1.1271683,1.0003238,2.0642557,5.1457727,1,3,5,3,3,0
"1145","CDA",0.16857852,0.10525796,0.43028217,1.2444547,0,3,6,2,6,0
"1146","PvdA",0.87780855,0.77730882,1.7077147,4.6758123,1,0,0,2.220446e-16,2,0
"1147","CDA",0.22577632,0.15567672,0.47678899,1.137131,1,2,2,2,2,0
"1148","PvdA",3.4489803,3.1833774,5.0163903,9.0099321,0,2,3,2.220446e-16,4,0
"1149","PvdA",1.0431703,0.82518725,1.7142691,2.1430157,1,0,0,2.220446e-16,3,0
"1150","PvdA",1.6417725,1.4069842,2.1642187,1.6274885,1,2,4,3,3,0
"1151","VVD",2.8924797,3.2313718,2.5942905,6.8246717,0,2,1,1,12,0
"1152","PvdA",0.27047291,0.24554101,0.75392915,3.2101484,1,2,1,1,0,0
"1153","CDA",0.85336203,0.72992839,1.0741301,0.78180819,1,3,6,3,8,0
"1154","PvdA",0.70033764,0.91063582,0.36931981,2.4944645,1,2,1.777064,1,6,0
"1155","VVD",5.2836236,5.8247847,3.7177465,4.9503643,0,1.0193741,4,2,3,0
"1156","D66",0.22408389,0.15539637,0.75230625,2.7596875,1,3,6,3,5,0
"1157","CDA",1.5333837,1.7931676,0.70878722,1.223315,1,2,0,1,11,0
"1158","VVD",2.0196332,2.2604219,1.0828401,0.77304749,1,2,5,1,7,0
"1159","PvdA",2.0950268,1.8420209,3.3953408,6.3024523,1,2,1,2.220446e-16,10,0
"1160","CDA",6.9792375,7.4805099,5.0500573,3.9409926,1,0,2,2,8,0
"1161","CDA",3.7801791,4.0842711,2.4644229,1.3014593,1,4,0,2,3,0
"1162","PvdA",3.390011,3.0372229,4.1233693,2.8075002,1,2,3,2,5,0
"1163","CDA",0.25895769,0.23046585,0.3237486,0.72393235,1,2,2,2.220446e-16,4,0
"1164","CDA",1.2017458,1.448873,0.4972177,1.3941708,1,3,5,3,5,0
"1165","D66",2.0535182,2.4002401,1.4184101,4.1562351,1,2,3,2,10,0
"1166","CDA",0.76723437,0.57760355,1.4130488,2.1504304,1,2,3,2,8,0
"1167","PvdA",0.22350315,0.26916793,0.49349384,2.998465,0,2,0,1,10,0
"1168","PvdA",0.45622895,0.48409599,0.8725374,3.8075729,0,2,1,3,2,0
"1169","D66",2.2735228,2.1362444,2.2467971,0.56118003,1,2,3,1,4,0
"1170","PvdA",1.4757045,1.6791668,1.5120684,5.2905051,1,0,0,2.220446e-16,11,0
"1171","CDA",0.65278348,0.66795838,0.44979641,0.23100558,1,3,4.9655199,3,7,0
"1172","PvdA",0.65357115,0.83300502,0.17089746,1.103202,1,2,2,2,4,0
"1173","CDA",0.38058406,0.54002913,0.16595454,2.0772363,1,0,4,1,2,0
"1174","CDA",4.1957852,3.9788472,4.1974262,1.4405906,1,0,2,2,6,0
"1175","CDA",4.8584022,4.611452,4.8956609,1.8544567,1,0,2,1,3,0
"1176","CDA",0.21888633,0.34137355,0.030922487,1.5097969,1,2,4.9850144,1,0,0
"1177","PvdA",2.6741042,2.3729026,3.2848614,2.1642565,1,0,1,2.220446e-16,6,0
"1178","PvdA",3.6333498,3.2776154,5.301485,8.4111792,0,2.3319054,2,1,2,0
"1179","CDA",0.99056869,0.85426343,1.9041199,4.7297495,1,0,0,2.220446e-16,12,1
"1180","CDA",0.28710267,0.22199891,0.84922617,3.0730214,1,2,4,2,5,1
"1181","CDA",0.34333748,0.42559567,0.085625291,0.62147066,1,2,5,3,9,1
"1182","PvdA",1.4978034,1.3018,1.8644628,1.170349,0,0,1,2.220446e-16,5,1
"1183","CDA",2.6738882,2.7927411,1.8444596,0.20072139,1,4,6,4,7,1
"1184","VVD",4.1182243,4.6022287,3.1664532,6.4698431,1,2,6,2,2,1
"1185","CDA",1.743867,1.996341,0.86087125,0.98537894,1,2,4,2.220446e-16,7,1
"1186","D66",1.2077836,1.257077,1.7484936,5.6030479,1,3,0,2,0,1
"1187","VVD",6.5248346,5.9580042,8.6153872,10.54694,0,2,3,2,6,1
"1188","CDA",0.86155615,0.77297216,0.94061439,0.49860696,1,2,3,1,12,1
"1189","PvdA",2.8826687,2.5135429,4.3343251,6.2059091,0,0,0,3,3,1
"1190","CDA",0.30829448,0.19142679,0.85557951,2.2241724,1,2,2,3,10,1
"1191","CDA",0.14728743,0.22793723,0.23542069,2.4007673,1,2,2,2,9,1
"1192","CDA",1.6502667,1.6584547,2.3914237,6.5817723,1,2,5,2,1,1
"1193","CDA",0.32456438,0.37301255,0.62985944,3.3458294,1,1,0,2.220446e-16,11,1
"1194","PvdA",3.2217277,2.9410477,4.7692791,8.4394304,1,2,0,1,12,1
"1195","VVD",2.042935,2.3949993,1.3131332,3.6790619,1,3,5,2,1,1
"1196","PvdA",0.44155473,0.31210891,1.1184576,2.9163333,0,0,1,2,5,1
"1197","CDA",0.45430329,0.42557354,0.44319413,0.47681136,1,2,1,2.220446e-16,6,1
"1198","PvdA",1.2534113,1.0264947,1.8711816,1.9095605,1,0,1,1,9,0
"1199","CDA",3.2025633,3.3677898,2.2012014,0.43783823,1,2,6,2,9,0
"1200","PvdA",0.39946111,0.56247571,0.11114073,1.7241048,1,0,1,2,0,0
"1201","CDA",2.6585207,2.5504713,2.4707416,0.45778221,1,0,1,2.220446e-16,4,0
"1202","CDA",1.2256448,1.2544877,0.85329021,0.031642,0,2,3,2,8,0
"1203","VVD",0.61806112,0.76206804,0.66397144,3.5872879,0,2,4,2,2,0
"1204","CDA",6.0933933,6.2210874,4.8650149,1.4474042,1,2,2,3,3,0
"1205","CDA",0.80405582,0.66358899,1.6623712,4.1608077,1,2,4,1,6,0
"1206","CDA",1.0989825,0.90903474,2.0872142,4.4572685,1,2,3,2,4,0
"1207","CDA",6.3314975,6.5111465,4.9607537,1.6494757,1,0,1,2.220446e-16,7,0
"1208","CDA",0.51923406,0.68559682,0.10915394,1.1905763,0,2,6,2,0,0
"1209","CDA",5.0042697,5.3099388,3.5262494,1.6112155,1,2,3,2.220446e-16,5,0
"1210","CDA",10.460586,11.194007,8.1243501,8.5858363,1,2,4,2,2,0
"1211","CDA",0.37281074,0.43508654,0.14174133,0.50225446,1,2,3,1,3,0
"1212","CDA",3.6941549,3.2638031,4.894364,4.6359029,1,2,3,3,4,0
"1213","CDA",5.2388622,4.8794273,5.6980813,2.9705474,1,3,6,2.220446e-16,3,0
"1214","CDA",1.3598851,1.1934004,2.4085417,5.4230287,1,1,1,1,6,0
"1215","CDA",2.1416449,1.8096002,3.2083409,3.8007976,1,2,6,3,5,0
"1216","CDA",10.080552,10.260905,8.4076898,3.6623217,1,0,0,1,9,0
"1217","PvdA",0.83217448,0.6746597,1.711149,4.0500969,1,0,1,2.220446e-16,0,0
"1218","CDA",0.40126306,0.30123847,0.69278612,1.0934782,1,2,4,3,5,0
"1219","CDA",0.32113492,0.30047878,0.81661822,3.3951313,1,2,1,1,9,0
"1220","PvdA",0.64062446,0.84397388,0.24431745,1.9519661,0,0,2,1,3,0
"1221","VVD",0.74224069,0.82256954,1.0757773,4.4098058,0,3,3,2,5,0
"1222","PvdA",3.7107288,4.1112959,3.249831,7.6365242,0,2,1,1,1,0
"1223","CDA",1.1347626,1.3785005,0.45820823,1.4375849,1,2,0,2.220446e-16,11,0
"1224","PvdA",4.6334029,4.2819901,6.4691129,10.445641,1,0,3,2.220446e-16,9,0
"1225","PvdA",1.4075089,1.2752108,2.4186727,5.7718054,0,0,5,2,3,0
"1226","CDA",3.4535454,3.6604031,3.8144616,9.1963825,1,0,3,1,4,0
"1227","CDA",8.9942956,9.394203,6.9672099,3.8542343,1,2,4,1,8,0
"1228","PvdA",1.1229369,0.89807528,2.0887348,3.8225512,1,1,4,2,7,0
"1229","PvdA",1.815477,1.6098274,2.1497565,1.1546553,1,0,1,2.220446e-16,10,0
"1230","CDA",1.9090807,1.6625828,2.418722,1.6433512,1,2,6,3,7,0
"1231","PvdA",0.66244466,0.80203255,0.74470178,3.7748825,0,2,5,2,7,0
"1232","VVD",8.5138363,7.8710798,10.086296,8.3899639,1,2,2,1,4,0
"1233","PvdA",0.99328998,0.77413354,1.7251585,2.4267356,1,2,4,1,2,0
"1234","PvdA",2.1583469,2.2651184,2.6842326,7.3387116,0,0,0,2.220446e-16,9,0
"1235","VVD",0.66544553,0.53337736,1.4644614,3.8065644,0,2,3,2,6,0
"1236","PvdA",5.01716,4.6112427,6.9461768,10.543144,0,1,6,3,8,0
"1237","VVD",0.43746058,0.60797903,0.13800978,1.8114332,0,2,6,2,4,0
"1238","CDA",4.4837563,4.3474761,4.165114,1.0986462,1,1,3,2.220446e-16,7,0
"1239","CDA",2.3549283,2.2170305,3.5500869,7.6982641,1,2,4,2,2,0
"1240","PvdA",2.4521084,2.7987157,1.9951657,5.5832597,1,0,4,1,3,0
