"","idstud","country","studwgt","R31G01M","R31G02C","R31G03M","R31G04C","R31G05M","R31G06M","R31G07M","R31G08CZ","R31G08CA","R31G08CB","R31G09M","R31G10C","R31G11M","R31G12C","R31G13CZ","R31G13CA","R31G13CB","R31G13CC","R31G14M","R31P01M","R31P02C","R31P03C","R31P04M","R31P05C","R31P06C","R31P07C","R31P08M","R31P09C","R31P10M","R31P11M","R31P12M","R31P13M","R31P14C","R31P15C","R31P16C"
"2533",1008192,"FRA",2.12821,1,1,0,0,0,0,0,0,0,0,1,9,0,9,9,9,9,9,0,0,1,1,0,9,1,9,0,0,1,1,0,0,9,9,9
"2534",1008193,"FRA",2.12821,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"2535",1008194,"FRA",2.12821,1,1,1,9,9,1,1,9,9,9,1,1,0,0,9,9,9,9,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"2536",1008195,"FRA",2.12821,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2537",1008196,"FRA",2.12821,1,1,1,0,1,1,1,9,9,9,1,1,1,9,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"2538",1008197,"FRA",2.16327,0,1,0,0,0,0,1,0,0,0,1,0,1,0,9,9,9,9,0,1,1,1,0,0,1,1,1,1,1,1,9,1,9,9,9
"2539",1008198,"FRA",2.16327,0,0,1,0,1,0,0,0,9,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
"2540",1008199,"FRA",2.16327,0,0,1,0,0,1,9,9,9,9,1,9,0,0,1,9,9,1,0,1,1,1,1,9,9,9,1,1,1,0,9,1,0,9,9
"2541",1008200,"FRA",2.16327,0,1,1,0,1,1,1,0,0,0,1,9,0,0,0,0,9,9,0,1,1,1,1,0,9,0,0,9,1,1,0,1,9,0,9
"2542",1008201,"FRA",2.46841,1,1,1,9,1,1,0,0,0,0,1,9,9,9,9,9,9,9,9,1,1,1,1,0,1,0,0,1,1,1,0,1,9,9,9
"2543",1008202,"FRA",2.46841,1,0,0,9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,9,0,0,1,1,1,1,1,1,0,1,0,9,9
"2544",1008203,"FRA",2.46841,1,1,1,0,1,1,0,0,9,0,0,0,9,9,1,1,0,0,0,0,1,0,0,0,1,0,0,9,0,1,0,1,0,9,9
"2545",1008204,"FRA",2.46841,0,9,0,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,1,9,9,9,0,9,9,9,9,9,9,9,9
"2546",1008205,"FRA",2.46841,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,9,1,9
"2547",1008206,"FRA",2.46841,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
"2548",1008207,"FRA",2.37347,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"2549",1008208,"FRA",2.37347,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,9,0,9
"2550",1008209,"FRA",2.37347,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2551",1008210,"FRA",2.37347,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"2552",1008211,"FRA",2.37347,0,1,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,1,0,0,0,0,1,0,1,9,9,9
"2553",1008212,"FRA",2.37347,1,1,1,9,9,9,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2554",1008213,"FRA",2.37347,1,9,1,0,1,1,1,9,9,9,1,9,0,1,1,1,9,9,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,9,9
"2555",1008214,"FRA",2.67015,1,1,1,9,1,0,1,9,9,9,1,9,0,1,1,1,1,0,1,1,1,1,0,0,1,9,1,1,1,1,1,1,1,0,0
"2556",1008215,"FRA",2.67015,0,9,1,9,1,1,1,0,0,9,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"2557",1008216,"FRA",2.37347,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"2558",1008217,"FRA",2.37347,1,1,1,0,0,1,1,0,0,0,1,1,1,9,1,1,1,1,9,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0
"2559",1008218,"FRA",0.83858,0,9,1,9,0,1,0,0,0,0,0,0,1,1,0,9,0,9,9,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
"2560",1008219,"FRA",0.90309,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"2561",1008220,"FRA",0.90309,0,0,0,0,1,1,0,0,0,0,1,1,1,0,9,9,9,9,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0
"2562",1008221,"FRA",0.90309,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,9,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"2563",1008222,"FRA",0.90309,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"2564",1008223,"FRA",0.97835,1,1,1,1,0,1,1,0,9,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0
"2565",1008224,"FRA",0.97835,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0
"2566",1008225,"FRA",1.06729,1,1,1,0,0,1,1,9,9,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,9,9,9
"2567",1008226,"FRA",1.06729,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0
"2568",1008227,"FRA",1.17402,0,9,1,0,1,1,1,0,0,0,1,0,1,9,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
"2569",1008228,"FRA",1.17402,0,9,1,0,0,1,1,9,9,9,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
"2570",1008229,"FRA",1.46752,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0
"2571",1008230,"FRA",1.46752,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9,1,0
"2572",1008231,"FRA",2.48606,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0
"2573",1008232,"FRA",1.17402,0,1,0,0,0,1,0,9,9,9,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0
"2574",1008233,"FRA",1.17402,0,1,1,0,0,1,0,9,9,9,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"2575",1008234,"FRA",1.17402,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"2576",1008235,"FRA",1.17402,0,0,0,0,1,0,0,9,9,9,1,9,0,9,1,1,0,0,0,1,1,9,0,0,9,9,1,9,1,0,0,1,9,9,9
"2577",1008236,"FRA",0.83858,0,0,1,1,0,1,1,0,9,0,1,1,1,0,1,1,9,9,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
"2578",1008237,"FRA",0.83858,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,9,9
"2579",1008238,"FRA",0.83858,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,9,1,1,0,1,9,9,9
"2580",1008239,"FRA",0.83858,0,9,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,9,0,0,1,0,0,0,0,1,9,0,9
"2581",1008240,"FRA",0.83858,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0
"2582",1008241,"FRA",0.83858,0,1,1,9,1,1,0,9,9,9,1,1,0,0,0,0,9,9,0,1,1,1,1,1,1,1,0,1,1,1,1,1,9,9,9
"2583",1008242,"FRA",0.83858,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"2584",1008243,"FRA",0.83858,1,9,1,9,1,0,0,9,9,9,1,0,9,9,1,1,1,1,1,1,0,1,1,0,1,9,1,9,1,1,9,9,9,9,9
"2585",1008244,"FRA",0.83858,0,0,0,9,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0
"2586",1008245,"FRA",0.83858,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
"2587",1008246,"FRA",0.83858,0,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,0,9,9,9,1,9,1,0,1,1,9,9,9
"2588",1008247,"FRA",0.83858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2589",1008248,"FRA",0.83858,1,1,1,0,1,1,1,0,9,0,0,0,0,9,0,9,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0
"2590",1008249,"FRA",0.83858,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0
"2591",1008250,"FRA",0.83858,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
"2592",1008251,"FRA",0.83858,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,9,0,1,0,0,0,1,1,0,1,0,0,0
"2593",1008252,"FRA",0.83858,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
"2594",1008253,"FRA",0.83858,1,1,1,0,0,1,1,9,9,9,1,0,1,9,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"2595",1008254,"FRA",0.83858,1,1,0,0,1,1,0,9,9,9,1,0,1,0,9,9,9,9,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
"2596",1008255,"FRA",0.90309,0,9,0,9,0,1,0,9,9,9,1,9,0,0,9,9,9,9,0,0,1,0,0,9,0,0,0,9,1,1,0,1,9,9,0
"2597",1008257,"FRA",0.90309,1,1,1,0,0,1,1,1,1,9,0,9,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2598",1008258,"FRA",0.90309,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"2599",1008259,"FRA",0.90309,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,1,9,0,9,1,1,0,1,0,0,0
"2600",1008260,"FRA",0.90309,0,1,1,9,9,1,1,1,1,9,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,9
"2601",1008261,"FRA",1.12886,0,9,1,9,9,1,0,9,9,9,1,9,1,9,9,9,9,9,1,1,0,0,0,9,9,1,1,9,9,9,9,9,9,9,9
"2602",1008262,"FRA",1.0321,0,0,1,9,0,1,0,0,0,9,1,9,1,9,1,1,9,9,1,0,0,9,0,0,1,1,0,1,1,1,0,1,9,9,9
"2603",1008263,"FRA",1.0321,0,0,0,9,0,1,0,9,9,9,0,0,1,9,9,9,9,9,1,0,1,1,1,1,9,9,0,1,1,1,1,1,9,9,9
"2604",1008264,"FRA",0.90309,0,1,1,0,0,1,0,9,9,9,1,0,0,9,9,9,9,9,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0
"2605",1008265,"FRA",0.90309,0,0,1,0,1,1,0,9,9,9,1,9,1,9,9,9,9,9,0,1,1,9,0,1,1,0,1,9,1,1,0,1,1,0,0
"2606",1008266,"FRA",0.97256,1,9,0,1,0,1,1,9,9,9,0,9,0,9,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,9,0
"2607",1008267,"FRA",0.97256,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
"2608",1008268,"FRA",0.97256,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"2609",1008269,"FRA",0.97835,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"2610",1008270,"FRA",0.97835,1,0,1,1,0,1,1,9,9,9,1,1,1,9,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,9,9,1
"2611",1008271,"FRA",0.97835,1,1,1,1,1,1,0,9,9,9,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0
"2612",1008272,"FRA",1.10064,1,1,1,0,1,1,1,9,9,9,1,1,1,1,0,0,0,9,0,1,1,1,1,1,1,9,9,0,1,1,1,1,1,1,0
"2613",1008273,"FRA",1.10064,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2614",1008274,"FRA",1.10064,1,1,1,0,1,1,0,9,9,9,1,0,1,1,1,1,9,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,9,9,0
"2615",1008275,"FRA",0.97835,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,9,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0
"2616",1008276,"FRA",0.97835,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,9,9,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"2617",1008277,"FRA",0.97835,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,9,9,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"2618",1008278,"FRA",0.97835,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2619",1008279,"FRA",0.97835,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2620",1008280,"FRA",0.97835,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"2621",1008281,"FRA",1.06729,1,1,1,0,0,1,0,0,0,0,1,9,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0
"2622",1008282,"FRA",1.06729,0,1,1,0,0,1,1,0,9,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,9,1,1,1,0,0,0,0,9,0
"2623",1008283,"FRA",1.06729,0,0,1,0,0,1,0,9,9,9,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
"2624",1008284,"FRA",1.06729,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1
"2625",1008285,"FRA",1.06729,1,9,0,9,1,1,0,9,9,9,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,9,1,9
"2626",1008286,"FRA",1.24517,0,0,1,0,1,0,1,9,9,9,1,1,0,9,9,9,9,9,1,9,9,9,1,1,1,0,1,1,1,1,1,1,1,0,0
"2627",1008287,"FRA",1.06729,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
"2628",1008288,"FRA",1.06729,1,1,1,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,1,1,0,0,9,1,1,1,1,1,9,9,9,9,9,9
"2629",1008289,"FRA",1.06729,9,9,1,9,1,0,1,9,9,9,1,9,0,9,9,9,9,9,0,0,1,0,1,0,0,1,1,1,1,1,0,9,9,9,9
"2630",1008290,"FRA",1.06729,0,9,0,9,0,0,0,9,9,9,0,9,0,9,9,9,9,9,9,0,9,9,0,9,9,9,1,9,9,9,0,0,9,9,9
"2631",1008291,"FRA",1.06729,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2632",1008292,"FRA",1.06729,1,1,0,0,0,1,0,9,9,9,1,9,0,9,9,9,9,9,1,1,1,1,1,9,1,1,0,1,1,1,0,1,9,9,0
"2633",1008293,"FRA",1.06729,1,9,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2634",1008294,"FRA",1.17402,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2635",1008295,"FRA",1.17402,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2636",1008296,"FRA",1.17402,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2637",1008297,"FRA",1.17402,0,9,1,9,0,0,1,9,9,9,1,0,0,1,9,9,9,9,0,0,0,0,0,9,0,9,1,0,1,1,0,1,9,9,9
"2638",1008298,"FRA",1.17402,1,1,1,9,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2639",1008299,"FRA",1.17402,1,1,1,9,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"2640",1008300,"FRA",1.17402,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,9,9,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1
"2641",1008301,"FRA",1.17402,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
"2642",1008302,"FRA",1.30447,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0
"2643",1008303,"FRA",1.30447,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0
"2644",1008304,"FRA",1.30447,1,1,1,1,1,1,1,0,9,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"2645",1008305,"FRA",1.30447,1,1,1,0,1,1,0,9,9,9,1,9,1,9,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,9,9,9
"2646",1008306,"FRA",1.30447,0,0,1,9,1,1,0,0,0,0,9,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,9,9,9
"2647",1008307,"FRA",1.30447,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"2648",1008308,"FRA",1.30447,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"2649",1008309,"FRA",1.30447,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2650",1008310,"FRA",1.30447,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"2651",1008311,"FRA",1.30447,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"2652",1008312,"FRA",1.46752,0,1,0,0,0,1,0,0,0,0,1,9,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0
"2653",1008313,"FRA",1.46752,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0
"2654",1008314,"FRA",1.46752,0,9,0,9,0,0,0,0,0,9,0,9,0,9,0,0,9,0,1,0,0,1,0,0,0,1,0,9,0,1,1,9,9,9,9
"2655",1008315,"FRA",1.46752,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"2656",1008316,"FRA",1.46752,1,9,0,0,0,1,0,9,9,9,0,0,0,9,9,9,9,9,0,1,0,1,1,0,0,0,0,0,1,0,9,9,9,9,9
"2657",1008317,"FRA",1.46752,1,0,0,0,0,1,1,9,9,9,1,1,1,1,9,9,9,9,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2658",1008318,"FRA",1.67717,1,1,0,0,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,0,1,1,0,0,9,1,1,9,9,9,9,9,9,9,9
"2659",1008319,"FRA",1.67717,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0
"2660",1008320,"FRA",1.67717,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,9,1,1,1,0,0,1,1,0
"2661",1008321,"FRA",1.67717,0,9,0,0,1,1,0,9,9,9,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,9,9
"2662",1008323,"FRA",2.48606,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
"2663",1008324,"FRA",2.48606,1,0,1,0,1,1,1,9,9,9,0,0,0,1,9,9,9,9,1,1,0,1,0,1,1,1,1,1,1,1,0,1,9,1,9
"2664",1008325,"FRA",2.48606,1,9,0,0,1,1,0,1,1,0,1,9,0,0,9,9,9,9,0,1,1,1,1,0,1,1,0,0,1,1,1,1,9,9,0
"2665",1008326,"FRA",2.48606,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,9,0,0,0,1,0,0,1,0,0,1,0,1,0,0,9,0,9
"2666",1008327,"FRA",2.48606,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2667",1008328,"FRA",2.48606,0,0,0,9,0,1,0,9,9,9,0,9,1,9,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9
"2668",1008329,"FRA",0.94296,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2669",1008330,"FRA",0.94296,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0
"2670",1008331,"FRA",0.94296,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,9,9,1,1,1,0,1,1,1,1,0,1,1,1,9,9,9,9,9
"2671",1008332,"FRA",0.94296,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,9,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0
"2672",1008333,"FRA",0.94296,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,9,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,9,9,9
"2673",1008334,"FRA",0.94296,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0
"2674",1008335,"FRA",0.97835,0,0,0,9,0,0,0,9,9,9,9,9,1,9,9,9,9,9,9,1,1,1,0,0,1,1,0,0,9,0,0,1,9,9,9
"2675",1008336,"FRA",0.97835,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"2676",1008337,"FRA",1.46752,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"2677",1008338,"FRA",1.46752,1,0,0,9,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"2678",1008339,"FRA",2.48606,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2679",1012905,"NLD",1.21226,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"2680",1012906,"NLD",1.21226,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0
"2681",1012907,"NLD",1.21226,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0
"2682",1012908,"NLD",1.21226,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
"2683",1012909,"NLD",1.21226,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"2684",1012910,"NLD",1.21226,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
"2685",1012911,"NLD",1.23603,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
"2686",1012912,"NLD",1.23603,1,1,1,1,1,1,1,1,1,1,0,9,1,0,1,1,1,1,1,1,1,0,1,9,1,1,1,1,1,0,1,1,1,1,0
"2687",1012913,"NLD",1.23603,1,1,1,9,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2688",1012914,"NLD",1.23603,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
