"","group","I01","I02","I03","I04","I05","I06","I07","I08","I09","I10","I11"
"1529",2,2,1,2,2,2,3,1,2,3,1,2
"1530",2,3,3,3,3,3,2,3,3,2,2,4
"1531",2,3,3,2,3,3,2,3,3,3,2,2
"1532",2,3,4,3,3,3,3,3,4,3,2,4
"1533",2,1,2,2,2,3,1,2,4,1,2,2
"1534",2,1,2,2,2,2,2,2,2,2,2,3
"1535",2,3,2,3,4,3,2,4,3,3,2,3
"1536",2,1,2,2,2,3,1,2,3,2,1,1
"1537",2,2,3,2,3,2,2,3,4,4,2,2
"1538",2,1,3,2,1,2,3,2,2,2,1,2
"1539",2,3,3,2,2,3,2,3,3,3,2,4
"1540",2,2,3,3,2,3,1,2,2,4,1,2
"1541",2,3,2,3,4,1,2,1,3,4,1,3
"1542",2,1,1,2,3,1,1,1,2,2,1,1
"1543",2,4,4,3,4,4,4,4,4,4,3,4
"1544",2,3,4,3,2,3,2,3,3,3,3,2
"1545",2,4,4,3,3,4,4,4,4,4,3,4
"1546",2,3,3,3,4,3,3,4,4,4,2,3
"1547",2,3,2,4,3,4,4,4,3,3,2,3
"1548",2,2,2,2,1,3,3,3,3,4,2,4
"1549",2,2,2,2,1,1,1,1,2,3,1,1
"1550",2,2,1,2,1,2,1,1,2,1,1,1
"1551",2,2,3,2,2,3,2,2,1,3,2,2
"1552",2,1,1,1,1,1,1,1,1,1,1,1
"1553",2,2,2,2,2,2,1,2,2,3,1,2
"1554",2,3,3,3,3,2,2,2,2,3,1,3
"1555",2,3,3,3,2,3,1,4,3,4,3,3
"1556",2,2,2,2,3,1,2,1,2,1,1,2
"1557",2,3,3,2,3,4,3,2,4,4,2,3
"1558",2,2,2,4,3,4,2,2,3,4,3,3
"1559",2,2,3,2,3,2,2,2,3,4,1,3
"1560",2,2,4,3,3,4,3,3,3,3,2,4
"1561",2,2,2,2,3,2,1,1,2,3,2,1
"1562",2,2,2,1,2,2,3,1,4,3,2,2
"1563",2,3,3,3,3,3,4,4,3,3,1,4
"1564",2,2,3,3,3,2,4,2,3,3,2,4
"1565",2,2,2,2,2,3,2,2,3,2,2,3
"1566",2,2,3,2,2,2,2,3,2,4,2,2
"1567",2,2,2,3,2,3,3,3,2,4,1,4
"1568",2,1,2,1,1,2,2,1,2,2,1,1
"1569",2,2,4,4,3,2,2,2,3,4,1,3
"1570",2,2,2,3,2,2,2,2,2,2,2,3
"1571",2,2,2,3,2,3,2,2,4,4,2,2
"1572",2,1,2,2,2,2,3,1,1,2,1,1
"1573",2,1,3,2,2,3,2,2,1,2,1,2
"1574",2,2,2,3,2,2,1,1,2,4,1,2
"1575",2,3,2,3,2,2,2,2,3,2,2,3
"1576",2,1,3,2,3,2,3,4,3,2,2,2
"1577",2,3,2,2,3,2,1,1,2,3,1,3
"1578",2,2,3,3,2,3,2,3,3,3,1,3
"1579",2,2,2,2,2,1,2,2,1,3,1,1
"1580",2,4,2,3,3,3,3,2,2,3,2,2
"1581",2,1,3,3,2,3,3,3,4,3,2,2
"1582",2,2,2,2,2,1,1,2,3,3,2,2
"1583",2,2,3,4,2,2,2,2,3,2,2,3
"1584",2,2,2,3,4,1,2,3,2,3,2,3
"1585",2,2,2,2,2,2,1,2,2,2,1,2
"1586",2,3,3,2,1,2,3,2,3,3,3,3
"1587",2,2,3,3,2,2,2,3,2,2,2,3
"1588",2,2,2,3,3,3,2,3,4,2,2,2
"1589",2,3,2,2,3,2,1,3,3,1,2,3
"1590",2,2,2,3,2,3,2,2,1,2,2,2
"1591",2,2,2,2,1,2,2,2,3,4,2,2
"1592",2,1,3,2,2,2,2,2,4,3,3,3
"1593",2,2,3,3,2,3,3,2,3,3,1,2
"1594",2,3,2,3,3,2,3,2,2,4,1,3
"1595",2,3,2,2,2,2,1,3,3,3,2,2
"1596",2,1,2,2,3,3,2,1,3,2,1,2
"1597",2,2,2,2,2,2,3,2,2,3,1,2
"1598",2,3,3,2,2,2,2,2,3,3,2,3
"1599",2,3,3,3,2,2,2,3,3,3,2,3
"1600",2,3,2,3,1,1,2,2,2,1,2,2
"1601",2,4,2,2,3,3,3,4,3,4,2,4
"1602",2,3,4,3,2,2,3,3,4,3,2,2
"1603",2,2,3,2,1,2,2,2,2,3,2,2
"1604",2,1,2,2,1,1,2,2,3,3,1,1
"1605",2,2,3,2,2,2,3,2,3,3,1,2
"1606",2,1,2,2,3,1,1,1,1,2,1,1
"1607",2,2,3,2,2,3,3,4,4,4,2,4
"1608",2,3,3,3,3,4,1,4,3,3,3,3
"1609",2,3,2,2,2,3,2,3,2,4,2,2
"1610",2,2,2,1,1,1,1,1,2,2,1,1
"1611",2,1,2,2,2,3,2,2,2,3,1,1
"1612",2,4,4,4,4,2,4,4,4,4,2,4
"1613",2,2,3,3,2,2,3,2,2,2,2,3
"1614",2,3,3,3,3,4,3,3,4,4,3,3
"1615",2,2,2,2,3,3,2,2,2,3,2,3
"1616",2,1,2,1,2,2,1,1,1,1,1,1
"1617",2,2,3,2,2,3,2,3,3,3,2,2
"1618",2,2,2,1,3,4,2,3,3,3,2,3
"1619",2,4,2,3,3,3,2,3,3,3,1,3
"1620",2,2,1,2,2,3,1,3,2,2,2,2
"1621",2,3,2,3,2,3,2,2,3,2,1,2
"1622",2,2,3,3,3,2,2,2,3,4,1,2
"1623",2,4,3,3,3,3,3,3,4,4,2,3
"1624",2,3,3,3,3,4,2,3,4,4,1,4
"1625",2,3,3,3,2,3,1,2,4,2,1,2
"1626",2,2,1,2,2,2,2,2,2,3,2,3
"1627",2,1,2,3,1,2,1,2,2,3,3,2
"1628",2,3,2,2,1,2,3,2,4,2,2,2
"1629",2,1,3,3,2,1,2,3,1,3,2,2
"1630",2,3,2,3,3,2,2,3,4,3,1,2
"1631",2,3,2,2,1,3,2,3,2,2,2,2
"1632",2,2,2,3,3,3,3,3,3,3,2,3
"1633",2,2,3,3,3,2,2,3,3,4,3,1
"1634",2,1,2,2,2,3,1,2,3,3,1,2
"1635",2,1,2,1,2,2,2,1,2,3,1,1
"1636",2,1,3,2,2,2,2,2,3,3,2,2
"1637",2,2,2,2,3,2,2,3,3,3,1,3
"1638",2,2,2,2,2,2,2,2,3,1,2,1
"1639",2,2,2,2,1,2,1,1,1,3,2,1
"1640",2,2,3,4,3,3,1,3,3,3,2,2
"1641",2,2,2,2,3,3,2,2,3,3,2,3
"1642",2,3,3,3,2,4,1,3,3,4,3,3
"1643",2,4,3,3,2,2,3,2,3,3,2,3
"1644",2,3,2,2,2,2,3,2,3,3,2,2
"1645",2,2,3,3,3,3,2,2,3,2,3,3
"1646",2,2,3,3,2,1,2,2,3,1,2,2
"1647",2,2,1,1,1,1,1,1,1,2,1,1
"1648",2,3,3,3,2,3,2,3,4,4,2,4
"1649",2,1,3,1,2,1,1,1,1,2,1,1
"1650",2,3,3,2,3,3,3,3,3,3,2,4
"1651",2,3,2,4,3,4,4,4,4,3,3,4
"1652",2,3,3,2,2,3,1,2,3,2,1,2
"1653",2,3,3,3,4,2,2,2,3,2,1,1
"1654",2,3,3,3,3,3,2,4,3,3,3,3
"1655",2,3,2,3,3,3,3,2,3,2,2,2
"1656",2,3,2,2,2,3,2,2,3,3,2,3
"1657",2,1,3,1,3,1,2,1,3,4,1,2
"1658",2,1,2,1,1,2,1,2,2,2,2,2
"1659",2,2,3,3,2,3,3,1,3,3,1,3
"1660",2,2,1,2,2,1,2,2,3,4,1,1
"1661",2,3,3,2,2,2,2,2,3,4,3,3
"1662",2,2,3,2,3,2,2,2,2,2,1,2
"1663",2,2,2,2,3,2,2,1,2,3,1,2
"1664",2,1,2,2,2,2,2,1,1,2,2,1
"1665",2,3,3,2,3,3,3,2,3,3,2,4
"1666",2,2,2,2,4,2,1,3,2,2,2,3
"1667",2,2,3,1,2,1,2,1,2,3,1,2
"1668",2,3,2,3,3,3,2,3,3,3,1,3
"1669",2,3,1,2,1,2,2,1,4,2,1,2
"1670",2,2,3,3,2,3,3,3,4,3,3,3
"1671",2,3,2,3,4,2,1,3,4,3,2,2
"1672",2,4,4,4,3,4,3,4,3,4,3,4
"1673",2,3,2,3,2,2,1,3,3,4,2,3
"1674",2,2,2,2,2,3,3,1,3,2,1,2
"1675",2,3,4,3,2,3,3,3,2,3,3,3
"1676",2,2,1,2,1,2,2,1,2,2,2,2
"1677",2,3,3,3,4,3,3,2,3,3,2,4
"1678",2,3,3,3,3,4,2,4,4,3,3,4
"1679",2,3,3,3,3,2,2,3,3,3,3,4
"1680",2,2,2,2,3,3,2,2,2,2,2,2
"1681",2,3,3,1,2,2,1,1,2,4,1,2
"1682",2,2,3,3,4,2,1,1,3,3,2,1
"1683",2,1,3,3,1,2,2,3,4,3,3,3
"1684",2,2,1,3,3,3,3,2,3,3,2,2
"1685",2,3,3,3,3,3,3,3,3,3,3,4
"1686",2,4,4,4,3,3,3,3,4,4,3,3
"1687",2,3,3,2,2,2,2,2,1,3,1,2
"1688",2,3,4,3,1,2,2,3,4,3,3,3
"1689",2,3,2,2,3,3,2,3,2,3,3,3
"1690",2,2,2,2,1,1,1,1,2,1,2,2
"1691",2,2,1,1,3,2,1,2,3,2,1,1
"1692",2,1,1,2,1,2,1,2,1,2,1,1
"1693",2,2,3,2,2,3,2,3,3,3,2,3
"1694",2,3,3,2,3,2,2,3,4,4,2,4
"1695",2,2,4,3,2,2,1,2,3,4,2,2
"1696",2,2,3,3,3,2,2,2,1,2,2,2
"1697",2,1,2,1,2,1,1,1,1,3,1,1
"1698",2,1,2,3,2,2,2,2,3,3,1,2
"1699",2,2,2,1,2,3,2,2,3,4,2,2
"1700",2,1,2,1,3,4,1,3,3,2,2,3
"1701",2,1,3,4,2,3,3,2,3,4,2,2
"1702",2,1,3,1,2,1,2,3,2,3,2,1
"1703",2,3,4,3,2,3,2,3,2,3,2,4
"1704",2,1,1,1,2,1,3,2,4,2,1,3
"1705",2,2,3,2,3,3,2,2,3,3,2,3
"1706",2,1,3,3,2,3,1,3,3,2,2,4
"1707",2,1,3,2,1,1,3,2,3,2,2,3
"1708",2,3,2,3,3,3,3,3,4,3,3,3
"1709",2,3,2,3,2,3,2,3,3,3,2,3
"1710",2,2,2,2,2,1,1,1,1,2,1,1
"1711",2,2,3,4,2,2,2,2,2,3,1,2
"1712",2,3,4,4,4,3,3,3,3,4,2,4
"1713",2,3,3,2,3,3,4,4,4,3,2,3
"1714",2,3,3,2,4,3,3,3,3,2,2,3
"1715",2,2,2,1,1,1,1,1,1,2,1,1
"1716",2,3,2,3,3,3,1,4,3,3,3,4
"1717",2,1,2,2,2,1,2,2,1,1,1,2
"1718",2,2,3,3,4,2,2,4,4,3,1,3
"1719",2,3,4,2,2,3,2,2,3,3,1,2
"1720",2,3,3,2,3,3,2,3,3,3,3,3
"1721",2,3,4,3,3,2,3,4,3,4,2,4
"1722",2,2,4,3,3,2,3,3,3,2,2,3
"1723",2,1,2,2,3,3,1,2,3,2,2,2
"1724",2,1,3,2,3,2,1,2,1,4,1,2
"1725",2,2,3,1,2,1,1,1,1,2,2,1
"1726",2,2,2,2,2,1,2,2,2,2,1,1
"1727",2,2,2,2,2,2,2,1,2,2,1,2
"1728",2,3,3,4,3,3,4,3,4,4,3,4
"1729",2,3,3,3,3,2,1,3,3,4,2,2
"1730",2,2,1,1,1,2,2,2,1,3,2,2
"1731",2,1,2,3,2,2,1,3,3,2,1,2
"1732",2,2,2,1,1,2,2,2,2,3,2,2
"1733",2,4,3,3,3,4,3,3,4,4,3,4
"1734",2,2,3,1,2,2,2,2,3,2,3,2
"1735",2,3,3,3,3,3,2,4,4,3,2,3
"1736",2,1,2,2,2,2,1,1,2,2,1,2
"1737",2,2,3,3,2,3,2,2,3,3,3,3
"1738",2,2,2,2,2,2,3,1,2,3,2,1
"1739",2,3,2,2,2,2,2,1,4,4,1,2
"1740",2,1,2,1,2,1,2,2,2,2,2,3
"1741",2,2,2,2,3,2,3,3,3,2,2,3
"1742",2,2,2,2,2,3,1,3,3,4,1,2
"1743",2,1,2,3,1,3,2,1,2,3,2,2
"1744",2,2,2,2,1,2,1,1,2,2,1,1
"1745",2,1,3,2,1,2,2,2,2,2,1,1
"1746",2,2,3,2,2,3,2,2,4,2,1,2
"1747",2,2,2,3,3,2,2,3,3,4,2,4
"1748",2,3,3,3,3,3,2,3,4,4,2,3
"1749",2,2,3,3,3,3,3,2,3,2,2,2
"1750",2,3,2,2,2,3,2,3,3,2,3,4
"1751",2,3,3,2,2,3,2,3,4,4,2,4
"1752",2,2,2,3,2,2,2,1,3,2,1,2
"1753",2,2,3,3,3,3,3,2,3,2,1,2
"1754",2,2,2,1,1,2,2,3,2,2,1,2
"1755",2,2,3,2,3,3,2,2,3,3,2,2
"1756",2,2,1,1,2,2,1,1,3,3,2,1
"1757",2,3,3,3,4,3,3,4,3,4,2,3
"1758",2,1,3,3,1,2,2,2,2,2,1,2
"1759",2,1,2,1,1,2,1,2,2,2,1,2
"1760",2,2,3,3,2,2,3,3,4,3,2,2
"1761",2,1,3,2,1,2,1,1,1,3,2,1
"1762",2,2,2,3,3,2,1,1,2,1,2,1
"1763",2,2,3,3,1,2,2,3,2,4,2,3
"1764",2,3,3,1,3,2,3,4,4,3,3,3
"1765",2,4,3,3,3,3,3,4,3,4,1,2
"1766",2,3,3,4,4,3,3,2,4,3,2,2
"1767",2,2,4,2,3,2,2,2,2,3,1,3
"1768",2,2,3,2,2,1,2,3,3,2,2,2
"1769",2,1,2,1,2,1,1,1,2,1,2,1
"1770",2,3,3,3,4,4,3,4,4,3,3,4
"1771",2,2,3,3,3,2,1,2,2,4,1,2
"1772",2,2,3,2,3,2,2,2,3,2,2,2
"1773",2,2,2,2,2,3,2,1,3,2,1,1
"1774",2,3,4,1,2,3,1,2,2,2,2,3
"1775",2,2,2,2,3,2,2,2,1,3,3,2
"1776",2,2,2,2,2,2,2,1,2,2,1,2
"1777",2,1,2,2,3,2,2,3,4,3,2,2
"1778",2,2,2,1,3,3,2,3,3,4,2,2
"1779",2,3,3,1,2,2,2,2,2,3,1,3
"1780",2,2,3,2,2,2,2,2,3,4,2,2
"1781",2,3,3,3,3,3,3,4,4,4,2,4
"1782",2,4,3,3,3,2,3,4,4,4,2,4
"1783",2,2,4,3,2,3,2,3,4,3,2,2
"1784",2,2,3,2,2,2,3,2,2,2,2,2
"1785",2,2,2,4,1,3,1,2,3,2,1,2
"1786",2,3,2,3,3,3,3,3,3,3,1,2
"1787",2,3,4,3,3,3,3,3,3,2,1,3
"1788",2,3,2,4,4,3,2,4,3,4,2,4
"1789",2,3,2,2,1,2,3,2,2,2,1,3
"1790",2,3,3,2,2,2,2,3,3,4,1,3
"1791",2,2,2,1,1,1,1,1,2,4,2,1
"1792",2,2,4,3,3,3,2,3,4,2,3,3
"1793",2,3,3,3,2,2,2,3,3,3,1,3
"1794",2,3,3,4,2,2,2,3,4,3,3,4
"1795",2,2,2,1,2,2,2,2,3,1,3,2
"1796",2,2,2,2,2,2,1,1,1,2,1,2
"1797",2,2,3,2,4,3,1,4,3,2,2,2
"1798",2,1,3,1,2,1,1,1,1,2,1,1
"1799",2,1,2,4,2,3,2,3,2,2,2,2
"1800",2,2,2,1,1,1,2,1,1,2,1,1
"1801",2,2,3,2,1,2,1,2,1,2,2,2
"1802",2,2,3,2,2,3,2,2,2,3,2,2
"1803",2,2,3,2,2,3,3,2,2,4,2,3
"1804",2,3,4,3,4,3,2,2,3,4,3,3
"1805",2,4,3,2,4,2,3,2,3,3,3,4
"1806",2,2,4,3,3,3,2,3,3,3,2,3
"1807",2,2,2,2,2,2,2,3,3,2,2,3
"1808",2,2,3,2,2,3,1,1,2,2,1,2
"1809",2,3,3,2,2,2,3,2,3,2,2,2
"1810",2,2,3,2,1,2,1,2,2,3,1,1
"1811",2,3,3,3,3,3,2,3,3,3,1,3
"1812",2,3,2,3,4,3,2,2,4,2,3,1
"1813",2,1,3,3,2,2,3,3,2,3,2,2
"1814",2,4,3,4,1,2,3,3,3,4,2,4
"1815",2,3,3,2,3,2,3,2,2,3,2,2
"1816",2,2,2,2,3,3,2,3,3,3,2,3
"1817",2,3,2,2,1,2,2,3,3,2,1,2
"1818",2,2,3,2,3,2,2,2,2,2,2,1
"1819",2,2,3,2,1,2,2,2,2,1,1,2
"1820",2,1,2,2,1,3,1,1,2,2,1,1
"1821",2,4,3,3,2,2,4,2,3,3,3,2
"1822",2,3,3,3,3,3,2,3,3,4,1,3
"1823",2,3,2,1,1,3,1,2,1,4,1,2
"1824",2,2,2,1,1,4,2,2,3,2,1,2
"1825",2,1,3,3,1,1,2,2,3,3,1,2
"1826",2,1,3,2,3,1,2,2,2,2,1,2
"1827",2,3,3,3,2,3,2,2,3,4,2,4
"1828",2,3,2,2,2,3,1,3,3,1,1,2
"1829",2,2,3,2,2,2,2,2,4,2,2,2
"1830",2,1,3,2,2,3,1,1,1,2,2,2
"1831",2,1,2,2,1,3,3,2,2,3,2,1
"1832",2,1,2,1,2,2,2,2,2,2,1,2
"1833",2,3,2,2,3,3,2,3,4,4,2,2
"1834",2,2,3,3,3,2,2,2,3,4,1,2
"1835",2,1,2,2,1,2,1,1,1,2,2,1
"1836",2,3,2,2,3,3,3,3,4,2,2,4
"1837",2,4,3,3,3,3,3,3,4,3,3,4
"1838",2,2,3,4,3,3,2,3,3,4,3,2
"1839",2,2,3,1,2,1,1,1,1,1,1,1
"1840",2,1,2,1,2,1,2,1,2,1,1,1
"1841",2,1,1,3,1,2,2,2,3,1,1,1
"1842",2,3,3,2,3,3,2,3,3,3,2,4
"1843",2,4,3,4,3,3,3,4,4,4,2,4
"1844",2,4,4,2,4,3,4,4,4,4,2,3
"1845",2,2,4,3,2,3,2,4,3,3,2,3
"1846",2,3,3,1,2,1,2,2,2,3,2,2
"1847",2,2,2,3,4,3,2,2,3,2,2,1
"1848",2,3,3,3,3,2,1,3,2,2,1,3
"1849",2,2,3,3,2,2,1,3,3,4,2,3
"1850",2,2,2,2,1,1,2,2,1,2,1,2
"1851",2,4,3,2,3,2,2,3,3,2,2,4
"1852",2,2,3,3,2,2,1,1,3,3,2,3
"1853",2,1,1,1,1,2,1,2,2,2,1,2
"1854",2,3,3,3,2,3,2,4,3,1,2,3
"1855",2,1,2,2,3,3,3,2,2,2,2,1
"1856",2,2,3,2,3,2,2,3,3,2,2,2
"1857",2,2,3,2,4,2,1,2,3,3,2,3
"1858",2,2,1,1,1,2,1,2,2,2,1,1
"1859",2,2,2,2,2,2,3,2,2,2,1,3
"1860",2,3,2,3,2,2,3,3,3,2,1,3
"1861",2,2,3,3,4,3,4,3,3,4,3,3
"1862",2,4,3,4,4,4,3,4,3,4,3,4
"1863",2,3,3,4,3,3,3,4,4,2,3,4
"1864",2,2,2,1,1,1,1,1,3,1,1,1
"1865",2,2,2,3,3,2,1,2,1,1,2,1
"1866",2,2,1,2,2,2,2,1,2,2,1,2
"1867",2,3,2,4,1,3,3,4,3,4,2,4
"1868",2,4,3,4,3,3,2,3,3,4,2,4
"1869",2,2,3,2,3,2,2,3,4,2,3,3
"1870",2,3,4,3,3,3,4,4,4,4,1,3
"1871",2,4,3,3,3,3,2,4,3,4,4,4
"1872",2,2,2,2,3,2,2,3,1,3,2,2
"1873",2,3,3,3,3,2,2,3,3,2,2,2
"1874",2,4,3,3,3,3,2,4,2,4,2,4
"1875",2,3,3,3,3,3,3,4,4,3,2,2
"1876",2,2,2,2,2,2,2,1,3,2,1,1
"1877",2,2,2,3,3,2,2,2,2,4,2,4
"1878",2,2,2,2,2,2,1,2,2,1,2,1
"1879",2,2,3,4,2,3,3,3,3,2,1,2
"1880",2,2,2,2,2,2,2,3,3,3,2,2
"1881",2,2,3,2,3,4,3,2,2,3,3,4
"1882",2,4,4,3,4,3,1,3,4,3,2,4
"1883",2,3,2,3,2,2,1,2,2,1,1,1
"1884",2,2,2,3,2,3,1,2,2,1,2,3
"1885",2,4,4,4,4,3,4,4,4,4,3,4
"1886",2,3,3,4,3,3,3,2,3,3,3,3
"1887",2,2,2,3,2,3,3,2,3,2,3,2
"1888",2,3,3,2,2,3,3,4,3,3,2,3
"1889",2,2,3,2,2,1,1,2,3,3,2,2
"1890",2,2,3,2,2,3,3,3,3,3,1,3
"1891",2,3,2,2,2,2,1,1,2,2,2,3
"1892",2,2,3,3,3,3,2,3,3,3,2,2
"1893",2,3,3,2,2,3,2,3,3,2,2,2
"1894",2,3,4,3,3,3,3,4,3,3,2,4
"1895",2,1,2,2,1,1,1,1,1,3,1,1
"1896",2,1,3,3,1,2,1,2,2,3,1,1
"1897",2,3,2,3,2,2,2,2,4,2,2,3
"1898",2,2,3,3,2,2,3,2,3,3,2,3
"1899",2,2,2,3,2,2,1,3,3,2,2,2
"1900",2,2,3,2,2,3,4,2,3,2,1,2
"1901",2,2,2,1,2,3,2,2,3,2,2,2
"1902",2,4,2,2,2,2,2,1,3,1,3,2
"1903",2,2,3,2,3,2,2,1,2,2,2,3
"1904",2,1,2,3,2,2,3,3,2,2,2,2
"1905",2,3,2,3,3,2,2,2,3,3,3,2
"1906",2,2,2,2,1,2,3,2,2,4,2,2
"1907",2,3,1,3,2,2,3,2,3,3,1,2
"1908",2,2,3,1,3,2,3,2,3,3,2,2
"1909",2,4,4,4,3,3,2,3,3,3,2,3
"1910",2,3,2,2,1,3,1,3,3,4,2,4
"1911",2,3,2,3,2,2,1,2,2,2,2,3
"1912",2,2,2,2,2,2,1,2,2,3,2,2
"1913",2,2,2,3,2,2,2,2,3,3,2,2
"1914",2,2,3,2,4,3,2,3,4,4,2,2
"1915",2,2,2,2,2,2,1,1,2,2,1,2
"1916",2,2,2,3,2,3,1,3,3,2,2,3
"1917",2,4,3,3,4,4,4,4,4,4,2,4
"1918",2,3,3,3,2,2,2,2,3,3,2,3
"1919",2,4,2,2,3,4,3,4,3,4,3,3
"1920",2,1,1,2,1,2,1,2,2,2,1,2
"1921",2,1,2,3,3,2,1,2,3,3,1,3
"1922",2,2,2,3,2,1,1,2,2,2,2,2
"1923",2,1,3,3,2,2,3,2,4,3,2,3
"1924",2,2,4,4,3,3,4,4,4,4,3,4
"1925",2,3,4,4,3,4,3,4,4,4,3,4
"1926",2,2,2,2,2,4,4,3,3,3,2,3
"1927",2,3,4,3,2,2,2,3,4,4,3,3
"1928",2,3,2,2,2,1,2,4,3,4,2,3
"1929",2,3,4,3,3,3,4,3,4,4,2,4
"1930",2,2,3,2,2,2,3,3,3,3,1,1
"1931",2,1,2,2,1,1,1,1,2,1,1,1
"1932",2,2,2,4,3,3,2,2,4,2,2,3
"1933",2,2,2,2,1,2,1,1,2,2,1,3
"1934",2,2,3,4,3,2,4,3,3,4,2,3
"1935",2,3,3,2,1,2,2,2,4,3,2,2
"1936",2,1,2,3,2,2,2,3,2,2,2,3
"1937",2,3,2,3,2,3,1,2,2,4,2,2
"1938",2,1,2,2,1,3,1,2,2,2,1,1
"1939",2,3,3,3,4,3,3,3,4,4,3,3
"1940",2,2,3,2,3,2,1,2,3,3,2,3
"1941",2,2,3,2,1,1,3,1,2,2,1,1
"1942",2,3,1,2,2,3,3,2,2,1,1,2
"1943",2,3,2,2,1,3,3,2,3,3,1,2
"1944",2,2,1,2,1,2,1,2,3,3,2,1
"1945",2,1,3,1,2,1,2,1,1,2,1,2
"1946",2,1,3,2,3,3,2,3,2,2,1,2
"1947",2,1,3,3,2,4,3,2,4,2,2,4
"1948",2,3,2,4,3,3,2,4,2,2,2,4
"1949",2,3,3,4,3,2,3,4,4,4,2,3
"1950",2,2,2,3,1,1,3,2,3,3,1,3
"1951",2,2,2,2,3,3,2,4,3,4,2,3
"1952",2,1,2,2,2,2,1,2,1,2,2,3
"1953",2,1,3,3,2,1,1,2,4,1,1,2
"1954",2,2,2,2,1,1,2,2,3,3,1,2
"1955",2,2,3,3,3,3,2,3,2,3,3,4
"1956",2,2,2,2,2,2,2,2,2,2,2,2
"1957",2,3,2,2,3,4,3,2,3,2,2,3
"1958",2,3,3,3,2,2,2,3,3,2,3,4
"1959",2,4,3,3,2,2,2,3,4,4,3,4
"1960",2,2,2,1,3,2,2,1,3,2,2,1
"1961",2,1,2,2,2,3,1,2,2,1,1,2
"1962",2,2,2,2,3,2,2,1,1,2,1,3
"1963",2,3,3,2,4,3,2,3,4,4,2,4
"1964",2,2,2,2,2,2,1,3,2,2,1,2
"1965",2,3,3,2,2,2,1,3,2,3,2,3
"1966",2,2,3,3,2,3,2,3,4,2,3,2
"1967",2,4,3,3,3,4,3,3,3,3,1,4
"1968",2,2,4,2,3,2,3,4,4,4,3,4
"1969",2,2,3,3,3,2,2,2,3,3,2,3
"1970",2,4,3,3,3,3,4,4,3,3,3,4
"1971",2,2,2,3,2,3,2,3,2,3,2,3
"1972",2,2,3,2,2,2,1,2,2,1,1,2
"1973",2,3,3,3,4,4,2,4,4,4,2,3
"1974",2,1,2,1,2,2,1,1,2,2,1,1
"1975",2,4,3,2,2,2,4,3,3,4,2,4
"1976",2,1,2,1,1,1,1,2,3,2,1,2
"1977",2,1,2,3,1,1,1,2,2,3,1,2
"1978",2,1,2,3,4,3,3,2,3,1,1,1
"1979",2,2,1,3,3,2,3,2,4,3,2,3
"1980",2,3,2,1,2,2,2,3,4,3,2,2
"1981",2,4,2,3,3,3,3,3,4,4,3,4
"1982",2,4,2,3,3,3,3,4,4,3,2,4
"1983",2,4,3,2,2,1,1,3,1,3,1,1
"1984",2,2,4,1,1,3,2,4,4,3,3,3
"1985",2,3,2,3,2,2,2,2,3,3,1,3
"1986",2,4,2,2,2,3,2,3,3,3,2,3
"1987",2,3,3,2,1,3,4,2,2,3,3,2
"1988",2,3,2,3,4,4,4,4,3,4,2,4
"1989",2,2,3,2,2,2,2,3,3,3,2,1
"1990",2,3,3,3,3,2,2,3,3,4,2,2
"1991",2,3,2,3,3,3,2,4,3,3,2,3
"1992",2,3,2,2,3,3,2,4,3,3,3,3
"1993",2,1,3,2,2,4,2,2,3,3,1,3
"1994",2,3,2,3,3,4,3,3,4,3,3,4
"1995",2,2,3,1,1,1,1,2,1,3,1,2
"1996",2,2,2,2,1,2,2,3,4,4,2,2
"1997",2,3,2,3,3,3,4,3,3,4,2,4
"1998",2,2,1,2,2,3,2,1,2,3,2,2
"1999",2,3,3,4,3,3,2,3,3,4,1,2
"2000",2,2,2,3,2,3,2,2,3,3,2,2
"2001",3,2,2,2,2,4,2,2,3,2,2,3
"2002",3,2,3,3,2,3,2,2,3,3,3,3
"2003",3,1,2,3,2,2,2,2,4,3,1,2
"2004",3,1,1,2,1,1,1,1,2,1,1,1
"2005",3,3,2,4,3,2,3,2,3,4,3,3
"2006",3,1,2,3,2,2,3,2,3,3,1,1
"2007",3,3,4,3,3,3,3,2,3,3,3,4
"2008",3,1,1,2,2,2,1,1,3,3,1,1
"2009",3,1,2,2,1,2,2,2,3,3,2,2
"2010",3,2,4,4,2,4,2,2,4,4,1,3
"2011",3,2,3,2,2,2,2,2,3,3,1,3
"2012",3,1,2,1,1,2,2,1,4,4,2,2
"2013",3,2,2,3,2,2,3,1,3,2,3,1
"2014",3,3,3,2,3,2,2,2,4,4,3,3
"2015",3,2,2,3,4,3,1,2,4,4,2,2
"2016",3,2,2,3,1,2,2,2,4,3,2,3
"2017",3,1,2,2,2,3,2,3,4,3,3,3
"2018",3,2,4,4,2,1,3,2,3,3,3,3
"2019",3,2,2,3,2,3,2,2,2,4,2,3
"2020",3,2,1,2,2,2,1,1,2,3,3,2
"2021",3,1,2,1,2,2,2,2,2,3,3,1
"2022",3,2,2,3,3,3,1,3,3,3,3,2
"2023",3,2,3,4,3,3,2,4,4,3,2,3
"2024",3,2,4,3,2,3,3,3,4,4,2,2
"2025",3,2,2,2,2,4,2,2,3,3,1,3
"2026",3,2,2,3,3,2,3,1,3,4,3,2
