"","WV01","WV02","WV03","WV04","WV05","WV06","WV07","WV08","WV09","WV10","WV11","WV12","WV13","WV14"
"1335",0,0,1,0,0,0,0,0,0,0,0,0,1,2
"1336",0,0,0,2,0,0,1,1,0,2,0,0,1,0
"1337",0,1,0,0,0,0,0,0,0,0,1,0,0,3
"1338",0,2,0,0,0,0,0,0,0,0,0,1,0,3
"1339",0,0,0,0,0,0,0,0,0,2,0,0,0,3
"1340",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1341",0,3,0,0,0,0,0,0,0,1,0,0,0,3
"1342",0,0,1,0,1,0,0,0,0,3,0,0,0,3
"1343",0,1,2,0,0,0,0,1,0,3,0,0,3,3
"1344",2,0,0,0,1,0,2,1,0,3,0,0,1,3
"1345",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1346",2,0,0,0,0,1,0,0,0,0,0,0,1,2
"1347",0,0,1,0,0,0,1,1,0,3,0,3,0,3
"1348",0,1,0,0,3,2,0,3,0,3,2,2,1,2
"1349",0,1,1,0,1,1,1,1,0,3,0,3,1,0
"1350",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1351",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1352",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1353",0,0,0,0,0,0,0,0,0,3,0,0,0,3
"1354",2,0,0,0,0,0,0,0,1,0,0,0,1,3
"1355",1,3,1,0,1,0,0,1,2,0,0,3,1,1
"1356",0,1,0,0,1,0,0,0,0,0,0,0,0,3
"1357",0,2,0,0,3,0,0,0,0,1,0,2,1,3
"1358",0,0,0,0,1,0,0,1,0,0,0,0,0,1
"1359",0,0,2,1,0,0,0,3,0,2,0,0,1,2
"1360",0,1,1,1,1,2,0,1,0,0,1,0,3,0
"1361",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1362",0,0,0,0,1,0,0,1,0,0,0,1,1,3
"1363",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1364",0,0,0,0,3,0,0,0,0,3,0,0,0,3
"1365",0,0,0,0,0,0,0,1,0,0,0,0,0,3
"1366",0,1,0,0,3,3,0,1,0,3,0,3,1,3
"1367",3,0,0,1,1,0,3,1,2,0,1,0,0,1
"1368",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1369",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1370",2,0,1,0,0,0,0,0,0,0,0,2,1,3
"1371",0,2,1,1,3,1,0,1,0,3,3,3,1,3
"1372",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1373",0,0,3,0,0,0,0,1,0,1,0,0,0,3
"1374",3,3,1,1,2,2,0,1,0,0,0,0,3,3
"1375",0,0,1,0,0,3,0,1,0,2,0,0,1,3
"1376",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1377",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1378",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1379",0,0,0,0,0,2,0,0,0,0,0,0,0,1
"1380",3,3,0,1,1,1,1,1,3,0,3,1,1,3
"1381",0,1,0,0,0,0,0,0,0,3,3,0,0,2
"1382",2,1,3,3,2,0,0,0,0,3,0,0,1,1
"1383",3,0,1,0,0,3,0,3,0,2,0,0,1,2
"1384",0,0,0,0,0,0,0,0,0,1,0,3,0,3
"1385",0,1,0,0,0,0,0,0,0,1,0,0,0,3
"1386",0,3,0,0,2,0,0,0,0,3,0,3,3,3
"1387",0,0,0,0,3,0,0,0,0,0,0,0,1,0
"1388",0,0,3,1,3,0,0,3,0,2,3,0,1,1
"1389",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1390",2,0,0,0,0,0,0,2,0,0,0,3,2,1
"1391",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1392",0,2,1,2,3,0,0,0,0,0,0,2,3,3
"1393",0,1,0,1,0,0,2,0,0,3,0,0,0,3
"1394",0,0,0,0,1,2,0,0,0,0,0,3,1,3
"1395",0,2,1,3,3,2,3,1,0,3,0,3,1,2
"1396",0,1,0,0,0,0,0,0,0,2,0,0,3,2
"1397",2,1,2,0,3,2,0,1,0,3,3,0,1,2
"1398",0,0,0,1,0,0,0,0,0,0,0,0,0,3
"1399",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1400",0,1,0,0,1,3,0,0,0,1,0,0,1,3
"1401",0,0,0,2,0,0,0,0,0,0,0,2,0,3
"1402",0,1,0,0,0,0,0,1,0,0,0,0,0,2
"1403",0,0,1,0,3,1,1,1,0,1,0,3,1,1
"1404",2,3,0,0,0,0,1,1,0,3,0,0,0,1
"1405",0,0,0,0,3,0,0,0,0,3,0,0,2,3
"1406",1,0,0,0,3,0,0,0,0,0,0,0,0,0
"1407",0,0,0,0,0,0,0,0,0,1,2,0,1,2
"1408",0,1,0,2,0,0,0,0,0,0,0,0,0,3
"1409",0,0,1,0,3,1,1,0,0,2,0,0,1,3
"1410",0,0,0,0,0,0,0,1,0,0,0,0,1,1
"1411",3,0,1,1,3,1,0,1,2,0,0,0,1,1
"1412",2,0,0,3,0,2,0,0,0,3,0,0,0,2
"1413",3,1,0,1,3,0,0,3,0,1,2,0,1,3
"1414",0,3,0,3,3,0,2,0,0,3,1,0,1,2
"1415",0,0,0,0,0,3,0,1,0,3,0,0,0,3
"1416",3,0,1,1,3,2,3,1,0,0,0,1,1,1
"1417",0,0,1,1,3,0,0,1,0,3,0,3,1,2
"1418",0,0,0,2,3,0,0,0,0,3,0,0,1,3
"1419",0,0,0,0,3,0,0,0,0,1,0,0,1,1
"1420",0,0,0,0,1,0,0,1,0,1,0,2,1,2
"1421",2,0,0,0,3,1,1,1,0,2,3,0,1,1
"1422",0,0,1,0,3,1,0,0,0,2,0,0,1,3
"1423",0,0,0,0,3,0,0,0,0,0,0,0,1,0
"1424",2,0,0,0,3,2,1,3,0,0,0,0,1,1
"1425",0,0,0,0,1,3,0,0,0,1,1,0,0,0
"1426",0,1,0,0,0,0,0,0,0,1,0,0,1,3
"1427",0,3,0,0,0,0,0,3,0,0,0,0,1,3
"1428",0,0,2,0,0,0,0,1,0,0,3,0,1,0
"1429",2,0,0,0,0,0,0,0,1,0,0,0,0,1
"1430",0,3,0,0,3,1,0,1,0,0,0,0,1,2
"1431",0,0,0,0,3,0,0,0,0,2,0,0,1,3
"1432",0,1,0,0,3,0,0,0,0,0,0,0,0,3
"1433",0,0,0,0,0,0,0,0,0,1,0,0,1,3
"1434",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1435",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"1436",0,1,0,0,0,0,0,0,0,0,0,3,1,3
"1437",0,0,0,0,0,0,0,0,0,2,0,0,0,3
"1438",0,2,0,1,3,0,0,0,0,1,0,0,0,3
"1439",0,0,1,1,1,0,0,0,0,2,0,1,0,1
"1440",0,3,0,0,3,3,0,0,0,1,0,0,0,0
"1441",0,0,0,0,1,2,0,0,0,0,0,0,1,3
"1442",0,1,0,0,0,0,0,1,0,3,3,2,3,1
"1443",0,1,0,0,0,0,0,0,0,0,0,0,3,3
"1444",1,0,1,1,3,1,0,1,0,3,0,0,1,1
"1445",0,0,0,0,0,0,1,0,0,0,0,2,3,3
"1446",3,3,0,0,3,1,2,1,2,3,0,3,1,2
"1447",0,0,3,1,3,0,0,0,0,1,0,1,3,2
"1448",0,3,0,1,0,0,0,1,0,3,0,0,1,1
"1449",2,1,0,0,0,0,1,3,0,2,0,3,3,2
"1450",0,1,0,1,0,0,0,0,0,0,1,0,1,0
"1451",0,1,0,0,0,0,0,0,0,1,0,0,1,3
"1452",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1453",0,0,0,2,0,0,1,1,0,1,3,0,0,0
"1454",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1455",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1456",0,0,0,0,3,0,1,1,0,0,0,0,0,0
"1457",0,1,0,0,1,0,0,0,0,3,0,0,0,3
"1458",0,0,0,0,0,0,0,0,0,3,0,3,1,3
"1459",0,2,0,0,3,0,0,0,0,0,0,0,0,3
"1460",0,0,0,0,0,0,0,0,0,3,0,0,0,3
"1461",0,1,0,0,0,0,0,1,0,0,0,0,1,3
"1462",0,0,3,0,0,0,1,1,0,0,0,0,1,0
"1463",2,0,0,2,0,1,0,0,0,3,0,0,0,3
"1464",0,0,0,1,0,0,0,0,0,1,0,3,0,3
"1465",0,0,1,1,0,0,0,0,0,3,0,0,1,3
"1466",0,1,0,0,1,2,2,0,0,0,0,0,0,3
"1467",0,3,0,0,3,3,0,1,0,3,0,0,1,2
"1468",0,3,1,1,3,0,1,1,0,0,0,0,1,1
"1469",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1470",0,0,0,0,3,0,0,0,0,0,0,0,0,3
"1471",0,1,0,0,0,0,0,0,0,0,0,0,1,3
"1472",0,3,1,0,1,0,0,0,0,3,0,0,0,3
"1473",0,0,0,0,3,3,0,0,0,0,0,0,3,3
"1474",2,3,3,1,0,3,0,0,0,3,2,0,1,1
"1475",2,1,3,0,1,0,0,0,0,0,0,2,1,3
"1476",3,1,2,0,1,1,0,3,0,3,3,3,1,3
"1477",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1478",0,0,0,1,2,1,0,1,2,2,0,0,1,2
"1479",0,1,0,0,3,0,0,3,0,2,0,0,1,3
"1480",0,2,0,0,3,1,0,0,0,3,0,1,1,3
"1481",2,0,1,0,0,2,1,0,0,3,1,0,2,0
"1482",0,0,0,0,2,3,0,1,0,1,0,3,1,3
"1483",0,3,0,2,2,2,0,3,0,1,0,3,1,1
"1484",0,2,0,0,0,0,0,0,0,2,0,2,0,3
"1485",0,2,1,2,3,0,0,1,0,2,1,0,3,3
"1486",0,1,1,0,3,2,0,1,0,0,0,1,1,3
"1487",0,1,0,0,0,0,0,0,0,0,0,3,0,0
"1488",0,0,3,3,1,2,3,0,0,0,0,0,1,2
"1489",0,0,0,0,0,0,0,0,0,1,0,0,1,3
"1490",0,0,0,0,1,0,0,0,0,3,0,0,1,3
"1491",1,3,3,1,3,3,0,1,0,2,1,0,1,3
"1492",0,0,0,3,3,3,0,1,0,0,2,3,3,2
"1493",0,0,0,0,3,0,0,0,0,2,0,3,0,3
"1494",0,1,0,0,0,0,0,1,0,0,0,3,3,3
"1495",0,1,0,1,3,2,1,3,0,0,3,1,2,1
"1496",2,3,1,0,0,2,0,1,2,1,0,2,1,2
"1497",0,0,0,1,0,2,0,1,0,3,0,2,2,3
"1498",0,1,1,2,2,3,1,3,0,3,0,1,1,1
"1499",0,1,0,1,3,3,0,1,0,3,0,2,1,1
"1500",0,1,0,0,1,0,3,0,0,3,0,3,0,3
"1501",0,0,0,0,3,0,0,0,0,0,0,0,0,3
"1502",2,0,2,1,3,2,0,3,0,3,0,3,1,0
"1503",0,0,2,0,3,0,0,0,0,0,0,0,0,3
"1504",0,0,0,0,1,0,0,0,0,3,0,0,1,3
"1505",0,1,0,1,0,0,1,0,0,0,0,0,1,2
"1506",0,0,0,0,3,2,0,0,0,0,0,0,1,2
"1507",0,0,0,2,0,0,0,0,0,0,0,0,0,3
"1508",3,0,1,1,3,2,0,1,2,0,0,0,0,1
"1509",0,1,0,0,3,0,0,0,0,3,1,0,0,2
"1510",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"1511",0,0,1,0,0,0,0,0,0,0,0,0,1,3
"1512",0,3,0,0,0,3,0,0,0,3,0,0,0,2
"1513",0,1,0,0,3,0,0,0,0,3,0,0,3,3
"1514",2,1,1,1,3,3,3,1,0,2,0,1,0,1
"1515",0,2,1,2,0,3,1,2,2,1,0,3,0,3
"1516",0,0,0,2,0,2,0,1,0,1,0,2,1,3
"1517",0,0,2,0,0,0,0,0,0,1,0,0,3,3
"1518",0,0,0,3,2,0,2,0,0,3,0,0,3,3
"1519",0,0,1,3,0,1,1,1,2,2,0,3,0,2
"1520",0,3,0,0,0,0,0,0,0,2,0,0,3,3
"1521",2,0,0,0,3,0,0,2,0,3,0,2,0,2
"1522",0,1,2,1,0,0,0,1,0,0,0,0,0,3
"1523",0,2,0,1,1,2,3,3,0,2,1,0,0,3
"1524",0,0,0,1,3,2,3,1,3,0,0,0,1,1
"1525",2,2,0,1,0,2,1,1,0,1,1,1,1,1
"1526",0,0,1,1,3,2,0,1,0,0,0,0,1,0
"1527",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1528",0,0,0,0,3,0,0,0,0,0,0,0,1,3
"1529",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1530",0,0,0,0,3,1,0,1,0,0,0,3,1,0
"1531",0,0,0,0,0,2,0,1,0,0,0,0,1,1
"1532",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1533",1,2,0,0,0,0,2,3,1,1,0,1,1,1
"1534",0,0,0,1,3,2,1,0,0,1,0,0,1,1
"1535",0,1,2,0,3,1,0,1,0,2,0,0,3,3
"1536",0,0,0,0,3,1,0,1,0,0,0,0,1,3
"1537",2,0,0,0,3,0,0,1,0,2,0,3,1,3
"1538",0,0,0,1,0,3,0,1,0,2,0,0,1,3
"1539",1,0,0,0,3,0,0,0,0,0,0,0,1,1
"1540",1,2,0,0,3,0,0,1,0,0,0,3,1,1
"1541",3,1,0,0,0,0,0,0,0,0,0,0,1,2
"1542",0,0,0,1,0,2,1,1,2,2,0,1,0,1
"1543",0,0,0,0,1,0,0,0,0,2,0,0,0,1
"1544",0,2,0,0,1,0,0,1,0,3,0,3,0,0
"1545",3,1,1,1,3,2,0,1,3,0,2,0,1,3
"1546",0,2,0,0,0,0,0,0,0,3,0,3,0,3
"1547",0,2,2,3,0,0,0,3,0,0,3,0,0,1
"1548",0,1,3,0,0,0,0,0,0,3,0,0,3,1
"1549",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1551",0,0,0,0,0,0,0,0,0,0,2,0,0,2
"1552",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1553",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1554",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1555",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1556",0,1,3,0,1,0,0,1,0,3,0,0,0,3
"1557",3,2,1,0,2,0,0,1,2,0,3,0,1,3
"1558",0,1,0,2,1,0,0,0,0,2,0,0,0,1
"1559",0,1,0,0,0,0,0,0,0,0,0,2,3,3
"1560",0,0,1,0,3,0,0,0,0,0,0,0,0,2
"1561",0,0,2,0,1,1,2,1,0,0,2,0,1,3
"1562",1,0,0,1,3,0,0,3,0,2,0,0,2,3
"1563",0,3,1,0,0,1,1,1,0,3,2,2,0,1
"1564",0,2,0,0,1,0,0,0,0,0,0,0,1,0
"1565",3,0,1,0,0,0,0,1,0,3,0,3,3,2
"1566",0,3,0,1,0,0,0,0,0,3,0,2,0,3
"1567",0,2,0,0,0,0,0,0,0,3,0,0,0,1
"1568",0,1,0,1,0,0,0,1,0,0,0,0,3,1
"1569",0,0,1,2,3,0,0,0,0,3,0,3,1,0
"1570",0,3,2,0,0,2,3,1,0,3,1,0,2,1
"1571",0,3,0,0,3,0,0,0,0,0,0,0,0,3
"1572",0,0,1,0,1,1,0,3,0,0,0,0,1,3
"1573",0,2,0,0,1,0,0,0,0,1,3,0,0,1
"1574",0,0,1,0,1,2,0,1,0,2,1,0,1,2
"1575",0,0,0,0,1,0,0,1,0,0,0,0,0,1
"1576",0,0,0,0,3,0,0,0,0,1,0,3,3,3
"1577",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1578",0,3,3,0,1,0,0,3,0,3,0,3,0,0
"1579",0,1,3,0,1,0,0,0,0,3,0,0,0,1
"1580",0,1,0,0,1,0,0,0,0,0,0,0,2,1
"1581",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1582",0,1,0,0,3,2,0,2,0,2,0,0,1,1
"1583",2,0,1,0,3,1,2,1,0,3,0,3,2,3
"1584",0,0,0,0,3,0,0,0,0,0,0,0,0,3
"1585",0,0,0,0,1,0,2,0,0,0,0,0,0,3
"1586",2,0,0,0,1,0,0,0,0,3,0,2,0,3
"1587",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1588",0,0,0,0,0,0,0,1,0,2,0,0,1,3
"1589",0,0,0,0,2,0,0,0,0,0,0,1,0,3
"1590",0,0,1,0,1,0,1,0,0,0,0,0,0,1
"1591",0,0,0,0,1,0,0,0,0,2,0,0,3,0
"1592",0,1,0,0,3,0,0,0,0,0,0,0,3,2
"1593",0,1,0,0,0,0,0,0,0,0,0,0,0,2
"1594",0,0,0,1,0,0,0,1,0,0,0,3,0,3
"1595",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1596",0,0,0,0,3,0,0,0,0,0,0,2,0,3
"1597",0,0,0,0,0,3,0,0,0,1,0,0,1,0
"1598",0,1,1,0,3,0,0,0,1,3,0,0,1,3
"1599",0,0,2,0,1,0,0,0,0,3,0,2,0,3
"1600",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"1601",0,0,0,0,3,0,0,1,0,2,0,0,1,3
"1602",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1603",0,0,0,0,1,0,0,0,0,0,0,0,1,0
"1604",3,0,1,1,3,0,1,1,0,0,0,0,1,1
"1605",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1606",0,0,0,0,3,0,0,1,0,0,0,0,1,2
"1607",0,1,0,0,0,0,0,0,0,0,0,0,1,3
"1608",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1609",0,2,0,0,0,2,2,3,0,0,0,0,1,3
"1610",0,1,0,0,3,0,0,0,0,3,0,0,0,3
"1611",2,1,1,0,0,3,3,0,0,3,0,2,0,3
"1612",0,1,0,0,1,0,0,1,0,3,0,0,1,3
"1613",0,0,0,0,0,0,0,0,0,0,0,3,0,3
"1614",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1615",0,3,1,1,3,1,1,3,0,0,1,1,1,2
"1616",0,0,1,2,1,0,0,0,2,2,1,3,1,3
"1617",0,3,0,0,0,0,0,0,0,3,0,0,1,0
"1618",2,0,0,0,0,0,0,1,0,0,0,3,0,1
"1619",2,3,1,0,3,0,0,0,0,3,0,1,3,3
"1620",0,1,0,0,3,0,0,0,0,2,0,0,1,3
"1621",3,0,1,1,1,2,0,1,2,0,0,3,1,2
"1622",0,1,0,0,3,1,0,1,0,3,2,2,2,1
"1623",0,0,0,0,0,1,0,0,0,3,0,0,0,3
"1624",0,0,0,0,3,0,0,0,0,3,0,0,0,3
"1625",0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1626",0,2,3,0,3,0,0,0,0,1,1,1,0,3
"1627",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1628",0,1,1,2,1,1,0,1,2,2,0,3,1,0
"1629",3,1,1,1,3,0,2,1,0,3,0,0,0,1
"1630",2,1,0,0,0,0,0,0,0,0,0,0,1,0
"1631",0,0,1,1,3,0,0,0,0,0,0,2,1,3
"1632",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"1633",0,0,0,2,0,0,0,1,0,3,2,1,0,1
"1634",0,1,0,3,3,0,0,3,0,2,2,1,1,1
"1635",3,0,3,1,3,1,0,1,2,3,0,0,1,3
"1636",0,1,1,1,1,0,0,1,0,0,0,0,0,2
"1637",0,1,2,0,3,0,0,0,0,3,0,0,0,0
"1638",0,1,1,3,0,0,0,1,2,3,0,0,1,2
"1639",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"1640",0,1,0,0,0,0,0,0,0,0,0,0,1,2
"1641",0,0,0,0,0,0,0,0,0,3,0,3,0,3
"1642",0,1,0,1,1,0,0,1,0,0,0,0,2,2
"1643",0,1,0,0,1,0,0,0,0,0,0,0,0,3
"1644",0,0,1,1,3,0,0,1,0,2,1,0,0,0
"1645",1,1,0,0,1,0,0,0,0,1,0,0,0,0
"1646",2,0,0,1,3,3,0,3,2,0,3,0,1,2
"1647",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1648",2,3,0,1,0,0,1,1,0,0,0,3,1,3
"1649",0,0,0,0,0,0,0,0,0,3,0,0,1,3
"1650",0,0,0,0,0,0,0,0,0,3,0,0,1,3
"1651",0,0,0,3,0,0,0,0,0,1,0,3,0,3
"1652",2,0,3,3,3,0,0,0,0,3,2,1,0,2
"1653",0,0,0,3,1,0,0,1,0,3,0,0,1,2
"1654",0,0,1,3,0,0,0,0,0,3,0,1,0,3
"1655",0,0,0,0,0,0,0,0,0,3,0,0,0,3
"1656",0,0,2,0,1,0,0,0,0,3,0,0,0,3
"1657",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1658",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"1659",0,0,1,1,3,0,1,1,0,3,0,0,1,0
"1660",0,1,0,0,0,0,0,0,0,3,0,2,0,3
"1661",0,0,3,0,1,0,0,1,0,3,0,0,3,2
"1662",0,0,0,0,0,0,0,0,0,2,0,0,0,3
"1663",3,2,1,0,3,0,0,3,2,3,0,1,1,2
"1664",0,2,0,0,3,3,0,3,0,0,0,0,1,3
"1665",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1666",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"1667",0,0,1,0,2,0,0,0,0,0,1,2,0,2
"1668",0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1669",0,0,3,0,0,0,0,0,0,2,0,0,0,3
"1670",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1671",3,0,0,0,3,2,0,0,0,2,0,3,0,3
"1672",0,0,1,0,2,0,0,1,0,0,0,0,1,0
"1673",0,0,0,0,3,0,0,0,0,0,0,0,0,2
"1674",0,0,0,1,0,0,0,0,0,0,0,0,1,3
"1675",1,1,1,1,0,2,0,1,0,1,1,0,1,0
"1676",0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1677",0,0,0,0,1,0,0,0,0,2,0,0,3,3
"1678",0,1,1,3,3,0,0,1,0,3,2,0,1,3
"1679",1,3,0,0,0,0,0,1,0,3,0,0,1,3
"1680",0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1681",2,1,0,0,0,0,0,0,0,3,0,3,1,2
"1682",0,1,2,1,0,0,0,2,0,3,0,0,1,2
"1683",0,0,0,0,0,3,0,0,0,0,0,0,1,3
"1684",0,0,0,0,1,0,0,0,0,3,0,0,1,3
"1685",0,3,1,0,3,0,0,3,0,2,3,3,3,3
"1686",0,3,0,0,3,0,1,0,0,0,0,2,2,0
"1687",0,0,1,0,1,0,0,0,0,0,0,0,0,3
"1688",0,0,0,0,0,0,0,0,0,0,0,0,3,3
"1689",2,1,2,0,0,0,0,0,0,2,0,0,1,2
"1690",2,0,0,1,0,0,0,0,0,0,0,0,1,2
"1691",0,0,3,0,0,0,2,1,0,3,0,0,0,3
"1692",0,0,0,0,3,0,0,0,0,0,0,0,1,0
"1693",2,0,3,0,0,0,0,0,0,3,0,0,0,2
"1694",0,0,1,0,1,0,0,1,0,2,0,1,0,1
"1695",0,0,3,0,0,0,0,0,0,0,0,0,0,3
"1696",2,0,1,1,3,0,1,1,0,0,0,2,3,1
"1697",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1698",1,1,0,0,0,0,0,0,0,3,3,0,0,3
"1699",0,0,0,2,1,0,0,0,0,2,0,0,0,2
"1700",0,0,1,1,0,0,2,3,0,2,0,0,1,2
"1701",0,1,0,0,0,0,0,0,0,1,0,3,3,3
"1702",0,1,0,0,1,2,0,0,0,3,0,0,1,0
"1703",0,3,0,0,0,0,0,0,0,1,0,0,0,3
"1704",0,0,0,0,0,0,0,0,0,0,0,0,3,0
"1705",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"1706",0,0,0,0,0,0,0,0,0,2,1,0,3,0
"1707",0,1,0,0,0,0,2,0,0,1,0,1,3,3
"1708",0,1,0,0,0,0,0,0,0,3,0,3,1,3
"1709",0,0,0,0,0,0,0,0,0,3,0,0,0,2
"1710",1,0,0,3,3,0,0,3,0,0,0,0,1,0
"1711",0,1,0,0,0,0,0,0,0,0,3,0,1,0
"1712",0,1,0,0,3,0,0,0,0,3,0,0,3,3
"1713",1,0,2,1,0,0,1,1,0,0,0,2,0,0
"1714",0,0,0,0,0,0,0,0,0,3,2,0,1,3
"1715",0,0,0,0,0,0,0,1,0,0,0,0,0,3
"1716",0,0,0,0,3,0,1,1,0,2,0,3,0,0
"1717",0,0,0,0,3,0,0,0,0,0,0,0,0,1
"1718",0,0,0,0,0,3,0,0,0,0,3,0,1,3
"1719",0,0,0,0,0,0,0,1,0,0,0,0,0,3
"1720",0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1721",2,2,1,0,1,3,3,0,0,0,0,0,3,1
"1722",2,0,1,0,2,2,0,1,0,3,1,0,2,3
"1723",0,0,0,0,3,0,0,0,0,3,0,2,0,1
"1724",0,0,0,0,0,0,0,0,0,0,0,0,3,3
"1725",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1726",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1727",0,1,0,0,0,0,0,0,0,3,0,0,0,3
"1728",0,1,3,0,0,0,0,0,0,0,0,0,1,0
"1729",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1730",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1731",0,0,0,0,0,0,0,3,0,3,0,0,0,3
"1732",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"1733",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1734",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1735",0,0,1,0,3,1,0,1,2,2,3,0,1,1
"1736",0,1,0,0,0,0,1,0,0,0,0,0,1,3
"1737",0,0,0,0,3,0,0,1,0,3,0,0,1,2
"1738",0,0,0,0,3,1,0,1,2,0,0,0,1,2
"1739",0,1,3,1,0,3,0,0,0,2,0,1,3,1
"1740",0,0,0,0,0,0,0,0,0,2,0,0,0,3
"1741",2,0,1,0,0,0,1,0,0,3,0,0,0,3
"1742",0,0,0,0,0,0,0,0,0,0,1,3,3,0
"1743",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1744",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1745",2,0,2,0,0,0,0,0,0,3,0,0,0,0
"1746",0,0,0,0,1,0,0,0,0,1,1,0,0,3
"1747",0,0,1,0,0,3,0,1,0,3,1,0,1,1
"1748",0,3,0,0,0,0,0,0,3,1,0,2,1,0
"1749",0,3,0,3,0,0,0,0,0,3,0,2,3,3
"1750",0,1,0,0,0,0,1,0,0,1,0,0,1,0
"1751",2,3,0,3,3,0,0,1,0,3,0,0,1,3
"1752",2,0,2,2,3,3,0,1,0,3,0,3,1,2
"1753",1,3,0,1,1,0,0,0,0,3,3,1,1,2
"1754",0,1,0,0,3,2,0,0,0,3,2,2,1,3
"1755",0,0,0,2,0,0,0,0,0,1,2,0,1,1
"1756",0,1,0,3,0,0,0,0,0,3,0,0,1,2
"1757",0,0,0,0,0,0,0,1,0,2,0,0,0,3
"1758",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1759",1,1,2,1,1,2,0,1,2,0,0,2,1,1
"1760",0,0,3,3,3,0,0,0,0,3,3,0,1,1
"1761",0,0,0,0,0,0,0,1,0,3,0,0,0,0
"1762",1,3,0,1,0,0,0,0,0,2,3,0,0,2
"1763",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1764",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1765",3,1,0,0,0,0,0,0,0,3,0,0,1,3
"1766",0,1,1,0,0,0,0,3,0,3,0,0,1,0
"1767",0,0,0,0,0,0,0,0,0,0,0,0,3,3
"1768",0,0,0,0,0,0,0,0,0,1,2,0,0,0
"1769",2,0,0,0,0,0,0,0,0,2,0,0,0,0
