"","I101","I102","I103","I104","I105","I106","I107","I108","I109","I110","I111","I113","I114","I115","I116","I117","I118","I119","I120","I121","I122","I123","I124","I125","I126","I127","I128","I129","I130","I131","I132","I133","I134","I135","I136","I137","I138","I139","I140","I141","I142","I143","I144","I145","I146","I147","I148","I149","I150","I151","I152","I154","I155","I156","I157","I158","I159","I160","I161","I162","I163","I164","I165","I166","I167","I168","I169","I170","I171","I172","I173","I174","I175","I176","I177","I178","I179"
"893",0,NA,1,1,1,NA,NA,2,"F",3,1,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,4,3,NA,NA,3,1,NA,2,2,0,2,NA,2,"A",9,1,3,3,3,NA,NA,NA,1,3,1,3,2,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","D",2,NA,NA,1,NA,NA,NA,3,1,"E"
"894",0,NA,3,1,2,NA,NA,2,"F",3,9,NA,NA,1,NA,"C",NA,3,NA,"B",3,3,"D",NA,NA,"B",1,4,3,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",9,1,3,2,3,NA,NA,NA,3,3,1,2,2,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,1,1,"E"
"895",5,1,NA,1,NA,3,2,NA,"9",NA,9,3,2,9,1,"9",1,NA,3,"B",NA,NA,"9",2,3,"9",NA,NA,NA,1,1,NA,NA,3,NA,NA,1,NA,1,NA,"F",9,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,1,NA,1,1,3,2,9,1,"C",1,NA,"9","9",NA,2,1,NA,2,2,1,NA,NA,"E"
"896",3,NA,2,1,2,NA,NA,1,"9",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"9",NA,NA,"9",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,1,"A",1,1,3,3,2,NA,NA,NA,3,3,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,3,"E"
"897",0,NA,3,1,2,NA,NA,1,"D",2,0,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,1,2,0,3,NA,2,"A",1,1,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"898",0,3,NA,1,NA,1,2,NA,"D",NA,8,3,2,0,1,"F",3,NA,2,"B",NA,NA,"A",1,3,"F",NA,NA,NA,2,2,NA,NA,4,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,4,NA,1,1,3,2,2,1,"C",1,NA,"B","C",NA,3,1,NA,2,2,2,NA,NA,"E"
"899",0,1,NA,9,NA,1,2,NA,"E",NA,9,2,3,9,1,"F",3,NA,1,"B",NA,NA,"C",2,3,"F",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,2,1,3,NA,NA,9,NA,NA,2,NA,2,3,1,2,3,3,"C",2,NA,"A","B",NA,1,1,NA,1,2,1,NA,NA,"E"
"900",0,2,NA,1,NA,3,2,NA,"D",NA,9,3,2,9,1,"F",1,NA,3,"B",NA,NA,"E",2,3,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"901",0,1,NA,1,NA,3,2,NA,"D",NA,0,1,3,9,1,"F",1,NA,3,"F",NA,NA,"8",1,1,"B",NA,NA,NA,2,3,NA,NA,4,NA,NA,0,NA,1,NA,"E",9,NA,NA,NA,NA,1,3,2,NA,NA,0,NA,NA,3,NA,4,1,2,1,2,3,"F",1,NA,"C","F",NA,2,1,NA,4,2,1,NA,NA,"F"
"902",0,NA,1,1,1,NA,NA,1,"D",3,0,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,1,1,0,2,NA,2,"A",1,1,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",1,NA,NA,3,NA,NA,NA,2,2,"E"
"903",0,NA,1,8,1,NA,NA,1,"C",2,9,NA,NA,8,NA,"F",NA,1,NA,"B",3,3,"E",NA,NA,"F",1,4,2,NA,NA,3,1,NA,3,1,0,2,NA,3,"E",9,1,3,3,1,NA,NA,NA,3,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"A","D",3,NA,NA,1,NA,NA,NA,2,3,"A"
"904",0,2,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,3,"C",3,NA,3,"B",NA,NA,"8",3,1,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"F",1,NA,"A","C",NA,3,3,NA,2,3,1,NA,NA,"E"
"905",0,NA,3,1,2,NA,NA,1,"A",3,9,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"D",NA,NA,"F",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",9,1,3,3,3,NA,NA,NA,3,3,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"B","C",2,NA,NA,1,NA,NA,NA,1,3,"E"
"906",0,1,NA,9,NA,3,2,NA,"B",NA,9,3,2,9,2,"F",2,NA,2,"E",NA,NA,"E",2,1,"D",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,3,NA,"D",9,NA,NA,NA,NA,3,1,2,NA,NA,9,NA,NA,2,NA,1,2,1,1,8,1,"C",1,NA,"A","C",NA,2,2,NA,4,1,1,NA,NA,"A"
"907",0,NA,1,1,2,NA,NA,1,"F",1,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"A",NA,NA,"B",1,4,3,NA,NA,3,3,NA,3,1,0,3,NA,3,"A",9,2,3,2,2,NA,NA,NA,3,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"D","C",1,NA,NA,3,NA,NA,NA,1,3,"E"
"908",0,NA,2,1,2,NA,NA,1,"D",3,0,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",1,1,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"909",0,3,NA,0,NA,1,2,NA,"D",NA,9,3,3,9,1,"F",2,NA,2,"B",NA,NA,"E",1,3,"B",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"F","C",NA,1,1,NA,2,3,1,NA,NA,"E"
"910",2,NA,1,9,1,NA,NA,1,"9",2,9,NA,NA,9,NA,"D",NA,3,NA,"B",1,3,"D",NA,NA,"F",2,1,2,NA,NA,2,3,NA,3,1,0,2,NA,3,"A",9,1,2,3,2,NA,NA,NA,3,2,9,3,3,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,2,"9","C",3,NA,NA,1,NA,NA,NA,9,3,"C"
"911",0,2,NA,1,NA,1,2,NA,"D",NA,1,3,2,1,1,"F",1,NA,2,"B",NA,NA,"B",3,3,"F",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,1,2,1,1,"C",1,NA,"A","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"912",2,3,NA,1,NA,3,2,NA,"B",NA,9,1,2,9,1,"C",1,NA,3,"B",NA,NA,"9",3,2,"A",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,3,3,2,NA,NA,9,NA,NA,2,NA,1,1,2,2,1,1,"F",1,NA,"9","C",NA,2,1,NA,2,2,2,NA,NA,"E"
"913",0,3,NA,1,NA,2,2,NA,"B",NA,9,3,2,9,1,"C",2,NA,2,"B",NA,NA,"A",1,1,"F",NA,NA,NA,3,1,NA,NA,1,NA,NA,0,NA,2,NA,"A",9,NA,NA,NA,NA,2,2,2,NA,NA,9,NA,NA,3,NA,1,1,2,3,3,1,"F",3,NA,"D","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"914",0,NA,4,1,2,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"A",NA,NA,"B",1,4,2,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",8,2,3,3,2,NA,NA,NA,3,3,8,2,3,NA,2,NA,NA,NA,NA,NA,NA,"C",NA,3,"F","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"915",0,1,NA,1,NA,1,2,NA,"D",NA,8,2,2,1,1,"F",3,NA,2,"B",NA,NA,"F",3,1,"B",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,2,1,3,2,1,1,"C",1,NA,"A","C",NA,3,3,NA,2,3,1,NA,NA,"E"
"916",0,NA,3,8,2,NA,NA,2,"B",9,8,NA,NA,0,NA,"A",NA,2,NA,"B",2,2,"A",NA,NA,"D",2,2,2,NA,NA,4,1,NA,1,2,0,2,NA,2,"F",8,1,1,3,3,NA,NA,NA,2,2,8,2,3,NA,1,NA,NA,NA,NA,NA,NA,"C",NA,2,"E","8",1,NA,NA,1,NA,NA,NA,3,1,"D"
"917",0,NA,1,1,1,NA,NA,1,"E",3,9,NA,NA,9,NA,"D",NA,3,NA,"B",3,3,"A",NA,NA,"B",1,4,2,NA,NA,3,2,NA,1,1,0,2,NA,2,"F",9,3,3,3,2,NA,NA,NA,3,3,1,2,3,NA,2,NA,NA,NA,NA,NA,NA,"C",NA,3,"F","D",3,NA,NA,3,NA,NA,NA,2,1,"E"
"918",0,3,NA,1,NA,1,2,NA,"D",NA,9,1,2,0,1,"F",1,NA,2,"B",NA,NA,"C",2,3,"A",NA,NA,NA,2,1,NA,NA,4,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,2,2,2,NA,NA,9,NA,NA,3,NA,2,3,2,2,1,1,"C",1,NA,"F","E",NA,2,1,NA,2,2,1,NA,NA,"E"
"919",0,NA,2,1,2,NA,NA,1,"D",3,0,NA,NA,9,NA,"C",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,3,2,NA,3,1,0,3,NA,3,"A",9,1,3,3,3,NA,NA,NA,3,2,9,3,3,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",1,NA,NA,1,NA,NA,NA,3,1,"E"
"920",0,NA,2,1,2,NA,NA,1,"A",1,9,NA,NA,9,NA,"F",NA,3,NA,"B",1,3,"D",NA,NA,"B",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",0,3,3,3,2,NA,NA,NA,2,2,9,2,3,NA,1,NA,NA,NA,NA,NA,NA,"C",NA,3,"F","C",1,NA,NA,1,NA,NA,NA,2,2,"E"
"921",0,2,NA,1,NA,1,2,NA,"D",NA,0,3,2,1,2,"F",3,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,1,2,NA,NA,1,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,3,2,NA,NA,0,NA,NA,3,NA,2,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,3,1,NA,NA,"E"
"922",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,1,NA,"C",NA,2,NA,"B",3,3,"F",NA,NA,"B",1,4,1,NA,NA,3,2,NA,2,2,0,3,NA,1,"A",9,1,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",2,NA,NA,1,NA,NA,NA,1,2,"E"
"923",0,2,NA,1,NA,1,2,NA,"F",NA,9,3,2,9,1,"F",1,NA,3,"B",NA,NA,"E",2,3,"B",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,1,1,NA,NA,"E"
"924",0,NA,1,1,2,NA,NA,2,"D",3,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,3,1,NA,1,1,0,3,NA,3,"A",9,1,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,1,2,"E"
"925",0,2,NA,1,NA,1,2,NA,"D",NA,9,1,2,9,1,"C",1,NA,3,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,3,NA,NA,4,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,3,1,2,1,1,"F",1,NA,"A","C",NA,3,1,NA,2,3,3,NA,NA,"E"
"926",0,NA,4,9,2,NA,NA,3,"B",3,9,NA,NA,9,NA,"C",NA,2,NA,"B",3,2,"C",NA,NA,"F",1,4,2,NA,NA,3,3,NA,2,2,0,2,NA,1,"A",9,3,2,3,2,NA,NA,NA,1,2,9,2,3,NA,2,NA,NA,NA,NA,NA,NA,"F",NA,2,"D","A",3,NA,NA,1,NA,NA,NA,1,2,"E"
"927",2,NA,2,1,2,NA,NA,1,"9",3,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"9",NA,NA,"F",1,4,3,NA,NA,3,2,NA,3,1,3,3,NA,3,"9",0,3,3,3,2,NA,NA,NA,3,3,9,1,3,NA,3,NA,NA,NA,NA,NA,NA,"9",NA,3,"A","C",2,NA,NA,1,NA,NA,NA,3,2,"9"
"928",0,1,NA,9,NA,2,2,NA,"E",NA,0,2,3,9,3,"E",1,NA,2,"A",NA,NA,"D",2,3,"F",NA,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,1,NA,"D",9,NA,NA,NA,NA,1,1,1,NA,NA,9,NA,NA,3,NA,1,3,3,1,1,2,"B",2,NA,"A","C",NA,1,2,NA,3,2,2,NA,NA,"F"
"929",0,3,NA,9,NA,1,2,NA,"E",NA,9,3,2,9,1,"F",1,NA,3,"B",NA,NA,"A",3,3,"B",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,1,2,1,2,2,2,"C",1,NA,"D","F",NA,2,1,NA,2,2,1,NA,NA,"E"
"930",0,1,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,1,"F",3,NA,2,"B",NA,NA,"E",2,3,"F",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,1,NA,2,2,2,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"931",0,1,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,1,"F",2,NA,2,"B",NA,NA,"B",3,3,"F",NA,NA,NA,1,3,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,3,2,2,NA,NA,1,NA,NA,3,NA,1,1,2,2,1,1,"C",1,NA,"A","C",NA,1,3,NA,2,2,1,NA,NA,"E"
"932",0,3,NA,1,NA,1,2,NA,"A",NA,9,1,1,0,3,"D",3,NA,3,"B",NA,NA,"D",1,3,"E",NA,NA,NA,2,1,NA,NA,4,NA,NA,0,NA,1,NA,"F",0,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,1,2,2,2,2,"C",1,NA,"B","C",NA,2,2,NA,2,2,3,NA,NA,"A"
"933",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"F",2,NA,2,"B",NA,NA,"E",3,1,"B",NA,NA,NA,1,2,NA,NA,4,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,3,3,2,1,1,"C",1,NA,"F","C",NA,8,1,NA,2,3,1,NA,NA,"E"
"934",2,2,NA,1,NA,1,2,NA,"9",NA,9,3,3,9,1,"F",1,NA,3,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,0,NA,NA,3,NA,2,3,2,1,1,1,"C",1,NA,"9","C",NA,2,2,NA,2,3,1,NA,NA,"E"
"935",0,2,NA,1,NA,1,2,NA,"D",NA,9,3,3,0,1,"C",3,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,1,3,NA,NA,4,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,8,NA,NA,3,NA,2,1,3,2,2,1,"F",1,NA,"A","B",NA,2,3,NA,2,3,1,NA,NA,"E"
"936",2,NA,1,1,2,NA,NA,2,"A",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"9",NA,NA,"F",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",9,2,3,3,2,NA,NA,NA,2,2,9,9,3,NA,2,NA,NA,NA,NA,NA,NA,"F",NA,3,"9","C",1,NA,NA,1,NA,NA,NA,2,2,"E"
"937",0,1,NA,1,NA,1,2,NA,"B",NA,9,3,3,0,1,"C",1,NA,2,"B",NA,NA,"E",2,3,"A",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,2,2,2,2,1,"F",1,NA,"D","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"938",1,NA,3,1,2,NA,NA,1,"D",3,9,NA,NA,1,NA,"C",NA,2,NA,"B",3,3,"9",NA,NA,"F",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",9,1,3,3,3,NA,NA,NA,3,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",1,NA,NA,1,NA,NA,NA,3,2,"E"
"939",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,1,NA,2,1,0,3,NA,3,"A",1,2,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","B",1,NA,NA,3,NA,NA,NA,2,2,"E"
"940",2,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"8",1,NA,2,"B",NA,NA,"9",1,3,"9",NA,NA,NA,1,1,NA,NA,8,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,1,2,1,1,"C",1,NA,"A","C",NA,2,3,NA,2,1,1,NA,NA,"E"
"941",0,3,NA,0,NA,1,3,NA,"B",NA,0,3,2,0,3,"F",3,NA,1,"D",NA,NA,"D",1,3,"F",NA,NA,NA,1,2,NA,NA,4,NA,NA,0,NA,3,NA,"B",0,NA,NA,NA,NA,1,2,2,NA,NA,0,NA,NA,3,NA,2,1,2,2,1,3,"A",1,NA,"A","C",NA,2,1,NA,4,1,2,NA,NA,"C"
"942",2,NA,1,1,1,NA,NA,1,"9",1,9,NA,NA,9,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,3,NA,2,1,0,3,NA,2,"A",9,3,3,3,3,NA,NA,NA,3,3,1,1,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"D","9",2,NA,NA,3,NA,NA,NA,3,2,"E"
"943",0,3,NA,9,NA,1,2,NA,"A",NA,9,3,2,0,2,"F",3,NA,2,"B",NA,NA,"D",1,3,"B",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,2,2,1,1,9,"C",4,NA,"F","C",NA,3,2,NA,2,2,3,NA,NA,"E"
"944",2,2,NA,1,NA,1,2,NA,"9",NA,9,3,2,1,1,"C",1,NA,2,"B",NA,NA,"E",2,3,"B",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,2,2,1,1,1,"F",1,NA,"A","9",NA,2,8,NA,2,2,3,NA,NA,"E"
"945",1,2,NA,1,NA,3,2,NA,"D",NA,9,1,2,9,1,"F",1,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,2,1,NA,NA,4,NA,NA,1,NA,1,NA,"A",9,NA,NA,NA,NA,3,3,2,NA,NA,1,NA,NA,3,NA,1,1,3,3,2,1,"9",1,NA,"9","A",NA,2,1,NA,2,3,3,NA,NA,"E"
"946",0,2,NA,1,NA,3,3,NA,"A",NA,9,3,2,1,2,"F",1,NA,2,"B",NA,NA,"E",1,3,"B",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,1,NA,3,1,2,2,1,1,"C",1,NA,"F","D",NA,3,3,NA,2,2,2,NA,NA,"D"
"947",0,2,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,1,"F",3,NA,2,"B",NA,NA,"E",1,3,"B",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,2,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"948",2,NA,2,1,1,NA,NA,2,"9",3,1,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"9",NA,NA,"F",1,4,2,NA,NA,3,1,NA,3,2,0,3,NA,3,"A",0,1,3,3,3,NA,NA,NA,3,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"D","C",3,NA,NA,1,NA,NA,NA,1,2,"E"
"949",0,3,NA,8,NA,3,2,NA,"B",NA,0,2,3,8,1,"C",3,NA,2,"B",NA,NA,"F",2,2,"D",NA,NA,NA,2,3,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,3,3,2,NA,NA,9,NA,NA,3,NA,2,2,3,1,1,3,"F",1,NA,"E","A",NA,3,2,NA,2,1,3,NA,NA,"E"
"950",0,1,NA,0,NA,2,2,NA,"D",NA,9,1,2,0,1,"C",1,NA,3,"B",NA,NA,"E",2,3,"F",NA,NA,NA,1,3,NA,NA,3,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,2,3,2,2,1,"F",1,NA,"A","C",NA,3,1,NA,2,2,1,NA,NA,"E"
"951",0,1,NA,8,NA,1,2,NA,"A",NA,9,3,3,8,1,"C",3,NA,3,"B",NA,NA,"D",1,2,"E",NA,NA,NA,2,2,NA,NA,2,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,3,NA,NA,9,NA,NA,3,NA,1,2,2,2,1,1,"F",1,NA,"F","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"952",0,NA,1,9,1,NA,NA,1,"E",2,9,NA,NA,9,NA,"F",NA,2,NA,"B",3,3,"A",NA,NA,"C",3,4,1,NA,NA,3,1,NA,3,3,0,3,NA,3,"A",9,1,3,3,2,NA,NA,NA,3,3,9,3,3,NA,2,NA,NA,NA,NA,NA,NA,"C",NA,2,"D","B",3,NA,NA,1,NA,NA,NA,1,3,"E"
"953",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"F",NA,NA,"B",3,4,2,NA,NA,3,2,NA,2,1,0,2,NA,1,"A",0,1,3,3,2,NA,NA,NA,3,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"954",0,NA,2,1,1,NA,NA,1,"D",3,9,NA,NA,0,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"D",1,4,2,NA,NA,4,2,NA,2,2,0,3,NA,3,"A",0,1,3,3,3,NA,NA,NA,3,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","B",2,NA,NA,3,NA,NA,NA,2,2,"E"
"955",3,1,NA,1,NA,3,2,NA,"9",NA,9,3,2,1,1,"E",1,NA,2,"B",NA,NA,"D",3,1,"9",NA,NA,NA,1,3,NA,NA,3,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,2,3,NA,NA,9,NA,NA,3,NA,1,2,1,3,2,1,"F",1,NA,"A","9",NA,1,1,NA,2,2,3,NA,NA,"C"
"956",0,NA,1,1,2,NA,NA,2,"B",2,9,NA,NA,9,NA,"F",NA,3,NA,"B",2,3,"E",NA,NA,"D",1,4,3,NA,NA,3,2,NA,3,1,0,3,NA,3,"A",9,2,2,3,2,NA,NA,NA,2,2,0,3,3,NA,1,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,2,NA,NA,NA,3,2,"E"
"957",0,2,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"C",3,NA,2,"B",NA,NA,"E",1,2,"F",NA,NA,NA,3,1,NA,NA,1,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,2,2,3,NA,NA,9,NA,NA,3,NA,1,1,1,2,1,1,"F",1,NA,"A","C",NA,2,1,NA,2,1,1,NA,NA,"E"
"958",2,NA,1,1,3,NA,NA,1,"9",3,8,NA,NA,0,NA,"F",NA,3,NA,"B",3,3,"D",NA,NA,"9",1,4,3,NA,NA,4,2,NA,9,1,0,3,NA,3,"A",0,3,3,3,2,NA,NA,NA,3,3,8,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"A","C",3,NA,NA,1,NA,NA,NA,2,2,"E"
"959",2,NA,2,1,1,NA,NA,1,"9",3,9,NA,NA,9,NA,"C",NA,9,NA,"B",3,3,"8",NA,NA,"9",1,2,1,NA,NA,3,2,NA,1,1,0,3,NA,9,"A",9,2,3,3,2,NA,NA,NA,3,3,1,2,3,NA,9,NA,NA,NA,NA,NA,NA,"F",NA,3,"B","8",3,NA,NA,1,NA,NA,NA,9,2,"E"
"960",1,NA,1,9,2,NA,NA,1,"D",2,9,NA,NA,0,NA,"C",NA,2,NA,"B",3,3,"A",NA,NA,"F",4,4,2,NA,NA,3,2,NA,2,3,0,3,NA,3,"A",9,2,3,3,2,NA,NA,NA,2,2,9,1,3,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,3,"9","C",2,NA,NA,1,NA,NA,NA,3,3,"E"
"961",0,NA,1,1,2,NA,NA,2,"D",3,9,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,3,NA,NA,3,2,NA,1,2,0,1,NA,3,"A",0,3,3,3,2,NA,NA,NA,2,3,0,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"A","C",3,NA,NA,1,NA,NA,NA,3,3,"E"
