"","idstud","rater","crit2","crit3","crit4","crit6"
"2517",10554,819,2,1,1,0
"2518",10554,840,1,1,0,0
"2519",10554,803,1,1,1,0
"2520",10554,815,1,2,1,0
"2521",10554,842,1,2,1,0
"2522",10554,838,1,1,1,0
"2523",10554,818,2,2,0,0
"2524",10554,816,1,1,1,0
"2525",10554,845,1,1,0,1
"2526",10554,849,2,1,0,0
"2527",10554,828,1,1,1,0
"2528",10554,811,1,1,0,1
"2529",10554,844,1,1,1,0
"2530",10554,808,1,1,0,3
"2531",10554,809,1,1,1,0
"2532",10554,817,2,0,1,0
"2533",10554,821,1,1,1,0
"2534",10554,833,1,1,1,0
"2535",10554,847,0,1,1,0
"2536",10554,850,1,1,1,0
"2537",10554,825,1,2,0,0
"2538",10554,829,1,1,1,0
"2539",10554,831,1,1,1,0
"2540",10554,826,2,1,1,2
"2541",10554,814,1,1,1,2
"2542",10554,834,0,1,1,3
"2543",10554,835,0,1,0,1
"2544",10554,832,1,1,1,0
"2545",10554,841,1,1,1,0
"2546",10554,802,1,1,0,0
"2547",10554,843,1,1,1,0
"2548",10554,806,1,1,1,0
"2549",10554,827,0,0,0,0
"2550",10554,851,0,1,0,0
"2551",10554,810,1,1,1,0
"2552",10554,807,2,2,1,0
"2553",10555,805,1,2,1,1
"2554",10555,836,2,2,1,1
"2555",10555,830,1,2,1,2
"2556",10555,837,2,2,1,3
"2557",10555,804,0,2,1,1
"2558",10555,824,1,1,1,2
"2559",10555,822,2,2,1,2
"2560",10555,823,3,3,1,0
"2561",10555,801,2,2,1,3
"2562",10555,839,2,2,1,1
"2563",10555,848,0,1,1,1
"2564",10555,820,2,2,2,3
"2565",10555,812,2,1,1,0
"2566",10555,852,2,2,1,2
"2567",10555,813,1,1,1,1
"2568",10555,846,1,1,1,1
"2569",10555,819,2,2,1,2
"2570",10555,840,2,2,1,0
"2571",10555,803,2,2,1,0
"2572",10555,815,2,2,3,0
"2573",10555,842,2,2,1,1
"2574",10555,838,1,2,1,3
"2575",10555,818,2,2,1,1
"2576",10555,816,1,1,1,1
"2577",10555,845,2,1,0,2
"2578",10555,849,2,2,1,0
"2579",10555,828,2,1,1,1
"2580",10555,811,2,1,0,1
"2581",10555,844,2,2,1,1
"2582",10555,808,2,2,1,3
"2583",10555,809,1,2,2,0
"2584",10555,817,2,2,1,0
"2585",10555,821,2,2,1,1
"2586",10555,833,2,2,1,0
"2587",10555,847,1,1,0,1
"2588",10555,850,2,1,1,0
"2589",10555,825,2,2,1,1
"2590",10555,829,2,2,1,0
"2591",10555,831,2,2,1,1
"2592",10555,826,2,2,1,2
"2593",10555,814,2,2,1,3
"2594",10555,834,2,2,1,0
"2595",10555,835,2,2,1,1
"2596",10555,832,2,1,0,1
"2597",10555,841,2,2,1,0
"2598",10555,802,2,2,1,2
"2599",10555,843,2,2,1,0
"2600",10555,806,1,2,2,0
"2601",10555,827,1,1,1,0
"2602",10555,851,2,2,1,1
"2603",10555,810,2,2,1,0
"2604",10555,807,2,2,1,2
"2605",10556,805,0,0,1,0
"2606",10556,836,1,1,0,0
"2607",10556,830,0,1,1,0
"2608",10556,837,1,2,1,1
"2609",10556,804,0,1,1,0
"2610",10556,824,0,0,0,0
"2611",10556,822,0,0,1,0
"2612",10556,823,1,2,1,0
"2613",10556,801,0,0,1,0
"2614",10556,839,1,1,1,0
"2615",10556,848,0,0,1,0
"2616",10556,820,1,1,1,0
"2617",10556,812,0,1,1,0
"2618",10556,852,0,0,0,0
"2619",10556,813,0,1,1,0
"2620",10556,846,0,0,0,0
"2621",10556,819,1,1,0,0
"2622",10556,840,1,1,0,0
"2623",10556,803,0,0,0,0
"2624",10556,815,0,0,1,0
"2625",10556,842,0,1,1,0
"2626",10556,838,0,0,1,0
"2627",10556,818,0,1,0,0
"2628",10556,816,0,0,0,0
"2629",10556,845,0,1,0,0
"2630",10556,849,0,0,0,0
"2631",10556,828,0,0,0,0
"2632",10556,811,0,1,0,0
"2633",10556,844,0,1,0,0
"2634",10556,808,0,1,0,2
"2635",10556,809,0,1,1,0
"2636",10556,817,0,0,1,0
"2637",10556,821,1,1,1,0
"2638",10556,833,0,1,0,0
"2639",10556,847,0,0,0,0
"2640",10556,850,0,0,1,0
"2641",10556,825,1,0,1,0
"2642",10556,829,0,1,0,0
"2643",10556,831,0,0,1,0
"2644",10556,826,0,0,1,0
"2645",10556,814,1,1,0,0
"2646",10556,834,0,1,1,0
"2647",10556,835,0,2,0,1
"2648",10556,832,0,0,1,0
"2649",10556,841,0,1,0,0
"2650",10556,802,0,0,0,0
"2651",10556,843,1,1,1,0
"2652",10556,806,0,1,1,0
"2653",10556,827,0,2,0,0
"2654",10556,851,0,1,0,0
"2655",10556,810,0,0,1,0
"2656",10556,807,0,1,0,0
"2657",10557,805,0,0,0,NA
"2658",10557,836,0,0,0,0
"2659",10557,830,0,0,0,NA
"2660",10557,837,0,0,0,2
"2661",10557,804,0,0,0,2
"2662",10557,824,0,0,0,2
"2663",10557,822,0,0,0,NA
"2664",10557,823,0,0,0,4
"2665",10557,801,0,0,0,NA
"2666",10557,839,0,0,0,1
"2667",10557,848,0,0,0,1
"2668",10557,812,0,0,0,2
"2669",10557,852,0,0,0,4
"2670",10557,813,0,0,0,1
"2671",10557,846,0,0,0,1
"2672",10557,819,0,0,0,NA
"2673",10557,840,0,0,0,2
"2674",10557,803,0,0,0,1
"2675",10557,815,0,0,0,1
"2676",10557,842,0,0,0,0
"2677",10557,838,0,0,0,NA
"2678",10557,818,0,0,0,NA
"2679",10557,816,0,0,0,1
"2680",10557,849,0,0,0,1
"2681",10557,828,0,0,0,0
"2682",10557,811,0,0,0,2
"2683",10557,844,0,0,0,0
"2684",10557,808,0,0,0,3
"2685",10557,817,0,0,0,0
"2686",10557,821,0,0,0,NA
"2687",10557,833,0,0,0,0
"2688",10557,847,0,0,0,3
"2689",10557,825,0,0,0,0
"2690",10557,829,0,0,0,0
"2691",10557,831,0,0,0,0
"2692",10557,826,0,0,0,0
"2693",10557,814,0,0,0,3
"2694",10557,835,0,0,0,3
"2695",10557,832,0,0,0,2
"2696",10557,841,0,0,0,0
"2697",10557,802,0,0,0,1
"2698",10557,806,0,0,0,NA
"2699",10557,827,0,0,0,2
"2700",10557,851,0,0,0,NA
"2701",10557,810,0,0,0,1
"2702",10557,807,0,0,0,0
"2703",10558,805,3,3,2,NA
"2704",10558,836,3,3,3,3
"2705",10558,830,3,3,2,3
"2706",10558,837,3,3,2,3
"2707",10558,804,1,2,2,3
"2708",10558,824,2,2,2,2
"2709",10558,822,2,2,2,2
"2710",10558,823,2,2,2,4
"2711",10558,801,2,3,2,3
"2712",10558,839,2,3,2,3
"2713",10558,848,3,2,2,3
"2714",10558,820,2,2,2,3
"2715",10558,812,3,3,2,3
"2716",10558,852,3,3,2,2
"2717",10558,813,2,3,2,3
"2718",10558,846,3,3,2,4
"2719",10558,819,3,3,2,4
"2720",10558,840,2,2,1,3
"2721",10558,803,2,3,2,3
"2722",10558,815,3,3,2,3
"2723",10558,842,3,3,3,3
"2724",10558,838,3,3,2,3
"2725",10558,818,2,3,2,4
"2726",10558,816,3,3,3,4
"2727",10558,845,2,3,2,4
"2728",10558,849,2,3,2,4
"2729",10558,828,3,3,2,3
"2730",10558,811,2,3,2,3
"2731",10558,844,2,2,2,2
"2732",10558,808,3,3,2,4
"2733",10558,809,2,2,2,3
"2734",10558,817,2,2,2,3
"2735",10558,821,3,3,2,3
"2736",10558,833,3,3,2,3
"2737",10558,847,2,3,2,3
"2738",10558,850,2,3,3,3
"2739",10558,825,2,2,2,3
"2740",10558,829,3,3,2,3
"2741",10558,831,3,3,2,2
"2742",10558,826,2,2,2,3
"2743",10558,814,3,3,2,3
"2744",10558,834,2,2,1,3
"2745",10558,835,2,3,3,3
"2746",10558,832,2,3,2,3
"2747",10558,841,3,3,2,3
"2748",10558,802,2,2,1,3
"2749",10558,843,3,2,2,3
"2750",10558,806,2,2,2,3
"2751",10558,827,2,3,2,3
"2752",10558,851,3,2,3,3
"2753",10558,810,3,3,3,0
"2754",10558,807,2,3,2,NA
"2755",10559,805,1,1,1,0
"2756",10559,836,2,2,1,0
"2757",10559,830,3,2,1,0
"2758",10559,837,3,3,1,0
"2759",10559,804,1,2,1,0
"2760",10559,824,1,1,1,0
"2761",10559,822,2,2,1,1
"2762",10559,823,3,2,1,0
"2763",10559,801,1,2,0,0
"2764",10559,839,1,1,1,0
"2765",10559,848,1,1,1,0
"2766",10559,820,2,2,1,2
"2767",10559,812,2,2,1,0
"2768",10559,852,0,1,1,0
"2769",10559,813,1,2,1,0
"2770",10559,846,0,1,1,0
"2771",10559,819,2,2,1,0
"2772",10559,840,2,1,1,0
"2773",10559,803,1,2,1,0
"2774",10559,815,1,2,1,0
"2775",10559,842,1,2,2,0
"2776",10559,838,0,1,1,0
"2777",10559,818,2,3,1,0
"2778",10559,816,0,1,1,0
"2779",10559,845,0,1,0,0
"2780",10559,849,1,1,0,0
"2781",10559,828,1,1,1,0
"2782",10559,811,1,1,1,0
"2783",10559,844,1,2,1,0
"2784",10559,808,2,3,1,0
"2785",10559,809,1,2,1,0
"2786",10559,817,2,2,1,0
"2787",10559,821,1,1,1,0
"2788",10559,833,1,1,1,0
"2789",10559,847,0,1,0,0
"2790",10559,850,2,2,2,0
"2791",10559,825,1,2,1,0
"2792",10559,829,1,1,1,0
"2793",10559,831,1,1,1,0
"2794",10559,826,2,1,1,0
"2795",10559,814,1,2,1,0
"2796",10559,834,1,1,1,0
"2797",10559,835,0,2,1,0
"2798",10559,832,0,1,1,0
"2799",10559,841,1,1,1,0
"2800",10559,802,1,1,1,0
"2801",10559,843,1,2,1,0
"2802",10559,806,1,2,1,0
"2803",10559,827,0,1,1,0
"2804",10559,851,2,3,1,0
"2805",10559,810,1,1,1,0
"2806",10559,807,0,1,1,0
"2807",10560,805,0,0,1,3
"2808",10560,836,0,0,1,2
"2809",10560,830,0,0,1,2
"2810",10560,837,0,1,1,3
"2811",10560,804,0,0,0,2
"2812",10560,824,0,0,0,2
"2813",10560,822,0,0,1,3
"2814",10560,823,1,1,1,1
"2815",10560,801,0,1,0,3
"2816",10560,839,0,0,1,2
"2817",10560,848,0,0,1,2
"2818",10560,820,0,0,1,2
"2819",10560,812,0,1,1,2
"2820",10560,852,0,0,1,2
"2821",10560,813,0,0,1,2
"2822",10560,846,0,0,0,2
"2823",10560,819,0,0,0,2
"2824",10560,840,0,0,1,1
"2825",10560,803,0,0,0,2
"2826",10560,815,0,0,1,2
"2827",10560,842,0,0,0,1
"2828",10560,838,0,0,1,3
"2829",10560,818,0,1,1,3
"2830",10560,816,0,0,0,2
"2831",10560,845,0,0,0,2
"2832",10560,849,0,0,0,2
"2833",10560,828,0,0,0,2
"2834",10560,811,0,0,1,2
"2835",10560,844,0,0,0,1
"2836",10560,808,0,0,1,3
"2837",10560,809,0,0,1,1
"2838",10560,817,0,0,1,1
"2839",10560,821,0,0,0,1
"2840",10560,833,0,0,0,1
"2841",10560,847,0,0,1,3
"2842",10560,850,0,0,0,3
"2843",10560,825,0,1,0,2
"2844",10560,829,0,0,0,1
"2845",10560,831,0,0,1,1
"2846",10560,826,0,0,1,3
"2847",10560,814,0,1,1,3
"2848",10560,834,0,0,1,1
"2849",10560,835,0,0,0,3
"2850",10560,832,0,0,1,2
"2851",10560,841,0,0,0,1
"2852",10560,802,0,0,0,4
"2853",10560,843,0,1,1,1
"2854",10560,806,0,0,0,1
"2855",10560,827,0,0,1,2
"2856",10560,851,0,0,0,2
"2857",10560,810,0,0,1,0
"2858",10560,807,0,1,0,3
"2859",10561,805,3,1,2,4
"2860",10561,836,3,3,3,4
"2861",10561,830,3,3,2,4
"2862",10561,837,3,2,2,4
"2863",10561,804,3,2,2,4
"2864",10561,824,2,2,2,4
"2865",10561,822,2,1,2,4
"2866",10561,823,2,2,3,4
"2867",10561,801,2,3,2,4
"2868",10561,839,2,3,3,4
"2869",10561,848,2,3,2,4
"2870",10561,820,2,2,2,3
"2871",10561,812,3,1,3,4
"2872",10561,852,3,3,2,4
"2873",10561,813,3,3,3,4
"2874",10561,846,1,3,2,4
"2875",10561,819,3,3,2,4
"2876",10561,840,3,3,2,4
"2877",10561,803,2,3,3,4
"2878",10561,815,3,3,2,4
"2879",10561,842,3,2,3,4
"2880",10561,838,2,3,2,4
"2881",10561,818,2,2,2,4
"2882",10561,816,2,3,2,4
"2883",10561,845,3,3,2,4
"2884",10561,849,3,3,2,4
"2885",10561,828,3,2,3,4
"2886",10561,811,2,3,2,4
"2887",10561,844,3,3,3,3
"2888",10561,808,2,3,3,3
"2889",10561,809,3,3,2,3
"2890",10561,817,2,3,2,4
"2891",10561,821,2,2,2,4
"2892",10561,833,3,2,2,4
"2893",10561,847,2,2,2,4
"2894",10561,850,2,2,2,4
"2895",10561,825,3,3,2,4
"2896",10561,829,3,3,3,4
"2897",10561,831,3,3,3,4
"2898",10561,826,3,3,3,4
"2899",10561,814,3,3,2,4
"2900",10561,834,3,2,2,4
"2901",10561,835,3,1,2,4
"2902",10561,832,3,3,3,4
"2903",10561,841,3,3,3,4
"2904",10561,802,3,3,2,4
"2905",10561,843,3,3,3,4
"2906",10561,806,3,3,3,3
"2907",10561,827,3,2,2,4
"2908",10561,851,1,1,3,4
"2909",10561,810,3,3,3,4
"2910",10561,807,2,2,2,4
"2911",10562,805,0,2,2,3
"2912",10562,836,2,2,2,3
"2913",10562,830,2,3,2,3
"2914",10562,837,1,3,2,3
"2915",10562,804,1,2,2,4
"2916",10562,824,1,2,2,4
"2917",10562,822,2,1,2,3
"2918",10562,823,1,2,3,4
"2919",10562,801,1,2,2,3
"2920",10562,839,2,2,2,3
"2921",10562,848,0,1,2,4
"2922",10562,820,2,2,2,3
"2923",10562,812,1,2,2,4
"2924",10562,852,3,3,2,4
"2925",10562,813,1,2,2,4
"2926",10562,846,1,2,2,3
"2927",10562,819,3,3,2,3
"2928",10562,840,1,2,1,3
"2929",10562,803,1,2,2,4
"2930",10562,815,3,2,2,4
"2931",10562,842,3,3,3,3
"2932",10562,838,1,2,3,3
"2933",10562,818,2,3,2,3
"2934",10562,816,2,2,2,3
"2935",10562,845,2,2,2,4
"2936",10562,849,1,1,2,3
"2937",10562,828,1,1,2,4
"2938",10562,811,1,2,2,4
"2939",10562,844,3,2,2,3
"2940",10562,808,1,3,2,4
"2941",10562,809,1,1,2,3
"2942",10562,817,2,2,2,4
"2943",10562,821,2,3,2,3
"2944",10562,833,2,2,2,3
"2945",10562,847,0,2,2,4
"2946",10562,850,1,2,3,3
"2947",10562,825,1,1,2,3
"2948",10562,829,3,2,3,4
"2949",10562,831,2,1,2,3
"2950",10562,826,1,1,2,3
"2951",10562,814,1,2,2,3
"2952",10562,834,2,1,2,3
"2953",10562,835,0,1,2,4
"2954",10562,832,1,2,2,3
"2955",10562,841,3,2,3,4
"2956",10562,802,2,2,2,3
"2957",10562,843,1,1,2,3
"2958",10562,806,1,1,2,3
"2959",10562,827,0,2,2,4
"2960",10562,851,3,3,3,3
"2961",10562,810,1,1,3,3
"2962",10562,807,1,2,2,4
"2963",10563,805,2,1,1,2
"2964",10563,836,2,2,1,2
"2965",10563,830,2,2,1,2
"2966",10563,837,2,2,1,2
"2967",10563,804,1,2,1,2
"2968",10563,824,1,2,1,2
"2969",10563,822,1,1,1,3
"2970",10563,823,2,2,2,3
"2971",10563,801,2,1,0,3
"2972",10563,839,2,2,1,1
"2973",10563,848,0,1,1,2
"2974",10563,820,2,1,2,3
"2975",10563,812,2,2,1,3
"2976",10563,813,1,1,2,2
"2977",10563,846,1,1,0,1
"2978",10563,819,3,2,1,2
"2979",10563,840,1,1,0,2
"2980",10563,803,2,1,1,2
"2981",10563,815,2,2,1,2
"2982",10563,842,2,2,1,1
"2983",10563,838,1,1,1,NA
"2984",10563,818,2,2,1,2
"2985",10563,816,1,1,1,0
"2986",10563,845,1,1,1,2
"2987",10563,849,1,1,0,3
"2988",10563,828,1,2,0,2
"2989",10563,811,1,1,1,2
"2990",10563,844,3,3,2,1
"2991",10563,808,1,2,1,2
"2992",10563,809,1,2,1,1
"2993",10563,817,3,2,1,2
"2994",10563,821,1,2,1,2
"2995",10563,833,1,1,0,2
"2996",10563,847,1,1,0,2
"2997",10563,850,1,2,1,3
"2998",10563,825,2,2,1,2
"2999",10563,829,1,1,0,2
"3000",10563,831,2,1,1,1
"3001",10563,826,2,1,1,2
"3002",10563,814,2,2,1,3
"3003",10563,834,1,1,1,2
"3004",10563,835,1,2,1,2
"3005",10563,832,1,1,1,2
"3006",10563,841,1,1,0,2
"3007",10563,802,1,1,1,3
"3008",10563,843,1,2,1,2
"3009",10563,806,1,2,1,2
"3010",10563,827,1,1,1,2
"3011",10563,851,2,2,1,1
"3012",10563,810,1,1,1,3
"3013",10563,807,1,2,0,2
"3014",10564,805,1,1,3,3
"3015",10564,836,2,2,3,3
"3016",10564,830,1,3,3,3
"3017",10564,837,1,3,3,3
"3018",10564,804,1,1,2,3
"3019",10564,824,3,3,3,4
"3020",10564,822,0,0,3,3
"3021",10564,823,1,3,3,3
"3022",10564,801,2,2,1,3
"3023",10564,839,2,2,2,3
"3024",10564,848,0,1,2,3
"3025",10564,820,3,3,3,4
"3026",10564,812,1,1,2,3
"3027",10564,852,3,3,3,1
"3028",10564,813,2,3,2,3
"3029",10564,846,1,3,3,3
"3030",10564,819,2,3,3,3
"3031",10564,840,1,1,2,3
"3032",10564,803,1,2,3,3
"3033",10564,815,2,2,3,3
"3034",10564,842,1,1,2,3
"3035",10564,838,2,2,1,3
"3036",10564,818,2,2,3,3
"3037",10564,816,2,3,3,3
"3038",10564,845,1,1,2,3
"3039",10564,849,1,2,3,3
"3040",10564,828,1,1,3,3
"3041",10564,811,1,3,2,3
"3042",10564,844,1,1,3,3
"3043",10564,808,3,3,2,4
"3044",10564,809,1,2,3,3
"3045",10564,817,2,3,3,3
"3046",10564,821,2,2,3,3
"3047",10564,833,2,2,2,3
"3048",10564,847,1,1,3,3
"3049",10564,850,1,1,2,3
"3050",10564,825,1,2,2,3
"3051",10564,829,2,3,3,3
"3052",10564,831,2,2,3,3
"3053",10564,826,1,2,3,3
"3054",10564,814,1,2,2,3
"3055",10564,834,1,2,2,3
"3056",10564,835,3,1,3,3
"3057",10564,832,1,3,3,3
"3058",10564,841,3,3,2,3
"3059",10564,802,3,3,3,3
"3060",10564,843,1,3,3,3
"3061",10564,806,1,2,2,3
"3062",10564,827,1,1,2,3
"3063",10564,851,1,1,1,3
"3064",10564,810,1,3,3,3
"3065",10564,807,1,2,2,3
"3066",10565,805,2,2,2,1
"3067",10565,836,2,2,2,1
"3068",10565,830,1,2,1,1
"3069",10565,837,2,2,2,1
"3070",10565,804,1,1,1,1
"3071",10565,824,0,1,1,0
"3072",10565,822,1,2,1,1
"3073",10565,823,2,2,2,2
"3074",10565,801,2,2,1,2
"3075",10565,839,1,1,1,1
"3076",10565,848,1,1,2,1
"3077",10565,820,2,1,2,3
"3078",10565,812,2,2,2,1
"3079",10565,852,2,2,2,1
"3080",10565,813,1,1,3,1
"3081",10565,846,1,1,1,0
"3082",10565,819,1,3,2,1
"3083",10565,840,1,2,1,0
"3084",10565,803,3,3,2,1
"3085",10565,815,2,2,2,0
"3086",10565,842,2,3,1,1
"3087",10565,838,1,1,1,2
"3088",10565,818,2,2,1,1
"3089",10565,816,1,1,1,0
"3090",10565,845,1,1,1,2
"3091",10565,849,1,2,2,2
"3092",10565,828,1,1,1,2
"3093",10565,811,1,2,1,1
"3094",10565,844,0,1,2,0
"3095",10565,808,1,2,1,3
"3096",10565,809,1,2,1,0
"3097",10565,817,2,0,1,2
"3098",10565,821,2,2,2,2
"3099",10565,833,1,2,1,1
"3100",10565,847,1,2,1,1
"3101",10565,850,1,1,2,2
"3102",10565,825,2,2,1,2
"3103",10565,829,1,1,1,1
"3104",10565,831,0,0,1,0
"3105",10565,826,2,1,2,2
"3106",10565,814,1,2,1,2
"3107",10565,834,2,2,1,0
"3108",10565,835,1,2,1,2
"3109",10565,832,1,1,2,1
"3110",10565,841,1,1,1,1
"3111",10565,802,1,1,1,2
"3112",10565,843,2,2,1,0
"3113",10565,806,1,2,1,0
"3114",10565,827,0,1,1,2
"3115",10565,851,2,2,1,1
"3116",10565,810,1,1,2,1
"3117",10565,807,1,2,NA,1
"3118",10566,805,1,0,2,2
"3119",10566,836,1,1,1,2
"3120",10566,830,1,1,1,2
"3121",10566,837,2,2,2,3
"3122",10566,804,1,2,1,2
"3123",10566,824,1,1,1,2
"3124",10566,822,NA,2,1,1
"3125",10566,823,2,1,2,3
"3126",10566,801,1,2,1,2
"3127",10566,839,2,2,1,2
"3128",10566,848,0,1,1,2
"3129",10566,820,1,1,1,2
"3130",10566,812,2,1,2,2
"3131",10566,852,1,1,1,1
"3132",10566,813,1,1,1,2
"3133",10566,846,0,1,1,2
"3134",10566,819,1,2,1,3
"3135",10566,840,1,1,0,1
"3136",10566,803,1,1,1,1
"3137",10566,815,1,2,1,2
"3138",10566,842,2,2,1,2
"3139",10566,838,0,1,1,2
"3140",10566,818,2,2,1,2
"3141",10566,816,0,1,1,2
"3142",10566,845,1,1,1,2
"3143",10566,849,1,1,0,1
"3144",10566,828,0,1,1,2
"3145",10566,811,1,1,1,2
"3146",10566,844,2,2,1,2
"3147",10566,808,2,1,1,2
"3148",10566,809,1,1,1,1
"3149",10566,817,2,0,2,1
"3150",10566,821,2,2,1,2
"3151",10566,833,1,2,1,1
"3152",10566,847,1,1,0,2
"3153",10566,850,2,1,2,1
"3154",10566,825,1,2,2,1
"3155",10566,829,1,1,1,2
"3156",10566,831,2,2,1,2
"3157",10566,826,2,1,1,2
"3158",10566,814,1,2,1,2
"3159",10566,834,1,1,1,1
"3160",10566,835,0,1,1,2
"3161",10566,832,1,1,1,2
"3162",10566,841,1,1,1,1
"3163",10566,802,1,1,1,3
"3164",10566,843,1,1,1,1
"3165",10566,806,1,1,1,1
"3166",10566,827,2,1,1,1
"3167",10566,851,2,2,0,2
"3168",10566,810,1,1,2,0
"3169",10566,807,1,1,1,2
