"","XDATE","DELAY","CONTRIBUTOR","BID","ASK","FLAG"
"1599",199706170039,0,"SUMS",23.92,24.02,0
"1600",199706170041,0,"ANZS",23.92,24.02,0
"1601",199706170046,0,"BOAS",23.83,23.93,0
"1602",199706170054,0,"AIGH",23.75,23.85,0
"1603",199706170055,0,"HKBK",23.73,23.83,0
"1604",199706170108,0,"CTBT",25.82,25.835,0
"1605",199706170108,0,"BOAS",23.75,23.85,0
"1606",199706170110,0,"ANZS",23.75,23.85,0
"1607",199706170111,0,"CTBT",25.815,25.825,0
"1608",199706170113,0,"SUMS",23.72,23.82,0
"1609",199706170114,0,"SUMS",23.69,23.79,0
"1610",199706170117,0,"BOAS",23.7,23.8,0
"1611",199706170117,0,"BOAS",23.65,23.75,0
"1612",199706170125,0,"SUMS",23.75,23.85,0
"1613",199706170130,0,"AIGH",23.63,23.73,0
"1614",199706170131,0,"CTBT",25.79,25.8,0
"1615",199706170132,0,"CTBT",25.787,25.797,0
"1616",199706170133,0,"ABNP",25.79,25.8,0
"1617",199706170149,0,"CHAB",25.79,25.81,0
"1618",199706170155,0,"BOAS",23.7,23.8,0
"1619",199706170205,3,"AIGH",23.6,23.7,0
"1620",199706170207,1,"AIGH",23.58,23.68,0
"1621",199706170208,0,"HKBK",23.58,23.68,0
"1622",199706170210,0,"SUMS",23.66,23.71,0
"1623",199706170210,0,"HKBK",23.6,23.7,0
"1624",199706170212,0,"CTRD",23.6,23.7,0
"1625",199706170213,0,"AIGH",23.55,23.65,0
"1626",199706170214,0,"SUMS",23.55,23.65,0
"1627",199706170217,0,"AIGH",23.5,23.6,0
"1628",199706170221,0,"INBT",25.8,25.81,0
"1629",199706170223,0,"BOAS",23.55,23.65,0
"1630",199706170223,0,"AIGH",23.48,23.58,0
"1631",199706170227,0,"AIGH",23.46,23.56,0
"1632",199706170228,0,"SUMS",23.54,23.64,0
"1633",199706170230,0,"GBNP",23.5,23.6,0
"1634",199706170234,0,"BOAS",23.5,23.6,0
"1635",199706170238,0,"BOAT",25.8,25.82,0
"1636",199706170239,0,"BTCO",23.5,23.6,0
"1637",199706170243,0,"ABNP",25.8,25.81,0
"1638",199706170254,0,"HKBK",23.58,23.68,0
"1639",199706170256,0,"NTBB",25.805,25.81,0
"1640",199706170319,0,"NTBB",25.8,25.815,0
"1641",199706170320,0,"NTBB",25.803,25.813,0
"1642",199706170330,0,"TDBB",25.8,25.815,0
"1643",199706170333,0,"MLMA",23.6,23.7,0
"1644",199706170334,0,"ABNP",25.802,25.812,0
"1645",199706170335,0,"BBLT",25.8,25.81,0
"1646",199706170335,0,"CTBT",25.787,25.812,0
"1647",199706170340,0,"BBLT",25.805,25.81,0
"1648",199706170352,0,"TMBB",25.8,25.81,0
"1649",199706170406,0,"ANZM",23.55,23.65,0
"1650",199706170419,0,"AIGH",23.45,23.55,0
"1651",199706170423,0,"AIGH",23.4,23.5,0
"1652",199706170426,0,"AIGH",23.38,23.48,0
"1653",199706170427,0,"AIGH",23.36,23.46,0
"1654",199706170432,0,"ANZM",23.35,23.45,0
"1655",199706170434,0,"HKBK",23.42,23.52,0
"1656",199706170435,0,"BOAS",23.45,23.55,0
"1657",199706170435,0,"ANZS",23.42,23.52,0
"1658",199706170440,0,"SUMS",23.38,23.48,0
"1659",199706170447,0,"UOBX",23.45,23.55,0
"1660",199706170449,0,"ANZM",23.4,23.5,0
"1661",199706170456,0,"ANZM",23.45,23.55,0
"1662",199706170518,0,"AIGH",23.35,23.45,0
"1663",199706170528,0,"BOAS",23.4,23.5,0
"1664",199706170538,0,"SUMS",23.35,23.45,0
"1665",199706170539,0,"SUMS",23.4,23.5,0
"1666",199706170556,0,"MBRC",23.4,23.5,0
"1667",199706170559,0,"ANZM",23.4,23.5,0
"1668",199706170604,0,"HKBK",23.4,23.5,0
"1669",199706170605,0,"CHIC",23.4,23.5,0
"1670",199706170605,0,"AIGH",23.32,23.42,0
"1671",199706170608,0,"CBAX",23.3,23.5,0
"1672",199706170609,0,"AIGH",23.3,23.4,0
"1673",199706170609,0,"ANZM",23.38,23.48,0
"1674",199706170610,0,"AIGH",23.28,23.38,0
"1675",199706170611,0,"AIGH",23.25,23.35,0
"1676",199706170611,0,"SUMS",23.254,23.255,0
"1677",199706170611,0,"SUMS",23.25,23.45,0
"1678",199706170612,0,"AIGH",23.23,23.33,0
"1679",199706170612,0,"EMFY",23.25,23.35,0
"1680",199706170614,0,"AIGH",23.2,23.3,0
"1681",199706170617,0,"HKBK",23.3,23.4,0
"1682",199706170626,0,"ANZS",23.3,23.4,0
"1683",199706170635,0,"SCFE",23.3,23.4,0
"1684",199706170636,0,"MBRC",23.28,23.38,0
"1685",199706170640,0,"SUMS",23.2,23.3,0
"1686",199706170641,0,"HKBK",23.24,23.34,0
"1687",199706170705,0,"AIGH",23.19,23.29,0
"1688",199706170707,0,"HKBK",23.21,23.31,0
"1689",199706170709,0,"BGFX",23.24,23.34,0
"1690",199706170720,0,"SUMS",23.18,23.28,0
"1691",199706170753,0,"SHDR",23.2,23.3,0
"1692",199706170753,0,"ANZS",23.2,23.3,0
"1693",199706170754,0,"AIGH",23.12,23.22,0
"1694",199706170758,0,"HKBK",23.15,23.25,0
"1695",199706170759,0,"EMFY",23.15,23.25,0
"1696",199706170807,0,"BNST",23.2,23.3,0
"1697",199706170810,0,"BGFX",23.2,23.3,0
"1698",199706170810,0,"SCFE",23.16,23.26,0
"1699",199706170811,0,"SCFE",23.13,23.23,0
"1700",199706170812,0,"AIGH",23.1,23.2,0
"1701",199706170816,0,"AIGH",23.08,23.18,0
"1702",199706170817,0,"AIGH",23.05,23.15,0
"1703",199706170820,0,"CTBT",25.815,25.825,0
"1704",199706170820,0,"BOAS",23.15,23.2,0
"1705",199706170824,0,"SCFE",23.12,23.22,0
"1706",199706170824,0,"SCFE",23.14,23.24,0
"1707",199706170825,0,"SHDR",23.1,23.2,0
"1708",199706170835,0,"BNSV",23.1,23.3,0
"1709",199706170837,0,"AIGH",23,23.1,0
"1710",199706170838,0,"AIGH",22.9,23,0
"1711",199706170838,0,"CHIC",23.15,23.25,0
"1712",199706170842,0,"DBSS",23,23.2,0
"1713",199706170845,0,"DBSS",23.15,23.25,0
"1714",199706170859,0,"SCFE",23.09,23.19,0
"1715",199706170900,0,"HKBK",23.1,23.2,0
"1716",199706170901,1,"HKBK",23.05,23.15,0
"1717",199706170912,0,"SCFE",23,23.1,0
"1718",199706170913,0,"HKBK",23,23.1,0
"1719",199706170914,0,"AIGH",22.85,22.95,0
"1720",199706170915,0,"AIGH",22.8,22.9,0
"1721",199706170915,0,"BATH",25.817,25.827,0
"1722",199706170916,0,"HKBK",22.75,22.95,0
"1723",199706170919,0,"HKBK",22.88,23.08,0
"1724",199706170919,0,"AIGH",22.75,22.85,0
"1725",199706170920,0,"AIGH",22.7,22.8,0
"1726",199706170920,0,"BOAS",22.85,23.05,0
"1727",199706170920,0,"AIGH",22.65,22.75,0
"1728",199706170920,0,"BOAS",22.8,22.9,0
"1729",199706170920,0,"AIGH",22.6,22.75,0
"1730",199706170921,0,"AIGH",22.5,22.7,0
"1731",199706170923,0,"AIGH",22.5,22.6,0
"1732",199706170924,0,"AIGH",22.7,22.8,0
"1733",199706170931,0,"BOAS",22.7,22.8,0
"1734",199706170934,0,"HSBK",25.82,25.84,0
"1735",199706170935,0,"SCFE",22.7,22.9,0
"1736",199706170941,0,"AIGH",22.8,23,0
"1737",199706170944,0,"AIGH",22.75,22.95,0
"1738",199706170946,0,"AIGH",22.7,22.9,0
"1739",199706170947,0,"AIGH",22.65,22.85,0
"1740",199706170952,0,"SCFE",22.75,22.95,0
"1741",199706170956,0,"BGFX",22.8,22.9,0
"1742",199706171004,0,"SCFE",22.7,23,0
"1743",199706171004,0,"SCFE",22.8,22.9,0
"1744",199706171004,0,"SCFE",22.8,23,0
"1745",199706171013,0,"EMFY",22.8,23,0
"1746",199706171116,1,"BGFX",22.85,22.95,0
"1747",199706171152,0,"CHIC",22.7,22.9,0
"1748",199706171155,0,"SCFE",22.7,22.9,0
"1749",199706171210,0,"EMFY",22.7,22.9,0
"1750",199706171217,0,"AIGH",22.7,22.8,0
"1751",199706171220,0,"AIGH",22.65,22.75,0
"1752",199706171222,0,"AIGH",22.6,22.7,0
"1753",199706171224,0,"CBAX",22.6,22.8,0
"1754",199706171224,0,"AIGH",22.57,22.67,0
"1755",199706171228,0,"AIGH",22.55,22.65,0
"1756",199706171229,0,"SCFE",22.55,22.75,0
"1757",199706171242,0,"AIGH",22.7,22.75,0
"1758",199706171242,0,"SCFE",22.6,22.8,0
"1759",199706171243,0,"AIGH",22.7,22.8,0
"1760",199706171251,0,"AIGH",22.65,22.75,0
"1761",199706171256,0,"BGFX",22.65,22.75,0
"1762",199706171256,0,"AIGH",22.6,22.7,0
"1763",199706171306,0,"AIGH",22.58,22.68,0
"1764",199706171313,0,"BGFX",22.58,22.68,0
"1765",199706171315,0,"AIGH",22.55,22.65,0
"1766",199706171323,0,"AIGH",22.53,22.63,0
"1767",199706171326,0,"AIGH",22.52,22.62,0
"1768",199706171327,0,"AIGH",22.5,22.6,0
"1769",199706171330,0,"AIGH",22.6,22.7,0
"1770",199706171337,0,"CHIC",22.6,22.8,0
"1771",199706171339,0,"SCEX",22.6,22.7,0
"1772",199706171350,0,"AIGH",22.45,22.55,0
"1773",199706171351,0,"SCFE",22.5,22.7,0
"1774",199706171355,0,"AIGH",22.5,22.6,0
"1775",199706171403,0,"AIGH",22.46,22.56,0
"1776",199706171404,0,"CBAX",22.5,22.7,0
"1777",199706171405,0,"AIGH",22.43,22.53,0
"1778",199706171405,0,"BGFX",22.55,22.65,0
"1779",199706171405,0,"AIGH",22.4,22.5,0
"1780",199706171407,0,"BGFX",22.4,22.5,0
"1781",199706171409,0,"SCFE",22.5,22.6,0
"1782",199706171409,0,"SCFE",22.5,22.65,0
"1783",199706171411,0,"AIGH",22.5,22.6,0
"1784",199706171433,0,"EMFY",22.5,22.7,0
"1785",199706171455,0,"BBNF",22.6,22.75,0
"1786",199706171457,0,"SCEX",22.55,22.65,0
"1787",199706171501,0,"BGFX",22.55,22.65,0
"1788",199706171503,0,"CHIC",22.6,22.75,0
"1789",199706171522,0,"SCFE",22.55,22.7,0
"1790",199706171525,0,"SCEX",22.65,22.75,0
"1791",199706171526,0,"SCEX",22.59,22.69,0
"1792",199706171607,0,"BBNF",22.65,22.8,0
"1793",199706171705,0,"SCEX",22.65,22.75,0
"1794",199706171711,0,"BBNF",22.7,22.8,0
"1795",199706171731,0,"BBNF",22.6,22.8,0
"1796",199706171741,0,"BBNF",22.72,22.82,0
"1797",199706171941,0,"BBNF",22.75,22.85,0
"1798",199706172111,0,"SCEX",22.63,22.73,0
"1799",199706172111,0,"SCEX",22.65,22.75,0
"1800",199706172117,0,"ANZM",23,23.3,0
"1801",199706172134,0,"CBAP",22.8,23.1,0
"1802",199706172220,0,"ANZM",22.9,23.2,0
"1803",199706172226,0,"CBAP",22.85,23.15,0
"1804",199706172229,0,"ANZM",22.88,23.18,0
"1805",199706172327,0,"MBRC",22.6,22.65,0
"1806",199706172339,0,"MBRC",23,23.2,0
"1807",199706180010,0,"ANZS",23,23.2,0
"1808",199706180022,0,"BOAS",22.9,23.1,0
"1809",199706180026,0,"HKBK",22.8,23,0
"1810",199706180029,0,"SUMS",22.701,22.702,0
"1811",199706180029,0,"SUMS",22.7,22.9,0
"1812",199706180031,0,"MBRC",22.8,23,0
"1813",199706180035,0,"HKBK",22.75,22.95,0
"1814",199706180042,0,"HKBK",22.7,22.9,0
"1815",199706180042,0,"MBRC",22.65,22.85,0
"1816",199706180043,0,"MBRC",22.7,22.9,0
"1817",199706180047,0,"CHAB",25.8,25.82,0
"1818",199706180047,0,"MBRC",22.6,22.8,0
"1819",199706180049,0,"ABNP",25.8,25.82,0
"1820",199706180055,1,"GBNP",22.45,22.95,0
"1821",199706180114,0,"ANZS",22.5,22.7,0
"1822",199706180115,0,"HKBK",22.47,22.67,0
"1823",199706180118,0,"AIGH",22.35,22.55,0
"1824",199706180119,0,"HKBK",22.4,22.6,0
"1825",199706180125,0,"AIGH",22.3,22.5,0
"1826",199706180125,0,"MBRC",22.4,22.6,0
"1827",199706180126,0,"BOAS",22.4,22.6,0
"1828",199706180127,0,"HKBK",22.35,22.55,0
"1829",199706180133,0,"STTA",25.8,25.82,0
"1830",199706180134,0,"ANZM",22.4,22.6,0
"1831",199706180144,0,"AIGH",22.25,22.45,0
"1832",199706180146,0,"BOAS",22.4,22.5,0
"1833",199706180156,0,"SUMS",22.3,22.5,0
"1834",199706180159,0,"AIGH",22.2,22.4,0
"1835",199706180202,6,"HKBK",22.3,22.5,0
"1836",199706180209,0,"SUMS",22.4,22.45,0
"1837",199706180211,0,"SUMS",22.5,22.6,0
"1838",199706180216,0,"BOAS",22.55,22.65,0
"1839",199706180221,0,"AIGH",22.4,22.5,0
"1840",199706180223,0,"AIGH",22.35,22.45,0
"1841",199706180224,0,"INBT",25.815,25.825,0
"1842",199706180230,0,"CTRD",22.47,22.57,0
"1843",199706180230,0,"ANZM",22.45,22.55,0
"1844",199706180230,0,"AIGH",22.4,22.5,0
"1845",199706180234,0,"BOAS",22.4,22.5,0
"1846",199706180237,0,"AIGH",22.35,22.45,0
"1847",199706180238,1,"HKBK",22.31,22.51,0
"1848",199706180239,0,"AIGH",22.33,22.43,0
"1849",199706180252,0,"GBNP",22.47,22.57,0
"1850",199706180258,0,"OUBV",22.45,22.55,0
"1851",199706180314,0,"ANZM",22.35,22.55,0
"1852",199706180329,0,"MLMA",22.35,22.55,0
"1853",199706180339,0,"CTRD",22.45,22.55,0
"1854",199706180349,0,"SCBK",25.81,25.82,0
"1855",199706180352,0,"HKBK",22.4,22.6,0
"1856",199706180402,0,"TDBB",25.815,25.835,0
"1857",199706180407,0,"ANZM",22.4,22.5,0
"1858",199706180409,0,"ABNP",25.81,25.83,0
"1859",199706180411,0,"MBRC",22.35,22.45,0
"1860",199706180441,0,"HKBK",22.3,22.5,0
"1861",199706180447,0,"AIGH",22.3,22.4,0
"1862",199706180455,0,"ANZS",22.35,22.45,0
"1863",199706180459,0,"AIGH",22.28,22.38,0
"1864",199706180511,0,"AIGH",22.25,22.35,0
"1865",199706180514,0,"HKBK",22.2,22.4,0
"1866",199706180514,0,"AIGH",22.23,22.33,0
"1867",199706180516,0,"AIGH",22.2,22.3,0
"1868",199706180521,0,"MBRC",22.15,22.25,0
"1869",199706180521,0,"SUMS",22.1,22.4,0
"1870",199706180528,0,"MBRC",22.35,22.45,0
"1871",199706180533,0,"AIGH",22.6,22.7,0
"1872",199706180538,0,"AIGH",22.5,22.6,0
"1873",199706180540,0,"BOAS",22.7,22.8,0
"1874",199706180541,0,"BOAS",22.7,22.9,0
"1875",199706180541,1,"BOAS",22.8,23,0
"1876",199706180543,0,"BGFX",22.85,22.95,0
"1877",199706180543,0,"BOAS",22.9,23.1,0
"1878",199706180544,0,"MBRC",22.9,23,0
"1879",199706180544,0,"MBRC",22.98,23.08,0
"1880",199706180544,0,"BOAS",23,23.2,0
"1881",199706180545,0,"MBRC",22.9,23,0
"1882",199706180546,0,"BOAS",22.75,22.95,0
"1883",199706180547,0,"MBRC",22.8,22.9,0
"1884",199706180550,0,"ANZS",22.8,22.9,0
"1885",199706180555,0,"AIGH",22.87,22.97,0
"1886",199706180558,0,"AIGH",22.85,22.95,0
"1887",199706180603,0,"AIGH",22.8,22.9,0
"1888",199706180606,0,"ABNP",25.82,25.84,0
"1889",199706180610,0,"CTRD",22.85,22.95,0
"1890",199706180611,0,"EMFY",22.8,23,0
"1891",199706180614,0,"CHIC",22.85,23.05,0
"1892",199706180618,0,"BOAS",22.85,22.95,0
"1893",199706180618,0,"BOAS",22.7,22.9,0
"1894",199706180625,0,"BGFX",22.75,22.85,0
"1895",199706180631,0,"SCFE",22.75,22.85,0
"1896",199706180631,0,"AIGH",22.85,22.95,0
"1897",199706180639,0,"ABNP",25.83,25.85,0
"1898",199706180644,0,"CTRD",22.95,23.05,0
"1899",199706180651,0,"BGFX",22.95,23.05,0
"1900",199706180653,0,"AIGH",22.9,23,0
"1901",199706180657,0,"AIGH",23,23.1,0
"1902",199706180702,0,"MBRC",23.05,23.15,0
"1903",199706180702,0,"MBRC",22.95,23.05,0
"1904",199706180704,0,"BOAS",22.93,23.03,0
"1905",199706180707,0,"AIGH",22.9,23,0
"1906",199706180708,0,"ABNP",25.835,25.855,0
"1907",199706180711,0,"CTRD",22.88,22.98,0
"1908",199706180711,0,"BATH",25.835,25.855,0
"1909",199706180718,0,"BOAS",23,23.1,0
"1910",199706180718,0,"AIGH",23,23.1,0
"1911",199706180721,0,"ABNP",25.845,25.875,0
"1912",199706180721,0,"HKBK",23,23.2,0
"1913",199706180724,0,"NTBB",25.84,25.86,0
"1914",199706180725,0,"HKBK",23.05,23.25,0
"1915",199706180727,0,"HKBK",23.03,23.23,0
"1916",199706180730,0,"AIGH",22.95,23.05,0
"1917",199706180731,0,"HKBK",22.97,23.17,0
"1918",199706180735,0,"SCFE",23,23.1,0
"1919",199706180739,0,"AIGH",23.2,23.3,0
"1920",199706180743,0,"AIGH",23.1,23.2,0
"1921",199706180746,0,"HKBK",23.07,23.27,0
"1922",199706180751,0,"AIGH",23.2,23.3,0
"1923",199706180751,0,"HKBK",23.1,23.3,0
"1924",199706180752,0,"HKBK",23.2,23.4,0
"1925",199706180753,0,"SCFE",23.15,23.35,0
"1926",199706180754,0,"HKBK",23.15,23.35,0
"1927",199706180756,0,"AIGH",23.12,23.22,0
"1928",199706180758,0,"SCFE",23.15,23.25,0
"1929",199706180758,0,"SCFE",23.13,23.23,0
"1930",199706180758,0,"SCFE",23.13,23.33,0
"1931",199706180804,0,"EMFY",23.25,23.45,0
"1932",199706180805,0,"SCFE",23.15,23.35,0
"1933",199706180811,0,"EMFY",23.2,23.4,0
"1934",199706180817,0,"CTRD",23.2,23.3,0
"1935",199706180818,0,"CBAX",23.1,23.3,0
"1936",199706180818,0,"SCFE",23.1,23.3,0
"1937",199706180818,0,"SCFE",23.15,23.35,0
"1938",199706180833,0,"AIGH",23.1,23.2,0
"1939",199706180834,0,"AIGH",23,23.2,0
"1940",199706180834,0,"AIGH",23,23.1,0
"1941",199706180835,0,"HKBK",22.98,23.18,0
"1942",199706180837,0,"AIGH",23.25,23.35,0
"1943",199706180839,0,"AIGH",23.35,23.45,0
"1944",199706180841,0,"BNST",23.35,23.45,0
"1945",199706180853,0,"MBRC",23.35,23.45,0
"1946",199706180855,0,"CHIC",23.3,23.45,0
"1947",199706180858,0,"AIGH",23.45,23.55,0
"1948",199706180858,0,"HSBK",25.84,25.86,0
"1949",199706180859,0,"BGFX",23.2,23.3,0
"1950",199706180901,0,"BGFX",23.2,23.305,0
"1951",199706180901,0,"BGFX",23.2,23.335,0
"1952",199706180901,0,"BGFX",23.2,23.405,0
"1953",199706180901,0,"BGFX",23.2,23.46,0
"1954",199706180901,0,"BGFX",23.2,23.5,0
"1955",199706180901,0,"BGFX",23.2,23.54,0
"1956",199706180901,0,"BGFX",23.2,23.55,0
"1957",199706180901,0,"CTRD",23.5,23.6,0
"1958",199706180901,0,"BGFX",23.2,23.6,0
"1959",199706180901,0,"BGFX",23.205,23.6,0
"1960",199706180901,0,"BGFX",23.275,23.6,0
"1961",199706180901,0,"BGFX",23.33,23.6,0
"1962",199706180902,0,"BGFX",23.385,23.6,0
"1963",199706180902,0,"BGFX",23.4,23.6,0
"1964",199706180907,0,"AIGH",23.47,23.57,0
"1965",199706180919,0,"HKBK",23.45,23.65,0
"1966",199706180919,0,"AIGH",23.55,23.65,0
"1967",199706180920,0,"CHIC",23.4,23.65,0
"1968",199706180933,0,"AIGH",23.47,23.57,0
"1969",199706180938,0,"AIGH",23.55,23.65,0
"1970",199706180940,0,"AIGH",23.7,23.8,0
"1971",199706180947,0,"AIGH",23.6,23.7,0
"1972",199706180950,0,"BGFX",23.55,23.75,0
"1973",199706180955,0,"AIGH",23.65,23.75,0
"1974",199706180959,0,"BBLT",25.85,25.88,0
"1975",199706181002,0,"SCFE",23.58,23.68,0
"1976",199706181004,0,"AIGH",23.55,23.65,0
"1977",199706181010,0,"AIGH",23.5,23.6,0
"1978",199706181011,0,"SCFE",23.53,23.63,0
"1979",199706181027,0,"AIGH",23.6,23.7,0
"1980",199706181030,0,"EMFY",23.5,23.7,0
"1981",199706181041,0,"AIGH",23.55,23.65,0
"1982",199706181056,0,"AIGH",23.6,23.7,0
"1983",199706181059,0,"AIGH",23.55,23.65,0
"1984",199706181108,0,"AIGH",23.5,23.6,0
"1985",199706181111,0,"AIGH",23.47,23.57,0
"1986",199706181112,0,"AIGH",23.45,23.55,0
"1987",199706181140,0,"SCFE",23.4,23.6,0
"1988",199706181143,0,"SCFE",23.45,23.6,0
"1989",199706181152,0,"EMFY",23.4,23.6,0
"1990",199706181215,0,"AIGH",23.55,23.65,0
"1991",199706181219,0,"EMFY",23.48,23.68,0
"1992",199706181224,0,"AIGH",23.6,23.7,0
"1993",199706181228,0,"AIGH",23.65,23.75,0
"1994",199706181229,0,"SCFE",23.55,23.7,0
"1995",199706181229,0,"SCFE",23.55,23.75,0
"1996",199706181230,0,"AIGH",23.7,23.8,0
"1997",199706181236,0,"CBAX",23.6,23.8,0
"1998",199706181240,0,"BGFX",23.6,23.8,0
"1999",199706181247,0,"AIGH",23.65,23.75,0
"2000",199706181248,0,"AIGH",23.6,23.7,0
"2001",199706181256,0,"AIGH",23.7,23.8,0
"2002",199706181259,0,"SCFE",23.58,23.78,0
"2003",199706181259,0,"AIGH",23.68,23.78,0
"2004",199706181300,0,"AIGH",23.7,23.8,0
"2005",199706181301,0,"AIGH",23.75,23.85,0
"2006",199706181303,0,"AIGH",23.8,23.9,0
"2007",199706181310,0,"AIGH",23.85,23.95,0
"2008",199706181312,0,"AIGH",23.8,23.9,0
"2009",199706181312,0,"SHDR",23.8,23.9,0
"2010",199706181314,0,"AIGH",23.75,23.85,0
"2011",199706181315,0,"AIGH",23.7,23.8,0
"2012",199706181316,0,"AIGH",23.65,23.75,0
"2013",199706181317,0,"AIGH",23.6,23.7,0
"2014",199706181317,0,"EMFY",23.5,23.7,0
"2015",199706181318,0,"SCFE",23.6,23.7,0
"2016",199706181318,0,"AIGH",23.55,23.65,0
"2017",199706181322,0,"AIGH",23.6,23.7,0
"2018",199706181326,0,"AIGH",23.58,23.68,0
"2019",199706181327,0,"AIGH",23.55,23.65,0
"2020",199706181329,0,"AIGH",23.5,23.6,0
"2021",199706181329,0,"SCFE",23.55,23.65,0
"2022",199706181334,0,"AIGH",23.65,23.85,0
"2023",199706181334,0,"BGFX",23.5,23.7,0
"2024",199706181339,0,"SCFE",23.65,23.85,0
"2025",199706181340,0,"AIGH",23.6,23.8,0
"2026",199706181345,0,"AIGH",23.7,23.8,0
"2027",199706181347,0,"SCEX",23.55,23.755,0
"2028",199706181347,0,"SCEX",23.55,23.75,0
"2029",199706181353,0,"AIGH",23.6,23.7,0
"2030",199706181356,0,"AIGH",23.55,23.65,0
"2031",199706181359,0,"AIGH",23.5,23.6,0
"2032",199706181359,0,"AIGH",23.45,23.55,0
"2033",199706181359,0,"AIGH",23.4,23.5,0
"2034",199706181400,0,"AIGH",23.25,23.45,0
"2035",199706181400,0,"BGFX",23.35,23.55,0
"2036",199706181404,0,"SCFE",23.55,23.75,0
"2037",199706181404,0,"AIGH",23.6,23.7,0
"2038",199706181404,0,"SCFE",23.6,23.7,0
"2039",199706181417,0,"AIGH",23.65,23.85,0
"2040",199706181421,0,"SCFE",23.62,23.72,0
"2041",199706181438,0,"AIGH",23.7,23.8,0
"2042",199706181443,0,"BGFX",23.65,23.85,0
"2043",199706181524,0,"AIGH",23.8,23.9,0
"2044",199706181527,0,"AIGH",23.75,23.85,0
"2045",199706181530,0,"AIGH",23.7,23.8,0
"2046",199706181535,0,"AIGH",23.8,23.9,0
"2047",199706181537,0,"AIGH",23.7,23.8,0
"2048",199706181537,0,"AIGH",23.65,23.75,0
"2049",199706181537,0,"AIGH",23.6,23.7,0
"2050",199706181545,0,"AIGH",23.7,23.8,0
"2051",199706181552,0,"SCFE",23.6,23.8,0
"2052",199706181552,0,"AIGH",23.65,23.75,0
"2053",199706181555,0,"SCFE",23.7,23.8,0
"2054",199706181656,0,"AIGH",23.6,23.7,0
"2055",199706181707,0,"AIGH",23.55,23.65,0
"2056",199706181814,0,"AIGH",23.45,23.65,0
"2057",199706181908,0,"SCEX",23.6,23.7,0
"2058",199706182012,0,"ANZM",23.6,23.7,0
"2059",199706182116,0,"SCEX",24.2,24.8,0
"2060",199706182117,0,"ANZM",24,25,0
"2061",199706182130,0,"SCEX",24.35,24.55,0
"2062",199706182130,20,"SCEX",24.35,24.55,0
"2063",199706182150,0,"ANZM",24.4,24.7,0
"2064",199706182252,0,"SCEX",25,25.3,0
"2065",199706182252,0,"ANZM",25,25.3,0
"2066",199706182322,0,"ANZM",25,26,0
"2067",199706182359,0,"MBRC",25,26,0
"2068",199706190000,0,"MBRC",25,25.9,0
"2069",199706190007,0,"SUMS",25.2,25.7,0
"2070",199706190028,0,"SUMS",24.9,25.4,0
"2071",199706190034,0,"ANZS",24.9,25.4,0
"2072",199706190047,0,"BBLT",25.84,25.89,0
"2073",199706190047,0,"HKBK",25.05,25.25,0
"2074",199706190058,0,"HKBK",24.9,25.1,0
"2075",199706190109,0,"MBRC",24.9,25.1,0
"2076",199706190110,0,"ABNS",23.9,24.9,0
"2077",199706190116,0,"ABNS",24.1,25.1,0
"2078",199706190119,0,"MBRC",24.8,25,0
"2079",199706190131,0,"BOAS",24.9,25,0
"2080",199706190143,0,"ABNP",25.85,25.93,0
"2081",199706190148,0,"GBNP",25,25.2,0
"2082",199706190154,0,"BOAS",25.2,25.3,0
"2083",199706190157,0,"ABNP",25.86,25.99,0
"2084",199706190158,0,"BOAS",25.2,25.5,0
"2085",199706190200,0,"SUMS",24.95,25.45,0
"2086",199706190202,7,"MBRC",25,25.3,0
"2087",199706190210,0,"SUMS",24,24.5,0
"2088",199706190211,0,"SUMS",25,25.5,0
"2089",199706190226,0,"CTRD",25.3,25.6,0
"2090",199706190235,0,"CBAP",25.2,25.7,0
"2091",199706190239,0,"ABNP",25.92,26.05,0
"2092",199706190243,0,"GBNP",25.6,25.8,0
"2093",199706190255,0,"SUMS",26,26.2,0
"2094",199706190256,1,"UBRC",25.8,26,0
"2095",199706190258,0,"OUBV",26,26.3,0
"2096",199706190312,0,"BBLT",26,27,0
"2097",199706190313,0,"BBLT",25.9,26,0
"2098",199706190315,0,"BBLT",26.5,26.9,0
"2099",199706190320,0,"BBLT",26,27,0
"2100",199706190329,0,"AIGH",26.8,27.3,0
"2101",199706190330,0,"AIGH",25.8,26.8,0
"2102",199706190331,0,"GBNP",26.5,27.5,0
"2103",199706190333,0,"MBRC",26.5,27.5,0
"2104",199706190345,0,"AIGH",26,26.5,0
"2105",199706190346,0,"AIGH",25.9,26.4,0
"2106",199706190346,0,"AIGH",25.8,26.3,0
"2107",199706190347,0,"AIGH",25.5,26,0
"2108",199706190347,0,"AIGH",25.3,25.8,0
"2109",199706190348,0,"AIGH",25.2,25.7,0
"2110",199706190351,0,"AIGH",25,25.5,0
"2111",199706190354,0,"AIGH",25.5,26,0
"2112",199706190355,0,"AIGH",25.75,26.25,0
"2113",199706190358,0,"AIGH",25.5,26,0
"2114",199706190358,0,"AIGH",25.4,25.9,0
"2115",199706190359,0,"AIGH",25.3,25.8,0
"2116",199706190400,0,"BATH",25.8,25.95,0
"2117",199706190401,1,"BBLT",25.5,26.5,0
"2118",199706190403,0,"CBAP",25,27,0
"2119",199706190403,0,"BATH",25.85,25.95,0
