"","X.Y..m..d.","NYSE"
"7520","1995-11-17",320.12
"7521","1995-11-20",318.92
"7522","1995-11-21",320.23
"7523","1995-11-22",319.71
"7524","1995-11-24",320.4
"7525","1995-11-27",321.23
"7526","1995-11-28",322.99
"7527","1995-11-29",323.99
"7528","1995-11-30",323.59
"7529","1995-12-01",324.43
"7530","1995-12-04",327.6
"7531","1995-12-05",329.79
"7532","1995-12-06",330.83
"7533","1995-12-07",328.77
"7534","1995-12-08",329.02
"7535","1995-12-11",330.17
"7536","1995-12-12",329.8
"7537","1995-12-13",331.17
"7538","1995-12-14",329.1
"7539","1995-12-15",328.66
"7540","1995-12-18",323.66
"7541","1995-12-19",325.71
"7542","1995-12-20",323.61
"7543","1995-12-21",325.61
"7544","1995-12-22",326.35
"7545","1995-12-26",327.64
"7546","1995-12-27",328.13
"7547","1995-12-28",328.35
"7548","1995-12-29",329.51
"7549","1996-01-02",331.71
"7550","1996-01-03",332.63
"7551","1996-01-04",330.72
"7552","1996-01-05",330.18
"7553","1996-01-08",331.26
"7554","1996-01-09",327.48
"7555","1996-01-10",321.41
"7556","1996-01-11",323.28
"7557","1996-01-12",322.95
"7558","1996-01-15",322.29
"7559","1996-01-16",325.83
"7560","1996-01-17",325.29
"7561","1996-01-18",326.15
"7562","1996-01-19",327.86
"7563","1996-01-22",328.7
"7564","1996-01-23",328.53
"7565","1996-01-24",331.72
"7566","1996-01-25",330.55
"7567","1996-01-26",332.84
"7568","1996-01-29",334.2
"7569","1996-01-30",337.28
"7570","1996-01-31",340.03
"7571","1996-02-01",341.23
"7572","1996-02-02",340.09
"7573","1996-02-05",342.26
"7574","1996-02-06",344.68
"7575","1996-02-07",346.32
"7576","1996-02-08",349.15
"7577","1996-02-09",349.44
"7578","1996-02-12",351.7
"7579","1996-02-13",351.29
"7580","1996-02-14",349.35
"7581","1996-02-15",347.76
"7582","1996-02-16",346.19
"7583","1996-02-20",342.27
"7584","1996-02-21",345.66
"7585","1996-02-22",350.85
"7586","1996-02-23",350.94
"7587","1996-02-26",346.95
"7588","1996-02-27",345.59
"7589","1996-02-28",344.62
"7590","1996-02-29",342.8
"7591","1996-03-01",345.18
"7592","1996-03-04",348.87
"7593","1996-03-05",350.75
"7594","1996-03-06",349.48
"7595","1996-03-07",350.14
"7596","1996-03-08",339.74
"7597","1996-03-11",342.75
"7598","1996-03-12",341.39
"7599","1996-03-13",341.86
"7600","1996-03-14",343.4
"7601","1996-03-15",343.39
"7602","1996-03-18",348.78
"7603","1996-03-19",348.55
"7604","1996-03-20",348.2
"7605","1996-03-21",348.06
"7606","1996-03-22",348.77
"7607","1996-03-25",348.77
"7608","1996-03-26",350.03
"7609","1996-03-27",348.09
"7610","1996-03-28",348.28
"7611","1996-03-29",346.92
"7612","1996-04-01",350.94
"7613","1996-04-02",351.6
"7614","1996-04-03",351.81
"7615","1996-04-04",351.92
"7616","1996-04-08",345.65
"7617","1996-04-09",345.13
"7618","1996-04-10",340.93
"7619","1996-04-11",339.38
"7620","1996-04-12",342.41
"7621","1996-04-15",345.2
"7622","1996-04-16",346.28
"7623","1996-04-17",344.56
"7624","1996-04-18",345.39
"7625","1996-04-19",346.4
"7626","1996-04-22",347.82
"7627","1996-04-23",349.6
"7628","1996-04-24",348.96
"7629","1996-04-25",350.29
"7630","1996-04-26",350.82
"7631","1996-04-29",351.24
"7632","1996-04-30",351.24
"7633","1996-05-01",351.53
"7634","1996-05-02",346.21
"7635","1996-05-03",345.4
"7636","1996-05-06",344.74
"7637","1996-05-07",343.33
"7638","1996-05-08",345.98
"7639","1996-05-09",346.61
"7640","1996-05-10",350.02
"7641","1996-05-13",354.33
"7642","1996-05-14",356.52
"7643","1996-05-15",356.64
"7644","1996-05-16",356.41
"7645","1996-05-17",358.78
"7646","1996-05-20",361.09
"7647","1996-05-21",361.05
"7648","1996-05-22",363.69
"7649","1996-05-23",362.43
"7650","1996-05-24",363.74
"7651","1996-05-28",360.52
"7652","1996-05-29",358.44
"7653","1996-05-30",360.24
"7654","1996-05-31",358.83
"7655","1996-06-03",358.27
"7656","1996-06-04",360.8
"7657","1996-06-05",363.38
"7658","1996-06-06",361.1
"7659","1996-06-07",360.61
"7660","1996-06-10",360.17
"7661","1996-06-11",359.55
"7662","1996-06-12",358.68
"7663","1996-06-13",358.08
"7664","1996-06-14",357.2
"7665","1996-06-17",356.92
"7666","1996-06-18",355.58
"7667","1996-06-19",355.32
"7668","1996-06-20",354.96
"7669","1996-06-21",357.02
"7670","1996-06-24",358.01
"7671","1996-06-25",358.03
"7672","1996-06-26",355.87
"7673","1996-06-27",357.58
"7674","1996-06-28",359.2
"7675","1996-07-01",361.7
"7676","1996-07-02",361.01
"7677","1996-07-03",360.37
"7678","1996-07-05",353.24
"7679","1996-07-08",350.33
"7680","1996-07-09",351.57
"7681","1996-07-10",351.75
"7682","1996-07-11",346.64
"7683","1996-07-12",346.84
"7684","1996-07-15",338.67
"7685","1996-07-16",336.8
"7686","1996-07-17",340.1
"7687","1996-07-18",345.1
"7688","1996-07-19",342.91
"7689","1996-07-22",340.22
"7690","1996-07-23",337.14
"7691","1996-07-24",336.07
"7692","1996-07-25",338.37
"7693","1996-07-26",340.87
"7694","1996-07-29",338.64
"7695","1996-07-30",340.36
"7696","1996-07-31",342.7
"7697","1996-08-01",347.78
"7698","1996-08-02",353.87
"7699","1996-08-05",352.81
"7700","1996-08-06",353.65
"7701","1996-08-07",354.43
"7702","1996-08-08",353.91
"7703","1996-08-09",353.44
"7704","1996-08-12",355.13
"7705","1996-08-13",352.62
"7706","1996-08-14",353.64
"7707","1996-08-15",354.22
"7708","1996-08-16",355.96
"7709","1996-08-19",356.64
"7710","1996-08-20",356.61
"7711","1996-08-21",356.11
"7712","1996-08-22",358.72
"7713","1996-08-23",357.23
"7714","1996-08-26",355.89
"7715","1996-08-27",357.15
"7716","1996-08-28",356.79
"7717","1996-08-29",353.36
"7718","1996-08-30",350.99
"7719","1996-09-03",351.76
"7720","1996-09-04",352.37
"7721","1996-09-05",349.64
"7722","1996-09-06",352.67
"7723","1996-09-09",356.28
"7724","1996-09-10",356.49
"7725","1996-09-11",358
"7726","1996-09-12",359.73
"7727","1996-09-13",363.7
"7728","1996-09-16",365.42
"7729","1996-09-17",364.43
"7730","1996-09-18",363.44
"7731","1996-09-19",363.94
"7732","1996-09-20",365.77
"7733","1996-09-23",365.51
"7734","1996-09-24",365.23
"7735","1996-09-25",365.3
"7736","1996-09-26",365.99
"7737","1996-09-27",366.27
"7738","1996-09-30",367.33
"7739","1996-10-01",368.18
"7740","1996-10-02",370.54
"7741","1996-10-03",370.14
"7742","1996-10-04",374.16
"7743","1996-10-07",374.74
"7744","1996-10-08",373.51
"7745","1996-10-09",371.35
"7746","1996-10-10",370.35
"7747","1996-10-11",372.89
"7748","1996-10-14",374.23
"7749","1996-10-15",373.6
"7750","1996-10-16",374.53
"7751","1996-10-17",376.41
"7752","1996-10-18",378.32
"7753","1996-10-21",377.92
"7754","1996-10-22",376.22
"7755","1996-10-23",375.91
"7756","1996-10-24",373.78
"7757","1996-10-25",373.26
"7758","1996-10-28",370.98
"7759","1996-10-29",373.13
"7760","1996-10-30",372.72
"7761","1996-10-31",374.5
"7762","1996-11-01",373.68
"7763","1996-11-04",375.07
"7764","1996-11-05",378.43
"7765","1996-11-06",383.55
"7766","1996-11-07",384.91
"7767","1996-11-08",386.32
"7768","1996-11-11",386.83
"7769","1996-11-12",386.18
"7770","1996-11-13",386.91
"7771","1996-11-14",389.01
"7772","1996-11-15",390.02
"7773","1996-11-18",389.9
"7774","1996-11-19",391.8
"7775","1996-11-20",392.8
"7776","1996-11-21",392.25
"7777","1996-11-22",394.66
"7778","1996-11-25",398.86
"7779","1996-11-26",397.98
"7780","1996-11-27",397.48
"7781","1996-11-29",398.43
"7782","1996-12-02",398.14
"7783","1996-12-03",394.85
"7784","1996-12-04",393.23
"7785","1996-12-05",392.75
"7786","1996-12-06",390.15
"7787","1996-12-09",394.69
"7788","1996-12-10",393.9
"7789","1996-12-11",389.54
"7790","1996-12-12",384.29
"7791","1996-12-13",384.07
"7792","1996-12-16",380.85
"7793","1996-12-17",382.77
"7794","1996-12-18",385.17
"7795","1996-12-19",392.16
"7796","1996-12-20",394.11
"7797","1996-12-23",393.29
"7798","1996-12-24",395
"7799","1996-12-26",397.07
"7800","1996-12-27",398.1
"7801","1996-12-30",397.42
"7802","1996-12-31",392.3
"7803","1997-01-02",389.53
"7804","1997-01-03",394.06
"7805","1997-01-06",394.28
"7806","1997-01-07",396.9
"7807","1997-01-08",395.25
"7808","1997-01-09",398.58
"7809","1997-01-10",400.76
"7810","1997-01-13",400.71
"7811","1997-01-14",405.07
"7812","1997-01-15",405.04
"7813","1997-01-16",406.12
"7814","1997-01-17",409.31
"7815","1997-01-20",409.31
"7816","1997-01-21",411.57
"7817","1997-01-22",412.8
"7818","1997-01-23",409.15
"7819","1997-01-24",405.51
"7820","1997-01-27",402.78
"7821","1997-01-28",402.86
"7822","1997-01-29",406.09
"7823","1997-01-30",411.2
"7824","1997-01-31",411.98
"7825","1997-02-03",412.48
"7826","1997-02-04",413.34
"7827","1997-02-05",408.74
"7828","1997-02-06",409.89
"7829","1997-02-07",413.8
"7830","1997-02-10",412.35
"7831","1997-02-11",414.09
"7832","1997-02-12",419.88
"7833","1997-02-13",424.42
"7834","1997-02-14",423.48
"7835","1997-02-18",427.07
"7836","1997-02-19",425.57
"7837","1997-02-20",421.09
"7838","1997-02-21",421.01
"7839","1997-02-24",424.48
"7840","1997-02-25",425.53
"7841","1997-02-26",422.14
"7842","1997-02-27",417.89
"7843","1997-02-28",415.51
"7844","1997-03-03",417.34
"7845","1997-03-04",415.68
"7846","1997-03-05",420.67
"7847","1997-03-06",420.24
"7848","1997-03-07",423.83
"7849","1997-03-10",427.7
"7850","1997-03-11",427.06
"7851","1997-03-12",423.54
"7852","1997-03-13",415.87
"7853","1997-03-14",417.7
"7854","1997-03-17",418.37
"7855","1997-03-18",415.4
"7856","1997-03-19",413.59
"7857","1997-03-20",411.78
"7858","1997-03-21",412.8
"7859","1997-03-24",416
"7860","1997-03-25",415.41
"7861","1997-03-26",415.37
"7862","1997-03-27",407.43
"7863","1997-03-31",398.55
"7864","1997-04-01",399.8
"7865","1997-04-02",395.37
"7866","1997-04-03",394.4
"7867","1997-04-04",398.02
"7868","1997-04-07",400.68
"7869","1997-04-08",402.31
"7870","1997-04-09",400.29
"7871","1997-04-10",399.36
"7872","1997-04-11",389.47
"7873","1997-04-14",391.49
"7874","1997-04-15",397.62
"7875","1997-04-16",401.75
"7876","1997-04-17",400.65
"7877","1997-04-18",402.64
"7878","1997-04-21",399.4
"7879","1997-04-22",405.84
"7880","1997-04-23",404.71
"7881","1997-04-24",403.62
"7882","1997-04-25",400.38
"7883","1997-04-28",403.69
"7884","1997-04-29",413.62
"7885","1997-04-30",416.94
"7886","1997-05-01",415.71
"7887","1997-05-02",422.97
"7888","1997-05-05",431.43
"7889","1997-05-06",430.77
"7890","1997-05-07",424.95
"7891","1997-05-08",426.9
"7892","1997-05-09",429.23
"7893","1997-05-12",435.57
"7894","1997-05-13",433.97
"7895","1997-05-14",435.6
"7896","1997-05-15",437.65
"7897","1997-05-16",432.44
"7898","1997-05-19",434.14
"7899","1997-05-20",437.2
"7900","1997-05-21",436.21
"7901","1997-05-22",434.66
"7902","1997-05-23",440.28
"7903","1997-05-27",440.67
"7904","1997-05-28",439.66
"7905","1997-05-29",438.86
"7906","1997-05-30",441.78
"7907","1997-06-02",441.54
"7908","1997-06-03",442.36
"7909","1997-06-04",440.18
"7910","1997-06-05",441.64
"7911","1997-06-06",448.13
"7912","1997-06-09",450.17
"7913","1997-06-10",451.76
"7914","1997-06-11",453.5
"7915","1997-06-12",460.64
"7916","1997-06-13",465.17
"7917","1997-06-16",465.01
"7918","1997-06-17",465.09
"7919","1997-06-18",463.41
"7920","1997-06-19",467.76
"7921","1997-06-20",467.84
"7922","1997-06-23",458.49
"7923","1997-06-24",466.17
"7924","1997-06-25",462.9
"7925","1997-06-26",460.93
"7926","1997-06-27",463.3
"7927","1997-06-30",462.44
"7928","1997-07-01",466.01
"7929","1997-07-02",471.71
"7930","1997-07-03",477.68
"7931","1997-07-07",475.55
"7932","1997-07-08",478.49
"7933","1997-07-09",473.03
"7934","1997-07-10",476.27
"7935","1997-07-11",478.12
"7936","1997-07-14",478.11
"7937","1997-07-15",480.99
"7938","1997-07-16",485.24
"7939","1997-07-17",482.96
"7940","1997-07-18",475.97
"7941","1997-07-21",474.5
"7942","1997-07-22",483.89
"7943","1997-07-23",485.51
"7944","1997-07-24",487.31
"7945","1997-07-25",486.8
"7946","1997-07-28",485.93
"7947","1997-07-29",488.43
"7948","1997-07-30",493.57
"7949","1997-07-31",494.5
"7950","1997-08-01",490.98
"7951","1997-08-04",491.93
"7952","1997-08-05",492.96
"7953","1997-08-06",497
"7954","1997-08-07",492.62
"7955","1997-08-08",483.79
"7956","1997-08-11",485.21
"7957","1997-08-12",480.76
"7958","1997-08-13",478.42
"7959","1997-08-14",479.66
"7960","1997-08-15",469.1
"7961","1997-08-18",473.55
"7962","1997-08-19",479.54
"7963","1997-08-20",485.7
"7964","1997-08-21",479.76
"7965","1997-08-22",478.93
"7966","1997-08-25",478.03
"7967","1997-08-26",475.36
"7968","1997-08-27",476.05
"7969","1997-08-28",472.36
"7970","1997-08-29",470.48
"7971","1997-09-02",482.9
"7972","1997-09-03",483.71
"7973","1997-09-04",485.11
"7974","1997-09-05",484.64
"7975","1997-09-08",485.78
"7976","1997-09-09",486.69
"7977","1997-09-10",480.63
"7978","1997-09-11",477.06
"7979","1997-09-12",483.3
"7980","1997-09-15",482.6
"7981","1997-09-16",493.69
"7982","1997-09-17",493.21
"7983","1997-09-18",495.41
"7984","1997-09-19",496.56
"7985","1997-09-22",499.16
"7986","1997-09-23",496.95
"7987","1997-09-24",494.27
"7988","1997-09-25",491.52
"7989","1997-09-26",495.2
"7990","1997-09-29",498.98
"7991","1997-09-30",497.23
"7992","1997-10-01",501.08
"7993","1997-10-02",503.43
"7994","1997-10-03",505.69
"7995","1997-10-06",509.7
"7996","1997-10-07",514.21
"7997","1997-10-08",509.57
"7998","1997-10-09",508.16
"7999","1997-10-10",506.85
"8000","1997-10-13",507.4
"8001","1997-10-14",508.57
"8002","1997-10-15",506.89
"8003","1997-10-16",502.3
"8004","1997-10-17",496.57
"8005","1997-10-20",502.26
"8006","1997-10-21",510.19
"8007","1997-10-22",508.8
"8008","1997-10-23",499.49
"8009","1997-10-24",495.76
"8010","1997-10-27",463.21
"8011","1997-10-28",482.66
"8012","1997-10-29",482.93
"8013","1997-10-30",475.83
"8014","1997-10-31",481.14
"8015","1997-11-03",492.63
"8016","1997-11-04",494.06
"8017","1997-11-05",495.77
"8018","1997-11-06",493.75
"8019","1997-11-07",487.29
"8020","1997-11-10",484.87
"8021","1997-11-11",485.66
"8022","1997-11-12",476.93
"8023","1997-11-13",480.69
"8024","1997-11-14",486.06
"8025","1997-11-17",494.88
"8026","1997-11-18",491.18
"8027","1997-11-19",493.9
"8028","1997-11-20",500.54
"8029","1997-11-21",502.85
"8030","1997-11-24",495.14
"8031","1997-11-25",496.98
"8032","1997-11-26",497.31
"8033","1997-11-28",499.1
"8034","1997-12-01",507.73
"8035","1997-12-02",507.64
"8036","1997-12-03",510.15
"8037","1997-12-04",509.44
"8038","1997-12-05",514.31
"8039","1997-12-08",513.44
"8040","1997-12-09",510.86
"8041","1997-12-10",507.7
"8042","1997-12-11",500.42
"8043","1997-12-12",500
"8044","1997-12-15",504.12
"8045","1997-12-16",506.75
"8046","1997-12-17",506.59
"8047","1997-12-18",501.69
"8048","1997-12-19",497.39
"8049","1997-12-22",500.48
"8050","1997-12-23",494.85
"8051","1997-12-24",492.32
"8052","1997-12-26",493.6
"8053","1997-12-29",501.49
"8054","1997-12-30",510.28
"8055","1997-12-31",511.19
"8056","1998-01-02",512.15
"8057","1998-01-05",512.77
"8058","1998-01-06",507.33
"8059","1998-01-07",506.18
"8060","1998-01-08",501.64
"8061","1998-01-09",487.47
"8062","1998-01-12",491.61
"8063","1998-01-13",497.75
"8064","1998-01-14",501.35
"8065","1998-01-15",497.95
"8066","1998-01-16",503.67
"8067","1998-01-20",511.92
"8068","1998-01-21",507.9
"8069","1998-01-22",503.79
"8070","1998-01-23",500.68
"8071","1998-01-26",500.28
"8072","1998-01-27",505.2
"8073","1998-01-28",509.22
"8074","1998-01-29",513.13
"8075","1998-01-30",510.63
"8076","1998-02-02",520.72
"8077","1998-02-03",523
"8078","1998-02-04",523.58
"8079","1998-02-05",522.97
"8080","1998-02-06",526.31
"8081","1998-02-09",525.97
"8082","1998-02-10",529.96
"8083","1998-02-11",530.75
"8084","1998-02-12",532.61
"8085","1998-02-13",531.28
"8086","1998-02-17",532.79
"8087","1998-02-18",537.23
"8088","1998-02-19",535.01
"8089","1998-02-20",537.49
"8090","1998-02-23",538.41
"8091","1998-02-24",534.82
"8092","1998-02-25",540.38
"8093","1998-02-26",543.39
"8094","1998-02-27",544.26
"8095","1998-03-02",544.63
"8096","1998-03-03",546.89
"8097","1998-03-04",544.46
"8098","1998-03-05",540.31
"8099","1998-03-06",549.64
"8100","1998-03-09",549.44
"8101","1998-03-10",555
"8102","1998-03-11",557.3
"8103","1998-03-12",557.9
"8104","1998-03-13",557.17
"8105","1998-03-16",561.94
"8106","1998-03-17",563.09
"8107","1998-03-18",565.62
"8108","1998-03-19",567.38
"8109","1998-03-20",572.61
"8110","1998-03-23",570.54
"8111","1998-03-24",574.96
"8112","1998-03-25",572.76
"8113","1998-03-26",572.21
"8114","1998-03-27",569.8
"8115","1998-03-30",568.89
"8116","1998-03-31",572.78
"8117","1998-04-01",576.41
"8118","1998-04-02",582.04
"8119","1998-04-03",583.08
"8120","1998-04-06",583.17
"8121","1998-04-07",577.75
"8122","1998-04-08",573.68
"8123","1998-04-09",578.35
"8124","1998-04-13",577.77
"8125","1998-04-14",581.31
"8126","1998-04-15",582.77
"8127","1998-04-16",576.91
"8128","1998-04-17",584.11
"8129","1998-04-20",584.01
"8130","1998-04-21",584.8
"8131","1998-04-22",585.62
"8132","1998-04-23",580.55
"8133","1998-04-24",574.47
"8134","1998-04-27",563.05
"8135","1998-04-28",563.56
"8136","1998-04-29",568.3
"8137","1998-04-30",577.37
"8138","1998-05-01",581.91
"8139","1998-05-04",582.73
"8140","1998-05-05",579.75
"8141","1998-05-06",574.57
"8142","1998-05-07",570.22
"8143","1998-05-08",575.72
"8144","1998-05-11",575.27
"8145","1998-05-12",578.28
"8146","1998-05-13",579.2
"8147","1998-05-14",578.31
"8148","1998-05-15",574.4
"8149","1998-05-18",572.08
"8150","1998-05-19",573.92
"8151","1998-05-20",578.63
"8152","1998-05-21",576.9
"8153","1998-05-22",574.78
"8154","1998-05-26",566.26
"8155","1998-05-27",563.93
"8156","1998-05-28",567.1
"8157","1998-05-29",565.28
"8158","1998-06-01",565.14
"8159","1998-06-02",565.35
"8160","1998-06-03",561.43
"8161","1998-06-04",566.35
"8162","1998-06-05",575.37
"8163","1998-06-08",576.82
"8164","1998-06-09",577.5
"8165","1998-06-10",574.37
"8166","1998-06-11",565.5
"8167","1998-06-12",566.67
"8168","1998-06-15",554.89
"8169","1998-06-16",558.92
"8170","1998-06-17",568.65
"8171","1998-06-18",567.49
"8172","1998-06-19",563.92
"8173","1998-06-22",564.88
"8174","1998-06-23",571.63
"8175","1998-06-24",577.18
"8176","1998-06-25",576.14
"8177","1998-06-26",577.53
"8178","1998-06-29",580.17
"8179","1998-06-30",578.73
"8180","1998-07-01",585.6
"8181","1998-07-02",585.8
"8182","1998-07-06",590.82
"8183","1998-07-07",589.76
"8184","1998-07-08",594.35
"8185","1998-07-09",590.23
"8186","1998-07-10",592.18
"8187","1998-07-13",591.42
"8188","1998-07-14",597.61
"8189","1998-07-15",595.49
"8190","1998-07-16",599.99
"8191","1998-07-17",600.75
"8192","1998-07-20",599.21
"8193","1998-07-21",590.67
"8194","1998-07-22",588.81
"8195","1998-07-23",576.68
"8196","1998-07-24",576.32
"8197","1998-07-27",577.43
"8198","1998-07-28",569.49
"8199","1998-07-29",567.42
"8200","1998-07-30",575.26
"8201","1998-07-31",565.27
"8202","1998-08-03",560.89
"8203","1998-08-04",541.36
"8204","1998-08-05",544.01
"8205","1998-08-06",547.8
"8206","1998-08-07",549.5
"8207","1998-08-10",545.72
"8208","1998-08-11",537.95
"8209","1998-08-12",545.46
"8210","1998-08-13",541.06
"8211","1998-08-14",535.71
"8212","1998-08-17",543.99
"8213","1998-08-18",552.03
"8214","1998-08-19",550.05
"8215","1998-08-20",546.22
"8216","1998-08-21",540.82
"8217","1998-08-24",543.72
"8218","1998-08-25",545.01
"8219","1998-08-26",539.56
"8220","1998-08-27",518.82
"8221","1998-08-28",512.12
"8222","1998-08-31",480.6
"8223","1998-09-01",495.93
"8224","1998-09-02",494.63
"8225","1998-09-03",489.89
"8226","1998-09-04",486.31
"8227","1998-09-08",508.59
"8228","1998-09-09",500.57
"8229","1998-09-10",487.77
"8230","1998-09-11",500.03
"8231","1998-09-14",510.21
"8232","1998-09-15",513.92
"8233","1998-09-16",518.05
"8234","1998-09-17",506.31
"8235","1998-09-18",507.54
"8236","1998-09-21",507.43
"8237","1998-09-22",510.6
"8238","1998-09-23",526.95
"8239","1998-09-24",516.59
"8240","1998-09-25",515.68
"8241","1998-09-28",518.03
"8242","1998-09-29",518.28
"8243","1998-09-30",504.47
"8244","1998-10-01",490.22
"8245","1998-10-02",498.16
"8246","1998-10-05",492.44
"8247","1998-10-06",491.51
"8248","1998-10-07",484.68
"8249","1998-10-08",477.2
"8250","1998-10-09",486.7
"8251","1998-10-12",492.95
"8252","1998-10-13",492.14
"8253","1998-10-14",496.98
"8254","1998-10-15",516.46
"8255","1998-10-16",522.24
"8256","1998-10-19",525.5
"8257","1998-10-20",528.28
"8258","1998-10-21",529.4
"8259","1998-10-22",533
"8260","1998-10-23",529.82
"8261","1998-10-26",530
"8262","1998-10-27",527.76
"8263","1998-10-28",527.65
"8264","1998-10-29",536.31
"8265","1998-10-30",543.35
"8266","1998-11-02",551.24
"8267","1998-11-03",551.8
"8268","1998-11-04",555.14
"8269","1998-11-05",562.18
"8270","1998-11-06",565.1
"8271","1998-11-09",559.14
"8272","1998-11-10",557.42
"8273","1998-11-11",553.36
"8274","1998-11-12",552.56
"8275","1998-11-13",556.17
"8276","1998-11-16",560.28
"8277","1998-11-17",561.02
"8278","1998-11-18",563.46
"8279","1998-11-19",566.75
"8280","1998-11-20",572.08
"8281","1998-11-23",582.25
"8282","1998-11-24",579.69
"8283","1998-11-25",581.04
"8284","1998-11-27",583
"8285","1998-11-30",571.5
"8286","1998-12-01",573.33
"8287","1998-12-02",571.79
"8288","1998-12-03",563.45
"8289","1998-12-04",573.49
"8290","1998-12-07",577.33
"8291","1998-12-08",574.92
"8292","1998-12-09",574.79
"8293","1998-12-10",566.08
"8294","1998-12-11",564.82
"8295","1998-12-14",554.53
"8296","1998-12-15",562.74
"8297","1998-12-16",562.89
"8298","1998-12-17",570.15
"8299","1998-12-18",572.07
"8300","1998-12-21",577.7
"8301","1998-12-22",578.75
"8302","1998-12-23",588.95
"8303","1998-12-24",589.07
"8304","1998-12-28",589.01
"8305","1998-12-29",597.05
"8306","1998-12-30",594.27
"8307","1998-12-31",595.81
"8308","1999-01-04",594.12
"8309","1999-01-05",599.91
"8310","1999-01-06",611.01
"8311","1999-01-07",609.19
"8312","1999-01-08",611.06
"8313","1999-01-11",604.04
"8314","1999-01-12",594.59
"8315","1999-01-13",590.72
"8316","1999-01-14",581.07
"8317","1999-01-15",593.39
"8318","1999-01-19",594.83
"8319","1999-01-20",596.09
"8320","1999-01-21",588.03
"8321","1999-01-22",583.75
"8322","1999-01-25",586.06
"8323","1999-01-26",591.45
"8324","1999-01-27",588.08
"8325","1999-01-28",595.4
"8326","1999-01-29",600.44
"8327","1999-02-01",597.46
"8328","1999-02-02",594.1
"8329","1999-02-03",598.58
"8330","1999-02-04",591.05
"8331","1999-02-05",587.29
"8332","1999-02-08",586.64
"8333","1999-02-09",576.62
"8334","1999-02-10",578.61
"8335","1999-02-11",589.74
"8336","1999-02-12",581.46
"8337","1999-02-16",586.73
"8338","1999-02-17",580.35
"8339","1999-02-18",586.46
"8340","1999-02-19",586.56
"8341","1999-02-22",600.23
"8342","1999-02-23",598.02
"8343","1999-02-24",591.57
"8344","1999-02-25",587.43
"8345","1999-02-26",586.46
"8346","1999-03-01",585.43
"8347","1999-03-02",582.94
"8348","1999-03-03",582.55
"8349","1999-03-04",590.75
"8350","1999-03-05",603.14
"8351","1999-03-08",604.1
"8352","1999-03-09",602.93
"8353","1999-03-10",606.48
"8354","1999-03-11",611.67
"8355","1999-03-12",611.54
"8356","1999-03-15",615.22
"8357","1999-03-16",614.08
"8358","1999-03-17",610.65
"8359","1999-03-18",617.61
"8360","1999-03-19",610.68
"8361","1999-03-22",610.49
"8362","1999-03-23",595.45
"8363","1999-03-24",596.59
"8364","1999-03-25",604.86
"8365","1999-03-26",602.35
"8366","1999-03-29",613.16
"8367","1999-03-30",608.65
"8368","1999-03-31",603.59
"8369","1999-04-01",604.99
"8370","1999-04-05",614.63
"8371","1999-04-06",612.32
"8372","1999-04-07",616.23
"8373","1999-04-08",624.28
"8374","1999-04-09",626.59
"8375","1999-04-12",633.13
"8376","1999-04-13",631.67
"8377","1999-04-14",625.67
"8378","1999-04-15",622.89
"8379","1999-04-16",624.9
"8380","1999-04-19",615.88
"8381","1999-04-20",620.84
"8382","1999-04-21",633.71
"8383","1999-04-22",640.97
"8384","1999-04-23",639.3
"8385","1999-04-26",638.83
"8386","1999-04-27",643.27
"8387","1999-04-28",640.32
"8388","1999-04-29",638.09
"8389","1999-04-30",634.3
"8390","1999-05-03",644.18
"8391","1999-05-04",636.1
"8392","1999-05-05",640.54
"8393","1999-05-06",636.22
"8394","1999-05-07",641.24
"8395","1999-05-10",639.34
"8396","1999-05-11",645.77
"8397","1999-05-12",647.68
"8398","1999-05-13",651.35
"8399","1999-05-14",638.45
"8400","1999-05-17",636.92
"8401","1999-05-18",634.19
"8402","1999-05-19",639.54
"8403","1999-05-20",639.42
"8404","1999-05-21",636.87
"8405","1999-05-24",626.05
"8406","1999-05-25",617.34
"8407","1999-05-26",624.84
"8408","1999-05-27",614.02
"8409","1999-05-28",622.26
"8410","1999-06-01",621.28
"8411","1999-06-02",620.5
"8412","1999-06-03",624.2
"8413","1999-06-04",634.52
"8414","1999-06-07",636.94
"8415","1999-06-08",630.77
"8416","1999-06-09",629.28
"8417","1999-06-10",622.85
"8418","1999-06-11",619.5
"8419","1999-06-14",619.6
"8420","1999-06-15",622.28
"8421","1999-06-16",632.17
"8422","1999-06-17",636.07
"8423","1999-06-18",636.55
"8424","1999-06-21",636.94
"8425","1999-06-22",633.11
"8426","1999-06-23",630.75
"8427","1999-06-24",623.97
"8428","1999-06-25",623.34
"8429","1999-06-28",628.89
"8430","1999-06-29",637.99
"8431","1999-06-30",648.13
"8432","1999-07-01",651.33
"8433","1999-07-02",655.12
"8434","1999-07-06",654.77
"8435","1999-07-07",656.47
"8436","1999-07-08",654.05
"8437","1999-07-09",657.68
"8438","1999-07-12",655.79
"8439","1999-07-13",653.64
"8440","1999-07-14",654.9
"8441","1999-07-15",660.75
"8442","1999-07-16",663.12
"8443","1999-07-19",658.57
"8444","1999-07-20",647.27
"8445","1999-07-21",647.48
"8446","1999-07-22",641.78
"8447","1999-07-23",638.87
"8448","1999-07-26",635.9
"8449","1999-07-27",640.69
"8450","1999-07-28",640.4
"8451","1999-07-29",630.81
"8452","1999-07-30",626.07
