"","Family","Genus","Specific","Gengen","Nauta","Maniti","Huanta","Panguana","Ex.Petroleros","San.Antonio","Santa.Ana","Tarapoto"
"1288","Rubiaceae","Stachyococcus","adinanthus",0,1,0,0,0,0,0,0,0
"1289","Sterculiaceae","Sterculia","apeibophylla",3,0,0,0,0,0,1,0,0
"1290","Sterculiaceae","Sterculia","chicomendezii",0,0,0,0,0,0,1,1,0
"1291","Sterculiaceae","Sterculia","frondosa",0,0,0,1,1,0,1,2,0
"1293","Sterculiaceae","Sterculia","parviflora",0,0,2,7,0,1,0,0,0
"1294","Sterculiaceae","Sterculia","peruviana",0,0,0,0,0,1,0,0,0
"1296","Sterculiaceae","Sterculia","tessmannii",0,1,0,0,0,1,1,0,3
"1299","Loganiaceae","Strychnos","peckii",0,0,0,0,1,0,0,0,0
"1300","Loganiaceae","Strychnos","sp.1",0,0,1,0,0,0,0,0,1
"1301","Fabaceae","Stryphnodendron","polystachyum",0,0,0,1,0,0,0,0,0
"1302","Myrsinaceae","Stylogyne","longifolia",1,0,0,0,0,0,0,0,0
"1303","Styracaceae","Styrax","sp.1",0,0,0,0,2,0,0,0,0
"1304","Fabaceae","Swartzia","arborescens",0,0,0,1,0,0,0,0,0
"1305","Fabaceae","Swartzia","benthamiana",0,0,0,0,0,0,0,1,0
"1306","Fabaceae","Swartzia","cardiosperma",0,1,0,1,0,0,1,0,0
"1307","Fabaceae","Swartzia","cuspidata",0,2,0,0,0,0,0,0,0
"1308","Fabaceae","Swartzia","pendula",0,1,0,1,0,0,0,1,0
"1309","Fabaceae","Swartzia","polyphylla",0,0,0,0,2,0,0,0,0
"1311","Fabaceae","Swartzia","sp.10",0,0,0,0,0,0,3,0,0
"1312","Fabaceae","Swartzia","sp.11",0,0,0,0,2,0,0,0,0
"1315","Fabaceae","Swartzia","sp.4",0,0,0,0,0,0,1,0,0
"1316","Fabaceae","Swartzia","sp.5",0,0,0,1,0,0,0,0,0
"1317","Fabaceae","Swartzia","sp.6",0,1,0,0,0,0,1,0,0
"1318","Fabaceae","Swartzia","sp.7",0,0,1,0,0,2,0,2,0
"1319","Fabaceae","Swartzia","sp.8",0,5,0,0,0,0,0,0,0
"1320","Fabaceae","Swartzia","sp.9",0,0,0,0,0,0,0,0,1
"1321","Fabaceae","Swartzia","tessmannii",0,0,0,0,0,0,2,0,0
"1322","Meliaceae","Swietenia","sp.1",0,0,0,0,0,0,0,0,1
"1323","Bignoniaceae","Tabebuia","chrysantha",1,0,0,0,0,1,0,0,0
"1325","Apocynaceae","Tabernaemontana","flavicans",0,0,1,0,0,0,0,0,0
"1326","Apocynaceae","Tabernaemontana","heterophylla",1,0,1,0,0,0,0,0,1
"1327","Apocynaceae","Tabernaemontana","macrocalyx",0,1,0,0,0,0,1,0,0
"1328","Apocynaceae","Tabernaemontana","sp.1",0,0,0,0,0,0,1,0,1
"1330","Fabaceae","Tachigali","chrysophyllum",0,0,0,5,0,0,0,0,0
"1331","Fabaceae","Tachigali","guianensis",0,0,0,4,0,0,1,2,0
"1332","Fabaceae","Tachigali","melinonii",0,0,1,0,1,0,0,0,0
"1336","Fabaceae","Tachigali","rusbyi",3,0,0,0,1,0,0,0,1
"1337","Fabaceae","Tachigali","sp.2",0,0,0,0,2,0,0,0,0
"1338","Fabaceae","Tachigali","sp.3",0,0,0,0,0,0,0,3,0
"1339","Fabaceae","Tachigali","sp.4",0,0,0,0,0,0,5,0,0
"1340","Fabaceae","Tachigali","sp.5",0,0,0,0,0,1,2,0,0
"1341","Fabaceae","Tachigali","sp.6",0,0,0,0,0,1,0,0,0
"1342","Fabaceae","Tachigali","sp.7",0,0,1,0,0,0,0,0,0
"1343","Fabaceae","Tachigali","tessmannii",0,1,4,3,1,0,0,0,0
"1344","Magnoliaceae","Talauma","sp.1",2,0,2,0,0,2,1,0,0
"1345","Sapindaceae","Talisia","carinata",0,0,1,0,0,0,0,0,0
"1346","Sapindaceae","Talisia","macrophylla",0,4,0,0,1,2,1,1,0
"1347","Sapindaceae","Talisia","sp.1",1,0,0,1,0,0,0,0,1
"1348","Sapindaceae","Talisia","sp.2",0,0,0,0,0,0,1,0,0
"1349","Anacardiaceae","Tapirira","guianensis",0,0,1,4,0,2,1,0,1
"1351","Anacardiaceae","Tapirira","sp.1",0,0,0,0,0,0,0,1,0
"1352","Dichapetalaceae","Tapura","amazonica",0,1,0,0,0,0,0,2,0
"1353","Dichapetalaceae","Tapura","coriacea",0,0,0,1,0,0,0,0,0
"1357","Combretaceae","Terminalia","amazonica",0,0,0,0,2,0,0,0,0
"1359","Burseraceae","Tetragastris","panamensis",6,2,0,0,0,8,0,3,3
"1361","Olacaceae","Tetrastylidium","peruvianum",5,1,3,0,3,3,3,0,3
"1362","Flacourtiaceae","Tetrathylacium","macrophyllum",3,1,0,0,0,2,1,0,1
"1363","Sterculiaceae","Theobroma","cacao",0,0,0,0,0,0,0,0,2
"1364","Sterculiaceae","Theobroma","glaucum",0,0,0,0,0,2,1,0,0
"1365","Sterculiaceae","Theobroma","obovatum",3,0,0,0,0,1,1,2,1
"1366","Sterculiaceae","Theobroma","subincanum",3,0,3,5,4,0,3,0,0
"1367","Anacardiaceae","Thyrsodium","sp.1",1,2,0,0,0,0,1,0,0
"1368","Melastomataceae","Toc","guia",0,1,4,17,7,0,0,3,0
"1370","Clusiaceae","Tovomita","krukovii",0,0,0,2,0,0,1,0,1
"1371","Clusiaceae","Tovomita","laurina",0,1,0,0,0,0,0,0,0
"1372","Clusiaceae","Tovomita","schomburgkii",0,0,0,1,0,0,0,0,0
"1376","Clusiaceae","Tovomita","sp.6",0,0,0,1,0,0,0,0,0
"1377","Clusiaceae","Tovomita","sp.7",0,0,1,2,0,0,0,0,0
"1378","Clusiaceae","Tovomita","umbellata",0,1,0,0,1,0,0,0,0
"1380","Burseraceae","Trattinickia","glaziovii",0,0,0,0,1,0,1,1,0
"1381","Burseraceae","Trattinickia","peruviana",0,1,0,0,1,0,0,1,0
"1382","Meliaceae","Trichilia","areolata",2,0,0,0,0,0,0,0,2
"1383","Meliaceae","Trichilia","laxipaniculata",2,0,0,0,0,0,1,0,0
"1384","Meliaceae","Trichilia","maynasiana",1,0,0,0,0,0,0,0,3
"1386","Meliaceae","Trichilia","poeppigii",1,0,0,0,0,0,0,0,2
"1387","Meliaceae","Trichilia","quadrijuga",1,0,0,0,0,0,0,0,0
"1388","Meliaceae","Trichilia","rubra",0,0,0,0,0,1,1,1,0
"1389","Meliaceae","Trichilia","septentrionalis",1,0,1,3,0,0,1,0,1
"1390","Meliaceae","Trichilia","sp.1",0,0,0,0,0,0,0,0,5
"1391","Meliaceae","Trichilia","sp.10",0,0,0,1,0,0,0,0,0
"1392","Meliaceae","Trichilia","sp.14",0,0,0,1,0,0,0,0,0
"1393","Meliaceae","Trichilia","sp.2",0,0,0,0,0,1,1,0,0
"1394","Meliaceae","Trichilia","sp.3",0,0,0,0,1,0,0,0,0
"1395","Meliaceae","Trichilia","sp.4",1,0,0,0,1,0,0,0,0
"1396","Meliaceae","Trichilia","sp.5",0,0,3,0,3,0,0,0,0
"1397","Meliaceae","Trichilia","sp.6",0,0,0,0,0,0,0,1,0
"1398","Meliaceae","Trichilia","sp.7",0,0,0,0,0,2,0,0,0
"1400","Meliaceae","Trichilia","sp.9",0,0,0,0,0,1,0,0,0
"1401","Meliaceae","Trichilia","stipitata",0,1,0,0,0,0,0,0,0
"1402","Annonaceae","Trigynaea","cinnamomea",0,0,0,0,0,4,0,0,0
"1403","Annonaceae","Trigynaea","sp.2",0,0,0,0,0,0,0,0,1
"1405","Moraceae","Trymatococcus","amazonicus",3,2,1,6,2,1,2,0,0
"1406","Annonaceae","Unonopsis","floribunda",0,0,6,0,0,0,0,0,0
"1408","Annonaceae","Unonopsis","sp.1",0,0,0,0,0,0,1,0,0
"1409","Annonaceae","Unonopsis","sp.2",0,0,0,0,0,1,0,0,2
"1410","Annonaceae","Unonopsis","sp.3",0,0,0,0,0,1,0,1,1
"1411","Annonaceae","Unonopsis","spectabilis",3,0,0,0,0,0,0,0,1
"1412","Annonaceae","Unonopsis","stipitata",0,3,1,2,6,5,1,3,0
"1413","Urticaceae","Urera","sp.1",0,0,0,0,0,0,1,0,0
"1414","Humiriaceae","Vantanea","sp.1",0,1,0,1,0,0,0,1,0
"1415","Fabaceae","Vatairea","erythrocarpa",1,0,0,0,0,2,2,0,0
"1416","Violaceae","Indet","sp.1",0,0,0,0,0,0,12,0,11
"1417","Violaceae","Indet","sp.2",0,0,0,0,0,0,0,5,0
"1418","Violaceae","Indet","sp.3",0,0,0,0,0,2,0,0,0
"1419","Myristicaceae","Virola","albidiflora",0,0,0,0,0,1,2,0,2
"1420","Myristicaceae","Virola","calophylla",1,10,0,3,13,2,5,4,3
"1421","Myristicaceae","Virola","decorticans",2,1,1,0,0,0,0,0,0
"1422","Myristicaceae","Virola","elongata",0,0,8,0,1,0,1,4,0
"1423","Myristicaceae","Virola","flexuosa",0,0,0,0,0,0,0,0,1
"1424","Myristicaceae","Virola","marlenei",0,0,3,0,2,0,0,0,0
"1425","Myristicaceae","Virola","multinervia",0,0,0,1,0,1,5,0,0
"1426","Myristicaceae","Virola","obovata",0,0,0,0,0,0,0,0,3
"1427","Myristicaceae","Virola","pavonis",0,5,6,5,0,0,4,3,0
"1428","Myristicaceae","Virola","sp.1",0,1,0,0,0,0,0,0,0
"1429","Myristicaceae","Virola","sp.10",2,0,1,0,0,0,0,0,1
"1430","Myristicaceae","Virola","sp.12",0,0,0,0,1,0,0,0,0
"1431","Myristicaceae","Virola","sp.2",0,0,1,1,0,0,0,0,0
"1433","Myristicaceae","Virola","sp.4",1,0,0,0,1,0,0,0,0
"1434","Myristicaceae","Virola","sp.7",0,0,1,0,1,0,1,0,0
"1435","Myristicaceae","Virola","sp.8",2,0,0,0,0,1,1,0,3
"1436","Clusiaceae","Vismia","sp.1",0,2,0,0,0,0,0,0,0
"1437","Clusiaceae","Vismia","sp.2",1,0,0,0,0,0,0,0,0
"1438","Clusiaceae","Vismia","sp.3",0,0,1,0,0,0,0,0,0
"1439","Clusiaceae","Vismia","sp.4",1,0,0,0,0,0,0,0,0
"1440","Clusiaceae","Vismia","sp.5",0,0,2,0,4,0,0,0,0
"1441","Clusiaceae","Vismia","sp.6",0,0,0,0,0,1,1,0,0
"1443","Clusiaceae","Vismia","tomentosa",0,0,0,0,0,0,0,1,0
"1444","Verbenaceae","Vitex","klugii",0,0,0,2,0,0,0,0,0
"1445","Verbenaceae","Vitex","krukovii",0,1,0,0,0,0,0,0,0
"1446","Vochysiaceae","Vochysia","sp.2",0,0,0,0,0,0,0,0,2
"1447","Vochysiaceae","Vochysia","sp.3",0,0,0,0,0,0,1,0,0
"1448","Vochysiaceae","Vochysia","sp.4",0,0,0,0,1,0,0,0,0
"1449","Rubiaceae","Warscewiczia","coccinea",8,0,0,0,0,4,5,2,0
"1450","Arecaceae","Wettinia","augusta",0,2,7,0,0,0,3,0,0
"1451","Arecaceae","Wettinia","maynensis",0,2,0,0,0,0,0,0,0
"1453","Annonaceae","Xylopia","cuspidata",0,1,0,0,1,0,1,0,1
"1454","Annonaceae","Xylopia","parviflora",0,0,0,0,1,0,0,0,0
"1455","Annonaceae","Xylopia","sp.1",0,0,1,0,1,0,0,0,0
"1456","Annonaceae","Xylopia","sp.2",0,0,0,0,0,2,0,0,0
"1457","Annonaceae","Xylopia","sp.3",0,2,0,0,0,0,0,0,0
"1460","Annonaceae","Xylopia","sp.6",0,0,0,0,0,2,0,0,0
"1463","Rutaceae","Zanthoxylum","sp.2",0,0,0,0,0,0,0,1,0
"1464","Rhamnaceae","Zizyphus","cinnamomum",0,0,0,0,0,0,0,0,1
