"","Count","Phat"
"4296",111,0.555
"4297",92,0.46
"4298",107,0.535
"4299",96,0.48
"4300",101,0.505
"4301",98,0.49
"4302",89,0.445
"4303",91,0.455
"4304",83,0.415
"4305",101,0.505
"4306",108,0.54
"4307",95,0.475
"4308",94,0.47
"4309",99,0.495
"4310",107,0.535
"4311",85,0.425
"4312",96,0.48
"4313",90,0.45
"4314",101,0.505
"4315",100,0.5
"4316",104,0.52
"4317",89,0.445
"4318",93,0.465
"4319",96,0.48
"4320",101,0.505
"4321",97,0.485
"4322",96,0.48
"4323",103,0.515
"4324",109,0.545
"4325",108,0.54
"4326",92,0.46
"4327",95,0.475
"4328",91,0.455
"4329",103,0.515
"4330",100,0.5
"4331",98,0.49
"4332",98,0.49
"4333",104,0.52
"4334",115,0.575
"4335",105,0.525
"4336",104,0.52
"4337",92,0.46
"4338",107,0.535
"4339",93,0.465
"4340",112,0.56
"4341",103,0.515
"4342",88,0.44
"4343",111,0.555
"4344",107,0.535
"4345",104,0.52
"4346",103,0.515
"4347",107,0.535
"4348",103,0.515
"4349",87,0.435
"4350",88,0.44
"4351",104,0.52
"4352",109,0.545
"4353",98,0.49
"4354",78,0.39
"4355",88,0.44
"4356",99,0.495
"4357",103,0.515
"4358",96,0.48
"4359",106,0.53
"4360",100,0.5
"4361",92,0.46
"4362",115,0.575
"4363",96,0.48
"4364",104,0.52
"4365",107,0.535
"4366",87,0.435
"4367",97,0.485
"4368",99,0.495
"4369",101,0.505
"4370",95,0.475
"4371",98,0.49
"4372",104,0.52
"4373",105,0.525
"4374",99,0.495
"4375",119,0.595
"4376",91,0.455
"4377",102,0.51
"4378",102,0.51
"4379",76,0.38
"4380",105,0.525
"4381",112,0.56
"4382",89,0.445
"4383",103,0.515
"4384",109,0.545
"4385",95,0.475
"4386",96,0.48
"4387",90,0.45
"4388",97,0.485
"4389",103,0.515
"4390",97,0.485
"4391",102,0.51
"4392",105,0.525
"4393",110,0.55
"4394",93,0.465
"4395",107,0.535
"4396",114,0.57
"4397",111,0.555
"4398",95,0.475
"4399",101,0.505
"4400",104,0.52
"4401",90,0.45
"4402",96,0.48
"4403",101,0.505
"4404",104,0.52
"4405",101,0.505
"4406",99,0.495
"4407",102,0.51
"4408",102,0.51
"4409",106,0.53
"4410",109,0.545
"4411",105,0.525
"4412",108,0.54
"4413",112,0.56
"4414",99,0.495
"4415",105,0.525
"4416",88,0.44
"4417",101,0.505
"4418",107,0.535
"4419",107,0.535
"4420",91,0.455
"4421",92,0.46
"4422",91,0.455
"4423",94,0.47
"4424",100,0.5
"4425",101,0.505
"4426",108,0.54
"4427",96,0.48
"4428",102,0.51
"4429",115,0.575
"4430",121,0.605
"4431",107,0.535
"4432",107,0.535
"4433",107,0.535
"4434",89,0.445
"4435",107,0.535
"4436",95,0.475
"4437",101,0.505
"4438",100,0.5
"4439",104,0.52
"4440",90,0.45
"4441",100,0.5
"4442",99,0.495
"4443",103,0.515
"4444",101,0.505
"4445",105,0.525
"4446",98,0.49
"4447",100,0.5
"4448",98,0.49
"4449",97,0.485
"4450",114,0.57
"4451",111,0.555
"4452",94,0.47
"4453",98,0.49
"4454",91,0.455
"4455",94,0.47
"4456",105,0.525
"4457",95,0.475
"4458",104,0.52
"4459",94,0.47
"4460",92,0.46
"4461",106,0.53
"4462",98,0.49
"4463",98,0.49
"4464",101,0.505
"4465",101,0.505
"4466",90,0.45
"4467",106,0.53
"4468",109,0.545
"4469",100,0.5
"4470",87,0.435
"4471",103,0.515
"4472",112,0.56
"4473",91,0.455
"4474",111,0.555
"4475",85,0.425
"4476",87,0.435
"4477",98,0.49
"4478",111,0.555
"4479",110,0.55
"4480",101,0.505
"4481",98,0.49
"4482",111,0.555
"4483",92,0.46
"4484",109,0.545
"4485",94,0.47
"4486",107,0.535
"4487",94,0.47
"4488",86,0.43
"4489",107,0.535
"4490",107,0.535
"4491",104,0.52
"4492",101,0.505
"4493",104,0.52
"4494",108,0.54
"4495",119,0.595
"4496",99,0.495
"4497",106,0.53
"4498",111,0.555
"4499",94,0.47
"4500",90,0.45
"4501",106,0.53
"4502",108,0.54
"4503",121,0.605
"4504",95,0.475
"4505",96,0.48
"4506",110,0.55
"4507",100,0.5
"4508",102,0.51
"4509",101,0.505
"4510",104,0.52
"4511",100,0.5
"4512",104,0.52
"4513",98,0.49
"4514",104,0.52
"4515",101,0.505
"4516",102,0.51
"4517",88,0.44
"4518",105,0.525
"4519",88,0.44
"4520",108,0.54
"4521",102,0.51
"4522",107,0.535
"4523",98,0.49
"4524",114,0.57
"4525",103,0.515
"4526",104,0.52
"4527",102,0.51
"4528",82,0.41
"4529",95,0.475
"4530",111,0.555
"4531",105,0.525
"4532",94,0.47
"4533",100,0.5
"4534",102,0.51
"4535",90,0.45
"4536",101,0.505
"4537",102,0.51
"4538",101,0.505
"4539",108,0.54
"4540",88,0.44
"4541",100,0.5
"4542",105,0.525
"4543",88,0.44
"4544",98,0.49
"4545",96,0.48
"4546",104,0.52
"4547",103,0.515
"4548",99,0.495
"4549",98,0.49
"4550",98,0.49
"4551",95,0.475
"4552",89,0.445
"4553",102,0.51
"4554",95,0.475
"4555",104,0.52
"4556",89,0.445
"4557",100,0.5
"4558",106,0.53
"4559",109,0.545
"4560",100,0.5
"4561",106,0.53
"4562",105,0.525
"4563",99,0.495
"4564",87,0.435
"4565",98,0.49
"4566",97,0.485
"4567",103,0.515
"4568",104,0.52
"4569",88,0.44
"4570",96,0.48
"4571",109,0.545
"4572",96,0.48
"4573",98,0.49
"4574",107,0.535
"4575",99,0.495
"4576",96,0.48
"4577",107,0.535
"4578",101,0.505
"4579",89,0.445
"4580",105,0.525
"4581",103,0.515
"4582",88,0.44
"4583",106,0.53
"4584",97,0.485
"4585",106,0.53
"4586",120,0.6
"4587",99,0.495
"4588",91,0.455
"4589",104,0.52
"4590",99,0.495
"4591",97,0.485
"4592",93,0.465
"4593",104,0.52
"4594",103,0.515
"4595",94,0.47
"4596",103,0.515
"4597",118,0.59
"4598",97,0.485
"4599",101,0.505
"4600",112,0.56
"4601",86,0.43
"4602",96,0.48
"4603",97,0.485
"4604",107,0.535
"4605",99,0.495
"4606",113,0.565
"4607",87,0.435
"4608",99,0.495
"4609",106,0.53
"4610",104,0.52
"4611",108,0.54
"4612",84,0.42
"4613",100,0.5
"4614",98,0.49
"4615",101,0.505
"4616",116,0.58
"4617",102,0.51
"4618",87,0.435
"4619",93,0.465
"4620",91,0.455
"4621",102,0.51
"4622",82,0.41
"4623",107,0.535
"4624",97,0.485
"4625",98,0.49
"4626",107,0.535
"4627",94,0.47
"4628",108,0.54
"4629",96,0.48
"4630",103,0.515
"4631",101,0.505
"4632",90,0.45
"4633",99,0.495
"4634",101,0.505
"4635",95,0.475
"4636",102,0.51
"4637",102,0.51
"4638",104,0.52
"4639",104,0.52
"4640",104,0.52
"4641",99,0.495
"4642",104,0.52
"4643",97,0.485
"4644",110,0.55
"4645",89,0.445
"4646",96,0.48
"4647",105,0.525
"4648",92,0.46
"4649",92,0.46
"4650",99,0.495
"4651",88,0.44
"4652",95,0.475
"4653",114,0.57
"4654",101,0.505
"4655",112,0.56
"4656",112,0.56
"4657",106,0.53
"4658",88,0.44
"4659",93,0.465
"4660",93,0.465
"4661",102,0.51
"4662",92,0.46
"4663",108,0.54
"4664",99,0.495
"4665",101,0.505
"4666",99,0.495
"4667",98,0.49
"4668",109,0.545
"4669",84,0.42
"4670",101,0.505
"4671",91,0.455
"4672",87,0.435
"4673",107,0.535
"4674",91,0.455
"4675",100,0.5
"4676",100,0.5
"4677",98,0.49
"4678",93,0.465
"4679",108,0.54
"4680",126,0.63
"4681",82,0.41
"4682",107,0.535
"4683",104,0.52
"4684",96,0.48
"4685",108,0.54
"4686",95,0.475
"4687",100,0.5
"4688",95,0.475
"4689",110,0.55
"4690",96,0.48
"4691",94,0.47
"4692",94,0.47
"4693",113,0.565
"4694",103,0.515
"4695",105,0.525
"4696",101,0.505
"4697",98,0.49
"4698",97,0.485
"4699",112,0.56
"4700",95,0.475
"4701",110,0.55
"4702",105,0.525
"4703",102,0.51
"4704",94,0.47
"4705",93,0.465
"4706",97,0.485
"4707",100,0.5
"4708",104,0.52
"4709",107,0.535
"4710",104,0.52
"4711",103,0.515
"4712",98,0.49
"4713",88,0.44
"4714",123,0.615
"4715",101,0.505
"4716",88,0.44
"4717",112,0.56
"4718",104,0.52
"4719",110,0.55
"4720",111,0.555
"4721",93,0.465
"4722",96,0.48
"4723",108,0.54
"4724",98,0.49
"4725",89,0.445
"4726",97,0.485
"4727",98,0.49
"4728",104,0.52
"4729",90,0.45
"4730",105,0.525
"4731",96,0.48
"4732",101,0.505
"4733",99,0.495
"4734",110,0.55
"4735",100,0.5
"4736",114,0.57
"4737",112,0.56
"4738",106,0.53
"4739",101,0.505
"4740",93,0.465
"4741",78,0.39
"4742",107,0.535
"4743",102,0.51
"4744",106,0.53
"4745",99,0.495
"4746",118,0.59
"4747",100,0.5
"4748",97,0.485
"4749",107,0.535
"4750",109,0.545
"4751",109,0.545
"4752",106,0.53
"4753",95,0.475
"4754",87,0.435
"4755",85,0.425
"4756",107,0.535
"4757",105,0.525
"4758",97,0.485
"4759",98,0.49
"4760",102,0.51
"4761",101,0.505
"4762",104,0.52
"4763",110,0.55
"4764",100,0.5
"4765",96,0.48
"4766",93,0.465
"4767",98,0.49
"4768",109,0.545
"4769",96,0.48
"4770",106,0.53
"4771",107,0.535
"4772",116,0.58
"4773",101,0.505
"4774",107,0.535
"4775",111,0.555
"4776",91,0.455
"4777",92,0.46
"4778",103,0.515
"4779",89,0.445
"4780",99,0.495
"4781",100,0.5
"4782",103,0.515
"4783",102,0.51
"4784",96,0.48
"4785",102,0.51
"4786",94,0.47
"4787",96,0.48
"4788",105,0.525
"4789",99,0.495
"4790",99,0.495
"4791",97,0.485
"4792",97,0.485
"4793",102,0.51
"4794",115,0.575
"4795",93,0.465
"4796",107,0.535
"4797",111,0.555
"4798",104,0.52
"4799",112,0.56
"4800",100,0.5
"4801",101,0.505
"4802",89,0.445
"4803",92,0.46
"4804",104,0.52
"4805",103,0.515
"4806",110,0.55
"4807",90,0.45
"4808",102,0.51
"4809",103,0.515
"4810",99,0.495
"4811",103,0.515
"4812",102,0.51
"4813",94,0.47
"4814",100,0.5
"4815",85,0.425
"4816",104,0.52
"4817",115,0.575
"4818",117,0.585
"4819",104,0.52
"4820",98,0.49
"4821",97,0.485
"4822",91,0.455
"4823",92,0.46
"4824",111,0.555
"4825",99,0.495
"4826",104,0.52
"4827",101,0.505
"4828",99,0.495
"4829",101,0.505
"4830",101,0.505
"4831",104,0.52
"4832",103,0.515
"4833",93,0.465
"4834",104,0.52
"4835",114,0.57
"4836",102,0.51
"4837",96,0.48
"4838",91,0.455
"4839",101,0.505
"4840",109,0.545
"4841",88,0.44
"4842",95,0.475
"4843",95,0.475
"4844",99,0.495
"4845",95,0.475
"4846",98,0.49
"4847",98,0.49
"4848",96,0.48
"4849",88,0.44
"4850",90,0.45
"4851",98,0.49
"4852",105,0.525
"4853",103,0.515
"4854",106,0.53
"4855",108,0.54
"4856",109,0.545
"4857",106,0.53
"4858",86,0.43
"4859",96,0.48
"4860",112,0.56
"4861",98,0.49
"4862",108,0.54
"4863",102,0.51
"4864",98,0.49
"4865",96,0.48
"4866",105,0.525
"4867",104,0.52
"4868",103,0.515
"4869",103,0.515
"4870",99,0.495
"4871",92,0.46
"4872",112,0.56
"4873",98,0.49
"4874",101,0.505
"4875",89,0.445
"4876",95,0.475
"4877",99,0.495
"4878",107,0.535
"4879",100,0.5
"4880",89,0.445
"4881",97,0.485
"4882",99,0.495
"4883",104,0.52
"4884",100,0.5
"4885",102,0.51
"4886",97,0.485
"4887",94,0.47
"4888",107,0.535
"4889",100,0.5
"4890",91,0.455
"4891",95,0.475
"4892",114,0.57
"4893",90,0.45
"4894",103,0.515
"4895",113,0.565
"4896",99,0.495
"4897",91,0.455
"4898",106,0.53
"4899",102,0.51
"4900",98,0.49
"4901",100,0.5
"4902",90,0.45
"4903",108,0.54
"4904",104,0.52
"4905",109,0.545
"4906",93,0.465
"4907",88,0.44
"4908",95,0.475
"4909",112,0.56
"4910",97,0.485
"4911",95,0.475
"4912",103,0.515
"4913",107,0.535
"4914",108,0.54
"4915",96,0.48
"4916",94,0.47
"4917",99,0.495
"4918",98,0.49
"4919",93,0.465
"4920",109,0.545
"4921",94,0.47
"4922",107,0.535
"4923",109,0.545
"4924",104,0.52
"4925",98,0.49
"4926",106,0.53
"4927",96,0.48
"4928",89,0.445
"4929",89,0.445
"4930",98,0.49
"4931",102,0.51
"4932",98,0.49
"4933",95,0.475
"4934",107,0.535
"4935",94,0.47
"4936",101,0.505
"4937",94,0.47
"4938",95,0.475
"4939",109,0.545
"4940",98,0.49
"4941",86,0.43
"4942",94,0.47
"4943",97,0.485
"4944",88,0.44
"4945",96,0.48
"4946",94,0.47
"4947",95,0.475
"4948",100,0.5
"4949",87,0.435
"4950",107,0.535
"4951",107,0.535
"4952",89,0.445
"4953",94,0.47
"4954",107,0.535
"4955",89,0.445
"4956",105,0.525
"4957",88,0.44
"4958",91,0.455
"4959",100,0.5
"4960",88,0.44
"4961",95,0.475
"4962",100,0.5
"4963",94,0.47
"4964",101,0.505
"4965",106,0.53
"4966",93,0.465
"4967",92,0.46
"4968",94,0.47
"4969",101,0.505
"4970",102,0.51
"4971",110,0.55
"4972",99,0.495
"4973",97,0.485
"4974",104,0.52
"4975",100,0.5
"4976",98,0.49
"4977",103,0.515
"4978",109,0.545
"4979",90,0.45
"4980",102,0.51
"4981",100,0.5
"4982",103,0.515
"4983",92,0.46
"4984",99,0.495
"4985",101,0.505
"4986",101,0.505
"4987",97,0.485
"4988",111,0.555
"4989",102,0.51
"4990",89,0.445
"4991",95,0.475
"4992",104,0.52
"4993",106,0.53
"4994",93,0.465
"4995",92,0.46
"4996",97,0.485
"4997",107,0.535
"4998",90,0.45
"4999",112,0.56
"5000",105,0.525
