"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"165",0.89345,1.10828,0.30102,0.93121,0.99003,1.14643,0.80509,0.73114,0.90865,0.56497,0.86238,0.68767,1.02277,0.80332,0,0.82088,0.80597,0.70076,0.84158,0.84781,0.62015,0.85692,0.6352,0.5919,1.021,0.98697,0.84309,1.24647,0.63086,0.30187,0.95668,0.92785,0.64934,0.92763,0.8735,0.04089,0.81795,0.81343,0.30557,0.87345,1.01604,0.81346,0.72196,0.87621,0.82386,0.94351,0.90815,0.40199,0.74713,0.29495
"166",0.86974,1.08858,0.80004,0.94706,1.04934,1.14464,0.5754,0.8119,0.85317,0.81091,0.87989,0.68829,1.06193,0.09497,0.82088,0,0.20577,1.0498,0.77093,0.8759,0.90034,0.10803,0.80202,0.8298,1.05733,1.03959,0.85101,1.16423,0.81396,0.87761,1.05597,0.92421,0.8098,0.9525,0.89006,0.82172,0.86049,0.84172,0.81337,0.13619,1.01881,0.56475,0.98528,0.86442,0.75636,0.93831,0.85512,0.89882,0.72,0.79858
"167",0.83612,1.05858,0.80306,0.93071,1.05372,1.10419,0.54215,0.78858,0.84925,0.79931,0.83786,0.65514,1.03239,0.19914,0.80597,0.20577,0,1.03866,0.7539,0.82278,0.90092,0.23606,0.81236,0.83049,1.03309,0.98448,0.8319,1.18715,0.82079,0.87082,1.05039,0.91986,0.80852,0.9563,0.85137,0.81804,0.85851,0.82531,0.80694,0.24453,0.96667,0.53631,0.98036,0.83124,0.76504,0.91044,0.85466,0.87829,0.73999,0.81648
"168",1.06025,1.3031,0.69385,1.18158,1.1977,1.3745,1.02155,0.88498,1.09324,0.70636,1.0595,0.87944,1.26024,1.03499,0.70076,1.0498,1.03866,0,1.01768,1.06424,0.80262,1.0618,0.82798,0.73059,1.26186,1.21957,1.11688,1.35437,0.83664,0.8033,1.16752,1.13479,0.83671,1.19586,1.05238,0.7011,0.96684,1.05954,0.69518,1.08456,1.2278,1.01364,0.80905,1.03958,0.99348,1.10744,1.09181,0.79853,0.92906,0.68428
"169",0.4005,1.02734,0.80169,0.34056,1.07859,1.09553,0.78479,0.76291,0.76928,0.80729,0.51424,0.57889,0.96043,0.76035,0.84158,0.77093,0.7539,1.01768,0,0.49117,0.8716,0.79812,0.79198,0.82072,0.96071,0.63588,0.24555,0.98231,0.80122,0.91788,1.03283,0.88868,0.80841,0.89721,0.50103,0.8352,0.842,0.798,0.79145,0.8174,0.96759,0.77843,1.00802,0.38959,0.70664,0.57066,0.76597,0.92274,0.67235,0.77422
"170",0.56157,1.05703,0.84124,0.61181,1.09522,1.0855,0.83375,0.79208,0.84082,0.84889,0.18049,0.62742,1.05128,0.84708,0.84781,0.8759,0.82278,1.06424,0.49117,0,0.93573,0.87938,0.81763,0.85988,1.05034,0.54112,0.5259,1.01039,0.82899,0.91437,1.0615,0.95156,0.82074,0.97106,0.10647,0.83889,0.92219,0.79047,0.81894,0.89588,1.00228,0.83143,1.04737,0.54997,0.74688,0.16722,0.8386,0.93175,0.70493,0.82349
"171",0.92294,1.17326,0.59993,1.03694,1.06852,1.21699,0.90086,0.80451,0.94034,0.27861,0.93962,0.74764,1.13056,0.91891,0.62015,0.90034,0.90092,0.80262,0.8716,0.93573,0,0.94118,0.71704,0.29906,1.12984,1.08087,0.90034,1.2931,0.71039,0.73456,1.08098,1.01846,0.71832,1.0689,0.96135,0.6313,0.8968,0.93583,0.63285,0.97824,1.10905,0.90305,0.8176,0.8993,0.89113,1.01342,0.95548,0.73335,0.83904,0.58599
"172",0.87575,1.09138,0.81826,0.96507,1.08315,1.1348,0.59925,0.80862,0.89263,0.84875,0.88345,0.70018,1.10278,0.12183,0.85692,0.10803,0.23606,1.0618,0.79812,0.87938,0.94118,0,0.83393,0.88177,1.10235,1.07457,0.8875,1.1956,0.83529,0.89801,1.0756,0.95266,0.83517,0.99442,0.90315,0.85741,0.86222,0.86082,0.83796,0.17129,1.02662,0.58737,1.02926,0.87229,0.77554,0.96142,0.89255,0.93201,0.74682,0.81947
"173",0.83328,1.06786,0.60351,0.91565,1.01109,1.11034,0.80213,0.66984,0.83377,0.618,0.82571,0.68428,1.05075,0.78476,0.6352,0.80202,0.81236,0.82798,0.79198,0.81763,0.71704,0.83393,0,0.64121,1.05053,0.97346,0.83057,1.16189,0.12385,0.70856,0.9619,0.92856,0.02311,0.94711,0.83661,0.64246,0.75939,0.86122,0.60941,0.84474,1.04908,0.80048,0.82072,0.83286,0.80798,0.91629,0.83486,0.69873,0.73446,0.59683
"174",0.85836,1.0808,0.5617,0.93658,1.01591,1.1762,0.85426,0.72377,0.88325,0.07329,0.89591,0.67932,1.02938,0.84222,0.5919,0.8298,0.83049,0.73059,0.82072,0.85988,0.29906,0.88177,0.64121,0,1.02792,1.0253,0.84444,1.15066,0.66014,0.66432,0.99902,0.94748,0.64921,0.99868,0.88053,0.5963,0.80377,0.84125,0.54498,0.90574,1.01407,0.8469,0.7631,0.84216,0.84259,0.9695,0.89778,0.66734,0.74431,0.53676
"175",1.02303,1.31687,1.01339,1.08846,1.32202,1.32506,1.0507,1.0341,1.02264,1.01934,1.04784,0.87269,0.00141,1.0465,1.021,1.05733,1.03309,1.26186,0.96071,1.05034,1.12984,1.10235,1.05053,1.02792,0,1.10196,1.02644,1.40269,1.00506,1.1166,1.32255,0.40684,1.04422,0.65716,1.02359,1.0226,1.13088,0.63092,1.069,1.09398,1.19341,1.03551,1.1996,1.01269,0.96491,1.10114,1.02289,1.12555,0.92788,1.00151
"176",0.71033,1.24455,0.94867,0.79026,1.28155,1.31161,0.99802,0.98842,0.96797,0.98815,0.56025,0.78199,1.10073,1.01641,0.98697,1.03959,0.98448,1.21957,0.63588,0.54112,1.08087,1.07457,0.97346,1.0253,1.10196,0,0.68998,1.19532,0.96987,1.05897,1.22679,1.03021,0.97851,1.09334,0.53084,0.99692,1.0371,0.95568,0.9718,1.05689,1.15002,0.97868,1.18604,0.70164,0.89956,0.60623,0.96834,1.06743,0.89246,0.95641
"177",0.45238,1.05612,0.82561,0.26935,1.12272,1.12984,0.82067,0.77724,0.8222,0.82979,0.54931,0.59648,1.02564,0.82009,0.84309,0.85101,0.8319,1.11688,0.24555,0.5259,0.90034,0.8875,0.83057,0.84444,1.02644,0.68998,0,1.04775,0.83102,0.95616,1.05066,0.92599,0.84072,0.9513,0.53041,0.84941,0.86535,0.84159,0.81244,0.88618,1.00296,0.81167,1.02427,0.44004,0.76478,0.59959,0.82185,0.92775,0.71143,0.79157
"178",1.06523,1.34032,1.20388,1.10204,1.43884,1.50132,1.14874,1.16496,1.12569,1.18275,1.01201,0.95109,1.40284,1.1761,1.24647,1.16423,1.18715,1.35437,0.98231,1.01039,1.2931,1.1956,1.16189,1.15066,1.40269,1.19532,1.04775,0,1.20255,1.3307,1.51639,1.31366,1.16623,1.29542,1.03881,1.26093,1.21327,1.10693,1.18216,1.20397,1.28586,1.13952,1.3846,1.03539,1.07392,1.07132,1.12326,1.28286,1.01439,1.18254
"179",0.84651,1.07933,0.59595,0.92131,1.01902,1.11467,0.79785,0.67133,0.86185,0.63961,0.85005,0.69176,1.00299,0.8034,0.63086,0.81396,0.82079,0.83664,0.80122,0.82899,0.71039,0.83529,0.12385,0.66014,1.00506,0.96987,0.83102,1.20255,0,0.69969,0.95228,0.92845,0.13244,0.95774,0.84813,0.63062,0.74545,0.82981,0.604,0.85347,1.05334,0.79466,0.82007,0.84861,0.81261,0.9261,0.86588,0.68581,0.73154,0.58069
"180",0.97218,1.21932,0.36974,1.03143,1.08725,1.21864,0.8825,0.79505,0.98629,0.63604,0.92291,0.78084,1.1215,0.83387,0.30187,0.87761,0.87082,0.8033,0.91788,0.91437,0.73456,0.89801,0.70856,0.66432,1.1166,1.05897,0.95616,1.3307,0.69969,0,1.05083,1.03985,0.72284,1.05681,0.93626,0.30446,0.88285,0.9507,0.38845,0.918,1.08463,0.88343,0.80369,0.95142,0.89144,0.99265,1.00871,0.48428,0.82539,0.3688
"181",1.08628,1.32759,0.96314,1.15948,1.17667,1.33407,1.0634,0.77038,1.09886,0.98724,1.1052,0.92104,1.32357,1.05208,0.95668,1.05597,1.05039,1.16752,1.03283,1.0615,1.08098,1.0756,0.9619,0.99902,1.32255,1.22679,1.05066,1.51639,0.95228,1.05083,0,1.16024,0.97305,1.26429,1.07197,0.97027,0.85363,1.0656,0.9706,1.09733,1.31504,1.05326,1.14909,1.08636,1.01568,1.12268,1.09286,1.04212,0.93414,0.95191
"182",0.97001,1.16728,0.90241,1.01999,1.24076,1.24798,0.94111,0.93741,0.94464,0.94024,0.94698,0.78152,0.40607,0.92104,0.92785,0.92421,0.91986,1.13479,0.88868,0.95156,1.01846,0.95266,0.92856,0.94748,0.40684,1.03021,0.92599,1.31366,0.92845,1.03985,1.16024,0,0.93278,0.58196,0.96448,0.94038,1.01111,0.5498,0.9061,0.96524,1.1122,0.93111,1.12284,0.94985,0.89553,1.00388,0.94985,0.9914,0.80982,0.89158
"183",0.83946,1.07512,0.61292,0.93705,1.02429,1.12018,0.81229,0.68478,0.83943,0.62641,0.82943,0.68485,1.04444,0.78685,0.64934,0.8098,0.80852,0.83671,0.80841,0.82074,0.71832,0.83517,0.02311,0.64921,1.04422,0.97851,0.84072,1.16623,0.13244,0.72284,0.97305,0.93278,0,0.95579,0.84513,0.65238,0.76845,0.85584,0.62218,0.84352,1.05147,0.81084,0.8308,0.84127,0.81373,0.91401,0.84366,0.70363,0.73885,0.60733
"184",0.94443,1.22145,0.95826,1.01647,1.24117,1.29319,0.9329,0.9331,0.97382,0.97481,0.9881,0.78033,0.65707,0.96286,0.92763,0.9525,0.9563,1.19586,0.89721,0.97106,1.0689,0.99442,0.94711,0.99868,0.65716,1.09334,0.9513,1.29542,0.95774,1.05681,1.26429,0.58196,0.95579,0,0.96418,0.92682,1.0451,0.57599,0.95092,1.03122,1.10974,0.94018,1.13857,0.94783,0.88835,1.01179,0.98171,1.03023,0.86161,0.92767
"185",0.58455,1.06735,0.85626,0.60214,1.08289,1.09029,0.85373,0.80977,0.83381,0.85739,0.17483,0.62163,1.02411,0.87427,0.8735,0.89006,0.85137,1.05238,0.50103,0.10647,0.96135,0.90315,0.83661,0.88053,1.02359,0.53084,0.53041,1.03881,0.84813,0.93626,1.07197,0.96448,0.84513,0.96418,0,0.85728,0.92572,0.8005,0.84647,0.9254,1.00766,0.84971,1.05149,0.57764,0.75185,0.14039,0.82965,0.94339,0.7246,0.83774
"186",0.88405,1.11295,0.30555,0.94922,1.01471,1.17014,0.80238,0.75041,0.91653,0.56748,0.86486,0.69891,1.0257,0.80343,0.04089,0.82172,0.81804,0.7011,0.8352,0.83889,0.6313,0.85741,0.64246,0.5963,1.0226,0.99692,0.84941,1.26093,0.63062,0.30446,0.97027,0.94038,0.65238,0.92682,0.85728,0,0.83001,0.8127,0.31014,0.86686,1.02639,0.80451,0.73136,0.86611,0.82639,0.93429,0.91548,0.40964,0.7471,0.29472
"187",0.94234,1.14736,0.79118,0.95229,1.00382,1.1934,0.8869,0.25867,0.91651,0.77236,0.90099,0.75408,1.13322,0.84835,0.81795,0.86049,0.85851,0.96684,0.842,0.92219,0.8968,0.86222,0.75939,0.80377,1.13088,1.0371,0.86535,1.21327,0.74545,0.88285,0.85363,1.01111,0.76845,1.0451,0.92572,0.83001,0,0.92748,0.78028,0.8828,1.06229,0.86838,0.96135,0.916,0.84497,1.00657,0.91738,0.88562,0.78833,0.75814
"188",0.83249,1.05575,0.83571,0.92864,1.09067,1.16346,0.8444,0.80089,0.8172,0.84951,0.80524,0.67049,0.63211,0.82524,0.81343,0.84172,0.82531,1.05954,0.798,0.79047,0.93583,0.86082,0.86122,0.84125,0.63092,0.95568,0.84159,1.10693,0.82981,0.9507,1.0656,0.5498,0.85584,0.57599,0.8005,0.8127,0.92748,0,0.80488,0.86689,0.99767,0.83644,1.04648,0.81791,0.78863,0.87043,0.81624,0.92067,0.72317,0.82296
"189",0.83672,1.09343,0.27819,0.88974,0.98125,1.14604,0.78195,0.69694,0.91209,0.51865,0.82932,0.65796,1.07045,0.80437,0.30557,0.81337,0.80694,0.69518,0.79145,0.81894,0.63285,0.83796,0.60941,0.54498,1.069,0.9718,0.81244,1.18216,0.604,0.38845,0.9706,0.9061,0.62218,0.95092,0.84647,0.31014,0.78028,0.80488,0,0.87877,1.00327,0.77994,0.71032,0.82035,0.77992,0.92758,0.9105,0.31653,0.71089,0.27754
"190",0.8904,1.12205,0.87662,0.97082,1.08903,1.1803,0.60095,0.83709,0.87013,0.87372,0.90669,0.72275,1.09829,0.12309,0.87345,0.13619,0.24453,1.08456,0.8174,0.89588,0.97824,0.17129,0.84474,0.90574,1.09398,1.05689,0.88618,1.20397,0.85347,0.918,1.09733,0.96524,0.84352,1.03122,0.9254,0.86686,0.8828,0.86689,0.87877,0,1.06264,0.59762,1.03862,0.88019,0.80881,0.98936,0.88245,0.97996,0.78152,0.87092
"191",1.02177,1.22788,0.9807,1.07978,1.32745,1.15932,0.99017,0.99831,0.88796,0.97988,1.00532,0.83644,1.19512,0.99724,1.01604,1.01881,0.96667,1.2278,0.96759,1.00228,1.10905,1.02662,1.04908,1.01407,1.19341,1.15002,1.00296,1.28586,1.05334,1.08463,1.31504,1.1122,1.05147,1.10974,1.00766,1.02639,1.06229,0.99767,1.00327,1.06264,0,0.98094,1.19432,0.99845,0.815,1.07622,0.89194,1.10456,0.77265,0.98574
"192",0.88549,1.10237,0.78208,0.91855,1.08232,1.1632,0.02738,0.79649,0.84927,0.80764,0.84678,0.66722,1.03926,0.55236,0.81346,0.56475,0.53631,1.01364,0.77843,0.83143,0.90305,0.58737,0.80048,0.8469,1.03551,0.97868,0.81167,1.13952,0.79466,0.88343,1.05326,0.93111,0.81084,0.94018,0.84971,0.80451,0.86838,0.83644,0.77994,0.59762,0.98094,0,1.01178,0.87159,0.76324,0.919,0.85315,0.87353,0.71198,0.78247
"193",1.06226,1.28939,0.70423,1.11745,1.11676,1.32769,1.01561,0.90959,1.07966,0.72571,1.03686,0.87256,1.19933,0.97595,0.72196,0.98528,0.98036,0.80905,1.00802,1.04737,0.8176,1.02926,0.82072,0.7631,1.1996,1.18604,1.02427,1.3846,0.82007,0.80369,1.14909,1.12284,0.8308,1.13857,1.05149,0.73136,0.96135,1.04648,0.71032,1.03862,1.19432,1.01178,0,1.04669,0.98731,1.11847,1.06748,0.80477,0.93113,0.69575
"194",0.03804,1.07197,0.8497,0.53161,1.15822,1.15676,0.86368,0.80899,0.81794,0.8287,0.57975,0.63238,1.01566,0.84035,0.87621,0.86442,0.83124,1.03958,0.38959,0.54997,0.8993,0.87229,0.83286,0.84216,1.01269,0.70164,0.44004,1.03539,0.84861,0.95142,1.08636,0.94985,0.84127,0.94783,0.57764,0.86611,0.916,0.81791,0.82035,0.88019,0.99845,0.87159,1.04669,0,0.75636,0.62708,0.81658,0.92226,0.71816,0.82361
"195",0.76567,1.04806,0.79229,0.88014,1.0353,0.88005,0.77904,0.74609,0.68271,0.82067,0.7795,0.62394,0.96822,0.74799,0.82386,0.75636,0.76504,0.99348,0.70664,0.74688,0.89113,0.77554,0.80798,0.84259,0.96491,0.89956,0.76478,1.07392,0.81261,0.89144,1.01568,0.89553,0.81373,0.88835,0.75185,0.82639,0.84497,0.78863,0.77992,0.80881,0.815,0.76324,0.98731,0.75636,0,0.82923,0.68678,0.87143,0.53569,0.78021
"196",0.63629,1.12135,0.90427,0.68546,1.16681,1.15223,0.91591,0.87038,0.89712,0.94365,0.23943,0.6957,1.09966,0.95421,0.94351,0.93831,0.91044,1.10744,0.57066,0.16722,1.01342,0.96142,0.91629,0.9695,1.10114,0.60623,0.59959,1.07132,0.9261,0.99265,1.12268,1.00388,0.91401,1.01179,0.14039,0.93429,1.00657,0.87043,0.92758,0.98936,1.07622,0.919,1.11847,0.62708,0.82923,0,0.89508,0.991,0.78348,0.90768
"197",0.82986,1.08028,0.88162,0.90982,1.14673,1.02949,0.85976,0.84538,0.02717,0.86711,0.84052,0.67899,1.02418,0.83681,0.90815,0.85512,0.85466,1.09181,0.76597,0.8386,0.95548,0.89255,0.83486,0.89778,1.02289,0.96834,0.82185,1.12326,0.86588,1.00871,1.09286,0.94985,0.84366,0.98171,0.82965,0.91548,0.91738,0.81624,0.9105,0.88245,0.89194,0.85315,1.06748,0.81658,0.68678,0.89508,0,0.98917,0.57664,0.88308
"198",0.94738,1.17334,0.36234,1.02887,1.05725,1.18544,0.88122,0.81761,0.9845,0.63678,0.95261,0.7459,1.12752,0.90752,0.40199,0.89882,0.87829,0.79853,0.92274,0.93175,0.73335,0.93201,0.69873,0.66734,1.12555,1.06743,0.92775,1.28286,0.68581,0.48428,1.04212,0.9914,0.70363,1.03023,0.94339,0.40964,0.88562,0.92067,0.31653,0.97996,1.10456,0.87353,0.80477,0.92226,0.87143,0.991,0.98917,0,0.80993,0.36296
"199",0.72963,0.9735,0.70231,0.80926,0.98766,0.95283,0.71292,0.70247,0.58199,0.72297,0.71806,0.5317,0.92829,0.72706,0.74713,0.72,0.73999,0.92906,0.67235,0.70493,0.83904,0.74682,0.73446,0.74431,0.92788,0.89246,0.71143,1.01439,0.73154,0.82539,0.93414,0.80982,0.73885,0.86161,0.7246,0.7471,0.78833,0.72317,0.71089,0.78152,0.77265,0.71198,0.93113,0.71816,0.53569,0.78348,0.57664,0.80993,0,0.71447
"200",0.83449,1.12273,0.14053,0.89231,0.99552,1.14313,0.78124,0.68014,0.88471,0.50209,0.847,0.65425,1.00345,0.77605,0.29495,0.79858,0.81648,0.68428,0.77422,0.82349,0.58599,0.81947,0.59683,0.53676,1.00151,0.95641,0.79157,1.18254,0.58069,0.3688,0.95191,0.89158,0.60733,0.92767,0.83774,0.29472,0.75814,0.82296,0.27754,0.87092,0.98574,0.78247,0.69575,0.82361,0.78021,0.90768,0.88308,0.36296,0.71447,0
"201",0,1.05611,0.69036,0.844,1.17335,0.84193,0.3648,0.84333,1.06236,1.18254,0.67723,0.69572,0.92824,0.74418,0.88133,1.10843,1.14422,1.08588,0.64823,0.75004,0.77228,0.76106,0.58123,0.95075,0.71087,0.74476,0.69551,1.0843,0.83057,0.90922,0.67343,1.02939,0.83847,0.90903,0.88267,0.62051,0.86525,0.85089,0.77399,0.9406,0.87337,1.17917,0.69405,0.37557,0.64053,1.2715,0.89164,0.92457,0.9696,0.9094
"202",1.05611,0,1.11933,0.37034,1.33481,0.67007,1.04099,1.23587,0.97425,1.23123,1.03033,0.87603,1.18757,1.24775,0.86202,1.229,1.33446,1.33001,1.05252,1.15646,1.20496,0.87708,1.04577,1.074,1.10111,0.70933,1.06918,0.90795,1.0829,0.9234,1.02103,1.53438,1.0484,1.14727,1.10765,1.14412,1.08817,1.04092,1.13974,0.9458,1.08599,1.35329,1.07475,0.98327,1.16196,1.39013,1.08786,1.10965,1.16086,1.13285
"203",0.69036,1.11933,0,0.93625,1.25168,0.90774,0.70667,0.54962,1.15025,1.25131,0.63258,0.77749,1.04923,0.89026,0.96078,1.19848,1.24368,1.16548,0.62582,0.75756,0.47779,0.78133,0.72875,0.99051,0.3955,0.8637,0.69063,1.14614,0.92299,0.95065,0.66021,1.18754,0.8774,0.94548,0.97772,0.78085,0.96774,0.94487,0.7478,0.97221,0.94403,1.28766,0.689,0.70415,0.79537,1.25781,0.96954,1.02974,1.05498,1.00135
"204",0.844,0.37034,0.93625,0,1.17204,0.49018,0.83181,1.07608,0.79335,1.09603,0.87327,0.71021,1.03676,1.0425,0.64863,1.02511,1.15529,1.14828,0.88589,0.97608,1.00585,0.69206,0.87362,0.90797,0.91741,0.53553,0.92923,0.72344,0.85383,0.78648,0.88892,1.31154,0.86643,0.94956,0.95693,0.96008,0.89933,0.85207,1.00763,0.80614,0.89761,1.18375,0.92246,0.79805,0.97144,1.19627,0.93718,0.92248,0.97351,0.95378
"205",1.17335,1.33481,1.25168,1.17204,0,1.14695,1.14354,1.36201,1.35271,1.50972,1.17251,0.98432,1.17726,1.36984,1.18125,1.43341,1.24667,1.14689,1.15584,1.27938,1.28481,1.09806,1.17505,0.98586,1.19752,1.0891,1.2228,1.38406,0.91636,1.19681,1.21544,1.6414,0.89471,1.02556,1.11146,1.19286,0.9892,0.93796,1.26218,1.21802,0.95647,1.52217,1.19136,1.14672,1.19662,1.55231,1.08711,1.00093,1.04875,1.06549
"206",0.84193,0.67007,0.90774,0.49018,1.14695,0,0.81533,1.02218,0.83656,1.11567,0.85271,0.69748,0.96214,1.0665,0.63677,1.01805,1.16925,1.12323,0.86344,0.97903,1.00552,0.6988,0.87072,0.96284,0.90619,0.52344,0.89928,0.59821,0.87177,0.78462,0.87208,1.35736,0.85559,0.96534,0.91975,0.9588,0.92369,0.85528,0.98142,0.80356,0.8943,1.17963,0.9021,0.79949,0.96342,1.16871,0.95726,0.93422,0.98488,0.97397
"207",0.3648,1.04099,0.70667,0.83181,1.14354,0.81533,0,0.8358,1.07589,1.20405,0.67684,0.68701,0.95529,0.77154,0.8329,1.05117,1.14734,1.12267,0.65974,0.77655,0.75685,0.71954,0.56998,0.94878,0.67578,0.75559,0.71799,1.08899,0.85689,0.855,0.6865,1.05641,0.84301,0.93524,0.89438,0.66244,0.88959,0.86933,0.77252,0.88462,0.88956,1.20584,0.68056,0.3813,0.666,1.19357,0.87336,0.94237,0.94272,0.92356
"208",0.84333,1.23587,0.54962,1.07608,1.36201,1.02218,0.8358,0,1.29458,1.34618,0.76915,0.93928,1.1766,1.02335,1.12044,1.40985,1.33896,1.30038,0.7514,0.88253,0.49927,0.94295,0.84047,1.18472,0.4156,1.00399,0.82538,1.29169,1.03494,1.07225,0.82324,1.35123,1.00415,1.10749,1.11155,0.94882,1.12176,1.08093,0.87162,1.0694,1.08473,1.41008,0.7801,0.81657,0.93862,1.37108,1.12018,1.16845,1.17163,1.15746
"209",1.06236,0.97425,1.15025,0.79335,1.35271,0.83656,1.07589,1.29458,0,1.34043,1.13464,0.95291,1.18668,1.30904,0.87341,1.22562,1.44449,1.25921,1.10018,1.21865,1.24094,0.92006,1.08623,1.16293,1.18377,0.65808,1.18147,1.0566,1.10961,0.97962,1.15275,1.56117,1.04498,1.11671,1.09927,1.18774,1.10863,1.10559,1.24057,0.97884,1.08204,1.29119,1.16263,1.0484,1.1943,1.36407,1.10824,1.17491,1.21036,1.1585
"210",1.18254,1.23123,1.25131,1.09603,1.50972,1.11567,1.20405,1.34618,1.34043,0,1.2029,1.05974,1.30584,1.42021,1.16718,1.48034,1.4953,1.42065,1.19518,1.28439,1.3396,1.04189,1.20497,1.20031,1.22791,0.9718,1.21162,1.3502,1.19648,1.13395,1.18953,1.55025,1.10184,1.20523,1.25804,1.28516,1.22333,1.14861,1.30758,1.1595,1.12002,1.33977,1.22047,1.11832,1.283,1.43506,1.224,1.22552,1.23892,1.2657
"211",0.67723,1.03033,0.63258,0.87327,1.17251,0.85271,0.67684,0.76915,1.13464,1.2029,0,0.72174,1.02447,0.83043,0.91056,1.16343,1.15949,1.09438,0.29001,0.23897,0.70832,0.77094,0.6929,0.94988,0.61297,0.7969,0.17162,1.08994,0.91112,0.90337,0.15113,1.22757,0.86869,0.9642,0.95106,0.73183,0.94386,0.903,0.43761,0.9073,0.92191,1.25677,0.37,0.6541,0.75718,1.21044,0.91839,0.9616,0.99486,0.99273
"212",0.69572,0.87603,0.77749,0.71021,0.98432,0.69748,0.68701,0.93928,0.95291,1.05974,0.72174,0,0.84235,0.90467,0.76914,0.99074,0.9873,0.91631,0.70073,0.84231,0.84421,0.63739,0.72499,0.78417,0.77809,0.63767,0.7715,0.95329,0.7183,0.7668,0.74236,1.18034,0.69429,0.7993,0.774,0.78323,0.77247,0.71608,0.82673,0.77441,0.75959,1.09648,0.76175,0.65029,0.80062,1.03469,0.75478,0.79163,0.84399,0.8178
"213",0.92824,1.18757,1.04923,1.03676,1.17726,0.96214,0.95529,1.1766,1.18668,1.30584,1.02447,0.84235,0,1.2045,1.05596,1.25217,1.24301,1.11859,0.99582,1.17843,1.11137,0.91609,0.97302,1.01369,1.05162,0.89234,1.08164,1.23076,0.92801,1.02826,1.06902,1.43385,0.90603,0.9898,0.12213,1.06051,0.93503,0.92405,1.1155,1.02913,0.94831,1.34517,1.0379,0.92539,1.07226,1.42935,0.31408,1.01943,1.01268,0.99038
"214",0.74418,1.24775,0.89026,1.0425,1.36984,1.0665,0.77154,1.02335,1.30904,1.42021,0.83043,0.90467,1.2045,0,1.06769,1.3235,1.37953,1.25941,0.8231,0.9433,0.95155,0.91285,0.69666,1.15855,0.86159,0.94758,0.89943,1.36226,1.0157,1.12987,0.86918,1.26419,1.03765,1.15005,1.143,0.40829,1.06136,1.06541,0.94607,1.14608,1.07675,1.36716,0.8546,0.74023,0.42264,1.47522,1.0957,1.12934,1.18433,1.11926
"215",0.88133,0.86202,0.96078,0.64863,1.18125,0.63677,0.8329,1.12044,0.87341,1.16718,0.91056,0.76914,1.05596,1.06769,0,1.07184,1.19887,1.15464,0.89901,1.0354,1.0135,0.75196,0.88119,0.96403,0.94114,0.56166,0.96895,0.88084,0.91682,0.84499,0.94304,1.39768,0.85514,0.92823,0.96903,0.93518,0.93398,0.90385,1.02335,0.86905,0.90588,1.23756,0.93278,0.8213,0.93506,1.21677,0.92841,0.95476,1.02729,1.01817
"216",1.10843,1.229,1.19848,1.02511,1.43341,1.01805,1.05117,1.40985,1.22562,1.48034,1.16343,0.99074,1.25217,1.3235,1.07184,0,1.48324,1.38109,1.18498,1.2747,1.30818,0.98956,1.13845,1.27988,1.25361,0.92469,1.20341,1.26552,1.15136,0.69626,1.19981,1.58057,1.09737,1.21382,1.20439,1.21256,1.2255,1.17712,1.27622,0.70647,1.16746,1.3989,1.20829,1.05495,1.23149,1.40085,1.21569,1.22618,1.25615,1.2597
"217",1.14422,1.33446,1.24368,1.15529,1.24667,1.16925,1.14734,1.33896,1.44449,1.4953,1.15949,0.9873,1.24301,1.37953,1.19887,1.48324,0,1.09786,1.16882,1.26783,1.31152,1.11977,1.20505,0.80273,1.24379,1.14941,1.20237,1.42709,0.89821,1.16644,1.17688,1.70667,0.63889,0.73155,1.15747,1.2598,0.94903,0.75935,1.30799,1.17836,0.68456,1.59267,1.25277,1.08498,1.2762,1.53808,1.17869,0.83115,0.75497,1.0133
"218",1.08588,1.33001,1.16548,1.14828,1.14689,1.12323,1.12267,1.30038,1.25921,1.42065,1.09438,0.91631,1.11859,1.25941,1.15464,1.38109,1.09786,0,1.09521,1.22955,1.2511,1.03666,1.0755,0.89086,1.15358,1.01094,1.1682,1.33522,0.82319,1.09659,1.14487,1.56731,0.7836,0.89916,1.08598,1.13472,0.87945,0.82756,1.22347,1.10164,0.85333,1.36636,1.1462,1.03822,1.13846,1.51283,1.08375,0.88539,0.96649,0.94008
"219",0.64823,1.05252,0.62582,0.88589,1.15584,0.86344,0.65974,0.7514,1.10018,1.19518,0.29001,0.70073,0.99582,0.8231,0.89901,1.18498,1.16882,1.09521,0,0.39013,0.70882,0.77795,0.68698,0.95954,0.60514,0.80837,0.32636,1.10622,0.89684,0.90584,0.30919,1.15544,0.86519,0.9671,0.93491,0.75763,0.91636,0.89365,0.42801,0.91551,0.92606,1.25822,0.35334,0.63799,0.75996,1.21258,0.89131,0.95915,1.00197,0.94541
