"","hypo.p","kidney.p","liver.p"
"1450942_at",0.150743435,0.226921079,0.807860008
"1450949_at",0.077526396,0.148776048,0.569031187
"1450950_at",0.809263616,0.065916159,0.161904244
"1450953_at",0.233815755,0.255236565,0.716628987
"1450954_at",0.07027081,0.430552286,0.4275383
"1450955_s_at",0.190656047,0.081430191,0.347849522
"1450957_a_at",0.629792112,0.357852442,0.174568441
"1450963_at",0.045768552,0.107076957,0.330975135
"1450964_a_at",0.060350207,0.01918157,0.814154355
"1450965_at",0.051287589,0.049640102,0.516582527
"1450966_at",0.65415167,0.00699801,0.034382654
"1450967_at",0.469360746,0.576248772,0.691539887
"1450968_at",0.075650665,0.006053345,0.286285453
"1450969_at",0.143650198,0.004607599,0.402008116
"1450972_at",0.411130936,0.278816944,0.898134243
"1450978_at",0.693826132,0.092775698,0.570078209
"1450982_at",0.091301251,0.008614005,0.080385928
"1450983_at",0.327057848,0.021531299,0.58701522
"1450986_at",0.312128289,0.417383398,0.024611017
"1450987_a_at",0.727118677,0.060475798,0.472680831
"1450994_at",0.116471744,0.681992298,0.903811994
"1451000_at",0.595436039,0.079227663,0.340034753
"1451002_at",0.325253802,0.730301809,0.227541693
"1451005_at",0.872386928,0.263647152,0.350511628
"1451017_at",0.09516951,0.264694505,0.525315687
"1451018_at",0.274976152,0.017434231,0.360988682
"1451025_at",0.719044684,0.746106283,0.77779807
"1451035_a_at",0.169774998,0.051807824,0.11808503
"1451037_at",0.595225404,0.622405437,0.487180562
"1451040_at",0.560085466,0.371572224,0.827518601
"1451041_at",0.021425268,0.005412653,0.648441965
"1451049_at",0.700751627,0.840316017,0.084940417
"1451050_at",0.467397864,0.257232152,0.507864684
"1451051_a_at",0.570185563,0.65287807,0.939760912
"1451052_at",0.831481991,0.804170368,0.447187758
"1451056_at",0.88752712,0.910798347,0.651007821
"1451058_at",0.162310009,0.749932504,0.142202033
"1451065_a_at",0.100207547,0.038570235,0.087723582
"1451067_at",0.425716374,0.67839845,0.516312363
"1451068_s_at",0.91918,0.959635823,0.56795251
"1451070_at",0.014278834,0.009327586,0.444980443
"1451071_a_at",0.148547783,0.054856439,0.091392679
"1451072_a_at",0.593617338,0.818745681,0.04876076
"1451074_at",0.204702369,0.887896982,0.044229684
"1451075_s_at",0.811421447,0.208748109,0.131606642
"1451076_s_at",0.272924094,0.515891706,0.709482311
"1451077_at",0.731162465,0.975550257,0.098673387
"1451078_at",0.45654883,0.289331425,0.606125962
"1451080_at",0.177533919,0.412298771,0.03990821
"1451083_s_at",0.639938059,0.925370499,0.628868649
"1451084_at",0.226308098,0.011986061,0.232296794
"1451086_s_at",0.078922569,0.021862278,0.200529363
"1451089_a_at",0.94282346,0.832562204,0.950641874
"1451090_a_at",0.060480615,0.04852945,0.256680252
"1451092_a_at",0.941114436,0.202059392,0.029423512
"1451095_at",0.095281573,0.010247033,0.046040667
"1451096_at",0.154001447,0.15364618,0.491017045
"1451097_at",0.506727258,0.577241453,0.600485622
"1451098_at",0.106494424,0.213897964,0.97210469
"1451101_a_at",0.901092035,0.321609718,0.51734967
"1451102_at",0.041520111,0.001137107,0.968705053
"1451104_a_at",0.749371553,0.112966667,0.546048149
"1451108_at",0.228064867,0.215464319,0.981267663
"1451109_a_at",0.097913223,0.000683905,0.5371152
"1451112_s_at",0.03182252,0.010746639,0.87648771
"1451113_a_at",0.976824567,0.820225556,0.409404642
"1451114_at",0.148548841,0.014461691,0.143314505
"1451118_a_at",0.33747608,0.66436441,0.56159129
"1451122_at",0.28255423,0.534388637,0.388248962
"1451124_at",0.53923105,0.668817941,0.926952133
"1451125_at",0.236317865,0.024564732,0.190191239
"1451126_at",0.020263013,0.350098428,0.514246185
"1451130_at",0.448486583,0.810535635,0.241217692
"1451131_at",0.175093491,0.383440385,0.218170299
"1451132_at",0.622422276,0.083921778,0.511648336
"1451134_a_at",0.074323373,0.051946417,0.717604215
"1451135_at",0.29991273,0.450322469,0.133037597
"1451141_at",0.962446392,0.66482403,0.418762185
"1451143_at",0.237356081,0.254075176,0.105710749
"1451144_at",0.437064616,0.321701894,0.909123324
"1451145_s_at",0.259417053,0.189956448,0.881214178
"1451146_at",0.349970035,0.213174897,0.835405276
"1451148_at",0.793653673,0.34846983,0.338310488
"1451149_at",0.628551673,0.312562352,0.046275614
"1451151_s_at",0.667556708,0.952227,0.930300426
"1451152_a_at",0.716863912,0.527785146,0.132981964
"1451154_a_at",0.004487938,0.000206274,0.726149281
"1451158_at",0.88301383,0.911106442,0.123995907
"1451159_at",0.044184075,0.073384532,0.060956828
"1451161_a_at",0.84006265,0.46868419,0.56487762
"1451162_at",0.521017566,0.852266306,0.169612559
"1451164_a_at",0.1713252,0.015535749,0.847025468
"1451168_a_at",0.945384068,0.128168589,0.209759591
"1451172_at",0.589461913,0.913793995,0.24748632
"1451175_at",0.767398502,0.907485016,0.690751921
"1451177_at",0.091321494,0.039943407,0.19300859
"1451178_at",0.255693452,0.083274161,0.584592127
"1451179_a_at",0.385231904,0.258145326,0.107794014
"1451182_s_at",0.029897105,0.11683686,0.072253171
"1451184_at",0.786909515,0.503130463,0.31134133
"1451187_at",0.488400821,0.694779256,0.971198834
"1451188_at",0.467115576,0.071820263,0.065194092
"1451190_a_at",0.911670409,0.182929244,0.561266161
"1451193_x_at",0.246034631,0.375486084,0.067299515
"1451195_a_at",0.858062311,0.816243819,0.88086271
"1451196_at",0.468239976,0.292755907,0.757027264
"1451197_s_at",0.451412503,0.653290078,0.886499335
"1451198_at",0.859593434,0.575028139,0.748597563
"1451199_at",0.317811737,0.203141746,0.62086022
"1451200_at",0.000671539,0.015795973,0.375731454
"1451201_s_at",0.246351801,0.20603587,0.428124844
"1451202_at",0.106818092,0.303985314,0.058463553
"1451205_at",0.240156013,0.303943014,0.934512056
"1451207_at",0.857533377,0.75236782,0.7711833
"1451210_at",0.243985341,0.172088421,0.055070126
"1451211_a_at",0.301437956,0.029317725,0.503366063
"1451214_at",0.016375196,0.001062831,0.53550533
"1451216_at",0.864353155,0.661160757,0.332738314
"1451217_a_at",0.157143866,0.062307697,0.28524153
"1451219_at",0.441581818,0.092862876,0.323177565
"1451220_at",0.40004411,0.374793124,0.671092836
"1451222_at",0.070740142,0.057728783,0.299798601
"1451223_a_at",0.213480493,0.350261334,0.232761169
"1451224_at",0.054887747,0.02628742,0.365610253
"1451225_at",0.078148822,0.011872505,0.309270333
"1451230_a_at",0.621706817,0.032887064,0.333102034
"1451231_a_at",0.180790679,0.276207722,0.63410126
"1451232_at",0.097385903,0.28800924,0.615561321
"1451234_at",0.198659653,0.041878299,0.858894716
"1451237_s_at",0.715163943,0.297936164,0.867393959
"1451240_a_at",0.217519492,0.580276436,0.243739965
"1451242_a_at",0.842456952,0.851575732,0.896795
"1451244_a_at",0.516854244,0.336395606,0.252241796
"1451247_at",0.160061796,0.02122124,0.023142556
"1451249_at",0.51424178,0.599763194,0.229033725
"1451251_at",0.637012706,0.331459353,0.085710129
"1451253_at",0.950195565,0.652285857,0.154630845
"1451254_at",0.144881235,0.006492368,0.780849446
"1451256_at",0.127762884,0.151106281,0.125633227
"1451259_at",0.294213783,0.262469887,0.884741941
"1451262_a_at",0.350431272,0.893996002,0.133981428
"1451267_at",0.816544004,0.708927509,0.759378372
"1451271_a_at",0.868618083,0.017559793,0.057802916
"1451272_a_at",0.262725526,0.21022016,0.197055384
"1451274_at",0.656514969,0.931314494,0.048149525
"1451276_at",0.947816872,0.941530753,0.816434423
"1451283_at",0.562680947,0.859489074,0.715554585
"1451285_at",0.288198823,0.013863053,0.207825977
"1451286_s_at",0.540755964,0.028168472,0.569764683
"1451290_at",0.989050722,0.013977185,0.00981977
"1451294_s_at",0.51278791,0.829472662,0.480263819
"1451295_a_at",0.651643846,0.537604764,0.635106741
"1451302_at",0.983698165,0.37832322,0.375507348
"1451307_at",0.374723674,0.108725034,0.11562189
"1451310_a_at",0.245217126,0.191541953,0.991770409
"1451311_a_at",0.321033729,0.148853225,0.676772387
"1451312_at",0.544369132,0.216196477,0.131731181
"1451313_a_at",0.010066397,0.014323361,0.329936486
"1451315_at",0.763808754,0.810080988,0.309022249
"1451316_a_at",0.646197769,0.489454399,0.586751641
"1451317_at",0.744075371,0.933389863,0.90197272
"1451322_at",0.112763861,0.008589283,0.139651597
"1451324_s_at",0.456250899,0.739649868,0.14894438
"1451327_a_at",0.121292751,0.285585258,0.880970954
"1451329_at",0.727189981,0.318515338,0.494561728
"1451339_at",0.048483081,5.84e-06,0.050158782
"1451346_at",0.793785467,0.892588039,0.57817885
"1451351_at",0.829138515,0.524141916,0.831925633
"1451355_at",0.759791072,0.008850413,0.036545338
"1451356_at",0.173121931,0.076023009,0.650598804
"1451361_a_at",0.981336536,0.004817628,0.949058603
"1451362_at",0.50440999,0.058618282,0.068383713
"1451364_at",0.891896724,0.89483896,0.679404138
"1451366_at",0.913872235,0.68138617,0.833426048
"1451368_at",0.219418365,0.347483299,0.431871085
"1451369_at",0.032924969,0.052630424,0.754923633
"1451370_at",0.034303388,0.000122304,0.155939895
"1451379_at",0.024749375,0.068886787,0.448868157
"1451381_at",0.2720907,0.082994153,0.671725286
"1451383_a_at",0.733207551,0.208567724,0.10024839
"1451385_at",0.547327052,0.40016193,0.451086435
"1451387_s_at",0.263658211,0.228700799,0.193512585
"1451388_a_at",0.312796785,0.199168347,0.921458451
"1451392_at",0.072831167,0.103769393,0.780053548
"1451393_at",0.846814404,0.556631244,0.221636539
"1451395_at",0.378965771,0.855994932,0.033150776
"1451396_at",0.103578789,0.041619027,0.500801672
"1451398_at",0.059197581,0.002233945,0.812772895
"1451399_at",0.084614197,0.018109488,0.842505909
"1451401_a_at",0.204118363,0.024546155,0.916402737
"1451402_at",0.151224018,0.274863444,0.798115985
"1451405_at",0.140667099,0.001927782,0.163611595
"1451408_at",0.332465747,0.38162548,0.52767544
"1451412_a_at",0.395935727,0.076866893,0.26105021
"1451420_at",0.402797324,0.589740355,0.239457677
"1451424_at",1,0.043338041,0.19645773
"1451425_a_at",0.129765121,0.89006643,0.071727508
"1451436_at",0.873976674,0.806439952,0.338806993
"1451437_at",0.10549758,0.002205445,0.190461334
"1451442_at",0.295063676,0.773119691,0.020245054
"1451448_a_at",0.5367152,0.100914443,0.89554318
"1451449_at",0.860097967,0.549500702,0.526730609
"1451457_at",0.01912434,0.141244997,0.85206097
"1451461_a_at",0.009104555,0.000106515,0.905920541
"1451462_a_at",0.3863131,0.150087555,0.156302388
"1451465_at",0.173021966,0.568006682,0.089725778
"1451469_at",0.31132903,0.092585283,0.059578524
"1451470_s_at",0.812931831,0.802819667,0.501424906
"1451473_a_at",0.808717037,0.687343129,0.752815797
"1451476_at",0.362295754,0.003501519,0.919707655
"1451487_at",0.220257037,0.247329036,0.043040114
"1451493_at",0.150098002,0.061575919,0.812735085
"1451494_at",0.652653245,0.306097046,0.356202947
"1451499_at",0.002387601,0.215699187,0.67393112
"1451504_at",0.086804628,0.005582026,0.765149487
"1451509_at",0.138163783,0.066370507,0.384800847
"1451512_s_at",0.969617575,0.045939964,0.111786845
"1451519_at",0.606382475,0.883642498,0.53146037
"1451520_at",0.11032733,0.216684991,0.703088619
"1451521_x_at",0.549428316,0.139292158,0.4986971
"1451522_s_at",0.080819818,0.194509851,0.13521438
"1451525_at",0.103064908,0.029425098,0.845913722
"1451530_at",0.630010045,0.158658179,0.020789491
"1451536_at",0.071215342,0.008114361,0.430792009
"1451543_at",0.253778722,0.876413976,0.642117313
"1451545_at",0.926711011,0.253276436,0.331106071
"1451552_at",0.080795021,0.210479079,0.658625629
"1451554_a_at",0.82511586,0.373979011,0.842899088
"1451556_a_at",0.986583559,0.702181361,0.804067913
"1451558_at",0.011244167,0.002617514,0.3041882
"1451559_a_at",0.070041245,0.001704287,0.285094709
"1451566_at",0.360870755,0.404502914,0.052294222
"1451567_a_at",0.920264339,0.240108453,0.416367541
"1451568_at",0.054235955,0.010304429,0.97105928
"1451570_a_at",0.759286638,0.123742898,0.064982901
"1451572_a_at",0.931110921,0.239062345,0.14804931
"1451574_at",0.022028754,0.0014456,0.344419736
"1451575_a_at",0.376359085,0.014179421,0.451801989
"1451586_at",0.260103937,0.020646874,0.020532559
"1451592_at",0.74207944,0.287747322,0.042688615
"1451611_at",0.131257447,0.673005695,0.795722379
"1451618_at",1,1,0.920924508
"1451621_at",0.29719921,0.628276963,0.078925151
"1451622_at",0.890790127,0.855354624,0.852221459
"1451630_at",0.063703888,0.01608217,0.627770945
"1451638_s_at",0.450635023,0.248696389,0.389185763
"1451640_a_at",0.916859314,0.087076355,0.259710655
"1451643_a_at",0.818665697,0.325593129,0.408828835
"1451652_a_at",0.709222453,0.668861115,0.734088618
"1451658_a_at",0.030220104,0.008807002,0.681134604
"1451665_a_at",0.90643922,0.653856049,0.695085832
"1451666_at",0.49604834,0.082950457,0.968185041
"1451668_at",0.784644565,0.438146348,0.933016455
"1451669_at",0.01141962,0.082833952,0.092704086
"1451676_at",0.501389202,0.319389443,0.084789785
"1451680_at",0.252735452,0.500363906,0.172546457
"1451683_x_at",0.747469196,0.393516926,0.219837357
"1451695_a_at",0.047409718,0.033786125,0.353005271
"1451700_a_at",0.097690194,0.369012918,0.119998545
"1451703_s_at",0.024759363,0.003513297,0.44174773
"1451723_at",0.905669144,0.262725518,0.505544561
"1451726_at",0.8643328,0.33028207,0.144178774
"1451736_a_at",0.52192563,0.230633618,0.728611953
"1451740_at",0.102112682,0.370487248,0.395559579
"1451742_a_at",0.620132765,0.087504118,0.103999811
"1451743_at",0.661638785,0.31001481,0.204282623
"1451744_a_at",0.142563106,0.010318209,0.383908677
"1451745_a_at",0.219682644,0.123911176,0.151150564
"1451747_a_at",0.845394269,0.853083567,0.962598475
"1451748_a_at",0.856569577,0.960613301,0.617481554
"1451752_at",0.101606929,0.174719455,0.061337442
"1451754_a_at",0.874878831,0.940357429,0.059998022
"1451760_s_at",0.137155892,6.15e-05,0.002823443
"1451765_a_at",0.058656327,6.21e-05,0.037202938
"1451770_s_at",0.348850218,0.459060973,0.633169618
"1451776_s_at",0.627557236,0.822916177,0.934215589
"1451782_a_at",0.845885554,0.277017639,0.922030407
"1451783_a_at",0.638103256,0.008037665,0.322484434
"1451784_x_at",0.735269232,0.200073132,0.125102802
"1451786_at",0.041404708,0.174764432,0.434008843
"1451791_at",0.305931533,0.842204711,0.790890524
"1451793_at",0.636511374,0.375136103,0.382643488
"1451804_a_at",0.5114785,0.332836396,0.127389934
"1451814_a_at",0.141387194,0.028807844,0.600087442
"1451825_a_at",0.483963093,0.227810766,0.594133281
"1451833_a_at",0.936676277,0.148277852,0.146901313
"1451845_a_at",0.651582111,0.342326666,0.487458214
"1451873_a_at",0.622828542,0.543166652,0.576361362
"1451884_a_at",0.135952079,0.188364562,0.031018452
"1451896_a_at",0.490338281,0.24314484,0.445074272
"1451897_a_at",0.112633533,0.129039367,0.194618101
"1451909_a_at",0.041220831,0.008778974,0.920496786
"1451931_x_at",0.792896933,0.305356199,0.167623572
"1451939_a_at",1,0.137908518,0.332016607
"1451943_a_at",0.314522252,0.392297026,0.086571283
"1451956_a_at",0.487558598,0.59107859,0.108264349
"1451965_at",0.52059816,0.534287655,0.166404049
"1451971_at",0.917787089,0.365365158,0.560556472
"1451974_at",0.28888762,0.100338358,0.172445824
"1451975_at",0.222330497,0.818757812,0.006925174
"1451979_at",0.404491316,0.734206954,0.601309719
"1451980_at",0.005521517,0.012106002,0.107066659
"1451981_at",0.690123789,0.687240201,0.643189367
"1451984_at",0.438793617,0.303604268,0.475621336
"1451988_s_at",0.137265745,0.021392625,0.820394226
"1451989_a_at",0.338265471,0.082388311,0.518171769
"1451992_at",0.093038937,0.038968892,0.476114765
"1451993_at",0.913091321,0.887814789,0.921071182
"1451994_s_at",0.806037222,0.653528942,0.923491456
"1452000_s_at",0.961894176,0.444603848,0.221154777
"1452005_at",0.951322072,0.766715066,0.290454088
"1452011_a_at",0.73000332,0.649046286,0.87397139
"1452016_at",0.560265009,0.791581067,0.608825294
"1452020_a_at",0.105968224,0.450680633,0.213835433
"1452030_a_at",0.740519196,0.090777662,0.122655977
"1452032_at",0.069200246,0.00282025,0.827140114
"1452035_at",0.186486966,0.773833435,0.357280345
"1452036_a_at",0.60358062,0.743896777,0.456368694
"1452037_at",0.118220405,0.058551352,0.694308337
"1452038_at",0.693518884,0.874187837,0.087994544
"1452039_a_at",0.960546941,0.600084391,0.423979169
"1452043_at",0.431600209,0.367192614,0.697346005
"1452044_at",0.869070748,0.79707587,0.469719477
"1452045_at",0.018853798,0.013571321,0.888591678
"1452046_a_at",0.935363734,0.158264427,0.883569606
"1452047_at",0.714046862,0.170145187,0.121713363
"1452048_at",0.148410073,0.001570157,0.443823138
"1452049_at",0.701672378,0.196728833,0.93893172
"1452051_at",0.316252593,0.102503678,0.376964714
"1452052_s_at",0.766280477,0.777756041,0.712335309
"1452053_a_at",0.923073085,0.571625753,0.718767009
"1452054_at",0.425665035,0.774445862,0.987233305
"1452055_at",0.331313179,0.08134395,0.076093815
"1452056_s_at",0.038973562,0.011169803,0.437555471
"1452057_at",0.551605461,0.198231717,0.225950429
"1452058_a_at",0.094530491,0.15800076,0.435978043
"1452059_at",0.537098389,0.008973219,0.266216299
"1452061_s_at",0.734746567,0.955535545,0.112974987
"1452062_at",0.833133375,0.33962246,0.560059869
"1452066_a_at",0.806686642,0.840044007,0.626608639
"1452076_at",0.690229383,0.001264672,0.200849363
"1452078_a_at",0.143410089,0.011884933,0.350032017
"1452080_a_at",0.309247941,0.211338166,0.703479156
"1452083_a_at",0.199533636,0.196679591,0.655562152
"1452084_at",0.461222406,0.052304499,0.953540739
"1452085_at",0.837803948,0.226754428,0.905606419
"1452093_at",0.202536584,0.267137609,0.695324451
"1452096_s_at",0.887163075,0.998460635,0.476143255
"1452100_at",0.508204742,0.804109219,0.182365799
"1452101_at",0.762297292,0.591205458,0.417756535
"1452102_at",0.375851816,0.467251945,0.730688065
"1452116_s_at",0.016816877,0.005742494,0.922708693
"1452120_at",0.406490065,0.598037126,0.194170549
"1452123_s_at",0.936878209,0.274107584,0.137091894
"1452130_at",0.612284521,0.472282218,0.519913373
"1452132_at",0.255853281,0.214375466,0.350447781
"1452133_at",0.848250357,0.579551501,0.887971312
"1452137_at",0.922735102,0.456175591,0.069019855
"1452140_at",0.226977641,0.795143148,0.584486398
"1452141_a_at",0.219731744,0.705965267,0.024024739
"1452143_at",0.243104618,0.011433033,0.45218044
"1452144_a_at",0.608693295,0.098608428,0.050777839
"1452147_at",0.34660178,0.529712033,0.574389602
"1452148_at",0.162125178,0.733869312,0.473076145
"1452149_at",0.115159107,0.189117289,0.292250745
"1452150_at",0.141609565,0.950116578,0.866800547
"1452152_at",0.933206162,0.663071067,0.400649167
"1452154_at",0.452711832,0.454706313,0.718091358
"1452155_a_at",0.022598675,0.001388121,0.947148413
"1452156_a_at",0.168569301,0.0093763,0.422998602
"1452157_at",0.646336569,0.559268393,0.949009108
"1452159_at",0.761233827,0.264673693,0.020465598
"1452160_at",0.349699664,0.908850628,0.585566365
"1452161_at",0.32198419,0.394140375,0.998271136
"1452162_at",0.399736255,0.933807975,0.047247044
"1452164_at",0.756285942,0.274682005,0.591624878
"1452166_a_at",0.730779612,0.990249591,0.408415921
"1452167_at",0.085149816,0.414592635,0.234683284
"1452168_x_at",0.215814339,0.096265436,0.967408439
"1452170_at",0.625358216,0.787786976,0.367000199
"1452171_at",0.536125054,0.931882013,0.676943194
"1452173_at",0.076173466,0.040994023,0.799075579
"1452175_at",0.994317863,0.832452244,0.370528056
"1452176_at",0.754720131,0.921430426,0.179531673
"1452178_at",0.033809268,0.006017917,0.417068222
"1452184_at",0.342948799,0.189647818,0.278112793
"1452186_at",0.232861927,0.020963621,0.297066455
"1452189_at",0.423667976,0.15590771,0.854253098
"1452192_at",0.568756777,0.44624902,0.537713502
"1452193_a_at",0.363824547,0.423859669,0.289677165
"1452194_at",0.976070787,0.876543539,0.963080452
"1452196_a_at",0.585835478,0.014878878,0.602644808
"1452197_at",0.037321903,0.233621772,0.077901499
"1452200_at",0.824491225,0.111743171,0.767224761
"1452203_at",0.162564262,0.003648372,0.808054983
"1452206_at",0.43046896,0.096785481,0.41938366
"1452207_at",0.754856918,0.35797507,0.954050322
"1452209_at",0.14886426,0.504109415,0.035567126
"1452210_at",0.833266067,0.066587116,0.317597118
"1452211_at",0.099758419,0.022204515,0.636771504
"1452213_at",0.865395241,0.418474373,0.216078543
"1452220_at",0.747573979,0.407627504,0.298203458
"1452221_a_at",0.122145569,0.491311598,0.506674706
"1452222_at",0.544851936,0.048252497,0.684875999
"1452224_at",0.921749279,0.896330439,0.148603601
"1452225_at",0.22088861,0.924850993,0.070701033
"1452228_at",0.559978119,0.527906238,0.037036377
"1452232_at",0.544082888,0.119500499,0.213412898
"1452235_at",0.959278699,0.984762686,0.29500383
"1452237_at",0.349278641,0.985287375,0.092966077
"1452238_at",0.252172705,0.347089885,0.37791011
"1452246_at",0.12469607,0.078010702,0.280378767
"1452247_at",0.110050032,0.111033037,0.681510536
"1452254_at",0.174485928,0.414506154,0.103660372
"1452256_at",0.181179197,0.003134613,0.731536822
"1452257_at",0.782297378,0.004551627,0.008392812
"1452262_at",0.475200419,0.028606222,0.07919971
"1452265_at",0.011791548,0.000989729,0.850899457
"1452269_at",0.056119764,0.179330717,0.410470516
"1452271_at",0.715667141,0.379671448,0.762234424
"1452273_at",0.481267007,1,1
"1452276_at",0.428679217,0.258987709,0.817454461
"1452285_a_at",0.895661735,0.130702141,0.936860063
"1452286_at",0.218997355,0.449463848,0.486929511
"1452289_a_at",0.276754748,0.069833278,0.884243943
"1452290_at",0.897109736,0.07192044,0.005392665
"1452292_at",0.373275682,0.10471117,0.655009616
"1452293_at",0.988841175,0.627435864,0.925753849
"1452294_at",0.727209143,0.005002284,0.025755567
"1452307_at",0.09681418,0.063898218,0.691273408
"1452309_at",0.14244095,0.014269638,0.021237864
"1452316_at",0.147665323,0.268791358,0.213457457
"1452318_a_at",0.492360422,0.7966018,0.324754598
"1452323_at",0.038856809,0.0407558,0.713592124
"1452328_s_at",0.309586356,0.011026633,0.736399495
"1452330_a_at",0.023793225,0.64660451,0.239103775
"1452333_at",0.903148289,0.114724495,0.453695112
"1452341_at",0.290110352,0.029644715,0.099304225
"1452346_at",0.221305423,0.076945904,0.115877014
"1452347_at",0.04066744,0.001844872,0.597750318
"1452371_at",0.261285843,0.037552588,0.451388849
"1452372_at",0.54128576,0.400844836,0.424021025
"1452375_at",0.186941403,0.001733713,0.022109141
"1452391_at",0.663675379,0.575555234,0.238534005
"1452396_at",0.979354327,0.72773163,0.493716192
"1452398_at",0.2957721,0.17176488,0.966782108
"1452401_at",0.22023671,0.946685177,0.31180115
"1452417_x_at",0.857810631,0.371213949,0.355070945
"1452422_a_at",0.860914313,0.834481828,0.10879133
"1452427_s_at",0.008301646,0.003026876,0.895283343
"1452428_a_at",0.536520716,0.200821171,0.073759888
"1452430_s_at",0.053823343,0.019686765,0.436879211
"1452431_s_at",0.025176864,0.35266709,0.338530074
"1452432_at",0.888285303,0.854153989,0.871126732
"1452434_s_at",0.051351119,0.0424411,0.180757842
"1452439_s_at",0.755223047,0.905312793,0.463918653
"1452443_s_at",0.411974577,0.148343317,0.919853056
"1452451_at",1,0.050572077,0.249680104
"1452454_at",0.459067293,0.198791307,0.099346153
"1452461_a_at",0.722914715,0.330405022,0.693651306
"1452463_x_at",0.73588288,0.951625096,0.241233162
"1452490_a_at",0.272797125,0.04419324,0.9047086
"1452496_at",0.063879262,0.116969128,0.438142182
"1452506_a_at",0.705724637,0.262946905,0.803738897
"1452521_a_at",0.698428322,0.9796138,1
"1452540_a_at",0.095852429,0.011590918,0.897814043
"1452560_a_at",0.639536855,0.928814861,0.971013818
"1452579_at",0.137019595,0.092046724,0.947693094
"1452580_a_at",0.619860522,0.401583599,0.858949999
"1452582_at",0.022980571,0.001472983,0.413604229
"1452584_at",0.827701769,0.562434535,0.390773429
"1452585_at",0.07348746,0.01267851,0.946118746
"1452586_at",0.306911724,0.276520835,0.779588802
"1452587_at",0.070275047,0.059400901,0.142673763
"1452591_a_at",0.149671042,0.145866748,0.111921699
"1452594_at",0.395864052,0.128454212,0.908770044
"1452596_at",0.930098194,0.585357614,0.360817856
"1452607_at",0.103727221,0.221479412,0.245380015
"1452612_at",0.526954321,0.92456174,0.373269659
"1452616_s_at",0.951435006,0.57179539,0.553927647
"1452621_at",0.748833793,0.213356199,0.162395544
"1452625_at",0.527232354,0.348508073,0.746623475
"1452627_at",0.955838517,0.263993329,0.44991894
"1452637_a_at",0.171840042,0.003806088,0.372604222
"1452648_at",0.119176421,0.554987551,0.131147856
"1452649_at",0.113582798,0.028691542,0.469461454
"1452658_at",0.433375051,0.61169753,0.799996395
"1452659_at",0.111667309,0.142965358,0.804238319
"1452660_s_at",0.629938952,0.102262261,0.118352027
"1452661_at",0.114771253,0.696342615,0.443485322
"1452662_a_at",0.123306202,0.264986653,0.111666794
"1452664_a_at",0.597115223,0.809701518,0.074646266
"1452668_x_at",0.006089023,0.01086466,0.696291546
"1452669_at",0.094460402,0.011714672,0.868018036
"1452671_s_at",0.790233028,0.920337097,0.071136
"1452674_a_at",0.293859584,0.790285421,0.31319389
"1452680_at",0.338167682,0.62357509,0.149187879
"1452681_at",0.219039784,0.471486,0.101614629
"1452683_at",0.734139187,0.090401607,0.614485478
"1452686_s_at",0.616087395,0.929465549,0.85236723
"1452691_at",0.630534646,0.256289195,0.545305518
"1452692_a_at",0.146204429,0.030995848,0.612649116
"1452694_at",0.289493075,0.029826375,0.709091028
"1452701_x_at",0.307226673,0.426147618,0.449371019
"1452703_at",0.785168656,0.759376544,0.218932481
"1452704_at",0.528627032,0.41599019,0.417196775
"1452708_a_at",0.931235781,0.253342696,0.494295026
"1452709_at",0.466782795,0.192803554,0.493643329
"1452713_a_at",0.476805557,0.391769251,0.208760102
"1452716_at",0.747984015,0.487711429,0.375760873
"1452718_at",0.93452885,0.615442665,0.102440085
"1452721_a_at",0.163973379,0.029486547,0.402641868
"1452734_at",0.230757699,0.140283749,0.437505018
"1452735_at",0.181948341,0.029770929,0.46222796
"1452742_at",0.588032197,0.233380242,0.687115599
"1452743_at",0.237134156,0.242650916,0.758124143
"1452746_at",0.021861284,0.002370849,0.644575618
"1452754_at",0.00642335,0.195164293,0.082848697
"1452757_s_at",0.37005327,0.138563571,0.064912182
"1452758_s_at",0.468508237,0.346206932,0.490220813
"1452765_at",0.428647094,0.855823846,0.105741908
"1452767_at",0.61267753,0.956488915,0.767025396
"1452768_at",0.119997112,0.035209633,0.07857179
"1452769_at",0.32047829,0.289386453,0.236360295
"1452770_at",0.450278966,0.050964497,0.186260511
"1452773_at",0.519857016,0.751955577,0.353684639
"1452774_at",0.001231921,0.001057194,0.754122669
"1452776_a_at",0.816158708,0.709437106,0.998278302
"1452778_x_at",0.926682116,0.264233505,0.462693747
"1452780_at",0.520345585,0.936114489,0.762424794
"1452781_a_at",0.458260628,0.411604635,0.266726488
"1452784_at",0.958101853,0.274016091,0.08907162
"1452787_a_at",0.971729231,0.037137518,0.316981249
"1452790_x_at",0.388386294,0.361811588,0.367805846
"1452813_a_at",0.530546042,0.559544327,0.714616002
"1452823_at",0.146121647,0.000127076,0.042160822
"1452828_at",0.064140711,0.183520864,0.479189725
"1452829_at",0.661515518,0.112836658,0.04510613
"1452831_s_at",0.206447344,0.405594539,0.709571093
"1452835_a_at",0.321005638,0.250386276,0.401055086
"1452839_at",0.642916351,0.887640931,0.559454113
"1452843_at",0.178631787,0.391245495,0.048788647
"1452844_at",0.550780756,0.541172194,0.250424602
"1452866_at",0.051779415,0.128423305,0.082688663
