"","Pval1","Pval2"
"96700_r_at",0.431484511,0.463147879
"96701_at",0.555548371,0.065252941
"96707_at",0.10530441,0.001717542
"96708_at",0.844081302,0.101855885
"96709_at",0.777353091,0.362974602
"96710_at",0.006048454,0.770021839
"96713_at",0.293200584,0.342389355
"96716_at",0.202610006,0.888144041
"96723_f_at",0.293868223,0.214907323
"96725_at",0.798401717,0.5805174
"96728_at",0.373748946,0.21695542
"96731_at",0.546401735,0.011988661
"96733_at",0.742348356,0.818609702
"96738_at",0.065290151,0.804983551
"96743_at",0.680457511,0.82053472
"96744_at",0.400746017,0.80016255
"96747_at",0.054701827,0.01776376
"96748_i_at",0.797681596,0.224282278
"96749_f_at",0.727646469,0.017915184
"96750_at",0.200255878,0.730745364
"96751_at",0.190691791,0.100986158
"96754_s_at",0.094326914,0.270445065
"96756_at",0.358703473,0.918832859
"96758_s_at",0.96016476,0.559939209
"96761_at",0.330385219,0.865512935
"96762_at",0.356387295,0.932860635
"96771_at",0.123879413,0.20909828
"96774_at",0.639007466,0.041993802
"96777_at",0.393559759,0.592741427
"96779_f_at",0.71790306,0.734771359
"96781_at",0.901878555,0.86276205
"96797_s_at",0.690062687,0.99366888
"96803_at",7.28e-05,0.283008886
"96813_f_at",0.017261764,0.54142797
"96828_at",0.917866788,0.419335934
"96829_at",0.939621272,0.282352451
"96832_at",0.368683375,0.755935488
"96834_at",0.266429403,0.21293952
"96837_at",0.98911871,0.93862302
"96840_at",0.307004314,0.826899131
"96841_at",0.935364643,0.554637299
"96847_at",0.127952025,0.590396772
"96849_at",0.378090258,0.716048034
"96852_at",0.633896789,0.339011245
"96854_at",0.718378783,0.81854269
"96858_at",0.697147879,0.042474806
"96859_at",0.783251495,0.640655222
"96862_at",0.362063068,0.061772739
"96869_at",0.648193599,0.070773683
"96870_at",0.075760615,0.731202748
"96872_at",0.580374289,0.726301229
"96874_g_at",0.785491397,0.001095867
"96876_at",0.033090474,0.383190942
"96878_at",0.416273866,0.310719481
"96879_at",0.236238355,0.093880758
"96881_at",0.206337659,0.670536015
"96882_at",0.23238745,0.347830863
"96884_at",0.945384682,0.126656801
"96887_at",0.208129379,0.23614794
"96888_at",0.531140103,0.509729623
"96890_at",0.752311623,0.853887749
"96891_at",0.672145596,0.052229828
"96892_at",0.037232512,0.7326349
"96894_at",0.975172599,0.033611381
"96896_at",0.579293775,0.419360756
"96899_at",0.494528843,0.378761261
"96900_at",0.585917996,0.121322312
"96902_at",0.493759926,0.023296898
"96904_at",0.356569623,0.770212168
"96909_at",0.905697512,0.169979393
"96912_s_at",0.858780505,0.000325611
"96913_at",0.760568522,0.011130876
"96915_f_at",0.567815374,0.84386499
"96919_at",0.590342043,0.669419861
"96925_at",0.735905021,0.630355975
"96934_at",0.393027028,0.489377074
"96936_at",0.538479676,0.809453926
"96937_at",0.583852522,0.328143523
"96942_at",0.90464069,0.716036093
"96943_at",0.718854906,0.605137462
"96945_at",0.507793762,0.130441619
"96947_at",0.929769175,0.49867065
"96948_at",0.177274694,0.662726984
"96949_at",0.482232189,0.894655524
"96951_at",0.600149146,0.082733936
"96952_at",0.537063007,0.692418317
"96956_at",0.971582128,0.813459828
"96959_at",0.402327787,0.023917451
"96962_at",0.940282939,0.331762099
"96968_at",0.496874901,0.945008206
"97002_f_at",0.560779408,0.989889878
"97004_at",0.673137755,0.938892651
"97005_at",0.667945679,0.717584293
"97017_f_at",0.577328904,0.34549484
"97055_s_at",0.654254543,0.916941963
"97060_at",0.168208801,0.118232835
"97061_g_at",0.343913256,0.009963736
"97077_f_at",0.601355017,0.308044644
"97104_g_at",0.819120523,0.238476013
"97114_at",0.991672364,0.743099882
"97124_at",0.699943277,0.041012627
"97132_at",0.148010156,0.989314508
"97145_at",0.506392943,0.868019908
"97160_at",0.007198652,0.347138237
"97163_g_at",0.029246852,0.545783507
"97165_r_at",0.902665238,0.01488914
"97171_f_at",0.777766947,0.935839451
"97176_at",0.880930939,0.353148227
"97179_at",0.43604492,0.774046168
"97181_f_at",0.018878497,0.003439028
"97184_at",0.26441894,0.185253878
"97185_at",0.629554189,0.531169115
"97193_at",0.625702992,0.427417064
"97197_r_at",0.002669165,7.98e-06
"97199_at",0.022194809,0.419049502
"97200_f_at",0.121926397,0.463138604
"97201_s_at",0.266348431,0.874286652
"97205_at",0.456083634,0.049538123
"97207_f_at",0.685029963,0.662104136
"97217_at",0.790305945,0.274872584
"97224_at",0.184405107,0.090188218
"97226_at",0.228420613,0.228233119
"97229_at",0.992688173,0.657152409
"97237_at",0.002328293,0.694658322
"97240_g_at",0.859517863,0.784969372
"97241_at",0.266545317,0.738273425
"97243_at",0.882740829,0.677412386
"97248_at",0.290314486,0.077932266
"97250_at",0.824754101,0.43941503
"97251_at",0.151296129,0.015461458
"97254_at",0.009152124,0.42326342
"97259_at",0.654016714,0.549321674
"97268_i_at",0.120184778,0.754409572
"97269_f_at",0.529230334,0.132195775
"97271_at",0.111867463,0.469076428
"97274_at",0.52477786,0.27755628
"97277_at",0.553697716,0.602321679
"97279_at",0.013045102,0.434533915
"97284_at",0.894281104,0.713929105
"97292_at",0.009792533,0.437727559
"97296_at",0.096768131,0.129929452
"97301_at",0.886919136,0.035840267
"97302_at",0.00799612,0.004850766
"97304_at",0.700118793,0.918449055
"97307_f_at",0.117350839,0.098015437
"97309_at",0.695765593,0.045436437
"97312_at",0.845156282,0.03622843
"97317_at",0.004099229,0.000584971
"97342_at",0.16172241,0.142707179
"97366_at",0.248609899,0.447087342
"97367_at",0.038195952,0.031397617
"97368_at",0.37989762,0.177200426
"97370_at",0.867174358,0.784931488
"97380_at",0.964306218,0.876677819
"97383_at",0.84725671,0.601577386
"97392_at",0.881304554,0.559893126
"97394_at",0.375265953,0.010298741
"97395_at",0.387658088,0.975950138
"97401_at",0.180528745,0.061546802
"97402_at",8.94e-06,0.027338911
"97405_at",0.010672103,0.365655725
"97409_at",0.995088517,0.381307456
"97420_at",0.013756605,0.036331773
"97423_at",0.742598517,0.991505246
"97433_at",0.612986954,0.724427202
"97443_at",0.857396316,0.866122856
"97445_at",0.735845934,0.876441211
"97447_at",0.508452752,0.731436922
"97448_at",0.451077569,0.295218836
"97449_at",0.612558302,0.378683482
"97450_s_at",0.706478235,0.283548896
"97451_at",0.677367216,0.084814851
"97452_at",0.108224059,0.414197651
"97458_at",0.688901135,0.128260425
"97459_at",0.769367828,0.827994296
"97460_at",0.205212788,0.338676259
"97462_at",0.326582419,0.361820347
"97463_g_at",0.599888412,0.853553405
"97464_at",0.371847215,0.722342762
"97471_at",0.37617304,0.302593812
"97472_at",0.219596353,0.878318575
"97479_at",0.834882501,0.866565724
"97481_r_at",0.979464899,0.859180188
"97482_at",0.64697853,0.305872454
"97483_at",0.923442032,0.209059435
"97485_at",0.907942144,0.030812105
"97486_at",0.700074324,0.071000504
"97488_at",0.731775426,0.555201386
"97492_at",0.079229017,0.733587868
"97502_at",0.496344931,0.297540671
"97505_at",0.073883164,0.628007815
"97508_at",0.880841264,0.814857373
"97511_at",0.266923801,0.00438143
"97512_at",0.911667935,0.780574141
"97514_at",0.834216717,0.917899893
"97515_at",0.386097907,0.152135839
"97517_at",0.980036176,0.550427224
"97518_at",0.136139595,0.53519301
"97528_at",0.000886139,0.436911469
"97533_at",0.780272866,0.986735281
"97535_at",0.343880172,0.002426464
"97538_at",0.222759141,0.36159408
"97540_f_at",0.179036129,0.016130826
"97543_at",0.251497397,0.362863172
"97544_at",0.692920406,0.910086832
"97559_at",0.942667514,0.330605197
"97593_f_at",0.346478601,0.523455753
"97594_r_at",0.683270403,0.607955945
"97645_f_at",0.357770577,0.804528292
"97647_at",0.546307661,0.416207389
"97659_r_at",0.769393763,0.869806842
"97695_s_at",0.590232603,0.114545924
"97696_r_at",0.705739692,0.08880085
"97722_at",1.47e-05,0.012434078
"97724_at",0.79113573,0.839518747
"97750_at",0.456026927,0.445185962
"97751_f_at",0.327202238,0.257249948
"97758_at",0.287693992,0.792842018
"97759_at",0.6271796,0.372898537
"97770_s_at",0.267755805,0.546457241
"97772_at",0.910354139,0.875512701
"97776_at",0.784449271,0.685377799
"97797_at",0.11022771,0.063597859
"97798_at",0.287638362,0.833185903
"97800_at",0.799848251,0.467382347
"97808_at",0.005029186,0.018895228
"97809_at",0.33902363,0.957614182
"97812_at",0.737882981,0.003277654
"97813_at",0.990704623,0.097564265
"97818_at",0.268214079,0.98593492
"97819_at",0.016183701,2.44e-05
"97823_g_at",0.695938608,0.889505506
"97824_at",0.360736535,0.328246787
"97835_at",0.252705809,0.006760665
"97836_at",0.303795804,0.632097213
"97839_at",0.636203299,0.358698646
"97841_at",0.992003466,0.034117633
"97843_at",0.27635864,0.076183848
"97844_at",0.113719138,0.624412762
"97863_at",0.690113983,0.640962852
"97866_at",0.860058816,0.657550873
"97868_at",0.464004816,0.855173775
"97869_at",0.061514168,0.264847504
"97871_at",0.630211047,0.76149352
"97874_at",0.623566594,0.057000885
"97876_at",0.687436379,0.878571987
"97880_at",0.329576538,0.659142
"97885_at",0.647464813,0.171815968
"97890_at",0.057638945,0.000543462
"97897_at",0.414756797,0.000384516
"97900_at",0.313755454,0.92432047
"97904_at",0.367160879,0.283102289
"97908_at",0.148354529,0.406673812
"97911_at",0.659206369,0.912612956
"97914_at",0.581402693,0.069756219
"97916_at",0.014914949,0.628529212
"97917_at",0.43356399,0.321744071
"97922_at",0.040416978,0.020143545
"97923_at",0.457502171,0.715965702
"97924_at",0.991020562,0.954389596
"97929_r_at",0.156612635,0.650482035
"97930_f_at",0.061068941,0.64403529
"97933_at",0.174248923,0.354760805
"97935_at",0.385562215,0.119342353
"97939_at",0.080090828,0.64146476
"97943_at",0.766075716,0.780169386
"97947_at",0.382839742,0.854754744
"97949_at",0.426875743,0.007978719
"97950_at",0.923044699,0.000438049
"97953_g_at",0.035187649,0.990832425
"97960_at",0.126928699,0.402288753
"97966_at",0.629031751,0.121151558
"97972_at",0.35872445,0.304861276
"97977_at",0.404823897,0.142187928
"97980_at",0.174614391,0.470095904
"97982_at",0.617220634,0.226906784
"97995_at",0.317293617,0.467710631
"98002_at",0.241662967,0.82189667
"98020_at",0.951620583,0.508085105
"98024_at",0.229634093,0.237255646
"98027_at",0.202749795,0.705363956
"98033_at",3.99e-05,0.000340092
"98037_at",0.895026153,0.331801037
"98038_at",0.544024531,0.441586991
"98039_at",0.56268721,0.877162095
"98051_at",0.30933131,0.833429901
"98053_at",0.983246979,0.211488432
"98057_at",0.037521147,0.00146933
"98059_s_at",0.149597484,0.043747204
"98061_at",0.581907001,0.154856085
"98065_at",0.698449072,0.036417485
"98069_s_at",0.648857338,0.353397425
"98070_at",0.766561904,0.435789949
"98075_at",0.192313146,0.819195646
"98077_at",0.282872573,0.928963519
"98078_at",0.713750625,0.805331665
"98081_at",0.450539626,0.166629807
"98083_at",0.163579947,0.950590609
"98084_at",0.033546116,0.360554234
"98085_f_at",0.953358457,0.411466249
"98088_at",0.497026375,0.67755433
"98096_f_at",0.518262323,0.604470384
"98099_at",0.119615949,0.234211788
"98101_at",0.128558618,0.66697459
"98104_at",0.209607738,0.489655534
"98109_at",0.59992847,0.000949366
"98110_at",0.382698991,0.657657918
"98111_at",0.092114307,0.032243672
"98113_at",0.070911175,0.076233175
"98114_at",0.000361012,0.200509113
"98116_at",0.994064846,0.649463436
"98119_at",0.125730074,0.092319291
"98120_at",0.546508567,0.631652763
"98121_at",0.916767308,0.296670527
"98122_at",0.869413738,0.438700348
"98127_at",0.284918797,0.740244853
"98128_at",0.791019447,0.624000406
"98129_at",0.0049161,0.160076843
"98130_at",0.580525633,0.853593777
"98132_at",0.257734632,0.000139528
"98135_r_at",0.072396941,0.969584439
"98140_at",0.179615844,0.341863707
"98144_f_at",0.043855091,0.287294351
"98150_at",0.581956302,0.920521794
"98151_s_at",0.916383484,0.734710135
"98153_at",0.274141133,0.777383668
"98168_at",0.1963275,0.173568998
"98254_f_at",0.083395985,0.00142783
"98278_at",0.014555724,0.401722184
"98291_at",0.992107637,0.520109962
"98298_at",0.795141824,0.49922238
"98331_at",0.000144924,0.387598753
"98333_at",0.453951644,0.045253968
"98342_at",0.345516271,0.073553873
"98346_at",0.267912278,0.786144138
"98349_at",0.961599082,0.070344364
"98356_at",0.605614768,0.033584696
"98369_f_at",0.058404655,0.0216186
"98385_at",0.972998491,0.676965014
"98398_s_at",0.859107382,0.443549359
"98402_at",0.118319072,0.496653672
"98404_at",0.335333706,0.996052793
"98410_at",0.237931092,0.241196729
"98418_at",0.50383155,0.821490192
"98424_at",0.724929209,0.754888287
"98435_at",0.384001478,0.020786316
"98437_at",0.869700898,0.123962576
"98438_f_at",0.412441292,0.011471028
"98439_at",0.501358797,0.270333878
"98441_at",0.526626111,0.394845258
"98446_s_at",0.859632466,0.679657309
"98447_at",0.017639904,0.003710317
"98451_at",0.2685631,0.034595204
"98460_at",0.657929794,0.316610019
"98461_at",0.244485714,0.648571139
"98463_at",0.089124207,0.0279415
"98464_at",0.928617801,0.144298571
"98468_r_at",0.517454046,0.001715806
"98472_at",0.933405948,0.071421047
"98478_at",0.043711587,0.00020793
"98492_at",0.602676399,0.85018158
"98505_i_at",1.56e-05,0.125609608
"98506_r_at",0.001345715,0.038459472
"98507_at",0.705426666,0.48910941
"98508_s_at",0.154331893,0.347956609
"98509_at",0.014722227,0.62686054
"98511_at",0.87489323,0.013988405
"98516_at",0.392625866,0.172246202
"98521_at",0.994162207,0.476339447
"98522_at",0.071651591,0.554470305
"98525_f_at",0.056312648,1.82e-05
"98527_at",0.024180416,0.02446883
"98532_at",0.008574116,0.323796608
"98533_at",0.119044941,3.73e-05
"98535_at",0.123563046,0.001805991
"98543_at",0.470044023,0.051687938
"98544_at",0.998191423,0.55431395
"98545_at",0.370716064,0.715751065
"98550_at",0.435100857,0.212117979
"98553_at",0.699367211,0.651774403
"98557_f_at",0.501206594,0.864621088
"98560_at",0.074625471,0.779665655
"98564_f_at",0.251573634,0.108947558
"98571_s_at",0.435308318,0.147823872
"98572_at",0.006767273,0.041706666
"98573_r_at",0.798679905,0.122729838
"98574_at",0.866116323,0.34961092
"98580_at",0.517214342,0.748478982
"98589_at",0.000887032,0.000890026
"98593_at",0.723795514,0.450857746
"98595_at",0.507108994,0.456064399
"98596_s_at",0.344792001,0.01103202
"98600_at",0.019101766,0.01711733
"98605_at",0.6259763,0.587638332
"98608_at",0.522777652,0.148348089
"98609_at",0.285099451,0.984900398
"98610_at",0.322554114,0.490274592
"98615_at",0.039604961,0.503831898
"98617_at",0.875183134,0.477422944
"98624_at",0.617139301,0.478368798
"98625_s_at",0.649965881,0.702562886
"98626_at",0.898254307,0.403904767
"98627_at",0.042371759,0.912630223
"98628_f_at",0.198798719,0.108577994
"98629_f_at",0.985048793,0.003988988
"98759_f_at",0.170850758,0.025580302
"98764_at",0.417897992,0.608786342
"98767_at",0.82267701,0.369807297
"98780_at",0.763835488,0.898096966
"98782_at",0.690153205,0.485171828
"98800_at",0.54584498,0.715754181
"98811_at",0.595633658,0.780971501
"98846_f_at",0.608209935,0.83228149
"98855_r_at",0.739483382,0.039643148
"98859_at",0.303674693,0.130261768
"98862_at",0.524094475,0.330848183
"98867_at",0.276218105,0.896259926
"98876_at",0.265840024,0.848705799
"98880_at",0.719431738,0.071511151
"98882_s_at",0.560386538,0.384780198
"98884_r_at",0.834787178,0.343996827
"98892_at",0.004313433,0.425291756
"98901_at",0.490495547,0.350181053
"98903_at",0.351608964,0.006600416
"98904_at",0.91093145,0.884426854
"98906_at",0.032585401,0.746811887
"98908_at",0.478899647,0.03626008
"98909_at",0.903300145,0.155664384
"98910_at",0.43509898,0.534179609
"98914_at",0.459217497,0.605258078
"98915_at",0.721789924,0.414953499
"98917_at",0.468058984,0.599569583
"98920_g_at",0.08031566,0.543429305
"98921_at",0.133763542,0.478521467
"98922_at",0.124784449,0.84959465
"98927_at",0.648128723,0.001227475
"98929_at",0.02712265,0.573570779
"98930_at",0.371675782,0.511530904
"98931_at",0.766886251,0.171344049
"98933_at",0.493075917,0.857084712
"98937_at",0.722500413,0.510284313
"98942_r_at",0.002525182,0.500042899
"98945_at",0.937410259,0.102535594
"98950_at",0.810856869,0.036708974
"98953_at",0.119722089,0.181413694
"98956_at",0.155653584,0.050116863
"98975_at",0.741248898,0.737034928
"98981_s_at",0.004414818,0.031519104
"98984_f_at",0.000342421,0.30086217
"99009_at",0.003141051,9.28e-09
"99010_at",0.719102404,0.679698116
"99013_f_at",0.586090217,0.086923149
"99019_at",0.22543841,3.25e-05
"99024_at",0.91644651,0.227721606
"99025_at",0.258364123,0.807252289
"99027_at",0.517079508,0.110296921
"99031_at",0.112629615,0.080063817
"99039_g_at",0.529102132,0.932527333
"99042_s_at",0.499404975,0.151878248
"99052_at",0.455996134,0.151288198
"99054_at",0.619871057,0.756946247
"99055_at",0.760896823,0.903115453
"99064_at",0.346486578,0.504766928
"99067_at",0.488894115,0.328170295
"99068_at",0.527791444,0.259203706
"99070_at",0.865401717,0.193295604
"99073_at",0.003060671,0.309962949
"99076_at",0.044628981,0.917038681
"99081_at",0.015024732,0.084989185
"99087_at",0.72035404,0.953331009
"99093_at",0.22170373,0.091185319
"99095_at",0.568875368,0.705349913
"99096_at",0.489145204,0.181208828
"99098_at",0.029912071,0.827359489
"99099_at",0.707423668,0.689808554
"99100_at",0.295471219,0.154496735
"99102_at",0.48169507,0.247045005
"99103_at",0.768820004,0.695510243
"99104_at",0.536032844,1.17e-08
"99106_at",0.949586558,0.320082002
"99107_at",0.026107878,0.438285334
"99108_s_at",0.058059521,0.000792167
"99109_at",0.08709013,0.320226142
"99111_at",0.964132742,0.309583663
"99113_at",0.711750393,0.181504623
"99115_at",0.261432945,0.775689936
"99119_at",0.967438425,0.839506079
"99120_f_at",0.053840923,0.172530099
"99127_at",0.079712863,0.003369684
"99128_at",0.961749245,0.400667641
"99133_at",0.09116445,0.245471773
"99135_at",0.108397767,0.589523813
"99140_at",0.876758274,0.616085884
"99142_at",0.756174249,0.940152853
"99143_at",0.112257276,0.002097132
"99147_at",0.932183992,0.128809665
"99148_at",0.000127787,0.014381245
"99150_at",0.474771672,0.647528235
"99154_s_at",0.785021051,0.073071013
"99160_s_at",0.227964287,0.965312358
"99161_at",0.655823891,0.84589928
"99162_at",0.009515979,0.060463396
"99164_at",0.648171195,0.757503892
"99169_at",0.721681786,0.729997471
"99175_at",0.001014226,0.841438203
"99176_at",0.494411735,0.264468125
"99180_at",0.017984592,0.314407447
"99184_at",0.001045605,0.962037166
"99187_f_at",0.288894822,0.063516394
"99188_at",0.849752369,0.070656981
"99196_at",0.485249975,0.017781841
"99335_at",0.573373391,0.129521959
"99336_at",0.257435631,0.64802038
"99338_at",0.635121026,0.350770298
"99340_at",0.533619803,0.22497039
"99365_at",0.535072106,0.910881184
"99378_f_at",0.263228049,0.010214344
"99399_at",0.656911928,0.872957181
"99405_at",0.117675318,0.40229629
"99415_at",0.785313464,0.275763514
"99418_at",0.92128535,0.855507676
"99421_at",0.858760651,0.60532562
"99439_at",0.607602939,0.598157628
"99440_at",0.211726988,0.131700408
"99441_at",0.610189961,0.08701533
"99458_i_at",0.116043394,0.905554239
"99462_at",0.798336865,0.147078451
"99463_at",5.3e-09,0.679184101
"99467_at",0.334045099,0.531477734
"99471_at",0.794207183,0.747192664
"99475_at",0.896412855,0.620667589
"99491_at",0.254258958,0.375165281
"99500_at",0.828633816,0.000346312
"99502_at",0.618107236,0.609851728
"99503_at",0.116800962,0.786819502
"99506_at",0.814159412,0.945665125
"99512_at",0.089171841,0.902751864
"99528_at",0.256378012,0.976632094
"99529_f_at",0.255418781,0.208474219
"99532_at",0.553998083,0.004427581
"99535_at",0.09775921,0.032558252
"99536_at",0.94016254,0.376557616
"99546_at",0.234282052,0.089268523
"99559_at",1.78e-05,0.381302863
"99563_at",0.003819289,0.231000111
"99566_at",0.879584823,0.030450928
"99574_at",0.940584354,0.038178117
"99575_at",0.103538839,0.690074391
"99579_at",0.276885787,0.838249138
"99581_at",0.818185086,0.346238133
"99583_at",0.546546921,0.581303716
"99584_at",0.239785487,0.470332861
"99586_at",1.74e-05,0.016330492
"99587_at",0.37115727,0.416476817
"99590_at",0.957181714,0.923110692
"99592_f_at",0.157846149,0.159789987
"99593_at",0.10508135,0.442283059
"99594_at",0.17808184,0.414717752
"99596_f_at",0.099061586,0.31451126
"99598_g_at",0.337026302,0.475948364
"99599_s_at",0.603859087,0.609881532
"99602_at",0.095448442,0.112426099
"99603_g_at",0.472384974,0.209026977
"99604_at",0.331467752,0.996475285
"99607_at",0.275073809,0.371642047
"99608_at",0.00021214,0.000353219
"99617_at",0.306179206,0.220178716
"99618_at",0.040432436,0.919053364
"99621_s_at",0.986777954,0.326721303
"99624_at",0.803838473,0.143660811
"99627_r_at",0.025456356,0.916492838
"99629_at",0.448512554,0.779043398
"99630_at",0.750902503,0.164466519
"99631_f_at",0.715354639,0.089455833
"99635_at",0.858694569,0.635148568
"99636_at",0.962278168,0.877329334
"99640_at",0.387543473,0.622571925
"99648_at",0.70031854,0.993508407
"99650_at",0.038734385,0.06583154
"99652_at",0.868219976,0.906681703
"99653_at",0.01627935,0.096280774
"99658_f_at",0.892674518,0.552340603
"99660_f_at",0.323358324,0.95672108
"99661_r_at",0.796885845,1
"99662_at",0.671466409,0.672130882
"99666_at",0.000840815,0.572219083
"99669_at",4e-15,0.097652712
"99674_at",0.664080302,0.575097746
"99678_f_at",0.177703299,0.66494601
"99778_at",0.641627324,0.11020856
"99779_at",0.600860646,0.973430398
"99810_at",0.841425829,0.906066895
"99811_at",0.521127754,0.695931185
"99849_at",0.013938406,0.058688748
"99855_at",0.844124774,0.975918709
"99872_s_at",0.68293607,0.057656619
"99875_at",0.646446338,0.464106031
"99893_at",0.755104254,0.276086893
"99896_at",0.561113643,0.183398577
"99901_at",0.661802681,0.71504815
"99926_at",0.031628346,0.970353403
"99929_at",0.90786519,0.651590886
"99935_at",0.180884422,0.420992116
"99940_at",0.536562332,0.696246305
"99947_at",0.599221005,0.415618271
"99954_at",0.458488403,0.797375332
"99955_at",0.301803844,0.144918975
"99978_s_at",0.745237421,0.619392054
"99985_at",0.0171753,0.712391836
"99991_at",0.68145335,0.034049633
"AFFX-18SRNAMur/X00686_3_at",0.885893712,0.624677414
"AFFX-b-ActinMur/M12481_3_at",1,0.957909313
"AFFX-b-ActinMur/M12481_5_at",0.98525982,0.981636097
"AFFX-b-ActinMur/M12481_M_at",0.986861948,0.363103979
"AFFX-b-ActinMur/M12481_M_st",0.548128803,1
"AFFX-BioB-3_at",0.22603386,0.95565872
"AFFX-BioB-5_at",0.170668484,0.566028595
"AFFX-BioB-M_at",0.352254858,0.425244142
"AFFX-BioC-3_at",0.343353678,0.851213662
"AFFX-BioC-5_at",0.728291001,0.626442888
"AFFX-BioDn-3_at",0.417765067,0.540307619
"AFFX-BioDn-5_at",0.414717849,0.751797405
"AFFX-CreX-3_at",0.904576028,0.71978733
"AFFX-CreX-5_at",0.72528575,0.523666129
"AFFX-CreX-5_st",0.218353856,0.019205309
"AFFX-GapdhMur/M32599_3_at",1,1
"AFFX-GapdhMur/M32599_5_at",0.984141813,0.8265123
"AFFX-GapdhMur/M32599_M_at",0.985075765,1
"AFFX-MUR_b2_at",0.853681689,0.43353704
"AFFX-MurFAS_at",0.250463061,0.839162005
"AFFX-MURINE_b1_at",0.029077785,0.040719295
"AFFX-MURINE_B2_at",1,1
"AFFX-TransRecMur/X57349_3_at",0.677002658,0.333999298
"AFFX-YEL021w/URA3_at",0.78119817,0.639222819
"AFFX-YEL024w/RIP1_at",0.369637002,0.602822233
