"","CASEID","WEIGHT","PROVINCP","URBRUR","URBSIZEP","HHINCTOT","M101"
"11986",441,36,60,1,2,180000,2608
"11987",850,49,60,1,2,2e+05,1896
"11988",236,29,60,1,2,24000,0
"11989",235,29,60,1,2,54000,885
"11990",477,37,60,1,2,84000,1080
"11991",423,35,60,1,2,38000,978
"11992",422,35,60,1,2,56000,4226
"11993",476,37,60,1,2,72000,5094
"11994",720,43,60,1,2,2e+05,24392
"11995",543,38,60,1,2,71000,5581
"11996",585,39,60,1,2,120000,4084
"11997",308,31,60,1,2,15000,840
"11998",155,24,60,1,2,51000,2043
"11999",475,37,60,1,2,120000,1938
"12000",584,39,60,1,2,79000,4557
"12001",474,37,60,1,2,39000,1829
"12002",109,21,60,1,2,53000,828
"12003",880,50,60,1,2,28000,3578
"12004",813,47,60,1,2,40000,1010
"12005",473,37,60,1,2,28000,1230
"12006",40,15,60,1,2,37000,4451
"12007",64,18,60,1,2,110000,1325
"12008",63,18,60,1,2,1e+05,1790
"12009",122,22,60,1,2,180000,5340
"12010",121,22,60,1,2,280000,8890
"12011",93,20,60,1,2,73000,14910
"12012",188,26,60,1,2,98000,15160
"12013",92,20,60,1,2,90000,3950
"12014",187,26,60,1,2,32000,482
"12015",91,20,60,1,2,110000,1892
"12016",186,26,60,1,2,56000,0
"12017",39,15,60,1,2,22000,335
"12018",90,20,60,1,2,40000,7349
"12019",89,20,60,1,2,130000,1100
"12020",185,26,60,1,2,50000,14415
"12021",583,39,60,1,2,1700,440
"12022",582,39,60,1,2,72000,734
"12023",954,51,60,1,2,52000,5652
"12024",581,39,60,1,2,95000,2224
"12025",1125,60,60,1,2,49000,0
"12026",655,41,60,1,2,23000,480
"12027",580,39,60,1,2,90000,3650
"12028",166,25,60,1,2,60000,3600
"12029",579,39,60,1,2,80000,5748
"12030",542,38,60,1,2,45000,7956
"12031",267,30,60,1,2,25000,2370
"12032",578,39,60,1,2,140000,2852
"12033",577,39,60,1,2,19000,1152
"12034",165,25,60,1,2,28000,1311
"12035",654,41,60,1,2,90000,7996
"12036",472,37,60,1,2,1e+05,4460
"12037",266,30,60,1,2,32000,900
"12038",953,51,60,1,2,87000,8400
"12039",952,51,60,1,2,3100,0
"12040",265,30,60,1,2,16000,516
"12041",951,51,60,1,2,5000,480
"12042",798,46,60,1,2,130000,7071
"12043",576,39,60,1,2,82000,3240
"12044",950,51,60,1,2,20000,574
"12045",541,38,60,1,2,82000,4360
"12046",949,51,60,1,2,70000,13285
"12047",575,39,60,1,2,110000,21820
"12048",574,39,60,1,2,1e+05,4532
"12049",948,51,60,1,2,90000,2338
"12050",797,46,60,1,2,42000,796
"12051",947,51,60,1,2,32000,1922
"12052",573,39,60,1,2,110000,5050
"12053",572,39,60,1,2,25000,910
"12054",571,39,60,1,2,34000,5800
"12055",640,40,60,1,2,37000,1560
"12056",421,35,60,1,2,84000,3507
"12057",540,38,60,1,2,77000,13014
"12058",201,27,60,1,2,29000,300
"12059",639,40,60,1,2,22000,0
"12060",264,30,60,1,2,87000,3490
"12061",219,28,60,1,2,63000,4210
"12062",420,35,60,1,2,53000,1318
"12063",263,30,60,1,2,32000,1822
"12064",307,31,60,1,2,62000,3004
"12065",306,31,60,1,2,25000,500
"12066",143,23,60,1,2,12000,1090
"12067",262,30,60,1,2,12000,200
"12068",471,37,60,1,2,13000,180
"12069",363,33,60,1,2,43000,660
"12070",200,27,60,1,2,57000,3142
"12071",142,23,60,1,2,15000,4222
"12072",234,29,60,1,2,59000,3207
"12073",305,31,60,1,2,39000,8665
"12074",261,30,60,1,2,95000,1823
"12075",260,30,60,1,2,85000,4573
"12076",141,23,60,1,2,27000,5438
"12077",199,27,60,1,2,62000,6256
"12078",140,23,60,1,2,13000,980
"12079",218,28,60,1,2,50000,9900
"12080",362,33,60,1,2,94000,9929
"12081",139,23,60,1,2,77000,2626
"12082",138,23,60,1,2,8200,600
"12083",259,30,60,1,2,130000,27350
"12084",361,33,60,1,2,95000,3452
"12085",258,30,60,1,2,1e+05,7210
"12086",304,31,60,1,2,42000,2295
"12087",303,31,60,1,2,47000,2681
"12088",137,23,60,1,2,18000,95
"12089",198,27,60,1,2,22000,1760
"12090",217,28,60,1,2,63000,14218
"12091",812,47,60,1,2,84000,1547
"12092",419,35,60,1,2,41000,100
"12093",796,46,60,1,2,15000,386
"12094",418,35,60,1,2,24000,3746
"12095",470,37,60,1,2,25000,1026
"12096",417,35,60,1,2,84000,4319
"12097",416,35,60,1,2,28000,2159
"12098",415,35,60,1,2,11000,443
"12099",414,35,60,1,2,78000,3634
"12100",413,35,60,1,2,110000,2084
"12101",197,27,60,1,2,8600,95
"12102",412,35,60,1,2,11000,0
"12103",196,27,60,1,2,14000,838
"12104",74,19,60,1,2,18000,600
"12105",411,35,60,1,2,24000,-800
"12106",570,39,60,1,2,18000,3115
"12107",195,27,60,1,2,13000,797
"12108",341,32,60,1,2,18000,910
"12109",795,46,60,1,2,38000,1830
"12110",410,35,60,1,2,15000,500
"12111",409,35,60,1,2,14000,400
"12112",194,27,60,1,2,12000,636
"12113",379,34,60,1,2,66000,3020
"12114",88,20,60,1,2,7900,200
"12115",164,25,60,1,2,35000,4905
"12116",340,32,60,1,2,74000,3474
"12117",378,34,60,1,2,62000,7363
"12118",408,35,60,1,2,62000,1700
"12119",696,42,60,1,2,30000,1770
"12120",377,34,60,1,2,45000,5825
"12121",233,29,60,1,2,48000,9389
"12122",695,42,60,1,2,42000,3640
"12123",694,42,60,1,2,78000,1780
"12124",339,32,60,1,2,80000,4455
"12125",257,30,60,1,2,64000,2960
"12126",638,40,60,1,2,31000,8361
"12127",693,42,60,1,2,16000,9080
"12128",11799,777,48,1,1,47000,1190
"12129",10555,585,48,1,1,18000,559
"12130",10332,557,48,1,1,33000,3900
"12131",11352,698,48,1,1,22000,2892
"12132",11216,679,48,1,1,40000,4731
"12133",11358,699,48,1,1,62000,6675
"12134",9951,510,48,1,1,45000,5090
"12135",11927,798,48,1,1,42000,260
"12136",9981,511,48,1,1,24000,236
"12137",10186,541,48,1,1,80000,2511
"12138",12956,1012,48,1,1,28000,806
"12139",11534,731,48,1,1,310000,8541
"12140",12904,996,48,1,1,130000,8982
"12141",11668,754,48,1,1,39000,3879
"12142",11505,726,48,1,1,140000,17218
"12143",11763,772,48,1,1,120000,11149
"12144",10331,557,48,1,1,20000,960
"12145",83,20,48,1,1,55000,1210
"12146",12869,985,48,1,1,110000,4032
"12147",12412,889,48,1,1,21000,765
"12148",9522,450,48,1,1,110000,727
"12149",10776,617,48,1,1,74000,960
"12150",12092,827,48,1,1,72000,1425
"12151",6539,250,48,1,1,160000,12015
"12152",10666,600,48,1,1,39000,1136
"12153",11723,765,48,1,1,83000,2527
"12154",11588,738,48,1,1,150000,1570
"12155",9988,512,48,1,1,98000,10032
"12156",11285,690,48,1,1,110000,13325
"12157",11779,775,48,1,1,120000,2940
"12158",11794,776,48,1,1,73000,-285
"12159",12941,1007,48,1,1,54000,1065
"12160",10627,596,48,1,1,75000,3366
"12161",9427,436,48,1,1,74000,3134
"12162",11284,690,48,1,1,96000,2530
"12163",11664,753,48,1,1,75000,10351
"12164",11157,669,48,1,1,62000,2977
"12165",11643,750,48,1,1,92000,6540
"12166",11183,673,48,1,1,160000,10156
"12167",11296,691,48,1,1,1e+05,9353
"12168",11100,660,48,1,1,78000,4540
"12169",11385,703,48,1,1,92000,3836
"12170",11826,782,48,1,1,56000,2253
"12171",11455,718,48,1,1,98000,4980
"12172",10621,595,48,1,1,55000,2928
"12173",11480,722,48,1,1,120000,7406
"12174",10575,587,48,1,1,21000,3143
"12175",12567,922,48,1,1,130000,11232
"12176",10383,562,48,1,1,39000,968
"12177",11258,687,48,1,1,73000,2550
"12178",10893,630,48,1,1,80000,4335
"12179",13909,1287,48,1,1,55000,730
"12180",11622,745,48,1,1,55000,4300
"12181",7754,299,48,1,1,65000,6278
"12182",12032,818,48,1,1,1e+05,8069
"12183",11621,745,48,1,1,48000,5216
"12184",11654,751,48,1,1,59000,2298
"12185",10210,543,48,1,1,35000,3413
"12186",12953,1011,48,1,1,59000,2728
"12187",9748,483,48,1,1,19000,825
"12188",13122,1053,48,1,1,18000,1222
"12189",11798,777,48,1,1,31000,1925
"12190",10174,537,48,1,1,75000,3990
"12191",11108,662,48,1,1,37000,2549
"12192",9875,500,48,1,1,77000,1300
"12193",11446,715,48,1,1,65000,12920
"12194",10564,586,48,1,1,64000,2438
"12195",11685,756,48,1,1,130000,4386
"12196",11071,655,48,1,1,79000,9180
"12197",9615,464,48,1,1,42000,2074
"12198",10958,640,48,1,1,210000,11222
"12199",9754,484,48,1,1,84000,2505
"12200",7503,287,48,1,1,140000,7285
"12201",12241,853,48,1,1,95000,2025
"12202",11937,800,48,1,1,110000,2745
"12203",11407,707,48,1,1,120000,5245
"12204",8929,386,48,1,1,18000,12623
"12205",10330,557,48,1,1,54000,3035
"12206",10329,557,48,1,1,110000,1634
"12207",11465,720,48,1,1,66000,1339
"12208",10144,532,48,1,1,47000,2513
"12209",11142,667,48,1,1,110000,-652
"12210",9782,488,48,1,1,190000,3800
"12211",11270,688,48,1,1,77000,9268
"12212",12176,842,48,1,1,37000,2358
"12213",11182,673,48,1,1,32000,752
"12214",11269,688,48,1,1,54000,9540
"12215",10892,630,48,1,1,86000,2793
"12216",12842,977,48,1,1,17000,2119
"12217",9980,511,48,1,1,14000,627
"12218",10554,585,48,1,1,11000,3937
"12219",11556,734,48,1,1,30000,4369
"12220",10977,643,48,1,1,70000,1335
"12221",11926,798,48,1,1,40000,340
"12222",9979,511,48,1,1,12000,427
"12223",13026,1034,48,1,1,27000,1080
"12224",12841,977,48,1,1,4100,291
"12225",12055,822,48,1,1,69000,1250
"12226",9978,511,48,1,1,11000,0
"12227",10630,597,48,1,1,37000,1555
"12228",11608,742,48,1,1,65000,3584
"12229",11427,712,48,1,1,130000,2870
"12230",9977,511,48,1,1,15000,744
"12231",12366,880,48,1,1,70000,6365
"12232",11121,665,48,1,1,61000,2390
"12233",9647,468,48,1,1,53000,5535
"12234",7836,303,48,1,1,52000,3320
"12235",10060,523,48,1,1,50000,4210
"12236",10037,520,48,1,1,14000,720
"12237",10012,515,48,1,1,50000,1684
"12238",11226,681,48,1,1,35000,1151
"12239",3770,156,48,1,1,6700,1600
"12240",11555,734,48,1,1,28000,2035
"12241",11009,645,48,1,1,57000,1046
"12242",11384,703,48,1,1,110000,3574
"12243",10328,557,48,1,1,18000,670
"12244",9351,426,48,1,1,30000,670
"12245",12576,924,48,1,1,46000,1630
"12246",10327,557,48,1,1,35000,372
"12247",11778,775,48,1,1,120000,2604
"12248",11085,657,48,1,1,65000,500
"12249",10326,557,48,1,1,34000,586
"12250",9113,405,48,1,1,27000,1885
"12251",12166,840,48,1,1,71000,7078
"12252",10516,582,48,1,1,94000,2875
"12253",9652,469,48,1,1,26000,855
"12254",11486,723,48,1,1,15000,2640
"12255",12240,853,48,1,1,1e+05,10235
"12256",9426,436,48,1,1,21000,516
"12257",13377,1121,48,1,1,58000,1434
"12258",14080,1359,48,1,1,63000,2725
"12259",13914,1291,48,1,1,34000,2642
"12260",14311,1470,48,1,1,19000,526
"12261",14592,1595,48,1,1,110000,2472
"12262",15589,2059,48,1,1,76000,4895
"12263",14044,1346,48,1,1,85000,4465
"12264",14637,1614,48,1,1,76000,1879
"12265",13210,1074,48,1,1,55000,4989
"12266",13442,1138,48,1,1,35000,454
"12267",13344,1110,48,1,1,33000,580
"12268",13053,1040,48,1,1,60000,1556
"12269",13383,1124,48,1,1,69000,1823
"12270",13501,1148,48,1,1,80000,1655
"12271",13572,1168,48,1,1,65000,790
"12272",9477,443,48,1,1,21000,751
"12273",10976,643,48,1,1,5000,11892
"12274",12087,826,48,1,1,57000,2340
"12275",11766,773,48,1,1,60000,9335
"12276",11268,688,48,1,1,60000,2520
"12277",12012,814,48,1,1,150000,7900
"12278",11120,665,48,1,1,11000,504
"12279",11629,747,48,1,1,24000,1475
"12280",10620,595,48,1,1,68000,7964
"12281",10421,566,48,1,1,12000,860
"12282",11267,688,48,1,1,50000,1505
"12283",12080,825,48,1,1,39000,2019
"12284",9976,511,48,1,1,30000,620
"12285",12277,859,48,1,1,30000,1276
"12286",11793,776,48,1,1,44000,1643
"12287",11351,698,48,1,1,2e+05,8665
"12288",13911,1288,48,1,1,54000,3110
"12289",10942,637,48,1,1,250000,15509
"12290",12133,836,48,1,1,20000,3810
"12291",14605,1598,48,1,1,120000,6274
"12292",9805,491,48,1,1,20000,1692
"12293",10325,557,48,1,1,30000,625
"12294",11445,715,48,1,1,120000,3480
"12295",11171,672,48,1,1,160000,7045
"12296",10498,580,48,1,1,41000,603
"12297",9747,483,48,1,1,8400,645
"12298",10382,562,48,1,1,42000,400
"12299",11225,681,48,1,1,96000,6212
"12300",9773,486,48,1,1,41000,3600
"12301",11508,727,48,1,1,120000,5395
"12302",10157,534,48,1,1,35000,1515
"12303",11146,668,48,1,1,15000,1427
"12304",8684,365,48,1,1,17000,100
"12305",8683,365,48,1,1,15000,10
"12306",9306,423,48,1,1,33000,3010
"12307",11145,668,48,1,1,17000,350
"12308",8682,365,48,1,1,13000,0
"12309",9051,398,48,1,1,25000,360
"12310",9800,490,48,1,1,17000,384
"12311",8489,347,48,1,1,0,216
"12312",9521,450,48,1,1,32000,415
"12313",9753,484,48,1,1,18000,861
"12314",11215,679,48,1,1,150000,1480
"12315",10392,563,48,1,1,30000,1435
"12316",11316,693,48,1,1,86000,3670
"12317",11607,742,48,1,1,56000,4944
"12318",12266,858,48,1,1,60000,1369
"12319",11202,677,48,1,1,54000,3922
"12320",11569,736,48,1,1,70000,3199
"12321",11266,688,48,1,1,56000,2410
"12322",13953,1306,48,1,1,94000,2785
"12323",11084,657,48,1,1,130000,16954
"12324",11606,742,48,1,1,1e+05,7911
"12325",10209,543,48,1,1,42000,472
"12326",12919,1001,48,1,1,46000,5505
"12327",11350,698,48,1,1,73000,4355
"12328",10324,557,48,1,1,16000,849
"12329",11141,667,48,1,1,180000,4353
"12330",11319,694,48,1,1,30000,10
"12331",11326,695,48,1,1,45000,3347
"12332",10766,616,48,1,1,78000,3711
"12333",11156,669,48,1,1,65000,1332
"12334",9326,425,48,1,1,96000,13096
"12335",10563,586,48,1,1,80000,6188
"12336",10580,588,48,1,1,110000,4550
"12337",12404,886,48,1,1,140000,7736
"12338",9975,511,48,1,1,23000,1015
"12339",12825,975,48,1,1,1e+05,7238
"12340",11777,775,48,1,1,130000,29240
"12341",10775,617,48,1,1,130000,11480
"12342",8549,352,48,1,1,92000,5374
"12343",12781,965,48,1,1,180000,14452
"12344",10156,534,48,1,1,91000,1350
"12345",12276,859,48,1,1,99000,13760
"12346",11119,665,48,1,1,7700,336
"12347",11276,689,48,1,1,110000,2743
"12348",10323,557,48,1,1,20000,538
"12349",12091,827,48,1,1,110000,12575
"12350",14151,1389,48,1,1,91000,4242
"12351",10708,607,48,1,1,40000,5906
"12352",11519,729,48,1,1,71000,4352
"12353",11349,698,48,1,1,61000,2685
"12354",9974,511,48,1,1,18000,553
"12355",13185,1068,48,1,1,46000,861
"12356",11008,645,48,1,1,87000,3487
"12357",9476,443,48,1,1,38000,3240
"12358",11531,730,48,1,1,95000,8221
"12359",11925,798,48,1,1,82000,4671
"12360",12171,841,48,1,1,66000,1248
"12361",10301,554,48,1,1,160000,3291
"12362",11485,723,48,1,1,94000,6218
"12363",13115,1051,48,1,1,73000,480
"12364",12107,829,48,1,1,95000,6188
"12365",11924,798,48,1,1,38000,2129
"12366",12896,995,48,1,1,17000,681
"12367",10750,613,48,1,1,34000,1256
"12368",12780,965,48,1,1,86000,3321
"12369",11201,677,48,1,1,150000,24350
"12370",11472,721,48,1,1,47000,1578
"12371",11642,750,48,1,1,69000,1240
"12372",10975,643,48,1,1,57000,3250
"12373",8435,343,48,1,1,700,948
"12374",11224,681,48,1,1,71000,5468
"12375",12114,831,48,1,1,44000,2726
"12376",11568,736,48,1,1,51000,4395
"12377",7835,303,48,1,1,56000,4345
"12378",11163,670,48,1,1,74000,2430
"12379",9928,506,48,1,1,27000,1710
"12380",9746,483,48,1,1,54000,1974
"12381",11554,734,48,1,1,33000,60
"12382",10011,515,48,1,1,34000,2500
"12383",12066,824,48,1,1,48000,1020
"12384",10364,561,48,1,1,43000,510
"12385",12621,935,48,1,1,13000,770
"12386",11762,772,48,1,1,98000,14730
"12387",11257,687,48,1,1,81000,1320
"12388",9973,511,48,1,1,31000,576
"12389",10381,562,48,1,1,37000,1372
"12390",10208,543,48,1,1,51000,0
"12391",10207,543,48,1,1,30000,420
"12392",7753,299,48,1,1,63000,950
"12393",10228,547,48,1,1,37000,2410
"12394",11076,656,48,1,1,58000,1030
"12395",9972,511,48,1,1,12000,200
"12396",11295,691,48,1,1,49000,3451
"12397",10322,557,48,1,1,25000,920
"12398",10321,557,48,1,1,19000,1457
"12399",11318,694,48,1,1,91000,5345
"12400",9475,443,48,1,1,13000,1882
"12401",10891,630,48,1,1,62000,5388
"12402",10665,600,48,1,1,69000,3374
"12403",10320,557,48,1,1,24000,6600
"12404",12575,924,48,1,1,66000,1172
"12405",9971,511,48,1,1,15000,432
"12406",11444,715,48,1,1,130000,1538
"12407",11884,793,48,1,1,28000,3836
"12408",11567,736,48,1,1,38000,1443
"12409",12768,960,48,1,1,130000,9955
"12410",11909,797,48,1,1,28000,3270
"12411",11144,668,48,1,1,61000,1905
"12412",8732,369,48,1,1,16000,240
"12413",9970,511,48,1,1,14000,392
"12414",11315,693,48,1,1,77000,1990
"12415",12011,814,48,1,1,130000,3720
"12416",10206,543,48,1,1,35000,3302
"12417",12365,880,48,1,1,77000,7229
"12418",11797,777,48,1,1,32000,2975
"12419",11143,668,48,1,1,60000,4214
"12420",9570,458,48,1,1,75000,2160
"12421",11992,810,48,1,1,87000,-845
"12422",12364,880,48,1,1,49000,3075
"12423",12427,891,48,1,1,22000,1965
"12424",10198,542,48,1,1,90000,3215
"12425",12974,1018,48,1,1,27000,1042
"12426",12363,880,48,1,1,79000,5082
"12427",11399,706,48,1,1,40000,4510
"12428",12445,895,48,1,1,27000,3922
"12429",8548,352,48,1,1,7800,401
"12430",11792,776,48,1,1,31000,960
"12431",11303,692,48,1,1,2e+05,8090
"12432",12010,814,48,1,1,120000,9525
"12433",11620,745,48,1,1,61000,4392
"12434",11265,688,48,1,1,68000,1320
"12435",10380,562,48,1,1,45000,2610
"12436",6622,253,48,1,1,8900,901
"12437",11348,698,48,1,1,55000,1095
"12438",12038,819,48,1,1,73000,5791
"12439",4989,193,48,1,1,1900,553
"12440",10553,585,48,1,1,9500,870
"12441",12153,838,48,1,1,1600,4217
"12442",9086,402,48,1,1,0,1010
"12443",10167,536,48,1,1,76000,2416
"12444",11471,721,48,1,1,110000,3489
"12445",11866,790,48,1,1,21000,1016
"12446",11991,810,48,1,1,89000,6372
"12447",11253,685,48,1,1,67000,2011
"12448",9969,511,48,1,1,50000,2900
"12449",10420,566,48,1,1,14000,1190
"12450",9768,485,48,1,1,40000,1843
"12451",2674,121,48,1,1,24000,1870
"12452",12132,836,48,1,1,18000,976
"12453",12037,819,48,1,1,69000,9190
"12454",11264,688,48,1,1,57000,7055
"12455",9968,511,48,1,1,20000,495
"12456",12558,921,48,1,1,5100,410
"12457",11923,798,48,1,1,120000,10890
"12458",10827,624,48,1,1,130000,8676
"12459",12036,819,48,1,1,88000,6145
"12460",11761,772,48,1,1,91000,6497
"12461",9425,436,48,1,1,76000,7222
"12462",12117,832,48,1,1,31000,0
"12463",11981,808,48,1,1,66000,4154
"12464",10319,557,48,1,1,38000,120
"12465",9967,511,48,1,1,14000,25
"12466",9966,511,48,1,1,16000,360
"12467",9965,511,48,1,1,14000,0
"12468",10929,634,48,1,1,21000,2502
"12469",9964,511,48,1,1,16000,10
"12470",9963,511,48,1,1,36000,442
"12471",11796,777,48,1,1,60000,1390
"12472",12009,814,48,1,1,31000,3327
"12473",12275,859,48,1,1,32000,501
"12474",12239,853,48,1,1,1e+05,4600
"12475",8781,373,48,1,1,89000,3690
"12476",11667,754,48,1,1,46000,11360
"12477",10205,543,48,1,1,35000,1452
"12478",13169,1066,48,1,1,65000,15008
"12479",12362,880,48,1,1,60000,2140
"12480",9962,511,48,1,1,31000,632
"12481",11383,703,48,1,1,110000,4546
"12482",1089,57,48,1,1,3900,1120
"12483",12574,924,48,1,1,70000,1935
"12484",12549,918,48,1,1,46000,2129
"12485",11560,735,48,1,1,26000,1504
"12486",11736,767,48,1,1,61000,4111
"12487",10965,641,48,1,1,65000,851
"12488",13735,1217,48,1,1,120000,3310
"12489",10031,519,48,1,1,69000,3947
"12490",10601,592,48,1,1,57000,10800
"12491",10562,586,48,1,1,64000,1148
"12492",8797,374,48,1,1,45000,9996
"12493",9556,456,48,1,1,32000,2010
"12494",10969,642,48,1,1,82000,7972
"12495",12506,910,48,1,1,64000,1730
"12496",13630,1187,48,1,1,140000,5100
"12497",12144,837,48,1,1,35000,5165
"12498",12513,913,48,1,1,130000,3254
"12499",11390,704,48,1,1,59000,2590
"12500",11223,681,48,1,1,41000,890
"12501",9431,437,48,1,1,64000,4215
"12502",13793,1239,48,1,1,120000,2538
"12503",13138,1058,48,1,1,130000,8267
"12504",11795,777,48,1,1,30000,557
"12505",10774,617,48,1,1,1e+05,3701
"12506",10797,620,48,1,1,60000,2590
"12507",10041,521,48,1,1,65000,7696
"12508",10379,562,48,1,1,38000,1265
"12509",11699,759,48,1,1,53000,7829
"12510",11922,798,48,1,1,41000,440
"12511",8092,319,48,1,1,53000,4309
"12512",11195,675,48,1,1,27000,478
"12513",12690,946,48,1,1,87000,1025
"12514",12788,966,48,1,1,45000,2310
"12515",10926,633,48,1,1,35000,3230
"12516",11611,743,48,1,1,20000,970
"12517",13532,1154,48,1,1,93000,2280
"12518",12349,876,48,1,1,110000,2520
"12519",12697,947,48,1,1,51000,450
"12520",5316,207,48,1,1,31000,760
"12521",10100,528,48,1,1,61000,2871
"12522",10671,602,48,1,1,80000,2760
"12523",11347,698,48,1,1,27000,1627
"12524",13104,1048,48,1,1,50000,1521
"12525",10707,607,48,1,1,65000,4322
"12526",9987,512,48,1,1,72000,6008
"12527",12505,910,48,1,1,82000,10932
"12528",11116,664,48,1,1,180000,33995
"12529",13254,1085,48,1,1,50000,1760
"12530",8566,354,48,1,1,46000,4138
"12531",11619,745,48,1,1,56000,2954
"12532",11865,790,48,1,1,21000,165
"12533",12860,981,48,1,1,70000,2089
"12534",13247,1083,48,1,1,63000,544
"12535",10664,600,48,1,1,25000,384
"12536",4867,189,48,1,1,49000,2914
"12537",10197,542,48,1,1,0,235
"12538",12566,922,48,1,1,39000,1472
"12539",12361,880,48,1,1,65000,4470
"12540",11722,765,48,1,1,130000,5015
"12541",9934,507,48,1,1,41000,3310
"12542",12238,853,48,1,1,170000,23120
"12543",9207,415,48,1,1,1500,1860
"12544",12403,886,48,1,1,67000,1267
"12545",9961,511,48,1,1,14000,597
"12546",12411,889,48,1,1,26000,2440
"12547",11238,683,48,1,1,56000,2152
"12548",10204,543,48,1,1,41000,2123
"12549",10756,614,48,1,1,70000,2748
"12550",11618,745,48,1,1,30000,3510
"12551",11871,791,48,1,1,78000,5456
"12552",2673,121,48,1,1,14000,1025
"12553",12237,853,48,1,1,1e+05,2975
"12554",13261,1086,48,1,1,76000,2560
"12555",4988,193,48,1,1,12000,1201
"12556",11325,695,48,1,1,250000,12425
"12557",11684,756,48,1,1,48000,1868
"12558",12274,859,48,1,1,31000,2087
"12559",11382,703,48,1,1,120000,7489
"12560",9960,511,48,1,1,14000,601
"12561",10378,562,48,1,1,40000,1274
"12562",9959,511,48,1,1,20000,1069
"12563",11425,711,48,1,1,43000,6870
"12564",10574,587,48,1,1,17000,795
"12565",9853,497,48,1,1,51000,5000
"12566",12031,818,48,1,1,36000,844
"12567",9359,427,48,1,1,44000,4968
"12568",8731,369,48,1,1,15000,1766
"12569",11921,798,48,1,1,47000,2980
"12570",9958,511,48,1,1,24000,812
"12571",9664,470,48,1,1,53000,1935
"12572",11263,688,48,1,1,63000,3506
"12573",11545,732,48,1,1,78000,5550
"12574",10419,566,48,1,1,50000,1026
"12575",8524,350,48,1,1,47000,2461
"12576",12374,881,48,1,1,150000,11432
"12577",11252,685,48,1,1,94000,1285
"12578",11791,776,48,1,1,120000,25942
"12579",10318,557,48,1,1,87000,7641
"12580",9957,511,48,1,1,15000,1135
"12581",12848,978,48,1,1,220000,12408
"12582",8730,369,48,1,1,26000,1497
"12583",10773,617,48,1,1,94000,1830
"12584",12865,982,48,1,1,110000,13105
"12585",12793,968,48,1,1,120000,4519
"12586",10143,532,48,1,1,150000,4033
"12587",11598,740,48,1,1,1e+05,5480
"12588",10826,624,48,1,1,150000,11650
"12589",13841,1260,48,1,1,150000,3275
"12590",9358,427,48,1,1,72000,4122
"12591",11530,730,48,1,1,73000,5048
"12592",10155,534,48,1,1,61000,1335
"12593",10552,585,48,1,1,68000,2305
"12594",11496,724,48,1,1,120000,6061
"12595",8729,369,48,1,1,18000,1477
"12596",12019,815,48,1,1,81000,2380
"12597",12696,947,48,1,1,180000,2492
"12598",13621,1183,48,1,1,82000,4235
"12599",11550,733,48,1,1,61000,2194
"12600",11544,732,48,1,1,54000,3512
"12601",12479,902,48,1,1,190000,11275
"12602",10091,527,48,1,1,86000,3849
"12603",12932,1005,48,1,1,1e+05,5393
"12604",9120,406,48,1,1,38000,2426
"12605",11815,779,48,1,1,80000,5969
"12606",12045,820,48,1,1,46000,3400
"12607",12389,884,48,1,1,130000,7545
"12608",12495,908,48,1,1,69000,5592
"12609",12290,862,48,1,1,250000,17340
"12610",12856,980,48,1,1,120000,4780
"12611",11808,778,48,1,1,99000,4435
"12612",13551,1161,48,1,1,1e+05,6660
"12613",12548,918,48,1,1,95000,1110
"12614",11870,791,48,1,1,92000,10933
"12615",12711,950,48,1,1,340000,39690
"12616",12482,903,48,1,1,110000,3535
"12617",10006,514,48,1,1,70000,15977
"12618",12600,930,48,1,1,120000,11182
"12619",14632,1612,48,1,1,110000,4012
"12620",12434,892,48,1,1,230000,4755
"12621",11451,716,48,1,1,110000,14515
"12622",12273,859,48,1,1,84000,7100
"12623",11170,672,48,1,1,62000,3485
"12624",11294,691,48,1,1,57000,840
"12625",12060,823,48,1,1,60000,1257
"12626",12200,848,48,1,1,90000,2105
"12627",11698,759,48,1,1,89000,6905
"12628",12980,1019,48,1,1,77000,3567
"12629",12122,834,48,1,1,55000,596
"12630",11190,674,48,1,1,36000,994
"12631",11850,787,48,1,1,92000,3620
"12632",12547,918,48,1,1,91000,5140
"12633",12504,910,48,1,1,1e+05,7203
"12634",12380,882,48,1,1,70000,9392
"12635",8697,366,48,1,1,110000,9782
"12636",6478,247,48,1,1,1e+05,7876
"12637",7228,275,48,1,1,39000,3335
"12638",7028,267,48,1,1,2e+05,10561
"12639",8130,322,48,1,1,120000,4330
"12640",6875,262,48,1,1,210000,13013
"12641",7685,295,48,1,1,280000,8690
"12642",4741,186,48,1,1,160000,7385
"12643",4374,175,48,1,1,9300,816
"12644",5279,205,48,1,1,130000,8811
"12645",7906,307,48,1,1,520000,7720
"12646",6437,245,48,1,1,120000,2670
"12647",5259,204,48,1,1,23000,817
"12648",9841,495,48,1,1,140000,2825
"12649",6143,234,48,1,1,190000,4044
"12650",7027,267,48,1,1,690000,19580
"12651",8668,364,48,1,1,78000,2562
"12652",7502,287,48,1,1,290000,17419
"12653",6874,262,48,1,1,160000,13977
"12654",7605,291,48,1,1,230000,11380
"12655",8060,316,48,1,1,140000,7205
"12656",8884,382,48,1,1,2e+05,2535
"12657",6142,234,48,1,1,51000,564
"12658",7752,299,48,1,1,270000,9950
"12659",9050,398,48,1,1,23000,444
