"","IG","year","sales","stock"
"2526","S02000623",2012,46,1589
"2527","S02000624",2012,44,1919
"2528","S02000625",2012,33,1756
"2529","S02000626",2012,23,1763
"2530","S02000627",2012,51,2438
"2531","S02000628",2012,45,3847
"2532","S02000629",2012,29,1718
"2533","S02000630",2012,29,2009
"2534","S02000631",2012,31,2010
"2535","S02000632",2012,36,2778
"2536","S02000633",2012,34,3015
"2537","S02000634",2012,84,2493
"2538","S02000635",2012,78,4299
"2539","S02000636",2012,36,1717
"2540","S02000637",2012,24,1949
"2541","S02000638",2012,29,2003
"2542","S02000639",2012,36,1698
"2543","S02000640",2012,33,2600
"2544","S02000641",2012,23,2334
"2545","S02000642",2012,59,2009
"2546","S02000643",2012,27,2059
"2547","S02000644",2012,25,1773
"2548","S02000645",2012,53,1729
"2549","S02000646",2012,18,2105
"2550","S02000647",2012,30,2771
"2551","S02000648",2012,21,2952
"2552","S02000649",2012,10,1505
"2553","S02000650",2012,67,2327
"2554","S02000651",2012,54,2379
"2555","S02000652",2012,6,1661
"2556","S02000653",2012,31,1338
"2557","S02000654",2012,30,2948
"2558","S02000655",2012,107,3875
"2559","S02000656",2012,58,3664
"2560","S02000657",2012,35,1833
"2561","S02000658",2012,100,5472
"2562","S02000659",2012,90,3675
"2563","S02000660",2012,36,3335
"2564","S02000661",2012,92,4772
"2565","S02000662",2012,2,1577
"2566","S02000663",2012,39,2555
"2567","S02000664",2012,121,4105
"2568","S02000665",2012,110,3095
"2569","S02000666",2012,15,3254
"2570","S02000667",2012,27,2431
"2571","S02000668",2012,77,3095
"2572","S02000669",2012,18,1894
"2573","S02000670",2012,7,1497
"2574","S02000671",2012,60,2406
"2575","S02000672",2012,111,2743
"2576","S02000673",2012,23,2084
"2577","S02000674",2012,43,1926
"2578","S02000675",2012,78,3427
"2579","S02000676",2012,23,1900
"2580","S02000677",2012,91,2139
"2581","S02000678",2012,26,1786
"2582","S02000679",2012,88,2256
"2583","S02000680",2012,33,2192
"2584","S02000681",2012,116,2359
"2585","S02000682",2012,39,1152
"2586","S02000683",2012,79,1951
"2587","S02000684",2012,24,1942
"2588","S02000685",2012,16,2731
"2589","S02000686",2012,28,1930
"2590","S02000687",2012,10,1601
"2591","S02000688",2012,89,3635
"2592","S02000689",2012,165,3110
"2593","S02000690",2012,76,2743
"2594","S02000691",2012,32,2410
"2595","S02000692",2012,34,2891
"2596","S02000693",2012,14,2400
"2597","S02000694",2012,28,2266
"2598","S02000695",2012,81,2356
"2599","S02000696",2012,45,2253
"2600","S02000697",2012,20,1542
"2601","S02000698",2012,49,1832
"2602","S02000699",2012,35,2039
"2603","S02000700",2012,14,1314
"2604","S02000701",2012,32,2060
"2605","S02000702",2012,68,2266
"2606","S02000703",2012,19,1264
"2607","S02000704",2012,37,1937
"2608","S02000705",2012,113,3283
"2609","S02000706",2012,34,1938
"2610","S02000707",2012,18,1301
"2611","S02000708",2012,19,1684
"2612","S02000709",2012,57,2880
"2613","S02000710",2012,27,1837
"2614","S02000711",2012,32,1204
"2615","S02000712",2012,13,1524
"2616","S02000713",2012,64,1963
"2617","S02000714",2012,14,1531
"2618","S02000715",2012,6,1473
"2619","S02000716",2012,4,1305
"2620","S02000771",2012,51,1195
"2621","S02000772",2012,42,1540
"2622","S02000773",2012,113,2332
"2623","S02000774",2012,23,2202
"2624","S02000775",2012,50,2684
"2625","S02000776",2012,62,2734
"2626","S02000777",2012,29,1969
"2627","S02000778",2012,43,2802
"2628","S02000779",2012,34,1985
"2629","S02000780",2012,28,2467
"2630","S02000781",2012,33,3389
"2631","S02000782",2012,17,2002
"2632","S02000783",2012,23,2302
"2633","S02000784",2012,50,3140
"2634","S02000785",2012,58,2197
"2635","S02000786",2012,64,2081
"2636","S02000787",2012,60,2133
"2637","S02000923",2012,76,2514
"2638","S02000925",2012,45,1784
"2639","S02000926",2012,20,1506
"2640","S02000927",2012,45,1536
"2641","S02000983",2012,33,1299
"2642","S02000984",2012,30,1457
"2643","S02000985",2012,24,1692
"2644","S02000986",2012,35,1554
"2645","S02000987",2012,45,2481
"2646","S02000988",2012,35,2270
"2647","S02000989",2012,38,1457
"2648","S02000990",2012,43,2106
"2649","S02000991",2012,70,3367
"2650","S02000992",2012,37,2252
"2651","S02000993",2012,37,1606
"2652","S02000994",2012,29,1871
"2653","S02000995",2012,52,2565
"2654","S02000996",2012,36,1575
"2655","S02000997",2012,27,1773
"2656","S02000998",2012,34,1876
"2657","S02000999",2012,55,2448
"2658","S02001000",2012,140,4856
"2659","S02001001",2012,44,2350
"2660","S02001002",2012,40,2039
"2661","S02001003",2012,28,2067
"2662","S02001004",2012,110,3410
"2663","S02001005",2012,21,2076
"2664","S02001006",2012,25,1960
"2665","S02001007",2012,42,2910
"2666","S02001008",2012,54,2038
"2667","S02001009",2012,34,1304
"2668","S02001010",2012,39,2713
"2669","S02001011",2012,55,2476
"2670","S02001012",2012,41,1183
"2671","S02001013",2012,51,2455
"2672","S02001014",2012,60,3222
"2673","S02001015",2012,34,1664
"2674","S02001016",2012,120,2584
"2675","S02001017",2012,39,2181
"2676","S02001018",2012,40,2155
"2677","S02001019",2012,47,2475
"2678","S02001020",2012,35,1915
"2679","S02001146",2012,32,2001
"2680","S02001148",2012,40,2202
"2681","S02001149",2012,42,1955
"2682","S02001150",2012,41,2248
"2683","S02001152",2012,31,1392
"2684","S02001153",2012,32,1798
"2685","S02001154",2012,42,1589
"2686","S02001156",2012,106,2453
"2687","S02001157",2012,94,2291
"2688","S02001158",2012,31,1517
"2689","S02001159",2012,71,2680
"2690","S02001160",2012,28,1832
"2691","S02001161",2012,41,1990
"2692","S02001162",2012,40,1943
"2693","S02001184",2012,30,2375
"2694","S02001185",2012,30,2558
"2695","S02001186",2012,32,2782
"2696","S02001187",2012,31,2325
"2697","S02001188",2012,34,3028
"2698","S02001189",2012,39,1790
"2699","S02001190",2012,55,2369
"2700","S02001191",2012,22,2468
"2701","S02001192",2012,174,3332
"2702","S02001193",2012,17,1988
"2703","S02001194",2012,42,1956
"2704","S02001195",2012,45,2833
"2705","S02001196",2012,30,2686
"2706","S02001197",2012,31,2396
"2707","S02001198",2012,30,2587
"2708","S02001199",2012,38,2173
"2709","S02001200",2012,55,2725
"2710","S02001201",2012,49,2527
"2711","S02000260",2013,67,2345
"2712","S02000261",2013,66,984
"2713","S02000262",2013,42,1726
"2714","S02000263",2013,56,1449
"2715","S02000264",2013,68,2341
"2716","S02000265",2013,48,1180
"2717","S02000266",2013,40,1131
"2718","S02000267",2013,39,1357
"2719","S02000268",2013,59,2267
"2720","S02000269",2013,49,1343
"2721","S02000270",2013,69,2187
"2722","S02000271",2013,63,1675
"2723","S02000272",2013,68,1552
"2724","S02000273",2013,45,1216
"2725","S02000274",2013,126,1568
"2726","S02000275",2013,67,1497
"2727","S02000276",2013,75,1591
"2728","S02000277",2013,43,1995
"2729","S02000278",2013,26,1130
"2730","S02000279",2013,71,1915
"2731","S02000280",2013,26,1598
"2732","S02000281",2013,82,2036
"2733","S02000282",2013,39,1505
"2734","S02000283",2013,20,1235
"2735","S02000284",2013,38,1444
"2736","S02000285",2013,46,1059
"2737","S02000286",2013,38,1618
"2738","S02000287",2013,64,2013
"2739","S02000310",2013,85,2010
"2740","S02000311",2013,107,2543
"2741","S02000312",2013,52,1332
"2742","S02000313",2013,80,2250
"2743","S02000314",2013,57,2394
"2744","S02000316",2013,59,1392
"2745","S02000317",2013,96,2263
"2746","S02000318",2013,160,2544
"2747","S02000319",2013,71,1115
"2748","S02000320",2013,50,1440
"2749","S02000321",2013,57,2255
"2750","S02000322",2013,37,1702
"2751","S02000323",2013,59,1249
"2752","S02000324",2013,47,1671
"2753","S02000325",2013,111,1877
"2754","S02000326",2013,81,1991
"2755","S02000327",2013,95,1779
"2756","S02000328",2013,52,2917
"2757","S02000329",2013,31,1308
"2758","S02000584",2013,33,1753
"2759","S02000585",2013,15,2527
"2760","S02000586",2013,53,1874
"2761","S02000587",2013,30,2073
"2762","S02000588",2013,9,1911
"2763","S02000589",2013,47,2345
"2764","S02000590",2013,18,1237
"2765","S02000591",2013,28,1174
"2766","S02000592",2013,20,2298
"2767","S02000593",2013,93,2274
"2768","S02000594",2013,43,1472
"2769","S02000595",2013,50,1780
"2770","S02000596",2013,80,2263
"2771","S02000597",2013,27,2636
"2772","S02000598",2013,61,1501
"2773","S02000599",2013,106,2956
"2774","S02000600",2013,42,1784
"2775","S02000601",2013,15,1474
"2776","S02000602",2013,34,2773
"2777","S02000603",2013,67,2351
"2778","S02000604",2013,113,2360
"2779","S02000605",2013,65,1999
"2780","S02000606",2013,28,1375
"2781","S02000607",2013,115,2835
"2782","S02000608",2013,94,2838
"2783","S02000609",2013,103,2234
"2784","S02000610",2013,45,3133
"2785","S02000611",2013,38,1820
"2786","S02000612",2013,90,2401
"2787","S02000613",2013,25,1203
"2788","S02000614",2013,99,3095
"2789","S02000615",2013,34,2200
"2790","S02000616",2013,63,2869
"2791","S02000617",2013,17,1907
"2792","S02000618",2013,98,2397
"2793","S02000619",2013,14,1961
"2794","S02000620",2013,55,2810
"2795","S02000621",2013,67,2361
"2796","S02000622",2013,60,1958
"2797","S02000623",2013,39,1590
"2798","S02000624",2013,49,1920
"2799","S02000625",2013,34,1756
"2800","S02000626",2013,25,1763
"2801","S02000627",2013,70,2438
"2802","S02000628",2013,40,3472
"2803","S02000629",2013,28,1717
"2804","S02000630",2013,36,2008
"2805","S02000631",2013,55,2012
"2806","S02000632",2013,58,2778
"2807","S02000633",2013,41,3021
"2808","S02000634",2013,64,2520
"2809","S02000635",2013,107,4431
"2810","S02000636",2013,44,1717
"2811","S02000637",2013,26,1949
"2812","S02000638",2013,39,2007
"2813","S02000639",2013,43,1698
"2814","S02000640",2013,33,2600
"2815","S02000641",2013,49,2329
"2816","S02000642",2013,57,2009
"2817","S02000643",2013,44,2027
"2818","S02000644",2013,31,1829
"2819","S02000645",2013,67,1768
"2820","S02000646",2013,31,2105
"2821","S02000647",2013,42,2771
"2822","S02000648",2013,29,3020
"2823","S02000649",2013,11,1225
"2824","S02000650",2013,64,2327
"2825","S02000651",2013,65,2373
"2826","S02000652",2013,7,1523
"2827","S02000653",2013,21,1339
"2828","S02000654",2013,20,2974
"2829","S02000655",2013,132,3823
"2830","S02000656",2013,49,3690
"2831","S02000657",2013,32,1833
"2832","S02000658",2013,119,5498
"2833","S02000659",2013,107,3675
"2834","S02000660",2013,48,3334
"2835","S02000661",2013,127,4860
"2836","S02000662",2013,3,1382
"2837","S02000663",2013,28,2604
"2838","S02000664",2013,132,4108
"2839","S02000665",2013,138,3212
"2840","S02000666",2013,13,3255
"2841","S02000667",2013,57,2440
"2842","S02000668",2013,100,3094
"2843","S02000669",2013,21,1922
"2844","S02000670",2013,7,1012
"2845","S02000671",2013,70,2406
"2846","S02000672",2013,120,2748
"2847","S02000673",2013,45,2084
"2848","S02000674",2013,80,2012
"2849","S02000675",2013,92,3398
"2850","S02000676",2013,24,1929
"2851","S02000677",2013,115,2138
"2852","S02000678",2013,28,1798
"2853","S02000679",2013,96,2258
"2854","S02000680",2013,24,2192
"2855","S02000681",2013,128,2373
"2856","S02000682",2013,39,1152
"2857","S02000683",2013,92,1949
"2858","S02000684",2013,31,1944
"2859","S02000685",2013,12,2587
"2860","S02000686",2013,61,1931
"2861","S02000687",2013,16,1393
"2862","S02000688",2013,100,3726
"2863","S02000689",2013,130,3115
"2864","S02000690",2013,117,2745
"2865","S02000691",2013,26,2407
"2866","S02000692",2013,46,2891
"2867","S02000693",2013,25,2411
"2868","S02000694",2013,23,2283
"2869","S02000695",2013,71,2362
"2870","S02000696",2013,38,2254
"2871","S02000697",2013,20,1543
"2872","S02000698",2013,43,1832
"2873","S02000699",2013,51,2039
"2874","S02000700",2013,7,1313
"2875","S02000701",2013,35,2099
"2876","S02000702",2013,84,2266
"2877","S02000703",2013,30,1264
"2878","S02000704",2013,26,1938
"2879","S02000705",2013,116,3306
"2880","S02000706",2013,40,1938
"2881","S02000707",2013,29,1301
"2882","S02000708",2013,18,1676
"2883","S02000709",2013,47,2876
"2884","S02000710",2013,40,1837
"2885","S02000711",2013,40,1204
"2886","S02000712",2013,13,1520
"2887","S02000713",2013,72,2005
"2888","S02000714",2013,22,1551
"2889","S02000715",2013,0,1472
"2890","S02000716",2013,8,1306
"2891","S02000771",2013,44,1195
"2892","S02000772",2013,53,1544
"2893","S02000773",2013,84,2372
"2894","S02000774",2013,26,2202
"2895","S02000775",2013,81,2533
"2896","S02000776",2013,60,2750
"2897","S02000777",2013,38,1969
"2898","S02000778",2013,61,2780
"2899","S02000779",2013,43,1982
"2900","S02000780",2013,30,2467
"2901","S02000781",2013,38,3145
"2902","S02000782",2013,23,2059
"2903","S02000783",2013,29,2252
"2904","S02000784",2013,87,3141
"2905","S02000785",2013,49,2175
"2906","S02000786",2013,67,2081
"2907","S02000787",2013,81,2136
"2908","S02000923",2013,101,2639
"2909","S02000925",2013,47,1785
"2910","S02000926",2013,30,1505
"2911","S02000927",2013,47,1586
"2912","S02000983",2013,36,1299
"2913","S02000984",2013,52,1462
"2914","S02000985",2013,27,1696
"2915","S02000986",2013,25,1554
"2916","S02000987",2013,37,2481
"2917","S02000988",2013,42,2303
"2918","S02000989",2013,61,1485
"2919","S02000990",2013,50,2106
"2920","S02000991",2013,76,3394
"2921","S02000992",2013,38,2253
"2922","S02000993",2013,38,1606
"2923","S02000994",2013,21,1871
"2924","S02000995",2013,62,2565
"2925","S02000996",2013,48,1575
"2926","S02000997",2013,25,1814
"2927","S02000998",2013,40,1838
"2928","S02000999",2013,88,2465
"2929","S02001000",2013,119,4868
"2930","S02001001",2013,39,2349
"2931","S02001002",2013,56,2038
"2932","S02001003",2013,19,2067
"2933","S02001004",2013,113,3440
"2934","S02001005",2013,26,2076
"2935","S02001006",2013,26,1963
"2936","S02001007",2013,50,2982
"2937","S02001008",2013,51,2040
"2938","S02001009",2013,51,1304
"2939","S02001010",2013,43,2691
"2940","S02001011",2013,69,2476
"2941","S02001012",2013,30,1183
"2942","S02001013",2013,60,2455
"2943","S02001014",2013,82,3251
"2944","S02001015",2013,109,1718
"2945","S02001016",2013,154,2690
"2946","S02001017",2013,68,2181
"2947","S02001018",2013,56,2155
"2948","S02001019",2013,62,2483
"2949","S02001020",2013,43,1916
"2950","S02001146",2013,43,2010
"2951","S02001148",2013,33,2202
"2952","S02001149",2013,34,1955
"2953","S02001150",2013,48,2248
"2954","S02001152",2013,23,1404
"2955","S02001153",2013,41,1815
"2956","S02001154",2013,78,1623
"2957","S02001156",2013,192,2569
"2958","S02001157",2013,86,2326
"2959","S02001158",2013,39,1517
"2960","S02001159",2013,84,2680
"2961","S02001160",2013,31,1832
"2962","S02001161",2013,35,2022
"2963","S02001162",2013,38,1966
"2964","S02001184",2013,34,2375
"2965","S02001185",2013,37,2561
"2966","S02001186",2013,31,2782
"2967","S02001187",2013,42,2349
"2968","S02001188",2013,39,2972
"2969","S02001189",2013,32,1790
"2970","S02001190",2013,47,2315
"2971","S02001191",2013,25,2468
"2972","S02001192",2013,183,3441
"2973","S02001193",2013,38,1989
"2974","S02001194",2013,49,1958
"2975","S02001195",2013,33,2825
"2976","S02001196",2013,46,2663
"2977","S02001197",2013,67,2424
"2978","S02001198",2013,45,2586
"2979","S02001199",2013,46,2184
"2980","S02001200",2013,70,2725
"2981","S02001201",2013,40,2541
