"","Chromosome","Genome.Order","gm05296","gm03563","gm01535","gm07081","gm01750","gm03134","gm13330","gm13031","gm01524"
"1925",17,1029,0.025001,-0.181999,-0.181999,-0.099997,0.02811,-0.01014,-0.138839,-0.086195,-0.30967
"1926",17,1030,-0.418247,-0.299114,-0.299114,0.027873,0.118041,0.013289,0.084653,0.083104,-0.187792
"1927",17,1031,0.207917,-0.004794,-0.004794,0.058634,-0.071968,0.142282,0.006257,0.186158,-0.005524
"1928",17,1032,-0.035044,0.310184,0.310184,0.451152,0.208404,-0.102629,0.339264,0.132694,-0.070544
"1929",17,1034,0.086269,-0.040347,-0.040347,0.114311,0.165645,0.049372,0.003326,0.085851,0.053835
"1930",17,1035,0.067399,-0.017488,-0.017488,0.117033,-0.019817,-0.021086,-0.008108,0.099752,-0.05816
"1931",17,1036,-0.008566,0.115949,0.115949,-0.047892,0.106738,0.033198,0.096533,0.01374,-0.00955
"1932",17,1037,0.111546,0.170888,0.170888,0.067426,0.027941,0.155525,0.198727,0.134417,0.090651
"1933",17,1038,0.030773,0.03204,0.03204,0.004735,0.281082,0.050037,0.041759,-0.648213,-0.018546
"1934",17,1039,0.188825,-0.032726,-0.032726,0.124939,3.6e-05,0.097245,-0.031659,-0.555703,0.094064
"1935",17,1040,0.009274,-0.113366,-0.113366,0.07535,0.153187,0.044543,-0.18031,-0.719055,0.00859
"1936",17,1041,0.12395,-0.168026,-0.168026,0.057558,-0.040147,0.035657,-0.239491,-0.505124,0.067589
"1937",17,1042,-0.033263,-0.239172,-0.239172,-0.052159,0.059412,-0.071518,-0.231231,-0.678608,-0.089915
"1938",17,1043,0.037369,-0.065837,-0.065837,0.093496,0.086538,0.03987,-0.085202,-0.639289,0.140991
"1939",17,1045,NA,0.296726,0.296726,0.419117,0.291684,NA,0.1513,-0.587858,0.015188
"1940",17,1046,0.174214,0.069924,0.069924,0.168311,0.039625,0.04351,0.101803,-0.307767,0.028052
"1941",17,1047,0.111436,0.058305,0.058305,0.039935,0.126203,NA,0.027626,-0.622309,0.04781
"1942",17,1048,0.25143,-0.170655,-0.170655,0.108859,0.124565,0.082491,-0.08564,0.136825,0.166707
"1943",17,1049,0.17091,-0.055771,-0.055771,0.103479,0.054345,0.059804,-0.03176,0.109004,-0.044691
"1944",17,1050,0.022589,-0.003497,-0.003497,0.025114,0.012796,0.016354,0.04343,0.072065,-0.110654
"1945",17,1051,0.122762,0.173712,0.173712,0.135138,0.021837,NA,0.125333,0.16497,-0.082014
"1946",17,1052,0.03875,0.098911,0.098911,0.044235,0.23441,0.066114,0.087333,0.07516,0.058298
"1947",17,1053,0.207727,0.060747,0.060747,0.160196,-0.072491,0.163399,0.066795,0.145651,0.084817
"1948",17,1054,-0.066729,-0.102279,-0.102279,-0.014887,NA,-0.083281,-0.11088,-0.058483,-0.168545
"1949",17,1056,-0.016679,-0.120166,-0.120166,-0.063083,-0.020283,-0.00378,-0.096394,-0.084284,0.025288
"1950",17,1057,-0.008343,-0.089163,-0.089163,-0.016534,0.052388,0.012958,NA,-0.095375,0.039674
"1951",17,1058,0.065369,NA,NA,-0.011578,0.038317,0.005351,0.02238,0.019827,0.068371
"1952",17,1059,0.150398,-0.054149,-0.054149,0.024902,0.007184,0.034725,0.074701,0.073367,-0.107439
"1953",17,1060,0.090253,0.043843,0.043843,-0.02386,0.122787,0.02612,0.086796,0.022312,-0.019926
"1954",17,1061,0.144712,NA,NA,0.115197,0.255285,0.021236,-0.012212,0.077717,0.065395
"1955",17,1062,0.289287,-0.0459,-0.0459,0.129417,-0.039355,0.145558,-0.085009,0.245233,0.150271
"1956",17,1063,0.128912,-0.030993,-0.030993,-0.101306,0.036366,0.133687,NA,0.011691,-0.159834
"1957",17,1064,0.011496,-0.209251,-0.209251,0.008658,-0.029978,-0.030463,-0.148885,0.021599,-0.049968
"1958",17,1065,0.107063,-0.012301,-0.012301,-0.059641,0.020254,-0.063166,0.045017,0.051667,-0.034614
"1959",17,1067,-0.065945,0.034252,0.034252,-0.062788,-0.058785,-0.003129,0.077947,0.04033,-0.13037
"1960",17,1068,-0.093019,0.013513,0.013513,-0.05767,0.268663,-0.011978,0.027239,-0.007373,-0.03151
"1961",17,1069,0.255011,0.079496,0.079496,0.155436,0.257423,0.217655,0.152411,0.228721,0.310319
"1962",17,1070,0.108028,0.089469,0.089469,0.031829,0.259516,0.087598,0.124988,0.096561,-0.1252
"1963",17,1071,0.272084,0.157271,0.157271,0.178388,-0.017715,0.188702,0.187609,0.230626,-0.148672
"1964",17,1072,-0.027648,0.215154,0.215154,0.039771,NA,NA,NA,0.104779,-0.189154
"1965",17,1073,NA,0.055206,0.055206,0.032257,0.146516,NA,0.074705,0.102327,-0.047316
"1966",17,1074,-0.025361,0.006321,0.006321,0.010632,0.014612,-0.054827,0.023984,0.058715,0.004504
"1967",17,1075,0.044132,-0.145306,-0.145306,0.003266,0.018847,-0.022403,-0.101788,-0.025723,-0.203843
"1968",17,1076,0.03809,0.002724,0.002724,-0.142809,-0.128492,0.046459,0.017072,0.02742,-0.164785
"1969",18,1078,-0.008804,0.061662,0.061662,0.038464,0.001182,-0.022203,-0.005665,-0.028537,-0.136594
"1970",18,1079,0.027653,0.05618,0.05618,0.087188,-0.06129,0.029926,0.009622,0.069522,0.065524
"1971",18,1080,-0.017173,NA,NA,NA,-0.027648,0.122978,NA,0.041234,0.132823
"1972",18,1081,-0.015396,0.083693,0.083693,-0.009478,-0.054629,0.086545,0.083347,-0.048907,0.011498
"1973",18,1082,-0.082667,-0.022712,-0.022712,-0.074607,0.066598,-0.068223,-0.001462,-0.006136,-0.017864
"1974",18,1083,0.08801,0.129144,0.129144,0.104589,NA,0.114893,0.091088,0.011197,-0.007719
"1975",18,1084,0.027796,0.130049,0.130049,0.09793,-0.03064,0.097985,0.155247,-0.003144,-0.035509
"1976",18,1085,-0.029278,0.168656,0.168656,-0.010853,-0.059051,0.075353,0.124709,-0.025752,0.051505
"1977",18,1086,0.070146,-0.230838,-0.230838,0.012672,-0.038103,-0.03268,-0.250397,-0.058569,-0.127828
"1978",18,1087,-0.064078,0.110508,0.110508,-0.008554,0.022165,0.071661,0.100115,-0.051376,0.015378
"1979",18,1089,-0.040442,0.018997,0.018997,-0.021327,-6e-06,-0.030529,0.049683,0.04107,0.040309
"1980",18,1090,0.081245,0.226393,0.226393,0.465962,0.005412,NA,NA,NA,0.037567
"1981",18,1091,0.027645,NA,NA,0.102321,NA,0.039802,0.112352,0.088617,-0.010338
"1982",18,1092,NA,NA,NA,NA,-0.056274,NA,NA,NA,NA
"1983",18,1093,-0.036878,NA,NA,0.111105,-0.021709,-0.015261,0.154252,0.046729,NA
"1984",18,1094,-0.045028,0.019479,0.019479,0.00635,NA,0.006271,0.024613,0.019321,0.081853
"1985",18,1095,NA,NA,NA,NA,-0.059113,NA,NA,NA,NA
"1986",18,1096,-0.007083,0.053791,0.053791,-0.037791,-0.002788,0.011658,0.093508,-0.022458,0.093228
"1987",18,1097,0.041876,0.077749,0.077749,0.029551,-0.007642,0.057915,0.100113,0.018556,0.074333
"1988",18,1098,0.042316,0.19527,0.19527,0.018031,0.147771,0.125649,0.146231,0.012627,-0.002258
"1989",18,1100,0.123242,-0.076604,-0.076604,-0.042089,-0.189776,0.059616,-0.007974,0.02316,-0.168942
"1990",18,1101,-0.159049,-0.102954,-0.102954,0.254963,-0.032302,-0.068828,-0.053613,0.059685,-0.069104
"1991",18,1102,-0.02419,0.132785,0.132785,-0.008414,-0.061371,0.059182,0.16333,0.02838,0.157045
"1992",18,1103,-0.025049,0.015528,0.015528,0.024622,-0.014637,0.082491,-0.027834,-0.089628,0.056899
"1993",18,1104,0.032784,0.057867,0.057867,0.027014,-0.009302,0.065853,0.015947,0.002963,0.148609
"1994",18,1105,0.006442,0.020782,0.020782,-0.065302,0.046136,-0.002723,0.046675,-0.03949,0.105595
"1995",18,1106,0.029516,-0.021533,-0.021533,0.03197,0.248033,0.034096,-0.033617,0.037089,0.117916
"1996",18,1107,0.127641,0.001118,0.001118,0.047314,-0.049765,0.057176,0.028894,0.124186,-0.044729
"1997",18,1108,-0.088038,-0.149123,-0.149123,-0.124153,-0.012991,-0.100768,-0.16351,-0.178159,0.022424
"1998",18,1109,0.03239,0.155626,0.155626,-0.010756,-0.029858,0.070973,0.175773,0.036461,-0.028753
"1999",18,1113,-0.033916,-0.113921,-0.113921,NA,0.008301,-0.063447,-0.080435,NA,0.040883
"2000",18,1114,-0.029449,0.078965,0.078965,-0.033629,0.083636,0.022778,0.146299,0.033575,0.047447
"2001",18,1115,0.005451,0.046332,0.046332,-0.027759,-0.027749,-0.001522,0.095094,0.131747,0.064604
"2002",18,1116,-0.074672,-0.023184,-0.023184,0.001873,-0.029964,-0.033049,-0.021375,0.001449,0.004349
"2003",18,1117,0.021633,-0.039174,-0.039174,-0.062137,0.031369,0.004958,-0.016844,0.016245,-0.021039
"2004",18,1118,0.087238,-0.069153,-0.069153,0.077944,0.004074,0.060121,-0.197754,0.149861,0.036113
"2005",18,1119,-0.037568,-0.179716,-0.179716,-0.130438,-0.02464,-0.076155,-0.137926,-0.08008,0.0783
"2006",18,1120,0.019687,0.103598,0.103598,0.070686,0.239626,0.05008,0.115171,-7.1e-05,0.03293
"2007",18,1121,NA,0.02394,0.02394,0.091839,0.018553,0.052179,0.064458,0.115467,-0.02266
"2008",18,1122,-0.04888,-0.012006,-0.012006,0.052352,-0.097914,0.000913,-0.095052,0.017907,0.003786
"2009",18,1124,-0.060244,0.011513,0.011513,0.009857,NA,-0.021602,-0.003753,-0.009264,0.037319
"2010",18,1125,0.056501,0.038737,0.038737,0.0055,-0.009907,0.105946,0.008004,0.032064,-0.072045
"2011",18,1126,0.036351,0.08228,0.08228,0.080617,-0.03859,NA,0.036854,NA,0.056561
"2012",18,1127,-0.070189,-0.021885,-0.021885,-0.031032,-0.033875,-0.087666,NA,-0.09762,-0.077606
"2013",18,1128,-0.028679,0.113149,0.113149,-0.033879,0.143523,0.041128,0.062298,-0.036831,0.138456
"2014",18,1129,0.166469,-0.189434,-0.189434,0.031841,-0.039687,0.011601,-0.154478,0.132039,-0.080331
"2015",18,1130,-0.102768,-0.165042,-0.165042,-0.067256,-0.017939,-0.090004,-0.233001,-0.113448,-0.022432
"2016",18,1131,-0.060672,0.023152,0.023152,0.015687,-0.046233,0.023407,0.015287,-0.04496,0.128083
"2017",18,1132,-0.020173,-0.043447,-0.043447,0.076089,-0.019906,0.001597,-0.07342,-0.059741,0.121876
"2018",18,1133,-0.028381,-0.049076,-0.049076,-0.028205,0.163218,-0.154583,NA,-0.079555,-0.00896
"2019",18,1135,0.188245,-0.221964,-0.221964,-0.02351,-0.030652,-0.160083,-0.166563,-0.087473,-0.15792
"2020",18,1136,-0.001634,0.104979,0.104979,-0.01459,0.00478,0.030338,0.10266,0.012035,0.187459
"2021",18,1137,-0.044906,0.092432,0.092432,-0.129034,-0.066622,0,0.110345,-0.096793,-0.012541
"2022",18,1138,-0.019934,0.075659,0.075659,-0.087872,0.002554,0.077173,0.096737,-0.061281,0.119077
"2023",18,1139,-0.006319,0.258637,0.258637,0.072544,-0.06715,0.218552,0.217908,0.03824,NA
"2024",18,1140,0.06876,-0.039674,-0.039674,-0.160944,0.084916,-0.009236,-0.065522,-0.005349,0.064172
"2025",19,1141,0.099297,0.020309,0.020309,-0.214245,0.186518,-0.039488,0.045827,-0.062194,-0.22062
"2026",19,1142,0.126951,0.029208,0.029208,-0.156828,-0.113271,0.00095,0.072679,0.002961,-0.271437
"2027",19,1143,-0.146434,0.03703,0.03703,-0.14925,-0.037363,-0.084325,0.047873,0.005908,-0.142289
"2028",19,1144,-0.035499,0.137032,0.137032,-0.104535,-0.073906,0.066558,0.156919,0.000262,-0.144358
"2029",19,1146,-0.070207,0.232457,0.232457,NA,0.154396,-0.019769,0.226645,NA,-0.184297
"2030",19,1147,-0.082483,-0.05235,-0.05235,-0.040664,-0.013911,-0.089123,-0.116655,-0.057161,-0.121569
"2031",19,1148,-0.073741,-0.026636,-0.026636,-0.081011,-0.002545,-0.038036,0.047173,0.043297,-0.058513
"2032",19,1149,-0.033184,0.097875,0.097875,-0.101157,0.031844,-0.016749,0.131007,0.00241,-0.025177
"2033",19,1150,-0.050272,-0.018162,-0.018162,-0.037688,-0.056073,-0.013321,0.004454,0.027097,-0.009307
"2034",19,1151,-0.122298,0.074387,0.074387,NA,-0.039457,-0.034571,0.090225,NA,-0.123596
"2035",19,1152,-0.126418,0.081814,0.081814,-0.092834,-0.001191,NA,0.096803,0.009456,-0.242704
"2036",19,1153,-0.027268,0.13497,0.13497,-0.092493,0.005744,-0.014375,0.124812,0.025938,-0.172867
"2037",19,1154,0.05808,-0.056324,-0.056324,-0.032143,-0.014601,NA,-0.086731,-0.039283,0.109972
"2038",19,1155,-0.089917,0.076376,0.076376,-0.044887,-0.05323,-0.012253,0.04539,-0.062877,0.089677
"2039",19,1157,-0.054663,0.015208,0.015208,-0.070847,0.006911,-0.016913,0.037892,-0.023746,-0.162066
"2040",19,1158,-0.003154,0.404546,0.404546,0.159017,0.04077,0.099404,0.1589,0.10732,-0.129379
"2041",19,1159,-0.002013,0.031652,0.031652,0.02454,-0.067847,0.048501,0.021505,0.041368,-0.062324
"2042",19,1160,-0.047382,0.013243,0.013243,-0.027924,0.030309,-0.005861,-0.020497,-0.052929,-0.04615
"2043",19,1161,NA,0.093274,0.093274,-0.031837,-0.013195,NA,0.114458,0.026398,-0.108457
"2044",19,1162,NA,-0.004285,-0.004285,-0.032002,0.056313,0.015615,-0.006213,0.002098,0.027919
"2045",19,1163,0.014876,0.171845,0.171845,-0.076493,0.022997,0.042211,0.234081,0.001569,0
"2046",19,1164,0.056653,0.031685,0.031685,-0.001916,0.030389,NA,0.001758,0.044228,-0.082426
"2047",19,1165,0.016595,0.039165,0.039165,-0.055676,-0.049908,0.003632,0.059435,0.019414,-0.038445
"2048",19,1166,-0.019826,NA,NA,NA,-0.026208,0.027906,NA,NA,NA
"2049",19,1168,-0.034138,0.033585,0.033585,-0.10381,0.077705,-0.038962,0.055237,-0.049788,0.001185
"2050",19,1169,-0.028175,-0.064609,-0.064609,0.011217,-0.032259,-0.007161,0.179088,0.031264,-0.09458
"2051",19,1170,0.037593,0.005756,0.005756,-0.061925,0.053913,0.055292,0.051983,-0.021649,-0.046802
"2052",19,1171,-0.011749,-0.003633,-0.003633,0.00893,-0.065945,0.000919,0.033289,0.037923,-0.026264
"2053",19,1172,-0.018797,0.204315,0.204315,NA,-0.06602,0.051609,NA,0.066623,-0.054898
"2054",19,1173,-0.069384,0.202628,0.202628,-0.103375,-0.00893,0.024865,0.257187,-0.000628,-0.054482
"2055",19,1174,-0.052065,0.170083,0.170083,0.01885,0.022426,-0.009784,0.168668,-0.002912,-0.09849
"2056",19,1175,-0.015369,0.076313,0.076313,-0.101137,-0.088428,-0.007834,0.102312,-0.020799,-0.101424
"2057",19,1176,-0.104824,0.099247,0.099247,-0.11147,0.272773,-0.054554,0.137069,-0.035018,-0.148371
"2058",19,1177,0.075283,0.072058,0.072058,0.060466,-0.019827,0.084857,0.12725,0.032073,-0.072268
"2059",19,1179,-0.009417,-0.045997,-0.045997,-0.108264,0.025629,0.011729,-0.040083,0.029856,-0.146064
"2060",19,1180,-0.020832,0.008588,0.008588,0.020025,-0.02473,0.057212,0.007319,0.071325,-0.09284
"2061",19,1181,-0.086809,0.072974,0.072974,-0.103871,-0.071929,-0.004032,0.145346,-0.01154,-0.080014
"2062",19,1182,-0.098918,-0.116578,-0.116578,-0.096525,-0.017586,-0.081707,-0.077294,-0.024215,-0.038561
"2063",19,1183,0.035733,-0.042222,-0.042222,-0.184918,-0.043014,-0.049644,-0.051992,-0.07882,-0.182961
"2064",20,1184,0.053188,0.111455,0.111455,-0.067692,-0.013953,-0.000216,0.083196,-0.003438,NA
"2065",20,1185,NA,0.034478,0.034478,-0.011972,-0.044107,NA,0.045394,0.071202,0.034732
"2066",20,1186,0.020122,0.04187,0.04187,-0.135319,NA,0.012393,0.075344,-0.047645,-0.088084
"2067",20,1187,NA,NA,NA,NA,0.056661,NA,NA,NA,NA
"2068",20,1188,0.155599,0.015545,0.015545,0.056916,NA,0.117955,-0.007472,0.125438,-0.009379
"2069",20,1190,-0.061736,NA,NA,-0.021693,-0.04459,0.012816,0.067915,-0.009653,-0.036045
"2070",20,1191,-0.043903,0.073441,0.073441,-0.092929,0.025906,-0.010869,0.071188,0.011801,-0.012048
"2071",20,1192,NA,-0.024757,-0.024757,-0.100163,0.043008,-0.05379,-0.024875,0.012017,-0.094857
"2072",20,1193,0.078358,0.050554,0.050554,0.008037,-0.013887,0.121056,0.06034,0.02046,-0.127227
"2073",20,1194,-0.066115,0.087427,0.087427,-0.063841,0.11276,-0.00471,0.076567,-0.001977,-0.093061
"2074",20,1195,0.235597,0.068415,0.068415,0.149944,-0.017943,0.11845,0.039817,0.216433,0.002867
"2075",20,1196,-0.297523,0.033495,0.033495,-0.048119,-0.091578,0.098657,-0.014842,0.011667,-0.012899
"2076",20,1197,-0.071362,-0.088437,-0.088437,-0.15372,-0.092246,-0.057359,-0.085497,-0.106572,-0.16441
"2077",20,1198,-0.08651,0.016508,0.016508,-0.09947,0.003888,-0.015243,NA,-0.074441,-0.02416
"2078",20,1199,-0.059477,0.105861,0.105861,0.062343,-0.047528,0.10246,-0.011456,0.079363,0.003285
"2079",20,1201,0.128624,0.011892,0.011892,-0.066967,0.034772,-0.048608,-0.017512,-0.131008,-0.029339
"2080",20,1202,0.133137,0.004676,0.004676,-0.008965,0.011555,0.059813,0.001704,0.077114,0.103486
"2081",20,1203,0.000745,0.077659,0.077659,0.019878,0.04687,0.024409,0.096569,0.001283,0.051851
"2082",20,1204,0.029032,0.096889,0.096889,0.123699,0.054218,0.079981,0.003194,0.059045,0.211179
"2083",20,1205,0.037235,NA,NA,0.122199,-0.001615,0.068874,0.024928,-0.013981,0.059785
"2084",20,1206,0.138177,-0.11962,-0.11962,0.015701,0.012077,0.016449,-0.17097,0.051773,-0.040375
"2085",20,1207,-0.040944,-0.024062,-0.024062,-0.115653,0.008298,-0.016465,0.000464,-0.098119,0.136441
"2086",20,1208,-0.014416,-0.025577,-0.025577,-0.013591,0.003974,0.026293,0.025862,-0.022529,0.03064
"2087",20,1209,0.017554,0.065061,0.065061,0.027366,-0.051582,0.027257,0.087689,-0.024826,0.037094
"2088",20,1210,-0.021478,-0.126321,-0.126321,0.048885,-0.009998,-0.002839,-0.128325,-0.117423,NA
"2089",20,1212,0.041809,-0.123163,-0.123163,0.02745,-0.13026,NA,-0.177296,-0.057304,0.079999
"2090",20,1213,-0.021805,0.057471,0.057471,0.009384,NA,0.050587,NA,-0.041204,0.018219
"2091",20,1214,NA,NA,NA,NA,0.00506,NA,NA,NA,NA
"2092",20,1215,NA,0.101501,0.101501,NA,-0.012329,NA,0.18888,NA,-0.032899
"2093",20,1216,-0.027637,-0.143246,-0.143246,-0.032235,0.053689,-0.052063,-0.122006,-0.029193,0.011807
"2094",20,1217,NA,0.040034,0.040034,0.136721,-0.009636,NA,-0.026951,0.026941,0.018777
"2095",20,1218,0.047419,-0.036975,-0.036975,-0.033001,0.061682,0.015964,-0.001835,-0.037952,0.017136
"2096",20,1219,0.028006,0.123082,0.123082,-0.005542,0.004634,0.044562,0.162191,0.018129,0.032586
"2097",20,1220,-0.039442,-0.014315,-0.014315,-0.119988,NA,-0.027943,-0.007648,-0.047814,-0.001545
"2098",20,1221,NA,NA,NA,NA,0.000629,NA,NA,NA,-0.533539
"2099",20,1224,0.028588,NA,NA,0.008483,-0.040893,0.10415,0.107908,0.023445,NA
"2100",20,1225,-0.018403,0.114975,0.114975,-0.036931,-0.004791,-0.02267,-0.011004,-0.011402,-0.104465
"2101",20,1226,-0.065247,-0.053441,-0.053441,-0.079562,-0.028557,-0.059082,0.017723,0.007191,-0.191976
"2102",20,1227,-0.075411,0.050696,0.050696,-0.002898,0.031976,-0.000843,0.009394,-0.010338,-0.012931
"2103",20,1228,0.010892,0.091329,0.091329,0.018829,0.026823,0.0693,0.093413,0.04826,-0.052361
"2104",20,1229,-0.010298,0.009923,0.009923,-0.038618,0.107563,NA,0.003028,0.036707,-0.028015
"2105",20,1230,0.162067,0.081314,0.081314,0.007349,0.068123,0.188532,0.026824,0.188365,-0.075461
"2106",20,1231,0.035031,0.190926,0.190926,0.036421,-0.059293,0.094578,0.09016,0.0619,-0.063619
"2107",20,1232,-0.11515,-0.039492,-0.039492,NA,-0.001883,-0.028751,-0.066552,-0.028865,0.013102
"2108",20,1233,-0.019274,-0.009454,-0.009454,-0.030602,0.094544,0.025065,0.035891,0.011411,0.016204
"2109",20,1235,0.13012,0.143726,0.143726,0.054797,0.065233,0.182768,0.214702,0.191062,0.010862
"2110",20,1236,0.077843,0.211278,0.211278,0.101763,NA,0.138025,0.217329,0.108258,-0.034399
"2111",20,1237,-0.17002,0.011813,0.011813,NA,NA,-0.01379,0.101032,-0.019241,-0.191461
"2112",20,1238,NA,NA,NA,NA,NA,NA,NA,NA,-0.135279
"2113",20,1239,NA,0.271164,0.271164,NA,0.107581,NA,0.172146,0.229826,-0.074615
"2114",20,1240,0.22253,0.031179,0.031179,0.073687,0.055606,0.171094,-0.002206,0.139144,0.054748
"2115",20,1241,-0.014502,-0.074581,-0.074581,-0.078716,0.067163,-0.0245,-0.074151,-0.071718,-0.00916
"2116",20,1242,0.012646,0.09754,0.09754,0.073702,-0.085022,0.117305,0.093191,0.077648,0.009241
"2117",20,1243,0.040319,0.001306,0.001306,-0.03787,-0.022858,-0.028788,0.075207,-0.027089,0.03349
"2118",20,1244,-0.02018,0.077092,0.077092,0.03386,0.05532,0.017744,NA,0.050641,0.051405
"2119",20,1246,0.065993,NA,NA,0.083642,0.124903,0.07828,0.056794,0.092613,0.053358
"2120",20,1247,0.056438,0.032762,0.032762,-0.011592,-0.041105,0.005848,0.053641,0.062595,0.042665
"2121",20,1248,-0.062523,0.002808,0.002808,0.014519,0.04619,-0.011039,-0.000147,-0.012903,0.022876
"2122",20,1249,0.010705,0.024699,0.024699,0.003757,0.038922,0.010569,0.050747,0.023259,-0.007103
"2123",20,1250,0.07285,0.176593,0.176593,0.215352,-0.038046,-0.011072,0.181003,0.201942,0.02106
"2124",20,1251,-0.028943,0.101102,0.101102,-0.019872,0.001734,-0.036456,0.094107,0.03796,-0.056206
"2125",20,1252,-0.052028,-0.054067,-0.054067,-0.003933,-0.005609,-0.053027,-0.013889,0.036715,-0.038018
"2126",20,1253,0.010981,0.071324,0.071324,-0.03442,-0.116067,0.007437,0.054016,0.042448,0.043225
"2127",20,1254,0.174318,0.016344,0.016344,-0.130749,-0.007393,-0.069435,0.054518,-0.064804,-0.171404
"2128",20,1255,0.070608,0.205259,0.205259,0.133226,0.028218,0.087191,0.220009,0.075717,-0.062169
"2129",20,1257,-0.023117,0.005674,0.005674,0.009998,0.067968,0.019029,0.030498,0.042064,0.020932
"2130",20,1258,0.10664,0.176873,0.176873,0.07696,-0.076586,0.07016,0.190544,0.115518,-0.001957
"2131",20,1259,-0.081674,0.090811,0.090811,-0.043475,0.159117,-0.04437,-0.039416,-0.066051,-0.164575
"2132",20,1260,0.080398,0.064924,0.064924,0.092751,-0.008868,0.105488,0.016455,0.077964,0.042678
"2133",20,1261,-0.02463,0.104372,0.104372,0.003921,0.000877,0.033012,0.149816,0.049496,0.023627
"2134",20,1262,-0.027654,0.178976,0.178976,-0.036706,0.046297,0.031661,0.0927,0.038309,-0.08329
"2135",20,1263,0.0105,-0.177214,-0.177214,-0.053067,0.071855,-0.001816,-0.234443,0.044985,0.094852
"2136",20,1264,0.040625,NA,NA,0.034532,-0.042697,0.069729,0.092779,0.013031,-0.028434
"2137",20,1265,-0.073902,NA,NA,-0.024037,0.056723,-0.035074,0.082343,0.030084,-0.160683
"2138",20,1266,-0.030227,0.037225,0.037225,-0.020622,-0.017825,0.02833,0.081873,0.054633,-0.038019
"2139",20,1268,-0.023351,0.012921,0.012921,-0.057603,-0.013638,0.050645,0.054913,-0.006515,-0.196934
"2140",20,1269,-0.05821,0.102353,0.102353,-0.056503,0.032784,0.015091,0.114618,0.047384,-0.063811
"2141",20,1270,0.092871,0.343607,0.343607,0.239802,0.044635,0.24054,NA,0.15903,-0.021806
"2142",20,1271,0.092011,0.098873,0.098873,0.082609,0.041369,0.074481,0.0926,0.098178,0.097567
"2143",20,1272,0.028889,0.023417,0.023417,-0.04727,0.010083,0.028552,0.007722,-0.00815,0.028894
"2144",20,1273,0.007771,0.04073,0.04073,0.004307,0.02664,0.045031,0.052004,-0.006669,0.080581
"2145",20,1274,-0.03765,-0.01809,-0.01809,0.002765,-0.040607,-0.025493,-0.044692,0.043917,-0.051912
"2146",20,1275,-0.030252,0.021598,0.021598,-0.0146,0.017441,NA,0.008242,0.015607,NA
"2147",20,1276,0.074398,0.130979,0.130979,-0.010144,0.180134,0.014625,0.067869,0.06317,0.025899
"2148",20,1277,0.08374,0.04093,0.04093,0.105104,0.023232,0.077338,0.004472,0.183436,0.155979
"2149",20,1279,-0.004943,-0.051667,-0.051667,0.049174,NA,0.014575,-0.036892,0.00158,0.098936
"2150",20,1280,0.310642,0.22085,0.22085,NA,-0.03105,NA,0.225221,0.195186,0.012414
"2151",20,1281,0.039456,-0.035929,-0.035929,-0.005176,-0.103892,0.073888,-0.081254,-0.061534,-0.020246
"2152",20,1282,-0.103476,-0.104728,-0.104728,-0.095998,-0.069508,-0.111407,-0.118369,-0.101874,-0.022288
"2153",20,1283,-0.092306,-0.107181,-0.107181,0.002542,0.049793,-0.092815,-0.101932,-0.079015,-0.031615
"2154",20,1284,-0.009431,-0.038979,-0.038979,-0.044368,0.050094,-0.061225,-0.027684,0.004584,-0.027025
"2155",20,1285,0.082455,0.107761,0.107761,0.027141,0.017753,0.137577,0.020808,0.187206,-0.020705
"2156",20,1286,-0.024676,-0.024055,-0.024055,-0.04535,-0.004139,-0.012613,-0.010694,-0.014881,-0.077822
"2157",20,1287,-0.021842,NA,NA,NA,0.069224,NA,0.310161,0.23047,NA
"2158",20,1288,NA,NA,NA,0.220052,-0.021669,NA,0.117174,NA,-0.029258
"2159",20,1290,-0.08878,-0.112625,-0.112625,0.372064,0.08476,-0.036648,-0.140565,NA,-0.040322
"2160",20,1291,0.002036,0.100807,0.100807,-0.181235,-0.102154,-0.01672,0.128147,0.014572,-0.102813
"2161",21,1292,-0.089628,-0.145457,-0.145457,-0.032125,0.041821,-0.084954,-0.141904,-0.001377,0.066006
"2162",21,1293,0.042549,-0.11728,-0.11728,0.100799,-0.021915,0.015077,-0.140874,0.023896,0.002967
"2163",21,1294,0.04565,-0.248604,-0.248604,-0.009825,-0.018213,-0.006718,-0.264741,-0.089714,-0.124676
"2164",21,1295,0.19877,-0.149493,-0.149493,-0.038133,-0.040286,-0.002907,-0.130967,-0.093034,-0.107357
"2165",21,1296,0.05812,-0.199721,-0.199721,-0.132264,NA,-0.125486,-0.296824,-0.225237,-0.231099
"2166",21,1297,NA,0.047684,0.047684,0.232594,-0.030724,NA,0.016825,-0.054971,-0.118424
"2167",21,1298,0.011823,0.017212,0.017212,NA,-0.114172,-0.003865,0.03314,0.014454,-0.115241
"2168",21,1299,0.079035,-0.114991,-0.114991,-0.119749,0.012805,-0.035094,-0.14841,-0.125927,-0.011163
"2169",21,1301,-0.002238,-0.028394,-0.028394,-0.026503,-0.141828,-0.04033,-0.035839,0.023378,0.000699
"2170",21,1302,0.186884,0.058234,0.058234,-0.140084,0.121603,-0.128957,-0.089955,-0.148899,-0.126072
"2171",21,1303,0.113712,0.069993,0.069993,0.154342,-0.115584,0.170374,-0.016231,0.024055,0.0094
