"","age","per","sex","risk","dt","rt","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15"
"1457",72,83,1,92432,4589,49.647,0.162,15.514,0.195,0.898,0.054,0.746,3.841,19.322,4.025,0.584,0.746,0.508,1.547,0.151,1.352
"1458",72,83,2,117910,3135,26.588,0.136,8.769,0.127,0.653,0.017,0.416,2.434,9.338,1.493,0.356,0.356,0.407,1.06,0.212,0.814
"1459",72,88,1,61883,3454,55.815,0.162,16.806,0.242,0.856,0.032,0.889,4.008,22.349,4.557,0.663,0.889,0.452,2.246,0.162,1.503
"1460",72,88,2,78621,2408,30.628,0.216,10.671,0.204,0.814,0.038,0.521,2.328,9.349,2.493,0.369,0.687,0.254,1.386,0.216,1.081
"1461",73,43,1,41511,2556,61.574,1.253,11.611,0.41,1.542,0.385,3.662,4.746,22.476,4.264,0.747,2.072,5.661,0.94,0.458,1.349
"1462",73,43,2,46092,2667,57.863,1.193,11.672,0.26,2.495,0.347,2.755,5.446,22.173,4.339,1.866,1.605,1.345,0.564,0.738,1.063
"1463",73,48,1,50388,2744,54.457,0.754,11.828,0.536,0.933,0.337,1.31,6.847,21.076,3.017,0.814,1.488,3.215,0.298,0.198,1.806
"1464",73,48,2,54568,2789,51.111,0.825,9.951,0.586,1.759,0.403,1.063,7.55,20.177,3.354,1.155,1.264,1.1,0.348,0.147,1.429
"1465",73,53,1,54702,2919,53.362,0.494,12.906,0.219,0.402,0.183,0.53,8.098,20.968,1.883,0.804,1.426,2.888,0.347,0.128,2.084
"1466",73,53,2,61686,2981,48.325,0.357,10.537,0.405,0.665,0.259,0.486,9.046,19.194,1.605,1.508,0.956,1.102,0.276,0.211,1.718
"1467",73,58,1,59884,3376,56.376,0.384,13.71,0.217,0.468,0.134,0.601,8.116,23.028,2.355,0.802,1.419,2.638,0.401,0.167,1.937
"1468",73,58,2,70279,3158,44.935,0.484,9.775,0.398,0.697,0.256,0.341,8.111,17.487,1.508,1.352,0.854,1.551,0.299,0.199,1.622
"1469",73,63,1,63089,3613,57.268,0.254,13.521,0.285,0.602,0.159,0.317,6.768,25.456,3.091,0.729,1.379,2.156,0.523,0.19,1.839
"1470",73,63,2,77608,3164,40.769,0.142,9.058,0.232,0.825,0.219,0.335,6.855,16.596,1.559,0.838,1.005,1.173,0.258,0.296,1.379
"1471",73,68,1,69754,4056,58.147,0.287,14.092,0.201,0.86,0.1,0.588,6.208,25.561,3.971,0.86,0.946,1.52,0.831,0.287,1.835
"1472",73,68,2,90349,3164,35.02,0.166,8.102,0.133,1.184,0.077,0.653,4.848,14.189,1.76,0.819,0.52,0.985,0.432,0.277,0.874
"1473",73,73,1,75155,4337,57.707,0.213,15.275,0.08,0.732,0.053,0.492,5.269,25.441,4.737,0.612,0.865,0.998,1.118,0.2,1.623
"1474",73,73,2,100127,3197,31.929,0.1,8.399,0.15,0.699,0.09,0.39,3.695,13.043,1.598,0.539,0.489,0.589,0.809,0.28,1.059
"1475",73,78,1,82188,4742,57.697,0.122,16.268,0.231,0.742,0.11,0.645,5.098,24.31,4.721,0.681,0.73,0.754,1.667,0.17,1.448
"1476",73,78,2,109711,3362,30.644,0.1,9.17,0.118,0.638,0.109,0.355,3.409,11.302,1.686,0.346,0.62,0.656,1.012,0.182,0.939
"1477",73,83,1,88340,4863,55.049,0.158,16.697,0.272,0.917,0.068,0.736,4.381,22.017,4.426,0.577,0.906,0.566,1.721,0.181,1.426
"1478",73,83,2,115544,3425,29.642,0.061,9.018,0.113,0.805,0.017,0.563,2.899,10.68,1.887,0.407,0.528,0.415,1.065,0.216,0.969
"1479",73,88,1,58956,3629,61.554,0.187,18.573,0.204,0.763,0.017,1.103,4.495,23.56,5.122,0.662,0.95,0.797,3.087,0.119,1.917
"1480",73,88,2,76867,2605,33.89,0.156,10.915,0.247,0.507,0.026,0.676,3.148,10.928,2.563,0.403,0.69,0.429,1.626,0.26,1.314
"1481",74,43,1,37937,2416,63.685,1.028,13.18,0.105,1.45,0.554,3.321,4.587,24.251,4.745,0.817,1.476,5.377,0.764,0.448,1.582
"1482",74,43,2,42898,2726,63.546,1.002,11.376,0.559,2.541,0.559,3.963,5.688,24.85,4.173,2.308,2.028,1.585,0.42,0.746,1.748
"1483",74,48,1,46019,2813,61.127,0.956,12.734,0.348,1.369,0.369,1.434,7.453,23.773,3.629,0.934,1.738,3.911,0.239,0.087,2.151
"1484",74,48,2,50192,2753,54.849,0.857,10.679,0.657,1.614,0.458,1.116,8.467,22.693,3.208,1.175,1.056,0.837,0.279,0.139,1.614
"1485",74,53,1,50579,3095,61.191,0.514,14.057,0.554,0.297,0.198,0.652,9.925,24.852,2.036,0.791,1.641,3.302,0.395,0.158,1.819
"1486",74,53,2,56912,2956,51.94,0.387,10.525,0.439,0.439,0.228,0.65,10.472,21.155,1.494,1.511,1.019,1.283,0.264,0.158,1.915
"1487",74,58,1,55961,3339,59.667,0.5,13.581,0.375,0.322,0.107,0.411,8.488,25.5,3.074,0.911,1.269,2.752,0.411,0.054,1.912
"1488",74,58,2,65749,3258,49.552,0.243,10.312,0.289,0.654,0.228,0.319,8.198,20.548,2.038,1.521,0.852,1.734,0.456,0.213,1.947
"1489",74,63,1,58458,3684,63.02,0.239,13.155,0.274,0.701,0.137,0.411,8.074,28.756,3.267,0.907,1.608,2.737,0.445,0.171,2.138
"1490",74,63,2,72484,3326,45.886,0.097,10.209,0.152,1.228,0.179,0.331,7.243,19.301,1.835,1.214,0.924,0.966,0.248,0.4,1.559
"1491",74,68,1,64819,4098,63.222,0.278,14.641,0.216,0.972,0.093,0.478,7.236,28.294,4.613,0.633,1.049,1.589,0.849,0.309,1.975
"1492",74,68,2,84640,3435,40.584,0.189,9.759,0.201,1.288,0.047,0.508,5.612,16.564,1.855,0.851,0.626,0.898,0.52,0.378,1.288
"1493",74,73,1,69473,4443,63.953,0.245,15.905,0.144,0.777,0.029,0.417,5.772,29.551,4.793,0.677,1.008,1.137,1.31,0.173,2.015
"1494",74,73,2,94971,3422,36.032,0.137,9.245,0.137,0.906,0.063,0.274,4.254,15.005,2.032,0.611,0.663,0.59,0.779,0.2,1.137
"1495",74,78,1,75557,4817,63.753,0.225,17.761,0.225,0.688,0.093,0.503,5.731,27.449,5.215,0.516,0.913,0.86,1.932,0.159,1.482
"1496",74,78,2,103910,3413,32.846,0.164,9.614,0.125,0.683,0.087,0.423,3.696,12.338,1.819,0.404,0.606,0.626,0.982,0.231,1.049
"1497",74,83,1,83206,5131,61.666,0.192,17.907,0.397,0.901,0.024,0.961,4.867,25.13,5.216,0.565,0.949,0.589,1.971,0.132,1.863
"1498",74,83,2,112014,3642,32.514,0.062,9.829,0.134,0.759,0.036,0.5,3.428,11.909,2.098,0.339,0.589,0.536,1.134,0.054,1.107
"1499",74,88,1,56632,3620,63.921,0.177,18.841,0.335,0.954,0.018,0.989,4.803,25.851,5.209,0.671,1.059,0.494,2.472,0.088,1.96
"1500",74,88,2,75840,2782,36.682,0.158,12.197,0.316,0.989,0.066,0.791,3.455,11.419,2.861,0.369,0.593,0.382,1.78,0.211,1.094
"1501",75,43,1,34570,2541,73.503,1.215,13.22,0.55,1.591,0.463,4.715,5.265,27.799,5.438,1.012,2.17,6.942,1.128,0.347,1.649
"1502",75,43,2,39541,2643,66.842,1.037,13.201,0.607,2.074,0.708,4.83,5.539,26.074,4.704,1.897,1.517,1.467,0.86,0.531,1.796
"1503",75,48,1,41357,2847,68.84,1.088,12.839,0.604,0.943,0.411,1.378,9.164,27.734,4.207,0.87,2.031,4.425,0.435,0.29,2.418
"1504",75,48,2,45497,2964,65.147,0.835,11.385,0.945,1.912,0.484,1.473,10.44,26.2,4.242,1.802,1.407,1.297,0.44,0.176,2.11
"1505",75,53,1,46849,3008,64.206,0.534,13.725,0.406,0.192,0.192,0.747,10.758,27.749,2.22,1.025,1.153,3.202,0.47,0.128,1.708
"1506",75,53,2,52457,3104,59.172,0.477,11.705,0.782,0.839,0.153,0.82,11.781,23.905,1.83,1.887,1.144,1.239,0.553,0.172,1.887
"1507",75,58,1,51773,3498,67.564,0.406,14.737,0.386,0.56,0.155,0.522,10.527,28.567,2.994,1.043,1.468,3.457,0.464,0.155,2.125
"1508",75,58,2,60739,3388,55.78,0.198,11.492,0.23,0.642,0.214,0.477,10.01,22.259,2.19,1.515,1.235,1.926,0.527,0.362,2.503
"1509",75,63,1,54196,3710,68.455,0.406,14.374,0.351,0.701,0.129,0.406,9.521,31.46,3.543,0.867,1.568,2.583,0.461,0.258,1.827
"1510",75,63,2,67489,3464,51.327,0.148,11.217,0.37,0.904,0.193,0.4,8.861,20.981,2.119,1.23,1.082,1.185,0.385,0.356,1.897
"1511",75,68,1,59246,3973,67.059,0.371,14.971,0.186,0.928,0.034,0.591,7.866,30.044,4.945,0.928,1.249,1.654,0.76,0.203,2.329
"1512",75,68,2,78558,3425,43.598,0.178,9.636,0.178,0.98,0.102,0.484,6.67,17.91,1.999,1.069,0.776,1.158,0.738,0.382,1.337
"1513",75,73,1,63978,4357,68.102,0.375,16.724,0.234,0.797,0.094,0.719,6.768,30.526,6.111,0.5,0.922,1.141,1.282,0.141,1.766
"1514",75,73,2,89468,3641,40.696,0.123,9.903,0.19,1.017,0.078,0.358,5.007,17.179,2.504,0.548,0.57,0.939,0.883,0.324,1.073
"1515",75,78,1,69513,4823,69.383,0.273,18.299,0.23,0.762,0.115,1.007,6.474,29.894,6.042,0.561,0.949,0.949,2,0.173,1.654
"1516",75,78,2,98489,3611,36.664,0.183,9.636,0.152,0.762,0.132,0.325,4.386,14.499,2.224,0.467,0.66,0.579,1.289,0.193,1.178
"1517",75,83,1,76962,5169,67.163,0.208,19.399,0.195,0.91,0.065,0.819,5.106,28.105,5.99,0.624,0.988,0.65,2.053,0.208,1.845
"1518",75,83,2,107397,3769,35.094,0.177,9.842,0.168,0.866,0.093,0.596,3.771,13.334,1.955,0.382,0.726,0.372,1.462,0.214,1.136
"1519",75,88,1,54322,3974,73.156,0.295,21.317,0.423,0.994,0.11,1.178,6.112,27.944,7.087,0.663,1.16,0.7,2.724,0.258,2.191
"1520",75,88,2,74712,3125,41.827,0.214,12.327,0.388,0.977,0.161,0.95,4.43,14.081,3.078,0.509,0.897,0.428,1.593,0.308,1.486
"1521",76,43,1,31335,2411,76.943,1.085,13.308,0.511,1.308,0.574,5.266,5.042,29.679,5.808,0.957,2.393,7.468,0.957,0.543,2.042
"1522",76,43,2,36113,2707,74.959,1.385,12.516,0.582,2.271,0.858,5.732,6.397,30.377,5.898,2.105,1.717,1.606,0.72,0.914,1.883
"1523",76,48,1,36995,2752,74.388,0.676,13.732,0.622,1.325,0.541,1.784,9.92,29.707,4.73,0.838,1.973,5.298,0.595,0.27,2.379
"1524",76,48,2,40981,2788,68.032,0.561,12.03,0.756,1.977,0.464,1.562,10.371,28.574,5.637,1.464,1.025,1.074,0.464,0.268,1.806
"1525",76,53,1,43193,3227,74.711,0.81,15.766,0.463,0.44,0.232,1.019,13.521,29.658,2.94,1.297,1.297,4.306,0.579,0.208,2.176
"1526",76,53,2,48058,3240,67.419,0.541,12.568,0.333,0.666,0.333,0.999,14.191,27.467,2.226,1.81,1.02,2.018,0.583,0.187,2.476
"1527",76,58,1,47461,3506,73.871,0.358,15.971,0.379,0.337,0.211,0.527,11.82,30.762,3.519,1.011,1.643,3.919,0.674,0.169,2.571
"1528",76,58,2,55841,3595,64.379,0.251,12.589,0.43,0.788,0.233,0.591,12.195,26.199,2.704,1.791,1.522,1.97,0.43,0.215,2.471
"1529",76,63,1,49917,3784,75.806,0.401,15.746,0.28,0.781,0.14,0.401,11.319,33.996,4.187,0.942,1.422,2.925,0.521,0.28,2.464
"1530",76,63,2,62273,3686,59.191,0.225,11.401,0.353,1.044,0.145,0.578,9.94,25.308,2.65,1.397,1.301,1.638,0.498,0.369,2.345
"1531",76,68,1,54066,3821,70.673,0.351,14.834,0.203,0.888,0.148,0.573,8.471,33.015,5.216,0.814,0.851,1.757,0.962,0.222,2.367
"1532",76,68,2,72418,3579,49.421,0.345,10.55,0.193,1.381,0.069,0.566,7.042,21.031,2.292,1.049,0.801,1.243,0.718,0.387,1.754
"1533",76,73,1,58529,4412,75.381,0.205,17.53,0.239,0.923,0.154,0.564,8.064,34.393,6.373,0.718,1.299,1.418,1.521,0.239,1.743
"1534",76,73,2,83622,3870,46.28,0.179,10.703,0.179,1.232,0.084,0.442,6.015,19.552,2.619,0.861,0.634,0.909,1.16,0.359,1.351
"1535",76,78,1,63790,4865,76.266,0.298,19.815,0.298,0.847,0.11,0.674,7.65,33.124,6.725,0.674,1.223,1.097,1.897,0.141,1.693
"1536",76,78,2,93213,3914,41.99,0.182,10.685,0.247,0.826,0.118,0.547,5.128,17.154,2.478,0.515,0.869,0.762,1.191,0.3,0.987
"1537",76,83,1,70374,5185,73.678,0.256,20.277,0.341,1.307,0.099,0.995,7.19,29.642,6.579,0.554,1.08,0.767,2.288,0.199,2.103
"1538",76,83,2,102201,4143,40.538,0.088,11.154,0.205,0.89,0.108,0.626,4.648,15.362,2.622,0.499,0.636,0.421,1.605,0.294,1.38
"1539",76,88,1,51531,4080,79.176,0.175,21.89,0.446,1.514,0.039,1.32,6.443,31.845,7.044,0.776,1.378,0.99,2.794,0.155,2.368
"1540",76,88,2,72981,3272,44.834,0.219,12.633,0.315,0.959,0.069,0.904,4.741,16.223,3.001,0.274,0.808,0.589,2.275,0.343,1.48
"1541",77,43,1,28014,2438,87.028,1,15.242,0.428,1.392,0.464,7.246,6.068,33.091,6.175,0.857,2.035,9.067,0.928,0.571,2.463
"1542",77,43,2,32548,2741,84.214,1.075,13.979,0.799,2.212,1.075,7.036,7.159,34.103,6.667,2.335,1.936,1.475,0.614,1.168,2.581
"1543",77,48,1,33095,2695,81.432,0.665,16.196,0.695,1.118,0.363,1.692,10.364,32.21,6.648,0.846,1.904,5.439,0.635,0.212,2.447
"1544",77,48,2,37002,2968,80.212,0.73,14.297,0.784,1.784,0.784,1.973,12.756,32.809,5.729,1.622,1.73,1.54,0.405,0.297,2.973
"1545",77,53,1,39407,3200,81.204,0.609,15.759,0.457,0.406,0.178,0.939,13.323,34.892,2.944,1.243,1.903,4.669,0.837,0.305,2.741
"1546",77,53,2,43675,3340,76.474,0.435,13.944,0.55,0.687,0.298,1.007,15.432,32.673,3.389,1.946,1.282,1.374,0.618,0.229,2.61
"1547",77,58,1,42957,3570,83.106,0.349,16.621,0.512,0.745,0.116,0.605,13.642,35.221,4.167,1.42,1.769,4.097,0.698,0.163,2.98
"1548",77,58,2,50787,3550,69.9,0.256,13.429,0.374,0.689,0.276,0.512,13.566,28.137,3.8,2.186,1.24,2.067,0.473,0.177,2.717
"1549",77,63,1,45650,3886,85.126,0.329,16.867,0.438,0.832,0.219,0.767,12.793,38.291,4.337,0.854,1.818,3.834,0.854,0.175,2.716
"1550",77,63,2,57182,3762,65.79,0.21,11.734,0.42,0.927,0.157,0.472,12.102,28.628,3.025,1.329,1.731,1.626,0.56,0.42,2.448
"1551",77,68,1,49118,3930,80.011,0.326,16.552,0.224,1.466,0.041,0.651,9.935,36.728,5.66,1.14,1.547,2.158,1.099,0.265,2.219
"1552",77,68,2,66260,3690,55.69,0.347,10.67,0.166,1.419,0.196,0.694,8.904,23.679,3.034,1.192,1.041,1.434,0.815,0.468,1.63
"1553",77,73,1,53410,4347,81.389,0.225,18.592,0.3,1.217,0.131,0.468,8.875,37.053,7.564,0.674,1.18,1.554,1.273,0.131,2.153
"1554",77,73,2,77842,3985,51.193,0.244,10.688,0.231,1.105,0.116,0.475,6.847,22.841,3.276,0.655,0.925,0.848,1.118,0.385,1.439
"1555",77,78,1,58000,4770,82.241,0.379,21.328,0.379,0.914,0.052,0.879,8.259,35.534,6.948,0.879,1.017,1.276,2.017,0.276,2.103
"1556",77,78,2,87509,4207,48.075,0.217,11.176,0.297,1.154,0.069,0.583,6.411,19.918,2.617,0.457,1.131,0.811,1.588,0.274,1.371
"1557",77,83,1,63805,5227,81.921,0.141,21.174,0.486,1.034,0.125,1.066,8.071,33.477,8.542,0.58,1.16,1.019,2.523,0.188,2.335
"1558",77,83,2,96583,4241,43.91,0.124,11.255,0.28,1.035,0.124,0.797,5.073,17.312,2.64,0.414,1.015,0.632,1.594,0.259,1.356
"1559",77,88,1,47908,4268,89.087,0.271,24.13,0.605,0.898,0.083,1.44,9.122,34.316,8.516,0.793,1.586,0.939,3.361,0.334,2.693
"1560",77,88,2,70090,3455,49.294,0.2,13.768,0.385,0.927,0.029,0.828,5.721,17.806,3.467,0.357,1.084,0.499,2.211,0.385,1.626
"1561",78,43,1,24736,2378,96.135,0.93,16.535,0.849,1.375,0.364,9.46,7.156,36.829,6.792,1.051,2.304,8.045,1.213,0.809,2.426
"1562",78,43,2,29170,2689,92.184,1.646,13.884,0.72,2.297,0.926,9.256,8.193,37.264,8.262,2.057,1.92,1.371,0.72,0.994,2.674
"1563",78,48,1,29416,2623,89.169,0.816,16.352,0.748,1.02,0.442,2.312,12.68,34.777,6.969,0.748,2.482,6.527,0.578,0.306,2.414
"1564",78,48,2,33360,2862,85.791,0.929,13.01,0.809,1.649,0.929,2.008,13.279,36.541,6.894,2.128,1.649,1.649,0.869,0.33,3.118
"1565",78,53,1,35257,3161,89.656,0.794,17.755,0.624,0.482,0.142,1.078,16.082,36.191,3.432,1.276,1.985,5.502,0.908,0.227,3.177
"1566",78,53,2,39082,3164,80.958,0.486,14.303,0.486,0.665,0.358,1.049,17.783,33.187,3.173,2.021,1.458,1.612,0.972,0.154,3.25
"1567",78,58,1,38462,3522,91.571,0.416,18.356,0.26,0.598,0.26,0.572,13.468,39.65,5.304,0.858,1.794,5.538,1.066,0.234,3.198
"1568",78,58,2,45475,3567,78.439,0.55,13.832,0.352,0.704,0.176,0.55,16.119,32.172,3.628,2.001,1.847,2.441,0.726,0.374,2.969
"1569",78,63,1,41645,3928,94.321,0.312,17.361,0.6,0.936,0.24,0.456,15.032,41.614,5.859,0.912,2.017,4.37,1.057,0.336,3.218
"1570",78,63,2,52548,3866,73.571,0.228,12.674,0.419,1.047,0.152,0.609,13.759,31.857,3.349,1.618,1.465,1.922,0.552,0.571,3.349
"1571",78,68,1,44100,3832,86.893,0.499,17.959,0.181,1.179,0.091,0.862,11.451,38.889,6.032,1.043,1.406,2.789,1.088,0.363,3.061
"1572",78,68,2,60155,3740,62.173,0.366,12.102,0.283,1.579,0.1,0.582,10.34,26.714,2.976,1.197,1.097,1.496,0.748,0.416,2.178
"1573",78,73,1,48653,4239,87.127,0.432,18.724,0.267,0.925,0.226,0.699,9.599,38.847,8.489,0.781,1.439,1.891,2.014,0.288,2.508
"1574",78,73,2,71850,4116,57.286,0.195,11.9,0.181,1.058,0.209,0.64,8.281,24.788,3.994,0.891,0.835,1.044,1.225,0.362,1.684
"1575",78,78,1,52147,4772,91.511,0.23,20.845,0.441,0.805,0.23,1.112,9.857,41.23,8.073,1.112,1.189,1.726,2.397,0.115,2.148
"1576",78,78,2,81402,4254,52.259,0.221,12.334,0.319,1.069,0.147,0.7,6.327,22.125,3.034,0.639,0.848,0.97,1.941,0.184,1.4
"1577",78,83,1,57171,4923,86.11,0.157,22.966,0.437,1.172,0.122,1.172,7.836,35.682,8.151,0.77,1.487,1.084,2.676,0.122,2.274
"1578",78,83,2,90231,4475,49.595,0.166,12.357,0.222,0.942,0.122,0.809,6.14,19.372,3.325,0.532,0.953,0.521,1.995,0.277,1.862
"1579",78,88,1,44039,4304,97.732,0.227,25.591,0.522,1.34,0.023,1.658,9.787,39.556,8.606,0.795,1.453,1.135,3.792,0.25,2.997
"1580",78,88,2,67013,3707,55.318,0.209,13.371,0.388,1.089,0.09,0.955,6.611,21.145,3.925,0.597,1.224,0.537,3.044,0.224,1.91
"1581",79,43,1,21457,2397,111.71,1.165,16.405,0.606,1.538,0.699,12.21,7.131,40.686,9.973,1.212,3.076,11.884,1.445,0.746,2.936
"1582",79,43,2,25884,2609,100.8,1.004,15.415,0.966,2.782,0.695,11.049,8.731,41.338,8.693,2.279,2.357,1.7,0.618,0.927,2.241
"1583",79,48,1,25783,2622,101.69,0.853,16.833,0.698,1.319,0.465,3.025,13.497,40.841,8.455,0.814,2.793,7.563,1.086,0.271,3.18
"1584",79,48,2,29464,2843,96.491,1.052,15.714,1.188,2.206,0.577,3.665,13.813,39.574,6.89,2.138,2.308,2.24,0.95,0.475,3.699
"1585",79,53,1,31029,3145,101.36,0.677,18.821,0.677,0.516,0.322,1.192,16.855,42.347,4.673,1.225,2.61,6.542,1.192,0.226,3.481
"1586",79,53,2,34608,3230,93.331,0.751,14.881,0.925,0.433,0.405,1.011,19.042,40.049,4.045,2.225,1.647,2.398,1.098,0.202,4.219
"1587",79,58,1,34278,3482,101.58,0.496,20.013,0.35,0.613,0.233,0.671,17.3,41.309,6.068,1.196,2.042,6.272,1.254,0.175,3.588
"1588",79,58,2,40396,3624,89.712,0.421,15.497,0.693,0.718,0.297,0.569,17.626,36.91,4.332,2.079,1.881,2.946,1.015,0.421,4.307
"1589",79,63,1,37388,3939,105.35,0.374,20.755,0.508,1.204,0.187,0.615,16.342,46.379,6.178,1.23,2.166,4.814,0.883,0.241,3.477
"1590",79,63,2,47531,3932,82.725,0.337,13.802,0.61,0.863,0.231,0.526,14.832,36.292,4.187,1.851,2.209,1.999,0.863,0.316,3.808
"1591",79,68,1,39404,3761,95.447,0.482,17.689,0.406,1.244,0.127,0.888,12.105,46.569,6.294,0.99,1.472,2.639,1.218,0.406,2.918
"1592",79,68,2,54401,3703,68.069,0.202,12.059,0.276,1.287,0.11,0.79,11.231,31.213,3.382,1.342,1.14,1.434,0.717,0.368,2.518
"1593",79,73,1,43848,4181,95.352,0.274,19.499,0.342,1.3,0.114,0.547,11.084,44.13,8.461,0.981,1.437,2.007,2.075,0.342,2.76
"1594",79,73,2,65566,4176,63.692,0.214,11.53,0.229,1.281,0.183,0.412,8.877,29.268,4.698,0.793,1.007,1.388,1.601,0.336,1.876
"1595",79,78,1,46716,4604,98.553,0.257,22.647,0.385,1.67,0.064,1.135,10.125,43.54,9.461,0.92,1.498,1.755,2.355,0.321,2.419
"1596",79,78,2,75265,4501,59.802,0.266,12.888,0.266,1.023,0.146,0.797,8.437,24.766,3.959,0.624,1.103,1.289,1.82,0.465,1.953
"1597",79,83,1,50841,4816,94.727,0.275,23.603,0.492,0.924,0.039,1.121,9.599,40.105,8.733,0.708,1.652,1.554,2.616,0.236,3.068
"1598",79,83,2,83522,4684,56.081,0.144,12.811,0.156,1.149,0.096,0.994,7.447,22.521,3.221,0.563,1.568,0.898,2.191,0.275,2.047
"1599",79,88,1,39846,4236,106.31,0.226,26.628,0.527,1.154,0.176,1.983,11.043,42.162,9.838,1.029,1.757,1.556,3.815,0.351,4.066
"1600",79,88,2,63544,3925,61.768,0.189,14.919,0.425,1.117,0.063,1.306,7.916,23.149,4.218,0.582,1.715,0.724,2.66,0.409,2.376
"1601",80,43,1,18408,2312,125.6,1.141,16.515,0.543,1.738,0.706,15.591,9.887,49.218,11.734,0.978,2.608,10.593,0.706,0.598,3.042
"1602",80,43,2,22697,2615,115.21,1.278,16.17,1.013,2.115,1.101,16.346,8.9,45.909,10.222,1.939,2.423,1.939,0.661,1.101,4.097
"1603",80,48,1,22192,2457,110.72,0.721,17.709,1.081,1.172,0.406,4.01,13.654,46.233,9.463,1.172,2.568,7.39,1.532,0.27,3.335
"1604",80,48,2,25828,2696,104.38,0.813,14.326,1.162,1.858,0.891,4.685,16.339,45.3,8.595,2.052,2.129,1.665,1.316,0.232,3.02
"1605",80,53,1,27000,2978,110.3,0.704,20.889,0.889,0.63,0.148,1.074,18.593,45.926,4.481,1.556,1.926,7.481,1.926,0.185,3.889
"1606",80,53,2,30331,3124,103,0.758,16.353,0.791,0.659,0.396,1.451,20.672,45.432,4.352,2.077,2.011,2.308,1.813,0.198,3.726
"1607",80,58,1,30428,3430,112.73,0.526,20.672,0.394,0.854,0.427,0.756,17.878,48.902,6.606,1.577,1.972,6.573,1.709,0.197,3.681
"1608",80,58,2,35657,3495,98.017,0.477,16.182,0.645,0.645,0.14,0.673,18.313,42.713,5.244,2.216,1.963,2.468,1.43,0.196,4.712
"1609",80,63,1,33018,3789,114.76,0.485,19.747,0.636,1.03,0.303,0.697,18.202,51.214,7.026,1.151,2.332,6.027,1.454,0.394,4.058
"1610",80,63,2,42256,4130,97.738,0.237,14.672,0.592,1.373,0.284,0.45,18.577,44.396,4.993,2.154,1.633,2.438,0.994,0.592,4.354
"1611",80,68,1,35154,3661,104.14,0.37,18.86,0.256,1.223,0.114,1.081,13.853,49.013,7.453,1.508,1.821,3.328,1.508,0.256,3.499
"1612",80,68,2,48878,3809,77.929,0.348,13.401,0.348,1.678,0.286,0.798,13.339,35.067,4.071,1.494,1.371,1.903,0.921,0.491,2.414
"1613",80,73,1,38884,3965,101.97,0.334,21.166,0.334,0.977,0.129,0.874,11.573,47.86,9.67,0.926,1.44,2.006,1.62,0.257,2.803
"1614",80,73,2,59158,4156,70.253,0.287,12.407,0.287,1.538,0.27,0.558,9.872,32.574,4.716,0.98,1.183,1.454,1.707,0.473,1.944
"1615",80,78,1,41609,4523,108.7,0.505,24.274,0.433,1.274,0.144,1.25,12.305,47.105,10.671,0.937,1.947,2.091,2.956,0.144,2.668
"1616",80,78,2,68890,4554,66.105,0.305,12.803,0.334,1.321,0.145,1.031,9.276,28.974,4.108,0.639,1.277,1.103,2.352,0.479,1.96
"1617",80,83,1,45144,4660,103.23,0.266,23.237,0.665,1.528,0.222,1.44,10.411,44.125,10.588,0.82,1.706,1.617,3.145,0.244,3.212
"1618",80,83,2,77105,4916,63.757,0.156,13.203,0.298,1.193,0.104,1.128,9.299,26.522,4.189,0.415,1.517,0.96,2.244,0.311,2.218
"1619",80,88,1,35403,4078,115.19,0.508,25.393,0.876,1.667,0.141,1.921,11.581,48.244,11.214,0.65,2.175,1.695,3.983,0.424,4.717
"1620",80,88,2,59497,4067,68.356,0.185,14.152,0.437,1.244,0.034,1.429,8.572,27.514,5.025,0.504,1.849,0.924,3.109,0.504,2.874
"1621",81,43,1,15709,2148,136.74,1.082,18.079,0.446,1.4,0.955,17.506,9.803,50.99,12.859,1.846,2.61,13.368,1.082,0.7,4.01
"1622",81,43,2,19505,2517,129.04,1.641,15.586,1.077,2.358,1.128,19.585,11.074,52.602,11.843,2.563,2.512,1.692,0.974,0.923,3.486
"1623",81,48,1,18729,2366,126.33,0.854,18.527,0.854,1.014,0.641,5.286,16.872,51.311,11.213,1.228,3.043,9.29,1.922,0.214,4.058
"1624",81,48,2,22523,2742,121.74,0.666,15.806,1.11,2.176,1.421,5.283,17.316,53.19,10.256,2.62,1.865,2.042,2.264,0.4,5.328
"1625",81,53,1,23136,2780,120.16,0.908,20.444,0.864,0.475,0.562,1.513,22.13,49.144,6.181,1.037,1.988,8.385,2.291,0.346,3.89
"1626",81,53,2,26143,2940,112.46,0.536,17.137,0.995,0.497,0.689,1.454,22.453,48.541,5.699,2.869,2.142,1.874,2.142,0.115,5.317
"1627",81,58,1,26737,3243,121.29,0.598,21.244,0.823,0.711,0.224,0.411,20.87,50.454,8.677,1.047,2.73,7.218,2.319,0.262,3.703
"1628",81,58,2,31296,3448,110.17,0.383,17.255,0.927,0.767,0.447,0.703,20.769,47.354,6.295,2.748,2.141,2.684,1.534,0.543,5.624
"1629",81,63,1,28898,3595,124.4,0.311,21.143,0.45,1.004,0.069,0.761,20.59,57.028,8.028,1.211,2.353,5.883,1.246,0.242,4.083
"1630",81,63,2,37089,3918,105.64,0.404,15.962,0.647,1.294,0.324,0.593,19.143,47.615,5.123,1.86,2.75,2.804,1.321,0.431,5.365
