"","A","P","D","Y"
"2495",64,1970,3,23038.5
"2496",65,1970,0,22005
"2497",66,1970,0,21035
"2498",67,1970,0,20114.5
"2499",68,1970,0,19122.1666666667
"2500",69,1970,0,18004.1666666667
"2501",70,1970,0,16847.3333333333
"2502",71,1970,0,15869.1666666667
"2503",72,1970,1,14927.3333333333
"2504",73,1970,0,14001.6666666666
"2505",74,1970,1,12995.6666666667
"2506",75,1970,0,11933.3333333333
"2507",76,1970,0,10821.8333333333
"2508",77,1970,0,9761.1666666666
"2509",78,1970,0,8772.1666666666
"2510",79,1970,0,7898.3333333334
"2511",80,1970,0,7054.5
"2512",81,1970,1,6186.5
"2513",82,1970,0,5405.8333333333
"2514",83,1970,0,4687.1666666667
"2515",84,1970,0,4016
"2516",85,1970,0,3338.3333333334
"2517",86,1970,0,2732.6666666667
"2518",87,1970,0,2173.16666666667
"2519",88,1970,0,1697.66666666667
"2520",89,1970,0,1216.85464015151
"2521",0,1971,0,37190.833333333
"2522",1,1971,1,36802.666666667
"2523",2,1971,0,37562.833333333
"2524",3,1971,0,39742.833333333
"2525",4,1971,0,41958.833333334
"2526",5,1971,1,43002.333333333
"2527",6,1971,0,42639.666666666
"2528",7,1971,0,41401.666666667
"2529",8,1971,0,40070.5
"2530",9,1971,0,38891.666666667
"2531",10,1971,0,38067
"2532",11,1971,0,37673.666666667
"2533",12,1971,0,37531.5
"2534",13,1971,0,37701.166666667
"2535",14,1971,1,38046.166666667
"2536",15,1971,1,38171.666666667
"2537",16,1971,4,38266.166666666
"2538",17,1971,1,38374.166666666
"2539",18,1971,3,38446.5
"2540",19,1971,1,38575
"2541",20,1971,5,38799.5
"2542",21,1971,1,39570
"2543",22,1971,2,41084
"2544",23,1971,7,43241.333333334
"2545",24,1971,2,45094.333333333
"2546",25,1971,2,45500
"2547",26,1971,4,44122.666666666
"2548",27,1971,6,41666.833333333
"2549",28,1971,5,38679
"2550",29,1971,6,35833
"2551",30,1971,3,33643.166666667
"2552",31,1971,7,32285.166666667
"2553",32,1971,7,31520.666666666
"2554",33,1971,2,30802.666666666
"2555",34,1971,7,30061.666666667
"2556",35,1971,5,29309.333333333
"2557",36,1971,4,28705.833333333
"2558",37,1971,11,28212.166666666
"2559",38,1971,4,27878.333333333
"2560",39,1971,5,27763.833333333
"2561",40,1971,3,27772
"2562",41,1971,2,27874.666666667
"2563",42,1971,5,28074.666666667
"2564",43,1971,3,28322
"2565",44,1971,4,28602.666666667
"2566",45,1971,2,28928.833333333
"2567",46,1971,3,29346.666666666
"2568",47,1971,2,29581.166666666
"2569",48,1971,3,29848.333333333
"2570",49,1971,1,30429.333333334
"2571",50,1971,3,30562.166666667
"2572",51,1971,2,29919.166666667
"2573",52,1971,1,28803.333333333
"2574",53,1971,0,28029.666666667
"2575",54,1971,1,27732.333333334
"2576",55,1971,0,27516.166666667
"2577",56,1971,1,27642.166666667
"2578",57,1971,0,27890
"2579",58,1971,1,27959.166666667
"2580",59,1971,0,27657.5
"2581",60,1971,1,27266.333333333
"2582",61,1971,0,26697.5
"2583",62,1971,1,25862.333333334
"2584",63,1971,1,24681.333333333
"2585",64,1971,0,23482
"2586",65,1971,0,22425.333333333
"2587",66,1971,0,21389.166666667
"2588",67,1971,0,20423.166666667
"2589",68,1971,0,19450.5
"2590",69,1971,0,18411
"2591",70,1971,0,17249.6666666667
"2592",71,1971,1,16074.8333333333
"2593",72,1971,1,15073.1666666667
"2594",73,1971,1,14138.5
"2595",74,1971,0,13182.1666666667
"2596",75,1971,0,12142.3333333334
"2597",76,1971,0,11165
"2598",77,1971,0,10054.6666666667
"2599",78,1971,0,8964.6666666666
"2600",79,1971,0,8009.5
"2601",80,1971,0,7149.1666666666
"2602",81,1971,1,6332.8333333334
"2603",82,1971,0,5511.5
"2604",83,1971,0,4775.6666666666
"2605",84,1971,0,4088.6666666666
"2606",85,1971,1,3428.5
"2607",86,1971,0,2821
"2608",87,1971,0,2247.8333333333
"2609",88,1971,0,1762.66666666667
"2610",89,1971,0,1300.54458722742
"2611",0,1972,0,37887
"2612",1,1972,0,37235.5
"2613",2,1972,0,36867.833333334
"2614",3,1972,0,37608.666666666
"2615",4,1972,0,39775.333333334
"2616",5,1972,0,41987.166666667
"2617",6,1972,0,43017.5
"2618",7,1972,0,42662.166666666
"2619",8,1972,0,41422.333333333
"2620",9,1972,0,40087.333333333
"2621",10,1972,0,38915.333333333
"2622",11,1972,0,38088.333333333
"2623",12,1972,0,37692.666666667
"2624",13,1972,0,37567.166666667
"2625",14,1972,0,37743.666666666
"2626",15,1972,0,38089
"2627",16,1972,0,38228.833333334
"2628",17,1972,0,38343
"2629",18,1972,1,38439.166666666
"2630",19,1972,2,38490.166666667
"2631",20,1972,3,38584.166666667
"2632",21,1972,4,38744
"2633",22,1972,3,39479.666666666
"2634",23,1972,1,41025.833333334
"2635",24,1972,5,43174
"2636",25,1972,1,44997.333333334
"2637",26,1972,4,45374.5
"2638",27,1972,6,44011.166666667
"2639",28,1972,5,41558.5
"2640",29,1972,5,38584.833333333
"2641",30,1972,7,35770.5
"2642",31,1972,6,33602.333333334
"2643",32,1972,4,32244
"2644",33,1972,4,31487.833333333
"2645",34,1972,8,30776.333333334
"2646",35,1972,6,30007.5
"2647",36,1972,2,29257.666666667
"2648",37,1972,3,28621.166666667
"2649",38,1972,6,28129.666666667
"2650",39,1972,8,27787.333333334
"2651",40,1972,5,27678.666666667
"2652",41,1972,2,27665.166666667
"2653",42,1972,8,27780
"2654",43,1972,2,27969.5
"2655",44,1972,3,28230.666666667
"2656",45,1972,5,28487
"2657",46,1972,5,28803.5
"2658",47,1972,6,29229.5
"2659",48,1972,2,29439.166666666
"2660",49,1972,4,29681.166666666
"2661",50,1972,3,30235.666666666
"2662",51,1972,0,30336
"2663",52,1972,2,29696.333333333
"2664",53,1972,0,28579
"2665",54,1972,0,27796.833333333
"2666",55,1972,3,27458.333333333
"2667",56,1972,0,27232.666666667
"2668",57,1972,1,27319.833333333
"2669",58,1972,1,27523.333333333
"2670",59,1972,1,27549.5
"2671",60,1972,1,27216.5
"2672",61,1972,1,26792.166666666
"2673",62,1972,1,26152.833333333
"2674",63,1972,1,25265.5
"2675",64,1972,1,24076
"2676",65,1972,1,22823.666666666
"2677",66,1972,2,21742.333333333
"2678",67,1972,0,20699.666666667
"2679",68,1972,0,19703.4999999997
"2680",69,1972,2,18697.8333333333
"2681",70,1972,2,17654.5
"2682",71,1972,0,16452.3333333333
"2683",72,1972,1,15265.6666666666
"2684",73,1972,2,14247.5
"2685",74,1972,0,13307.1666666666
"2686",75,1972,1,12333.1666666667
"2687",76,1972,0,11341.5
"2688",77,1972,2,10344.1666666667
"2689",78,1972,0,9245.3333333333
"2690",79,1972,0,8174.5
"2691",80,1972,0,7249.8333333333
"2692",81,1972,0,6412.3333333333
"2693",82,1972,0,5618.1666666667
"2694",83,1972,0,4849
"2695",84,1972,0,4149.3333333333
"2696",85,1972,0,3506
"2697",86,1972,0,2893.3333333334
"2698",87,1972,0,2321
"2699",88,1972,0,1845.16666666663
"2700",89,1972,0,1289.09167950694
"2701",0,1973,0,37231.5
"2702",1,1973,1,37599.5
"2703",2,1973,0,37275.166666667
"2704",3,1973,0,36907
"2705",4,1973,0,37654
"2706",5,1973,0,39806.5
"2707",6,1973,0,42014.5
"2708",7,1973,0,43058.5
"2709",8,1973,0,42690.166666667
"2710",9,1973,0,41464.166666667
"2711",10,1973,0,40129.666666667
"2712",11,1973,1,38940.666666666
"2713",12,1973,0,38109.5
"2714",13,1973,0,37731.666666667
"2715",14,1973,0,37610.5
"2716",15,1973,1,37828.666666666
"2717",16,1973,1,38208
"2718",17,1973,0,38350.666666667
"2719",18,1973,4,38457.166666666
"2720",19,1973,1,38588.833333333
"2721",20,1973,2,38644.166666667
"2722",21,1973,1,38704.5
"2723",22,1973,3,38922.666666666
"2724",23,1973,3,39695.666666666
"2725",24,1973,2,41222.5
"2726",25,1973,4,43320
"2727",26,1973,2,45083.5
"2728",27,1973,6,45433.333333334
"2729",28,1973,5,44020.166666667
"2730",29,1973,3,41536.166666667
"2731",30,1973,4,38610.333333333
"2732",31,1973,9,35795.666666667
"2733",32,1973,9,33597.333333333
"2734",33,1973,5,32233.666666666
"2735",34,1973,7,31492.833333333
"2736",35,1973,6,30761.666666667
"2737",36,1973,6,29979.5
"2738",37,1973,3,29220.833333333
"2739",38,1973,4,28576.666666666
"2740",39,1973,3,28058.166666666
"2741",40,1973,3,27746
"2742",41,1973,6,27636.166666667
"2743",42,1973,2,27612.833333333
"2744",43,1973,2,27713.166666667
"2745",44,1973,7,27880.333333334
"2746",45,1973,7,28137.833333334
"2747",46,1973,2,28389.666666667
"2748",47,1973,1,28678.5
"2749",48,1973,3,29081.333333334
"2750",49,1973,4,29276.666666667
"2751",50,1973,2,29493.5
"2752",51,1973,1,30028.333333334
"2753",52,1973,4,30111.333333333
"2754",53,1973,1,29455.333333334
"2755",54,1973,1,28328.833333333
"2756",55,1973,1,27521.166666667
"2757",56,1973,2,27167.833333334
"2758",57,1973,2,26918.166666667
"2759",58,1973,1,26955.666666667
"2760",59,1973,1,27125.166666667
"2761",60,1973,0,27117
"2762",61,1973,1,26730
"2763",62,1973,3,26245.666666667
"2764",63,1973,1,25570.5
"2765",64,1973,2,24662
"2766",65,1973,1,23417.166666667
"2767",66,1973,0,22129.166666666
"2768",67,1973,1,21030
"2769",68,1973,3,19955.666666667
"2770",69,1973,0,18933.6666666667
"2771",70,1973,0,17912.5
"2772",71,1973,1,16818
"2773",72,1973,0,15634.5
"2774",73,1973,2,14447.5
"2775",74,1973,1,13399.1666666667
"2776",75,1973,0,12440.5
"2777",76,1973,0,11484
"2778",77,1973,0,10496.5
"2779",78,1973,0,9524
"2780",79,1973,0,8439.3333333333
"2781",80,1973,0,7411.6666666667
"2782",81,1973,0,6516.5
"2783",82,1973,0,5700.8333333334
"2784",83,1973,0,4950.8333333333
"2785",84,1973,1,4219.1666666667
"2786",85,1973,0,3569.5
"2787",86,1973,0,2963.6666666667
"2788",87,1973,0,2397.1666666667
"2789",88,1973,0,1925.66666666663
"2790",89,1973,0,1401.06538461538
"2791",0,1974,2,36250.333333333
"2792",1,1974,1,37259.333333333
"2793",2,1974,2,37656
"2794",3,1974,0,37285
"2795",4,1974,0,36913.333333333
"2796",5,1974,0,37643.5
"2797",6,1974,0,39807.166666667
"2798",7,1974,0,42025.666666667
"2799",8,1974,0,43051
"2800",9,1974,0,42702.833333333
"2801",10,1974,0,41479.5
"2802",11,1974,0,40122.333333333
"2803",12,1974,0,38960.833333333
"2804",13,1974,0,38139.333333334
"2805",14,1974,0,37774.333333334
"2806",15,1974,0,37689.833333333
"2807",16,1974,1,37918.666666667
"2808",17,1974,1,38294
"2809",18,1974,1,38449.166666667
"2810",19,1974,1,38565.333333333
"2811",20,1974,5,38642.166666667
"2812",21,1974,5,38665.666666667
"2813",22,1974,1,38757.333333334
"2814",23,1974,5,38986.666666666
"2815",24,1974,6,39767.5
"2816",25,1974,4,41209.833333333
"2817",26,1974,2,43277.5
"2818",27,1974,11,45000.666666666
"2819",28,1974,6,45319.833333333
"2820",29,1974,5,43904.333333333
"2821",30,1974,4,41445.833333333
"2822",31,1974,5,38530.666666667
"2823",32,1974,4,35685.666666667
"2824",33,1974,3,33516
"2825",34,1974,3,32177
"2826",35,1974,11,31434.666666666
"2827",36,1974,9,30690.833333334
"2828",37,1974,6,29892.333333334
"2829",38,1974,5,29130.166666667
"2830",39,1974,6,28504.333333333
"2831",40,1974,3,27995.333333333
"2832",41,1974,7,27661.5
"2833",42,1974,6,27549.166666666
"2834",43,1974,5,27506.5
"2835",44,1974,2,27605.333333333
"2836",45,1974,4,27775.666666666
"2837",46,1974,2,28002
"2838",47,1974,0,28226.166666666
"2839",48,1974,2,28526
"2840",49,1974,3,28909.833333334
"2841",50,1974,3,29081
"2842",51,1974,4,29286.5
"2843",52,1974,1,29789.333333333
"2844",53,1974,1,29861.666666667
"2845",54,1974,2,29184.833333333
"2846",55,1974,0,28029.833333333
"2847",56,1974,1,27219.166666667
"2848",57,1974,0,26830.5
"2849",58,1974,1,26554.833333333
"2850",59,1974,0,26573
"2851",60,1974,0,26677.333333334
"2852",61,1974,2,26611.5
"2853",62,1974,1,26204.333333334
"2854",63,1974,1,25689.5
"2855",64,1974,1,24983.5
"2856",65,1974,1,23999.166666667
"2857",66,1974,0,22733.166666667
"2858",67,1974,1,21434.166666666
"2859",68,1974,0,20291.166666667
"2860",69,1974,0,19198.3333333334
"2861",70,1974,0,18131.3333333334
"2862",71,1974,2,17068.6666666667
"2863",72,1974,1,15999.1666666667
"2864",73,1974,0,14776.3333333333
"2865",74,1974,0,13578.5
"2866",75,1974,0,12540.3333333333
"2867",76,1974,0,11579.6666666667
"2868",77,1974,0,10633.6666666667
"2869",78,1974,1,9660
"2870",79,1974,0,8681.5
"2871",80,1974,0,7643.1666666667
"2872",81,1974,0,6647
"2873",82,1974,1,5779.3333333334
"2874",83,1974,0,5009.3333333333
"2875",84,1974,0,4297.8333333333
"2876",85,1974,1,3614
"2877",86,1974,0,3007.8333333333
"2878",87,1974,0,2452.3333333334
"2879",88,1974,0,1972.5
"2880",89,1974,0,1470.08350462487
"2881",0,1975,1,36176.666666667
"2882",1,1975,1,36623.166666666
"2883",2,1975,0,37252.333333333
"2884",3,1975,0,37560.5
"2885",4,1975,0,37200
"2886",5,1975,0,36833.833333333
"2887",6,1975,0,37583
"2888",7,1975,0,39751.166666667
"2889",8,1975,0,41964.5
"2890",9,1975,0,43002.166666667
"2891",10,1975,0,42643.666666667
"2892",11,1975,0,41420.333333334
"2893",12,1975,0,40094
"2894",13,1975,1,38921
"2895",14,1975,0,38126.166666667
"2896",15,1975,0,37789.333333333
"2897",16,1975,0,37703.5
"2898",17,1975,1,37893.333333333
"2899",18,1975,1,38247.5
"2900",19,1975,2,38341.833333333
"2901",20,1975,6,38380.166666667
"2902",21,1975,5,38399.166666666
"2903",22,1975,5,38445.666666667
"2904",23,1975,4,38568
"2905",24,1975,3,38750.333333334
"2906",25,1975,2,39466.166666666
"2907",26,1975,5,40894.5
"2908",27,1975,6,42975.833333333
"2909",28,1975,5,44728
"2910",29,1975,9,45038.833333334
"2911",30,1975,5,43666.333333333
"2912",31,1975,3,41215.666666667
"2913",32,1975,11,38314.333333334
"2914",33,1975,9,35535.666666666
"2915",34,1975,7,33407.666666667
"2916",35,1975,2,32063.5
"2917",36,1975,2,31290.5
"2918",37,1975,5,30537.833333333
"2919",38,1975,5,29753.5
"2920",39,1975,5,29001.666666667
"2921",40,1975,3,28364.333333334
"2922",41,1975,6,27853.666666667
"2923",42,1975,5,27514.166666666
"2924",43,1975,7,27396.833333333
"2925",44,1975,3,27360.166666667
"2926",45,1975,0,27455.166666667
"2927",46,1975,4,27617.333333334
"2928",47,1975,0,27838.666666667
"2929",48,1975,5,28063.333333333
"2930",49,1975,2,28340.666666666
"2931",50,1975,3,28717.166666667
"2932",51,1975,1,28853.5
"2933",52,1975,1,29036.5
"2934",53,1975,0,29513.833333333
"2935",54,1975,2,29558.333333333
"2936",55,1975,2,28875.333333333
"2937",56,1975,2,27710.5
"2938",57,1975,2,26861.833333333
"2939",58,1975,3,26471
"2940",59,1975,0,26162
"2941",60,1975,2,26135.166666666
"2942",61,1975,2,26194.5
"2943",62,1975,0,26094.166666667
"2944",63,1975,1,25637.666666666
"2945",64,1975,2,25086.666666667
"2946",65,1975,3,24333.666666667
"2947",66,1975,1,23311.333333334
"2948",67,1975,0,22016.166666666
"2949",68,1975,0,20707.333333333
"2950",69,1975,0,19528.3333333333
"2951",70,1975,0,18386.5
"2952",71,1975,1,17307.6666666667
"2953",72,1975,0,16228.6666666667
"2954",73,1975,1,15094.5
"2955",74,1975,0,13894.1666666667
"2956",75,1975,0,12699.3333333333
"2957",76,1975,0,11669.3333333333
"2958",77,1975,0,10699.6666666667
"2959",78,1975,0,9746
"2960",79,1975,0,8801
"2961",80,1975,0,7861.6666666666
"2962",81,1975,0,6841
"2963",82,1975,0,5896.5
"2964",83,1975,1,5089.3333333333
"2965",84,1975,0,4365.1666666666
"2966",85,1975,0,3679
"2967",86,1975,0,3046
"2968",87,1975,0,2494.5
"2969",88,1975,0,2010.1666666667
"2970",89,1975,0,1449.43074656189
"2971",0,1976,0,34886.666666667
"2972",1,1976,0,35813
"2973",2,1976,1,36563.666666667
"2974",3,1976,0,37207.833333334
"2975",4,1976,0,37519.166666667
"2976",5,1976,0,37172.666666666
"2977",6,1976,0,36810.166666666
"2978",7,1976,0,37553
"2979",8,1976,0,39726.833333333
"2980",9,1976,1,41935.666666666
"2981",10,1976,0,42977.833333333
"2982",11,1976,0,42627.833333333
"2983",12,1976,0,41412.166666666
"2984",13,1976,1,40093.166666666
"2985",14,1976,0,38932.333333333
"2986",15,1976,0,38135.833333334
"2987",16,1976,4,37777.333333333
"2988",17,1976,0,37668.5
"2989",18,1976,2,37833.666666667
"2990",19,1976,3,38168.5
"2991",20,1976,3,38243.5
"2992",21,1976,2,38255
"2993",22,1976,8,38300.166666667
"2994",23,1976,6,38323.333333333
"2995",24,1976,10,38377.5
"2996",25,1976,7,38507.5
"2997",26,1976,6,39208.166666667
"2998",27,1976,9,40668.166666667
"2999",28,1976,8,42752.833333333
"3000",29,1976,7,44517
"3001",30,1976,12,44864.166666666
"3002",31,1976,7,43514
"3003",32,1976,8,41108.166666667
"3004",33,1976,8,38205.833333333
"3005",34,1976,5,35438.5
"3006",35,1976,3,33297
"3007",36,1976,8,31951
"3008",37,1976,10,31175.5
"3009",38,1976,5,30424.333333333
"3010",39,1976,5,29638.333333333
"3011",40,1976,4,28888.833333333
"3012",41,1976,6,28253.166666667
"3013",42,1976,2,27733.666666667
"3014",43,1976,4,27388.5
"3015",44,1976,3,27266.166666667
"3016",45,1976,2,27229.666666666
"3017",46,1976,2,27328
"3018",47,1976,1,27466.166666667
"3019",48,1976,4,27653
"3020",49,1976,4,27884.5
"3021",50,1976,6,28132.666666667
"3022",51,1976,1,28478.666666667
"3023",52,1976,5,28608.333333334
"3024",53,1976,1,28760.166666667
"3025",54,1976,1,29212.333333333
"3026",55,1976,0,29235.833333333
"3027",56,1976,1,28529
"3028",57,1976,0,27352.5
"3029",58,1976,1,26508.666666666
"3030",59,1976,1,26077.166666667
"3031",60,1976,1,25739.833333333
"3032",61,1976,3,25660.166666667
"3033",62,1976,1,25663.166666667
"3034",63,1976,1,25512.166666666
"3035",64,1976,0,25020.333333333
"3036",65,1976,2,24420.333333333
"3037",66,1976,2,23633
"3038",67,1976,1,22595.5
"3039",68,1976,3,21270.666666667
"3040",69,1976,0,19912.5000000003
"3041",70,1976,0,18715
"3042",71,1976,0,17550.5
"3043",72,1976,0,16433.1666666667
"3044",73,1976,0,15342.6666666667
"3045",74,1976,0,14218.1666666667
"3046",75,1976,1,12992.1666666667
"3047",76,1976,0,11803.1666666667
"3048",77,1976,2,10763.5
"3049",78,1976,0,9805.8333333333
"3050",79,1976,0,8868
"3051",80,1976,0,7949.5
"3052",81,1976,0,7043
"3053",82,1976,1,6093
"3054",83,1976,1,5195.8333333334
"3055",84,1976,0,4410.5
"3056",85,1976,0,3710.6666666666
"3057",86,1976,1,3082.1666666667
"3058",87,1976,0,2520
"3059",88,1976,1,2015.6666666667
"3060",89,1976,0,1492.72277556441
"3061",0,1977,0,33045.666666667
"3062",1,1977,0,34643.833333333
"3063",2,1977,2,35861.5
"3064",3,1977,0,36614.666666666
"3065",4,1977,0,37258.833333334
"3066",5,1977,0,37564.666666667
"3067",6,1977,0,37215.333333334
"3068",7,1977,0,36835
"3069",8,1977,0,37594.666666667
"3070",9,1977,0,39771.333333333
"3071",10,1977,0,41986.833333333
"3072",11,1977,0,43023.333333334
"3073",12,1977,0,42688
"3074",13,1977,0,41464.833333334
"3075",14,1977,1,40139.333333333
"3076",15,1977,0,38990.833333334
"3077",16,1977,0,38183.833333334
"3078",17,1977,3,37815.333333333
"3079",18,1977,4,37736
"3080",19,1977,4,37911.833333334
"3081",20,1977,2,38212.333333333
"3082",21,1977,4,38267.5
"3083",22,1977,7,38315.833333333
"3084",23,1977,3,38325.666666667
"3085",24,1977,9,38315.333333334
"3086",25,1977,8,38340.333333333
"3087",26,1977,8,38466.333333333
"3088",27,1977,5,39163.5
"3089",28,1977,11,40622
"3090",29,1977,9,42684.666666667
"3091",30,1977,6,44469.166666666
"3092",31,1977,6,44833.166666667
"3093",32,1977,7,43484.166666667
"3094",33,1977,8,41065.5
"3095",34,1977,9,38178.333333333
"3096",35,1977,6,35413.833333334
"3097",36,1977,5,33257.833333333
"3098",37,1977,10,31895.333333333
"3099",38,1977,3,31130.833333333
"3100",39,1977,9,30372
"3101",40,1977,1,29599.333333333
"3102",41,1977,3,28839.5
"3103",42,1977,7,28188
"3104",43,1977,6,27657.666666666
"3105",44,1977,0,27302.5
"3106",45,1977,2,27181.666666666
"3107",46,1977,3,27124.5
"3108",47,1977,1,27183.166666667
"3109",48,1977,2,27315
"3110",49,1977,3,27503.666666666
"3111",50,1977,3,27709.666666666
"3112",51,1977,1,27937.833333333
"3113",52,1977,1,28252
"3114",53,1977,3,28352.666666667
"3115",54,1977,1,28473.5
"3116",55,1977,1,28905.333333334
"3117",56,1977,2,28914.833333334
"3118",57,1977,3,28185.166666667
"3119",58,1977,1,26989.5
"3120",59,1977,0,26113.166666667
"3121",60,1977,1,25663
"3122",61,1977,1,25268.833333333
"3123",62,1977,1,25136.166666667
"3124",63,1977,0,25092
"3125",64,1977,0,24915.166666667
"3126",65,1977,1,24394.5
"3127",66,1977,0,23757.166666667
"3128",67,1977,0,22910.333333333
"3129",68,1977,1,21827.166666666
"3130",69,1977,0,20480.0000000003
"3131",70,1977,0,19066
"3132",71,1977,2,17846.1666666666
"3133",72,1977,1,16665.5
"3134",73,1977,0,15554.3333333333
"3135",74,1977,0,14459
"3136",75,1977,0,13317.3333333333
"3137",76,1977,0,12092.8333333333
"3138",77,1977,0,10927.5
"3139",78,1977,0,9873.3333333334
"3140",79,1977,1,8935.1666666666
"3141",80,1977,0,8058.1666666667
"3142",81,1977,1,7162.6666666667
"3143",82,1977,1,6309.1666666666
"3144",83,1977,0,5374.5
"3145",84,1977,0,4516.5
"3146",85,1977,0,3786.1666666666
"3147",86,1977,0,3136.1666666666
"3148",87,1977,0,2564.1666666666
"3149",88,1977,0,2049.49999999997
"3150",89,1977,0,1525.42899408284
"3151",0,1978,0,31988.666666667
"3152",1,1978,0,33141.666666666
"3153",2,1978,1,34707.333333334
"3154",3,1978,0,35928
"3155",4,1978,0,36671
"3156",5,1978,1,37322.666666666
"3157",6,1978,0,37610.833333334
"3158",7,1978,0,37246
"3159",8,1978,0,36896.833333334
"3160",9,1978,0,37656
"3161",10,1978,0,39822.166666666
"3162",11,1978,0,42032.666666667
"3163",12,1978,0,43073.166666666
"3164",13,1978,0,42723.666666667
"3165",14,1978,0,41518.166666666
"3166",15,1978,0,40203
"3167",16,1978,1,39051.5
"3168",17,1978,1,38242.333333333
"3169",18,1978,3,37915
"3170",19,1978,1,37803.666666667
"3171",20,1978,4,37943.5
"3172",21,1978,3,38230.166666667
"3173",22,1978,15,38301.5
"3174",23,1978,6,38335.833333333
"3175",24,1978,7,38376.833333334
"3176",25,1978,6,38327.333333334
"3177",26,1978,9,38354.666666667
"3178",27,1978,11,38462.166666667
"3179",28,1978,6,39141.166666667
"3180",29,1978,9,40576.833333334
"3181",30,1978,12,42648.666666666
"3182",31,1978,9,44446.5
"3183",32,1978,11,44824
"3184",33,1978,5,43467.333333333
"3185",34,1978,4,41065
"3186",35,1978,6,38156.333333334
"3187",36,1978,7,35389.5
"3188",37,1978,4,33234.666666667
"3189",38,1978,3,31873
"3190",39,1978,8,31088.833333334
"3191",40,1978,4,30339.5
"3192",41,1978,6,29552.5
"3193",42,1978,7,28767.833333334
"3194",43,1978,1,28107.5
"3195",44,1978,5,27577.666666667
"3196",45,1978,3,27210
"3197",46,1978,4,27063.666666667
"3198",47,1978,1,26994.333333333
"3199",48,1978,1,27056.833333334
"3200",49,1978,2,27174.333333334
"3201",50,1978,3,27347.166666667
"3202",51,1978,1,27522
"3203",52,1978,4,27714.333333333
"3204",53,1978,1,28019.833333334
"3205",54,1978,1,28096.833333333
"3206",55,1978,4,28200.166666666
"3207",56,1978,3,28599
"3208",57,1978,2,28564.333333333
"3209",58,1978,3,27807.333333333
"3210",59,1978,0,26596.833333333
"3211",60,1978,0,25683.166666667
"3212",61,1978,3,25198.166666667
"3213",62,1978,2,24753.833333333
"3214",63,1978,1,24595.166666666
"3215",64,1978,0,24535.166666667
"3216",65,1978,1,24301.833333333
"3217",66,1978,0,23717.5
"3218",67,1978,0,23010.166666667
"3219",68,1978,0,22137.666666666
"3220",69,1978,2,21008.166666666
"3221",70,1978,3,19611.8333333337
"3222",71,1978,1,18184.5
"3223",72,1978,0,16948.5
"3224",73,1978,0,15781
"3225",74,1978,1,14655.1666666667
"3226",75,1978,0,13543.8333333333
"3227",76,1978,0,12412.5
"3228",77,1978,1,11211.5
"3229",78,1978,0,10059
"3230",79,1978,1,9050.1666666666
"3231",80,1978,0,8130.8333333333
"3232",81,1978,0,7272.3333333334
"3233",82,1978,0,6417.8333333334
"3234",83,1978,1,5581.3333333334
"3235",84,1978,0,4716.6666666667
"3236",85,1978,0,3897.1666666667
"3237",86,1978,0,3211.3333333334
"3238",87,1978,0,2638.1666666667
"3239",88,1978,0,2123.5
"3240",89,1978,0,1542.61383240912
"3241",0,1979,1,31026.166666667
"3242",1,1979,0,31834.166666666
"3243",2,1979,1,33213.666666666
"3244",3,1979,0,34774
"3245",4,1979,0,35990.833333334
"3246",5,1979,0,36739
"3247",6,1979,0,37362.166666667
"3248",7,1979,0,37651.833333333
"3249",8,1979,0,37316.333333334
"3250",9,1979,0,36955.166666667
"3251",10,1979,0,37690.5
"3252",11,1979,0,39857.833333334
"3253",12,1979,0,42073
"3254",13,1979,0,43125.333333334
"3255",14,1979,0,42782.5
"3256",15,1979,3,41571.833333334
"3257",16,1979,0,40260
"3258",17,1979,1,39124.333333333
"3259",18,1979,2,38361
"3260",19,1979,0,38005.666666667
"3261",20,1979,3,37848.5
"3262",21,1979,0,37959.666666667
"3263",22,1979,6,38248.166666667
"3264",23,1979,6,38330.166666666
"3265",24,1979,6,38369.333333333
"3266",25,1979,9,38392.5
"3267",26,1979,7,38349.5
"3268",27,1979,10,38358.333333333
"3269",28,1979,17,38446.833333333
"3270",29,1979,9,39120.333333334
"3271",30,1979,9,40564.5
"3272",31,1979,9,42628.5
"3273",32,1979,9,44407
"3274",33,1979,9,44778.333333333
"3275",34,1979,13,43442.5
"3276",35,1979,6,41024.333333334
"3277",36,1979,11,38113.166666667
"3278",37,1979,7,35349.5
"3279",38,1979,10,33206.166666666
"3280",39,1979,6,31823.666666667
"3281",40,1979,4,31043.333333333
"3282",41,1979,6,30279.666666666
"3283",42,1979,8,29469.666666667
"3284",43,1979,1,28690.5
"3285",44,1979,4,28023.833333333
"3286",45,1979,3,27477.333333333
"3287",46,1979,1,27098.833333333
"3288",47,1979,3,26939.666666666
"3289",48,1979,4,26870.666666666
"3290",49,1979,1,26910.666666666
"3291",50,1979,2,27007.5
"3292",51,1979,1,27163.833333334
"3293",52,1979,2,27317
"3294",53,1979,4,27491.833333333
"3295",54,1979,0,27764.166666667
"3296",55,1979,4,27809.666666667
"3297",56,1979,1,27871.666666667
"3298",57,1979,2,28236.833333333
"3299",58,1979,0,28167
"3300",59,1979,3,27380.5
"3301",60,1979,0,26150.666666666
"3302",61,1979,1,25203.5
"3303",62,1979,0,24674.5
"3304",63,1979,1,24221.833333333
"3305",64,1979,1,24037
"3306",65,1979,1,23908
