"","sex","A","P","N"
"6589",1,94,2003,641
"6590",2,94,2003,2430
"6591",1,95,2003,449
"6592",2,95,2003,1579
"6593",1,96,2003,274
"6594",2,96,2003,1189
"6595",1,97,2003,181
"6596",2,97,2003,813
"6597",1,98,2003,116
"6598",2,98,2003,547
"6599",1,99,2003,151
"6600",2,99,2003,839
"6601",1,0,2004,33351
"6602",2,0,2004,31704
"6603",1,1,2004,33148
"6604",2,1,2004,31401
"6605",1,2,2004,33634
"6606",2,2,2004,32251
"6607",1,3,2004,34675
"6608",2,3,2004,33122
"6609",1,4,2004,34249
"6610",2,4,2004,32842
"6611",1,5,2004,34500
"6612",2,5,2004,32783
"6613",1,6,2004,35313
"6614",2,6,2004,33472
"6615",1,7,2004,35522
"6616",2,7,2004,33643
"6617",1,8,2004,36850
"6618",2,8,2004,34850
"6619",1,9,2004,36796
"6620",2,9,2004,35151
"6621",1,10,2004,35701
"6622",2,10,2004,33908
"6623",1,11,2004,36089
"6624",2,11,2004,34097
"6625",1,12,2004,34462
"6626",2,12,2004,32737
"6627",1,13,2004,34256
"6628",2,13,2004,32447
"6629",1,14,2004,33171
"6630",2,14,2004,31453
"6631",1,15,2004,32071
"6632",2,15,2004,30219
"6633",1,16,2004,30737
"6634",2,16,2004,28926
"6635",1,17,2004,30486
"6636",2,17,2004,28945
"6637",1,18,2004,29534
"6638",2,18,2004,28383
"6639",1,19,2004,28537
"6640",2,19,2004,27256
"6641",1,20,2004,28054
"6642",2,20,2004,27099
"6643",1,21,2004,29331
"6644",2,21,2004,28324
"6645",1,22,2004,29346
"6646",2,22,2004,28994
"6647",1,23,2004,31455
"6648",2,23,2004,31240
"6649",1,24,2004,32525
"6650",2,24,2004,32093
"6651",1,25,2004,33841
"6652",2,25,2004,33381
"6653",1,26,2004,33792
"6654",2,26,2004,33372
"6655",1,27,2004,35555
"6656",2,27,2004,34723
"6657",1,28,2004,38295
"6658",2,28,2004,38252
"6659",1,29,2004,38025
"6660",2,29,2004,37731
"6661",1,30,2004,38125
"6662",2,30,2004,37619
"6663",1,31,2004,39870
"6664",2,31,2004,39528
"6665",1,32,2004,39909
"6666",2,32,2004,38555
"6667",1,33,2004,38068
"6668",2,33,2004,37267
"6669",1,34,2004,38181
"6670",2,34,2004,36918
"6671",1,35,2004,39868
"6672",2,35,2004,38153
"6673",1,36,2004,42611
"6674",2,36,2004,41190
"6675",1,37,2004,45969
"6676",2,37,2004,44082
"6677",1,38,2004,44368
"6678",2,38,2004,42866
"6679",1,39,2004,43649
"6680",2,39,2004,41669
"6681",1,40,2004,42479
"6682",2,40,2004,41148
"6683",1,41,2004,40292
"6684",2,41,2004,38849
"6685",1,42,2004,39046
"6686",2,42,2004,38008
"6687",1,43,2004,39224
"6688",2,43,2004,37968
"6689",1,44,2004,37535
"6690",2,44,2004,36606
"6691",1,45,2004,37683
"6692",2,45,2004,36721
"6693",1,46,2004,37543
"6694",2,46,2004,36483
"6695",1,47,2004,37789
"6696",2,47,2004,36878
"6697",1,48,2004,37369
"6698",2,48,2004,36346
"6699",1,49,2004,36378
"6700",2,49,2004,35978
"6701",1,50,2004,37051
"6702",2,50,2004,36439
"6703",1,51,2004,36210
"6704",2,51,2004,35782
"6705",1,52,2004,35777
"6706",2,52,2004,35028
"6707",1,53,2004,36439
"6708",2,53,2004,36410
"6709",1,54,2004,36177
"6710",2,54,2004,36079
"6711",1,55,2004,38117
"6712",2,55,2004,37756
"6713",1,56,2004,40413
"6714",2,56,2004,40061
"6715",1,57,2004,42014
"6716",2,57,2004,41008
"6717",1,58,2004,40311
"6718",2,58,2004,39608
"6719",1,59,2004,37959
"6720",2,59,2004,37764
"6721",1,60,2004,34510
"6722",2,60,2004,34902
"6723",1,61,2004,32367
"6724",2,61,2004,32495
"6725",1,62,2004,28447
"6726",2,62,2004,29020
"6727",1,63,2004,27336
"6728",2,63,2004,28147
"6729",1,64,2004,25898
"6730",2,64,2004,26649
"6731",1,65,2004,25272
"6732",2,65,2004,26449
"6733",1,66,2004,23728
"6734",2,66,2004,25708
"6735",1,67,2004,22751
"6736",2,67,2004,24495
"6737",1,68,2004,21274
"6738",2,68,2004,23240
"6739",1,69,2004,20176
"6740",2,69,2004,22656
"6741",1,70,2004,18948
"6742",2,70,2004,21340
"6743",1,71,2004,18059
"6744",2,71,2004,21304
"6745",1,72,2004,17368
"6746",2,72,2004,20530
"6747",1,73,2004,16821
"6748",2,73,2004,20308
"6749",1,74,2004,15825
"6750",2,74,2004,19400
"6751",1,75,2004,15622
"6752",2,75,2004,19434
"6753",1,76,2004,14241
"6754",2,76,2004,18614
"6755",1,77,2004,13722
"6756",2,77,2004,18429
"6757",1,78,2004,12711
"6758",2,78,2004,18094
"6759",1,79,2004,12088
"6760",2,79,2004,17606
"6761",1,80,2004,10736
"6762",2,80,2004,16841
"6763",1,81,2004,9676
"6764",2,81,2004,15355
"6765",1,82,2004,9115
"6766",2,82,2004,15653
"6767",1,83,2004,8273
"6768",2,83,2004,14977
"6769",1,84,2004,6442
"6770",2,84,2004,11833
"6771",1,85,2004,5806
"6772",2,85,2004,11176
"6773",1,86,2004,4712
"6774",2,86,2004,9907
"6775",1,87,2004,4087
"6776",2,87,2004,8975
"6777",1,88,2004,3333
"6778",2,88,2004,7656
"6779",1,89,2004,2811
"6780",2,89,2004,7046
"6781",1,90,2004,2246
"6782",2,90,2004,5925
"6783",1,91,2004,1801
"6784",2,91,2004,4976
"6785",1,92,2004,1325
"6786",2,92,2004,3898
"6787",1,93,2004,976
"6788",2,93,2004,3212
"6789",1,94,2004,677
"6790",2,94,2004,2400
"6791",1,95,2004,444
"6792",2,95,2004,1856
"6793",1,96,2004,310
"6794",2,96,2004,1148
"6795",1,97,2004,183
"6796",2,97,2004,877
"6797",1,98,2004,117
"6798",2,98,2004,565
"6799",1,99,2004,176
"6800",2,99,2004,843
"6801",1,0,2005,33142
"6802",2,0,2005,31593
"6803",1,1,2005,33326
"6804",2,1,2005,31766
"6805",1,2,2005,33162
"6806",2,2,2005,31445
"6807",1,3,2005,33625
"6808",2,3,2005,32242
"6809",1,4,2005,34627
"6810",2,4,2005,33128
"6811",1,5,2005,34256
"6812",2,5,2005,32804
"6813",1,6,2005,34502
"6814",2,6,2005,32784
"6815",1,7,2005,35305
"6816",2,7,2005,33486
"6817",1,8,2005,35501
"6818",2,8,2005,33722
"6819",1,9,2005,36846
"6820",2,9,2005,34856
"6821",1,10,2005,36823
"6822",2,10,2005,35178
"6823",1,11,2005,35742
"6824",2,11,2005,33953
"6825",1,12,2005,36125
"6826",2,12,2005,34111
"6827",1,13,2005,34526
"6828",2,13,2005,32771
"6829",1,14,2005,34315
"6830",2,14,2005,32484
"6831",1,15,2005,33247
"6832",2,15,2005,31563
"6833",1,16,2005,32135
"6834",2,16,2005,30316
"6835",1,17,2005,30925
"6836",2,17,2005,29157
"6837",1,18,2005,30496
"6838",2,18,2005,28923
"6839",1,19,2005,29568
"6840",2,19,2005,28252
"6841",1,20,2005,28750
"6842",2,20,2005,27479
"6843",1,21,2005,28395
"6844",2,21,2005,27781
"6845",1,22,2005,29671
"6846",2,22,2005,28748
"6847",1,23,2005,29518
"6848",2,23,2005,29238
"6849",1,24,2005,31609
"6850",2,24,2005,31352
"6851",1,25,2005,32562
"6852",2,25,2005,32149
"6853",1,26,2005,33801
"6854",2,26,2005,33437
"6855",1,27,2005,33719
"6856",2,27,2005,33446
"6857",1,28,2005,35408
"6858",2,28,2005,34749
"6859",1,29,2005,38191
"6860",2,29,2005,38252
"6861",1,30,2005,37852
"6862",2,30,2005,37703
"6863",1,31,2005,38083
"6864",2,31,2005,37598
"6865",1,32,2005,39796
"6866",2,32,2005,39499
"6867",1,33,2005,39823
"6868",2,33,2005,38579
"6869",1,34,2005,37983
"6870",2,34,2005,37264
"6871",1,35,2005,38137
"6872",2,35,2005,36942
"6873",1,36,2005,39788
"6874",2,36,2005,38184
"6875",1,37,2005,42522
"6876",2,37,2005,41196
"6877",1,38,2005,45876
"6878",2,38,2005,44100
"6879",1,39,2005,44313
"6880",2,39,2005,42868
"6881",1,40,2005,43575
"6882",2,40,2005,41637
"6883",1,41,2005,42374
"6884",2,41,2005,41140
"6885",1,42,2005,40205
"6886",2,42,2005,38859
"6887",1,43,2005,38935
"6888",2,43,2005,37969
"6889",1,44,2005,39123
"6890",2,44,2005,37919
"6891",1,45,2005,37420
"6892",2,45,2005,36551
"6893",1,46,2005,37549
"6894",2,46,2005,36647
"6895",1,47,2005,37387
"6896",2,47,2005,36450
"6897",1,48,2005,37648
"6898",2,48,2005,36792
"6899",1,49,2005,37169
"6900",2,49,2005,36280
"6901",1,50,2005,36187
"6902",2,50,2005,35883
"6903",1,51,2005,36880
"6904",2,51,2005,36328
"6905",1,52,2005,35966
"6906",2,52,2005,35678
"6907",1,53,2005,35544
"6908",2,53,2005,34889
"6909",1,54,2005,36197
"6910",2,54,2005,36249
"6911",1,55,2005,35926
"6912",2,55,2005,35936
"6913",1,56,2005,37793
"6914",2,56,2005,37594
"6915",1,57,2005,40114
"6916",2,57,2005,39856
"6917",1,58,2005,41640
"6918",2,58,2005,40797
"6919",1,59,2005,39944
"6920",2,59,2005,39376
"6921",1,60,2005,37539
"6922",2,60,2005,37468
"6923",1,61,2005,34053
"6924",2,61,2005,34598
"6925",1,62,2005,31955
"6926",2,62,2005,32244
"6927",1,63,2005,28031
"6928",2,63,2005,28763
"6929",1,64,2005,26900
"6930",2,64,2005,27856
"6931",1,65,2005,25440
"6932",2,65,2005,26357
"6933",1,66,2005,24811
"6934",2,66,2005,26145
"6935",1,67,2005,23232
"6936",2,67,2005,25351
"6937",1,68,2005,22247
"6938",2,68,2005,24116
"6939",1,69,2005,20710
"6940",2,69,2005,22876
"6941",1,70,2005,19632
"6942",2,70,2005,22187
"6943",1,71,2005,18352
"6944",2,71,2005,20879
"6945",1,72,2005,17415
"6946",2,72,2005,20804
"6947",1,73,2005,16710
"6948",2,73,2005,19986
"6949",1,74,2005,16098
"6950",2,74,2005,19712
"6951",1,75,2005,15100
"6952",2,75,2005,18810
"6953",1,76,2005,14822
"6954",2,76,2005,18774
"6955",1,77,2005,13435
"6956",2,77,2005,17949
"6957",1,78,2005,12844
"6958",2,78,2005,17675
"6959",1,79,2005,11864
"6960",2,79,2005,17299
"6961",1,80,2005,11132
"6962",2,80,2005,16741
"6963",1,81,2005,9827
"6964",2,81,2005,15900
"6965",1,82,2005,8747
"6966",2,82,2005,14418
"6967",1,83,2005,8185
"6968",2,83,2005,14597
"6969",1,84,2005,7372
"6970",2,84,2005,13831
"6971",1,85,2005,5657
"6972",2,85,2005,10846
"6973",1,86,2005,5020
"6974",2,86,2005,10169
"6975",1,87,2005,3989
"6976",2,87,2005,8900
"6977",1,88,2005,3446
"6978",2,88,2005,7930
"6979",1,89,2005,2727
"6980",2,89,2005,6685
"6981",1,90,2005,2274
"6982",2,90,2005,6085
"6983",1,91,2005,1755
"6984",2,91,2005,4944
"6985",1,92,2005,1397
"6986",2,92,2005,4069
"6987",1,93,2005,1004
"6988",2,93,2005,3116
"6989",1,94,2005,717
"6990",2,94,2005,2542
"6991",1,95,2005,484
"6992",2,95,2005,1828
"6993",1,96,2005,304
"6994",2,96,2005,1375
"6995",1,97,2005,215
"6996",2,97,2005,811
"6997",1,98,2005,115
"6998",2,98,2005,624
"6999",1,99,2005,168
"7000",2,99,2005,925
"7001",1,0,2006,32908
"7002",2,0,2006,31603
"7003",1,1,2006,33275
"7004",2,1,2006,31780
"7005",1,2,2006,33338
"7006",2,2,2006,31817
"7007",1,3,2006,33196
"7008",2,3,2006,31459
"7009",1,4,2006,33572
"7010",2,4,2006,32204
"7011",1,5,2006,34585
"7012",2,5,2006,33088
"7013",1,6,2006,34189
"7014",2,6,2006,32785
"7015",1,7,2006,34507
"7016",2,7,2006,32730
"7017",1,8,2006,35267
"7018",2,8,2006,33471
"7019",1,9,2006,35502
"7020",2,9,2006,33691
"7021",1,10,2006,36842
"7022",2,10,2006,34823
"7023",1,11,2006,36826
"7024",2,11,2006,35166
"7025",1,12,2006,35749
"7026",2,12,2006,33956
"7027",1,13,2006,36126
"7028",2,13,2006,34142
"7029",1,14,2006,34503
"7030",2,14,2006,32779
"7031",1,15,2006,34392
"7032",2,15,2006,32542
"7033",1,16,2006,33291
"7034",2,16,2006,31639
"7035",1,17,2006,32320
"7036",2,17,2006,30503
"7037",1,18,2006,30921
"7038",2,18,2006,29161
"7039",1,19,2006,30580
"7040",2,19,2006,28864
"7041",1,20,2006,29882
"7042",2,20,2006,28639
"7043",1,21,2006,29136
"7044",2,21,2006,28188
"7045",1,22,2006,28859
"7046",2,22,2006,28316
"7047",1,23,2006,30012
"7048",2,23,2006,29086
"7049",1,24,2006,29751
"7050",2,24,2006,29498
"7051",1,25,2006,31758
"7052",2,25,2006,31561
"7053",1,26,2006,32628
"7054",2,26,2006,32429
"7055",1,27,2006,33851
"7056",2,27,2006,33644
"7057",1,28,2006,33756
"7058",2,28,2006,33537
"7059",1,29,2006,35450
"7060",2,29,2006,34808
"7061",1,30,2006,38151
"7062",2,30,2006,38275
"7063",1,31,2006,37809
"7064",2,31,2006,37698
"7065",1,32,2006,38060
"7066",2,32,2006,37616
"7067",1,33,2006,39709
"7068",2,33,2006,39490
"7069",1,34,2006,39742
"7070",2,34,2006,38587
"7071",1,35,2006,37933
"7072",2,35,2006,37269
"7073",1,36,2006,38109
"7074",2,36,2006,36952
"7075",1,37,2006,39720
"7076",2,37,2006,38183
"7077",1,38,2006,42453
"7078",2,38,2006,41152
"7079",1,39,2006,45771
"7080",2,39,2006,44100
"7081",1,40,2006,44218
"7082",2,40,2006,42836
"7083",1,41,2006,43479
"7084",2,41,2006,41622
"7085",1,42,2006,42332
"7086",2,42,2006,41096
"7087",1,43,2006,40087
"7088",2,43,2006,38800
"7089",1,44,2006,38881
"7090",2,44,2006,37944
"7091",1,45,2006,38973
"7092",2,45,2006,37872
"7093",1,46,2006,37273
"7094",2,46,2006,36497
"7095",1,47,2006,37429
"7096",2,47,2006,36572
"7097",1,48,2006,37239
"7098",2,48,2006,36399
"7099",1,49,2006,37469
"7100",2,49,2006,36717
"7101",1,50,2006,36996
"7102",2,50,2006,36177
"7103",1,51,2006,35948
"7104",2,51,2006,35778
"7105",1,52,2006,36683
"7106",2,52,2006,36215
"7107",1,53,2006,35731
"7108",2,53,2006,35538
"7109",1,54,2006,35300
"7110",2,54,2006,34750
"7111",1,55,2006,35947
"7112",2,55,2006,36075
"7113",1,56,2006,35653
"7114",2,56,2006,35803
"7115",1,57,2006,37525
"7116",2,57,2006,37427
"7117",1,58,2006,39787
"7118",2,58,2006,39631
"7119",1,59,2006,41263
"7120",2,59,2006,40558
"7121",1,60,2006,39519
"7122",2,60,2006,39074
"7123",1,61,2006,37101
"7124",2,61,2006,37145
"7125",1,62,2006,33581
"7126",2,62,2006,34291
"7127",1,63,2006,31523
"7128",2,63,2006,31941
"7129",1,64,2006,27590
"7130",2,64,2006,28487
"7131",1,65,2006,26477
"7132",2,65,2006,27593
"7133",1,66,2006,24941
"7134",2,66,2006,26059
"7135",1,67,2006,24282
"7136",2,67,2006,25825
"7137",1,68,2006,22700
"7138",2,68,2006,24980
"7139",1,69,2006,21692
"7140",2,69,2006,23718
"7141",1,70,2006,20173
"7142",2,70,2006,22463
"7143",1,71,2006,19071
"7144",2,71,2006,21740
"7145",1,72,2006,17779
"7146",2,72,2006,20414
"7147",1,73,2006,16770
"7148",2,73,2006,20287
"7149",1,74,2006,15997
"7150",2,74,2006,19433
"7151",1,75,2006,15315
"7152",2,75,2006,19065
"7153",1,76,2006,14403
"7154",2,76,2006,18173
"7155",1,77,2006,14029
"7156",2,77,2006,18121
"7157",1,78,2006,12569
"7158",2,78,2006,17231
"7159",1,79,2006,12019
"7160",2,79,2006,16879
"7161",1,80,2006,10997
"7162",2,80,2006,16480
"7163",1,81,2006,10177
"7164",2,81,2006,15835
"7165",1,82,2006,8927
"7166",2,82,2006,14967
"7167",1,83,2006,7905
"7168",2,83,2006,13430
"7169",1,84,2006,7299
"7170",2,84,2006,13518
"7171",1,85,2006,6433
"7172",2,85,2006,12689
"7173",1,86,2006,4888
"7174",2,86,2006,9869
"7175",1,87,2006,4265
"7176",2,87,2006,9121
"7177",1,88,2006,3404
"7178",2,88,2006,7895
"7179",1,89,2006,2846
"7180",2,89,2006,6913
"7181",1,90,2006,2193
"7182",2,90,2006,5742
"7183",1,91,2006,1849
"7184",2,91,2006,5081
"7185",1,92,2006,1379
"7186",2,92,2006,4058
"7187",1,93,2006,1037
"7188",2,93,2006,3261
"7189",1,94,2006,721
"7190",2,94,2006,2453
"7191",1,95,2006,513
"7192",2,95,2006,1979
"7193",1,96,2006,339
"7194",2,96,2006,1319
"7195",1,97,2006,206
"7196",2,97,2006,980
"7197",1,98,2006,129
"7198",2,98,2006,569
"7199",1,99,2006,166
"7200",2,99,2006,997
"7201",1,0,2007,33537
"7202",2,0,2007,31669
"7203",1,1,2007,33019
"7204",2,1,2007,31746
"7205",1,2,2007,33251
"7206",2,2,2007,31829
"7207",1,3,2007,33359
"7208",2,3,2007,31829
"7209",1,4,2007,33215
"7210",2,4,2007,31429
"7211",1,5,2007,33562
"7212",2,5,2007,32188
"7213",1,6,2007,34582
"7214",2,6,2007,33059
"7215",1,7,2007,34181
"7216",2,7,2007,32728
"7217",1,8,2007,34472
"7218",2,8,2007,32715
"7219",1,9,2007,35271
"7220",2,9,2007,33458
"7221",1,10,2007,35509
"7222",2,10,2007,33675
"7223",1,11,2007,36845
"7224",2,11,2007,34849
"7225",1,12,2007,36867
"7226",2,12,2007,35223
"7227",1,13,2007,35780
"7228",2,13,2007,33973
"7229",1,14,2007,36189
"7230",2,14,2007,34144
"7231",1,15,2007,34545
"7232",2,15,2007,32852
"7233",1,16,2007,34472
"7234",2,16,2007,32616
"7235",1,17,2007,33443
"7236",2,17,2007,31829
"7237",1,18,2007,32312
"7238",2,18,2007,30526
"7239",1,19,2007,31012
"7240",2,19,2007,29214
"7241",1,20,2007,30928
"7242",2,20,2007,29415
"7243",1,21,2007,30375
"7244",2,21,2007,29399
"7245",1,22,2007,29625
"7246",2,22,2007,28767
"7247",1,23,2007,29291
"7248",2,23,2007,28733
"7249",1,24,2007,30316
"7250",2,24,2007,29406
"7251",1,25,2007,29982
"7252",2,25,2007,29796
"7253",1,26,2007,31876
"7254",2,26,2007,31766
"7255",1,27,2007,32646
"7256",2,27,2007,32625
"7257",1,28,2007,33931
"7258",2,28,2007,33728
"7259",1,29,2007,33819
"7260",2,29,2007,33653
"7261",1,30,2007,35448
"7262",2,30,2007,34896
"7263",1,31,2007,38209
"7264",2,31,2007,38282
"7265",1,32,2007,37832
"7266",2,32,2007,37754
"7267",1,33,2007,38081
"7268",2,33,2007,37665
"7269",1,34,2007,39689
"7270",2,34,2007,39522
"7271",1,35,2007,39783
"7272",2,35,2007,38643
"7273",1,36,2007,37943
"7274",2,36,2007,37288
"7275",1,37,2007,38108
"7276",2,37,2007,37004
"7277",1,38,2007,39700
"7278",2,38,2007,38182
"7279",1,39,2007,42415
"7280",2,39,2007,41150
"7281",1,40,2007,45718
"7282",2,40,2007,44092
"7283",1,41,2007,44125
"7284",2,41,2007,42838
"7285",1,42,2007,43415
"7286",2,42,2007,41642
"7287",1,43,2007,42258
"7288",2,43,2007,41084
"7289",1,44,2007,40027
"7290",2,44,2007,38791
"7291",1,45,2007,38816
"7292",2,45,2007,37891
"7293",1,46,2007,38881
"7294",2,46,2007,37849
"7295",1,47,2007,37164
"7296",2,47,2007,36475
"7297",1,48,2007,37293
"7298",2,48,2007,36504
"7299",1,49,2007,37092
"7300",2,49,2007,36333
"7301",1,50,2007,37328
"7302",2,50,2007,36638
"7303",1,51,2007,36844
"7304",2,51,2007,36100
"7305",1,52,2007,35732
"7306",2,52,2007,35641
"7307",1,53,2007,36433
"7308",2,53,2007,36096
"7309",1,54,2007,35501
"7310",2,54,2007,35428
"7311",1,55,2007,35065
"7312",2,55,2007,34596
"7313",1,56,2007,35646
"7314",2,56,2007,35937
"7315",1,57,2007,35370
"7316",2,57,2007,35636
"7317",1,58,2007,37257
"7318",2,58,2007,37185
"7319",1,59,2007,39405
"7320",2,59,2007,39401
"7321",1,60,2007,40811
"7322",2,60,2007,40296
"7323",1,61,2007,39038
"7324",2,61,2007,38771
"7325",1,62,2007,36619
"7326",2,62,2007,36811
"7327",1,63,2007,33102
"7328",2,63,2007,34027
"7329",1,64,2007,31039
"7330",2,64,2007,31653
"7331",1,65,2007,27149
"7332",2,65,2007,28198
"7333",1,66,2007,25966
"7334",2,66,2007,27277
"7335",1,67,2007,24471
"7336",2,67,2007,25700
"7337",1,68,2007,23784
"7338",2,68,2007,25478
"7339",1,69,2007,22162
"7340",2,69,2007,24580
"7341",1,70,2007,21108
"7342",2,70,2007,23273
"7343",1,71,2007,19587
"7344",2,71,2007,22023
"7345",1,72,2007,18452
"7346",2,72,2007,21281
"7347",1,73,2007,17104
"7348",2,73,2007,19925
"7349",1,74,2007,16085
"7350",2,74,2007,19714
"7351",1,75,2007,15266
"7352",2,75,2007,18822
"7353",1,76,2007,14531
"7354",2,76,2007,18423
"7355",1,77,2007,13630
"7356",2,77,2007,17497
"7357",1,78,2007,13175
"7358",2,78,2007,17410
"7359",1,79,2007,11729
"7360",2,79,2007,16434
"7361",1,80,2007,11173
"7362",2,80,2007,16044
"7363",1,81,2007,10085
"7364",2,81,2007,15588
"7365",1,82,2007,9317
"7366",2,82,2007,14895
"7367",1,83,2007,8062
"7368",2,83,2007,13952
"7369",1,84,2007,7073
"7370",2,84,2007,12467
"7371",1,85,2007,6421
"7372",2,85,2007,12405
"7373",1,86,2007,5593
"7374",2,86,2007,11472
"7375",1,87,2007,4209
"7376",2,87,2007,8880
"7377",1,88,2007,3640
"7378",2,88,2007,8083
"7379",1,89,2007,2798
"7380",2,89,2007,6873
"7381",1,90,2007,2312
"7382",2,90,2007,5919
"7383",1,91,2007,1739
"7384",2,91,2007,4822
"7385",1,92,2007,1441
"7386",2,92,2007,4202
"7387",1,93,2007,1015
"7388",2,93,2007,3262
"7389",1,94,2007,797
"7390",2,94,2007,2570
"7391",1,95,2007,511
"7392",2,95,2007,1896
"7393",1,96,2007,340
"7394",2,96,2007,1465
"7395",1,97,2007,233
"7396",2,97,2007,979
"7397",1,98,2007,130
"7398",2,98,2007,670
"7399",1,99,2007,175
"7400",2,99,2007,1003
"7401",1,0,2008,32976
"7402",2,0,2008,31436
"7403",1,1,2008,33797
"7404",2,1,2008,31925
"7405",1,2,2008,33129
"7406",2,2,2008,31864
"7407",1,3,2008,33280
"7408",2,3,2008,31936
"7409",1,4,2008,33398
"7410",2,4,2008,31865
"7411",1,5,2008,33269
"7412",2,5,2008,31442
"7413",1,6,2008,33615
"7414",2,6,2008,32210
"7415",1,7,2008,34593
"7416",2,7,2008,33088
"7417",1,8,2008,34174
"7418",2,8,2008,32765
"7419",1,9,2008,34534
"7420",2,9,2008,32749
"7421",1,10,2008,35332
"7422",2,10,2008,33495
"7423",1,11,2008,35555
"7424",2,11,2008,33737
"7425",1,12,2008,36924
"7426",2,12,2008,34853
"7427",1,13,2008,36875
"7428",2,13,2008,35266
"7429",1,14,2008,35822
"7430",2,14,2008,34013
"7431",1,15,2008,36271
"7432",2,15,2008,34251
"7433",1,16,2008,34634
"7434",2,16,2008,32961
"7435",1,17,2008,34652
"7436",2,17,2008,32798
"7437",1,18,2008,33490
"7438",2,18,2008,31849
"7439",1,19,2008,32550
"7440",2,19,2008,30807
"7441",1,20,2008,31662
"7442",2,20,2008,30027
"7443",1,21,2008,31720
"7444",2,21,2008,30361
"7445",1,22,2008,31140
"7446",2,22,2008,30178
"7447",1,23,2008,30313
"7448",2,23,2008,29424
"7449",1,24,2008,29713
"7450",2,24,2008,29259
"7451",1,25,2008,30646
"7452",2,25,2008,29971
"7453",1,26,2008,30393
"7454",2,26,2008,30208
"7455",1,27,2008,32182
"7456",2,27,2008,32200
"7457",1,28,2008,32978
"7458",2,28,2008,32941
"7459",1,29,2008,34179
"7460",2,29,2008,34025
"7461",1,30,2008,34170
"7462",2,30,2008,33896
"7463",1,31,2008,35694
"7464",2,31,2008,35066
"7465",1,32,2008,38401
"7466",2,32,2008,38499
"7467",1,33,2008,38008
"7468",2,33,2008,37877
"7469",1,34,2008,38247
"7470",2,34,2008,37821
"7471",1,35,2008,39811
"7472",2,35,2008,39609
"7473",1,36,2008,39870
"7474",2,36,2008,38730
"7475",1,37,2008,38074
"7476",2,37,2008,37357
"7477",1,38,2008,38207
"7478",2,38,2008,37109
"7479",1,39,2008,39833
"7480",2,39,2008,38283
"7481",1,40,2008,42446
"7482",2,40,2008,41189
"7483",1,41,2008,45722
"7484",2,41,2008,44156
"7485",1,42,2008,44144
"7486",2,42,2008,42873
"7487",1,43,2008,43412
"7488",2,43,2008,41671
"7489",1,44,2008,42229
"7490",2,44,2008,41080
"7491",1,45,2008,39985
"7492",2,45,2008,38789
"7493",1,46,2008,38787
"7494",2,46,2008,37873
"7495",1,47,2008,38823
"7496",2,47,2008,37815
"7497",1,48,2008,37140
"7498",2,48,2008,36415
"7499",1,49,2008,37210
"7500",2,49,2008,36445
"7501",1,50,2008,36930
"7502",2,50,2008,36283
"7503",1,51,2008,37129
"7504",2,51,2008,36546
"7505",1,52,2008,36677
"7506",2,52,2008,35973
"7507",1,53,2008,35542
"7508",2,53,2008,35510
"7509",1,54,2008,36198
"7510",2,54,2008,35969
"7511",1,55,2008,35297
"7512",2,55,2008,35264
"7513",1,56,2008,34825
"7514",2,56,2008,34416
"7515",1,57,2008,35340
"7516",2,57,2008,35754
"7517",1,58,2008,35056
"7518",2,58,2008,35434
"7519",1,59,2008,36890
"7520",2,59,2008,36960
"7521",1,60,2008,38982
"7522",2,60,2008,39133
"7523",1,61,2008,40313
"7524",2,61,2008,39960
"7525",1,62,2008,38560
"7526",2,62,2008,38451
"7527",1,63,2008,36117
"7528",2,63,2008,36486
"7529",1,64,2008,32600
"7530",2,64,2008,33689
"7531",1,65,2008,30543
"7532",2,65,2008,31314
"7533",1,66,2008,26640
"7534",2,66,2008,27887
"7535",1,67,2008,25473
"7536",2,67,2008,26960
"7537",1,68,2008,23993
"7538",2,68,2008,25371
"7539",1,69,2008,23211
"7540",2,69,2008,25086
"7541",1,70,2008,21586
"7542",2,70,2008,24185
"7543",1,71,2008,20516
"7544",2,71,2008,22785
"7545",1,72,2008,18944
"7546",2,72,2008,21551
"7547",1,73,2008,17834
"7548",2,73,2008,20746
"7549",1,74,2008,16450
"7550",2,74,2008,19430
"7551",1,75,2008,15393
"7552",2,75,2008,19153
"7553",1,76,2008,14537
"7554",2,76,2008,18218
"7555",1,77,2008,13773
"7556",2,77,2008,17726
"7557",1,78,2008,12901
"7558",2,78,2008,16838
"7559",1,79,2008,12298
"7560",2,79,2008,16659
"7561",1,80,2008,10884
"7562",2,80,2008,15634
"7563",1,81,2008,10338
"7564",2,81,2008,15169
"7565",1,82,2008,9235
"7566",2,82,2008,14585
"7567",1,83,2008,8427
"7568",2,83,2008,13860
"7569",1,84,2008,7159
"7570",2,84,2008,12905
"7571",1,85,2008,6235
"7572",2,85,2008,11419
"7573",1,86,2008,5635
"7574",2,86,2008,11236
"7575",1,87,2008,4794
"7576",2,87,2008,10232
"7577",1,88,2008,3531
"7578",2,88,2008,7844
"7579",1,89,2008,3037
"7580",2,89,2008,7001
"7581",1,90,2008,2248
"7582",2,90,2008,5869
"7583",1,91,2008,1877
"7584",2,91,2008,4986
"7585",1,92,2008,1362
"7586",2,92,2008,3960
"7587",1,93,2008,1085
"7588",2,93,2008,3393
"7589",1,94,2008,757
"7590",2,94,2008,2580
