"","Symbol","ISIN","Code","Name"
"1077","SCHNE","CH0028278767","CH0028278767CHF4","SCHINDLER N 2.LINIE"
"1078","SCHP","CH0024638196","CH0024638196CHF4","SCHINDLER PS"
"1079","SCHPE","CH0028278759","CH0028278759CHF4","SCHINDLER PS 2.LINIE"
"1080","SCMN","CH0008742519","CH0008742519CHF1","SWISSCOM N"
"1081","SCR","FR0010411983","FR0010411983CHF4","SCOR SE"
"1082","SD10D","CH0028464607","CH0028464607","SBI Dom AAA-BBB 10+ D"
"1083","SD10P","CH0028464573","CH0028464573","SBI Dom AAA-BBB 10+ P"
"1084","SD10T","CH0028464565","CH0028464565","SBI Dom AAA-BBB 10+ T"
"1085","SD10Y","CH0028464599","CH0028464599","SBI Dom AAA-BBB 10+ Y"
"1086","SD110D","CH0032973783","CH0032973783","SBI Dom AAA-BBB 1-10 D"
"1087","SD110P","CH0032973767","CH0032973767","SBI Dom AAA-BBB 1-10 P"
"1088","SD110T","CH0032973742","CH0032973742","SBI Dom AAA-BBB 1-10 T"
"1089","SD110Y","CH0032973775","CH0032973775","SBI Dom AAA-BBB 1-10 Y"
"1090","SD13D","CH0028464425","CH0028464425","SBI Dom AAA-BBB 1-3 D"
"1091","SD13P","CH0028464409","CH0028464409","SBI Dom AAA-BBB 1-3 P"
"1092","SD13T","CH0028464391","CH0028464391","SBI Dom AAA-BBB 1-3 T"
"1093","SD13Y","CH0028464417","CH0028464417","SBI Dom AAA-BBB 1-3 Y"
"1094","SD15AD","CH0032976364","CH0032976364","SBI Dom AAA-A 1-15 D"
"1095","SD15AP","CH0032976349","CH0032976349","SBI Dom AAA-A 1-15 P"
"1096","SD15AT","CH0032976331","CH0032976331","SBI Dom AAA-A 1-15 T"
"1097","SD15AY","CH0032976356","CH0032976356","SBI Dom AAA-A 1-15 Y"
"1098","SD15D","CH0032973684","CH0032973684","SBI Dom AAA-BBB 1-5 D"
"1099","SD15DD","CH0032977966","CH0032977966","SBI Dom AAA-AA 1-15 D"
"1100","SD15DP","CH0032977941","CH0032977941","SBI Dom AAA-AA 1-15 P"
"1101","SD15DT","CH0032977933","CH0032977933","SBI Dom AAA-AA 1-15 T"
"1102","SD15DY","CH0032977958","CH0032977958","SBI Dom AAA-AA 1-15 Y"
"1103","SD15ND","CH0032974112","CH0032974112","SBI Dom Non-Gov AAA-BBB 1-15 D"
"1104","SD15NP","CH0032974096","CH0032974096","SBI Dom Non-Gov AAA-BBB 1-15 P"
"1105","SD15NT","CH0032974088","CH0032974088","SBI Dom Non-Gov AAA-BBB 1-15 T"
"1106","SD15NY","CH0032974104","CH0032974104","SBI Dom Non-Gov AAA-BBB 1-15 Y"
"1107","SD15P","CH0032973668","CH0032973668","SBI Dom AAA-BBB 1-5 P"
"1108","SD15T","CH0032973650","CH0032973650","SBI Dom AAA-BBB 1-5 T"
"1109","SD15Y","CH0032973676","CH0032973676","SBI Dom AAA-BBB 1-5 Y"
"1110","SD35D","CH0028464474","CH0028464474","SBI Dom AAA-BBB 3-5 D"
"1111","SD35P","CH0028464458","CH0028464458","SBI Dom AAA-BBB 3-5 P"
"1112","SD35T","CH0028464433","CH0028464433","SBI Dom AAA-BBB 3-5 T"
"1113","SD35Y","CH0028464466","CH0028464466","SBI Dom AAA-BBB 3-5 Y"
"1114","SD51D","CH0032973734","CH0032973734","SBI Dom AAA-BBB 5-10 D"
"1115","SD51P","CH0032973718","CH0032973718","SBI Dom AAA-BBB 5-10 P"
"1116","SD51T","CH0032973700","CH0032973700","SBI Dom AAA-BBB 5-10 T"
"1117","SD51Y","CH0032973726","CH0032973726","SBI Dom AAA-BBB 5-10 Y"
"1118","SD57D","CH0028464516","CH0028464516","SBI Dom AAA-BBB 5-7 D"
"1119","SD57P","CH0028464490","CH0028464490","SBI Dom AAA-BBB 5-7 P"
"1120","SD57T","CH0028464482","CH0028464482","SBI Dom AAA-BBB 5-7 T"
"1121","SD57Y","CH0028464508","CH0028464508","SBI Dom AAA-BBB 5-7 Y"
"1122","SD71D","CH0028464557","CH0028464557","SBI Dom AAA-BBB 7-10 D"
"1123","SD71P","CH0028464532","CH0028464532","SBI Dom AAA-BBB 7-10 P"
"1124","SD71T","CH0028464524","CH0028464524","SBI Dom AAA-BBB 7-10 T"
"1125","SD71Y","CH0028464540","CH0028464540","SBI Dom AAA-BBB 7-10 Y"
"1126","SDA10D","CH0028465521","CH0028465521","SBI Dom AAA-A 10+ D"
"1127","SDA10P","CH0028465505","CH0028465505","SBI Dom AAA-A 10+ P"
"1128","SDA10T","CH0028465497","CH0028465497","SBI Dom AAA-A 10+ T"
"1129","SDA10Y","CH0028465513","CH0028465513","SBI Dom AAA-A 10+ Y"
"1130","SDA11D","CH0032976315","CH0032976315","SBI Dom AAA-A 1-10 D"
"1131","SDA11P","CH0032976273","CH0032976273","SBI Dom AAA-A 1-10 P"
"1132","SDA11T","CH0032976265","CH0032976265","SBI Dom AAA-A 1-10 T"
"1133","SDA11Y","CH0032976307","CH0032976307","SBI Dom AAA-A 1-10 Y"
"1134","SDA13D","CH0028465364","CH0028465364","SBI Dom AAA-A 1-3 D"
"1135","SDA13P","CH0028465331","CH0028465331","SBI Dom AAA-A 1-3 P"
"1136","SDA13T","CH0028465323","CH0028465323","SBI Dom AAA-A 1-3 T"
"1137","SDA13Y","CH0028465356","CH0028465356","SBI Dom AAA-A 1-3 Y"
"1138","SDA15D","CH0032976190","CH0032976190","SBI Dom AAA-A 1-5 D"
"1139","SDA15P","CH0032976174","CH0032976174","SBI Dom AAA-A 1-5 P"
"1140","SDA15T","CH0032976166","CH0032976166","SBI Dom AAA-A 1-5 T"
"1141","SDA15Y","CH0032976182","CH0032976182","SBI Dom AAA-A 1-5 Y"
"1142","SDA35D","CH0028465406","CH0028465406","SBI Dom AAA-A 3-5 D"
"1143","SDA35P","CH0028465380","CH0028465380","SBI Dom AAA-A 3-5 P"
"1144","SDA35T","CH0028465372","CH0028465372","SBI Dom AAA-A 3-5 T"
"1145","SDA35Y","CH0028465398","CH0028465398","SBI Dom AAA-A 3-5 Y"
"1146","SDA51D","CH0032976240","CH0032976240","SBI Dom AAA-A 5-10 D"
"1147","SDA51P","CH0032976216","CH0032976216","SBI Dom AAA-A 5-10 P"
"1148","SDA51T","CH0032976208","CH0032976208","SBI Dom AAA-A 5-10 T"
"1149","SDA51Y","CH0032976232","CH0032976232","SBI Dom AAA-A 5-10 Y"
"1150","SDA55D","CH0032976406","CH0032976406","SBI Dom AAA-A 15+ D"
"1151","SDA55P","CH0032976380","CH0032976380","SBI Dom AAA-A 15+ P"
"1152","SDA55T","CH0032976372","CH0032976372","SBI Dom AAA-A 15+ T"
"1153","SDA55Y","CH0032976398","CH0032976398","SBI Dom AAA-A 15+ Y"
"1154","SDA57D","CH0028465448","CH0028465448","SBI Dom AAA-A 5-7 D"
"1155","SDA57P","CH0028465422","CH0028465422","SBI Dom AAA-A 5-7 P"
"1156","SDA57T","CH0028465414","CH0028465414","SBI Dom AAA-A 5-7 T"
"1157","SDA57Y","CH0028465430","CH0028465430","SBI Dom AAA-A 5-7 Y"
"1158","SDA71D","CH0028465489","CH0028465489","SBI Dom AAA-A 7-10 D"
"1159","SDA71P","CH0028465463","CH0028465463","SBI Dom AAA-A 7-10 P"
"1160","SDA71T","CH0028465455","CH0028465455","SBI Dom AAA-A 7-10 T"
"1161","SDA71Y","CH0028465471","CH0028465471","SBI Dom AAA-A 7-10 Y"
"1162","SDAAD","CH0032978089","CH0032978089","SBI Dom Non-Gov AAA-AAD"
"1163","SDAAP","CH0032978055","CH0032978055","SBI Dom Non-Gov AAA-AAP"
"1164","SDAAT","CH0032978048","CH0032978048","SBI Dom Non-Gov AAA-AAT"
"1165","SDAAY","CH0032978063","CH0032978063","SBI Dom Non-Gov AAA-AAY"
"1166","SDD10D","CH0032977743","CH0032977743","SBI Dom AAA-AA 10+ D"
"1167","SDD10P","CH0032977727","CH0032977727","SBI Dom AAA-AA 10+ P"
"1168","SDD10T","CH0032977719","CH0032977719","SBI Dom AAA-AA 10+ T"
"1169","SDD10Y","CH0032977735","CH0032977735","SBI Dom AAA-AA 10+ Y"
"1170","SDD11D","CH0032977925","CH0032977925","SBI Dom AAA-AA 1-10 D"
"1171","SDD11P","CH0032977883","CH0032977883","SBI Dom AAA-AA 1-10 P"
"1172","SDD11T","CH0032977867","CH0032977867","SBI Dom AAA-AA 1-10 T"
"1173","SDD11Y","CH0032977917","CH0032977917","SBI Dom AAA-AA 1-10 Y"
"1174","SDD13D","CH0032977545","CH0032977545","SBI Dom AAA-AA 1-3 D"
"1175","SDD13P","CH0032977529","CH0032977529","SBI Dom AAA-AA 1-3 P"
"1176","SDD13T","CH0032977511","CH0032977511","SBI Dom AAA-AA 1-3 T"
"1177","SDD13Y","CH0032977537","CH0032977537","SBI Dom AAA-AA 1-3 Y"
"1178","SDD15D","CH0032977792","CH0032977792","SBI Dom AAA-AA 1-5 D"
"1179","SDD15P","CH0032977768","CH0032977768","SBI Dom AAA-AA 1-5 P"
"1180","SDD15T","CH0032977750","CH0032977750","SBI Dom AAA-AA 1-5 T"
"1181","SDD15Y","CH0032977776","CH0032977776","SBI Dom AAA-AA 1-5 Y"
"1182","SDD35D","CH0032977602","CH0032977602","SBI Dom AAA-AA 3-5 D"
"1183","SDD35P","CH0032977586","CH0032977586","SBI Dom AAA-AA 3-5 P"
"1184","SDD35T","CH0032977560","CH0032977560","SBI Dom AAA-AA 3-5 T"
"1185","SDD35Y","CH0032977594","CH0032977594","SBI Dom AAA-AA 3-5 Y"
"1186","SDD51D","CH0032977842","CH0032977842","SBI Dom AAA-AA 5-10 D"
"1187","SDD51P","CH0032977826","CH0032977826","SBI Dom AAA-AA 5-10 P"
"1188","SDD51T","CH0032977800","CH0032977800","SBI Dom AAA-AA 5-10 T"
"1189","SDD51Y","CH0032977834","CH0032977834","SBI Dom AAA-AA 5-10 Y"
"1190","SDD55D","CH0032978030","CH0032978030","SBI Dom AAA-AA 15+ D"
"1191","SDD55P","CH0032978006","CH0032978006","SBI Dom AAA-AA 15+ P"
"1192","SDD55T","CH0032977982","CH0032977982","SBI Dom AAA-AA 15+ T"
"1193","SDD55Y","CH0032978014","CH0032978014","SBI Dom AAA-AA 15+ Y"
"1194","SDD57D","CH0032977644","CH0032977644","SBI Dom AAA-AA 5-7 D"
"1195","SDD57P","CH0032977628","CH0032977628","SBI Dom AAA-AA 5-7 P"
"1196","SDD57T","CH0032977610","CH0032977610","SBI Dom AAA-AA 5-7 T"
"1197","SDD57Y","CH0032977636","CH0032977636","SBI Dom AAA-AA 5-7 Y"
"1198","SDD71D","CH0032977701","CH0032977701","SBI Dom AAA-AA 7-10 D"
"1199","SDD71P","CH0032977677","CH0032977677","SBI Dom AAA-AA 7-10 P"
"1200","SDD71T","CH0032977669","CH0032977669","SBI Dom AAA-AA 7-10 T"
"1201","SDD71Y","CH0032977693","CH0032977693","SBI Dom AAA-AA 7-10 Y"
"1202","SDN10D","CH0028464862","CH0028464862","SBI Dom Non-Gov AAA-BBB 10+ D"
"1203","SDN10P","CH0028464847","CH0028464847","SBI Dom Non-Gov AAA-BBB 10+ P"
"1204","SDN10T","CH0028464839","CH0028464839","SBI Dom Non-Gov AAA-BBB 10+ T"
"1205","SDN10Y","CH0028464854","CH0028464854","SBI Dom Non-Gov AAA-BBB 10+ Y"
"1206","SDN11D","CH0032974062","CH0032974062","SBI Dom Non-Gov AAA-BBB 1-10 D"
"1207","SDN11P","CH0032974039","CH0032974039","SBI Dom Non-Gov AAA-BBB 1-10 P"
"1208","SDN11T","CH0032974021","CH0032974021","SBI Dom Non-Gov AAA-BBB 1-10 T"
"1209","SDN11Y","CH0032974054","CH0032974054","SBI Dom Non-Gov AAA-BBB 1-10 Y"
"1210","SDN13D","CH0028464698","CH0028464698","SBI Dom Non-Gov AAA-BBB 1-3 D"
"1211","SDN13P","CH0028464672","CH0028464672","SBI Dom Non-Gov AAA-BBB 1-3 P"
"1212","SDN13T","CH0028464664","CH0028464664","SBI Dom Non-Gov AAA-BBB 1-3 T"
"1213","SDN13Y","CH0028464680","CH0028464680","SBI Dom Non-Gov AAA-BBB 1-3 Y"
"1214","SDN15D","CH0032973924","CH0032973924","SBI Dom Non-Gov AAA-BBB 1-5 D"
"1215","SDN15P","CH0032973908","CH0032973908","SBI Dom Non-Gov AAA-BBB 1-5 P"
"1216","SDN15T","CH0032973890","CH0032973890","SBI Dom Non-Gov AAA-BBB 1-5 T"
"1217","SDN15Y","CH0032973916","CH0032973916","SBI Dom Non-Gov AAA-BBB 1-5 Y"
"1218","SDN35D","CH0028464730","CH0028464730","SBI Dom Non-Gov AAA-BBB 3-5 D"
"1219","SDN35P","CH0028464714","CH0028464714","SBI Dom Non-Gov AAA-BBB 3-5 P"
"1220","SDN35T","CH0028464706","CH0028464706","SBI Dom Non-Gov AAA-BBB 3-5 T"
"1221","SDN35Y","CH0028464722","CH0028464722","SBI Dom Non-Gov AAA-BBB 3-5 Y"
"1222","SDN51D","CH0032973981","CH0032973981","SBI Dom Non-Gov AAA-BBB 5-10 D"
"1223","SDN51P","CH0032973957","CH0032973957","SBI Dom Non-Gov AAA-BBB 5-10 P"
"1224","SDN51T","CH0032973940","CH0032973940","SBI Dom Non-Gov AAA-BBB 5-10 T"
"1225","SDN51Y","CH0032973965","CH0032973965","SBI Dom Non-Gov AAA-BBB 5-10 Y"
"1226","SDN55D","CH0032974161","CH0032974161","SBI Dom Non-Gov AAA-BBB 15+ D"
"1227","SDN55P","CH0032974138","CH0032974138","SBI Dom Non-Gov AAA-BBB 15+ P"
"1228","SDN55T","CH0032974120","CH0032974120","SBI Dom Non-Gov AAA-BBB 15+ T"
"1229","SDN55Y","CH0032974146","CH0032974146","SBI Dom Non-Gov AAA-BBB 15+ Y"
"1230","SDN57D","CH0028464789","CH0028464789","SBI Dom Non-Gov AAA-BBB 5-7 D"
"1231","SDN57P","CH0028464755","CH0028464755","SBI Dom Non-Gov AAA-BBB 5-7 P"
"1232","SDN57T","CH0028464748","CH0028464748","SBI Dom Non-Gov AAA-BBB 5-7 T"
"1233","SDN57Y","CH0028464771","CH0028464771","SBI Dom Non-Gov AAA-BBB 5-7 Y"
"1234","SDN71D","CH0028464821","CH0028464821","SBI Dom Non-Gov AAA-BBB 7-10 D"
"1235","SDN71P","CH0028464805","CH0028464805","SBI Dom Non-Gov AAA-BBB 7-10 P"
"1236","SDN71T","CH0028464797","CH0028464797","SBI Dom Non-Gov AAA-BBB 7-10 T"
"1237","SDN71Y","CH0028464813","CH0028464813","SBI Dom Non-Gov AAA-BBB 7-10 Y"
"1238","SDNAD","CH0028465588","CH0028465588","SBI Dom Non-Gov AAA-A D"
"1239","SDNAP","CH0028465554","CH0028465554","SBI Dom Non-Gov AAA-A P"
"1240","SDNAT","CH0028465547","CH0028465547","SBI Dom Non-Gov AAA-A T"
"1241","SDNAY","CH0028465562","CH0028465562","SBI Dom Non-Gov AAA-A Y"
"1242","SDND","CH0028464649","CH0028464649","SBI Dom Non-Gov AAA-BBB D"
"1243","SDNP","CH0028464623","CH0028464623","SBI Dom Non-Gov AAA-BBB P"
"1244","SDNT","CH0028464615","CH0028464615","SBI Dom Non-Gov AAA-BBB T"
"1245","SDNY","CH0028464631","CH0028464631","SBI Dom Non-Gov AAA-BBB Y"
"1246","SDR15D","CH0032973882","CH0032973882","SBI Dom AAA-BBB 15+ D"
"1247","SDR15P","CH0032973866","CH0032973866","SBI Dom AAA-BBB 15+ P"
"1248","SDR15T","CH0032973858","CH0032973858","SBI Dom AAA-BBB 15+ T"
"1249","SDR15Y","CH0032973874","CH0032973874","SBI Dom AAA-BBB 15+ Y"
"1250","SEZN","CH0039450108","CH0039450108CHF4","SEZ N"
"1251","SF10D","CH0028465091","CH0028465091","SBI For AAA-BBB 10+ D"
"1252","SF10P","CH0028465075","CH0028465075","SBI For AAA-BBB 10+ P"
"1253","SF10T","CH0028465067","CH0028465067","SBI For AAA-BBB 10+ T"
"1254","SF10Y","CH0028465083","CH0028465083","SBI For AAA-BBB 10+ Y"
"1255","SF110D","CH0032974328","CH0032974328","SBI For AAA-BBB 1-10 D"
"1256","SF110P","CH0032974302","CH0032974302","SBI For AAA-BBB 1-10 P"
"1257","SF110T","CH0032974294","CH0032974294","SBI For AAA-BBB 1-10 T"
"1258","SF110Y","CH0032974310","CH0032974310","SBI For AAA-BBB 1-10 Y"
"1259","SF13D","CH0028464912","CH0028464912","SBI For AAA-BBB 1-3 D"
"1260","SF13P","CH0028464896","CH0028464896","SBI For AAA-BBB 1-3 P"
"1261","SF13T","CH0028464888","CH0028464888","SBI For AAA-BBB 1-3 T"
"1262","SF13Y","CH0028464904","CH0028464904","SBI For AAA-BBB 1-3 Y"
"1263","SF15AD","CH0032976919","CH0032976919","SBI For AAA-A 1-15 D"
"1264","SF15AP","CH0032976893","CH0032976893","SBI For AAA-A 1-15 P"
"1265","SF15AT","CH0032976885","CH0032976885","SBI For AAA-A 1-15 T"
"1266","SF15AY","CH0032976901","CH0032976901","SBI For AAA-A 1-15 Y"
"1267","SF15D","CH0032974211","CH0032974211","SBI For AAA-BBB 1-5 D"
"1268","SF15FD","CH0032979558","CH0032979558","SBI For AAA-AA 1-15 D"
"1269","SF15FP","CH0032979525","CH0032979525","SBI For AAA-AA 1-15 P"
"1270","SF15FT","CH0032979483","CH0032979483","SBI For AAA-AA 1-15 T"
"1271","SF15FY","CH0032979541","CH0032979541","SBI For AAA-AA 1-15 Y"
"1272","SF15P","CH0032974187","CH0032974187","SBI For AAA-BBB 1-5 P"
"1273","SF15T","CH0032974179","CH0032974179","SBI For AAA-BBB 1-5 T"
"1274","SF15Y","CH0032974203","CH0032974203","SBI For AAA-BBB 1-5 Y"
"1275","SF35D","CH0028464953","CH0028464953","SBI For AAA-BBB 3-5 D"
"1276","SF35P","CH0028464938","CH0028464938","SBI For AAA-BBB 3-5 P"
"1277","SF35T","CH0028464920","CH0028464920","SBI For AAA-BBB 3-5 T"
"1278","SF35Y","CH0028464946","CH0028464946","SBI For AAA-BBB 3-5 Y"
"1279","SF51D","CH0032974278","CH0032974278","SBI For AAA-BBB 5-10 D"
"1280","SF51P","CH0032974252","CH0032974252","SBI For AAA-BBB 5-10 P"
"1281","SF51T","CH0032974237","CH0032974237","SBI For AAA-BBB 5-10 T"
"1282","SF51Y","CH0032974260","CH0032974260","SBI For AAA-BBB 5-10 Y"
"1283","SF57D","CH0028465000","CH0028465000","SBI For AAA-BBB 5-7 D"
"1284","SF57P","CH0028464979","CH0028464979","SBI For AAA-BBB 5-7 P"
"1285","SF57T","CH0028464961","CH0028464961","SBI For AAA-BBB 5-7 T"
"1286","SF57Y","CH0028464987","CH0028464987","SBI For AAA-BBB 5-7 Y"
"1287","SF71D","CH0028465059","CH0028465059","SBI For AAA-BBB 7-10 D"
"1288","SF71P","CH0028465034","CH0028465034","SBI For AAA-BBB 7-10 P"
"1289","SF71T","CH0028465018","CH0028465018","SBI For AAA-BBB 7-10 T"
"1290","SF71Y","CH0028465042","CH0028465042","SBI For AAA-BBB 7-10 Y"
"1291","SFA10D","CH0028466032","CH0028466032","SBI For AAA-A 10+ D"
"1292","SFA10P","CH0028466016","CH0028466016","SBI For AAA-A 10+ P"
"1293","SFA10T","CH0028466008","CH0028466008","SBI For AAA-A 10+ T"
"1294","SFA10Y","CH0028466024","CH0028466024","SBI For AAA-A 10+ Y"
"1295","SFA11D","CH0032976877","CH0032976877","SBI For AAA-A 1-10 D"
"1296","SFA11P","CH0032976851","CH0032976851","SBI For AAA-A 1-10 P"
"1297","SFA11T","CH0032976844","CH0032976844","SBI For AAA-A 1-10 T"
"1298","SFA11Y","CH0032976869","CH0032976869","SBI For AAA-A 1-10 Y"
"1299","SFA13D","CH0028465844","CH0028465844","SBI For AAA-A 1-3 D"
"1300","SFA13P","CH0028465828","CH0028465828","SBI For AAA-A 1-3 P"
"1301","SFA13T","CH0028465810","CH0028465810","SBI For AAA-A 1-3 T"
"1302","SFA13Y","CH0028465836","CH0028465836","SBI For AAA-A 1-3 Y"
"1303","SFA15D","CH0032976729","CH0032976729","SBI For AAA-A 1-5 D"
"1304","SFA15P","CH0032976695","CH0032976695","SBI For AAA-A 1-5 P"
"1305","SFA15T","CH0032976679","CH0032976679","SBI For AAA-A 1-5 T"
"1306","SFA15Y","CH0032976711","CH0032976711","SBI For AAA-A 1-5 Y"
"1307","SFA35D","CH0028465885","CH0028465885","SBI For AAA-A 3-5 D"
"1308","SFA35P","CH0028465869","CH0028465869","SBI For AAA-A 3-5 P"
"1309","SFA35T","CH0028465851","CH0028465851","SBI For AAA-A 3-5 T"
"1310","SFA35Y","CH0028465877","CH0028465877","SBI For AAA-A 3-5 Y"
"1311","SFA51D","CH0032976836","CH0032976836","SBI For AAA-A 5-10 D"
"1312","SFA51P","CH0032976802","CH0032976802","SBI For AAA-A 5-10 P"
"1313","SFA51T","CH0032976737","CH0032976737","SBI For AAA-A 5-10 T"
"1314","SFA51Y","CH0032976828","CH0032976828","SBI For AAA-A 5-10 Y"
"1315","SFA55D","CH0032976950","CH0032976950","SBI For AAA-A 15+ D"
"1316","SFA55P","CH0032976935","CH0032976935","SBI For AAA-A 15+ P"
"1317","SFA55T","CH0032976927","CH0032976927","SBI For AAA-A 15+ T"
"1318","SFA55Y","CH0032976943","CH0032976943","SBI For AAA-A 15+ Y"
"1319","SFA57D","CH0028465935","CH0028465935","SBI For AAA-A 5-7 D"
"1320","SFA57P","CH0028465919","CH0028465919","SBI For AAA-A 5-7 P"
"1321","SFA57T","CH0028465901","CH0028465901","SBI For AAA-A 5-7 T"
"1322","SFA57Y","CH0028465927","CH0028465927","SBI For AAA-A 5-7 Y"
"1323","SFA71D","CH0028465992","CH0028465992","SBI For AAA-A 7-10 D"
"1324","SFA71P","CH0028465950","CH0028465950","SBI For AAA-A 7-10 P"
"1325","SFA71T","CH0028465943","CH0028465943","SBI For AAA-A 7-10 T"
"1326","SFA71Y","CH0028465976","CH0028465976","SBI For AAA-A 7-10 Y"
"1327","SFC12D","CH0032980705","CH0032980705","SBI For Corp AAA-AA D"
"1328","SFC12P","CH0032980663","CH0032980663","SBI For Corp AAA-AA P"
"1329","SFC12T","CH0032980648","CH0032980648","SBI For Corp AAA-AA T"
"1330","SFC12Y","CH0032980689","CH0032980689","SBI For Corp AAA-AA Y"
"1331","SFC13D","CH0032980309","CH0032980309","SBI For Corp AAA-A D"
"1332","SFC13P","CH0032980267","CH0032980267","SBI For Corp AAA-A P"
"1333","SFC13T","CH0032980259","CH0032980259","SBI For Corp AAA-A T"
"1334","SFC13Y","CH0032980283","CH0032980283","SBI For Corp AAA-A Y"
"1335","SFC14D","CH0032980234","CH0032980234","SBI For Corp AAA-BBB D"
"1336","SFC14P","CH0032980218","CH0032980218","SBI For Corp AAA-BBB P"
"1337","SFC14T","CH0032980192","CH0032980192","SBI For Corp AAA-BBB T"
"1338","SFC14Y","CH0032980226","CH0032980226","SBI For Corp AAA-BBB Y"
"1339","SFF10D","CH0032979129","CH0032979129","SBI For AAA-AA 10+ D"
"1340","SFF10P","CH0032979095","CH0032979095","SBI For AAA-AA 10+ P"
"1341","SFF10T","CH0032979079","CH0032979079","SBI For AAA-AA 10+ T"
"1342","SFF10Y","CH0032979111","CH0032979111","SBI For AAA-AA 10+ Y"
"1343","SFF11D","CH0032979475","CH0032979475","SBI For AAA-AA 1-10 D"
"1344","SFF11P","CH0032979459","CH0032979459","SBI For AAA-AA 1-10 P"
"1345","SFF11T","CH0032979442","CH0032979442","SBI For AAA-AA 1-10 T"
"1346","SFF11Y","CH0032979467","CH0032979467","SBI For AAA-AA 1-10 Y"
"1347","SFF13D","CH0032978683","CH0032978683","SBI For AAA-AA 1-3 D"
"1348","SFF13P","CH0032978618","CH0032978618","SBI For AAA-AA 1-3 P"
"1349","SFF13T","CH0032978592","CH0032978592","SBI For AAA-AA 1-3 T"
"1350","SFF13Y","CH0032978626","CH0032978626","SBI For AAA-AA 1-3 Y"
"1351","SFF15D","CH0032979186","CH0032979186","SBI For AAA-AA 1-5 D"
"1352","SFF15P","CH0032979152","CH0032979152","SBI For AAA-AA 1-5 P"
"1353","SFF15T","CH0032979145","CH0032979145","SBI For AAA-AA 1-5 T"
"1354","SFF15Y","CH0032979160","CH0032979160","SBI For AAA-AA 1-5 Y"
"1355","SFF35D","CH0032978758","CH0032978758","SBI For AAA-AA 3-5 D"
"1356","SFF35P","CH0032978717","CH0032978717","SBI For AAA-AA 3-5 P"
"1357","SFF35T","CH0032978709","CH0032978709","SBI For AAA-AA 3-5 T"
"1358","SFF35Y","CH0032978733","CH0032978733","SBI For AAA-AA 3-5 Y"
"1359","SFF51D","CH0032979434","CH0032979434","SBI For AAA-AA 5-10 D"
"1360","SFF51P","CH0032979418","CH0032979418","SBI For AAA-AA 5-10 P"
"1361","SFF51T","CH0032979202","CH0032979202","SBI For AAA-AA 5-10 T"
"1362","SFF51Y","CH0032979426","CH0032979426","SBI For AAA-AA 5-10 Y"
"1363","SFF55D","CH0032979624","CH0032979624","SBI For AAA-AA 15+ D"
"1364","SFF55P","CH0032979574","CH0032979574","SBI For AAA-AA 15+ P"
"1365","SFF55T","CH0032979566","CH0032979566","SBI For AAA-AA 15+ T"
"1366","SFF55Y","CH0032979590","CH0032979590","SBI For AAA-AA 15+ Y"
"1367","SFF57D","CH0032978816","CH0032978816","SBI For AAA-AA 5-7 D"
"1368","SFF57P","CH0032978774","CH0032978774","SBI For AAA-AA 5-7 P"
"1369","SFF57T","CH0032978766","CH0032978766","SBI For AAA-AA 5-7 T"
"1370","SFF57Y","CH0032978782","CH0032978782","SBI For AAA-AA 5-7 Y"
"1371","SFF71D","CH0032979061","CH0032979061","SBI For AAA-AA 7-10 D"
"1372","SFF71P","CH0032979012","CH0032979012","SBI For AAA-AA 7-10 P"
"1373","SFF71T","CH0032979004","CH0032979004","SBI For AAA-AA 7-10 T"
"1374","SFF71Y","CH0032979046","CH0032979046","SBI For AAA-AA 7-10 Y"
"1375","SFG12D","CH0032980770","CH0032980770","SBI For Gov AAA-AA D"
"1376","SFG12P","CH0032980739","CH0032980739","SBI For Gov AAA-AA P"
"1377","SFG12T","CH0032980713","CH0032980713","SBI For Gov AAA-AA T"
"1378","SFG12Y","CH0032980754","CH0032980754","SBI For Gov AAA-AA Y"
"1379","SFG13D","CH0032980424","CH0032980424","SBI For Gov AAA-A D"
"1380","SFG13P","CH0032980382","CH0032980382","SBI For Gov AAA-A P"
"1381","SFG13T","CH0032980374","CH0032980374","SBI For Gov AAA-A T"
"1382","SFG13Y","CH0032980408","CH0032980408","SBI For Gov AAA-A Y"
"1383","SFG14D","CH0032980366","CH0032980366","SBI For Gov AAA-BBB D"
"1384","SFG14P","CH0032980333","CH0032980333","SBI For Gov AAA-BBB P"
"1385","SFG14T","CH0032980325","CH0032980325","SBI For Gov AAA-BBB T"
"1386","SFG14Y","CH0032980341","CH0032980341","SBI For Gov AAA-BBB Y"
"1387","SFR15D","CH0032974427","CH0032974427","SBI For AAA-BBB 15+ D"
"1388","SFR15P","CH0032974393","CH0032974393","SBI For AAA-BBB 15+ P"
"1389","SFR15T","CH0032974385","CH0032974385","SBI For AAA-BBB 15+ T"
"1390","SFR15Y","CH0032974401","CH0032974401","SBI For AAA-BBB 15+ Y"
"1391","SFS12D","CH0032980838","CH0032980838","SBI For Sup AAA-AA D"
"1392","SFS12P","CH0032980796","CH0032980796","SBI For Sup AAA-AA P"
"1393","SFS12T","CH0032980788","CH0032980788","SBI For Sup AAA-AA T"
"1394","SFS12Y","CH0032980804","CH0032980804","SBI For Sup AAA-AA Y"
"1395","SFS13D","CH0032980531","CH0032980531","SBI For Sup AAA-A D"
