"","Symbol","Name","MarketCap","Exchange"
"1244","SHA-U","Shanghai Century Acquisition Corporation","$112.8","AMEX"
"1245","SHA-WT","Shanghai Century Acquisition Corporation","$0.1","AMEX"
"1246","SHJ","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1247","SHM","SPDR Series Trust","$50.6","AMEX"
"1248","SHZ","China Shen Zhou Mining & Resources, Inc.","$46.7","AMEX"
"1249","SIF","SIFCO Industries, Inc.","$45.6","AMEX"
"1250","SIH","SPA ETF Trust","$2.0","AMEX"
"1251","SIJ","ProShares Trust","$5.3","AMEX"
"1252","SIL","Apex Silver Mines Limited","$282.3","AMEX"
"1253","SIM","Grupo Simec, S.A. de C.V.","$150.8","AMEX"
"1254","SIT","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1255","SJF","ProShares Trust","$7.8","AMEX"
"1256","SJH","ProShares Trust","$7.9","AMEX"
"1257","SJL","ProShares Trust","$7.7","AMEX"
"1258","SJP","Citigroup Inc.","$30.8","AMEX"
"1259","SKC","Citigroup Inc.","$23.3","AMEX"
"1260","SKE","Morgan Stanley","$0.0","AMEX"
"1261","SKF","ProShares Trust","$143.9","AMEX"
"1262","SKK","ProShares Trust","$17.3","AMEX"
"1263","SKL","Citigroup Inc.","$28.0","AMEX"
"1264","SLI","SL Industries, Inc.","$84.6","AMEX"
"1265","SLV","iShares Silver Trust","$3,373.7","AMEX"
"1266","SLX","Market Vectors ETF Trust","$278.8","AMEX"
"1267","SLZ","Morgan Stanley","$0.0","AMEX"
"1268","SMB","Market Vectors ETF Trust","$4.9","AMEX"
"1269","SMC","Central Sun Mining Inc","$89.7","AMEX"
"1270","SMD","Singing Machine Company, Inc. (The)","$3.7","AMEX"
"1271","SMH","Merrill Lynch Semiconductor HOLDRS","$1,030.2","AMEX"
"1272","SMN","ProShares Trust","$4.8","AMEX"
"1273","SMU","Citigroup Inc.","$43.3","AMEX"
"1274","SNB","SPA ETF Trust","$2.0","AMEX"
"1275","SNG","Canadian Superior Energy Inc","$564.1","AMEX"
"1276","SNQ","Citigroup Inc.","$36.3","AMEX"
"1277","SNR","Sunair Services Corporation","$28.3","AMEX"
"1278","SNT","Senesco Technologies Inc","$31.1","AMEX"
"1279","SOC","Stoneleigh Partners Acquisition Corp","$259.8","AMEX"
"1280","SOC-U","Stoneleigh Partners Acquisition Corp","$0.0","AMEX"
"1281","SOC-WT","Stoneleigh Partners Acquisition Corp","$0.0","AMEX"
"1282","SOG","Citigroup Inc.","$28.7","AMEX"
"1283","SOT","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1284","SOU","Morgan Stanley","$0.0","AMEX"
"1285","SPO","Citigroup Inc.","$238.2","AMEX"
"1286","SPU","Citigroup Inc.",NA,"AMEX"
"1287","SPY","SPDR Trust Series I","$63,868.0","AMEX"
"1288","SQT","AB Svensk Ekportkredit (Swedish Export Credit Corporation)","$152.0","AMEX"
"1289","SRG","Seanergy Maritime Corp","$281.4","AMEX"
"1290","SRG-U","Seanergy Maritime Corp","$0.0","AMEX"
"1291","SRG-WT","Seanergy Maritime Corp","$0.0","AMEX"
"1292","SRK","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1293","SRO","Scudder RREEF Real Estate Fund II, Inc.","$393.8","AMEX"
"1294","SRQ","Scudder RREEF Real Estate Fund, Inc.","$231.2","AMEX"
"1295","SRS","ProShares Trust","$138.2","AMEX"
"1296","SRU","Citigroup Inc.",NA,"AMEX"
"1297","SS-PK","SiM Internal Test 9",NA,"AMEX"
"1298","SSE","Southern Connecticut Bancorp Inc","$19.1","AMEX"
"1299","SSG","ProShares Trust","$11.2","AMEX"
"1300","SSK","SPA ETF Trust","$2.0","AMEX"
"1301","SSM","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1302","SSN","Samson Oil & Gas Limited","$1.9","AMEX"
"1303","SSO","ProShares Trust","$142.6","AMEX"
"1304","SSY","SunLink Health Systems, Inc.","$37.3","AMEX"
"1305","STF","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1306","STH","Claymore Exchange-Traded Fund Trust","$8.2","AMEX"
"1307","STS","Supreme Industries, Inc.","$49.1","AMEX"
"1308","SUF","Sulphco, Inc.","$214.3","AMEX"
"1309","SUO","Morgan Stanley","$0.0","AMEX"
"1310","SVA","Sinovac Biotech, Ltd.","$131.8","AMEX"
"1311","SVD","SPA ETF Trust","$2.1","AMEX"
"1312","SVE","Citigroup Inc.","$0.0","AMEX"
"1313","SVG","Morgan Stanley","$0.0","AMEX"
"1314","SVT","Servotronics, Inc.","$33.8","AMEX"
"1315","SWH","Merrill Lynch Software HOLDRS","$125.2","AMEX"
"1316","SYI","Synvista Therapeutics, Inc","$4.2","AMEX"
"1317","SYP","Citigroup Inc.","$14.7","AMEX"
"1318","SZF","Citigroup Inc.","$11.8","AMEX"
"1319","SZG","SPA ETF Trust","$4.2","AMEX"
"1320","SZK","ProShares Trust","$12.3","AMEX"
"1321","SZL","Merrill Lynch & Co., Inc.",NA,"AMEX"
"1322","SZX","Merrill Lynch & Co., Inc.","$7.2","AMEX"
"1323","TA","TravelCenters of America LLC","$33.0","AMEX"
"1324","TAQ","Transforma Acquisition Group","$122.2","AMEX"
"1325","TAQ-U","Transforma Acquisition Group","$0.0","AMEX"
"1326","TAQ-WT","TRANSFORMA ACQUISITION GROUP","$0.0","AMEX"
"1327","TBT","ProShares Trust",NA,"AMEX"
"1328","TBV","Tiens Biotech Group (USA), Inc.","$76.3","AMEX"
"1329","TCW","Triplecrown Acquisition Corp.","$638.9","AMEX"
"1330","TCW-U","Triplecrown Acquisition Corp.","$0.0","AMEX"
"1331","TCW-WT","Triplecrown Acquisition Corp.","$0.0","AMEX"
"1332","TCX","TUCOWS INC","$40.6","AMEX"
"1333","TDS","Telephone and Data Systems, Inc.","$2,360.5","AMEX"
"1334","TDS-S","Telephone and Data Systems, Inc.","$2,381.0","AMEX"
"1335","TEC","Teton Energy Corporation","$101.3","AMEX"
"1336","TF","Thai Capital Fund Inc","$31.8","AMEX"
"1337","TFI","SPDR Series Trust","$196.3","AMEX"
"1338","TGB","Taseko Mines Limited","$583.7","AMEX"
"1339","TGC","Tengasco, Inc.","$164.6","AMEX"
"1340","TGM","TARGETS Trust",NA,"AMEX"
"1341","TGY","Tremisis Energy Acquisition Corporation II","$90.9","AMEX"
"1342","TGY-U","Tremisis Energy Acquisition Corporation II","$0.0","AMEX"
"1343","TGY-WT","Tremisis Energy Acquisition Corporation II","$0.0","AMEX"
"1344","THK","Think Partnership Inc.","$36.9","AMEX"
"1345","THM","International Tower Hill Mines Ltd","$61.1","AMEX"
"1346","TIK","Tel-Instrument Electronics Corp.","$9.7","AMEX"
"1347","TIL","Trans-India Acquisition Corporation","$107.5","AMEX"
"1348","TIL-U","Trans-India Acquisition Corporation","$0.0","AMEX"
"1349","TIL-WT","Trans-India Acquisition Corporation","$0.0","AMEX"
"1350","TIS","Orchids Paper Products Company","$47.5","AMEX"
"1351","TIV","Tri-Valley Corporation","$180.9","AMEX"
"1352","TKO","Telkonet, Inc.","$35.0","AMEX"
"1353","TKP","Polaris Acquisition Corporation","$179.1","AMEX"
"1354","TKP-U","Polaris Acquisition Corporation","$0.0","AMEX"
"1355","TKP-WT","Polaris Acquisition Corporation","$0.0","AMEX"
"1356","TLF","Tandy Leather Factory, Inc.","$32.9","AMEX"
"1357","TLL","ProShares Trust",NA,"AMEX"
"1358","TLO","SPDR Series Trust","$10.7","AMEX"
"1359","TLR","Timberline Resources Corporation","$68.2","AMEX"
"1360","TLX","Trans-Lux Corporation","$7.5","AMEX"
"1361","TMI","TM Entertainment and Media, Inc.","$91.4","AMEX"
"1362","TMI-U","TM Entertainment and Media, Inc.","$78.7","AMEX"
"1363","TMI-WT","TM Entertainment and Media, Inc.","$6.3","AMEX"
"1364","TMP","TompkinsTrustco, Inc.","$398.0","AMEX"
"1365","TMW","FORTUNE 500 Index Tracking Stock","$109.3","AMEX"
"1366","TMY","Transmeridian Exploration Inc","$69.0","AMEX"
"1367","TNF","Tailwind Financial Inc","$113.4","AMEX"
"1368","TNF-U","Tailwind Financial Inc","$0.0","AMEX"
"1369","TNF-WT","Tailwind Financial Inc","$0.0","AMEX"
"1370","TO","Tech/Ops Sevcon, Inc.","$21.9","AMEX"
"1371","TOF","Tofutti Brands Inc.","$15.2","AMEX"
"1372","TOH","Hicks Acquisition Company I,  Inc.","$648.6","AMEX"
"1373","TOH-U","Hicks Acquisition Company I,  Inc.","$0.0","AMEX"
"1374","TOH-WT","Hicks Acquisition Company I,  Inc.","$0.0","AMEX"
"1375","TPA","Morgan Stanley Dean Witter & Co.","$69.5","AMEX"
"1376","TPS","Morgan Stanley Dean Witter & Co.","$21.5","AMEX"
"1377","TQ","Cash Technologies, Inc.","$7.2","AMEX"
"1378","TQK","Morgan Stanley","$0.0","AMEX"
"1379","TRE","Tanzanian Royalty Exploration Corporation","$452.0","AMEX"
"1380","TRT","Trio-Tech International","$15.5","AMEX"
"1381","TSC","Stephan Company (The)","$12.2","AMEX"
"1382","TSH","Teche Holding Company","$64.1","AMEX"
"1383","TSR","TARGETS Trust XXVI",NA,"AMEX"
"1384","TSV","Wachovia Corporation","$11.5","AMEX"
"1385","TTH","Merrill Lynch Telecom HOLDRS","$198.7","AMEX"
"1386","TTP","Titan Pharmaceuticals, Inc.","$42.5","AMEX"
"1387","TTY","2020 ChinaCap Acquirco Inc","$78.2","AMEX"
"1388","TTY-U","2020 ChinaCap Acquirco Inc","$0.0","AMEX"
"1389","TTY-WT","2020 ChinaCap Acquirco Inc","$0.0","AMEX"
"1390","TUX","Trian Acquisition I Corp.","$1,059.2","AMEX"
"1391","TUX-U","Trian Acquisition I Corp.","$0.0","AMEX"
"1392","TUX-WT","Trian Acquisition I Corp.","$0.0","AMEX"
"1393","TVH","Media & Entertainment Holdings, Inc","$115.1","AMEX"
"1394","TVH-U","Media & Entertainment Holdings, Inc","$0.0","AMEX"
"1395","TVH-WT","Media & Entertainment Holdings, Inc","$0.0","AMEX"
"1396","TWM","ProShares Trust","$282.0","AMEX"
"1397","TYM","ASIA TIME CORP","$107.8","AMEX"
"1398","UBD","Claymore Exchange-Traded Fund Trust","$4.9","AMEX"
"1399","UCC","ProShares Trust","$2.7","AMEX"
"1400","UDN","POWERSHARES DB US DOLLAR INDEX BULLISH FUND","$89.1","AMEX"
"1401","UDW","US DATAWORKS INC","$4.4","AMEX"
"1402","UEC","Uranium Energy Corp.","$91.6","AMEX"
"1403","UEM","Claymore Exchange-Traded Fund Trust","$9.6","AMEX"
"1404","UG","United-Guardian, Inc.","$57.6","AMEX"
"1405","UGA","United States Gasoline Fund","$26.5","AMEX"
"1406","UGE","ProShares Trust","$8.2","AMEX"
"1407","UHN","United States Heating Oil Fund LP","$19.7","AMEX"
"1408","UKF","ProShares Trust","$8.0","AMEX"
"1409","UKK","ProShares Trust","$7.3","AMEX"
"1410","UKW","ProShares Trust","$7.6","AMEX"
"1411","ULQ","Claymore Exchange-Traded Fund Trust","$5.0","AMEX"
"1412","ULU","Uluru Inc.","$61.2","AMEX"
"1413","UMH","UMH Properties, Inc.","$88.0","AMEX"
"1414","UNB","Union Bankshares, Inc.","$89.4","AMEX"
"1415","UNG","United States Natural Gas Fund, LP","$584.3","AMEX"
"1416","UOY","MACROshares $100 Oil Up Trust",NA,"AMEX"
"1417","UPG","Universal Power Group Inc","$17.1","AMEX"
"1418","UPI","Uroplasty, Inc.","$44.8","AMEX"
"1419","UPW","ProShares Trust","$11.2","AMEX"
"1420","UQM","UQM TECHNOLOGIES INC","$56.6","AMEX"
"1421","URE","ProShares Trust","$1.9","AMEX"
"1422","URX","United Refining Energy Corp","$520.3","AMEX"
"1423","URX-U","United Refining Energy Corp","$0.0","AMEX"
"1424","URX-WT","United Refining Energy Corp","$0.0","AMEX"
"1425","URZ","URANERZ ENERGY CORPORATION","$140.1","AMEX"
"1426","USD","ProShares Trust","$6.4","AMEX"
"1427","USL","United States 12 Month Oil Fund LP","$17.6","AMEX"
"1428","USM","United States Cellular Corporation","$3,022.9","AMEX"
"1429","USO","United States Oil Fund LP","$1,044.8","AMEX"
"1430","USQ","Union Street Acquisition Corp","$121.4","AMEX"
"1431","USQ-U","Union Street Acquisition Corp","$0.0","AMEX"
"1432","USQ-WT","Union Street Acquisition Corp","$0.0","AMEX"
"1433","UTG","Reaves Utility Income Fund","$492.5","AMEX"
"1434","UTH","Merrill Lynch Utilities HOLDRS","$350.7","AMEX"
"1435","UTK","UTEK Corporation","$91.2","AMEX"
"1436","UTL","UNITIL Corporation","$155.4","AMEX"
"1437","UUD","Merrill Lynch & Co., Inc.","$137.5","AMEX"
"1438","UUP","POWERSHARES DB US DOLLAR INDEX BULLISH FUND","$8.9","AMEX"
"1439","UUU","Universal Security Instruments, Inc.","$12.7","AMEX"
"1440","UUY","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1441","UVE","UNIVERSAL INSURANCE HOLDINGS INC","$140.8","AMEX"
"1442","UVG","ProShares Trust","$5.9","AMEX"
"1443","UVT","ProShares Trust","$5.2","AMEX"
"1444","UVU","ProShares Trust","$5.8","AMEX"
"1445","UWM","ProShares Trust","$16.9","AMEX"
"1446","UWN","Nevada Gold & Casinos, Inc.","$14.6","AMEX"
"1447","UXG","U.S. Gold Corporation","$150.6","AMEX"
"1448","UXI","ProShares Trust","$4.1","AMEX"
"1449","UYG","ProShares Trust","$2.7","AMEX"
"1450","UYM","ProShares Trust","$13.4","AMEX"
"1451","UZW","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1452","VAW","Vanguard Materials ETF",NA,"AMEX"
"1453","VAZ","Delaware Investments Arizona Municipal Income Fund, Inc.","$36.0","AMEX"
"1454","VB","Vanguard Small-Cap ETF",NA,"AMEX"
"1455","VBK","Vanguard Small-Cap Growth ETF",NA,"AMEX"
"1456","VBR","Vanguard Small-Cap Value ETF",NA,"AMEX"
"1457","VCF","Delaware Investments Colorado Municipal Income Fund, Inc","$69.3","AMEX"
"1458","VCR","Vanguard Consumer Discretionary ETF",NA,"AMEX"
"1459","VDC","Vanguard Consumer Staples ETF",NA,"AMEX"
"1460","VDE","Vanguard Energy ETF",NA,"AMEX"
"1461","VEA","Vanguard Tax-Managed Funds",NA,"AMEX"
"1462","VEU","Vanguard FTSE All World Ex US ETF",NA,"AMEX"
"1463","VFH","Vanguard Financials ETF",NA,"AMEX"
"1464","VFL","Delaware Investments Florida Insured Municipal Income Fund","$28.2","AMEX"
"1465","VGK","Vanguard European ETF",NA,"AMEX"
"1466","VGT","Vanguard Information Technology ETF",NA,"AMEX"
"1467","VGZ","Vista Gold Corporation","$153.1","AMEX"
"1468","VHC","VirnetX Holding Corp","$115.2","AMEX"
"1469","VHT","Vanguard Health Care ETF",NA,"AMEX"
"1470","VIG","Vanguard Dividend Appreciation ETF","$39.8","AMEX"
"1471","VII","Vicon Industries, Inc","$23.9","AMEX"
"1472","VIS","Vanguard Industrials ETF",NA,"AMEX"
"1473","VKI","Van Kampen Advantage Municipal Income Trust II","$522.5","AMEX"
"1474","VKL","Van Kampen Select Sector Municipal Trust","$177.9","AMEX"
"1475","VMM","Delaware Investments Minnesota Municipal Income Fund II, Inc.","$149.6","AMEX"
"1476","VMV","Van Kampen Massachusetts Value Municipal Income Trust","$37.8","AMEX"
"1477","VNQ","Vanguard REIT ETF","$1,124.0","AMEX"
"1478","VO","Vanguard Mid-Cap ETF",NA,"AMEX"
"1479","VOE","Vanguard Mid-Cap Value ETF",NA,"AMEX"
"1480","VOT","Vanguard Mid-Cap Growth ETF",NA,"AMEX"
"1481","VOX","Vanguard Telecommunication Services ETF",NA,"AMEX"
"1482","VPF","Valpey Fisher Corporation","$17.3","AMEX"
"1483","VPL","Vanguard Pacific ETF",NA,"AMEX"
"1484","VPS","Vermont Pure Holdings, Ltd.","$28.2","AMEX"
"1485","VPU","Vanguard Utilities ETF",NA,"AMEX"
"1486","VRY","Victory Acquisition Corp","$386.0","AMEX"
"1487","VRY-U","Victory Acquisition Corp","$0.0","AMEX"
"1488","VRY-WT","Victory Acquisition Corp","$0.0","AMEX"
"1489","VSR","Versar, Inc.","$42.6","AMEX"
"1490","VTG","Vantage Drilling Company","$347.1","AMEX"
"1491","VTG-U","Vantage Drilling Company","$0.0","AMEX"
"1492","VTG-WT","Vantage Drilling Company","$0.0","AMEX"
"1493","VTI","Vanguard Total Stock Market ETF","$86,388.5","AMEX"
"1494","VTV","Vanguard Value ETF",NA,"AMEX"
"1495","VUG","Vanguard Growth ETF",NA,"AMEX"
"1496","VV","Vanguard Large-Cap ETF",NA,"AMEX"
"1497","VWO","Vanguard Emerging Markets ETF",NA,"AMEX"
"1498","VXC-PD","Vineyard National Bancorp","$4.6","AMEX"
"1499","VXF","Vanguard Extended Market ETF","$18.8","AMEX"
"1500","VYM","Vanguard High Dividend Yield ETF",NA,"AMEX"
"1501","WEL","Boots and Coots International Well Control,  Inc.","$158.0","AMEX"
"1502","WEX","Winland Electronics, Inc.","$5.5","AMEX"
"1503","WGA","Wells-Gardner Electronics Corporation","$16.0","AMEX"
"1504","WGW","Western Goldfields, Inc. (Canada)","$313.6","AMEX"
"1505","WIP","SPDR Series Trust",NA,"AMEX"
"1506","WIS-P","Wisconsin Power & Light Co.","$8.2","AMEX"
"1507","WLB","Westmoreland Coal Company","$209.5","AMEX"
"1508","WLB-P","Westmoreland Coal Company","$37.6","AMEX"
"1509","WMH","Merrill Lynch Wireless HOLDRS","$51.9","AMEX"
"1510","WOC","Wilshire Enterprises Inc","$29.9","AMEX"
"1511","WSC","Wesco Financial Corporation","$2,670.4","AMEX"
"1512","WSO-B","Watsco, Inc.","$162.9","AMEX"
"1513","WTT","Wireless Telecom Group,  Inc.","$30.8","AMEX"
"1514","WVK","Morgan Stanley","$0.0","AMEX"
"1515","WWZ-PK","SiM Internal Test 10",NA,"AMEX"
"1516","WYY","WidePoint Corporation","$46.4","AMEX"
"1517","WZE","WIZZARD SOFTWARE CORPORATION","$60.2","AMEX"
"1518","XBI","SPDR Series Trust","$281.2","AMEX"
"1519","XCR","Xcorporeal, Inc.","$17.5","AMEX"
"1520","XES","SPDR Series Trust","$228.3","AMEX"
"1521","XFN","Xfone, Inc.","$53.5","AMEX"
"1522","XGC","Claymore Exchange-Traded Fund Trust","$5.8","AMEX"
"1523","XHB","SPDR Series Trust","$239.9","AMEX"
"1524","XLB","Select Sector SPDR Fund - Basic Industries","$1,546.0","AMEX"
"1525","XLE","Select Sector SPDR Fund - Energy Select Sector","$5,142.4","AMEX"
"1526","XLF","Select Sector SPDR Fund - Financial","$5,035.7","AMEX"
"1527","XLG","Rydex ETF Trust","$535.1","AMEX"
"1528","XLI","Select Sector SPDR Fund - Industrial","$1,443.3","AMEX"
"1529","XLK","Select Sector SPDR Fund - Technology","$2,585.4","AMEX"
"1530","XLP","Select Sector SPDR Fund - Consumer Staples","$2,382.2","AMEX"
"1531","XLU","Select Sector SPDR Fund - Utilities","$2,601.6","AMEX"
"1532","XLV","Select Sector SPDR Fund - Health Care","$2,274.8","AMEX"
"1533","XLY","Select Sector SPDR Fund - Consumer Discretionary","$795.7","AMEX"
"1534","XME","SPDR Series Trust","$343.0","AMEX"
"1535","XNL","Xethanol Corporation","$12.3","AMEX"
"1536","XNN","Xenonics Holdings, Inc.","$17.1","AMEX"
"1537","XOP","SPDR Series Trust","$106.5","AMEX"
"1538","XPH","SPDR Series Trust","$7.9","AMEX"
"1539","XPL","Solitario Exploration & Royalty Corp","$133.1","AMEX"
"1540","XPO","Express-1 Expedited Solutions, Inc.","$40.0","AMEX"
"1541","XRA","Exeter Resource Corporation","$162.8","AMEX"
"1542","XRO","Claymore Exchange-Traded Fund Trust","$117.4","AMEX"
"1543","XRT","SPDR Series Trust","$90.8","AMEX"
"1544","XSD","SPDR Series Trust","$136.7","AMEX"
"1545","XSI","American Caresource Holdings Inc","$74.6","AMEX"
"1546","XUF","Merrill Lynch & Co., Inc.","$0.0","AMEX"
"1547","YMI","YM BioSciences, Inc.","$42.4","AMEX"
"1548","YYY","Bear Stearns Companies, Inc (The)","$0.0","AMEX"
"1549","ZBB","ZBB Energy Corporation","$42.6","AMEX"
"1550","ZN","ZION OIL & GAS INC","$60.7","AMEX"
"1551","ZTM","Z-Trim Holdings, Inc.","$14.3","AMEX"
"1552","ZXX","SM Listed Test 3",NA,"AMEX"
"1553","ZXX-PF","SM Listed Test 3",NA,"AMEX"
