"","Region","Acacia.angustissima","Acacia.glomerosa","Acacia.pennatula","Acalypha.macrostachya","Ageratina.ligustrina","Alchornea.latifolia","Alfaroa.mexicana","Alnus.acuminata","Amphitecna.montana","Amyris.sp","Annona.purpurea","Annona.sp","Apeiba.tibourbou","Aphananthe.monoica","Arachnothryx.buddleioides","Aralia.sp","Arbutus.xalapensis","Ardisia.bartletii","Ardisia.compressa","Ardisia.densiflora","Ardisia.guatemalensis","Ardisia.mexicana","Ardisia.venosa","Ardisia.verapazensis","Aspidosperma.megalocarpon","Beilschmiedia.mexicana","Bejaria.aestuans","Bernardia.dodecandra","Billia.hippocastanum","Blomia.prisca","Bocconia.arborea","Boehmeria.caudata","Boehmeria.ulmifolia","Bravaisia.integerrima","Brosimum.alicastrum","Brunellia.mexicana","Buddleja.cordata","Buddleja.nitida","Bunchosia.gracilis","Bunchosia.lindeniana","Bunchosia.swartziana","Bursera.simaruba","Calliandra.grandifolia","Calliandra.houstoniana","Calophyllum.brasiliense","Calycophyllum.candidissimum","Calyptranthes.pallens","Carpinus.caroliana","Casearia.corymbosa","Cecropia.obtusifolia","Cecropia.peltata","Cedrela.odorata","Cedrela.salvadorensis","Ceiba.pentandra","Cestrum.guatemalense","Cestrum.nocturnum","Chamaedorea.tepejilote","Chiococca.alba","Chrysophyllum.cainito","Cinnamomum.sp","Cinnamomum.zapatae","Citharexylum.mocinoi","Clethra.occidentalis","Clethra.oleoides","Clethra.suaveolens","Cleyera.theaeoides","Cleyera.theoides","Clusia.guatemalensis","Clusia.rosea","Coccoloba.escuintlensis","Cojoba.arborea","Cojoba.recordii","Cojoba.sp","Colubrina.arborescenses","Conostegia.volcanalis","Conostegia.xalapensis","Cordia.alliodora","Cornus.disciflora","Cornus.excelsa","Crataegus.pubescens","Critoniadelphus.nubigenus","Critonia.morifolia","Crossopetalum.parviflorum","Croton.draco","Croton.guatemalensis","Cupania.dentata","Cyathea.fulva","Cyrtocymura.scorpioides","Cytharexylum.donnell.smithii","Cytharexylum.mocinnii","Daphnopsis.selerorum","Daphnopsis.sp","Daphnopsis.tuerckheimiana","Dendropanax.arboreus","Dendropanax.populifolius","Deppea.grandiflora","Diospyros.ebenum","Diospyros.nicaraguensis","Diphysa.floribunda","Dodonaea.viscosa","Drimys.granadensis","Enterolobium.cyclocarpum","Erythrina.guatemalensis","Erythrina.sp.","Espe.117","Especie.103","Especie.168","Especie.169","Especie.170","Eugenia.acapulcensis","Eugenia.capuli","Eugenia.capuliodes","Eugenia.chiapensis","Eugenia.choapamensis","Eugenia.oerstediana","Eugenia.venezuelensis","Eugenia.vesca","Eupatorium.Macrophylum","Euphorbia.triphylla","Exostema.mexicanum","Exothea.paniculata","Eysenhardtia.adenostylis","Ficus.aurea","Ficus.costaricana","Ficus.cotinifolia","Ficus.insipida","Forestiera.racemosa","Forestiera.reticulata","Frangula.capreifolia","Fraxinus.uhdei","Freziera.guatemalensis","Fuchsia.microphylla","Fuchsia.paniculata","Garcinia.intermedia","Garcinia.macrophylla","Garrya.laurifolia","Geonoma.interrupta","Glossostipula.concinna","Guarea.glabra","Guarea.guidonia","Guarea.megantha","Hamelia.patens","Handroanthus.chrysanthus","Hauya.elegans","Hedyosmum.mexicanum","Heliocarpus.donnellsmithii","Holodiscus.argenteus","Ilex.costaricensis","Ilex.macfadyenii","Ilex.pringlei","Ilex.sp.","Ilex.sp.3","Ilex.sp5","Inga.belizensis","Inga.calderonii","Inga.laurina","Inga.oerstediana","Inga.pinetorum","Inga.punctata","Inga.schiedeana","Inga.sp","Inga.sp.","Inga.vera","Koanophyllon.pittieri","Lasianthaea.fruticosum","Lepidaploa.canescens","Licaria.capitata","Licaria.excelsa","Licaria.glaberrima","Linociera.sp","Liquidambar.styraciflua","Litsea.glaucescens","Lonchocarpus.rugosus","Lunania.mexicana","Lycianthes.lenta","Lysiloma.acapulcense","Machaerium.cirrhiferum","Machaerium.sp","Maclura.tinctoria","Magnolia.sharpii","Malvaviscus.arboreus","Manilkara.zapota","Matudaea.trinervia","Meliosma.dentata","Meliosma.idiopoda","Miconia.argentea","Miconia.chinantlana","Miconia.glaberrima","Miconia.impetiolaris","Miconia.mexicana","Miconia.sp.","Microtropis.contracta","Mollinedia.viridiflora","Monimia.sp","Myrcia.splendens","Myrica.cerifera","Myriocarpa.longipes","Myrsine.coriacea","Myrsine.juergensenii","NA.NA","Nectandra.coriacea","Nectandra.cuspidata","Nectandra.salicifolia","Nectandra.salicina","Nectandra.sp","Nectandra.turbacensis","Nyssa.sylvatica","Ocotea.acuminatissima","Ocotea.botrantha","Ocotea.erectifolia","Ocotea.helicterifolia","Ocotea.parvula","Ocotea.salvinii","Ocotea.sinuata","Ocotea.veraguensis","Olmediella.betschleriana","Olmediella.sp.","Oreopanax.arcanus","Oreopanax.capitatus","Oreopanax.echinops","Oreopanax.liebmannii","Oreopanax.peltatus","Oreopanax.sanderianus","Oreopanax.xalapensis","Osmanthus.americanus","Ostrya.virginiana","Palicourea.padifolia","Parathesis.chiapensis","Parathesis.leptopa","Parathesis.sessilifolia","Persea.americana","Persea.liebmannii","Persea.schiedeana","Persea.sp","Persea.sp.","Photinia.microcarpa","Phyllonoma.laticuspis","Picramnia.antidesma","Pinus.maximinoi","Pinus.oocarpa","Pinus.pseudostrobus","Pinus.strobus","Pinus.tecunumanii","Piper.sanctum","Piper.yucatanense","Pithecellobium.sp","Podachaenium.eminens","Podocarpus.matudae","Pouteria.campechiana","Prunus.brachybotrya","Prunus.lundelliana","Prunus.rhamnoides","Prunus.serotina","Psychotria.carthagenensis","Psychotria.chiapensis","Psychotria.costineria","Psychotria.costivenia","Psychotria.galeottiana","Psychotria.minarum","Psychotria.panamensis","Pterocarpus.rohrii","Quercus.acutifolia","Quercus.benthamii","Quercus.candicans","Quercus.crassifolia","Quercus.crispipilis","Quercus.insignis","Quercus.lancifolia","Quercus.laurina","Quercus.ocoteifolia","Quercus.peduncularis","Quercus.rugosa","Quercus.salicifolia","Quercus.sapotaeifolia","Quercus.sapotifolia","Quercus.scytophylla","Quercus.segoviensis","Quercus.skinneri","Quercus.vicentensis","Rhamnus.sharpii","Rogiera.amoena","Rogiera.aprica","Rogiera.cordata","Roldana.sp","Rollinia.mucosa","Roupala.montana","Rubus.spp.","Sambucus.canadensis","Sambucus.granadensis","Sapindus.saponaria","Sapindus.sp.","Sapium.laterisfolium","Sapium.macrocarpum","Saurauia.conzattii","Saurauia.kegeliana","Saurauia.madrensis","Saurauia.oreophila","Saurauia.scabrida","Saurauia.yasicae","Senecio.cobanensis","Sideroxylon.capiri","Sideroxylon.salicifolium","Sinclairia.discolor","Sloanea.medusula","Solanum.aligerum","Solanum.aphyodendron","Solanum.brevipedicellatum","Solanum.nigricans","Solanum.sp","sp.A","sp.B","sp.C","sp.D","sp.E","sp.F","sp.G","sp.H","sp.I","sp.J","sp.K","sp.L","Spondias.mombin","Spondias.purpurea","Sterculia.mexicana","Styrax.argenteus","Styrax.glabrescens","Styrax.magnus","Styrax.warscewiczii","Symplococarpon.purpusii","Symplocos.coccinea","Symplocos.hartwegii","Symplocos.johnsonii","Symplocos.limoncillo","Symplocos.sp","Tapirira.mexicana","Telanthophora.grandifolia","Terminalia.amazonia","Ternstroemia.lineata","Ternstroemia.tepezapote","Thouinidium.decandrum","Tonduzia.longifolia","Tournefortia.acutifolia","Trema.micrantha","Trichilia.havanensis","Trichilia.hirta","Trichilia.moschata","Trichilia.pleeana","Trichospermum.mexicanum","Trophis.mexicana","Trophis.racemosa","Turpinia.occidentalis","Turpinia.tricornuta","Ulmus.mexicana","Vaccinium.sp.","Vasconcellea.cauliflora","Verbesina.perymenioides","Vernonia.arborescens","Vernonia.leiocarpa","Viburnum.acutifolium","Viburnum.discolor","Viburnum.elatum","Viburnum.hartewii","Viburnum.hartwegii","Viburnum.jucundum","Viburnum.lautum","Weinmannia.pinnata","Wimmeria.bartlettii","Xylosma.sp","Zanthoxylum.acuminatum","Zanthoxylum.caribaeum","Zanthoxylum.kellermanii","Zanthoxylum.melanostictum","Zanthoxylum.mollissimum","Zanthoxylum.sp.","Zinowiewia.rubra"
"X151","Highlands Cloud",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"X152","Highlands Cloud",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"X153","Highlands Cloud",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,8,0,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X154","Highlands Cloud",0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"X155","Highlands Cloud",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,0,0,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"X156","Highlands Cloud",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,64,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"X157","Highlands Cloud",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"X158","Highlands Cloud",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,18,1,0,0,12,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"X209","Highlands Cloud",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,33,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0
"X210","Highlands Cloud",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0
"X211","Highlands Cloud",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0
"X212","Highlands Cloud",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
