"","s.v.n.x.y"
"7760","7,0,3,753,418"
"7761","7,0,3,753,418"
"7762","7,0,3,758.582,418.842"
"7763","7,0,3,764.094,419.859"
"7764","7,0,3,769.559,421.041"
"7765","7,0,3,775,422.375"
"7766","7,0,3,785.906,425.453"
"7767","7,0,3,797,429"
"7768","7,0,3,797,429"
"7769","7,0,3,803.082,431.051"
"7770","7,0,3,809.281,433.406"
"7771","7,0,3,815.527,435.996"
"7772","7,0,3,821.75,438.75"
"7773","7,0,3,833.844,444.469"
"7774","7,0,3,845,450"
"7775","7,0,3,845,450"
"7776","7,0,3,865.375,461.625"
"7777","7,0,3,875.234,467.578"
"7778","7,0,3,885,474"
"7779","7,0,3,NA,NA"
"7780","7,0,4,718,188"
"7781","7,0,4,726.262,185.469"
"7782","7,0,4,734.449,183.309"
"7783","7,0,4,742.558,181.512"
"7784","7,0,4,750.582,180.072"
"7785","7,0,4,758.517,178.981"
"7786","7,0,4,766.358,178.232"
"7787","7,0,4,774.1,177.817"
"7788","7,0,4,781.736,177.73"
"7789","7,0,4,789.263,177.964"
"7790","7,0,4,796.676,178.511"
"7791","7,0,4,803.968,179.364"
"7792","7,0,4,811.135,180.516"
"7793","7,0,4,818.173,181.96"
"7794","7,0,4,825.075,183.688"
"7795","7,0,4,831.837,185.693"
"7796","7,0,4,838.453,187.969"
"7797","7,0,4,844.919,190.507"
"7798","7,0,4,851.229,193.301"
"7799","7,0,4,857.379,196.344"
"7800","7,0,4,863.363,199.628"
"7801","7,0,4,869.175,203.147"
"7802","7,0,4,874.812,206.892"
"7803","7,0,4,880.268,210.857"
"7804","7,0,4,885.537,215.035"
"7805","7,0,4,890.615,219.418"
"7806","7,0,4,895.497,224"
"7807","7,0,4,900.177,228.773"
"7808","7,0,4,904.65,233.729"
"7809","7,0,4,908.912,238.862"
"7810","7,0,4,912.957,244.165"
"7811","7,0,4,916.779,249.63"
"7812","7,0,4,920.375,255.25"
"7813","7,0,4,923.739,261.018"
"7814","7,0,4,926.865,266.927"
"7815","7,0,4,929.749,272.969"
"7816","7,0,4,932.385,279.138"
"7817","7,0,4,934.769,285.426"
"7818","7,0,4,936.895,291.826"
"7819","7,0,4,938.758,298.331"
"7820","7,0,4,940.354,304.934"
"7821","7,0,4,941.676,311.627"
"7822","7,0,4,942.72,318.403"
"7823","7,0,4,943.481,325.255"
"7824","7,0,4,943.954,332.176"
"7825","7,0,4,944.133,339.159"
"7826","7,0,4,944.014,346.197"
"7827","7,0,4,943.591,353.281"
"7828","7,0,4,942.859,360.406"
"7829","7,0,4,941.814,367.564"
"7830","7,0,4,940.449,374.748"
"7831","7,0,4,938.761,381.95"
"7832","7,0,4,936.743,389.164"
"7833","7,0,4,934.392,396.381"
"7834","7,0,4,931.7,403.596"
"7835","7,0,4,928.665,410.801"
"7836","7,0,4,925.279,417.988"
"7837","7,0,4,921.539,425.151"
"7838","7,0,4,917.44,432.282"
"7839","7,0,4,912.975,439.374"
"7840","7,0,4,908.14,446.42"
"7841","7,0,4,902.931,453.413"
"7842","7,0,4,897.341,460.346"
"7843","7,0,4,891.366,467.21"
"7844","7,0,4,885,474"
"7845","7,0,4,885,474"
"7846","7,0,4,876.453,482.078"
"7847","7,0,4,868.375,489.875"
"7848","7,0,4,860.109,497.484"
"7849","7,0,4,855.701,501.248"
"7850","7,0,4,851,505"
"7851","7,0,4,851,505"
"7852","7,0,4,845.418,508.992"
"7853","7,0,4,839.906,512.75"
"7854","7,0,4,829,519.75"
"7855","7,0,4,818.094,526.375"
"7856","7,0,4,807,533"
"7857","7,0,4,807,533"
"7858","7,0,4,788.125,543"
"7859","7,0,4,779.016,547.906"
"7860","7,0,4,770,553"
"7861","7,0,4,770,553"
"7862","7,0,4,766.801,555.44"
"7863","7,0,4,763.951,557.893"
"7864","7,0,4,761.45,560.372"
"7865","7,0,4,759.297,562.891"
"7866","7,0,4,757.489,565.462"
"7867","7,0,4,756.025,568.1"
"7868","7,0,4,754.905,570.816"
"7869","7,0,4,754.125,573.625"
"7870","7,0,4,753.685,576.539"
"7871","7,0,4,753.584,579.572"
"7872","7,0,4,753.82,582.737"
"7873","7,0,4,754.391,586.047"
"7874","7,0,4,755.296,589.515"
"7875","7,0,4,756.533,593.154"
"7876","7,0,4,758.102,596.978"
"7877","7,0,4,760,601"
"7878","7,0,4,760,601"
"7879","7,0,4,765.234,610.406"
"7880","7,0,4,770.375,619.25"
"7881","7,0,4,775.328,627.719"
"7882","7,0,4,780,636"
"7883","7,0,4,780,636"
"7884","7,0,4,782.794,641.318"
"7885","7,0,4,783.901,643.884"
"7886","7,0,4,784.82,646.385"
"7887","7,0,4,785.555,648.819"
"7888","7,0,4,786.108,651.185"
"7889","7,0,4,786.485,653.481"
"7890","7,0,4,786.688,655.703"
"7891","7,0,4,786.72,657.851"
"7892","7,0,4,786.587,659.922"
"7893","7,0,4,786.291,661.915"
"7894","7,0,4,785.836,663.826"
"7895","7,0,4,785.226,665.655"
"7896","7,0,4,784.464,667.399"
"7897","7,0,4,783.554,669.056"
"7898","7,0,4,782.5,670.625"
"7899","7,0,4,781.305,672.103"
"7900","7,0,4,779.974,673.488"
"7901","7,0,4,778.509,674.778"
"7902","7,0,4,776.914,675.971"
"7903","7,0,4,773.351,678.058"
"7904","7,0,4,769.312,679.734"
"7905","7,0,4,764.829,680.983"
"7906","7,0,4,759.93,681.787"
"7907","7,0,4,754.644,682.132"
"7908","7,0,4,749,682"
"7909","7,0,4,749,682"
"7910","7,0,4,738.5,681.109"
"7911","7,0,4,728,680.125"
"7912","7,0,4,717.5,679.328"
"7913","7,0,4,712.25,679.088"
"7914","7,0,4,707,679"
"7915","7,0,4,707,679"
"7916","7,0,4,703.015,678.919"
"7917","7,0,4,699.309,679.059"
"7918","7,0,4,695.877,679.426"
"7919","7,0,4,692.719,680.031"
"7920","7,0,4,689.83,680.882"
"7921","7,0,4,687.207,681.988"
"7922","7,0,4,684.848,683.358"
"7923","7,0,4,682.75,685"
"7924","7,0,4,680.91,686.923"
"7925","7,0,4,679.324,689.137"
"7926","7,0,4,677.991,691.649"
"7927","7,0,4,676.906,694.469"
"7928","7,0,4,676.068,697.605"
"7929","7,0,4,675.473,701.066"
"7930","7,0,4,675.118,704.862"
"7931","7,0,4,675,709"
"7932","7,0,4,675,709"
"7933","7,0,4,675.719,723.719"
"7934","7,0,4,676.25,736"
"7935","7,0,4,676.406,747.531"
"7936","7,0,4,676.285,753.543"
"7937","7,0,4,676,760"
"7938","7,0,4,676,760"
"7939","7,0,4,675.495,765.753"
"7940","7,0,4,674.723,771.006"
"7941","7,0,4,673.675,775.752"
"7942","7,0,4,672.344,779.984"
"7943","7,0,4,670.719,783.695"
"7944","7,0,4,668.793,786.877"
"7945","7,0,4,666.556,789.523"
"7946","7,0,4,665.319,790.642"
"7947","7,0,4,664,791.625"
"7948","7,0,4,662.599,792.47"
"7949","7,0,4,661.116,793.177"
"7950","7,0,4,659.548,793.743"
"7951","7,0,4,657.895,794.17"
"7952","7,0,4,656.155,794.455"
"7953","7,0,4,654.328,794.598"
"7954","7,0,4,650.406,794.453"
"7955","7,0,4,646.122,793.728"
"7956","7,0,4,641.465,792.416"
"7957","7,0,4,636.427,790.509"
"7958","7,0,4,631,788"
"7959","7,0,4,631,788"
"7960","7,0,4,625.756,784.865"
"7961","7,0,4,620.547,781.484"
"7962","7,0,4,615.408,777.893"
"7963","7,0,4,610.375,774.125"
"7964","7,0,4,605.482,770.217"
"7965","7,0,4,600.766,766.203"
"7966","7,0,4,596.26,762.119"
"7967","7,0,4,592,758"
"7968","7,0,4,592,758"
"7969","7,0,4,582.125,747.375"
"7970","7,0,4,575.25,739.75"
"7971","7,0,4,563,726"
"7972","7,0,4,563,726"
"7973","7,0,4,548.125,706.625"
"7974","7,0,4,534,688"
"7975","7,0,4,534,688"
"7976","7,0,4,530.326,683.145"
"7977","7,0,4,526.613,678.519"
"7978","7,0,4,522.858,674.119"
"7979","7,0,4,519.059,669.945"
"7980","7,0,4,515.211,665.997"
"7981","7,0,4,511.311,662.274"
"7982","7,0,4,507.357,658.776"
"7983","7,0,4,503.344,655.5"
"7984","7,0,4,499.269,652.447"
"7985","7,0,4,495.13,649.616"
"7986","7,0,4,490.923,647.006"
"7987","7,0,4,486.645,644.617"
"7988","7,0,4,482.291,642.448"
"7989","7,0,4,477.86,640.497"
"7990","7,0,4,473.347,638.765"
"7991","7,0,4,468.75,637.25"
"7992","7,0,4,464.065,635.952"
"7993","7,0,4,459.289,634.87"
"7994","7,0,4,454.418,634.004"
"7995","7,0,4,449.449,633.352"
"7996","7,0,4,444.38,632.913"
"7997","7,0,4,439.206,632.688"
"7998","7,0,4,433.924,632.676"
"7999","7,0,4,428.531,632.875"
"8000","7,0,4,423.024,633.285"
"8001","7,0,4,417.4,633.905"
"8002","7,0,4,411.655,634.735"
"8003","7,0,4,405.785,635.773"
"8004","7,0,4,399.788,637.02"
"8005","7,0,4,393.661,638.474"
"8006","7,0,4,387.399,640.134"
"8007","7,0,4,381,642"
"8008","7,0,4,381,642"
"8009","7,0,4,370.203,645.562"
"8010","7,0,4,359.125,648.75"
"8011","7,0,4,348.234,651.562"
"8012","7,0,4,338,654"
"8013","7,0,4,338,654"
"8014","7,0,4,328.484,656.078"
"8015","7,0,4,318.875,657.875"
"8016","7,0,4,308.328,659.484"
"8017","7,0,4,296,661"
"8018","7,0,4,296,661"
"8019","7,0,4,286.047,661.719"
"8020","7,0,4,274.875,662.25"
"8021","7,0,4,263.516,662.406"
"8022","7,0,4,258.088,662.285"
"8023","7,0,4,253,662"
"8024","7,0,4,253,662"
"8025","7,0,4,239.703,661.062"
"8026","7,0,4,226.875,659.75"
"8027","7,0,4,214.609,658.062"
"8028","7,0,4,203,656"
"8029","7,0,4,203,656"
"8030","7,0,4,196.783,654.461"
"8031","7,0,4,190.885,652.665"
"8032","7,0,4,185.305,650.623"
"8033","7,0,4,180.045,648.348"
"8034","7,0,4,175.107,645.851"
"8035","7,0,4,170.491,643.146"
"8036","7,0,4,166.2,640.244"
"8037","7,0,4,162.234,637.156"
"8038","7,0,4,158.595,633.896"
"8039","7,0,4,155.284,630.475"
"8040","7,0,4,152.302,626.905"
"8041","7,0,4,149.65,623.199"
"8042","7,0,4,147.331,619.368"
"8043","7,0,4,145.344,615.425"
"8044","7,0,4,143.692,611.382"
"8045","7,0,4,142.375,607.25"
"8046","7,0,4,141.395,603.042"
"8047","7,0,4,140.754,598.77"
"8048","7,0,4,140.452,594.446"
"8049","7,0,4,140.49,590.082"
"8050","7,0,4,140.871,585.69"
"8051","7,0,4,141.595,581.283"
"8052","7,0,4,142.664,576.872"
"8053","7,0,4,144.078,572.469"
"8054","7,0,4,145.84,568.086"
"8055","7,0,4,147.95,563.737"
"8056","7,0,4,150.41,559.432"
"8057","7,0,4,153.221,555.184"
"8058","7,0,4,156.384,551.004"
"8059","7,0,4,159.901,546.906"
"8060","7,0,4,163.772,542.9"
"8061","7,0,4,168,539"
"8062","7,0,4,168,539"
"8063","7,0,4,177.078,530.766"
"8064","7,0,4,181.412,527.029"
"8065","7,0,4,185.875,523.375"
"8066","7,0,4,190.666,519.674"
"8067","7,0,4,195.984,515.797"
"8068","7,0,4,202.029,511.615"
"8069","7,0,4,209,507"
"8070","7,0,4,209,507"
"8071","7,0,4,216.344,502.438"
"8072","7,0,4,225.75,496.75"
"8073","7,0,4,236.281,490.688"
"8074","7,0,4,247,485"
"8075","7,0,4,247,485"
"8076","7,0,4,255.562,480.891"
"8077","7,0,4,266,476.125"
"8078","7,0,4,291,465"
"8079","7,0,4,291,465"
"8080","7,0,4,296.939,462.049"
"8081","7,0,4,302.369,458.826"
"8082","7,0,4,307.275,455.343"
"8083","7,0,4,311.641,451.609"
"8084","7,0,4,315.449,447.635"
"8085","7,0,4,318.686,443.432"
"8086","7,0,4,320.084,441.247"
"8087","7,0,4,321.333,439.008"
"8088","7,0,4,322.431,436.717"
"8089","7,0,4,323.375,434.375"
"8090","7,0,4,324.164,431.983"
"8091","7,0,4,324.796,429.543"
"8092","7,0,4,325.269,427.055"
"8093","7,0,4,325.58,424.521"
"8094","7,0,4,325.728,421.943"
"8095","7,0,4,325.711,419.322"
"8096","7,0,4,325.526,416.658"
"8097","7,0,4,325.172,413.953"
"8098","7,0,4,324.646,411.209"
"8099","7,0,4,323.948,408.427"
"8100","7,0,4,323.073,405.607"
"8101","7,0,4,322.021,402.752"
"8102","7,0,4,320.79,399.862"
"8103","7,0,4,319.378,396.94"
"8104","7,0,4,316,391"
"8105","7,0,4,316,391"
"8106","7,0,4,309.75,380.5"
"8107","7,0,4,304.25,370.75"
"8108","7,0,4,301.664,365.805"
"8109","7,0,4,299.125,360.625"
"8110","7,0,4,296.586,355.07"
"8111","7,0,4,294,349"
"8112","7,0,4,294,349"
"8113","7,0,4,289.859,337.984"
"8114","7,0,4,286.375,327.625"
"8115","7,0,4,283.453,318.203"
"8116","7,0,4,281,310"
"8117","7,0,4,281,310"
"8118","7,0,4,279.219,303.668"
"8119","7,0,4,277.625,297.406"
"8120","7,0,4,276.219,291.191"
"8121","7,0,4,275,285"
"8122","7,0,4,273.969,278.809"
"8123","7,0,4,273.125,272.594"
"8124","7,0,4,272.469,266.332"
"8125","7,0,4,272,260"
"8126","7,0,4,272,260"
"8127","7,0,4,271.776,253.91"
"8128","7,0,4,271.849,248.019"
"8129","7,0,4,272.212,242.333"
"8130","7,0,4,272.857,236.857"
"8131","7,0,4,273.777,231.598"
"8132","7,0,4,274.964,226.56"
"8133","7,0,4,276.411,221.749"
"8134","7,0,4,278.109,217.172"
"8135","7,0,4,280.053,212.833"
"8136","7,0,4,282.233,208.739"
"8137","7,0,4,284.643,204.895"
"8138","7,0,4,287.275,201.307"
"8139","7,0,4,290.122,197.98"
"8140","7,0,4,293.176,194.92"
"8141","7,0,4,296.429,192.133"
"8142","7,0,4,299.875,189.625"
"8143","7,0,4,303.505,187.401"
"8144","7,0,4,307.312,185.467"
"8145","7,0,4,311.289,183.828"
"8146","7,0,4,315.428,182.49"
"8147","7,0,4,319.721,181.46"
"8148","7,0,4,324.161,180.741"
"8149","7,0,4,328.741,180.342"
"8150","7,0,4,333.453,180.266"
"8151","7,0,4,338.29,180.519"
"8152","7,0,4,343.243,181.108"
"8153","7,0,4,348.306,182.038"
"8154","7,0,4,353.471,183.314"
"8155","7,0,4,358.73,184.943"
"8156","7,0,4,364.076,186.93"
"8157","7,0,4,369.502,189.28"
"8158","7,0,4,375,192"
"8159","7,0,4,375,192"
"8160","7,0,4,383.203,196.238"
"8161","7,0,4,390,200.031"
"8162","7,0,4,395.672,203.496"
"8163","7,0,4,400.5,206.75"
"8164","7,0,4,404.766,209.91"
"8165","7,0,4,408.75,213.094"
"8166","7,0,4,417,220"
"8167","7,0,4,417,220"
"8168","7,0,4,421.945,224"
"8169","7,0,4,426.938,228.375"
"8170","7,0,4,431.836,232.938"
"8171","7,0,4,436.5,237.5"
"8172","7,0,4,444.562,245.875"
"8173","7,0,4,450,252"
"8174","7,0,4,450,252"
"8175","7,0,4,458.25,262.312"
"8176","7,0,4,466.5,272.25"
"8177","7,0,4,474.75,281.812"
"8178","7,0,4,483,291"
"8179","7,0,4,483,291"
"8180","7,0,4,487.402,295.009"
"8181","7,0,4,491.969,298.414"
"8182","7,0,4,496.676,301.222"
"8183","7,0,4,501.5,303.438"
"8184","7,0,4,506.418,305.067"
"8185","7,0,4,511.406,306.117"
"8186","7,0,4,516.441,306.593"
"8187","7,0,4,521.5,306.5"
"8188","7,0,4,526.559,305.845"
"8189","7,0,4,531.594,304.633"
"8190","7,0,4,536.582,302.87"
"8191","7,0,4,541.5,300.562"
"8192","7,0,4,546.324,297.716"
"8193","7,0,4,551.031,294.336"
"8194","7,0,4,555.598,290.429"
"8195","7,0,4,560,286"
"8196","7,0,4,560,286"
"8197","7,0,4,568.094,277.516"
"8198","7,0,4,576,269.875"
"8199","7,0,4,583.906,262.797"
"8200","7,0,4,592,256"
"8201","7,0,4,592,256"
"8202","7,0,4,595.922,252.586"
"8203","7,0,4,600.125,249.125"
"8204","7,0,4,609,242.25"
"8205","7,0,4,617.875,235.75"
"8206","7,0,4,626,230"
"8207","7,0,4,626,230"
"8208","7,0,4,631.588,226.053"
"8209","7,0,4,637.141,222.422"
"8210","7,0,4,642.717,219.049"
"8211","7,0,4,648.375,215.875"
"8212","7,0,4,654.174,212.842"
"8213","7,0,4,660.172,209.891"
"8214","7,0,4,673,204"
"8215","7,0,4,673,204"
"8216","7,0,4,683.969,199.531"
"8217","7,0,4,695.5,195.25"
"8218","7,0,4,707.031,191.344"
"8219","7,0,4,718,188"
"8220","7,0,4,NA,NA"
"8221","7,0,5,389,147"
"8222","7,0,5,391.985,139.48"
"8223","7,0,5,395.214,132.203"
"8224","7,0,5,398.68,125.169"
"8225","7,0,5,402.374,118.38"
"8226","7,0,5,406.287,111.835"
"8227","7,0,5,410.41,105.536"
"8228","7,0,5,414.736,99.483"
"8229","7,0,5,419.256,93.678"
"8230","7,0,5,423.961,88.121"
"8231","7,0,5,428.842,82.812"
"8232","7,0,5,433.891,77.754"
"8233","7,0,5,439.1,72.946"
"8234","7,0,5,444.46,68.389"
"8235","7,0,5,449.962,64.084"
"8236","7,0,5,455.598,60.032"
"8237","7,0,5,461.359,56.234"
"8238","7,0,5,467.238,52.691"
"8239","7,0,5,473.224,49.403"
"8240","7,0,5,479.311,46.371"
"8241","7,0,5,485.488,43.595"
"8242","7,0,5,491.748,41.078"
"8243","7,0,5,498.083,38.819"
"8244","7,0,5,504.482,36.82"
"8245","7,0,5,510.939,35.08"
"8246","7,0,5,517.445,33.602"
"8247","7,0,5,523.99,32.385"
"8248","7,0,5,530.567,31.43"
"8249","7,0,5,537.167,30.74"
"8250","7,0,5,543.781,30.313"
"8251","7,0,5,550.402,30.151"
"8252","7,0,5,557.019,30.255"
"8253","7,0,5,563.625,30.625"
"8254","7,0,5,570.211,31.263"
"8255","7,0,5,576.769,32.169"
"8256","7,0,5,583.291,33.343"
"8257","7,0,5,589.766,34.788"
"8258","7,0,5,596.188,36.503"
"8259","7,0,5,602.548,38.489"
"8260","7,0,5,608.836,40.748"
"8261","7,0,5,615.045,43.279"
"8262","7,0,5,621.166,46.085"
"8263","7,0,5,627.19,49.164"
"8264","7,0,5,633.109,52.519"
"8265","7,0,5,638.914,56.151"
"8266","7,0,5,644.597,60.059"
"8267","7,0,5,650.15,64.245"
"8268","7,0,5,655.563,68.709"
"8269","7,0,5,660.828,73.453"
"8270","7,0,5,665.937,78.477"
"8271","7,0,5,670.881,83.782"
"8272","7,0,5,675.651,89.369"
"8273","7,0,5,680.24,95.238"
"8274","7,0,5,684.638,101.391"
"8275","7,0,5,688.837,107.827"
"8276","7,0,5,692.828,114.549"
"8277","7,0,5,696.604,121.557"
"8278","7,0,5,700.154,128.851"
"8279","7,0,5,703.471,136.432"
"8280","7,0,5,706.547,144.302"
"8281","7,0,5,709.372,152.46"
"8282","7,0,5,711.939,160.909"
"8283","7,0,5,714.238,169.647"
"8284","7,0,5,716.261,178.678"
"8285","7,0,5,718,188"
"8286","7,0,5,718,188"
"8287","7,0,5,718.99,194.459"
"8288","7,0,5,719.734,201.047"
"8289","7,0,5,720.268,207.705"
"8290","7,0,5,720.625,214.375"
"8291","7,0,5,720.953,227.516"
"8292","7,0,5,721,240"
"8293","7,0,5,721,240"
"8294","7,0,5,720.797,253.172"
"8295","7,0,5,720.125,265.875"
"8296","7,0,5,719.584,272.139"
"8297","7,0,5,718.891,278.391"
"8298","7,0,5,718.033,284.666"
"8299","7,0,5,717,291"
"8300","7,0,5,717,291"
"8301","7,0,5,715.047,302.219"
"8302","7,0,5,713.375,312.5"
"8303","7,0,5,711.516,322.781"
"8304","7,0,5,710.369,328.215"
"8305","7,0,5,709,334"
"8306","7,0,5,709,334"
"8307","7,0,5,708.545,337.997"
"8308","7,0,5,708.314,341.744"
"8309","7,0,5,708.321,345.248"
"8310","7,0,5,708.578,348.516"
"8311","7,0,5,709.099,351.555"
"8312","7,0,5,709.896,354.373"
"8313","7,0,5,710.984,356.977"
"8314","7,0,5,712.375,359.375"
"8315","7,0,5,714.082,361.573"
"8316","7,0,5,716.119,363.58"
"8317","7,0,5,718.499,365.402"
"8318","7,0,5,721.234,367.047"
"8319","7,0,5,724.339,368.522"
"8320","7,0,5,727.826,369.834"
"8321","7,0,5,731.709,370.991"
"8322","7,0,5,736,372"
"8323","7,0,5,736,372"
"8324","7,0,5,741.871,372.994"
"8325","7,0,5,747.531,373.766"
"8326","7,0,5,758.5,374.875"
"8327","7,0,5,769.469,375.797"
"8328","7,0,5,781,377"
"8329","7,0,5,781,377"
"8330","7,0,5,787.024,378.144"
"8331","7,0,5,792.352,379.686"
"8332","7,0,5,796.987,381.599"
"8333","7,0,5,799.048,382.687"
"8334","7,0,5,800.938,383.859"
"8335","7,0,5,802.657,385.112"
"8336","7,0,5,804.208,386.442"
"8337","7,0,5,805.59,387.847"
"8338","7,0,5,806.805,389.322"
"8339","7,0,5,807.852,390.866"
"8340","7,0,5,808.733,392.475"
"8341","7,0,5,809.449,394.146"
"8342","7,0,5,810,395.875"
"8343","7,0,5,810.387,397.66"
"8344","7,0,5,810.61,399.498"
"8345","7,0,5,810.671,401.385"
"8346","7,0,5,810.57,403.318"
"8347","7,0,5,810.308,405.295"
"8348","7,0,5,809.886,407.312"
"8349","7,0,5,808.562,411.453"
"8350","7,0,5,806.606,415.718"
"8351","7,0,5,804.023,420.08"
"8352","7,0,5,800.819,424.516"
"8353","7,0,5,797,429"
"8354","7,0,5,797,429"
"8355","7,0,5,793.498,433.039"
"8356","7,0,5,789.797,436.938"
"8357","7,0,5,782.125,444.5"
"8358","7,0,5,778.318,448.258"
"8359","7,0,5,774.641,452.062"
"8360","7,0,5,771.174,455.961"
"8361","7,0,5,768,460"
"8362","7,0,5,768,460"
"8363","7,0,5,765.903,463.494"
"8364","7,0,5,764.111,466.859"
"8365","7,0,5,762.628,470.107"
"8366","7,0,5,761.453,473.25"
"8367","7,0,5,760.589,476.299"
"8368","7,0,5,760.037,479.266"
"8369","7,0,5,759.799,482.162"
"8370","7,0,5,759.875,485"
"8371","7,0,5,760.268,487.791"
"8372","7,0,5,760.979,490.547"
"8373","7,0,5,762.009,493.279"
"8374","7,0,5,763.359,496"
"8375","7,0,5,765.032,498.721"
"8376","7,0,5,767.029,501.453"
"8377","7,0,5,769.351,504.209"
"8378","7,0,5,772,507"
"8379","7,0,5,772,507"
"8380","7,0,5,776.211,510.619"
"8381","7,0,5,780.562,514.016"
"8382","7,0,5,789.5,520.375"
"8383","7,0,5,798.438,526.547"
"8384","7,0,5,802.789,529.709"
"8385","7,0,5,807,533"
"8386","7,0,5,807,533"
"8387","7,0,5,812.152,537.441"
"8388","7,0,5,816.387,541.76"
"8389","7,0,5,819.749,545.953"
"8390","7,0,5,821.116,548.001"
"8391","7,0,5,822.281,550.016"
"8392","7,0,5,823.25,551.997"
"8393","7,0,5,824.029,553.944"
"8394","7,0,5,824.622,555.856"
"8395","7,0,5,825.035,557.732"
"8396","7,0,5,825.274,559.573"
"8397","7,0,5,825.344,561.378"
"8398","7,0,5,825.251,563.145"
"8399","7,0,5,825,564.875"
"8400","7,0,5,824.597,566.567"
"8401","7,0,5,824.046,568.22"
"8402","7,0,5,822.527,571.408"
"8403","7,0,5,820.487,574.435"
"8404","7,0,5,817.969,577.297"
"8405","7,0,5,815.017,579.989"
"8406","7,0,5,811.676,582.506"
"8407","7,0,5,807.989,584.844"
"8408","7,0,5,804,587"
"8409","7,0,5,804,587"
"8410","7,0,5,798.828,589.488"
"8411","7,0,5,793.75,591.719"
"8412","7,0,5,788.672,593.715"
"8413","7,0,5,783.5,595.5"
"8414","7,0,5,778.141,597.098"
"8415","7,0,5,772.5,598.531"
"8416","7,0,5,766.484,599.824"
"8417","7,0,5,760,601"
"8418","7,0,5,760,601"
"8419","7,0,5,746.016,602.156"
"8420","7,0,5,733.625,602.75"
"8421","7,0,5,722.172,602.969"
"8422","7,0,5,711,603"
"8423","7,0,5,711,603"
"8424","7,0,5,698.938,602.406"
"8425","7,0,5,688,602"
"8426","7,0,5,677.812,601.594"
"8427","7,0,5,668,601"
"8428","7,0,5,668,601"
"8429","7,0,5,661.959,600.801"
"8430","7,0,5,656.025,600.769"
"8431","7,0,5,650.199,600.904"
"8432","7,0,5,644.482,601.211"
"8433","7,0,5,638.876,601.69"
"8434","7,0,5,633.382,602.345"
"8435","7,0,5,628.001,603.176"
"8436","7,0,5,622.734,604.188"
"8437","7,0,5,617.583,605.38"
"8438","7,0,5,612.55,606.757"
"8439","7,0,5,607.634,608.319"
"8440","7,0,5,602.838,610.07"
"8441","7,0,5,598.163,612.012"
"8442","7,0,5,593.61,614.146"
"8443","7,0,5,589.18,616.474"
"8444","7,0,5,584.875,619"
"8445","7,0,5,580.696,621.725"
"8446","7,0,5,576.644,624.651"
"8447","7,0,5,572.721,627.781"
"8448","7,0,5,568.928,631.117"
"8449","7,0,5,565.265,634.661"
"8450","7,0,5,561.736,638.415"
"8451","7,0,5,558.339,642.381"
"8452","7,0,5,555.078,646.562"
"8453","7,0,5,551.953,650.96"
"8454","7,0,5,548.966,655.577"
"8455","7,0,5,546.117,660.415"
"8456","7,0,5,543.408,665.477"
"8457","7,0,5,540.841,670.764"
"8458","7,0,5,538.416,676.278"
"8459","7,0,5,536.136,682.023"
"8460","7,0,5,534,688"
"8461","7,0,5,534,688"
"8462","7,0,5,529.797,699.781"
"8463","7,0,5,525.875,710.25"
"8464","7,0,5,521.766,720.344"
"8465","7,0,5,517,731"
"8466","7,0,5,517,731"
"8467","7,0,5,511.891,741.172"
"8468","7,0,5,506.875,750.875"
"8469","7,0,5,501.672,760.391"
"8470","7,0,5,496,770"
"8471","7,0,5,496,770"
"8472","7,0,5,490.141,779.562"
"8473","7,0,5,484.375,788.75"
"8474","7,0,5,478.422,797.562"
"8475","7,0,5,475.287,801.828"
"8476","7,0,5,472,806"
"8477","7,0,5,472,806"
"8478","7,0,5,463.078,816.312"
"8479","7,0,5,458.553,821.328"
"8480","7,0,5,453.875,826.25"
"8481","7,0,5,448.963,831.078"
"8482","7,0,5,443.734,835.812"
"8483","7,0,5,438.107,840.453"
"8484","7,0,5,432,845"
"8485","7,0,5,432,845"
"8486","7,0,5,427.751,847.856"
"8487","7,0,5,423.448,850.426"
"8488","7,0,5,419.102,852.709"
"8489","7,0,5,414.723,854.705"
"8490","7,0,5,410.322,856.415"
"8491","7,0,5,405.91,857.839"
"8492","7,0,5,401.497,858.976"
"8493","7,0,5,397.094,859.828"
"8494","7,0,5,392.711,860.394"
"8495","7,0,5,388.36,860.675"
"8496","7,0,5,384.05,860.671"
"8497","7,0,5,379.793,860.381"
"8498","7,0,5,375.599,859.806"
"8499","7,0,5,371.478,858.947"
"8500","7,0,5,367.442,857.803"
"8501","7,0,5,363.5,856.375"
"8502","7,0,5,359.664,854.663"
"8503","7,0,5,355.944,852.666"
"8504","7,0,5,352.351,850.386"
"8505","7,0,5,348.895,847.822"
"8506","7,0,5,345.586,844.975"
"8507","7,0,5,342.437,841.844"
"8508","7,0,5,339.457,838.431"
"8509","7,0,5,336.656,834.734"
"8510","7,0,5,334.046,830.755"
"8511","7,0,5,331.637,826.493"
"8512","7,0,5,329.44,821.949"
"8513","7,0,5,327.465,817.123"
"8514","7,0,5,325.723,812.015"
"8515","7,0,5,324.224,806.625"
"8516","7,0,5,322.98,800.953"
"8517","7,0,5,322,795"
"8518","7,0,5,322,795"
"8519","7,0,5,320.859,780.328"
"8520","7,0,5,320.375,766.875"
"8521","7,0,5,320.453,753.234"
"8522","7,0,5,321,738"
"8523","7,0,5,321,738"
