"","crosstype","yearcross","flat","row","posi","varb","resp","id","root"
"29.roct2004","Wi","2000","2","13",0.365,"roct2004",0,29,1
"30.roct2004","Wi","2000","2","11",-0.0249999999999986,"roct2004",1,30,1
"31.roct2004","Wi","2000","1","10",0.0950000000000006,"roct2004",0,31,1
"32.roct2004","Wi","2000","3","12",0.0850000000000009,"roct2004",0,32,1
"33.roct2004","Br","2000","3","10",-0.119999999999999,"roct2004",1,33,1
"34.roct2004","Br","2000","1","10",0.220000000000001,"roct2004",0,34,1
"35.roct2004","Br","2000","2","10",0,"roct2004",1,35,1
"36.roct2004","Br","2000","2","13",0.155000000000001,"roct2004",1,36,1
"37.roct2004","Br","2000","3","13",-0.119999999999999,"roct2004",1,37,1
"38.roct2004","Wi","2000","1","10",-0.135,"roct2004",0,38,1
"39.roct2004","Wi","2000","1","11",-0.34,"roct2004",0,39,1
"40.roct2004","Wi","2000","1","10",-0.0549999999999997,"roct2004",1,40,1
"41.roct2004","Wi","2000","1","12",0.265000000000001,"roct2004",1,41,1
"42.roct2004","Br","2000","3","11",0.0600000000000005,"roct2004",1,42,1
"43.roct2004","Br","2000","2","10",0.105,"roct2004",0,43,1
"44.roct2004","Br","2000","1","10",-0.0649999999999995,"roct2004",1,44,1
"45.roct2004","Br","2000","3","12",-0.35,"roct2004",1,45,1
"46.roct2004","Wr","2000","1","12",0.285,"roct2004",1,46,1
"47.roct2004","Wr","2000","1","13",0.115,"roct2004",1,47,1
"48.roct2004","Wr","2000","1","13",-0.194999999999999,"roct2004",0,48,1
"49.roct2004","Wr","2000","1","13",0.15,"roct2004",1,49,1
"50.roct2004","Wr","2000","3","0",0,"roct2004",0,50,1
"51.roct2004","Br","2000","1","12",-0.324999999999999,"roct2004",0,51,1
"52.roct2004","Br","2000","2","10",0.17,"roct2004",1,52,1
"53.roct2004","Br","2000","2","13",0.00500000000000078,"roct2004",1,53,1
"54.roct2004","Br","2000","2","0",0,"roct2004",0,54,1
"55.roct2004","Wi","2000","2","12",0.34,"roct2004",0,55,1
"56.roct2004","Wi","2000","1","13",0.335000000000001,"roct2004",0,56,1
"57.roct2004","Wi","2000","2","11",0.195,"roct2004",0,57,1
"58.roct2004","Wi","2000","2","0",0,"roct2004",0,58,1
"59.roct2004","Wi","2000","2","11",-0.0899999999999999,"roct2004",1,59,1
"60.roct2004","Wi","2000","3","11",0.100000000000001,"roct2004",1,60,1
"61.roct2004","Wi","2000","1","11",-0.0999999999999996,"roct2004",1,61,1
"62.roct2004","Wi","2000","1","0",0,"roct2004",0,62,1
"63.roct2004","Wi","2000","1","11",-0.135,"roct2004",1,63,1
"64.roct2004","Wi","2000","2","13",-0.289999999999999,"roct2004",1,64,1
"65.roct2004","Wi","2000","3","10",0.195,"roct2004",1,65,1
"66.roct2004","Br","2000","2","11",0,"roct2004",1,66,1
"67.roct2004","Br","2000","2","0",0,"roct2004",0,67,1
"68.roct2004","Br","2000","3","12",0.115,"roct2004",1,68,1
"69.roct2004","Wi","2000","1","11",-0.109999999999999,"roct2004",1,69,1
"70.roct2004","Wi","2000","2","11",-0.209999999999999,"roct2004",1,70,1
"71.roct2004","Wi","2000","1","0",0,"roct2004",0,71,1
"72.roct2004","Wi","2000","1","10",0.155000000000001,"roct2004",1,72,1
"73.roct2004","Wi","2000","2","0",0,"roct2004",0,73,1
"74.roct2004","Wi","2000","1","0",0,"roct2004",0,74,1
"75.roct2004","Br","2000","2","10",0.100000000000001,"roct2004",1,75,1
"76.roct2004","Br","2000","2","10",-0.324999999999999,"roct2004",2,76,1
"77.roct2004","Br","2000","2","11",0.00500000000000078,"roct2004",1,77,1
"78.roct2004","Br","2000","1","13",-0.0499999999999989,"roct2004",1,78,1
"79.roct2004","Br","2000","3","12",0.0600000000000005,"roct2004",1,79,1
"80.roct2004","Br","2000","3","11",-0.174999999999999,"roct2004",2,80,1
"81.roct2004","Wr","2000","3","12",-0.229999999999999,"roct2004",0,81,1
"82.roct2004","Wr","2000","2","13",-0.18,"roct2004",0,82,1
"83.roct2004","Wr","2000","1","12",0.185,"roct2004",0,83,1
"84.roct2004","Wr","2000","1","0",0,"roct2004",0,84,1
"85.roct2004","Wr","2000","1","11",0.0500000000000007,"roct2004",1,85,1
"86.roct2004","Br","2000","2","12",-0.0899999999999999,"roct2004",1,86,1
"87.roct2004","Br","2000","2","0",0,"roct2004",0,87,1
"88.roct2004","Br","2000","1","13",-0.0149999999999988,"roct2004",2,88,1
"89.roct2004","Br","2000","2","13",-0.219999999999999,"roct2004",1,89,1
"90.roct2004","Wi","2000","2","12",-0.289999999999999,"roct2004",1,90,1
"91.roct2004","Wi","2000","2","0",0,"roct2004",0,91,1
"92.roct2004","Br","2000","1","13",0.105,"roct2004",0,92,1
"93.roct2004","Br","2000","1","13",0.0300000000000011,"roct2004",2,93,1
"94.roct2004","Br","2000","2","10",-0.315,"roct2004",1,94,1
"95.roct2004","Wi","2000","1","0",0,"roct2004",0,95,1
"96.roct2004","Wr","2000","1","13",-0.139999999999999,"roct2004",0,96,1
"97.roct2004","Br","2000","3","13",-0.0549999999999997,"roct2004",1,97,1
"98.roct2004","Br","2000","1","11",0.15,"roct2004",1,98,1
"99.roct2004","Br","2000","2","10",-0.215,"roct2004",1,99,1
"100.roct2004","Br","2000","3","13",-0.309999999999999,"roct2004",1,100,1
"101.roct2004","Br","2000","2","10",0.0800000000000001,"roct2004",1,101,1
"102.roct2004","Br","2000","1","10",0.25,"roct2004",1,102,1
"103.roct2004","Br","2000","2","12",0.0300000000000011,"roct2004",1,103,1
"104.roct2004","Wi","2000","1","12",0.290000000000001,"roct2004",0,104,1
"105.roct2004","Wi","2000","3","13",0.0449999999999999,"roct2004",0,105,1
"106.roct2004","Wi","2000","1","0",0,"roct2004",0,106,1
"107.roct2004","Wi","2000","1","12",-0.00999999999999979,"roct2004",1,107,1
"108.roct2004","Wi","2000","3","13",0.0899999999999999,"roct2004",1,108,1
"109.roct2004","Wi","2000","3","10",0.0100000000000016,"roct2004",1,109,1
"110.roct2004","Wi","2000","1","11",0.315000000000001,"roct2004",0,110,1
"111.roct2004","Wi","2000","2","13",-0.26,"roct2004",2,111,1
"112.roct2004","Wi","2000","3","11",-0.225,"roct2004",0,112,1
"113.roct2004","Wi","2000","2","11",-0.139999999999999,"roct2004",0,113,1
"114.roct2004","Wi","2000","1","0",0,"roct2004",0,114,1
"115.roct2004","Wi","2000","2","0",0,"roct2004",0,115,1
"116.roct2004","Wi","2000","3","10",0.0850000000000009,"roct2004",1,116,1
"117.roct2004","Wi","2000","2","0",0,"roct2004",0,117,1
"118.roct2004","Br","2000","1","11",0.130000000000001,"roct2004",1,118,1
"119.roct2004","Br","2000","1","11",-0.244999999999999,"roct2004",3,119,1
"120.roct2004","Br","2000","3","12",-0.234999999999999,"roct2004",0,120,1
"121.roct2004","Br","2000","3","12",-0.0849999999999991,"roct2004",1,121,1
"122.roct2004","Wi","2000","3","11",0.31,"roct2004",3,122,1
"123.roct2004","Br","2000","3","11",0.120000000000001,"roct2004",0,123,1
"124.roct2004","Br","2000","1","12",0.0200000000000014,"roct2004",1,124,1
"125.roct2004","Br","2000","2","12",0.00500000000000078,"roct2004",1,125,1
"126.roct2004","Br","2000","2","11",-0.119999999999999,"roct2004",2,126,1
"127.roct2004","Br","2000","2","0",0,"roct2004",0,127,1
"128.roct2004","Br","2000","1","12",0.15,"roct2004",1,128,1
"129.roct2004","Br","2000","2","10",0.295,"roct2004",1,129,1
"130.roct2004","Br","2000","1","10",-0.145,"roct2004",1,130,1
"131.roct2004","Br","2000","2","12",-0.0199999999999996,"roct2004",1,131,1
"132.roct2004","Br","2000","3","13",0.200000000000001,"roct2004",1,132,1
"133.roct2004","Br","2000","2","13",0.0400000000000009,"roct2004",1,133,1
"134.roct2004","Wr","2000","2","11",-0.0699999999999985,"roct2004",1,134,1
"135.roct2004","Wr","2000","3","13",0.280000000000001,"roct2004",1,135,1
"136.roct2004","Wr","2000","1","11",0.235000000000001,"roct2004",1,136,1
"137.roct2004","Br","2000","3","10",-0.00999999999999979,"roct2004",1,137,1
"138.roct2004","Br","2000","3","11",0.0550000000000015,"roct2004",1,138,1
"139.roct2004","Br","2000","3","13",-0.0199999999999996,"roct2004",1,139,1
"140.roct2004","Br","2000","2","11",-0.17,"roct2004",2,140,1
"141.roct2004","Br","2000","1","10",0.200000000000001,"roct2004",0,141,1
"142.roct2004","Br","2000","1","0",0,"roct2004",0,142,1
"143.roct2004","Br","2000","1","0",0,"roct2004",0,143,1
"144.roct2004","Wi","2000","1","11",-0.184999999999999,"roct2004",1,144,1
"145.roct2004","Wi","2000","3","10",-0.274999999999999,"roct2004",1,145,1
"146.roct2004","Wi","2000","1","10",-0.254999999999999,"roct2004",1,146,1
"147.roct2004","Wi","2000","2","10",0.110000000000001,"roct2004",0,147,1
"148.roct2004","Wi","2000","1","12",-0.264999999999999,"roct2004",1,148,1
"149.roct2004","Wi","2000","2","13",-0.184999999999999,"roct2004",1,149,1
"150.roct2004","Wi","2000","3","12",-0.34,"roct2004",0,150,1
"151.roct2004","Wi","2000","3","12",0.225000000000001,"roct2004",1,151,1
"152.roct2004","Wi","2000","1","12",-0.18,"roct2004",1,152,1
"153.roct2004","Wi","2000","1","12",-0.0749999999999993,"roct2004",1,153,1
"154.roct2004","Wi","2000","2","13",0.0750000000000011,"roct2004",2,154,1
"155.roct2004","Wi","2000","3","12",-0.0449999999999999,"roct2004",1,155,1
"156.roct2004","Wi","2000","1","12",-0.225,"roct2004",0,156,1
"157.roct2004","Wi","2000","3","10",-0.16,"roct2004",1,157,1
"158.roct2004","Br","2000","2","11",0.33,"roct2004",0,158,1
"159.roct2004","Br","2000","1","10",0.0150000000000006,"roct2004",1,159,1
"160.roct2004","Wi","2000","1","10",-0.125,"roct2004",1,160,1
"161.roct2004","Wi","2000","1","13",-0.319999999999999,"roct2004",1,161,1
"162.roct2004","Wi","2000","2","10",0.315000000000001,"roct2004",0,162,1
"163.roct2004","Wi","2000","1","12",-0.145,"roct2004",1,163,1
"164.roct2004","Br","2000","1","13",-0.27,"roct2004",3,164,1
"165.roct2004","Br","2000","1","13",-0.239999999999998,"roct2004",1,165,1
"166.roct2004","Br","2000","2","10",0.260000000000002,"roct2004",1,166,1
"167.roct2004","Br","2000","3","10",-0.0499999999999989,"roct2004",1,167,1
"168.roct2004","Br","2000","1","13",0,"roct2004",1,168,1
"169.roct2004","Br","2000","3","10",0.280000000000001,"roct2004",1,169,1
"170.roct2004","Wi","2000","2","11",0.220000000000001,"roct2004",0,170,1
"171.roct2004","Wi","2000","2","11",0.0850000000000009,"roct2004",1,171,1
"172.roct2004","Wi","2000","2","13",-0.149999999999999,"roct2004",1,172,1
"173.roct2004","Wr","2000","3","10",0.0700000000000003,"roct2004",1,173,1
"174.roct2004","Wr","2000","2","0",0,"roct2004",0,174,1
"175.roct2004","Wr","2000","1","10",0.180000000000001,"roct2004",0,175,1
"176.roct2004","Wr","2000","3","11",-0.0149999999999988,"roct2004",1,176,1
"177.roct2004","Br","2000","1","12",0.350000000000001,"roct2004",1,177,1
"178.roct2004","Wi","2000","3","10",-0.17,"roct2004",1,178,1
"179.roct2004","Wi","2000","3","13",0.0500000000000007,"roct2004",1,179,1
"180.roct2004","Br","2000","1","10",-0.0399999999999991,"roct2004",1,180,1
"181.roct2004","Br","2000","3","13",0.255000000000001,"roct2004",0,181,1
"182.roct2004","Br","2000","3","12",-0.205,"roct2004",1,182,1
"183.roct2004","Br","2000","2","10",0.140000000000001,"roct2004",1,183,1
"184.roct2004","Br","2000","3","10",-0.00499999999999901,"roct2004",1,184,1
"185.roct2004","Br","2000","3","12",-0.0549999999999997,"roct2004",1,185,1
"186.roct2004","Br","2000","3","12",-0.279999999999999,"roct2004",0,186,1
"187.roct2004","Br","2000","1","11",0.265000000000001,"roct2004",1,187,1
"188.roct2004","Br","2000","2","13",-0.174999999999999,"roct2004",0,188,1
"189.roct2004","Br","2000","1","0",0,"roct2004",0,189,1
"190.roct2004","Br","2000","2","10",-0.279999999999999,"roct2004",1,190,1
"191.roct2004","Wi","2000","2","0",0,"roct2004",0,191,1
"192.roct2004","Wi","2000","3","11",-0.16,"roct2004",1,192,1
"193.roct2004","Wi","2000","2","0",0,"roct2004",0,193,1
"194.roct2004","Wi","2000","3","13",0.24,"roct2004",0,194,1
"195.roct2004","Br","2000","3","13",0.190000000000001,"roct2004",1,195,1
"196.roct2004","Br","2000","2","10",-0.0199999999999996,"roct2004",1,196,1
"197.roct2004","Br","2000","1","13",0.220000000000001,"roct2004",1,197,1
"198.roct2004","Br","2000","2","11",0.300000000000001,"roct2004",0,198,1
"199.roct2004","Br","2000","1","11",0.270000000000001,"roct2004",1,199,1
"200.roct2004","Br","2000","1","13",-0.254999999999999,"roct2004",1,200,1
"201.roct2004","Wi","2000","2","11",-0.305,"roct2004",1,201,1
"202.roct2004","Wi","2000","2","12",0.17,"roct2004",1,202,1
"203.roct2004","Wi","2000","3","11",0.260000000000002,"roct2004",0,203,1
"204.roct2004","Wi","2000","2","13",-0.295,"roct2004",1,204,1
"205.roct2004","Wi","2000","2","11",0.325000000000001,"roct2004",1,205,1
"206.roct2004","Wi","2000","3","12",-0.244999999999999,"roct2004",1,206,1
"207.roct2004","Wi","2000","3","12",0.215,"roct2004",1,207,1
"208.roct2004","Wi","2000","1","11",-0.19,"roct2004",0,208,1
"209.roct2004","Wi","2000","1","12",-0.149999999999999,"roct2004",1,209,1
"210.roct2004","Wi","2000","2","12",-0.309999999999999,"roct2004",1,210,1
"211.roct2004","Wi","2000","1","12",0.0400000000000009,"roct2004",1,211,1
"212.roct2004","Wi","2000","3","13",0.110000000000001,"roct2004",1,212,1
"213.roct2004","Br","2000","2","12",0.130000000000001,"roct2004",1,213,1
"214.roct2004","Br","2000","2","12",0.0700000000000003,"roct2004",1,214,1
"215.roct2004","Br","2000","2","10",-0.0800000000000001,"roct2004",1,215,1
"216.roct2004","Br","2000","3","11",0.16,"roct2004",1,216,1
"217.roct2004","Br","2000","2","13",0.285,"roct2004",1,217,1
"218.roct2004","Br","2000","3","12",0.205,"roct2004",0,218,1
"219.roct2004","Br","2000","2","12",-0.00499999999999901,"roct2004",1,219,1
"220.roct2004","Br","2000","2","11",0.23,"roct2004",0,220,1
"221.roct2004","Br","2000","2","11",0.115,"roct2004",0,221,1
"222.roct2004","Br","2000","3","13",0.215,"roct2004",1,222,1
"223.roct2004","Br","2000","3","13",0.0250000000000004,"roct2004",1,223,1
"224.roct2004","Br","2000","3","10",0.245000000000001,"roct2004",0,224,1
"225.roct2004","Br","2000","2","10",0.130000000000001,"roct2004",1,225,1
"226.roct2004","Br","2000","1","13",-0.234999999999999,"roct2004",1,226,1
"227.roct2004","Br","2000","3","11",0.215,"roct2004",0,227,1
"228.roct2004","Br","2000","1","13",0.295,"roct2004",1,228,1
"229.roct2004","Br","2000","3","13",-0.264999999999999,"roct2004",0,229,1
"230.roct2004","Br","2000","1","11",0.255000000000001,"roct2004",2,230,1
"231.roct2004","Br","2000","1","13",-0.229999999999999,"roct2004",0,231,1
"232.roct2004","Br","2000","3","10",-0.0999999999999996,"roct2004",1,232,1
"233.roct2004","Br","2000","1","11",0.0650000000000013,"roct2004",2,233,1
"234.roct2004","Br","2000","1","13",0.120000000000001,"roct2004",1,234,1
"235.roct2004","Br","2000","3","12",0.0650000000000013,"roct2004",1,235,1
"236.roct2004","Wr","2000","3","13",-0.109999999999999,"roct2004",1,236,1
"237.roct2004","Wr","2000","1","12",-0.0299999999999994,"roct2004",0,237,1
"238.roct2004","Wr","2000","2","10",0.16,"roct2004",1,238,1
"239.roct2004","Wr","2000","2","0",0,"roct2004",0,239,1
"240.roct2004","Wi","2000","2","0",0,"roct2004",0,240,1
"241.roct2004","Br","2000","3","10",-0.194999999999999,"roct2004",1,241,1
"242.roct2004","Br","2000","3","12",-0.0249999999999986,"roct2004",0,242,1
"243.roct2004","Br","2000","1","12",0,"roct2004",1,243,1
"244.roct2004","Br","2000","2","11",0.0899999999999999,"roct2004",1,244,1
"245.roct2004","Br","2000","3","11",-0.219999999999999,"roct2004",1,245,1
"246.roct2004","Br","2000","3","13",0.210000000000001,"roct2004",1,246,1
"247.roct2004","Br","2000","3","13",0.0200000000000014,"roct2004",1,247,1
"248.roct2004","Br","2000","3","11",-0.239999999999998,"roct2004",3,248,1
"249.roct2004","Br","2000","2","0",0,"roct2004",0,249,1
"250.roct2004","Br","2000","3","13",0.265000000000001,"roct2004",0,250,1
"251.roct2004","Br","2000","1","11",0.185,"roct2004",3,251,1
"252.roct2004","Br","2000","2","13",-0.205,"roct2004",1,252,1
"253.roct2004","Br","2000","1","13",0.145000000000001,"roct2004",1,253,1
"254.roct2004","Br","2000","1","12",-0.164999999999999,"roct2004",1,254,1
"255.roct2004","Br","2000","3","13",0.205,"roct2004",1,255,1
"256.roct2004","Br","2000","3","11",-0.0599999999999987,"roct2004",1,256,1
"257.roct2004","Br","2000","3","10",0.210000000000001,"roct2004",0,257,1
"258.roct2004","Br","2000","2","10",0.275,"roct2004",1,258,1
"259.roct2004","Br","2000","3","10",-0.199999999999999,"roct2004",2,259,1
"260.roct2004","Br","2000","3","10",0.290000000000001,"roct2004",1,260,1
"261.roct2004","Wr","2000","3","13",-0.0749999999999993,"roct2004",1,261,1
"262.roct2004","Wr","2000","2","12",-0.334999999999999,"roct2004",0,262,1
"263.roct2004","Wr","2000","1","13",0.0100000000000016,"roct2004",2,263,1
"264.roct2004","Wr","2000","3","12",0.180000000000001,"roct2004",1,264,1
"265.roct2004","Wr","2000","1","12",0.135000000000002,"roct2004",1,265,1
"266.roct2004","Wr","2000","2","12",-0.17,"roct2004",1,266,1
"267.roct2004","Wr","2000","3","13",0.125,"roct2004",0,267,1
"268.roct2004","Br","2000","2","11",0.210000000000001,"roct2004",1,268,1
"269.roct2004","Br","2000","2","12",-0.16,"roct2004",1,269,1
"270.roct2004","Br","2000","1","13",-0.114999999999998,"roct2004",1,270,1
"271.roct2004","Wi","2000","1","13",0.0700000000000003,"roct2004",1,271,1
"272.roct2004","Br","2000","3","12",-0.119999999999999,"roct2004",1,272,1
"273.roct2004","Wi","2000","3","13",0.23,"roct2004",0,273,1
"274.roct2004","Wi","2000","2","13",-0.0449999999999999,"roct2004",1,274,1
"275.roct2004","Br","2000","3","10",-0.309999999999999,"roct2004",1,275,1
"276.roct2004","Br","2000","2","13",0.165000000000001,"roct2004",0,276,1
"277.roct2004","Br","2000","2","0",0,"roct2004",0,277,1
"278.roct2004","Br","2000","1","12",-0.184999999999999,"roct2004",1,278,1
"279.roct2004","Br","2000","3","13",0.270000000000001,"roct2004",1,279,1
"280.roct2004","Br","2000","3","10",0.235000000000001,"roct2004",1,280,1
"281.roct2004","Br","2000","2","10",0.185,"roct2004",1,281,1
"282.roct2004","Wi","2000","2","11",-0.0949999999999989,"roct2004",1,282,1
"283.roct2004","Br","2000","1","13",-0.0599999999999987,"roct2004",1,283,1
"284.roct2004","Br","2000","2","12",-0.299999999999999,"roct2004",1,284,1
"285.roct2004","Br","2000","2","10",-0.305,"roct2004",1,285,1
"286.roct2004","Br","2000","1","10",0.0400000000000009,"roct2004",1,286,1
"287.roct2004","Br","2000","3","0",0,"roct2004",0,287,1
"288.roct2004","Wi","2000","2","13",-0.315,"roct2004",1,288,1
"289.roct2004","Wi","2000","3","11",-0.295,"roct2004",1,289,1
"290.roct2004","Wr","2000","3","10",-0.344999999999999,"roct2004",1,290,1
"291.roct2004","Wr","2000","1","12",-0.174999999999999,"roct2004",2,291,1
"292.roct2004","Wr","2000","1","13",-0.135,"roct2004",1,292,1
"293.roct2004","Br","2000","1","12",-0.0949999999999989,"roct2004",1,293,1
"294.roct2004","Br","2000","1","13",0.345000000000001,"roct2004",0,294,1
"295.roct2004","Br","2000","1","12",-0.0399999999999991,"roct2004",0,295,1
"296.roct2004","Br","2000","1","13",-0.35,"roct2004",1,296,1
"297.roct2004","Wi","2000","3","13",-0.305,"roct2004",0,297,1
"298.roct2004","Wi","2000","2","0",0,"roct2004",0,298,1
"299.roct2004","Wi","2000","1","11",-0.0749999999999993,"roct2004",1,299,1
"300.roct2004","Br","2000","1","11",0.25,"roct2004",1,300,1
"301.roct2004","Wi","2000","1","12",0.315000000000001,"roct2004",1,301,1
"302.roct2004","Wi","2000","2","10",-0.104999999999999,"roct2004",1,302,1
"303.roct2004","Wi","2000","1","0",0,"roct2004",0,303,1
"304.roct2004","Wi","2000","3","11",0.0300000000000011,"roct2004",1,304,1
"305.roct2004","Wi","2000","2","10",-0.184999999999999,"roct2004",0,305,1
"306.roct2004","Wi","2000","2","10",0.215,"roct2004",0,306,1
"307.roct2004","Wi","2000","1","12",-0.215,"roct2004",1,307,1
"308.roct2004","Wi","2000","3","11",-0.279999999999999,"roct2004",0,308,1
"309.roct2004","Wi","2000","2","12",0.0150000000000006,"roct2004",0,309,1
"310.roct2004","Br","2000","3","0",0,"roct2004",0,310,1
"311.roct2004","Br","2000","1","11",-0.205,"roct2004",2,311,1
"312.roct2004","Br","2000","3","11",0.295,"roct2004",1,312,1
"313.roct2004","Wi","2000","3","12",0.295,"roct2004",1,313,1
"314.roct2004","Wi","2000","3","12",-0.0599999999999987,"roct2004",0,314,1
"315.roct2004","Br","2000","2","0",0,"roct2004",0,315,1
"316.roct2004","Br","2000","1","12",-0.0800000000000001,"roct2004",1,316,1
"317.roct2004","Wr","2000","1","12",0.345000000000001,"roct2004",1,317,1
"318.roct2004","Wr","2000","3","0",0,"roct2004",0,318,1
"319.roct2004","Wr","2000","1","11",0.140000000000001,"roct2004",5,319,1
"320.roct2004","Wr","2000","3","10",0.0449999999999999,"roct2004",1,320,1
"321.roct2004","Wr","2000","3","11",-0.0449999999999999,"roct2004",2,321,1
"322.roct2004","Wr","2000","2","13",-0.00499999999999901,"roct2004",4,322,1
"323.roct2004","Wr","2000","3","10",-0.35,"roct2004",2,323,1
"324.roct2004","Wr","2000","2","11",-0.35,"roct2004",1,324,1
"325.roct2004","Wr","2000","2","12",-0.0350000000000001,"roct2004",0,325,1
"326.roct2004","Br","2000","3","12",0.0800000000000001,"roct2004",1,326,1
"327.roct2004","Br","2000","2","10",0.0250000000000004,"roct2004",1,327,1
"328.roct2004","Br","2000","2","13",0.17,"roct2004",0,328,1
"329.roct2004","Br","2000","3","12",0.210000000000001,"roct2004",0,329,1
"330.roct2004","Br","2000","1","11",0.225000000000001,"roct2004",0,330,1
"331.roct2004","Br","2000","1","12",-0.295,"roct2004",1,331,1
"332.roct2004","Br","2000","1","13",-0.17,"roct2004",1,332,1
"333.roct2004","Br","2000","2","12",-0.0499999999999989,"roct2004",1,333,1
"334.roct2004","Br","2000","3","10",-0.319999999999999,"roct2004",1,334,1
"335.roct2004","Br","2000","1","11",0.32,"roct2004",0,335,1
"336.roct2004","Br","2000","2","12",0.0950000000000006,"roct2004",1,336,1
"337.roct2004","Br","2000","1","10",0.115,"roct2004",1,337,1
"338.roct2004","Br","2000","2","0",0,"roct2004",0,338,1
"339.roct2004","Br","2000","2","12",0.16,"roct2004",0,339,1
"340.roct2004","Br","2000","3","12",0.145000000000001,"roct2004",2,340,1
"341.roct2004","Wr","2000","2","13",0.195,"roct2004",1,341,1
"342.roct2004","Wr","2000","1","11",0.205,"roct2004",0,342,1
"343.roct2004","Wr","2000","2","10",0.0350000000000001,"roct2004",1,343,1
"344.roct2004","Wr","2000","2","12",0.255000000000001,"roct2004",1,344,1
"345.roct2004","Br","2000","3","12",0.0100000000000016,"roct2004",2,345,1
"346.roct2004","Br","2000","2","11",-0.0549999999999997,"roct2004",1,346,1
"347.roct2004","Br","2000","1","13",-0.0350000000000001,"roct2004",1,347,1
"348.roct2004","Br","2000","1","10",0.305000000000001,"roct2004",0,348,1
"349.roct2004","Wr","2000","3","12",0.25,"roct2004",2,349,1
"350.roct2004","Wr","2000","3","0",0,"roct2004",0,350,1
"351.roct2004","Wr","2000","3","11",-0.129999999999999,"roct2004",2,351,1
"352.roct2004","Wr","2000","2","10",-0.164999999999999,"roct2004",1,352,1
"353.roct2004","Wr","2000","3","10",0.00500000000000078,"roct2004",1,353,1
"354.roct2004","Br","2000","1","0",0,"roct2004",0,354,1
"355.roct2004","Br","2000","2","0",0,"roct2004",0,355,1
"356.roct2004","Wr","2000","1","13",0.0650000000000013,"roct2004",1,356,1
"357.roct2004","Wr","2000","1","11",-0.145,"roct2004",1,357,1
"358.roct2004","Br","2000","2","11",0.335000000000001,"roct2004",0,358,1
"359.roct2004","Br","2000","2","13",0.100000000000001,"roct2004",1,359,1
"360.roct2004","Br","2000","3","13",0.180000000000001,"roct2004",1,360,1
"361.roct2004","Br","2000","2","13",0.130000000000001,"roct2004",2,361,1
"362.roct2004","Br","2000","1","10",0.165000000000001,"roct2004",1,362,1
"363.roct2004","Br","2000","2","13",0.350000000000001,"roct2004",0,363,1
"364.roct2004","Br","2000","1","11",-0.0199999999999996,"roct2004",2,364,1
"365.roct2004","Br","2000","3","11",0.305000000000001,"roct2004",1,365,1
"366.roct2004","Br","2000","3","13",-0.125,"roct2004",0,366,1
"367.roct2004","Br","2000","2","13",-0.0649999999999995,"roct2004",1,367,1
"368.roct2004","Br","2000","2","10",-0.18,"roct2004",1,368,1
"369.roct2004","Br","2000","3","10",-0.225,"roct2004",1,369,1
"370.roct2004","Br","2000","3","11",-0.254999999999999,"roct2004",1,370,1
"371.roct2004","Wi","2000","1","12",0.235000000000001,"roct2004",0,371,1
"372.roct2004","Wi","2000","1","12",0.280000000000001,"roct2004",1,372,1
"373.roct2004","Wi","2000","3","13",-0.164999999999999,"roct2004",0,373,1
"374.roct2004","Wi","2000","3","10",-0.0350000000000001,"roct2004",1,374,1
"375.roct2004","Wi","2000","1","13",0.260000000000002,"roct2004",1,375,1
"376.roct2004","Wi","2000","2","11",-0.27,"roct2004",1,376,1
"377.roct2004","Wi","2000","3","11",0.0449999999999999,"roct2004",0,377,1
"378.roct2004","Br","2000","2","13",-0.209999999999999,"roct2004",2,378,1
"379.roct2004","Br","2000","2","10",0.225000000000001,"roct2004",0,379,1
"380.roct2004","Wi","2000","1","13",0.235000000000001,"roct2004",1,380,1
"381.roct2004","Wi","2000","3","10",-0.295,"roct2004",1,381,1
"382.roct2004","Wi","2000","2","11",-0.0849999999999991,"roct2004",1,382,1
"383.roct2004","Br","2000","1","0",0,"roct2004",0,383,1
"384.roct2004","Br","2000","2","0",0,"roct2004",0,384,1
"385.roct2004","Br","2000","1","13",0.0600000000000005,"roct2004",1,385,1
"386.roct2004","Br","2000","1","13",0.0350000000000001,"roct2004",2,386,1
"387.roct2004","Br","2000","2","10",-0.139999999999999,"roct2004",1,387,1
"388.roct2004","Wi","2000","2","12",0.155000000000001,"roct2004",1,388,1
"389.roct2004","Br","2000","1","12",0.165000000000001,"roct2004",1,389,1
"390.roct2004","Wi","2000","1","0",0,"roct2004",0,390,1
"391.roct2004","Wi","2000","3","10",0.31,"roct2004",0,391,1
"392.roct2004","Wi","2000","2","12",-0.27,"roct2004",1,392,1
"393.roct2004","Wi","2000","2","0",0,"roct2004",0,393,1
"394.roct2004","Br","2000","1","10",-0.114999999999998,"roct2004",1,394,1
"395.roct2004","Br","2000","2","11",0.290000000000001,"roct2004",1,395,1
"396.roct2004","Br","2000","3","10",-0.229999999999999,"roct2004",3,396,1
"397.roct2004","Br","2000","2","10",-0.0149999999999988,"roct2004",1,397,1
"398.roct2004","Br","2000","1","11",0.0950000000000006,"roct2004",3,398,1
"399.roct2004","Br","2000","2","11",-0.00999999999999979,"roct2004",1,399,1
"400.roct2004","Br","2000","1","13",0.325000000000001,"roct2004",1,400,1
"401.roct2004","Br","2000","2","12",-0.139999999999999,"roct2004",1,401,1
