"","Plant.id","Env","Gen","Fam","Site","Year","varb","resp","id","root","fit"
"180.Spike","S043536","SF 2004","M","M.2084","SF","2004","Spike",0,180,1,1
"181.Spike","S043563","SF 2004","M","M.686","SF","2004","Spike",0,181,1,1
"182.Spike","S043355","SF 2004","M","M.289","SF","2004","Spike",2,182,1,1
"183.Spike","S043347","SF 2004","M","M.1086","SF","2004","Spike",3,183,1,1
"184.Spike","S043572","SF 2004","M","M.686","SF","2004","Spike",6,184,1,1
"185.Spike","S043643","SF 2004","M","M.389","SF","2004","Spike",8,185,1,1
"186.Spike","S043276","SF 2004","M","M.289","SF","2004","Spike",9,186,1,1
"187.Spike","S043545","SF 2004","M","M.1086","SF","2004","Spike",11,187,1,1
"188.Spike","S043264","SF 2004","M","M.389","SF","2004","Spike",12,188,1,1
"189.Spike","S043414","SF 2004","M","M.686","SF","2004","Spike",21,189,1,1
"190.Spike","S043142","SF 2004","M","M.289","SF","2004","Spike",21,190,1,1
"191.Spike","S043163","SF 2004","M","M.2084","SF","2004","Spike",29,191,1,1
"192.Spike","S043615","SF 2004","X","X.189","SF","2004","Spike",0,192,1,1
"193.Spike","S043527","SF 2004","X","X.287","SF","2004","Spike",0,193,1,1
"194.Spike","S043715","SF 2004","X","X.589","SF","2004","Spike",0,194,1,1
"195.Spike","S043255","SF 2004","X","X.489","SF","2004","Spike",0,195,1,1
"196.Spike","S043312","SF 2004","X","X.589","SF","2004","Spike",0,196,1,1
"197.Spike","S043325","SF 2004","X","X.189","SF","2004","Spike",0,197,1,1
"198.Spike","S043326","SF 2004","X","X.287","SF","2004","Spike",0,198,1,1
"199.Spike","S043427","SF 2004","X","X.489","SF","2004","Spike",0,199,1,1
"200.Spike","S043432","SF 2004","X","X.489","SF","2004","Spike",0,200,1,1
"201.Spike","S043433","SF 2004","X","X.187","SF","2004","Spike",0,201,1,1
"202.Spike","S043443","SF 2004","X","X.187","SF","2004","Spike",0,202,1,1
"203.Spike","S043465","SF 2004","X","X.187","SF","2004","Spike",0,203,1,1
"204.Spike","S043537","SF 2004","X","X.187","SF","2004","Spike",0,204,1,1
"205.Spike","S043565","SF 2004","X","X.489","SF","2004","Spike",0,205,1,1
"206.Spike","S043653","SF 2004","X","X.189","SF","2004","Spike",0,206,1,1
"207.Spike","S043112","SF 2004","X","X.287","SF","2004","Spike",3,207,1,1
"208.Spike","S043361","SF 2004","X","X.287","SF","2004","Spike",6,208,1,1
"209.Spike","S061535","SF 2006","M","M.686","SF","2006","Spike",0,209,1,1
"210.Spike","S061476","SF 2006","M","M.686","SF","2006","Spike",0,210,1,1
"211.Spike","S061372","SF 2006","M","M.686","SF","2006","Spike",0,211,1,1
"212.Spike","S061371","SF 2006","M","M.289","SF","2006","Spike",0,212,1,1
"213.Spike","S061575","SF 2006","M","M.1086","SF","2006","Spike",2,213,1,1
"214.Spike","S061562","SF 2006","M","M.2084","SF","2006","Spike",5,214,1,1
"215.Spike","S061551","SF 2006","M","M.286","SF","2006","Spike",5,215,1,1
"216.Spike","S061572","SF 2006","M","M.289","SF","2006","Spike",6,216,1,1
"217.Spike","S061127","SF 2006","M","M.2084","SF","2006","Spike",9,217,1,1
"218.Spike","S061135","SF 2006","M","M.389","SF","2006","Spike",12,218,1,1
"219.Spike","S061554","SF 2006","M","M.286","SF","2006","Spike",12,219,1,1
"220.Spike","S061227","SF 2006","M","M.1086","SF","2006","Spike",12,220,1,1
"221.Spike","S061177","SF 2006","M","M.289","SF","2006","Spike",13,221,1,1
"222.Spike","S061537","SF 2006","M","M.389","SF","2006","Spike",13,222,1,1
"223.Spike","S061557","SF 2006","M","M.2084","SF","2006","Spike",16,223,1,1
"224.Spike","S061212","SF 2006","M","M.389","SF","2006","Spike",51,224,1,1
"225.Spike","S061337","SF 2006","X","X.189","SF","2006","Spike",0,225,1,1
"226.Spike","S061315","SF 2006","X","X.489","SF","2006","Spike",0,226,1,1
"227.Spike","S061414","SF 2006","X","X.287","SF","2006","Spike",0,227,1,1
"228.Spike","S061233","SF 2006","X","X.187","SF","2006","Spike",0,228,1,1
"229.Spike","S061462","SF 2006","X","X.187","SF","2006","Spike",0,229,1,1
"230.Spike","S061133","SF 2006","X","X.189","SF","2006","Spike",0,230,1,1
"231.Spike","S061223","SF 2006","X","X.589","SF","2006","Spike",0,231,1,1
"232.Spike","S061142","SF 2006","X","X.187","SF","2006","Spike",7,232,1,1
"233.Spike","S061344","SF 2006","X","X.189","SF","2006","Spike",8,233,1,1
"234.Spike","S061256","SF 2006","X","X.489","SF","2006","Spike",12,234,1,1
"235.Spike","S061243","SF 2006","X","X.287","SF","2006","Spike",13,235,1,1
"236.Spike","S061331","SF 2006","X","X.189","SF","2006","Spike",14,236,1,1
"237.Spike","S061165","SF 2006","X","X.589","SF","2006","Spike",19,237,1,1
"238.Spike","S061546","SF 2006","X","X.287","SF","2006","Spike",26,238,1,1
"239.Spike","S061146","SF 2006","X","X.489","SF","2006","Spike",26,239,1,1
"240.Spike","S061145","SF 2006","X","X.287","SF","2006","Spike",30,240,1,1
"241.Spike","S061342","SF 2006","X","X.189","SF","2006","Spike",73,241,1,1
"242.Spike","S061264","SF 2006","X","X.187","SF","2006","Spike",96,242,1,1
"243.Spike","S062155","SF 2006","M","M.2084","SF","2006","Spike",0,243,1,1
"244.Spike","S062315","SF 2006","M","M.289","SF","2006","Spike",0,244,1,1
"245.Spike","S062163","SF 2006","M","M.2084","SF","2006","Spike",0,245,1,1
"246.Spike","S062225","SF 2006","M","M.286","SF","2006","Spike",0,246,1,1
"247.Spike","S062147","SF 2006","M","M.1086","SF","2006","Spike",3,247,1,1
"248.Spike","S062424","SF 2006","M","M.1086","SF","2006","Spike",5,248,1,1
"249.Spike","S062445","SF 2006","M","M.389","SF","2006","Spike",9,249,1,1
"250.Spike","S062153","SF 2006","M","M.389","SF","2006","Spike",10,250,1,1
"251.Spike","S062327","SF 2006","M","M.286","SF","2006","Spike",27,251,1,1
"252.Spike","S062443","SF 2006","M","M.686","SF","2006","Spike",28,252,1,1
"253.Spike","S062154","SF 2006","M","M.289","SF","2006","Spike",35,253,1,1
"254.Spike","S062333","SF 2006","M","M.286","SF","2006","Spike",52,254,1,1
"255.Spike","S062564","SF 2006","M","M.389","SF","2006","Spike",62,255,1,1
"256.Spike","S062364","SF 2006","M","M.686","SF","2006","Spike",83,256,1,1
"257.Spike","S062472","SF 2006","M","M.2084","SF","2006","Spike",144,257,1,1
"258.Spike","S062124","SF 2006","M","M.686","SF","2006","Spike",183,258,1,1
"259.Spike","S062222","SF 2006","M","M.1086","SF","2006","Spike",415,259,1,1
"260.Spike","S062135","SF 2006","X","X.589","SF","2006","Spike",0,260,1,1
"261.Spike","S062446","SF 2006","X","X.589","SF","2006","Spike",0,261,1,1
"262.Spike","S062527","SF 2006","X","X.189","SF","2006","Spike",0,262,1,1
"263.Spike","S062411","SF 2006","X","X.489","SF","2006","Spike",0,263,1,1
"264.Spike","S062152","SF 2006","X","X.187","SF","2006","Spike",0,264,1,1
"265.Spike","S062162","SF 2006","X","X.489","SF","2006","Spike",0,265,1,1
"266.Spike","S062466","SF 2006","X","X.189","SF","2006","Spike",0,266,1,1
"267.Spike","S062477","SF 2006","X","X.589","SF","2006","Spike",5,267,1,1
"268.Spike","S062341","SF 2006","X","X.489","SF","2006","Spike",12,268,1,1
"269.Spike","S062475","SF 2006","X","X.189","SF","2006","Spike",24,269,1,1
"270.Spike","S062256","SF 2006","X","X.187","SF","2006","Spike",29,270,1,1
"271.Spike","S062551","SF 2006","X","X.589","SF","2006","Spike",39,271,1,1
"272.Spike","S062566","SF 2006","X","X.287","SF","2006","Spike",49,272,1,1
"273.Spike","S062463","SF 2006","X","X.189","SF","2006","Spike",52,273,1,1
"274.Spike","S062536","SF 2006","X","X.287","SF","2006","Spike",70,274,1,1
"275.Spike","S062462","SF 2006","X","X.489","SF","2006","Spike",81,275,1,1
"276.Spike","S062576","SF 2006","X","X.287","SF","2006","Spike",101,276,1,1
"277.Spike","S063317","SF 2006","M","M.389","SF","2006","Spike",0,277,1,1
"278.Spike","S063234","SF 2006","M","M.389","SF","2006","Spike",0,278,1,1
"279.Spike","S063265","SF 2006","M","M.289","SF","2006","Spike",0,279,1,1
"280.Spike","S063566","SF 2006","M","M.1086","SF","2006","Spike",3,280,1,1
"281.Spike","S063411","SF 2006","M","M.289","SF","2006","Spike",9,281,1,1
"282.Spike","S063557","SF 2006","M","M.2084","SF","2006","Spike",10,282,1,1
"283.Spike","S063256","SF 2006","M","M.2084","SF","2006","Spike",14,283,1,1
"284.Spike","S063157","SF 2006","M","M.2084","SF","2006","Spike",15,284,1,1
"285.Spike","S063443","SF 2006","M","M.286","SF","2006","Spike",18,285,1,1
"286.Spike","S063447","SF 2006","M","M.686","SF","2006","Spike",24,286,1,1
"287.Spike","S063247","SF 2006","M","M.289","SF","2006","Spike",29,287,1,1
"288.Spike","S063374","SF 2006","M","M.389","SF","2006","Spike",32,288,1,1
"289.Spike","S063244","SF 2006","M","M.1086","SF","2006","Spike",33,289,1,1
"290.Spike","S063375","SF 2006","M","M.1086","SF","2006","Spike",33,290,1,1
"291.Spike","S063241","SF 2006","M","M.686","SF","2006","Spike",49,291,1,1
"292.Spike","S063236","SF 2006","M","M.286","SF","2006","Spike",115,292,1,1
"293.Spike","S063354","SF 2006","M","M.286","SF","2006","Spike",252,293,1,1
"294.Spike","S063323","SF 2006","X","X.589","SF","2006","Spike",0,294,1,1
"295.Spike","S063425","SF 2006","X","X.589","SF","2006","Spike",0,295,1,1
"296.Spike","S063227","SF 2006","X","X.287","SF","2006","Spike",0,296,1,1
"297.Spike","S063527","SF 2006","X","X.589","SF","2006","Spike",0,297,1,1
"298.Spike","S063466","SF 2006","X","X.287","SF","2006","Spike",0,298,1,1
"299.Spike","S063463","SF 2006","X","X.489","SF","2006","Spike",0,299,1,1
"300.Spike","S063474","SF 2006","X","X.489","SF","2006","Spike",0,300,1,1
"301.Spike","S063535","SF 2006","X","X.187","SF","2006","Spike",13,301,1,1
"302.Spike","S063245","SF 2006","X","X.589","SF","2006","Spike",19,302,1,1
"303.Spike","S063553","SF 2006","X","X.189","SF","2006","Spike",22,303,1,1
"304.Spike","S063567","SF 2006","X","X.287","SF","2006","Spike",25,304,1,1
"305.Spike","S063146","SF 2006","X","X.489","SF","2006","Spike",25,305,1,1
"306.Spike","S063123","SF 2006","X","X.589","SF","2006","Spike",38,306,1,1
"307.Spike","S063574","SF 2006","X","X.187","SF","2006","Spike",43,307,1,1
"308.Spike","S063165","SF 2006","X","X.187","SF","2006","Spike",47,308,1,1
"309.Spike","S063161","SF 2006","X","X.189","SF","2006","Spike",70,309,1,1
"310.Spike","S063127","SF 2006","X","X.287","SF","2006","Spike",90,310,1,1
"311.Spike","S063332","SF 2006","X","X.187","SF","2006","Spike",94,311,1,1
"312.Spike","S07010403","SF 2007","M","M.000","SF","2007","Spike",0,312,1,1
"313.Spike","S07011605","SF 2007","M","M.389","SF","2007","Spike",0,313,1,1
"314.Spike","S07010305","SF 2007","M","M.2084","SF","2007","Spike",0,314,1,1
"315.Spike","S07011204","SF 2007","M","M.686","SF","2007","Spike",0,315,1,1
"316.Spike","S07010417","SF 2007","M","M.389","SF","2007","Spike",0,316,1,1
"317.Spike","S07010718","SF 2007","M","M.389","SF","2007","Spike",0,317,1,1
"318.Spike","S07011710","SF 2007","M","M.2084","SF","2007","Spike",0,318,1,1
"319.Spike","S07011019","SF 2007","M","M.686","SF","2007","Spike",2,319,1,1
"320.Spike","S07012013","SF 2007","M","M.000","SF","2007","Spike",2,320,1,1
"321.Spike","S07012003","SF 2007","M","M.1086","SF","2007","Spike",3,321,1,1
"322.Spike","S07011706","SF 2007","M","M.1086","SF","2007","Spike",4,322,1,1
"323.Spike","S07011210","SF 2007","M","M.000","SF","2007","Spike",5,323,1,1
"324.Spike","S07010714","SF 2007","M","M.289","SF","2007","Spike",5,324,1,1
"325.Spike","S07011018","SF 2007","M","M.289","SF","2007","Spike",6,325,1,1
"326.Spike","S07010911","SF 2007","M","M.1086","SF","2007","Spike",8,326,1,1
"327.Spike","S07010917","SF 2007","M","M.289","SF","2007","Spike",29,327,1,1
"328.Spike","S07011206","SF 2007","X","X.489","SF","2007","Spike",0,328,1,1
"329.Spike","S07010905","SF 2007","X","X.000","SF","2007","Spike",0,329,1,1
"330.Spike","S07011009","SF 2007","X","X.189","SF","2007","Spike",0,330,1,1
"331.Spike","S07011103","SF 2007","X","X.189","SF","2007","Spike",0,331,1,1
"332.Spike","S07011213","SF 2007","X","X.287","SF","2007","Spike",0,332,1,1
"333.Spike","S07011402","SF 2007","X","X.287","SF","2007","Spike",0,333,1,1
"334.Spike","S07011415","SF 2007","X","X.589","SF","2007","Spike",0,334,1,1
"335.Spike","S07011416","SF 2007","X","X.489","SF","2007","Spike",0,335,1,1
"336.Spike","S07011518","SF 2007","X","X.189","SF","2007","Spike",0,336,1,1
"337.Spike","S07011804","SF 2007","X","X.287","SF","2007","Spike",0,337,1,1
"338.Spike","S07011903","SF 2007","X","X.589","SF","2007","Spike",0,338,1,1
"339.Spike","S07012001","SF 2007","X","X.589","SF","2007","Spike",0,339,1,1
"340.Spike","S07011016","SF 2007","X","X.000","SF","2007","Spike",3,340,1,1
"341.Spike","S07010209","SF 2007","X","X.187","SF","2007","Spike",3,341,1,1
"342.Spike","S07010617","SF 2007","X","X.489","SF","2007","Spike",4,342,1,1
"343.Spike","S07011419","SF 2007","X","X.187","SF","2007","Spike",5,343,1,1
"344.Spike","S07010511","SF 2007","X","X.000","SF","2007","Spike",8,344,1,1
"345.Spike","S07010619","SF 2007","X","X.187","SF","2007","Spike",9,345,1,1
"346.Spike","S07021018","SF 2007","M","M.389","SF","2007","Spike",0,346,1,1
"347.Spike","S07020406","SF 2007","M","M.389","SF","2007","Spike",0,347,1,1
"348.Spike","S07020511","SF 2007","M","M.686","SF","2007","Spike",1,348,1,1
"349.Spike","S07020518","SF 2007","M","M.2084","SF","2007","Spike",2,349,1,1
"350.Spike","S07021911","SF 2007","M","M.289","SF","2007","Spike",4,350,1,1
"351.Spike","S07020603","SF 2007","M","M.2084","SF","2007","Spike",5,351,1,1
"352.Spike","S07021712","SF 2007","M","M.000","SF","2007","Spike",5,352,1,1
"353.Spike","S07020410","SF 2007","M","M.000","SF","2007","Spike",7,353,1,1
"354.Spike","S07021901","SF 2007","M","M.1086","SF","2007","Spike",9,354,1,1
"355.Spike","S07020708","SF 2007","M","M.686","SF","2007","Spike",10,355,1,1
"356.Spike","S07021809","SF 2007","M","M.2084","SF","2007","Spike",12,356,1,1
"357.Spike","S07020316","SF 2007","M","M.289","SF","2007","Spike",12,357,1,1
"358.Spike","S07020613","SF 2007","M","M.1086","SF","2007","Spike",13,358,1,1
"359.Spike","S07021202","SF 2007","M","M.000","SF","2007","Spike",14,359,1,1
"360.Spike","S07020501","SF 2007","M","M.686","SF","2007","Spike",20,360,1,1
"361.Spike","S07020102","SF 2007","M","M.289","SF","2007","Spike",29,361,1,1
"362.Spike","S07020220","SF 2007","X","X.187","SF","2007","Spike",0,362,1,1
"363.Spike","S07020807","SF 2007","X","X.000","SF","2007","Spike",0,363,1,1
"364.Spike","S07020808","SF 2007","X","X.589","SF","2007","Spike",0,364,1,1
"365.Spike","S07020907","SF 2007","X","X.489","SF","2007","Spike",0,365,1,1
"366.Spike","S07021206","SF 2007","X","X.000","SF","2007","Spike",0,366,1,1
"367.Spike","S07021210","SF 2007","X","X.287","SF","2007","Spike",0,367,1,1
"368.Spike","S07021216","SF 2007","X","X.489","SF","2007","Spike",0,368,1,1
"369.Spike","S07021303","SF 2007","X","X.589","SF","2007","Spike",0,369,1,1
"370.Spike","S07021401","SF 2007","X","X.187","SF","2007","Spike",0,370,1,1
"371.Spike","S07021408","SF 2007","X","X.187","SF","2007","Spike",0,371,1,1
"372.Spike","S07021413","SF 2007","X","X.189","SF","2007","Spike",0,372,1,1
"373.Spike","S07021915","SF 2007","X","X.189","SF","2007","Spike",0,373,1,1
"374.Spike","S07022004","SF 2007","X","X.489","SF","2007","Spike",0,374,1,1
"375.Spike","S07021802","SF 2007","X","X.000","SF","2007","Spike",1,375,1,1
"376.Spike","S07021215","SF 2007","X","X.287","SF","2007","Spike",2,376,1,1
"377.Spike","S07020713","SF 2007","X","X.287","SF","2007","Spike",3,377,1,1
"378.Spike","S07021513","SF 2007","X","X.589","SF","2007","Spike",4,378,1,1
"379.Spike","S07020413","SF 2007","X","X.189","SF","2007","Spike",7,379,1,1
"380.Spike","S07031509","SF 2007","M","M.686","SF","2007","Spike",0,380,1,1
"381.Spike","S07031414","SF 2007","M","M.1086","SF","2007","Spike",0,381,1,1
"382.Spike","S07030314","SF 2007","M","M.289","SF","2007","Spike",0,382,1,1
"383.Spike","S07030413","SF 2007","M","M.389","SF","2007","Spike",0,383,1,1
"384.Spike","S07030909","SF 2007","M","M.2084","SF","2007","Spike",0,384,1,1
"385.Spike","S07031415","SF 2007","M","M.389","SF","2007","Spike",0,385,1,1
"386.Spike","S07031417","SF 2007","M","M.000","SF","2007","Spike",1,386,1,1
"387.Spike","S07031715","SF 2007","M","M.1086","SF","2007","Spike",3,387,1,1
"388.Spike","S07030515","SF 2007","M","M.289","SF","2007","Spike",3,388,1,1
"389.Spike","S07031701","SF 2007","M","M.000","SF","2007","Spike",3,389,1,1
"390.Spike","S07030719","SF 2007","M","M.686","SF","2007","Spike",5,390,1,1
"391.Spike","S07030804","SF 2007","M","M.2084","SF","2007","Spike",5,391,1,1
"392.Spike","S07031711","SF 2007","M","M.2084","SF","2007","Spike",6,392,1,1
"393.Spike","S07030101","SF 2007","M","M.686","SF","2007","Spike",8,393,1,1
"394.Spike","S07030613","SF 2007","M","M.1086","SF","2007","Spike",10,394,1,1
"395.Spike","S07031409","SF 2007","M","M.389","SF","2007","Spike",11,395,1,1
"396.Spike","S07030616","SF 2007","X","X.189","SF","2007","Spike",0,396,1,1
"397.Spike","S07030112","SF 2007","X","X.287","SF","2007","Spike",0,397,1,1
"398.Spike","S07030306","SF 2007","X","X.589","SF","2007","Spike",0,398,1,1
"399.Spike","S07030310","SF 2007","X","X.189","SF","2007","Spike",0,399,1,1
"400.Spike","S07030518","SF 2007","X","X.489","SF","2007","Spike",0,400,1,1
"401.Spike","S07030716","SF 2007","X","X.187","SF","2007","Spike",0,401,1,1
"402.Spike","S07030915","SF 2007","X","X.287","SF","2007","Spike",0,402,1,1
"403.Spike","S07031002","SF 2007","X","X.589","SF","2007","Spike",0,403,1,1
"404.Spike","S07031010","SF 2007","X","X.489","SF","2007","Spike",0,404,1,1
"405.Spike","S07031117","SF 2007","X","X.187","SF","2007","Spike",0,405,1,1
"406.Spike","S07031510","SF 2007","X","X.189","SF","2007","Spike",0,406,1,1
"407.Spike","S07031808","SF 2007","X","X.000","SF","2007","Spike",0,407,1,1
"408.Spike","S07030606","SF 2007","X","X.287","SF","2007","Spike",1,408,1,1
"409.Spike","S07030115","SF 2007","X","X.489","SF","2007","Spike",3,409,1,1
"410.Spike","S07032019","SF 2007","X","X.187","SF","2007","Spike",3,410,1,1
"411.Spike","S07030517","SF 2007","X","X.589","SF","2007","Spike",5,411,1,1
"412.Spike","S07031016","SF 2007","X","X.000","SF","2007","Spike",8,412,1,1
"413.Spike","H031735","Hop2003","M","M.2084","Hop","2003","Spike",0,413,1,1
"414.Spike","H031537","Hop2003","M","M.686","Hop","2003","Spike",4,414,1,1
"415.Spike","H031736","Hop2003","M","M.389","Hop","2003","Spike",6,415,1,1
"416.Spike","H031214","Hop2003","M","M.286","Hop","2003","Spike",7,416,1,1
"417.Spike","H031464","Hop2003","M","M.286","Hop","2003","Spike",7,417,1,1
"418.Spike","H031146","Hop2003","M","M.389","Hop","2003","Spike",9,418,1,1
"419.Spike","H031463","Hop2003","M","M.286","Hop","2003","Spike",9,419,1,1
"420.Spike","H031767","Hop2003","M","M.686","Hop","2003","Spike",9,420,1,1
"421.Spike","H031262","Hop2003","M","M.2084","Hop","2003","Spike",11,421,1,1
"422.Spike","H031113","Hop2003","M","M.289","Hop","2003","Spike",11,422,1,1
"423.Spike","H031371","Hop2003","M","M.1086","Hop","2003","Spike",11,423,1,1
"424.Spike","H031576","Hop2003","M","M.1086","Hop","2003","Spike",13,424,1,1
"425.Spike","H031123","Hop2003","M","M.286","Hop","2003","Spike",13,425,1,1
"426.Spike","H031177","Hop2003","M","M.289","Hop","2003","Spike",18,426,1,1
"427.Spike","H031467","Hop2003","M","M.686","Hop","2003","Spike",27,427,1,1
"428.Spike","H031431","Hop2003","M","M.686","Hop","2003","Spike",37,428,1,1
"429.Spike","H031662","Hop2003","X","X.489","Hop","2003","Spike",0,429,1,1
"430.Spike","H031264","Hop2003","X","X.287","Hop","2003","Spike",0,430,1,1
"431.Spike","H031273","Hop2003","X","X.187","Hop","2003","Spike",0,431,1,1
"432.Spike","H031355","Hop2003","X","X.187","Hop","2003","Spike",0,432,1,1
"433.Spike","H031645","Hop2003","X","X.589","Hop","2003","Spike",0,433,1,1
"434.Spike","H031741","Hop2003","X","X.287","Hop","2003","Spike",0,434,1,1
"435.Spike","H031724","Hop2003","X","X.189","Hop","2003","Spike",5,435,1,1
"436.Spike","H031437","Hop2003","X","X.589","Hop","2003","Spike",7,436,1,1
"437.Spike","H031723","Hop2003","X","X.489","Hop","2003","Spike",7,437,1,1
"438.Spike","H031637","Hop2003","X","X.189","Hop","2003","Spike",7,438,1,1
"439.Spike","H031242","Hop2003","X","X.189","Hop","2003","Spike",7,439,1,1
"440.Spike","H031564","Hop2003","X","X.187","Hop","2003","Spike",8,440,1,1
"441.Spike","H031223","Hop2003","X","X.187","Hop","2003","Spike",8,441,1,1
"442.Spike","H031234","Hop2003","X","X.589","Hop","2003","Spike",10,442,1,1
"443.Spike","H031141","Hop2003","X","X.287","Hop","2003","Spike",11,443,1,1
"444.Spike","H031215","Hop2003","X","X.489","Hop","2003","Spike",14,444,1,1
"445.Spike","H032477","Hop2003","M","M.289","Hop","2003","Spike",0,445,1,1
"446.Spike","H032561","Hop2003","M","M.1086","Hop","2003","Spike",0,446,1,1
"447.Spike","H032726","Hop2003","M","M.389","Hop","2003","Spike",0,447,1,1
"448.Spike","H032664","Hop2003","M","M.289","Hop","2003","Spike",6,448,1,1
"449.Spike","H032547","Hop2003","M","M.686","Hop","2003","Spike",8,449,1,1
"450.Spike","H032525","Hop2003","M","M.286","Hop","2003","Spike",8,450,1,1
"451.Spike","H032274","Hop2003","M","M.289","Hop","2003","Spike",8,451,1,1
"452.Spike","H032442","Hop2003","M","M.2084","Hop","2003","Spike",8,452,1,1
"453.Spike","H032575","Hop2003","M","M.1086","Hop","2003","Spike",8,453,1,1
"454.Spike","H032323","Hop2003","M","M.686","Hop","2003","Spike",9,454,1,1
"455.Spike","H032776","Hop2003","M","M.389","Hop","2003","Spike",11,455,1,1
"456.Spike","H032723","Hop2003","M","M.1086","Hop","2003","Spike",12,456,1,1
"457.Spike","H032457","Hop2003","M","M.1086","Hop","2003","Spike",13,457,1,1
"458.Spike","H032113","Hop2003","M","M.286","Hop","2003","Spike",14,458,1,1
"459.Spike","H032174","Hop2003","M","M.289","Hop","2003","Spike",14,459,1,1
"460.Spike","H032365","Hop2003","M","M.2084","Hop","2003","Spike",15,460,1,1
"461.Spike","H032665","Hop2003","X","X.489","Hop","2003","Spike",0,461,1,1
"462.Spike","H032367","Hop2003","X","X.489","Hop","2003","Spike",0,462,1,1
"463.Spike","H032131","Hop2003","X","X.287","Hop","2003","Spike",0,463,1,1
"464.Spike","H032421","Hop2003","X","X.187","Hop","2003","Spike",0,464,1,1
"465.Spike","H032517","Hop2003","X","X.489","Hop","2003","Spike",0,465,1,1
"466.Spike","H032566","Hop2003","X","X.187","Hop","2003","Spike",0,466,1,1
"467.Spike","H032644","Hop2003","X","X.189","Hop","2003","Spike",0,467,1,1
"468.Spike","H032653","Hop2003","X","X.189","Hop","2003","Spike",0,468,1,1
"469.Spike","H032713","Hop2003","X","X.287","Hop","2003","Spike",0,469,1,1
"470.Spike","H032725","Hop2003","X","X.589","Hop","2003","Spike",0,470,1,1
"471.Spike","H032732","Hop2003","X","X.187","Hop","2003","Spike",0,471,1,1
"472.Spike","H032434","Hop2003","X","X.589","Hop","2003","Spike",4,472,1,1
"473.Spike","H032272","Hop2003","X","X.489","Hop","2003","Spike",6,473,1,1
"474.Spike","H032621","Hop2003","X","X.189","Hop","2003","Spike",8,474,1,1
"475.Spike","H032166","Hop2003","X","X.589","Hop","2003","Spike",9,475,1,1
"476.Spike","H032117","Hop2003","X","X.287","Hop","2003","Spike",11,476,1,1
"477.Spike","H033115","Hop2003","M","M.389","Hop","2003","Spike",0,477,1,1
"478.Spike","H033152","Hop2003","M","M.2084","Hop","2003","Spike",0,478,1,1
"479.Spike","H033431","Hop2003","M","M.389","Hop","2003","Spike",0,479,1,1
"480.Spike","H033441","Hop2003","M","M.289","Hop","2003","Spike",0,480,1,1
"481.Spike","H033572","Hop2003","M","M.2084","Hop","2003","Spike",0,481,1,1
"482.Spike","H033726","Hop2003","M","M.289","Hop","2003","Spike",4,482,1,1
"483.Spike","H033623","Hop2003","M","M.389","Hop","2003","Spike",7,483,1,1
"484.Spike","H033144","Hop2003","M","M.2084","Hop","2003","Spike",9,484,1,1
"485.Spike","H033763","Hop2003","M","M.286","Hop","2003","Spike",9,485,1,1
"486.Spike","H033567","Hop2003","M","M.1086","Hop","2003","Spike",10,486,1,1
"487.Spike","H033517","Hop2003","M","M.389","Hop","2003","Spike",11,487,1,1
"488.Spike","H033344","Hop2003","M","M.286","Hop","2003","Spike",11,488,1,1
"489.Spike","H033253","Hop2003","M","M.2084","Hop","2003","Spike",12,489,1,1
"490.Spike","H033673","Hop2003","M","M.1086","Hop","2003","Spike",13,490,1,1
"491.Spike","H033333","Hop2003","M","M.686","Hop","2003","Spike",14,491,1,1
"492.Spike","H033166","Hop2003","M","M.686","Hop","2003","Spike",15,492,1,1
"493.Spike","H033345","Hop2003","X","X.187","Hop","2003","Spike",0,493,1,1
"494.Spike","H033146","Hop2003","X","X.589","Hop","2003","Spike",0,494,1,1
"495.Spike","H033451","Hop2003","X","X.589","Hop","2003","Spike",0,495,1,1
"496.Spike","H033512","Hop2003","X","X.187","Hop","2003","Spike",0,496,1,1
"497.Spike","H033531","Hop2003","X","X.589","Hop","2003","Spike",0,497,1,1
"498.Spike","H033611","Hop2003","X","X.287","Hop","2003","Spike",0,498,1,1
"499.Spike","H033746","Hop2003","X","X.489","Hop","2003","Spike",0,499,1,1
"500.Spike","H033712","Hop2003","X","X.189","Hop","2003","Spike",4,500,1,1
"501.Spike","H033436","Hop2003","X","X.589","Hop","2003","Spike",5,501,1,1
"502.Spike","H033514","Hop2003","X","X.189","Hop","2003","Spike",7,502,1,1
"503.Spike","H033322","Hop2003","X","X.287","Hop","2003","Spike",8,503,1,1
"504.Spike","H033561","Hop2003","X","X.489","Hop","2003","Spike",8,504,1,1
"505.Spike","H033221","Hop2003","X","X.187","Hop","2003","Spike",9,505,1,1
"506.Spike","H033367","Hop2003","X","X.189","Hop","2003","Spike",13,506,1,1
"507.Spike","H033277","Hop2003","X","X.489","Hop","2003","Spike",14,507,1,1
"508.Spike","H033341","Hop2003","X","X.287","Hop","2003","Spike",14,508,1,1
"509.Spike","H033232","Hop2003","X","X.287","Hop","2003","Spike",82,509,1,1
"510.Spike","H041332","Hop2004","M","M.1086","Hop","2004","Spike",0,510,1,1
"511.Spike","H041126","Hop2004","M","M.2084","Hop","2004","Spike",0,511,1,1
"512.Spike","H041153","Hop2004","M","M.286","Hop","2004","Spike",0,512,1,1
"513.Spike","H041222","Hop2004","M","M.286","Hop","2004","Spike",0,513,1,1
