"","SIRE","DAM","POP","SITE","ROW","BLK","varb","resp","id","root","fit"
"4112.fruit","2117","2119","2","K",4,"2","fruit",77,4112,1,1
"4113.fruit","3016","3024","3","K",4,"2","fruit",78,4113,1,1
"4114.fruit","1041","1105","1","K",4,"2","fruit",26,4114,1,1
"4115.fruit","3110","3114","3","K",4,"2","fruit",109,4115,1,1
"4116.fruit","2049","2078","2","K",4,"2","fruit",137,4116,1,1
"4117.fruit","3166","3040","3","K",4,"2","fruit",68,4117,1,1
"4118.fruit","3065","3118","3","K",4,"2","fruit",52,4118,1,1
"4119.fruit","3065","3118","3","K",4,"2","fruit",107,4119,1,1
"4120.fruit","2012","2055","2","K",4,"2","fruit",497,4120,1,1
"4121.fruit","2196","2220","2","K",4,"2","fruit",431,4121,1,1
"4122.fruit","1138","1089","1","K",4,"2","fruit",21,4122,1,1
"4123.fruit","3070","3105","3","K",4,"2","fruit",156,4123,1,1
"4124.fruit","3156","3158","3","K",4,"2","fruit",117,4124,1,1
"4125.fruit","2074","2107","2","K",4,"2","fruit",154,4125,1,1
"4126.fruit","3166","3134","3","K",4,"2","fruit",265,4126,1,1
"4127.fruit","1021","1179","1","K",4,"2","fruit",3,4127,1,1
"4128.fruit","2172","2156","2","K",4,"2","fruit",451,4128,1,1
"4129.fruit","3004","3145","3","K",4,"2","fruit",186,4129,1,1
"4130.fruit","3084","3082","3","K",4,"2","fruit",143,4130,1,1
"4131.fruit","3174","3011","3","K",4,"2","fruit",156,4131,1,1
"4132.fruit","2214","2203","2","K",4,"2","fruit",114,4132,1,1
"4133.fruit","1192","1183","1","K",4,"2","fruit",9,4133,1,1
"4134.fruit","3136","3153","3","K",4,"2","fruit",100,4134,1,1
"4135.fruit","1065","1070","1","K",4,"2","fruit",23,4135,1,1
"4136.fruit","2192","2103","2","K",4,"2","fruit",547,4136,1,1
"4137.fruit","1127","1135","1","K",4,"2","fruit",24,4137,1,1
"4138.fruit","3104","3072","3","K",4,"2","fruit",67,4138,1,1
"4139.fruit","1129","1099","1","K",4,"2","fruit",10,4139,1,1
"4140.fruit","2200","2014","2","K",4,"2","fruit",128,4140,1,1
"4141.fruit","1107","1027","1","K",4,"2","fruit",27,4141,1,1
"4142.fruit","1034","1163","1","K",4,"2","fruit",18,4142,1,1
"4143.fruit","1085","1064","1","K",4,"2","fruit",37,4143,1,1
"4144.fruit","3183","3178","3","K",4,"2","fruit",63,4144,1,1
"4145.fruit","3030","3054","3","K",4,"2","fruit",43,4145,1,1
"4146.fruit","1094","1185","1","K",4,"2","fruit",31,4146,1,1
"4147.fruit","2084","2181","2","K",4,"2","fruit",338,4147,1,1
"4148.fruit","3181","3094","3","K",4,"2","fruit",0,4148,1,1
"4149.fruit","2049","2161","2","K",4,"2","fruit",292,4149,1,1
"4150.fruit","2020","2073","2","K",4,"2","fruit",434,4150,1,1
"4151.fruit","1041","1125","1","K",4,"2","fruit",23,4151,1,1
"4152.fruit","1021","1156","1","K",4,"2","fruit",19,4152,1,1
"4153.fruit","1076","1018","1","K",4,"2","fruit",30,4153,1,1
"4154.fruit","2045","2168","2","K",4,"2","fruit",92,4154,1,1
"4155.fruit","1041","1124","1","K",4,"2","fruit",27,4155,1,1
"4156.fruit","1116","1123","1","K",5,"2","fruit",73,4156,1,1
"4157.fruit","2117","2160","2","K",5,"2","fruit",441,4157,1,1
"4158.fruit","2178","2058","2","K",5,"2","fruit",331,4158,1,1
"4159.fruit","2134","2190","2","K",5,"2","fruit",285,4159,1,1
"4160.fruit","1118","1055","1","K",5,"2","fruit",4,4160,1,1
"4161.fruit","1106","1007","1","K",5,"2","fruit",23,4161,1,1
"4162.fruit","1120","1017","1","K",5,"2","fruit",36,4162,1,1
"4163.fruit","2031","2125","2","K",5,"2","fruit",67,4163,1,1
"4164.fruit","3005","3171","3","K",5,"2","fruit",149,4164,1,1
"4165.fruit","3003","3191","3","K",5,"2","fruit",109,4165,1,1
"4166.fruit","1076","1018","1","K",5,"2","fruit",39,4166,1,1
"4167.fruit","3021","3074","3","K",5,"2","fruit",82,4167,1,1
"4168.fruit","1109","1062","1","K",5,"2","fruit",43,4168,1,1
"4169.fruit","2098","2009","2","K",5,"2","fruit",308,4169,1,1
"4170.fruit","1004","1140","1","K",5,"2","fruit",27,4170,1,1
"4171.fruit","2141","2144","2","K",5,"2","fruit",318,4171,1,1
"4172.fruit","2151","2213","2","K",5,"2","fruit",286,4172,1,1
"4173.fruit","3007","3185","3","K",5,"2","fruit",0,4173,1,1
"4174.fruit","1181","1088","1","K",5,"2","fruit",40,4174,1,1
"4175.fruit","1030","1180","1","K",5,"2","fruit",53,4175,1,1
"4176.fruit","2178","2058","2","K",5,"2","fruit",313,4176,1,1
"4177.fruit","2093","2115","2","K",5,"2","fruit",178,4177,1,1
"4178.fruit","1102","1100","1","K",5,"2","fruit",48,4178,1,1
"4179.fruit","1065","1104","1","K",5,"2","fruit",145,4179,1,1
"4180.fruit","2082","2113","2","K",5,"2","fruit",698,4180,1,1
"4181.fruit","3004","3159","3","K",5,"2","fruit",26,4181,1,1
"4182.fruit","1091","1198","1","K",5,"2","fruit",15,4182,1,1
"4183.fruit","3046","3168","3","K",5,"2","fruit",148,4183,1,1
"4184.fruit","1160","1194","1","K",5,"2","fruit",64,4184,1,1
"4185.fruit","2094","2036","2","K",5,"2","fruit",295,4185,1,1
"4186.fruit","3089","3172","3","K",5,"2","fruit",26,4186,1,1
"4187.fruit","3030","3149","3","K",5,"2","fruit",160,4187,1,1
"4188.fruit","1192","1187","1","K",5,"2","fruit",41,4188,1,1
"4189.fruit","2200","2014","2","K",5,"2","fruit",168,4189,1,1
"4190.fruit","2173","2128","2","K",5,"2","fruit",319,4190,1,1
"4191.fruit","1084","1038","1","K",5,"2","fruit",30,4191,1,1
"4192.fruit","2016","2152","2","K",5,"2","fruit",272,4192,1,1
"4193.fruit","3187","3071","3","K",5,"2","fruit",243,4193,1,1
"4194.fruit","3031","3097","3","K",5,"2","fruit",24,4194,1,1
"4195.fruit","1127","1135","1","K",5,"2","fruit",45,4195,1,1
"4196.fruit","2020","2164","2","K",5,"2","fruit",134,4196,1,1
"4197.fruit","2151","2213","2","K",5,"2","fruit",269,4197,1,1
"4198.fruit","3070","3162","3","K",5,"2","fruit",5,4198,1,1
"4199.fruit","1122","1113","1","K",5,"2","fruit",49,4199,1,1
"4200.fruit","1077","1154","1","K",5,"2","fruit",95,4200,1,1
"4201.fruit","3151","3200","3","K",5,"2","fruit",13,4201,1,1
"4202.fruit","2051","2064","2","K",5,"2","fruit",135,4202,1,1
"4203.fruit","2056","2018","2","K",5,"2","fruit",350,4203,1,1
"4204.fruit","3197","3034","3","K",5,"2","fruit",154,4204,1,1
"4205.fruit","3050","3144","3","K",5,"2","fruit",393,4205,1,1
"4206.fruit","1181","1177","1","K",5,"2","fruit",122,4206,1,1
"4207.fruit","1056","1148","1","K",5,"2","fruit",11,4207,1,1
"4208.fruit","1082","1011","1","K",5,"2","fruit",44,4208,1,1
"4209.fruit","2151","2081","2","K",5,"2","fruit",677,4209,1,1
"4210.fruit","3055","3164","3","K",5,"2","fruit",140,4210,1,1
"4211.fruit","1091","1198","1","K",5,"2","fruit",23,4211,1,1
"4212.fruit","2150","2096","2","K",5,"2","fruit",180,4212,1,1
"4213.fruit","1109","1016","1","K",5,"2","fruit",77,4213,1,1
"4214.fruit","1040","1002","1","K",5,"2","fruit",31,4214,1,1
"4215.fruit","1041","1124","1","K",5,"2","fruit",43,4215,1,1
"4216.fruit","3128","3085","3","K",5,"2","fruit",94,4216,1,1
"4217.fruit","1094","1020","1","K",6,"2","fruit",105,4217,1,1
"4218.fruit","3055","3087","3","K",6,"2","fruit",138,4218,1,1
"4219.fruit","1145","1092","1","K",6,"2","fruit",50,4219,1,1
"4220.fruit","1082","1167","1","K",6,"2","fruit",13,4220,1,1
"4221.fruit","3016","3090","3","K",6,"2","fruit",221,4221,1,1
"4222.fruit","3140","3120","3","K",6,"2","fruit",255,4222,1,1
"4223.fruit","2010","2158","2","K",6,"2","fruit",324,4223,1,1
"4224.fruit","2024","2067","2","K",6,"2","fruit",135,4224,1,1
"4225.fruit","3174","3012","3","K",6,"2","fruit",279,4225,1,1
"4226.fruit","2184","2154","2","K",6,"2","fruit",270,4226,1,1
"4227.fruit","2095","2170","2","K",6,"2","fruit",166,4227,1,1
"4228.fruit","3197","3063","3","K",6,"2","fruit",25,4228,1,1
"4229.fruit","2079","2219","2","K",6,"2","fruit",92,4229,1,1
"4230.fruit","1102","1100","1","K",6,"2","fruit",19,4230,1,1
"4231.fruit","3187","3123","3","K",6,"2","fruit",73,4231,1,1
"4232.fruit","3031","3113","3","K",6,"2","fruit",136,4232,1,1
"4233.fruit","2108","2088","2","K",6,"2","fruit",192,4233,1,1
"4234.fruit","1029","1142","1","K",6,"2","fruit",17,4234,1,1
"4235.fruit","2084","2181","2","K",6,"2","fruit",134,4235,1,1
"4236.fruit","1133","1090","1","K",6,"2","fruit",58,4236,1,1
"4237.fruit","2133","2197","2","K",6,"2","fruit",165,4237,1,1
"4238.fruit","1056","1170","1","K",6,"2","fruit",29,4238,1,1
"4239.fruit","2089","2120","2","K",6,"2","fruit",305,4239,1,1
"4240.fruit","3175","3201","3","K",6,"2","fruit",42,4240,1,1
"4241.fruit","3174","3012","3","K",6,"2","fruit",63,4241,1,1
"4242.fruit","1122","1186","1","K",6,"2","fruit",24,4242,1,1
"4243.fruit","2051","2064","2","K",6,"2","fruit",465,4243,1,1
"4244.fruit","1129","1044","1","K",6,"2","fruit",30,4244,1,1
"4245.fruit","3035","3127","3","K",6,"2","fruit",141,4245,1,1
"4246.fruit","1189","1028","1","K",6,"2","fruit",68,4246,1,1
"4247.fruit","3014","3106","3","K",6,"2","fruit",146,4247,1,1
"4248.fruit","1160","1095","1","K",6,"2","fruit",54,4248,1,1
"4249.fruit","1039","1164","1","K",6,"2","fruit",30,4249,1,1
"4250.fruit","2191","2050","2","K",6,"2","fruit",265,4250,1,1
"4251.fruit","1045","1184","1","K",6,"2","fruit",100,4251,1,1
"4252.fruit","1004","1169","1","K",6,"2","fruit",38,4252,1,1
"4253.fruit","2072","2187","2","K",6,"2","fruit",176,4253,1,1
"4254.fruit","2003","2083","2","K",6,"2","fruit",325,4254,1,1
"4255.fruit","3049","3033","3","K",6,"2","fruit",52,4255,1,1
"4256.fruit","3199","3195","3","K",6,"2","fruit",128,4256,1,1
"4257.fruit","1106","1168","1","K",6,"2","fruit",71,4257,1,1
"4258.fruit","2087","2025","2","K",6,"2","fruit",256,4258,1,1
"4259.fruit","2173","2128","2","K",6,"2","fruit",465,4259,1,1
"4260.fruit","2089","2131","2","K",6,"2","fruit",713,4260,1,1
"4261.fruit","1065","1031","1","K",6,"2","fruit",59,4261,1,1
"4262.fruit","3031","3020","3","K",6,"2","fruit",65,4262,1,1
"4263.fruit","2079","2066","2","K",6,"2","fruit",345,4263,1,1
"4264.fruit","3070","3162","3","K",6,"2","fruit",0,4264,1,1
"4265.fruit","1029","1035","1","K",6,"2","fruit",67,4265,1,1
"4266.fruit","3050","3048","3","K",6,"2","fruit",132,4266,1,1
"4267.fruit","1138","1089","1","K",6,"2","fruit",25,4267,1,1
"4268.fruit","2102","2202","2","K",6,"2","fruit",276,4268,1,1
"4269.fruit","3049","3062","3","K",6,"2","fruit",90,4269,1,1
"4270.fruit","3140","3188","3","K",6,"2","fruit",377,4270,1,1
"4271.fruit","2010","2121","2","K",6,"2","fruit",248,4271,1,1
"4272.fruit","2079","2219","2","K",6,"2","fruit",184,4272,1,1
"4273.fruit","3175","3201","3","K",6,"2","fruit",65,4273,1,1
"4274.fruit","1134","1024","1","K",6,"2","fruit",79,4274,1,1
"4275.fruit","2001","2136","2","K",6,"2","fruit",634,4275,1,1
"4276.fruit","1129","1044","1","K",7,"2","fruit",69,4276,1,1
"4277.fruit","2117","2160","2","K",7,"2","fruit",307,4277,1,1
"4278.fruit","1040","1010","1","K",7,"2","fruit",25,4278,1,1
"4279.fruit","3199","3167","3","K",7,"2","fruit",153,4279,1,1
"4280.fruit","2124","2176","2","K",7,"2","fruit",259,4280,1,1
"4281.fruit","3198","3124","3","K",7,"2","fruit",104,4281,1,1
"4282.fruit","2192","2103","2","K",7,"2","fruit",71,4282,1,1
"4283.fruit","2093","2115","2","K",7,"2","fruit",161,4283,1,1
"4284.fruit","2173","2052","2","K",7,"2","fruit",330,4284,1,1
"4285.fruit","1034","1019","1","K",7,"2","fruit",26,4285,1,1
"4286.fruit","1133","1090","1","K",7,"2","fruit",22,4286,1,1
"4287.fruit","3102","3103","3","K",7,"2","fruit",134,4287,1,1
"4288.fruit","1077","1154","1","K",7,"2","fruit",97,4288,1,1
"4289.fruit","1120","1075","1","K",7,"2","fruit",48,4289,1,1
"4290.fruit","2020","2210","2","K",7,"2","fruit",247,4290,1,1
"4291.fruit","3089","3029","3","K",7,"2","fruit",44,4291,1,1
"4292.fruit","3050","3144","3","K",7,"2","fruit",192,4292,1,1
"4293.fruit","3140","3188","3","K",7,"2","fruit",195,4293,1,1
"4294.fruit","3151","3018","3","K",7,"2","fruit",367,4294,1,1
"4295.fruit","1192","1187","1","K",7,"2","fruit",20,4295,1,1
"4296.fruit","3160","3182","3","K",7,"2","fruit",150,4296,1,1
"4297.fruit","3014","3099","3","K",7,"2","fruit",117,4297,1,1
"4298.fruit","2200","2044","2","K",7,"2","fruit",214,4298,1,1
"4299.fruit","1116","1123","1","K",7,"2","fruit",89,4299,1,1
"4300.fruit","3057","3186","3","K",7,"2","fruit",317,4300,1,1
"4301.fruit","3110","3176","3","K",7,"2","fruit",145,4301,1,1
"4302.fruit","1056","1046","1","K",7,"2","fruit",143,4302,1,1
"4303.fruit","1101","1103","1","K",7,"2","fruit",48,4303,1,1
"4304.fruit","3077","3143","3","K",7,"2","fruit",213,4304,1,1
"4305.fruit","1109","1062","1","K",7,"2","fruit",28,4305,1,1
"4306.fruit","2056","2132","2","K",7,"2","fruit",86,4306,1,1
"4307.fruit","2151","2081","2","K",7,"2","fruit",186,4307,1,1
"4308.fruit","2051","2209","2","K",7,"2","fruit",170,4308,1,1
"4309.fruit","3175","3039","3","K",7,"2","fruit",71,4309,1,1
"4310.fruit","1040","1115","1","K",7,"2","fruit",12,4310,1,1
"4311.fruit","1111","1197","1","K",7,"2","fruit",57,4311,1,1
"4312.fruit","1071","1182","1","K",7,"2","fruit",28,4312,1,1
"4313.fruit","3041","3132","3","K",7,"2","fruit",141,4313,1,1
"4314.fruit","2024","2106","2","K",7,"2","fruit",137,4314,1,1
"4315.fruit","1189","1121","1","K",7,"2","fruit",48,4315,1,1
"4316.fruit","3007","3131","3","K",7,"2","fruit",0,4316,1,1
"4317.fruit","3187","3165","3","K",7,"2","fruit",88,4317,1,1
"4318.fruit","2150","2223","2","K",7,"2","fruit",180,4318,1,1
"4319.fruit","2085","2059","2","K",7,"2","fruit",158,4319,1,1
"4320.fruit","1102","1157","1","K",7,"2","fruit",40,4320,1,1
"4321.fruit","1073","1165","1","K",7,"2","fruit",47,4321,1,1
"4322.fruit","2166","2207","2","K",7,"2","fruit",461,4322,1,1
"4323.fruit","2045","2004","2","K",7,"2","fruit",449,4323,1,1
"4324.fruit","1039","1164","1","K",7,"2","fruit",31,4324,1,1
"4325.fruit","2192","2159","2","K",7,"2","fruit",399,4325,1,1
"4326.fruit","1175","1193","1","K",7,"2","fruit",28,4326,1,1
"4327.fruit","3014","3106","3","K",7,"2","fruit",25,4327,1,1
"4328.fruit","3065","3121","3","K",7,"2","fruit",42,4328,1,1
"4329.fruit","2116","2047","2","K",7,"2","fruit",132,4329,1,1
"4330.fruit","2117","2119","2","K",7,"2","fruit",106,4330,1,1
"4331.fruit","1082","1158","1","K",7,"2","fruit",3,4331,1,1
"4332.fruit","3148","3044","3","K",7,"2","fruit",99,4332,1,1
"4333.fruit","2174","2027","2","K",7,"2","fruit",106,4333,1,1
"4334.fruit","2215","2030","2","K",7,"2","fruit",198,4334,1,1
"4335.fruit","3091","3107","3","K",7,"2","fruit",81,4335,1,1
"4336.fruit","2072","2104","2","K",7,"2","fruit",215,4336,1,1
"4337.fruit","2196","2220","2","K",7,"2","fruit",220,4337,1,1
"4338.fruit","2214","2092","2","K",7,"2","fruit",128,4338,1,1
"4339.fruit","2072","2037","2","K",8,"2","fruit",67,4339,1,1
"4340.fruit","1030","1180","1","K",8,"2","fruit",2,4340,1,1
"4341.fruit","1040","1010","1","K",8,"2","fruit",12,4341,1,1
"4342.fruit","3041","3079","3","K",8,"2","fruit",60,4342,1,1
"4343.fruit","2204","2135","2","K",8,"2","fruit",47,4343,1,1
"4344.fruit","2020","2210","2","K",8,"2","fruit",95,4344,1,1
"4345.fruit","2031","2071","2","K",8,"2","fruit",6,4345,1,1
"4346.fruit","2141","2086","2","K",8,"2","fruit",90,4346,1,1
"4347.fruit","1094","1150","1","K",8,"2","fruit",10,4347,1,1
"4348.fruit","2003","2130","2","K",8,"2","fruit",58,4348,1,1
"4349.fruit","3057","3186","3","K",8,"2","fruit",111,4349,1,1
"4350.fruit","3187","3071","3","K",8,"2","fruit",170,4350,1,1
"4351.fruit","1034","1081","1","K",8,"2","fruit",12,4351,1,1
"4352.fruit","1133","1119","1","K",8,"2","fruit",67,4352,1,1
"4353.fruit","2012","2055","2","K",8,"2","fruit",84,4353,1,1
"4354.fruit","3037","3125","3","K",8,"2","fruit",21,4354,1,1
"4355.fruit","1004","1161","1","K",8,"2","fruit",29,4355,1,1
"4356.fruit","1146","1069","1","K",8,"2","fruit",52,4356,1,1
"4357.fruit","1073","1136","1","K",8,"2","fruit",55,4357,1,1
"4358.fruit","1138","1047","1","K",8,"2","fruit",57,4358,1,1
"4359.fruit","1084","1043","1","K",8,"2","fruit",68,4359,1,1
"4360.fruit","3031","3113","3","K",8,"2","fruit",114,4360,1,1
"4361.fruit","3104","3068","3","K",8,"2","fruit",31,4361,1,1
"4362.fruit","2072","2037","2","K",8,"2","fruit",191,4362,1,1
"4363.fruit","2085","2059","2","K",8,"2","fruit",42,4363,1,1
"4364.fruit","3156","3158","3","K",8,"2","fruit",54,4364,1,1
"4365.fruit","2108","2175","2","K",8,"2","fruit",214,4365,1,1
"4366.fruit","2003","2083","2","K",8,"2","fruit",145,4366,1,1
"4367.fruit","2116","2142","2","K",8,"2","fruit",259,4367,1,1
"4368.fruit","3084","3082","3","K",8,"2","fruit",155,4368,1,1
"4369.fruit","2224","2114","2","K",8,"2","fruit",178,4369,1,1
"4370.fruit","3081","3101","3","K",8,"2","fruit",14,4370,1,1
"4371.fruit","2031","2061","2","K",8,"2","fruit",350,4371,1,1
"4372.fruit","2098","2169","2","K",8,"2","fruit",98,4372,1,1
"4373.fruit","2087","2025","2","K",8,"2","fruit",224,4373,1,1
"4374.fruit","2049","2221","2","K",8,"2","fruit",386,4374,1,1
"4375.fruit","3003","3191","3","K",8,"2","fruit",307,4375,1,1
"4376.fruit","3199","3195","3","K",8,"2","fruit",141,4376,1,1
"4377.fruit","2184","2154","2","K",8,"2","fruit",194,4377,1,1
"4378.fruit","1026","1171","1","K",8,"2","fruit",37,4378,1,1
"4379.fruit","2045","2122","2","K",8,"2","fruit",309,4379,1,1
"4380.fruit","1102","1008","1","K",8,"2","fruit",20,4380,1,1
"4381.fruit","1022","1151","1","K",8,"2","fruit",29,4381,1,1
"4382.fruit","3194","3142","3","K",8,"2","fruit",80,4382,1,1
"4383.fruit","2024","2194","2","K",8,"2","fruit",156,4383,1,1
"4384.fruit","2214","2222","2","K",8,"2","fruit",112,4384,1,1
"4385.fruit","1022","1078","1","K",8,"2","fruit",26,4385,1,1
"4386.fruit","1077","1066","1","K",8,"2","fruit",21,4386,1,1
"4387.fruit","3049","3109","3","K",8,"2","fruit",50,4387,1,1
"4388.fruit","1145","1195","1","K",8,"2","fruit",86,4388,1,1
"4389.fruit","1073","1136","1","K",8,"2","fruit",18,4389,1,1
"4390.fruit","1026","1191","1","K",8,"2","fruit",10,4390,1,1
"4391.fruit","3037","3125","3","K",8,"2","fruit",33,4391,1,1
"4392.fruit","2094","2036","2","K",8,"2","fruit",707,4392,1,1
"4393.fruit","1071","1182","1","K",8,"2","fruit",15,4393,1,1
"4394.fruit","1041","1125","1","K",8,"2","fruit",3,4394,1,1
"4395.fruit","2178","2165","2","K",8,"2","fruit",130,4395,1,1
"4396.fruit","2072","2104","2","K",8,"2","fruit",262,4396,1,1
"4397.fruit","1107","1068","1","K",8,"2","fruit",81,4397,1,1
"4398.fruit","3055","3177","3","K",8,"2","fruit",418,4398,1,1
"4399.fruit","2038","2100","2","K",8,"2","fruit",501,4399,1,1
"4400.fruit","2184","2090","2","K",9,"2","fruit",201,4400,1,1
"4401.fruit","3104","3066","3","K",9,"2","fruit",35,4401,1,1
"4402.fruit","2093","2123","2","K",9,"2","fruit",171,4402,1,1
"4403.fruit","1109","1016","1","K",9,"2","fruit",30,4403,1,1
"4404.fruit","1145","1092","1","K",9,"2","fruit",41,4404,1,1
"4405.fruit","1056","1170","1","K",9,"2","fruit",14,4405,1,1
"4406.fruit","2079","2109","2","K",9,"2","fruit",122,4406,1,1
"4407.fruit","1160","1117","1","K",9,"2","fruit",29,4407,1,1
"4408.fruit","2056","2060","2","K",9,"2","fruit",120,4408,1,1
"4409.fruit","2049","2161","2","K",9,"2","fruit",130,4409,1,1
"4410.fruit","2079","2066","2","K",9,"2","fruit",83,4410,1,1
"4411.fruit","1026","1131","1","K",9,"2","fruit",58,4411,1,1
"4412.fruit","3055","3164","3","K",9,"2","fruit",210,4412,1,1
"4413.fruit","2001","2136","2","K",9,"2","fruit",176,4413,1,1
"4414.fruit","2124","2153","2","K",9,"2","fruit",252,4414,1,1
"4415.fruit","2056","2018","2","K",9,"2","fruit",73,4415,1,1
"4416.fruit","2172","2110","2","K",9,"2","fruit",297,4416,1,1
"4417.fruit","1189","1190","1","K",9,"2","fruit",67,4417,1,1
"4418.fruit","1134","1050","1","K",9,"2","fruit",34,4418,1,1
"4419.fruit","2095","2039","2","K",9,"2","fruit",732,4419,1,1
"4420.fruit","3187","3123","3","K",9,"2","fruit",85,4420,1,1
"4421.fruit","2134","2190","2","K",9,"2","fruit",157,4421,1,1
"4422.fruit","2082","2205","2","K",9,"2","fruit",243,4422,1,1
"4423.fruit","2085","2147","2","K",9,"2","fruit",38,4423,1,1
"4424.fruit","1021","1179","1","K",9,"2","fruit",67,4424,1,1
"4425.fruit","3183","3009","3","K",9,"2","fruit",74,4425,1,1
"4426.fruit","3016","3090","3","K",9,"2","fruit",288,4426,1,1
"4427.fruit","2038","2021","2","K",9,"2","fruit",12,4427,1,1
"4428.fruit","2045","2004","2","K",9,"2","fruit",216,4428,1,1
"4429.fruit","1160","1095","1","K",9,"2","fruit",53,4429,1,1
"4430.fruit","2141","2144","2","K",9,"2","fruit",252,4430,1,1
"4431.fruit","1072","1013","1","K",9,"2","fruit",85,4431,1,1
"4432.fruit","3004","3190","3","K",9,"2","fruit",16,4432,1,1
"4433.fruit","2141","2026","2","K",9,"2","fruit",445,4433,1,1
"4434.fruit","3198","3053","3","K",9,"2","fruit",214,4434,1,1
"4435.fruit","3128","3019","3","K",9,"2","fruit",45,4435,1,1
"4436.fruit","2134","2193","2","K",9,"2","fruit",52,4436,1,1
"4437.fruit","1146","1112","1","K",9,"2","fruit",292,4437,1,1
"4438.fruit","2133","2197","2","K",9,"2","fruit",246,4438,1,1
"4439.fruit","2215","2002","2","K",9,"2","fruit",364,4439,1,1
"4440.fruit","2049","2221","2","K",9,"2","fruit",304,4440,1,1
"4441.fruit","2038","2100","2","K",9,"2","fruit",216,4441,1,1
"4442.fruit","3004","3159","3","K",9,"2","fruit",88,4442,1,1
"4443.fruit","2151","2048","2","K",9,"2","fruit",457,4443,1,1
"4444.fruit","2082","2070","2","K",9,"2","fruit",138,4444,1,1
"4445.fruit","3151","3018","3","K",9,"2","fruit",80,4445,1,1
"4446.fruit","2074","2107","2","K",9,"2","fruit",165,4446,1,1
"4447.fruit","2001","2146","2","K",9,"2","fruit",166,4447,1,1
"4448.fruit","3197","3080","3","K",9,"2","fruit",6,4448,1,1
"4449.fruit","1033","1108","1","K",9,"2","fruit",12,4449,1,1
"4450.fruit","3174","3025","3","K",9,"2","fruit",8,4450,1,1
"4451.fruit","3049","3062","3","K",9,"2","fruit",112,4451,1,1
"4452.fruit","3017","3169","3","K",9,"2","fruit",31,4452,1,1
"4453.fruit","2024","2106","2","K",9,"2","fruit",25,4453,1,1
"4454.fruit","1072","1013","1","K",9,"2","fruit",46,4454,1,1
"4455.fruit","2020","2073","2","K",9,"2","fruit",412,4455,1,1
"4456.fruit","3046","3168","3","K",9,"2","fruit",0,4456,1,1
"4457.fruit","1072","1137","1","K",9,"2","fruit",40,4457,1,1
"4458.fruit","3187","3165","3","K",9,"2","fruit",60,4458,1,1
"4459.fruit","1076","1174","1","K",9,"2","fruit",14,4459,1,1
"4460.fruit","1192","1183","1","K",9,"2","fruit",175,4460,1,1
"4461.fruit","1145","1096","1","K",10,"2","fruit",50,4461,1,1
"4462.fruit","2184","2211","2","K",10,"2","fruit",168,4462,1,1
"4463.fruit","3194","3095","3","K",10,"2","fruit",7,4463,1,1
"4464.fruit","3102","3103","3","K",10,"2","fruit",61,4464,1,1
"4465.fruit","3198","3053","3","K",10,"2","fruit",58,4465,1,1
"4466.fruit","1101","1103","1","K",10,"2","fruit",18,4466,1,1
"4467.fruit","3035","3193","3","K",10,"2","fruit",196,4467,1,1
"4468.fruit","3089","3043","3","K",10,"2","fruit",77,4468,1,1
"4469.fruit","3017","3001","3","K",10,"2","fruit",20,4469,1,1
"4470.fruit","2117","2013","2","K",10,"2","fruit",187,4470,1,1
"4471.fruit","2178","2145","2","K",10,"2","fruit",159,4471,1,1
"4472.fruit","2056","2132","2","K",10,"2","fruit",269,4472,1,1
"4473.fruit","2150","2223","2","K",10,"2","fruit",130,4473,1,1
"4474.fruit","2214","2092","2","K",10,"2","fruit",132,4474,1,1
"4475.fruit","3102","3010","3","K",10,"2","fruit",3,4475,1,1
"4476.fruit","1039","1054","1","K",10,"2","fruit",17,4476,1,1
"4477.fruit","1116","1074","1","K",10,"2","fruit",15,4477,1,1
"4478.fruit","2172","2156","2","K",10,"2","fruit",155,4478,1,1
"4479.fruit","2173","2127","2","K",10,"2","fruit",224,4479,1,1
"4480.fruit","1118","1110","1","K",10,"2","fruit",33,4480,1,1
"4481.fruit","2072","2187","2","K",10,"2","fruit",115,4481,1,1
"4482.fruit","2031","2061","2","K",10,"2","fruit",382,4482,1,1
"4483.fruit","1033","1143","1","K",10,"2","fruit",41,4483,1,1
"4484.fruit","2038","2077","2","K",10,"2","fruit",195,4484,1,1
"4485.fruit","1061","1155","1","K",10,"2","fruit",90,4485,1,1
"4486.fruit","1189","1190","1","K",10,"2","fruit",45,4486,1,1
"4487.fruit","3148","3157","3","K",10,"2","fruit",68,4487,1,1
"4488.fruit","3136","3032","3","K",10,"2","fruit",127,4488,1,1
"4489.fruit","3175","3039","3","K",10,"2","fruit",47,4489,1,1
"4490.fruit","2087","2054","2","K",10,"2","fruit",244,4490,1,1
"4491.fruit","2001","2146","2","K",10,"2","fruit",249,4491,1,1
"4492.fruit","2024","2067","2","K",10,"2","fruit",58,4492,1,1
"4493.fruit","3049","3109","3","K",10,"2","fruit",13,4493,1,1
"4494.fruit","1138","1057","1","K",10,"2","fruit",30,4494,1,1
"4495.fruit","2087","2007","2","K",10,"2","fruit",132,4495,1,1
"4496.fruit","2133","2105","2","K",10,"2","fruit",146,4496,1,1
"4497.fruit","1071","1079","1","K",10,"2","fruit",69,4497,1,1
"4498.fruit","3005","3147","3","K",10,"2","fruit",136,4498,1,1
